English,Hindi
Semantic complement,"अर्थ-पूरक, शब्दार्थ-पूरक"
Semantic component,आर्थी घटक
Semantic congruence,"अर्थ-सर्वागसमता, अर्थान्विति"
Semantic constraint,आर्थी प्रतिबंध
Semantic contagion,"अर्थ-संसर्ग, अर्थ-संक्रमण"
Semantic cueing,आर्थी अनुसंकेतन
Semantic difference,अर्थ-भेद
Semantic differential,शब्दार्थ-विभेदक
Semantic distinguisher,अर्थ भेदक
Semantic error,आर्थी त्रुटि
Semantic extension,अर्थ-विस्तार
Semantic feature,आर्थी अभिलक्षण
Semantic feature hypothesis,आर्थी अभिलक्षण प्राक्कल्पना
Semantic field,"अर्थ-क्षेत्र, शब्दार्थ-क्षेत्र"
Semantic grammar,आर्थी व्याकरण
Semantic indicator,"अर्थ-सूचक, शब्दार्थ-सूचक"
Semantic innovation,नवार्थ-प्रवर्तन
Semanticist,"अर्थविज्ञानी, शब्दार्थविज्ञानी"
Semanticity,अर्थत्व
Semantic loan,"आर्थी आदान, शब्दार्थ आदान"
Semantic marker,शब्दार्थ-चिह्नक
Semantic memory,आर्थी स्मृति
Semantic morphology,वाक्यगत रूपप्रक्रिया
Semantic motivation,"शब्दार्थ-अभिप्रेरण, अर्थ-अभिप्रेरण"
Semantic network,आर्थी जालक्रम
Semantic overload,अर्थातिभार
Semantic parsing,आर्थी पदव्याख्या
Semantic pathology,अर्थविकृति
Semantic phenomenon,"शब्दार्थ घटना, शब्दार्थ-व्यापार"
Semantic polygon,"शब्दार्थ बहुभुज, अर्थ-बहुभुज"
Semantic potentiality,शब्दार्थ-शक्यता
Semantic priming,आर्थी पूर्व संकेतन
Semantic processing,आर्थी संसाधन
Semantic range,अर्थ-परास
Semantic reduction,अर्त-निरूपण
Semantic relation,आर्थी संबंध
Semantic representation,आर्थी प्रतिरूपण
Semantic role,आर्थी भूमिका
Semantics,अर्थविज्ञान; शब्दार्थविज्ञान
Semantics,संकेतार्थविज्ञान
Semantic shift,"शब्दार्थ-परिवृत्ति, अर्थ परिवर्तन, अर्थविकार"
Semantic space,अर्थविषयक अवकाश; अर्थभेद कोटि
Semantic sphere,"शब्दार्थ-क्षेत्र, अर्थ-क्षेत्र"
Semantic structure,शब्दार्थ-संरचना
Semantic theory,शब्दार्थ-सिद्धांत
Semantic triangle,आर्थी त्रिकोण
Semantic universals,आर्थी सार्वभौम (तत्व)
Semantic vagueness,अर्थ-अस्पष्टता
Semantic value,शब्दार्थ-मूल्य
Semasiography,अर्थसूचक लिपि
Semasiology,शब्दार्थविज्ञान
Sematology,संकेतार्थविज्ञान
Sematology,"अर्थविज्ञान, शब्दार्थविज्ञान"
Seme,"सीम, पक्षपद"
Semeiology,संकेतविज्ञान
Sememe,अर्थिम
Sememic,अर्थिमिक
Semi-absolute,अंशतः निरपेक्ष
Semi-articulate sentence,अर्धवाक्य
Semi-autonomous,अर्धस्वायत्त
Semi-bilingualism,"अर्धद्विभाषिकता, अर्ध-द्विभाषिता"
Semic,"अर्थिमिक, आर्थी"
Semic code,आर्थी कोड
Semi-colon,अर्धविराम
Semi-consonant,अर्ध-व्यंजन
Semi-deponent verb,सेमी-डेपोनेन्ट क्रिया
Semi-lingualism,अर्धभाषिता
Semiolinguistics,संकेत-भाषाविज्ञान
Semiology,संकेतविज्ञान
Semiosis,"संकेतन, संकेत-प्रक्रिया"
Semiotic,"संकेतविज्ञान संबंधी; सांकेतिक, संकेत-"
Semiotic category,संकेत कोटि
Semiotic disposition,संकेतपरक वृत्ति
Semiotic frameword,संकेतवैज्ञानिक ढाँचा
Semiotician,संकेतविज्ञानी
Semiotic object,संकेत वस्तु
Semiotics,संकेतविज्ञान
Semiotic system (second order),सांकेतिक व्यवस्था (द्वितीयक)
Semiotic theory,संकेतवैज्ञानिक सिद्धांत
Semiotic triangle,संकेतवैज्ञानिक त्रिकोण
Semi-plosive,"स्पर्शसंघर्षी, अनुघर्षी"
Semi-productive,अर्धउत्पादक
Semi-sentence,अर्धवाक्य
Semi-syntactic compound,अंशतः वाक्य-समास
Semi-synthetic compound,अंशतः संश्लिष्ट-समास
Semi-vowel,अर्ध-स्वर
Semological restriction,शब्दार्थ-प्रतिबंध
Semology,शब्दार्थविज्ञान
Sensationalist-behaviourist theory,संवेदनवादी व्यवहारवाद
Sense,"अर्थ, आशय"
Sense-group,बोध वर्ग
Sense inclusion,आशय समावेश(न)
Sense of position,स्थिति बोध
Sense properties,आशय गुणधर्म
Sense relation,आशय संबंध
Sense stress,पदबंध-बलाघात
Sensical sentence,सार्थक वाक्य
Sensorineural deafness,संवेद-तंत्रिकीय बधिरता
Sensorium,संवेदन-तंत्र
Sensory function,संवेदी प्रकार्य
Sensory motor intelligence,संवेदी प्रेरक बुद्धि
Sensory neural deafness,संवेदी तंत्रिक बधिरता
Sensory symbol,ऐंद्रीय प्रतीक
Sentence,वाक्य
Sentence boundary,वाक्य सीमा
Sentence frame,"वाक्य ढाँचा, वाक्य तंत्र"
Sentence grammar,वाक्य-व्याकरण
Sentence harmony,वाक्यगत संगति
Sentence length,वाक्य दीर्घता
Sentence pattern,वाक्य अभिरचना
Sentence phonetics,वाक्य-स्वनविज्ञान
Sentence (=S),वाक्य
Sentence stress,वाक्य-बलाघात
Sentence symbol,वाक्य प्रतीक
Sentence type,वाक्य-प्रकार
Sentence word,वाक्य-शब्द
Sentoid,वाक्याभ
Separation,"पृथक्करण, वियुक्ति, अपाय"
Sequence,अनुक्रम
Sequence class,अनुक्रम-वर्ग
Sequence diagram,अनुक्रम-आरेख
Sequence of tense,काल-अनुक्रम
Sequence structure rule,अनुक्रम संरचना नियम
Sequence utterance,अनुक्रम वाक्य
Sequencing (of questions),अनुक्रमण (प्रश्नों का)
Sequential,अनुक्रमिक
Sequential constraint rule,अनुक्रम बाध्यता नियम
Serial,समानाधिकृत
Serial language processing,क्रिमिक भाषा संसाधन
Serial relationship,क्रिमक संबंध
Seriation,पंक्तिबंधन
Series,श्रेणी
Set,"समुच्चय, कुलक, सेट"
Set membership,"समुच्चय अवयव, समुच्चय-घटक"
Set theoretic,समुच्चय सिद्धांतपरक
Set theory,समुच्चय सिद्धांत
Setting,समुच्चयन; विन्यास; विधान
Sex,स्त्री-पुंजाति
Sex and language,स्त्री-पुंजाति और भाषा
S-government,वाक्य-अधिकार
Shallow,उथला; सतही
Sharp,तीक्ष्ण
Shibilant,"तालव्योष्म, तालव्य-ऊष्म"
Shift,परिवृत्ति
Shift sign,परिवृत्ति-संकेत
Shifts in application,अनुप्रयोग परिवृत्ति
Shortening,हस्वीकरण
Short quantity,अल्प परिमाण
Short segment,हस्व खंड
Short vowel,हस्व स्वर
Sibilant,"ऊष्म, दंत्योष्म"
Side adjunct,पार्श्व-अनुबंध
Side chamber,पार्श्व कोष्ठ
Sigmate,स' योजन
Sigmatic,"स' युक्त, सकार-युक्त"
Sigmation,ऊष्मीकरण
Sigmatism,"सकार दोष, ऊष्म दोष"
Sign,संकेत
Signal,संकेत
Signature,"संकेत, चिह्न"
Signature (of the modulus),"संकेत, चिह्न"
Sign function,संकेत प्रकार्य
Significance,"अर्थ, आशय"
Significant,सार्थक
Significant,"वाचक, संकेतक"
Significant error,सार्थक त्रुटि
Signification,"संकेतन, संकेत-प्रक्रिया"
Signification,अभिधान
Significative root,लक्षणवाचक धातु
Significatum,संकेतार्थविज्ञान
Significs,"अर्थविज्ञान, शब्दार्थविज्ञान"
Signifie,"वाच्य, आशय"
Signified,संकेतित
Signifier,संकेतक
Signify,"संकेतन, संकेत-प्रक्रिया"
Signifying capacity,अर्थ-संकेतन क्षमता
Signifying system (first order),संकेतन व्यवस्था (प्राथमिक)
Sign-language,संकेत-भाषा
Sign (linguistic),"संकेत, भाषायी संकेत"
Sign situation,संकेत-स्थिति
Sign-space,संकेत-परिसर
Sign system,"चिह्न व्यवस्था, प्रतीक व्यवस्था"
Silence,"मौन, वाक्-शून्यता"
Silent,अनुच्चरित
Silent period,मूक अवधि
Silent stress,अश्रुत बलाघात
Silent way,मूक प्रणाली
Similar,सदृश
Similarity,सादृश्य
Similative case,सादृश्यवाची कारक
Simile,उपमा
Similitude,अनुरूपता
Simple agglutinative language,अश्लिष्ट योगात्मक भाषा; प्रत्यय-प्रधान भाषा
Simple depending relation,साधारण आश्रयी संबंध
Simple future,सामानय् भविष्यत्
Simple paradigm,सामान्य रूपावली
Simple peak,सरल शिखर
Simple phoneme,सामान्य स्वनिम
Simple predicate,असमस्त विधेय
Simple primary phoneme,सामान्य मुख्य स्वनिम
Simple pure relational language,सामान्य विशुद्ध संबंधात्मक भाषा
Simple sentence,सरल वाक्य; असंयुक्त वाक्य
Simple sign,सामान्य संकेत
Simple tense,सामान्य काल
Simple transcription,सरल लिप्यंकन
Simple verb,"सामान्य क्रिया, मूल क्रिया, अयौगिक क्रिया"
Simple vowel,"मूल स्वर, सादा स्वर (गुजराती)"
Simple word,सामान्य शब्द
Simplicity,सरलता
Simplification,सरलीकरण
Simplification rule,सरलीकरण नियम
Simplified spelling,सरलीकृत वर्तनी
Simulative language,छद्म भाषा
Simulfix,अधिप्रत्यय; समक्षणिक प्रत्यय
Simultaneity,युगपद् स्थिति
Simultaneous,"युगपत्, सहकालिक्"
Simultaneous component,"युगपद् घटक, सहकालिक घटक"
Simultaneous oral translation,सहकालिक आशु अनुवाद
Sincerity condition,निष्ठा की शर्त
Sine ware,ज्या तरंग
Single articulation,एकल उच्चारण
Single base form,एकल आधार रूप
Single rhyme,एकाक्षरी प्रास
Singleton,एकल
Single word utterance,एकल शब्द उच्चार
Sing-song theory,सिंग-सांग वाद
Singular,एकल; विशिष्ट
Singular,एकवचन
Singular change of meaning,विशिष्ट अर्थपरिवर्तन
Singularity,एकवचनत्व
Singularity,एकभाषिता
Singularity feature,एकल अभिलक्षण
Singular number,एकवचन
Singulary transformation,एकल रचनांतरण
Singulative,एकल-सूचक
Sinsign,व्यष्टि-संकेत
Sinuses,"विवर, खातिका"
Sinus glosso-epiglotticus,जिह्वोपजिह्वा विवर
Sinusoidal,ज्यावक्रीय
Sister adjunction,सह अनूबंधन
Sister node,सहआसंधि
Situational,"स्थितिपरक, संदर्भपरक"
Situational meaning,"स्थितिपरक अर्थ, संदर्भपरक अर्थ"
Situation utterance,पूर्ण वाक्य
Skeletal tier,बीज ढाँचा सोपान
Skill drill,"कुशलता अभ्यास, प्रवीणता अभ्यसा"
Slang,"ग्राम्य भाषा, अपभाषा, शिष्टेतर प्रयोग"
Slang,वर्गभाषा
Slant brackets,स्वनिम कोष्ठक
Slash,"काट, स्लैश"
Slender vowel,अग्र स्वर
Slip of tongue,"वाक्-स्खलन, जिह्वा-स्खलन"
Slit fricative,फलक घर्षी
Slit spirant,"फलक घर्षी, ईषद्-विवृत घर्षी"
Slope phoneme,प्रवण स्वनिम
Slot and filler technique,खाँचा-पूरक प्रविधि
Slur,विच्छलन
Slurred,विच्छलित
Small clause,लघु उपवाक्य
Smooth breathing,अल्प प्राणात्व
Social allocation,समाजपरक आबंटन
Social change,सामाजिक परिवर्तन
Social class,सामाजिक वर्ग
Social dialect,समाज-बोली
Social function of language,भाषा का सामाजिक प्रकार्य
Social history,सामाजिक इतिहास
Social identity,सामाजिक अस्मिता
Social meaning,सामाजिक अर्थ
Social network,"सामाजिक जालक्रम, सामाजिक् नेटवर्क"
Social overtone,सामाजिक अधिस्वर
Social psychology,"समाज-मनोविज्ञान, सामाजिक मनोविज्ञान"
Social semiotic,सामिक संकेत पद्धति
Social status,सामाजिक स्तर
Social stratification,"सामाजिक स्तरण, सामाजिक स्तरीकरण"
Social variables,"सामाजिक चर, सामाजिक परिवर्त"
Sociative,"सहवाचक, सहार्थक"
Socio-biology,"समाज-जैविकी, समाज-जीवविज्ञान"
Socio-economic status,सामाजिक-आर्थिक स्थिति
Sociolect,"समाज-भाषिका, समाज बोली"
Socio-linguistic,"समाज-भाषिक, समाज-भाषायी"
Socio-linguistic area,समाज-भाषायी क्षेत्र
Socio-linguistic ettiquette,समाज-भाषायी शिष्टाचार
Socio-linguistics,समाज-भाषाविज्ञान
Socio-linguistic translation,समाज-भाषावैज्ञानिक अनुवाद
Sociological linguistics,समाजशास्त्रीय भाषाविज्ञान
Sociology of language,भाषा का समाजशास्त्र
Socio-pragmatics,समाज-व्यावहारिकतावाद
Soft,"मुदु, कोमल"
Soft consonant,मृदु व्यंजन
Softening,मृदूकरण; तालव्य-रंजन
Softening rule,मृदूकरण नियम
Softness,मृदुता
Soft palate,"मृदु तालु, कोमल ताल"
Soft sign,मृदु चिह्न
Soft stress,मृदु बलाघात
Software,प्रक्रिया-सामग्री
Solecism,"च्युतसंस्कृति, व्याकरण-विरुद्ध प्रयोग, अपप्रयोग, अप्रयुक्तत्व"
Solidary,ऐक्यबोधक
Solidus,"कर्ण, सालिडस"
Sonant,सघोष
Sonant,आक्षरिक
Sonant,मुखरित
Sonogram,"सोनोग्राम, स्वनलेख"
Sonograph,"सोनोग्राफ़, स्वनलेख"
Sonorant,सघोष
Sonorant,मुखरित
Sonority,श्रव्यता श्रुतिगम्यता; मुखरता
Sonority hierarchy,"श्रव्यता सोपान क्रम, श्रव्यता अधिक्रम"
Sonorization,मुखरता
Sonorous,"श्रव्य, श्रुतिगम्य"
Sonorousness,"श्रवणीयता, श्रव्यता"
Sophist,"वितंडावादी, सोफिस्ट"
Soprano,उच्चतम तार
Sortal presupposition,शाटन पूर्वमान्यता
Sorting,शाटन
Sound,स्वन
Sound attribute,स्वनगुण
Sound box,"काकल, स्वरयंत्र"
Sound change,स्वन-परिवर्तन
Sound count,स्वन-गणना
Sound law(s),स्वन नियम
Sound pattern,स्वन-अभिरचना
Sound perception,स्वन प्रत्यक्षण
Sound pressure level,स्वन दाब स्तर
Sound shift,स्वन-परिवृत्ति
Sound spectograph,स्वन-स्पेष्ट्रोग्राफ
Sound spectrum,स्वन स्पैक्ट्रम
Sound substitution,स्वन-आदेश
Sound symbolism,स्वन प्रतीक-विधान
Sound system,स्वन व्यवस्था
Sound type,"स्वन-प्ररूप, स्वन-प्रकार"
Sound variation,स्वन-विकल्पन
Sound wave,ध्वनि-तरंग
Source,स्रोत
Source feature,स्रोत अभिलक्षण
Source language,"स्रोत भाषा, मूल भाषा; अनूद्य भाषा"
Source material,"स्रोत-सामग्री, आधार-सामग्री"
Source phrase marker,स्रोत पदबंध चिह्नक
Source sentence,स्रोत वाक्य
Span,विस्तृति
Spasmodic articulation,आकर्षी उच्चारण
Spatio-temporal regularity,देश-काल सापेक्ष नियमितता
Speaker,वक्ता
Speaker meaning,वक्ता का आशय
Specialization of meaning,अर्थ-संकोच; अर्थ वैशिष्ट्य
Specialized meaning,संकुचितार्थ; विशिष्ट अर्थ
Special sandhi,विशेष संधि
Specific factor,विशिष्ट कारक
Specificity constraint,विशिष्टता प्रतिबंध
Specific reading disability,विशिष्ट पठन अशक्तयता
Specified subject condition,निर्दिष्ट उद्धेश्य प्रतिबंध
Spectral analyser,स्पैक्ट्रम विश्लेषक
Spectrograph,"स्पेक्ट्रमलेखी, स्वनपटललेखी"
Spectrum,स्पेक्ट्रम
Spectrum analysis,स्पेक्ट्रम विश्लेषण
Spectrum distortion,"स्पेक्ट्रम विकृति, स्पेक्ट्रम विरूपण"
Speech,वाक्
Speech,भाषा
Speech,भाषण
Speech act,"वाक्-व्यापार, वाग्व्यापार"
Speech act function,वाग्व्यापार प्रकार्य
Speech-activity,वाक्-क्रिया
Speech act theory,वाग्व्यापार सिद्धांत
Speech apparatus,वाग्यंत्र
Speech area,भाषा-क्षेत्र
Speech audiometry,वाक्-श्रवणमिति
Speech behaviour,वाग्व्यवहार
Speech code,"वाक्-कोड, भाषा कोड"
Speech community,भाषा-भाषी जनसमुदाय
Speech content,"वाक्-अशय, वाक् विवक्षा, वागर्थ"
Speech context,वाक्-संदर्भ
Speech discontinuity,वाक्-सातत्य भंग
Speech disfluency,वाक्-प्रवाह भंग
Speech disorder,वाक्-व्युत्क्रमता
Speech disorder,वाग्दोष
Speech event,वाक्-घटना
Speech habit,वाक्-प्रवृत्ति
Speech island,भाषा-द्वीप
Speech making,वाक्-निर्मिति
Speech marker,वाक्-सूचक
Speech mechanism,वाग्यंत्र;उच्चारण यंत्र
Speech melody,वाक्-सुस्वरता
Speech organ,वागवयव
Speech pathology,वाक्-विकृतिविज्ञान
Speech perception,वाक्-प्रत्यक्ष(ण)
Speech process,"वाक्-प्रक्रम, वाक्-प्रक्रिया; भाषा-प्रक्रिया"
Speech processing,वाक् प्रक्रमण; भाषा-प्रक्रिया
Speech production,वाक् उत्पादन; भाषा-निर्माण (अवस्था)
Speech psychology,वाक्-मनः स्थिति
Speech reception,"वाक्-अभिग्रहण, वाक्-ग्रहण"
Speech recognition,वाक्-अभिज्ञान
Speech retardation,वाक्-मंदन
Speech situation,भाषा-परिवेश
Speech sound,वाक्-स्वन
Speech stipulation,वाक्-उद्धीपन
Speech stretcher,वाक्-प्रसारक
Speech synthesis,वाक्-संश्लेषण
Speech synthesizer,वाक् संश्लेषित्र
Speech synthesizer,वाक्-संश्लेषक
Speech therapy,वाक्-चिकित्सा
Speech trace,"वाक्-अवशेष, वागवशेष"
Speech training,उच्चारण-प्रशिक्षण; वाक्-प्रशिक्षण
Speech tune,वाक्-सुस्वरता
Speech understanding,वाक्-बोध तंत्र
System speed (of utterance),गति
Spelling,वर्तनी
Spelling pronunciation,यथावर्तनी उच्चारण
Sphenoidal sinus,जतुक-विवर
Spinal nerve(s),मेरु-तंत्रिका
Sprial ganglion,सर्पिल गंडिका
Spirant,"संघर्षी, घर्षी"
Spirantization,संघर्षीकरण
Spiritus,श्वसन
Spirometer,"श्वासमापी, स्पाइरोमीटर"
Spirometry,"श्वासमिति, स्पाइरोमीट्री"
Split,विभाजन; विपाटन; विखंडन
Splitting,"विखंडन, विभक्तन, उपाटन"
Spoilt word,भ्रष्ट शब्द
Spoken language,मौखिक भाषा; उच्चरित भाषा
Spoken language,बोलचाल की भाषा
Spoken word,बोलचाल की भाषा
Spoken word,भाषित शब्द; भाषित रूप
Spontaneous sound change,स्वतःस्वन-परिवर्तन
Spontaneous speech,स्वतः स्फूर्त वाक्
Spontaneous voicing,स्वतः घोषत्व
Spoonerism,स्पूनरता (आद्यक्षर विपर्यय)
Sporadic alternation,कदाचनिक परिवर्तन
Sporadic sound change,कदाचनिक स्वन-परिवर्तन
Spreading,प्रसरण; विस्तरण
Spreading rule,विस्तारक नियम
Square brackets,"बड़ा कोष्ठक, वर्ग कोष्ठक; स्वन कोष्ठक"
Squeeze,अधिसंकुचन
Sentence  (=S),वाक्य
S-Structure,वा(क्य) संरचना
S-structure,बा(ह्य) संरचना
Stammering,"वाक्-स्खलन, हकलाना"
Standardization,मानकीकरण
Standard language,मानक भाषा
Standard model,"मानक निर्देश, मानक मॉडल"
Standard theory,मानक सिद्धांत
Starred form,"तारांकित रूप, तारकित रूप"
Start symbol,प्रारंभ प्रतीक
State diagram,स्थिति-आरेख; अवस्था आरेख
Statement,"कथन, प्रकथन"
Static air,स्थिर वायु
Static alternation,स्थिर विकल्पन
Static consonant,"प्रवाही व्यंजन, संतत व्यंजन"
Static diagram,"स्थैतिक आरेख, स्थिर आरेख"
Static linguistics,स्थैतिक भाषाविज्ञान
Statics,स्थैतिकी
Static semantics,स्थैतिक शब्दार्थविज्ञान
Statistical linguistics,सांख्यिकीय भाषाविज्ञान
Statistical universal,सांख्यिकीय सार्वभौम
Stative,स्थिति सूचक
Stative verb,स्थितिसूचक क्रिया
Stativity,स्थिति सूचकता
Status,स्तर; स्थिति; प्रतिष्ठा
Status planning,स्थिति नियोजन (पद का)
Stem,अंग
Stem,प्रातिपदिक
Stem base,प्रकृति
Stem compound,प्रकृति-समास
Steno-sonograph,स्टेनो-सोनोग्राफ
Stereotype,रूढ़ प्ररूप
Stereotyped language,रूढ़ भाषा
Stereotypical knowledge,रूढ़िबद्ध ज्ञान
Sternohyoid muscle,उरः कंठिका पेशी
Sternothyroid muscle,उरः अवटु पेशी
Sternum,"उरोस्थि, स्टर्नम"
Stimulus diffusion,"प्रेरक विसरण, उद्दीपक विसरण"
Stimulus-response,उद्दीपन-अनुक्रिया
Stod,स्टाड
Stop,स्पर्श
Stopped beginning,अवरुद्ध आरंभ
Stop short sentence,वाग्विच्छेद
Stored word,यंत्रस्थ शब्द; यंत्रनिविष्ट शब्द
Story grammar,कथा व्याकरण
Stranded,अवरुद्ध आरंभ
S-transparency,वाक्य-पारदर्शिता
Strata,तल
Strategy,"युक्ति, विधि; कार्य-नीति"
Stratification,स्तरण
Stratificational grammar,स्तरविन्यासी व्याकरण
Stream of consciousness,"चेतना-धारा, चेतना-प्रवाह"
Strength,बल
Strength hierarchy,प्रबलता अधिक्रम
Stress,बलाघात
Stress accent,बल
Stress accentuation,बलाघातन
Stress adjustment rule,बालाघात समायोजन नियम
Stressed,बलाघातित
Stress group,बलाघात समूह
Stress timed language,बलाश्रित भाषा
Stress timed rhythm,बलाश्रित लय
Stress unit,बलात्मक एकक
Srict cyclicity,नियमबद्ध चक्रिकता
Strict subcategorization,नियमबद्ध उपकोटीकरण
Strict subcategory,नियमबद्ध उपकोटि
Strictural function,निकोच-प्रकार्य
Stricture,निकोच
Strident,रूक्ष
Strident,घर्षी
Strident plosive,स्पर्शघर्षी
Stridulation,घर्षण
String,माला; रज्जु
Stripping,अंग-प्रत्यय विच्छेद
Strobolaryngoscopy,"स्ट्रोभ-काकलदर्शन, स्ट्रोबोलेरिंगोस्कोपी"
Stroboscope,"स्ट्रोबोस्कोप, घूर्णनदर्शी"
Stroke,"रेखा, स्ट्रोक"
Strong conjugation,अनियमित क्रियारूप
Strong declension,अनियमित शब्दरूप
Strong domain hypothesis,प्रबल अधिकारक्षेत्र प्राक्कल्पना
Strong form,प्रबल रूप
Strong generative capacity,प्रबल जनन क्षमता
Strong noun,अनियमित संज्ञा
Strong stress,प्रबल बलाघात
Strong (strict) order,प्रबल क्रम
Strong verb,अनियमित क्रिया
Structural ambiguity,संरचनात्मक संदिग्धार्थता
Structural approach,संरचनात्मक उपागम
Structural buildings rule,संरचना-निर्माण नियम
Structural change,संरचनात्मक परिवर्तन
Structural class,संरचना वर्ग
Structural description,संरचनात्मक वर्णन
Structural grammar,संरचनात्मक व्याकरण
Structural identity,संरचनात्मक एकात्मकता
Structural index,संरचना-सूचकांक
Structuralism,"संरचनात्मक विधान, संरचनात्मकता"
Structuralist,संरचनात्मक (वि.)
Structural linguistics,संरचनावादी (सं.)
Structurally conditioned,संरचनात्मक भाषाविज्ञान
Structural meaning,संरचना-आश्रित
Structural order,संरचनात्मक अर्थ
Structural phonology,संरचनात्मक क्रम
Structural pressure,संरचनात्मक स्वनिमविज्ञान
Structural semantics,संरचनात्मक प्रभाव
Structural series,संरचनात्मक शब्दार्थविज्ञान
Structural set,संरचना-श्रेणी
Structural system,संरचना-समुच्चय
Structural unit,संरचना-व्यवस्था; संरचनात्मक पद्धति
Structure,संरचनात्मक इकाई
Structure description,संरचना
Structured string,संरचना-वर्णन
Structure index,संरचित माला; संरचित रज्जु
Structure preservation,संरचना सूची
Structure preservation principle,संरचना-रक्षण
Structure tree,संरचना-रक्षण सिद्धांत
Stumbling (of speech),संरचना वृक्ष
Stump word,"स्खलन, वाक्-स्खलन"
Stuttering,छिन्न शब्द
Style,"हकलाना, हकलाहट"
Style as choice,शैली
Style as deviation,शैली चयन केरूप में
Style as meaning,शैली विचलन के रूप में शैली अथ के रूप में
Style function,शैली प्रकार्य
Style interaction,शैली अंतःक्रिया
Style marker,शैली चिह्नक
Styleme,शैलीम
Style of discourse,प्रोक्ति शैली
Style of writing,लेखन शैली
Style shifting,शैली परिवृत्ति
Style typology,शैली प्ररूपविज्ञान
Stylistic,शैलीविज्ञान संबंधी; शैलीगत
Stylistic inversion,शैलीगत विपर्यय
Stylistic marker,शैली चिह्नक
Stylistic rule,शैलीगत नियम
Stylistics,शैलीविज्ञान
Styloglossus muscle,शरजिहिवका पेशी
Stylohyoid muscle,शरकंठिका पेशी
Stylolinguistics,शैली-भाषाविज्ञान
Stylometrics,शैलीमिति
Stylometric technique,शैलीमिति तकनीक
Stylometry,शैलीमिति
Stylopharyngeus muscle,शरग्रसनिक पेशी
Stylo-statistics,शैली-सांख्यिकी
Stylothyroid muscle,शर-अवटु पेशी
Sub-categorization frame,उपकोटीकरण साँचा
Sub-category,"उपकोटि, उपसंवर्ग"
Sub-component,उपघटक
Sub-entity,उपसत्व
Sub-entry,उपप्रविष्टि
Sub-group,उपसमूह
Sub-grouping,उपसमूहन
Subject,उद्देश्य
Subject,कर्ता
Subject control,उद्देश्य नियंत्रण
Subjectivalization,कर्तृकरण
Subjective,कर्तृसंबंधी
Subjective genetive,कर्तृसंबंध (कारक)
Subjectless sentence,कर्तृहीन वाक्य
Subject matter,विषय-वस्तु
Subject raising,कर्ता उत्थापन
Subject-verb inversion,कर्ता-क्रिया विपर्यय
Subject word,कर्ता शब्द
Subjunct,उपबंध
Subjunctive (mood),"संभावनार्थक, हेतुहेतुमत्, क्रियातिपत्ति"
Sublanguage,तल भाषा
Sublanguage,सीमित भाषा
Sublinguistic sign,अवभाषिक संकेत; काकु-आदि
Submember of a phoneme,उपस्वन
Subminimal pair,"उप-अल्पतम युग्म, उप-न्यूनतम युग्म"
Sub-morphemic (=allomorphic),"उपरूपिक, उपरूप-"
Subnex,विधेय-उपबंध
Subordinate,"आश्रित, अधीन"
Subordinate bilingualism,गौण द्विभाषिता
Subordinate clause,"आश्रित उपवाक्य, अधीन उपवाक्य"
Subordinate conjunction,"अधीनतासूचक समुच्चयबोधक, आश्रयसूचक"
Subordinate variant,"अधीन परिवर्त, अधीन विकल्प"
Subordination,"अधीनता, आश्रितता"
Sub-phonemic,उपस्वनिक
Sub-primary,उपमुख्य
Sub-primary,उपमौखिक
Subprimary articulator,उपमौखिक करण
Subreption,अर्थ-प्रक्षेप
Subscript,अधोलेख
Subscripting,अधोलेखन
Sub-selection model,उपचयन प्रतिरूप
Subset,"उपसमुच्चय, उपकुलक"
Subsidiary word,सहायक शब्द
Substance,सत्व
Sub-standard dialect,"अवमानक बोली, ग्राम्य बोली"
Sub-standard language,अवमानक भाषा; ग्राम्य बोली
Sub-standard language,अवमानक भाषा; ग्राम्य भाषा
Sub-standard speech,अनमानर भाषा; ग्राम्य भाषा
Substantial adjunct,संज्ञापरक विशेषण
Substantial similarity,वस्तुगत सादृश्य
Substantial universals,सत्वात्मक सार्वभौम (तत्व)
Substantive,"सत्ववाचक, विशेष्य"
Substantive,"संज्ञा, नाम"
Substantive expression,कर्तीरे अभिव्यक्ति; विशेष्य
Substantive universals,संज्ञापरक सार्वभौम नियम
Substantive verb,सत्तार्थक क्रिया; संज्ञार्थक क्रिया
Substantivized,"संज्ञापरक, नामिक"
Substitute,"आदेश, प्रतिस्थानिक"
Substitute,प्रतिनिधि; स्थानापन्न
Substitute language,स्थानापन्न भाषा
Substitution,"आदेश, प्रतिस्थापन"
Substitution,प्रतिनिधान; स्थानापत्ति
Substitution alternant,आदेश-परिवर्त
Substitution form,आदेश-रूप
Substitution frame,आदेश-बंध
Substitution item,आदेश-मद
Substitution list,आदेश-सूची
Substitution sequence,आदेश-अनुक्रम
Substitution type,आदेश-प्रकार
Sub-strative category,उपस्तर कोटि
Sub-stratum,अधस्तल
Sub-stratum,अधस्तल भाषा
Sub-subjunct,उपोपबंध
Sub-system,उप-पद्धति; उपव्यवस्था
Subtractive,"व्यवकलक, ऊन, घटाया हुआ; ऋणात्मक"
Subtractive bilingualism,ऋणात्मक द्विभाषिता
Subvalvate,उपकोरस्पर्शी
Sub-vocal language,उपांशु भाषा
Succession,"अनुक्रम, अनुक्रमण"
Succession,अनुरमी अर्थातरण (उपमन)
