English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Slotting machine,"स्लॉट मशीन, खांचित्र","સ્લૉટ મશીન, ખાંચિત્ર","स्लॉट मशीन, खांचित्र","ਸ੍ਲ੉ਟ ਮਸ਼ੀਨ, ਖਾਂਚਿਤ੍ਰ","স্লৌট মশীন, খাংচিত্র","स्लॉट मशीन, खांचित्र","ಸ್ಲೌಟ ಮಶೀನ, ಖಾಂಚಿತ್ರ","സ്ലൌട മശീന, ഖാംചിത്ര","ஸ்லௌட மசீந, காங்சித்ர","స్లౌట మశీన, ఖాంచిత్ర",سلاٹ مشین، کھانچتر,"স্লট মশীন, খাংচিত্র","ସ୍ଲୌଟ ମଶୀନ, ଖାଂଚିତ୍ର","स्लॉट मशीन, खांचित्र"
Slow speed engine,मंद-चाल इंजन,મંદ-ચાલ ઇંજન,मंद-चाल इंजन,ਮਂਦ-ਚਾਲ ਇਂਜਨ,মংদ-চাল ইংজন,मंद-चाल इंजन,ಮಂದ-ಚಾಲ ಇಂಜನ,മംദ-ചാല ഇംജന,மங்த-சால இங்ஜந,మంద-చాల ఇంజన,مند-چال انجن,মংদ-চাল ইংজন,ମଂଦ-ଚାଲ ଇଂଜନ,मंद-चाल इंजन
Slowing,मंदन,મંદન,मंदन,ਮਂਦਨ,মংদন,मंदन,ಮಂದನ,മംദന,மங்தந,మందన,مندن,মংদন,ମଂଦନ,मंदन
Sluice,"स्लुइस, तूम","સ્લુઇસ, તૂમ","स्लुइस, तूम","ਜਲਮਾਰਗ,ਸੂਆ","স্লুইস, তূম","स्लुइस, तूम",ನೀರು ಬಿಡುವ ತೂಬು,തൂമ്പ്,"ஸ்லுஇஸ, தூம","స్లుఇస, తూమ",آبگیرہ۔ سلوس,"স্লুইস, তূম","ସ୍ଲୁଇସ, ତୂମ","स्लुइस, तूम"
Smelting,प्रगलन,પ્રગલન,प्रगलन,ਪ੍ਰਗਲਨ,প্রগলন,प्रगलन,"ಗಲನಿಕೆ, ಸ್ಫುಟೀಕರಿಸುವಿಕೆ",പ്രഗലന,ப்ரகலந,ప్రగలన,سودھنا,প্রগলন,ପ୍ରଗଲନ,प्रगलन
Smithy,धातुकार्य,ધાતુકાર્ય,धातुकार्य,ਧਾਤੁਕਾਰ੍ਯ,ধাতুকার্য,धातुकार्य,ಧಾತುಕಾರ್ಯ,ധാതുകാര്യ,தாதுகார்ய,ధాతుకార్య,دھاتکاریہ,ধাতুকার্য,ଧାତୁକାର୍ଯ,धातुकार्य
Smoke tube boiler,धूम्र नलिका बॉयलर,ધૂમ્ર નલિકા બૉયલર,धूम्र नलिका बॉयलर,ਧੂਮ੍ਰ ਨਲਿਕਾ ਬ੉ਯਲਰ,ধূম্র নলিকা বৌযলর,धूम्र नलिका बॉयलर,ಧೂಮ್ರ ನಲಿಕಾ ಬೌಯಲರ,ധൂമ്ര നലികാ ബൌയലര,தூம்ர நலிகா பௌயலர,ధూమ్ర నలికా బౌయలర,دھومر نلکا بایلر,ধূম্র নলিকা বযলর,ଧୂମ୍ର ନଲିକା ବୌଯଲର,धूम्र नलिका बॉयलर
Smooth file,चिकनी रेती,ચિકની રેતી,चिकनी रेती,ਚਿਕਨੀ ਰੇਤੀ,চিকনী রেতী,चिकनी रेती,ಚಿಕನೀ ರೇತೀ,ചികനീ രേതീ,சிகநீ ரேதீ,చికనీ రేతీ,چکنی ریتی,চিকনী রতী,ଚିକନୀ ରେତୀ,चिकनी रेती
Smooth fit,निर्बाध फिट,નિર્બાધ ફિટ,निर्बाध फिट,ਨਿਰ੍ਬਾਧ ਫਿਟ,নির্বাধ ফিট,निर्बाध फिट,ನಿರ್ಬಾಧ ಫಿಟ,നിര്ബാധ ഫിട,நிர்பாத பிட,నిర్బాధ ఫిట,نربادھ فٹ,নির্বাধ ফিট,ନିର୍ବାଧ ଫିଟ,निर्बाध फिट
Smoothing,"चिक्कणन, मसृणन","ચિક્કણન, મસૃણન","चिक्कणन, मसृणन","ਚਿਕ੍ਕਣਨ, ਮਸ੃ਣਨ","চিক্কণন, মসৃণন","चिक्कणन, मसृणन","ಚಿಕ್ಕಣನ, ಮಸೃಣನ","ചിക്കണന, മസൃണന","சிக்கணந, மஸ்ருணந","చిక్కణన, మసృణన",چکنن، مسرنن,"চিক্কণন, মসৃণন","ଚିକ୍କଣନ, ମସୃଣନ","चिक्कणन, मसृणन"
Snap gauge,स्नेप प्रमापी,સ્નેપ પ્રમાપી,स्नेप प्रमापी,ਸ੍ਨੇਪ ਪ੍ਰਮਾਪੀ,স্নেপ প্রমাপী,स्नेप प्रमापी,ಸ್ನೇಪ ಪ್ರಮಾಪೀ,സ്നേപ പ്രമാപീ,ஸ்நேப ப்ரமாபீ,స్నేప ప్రమాపీ,سنیپ پرماپی,স্নপ প্রমাপী,ସ୍ନେପ ପ୍ରମାପୀ,स्नेप प्रमापी
Soft abrasive,नरम अपघर्षक,નરમ અપઘર્ષક,नरम अपघर्षक,ਨਰਮ ਅਪਘਰ੍਷ਕ,নরম অপঘর্ষক,नरम अपघर्षक,ನರಮ ಅಪಘರ್ಷಕ,നരമ അപഘര്ഷക,நரம அபகர்ஷக,నరమ అపఘర్షక,نرم اپگھرشک,নরম অপঘর্ষক,ନରମ ଅପଘର୍ଷକ,नरम अपघर्षक
Soft flame,निम्न ताप ज्वाला,નિમ્ન તાપ જ્વાલા,निम्न ताप ज्वाला,ਨਿਮ੍ਨ ਤਾਪ ਜ੍ਵਾਲਾ,নিম্ন তাপ জ্বালা,निम्न ताप ज्वाला,ನಿಮ್ನ ತಾಪ ಜ್ವಾಲಾ,നിമ്ന താപ ജ്വാലാ,நிம்ந தாப ஜ்வாலா,నిమ్న తాప జ్వాలా,نمن تاپ جوالا,নিম্ন তাপ জ্ালা,ନିମ୍ନ ତାପ ଜ୍ବାଲା,निम्न ताप ज्वाला
Soft metal,मृदु धातु,મૃદુ ધાતુ,मृदु धातु,ਮ੃ਦੁ ਧਾਤੁ,মৃদু ধাতু,मृदु धातु,ಲೋಹ ಮೃದು,മൃദു ധാതു,ம்ருது தாது,మృదు ధాతు,مردو دھات,মৃদু ধাতু,ମୃଦୁ ଧାତୁ,मृदु धातु
Solar radiation,सौर विकिरण,સૌર વિકિરણ,सौर विकिरण,ਸੌਰ ਵਿਕਿਰਣ,সৌর বিকিরণ,सौर विकिरण,ಸೌರ ವಿಕಿರಣ,സൌര വികിരണ,ஸௌர விகிரண,సౌర వికిరణ,شمسی اشعاع,সৌর িকিরণ,ସୌର ବିକିରଣ,सौर विकिरण
Solder,"टांका, झाल, सोल्डर","ટાંકા, ઝાલ, સોલ્ડર","टांका, झाल, सोल्डर",ਧਾਤ ਦਾ ਟਾਕਾ,"টাংকা, ঝাল, সোল্ডর","टांका, झाल, सोल्डर",ಬೆಸುಗೆ.,"ടാംകാ, ഝാല, സോല്ഡര","டாங்கா, ஜால, ஸோல்டர","టాంకా, ఝాల, సోల్డర",ٹانکا، جھال، سولڈر,"টাংকা, ঝাল, সল্ডর","ଟାଂକା, ଝାଲ, ସୋଲ୍ଡର","टांका, झाल, सोल्डर"
Soldered joint,"टांका जोड़, सोल्डरित जोड़","ટાંકા જોડ઼, સોલ્ડરિત જોડ઼","टांका जोड़, सोल्डरित जोड़","ਟਾਂਕਾ ਜੋਡ਼, ਸੋਲ੍ਡਰਿਤ ਜੋਡ਼","টাংকা জোড়, সোল্ডরিত জোড়","टांका जोड़, सोल्डरित जोड़","ಟಾಂಕಾ ಜೋಡ಼, ಸೋಲ್ಡರಿತ ಜೋಡ಼","ടാംകാ ജോഡ, സോല്ഡരിത ജോഡ","டாங்கா ஜோட, ஸோல்டரித ஜோட","టాంకా జోడ, సోల్డరిత జోడ",ٹانکا جوڑ، سولڈرت جوڑ,"টাংকা জড়, সল্ডরিত জড়","ଟାଂକା ଜୋଡ଼, ସୋଲ୍ଡରିତ ଜୋଡ଼","टांका जोड़, सोल्डरित जोड़"
Soldering flux,टांका गालक,ટાંકા ગાલક,टांका गालक,ਟਾਂਕਾ ਗਾਲਕ,টাংকা গালক,टांका गालक,ಟಾಂಕಾ ಗಾಲಕ,ടാംകാ ഗാലക,டாங்கா காலக,టాంకా గాలక,ٹانکا گالک,টাংকা গালক,ଟାଂକା ଗାଲକ,टांका गालक
Soldering iron,कहिया टांकिया,કહિયા ટાંકિયા,कहिया टांकिया,ਕਹਿਯਾ ਟਾਂਕਿਯਾ,কহিযা টাংকিযা,कहिया टांकिया,ಕಹಿಯಾ ಟಾಂಕಿಯಾ,കഹിയാ ടാംകിയാ,கஹியா டாங்கியா,కహియా టాంకియా,کھیا,কহিযা টাংকিযা,କହିଯା ଟାଂକିଯା,कहिया टांकिया
Solenoid brake,परिनालिका आरोध,પરિનાલિકા આરોધ,परिनालिका आरोध,ਪਰਿਨਾਲਿਕਾ ਆਰੋਧ,পরিনালিকা আরোধ,परिनालिका आरोध,ಪರಿನಾಲಿಕಾ ಆರೋಧ,പരിനാലികാ ആരോധ,பரிநாலிகா ஆரோத,పరినాలికా ఆరోధ,پرنالکا آرودھ,পরিনালিকা আরধ,ପରିନାଲିକା ଆରୋଧ,परिनालिका आरोध
Solid bearing,अविभक्त बेयरिंग,અવિભક્ત બેયરિંગ,अविभक्त बेयरिंग,ਅਵਿਭਕ੍ਤ ਬੇਯਰਿਂਗ,অবিভক্ত বেযরিংগ,अविभक्त बेयरिंग,ಅವಿಭಕ್ತ ಬೇಯರಿಂಗ,അവിഭക്ത ബേയരിംഗ,அவிபக்த பேயரிங்க,అవిభక్త బేయరింగ,اوبھکت بییرنگ,অিভক্ত বযরিংগ,ଅବିଭକ୍ତ ବେଯରିଂଗ,अविभक्त बेयरिंग
Solid mechanics,पिंड-यांत्रिकी,પિંડ-યાંત્રિકી,पिंड-यांत्रिकी,ਪਿਂਡ-ਯਾਂਤ੍ਰਿਕੀ,পিংড-যাংত্রিকী,पिंड-यांत्रिकी,ಪಿಂಡ-ಯಾಂತ್ರಿಕೀ,പിംഡ-യാംത്രികീ,பிங்ட-யாங்த்ரிகீ,పిండ-యాంత్రికీ,پنڈ-یانترکی,পিংড-যাংত্রিকী,ପିଂଡ-ଯାଂତ୍ରିକୀ,पिंड-यांत्रिकी
Soot blower,"कज्जल ब्लोअरस, कज्जल आघ्माता","કજ્જલ બ્લોઅરસ, કજ્જલ આઘ્માતા","कज्जल ब्लोअरस, कज्जल आघ्माता","ਕਜ੍ਜਲ ਬ੍ਲੋਅਰਸ, ਕਜ੍ਜਲ ਆਘ੍ਮਾਤਾ","কজ্জল ব্লোঅরস, কজ্জল আঘ্মাতা","कज्जल ब्लोअरस, कज्जल आघ्माता","ಕಜ್ಜಲ ಬ್ಲೋಅರಸ, ಕಜ್ಜಲ ಆಘ್ಮಾತಾ","കജ്ജല ബ്ലോഅരസ, കജ്ജല ആഘ്മാതാ","கஜ்ஜல ப்லோஅரஸ, கஜ்ஜல ஆக்மாதா","కజ్జల బ్లోఅరస, కజ్జల ఆఘ్మాతా",کجل بلوئرس، کجل آگھماتا,"কজ্জল ব্লঅরস, কজ্জল আঘ্মাতা","କଜ୍ଜଲ ବ୍ଲୋଅରସ, କଜ୍ଜଲ ଆଘ୍ମାତା","कज्जल ब्लोअरस, कज्जल आघ्माता"
Sounding test,निर्दोषता परीक्षण,નિર્દોષતા પરીક્ષણ,निर्दोषता परीक्षण,ਨਿਰ੍ਦੋ਷ਤਾ ਪਰੀਕ੍਷ਣ,নির্দোষতা পরীক্ষণ,निर्दोषता परीक्षण,ನಿರ್ದೋಷತಾ ಪರೀಕ್ಷಣ,നിര്ദോഷതാ പരീക്ഷണ,நிர்தோஷதா பரீக்ஷண,నిర్దోషతా పరీక్షణ,نردوشتا پریکشن,নির্দষতা পরীক্ষণ,ନିର୍ଦୋଷତା ପରୀକ୍ଷଣ,निर्दोषता परीक्षण
Spacer,अंतरक,અંતરક,अंतरक,ਅਂਤਰਕ,অংতরক,अंतरक,ಅಂತರಕ,അംതരക,அங்தரக,అంతరక,انترک,অংতরক,ଅଂତରକ,अंतरक
Spanner,"पाना, स्पैनर","પાના, સ્પૈનર","पाना, स्पैनर","ਪਾਨਾ, ਸ੍ਪੈਨਰ","পানা, স্পৈনর","पाना, स्पैनर","ಪಾನಾ, ಸ್ಪೈನರ","പാനാ, സ്പൈനര","பாநா, ஸ்பைநர","పానా, స్పైనర",پانا، سپینر,"পানা, স্পৈনর","ପାନା, ସ୍ପୈନର","पाना, स्पैनर"
Spark ignition engine,स्फुलिंग प्रज्वलन इंजन,સ્ફુલિંગ પ્રજ્વલન ઇંજન,स्फुलिंग प्रज्वलन इंजन,ਸ੍ਫੁਲਿਂਗ ਪ੍ਰਜ੍ਵਲਨ ਇਂਜਨ,স্ফুলিংগ প্রজ্বলন ইংজন,स्फुलिंग प्रज्वलन इंजन,ಸ್ಫುಲಿಂಗ ಪ್ರಜ್ವಲನ ಇಂಜನ,സ്ഫുലിംഗ പ്രജ്വലന ഇംജന,ஸ்புலிங்க ப்ரஜ்வலந இங்ஜந,స్ఫులింగ ప్రజ్వలన ఇంజన,سپھلنگ پرجولن انجن,স্ফুলিংগ প্রজ্লন ইংজন,ସ୍ଫୁଲିଂଗ ପ୍ରଜ୍ବଲନ ଇଂଜନ,स्फुलिंग प्रज्वलन इंजन
Spark plug,स्फुलिंग प्लग,સ્ફુલિંગ પ્લગ,स्फुलिंग प्लग,ਸ੍ਫੁਲਿਂਗ ਪ੍ਲਗ,স্ফুলিংগ প্লগ,स्फुलिंग प्लग,"ಕಿಡಿಬೆಣೆ, ಸ್ಪಾರ್ಕ್‌ಪ್ಲಗ್",സ്ഫുലിംഗ പ്ലഗ,ஸ்புலிங்க ப்லக,స్ఫులింగ ప్లగ,سپھلنگ پلگ,স্ফুলিংগ প্লগ,ସ୍ଫୁଲିଂଗ ପ୍ଲଗ,स्फुलिंग प्लग
Sparking,"स्फुलिंगन, स्पार्किंग","સ્ફુલિંગન, સ્પાર્કિંગ","स्फुलिंगन, स्पार्किंग","ਸ੍ਫੁਲਿਂਗਨ, ਸ੍ਪਾਰ੍ਕਿਂਗ","স্ফুলিংগন, স্পার্কিংগ","स्फुलिंगन, स्पार्किंग","ಸ್ಫುಲಿಂಗನ, ಸ್ಪಾರ್ಕಿಂಗ","സ്ഫുലിംഗന, സ്പാര്കിംഗ","ஸ்புலிங்கந, ஸ்பார்கிங்க","స్ఫులింగన, స్పార్కింగ",سپھلنگن، سپارکنگ,"স্ফুলিংগন, স্পার্কিংগ","ସ୍ଫୁଲିଂଗନ, ସ୍ପାର୍କିଂଗ","स्फुलिंगन, स्पार्किंग"
Specific enthalpy,विशिष्ट एन्थैल्पी,વિશિષ્ટ એન્થૈલ્પી,विशिष्ट एन्थैल्पी,ਵਿਸ਼ਿ਷੍ਟ ਏਨ੍ਥੈਲ੍ਪੀ,বিশিষ্ট এন্থৈল্পী,विशिष्ट एन्थैल्पी,ವಿಶಿಷ್ಟ ಏನ್ಥೈಲ್ಪೀ,വിശിഷ്ട ഏന്ഥൈല്പീ,விசிஷ்ட ஏந்தைல்பீ,విశిష్ట ఏన్థైల్పీ,وششٹ اینتھیلپی,িশিষ্ট ন্থৈল্পী,ବିଶିଷ୍ଟ ଏନ୍ଥୈଲ୍ପୀ,विशिष्ट एन्थैल्पी
Specific flow,विशिष्ट प्रवाह,વિશિષ્ટ પ્રવાહ,विशिष्ट प्रवाह,ਵਿਸ਼ਿ਷੍ਟ ਪ੍ਰਵਾਹ,বিশিষ্ট প্রবাহ,विशिष्ट प्रवाह,ವಿಶಿಷ್ಟ ಪ್ರವಾಹ,വിശിഷ്ട പ്രവാഹ,விசிஷ்ட ப்ரவாஹ,విశిష్ట ప్రవాహ,وششٹ پرواہ,িশিষ্ট প্রাহ,ବିଶିଷ୍ଟ ପ୍ରବାହ,विशिष्ट प्रवाह
Specific fuel,विशिष्ट ईंधन,વિશિષ્ટ ઈંધન,विशिष्ट ईंधन,ਵਿਸ਼ਿ਷੍ਟ ਈਂਧਨ,বিশিষ্ট ঈংধন,विशिष्ट ईंधन,ವಿಶಿಷ್ಟ ಈಂಧನ,വിശിഷ്ട ഈംധന,விசிஷ்ட ஈங்தந,విశిష్ట ఈంధన,وششٹ ایندھن,িশিষ্ট ঈংধন,ବିଶିଷ୍ଟ ଈଂଧନ,विशिष्ट ईंधन
Specific heat,विशिष्ट ऊष्मा,વિશિષ્ટ ઊષ્મા,विशिष्ट ऊष्मा,ਵਿਸ਼ਿ਷੍ਟ ਊ਷੍ਮਾ,বিশিষ্ট ঊষ্মা,विशिष्ट ऊष्मा,"ವಿಶಿಷ್ಟೋಷ್ಣ, ಗ್ರಾಹ್ಯೋಷ್ಣ",വിശിഷ്ട ഊഷ്മാ,விசிஷ்ட ஊஷ்மா,విశిష్ట ఊష్మా,نوعی حرارت,িশিষ্ট ঊষ্মা,ବିଶିଷ୍ଟ ଊଷ୍ମା,विशिष्ट ऊष्मा
Specific humidity,विशिष्ट आर्द्रता,વિશિષ્ટ આર્દ્રતા,विशिष्ट आर्द्रता,ਵਿਸ਼ਿ਷੍ਟ ਆਰ੍ਦ੍ਰਤਾ,বিশিষ্ট আর্দ্রতা,विशिष्ट आर्द्रता,ಸಾಪೇಕ್ಷ ಆರ್ದ್ರತೆ,വിശിഷ്ട ആര്ദ്രതാ,விசிஷ்ட ஆர்த்ரதா,విశిష్ట ఆర్ద్రతా,رطوبتِ نوعی,িশিষ্ট আর্দ্রতা,ବିଶିଷ୍ଟ ଆର୍ଦ୍ରତା,विशिष्ट आर्द्रता
Specification,विनिर्देश,"માપઆકાર, વિશિષ્ટિ","विनिर्देश,विशिष्‍टता","ਨਿਰਸੇਸ਼ਣ, ਵਿਸ਼ੇਸ਼ਤਾ","বিনির্দেশ,নির্দিষ্টবিবরণ","विनिर्देशन,विशिष्‍टि",ನಿರ್ದಿಷ್ಟವಿವರ,"വിശിഷ്ടവിവരണം, വിശിഷ്ടീകരണം","விவரக் குறிப்பீடு, தனிக் குறிப்பீடு","ప్రత్యేక వివరణలు,లక్షణాలు",صراحت,1.সুনির্দিষ্টকৰণ 2. বিশিষ্টকৰণ,ନିର୍ଦ୍ଦିଷ୍ଟୀକରଣ,विनिर्देशन
Speed,चाल,"ગતિ, ચાલ, શીઘ્રતા",1. वेग 2. चाल,"ਗਤੀ, ਚਾਲ, ਤੀਬਰਤਾ","গতি,দ্রুততা,শীঘ্রতা","गति,चाल","ಜವ, ಚಲನೆಯ ಗತಿ",വേഗത,வேகம்,వేగం,چال,1. গতি 2. শীঘ্রতা,"ଗତି, ବେଗ, ବେଗ ବଢ଼ାଇବା, ଗତି ବଢ଼ାଇବା, ଜୋରରେ ଚଳାଇବା","गति, वेग"
Speed chart,चाल चार्ट,ચાલ ચાર્ટ,चाल चार्ट,ਚਾਲ ਚਾਰ੍ਟ,চাল চার্ট,चाल चार्ट,ಚಾಲ ಚಾರ್ಟ,ചാല ചാര്ട,சால சார்ட,చాల చార్ట,چال چارٹ,চাল চার্ট,ଚାଲ ଚାର୍ଟ,चाल चार्ट
Speed control,चाल-नियंत्रण,ચાલ-નિયંત્રણ,चाल-नियंत्रण,ਚਾਲ-ਨਿਯਂਤ੍ਰਣ,চাল-নিযংত্রণ,चाल-नियंत्रण,ಚಾಲ-ನಿಯಂತ್ರಣ,ചാല-നിയംത്രണ,சால-நியங்த்ரண,చాల-నియంత్రణ,چال-نینترن,চাল-নিযংত্রণ,ଚାଲ-ନିଯଂତ୍ରଣ,चाल-नियंत्रण
Speed lathe,उच्चाल खराद,ઉચ્ચાલ ખરાદ,उच्चाल खराद,ਉਚ੍ਚਾਲ ਖਰਾਦ,উচ্চাল খরাদ,उच्चाल खराद,ಉಚ್ಚಾಲ ಖರಾದ,ഉച്ചാല ഖരാദ,உச்சால கராத,ఉచ్చాల ఖరాద,اچال خراد,উচ্চাল খরাদ,ଉଚ୍ଚାଲ ଖରାଦ,उच्चाल खराद
Speed ratio,चाल अनुपात,ચાલ અનુપાત,चाल अनुपात,ਚਾਲ ਅਨੁਪਾਤ,চাল অনুপাত,चाल अनुपात,ಚಾಲ ಅನುಪಾತ,ചാല അനുപാത,சால அநுபாத,చాల అనుపాత,چال انوپات,চাল অনুপাত,ଚାଲ ଅନୁପାତ,चाल अनुपात
Speed regulation,चाल नियमन,ચાલ નિયમન,चाल नियमन,ਚਾਲ ਨਿਯਮਨ,চাল নিযমন,चाल नियमन,ಚಾಲ ನಿಯಮನ,ചാല നിയമന,சால நியமந,చాల నియమన,چال نیمن,চাল নিযমন,ଚାଲ ନିଯମନ,चाल नियमन
Speed torque characteristic,चाल बल-आघूर्ण अभिलक्षण,ચાલ બલ-આઘૂર્ણ અભિલક્ષણ,चाल बल-आघूर्ण अभिलक्षण,ਚਾਲ ਬਲ-ਆਘੂਰ੍ਣ ਅਭਿਲਕ੍਷ਣ,চাল বল-আঘূর্ণ অভিলক্ষণ,चाल बल-आघूर्ण अभिलक्षण,ಚಾಲ ಬಲ-ಆಘೂರ್ಣ ಅಭಿಲಕ್ಷಣ,ചാല ബല-ആഘൂര്ണ അഭിലക്ഷണ,சால பல-ஆகூர்ண அபிலக்ஷண,చాల బల-ఆఘూర్ణ అభిలక్షణ,چال بل-آگھورن ابھلکشن,চাল বল-আঘূর্ণ অভিলক্ষণ,ଚାଲ ବଲ-ଆଘୂର୍ଣ ଅଭିଲକ୍ଷଣ,चाल बल-आघूर्ण अभिलक्षण
Speedometer,चाल मापी,ચાલ માપી,चाल मापी,ਚਾਲ ਮਾਪੀ,চাল মাপী,चाल मापी,ಚಾಲ ಮಾಪೀ,ചാല മാപീ,சால மாபீ,చాల మాపీ,چال ماپی,চাল মাপী,ଚାଲ ମାପୀ,चाल मापी
Spigot and socket joint,स्पिगट-साकेट जोड़,સ્પિગટ-સાકેટ જોડ઼,स्पिगट-साकेट जोड़,ਸ੍ਪਿਗਟ-ਸਾਕੇਟ ਜੋਡ਼,স্পিগট-সাকেট জোড়,स्पिगट-साकेट जोड़,ಸ್ಪಿಗಟ-ಸಾಕೇಟ ಜೋಡ಼,സ്പിഗട-സാകേട ജോഡ,ஸ்பிகட-ஸாகேட ஜோட,స్పిగట-సాకేట జోడ,سپگٹ-ساکیٹ جوڑ,স্পিগট-সাকট জড়,ସ୍ପିଗଟ-ସାକେଟ ଜୋଡ଼,स्पिगट-साकेट जोड़
Spindle,तर्कु,તર્કુ,तर्कु,ਤੱਕਲੀ,তর্কু,तर्कु,ಕದಿರಿನಾಕಾರ.,തര്കു,தர்கு,తర్కు,ترکو,তর্কু,"କଣ୍ଡା, ତର୍କୁ",तर्कु
Spiral,सर्पिल,સર્પિલ,सर्पिल,"ਚੱਕਰਦਾਰ, ਚੂੜੀਦਾਰ,ਚੱਕਰ,ਕੁੰਡਲ,ਚੂੜੀ",সর্পিল,सर्पिल,ಸುರುಳಿ,സര്പില,ஸர்பில,సర్పిల,چکرّی,সর্পিল,କୁଣ୍ଡଳୀ,सर्पिल
Spline clutch,"सनालिका ग्राभ, स्पलाइन क्लच","સનાલિકા ગ્રાભ, સ્પલાઇન ક્લચ","सनालिका ग्राभ, स्पलाइन क्लच","ਸਨਾਲਿਕਾ ਗ੍ਰਾਭ, ਸ੍ਪਲਾਇਨ ਕ੍ਲਚ","সনালিকা গ্রাভ, স্পলাইন ক্লচ","सनालिका ग्राभ, स्पलाइन क्लच","ಸನಾಲಿಕಾ ಗ್ರಾಭ, ಸ್ಪಲಾಇನ ಕ್ಲಚ","സനാലികാ ഗ്രാഭ, സ്പലാഇന ക്ലച","ஸநாலிகா க்ராப, ஸ்பலாஇந க்லச","సనాలికా గ్రాభ, స్పలాఇన క్లచ",سنالکا گرابھ، سپلائن کلچ,"সনালিকা গ্রাভ, স্পলাইন ক্লচ","ସନାଲିକା ଗ୍ରାଭ, ସ୍ପଲାଇନ କ୍ଲଚ","सनालिका ग्राभ, स्पलाइन क्लच"
Split bearing,"विपाटित धारक, विपाटित बेयरिंग","વિપાટિત ધારક, વિપાટિત બેયરિંગ","विपाटित धारक, विपाटित बेयरिंग","ਵਿਪਾਟਿਤ ਧਾਰਕ, ਵਿਪਾਟਿਤ ਬੇਯਰਿਂਗ","বিপাটিত ধারক, বিপাটিত বেযরিংগ","विपाटित धारक, विपाटित बेयरिंग","ವಿಪಾಟಿತ ಧಾರಕ, ವಿಪಾಟಿತ ಬೇಯರಿಂಗ","വിപാടിത ധാരക, വിപാടിത ബേയരിംഗ","விபாடித தாரக, விபாடித பேயரிங்க","విపాటిత ధారక, విపాటిత బేయరింగ",وپاٹت دھارک، وپاٹت بییرنگ,"িপাটিত ধারক, িপাটিত বযরিংগ","ବିପାଟିତ ଧାରକ, ବିପାଟିତ ବେଯରିଂଗ","विपाटित धारक, विपाटित बेयरिंग"
Split rivet,विपाटित रिवेट,વિપાટિત રિવેટ,विपाटित रिवेट,ਵਿਪਾਟਿਤ ਰਿਵੇਟ,বিপাটিত রিবেট,विपाटित रिवेट,ವಿಪಾಟಿತ ರಿವೇಟ,വിപാടിത രിവേട,விபாடித ரிவேட,విపాటిత రివేట,وپاٹت رویٹ,িপাটিত রিট,ବିପାଟିତ ରିବେଟ,विपाटित रिवेट
"Split sheave, eccentric",उत्केन्द्रक विपाटित चक्रिका,ઉત્કેન્દ્રક વિપાટિત ચક્રિકા,उत्केन्द्रक विपाटित चक्रिका,ਉਤ੍ਕੇਨ੍ਦ੍ਰਕ ਵਿਪਾਟਿਤ ਚਕ੍ਰਿਕਾ,উত্কেন্দ্রক বিপাটিত চক্রিকা,उत्केन्द्रक विपाटित चक्रिका,ಉತ್ಕೇನ್ದ್ರಕ ವಿಪಾಟಿತ ಚಕ್ರಿಕಾ,ഉത്കേന്ദ്രക വിപാടിത ചക്രികാ,உத்கேந்த்ரக விபாடித சக்ரிகா,ఉత్కేన్ద్రక విపాటిత చక్రికా,اتکیندرک وپاٹت چکرکا,উত্কন্দ্রক িপাটিত চক্রিকা,ଉତ୍କେନ୍ଦ୍ରକ ବିପାଟିତ ଚକ୍ରିକା,उत्केन्द्रक विपाटित चक्रिका
Spring,"स्प्रिंग, कमानी","સ્પ્રિંગ, કમાની","स्प्रिंग, कमानी","ਕੁੱਦਣਾ,ਨਿਕਲਣਾ,ਉਗਣਾ,ਫੁੱਟਣਾ,ਫਾੜਨਾ,ਛਾਲ,ਝਰਨਾ,ਲਚੀਲਾਪਨ,ਬਸੰਤ ਰੁੱਤ","স্প্রিংগ, কমানী","स्प्रिंग, कमानी",ಚಿಲುಮೆ,വസന്തം,"ஸ்ப்ரிங்க, கமாநீ","స్ప్రింగ, కమానీ",چشمہ۔ موسم بہار,"স্প্রিংগ, কমানী","ସ୍ପ୍ରିଂଗ, କମାନୀ","स्प्रिंग, कमानी"
Spring balance,"स्प्रिंग तुला, कमानी तुला","સ્પ્રિંગ તુલા, કમાની તુલા","स्प्रिंग तुला, कमानी तुला","ਸ੍ਪ੍ਰਿਂਗ ਤੁਲਾ, ਕਮਾਨੀ ਤੁਲਾ","স্প্রিংগ তুলা, কমানী তুলা","स्प्रिंग तुला, कमानी तुला","ಸ್ಪ್ರಿಂಗ ತುಲಾ, ಕಮಾನೀ ತುಲಾ","സ്പ്രിംഗ തുലാ, കമാനീ തുലാ","ஸ்ப்ரிங்க துலா, கமாநீ துலா","స్ప్రింగ తులా, కమానీ తులా",سپرنگ تلا، کمانی تلا,"স্প্রিংগ তুলা, কমানী তুলা","ସ୍ପ୍ରିଂଗ ତୁଲା, କମାନୀ ତୁଲା","स्प्रिंग तुला, कमानी तुला"
