Malayalam,Punjabi
മാർക്കറ്റുചെയ്ത മിച്ചം,ਮਾਰਕੀਟ ਸਰਪਲੱਸ
മാർക്കറ്റിംഗ്,ਮਾਰਕੀਟਿੰਗ
ചതുപ്പുനിലം,ਮਾਰਸ਼
കൂട്ട ഒഴുക്ക്,ਪੁੰਜ ਵਹਾਅ
മാസ് തിരഞ്ഞെടുക്കൽ,ਪੁੰਜ ਚੋਣ
മാസ്-സ്പെക്ട്രോമീറ്റർ,ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ
കപ്പല്പായ്മരം,ਮਸਤ
മാതൃ അനന്തരാവകാശം,ਜਣੇਪੇ ਵਿਰਾਸਤ
ഇണചേരൽ,ਮੇਲ
ട്രിക് സാധ്യത,ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ
പമേയൽ,ਪੱਕਣ
മെച്യൂരിറ്റി (വിള),ਪਰਿਪੱਕਤਾ (ਫਸਲ)
ലഭ്യമായ പരമാവധി വെള്ളം,ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ
പരമാവധി ക്രോപ്പിംഗ്,ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ
പരമാവധി ശേഷിക്കുന്ന പരിധി,ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ
പരമാവധി സുസ്ഥിര വിളവ്,ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ
പരമാവധി തെർമോമീറ്റർ,ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ
പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി,ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ
പുൽമേടുകളുടെ ആലോക്കങ്ങൾ,ਮੈਦਾਨ ਬਗੀਚੇ
Mely,Maly
ശരാശരി വ്യതിയാനം,ਮਤਲਬ ਭਟਕਣਾ
ശരാശരി ജീവിതം (ന്യൂക്ലിയർ),ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ)
സമുദ്രനിരപ്പ്,ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ
ശരാശരി ചതുരം,ਮਤਲਬ ਵਰਗ
അളക്കുക,ਮਾਪ
അളവ്,ਮਾਪ
യന്തസംബന്ധമായ,ਮਕੈਨੀਕਲ
മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്),ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ)
മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ,ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ
യന്ത്രവൽകൃത കൃഷി,ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ
ശരാശരി,ਮੀਡੀਅਨ
Medic ഷധ സസ്യമാണ്,ਚਿਕਿਤਸਕ ਪੌਦਾ
മെഡിറ്ററേനിയൻ കാലാവസ്ഥ,ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ
മെഗാഗമെറ്റോജെനിസിസ്,ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ
മെഗാസ്പോംഗീരിയ,ਮੇਗਾਸਪੋਰੰਗੀਆ
മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്),ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ)
മെഗാസ്പോജനെസിസ്,Meagasporogenisis
മെയോസിസ്,Meiosis
മെലോ മണ്ണാണ്,ਮਿੱਟੀ
ഡിഎൻഎ ഉരുകുന്നു,ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ
മെംബ്രൺ ഫിൽട്ടർ,ਝਿੱਲੀ ਫਿਲਟਰ
മെൻഡലിയൻ അനന്തരാവകാശം,ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ
മെൻഡലിസം,ਗੰਦਗੀ
മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം,ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ
വാപാരച്ചരക്കുകള്,ਵਪਾਰੀ
മെർക്കുറി,ਪਾਰਾ
കരുതലുള്ളത്,ਬੇਰਹਿਮ
മെസ്യൂക്ലിമേറ്റ്,ਮੇਸੋਲਮੇਟ
മഷോഡെർം,Mesoderm
മെസോഫിൽ,ਮੇਸੋਫਿਲ
മെസോഫൈറ്റ്,ਮੇਸੋਫਾਈਟ
മെസോ-സുഷിരങ്ങൾ,ਮੇਸੋ-ਪਿਓਜ਼
മെസോസ്ഫിയർ,Mesospere
മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ),ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ)
പരിണാമം,Metabolism
മെറ്റബോളിറ്റുകൾ,Metabolites
മെറ്റൽ ഡാം,ਧਾਤ ਦਾ ਡੈਮ
മെറ്റ്മോർഫിക് പാറകൾ,ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ
മാംസം,ਮੈਟਮੋਰਫੋਸਿਸ
മെറ്റാഫേസ്,ਮਛੂਤ
മെറ്റസ്ട്രാസ്,ਮੈਟਸਟ੍ਰਸਸ
മെറ്റക്സേനിയ,ਪਾਚਕ
കാലാവസ്ഥാ,ਮੀਟਰ ਵਿਗਿਆਨ
മെഥമോഗ്ലോബിനമിയ,ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ
രീതി പ്രകടനം,Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ
മൈക്ക,ਮੀਕਾ
മൈക്രോ തടം,ਮਾਈਕਰੋ ਬੇਸਿਨ
മൈക്രോ മേന,ਮਾਈਕਰੋ ਫੂਨਾ
സൂക്ഷ്മോവിനോടോ,ਮਾਈਕਰੋਬ
സൂക്ഷ്മജീവ ബയോമാസ് കാർബൺ,ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ
സൂക്ഷ്മജീവികളമായ അപചയം,ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ
സൂക്ഷ്മപരിശോധനയുള്ള കീടനാശിനി,ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ
മൈക്രോബയോളജി,ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ
മൈക്രോബയോട്ടിക്,ਮਾਈਕਰੋਬਾਇਟਿਕ
മൈക്രോക്ലൈമേഷൻ,ਮਾਈਕਰੋਕਲੀਮੇਟ
മൈക്രോൻവിയോൺമെന്റ്,ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ
മൈക്രോഫ്ലോറ,ਮਾਈਕ੍ਰੋਫਲੋਰਾ
മൈക്രോകമെറ്റോജെനിസിസ്,ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ
മൈക്രോ സോറിഗേഷൻ,ਮਾਈਕ੍ਰਿਤੀ
മൈക്രോമീറ്ററോളജി,ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ
സൂക്ഷ്മ പോഷകൻ,ਮਾਈਕਰੋਨਟੀਐਂਟ
മൈക്രോപ്ലോട്ട്,ਮਾਈਕ੍ਰੋਪੋਲਟ
മൈക്രോപോറെ,ਮਾਈਕ੍ਰੋਫੋਰ
സൂക്ഷ്മപരിശോധന,ਮਾਈਕ੍ਰੋਪਾਈਲ
സൂക്ഷ്മതൈ,ਮਾਈਕਰੋਸਕੋਪੀ
മൈക്രോസ്പോർച്ചർഗ്യം,ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ
മൈക്രോ സോസ്പോർ കൾച്ചർ,ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ
മൈക്രോസ്പോർഫ് മാതൃ സെൽ,ਮਾਈਕਰੋਸਪੋਰ ਮਾਂ ਸੈੱਲ
മൈക്രോ സോസ്പോർ,ਮਾਈਕਰੋਸਪੋਰਸ
മൈക്രോടോം,ਮਾਈਕ੍ਰੋਟੋਮ
മൈക്രോടോപ്പോഗ്രാഫി,ਮਾਈਕ੍ਰੋਟੋਗ੍ਰਾਫੀ
മിഡ് സീസൺ തിരുത്തൽ,ਮਿਡ-ਸੀਜ਼ਨ ਸੁਧਾਰ
കുടിയേറ്റം,ਮਾਈਗ੍ਰੇਸ਼ਨ
പാൽ ധാന്യവേജ്,ਦੁੱਧ ਅਨਾਜ ਪੜਾਅ
മില്ലിപീഡ്,ਮਿਲਪੀਦ
മില്ലറ്റുകൾ,ਮਿਲਟਸ
വീണ്ടെടുക്കൽ മില്ലിംഗ് വീണ്ടെടുക്കൽ,ਮਿਲਿੰਗ ਰਿਕਵਰੀ
മില്ലിംഗ്,ਮਿਲਿੰਗ
ധാതു പോഷകാഹാരം,ਖਣਿਜ ਪੋਸ਼ਣ
ധാതു മണ്ണ്,ਖਣਿਜ ਮਿੱਟੀ
ധാതുവൽക്കരണം,ਖਣਿਜ
ധാതുക്കൾ,ਖਣਿਜ
ഏറ്റവും കുറഞ്ഞ തെർമോമീറ്റർ,ਘੱਟੋ ਘੱਟ ਥਰਮਾਮੀਟਰ
മിനിമം കൃഷി,ਘੱਟੋ ਘੱਟ ਖੇਤ
ചെറിയ വിളകൾ,ਮਾਮੂਲੀ ਫਸਲਾਂ
മയക്കപരിപാലി സൂചിക,Miyotic ਇੰਡੈਕਸ
മിസ്സൻസ് മ്യൂട്ടേഷൻ,ਗਲਤ ਵਿਆਖਿਆ
മഞ്ഞുമൂടിയ ജലസേചനം,ਧੁੰਦਲੀ ਸਿੰਚਾਈ
മൂടല്മഞ്ഞ്,ਧੁੰਦ
മിടോകോൺട്രിയ,ਮਾਈਟੋਚੋਂਡਰੀਆ
മൈറ്റോസിസ്,ਮੀਟੋਸਿਸ
മിത്സസർലിക്കിന്റെ നിയമം,ਮਿਟਸਚਰਲਿਚ ਦਾ ਕਾਨੂੰਨ
മിശ്രിത വിളവെടുപ്പ്,ਮਿਕਸਡ ਫਸਲ
സമ്മിശ്ര കൃഷി,ਮਿਕਸਡ ਖੇਤੀ
സമ്മിശ്ര വളം,ਮਿਕਸਡ ਖਾਦ
സമ്മിശ്ര മേച്ചിൽ,ਮਿਕਸਡ ਚਰਾਉਣ ਵਾਲੇ
മിക്സഡ് സ്വാർഡ്,ਮਿਕਸਡ ਸਵਰਡ
മാതൃക,ਮਾਡਲ
മോഡലിടല്,ਮਾਡਲਿੰਗ
പരിഷ്ക്കരിച്ച അന്തരീക്ഷ പാക്കേജിംഗ്,ਸੰਸ਼ੋਧਿਤ ਵਾਤਾਵਰਣ ਪੈਕਜਿੰਗ
ഈർപ്പം ലഭ്യത സൂചിക,ਨਮੀ ਉਪਲਬਧਤਾ ਇੰਡੈਕਸ
ഈർപ്പം കമ്മി സൂചിക,ਨਮੀ ਘਾਟਾ ਇੰਡੈਕਸ
ഈർപ്പം തുല്യമാണ്,ਨਮੀ ਬਰਾਬਰ
ഈർപ്പം ഭരണം,ਨਮੀ ਸ਼ਾਸਨ
ഈർപ്പം റിലീസ് കർവ്,ਨਮੀ ਜਾਰੀ ਕਰਵ
ഈർപ്പം നിലനിർത്തൽ,ਨਮੀ ਧਾਰਨ
ഈർപ്പം സമ്മർദ്ദം,ਨਮੀ ਦਾ ਤਣਾਅ
ഈർപ്പം പിരിമുറുക്കം,ਨਮੀ ਤਣਾਅ
ഈര്പ്പം,ਨਮੀ
മോളാർ പരിഹാരം,ਮੋਲਰ ਹੱਲ
മോളസ്,ਗੁੜ
മോളിലെ ഡ്രെയിനേജ്,ਮੋਲ ਡਰੇਨੇਜ
മോളിക്യുലർ ബയോളജി,ਅਣੂ ਜੀਵ ਵਿਗਿਆਨ
തന്മാത്രാ പ്രജനനം,ਅਣੂ ਪ੍ਰਜਨਨ
മോളിക്യുലർ ഹൈബ്രിഡൈസേഷൻ,ਅਣੂ ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
Molluscuidide,ਮੋਲਸਕਾਈਡ
പണ നേതൃത്വ സൂചിക (MAI),ਮੁਦਰਾ ਲਾਭ ਇੰਡੈਕਸ (ਮਾਈ)
മോണോക്ലോണൽ ആന്റിബോഡി,ਮੋਨੋਕਲੋਨਲ ਐਂਟੀਬਾਡੀ
മോണോകോട്ടിഡലുകൾ,ਮੋਨੋਕੋਟਲੇਡਨਜ਼
മോണോക്രം (മോണോസുധർ),ਮੋਨੋਕ੍ਰੋਪ (ਏਕਾਧਿਕਾਰ)
മോണോസിഷ്യസ്,ਮੋਨੋਇੰਸ
മോവോജെനിസിസ്,ਮੋਨੋਸੇਨੇਸਿਸ
മോനോഹൈബ്രിഡ്,ਮੋਨੋਹਾਇਬ੍ਰਿਡ
മോണോസോസിഗോട്ടിക്,ਮੋਨੋਜ਼ੀਗੋਟਿਕ
മൺസൂൺ,ਮੌਨਸੂਨ
മോണ്ട്മോറിലോന്യൈറ്റ്,ਮੋਂਟੀਮੋਰਿਲੋਨਾਈਟ
ചതുപ്പുസ്ഥലം,ਮੂਅਰ
ചീറ,ਮੋਰ
മോർഗൻ യൂണിറ്റ്,ਮੋਰਗਨ ਯੂਨਿਟ
മോർഫോജെനിസിസ്,ਮੋਰਫੋਜੀਨੇਸਿਸ
മോർഫോളജിക്കൽ അഡാപ്റ്റേഷൻ,ਰੂਪ ਵਿਗਿਆਨਿਕ ਅਨੁਕੂਲਤਾ
മോർഫോളജി,ਰੂਪ ਵਿਗਿਆਨ
ജാമ്യം,ਗਿਰਵੀਨਾਮਾ
ഒട്ടകത്തിൽ,Mottle
മോട്ട്ലിംഗ്,ਪਿਘਲਣਾ
അച്ചുത,ਮੋਲਡ
മറയ്ക്കുക,ਮੋਲਿੰਗ
കുന്നു സംസ്കാരം,ਟੀਲਾ ਸਭਿਆਚਾਰ
കുന്നിൻ കാളിംഗ്,ਸਭ ਤੋਂ ਵੱਧ ਪਰਤ
മൊവർ,ਕਮਰ
മൊവിംഗ്,ਕਣਕ
കുമാരി,ਮੁਖੜਾ
മുക്ക് മണ്ണ്,ਚੁੱਪ ਮਿੱਟੀ
ചെളി,ਚਿੱਕੜ
Muffle,ਮਫਲ
ചവറുകൾ കൃഷി,ਮਲਚ ਦੀ ਖੇਤੀ
ചവറുകൾ കൃഷി,ਮਲਚ ਦਾ ਖੇਤ
ചവറുകൾ,ਮਲਚ
പൾഷിംഗ്,ਮਲਚਿੰਗ
മുൾ,Mull
മൾട്ടി സ്റ്റൈ ക്രോപ്പിംഗ്,ਮਲਟੀ ਮੰਜ਼ਿਲ ਦੀ ਫਸਲ
ഒന്നിലധികം പരസ്പരബന്ധം,ਮਲਟੀਪਲ ਸੰਬੰਧ
ഒന്നിലധികം ക്രോപ്പിംഗ്,ਮਲਟੀਪਲ ਫਸਲਿੰਗ
ഒന്നിലധികം ക്രോപ്പിംഗ് സൂചിക,ਮਲਟੀਪਲ ਫਸਲਿੰਗ ਇੰਡੈਕਸ
ഒന്നിലധികം ക്രോസ്,ਮਲਟੀਪਲ ਕਰਾਸ
ഒന്നിലധികം പ്രതിരോധം,ਕਈ ਵਿਰੋਧ
മൾട്ടിവരിറ്റൈറ്റ്,ਮਲਟੀਵਾਇਰੈਟ
മൾട്ടിലിജിക്,ਮਲਟੀਜੀਜੋਟਿਕ
മമ്മിഫിക്കേഷൻ,ਮੰਮੀ
മമ്മിഫൈഡ് ഫലം,ਭੜਕਿਆ ਫਲ
മസ്കോവൈറ്റ്,ਮਸਕੋਵਾਈਟ
കൂണ്,ਖੁੰਭ
മ്യൂട്ടജെൻ,ਵਿਗਾੜ
അപര്യാദ,ਪਰਿਵਰਤਨ
മ്യൂട്ടേഷൻ,ਪਰਿਵਰਤਨ
പരസ്പര തടസ്സം,ਆਪਸੀ ਰੋਕ
പരസ്പരസംബന്ധമായവാദം,ਮਹਿਲਾ
Mycelium,Mycelium
Mycallo,ਮਾਈਕੋਲੋਜੀ
മൈകോപ്ലാസ്മ,ਮਾਈਕੋਪਲਾਸਮਾ
Mycorhiza,ਮਾਈਕੋਰਿਹਿਜ਼ਾ
തെസ്,ਗਦਾ
മാഡുമായ,ਮਦਰ
മാഡ്ഭുക്ക,ਮਧੁਦਾਸ
ചോളം,ਮੱਕੀ
മഖാന,ਮੱਖਣ
മന്ദാരിൻ,ਮੈਂਡਰਿਨ
മാമ്പഴ സിംഗർ,ਅੰਬ ਜ਼ਿੰਜਰ
മാമ്പഴം,ਅੰਬ
"മാർഗോസ, വേപ്പ്","ਮਾਰਗੋਸਾ, ਨਿੰਮ"
ജമൻഡ്,ਮੈਰੀਗੋਲਡ
മാസ്റ്റിക് ട്രീ,ਮਸਤਾਂ ਦਾ ਰੁੱਖ
മെരില്ലു,ਮਰਲਿਲ
മെസ്റ്റ,ਮੇਸਟਾ
പുതിന,ਪੁਦੀਨੇ
മലോക്ക ബീൻ,ਮੋਲੂਕਾ ਬੀਨ
മങ്കി ജാക്ക്,ਬਾਂਦਰ ਜੈਕ
മോറിംഗ,ਮੋਰਿੰਗਾ
പ്രഭാത പ്രശംൂ (-,ਸਵੇਰ ਦੀ ਮਹਿਮਾ (ਕਨਵਾਈਟਰੋਲਵੂਲਸ)
മൊസാമ്പി,ਮੋਸਮਬੀ
പുഴു കാവൽക്കാരൻ,ਕੀੜਾ ਬੀਨ
മൾബറി,ਮਲਬੇਰੀ
കൂണ്,ਖੁੰਭ
കസ്തൂരി തണ്ണിമത്തൻ,ਮਸ਼ਕ
കന്വിു,ਹੰਕਾਰੀ
കടുക്,ਰਾਈ
മർട്ടിൽ,ਮਰਟਲ
മാപിയർ പുല്ല്,ਮੈਪਿਅਰ ਘਾਹ
മെലിഗ് ബഗ്,Maly ਬੱਗ
മിഡ്ജണ്ട്,ਮਿਜ
കാശ്ശുകൊട്ടല്,ਦੇਕਣ
കുരങ്ങ്,ਬਾਂਦਰ
കൊതുക്,ਮੱਛਰ
നിശാശലഭം,ਕੀੜਾ
ഉൽപന്തശാസ്ത്രജ്ഞൻ,ਮੀਟਰ ਵਿਗਿਆਨੀ
മൈക്രോബയോളജിസ്റ്റ്,ਮਾਈਕਰੋਬੋਲੋਜਿਸਟ
Myciall,ਮਾਈਕੋਲੋਜਿਸਟ
നാനോടെക്നോളജി,ਨੈਨੋਟੈਕਨੋਲੋਜੀ
നായിസീഫോം,ਨੈਪਲਫਾਰਮ
മയക്കുമരുന്ന്,ਨਸ਼ੀਲੇ ਪਦਾਰਥ
നാസ്റ്റിക് ചലനം,ਨਾਸਿਕ ਲਹਿਰ
ദേശീയ പ്രകടനം,ਰਾਸ਼ਟਰੀ ਪ੍ਰਦਰਸ਼ਨ
ദേശസാൽക്കരണം (ഭൂമിയുടെ),ਰਾਸ਼ਟਰੀਕਰਨ (ਜ਼ਮੀਨ ਦਾ)
സാഭാവികമായ,ਕੁਦਰਤੀ
പ്രകൃതി മണ്ണൊലിപ്പ്,ਕੁਦਰਤੀ ro ਿੱਡ
പ്രകൃതിദത്ത കൃഷി,ਕੁਦਰਤੀ ਖੇਤੀ
പ്രകൃതിവിഭവങ്ങൾ,ਕੁਦਰਤੀ ਸਾਧਨ
സ്വാഭാവിക തിരഞ്ഞെടുപ്പ്,ਕੁਦਰਤੀ ਚੋਣ
പ്രകൃതിദത്ത സസ്യങ്ങൾ,ਕੁਦਰਤੀ ਬਨਸਪਤੀ
കഴുത്ത് (ഹോർട്ട്),ਗਰਦਨ (ਹੌਰਟ)
നെക്രോസിസ്,ਨੇਕਰੋਸਿਸ
അമൃതിനെ,ਅੰਮ੍ਰਿਤ
നെഗറ്റീവ് നിയോത്തത്തു,ਨਕਾਰਾਤਮਕ ਅਲੀਲਿਓਪੈਥੀ
നെമാറ്റിഡ്,ਸ਼ੁੱਧਤਾ
നെമാറ്റോഡ് റെസിസ്റ്റന്റ് റൂട്ട്സ്റ്റോക്ക്,ਨੈਟੋਡ ਰੋਧਕ ਰੂਟਸਟੌਕ
നെമറ്റോളജി,ਨਮਤਾਗਤ
നിയോട്ടനി,Neoteney
നെറ്റ് അറ്റ ​​സ്വാസിലിലേഷൻ നിരക്ക് (NAR),ਨੈੱਟ ਸਹਿਯੋਗ ਦੀ ਦਰ (ਨਰ)
മൊത്തം നേട്ടം,ਸ਼ੁੱਧ ਲਾਭ
അറ്റ വരുമാനം (കാർഷിക വരുമാനം),ਸ਼ੁੱਧ ਆਮਦਨੀ (ਖੇਤੀ ਆਮਦਨੀ)
അറ്റ് ജലസേചന ആവശ്യകത,ਜਾਲ ਸਿੰਚਾਈ ਦੀ ਜ਼ਰੂਰਤ
അറ്റ ഉൽപാദനക്ഷമത,ਸ਼ੁੱਧ ਉਤਪਾਦਕਤਾ
നെറ്റ് റിട്ടേൺ,ਸ਼ੁੱਧ ਵਾਪਸੀ
നെറ്റിംഗ്,ਜਾਲ
ന്യൂറോൺ,ਨਿ ur ਰੋਨ
നിക്ഷ്പക്ഷമായ,ਨਿਰਪੱਖ
ന്യൂട്രലിസം,ਨਿਰਪੱਖਵਾਦ
നിഷ്പക്ഷത,ਨਿਰਪੱਖਤਾ
ന്യൂട്രൽ മണ്ണ്,ਨਿਰਪੱਖ ਮਿੱਟੀ
ന്യൂട്രോൺ ഈർപ്പം മീറ്റർ,ਨਿ ut ਟ੍ਰੋਨ ਨਮੀ ਮੀਟਰ
മാടം,Niche
നിക്കോട്ടിൻ,ਨਿਕੋਟਿਨ
രാത്രി മണ്ണ്,ਰਾਤ ਦੀ ਮਿੱਟੀ
നൈട്രേറ്റ് സ്വാംശീകരണം,ਨਾਈਟ੍ਰੇਟ ਆਰਮੇਸ਼ਨ
നൈട്രേറ്റ് റിഡക്ഷൻ,ਨਾਈਟ੍ਰੇਟ ਕਮੀ
വിഷാംശം നൈട്രേറ്റ് വിഷാംശം,ਨਾਈਟ੍ਰੇਟ ਜ਼ਹਿਰੀਲੇਪਨ
നൈട്രെ,Nitre
നൈട്രിഫിക്കേഷൻ ഇൻഹിബിറ്റർ,ਨਾਈਟ੍ਰੇਸ਼ਨ ਇਨਿਹਿਬਟਰ
നൈട്രജൻ സ്വാംശീകരണം,ਨਾਈਟ੍ਰੋਜਨਸ ਅਭੇਦ
നൈട്രജൻ സൈക്കിൾ,ਨਾਈਟ੍ਰੋਜਨ ਚੱਕਰ
നൈട്രജൻ കുറവ്,ਨਾਈਟ੍ਰੋਜਨ ਦੀ ਘਾਟ
നൈട്രജൻ ഫിക്സേഷൻ,ਨਾਈਟ੍ਰੋਜਨ ਨਿਰਧਾਰਨ
നൈട്രജനസ്,ਨਾਈਟ੍ਰੋਜਨਸ
നോബിബൈസേഷൻ,ਨਬਾਇਜ਼
നോബൽ ചൂരൽ,ਨੇਕ ਗੰਨਾ
രാത്രി),ਰਾਤ ਨੂੰ
നോഡ്,ਨੋਡ
നോഡ്യൂലേറ്റഡ് പ്ലാന്റ്,ਹਿਲਾ ਕੇ ਪੌਦਾ
ഉടുപ്പകമായ,ਹੱਡੀ
നോഡ്യൂൾ,ਨਾਨੁਡਲ
നാമകണ്ഠ,ਨਾਮਨਜ਼
നാമപദം,ਨਾਮਕਰਨ
നോൺ അല്ലേലിക്,ਗੈਰ ਵਿਕਲੀ
നോൺ കാപ്പിലറി പോർ,ਗੈਰ ਕੇਸ਼ਿਕਾ ਦਾ ਦਰਦ
മത്സരിക്കാത്ത വിള,ਗੈਰ ਰਸਮੀ ਫਸਲ
അസംബന്ധ മ്യൂട്ടേഷൻ,ਬਕਵਾਸ ਪਰਿਵਰਤਨ
പ്രാധാന്യമുള്ളത്,ਗੈਰ ਮਹੱਤਵਪੂਰਨ
ആസിഡ് ഇതര വളം,ਗੈਰ-ਐਸਿਡ ਫਾਰਮਿੰਗ ਖਾਦ
സംയോജനം,ਗੈਰ-ਸੰਜੋਗ
ഡിസ്ക്രിപ്റ്റ് (മൃഗം),ਗੈਰ-ਡਿਸਕ੍ਰਿਪਟ (ਜਾਨਵਰ)
അനിവാര്യമല്ലാത്ത ഘടകം,ਗੈਰ-ਜ਼ਰੂਰੀ ਤੱਤ
ഏകീകൃതമല്ലാത്തത്,ਗੈਰ-ਇਕਮੈਜੈਨਸ
നോൺ-ഹോമോലോഗസ്,ਗੈਰ-ਹਿੱਮੋਲਗਸ
ധ്രുവീയ സംയുക്തം,ਗੈਰ-ਪੋਲਰ ਅਹਾਤੇ
പുനരുപയോഗ energy ർജ്ജം,ਗੈਰ-ਨਵਿਆਉਣਯੋਗ Energy ਰਜਾ
അനിയന്ത്രിതമല്ലാത്ത കോൺടാക്റ്റ് കളനാശിനി,ਗੈਰ-ਚੋਣਵੇਂ ਸੰਪਰਕ ਜਬੀਨੀਡ
-തിരഞ്ഞെടുക്കാത്ത കളനാശിനി,ਗੈਰ-ਚੋਣਵੇਂ ਜੜੀ-ਬੂਟੀਆਂ
നോൺ നോൺ നോൺ ന്യൂട്രജൻ ഫിക്സേഷൻ,ਗੈਰ-ਪ੍ਰਤੀਕ ਨਾਈਟ੍ਰੋਜਨ ਨਿਰਧਾਰਨ
സാധാരണ വിതരണം,ਸਧਾਰਣ ਵੰਡ
സാധാരണ തൈകൾ,ਸਧਾਰਣ ਬੂਟੇ
സാധാരണ പരിഹാരം,ਸਧਾਰਣ ਹੱਲ
സാധാരണ നിലയുറപ്പിക്കുക,ਸਧਾਰਣ
വടക്കൻ മായ്ക്കൽ,ਉੱਤਰੀ ਧੁੰਦਲਾ
വ്യക്തമാക്കാവുന്ന രോഗം,ਸੂਝਵਾਨ ਬਿਮਾਰੀ
നടീൽ വരെ,ਕੋਈ ਵੀ ਬੀਜਣ ਤੱਕ
വിഷമയമായ കളകൾ,ਖਤਰਨਾਕ ਬੂਟੀ
ന്യൂക്ലിയർ കാന്തിക,ਪ੍ਰਮਾਣੂ ਚੁੰਬਕੀ
ന്യൂക്ലി ആസിഡ്,ਨਿ nuc ਕਲੀ ਐਸਿਡ
ന്യൂക്ലിയോബോക്റ്റർ,ਪ੍ਰਮਾਣਕ
ന്യൂക്ലിയോലസ്,ਪ੍ਰਮਾਣੂ
ന്യൂക്ലിയോടൈഡ്,ਨਿਵੇਕਾਈਡ
അണുകേന്ദ്രം,ਨਿ nuc ਕਲੀਅਸ
ശൂന്യമായ അനുമാനങ്ങൾ,ਨਲ ਹਾਈਪੋਥੇਸਿਸ
Nulliisomic,Nuallismic
അസാധുവായ മ്യൂട്ടേഷൻ,ਨਲ-ਪਰਿਵਰਤਨ
നഴ്സ് സെൽ,ਨਰਸ ਸੈੱਲ
നഴ്സ് വിള,ਨਰਸ ਫਸਲ
ശിശുപരിപാലനസ്ഥലം,ਨਰਸਰੀ
കുരു,ਗਿਰੀਦਾਰ
പോഷക സൈക്ലിംഗ്,ਪੌਸ਼ਟਿਕ ਸਾਈਕਲਿੰਗ
പോഷകങ്ങളുടെ കുറവ് ലക്ഷണങ്ങൾ,ਪੌਸ਼ਟਿਕ ਘਾਟ ਦੇ ਲੱਛਣ
പോഷകാഹാരം,ਪੋਸ਼ਣ
പോഷക മൂല്യം,ਪੌਸ਼ਟਿਕ ਮੁੱਲ
പോഷകമൂല്യം സൂചിക,ਪੌਸ਼ਟਿਕ ਮੁੱਲ ਇੰਡੈਕਸ
കാർഷിക മേഖലയുമായി ബന്ധപ്പെട്ട പ്രധാന സസ്യങ്ങളുടെ പേരുകൾ,ਖੇਤੀ ਨਾਲ ਜੁੜੇ ਮਹੱਤਵਪੂਰਨ ਪੌਦਿਆਂ ਦੇ ਨਾਮ
നാഗായ് കർപ്പൂരം,ਨਾਗਈ ਕਪੜੇ
