Hindi,Bengali
वास्तविक रेखा,বাস্তব লাইন
वास्तविक रैखिक सदिश समष्टि,বাস্তব রৈখিক ভেক্টর স্থান
वास्तविक आव्यूह,বাস্তব ম্যাট্রিক্স
वास्तविक संख्या,সত্য নম্বর
वास्तविक संख्या क्षेत्र,বাস্তব সংখ্যা ক্ষেত্র
वास्तविक भाग,বাস্তব অংশ
वास्तविकबहुपद,বাস্তব বহুপদ
वास्तविक द्विघाती,বাস্তব দ্বিঘাত
वास्तविक मलू,প্রকৃত মূল
वास्तविक समष्टि,বাস্তব স্থান
वास्तविक काल प्रणाली,রিয়েল টাইম সিস্টেম
वास्तविक मान फलन,বাস্তব মূল্যবান ফাংশন
वास्तविक चर,বাস্তব পরিবর্তনশীল
वास्तविक सदिश समष्टि,বাস্তব ভেক্টর স্থান
"व्युत्क्रम, अन्योन्य, पारस्परिक",পারস্পরিক
व्युत्क्रम आव्यूह,পারস্পরিক ম্যাট্রিক্স
आयत,আয়তক্ষেত্র
"आयताकार, समकोणिक, समकोणीय",আয়তক্ষেত্রাকার
आयताकार सारणी,আয়তক্ষেত্রাকার অ্যারে
"समकोणिक अक्ष, समकोणिक निर्देशाक्ष",আয়তক্ষেত্রাকার অক্ষ
आयतीय घनत्व फलन,আয়তক্ষেত্রাকার ঘনত্ব ফাংশন
समकोणीय अतिपरवलय,আয়তক্ষেত্রাকার হাইপারবোলা
आयताकार आव्यूह,আয়তক্ষেত্রাকার ম্যাট্রিক্স
"आयतफलकरी 
 समांतरषट्फलक, समकोणिक 
 समांतरषट्फलक",আয়তক্ষেত্রাকার প্যারেললোপাইপড (ঘনক্ষেত্র)
चापकलनीय वक्र,সংশোধনযোগ্য বক্ররেখা
पुनरावृत्ति  सूत्र,পুনরাবৃত্তি সূত্র
आवर्त दशमलव,পুনরাবৃত্ত দশমিক
प्रतिवर्तन सूत्र,পুনরাবৃত্তি সূত্র
समानीत सोपानक रूप,কমানো একেলন ফর্ম
असंगनत प्रदर्शन,reductio-ad-absurdum
"लघकरण सूत्र, समानयन सूत्र",হ্রাস সূত্র
"संदर्भ रेखा, निर्देश रेखा",প্রসঙ্গ রেখা
निर्देश बिंदु संदर्भ बिंदु,মানবিন্দু
परावर्तित तरंग,প্রতিফলিত তরঙ্গ
परावर्तन,প্রতিফলন
स्वतुल्य नियम,রিফ্লেক্সিভ আইন
अभिसरण प्रदेश,অভিসারী অঞ্চল
अपसरण प्रदेश,বিচ্যুতি অঞ্চল
समाकलन प्रदेश,একীকরণের অঞ্চল
समाश्रयण विश्लेषण,রিগ্রেশন বিশ্লেষণ
समाश्रयण वक्र,রিগ্রেশন বক্ররেখা
समाश्रयण समीकरण,রিগ্রেশন সমীকরণ
समाश्रयण रेखा,প্রত্যাগতি সীমা
समाश्रयण निदर्श,রিগ্রেশন মডেল
नियमित वक्र,নিয়মিত বক্ররেখা
सम षट्भजु,নিয়মিত ষড়ভুজ
नियमित आव्यूह,নিয়মিত ম্যাট্রিক্স
सम चतुष्फलक,নিয়মিত টেট্রাহেড্রন
सापेक्ष पूरक,আপেক্ষিক পরিপূরক
आपेक्षिक उच्चतम,আপেক্ষিক সর্বোচ্চ
आपेक्षिक निम्नतम,আপেক্ষিক সর্বনিম্ন
आपेक्षिक प्रायिकता,আপেক্ষিক সম্ভাব্যতা (শর্তগত সম্ভাবনা)
आपेक्षिक वेग,আপেক্ষিক বেগ
" आपेक्षिकता, रिलेटिविटी , आपेक्षिकी",আপেক্ষিকতা
आपेक्षिकता सिद्धांत,আপেক্ষিকতা তত্ত্ব
विश्वसनीयता,নির্ভরযোগ্যতা
विश्वसनीयता समस्या,নির্ভরযোগ্যতা সমস্যা
अवशेष पद,অবশিষ্ট মেয়াদ
शेषफल-प्रमेय,অবশিষ্ট উপপাদ্য
पुऩरावृृत्त सीमा,পুনরাবৃত্তি সীমা
पुऩरावृृत्त रीमान-समाकल,পুনরাবৃত্ত Riemann অবিচ্ছেদ্য
निरूपण,প্রতিনিধিত্ব
"अवशिष्ट, अवशेष",অবশিষ্টাংশ
अनंतक पर अवशेष,একটি মেরুতে অবশিষ্টাংশ
" वियोजन , खंडन 
 , विभेदन",রেজোলিউশন
बल-वियोजन,বাহিনীর রেজোলিউশন
वेग-वियोजन,বেগের রেজোলিউশন
" परिणामी , निराकरण फल",ফলে
परिणामी बल,পরিসমাপ্তি বল
परिणामी सदिश,ফলে ভেক্টর
संशोधित एकल प्रविधि,সংশোধিত সিমপ্লেক্স কৌশল
समचतुर्भुज,রম্বস
रीमान-समाकल,রিম্যান অবিচ্ছেদ্য
"समकोण, लम्बकोण",সমকোণ
समकोण त्रिभुज,ডান কোণই ত্রিভুজ
लंब वृत्तीय शंकु,ডান বৃত্তাকার শঙ্কু
दक्षिण सहसमुच्चय,ডান coset
लंबवृत्तीय बेलन,ডান সিলিন্ডার
दक्षिणावर्ती,ডান হাতি
दक्षिण प्रतिलोम,ডান বিপরীত
"परिशुद्ध प्रमाण, परिशुद्ध उपपत्ति",কঠোর প্রমাণ
"वलय, रिंग",রিং
पूर्णांक वलय,পূর্ণসংখ্যার রিং
R-समाकलनीय,R- সংহত
"मूल, जड़",মূল
वर्ग-माध्य मूल,রুট অর্থ বর্গ
बहुपद का मूल,বহুপদীর মূল
" घूर्णन , आवर्तन",ঘূর্ণন
निकटन त्रुटि,রাউন্ডিং ত্রুটি
पंक्ति,সারি
पंक्ति-स्तंभ गुणन,সারি দ্বারা কলাম গুণন
पंक्ति तुल्यता,সারি সমতা
पंक्ति आव्यूह,সারি ম্যাট্রিক্স
पंक्ति कोटि,সারি র‍্যাঙ্ক
पल्याण बिंदु,জিন বিন্দু
"प्रतिदर्श, नमूना",নমুনা
प्रतिदर्श माध्य,নমুনা মানে
प्रतिदर्श बिंदु,নমুনা পয়েন্ট
प्रतिदर्श आमाप,সাধারন মাপ
प्रतिदर्श समष्टि,নমুনা স্থান
प्रतिदर्श-मानक-विचलन,নমুনা স্ট্যান্ডার্ড বিচ্যুতি
प्रतिदर्श सर्वेक्षण,নমুনা জরিপ
प्रतिदर्श प्रसरण,নমুনা বৈচিত্র্য
" प्रतिदर्शी (वि.) , प्रतिचयन (सं.)",নমুনা
प्रतिदर्शी बंटन,নমুনা বিতরণ
प्रतिचयन-त्रुटि,নমুনা ত্রুটি
प्रतिचयन-अंतराल,নমুনা ব্যবধান
प्रतिचयन विधि,নমুনা পদ্ধতি
प्रतिचयन सिद्धांत,নমুনা তত্ত্ব
प्रतिस्थापन सहित प्रतिचयन,প্রতিস্থাপন সহ নমুনা
"अदिश, स्केलर",স্কেলার
अदिश क्षेत्र,স্কেলার ক্ষেত্র
अदिश आव्यूह,স্কেলার ম্যাট্রিক্স
अदिश गुणज,স্কেলার একাধিক
अदिश गुणन,স্কেলার গুণন
अदिश गुणनफल,স্কালে পণ্য
अदिश राशि,স্কালের পরিমাণ
अदिश त्रिक गुणनफल,স্কেলার ট্রিপল পণ্য
विषमबाहु त्रिभुज,দৃশ্যমান ত্রিভুজ
प्रकीर्ण आरेख,বিক্ষিপ্ত চিত্র
श्रोडिन्गर समीकरण,শ্রোডিঙ্গার সমীকরণ
"ऋतुनिष्ठ उच्चावचन, मौसमी उतार-चढ़ाव",ঋতু ওঠানামা
" छेदक, छेदक रेखा , सीकेन्ट, व्युत्क्रम कोटिज्या",সেক্যান্ট
छेदिका विधि,সেক্যান্ট পদ্ধতি
द्वितीय,দ্বিতীয় ডেরিভেটিভ
द्वितीय क्रम (द्वितीय प्रकार का),দ্বিতীয় ক্রম
" अनुभाग, खंड , परिच्छेद, काट, सेक्शन",অধ্যায়
"अवखंड, त्रिज्यखंड, सेक्टर",সেক্টর
वक्र खंड,একটি বক্ররেখার অংশ
स्वसंलग्नन,স্ব - সংলগ্ন
स्वसंलग्न संकारक,স্ব-সংলগ্ন অপারেটর
स्वसंयुग्मी,স্ব - সংঘবদ্ধ
अर्धाक्ष,semiaxis
अर्धवृत्त,অর্ধবৃত্ত
सामिनिश्चित मैट्रिक्स,আধা-নির্দিষ্ট ম্যাট্রিক্স
सामिनिश्चित द्विघाती,আধা - নির্দিষ্ট দ্বিঘাত ফর্ম
सामिसमुह,সেমিগ্রুপ
अर्ध अंतराल,আধা - ব্যবধান
अर्थ दीर्घ अक्ष,আধা প্রধান অক্ষ
अर्ध लघु अक्ष,আধা গৌণ অক্ষ
पृथक्करणीय बहुपद,বিভাজ্য বহুপদ
चर पृथक्करण,ভেরিয়েবলের বিচ্ছেদ
अनुक्रम,ক্রম
अनुक्रमण सिद्धांत,সিকোয়েন্সিং তত্ত্ব
आनुक्रमिक विश्लेषण,অনুক্রমিক বিশ্লেষণ
आनुक्रमिक प्रतिचयन,অনুক্রমিক নমুনা
श्रेणीगत सहसंबंध,সিরিয়াল পারস্পরিক সম্পর্ক
" श्रेणी , माला , सीरीज",সিরিজ
" समुच्चय , पवन दिशा, धारा दिशा , जम जाना, जमाना (क्रि.)",সেট
सेक्सटैन्ट,সেক্সট্যান্ট
शेवहार्ट नियंत्रण चार्ट,Shewhart নিয়ন্ত্রণ চার্ট
" चिह्न , राशि",চিহ্ন
आव्यूह का चिन्हक,একটি ম্যাট্রিক্সের স্বাক্ষর
द्विघाती समघात का चिन्हक,দ্বিঘাত আকারের স্বাক্ষর
सचिन्ह संख्या,স্বাক্ষরিত নম্বর
सार्थकता स्तर,তাত্পর্য স্তর
सार्थकता परीक्षण,তাৎপর্য পরীক্ষা
सार्थक अंक,উল্লেখযোগ্য সংখ্যা
चिन्ह परीक्षण,সাইন পরীক্ষা
चिन्ह फलन,signum ফাংশন
समरूप दीर्घवृत्त,অনুরূপ উপবৃত্তাকার
समरूप आकृति,অনুরূপ পরিসংখ্যান
" सादृश्य , समरूपता",মিল
समरूप आव्यूह,অনুরূপ ম্যাট্রিক্স
सरल संवृत वक्र,সহজ বন্ধ বক্ররেখা
सरल सहसंबंध,সহজ পারস্পরিক সম্পর্ক
सरल आवर्त गति,সহজ সুরেলা গতি
सरल यादृच्छिक प्रतिचयन,সহজ র্যান্ডম স্যাম্পলিং
"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल",সিমপ্লেক্স
एकधा कलनविधि,সিমপ্লেক্স অ্যালগরিদম
एकधा सारणी,সিমপ্লেক্স মূকনাট্য
सिम्प्सन का एक-तिहाई नियम,সিম্পসনের এক - তৃতীয় নিয়ম
अनुकार प्रविधि,সিমুলেশন কৌশল
युगपत अवकल समीकरण ,যুগপত ডিফারেনশিয়াল সমীকরণ
युगपत समीकरण,যুগপত সমীকরণ
"साइन, ज्या",সাইন
"साइन वक्र, ज्या वक्र",সাইন বক্ররেখা
एकल,এককটন
एकमानी फलन,একক মূল্যবান ফাংশন
विचित्र समाकल,একবচন অবিচ্ছেদ্য
"विचित्रता, वैचित्र्य",এককতা
अव्युत्क्रमणीय मैट्रिक्स,একবচন ম্যাট্রিক্স
विचित्र हल,একক সমাধান
प्रतिदर्श आमाप,নমুনার আকার
विषम बंटन,তির্যক বিতরণ
विषम हर्मिटीय आव्यूह,skew-Hermitian ম্যাট্রিক্স
वैषम्य,তির্যকতা
विषम सममित आव्यूह,তির্যক প্রতিসম ম্যাট্রিক্স
न्यूनतापूरक चर,স্ল্যাক পরিবর্তনশীল
"ढलान, ढाल, प्रवणता",ঢাল
ढाल प्रवणता,ঢাল গ্রেডিয়েন্ট
"लघुकोष्ठक, लघु बंधनी",ছোট বন্ধনী
निष्कोण वक्र,মসৃণ বক্ররেখা
मसृण फलन,মসৃণ ফাংশন
सौर परिवार,সময় সিরিজের মসৃণকরণ
,সৌর জগৎ
परिनालिकीय सदिश,solenoidal ভেক্টর
" ठोस, पिंड , घनाकृति",কঠিন
"घन ज्यामिति, त्रिविम ज्यामिति",কঠিন জ্যামিতি
" हल , साधन",সমাধান
श्रेणी रूप हल,সিরিজে সমাধান
हल आव्यूह,সমাধান ম্যাট্রিক্স
त्रिभुज का हल,একটি ত্রিভুজের সমাধান
हल समष्टि,সমাধান স্থান
सोनाइन बहुपद,সোনাইন বহুপদী
" आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि",স্থান
आकाश वक्र,স্থান বক্ররেখা
जनक समुच्चय,স্প্যানিং সেট
स्थानीय सहसंबंध चित्र,স্থানিক কোরিলোগ্রাম
विशिष्ट रैखिक समूह,বিশেষ লিনিয়ার গ্রুপ
विशिष्ट लांबिक समूह,বিশেষ অর্থোগোনাল গ্রুপ
"विशिष्ट घनत्व, आपेक्षिक घनत्व",আপেক্ষিক গুরুত্ব
मानावल्लीय प्रतिचित्रण प्रमेय,বর্ণালী ম্যাপিং উপপাদ্য
फलन की मानावली ,একটি ফাংশনের বর্ণালী
"गोला, गोलक",গোলক
गोलीय निर्देशांक प्रणाली,গোলাকার সমন্বয় ব্যবস্থা
गोलीय धुवीय निर्देशांक,গোলাকার মেরু স্থানাঙ্ক
गोलीय त्रिभुज,গোলাকার ত্রিভুজ
गोलीय त्रिकोणमिति,গোলাকার ত্রিকোণমিতি
सर्पिल,সর্পিল
" वर्ग , स्कवेयर",বর্গক্ষেত্র
"गुरुकोष्ठक, गुरुबंधनी",চতুস্কন বন্ধনী
वर्ग समाकलनीय,বর্গাকার সংহত
वर्ग आव्यूह,বর্গ ম্যাট্রিক্স
वर्गमूल,বর্গমূল
प्रतिचयन का चरण,নমুনা নেওয়ার পর্যায়
सोपान-फलन,সিঁড়ি ফাংশন
मानक विचलन,আদর্শ চ্যুতি
मानक आंतर गुणनफल,আদর্শ অভ্যন্তরীণ পণ্য
साम्यावस्था,ভারসাম্যের অবস্থা
स्तब्ध वक्र,স্থির বক্ররেখা
स्तब्ध बिंदु,স্থির বিন্দু
स्तब्ध मान,স্থির মান
"प्रतिदर्शज, आंकड़ा",পরিসংখ্যান
सांख्यिकीय,পরিসংখ্যানগত
सांख्यिकीय आंकड़े,পরিসংখ্যানগত তথ্য
सांख्यिकीय बंटन,পরিসংখ্যানগত বন্টন
सांख्यिकीय परिकल्पना,পরিসংখ্যানগত অনুমান
सांख्यिकीय अनुमिति,পরিসংখ্যান অনুমান
सांख्यिकीय निदर्श,পরিসংখ্যান মডেল
सांख्यिकीय समष्टि,পরিসংখ্যান জনসংখ্যা
सांख्यिकीय गुणता-नियंत्रण ,পরিসংখ্যানগত মান নিয়ন্ত্রণ
" सांख्यिकी , आंकड़े",পরিসংখ্যান
"अपरिवर्ती, अचर, स्थिर, स्थायी",স্থির
स्थायी अवस्था हल,স্থির রাষ্ট্র সমাধান
अधिक प्रवण आरोह,খাড়া আরোহন (একটি বক্ররেখার)
प्रवणतम-आरोहण अभिकल्पना,খাড়া আরোহন নকশা
प्रवणतम अवरोहण,খাড়া বংশদ্ভুত
"पग-फलन, सोपान फल्लनन",ধাপ ফাংশন
स्टर्लिंग श्रेणी,স্টার্লিং সিরিজ
"स्टोकैस्टिक, प्रसंभाव्य",স্টোকাস্টিক
प्रसंभाव्य आव्यूह,স্টোকাস্টিক ম্যাট্রিক্স
प्रसंभाव्य निदर्श,স্টোকাস্টিক মডেল
प्रसंभाव्य प्रोग्रामन,স্টোকাস্টিক প্রোগ্রামিং
प्रसंभाव्य चर,স্টোকাস্টিক পরিবর্তনশীল
स्टोक्स प्रमेय,স্টোকসের উপপাদ্য
"सीधी रेखा, ऋजु रेखा, सरल रेखा",সোজা লাইন
"स्तरी चार्ट, पट्टीदार चार्ट",স্তর চার্ট
" स्तरण , स्तरविन्यास",স্তরবিন্যাস
स्तरित प्रतिचयन,স্তরিত নমুনা
"प्रवाह-रेखा, धारा-रेखा",স্ট্রিম লাইন
प्रतिबल,চাপ
दृढ़तः अवमुख फलन,কঠোরভাবে উত্তল ফাংশন
निरंतर हृासमान,কঠোরভাবে কমছে
निरंतर वर्धमान,কঠোরভাবে বাড়ছে
निरंतर एकदिष्ट फलन,কঠোরভাবে একঘেয়ে ফাংশন
स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण),ছাত্রের পরীক্ষা (ছাত্রের &quot;টি&quot; পরীক্ষা)
उपसंग्रह,উপ-সংগ্রহ
अव-सारणिक,উপ-নির্ধারক
उपक्षेत्र,উপক্ষেত্র
"उपवर्ग, उपसमृूह, उपग्रुप",উপগোষ্ঠী
उपांतराल,উপ-ব্যবধান
"उपमैट्रिक्स, उपाव्यूह",সাবম্যাট্রিক্স
"पादांक, पादाक्षर, पादलिपि",সাবস্ক্রিপ্ট
उपानुक्रम,পরবর্তী
उपसमुच्चय,উপসেট
उपसमष्टि,সাবস্পেস
प्रतिस्थापन,প্রতিস্থাপন
अधः स्पर्शी,subtangent
"कक्षांतरित करना, अंतरित करना",জমা করা
"घटाना, व्यवकलन करना",বিয়োগ
"व्यवकलन, घटाना",বিয়োগ
उत्तरोत्तर,ক্রমাগত
उत्तरोत्तर अवकलन,ধারাবাহিক পার্থক্য
उत्तरोत्तर समाकलन,ধারাবাহিক একীকরণ
परवर्ती,উত্তরাধিকারী
अनुलग्न,প্রত্যয়
" योगफल, जोड़, संकलन फल , धनराशि",যোগফল
योग फलन,যোগফল ফাংশন
संकलनीय,যোগ করা যায়
योगखंड,সমন্বিত
संकलन,সমষ্টি
संकलन-परिपाटी,সমষ্টি সম্মেলন
संकलन सूत्र,সমষ্টি সূত্র
श्रेणी-संकलन,সিরিজের সমষ্টি
संकलन चिन्ह,সমষ্টি চিহ্ন
अनंत तक योग,অসীমের যোগফল
"मूर्धांक, मूर्धाक्षर",সুপারস্ক্রিপ্ট
अधिसमुच्चय,সুপারসেট
पराध्वनिक प्रवाह,সুপারসনিক প্রবাহ
संपूरक कोण,সম্পূরক কোণ
आलंबक ऊनविम समतल,সমর্থনকারী হাইপারপ্লেন
फलन का आलंब,ফাংশন সমর্থন
"कल्पना करना, मान लेना",ধরুন
उच्चक,সর্বোচ্চ
करणी,surd
" पृष्ठ , बहिर्तल , सतह, धरातल",পৃষ্ঠতল
पृष्ठीय श्रेत्रफल,ভূপৃষ্ঠের
पृष्ठ-समाकल,পৃষ্ঠ অবিচ্ছেদ্য
आच्छादन,সার্জেকশন
आच्छादी,surjective
आच्छादी प्रतिचित्र,অনুমানমূলক মানচিত্র
प्रतीक,প্রতীক
प्रतीकात्मक तर्क,প্রতীকী যুক্তি
प्रतीकात्मक निदर्श,প্রতীকী মডেল
सममित,প্রতিসম
सममितीय,প্রতিসম
"सममित सारणिक, सममित डिटर्मिनन्ट",প্রতিসম নির্ধারক
सममित अंतर,প্রতিসম পার্থক্য
सममित मैट्रिक्सि,প্রতিসম ম্যাট্রিক্স
"तंत्र विश्लेषण, प्रणाली विश्लेषण",ধারা বিশ্লেষণ
क्रमबद्ध प्रतिचयन,পদ্ধতিগত নমুনা
"सारणी, टेबल",টেবিল
"टेब्लो, सारणी",মূকনাট্য
समाकल सारणी,অখণ্ডের সারণী
"सारणीबद्ध, सपाट",সারণী
सारणीबद्ध फार्म,ট্যাবুলার ফর্ম
"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म",সারণী লগারিদম
सारणीबद्ध करना,সারণী
सारणीबद्ध मान,সারণীকৃত মান
सारणीयन,ট্যাবুলেশন
" सारणित्र, सारणी यंत्र , सारणीयक",ট্যাবুলেটার
"पुच्छ, पूँछ",লেজ
पुच्छ क्षेत्र (बंटन का),লেজ এলাকা (বন্টন)
स्पर्शिता,স্পর্শকতা
" स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट",স্পর্শক
स्पर्श ऊनविम समतल,স্পর্শক হাইপারপ্লেন
"स्पर्शीय, स्पर्श रेखीय",স্পর্শক
स्पर्श रेखीय घटक,স্পর্শক উপাদান
स्पर्श रेखीय काट,স্পর্শক বিভাগ
स्पर्श रेखा,স্পর্শক রেখা
"स्पर्श तल, स्पर्श समतल",স্পর্শক সমতল
स्पर्शी समष्टि,স্পর্শক স্থান
टेप पंच,টেপ পাঞ্চ
टेप पठित्र,টেপ পাঠক
टाउबरी प्रमेय,টবেরিয়ান উপপাদ্য
टेलर प्रमेय,টেলরের উপপাদ্য
शेबीशेव दूरीक,চেবিচেভ মেট্রিক
t-बंटन,টি-বন্টন
अंतःसर्पी श्रेणी,টেলিস্কোপিক সিরিজ
कालिक निर्देशांक,সাময়িক স্থানাঙ্ক
कालिक संबंध,সাময়িক সম্পর্ক
कालिक चर,অস্থায়ী পরিবর্তনশীল
तनन-सामर्थ्य,প্রসার্য শক্তি
"प्रदिश, टेन्सर",টেনসর
प्रदिश विश्लेषण,টেনসর বিশ্লেষণ
प्रदिश गुणनफल,টেনসর পণ্য
अस्थायी संरूपण,অস্থায়ী সূত্র
पद,মেয়াদ
अंत्य प्रतिबंध,টার্মিনাল অবস্থা
अंतिम वेग गोता,টার্মিনাল বেগ ডুব
सांत दशमलव,শেষ করা দশমিক
पद मान,মেয়াদী মান
पदशः अवकलन,শব্দগত পার্থক্য
पदशः समाकलन,টার্মওয়াইজ ইন্টিগ্রেশন
"त्रिअंगी, त्रिआधारी",তিরনারি
परीक्षण,পরীক্ষা
प्रसरण समांगता का परीक्षण,বৈচিত্র্যের একজাতীয়তার জন্য পরীক্ষা
परीक्षण फलन,পরীক্ষার ফাংশন
परिकल्पना-परीक्षण,অনুমানের পরীক্ষা
सार्थकता-परीक्षण,তাৎপর্য পরীক্ষা
परीक्षण प्रतिदर्शज,পরীক্ষার পরিসংখ্যান
चतुष्फलकीय,টেট্রাহেড্রাল
चतुष्फलकीय कोण,টেট্রাহেড্রাল কোণ
चतुष्फलक,টেট্রাহেড্রন
प्रमेय,উপপাদ্য
अवशेष-प्रमेय,অবশিষ্টাংশের উপপাদ্য
सैद्धांतिक माँग फलन,তাত্ত্বিক চাহিদা ফাংশন
सैद्धांतिक असंतत बंटन,তাত্ত্বিক বিচ্ছিন্ন বিতরণ
सैद्धांतिक त्रुटि,তাত্ত্বিক ত্রুটি
सैद्धांतिक समंजन,তাত্ত্বিক ফিট
सैद्धांतिक संरूपण,তাত্ত্বিক গঠন
सैद्धांतिक बारंबारता,তাত্ত্বিক ফ্রিকোয়েন্সি
"सैद्धांततः, सिद्धांत रूप से",তাত্ত্বিকভাবে
सैद्धांतिक निदर्श,তাত্ত্বিক মডেল
सैद्धांतिक निरूपण,তাত্ত্বিক চিকিত্সা
समीकरण सिद्धांत,সমীকরণ তত্ত্ব
त्रुटि सिद्धांत,ত্রুটির তত্ত্ব
आकलन सिद्धांत,অনুমান তত্ত্ব
फलन सिद्धांत,ফাংশন তত্ত্ব
खेल सिद्धांत,গেমের তত্ত্ব
गुरुत्वाकर्षण-सिद्धांत,মহাকর্ষ তত্ত্ব
सूचना सिद्धांत,তথ্য তত্ত্ব
प्रतिस्थापन सिद्धांत,প্রতিস্থাপনের তত্ত্ব (= ব্যর্থতার তত্ত্ব)
समुच्चय-सिद्धांत,সেটের তত্ত্ব
पंक्ति सिद्धांत,অপেক্ষার লাইনের তত্ত্ব (= সারিবদ্ধ তত্ত্ব)
तरंग सिद्धांत,তরঙ্গ তত্ত্ব
ऊष्मागतिक,থার্মোডাইনামিক
पेच की चूड़ी,একটি স্ক্রু এর থ্রেড
त्रिविम,ত্রিমাত্রিক
त्रिविम सदिश विश्लेषण,ত্রিমাত্রিক ভেক্টর বিশ্লেষণ
त्रिधा वर्गीकरण,ত্রিমুখী শ্রেণীবিভাগ
"प्रक्षेप, पात",নিক্ষেপ
" प्रणोद , क्षेप",খোঁচা
"समय, काल, अवधि",সময়
काल-अक्ष,সময় অক্ষ
कालाश्रितता,সময় নির্ভরতা
कालाश्रित संरचक समीकरण,সময়-নির্ভর গঠনমূলক সমীকরণ
कालाश्रित प्रक्रिया,সময় নির্ভর প্রক্রিয়া
समय-निरपेक्ष पद,সময়-স্বাধীন শব্দ
काल अंतराल,সময়ের ব্যবধান
काल श्रेणी,সময় সিরিজ
काल-श्रेणी विश्लेषण,সময় সিরিজ বিশ্লেষণ
काल श्रेणी न्यास,সময় সিরিজের তথ্য
कालभागी तंत्र,সময় ভাগ করে নেওয়ার সিস্টেম
"सहयता, सहन",সহনশীলতা
सहयता अंतराल,সহনশীলতা ব্যবধান
सहय तल,সহ্যসীমা
"सहयता सीमा, सहन सीमा",সহনশীলতার সীমা
सांस्थितिक,টপোলজিকাল
सांस्थितिक द्वैत,টপোলজিক্যাল দ্বৈত
सांस्थितिक समूह,টপোলজিকাল গ্রুপ
सांस्थितिक तुल्याकारिता,টপোলজিকাল আইসোমরফিজম
सांस्थितिक रैखिक समष्टि,টপোলজিক্যাল লিনিয়ার স্পেস
सांस्थितिकतः,টপোলজিক্যালি
सांस्थितिक प्रतिचित्रण,টপোলজিক্যাল ম্যাপিং
सांस्थितिक गुणधर्म,টপোলজিকাল সম্পত্তি
सांस्थितिक समष्टि,টপোলজিকাল স্পেস
सांस्थितिक सदिश समष्टि,টপোলজিক্যাল ভেক্টর স্পেস
"संस्थिति-विज्ञान, सांस्थितिकी",টপোলজি
"मरोड़, विमोटन, ऐंठन",টর্শন
"वृत्तज ठोस-वलय, टोरस",টরাস
"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)",মোট
संपूर्ण अवकलज,মোট ডেরিভেটিভ
संपूर्ण अवकल,মোট ডিফারেনশিয়াল
संपूर्ण अवकल समीकरण,মোট ডিফারেনশিয়াল সমীকরণ
संपूर्ण निरीक्षण,মোট পরিদর্শন
संपूर्णतया परिबद्ध,সম্পূর্ণরূপে আবদ্ধ
संपूर्णतया क्रमित समुच्चय,সম্পূর্ণ অর্ডার সেট
संपूर्ण क्रमीकरण,মোট অর্ডারিং
" अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)",ট্রেস
आव्यूह का अनुरेख,ম্যাট্রিক্সের ট্রেস
"अनुरेखण, अक्स अंकन",ট্রেসিং
विनियम फलन,ট্রেড অফ ফাংশন
" प्रक्षेप-पथ, प्रपथ , संछेदी",গতিপথ
अबीजीय,অতীন্দ্রিয়
अबीजीय समीकरण,অতীন্দ্রিয় সমীকরণ
अबीजीय फलन,অতীন্দ্রিয় ফাংশন
अबीजीय संख्या,অতীন্দ্রিয় সংখ্যা
"स्थानांतरण, अंतरण",স্থানান্তর
अंतरित फलन,স্থানান্তর ফাংশন
परिमितातीत आगमन,ট্রান্সফিনিট আনয়ন
परिमितातीत संख्या,অন্তহীন সংখ্যা
रूपांतर,রূপান্তর
रूपांतरण-सूत्र,রূপান্তর সূত্র
रूपांतरण आव्यूह,রূপান্তর ম্যাট্রিক্স
निर्देशांकों का रूपांतरण,স্থানাঙ্কের রূপান্তর
रूपांतरित फलन,রূপান্তরিত ফাংশন
रूपांतरित आव्यूह,রূপান্তরিত ম্যাট্রিক্স
पोत-परिवहन समस्या,ট্রান্সশিপমেন্ট সমস্যা
क्षणिक आचरण,ক্ষণস্থায়ী আচরণ
क्षणिक हल,ক্ষণস্থায়ী সমাধান
संक्रमण,স্থানান্তর
संक्रमण आव्यूह,রূপান্তর ম্যাট্রিক্স
संक्रामक,ট্রানজিটিভ
संक्रमण-नियम,ট্রানজিটিভ আইন
संक्रामक संबंध,ট্রানজিটিভ সম্পর্ক
संक्रामिता,ট্রানজিটিভিটি
संक्रामिता-समुच्चय,ট্রানজিটিভিটি সেট
स्थानांतरण,অনুবাদ
परिवहन लागत,পরিবহন খরচ
परिवहन समस्या,পরিবহন সমস্যা
परिवहन काल,পরিবহন সময়
अभिगमन-समीकरण,পরিবহন সমীকরণ
परिवर्तित आव्यूह,স্থানান্তরিত ম্যাট্রিক্স
आव्यूह-परिवर्त,একটি ম্যাট্রিক্স স্থানান্তর
पक्षांतरण,স্থানান্তর
अनुप्रस्थता,ট্রান্সভারসালিটি
अनुप्रस्थता प्रतिबंध,ট্রান্সভারসালিটি অবস্থা
