Bengali,Odiya
স্ট্রিং ভেরিয়েবল,ଷ୍ଟ୍ରିଙ୍ଗ ଭେରିଏବଲ୍ |
স্ট্রোব,ଷ୍ଟ୍ରୋବ
স্ট্রোব পালস,ଷ୍ଟ୍ରୋବ ନାଡ |
স্ট্রোক সেন্টার লাইন,ଷ୍ଟ୍ରୋକ ସେଣ୍ଟର ଲାଇନ୍ |
"স্ট্রোক চরিত্র
 জেনারেটর","ଷ୍ଟ୍ରୋକ୍ ଅକ୍ଷର |
 ଜେନେରେଟର"
স্ট্রোক এজ,ଷ୍ଟ୍ରୋକ୍ ଧାର |
"স্ট্রোক এজ
 অনিয়ম","ଷ୍ଟ୍ରୋକ୍ ଧାର |
 ଅନିୟମିତତା |"
স্ট্রোক প্রস্থ,ଷ୍ଟ୍ରୋକ୍ ଓସାର |
দৃ strongly ়ভাবে সংযুক্ত,ଦୃ strongly ଭାବରେ ସଂଯୁକ୍ତ |
"কাঠামোগত
 আনয়ন","ଗଠନମୂଳକ
 ଚିତ୍ର"
কাঠামো,ଗଠନ
কাঠামোগত বিশ্লেষণ,ସଂରଚନା ବିଶ୍ଳେଷଣ |
কাঠামোগত কোডিং,ସଂରଚନା କୋଡିଂ |
"কাঠামোগত
 ভাষা","ଗଠନମୂଳକ
 ଭାଷା"
"কাঠামোগত
 প্রোগ্রামিং","ଗଠନମୂଳକ
 ପ୍ରୋଗ୍ରାମିଂ"
"কাঠামোগত সিস্টেম
 বিশ্লেষণ","ସଂରଚନା ବ୍ୟବସ୍ଥା
 ବିଶ୍ଳେଷଣ |"
"কাঠামোগত পরিবর্তনশীল
 (রেকর্ড)","ସଂରଚନା ଭେରିଏବଲ୍ |
 (ରେକର୍ଡ)"
"কাঠামো
 অভিব্যক্তি","ଗଠନ
 ଅଭିବ୍ୟକ୍ତି"
কাঠামো ফ্লোচার্ট,ଷ୍ଟ୍ରକର୍ ଫ୍ଲାଇଚାର୍ଟ |
কাঠামো সদস্য,ଷ୍ଟ୍ରକଚର ସଦସ୍ୟ
অ্যারে কাঠামো,ଆରେଗୁଡ଼ିକର ଗଠନ |
অসম্পূর্ণ,ଷ୍ଟବ୍
স্টাব কার্ড,ଷ୍ଟବ୍ କାର୍ଡ |
স্টাফিং চরিত্র,ଷ୍ଟଫିଂ ବର୍ଣ୍ଣ
স্টান্ট বক্স,ଷ୍ଟଣ୍ଟ ବକ୍ସ |
স্টাইলাস,ଷ୍ଟାଇଲସ୍
স্টাইলাস প্রিন্টার,ଷ୍ଟାଇଲସ୍ ପ୍ରିଣ୍ଟର୍ |
সাব ব্লক,ସବ୍ ବ୍ଲକ୍
সাবচ্যানেল,ସବଚାନେଲ |
সাবকম্যান্ড,ସବକମାଣ୍ଡ
সাবডাটাবেস,ସବଡୋମେଜ୍
সাবফিল্ড,ସବଫିଲ୍ଡ
সাবজেনারেশন,ସବଜେନ୍ରେସନ୍
Sublist,ସବଲିଷ୍ଟ
সাব লুপ,ସବ୍ ଲୁପ୍ |
সাবম্যাট্রিক্স,ସୋଲମାଟ୍ରିକ୍ସ |
সাবমোডুলার ফেজ,ସବମୋଡୁଲାର ପର୍ଯ୍ୟାୟ |
"সাব-এনকুইস্ট
 নমুনা","ସବ୍-nuQust
 ନମୁନା"
সাবপ্যারামিটার,ସବପର୍ଗୋମିଟର
সাবপ্রগ্রাম,ସବ୍ କ୍ରିପ୍ରାମ
"Subrecurcive
 হায়ারার্কি","ସବକ୍ରାସ୍କର
 ହାଇରାର୍କି |"
Subroutine,ସବ୍ରୋଟାଇନ୍ |
সাব্রুটাইন কল,ସବ୍ରୋଟାଇନ୍ କଲ୍ |
সাবরুটাইন লাইব্রেরি,ସବ୍ରୋଟାଇନ୍ ଲାଇବ୍ରେରୀ |
"Subroutine
 বিবৃতি","ସବ୍ରୋଟାଇନ୍ |
 ଷ୍ଟେଟମେଣ୍ଟ"
সাবস্কেমা,ସବେକେମା |
সাবস্ক্রিপ্ট,ସଦସ୍ୟତା
সাবস্ক্রিপ্ট চরিত্র,ସଦସ୍ୟତା ବର୍ଣ୍ଣ
সাবস্ক্রিপ্ট তালিকা,ସଦସ୍ୟତା ତାଲିକା
সাবস্ক্রিপ্ট ভেরিয়েবল,ସଦସ୍ୟତା ଭେରିଏବଲ୍
সাব সেমিগ্রুপ,ସବ୍ ସେମିଗ୍ରଫ୍ |
সাব সিকোয়েন্স,ସବ୍ କ୍ରମ |
"বিকল্প
 চরিত্র","ବଦଳାନ୍ତୁ
 ବର୍ଣ୍ଣ"
প্রতিস্থাপন,ପ୍ରତିସ୍ଥାପନ
সাবস্ট্রিং,ସବଷ୍ଟ୍ରିଙ୍ଗ |
সাবস্ট্রিং আইডেন্টিফায়ার,ସବଷ୍ଟ୍ରିଙ୍ଗ୍ ପରିଚୟ |
সাবসিস্টেম,ସବ୍ ସିଷ୍ଟମ୍
সাবটাস্ক,ସବ୍ଟାସ୍କ
বিয়োগফল,ସବଟ୍ରାକ୍ଟର
সাবট্রি,ସବଟ୍ରି
উত্তরসূরি ফাংশন,ଉତ୍ତରାଧିକାରୀ କାର୍ଯ୍ୟ
প্রত্যয়,ସଫିକ୍ସ
প্রত্যয় স্বরলিপি,ସଫିକ୍ସ ନୋଟିସନ୍ |
সুইট,ସୁଟ୍ |
স্যামচেক,ସମସ୍ୟ
গ্রীষ্ম,ଗ୍ରୀଷ୍ମ
"সমষ্টি
 ইন্টিগ্রেটার","ସଂଯୋଜନା
 ଇଣ୍ଟିଗାର୍ଡ"
"পণ্যের যোগফল
 অভিব্যক্তি","ଉତ୍ପାଦଗୁଡିକର ସମଷ୍ଟି |
 ଅଭିବ୍ୟକ୍ତି"
যোগফল,ରାଶି ଟର୍ମ
সুপার কম্পিউটার,ସୁପର କମ୍ପ୍ୟୁଟର |
"সুপার পরিচালনা
 স্মৃতি","ସୁପର ଆଚରଣ
 ସ୍ମୃତି"
"সুপার পরিচালনা
 প্রযুক্তি","ସୁପର ଆଚରଣ
 ଟେକ୍ନୋଲୋଜି"
সুপারগ্রুপ,ସୁପର ଗ୍ରୁପ୍ |
"সুপার গ্রুপ
 বিতরণ","ସୁପର ଗ୍ରୁପ୍
 ବଣ୍ଟନ"
"সুপার গ্রুপ
বিতরণ
 ফ্রেম","ସୁପର ଗ୍ରୁପ୍
ବଣ୍ଟନ
 ଫ୍ରେମ୍"
"সুপার বড় স্কেল
 সমন্বিত বর্তনী","ସୁପର ବଡ଼ ସ୍କେଲ |
 ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ |"
"সুপার nyquist
 নমুনা","ସୁପର ନାଇକ୍ଷ୍ଟ |
 ନମୁନା"
"সুপার ব্যক্তিগত
 কম্পিউটার","ସୁପର ବ୍ୟକ୍ତିଗତ
 କମ୍ପ୍ୟୁଟର"
"সুপার স্ক্রিপ্ট
 চরিত্র","ସୁପର ସ୍କ୍ରିପ୍ଟ
 ବର୍ଣ୍ଣ"
কর্মকর্তা,ପର୍ଯ୍ୟବେକ୍ଷକ
সুপারভাইজার কল,ସୁପରଭାଇଜର କଲ୍ |
"কর্মকর্তা
 কার্যক্রম","ପର୍ଯ୍ୟବେକ୍ଷକ
 ପ୍ରୋଗ୍ରାମ୍"
সুপারভাইজার রাজ্য,ସୁପରଭାଇଜର ରାଜ୍ୟ |
সমর্থন চিপ,ଚିପ୍ କୁ ସମର୍ଥନ କରନ୍ତୁ |
সমর্থন প্রোগ্রাম,ସମର୍ଥନ
দমন,ଦମନ
"সমর্থন নিয়ন্ত্রণ
 কার্যক্রম","ସମର୍ଥନ ନିୟନ୍ତ୍ରଣ
 ପ୍ରୋଗ୍ରାମ୍"
নিরস্ত,ନିର୍ବାଚିତ
"নজরদারি
 কার্যক্রম","ତଦାରଖ
 ପ୍ରୋଗ୍ରାମ୍"
স্থগিত,ନିଲମ୍ବିତ |
স্থগিত লক,ନିଲମ୍ବିତ ଲକ୍ |
অদলবদল,ଅଦଳବଦି
"অদলবদল বরাদ্দ
 ইউনিট","ସ୍ Sw ାପ୍ ଆବଣ୍ଟନ
 ଏକକ"
অদলবদল,ଅଦଳବଦଳ
অদলবদল,ଅଦଳବଦଳ
অদলবদল,ଅଦଳବଦଳ କର |
অদলবদল সেট,ସ୍ ap ାପ୍ ସେଟ୍ |
স্যুইচ,ସୁଇଚ୍
স্যুইচ সেল,କୋଷକୁ ସୁଇଚ୍ କରନ୍ତୁ |
স্যুইচ চরিত্র,ବର୍ଣ୍ଣ ପରିବର୍ତ୍ତନ କରନ୍ତୁ
স্যুইচ কোড,ସୁଇଚ୍ କୋଡ୍
"সুইচ নিয়ন্ত্রণ
 কম্পিউটার","ନିୟନ୍ତ୍ରଣ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
 କମ୍ପ୍ୟୁଟର"
স্যুইচড লাইন,ସୁଇଚ୍ ଲାଇନ୍ |
স্যুইচিং,ସୁଇଚ୍
স্যুইচ সূচক,ସୂଚକ ସୁଇଚ୍ କରନ୍ତୁ |
বীজগণিত স্যুইচিং,ବୀଜେବ୍ରା ସୁଇଚ୍ କରିବା |
"স্যুইচিং
 আবেদন","ସୁଇଚ୍
 ପ୍ରୟୋଗ"
স্যুইচিং সেন্টার,ପରିବର୍ତ୍ତନ କେନ୍ଦ୍ର
স্যুইচিং সার্কিট,ସର୍କିଟ୍ ସୁଇଚ୍ କରିବା |
স্যুইচিং উপাদান,ଉପାଦାନ ସୁଇଚ୍ କରିବା |
স্যুইচিং ফাংশন,ସ୍ଥାନ
স্যুইচিং নেটওয়ার্ক,ନେଟୱାର୍କ ପରିବର୍ତ୍ତନ କରିବା
প্যাড স্যুইচিং,ସୁଇଚ୍ ସୁଇଚ୍ |
"স্যুইচিং
 নিয়ামক","ସୁଇଚ୍
 ନିୟାମକ"
স্যুইচিং গতি,ଦ୍ରୁତ ଗତିରେ ସୁଇଚ୍ କରିବା
স্যুইচিং সিস্টেম,ସିଷ୍ଟମଗୁଡ଼ିକୁ ସୁଇଚ୍
স্যুইচিং তত্ত্ব,ସିଦ୍ଧାନ୍ତ ପରିବର୍ତ୍ତନ କରିବା |
স্যুইচিং সময়,ସମୟକୁ ସୁଇଚ୍ କରିବା
স্যুইচিং ইউনিট,ୟୁନିଟ୍ ସୁଇଚ୍ କରିବା |
পরিবর্তনশীল স্যুইচিং,ଭେରିଏବଲ୍ ସୁଇଚ୍ କରିବା
"স্যুইচিং ওয়েভ
 ফর্ম","ତରଙ୍ଗ ସୁଇଚ୍ କରିବା |
 ଫର୍ମ"
সন্নিবেশ স্যুইচ করুন,ସନ୍ନିବେଶ ସୁଇଚ୍ କରନ୍ତୁ |
সুইচ নির্দেশ,ନିର୍ଦ୍ଦେଶନାମା ସୁଇଚ୍ କରନ୍ତୁ |
স্যুইচ ওভার,ସମାପ୍ତ
স্যুইচ রেজিস্টার,ରେଜିଷ୍ଟର ସୁଇଚ୍ କରନ୍ତୁ |
ঘর বদলাও,ସୁଇଚ୍ ରୁମ୍ |
স্যুইচ ট্রেন,ଟ୍ରେନ୍ ସୁଇଚ୍ କରନ୍ତୁ |
"সিলেবল হাইফেন
 (চরিত্র)","ସିଲେବଲ୍ ହାଇଫେନ୍ |
 (ବର୍ଣ୍ଣ)"
সিলভেস্টার ম্যাট্রিক্স,ସିଲଭେଟର ମ୍ୟାଟ୍ରିକ୍ସ |
সিম্বোইন্ট নিয়ন্ত্রণ,ମୂନ ନିୟନ୍ତ୍ରଣ
প্রতীক,ପ୍ରତୀକ
প্রতীকী ঠিকানা,ସାଙ୍କେତିକ ଠିକଣା |
"প্রতীকী
 সম্বোধন","ସାଙ୍କେତିକ |
 ଠିକଣା"
"প্রতীকী
 এসেম্বলার","ସାଙ୍କେତିକ |
 ଏକତ୍ରିତ |"
প্রতীকী কোডিং,ସାଙ୍କେତିକ କୋଡିଂ |
"প্রতীকী
 ডিবাগিং","ସାଙ୍କେତିକ |
 ତ୍ରୁଟି ନିବାରଣ କରୁଛି |"
প্রতীকী ডেক,ସାଙ୍କେତିକ ଡେକ୍ |
প্রতীকী সম্পাদক,ସାଙ୍କେତିକ ସମ୍ପାଦକ |
"প্রতীকী
 নির্দেশ","ସାଙ୍କେତିକ |
 ନିର୍ଦ୍ଦେଶ"
"প্রতীকী আই/ও
 অ্যাসাইনমেন্ট","ସାଙ୍କେତିକ i / o
 ଆସାଇନମେଣ୍ଟ"
প্রতীকী ভাষা,ସାଙ୍କେତିକ ଭାଷା |
প্রতীকী যুক্তি,ସାଙ୍କେତିକ ତର୍କ |
প্রতীকী নাম,ସାଙ୍କେତିକ ନାମ |
প্রতীকী স্বরলিপি,ସାଙ୍କେତିକ ବିଜ୍ଞପ୍ତି |
প্রতীকী সংখ্যা,ସାଙ୍କେତିକ ସଂଖ୍ୟା
"প্রতীকী
 প্যারামিটার","ସାଙ୍କେତିକ |
 ପାରାମିଟର"
"প্রতীকী
 স্থানধারক","ସାଙ୍କେତିକ |
 ସ୍ଥାନଧାରୀ"
"প্রতীকী
 প্রোগ্রামিং","ସାଙ୍କେତିକ |
 ପ୍ରୋଗ୍ରାମିଂ"
"প্রতীকী প্রোগ্রাম
 পদ্ধতি","ସାଙ୍କେତିକ କାର୍ଯ୍ୟକ୍ରମ |
 ସିଷ୍ଟମ୍"
"প্রতীক
 হেরফের","ପ୍ରତୀକ
 ମନିପୁଲେସନ୍"
প্রতীক র‌্যাঙ্ক,ପ୍ରତୀକ ମାନ୍ୟଗଣ
প্রতীক স্ট্রিং,ପ୍ରତୀକ ଷ୍ଟ୍ରିଙ୍ଗ
প্রতীক টেবিল,ପ୍ରତୀକ ସାରଣୀ
প্রতিসম চ্যানেল,ସମୃଦ୍ଧ ଚ୍ୟାନେଲ |
প্রতিসম সার্কিট,ସମୃଦ୍ଧ ସର୍କିଟ୍ |
"প্রতিসম
 পার্থক্য","ସମୃଦ୍ଧ
 ପାର୍ଥକ୍ୟ"
"প্রতিসম
 ফাংশন","ସମୃଦ୍ଧ
 କାର୍ଯ୍ୟ"
প্রতিসম গ্রুপ,ସମୃଦ୍ଧ ଗୋଷ୍ଠୀ |
প্রতিসম তালিকা,ସମୃଦ୍ଧ ତାଲିକା |
"প্রতিসম তালিকা
 প্রসেসর","ସମୃଦ୍ଧ ତାଲିକା |
 ସଞ୍ଚାଳକ"
প্রতিসম ম্যাট্রিক্স,ସମୃଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ |
"প্রতিসম আদেশ
 ট্র্যাভারসাল","ସମୃତ୍ତିର ଆଦେଶ |
 ଟ୍ରଭର୍ସାଲ୍"
"প্রতিসম
 প্রসেসর","ସମୃଦ୍ଧ
 ସଞ୍ଚାଳକ"
প্রতিসম সম্পর্ক,ସମୃଦ୍ଧ ସମ୍ପର୍କ |
প্রতিসম গ্রুপ,ସମୃଦ୍ଧ ଗୋଷ୍ଠୀ |
সিঙ্ক বিট,ବିଟ୍ ସିଙ୍କ୍ କରନ୍ତୁ |
সিঙ্ক চরিত্র,ସିଙ୍କ ବର୍ଣ୍ଣ
সিঙ্ক,Siecch
সিঙ্ক্রোনাইজেশন,ସିଙ୍କ୍ରୋନାଇଜେସନ୍
"সিঙ্ক্রোনাইজেশন
 স্পন্দন","ସିଙ୍କ୍ରୋନାଇଜେସନ୍
 ନାଡ"
সিঙ্ক্রোনাইজার,ସିଙ୍କ୍ରୋନାଇଜର
সিঙ্ক্রোনাইজিং পাইলট,ସିଙ୍କ୍ରୋନାଇଜିଂ ପାଇଲଟ୍ |
"সিঙ্ক্রোনাইজিং
 সংকেত","ସିଙ୍କ୍ରୋନାଇଜ୍
 ସଙ୍କେତ"
সিঙ্ক্রোনাস,ସିଙ୍କ୍ରୋନସ୍
"সিঙ্ক্রোনাস
 সার্কিট","ସିଙ୍କ୍ରୋନସ୍
 ସର୍କିଟ"
"সিঙ্ক্রোনাস
 যোগাযোগ","ସିଙ୍କ୍ରୋନସ୍
 ଯୋଗାଯୋଗ |"
"সিঙ্ক্রোনাস
 কম্পিউটার","ସିଙ୍କ୍ରୋନସ୍
 କମ୍ପ୍ୟୁଟର"
"সিঙ্ক্রোনাস ডেটা
 লিঙ্ক","ସିଙ୍କ୍ରୋନସ୍ ତଥ୍ୟ |
 ଲିଙ୍କ୍"
"সিঙ্ক্রোনাস ডেটা
 লিঙ্ক নিয়ন্ত্রণ","ସିଙ୍କ୍ରୋନସ୍ ତଥ୍ୟ |
 ଲିଙ୍କ୍ କଣ୍ଟ୍ରୋଲ୍ |"
"সিঙ্ক্রোনাস ডেটা
 অন্তর্জাল","ସିଙ୍କ୍ରୋନସ୍ ତଥ୍ୟ |
 ନେଟୱର୍କ"
"সিঙ্ক্রোনাস ডেটা
 স্থানান্তর","ସିଙ୍କ୍ରୋନସ୍ ତଥ୍ୟ |
 ସ୍ଥାନାନ୍ତର"
"সিঙ্ক্রোনাস ডেটা
 সংক্রমণ","ସିଙ୍କ୍ରୋନସ୍ ତଥ୍ୟ |
 ସଂକ୍ରମଣ"
"সিঙ্ক্রোনাস ফ্লিপ
 ফ্লপ সার্কিট","ସିଙ୍କ୍ରୋନସ୍ ଫ୍ଲିପ୍ |
 ଫ୍ଲପ୍ ସର୍କିଟ |"
"সিঙ্ক্রোনাস লাইন
 নিয়ন্ত্রণ","ସିଙ୍କ୍ରୋନିୟସ୍ ଲାଇନ୍ |
 ନିୟନ୍ତ୍ରଣ"
"সিঙ্ক্রোনাস
 অপারেশন","ସିଙ୍କ୍ରୋନସ୍
 ଅପରେସନ୍"
"সিঙ্ক্রোনাস
 স্যাটেলাইট","ସିଙ୍କ୍ରୋନସ୍
 ଉପଗ୍ରହ"
"সিঙ্ক্রোনাস সিরিয়াল
 আই/ও ট্রান্সফার","ସିଙ୍କ୍ରୋନସ୍ କ୍ରମିକ |
 I / O ସ୍ଥାନାନ୍ତର |"
"সিঙ্ক্রোনাস
 স্থানান্তর","ସିଙ୍କ୍ରୋନସ୍
 ସ୍ଥାନାନ୍ତର"
"সিঙ্ক্রোনাস
 সংক্রমণ","ସିଙ୍କ୍ରୋନସ୍
 ସଂକ୍ରମଣ"
"সিঙ্ক্রোনাস
 কাজ","ସିଙ୍କ୍ରୋନସ୍
 କାର୍ଯ୍ୟ କରୁଛି"
সিন্ডেটিক,ସିଣ୍ଡେଟିକ୍
সিনারজেটিক,Synnethzic
সিনারজিক,Sionnergic
সিনট্যাকটিক ত্রুটি,ସିନ୍ଟାକ୍ଟିକ୍ ତ୍ରୁଟି |
সিনট্যাকটিক মনোইড,ସିନ୍ଟାକ୍ଟିକ୍ ମନିଅରିଓଡ୍ |
বাক্য গঠন,ବାକ୍ୟବିନ୍ୟାସ
সিনট্যাক্স বিশ্লেষণ,ବାକ୍ୟବିନ୍ୟାସ ଆନାଲିଜ୍ |
সিনট্যাক্স বিশ্লেষক,ବାକ୍ୟବିନ୍ୟାସ ଆନାଲିଜର୍ |
সিনট্যাক্স চেকার,ବାକ୍ୟବିନ୍ୟାସ ଚେକର |
সিনট্যাক্স ডায়াগ্রাম,ବାକ୍ୟବିନ୍ୟାସ ଚିତ୍ର |
"সিনট্যাক্স নির্দেশিত
 সংকলক","ବାକ୍ୟବିନ୍ୟାସ ନିର୍ଦ୍ଦେଶିତ |
 ସଙ୍କଳନକାରୀ"
বাক্যগঠন ত্রুটি,ବାକ୍ୟବିନ୍ୟାସ ତ୍ରୁଟି |
সিনট্যাক্স ভাষা,ବାକ୍ୟବିନ୍ୟାସ ଭାଷା |
সিনট্যাক্স ট্রি,ବାକ୍ୟବିନ୍ୟାସ ଗଛ |
সিন্থেটিক ঠিকানা (= উত্পন্ন ঠিকানা),ସିନ୍ଥେଟିକ୍ ଠିକଣା (= ଉତ୍ପାଦିତ ଠିକଣା)
সিন্থেটিক ভাষা (= উত্স ভাষা),ସିନ୍ଥେଟିକ୍ ଭାଷା (= ଉତ୍ସ ଭାଷା)
"সিসজেন (= সিস্টেম
 প্রজন্ম)","Sysond (= ସିଷ୍ଟମ୍) |
 ପି generation ଼ି ପରେ ପି generation ଼ି)"
সিস্টেম অ্যাকাউন্টিং,ସିଷ୍ଟମ୍ ଆକାଉଣ୍ଟିଂ
ধারা বিশ্লেষণ,ସିଷ୍ଟମ୍ ଆନାଲିସିସ୍ |
সিস্টেম বিশ্লেষক,ସିଷ୍ଟମ୍ ଆନାଲିଜର୍ |
সিস্টেম বিশ্লেষক,ସିଷ୍ଟମ୍ ଆନାଲିଣ୍ଟର |
পদ্ধতিগত কোড,ବ୍ୟବସ୍ଥିତ କୋଡ୍
সিস্টেম ক্ষমতা,ସିଷ୍ଟମ୍ କ୍ଷମତା |
সিস্টেম চার্ট,ସିଷ୍ଟମ୍ ଚାର୍ଟ |
সিস্টেম চেক,ସିଷ୍ଟମ୍ ଯାଞ୍ଚ |
"সিস্টেম চেক
 মডিউল","ସିଷ୍ଟମ୍ ଯାଞ୍ଚ |
 ମଡ୍ୟୁଲ୍ |"
সিস্টেম কমান্ড,ସିଷ୍ଟମ୍ ନିର୍ଦ୍ଦେଶ
"পদ্ধতি
 যোগাযোগ
 প্রক্রিয়াজাতকরণ","ସିଷ୍ଟମ୍
 ଯୋଗାଯୋଗ |
 ପ୍ରକ୍ରିୟାକରଣ"
সিস্টেম ধ্রুবক,ସିଷ୍ଟମ୍ ସ୍ଥିର |
"সিস্টেম নিয়ন্ত্রণ
 ভাষা","ସିଷ୍ଟମ୍ ନିୟନ୍ତ୍ରଣ
 ଭାଷା"
সিস্টেম নিয়ামক,ସିଷ୍ଟମ୍ ନିୟନ୍ତ୍ରକ |
সিস্টেম ক্র্যাশ,ସିଷ୍ଟମ୍ କ୍ରାସ୍ |
সিস্টেম সংজ্ঞা,ତନ୍ତ୍ର ସଂଜ୍ଞା
ব্যবস্থা পরিকল্পনা,ସିଷ୍ଟମ୍ ଡିଜାଇନ୍ |
সিস্টেম ডিজাইনার,ସିଷ୍ଟମ୍ ଡିଜାଇନର୍ |
"পদ্ধতি
 ডকুমেন্টেশন","ସିଷ୍ଟମ୍
 ଡକ୍ୟୁମେଣ୍ଟେସନ୍"
"পদ্ধতি
 প্রকৌশল","ସିଷ୍ଟମ୍
 ଇଞ୍ଜିନିୟରିଂ"
সিস্টেম ত্রুটি,ସିଷ୍ଟମ୍ ତ୍ରୁଟି |
সিস্টেম জেনারেশন,ସିଷ୍ଟମ୍ ପି generation ଼ି
সিস্টেম হ্যাকার,ସିଷ୍ଟମ୍ ହ୍ୟାକର୍ |
সিস্টেম হ্যান্ডবুক,ସିଷ୍ଟମ୍ ହ୍ୟାଣ୍ଡବୁକ୍ |
"সিস্টেম ইনপুট
 যন্ত্র","ସିଷ୍ଟମ୍ ଇନପୁଟ୍
 ଉପକରଣ"
সিস্টেমের নির্দেশনা,ସିଷ୍ଟମ୍ ନିର୍ଦ୍ଦେଶ
সিস্টেম ইন্টারফেস,ସିଷ୍ଟମ୍ ଇଣ୍ଟରଫେସ୍ |
"সিস্টেম ইন্টারফেস
 নকশা","ସିଷ୍ଟମ୍ ଇଣ୍ଟରଫେସ୍ |
 ଡିଜାଇନ୍"
সিস্টেম বাধা,ସିଷ୍ଟମ୍ ବାଧା
সিস্টেম কী,ସିଷ୍ଟମ୍ ଚାବି |
সিস্টেম ভাষা,ସିଷ୍ଟମ୍ ଭାଷା |
"সিস্টেম স্তর
 প্রোগ্রামিং","ସିଷ୍ଟମ୍ ସ୍ତର
 ପ୍ରୋଗ୍ରାମିଂ"
সিস্টেম লাইব্রেরি,ସିଷ୍ଟମ୍ ଲାଇବ୍ରେରୀ |
সিস্টেম লাইফ সাইকেল,ସିଷ୍ଟମ୍ ଲାଇଫ୍ ଚକ୍ର
সিস্টেম লোডার,ସିଷ୍ଟମ୍ ଲୋଡର୍ |
সিস্টেম লগ,ସିଷ୍ଟମ୍ ଲଗ୍
"পদ্ধতি
 পরিচালনা","ସିଷ୍ଟମ୍
 ପରିଚାଳନା"
সিস্টেম মডুলারিটি,ସିଷ୍ଟମ୍ ମୋମେରିକ୍ |
"সিস্টেম নেটওয়ার্ক
 আর্কিটেকচার","ସିଷ୍ଟମ୍ ନେଟୱାର୍କ |
 ସ୍ଥାପତ୍ୟ"
সিস্টেম অপারেটর,ସିଷ୍ଟମ୍ ଅପରେଟର |
"সিস্টেম আউটপুট
 যন্ত্র","ସିଷ୍ଟମ ಅಪ್ಲಿਰ਼
 ଉପକରଣ"
"সিস্টেম আউটপুট
 লেখক","ସିଷ୍ଟମ ಅಪ್ಲಿਰ਼
 ଲେଖକ"
"পদ্ধতি
 প্রমোদ","ସିଷ୍ଟମ୍
 ଉତ୍ପାଦକତା"
সিস্টেম প্রোগ্রাম,ସିଷ୍ଟମ୍ ପ୍ରୋଗ୍ରାମ୍ |
"পদ্ধতি
 প্রোগ্রামার","ସିଷ୍ଟମ୍
 ପ୍ରୋଗ୍ରାମର"
"পদ্ধতি
 প্রোগ্রামিং
 ভাষা","ସିଷ୍ଟମ୍
 ପ୍ରୋଗ୍ରାମିଂ
 ଭାଷା"
সিস্টেম কুইসেস,ସିଷ୍ଟମ୍ କୁଇନ୍ସ |
সিস্টেম নির্ভরযোগ্যতা,ସିଷ୍ଟମ୍ ନିର୍ଭରଯୋଗ୍ୟତା |
"সিস্টেমের বাসস্থান
 ভলিউম","ସିଷ୍ଟମ୍ ରେଡିସ୍ |
 ଭଲ୍ୟୁମ୍"
সিস্টেমের বাসিন্দা,ସିଷ୍ଟମ୍ ରେସିଡେଣ୍ଟ୍ |
"সিস্টেমের বাসিন্দা
 সফটওয়্যার","ସିଷ୍ଟମ୍ ରେସିଡେଣ୍ଟ୍ |
 ସଫ୍ଟୱେର୍"
সিস্টেমের স্থিতিস্থাপকতা,ସିଷ୍ଟମ୍ ସ୍ଥିରତା |
সিস্টেম রিসোর্স,ସିଷ୍ଟମ୍ ଉତ୍ସ |
"সিস্টেম রিসোর্স
 ম্যানেজার","ସିଷ୍ଟମ୍ ଉତ୍ସ |
 ପରିଚାଳକ"
সিস্টেম প্রতিক্রিয়া,ସିଷ୍ଟମ୍ ପ୍ରତିକ୍ରିୟା |
"সিস্টেম প্রতিক্রিয়া
 ক্ষেত্র","ସିଷ୍ଟମ୍ ପ୍ରତିକ୍ରିୟା |
 କ୍ଷେତ୍ର"
সিস্টেম পুনঃসূচনা,ସିଷ୍ଟମ୍ ପୁନ rest ଆରମ୍ଭ |
পদ্ধতির দ্বারস্থ,ସିଷ୍ଟମ୍ ପେକ୍ସ
সিস্টেম ডিজাইন,ସିଷ୍ଟମ୍ ଡିଜାଇନ୍ |
সিস্টেম সুরক্ষা,ସିଷ୍ଟମ୍ ସୁରକ୍ଷା
সিস্টেম প্রবাহ চার্ট,ସିଷ୍ଟମ୍ ଫ୍ଲାଇଙ୍ଗ୍ ଚାର୍ଟ |
সিস্টেম জেনারেশন,ତନ୍ତ୍ରଗୁଡ଼ିକ
সিস্টেম শাটডাউন,ସିଷ୍ଟମ୍ ବନ୍ଦ
সিস্টেম সিমুলেশন,ସିଷ୍ଟମ୍ ଅନୁକରଣ
সিস্টেম ধীর গতিতে,ସିଷ୍ଟମ୍ ମନ୍ଥର ହୋଇଯାଏ |
অস্ত্রোপচার,ସିଷ୍ଟମ୍ ସଫ୍ଟୱେର୍ |
"পদ্ধতি
 স্পেসিফিকেশন","ସିଷ୍ଟମ୍
 ନିର୍ଦ୍ଦିଷ୍ଟକରଣ"
সিস্টেম প্রোগ্রাম,ସିଷ୍ଟମ୍ ପ୍ରୋଗ୍ରାମ୍ |
"সিস্টেম
 প্রোগ্রামার","ସିଷ୍ଟମ୍
 ପ୍ରୋଗ୍ରାମର"
"সিস্টেম
 প্রোগ্রামিং","ସିଷ୍ଟମ୍
 ପ୍ରୋଗ୍ରାମିଂ"
