Assamese,Kannada
নিৰ্দিষ্ট মাধ্যাকৰ্ষণ,ವಿಶಿಷ್ಟ ಗುರುತ್ವ
বৰ্ণালী মেপিং উপপাদ্য,ಸ್ಪೆಕ್ಟ್ರಲ್ ಮ್ಯಾಪಿಂಗ್ ಪ್ರಮೇಯ
এটা ফলনৰ বৰ্ণালী,ಕಾರ್ಯದ ಸ್ಪೆಕ್ಟ್ರಮ್
গোলক,ಗೋಳ
গোলাকাৰ স্থানাংক ব্যৱস্থা,ಗೋಳಾಕಾರದ ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ
গোলাকাৰ মেৰু স্থানাংক,ಗೋಳಾಕಾರದ ಧ್ರುವ ನಿರ್ದೇಶಾಂಕ
গোলাকাৰ ত্ৰিভুজ,ಗೋಳಾಕಾರದ ತ್ರಿಕೋನ
গোলাকাৰ ত্ৰিকোণমিতি,ಗೋಲಾಕಾರದ ತ್ರಿಕೋನಮಿತಿ
সৰ্পিল,ಸುರುಳಿಯಾಕಾರದ
বৰ্গ,ಚೌಕ
বৰ্গক্ষেত্ৰৰ বন্ধনী,ಚೌಕ ಆವರಣ
বৰ্গ ইন্টিগ্ৰেবল,ಚೌಕ ಇಂಟಿಗ್ರೇಬಲ್
বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স,ಚದರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বৰ্গমূল,ವರ್ಗ ಮೂಲ
নমুনা সংগ্ৰহৰ পৰ্যায়,ಮಾದರಿಯ ಹಂತ
চিৰিৰ কাৰ্য্য,ಮೆಟ್ಟಿಲುಗಳ ಕಾರ್ಯ
মানক বিচ্যুতি,ಪ್ರಮಾಣಿತ ವಿಚಲನ
মানক ভিতৰৰ উৎপাদন,ಪ್ರಮಾಣಿತ ಆಂತರಿಕ ಉತ್ಪನ್ನ
ভাৰসাম্যৰ অৱস্থা,ಸಮತೋಲನ ಸ್ಥಿತಿ
স্থবিৰ বক্ৰ,ಸ್ಥಾಯಿ ವಕ್ರರೇಖೆ
স্থবিৰ বিন্দু,ಸ್ಥಾಯಿ ಬಿಂದು
স্থবিৰ মান,ಸ್ಥಾಯಿ ಮೌಲ್ಯ
পৰিসংখ্যা,ಅಂಕಿಅಂಶ
পৰিসংখ্যাগত,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ
পৰিসংখ্যাগত তথ্য,ಅಂಕಿಅಂಶಗಳ ಡೇಟಾ
পৰিসংখ্যাগত বিতৰণ,ಅಂಕಿಅಂಶಗಳ ವಿತರಣೆ
পৰিসংখ্যাগত অনুমান,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಕಲ್ಪನೆ
পৰিসংখ্যাগত অনুমান,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ತೀರ್ಮಾನ
পৰিসংখ্যাগত আৰ্হি,ಅಂಕಿಅಂಶ ಮಾದರಿ
পৰিসংখ্যাগত জনসংখ্যা,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಜನಸಂಖ್ಯೆ
পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಗುಣಮಟ್ಟದ ನಿಯಂತ್ರಣ
পৰিসংখ্যা,ಅಂಕಿಅಂಶಗಳು
স্থিৰ,ಸ್ಥಿರ
স্থিৰ অৱস্থাৰ সমাধান,ಸ್ಥಿರ ಸ್ಥಿತಿಯ ಪರಿಹಾರ
ঠেক আৰোহণ (এটা বক্ৰৰ),ಕಡಿದಾದ ಆರೋಹಣ (ವಕ್ರರೇಖೆಯ)
steepest আৰোহণ ডিজাইন,ಕಡಿದಾದ ಆರೋಹಣ ವಿನ್ಯಾಸ
ঠেকতম অৱতৰণ,ಕಡಿದಾದ ಇಳಿಜಾರು
ষ্টেপ ফাংচন,ಹಂತದ ಕಾರ್ಯ
ষ্টাৰলিং ছিৰিজ,ಸ್ಟಿರ್ಲಿಂಗ್ ಸರಣಿ
ষ্ট&#39;কেষ্টিক,ಅಸ್ಥಿರ
ষ্ট&#39;কেষ্টিক মেট্ৰিক্স,ಸ್ಟೊಕಾಸ್ಟಿಕ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ষ্ট&#39;কেষ্টিক মডেল,ಸ್ಥಾಪಿತ ಮಾದರಿ
ষ্ট&#39;কেষ্টিক প্ৰগ্ৰেমিং,ಸ್ಥಾಪಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ষ্ট&#39;কেষ্টিক ভেৰিয়েবল,ಸ್ಥಾಯಿ ವೇರಿಯಬಲ್
ষ্টকছৰ উপপাদ্য,ಸ್ಟೋಕ್ಸ್ ಪ್ರಮೇಯ
সৰলৰেখা,ಸರಳ ರೇಖೆ
স্তৰৰ লেখচিত্ৰ,ಸ್ತರ ಚಾರ್ಟ್
স্তৰবিন্যাস,ಶ್ರೇಣೀಕರಣ
স্তৰিত নমুনা সংগ্ৰহ,ಶ್ರೇಣೀಕೃತ ಮಾದರಿ
ষ্ট্ৰিম-লাইন,ಸ್ಟ್ರೀಮ್-ಲೈನ್
চাপ,ಒತ್ತಡ
কঠোৰভাৱে উত্তল ফলন,ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಪೀನ ಕಾರ್ಯ
কঠোৰভাৱে হ্ৰাস পাইছে,ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
কঠোৰভাৱে বৃদ্ধি পাইছে,ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಹೆಚ್ಚುತ್ತಿದೆ
কঠোৰভাৱে একস্বৰীয় কাৰ্য্য,ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಏಕತಾನತೆಯ ಕಾರ್ಯ
ছাত্ৰৰ পৰীক্ষা (ছাত্ৰৰ &quot;t&quot; পৰীক্ষা),ವಿದ್ಯಾರ್ಥಿಗಳ ಪರೀಕ್ಷೆ (ವಿದ್ಯಾರ್ಥಿಗಳ &quot;ಟಿ&quot; ಪರೀಕ್ಷೆ)
উপ-সংগ্ৰহ,ಉಪ ಸಂಗ್ರಹ
উপ নিৰ্ণায়ক,ಉಪ ನಿರ್ಣಾಯಕ
উপক্ষেত্ৰ,ಉಪಕ್ಷೇತ್ರ
উপগোট,ಉಪಗುಂಪು
উপ-ব্যৱধান,ಉಪ ಮಧ್ಯಂತರ
উপমেট্ৰিক্স,ಉಪಮಾತೃಕೆ
চাবস্ক্রিপ্ট,ಚಂದಾದಾರಿಕೆ
উপক্ৰম,ಅನುಕ್ರಮ
উপগোট,ಉಪವಿಭಾಗ
উপস্থান,ಉಪಸ್ಥಳ
প্ৰতিস্থাপন,ಪರ್ಯಾಯ
উপস্পৰ্শক,ಉಪಟ್ಯಾಂಜೆಂಟ್
subtend,ಉಪಟಳ
বিয়োগ কৰক,ಕಳೆಯಿರಿ
বিয়োগ কৰা,ವ್ಯವಕಲನ
ক্ৰমাগত,ಸತತ
ক্ৰমাগত পাৰ্থক্য,ಸತತ ವ್ಯತ್ಯಾಸ
ক্ৰমাগত সংহতি,ಸತತ ಏಕೀಕರಣ
উত্তৰাধিকাৰী,ಉತ್ತರಾಧಿಕಾರಿ
প্ৰত্যয়,ಪ್ರತ್ಯಯ
মুঠ,ಮೊತ್ತ
যোগফল ফলন,ಮೊತ್ತ ಕಾರ್ಯ
summable,ಸಂಕ್ಷೇಪಿಸಬಹುದಾದ
summand,ಸಾರಾಂಶ
যোগফল,ಸಂಕಲನ
ছামেচন কনভেনচন,ಸಂಕಲನ ಸಮಾವೇಶ
যোগফল সূত্ৰ,ಸಂಕಲನ ಸೂತ್ರ
শৃংখলাৰ যোগফল,ಸರಣಿಯ ಸಂಕಲನ
যোগফল চিহ্ন,ಸಂಕಲನ ಚಿಹ್ನೆ
অসীমলৈ যোগফল,ಮೊತ್ತಕ್ಕೆ ಅನಂತ
চুপাৰস্ক্রিপ্ট,ಮೇಲ್ಬರಹ
ছুপাৰছেট,ಸೂಪರ್ಸೆಟ್
ছুপাৰছনিক প্ৰবাহ,ಶಬ್ದಾತೀತ ಹರಿವು
পৰিপূৰক কোণ,ಪೂರಕ ಕೋನ
হাইপাৰপ্লেন সমৰ্থন কৰা,ಹೈಪರ್‌ಪ್ಲೇನ್ ಅನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ
কাৰ্য্যৰ সমৰ্থন,ಕಾರ್ಯದ ಬೆಂಬಲ
ধৰা হওক,ಊಹಿಸಿಕೊಳ್ಳಿ
সৰ্বোচ্চ,ಸರ್ವೋಚ್ಚ
surd,surd
পৃষ্ঠ,ಮೇಲ್ಮೈ
পৃষ্ঠভাগৰ ক্ষেত্ৰফল,ಮೇಲ್ಮೈ ಪ್ರದೇಶದ
পৃষ্ঠৰ অবিচ্ছেদ্য,ಮೇಲ್ಮೈ ಅವಿಭಾಜ್ಯ
ছাৰ্জেকচন,ಸರ್ಜೆಕ್ಷನ್
surjective,ಸಜೆಕ್ಟಿವ್
surjective মানচিত্ৰ,ಸರ್ಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
চিহ্ন,ಚಿಹ್ನೆ
প্ৰতীকী যুক্তি,ಸಾಂಕೇತಿಕ ತರ್ಕ
প্ৰতীকী আৰ্হি,ಸಾಂಕೇತಿಕ ಮಾದರಿ
প্ৰতিসম,ಸಮ್ಮಿತೀಯ
প্ৰতিসম,ಸಮ್ಮಿತೀಯ
প্ৰতিসম নিৰ্ণায়ক,ಸಮ್ಮಿತೀಯ ನಿರ್ಣಾಯಕ
প্ৰতিসম পাৰ্থক্য,ಸಮ್ಮಿತೀಯ ವ್ಯತ್ಯಾಸ
প্ৰতিসম মেট্ৰিক্স,ಸಮ್ಮಿತೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ব্যৱস্থা বিশ্লেষণ,ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ
পদ্ধতিগত নমুনা সংগ্ৰহ কৰা,ವ್ಯವಸ್ಥಿತ ಮಾದರಿ
মেজ,ಟೇಬಲ್
tableau,ಕೋಷ್ಟಕ
অখণ্ডৰ টেবুল,ಅವಿಭಾಜ್ಯಗಳ ಕೋಷ್ಟಕ
টেবুলাৰ,ಕೋಷ್ಟಕ
টেবুলাৰ ৰূপ,ಕೋಷ್ಟಕ ರೂಪ
টেবুলাৰ লগাৰিদম,ಕೋಷ್ಟಕ ಲಾಗರಿಥಮ್
টেবুলত লিখা,ಕೋಷ್ಟಕ
টেবুল কৰা মান,ಕೋಷ್ಟಕ ಮೌಲ್ಯ
টেবুলেচন,ಕೋಷ್ಟಕ
টেবুলেটৰ,ಕೋಷ್ಟಕ
নেজ,ಬಾಲ
ঠেংৰ অঞ্চল (বিতৰণৰ),ಬಾಲ ಪ್ರದೇಶ (ವಿತರಣೆ)
স্পৰ্শকতা,ಸ್ಪರ್ಶಕತೆ
স্পৰ্শক,ಸ್ಪರ್ಶಕ
স্পৰ্শক হাইপাৰপ্লেন,ಸ್ಪರ್ಶಕ ಹೈಪರ್‌ಪ್ಲೇನ್
স্পৰ্শকীয়,ಸ್ಪರ್ಶಕ
স্পৰ্শক উপাদান,ಸ್ಪರ್ಶಕ ಘಟಕ
স্পৰ্শক অংশ,ಸ್ಪರ್ಶಕ ವಿಭಾಗ
স্পৰ্শক ৰেখা,ಸ್ಪರ್ಶ ರೇಖೆ
স্পৰ্শক সমতল,ಸ್ಪರ್ಶಕ ವಿಮಾನ
স্পৰ্শক স্থান,ಸ್ಪರ್ಶಕ ಜಾಗ
টেপ পাঞ্চ,ಟೇಪ್ ಪಂಚ್
টেপ ৰিডাৰ,ಟೇಪ್ ರೀಡರ್
টাউবেৰিয়ান উপপাদ্য,ಟೌಬೆರಿಯನ್ ಪ್ರಮೇಯ
টেইলৰৰ উপপাদ্য,ಟೇಲರ್ ಪ್ರಮೇಯ
ট্চেবিচেভ মেট্ৰিক,ಚೆಬಿಚೆವ್ ಮೆಟ್ರಿಕ್
t-বিতৰণ,ಟಿ-ವಿತರಣೆ
টেলিস্কোপিক শৃংখলা,ದೂರದರ್ಶಕ ಸರಣಿ
টেম্প&#39;ৰেল স্থানাংক,ತಾತ್ಕಾಲಿಕ ನಿರ್ದೇಶಾಂಕಗಳು
লৌকিক সম্পৰ্ক,ತಾತ್ಕಾಲಿಕ ಸಂಬಂಧ
টেম্প&#39;ৰেল ভেৰিয়েবল,ತಾತ್ಕಾಲಿಕ ವೇರಿಯಬಲ್
টান শক্তি,ಕರ್ಷಕ ಶಕ್ತಿ
টেনছৰ,ಟೆನ್ಸರ್
টেনছৰ বিশ্লেষণ,ಟೆನ್ಸರ್ ವಿಶ್ಲೇಷಣೆ
টেনছৰ উৎপাদন,ಟೆನ್ಸರ್ ಉತ್ಪನ್ನ
আংশিক প্ৰস্তুতি,ತಾತ್ಕಾಲಿಕ ಸೂತ್ರೀಕರಣ
কাল,ಅವಧಿ
টাৰ্মিনেল অৱস্থা,ಟರ್ಮಿನಲ್ ಸ್ಥಿತಿ
টাৰ্মিনেল বেগ ডাইভ,ಟರ್ಮಿನಲ್ ವೇಗ ಡೈವ್
দশমিক সমাপ্ত কৰা,ಕೊನೆಗೊಳ್ಳುವ ದಶಮಾಂಶ
টাৰ্ম মূল্যসমূহ,ಪದ ಮೌಲ್ಯಗಳು
টাৰ্মৱাইজ পাৰ্থক্য,ಅವಧಿಯ ವ್ಯತ್ಯಾಸ
টাৰ্মৱাইজ সংহতি,ಅವಧಿಯ ಏಕೀಕರಣ
ternary,ತ್ರಯಾತ್ಮಕ
পৰীক্ষা,ಪರೀಕ್ಷೆ
ভ্যাৰিয়েন্সৰ একাকাৰীতাৰ বাবে পৰীক্ষা কৰা,ವ್ಯತ್ಯಾಸಗಳ ಏಕರೂಪತೆಯ ಪರೀಕ್ಷೆ
পৰীক্ষা কাৰ্য্য,ಪರೀಕ್ಷಾ ಕಾರ್ಯ
অনুমানৰ পৰীক্ষা,ಊಹೆಯ ಪರೀಕ್ಷೆ
তাৎপৰ্য্যৰ পৰীক্ষা,ಮಹತ್ವದ ಪರೀಕ್ಷೆ
পৰীক্ষাৰ পৰিসংখ্যা,ಪರೀಕ್ಷಾ ಅಂಕಿಅಂಶಗಳು
চতুৰ্ভুজ,ಟೆಟ್ರಾಹೆಡ್ರಲ್
চতুৰ্ভুজ কোণ,ಟೆಟ್ರಾಹೆಡ್ರಲ್ ಕೋನ
টেট্ৰাহেড্ৰন,ಟೆಟ್ರಾಹೆಡ್ರಾನ್
উপপাদ্য,ಪ್ರಮೇಯ
অৱশিষ্টৰ উপপাদ্য,ಅವಶೇಷಗಳ ಪ್ರಮೇಯ
তাত্ত্বিক চাহিদাৰ ফলন,ಸೈದ್ಧಾಂತಿಕ ಬೇಡಿಕೆ ಕಾರ್ಯ
তাত্ত্বিক বিচ্ছিন্ন বিতৰণ,ಸೈದ್ಧಾಂತಿಕ ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
তাত্ত্বিক ভুল,ಸೈದ್ಧಾಂತಿಕ ದೋಷ
তাত্ত্বিক ফিট,ಸೈದ್ಧಾಂತಿಕ ಹೊಂದಾಣಿಕೆ
তাত্ত্বিক প্ৰণয়ন,ಸೈದ್ಧಾಂತಿಕ ಸೂತ್ರೀಕರಣ
তাত্ত্বিক কম্পাঙ্ক,ಸೈದ್ಧಾಂತಿಕ ಆವರ್ತನ
তাত্ত্বিকভাৱে,ಸೈದ್ಧಾಂತಿಕವಾಗಿ
তাত্ত্বিক আৰ্হি,ಸೈದ್ಧಾಂತಿಕ ಮಾದರಿ
তাত্ত্বিক চিকিৎসা,ಸೈದ್ಧಾಂತಿಕ ಚಿಕಿತ್ಸೆ
সমীকৰণৰ তত্ত্ব,ಸಮೀಕರಣಗಳ ಸಿದ್ಧಾಂತ
ভুলৰ তত্ত্ব,ದೋಷಗಳ ಸಿದ್ಧಾಂತ
অনুমানৰ তত্ত্ব,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
ফলনৰ তত্ত্ব,ಕಾರ್ಯಗಳ ಸಿದ್ಧಾಂತ
খেলৰ তত্ত্ব,ಆಟಗಳ ಸಿದ್ಧಾಂತ
মহাকৰ্ষণ তত্ত্ব,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಸಿದ್ಧಾಂತ
তথ্যৰ তত্ত্ব,ಮಾಹಿತಿಯ ಸಿದ್ಧಾಂತ
প্ৰতিস্থাপনৰ তত্ত্ব (= বিফলতাৰ তত্ত্ব),ಬದಲಿ ಸಿದ್ಧಾಂತ (= ವೈಫಲ್ಯದ ಸಿದ್ಧಾಂತ)
সমষ্টিৰ তত্ত্ব,ಸೆಟ್ಗಳ ಸಿದ್ಧಾಂತ
&#39;ৱেইটিং লাইন&#39;ৰ তত্ত্ব(= queuing theory),ಕಾಯುವ ರೇಖೆಗಳ ಸಿದ್ಧಾಂತ (= ಕ್ಯೂಯಿಂಗ್ ಸಿದ್ಧಾಂತ)
তৰংগ তত্ত্ব,ಅಲೆಗಳ ಸಿದ್ಧಾಂತ
তাপগতিবিদ্যা,ಥರ್ಮೋಡೈನಾಮಿಕ್
এটা স্ক্ৰুৰ সূতা,ಸ್ಕ್ರೂನ ದಾರ
ত্ৰিমাত্ৰিক,ಮೂರು ಆಯಾಮದ
ত্ৰিমাত্ৰিক ভেক্টৰ বিশ্লেষণ,ಮೂರು ಆಯಾಮದ ವೆಕ್ಟರ್ ವಿಶ್ಲೇಷಣೆ
ত্ৰিমুখী শ্ৰেণীবিভাজন,ಮೂರು-ಮಾರ್ಗದ ವರ್ಗೀಕರಣ
দলিওৱা,ಎಸೆಯಿರಿ
থ্ৰাষ্ট,ಒತ್ತಡ
সময়,ಸಮಯ
সময় অক্ষ,ಸಮಯದ ಅಕ್ಷ
সময়ৰ ওপৰত নিৰ্ভৰশীলতা,ಸಮಯದ ಅವಲಂಬನೆ
সময়-নিৰ্ভৰশীল গঠনমূলক সমীকৰণ,ಸಮಯ-ಅವಲಂಬಿತ ರಚನಾತ್ಮಕ ಸಮೀಕರಣ
সময়-নিৰ্ভৰশীল প্ৰক্ৰিয়া,ಸಮಯ-ಅವಲಂಬಿತ ಪ್ರಕ್ರಿಯೆ
সময়-স্বাধীন শব্দ,ಸಮಯ-ಸ್ವತಂತ್ರ ಪದ
সময়ৰ ব্যৱধান,ಸಮಯದ ಮಧ್ಯಂತರ
সময় শৃংখলা,ಸಮಯ ಸರಣಿ
সময় শৃংখলা বিশ্লেষণ,ಸಮಯ ಸರಣಿ ವಿಶ್ಲೇಷಣೆ
সময় শৃংখলাৰ তথ্য,ಸಮಯ ಸರಣಿ ಡೇಟಾ
সময় ভাগ-বতৰা কৰা ব্যৱস্থা,ಸಮಯ ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ
সহনশীলতা,ಸಹಿಷ್ಣುತೆ
সহনশীলতাৰ ব্যৱধান,ಸಹಿಷ್ಣುತೆಯ ಮಧ್ಯಂತರ
সহনশীলতাৰ স্তৰ,ಸಹಿಷ್ಣುತೆಯ ಮಟ್ಟ
সহনশীলতাৰ সীমা,ಸಹಿಷ್ಣುತೆಯ ಮಿತಿ
টপোলজিকেল,ಸ್ಥಳಶಾಸ್ತ್ರೀಯ
টপোলজিকেল ডুৱেল,ಸ್ಥಳಶಾಸ್ತ್ರದ ದ್ವಂದ್ವ
টপোলজিকেল গোট,ಸ್ಥಳಶಾಸ್ತ್ರದ ಗುಂಪು
টপোলজিকেল সমৰূপতা,ಸ್ಥಳಶಾಸ್ತ್ರದ ಐಸೋಮಾರ್ಫಿಸಮ್
টপোলজিকেল ৰৈখিক স্থান,ಸ್ಥಳಶಾಸ್ತ್ರದ ರೇಖೀಯ ಜಾಗ
টপোলজিকেলভাৱে,ಸ್ಥಳಶಾಸ್ತ್ರೀಯವಾಗಿ
টপোলজিকেল মেপিং,ಸ್ಥಳಶಾಸ್ತ್ರದ ಮ್ಯಾಪಿಂಗ್
টপোলজিকেল বৈশিষ্ট্য,ಸ್ಥಳಶಾಸ್ತ್ರದ ಆಸ್ತಿ
টপোলজিকেল স্থান,ಟೋಪೋಲಾಜಿಕಲ್ ಸ್ಪೇಸ್
টপোলজিকেল ভেক্টৰ স্থান,ಟೋಪೋಲಾಜಿಕಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
টপোলজি,ಸ್ಥಳಶಾಸ್ತ್ರ
টৰ্চন,ತಿರುಚುವಿಕೆ
torus,ಟೋರಸ್
মুঠ,ಒಟ್ಟು
মুঠ ব্যুৎপত্তি,ಒಟ್ಟು ಉತ್ಪನ್ನ
মুঠ পাৰ্থক্য,ಒಟ್ಟು ವ್ಯತ್ಯಾಸ
মুঠ অৱভেদ্য সমীকৰণ,ಒಟ್ಟು ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
মুঠ পৰিদৰ্শন,ಒಟ್ಟು ತಪಾಸಣೆ
সম্পূৰ্ণৰূপে সীমাবদ্ধ,ಸಂಪೂರ್ಣವಾಗಿ ಸೀಮಿತವಾಗಿದೆ
সম্পূৰ্ণৰূপে অৰ্ডাৰ কৰা চেট,ಸಂಪೂರ್ಣವಾಗಿ ಆದೇಶಿಸಿದ ಸೆಟ್
মুঠ অৰ্ডাৰ দিয়া,ಒಟ್ಟು ಆದೇಶ
দাগ,ಜಾಡಿನ
মেট্ৰিক্সৰ ট্ৰেচ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಜಾಡಿನ
ট্ৰেচিং,ಪತ್ತೆ ಹಚ್ಚುವುದು
ট্ৰেড অফ ফাংচন,ವಹಿವಾಟು ಕಾರ್ಯ
ট্ৰেজেক্টৰী,ಪಥವನ್ನು
অতিক্ৰমণীয়,ಅತೀಂದ್ರಿಯ
অতিক্ৰমণীয় সমীকৰণ,ಅತೀಂದ್ರಿಯ ಸಮೀಕರಣ
অতিক্ৰমণীয় কাৰ্য্য,ಅತೀಂದ್ರಿಯ ಕಾರ್ಯ
অতিক্ৰমণীয় সংখ্যা,ಅತೀಂದ್ರಿಯ ಸಂಖ್ಯೆ
বদলিকৰ,ವರ್ಗಾವಣೆ
স্থানান্তৰ কাৰ্য্য,ವರ್ಗಾವಣೆ ಕಾರ್ಯ
ট্ৰেন্সফিনিট ইণ্ডাকচন,ಟ್ರಾನ್ಸ್ಫಿನೈಟ್ ಇಂಡಕ್ಷನ್
ট্ৰেন্সফিনিট সংখ্যা,ಅನಿಯಮಿತ ಸಂಖ್ಯೆ
ৰূপান্তৰ,ರೂಪಾಂತರ
ৰূপান্তৰ সূত্ৰ,ರೂಪಾಂತರ ಸೂತ್ರ
ৰূপান্তৰ মেট্ৰিক্স,ರೂಪಾಂತರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্থানাংকৰ ৰূপান্তৰ,ನಿರ್ದೇಶಾಂಕಗಳ ರೂಪಾಂತರ
ৰূপান্তৰিত ফলন,ರೂಪಾಂತರಗೊಂಡ ಕಾರ್ಯ
ৰূপান্তৰিত মেট্ৰিক্স,ರೂಪಾಂತರಗೊಂಡ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ট্ৰেন্সশ্বিপমেণ্টৰ সমস্যা,ಟ್ರಾನ್ಸ್ಶಿಪ್ಮೆಂಟ್ ಸಮಸ್ಯೆ
ক্ষণস্থায়ী আচৰণ,ಅಸ್ಥಿರ ನಡವಳಿಕೆ
ক্ষণস্থায়ী সমাধান,ಕ್ಷಣಿಕ ಪರಿಹಾರ
স্থানান্তৰ,ಪರಿವರ್ತನೆ
ট্ৰেঞ্জিচন মেট্ৰিক্স,ಪರಿವರ್ತನೆ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ট্ৰেন্সিটিভ,ಸಕರ್ಮಕ
ট্ৰেন্সিটিভ ল&#39;,ಸಂಕ್ರಮಣ ಕಾನೂನು
ক্ৰিয়াশীল সম্পৰ্ক,ಸಂಕ್ರಮಣ ಸಂಬಂಧ
ট্ৰেন্সজিটিভিটি,ಟ್ರಾನ್ಸಿಟಿವಿಟಿ
ট্ৰেন্সিটিভিটি ছেট,ಟ್ರಾನ್ಸಿಟಿವಿಟಿ ಸೆಟ್
অনুবাদ,ಅನುವಾದ
পৰিবহণ খৰচ,ಸಾರಿಗೆ ವೆಚ್ಚ
পৰিবহণৰ সমস্যা,ಸಾರಿಗೆ ಸಮಸ್ಯೆ
পৰিবহণৰ সময়,ಸಾರಿಗೆ ಸಮಯ
পৰিবহণ সমীকৰণ,ಸಾರಿಗೆ ಸಮೀಕರಣ
ট্ৰেন্সপ&#39;জ কৰা মেট্ৰিক্স,ವರ್ಗಾವಣೆಗೊಂಡ ಮ್ಯಾಟ್ರಿಕ್ಸ್
এটা মেট্ৰিক্সৰ ট্ৰেন্সপ&#39;জ কৰা,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಅನ್ನು ವರ್ಗಾಯಿಸಿ
ট্ৰেন্সপজিচন,ಸ್ಥಳಾಂತರ
ট্ৰেন্সভাৰ্চেলিটি,ಅಡ್ಡಹಾಯುವಿಕೆ
ট্ৰেন্সভাৰ্চেলিটি অৱস্থা,ಅಡ್ಡಾದಿಡ್ಡಿ ಸ್ಥಿತಿ
অনুপ্ৰস্থ,ಅಡ್ಡಾದಿಡ್ಡಿ
অনুপ্ৰস্থ গতি,ಅಡ್ಡ ಚಲನೆ
ট্ৰেপেজিয়াম,ಟ್ರೆಪೆಜಿಯಮ್
ট্ৰেপেজ&#39;ইড,ಟ್ರೆಪೆಜಾಯಿಡ್
ট্ৰেপেজ&#39;ইডাল প্ৰিজম,ಟ್ರೆಪೆಜೋಡಲ್ ಪ್ರಿಸ್ಮ್
উপচাৰ,ಚಿಕಿತ್ಸೆ
গছৰ ডায়েগ্ৰাম,ಮರದ ರೇಖಾಚಿತ್ರ
প্ৰচলিত এক নতুন ধাৰা,ಪ್ರವೃತ್ತಿ
ট্ৰেণ্ড লাইন,ಟ್ರೆಂಡ್ ಲೈನ್
ট্ৰেণ্ড মূল্য,ಪ್ರವೃತ್ತಿ ಮೌಲ್ಯ
triadic,ತ್ರಿಕೋನ
পৰীক্ষণ,ವಿಚಾರಣೆ
ট্ৰাইল ফাংচন,ಪ್ರಯೋಗ ಕಾರ್ಯ
ত্ৰিভুজ,ತ್ರಿಕೋನ
ত্ৰিভুজ বৈষম্য,ತ್ರಿಕೋನ ಅಸಮಾನತೆ
বেগৰ ত্ৰিভুজ,ವೇಗದ ತ್ರಿಕೋನ
ত্ৰিভুজ চিহ্ন,ತ್ರಿಕೋನ ಚಿಹ್ನೆ
ত্ৰিভুজ ব্যৱস্থা,ತ್ರಿಕೋನ ವ್ಯವಸ್ಥೆ
ত্ৰিকোণীয়তা,ತ್ರಿಕೋನತ್ವ
ত্ৰিকোণীয়,ತ್ರಿಕೋನಾಕಾರದ
ত্ৰিকোণীয় মেট্ৰিক্স,ತ್ರಿಕೋನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ত্ৰিকোণীয়কৰণ,ತ್ರಿಕೋನ
ট্ৰাইকটমী,ಟ್ರೈಕೋಟಮಿ
ত্ৰিভুজ,ತ್ರಿಕರ್ಣೀಯ
ত্ৰিকোণমিতিক,ತ್ರಿಕೋನಮಿತೀಯ
ত্ৰিকোণমিতিক বক্ৰ,ತ್ರಿಕೋನಮಿತೀಯ ವಕ್ರರೇಖೆ
ত্ৰিকোণমিতিক সমীকৰণ,ತ್ರಿಕೋನಮಿತೀಯ ಸಮೀಕರಣ
ত্ৰিকোণমিতিক ফলন,ತ್ರಿಕೋನಮಿತಿಯ ಕಾರ್ಯ
ত্ৰিকোণমিতিক পৰিচয়,ತ್ರಿಕೋನಮಿತಿಯ ಗುರುತು
