Punjabi,Odiya
ਪ੍ਰੋਗਰਾਮ ਨਕਦ,ପ୍ରୋଗ୍ରାମ ନଗଦ
ਪ੍ਰੋਗਰਾਮ ਡੀਬੱਗਿੰਗ,ପ୍ରୋଗ୍ରାମ୍ ତ୍ରୁଟି ନିବାରଣ |
ਪ੍ਰੋਗਰਾਮ ਡਿਜ਼ਾਈਨ,ପ୍ରୋଗ୍ରାମ ଡିଜାଇନ୍
ਪ੍ਰੋਗਰਾਮ ਮੁਲਾਂਕਣ ਅਤੇ ਸਮੀਖਿਆ ਤਕਨੀਕ (PERT),ପ୍ରୋଗ୍ରାମ ମୂଲ୍ୟାଙ୍କନ ଏବଂ ସମୀକ୍ଷା କ techni ଶଳ (PERT)
ਪ੍ਰੋਗਰਾਮ ਰੁਕਣਾ,ପ୍ରୋଗ୍ରାମ୍ ବନ୍ଦ |
ਪ੍ਰੋਗਰਾਮ ਲਾਇਬ੍ਰੇਰੀ,ପ୍ରୋଗ୍ରାମ୍ ଲାଇବ୍ରେରୀ |
ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਚਲਾਉਣ,ପ୍ରୋଗ୍ରାମ୍ ଚଲାନ୍ତୁ |
ਪ੍ਰੋਗਰਾਮਰ,ପ୍ରୋଗ୍ରାମର୍
ਪ੍ਰੋਲੋਗ,ପ୍ରୋଲୋଜ୍
ਪ੍ਰੋਮ,PROM
ਪ੍ਰਸਾਰ,ପ୍ରଚାର
ਪ੍ਰਸਤਾਵ,ପ୍ରସ୍ତାବ
ਸੁਰੱਖਿਅਤ ਕੁੰਜੀ,ସୁରକ୍ଷିତ ଚାବି |
ਸੁਰੱਖਿਆ,ସୁରକ୍ଷା
ਪ੍ਰੋਟੋਕੋਲ,ପ୍ରୋଟୋକଲ୍
ਪ੍ਰੋਟੋਕੋਲ ਅਨੁਵਾਦ,ପ୍ରୋଟୋକଲ୍ ଅନୁବାଦ |
ਸੂਡੋ ਕੋਡ,ଛଉ କୋଡ୍ |
ਜਨਤਕ ਡਾਟਾ ਨੈੱਟਵਰਕ,ସର୍ବସାଧାରଣ ଡାଟା ନେଟୱାର୍କ |
ਜਨਤਕ ਡੋਮੇਨ,ସାର୍ବଜନୀନ ଡୋମେନ୍ |
ਜਨਤਕ ਕੁੰਜੀ ਇਨਕ੍ਰਿਪਟਿੰਗ,ସର୍ବସାଧାରଣ କି ଏନକ୍ରିପ୍ଟିଂ |
ਨਬਜ਼,ନାଡ
ਪਲਸ ਕੋਡ ਮੋਡੂਲੇਸ਼ਨ,ନାଡ କୋଡ୍ ମଡ୍ୟୁଲେସନ୍ |
ਪਲਸ ਡਿਜੀਟਲ ਮੋਡੂਲੇਸ਼ਨ (PDM),ନାଡ ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍ (PDM)
ਪਲਸ ਰੇਲਗੱਡੀ,ନାଡ ଟ୍ରେନ୍ |
ਵਿਰਾਮ ਚਿੰਨ੍ਹ,ବିରାମଚିହ୍ନ
ਧੱਕਾ,ଠେଲିବା
ਆਟੋਮੇਟਾ ਥੱਲੇ ਧੱਕੋ,ଅଟୋମେଟାକୁ ତଳକୁ ଠେଲିଦିଅ |
ਪੁਸ਼ਅੱਪ ਸੂਚੀ,ପୁସ୍ଅପ୍ ତାଲିକା |
ਕੁਆਡ ਘਣਤਾ,ଚତୁର୍ଥାଂଶ ଘନତା |
ਯੋਗਤਾ,ଯୋଗ୍ୟତା
ਕੁਆਂਟੀਫਾਇਰ,ପରିମାଣ
ਮਾਤਰਾ,ପରିମାଣ କରନ୍ତୁ |
ਕੁਆਂਟਾਇਜ਼ਰ,ପରିମାଣ
ਕੁਆਂਟਮ,କ୍ୱାଣ୍ଟମ୍ |
ਕੁਆਂਟਮ ਘੜੀ,କ୍ୱାଣ୍ଟମ୍ ଘଣ୍ଟା |
ਕੁਆਂਟਮ ਕੰਪਿਊਟਿੰਗ,କ୍ୱାଣ୍ଟମ୍ ଗଣନା
ਉਦਾਹਰਨ ਦੁਆਰਾ ਪੁੱਛਗਿੱਛ,ଉଦାହରଣ ଦ୍ୱାରା ପ୍ରଶ୍ନ
ਪੁੱਛਗਿੱਛ,ଜିଜ୍ଞାସା |
ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ,ଜିଜ୍ଞାସା ଭାଷା |
ਪੁੱਛਗਿੱਛ ਦੀ ਪ੍ਰਕਿਰਿਆ,ଜିଜ୍ଞାସା ପ୍ରକ୍ରିୟାକରଣ |
ਕਤਾਰ,ଧାଡି
ਕਤਾਰ ਪ੍ਰਬੰਧਨ,ଧାଡ଼ି ପରିଚାଳନା
ਕਤਾਰ ਰਜਿਸਟਰ,ଧାଡି ରେଜିଷ୍ଟର |
ਕਤਾਰਬੱਧ ਨੈੱਟਵਰਕ,ଧାଡି ନେଟୱାର୍କ |
ਕਤਾਰਬੱਧ ਥਿਊਰੀ,ଧାଡି ତତ୍ତ୍। |
ਤੇਜ਼ ਪਹੁੰਚ ਮੈਮੋਰੀ,ଶୀଘ୍ର ଆକସେସ୍ ମେମୋରୀ |
ਭਾਗ,Quotient
ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ (RFI),ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ବାଧା (RFI)
ਮੂਲ,ରେଡିକ୍ସ |
ਰੈਂਡਮ ਐਕਸੈਸ ਕੰਪਿਊਟਰ ਉਪਕਰਣ (RACE),ଅନିୟମିତ କମ୍ପ୍ୟୁଟର ଉପକରଣ (RACE)
ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (RAM),ରାଣ୍ଡମ ଆକ୍ସେସ୍ ମେମୋରୀ (RAM)
ਬੇਤਰਤੀਬ ਸਕੈਨ,ଅନିୟମିତ ସ୍କାନ୍ |
ਰਾਸਟਰ,ରାଷ୍ଟର |
ਰਾਸਟਰ ਸਕੈਨ,ରାଷ୍ଟର ସ୍କାନ୍ |
ਮੁੜ ਇੰਜੀਨੀਅਰਿੰਗ,ପୁନ engineering ଇଞ୍ଜିନିୟରିଂ
ਮੁੜ ਵਾਧਾ,ପୁନ lar ବୃଦ୍ଧି
ਪਹੁੰਚਯੋਗਤਾ,ପହଞ୍ଚିବା |
ਪੜ੍ਹੋ,ପ .଼ନ୍ତୁ |
ਸਿਰ ਪੜ੍ਹੋ,ମୁଣ୍ଡ ପ read ଼ନ୍ତୁ |
ਸਿਰਫ ਪੜ੍ਹਨ ਲਈ,କେବଳ ପଢ
ਸਿਰਫ ਮੈਮੋਰੀ ਪੜ੍ਹੋ,କେବଳ ସ୍ମୃତି ପ read ଼ନ୍ତୁ |
ਪੜ੍ਹੋ ਲਿਖਣ ਦਾ ਸਿਰ,ଲେଖା ମୁଣ୍ଡ ପ read ଼ |
ਪੜ੍ਹਨ/ਲਿਖਣ ਦਾ ਚੱਕਰ,ପ read ଼ିବା / ଲେଖିବା ଚକ୍ର |
ਪੜ੍ਹੋ/ਲਿਖੋ ਸਿਰ,ମୁଣ୍ଡ ପ read / ଲେଖ
ਪੜ੍ਹੋ/ਲਿਖੋ,ପ / / ଲେଖ
ਪਾਠਕ,ପାଠକ
ਪੜ੍ਹਨਾ,ପ reading ିବା
ਪੜ੍ਹੋ,ପ read ଼ିବା
ਅਸਲੀ,ବାସ୍ତବ
ਰੀਅਲ ਟਾਈਮ ਪ੍ਰੋਸੈਸਿੰਗ,ପ୍ରକୃତ ସମୟ ପ୍ରକ୍ରିୟାକରଣ |
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ଗ୍ରହଣକାରୀ
ਮਾਨਤਾ ਤਰਕ,ସ୍ୱୀକୃତି ତର୍କ
ਦੁਬਾਰਾ ਕੰਪਾਇਲ ਕਰੋ,ପୁନ omp ସଂଯୋଗ କରନ୍ତୁ |
ਰਿਕਾਰਡ,ରେକର୍ଡ କରନ୍ତୁ |
ਰਿਕਾਰਡਿੰਗ ਸਿਰ,ରେକର୍ଡିଂ ହେଡ୍ |
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ ਗਲਤੀ,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ତ୍ରୁଟି |
ਰਿਕਵਰੀ,ପୁନରୁଦ୍ଧାର
ਰੀਕਰਸਿਮ ਥਿਊਰਮ,ପୁନରାବୃତ୍ତି ଥିଓରେମ୍ |
ਦੁਹਰਾਓ,ପୁନରାବୃତ୍ତି |
ਆਵਰਤੀ ਫੰਕਸ਼ਨ,ପୁନରାବୃତ୍ତି କାର୍ଯ୍ୟ
ਘਟਾਇਆ ਗਿਆ ਨਿਰਦੇਸ਼ ਸੈੱਟ ਕੰਪਿਊਟਰ (RISC),ହ୍ରାସ ନିର୍ଦ୍ଦେଶ ସେଟ୍ କମ୍ପ୍ୟୁଟର (RISC)
ਰਿਡੰਡੈਂਸੀ,ଅନାବଶ୍ୟକତା |
ਸੁਤੰਤਰ ਡਿਸਕਾਂ ਦੀ ਬੇਲੋੜੀ ਐਰੇ (RAID),ସ୍ independent ାଧୀନ ଡିସ୍କଗୁଡ଼ିକର ଅନାବଶ୍ୟକ ଆରେ (RAID)
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲਾ,ପୁନ - ପ୍ରବେଶକାରୀ |
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕੋਡ,ପୁନ ent- ପ୍ରବେଶ ସଂକେତ |
ਹਵਾਲਾ,ସନ୍ଦର୍ଭ
ਹਵਾਲਾ ਇਕਸਾਰਤਾ,ରେଫରେନ୍ସ ଅଖଣ୍ଡତା |
ਪ੍ਰਤੀਬਿੰਬ,ପ୍ରତିଫଳନ
ਪ੍ਰਤੀਬਿੰਬ,ପ୍ରତିଫଳନ
ਅਪਵਰਤਨ,ପ୍ରତିଫଳନ
ਤਾਜ਼ਾ ਕਰੋ,ସତେଜ କରନ୍ତୁ |
ਪੁਨਰਜਨਮ,ପୁନର୍ଜନ୍ମ
ਰਜਿਸਟਰ,ପଞ୍ଜିକରଣ କର |
ਨਿਯਮਤ ਵਿਆਕਰਣ,ନିୟମିତ ବ୍ୟାକରଣ
ਸਬੰਧ,ସମ୍ପର୍କ
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ,ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ |
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (RDBMS),ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ ପରିଚାଳନା ବ୍ୟବସ୍ଥା (RDBMS)
ਰਿਲੇਸ਼ਨਲ ਮਾਡਲ,ସମ୍ବନ୍ଧୀୟ ମଡେଲ୍ |
ਰਿਸ਼ਤੇਦਾਰ,ସମ୍ପର୍କୀୟ
ਰਿਸ਼ਤੇਦਾਰ ਸੰਬੋਧਨ,ସମ୍ପର୍କୀୟ ଠିକଣା
ਰੀਲੇਅ,ରିଲେ
ਭਰੋਸੇਯੋਗਤਾ ਮਾਡਲਿੰਗ,ନିର୍ଭରଯୋଗ୍ୟତା ମଡେଲିଂ |
ਭਰੋਸੇਯੋਗ,ନିର୍ଭରଯୋଗ୍ୟ
ਰੀਲੋਕੇਟੇਬਲ ਕੋਡ,ସ୍ଥାନାନ୍ତରିତ କୋଡ୍ |
ਰਿਮੋਟ,ସୁଦୂର
ਰਿਮੋਟ ਹੋਸਟ,ସୁଦୂର ହୋଷ୍ଟ
ਰਿਮੋਟ ਨੌਕਰੀ ਦਾਖਲਾ,ସୁଦୂର ଚାକିରି ପ୍ରବେଶ
ਰਿਮੋਟ ਲਾਗ-ਇਨ,ସୁଦୂର ଲଗ୍ ଇନ୍ |
ਰਿਮੋਟ ਪ੍ਰਕਿਰਿਆ ਕਾਲ (RPC),ସୁଦୂର ପ୍ରଣାଳୀ କଲ୍ (RPC)
ਰਿਮੋਟ ਸੈਂਸਿੰਗ,ରିମୋଟ ସେନ୍ସିଂ |
ਨਾਮ ਬਦਲੋ,ନାମ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
ਪੇਸ਼ਕਾਰੀ,ରେଣ୍ଡରିଂ
ਰੀਪੀਟਰ,ପୁନରାବୃତ୍ତି |
ਜਵਾਬ,ଉତ୍ତର ଦିଅ
ਬੇਨਤੀ,ଅନୁରୋଧ
ਟਿੱਪਣੀਆਂ ਲਈ ਬੇਨਤੀ (RFC),ମନ୍ତବ୍ୟ ପାଇଁ ଅନୁରୋଧ (RFC)
ਬੇਨਤੀ/ਜਵਾਬ ਪ੍ਰੋਟੋਕੋਲ,ଅନୁରୋଧ / ଉତ୍ତର ପ୍ରୋଟୋକଲ୍ |
ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਮੁੜ ਚਲਾਓ,ପୁନର୍ବାର ପ୍ରୋଗ୍ରାମ୍
ਖੋਜ,ଅନୁସନ୍ଧାନ |
ਰੀਸੈਟ ਚੱਕਰ,ଚକ୍ର ପୁନ res ସେଟ୍ କରନ୍ତୁ |
ਨਿਵਾਸੀ,ବାସିନ୍ଦା
ਮਤਾ,ସଂକଳ୍ପ
ਸਰੋਤ,ଉତ୍ସଗୁଡ଼ିକ
ਜਵਾਬ ਦਾ ਸਮਾਂ,ପ୍ରତିକ୍ରିୟା ସମୟ
ਰੀਸਟਾਰਟ ਕਰੋ,ପୁନଃପ୍ରାରମ୍ଭ
ਰੀਸਟੋਰ ਕਰੋ,ପୁନରୁଦ୍ଧାର କରନ୍ତୁ |
ਰੀਟਰੇਸ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ |
ਰੀਟ੍ਰਾਂਸਮਿਸ਼ਨ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ,ପୁନରୁଦ୍ଧାର କରନ୍ତୁ
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,ପୁନ ry ଚେଷ୍ଟା କରନ୍ତୁ |
ਵਾਪਸੀ,ଫେରନ୍ତୁ
ਵਾਪਸੀ ਕੋਡ,ଫେରସ୍ତ କୋଡ୍
ਵਾਪਸੀ ਕੁੰਜੀ,ରିଟର୍ନ କୀ
ਮੁੜ ਵਰਤੋਂ ਯੋਗ ਕੋਡ,ପୁନ us ବ୍ୟବହାର ଯୋଗ୍ୟ କୋଡ୍ |
ਮੁੜ ਲਿਖਣਯੋਗ,ପୁନ r ଲିଖନଯୋଗ୍ୟ |
RGB ਮਾਨੀਟਰ,RGB ମନିଟର |
ਰਿਬਨ,ରିବନ୍
ਸਹੀ ਮੁੱਦਾ,ସଠିକ୍ ପ୍ରସଙ୍ଗ |
ਰੋਬੋਟ,ରୋବଟ୍ |
ਰੋਬੋਟਿਕਸ,ରୋବୋଟିକ୍ସ |
ਮਜ਼ਬੂਤ,ଦୃ ust
ਭੂਮਿਕਾ,ଭୂମିକା
ਵਾਪਸ ਰੋਲ,ପଛକୁ ଗଡ଼ |
ਵਿੱਚ ਰੋਲ,ଗଡ଼
ਵੇਲਨਾ,ଗଡ଼
ROM,ଆର.ଓ. ଏମ
ਰੂਟ,ମୂଳ
ਰੂਟ ਡਾਇਰੈਕਟਰੀ,ରୁଟ୍ ଡିରେକ୍ଟୋରୀ |
ਗਲਤੀ ਦਾ ਦੌਰ,ତ୍ରୁଟିର ରାଉଣ୍ଡ |
ਰਾਊਟਰ,ରାଉଟର
ਰੂਟਿੰਗ,ମାର୍ଗ
RS232C ਇੰਟਰਫੇਸ,RS232C ଇଣ୍ଟରଫେସ୍ |
RSA ਇਨਕ੍ਰਿਪਸ਼ਨ,RSA ଏନକ୍ରିପସନ୍ |
ਆਰ.ਟੀ.ਸੀ,RTC
ਲੰਬਾਈ ਇੰਕੋਡਿੰਗ ਚਲਾਓ,ଦ length ର୍ଘ୍ୟ ଏନକୋଡିଂ ଚଲାନ୍ତୁ |
ਚਲਾਉਣ ਦਾ ਸਮਾਂ,ଚଲାଇବା ସମୟ |
ਰੰਨਟਾਈਮ ਗਲਤੀ,ସମୟ ତ୍ରୁଟି ଚଲାନ୍ତୁ |
ਨਮੂਨਾ,ନମୁନା |
ਨਮੂਨਾ,ନମୁନା ସଂଗ୍ରହ
ਸੈਟੇਲਾਈਟ,ସାଟେଲାଇଟ୍
ਸੰਤ੍ਰਿਪਤ,ତୃପ୍ତି
ਸੇਵ ਕਰੋ,ସଞ୍ଚୟ କରନ୍ତୁ |
ਸਕੇਲੇਬਿਲਟੀ,ମାପନୀୟତା
ਸਕੇਲਰ,ସ୍କାଲାର୍ |
ਸਕੈਨਿੰਗ,ସ୍କାନିଂ
ਦ੍ਰਿਸ਼,ଦୃଶ୍ୟ
ਸ਼ਡਿਊਲਰ,ଅନୁସୂଚୀତକାରୀ
ਸਕਰੀਨ ਚਿੱਤਰ ਪ੍ਰੋਜੈਕਟਰ,ସ୍କ୍ରିନ୍ ଇମେଜ୍ ପ୍ରୋଜେକ୍ଟର୍ |
ਸਕ੍ਰਿਪਟ,ସ୍କ୍ରିପ୍ଟ
ਸਕ੍ਰਿਪਟਿੰਗ ਭਾਸ਼ਾ,ସ୍କ୍ରିପ୍ଟିଂ ଭାଷା |
ਸਕ੍ਰੋਲਿੰਗ,ସ୍କ୍ରୋଲିଂ
SDLC (ਸਮਕਾਲੀ ਡਾਟਾ ਲਿੰਕ ਕੰਟਰੋਲ),SDLC (ସିଙ୍କ୍ରୋନସ୍ ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ)
ਖੋਜ,ସନ୍ଧାନ କର |
ਖੋਜ ਇੰਜਣ,ଖୋଜିବା ଯନ୍ତ୍ର
ਖੋਜ ਰੁੱਖ,ବୃକ୍ଷ ଖୋଜ |
ਖੋਜ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ,ଖୋଜୁଛି |
ਸੈਕੰਡਰੀ,ଦ୍ Secondary ିତୀୟ
ਸੈਕਟਰ,ସେକ୍ଟର
ਸੁਰੱਖਿਆ ਨੀਤੀ,ସୁରକ୍ଷା ନୀତି
ਸਮਾਂ ਭਾਲੋ,ସମୟ ଖୋଜ |
ਖੰਡ,ବିଭାଗ
ਵਿਭਾਜਨ,ବିଭାଗ
ਚੋਣ ਲੜੀ,ଚୟନ ପ୍ରକାର
ਆਪਣੇ ਆਪ ਵਿੱਚ ਸ਼ਾਮਲ,ଆତ୍ମ ଧାରଣ
ਅਰਥ ਵਿਗਿਆਨ,ସେମାଣ୍ଟିକ୍ସ |
ਸੈਮਾਫੋਰ,ସେମାଫୋର |
ਸੈਮੀਕੰਡਕਟਰ,ସେମିକଣ୍ଡକ୍ଟର |
ਅਰਥਵਾਦੀ ਵੈੱਬ,ସେମୋଣ୍ଟିକ୍ ୱେବ୍ |
ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ,କ୍ରମାଗତ ପ୍ରବେଶ ପଦ୍ଧତି |
ਸੀਰੀਅਲ,କ୍ରମିକ |
ਸੀਰੀਅਲਾਈਜ਼ਰ,କ୍ରମିକ
ਸਰਵਰ,ସର୍ଭର |
ਸਰਵਰ ਕਰੈਸ਼,ସର୍ଭର କ୍ରାସ୍ |
ਸਰਵਰ ਲਾਇਸੰਸ,ସର୍ଭର ଲାଇସେନ୍ସ |
ਸਰਵੋ ਗੁਣਕ,ସର୍ଭୋ ଗୁଣକ
ਸੈੱਟ ਕਰੋ,ସେଟ୍ କରନ୍ତୁ |
ਸੈੱਟ ਪੁਆਇੰਟ,ବିନ୍ଦୁ ସେଟ୍ କରନ୍ତୁ |
ਸਥਾਪਨਾ ਕਰਨਾ,ସେଟ୍ ଅପ୍ କରନ୍ତୁ |
ਛਾਂ,ଛାଇ
ਸ਼ੈਡਿੰਗ,ଛାୟା
ਸ਼ੈਡੋ,ଛାୟା |
ਸ਼ੇਅਰ ਫਾਇਲ,ଫାଇଲ୍ ଅଂଶୀଦାର କରନ୍ତୁ |
ਸਾਂਝੀ ਪਹੁੰਚ,ଅଂଶୀଦାର ପ୍ରବେଶ
ਸਾਂਝਾ ਕਰਨਾ,ଅଂଶୀଦାର
ਸ਼ੈੱਲ,ଶେଲ୍ |
ਸ਼ਿਫਟ ਅੱਖਰ,ଶିଫ୍ଟ ବର୍ଣ୍ଣ
ਸ਼ਾਰਟ ਸਰਕਟ,ସର୍ଟ ସର୍କିଟ |
ਛੋਟੀ ਹਦਾਇਤ,ସଂକ୍ଷିପ୍ତ ନିର୍ଦ୍ଦେଶ
ਭੈਣ-ਭਰਾ,ଭାଇଭଉଣୀ |
ਨੁਕਸਾਨ,ପାର୍ଶ୍ୱ ପ୍ରଭାବ
ਸਾਈਨ ਬਿੱਟ,ସାଇନ୍ ବିଟ୍ |
ਇਸ਼ਾਰਾ,ସଙ୍କେତ
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
ਸਿਗਨਲ,ସଙ୍କେତ
ਸਿਗਨਲ-ਤੋਂ-ਸ਼ੋਰ ਅਨੁਪਾਤ,ସଙ୍କେତ-ଶବ୍ଦ ଅନୁପାତ |
ਦਸਤਖਤ,ଦସ୍ତଖତ
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,ଦସ୍ତଖତ ପରୀକ୍ଷା
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସଂଖ୍ୟା
ਸਿਲੀਕਾਨ ਚਿੱਪ,ସିଲିକନ୍ ଚିପ୍ |
ਸਧਾਰਨ ਮੇਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (SMTP),ସରଳ ମେଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (SMTP)
ਸਿੰਪਲੈਕਸ,ସିମ୍ପ୍ଲେକ୍ସ |
ਸਿੰਪਲੈਕਸ ਨੋਡ,ସିମ୍ପ୍ଲେକ୍ସ ନୋଡ୍ |
ਸਿਮੂਲੇਸ਼ਨ,ଅନୁକରଣ
ਸਿਮੂਲੇਟਰ,ସିମୁଲେଟର
ਸਿਮਟਲ,ଏକକାଳୀନ
ਸਮਕਾਲੀ ਪ੍ਰਕਿਰਿਆ,ଏକକାଳୀନ ପ୍ରକ୍ରିୟାକରଣ |
ਸਿੰਗਲਟਨ,ସିଙ୍ଗଲେଟନ୍ |
ਸਾਈਟ ਲਾਇਸੰਸ,ସାଇଟ୍ ଲାଇସେନ୍ସ |
ਆਕਾਰ,ଆକାର
ਆਕਾਰ,ଆକାର
ਸਕੈਚਿੰਗ,ସ୍କେଚିଂ
ਛੱਡੋ,ଛାଡିଦିଅ |
ਛੱਡਣਾ,ଛାଡିବା
ਸਲੈਸ਼,ସ୍ଲାସ୍ |
ਗੁਲਾਮ ਕੰਪਿਊਟਰ,ଦାସ କମ୍ପ୍ୟୁଟର |
ਸਲਾਈਡਿੰਗ ਵਿੰਡੋ ਪ੍ਰੋਟੋਕੋਲ,ସ୍ଲାଇଡିଂ ୱିଣ୍ଡୋ ପ୍ରୋଟୋକଲ୍ |
ਸਲਿੱਪ,ସ୍ଲିପ୍
ਸਲਾਟ,ସ୍ଲଟ୍
ਛੋਟਾ ਕੰਪਿਊਟਰ ਸਿਸਟਮ ਇੰਟਰਫੇਸ (SCSI),ଛୋଟ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ ଇଣ୍ଟରଫେସ (SCSI)
ਸਮਾਰਟ ਕਾਰਡ,ସ୍ମାର୍ଟ କାର୍ଡ |
snail ਮੇਲ,ସ୍ନାଲ୍ ମେଲ୍ |
ਸਨੈਪਸ਼ਾਟ,ସ୍ନାପସଟ୍ |
ਸਾਫਟ ਕੰਪਿਊਟਿੰਗ,ନରମ ଗଣନା
ਸਾਫਟ ਕਾਪੀ,ସଫ୍ଟ କପି
ਨਰਮ ਫੌਂਟ,ନରମ ଫଣ୍ଟ |
ਸਾਫਟਵੇਅਰ,ସଫ୍ଟୱେର୍
ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ,ସଫ୍ଟୱେର୍ ଇଞ୍ଜିନିୟରିଂ
ਸਾਫਟਵੇਅਰ ਲਾਇਸੰਸ,ସଫ୍ଟୱେର୍ ଲାଇସେନ୍ସ |
ਸਾਫਟਵੇਅਰ ਪਾਇਰੇਸੀ,ସଫ୍ଟୱେର୍ ଡକାୟତି |
ਸਪੈਕਟ੍ਰਮ,ସ୍ପେକ୍ଟ୍ରମ୍
ਸਪਿਰਲ,ସ୍ପିରାଲ୍ |
ਸ਼ੀਟ ਫੈਲਾਓ,ସ୍ପ୍ରେଡ୍ ସିଟ୍ |
ਮਿਆਰੀ,ମାନକ
ਮਿਆਰੀ ਜਨਰਲਾਈਜ਼ਡ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (SGML),ମାନକ ସାଧାରଣ ମାର୍କଅପ୍ ଭାଷା (SGML)
ਮਾਨਕੀਕਰਨ,ମାନକକରଣ
ਸਟੈਂਡਬਾਏ ਸਮਾਂ,ଷ୍ଟାଣ୍ଡବାଇ ସମୟ |
ਸਟਾਰ LAN,ତାରକା LAN |
ਸਟਾਰ ਟੋਪੋਲੋਜੀ,ତାରା ଟପୋଲୋଜି |
ਬਿੱਟ ਸ਼ੁਰੂ ਕਰੋ,ବିଟ୍ ଆରମ୍ଭ କରନ୍ତୁ |
ਭੁੱਖਮਰੀ,ଅନାହାର
ਸਥਿਰ ਮੈਮੋਰੀ&#39;,ଷ୍ଟାଟିକ୍ ମେମୋରୀ &#39;
ਸਥਿਤੀ ਚੈਨਲ,ସ୍ଥିତି ଚ୍ୟାନେଲ୍ |
ਕਦਮ ਦਾ ਆਕਾਰ,ଷ୍ଟେପ୍ ସାଇଜ୍ |
ਰੋਕੋ ਅਤੇ ਪ੍ਰੋਟੋਕੋਲ ਦੀ ਉਡੀਕ ਕਰੋ,ବନ୍ଦ ଏବଂ ପ୍ରୋଟୋକଲ୍ ଅପେକ୍ଷା କର |
ਸਟਾਪ ਕੋਡ,ବନ୍ଦ କୋଡ୍
ਸਟਾਪ ਕੁੰਜੀ,ଷ୍ଟପ୍ କୀ
ਸਟੋਰੇਬਿਲਟੀ,ସ୍ଥାୟୀତ୍ୱ |
ਸਟੋਰ ਕੀਤਾ ਪ੍ਰੋਗਰਾਮ,ଗଚ୍ଛିତ ପ୍ରୋଗ୍ରାମ୍ |
ਸਤਰ ਡਾਟਾ,ଷ୍ଟ୍ରିଙ୍ଗ୍ ଡାଟା |
ਢਾਂਚਾਗਤ ਕੋਡਿੰਗ,ସଂରଚନା କୋଡିଂ |
ਢਾਂਚਾਗਤ ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ (SQL),ସଂରଚନା ଜିଜ୍ଞାସା ଭାଷା (SQL)
ਸ਼ੈਲੀ ਸ਼ੀਟ,ଷ୍ଟାଇଲ୍ ସିଟ୍ |
ਉਪ-ਡਾਇਰੈਕਟਰੀ,ସବ୍-ଡିରେକ୍ଟୋରୀ |
ਸਬਨੈੱਟ,ସବ୍ନେଟ୍ |
ਸਬਟ੍ਰੀ,ସବଟ୍ରି |
ਸੰਖੇਪ,ସଂକ୍ଷିପ୍ତକରଣ
ਸੁਪਰ ਕੰਪਿਊਟਰ,ସୁପର କମ୍ପ୍ୟୁଟର |
ਸੁਪਰ ਕੰਪਿਊਟਿੰਗ,ସୁପର କମ୍ପ୍ୟୁଟିଂ
ਸੁਪਰ ਕੁੰਜੀ,ସୁପର କି
ਸੁਪਰ ਉਪਭੋਗਤਾ,ସୁପର ୟୁଜର୍ |
