Hindi,Telugu
"शपथ लेना, शपथ ग्रहण करना",ప్రమాణం
शपथ ग्रहण समारोह,ప్రమాణ స్వీకారం
पाठ्य-विवरण,సిలబస్
प्रतीक,చిహ్నం
"सममिति, समरूपता",సమరూపత
"सहानुभूति, समवेदना",సానుభూతి
सहानुभूति हड़ताल,సానుభూతి సమ్మె
परिसंवाद,సింపోజియం
लक्षण,లక్షణం
"साथ-साथ होना, साथ-साथ घटना",సమకాలీకరించండి
"रूपरेखा, विषय-संक्षेप, सार-संक्षेप",సారాంశం
"संश्‍लेषण, कृत्रिम",సంశ్లేషణ
संश्‍लिष्‍ट,సింథటిక్
"पद्‌धति, प्रणाली, निकाय, तंत्र",వ్యవస్థ
व्यवस्थित,క్రమబద్ధమైనది
"व्यवस्थित कार्य, क्रमबद्‌ध कार्य",క్రమబద్ధమైన పని
तंत्र विश्‍लेषण,వ్యవస్థల విశ్లేషణ
टैब फोल्डर,టాబ్ ఫోల్డర్
"सारणी, तालिका, पटल, मेज़",పట్టిక
झांकी,టేబులో
विषय-सूची,విషయ సూచిక
सदन पटल,ఇంటి పట్టిక
सारणीबद्‌ध,పట్టిక
सारणीबद्‌ध विवरण,పట్టిక ప్రకటన
"सारणीयन, सारणीबद्‌ध करना",పట్టిక
"सारणीयंत्र, सारणीकार",టాబ్యులేటర్
"सुलझाना, निपटना, निपटाना",టాకిల్
युक्‍ति,వ్యూహం
"व्यवहारकुशल, चतुर",వ్యూహాత్మక
युक्‍ति,వ్యూహం
"टैग, नत्थी करना",ట్యాగ్
हाथ-वेतन,ఇంటి చెల్లింపు తీసుకోండి
"कार्यभार लेना, अधिकार करना",స్వాధీనం
प्रतिभाशाली,ప్రతిభావంతులైన
प्रतिभा खोज,ప్రతిభ శోధన
"मिलान करना, मेल खाना, गिनती, संख्या",Tally
मिलान कार्ड,టాలీ కార్డ్
"हेर-फेर करना, गड़बड़ करना, बिगाड़ना, छेड़छाड़ करना, तो़ड़ना",ట్యాంపరింగ్
मूर्त,స్పష్టమైన
मूर्त परिसंपत्‍ति,స్పష్టమైన ఆస్తి
"टेप, फ़ीता",టేప్
"उपयोग करना, टेप करना",నొక్కడం
"शिथिलता, आलस्य",టార్డినెస్
लक्ष्य,లక్ష్యం
लक्ष्य तिथि,లక్ష్యం తేదీ
"प्रशुल्क, टैरिफ, दरसूची",సుంకం
"मलिन करना, धूमिल करना",TARNISH
"कार्य, काम",పని
"कार्यदल, कृतिक बल",టాస్క్ ఫోర్స్
कर,పన్ను
कर में कमी,పన్ను తగ్గింపు
करयोग्य,పన్ను పరిధిలోకి వచ్చేది
"कर-योग्य आय, कर योग्य आमदनी",పన్ను పరిధిలోకి వచ్చే ఆదాయం
कर समायोजन,పన్ను సర్దుబాటు
कर निर्धारण,పన్ను లెక్కించుట
"कराधान, कर लगाना",పన్ను
कर परिहार,పన్ను ఎగవేత
कर परामर्शदाता,పన్ను సలహాదారు
कर घोषणा,పన్ను ప్రకటన
स्रोत पर काटा गया कर,మూలం వద్ద తీసివేయబడిన పన్ను
कर कटौती,పన్ను మినహాయింపు
कर अपवंचन,పన్ను ఎగవేత
कर छूट,పన్ను మినహాయింపు
कर मुक्‍त,పన్ను రహిత
करदाता,పన్ను చెల్లింపుదారు
कर घटौती,పన్ను రిబేటు
कर विवरणी,పన్ను రిటర్న్
कर अनुसूची,పన్ను షెడ్యూల్
"टीम भावना, सहयोग भावना",జట్టు స్పూర్తి
टीम कार्य,జట్టు పని
"अश्रु-गैस, आंसू गैस",భాష్ప వాయువు
"तकनीकी, पारिभाषिक",సాంకేతిక
तकनीकी सलाह,సాంకేతిక సలహా
तकनीकी महाविद्‌यालय,సాంకేతిక కళాశాల
"तकनीकी आंकडे, तकनीकी आधार-सामग्री",సాంకేతిక సమాచారం
तकनीकी पद,సాంకేతిక పోస్ట్
तकनीकी अर्हता,సాంకేతిక అర్హత
तकनीकी कुशलता,సాంకేతిక నైపుణ్యం
"तकनीकी शब्द, पारिभाषिक शब्द",సాంకేతిక పదం
तकनीकी प्रशिक्षण,సాంకేతిక శిక్షణ
"तकनीकविद्, तकनीशियन",సాంకేతిక నిపుణుడు
"तकनीक, प्रविधि",టెక్నిక్
प्रौद्‌योगविद् तंत्र,టెక్నోక్రసీ
प्रौद्‌योगविद्,టెక్నోక్రాట్
प्रौद्‌योगिक,సాంకేతిక
प्रौद्‌योगिकीविद्,సాంకేతిక నిపుణుడు
प्रौद्‌योगिकी,సాంకేతికం
दूर-बैंकिग,టెలిబ్యాంకింగ్
तार,టెలిగ్రామ్
तार पता,టెలిగ్రాఫిక్ చిరునామా
"तार-संचार, टेलीग्राफी",టెలిగ్రఫీ
"दूरमुद्रक संदेश, टेलीप्रिंटर संदेश",టెలిప్రెంటర్ సందేశం
"दूरदर्शन, टेलीविज़न",టెలివిజన్
दूरकार्य,టెలివర్కింగ్
टेलेक्स,టెలిక్స్
"गणक, गणित्र",టెల్లర్
"मिज़ाज, स्वभाव",కోపం
"स्वभाव, मिज़ाज़",స్వభావం
"तुनकमिज़ाज़, क्रोधशील",స్వభావం
"तापमान, ताप",ఉష్ణోగ్రత
"गति, टेम्पो",టెంపో
अस्थायी,తాత్కాలిక
"अस्थायी पेशगी, अस्थायी अग्रिम",తాత్కాలిక ముందస్తు
अस्थायी नियुक्‍ति,తాత్కాలిక నియామకం
अस्थायी अशक्‍तता,తాత్కాలిక వైకల్యం
अस्थायी पद,తాత్కాలిక పోస్ట్
अस्थायी प्रतिबंध,తాత్కాలిక పరిమితి
अस्थायी रिक्‍ति,తాత్కాలిక ఖాళీ
प्रलोभन,టెంప్టేషన్
मान्य,టేనబుల్
"दृढ़ता, लगन",చిత్తశుద్ధి
"किराएदारी, काश्तकारी",అద్దె
"किराएदार, काश्तकार",అద్దెదారు
"रुझान, प्रवृत्‍ति",ధోరణి
"निविदा, टेंडर, निविदा देना, प्रस्तुत करना",టెండర్
निविदा पेटी,టెండర్ బాక్స్
निविदाकार,టెండరర్
निविदा सूचना,టెండర్ నోటీసు
अनंतिम,అస్థిరమైనదనే
"अवधि, कार्यकाल, पट्टा",పదవీకాలం
पट्टेदारी,భూమి పదవీకాలం
पदधारण अवधि,పదవీకాలం
पदकाल,పోస్ట్ పదవీకాలం
कार्यावधि,పని పదవీకాలం
सावधिक पद,పదవీకాల పోస్ట్
"अवधि मियाद, सत्र",పదం
"समापनीय, समाप्य",ముగింపు
आवधिक,టెర్మినల్ (నివేదిక మొదలైనవి)
सीमा कर,టెర్మినల్ పన్ను
समाप्‍ति,ముగింపు
समाप्ति खंड,ముగింపు నిబంధన
समाप्‍ति-सूचना,ముగింపు నోటీసు
सेवा-समाप्ति,సేవ యొక్క ముగింపు
शब्दावली,పరిభాష
मियादी कर्ज़,టర్మ్ లోన్
पदावधि,పదవీకాలం
"निबंधन, शर्तें, संबंध",నిబంధనలు
निबंधन और शर्तें,నిబంధనలు మరియు షరతులు
सुपर्दगी की शर्तें,పంపించటానికి షరతులు
विचारार्थ विषय,సూచన నిబంధనలు
"नौकरी की शर्तें, सेवा की शर्तें",సేవా నిబంధనలు
"राज्यक्षेत्र, प्रदेश, क्षेत्र",భూభాగం
आतंक,భీభత్సం
"आतंकवाद, दहशतगर्दी",ఉగ్రవాదం
"आतंकवादी, दहशतगर्द",ఉగ్రవాది
तृतीयकहितलाभ,తృతీయ ప్రయోజనం
"परीक्षण, परख, जांच",పరీక్ష
वसीयत,నిబంధన
परीक्षण ख़र्च,పరీక్ష ఛార్జ్
नमूना परीक्षण,పరీక్ష తనిఖీ
"परीक्षक, परिक्षित्र",టెస్టర్
"साक्ष्य देना, प्रमाणित करना",సాక్ష్యం
शंसापत्र,యోగ్యతా పత్రము
साक्ष्य,సాక్ష్యం
"परीक्षण-रिपोट, जांच-रिपोर्ट",పరీక్ష నివేదిక
"पाठ, कलेवर",వచనం
कृतज्ञ,ధన్యవాదాలు
विषयवस्तु,థీమ్
चिकित्सा,చికిత్స
"तृतीय पक्ष, अन्य पक्ष",మూడవ పార్టీ
"पूर्णतया, सांगोपांग",పూర్తిగా
विचारशील,శ్రద్ద
"धमकी, आशंका",బెదిరింపు
मितव्यय,పొదుపు
"द्‌वारा, माध्यम से, सीधा, पारगामी",ద్వారా
"अस्वीकार करना, फेंकना",విసిరి వేయి
"अंगूठा निशान, अंगूठा चिह्‌न",బొటనవేలు ముద్ర
भारी बहुमत,మెజారిటీ
टिकट,టికెట్
"बांधना, गांठ, बराबरी, टाई",టై
निबद्‌ध ऋण,టైడ్ లోన్
"स्तर, टीयर",టైర్
झुकाव,వంపు
"समय, काल",సమయం
अनुमत समय,సమయం అనుమతించబడింది
"समयवर्जित, कालातीत",సమయం నిరోధించబడింది
समयबद्‌ध,నిర్ణీత కాలం
समय-कार्ड,టైమ్ కార్డ్
मियादी जमा,టైమ్ డిపాజిట్ (= స్థిర డిపాజిట్)
समय-पालन,సమయం ఉంచడం
समय सीमा,నిర్ణీత కాలం
स्वाल्पावकाश,సమయం ఆఫ్
समय लंघन,సమయం అధిగమిస్తుంది
"नियतकालिक कार्यक्रम, समयबद्‌ध कार्यक्रम",సమయం ముగిసిన ప్రోగ్రామ్
"कालानुपाती दर, कालानुपाती कार्य",సమయ రేటు
समय लेखित्र,టైమ్ రికార్డింగ్ మెషిన్
समय-मान,సమయ స్కేల్
समय अनुसूची,సమయ ప్రణాళిక
समय मुहर,టైమ్ స్టాంప్
समय-अध्ययन उपस्कर,సమయ అధ్యయన పరికరాలు
समय-सारणी,సమయ పట్టిక
"समय, समय-निर्धारण, समकालन",టైమింగ్
"अग्रिम संकेत, बख्शीश",చిట్కాలు
"शीर्षक, उपाधि खि़ताब, पदवी, हक़, स्वामित्व",శీర్షిక
हकदारी,టైటిల్ హోల్డర్
"शौचालय, प्रसाधन कक्ष","ముఖము కడుగుకొని, తలదువ్వుకొని, దుస్తులు ధరించు పద్ధతి"
"सांकेतिक, संकेत, टोकन, प्रतीक",టోకెన్
प्रतीकात्मक सदस्य,టోకెన్ సభ్యుడు
सांकेतिक वेतन,టోకెన్ పే
सांकेतिक हड़ताल,టోకెన్ సమ్మె
"स्वर, सुर, लहज़ा",టోన్
"मंद करना, हलका करना",గొంతు తగ్గించు
"तेज़ करना, चुस्त करना, चुस्त बनाना, मजबूत करना",టోన్ అప్
"औज़ार, उपकरण",సాధనం
औज़ारबंद हड़ताल,టూల్ డౌన్ సమ్మె
"शिखर, शीर्ष, उच्च, परम",టాప్
"प्रकरण, विषय, प्रसंग",అంశం
शीर्षस्थ निर्णय,ఉన్నత స్థాయి నిర్ణయం
शीर्ष प्रबंधन,ఉన్నతస్థాయి పాలకవర్గం
सर्वोच्च,పైభాగం
शीर्ष पदाधिकारी,అగ్ర అధికారి
स्थलाकृति,స్థలాకృతి
सर्वोच्च प्राथमिकता,అత్యంత ప్రధానమైన
शीर्षस्थ,టాప్ ర్యాంకింగ్
परम गुप्त,అతి రహస్యం
"यंत्रणा, यातना",హింస
"योग, जोड, कुल",మొత్తం
कुल सेवा,మొత్తం సేవ
"कड़ा, कठोर",కఠినమైనది
दौरा,పర్యటన
दौरा-कार्यक्रम,టూర్ ప్రోగ్రాం
दौरा-रिपोर्ट,టూర్ రిపోర్ట్
दलाल,టౌట్
"नगर, शहर",పట్టణం
नगरी,టౌన్షిప్
"अभिवीक्षण करना, खोजना, पता लगाना, सुराग, लेश, अनुरेखण",జాడ కనుగొను
भूभाग,ట్రాక్ట్
कर्षण,ట్రాక్షన్
व्यापार क़रार,వాణిజ్య ఒప్పందం
श्रमिक संघ,వాణిజ్య సంఘం
परम्परा,సాంప్రదాయం
"रेलगाड़ी, गाड़ी, प्रशिक्षित करना",రైలు
प्रशिक्षणार्थी,ట్రైనీ
प्रशिक्षणवृत्‍ति,ట్రైనీషిప్
प्रशिक्षक,శిక్షకుడు
प्रशिक्षण,శిక్షణ
प्रशिक्षण केंद्र,శిక్షణా కేంద్రం
"प्रशिक्षण महाविद्‌यालय, प्रशिक्षण कालेज",శిక్షణ కళాశాల
प्रशिक्षण प्रभाग,శిక్షణా విభాగం
प्रशिक्षण संस्थान,శిక్షణా సంస్థ
प्रशिक्षण काल,శిక్షణా సమయం
प्रशिक्षण कार्यक्रम,శిక్షణా కార్యక్రమం
प्रशिक्षण एकक,శిక్షణా యూనిట్
"लक्षण, विशेषक",లక్షణం
"देशद्रोही, गद्‌दार",దేశద్రోహి
प्रशांति,ప్రశాంతత
"संचालन, व्यवहार, सौदा, लेन-देन",లావాదేవీ
"कार्य करना, कारोबार का संचालन",వ్యాపారం యొక్క లావాదేవీ
"प्रतिलेखन, अनुलेखन, लिप्यंकन",ట్రాన్స్క్రిప్షన్
"स्थानांतरण, अंतरण, तबादला, बदली, हस्तांतरण",బదిలీ
अंतरणीय वस्तुएं,బదిలీ చేయగల వస్తువులు
अंतरण प्रविष्‍टि,బదిలీ ఎంట్రీ
"हस्तांतरण शुल्क, अंतरण शुल्क",బదిలీ రుసుము
स्थानांतरण ज्ञापन,బదిలీ మెమోరాండం
प्रतिनियुक्‍ति पर स्थानांतरण,డిప్యుటేషన్‌పై బదిలీ
"स्थानांतरण आदेश, बदली आदेश",బదిలీ ఆర్డర్
रूपांतरण,పరివర్తన
"संक्रमण, पारगमन, पारवहन",రవాణా
संक्रमण शुल्क,రవాణా విధి
संक्रमणकालीन,పరివర్తన
पारगमन पास,ట్రాన్సిట్ పాస్
पारगमन वीज़ा,ట్రాన్సిట్ వీసా
पारगमन कार्यशाला,రవాణా వర్క్‌షాప్
अनुवाद,అనువాదం
लिप्यंतरण,లిప్యంతరీకరణ
"संचरण, संचारण, प्रेषक, (डाक-तार) पारेषण",ప్రసార
"संप्रेषित करना, पारेषित करना",ప్రసారం
परिवहन,రవాణా
परिवहन भत्‍ता,రవాణా భత్యం
परिवहन,రవాణా
"उलटना, पक्षांतरण, स्थान-विनिमय",బదిలీ
"फंदा, पाश, फंसाना, जाल-बिछाना",ఉచ్చు
"यात्रा, यात्रा करना",ప్రయాణం
यात्रा व्यय,ప్రయాణ ఖర్చులు
यात्री चैक,యాత్రికుల చెక్
यात्रा भत्‍ता,ప్రయాణ భత్యం
यात्रा भत्‍ता बिल,ప్రయాణ భత్యం బిల్లు
यात्रा संबंधी रियायत,ప్రయాణ రాయితీ
विश्‍वासघात,ద్రోహం
राजद्रोह,రాజద్రోహం
"कोष, ख़ज़ाना",ట్రెజరీ
सत्‍ता पक्ष,ట్రెజరీ బెంచ్
ख़ज़ाना जमा रसीद,ట్రెజరీ డిపాజిట్ రశీదు (T.D.R.)
ख़ज़ाना रसीद,ట్రెజరీ రశీదు
"खजाना वाउचर, कोष वाउचर",ట్రెజరీ వోచర్
"उपचार करना, व्यवहार करना, मानना, सत्कार करना, दावत देना",చికిత్స
संधि,ఒప్పందం
प्रत्यर्पण संधि,అప్పగించే ఒప్పందం
"दुर्गम पदयात्रा, दुर्गम यात्रा पथ",ట్రెక్
"प्रवृत्‍ति, झुकाव",ధోరణి
"अतिचार, अतिचार करना",అతిక్రమణ
"जांच, परख, परीक्षा, विचारण",ట్రయల్
"कच्चा मिलान, शेष-परीक्षण",ట్రయల్ బ్యాలెన్స్
"परख काल, परीक्षण अवधि",ట్రయల్ వ్యవధి
जनजाति-क्षेत्र विकास,గిరిజన ప్రాంత అభివృద్ధి
जनजाति कल्याण,గిరిజన సంక్షేమం
जनजाति,తెగ
अधिकरण,ట్రిబ్యునల్
"सम्मान, श्रद्‍धांजलि",నివాళి
काट-छांट करना,ట్రిమ్
"भ्रमण, फेरा",ట్రిప్
त्रिपक्षीय,త్రైపాక్షిక
"तिहरा, त्रिक्, त्रिपक्षीय, तिकड़ी",ట్రిపుల్
"तीन प्रतियां, तीसरी प्रति, तिहरा",త్రిపాది
सही प्रतिलिपि,నిజమైన కాపీ
ट्रंक कॉल,ట్రంక్ కాల్
"न्यास, ट्रस्ट, विश्‍वास",నమ్మకం
न्यासी,ధర్మకర్త
विश्‍वसनीय,నమ్మదగినది
अस्वीकार कर देना,తిరస్కరించు
आद्‌‌योपांत आधार,టర్న్‌కీ ప్రాతిపదిక
"उत्पाद, उपस्थिति",టర్న్-అవుట్
"कुल बिक्री, पण्यावर्त, आवर्त",టర్నోవర్
अधमता,టర్పుట్యూడ్
सरपरस्ती,ట్యూటలేజ్
जुड़वांशहर,ట్విన్ సిటీ
द्‌विभागिता आधार,ట్విన్ షేరింగ్ ప్రాతిపదిక
"टाइप, छापा, मुद्रलेख, प्ररूप, टंकित करना, टाइप करना",రకం
टाइप प्रति,టైప్‌స్క్రిప్ట్
"टाइपराइटर, टंकित्र",టైప్‌రైటర్
"टाइपकारी, टाइप करना, टंकण",టైప్‌రైటింగ్
प्ररूपी,సాధారణ
"टंकण, टाइपिंग",టైపింగ్
टंकण मशीन,టైపింగ్ మెషిన్
"टंकण पूल, टाइपिंग पूल",టైపింగ్ పూల్
"मुद्रण भूल, टंकण भूल",టైపోగ్రాఫికల్ లోపం
"गुप्त अभिप्राय, गूढ़ अभिप्राय",నిగూఢ ఉద్దేశ్యంగా
"अंतिम, चरम",అంతిమంగా
"अंतिम परेषिती, अंतिम माल पाने वाला",అల్టిమేట్ సరుకు
अंतिम लागत,అంతిమ ఖర్చు
अंतिम लक्ष्य,అంతిమ లక్ష్యం
अंतत:,అంతిమంగా
अंतिम उद्‌देश्य,అంతిమ లక్ష్యం
अंतिम चेतावनी,అల్టిమేటం
गतमास का,అల్టిమో
"शक्‍ति बाह्‌य, अधिकारातीत",అతినీలలోహిత
अधिनिर्णायक,అంపైర్
अस्वीकार्य,ఆమోదయోగ్యం కాదు
असंगी असबाब,సహకరించని సామాను
गैर-सहायताप्राप्त,అన్‌ఎయిడెడ్
असंदिग्ध,నిస్సందేహంగా
"मतैक्य, सर्वसम्मति",ఏకాభిప్రాయం
"एकमत, सर्वसम्मत",ఏకగ్రీవ
"एकमत निर्णय, सर्वसम्मत निर्णय",ఏకగ్రీవ నిర్ణయం
"सीधा-सादा, विनम्र",నిస్సారంగా
असंबद्‌ध,అటాచ్ చేయబడలేదు
अप्राधिकृत,అనధికార
अपरिहार्य,అనివార్యమైనది
अपरिहार्य परिस्थितियां,అనివార్య పరిస్థితులు
अपरिहार्य विलंब,అనివార్య ఆలస్యం
"अशोभन, अशोभनीय",అనాలోచిత
बिना भुनाया,అన్‌కాష్ చేయలేదు
अनिश्‍चित,అనిశ్చితంగా
"अदावी, लावारिस",క్లెయిమ్ చేయబడలేదు
अदावी सामान,క్లెయిమ్ చేయని సామాను
अवर्गीकृत,వర్గీకరించనిది
अप्रतिबद्‌‌ध,అంగీకరించలేదు
असामान्य,అసాధారణం
"मताग्रही, कट्टर",రాజీలేనిది
"बिना शर्त, अशर्त",బేషరతు
अपुष्‍ट,ధృవీకరించబడలేదు
अपुष्‍ट समाचार,ధృవీకరించని నివేదిక
असंवैधानिक,రాజ్యాంగ విరుద్ధం
निर्विरोध,నిరంతరాయంగా
अनियंत्रित,అనియంత్రిత
असंपुष्‍ट,ధృవీకరించబడలేదు
अपूरित मांग,వెలికితీసిన డిమాండ్
"दिनांकरहित, बिना तारीख का",డేటెడ్
अवितरित पत्र,పంపిణీ చేయని లేఖ
"अधीन, अवर, कम, न्यून, अल्प",కింద
"अल्पवयस, कम उम्र",తక్కువ వయస్సు
"अवनिर्धारण, कम निर्धारण",అసెస్‌మెంట్ కింద
कम राशि का बिल बनाना,బిల్లింగ్ కింద
डाक-प्रमाणित,పోస్టింగ్ సర్టిఫికేట్ కింద
विचाराधीन,పరిశీలనలో ఉన్నది
"अल्पोपभोग, अल्प खपत",అండర్ కన్సప్షన్
अल्पविकसित,అభివృద్ధి చెందలేదు
अवनियोजित,ఉద్యోగం కింద
अवनियोजन,ఉపాధి కింద
"अव-प्राक्कलन, कम अनुमान, कम महत्व देना",తక్కువ అంచనా
परीक्षाधीन,పరీక్ష కింద
पूर्व-स्नातक,అండర్ గ్రాడ్యుయేట్
भूमिगत,భూగర్భ
गुपचुप सौदा,అండర్-హ్యాండ్ డీలింగ్
अवबीजकन,ఇన్వాయిస్ కింద
रेखांकित,అండర్లైన్
अवसंख्यक,అండర్ మ్యాన్
"कम वेतन-प्राप्त, अल्पराशि प्रदत्‍त",అండర్ పెయిడ్
"जनाल्पता, कम जनसंख्या",తక్కువ జనాభా
"कम उत्पादन, उत्पादन-अधीन",అండర్ ప్రొడక్షన్
"संदर्भाधीन, प्रसंगाधीन",సూచన కింద
अधोहस्ताक्षरी,సంతకం చేయలేదు
"समझौता, समझदारी, सद्‌भावना",అవగాహన
"लेना, वचन देना, वचनबद्‌ध होना",చేపట్టండి
"उपक्रम, वचन, वचनबंध",చేపట్టడం
"विचाराधीन, परखाधीन",అండర్‌ట్రియల్
अल्प उपयोग,తక్కువ వినియోగం
अल्पमूल्यन,తక్కువ విలువ
अवांछनीय,అవాంఛనీయ
"अशोभनीय, अभद्र, मर्यादाहीन",అప్రధానమైన
असंवितरित कर्ज़,అవాంఛనీయ రుణం
निर्विवाद,నిర్వివాదమైనది
"अविभाजित, अविभक्‍त",అవిభక్త
निस्संदेह,నిస్సందేహంగా
"अनुचित, असम्यक्",అనవసరమైన
अनुचित देरी,అనవసరమైన ఆలస్యం
"अनुचित प्रभाव, असम्यक् प्रभाव",అనుచిత ప్రభావం
अनर्जित आय,తెలియని ఆదాయం
"पता लगाना, खोज निकालना",వెలికితీసినది
अलाभकर,అనాలోచిత
"बेकारी, बेरोज़गारी",నిరుద్యోగం
असमतल भूमि,అసమాన భూమి
अप्रत्याशित विलंब,Unexpected హించని ఆలస్యం
असमाप्त,కనిపెట్టబడని
अनुचित,అన్యాయం
अनुचित बर्खास्तगी,అన్యాయమైన తొలగింపు
अनुचित श्रम व्यवहार,అన్యాయమైన కార్మిక పద్ధతులు
"अनुचित तरीके, अनुचित साधन",అన్యాయమైన అర్థం
"प्रतिकूल, अननुकूल",అననుకూలమైన
"अयोग्य, अस्वस्थ, अनुपयुक्‍त",అనర్హమైనది
पदोन्नति अयोग्य,ప్రమోషన్ కోసం అనర్హమైనది
"अदृष्‍ट, अवीक्षित, अप्रत्याशित",Fore హించనిది
अदृष्‍ट प्रभार,Fore హించని ఆరోపణలు
अप्रत्याशित परिस्थितियां,Fore హించని పరిస్థితులు
एकसदनी,యునికామెరల్
एकसदनी विधानमंडल,యునికామెరల్ లెజిస్లేచర్
एकीकरण,ఏకీకరణ
एकीकृत वेतनमान,ఏకీకృత స్కేల్
"एकरूप, एक समान, वर्दी",యూనిఫాం
एक समान वृद्‌धि,ఏకరీతి పెరుగుదల
एकरूपता,ఏకరూపత
"एकपक्षीय, इकतरफ़ा",ఏకపక్ష
"एकपक्षीय कार्रवाई, इकतरफ़ा कार्रवाई",ఏకపక్ష చర్య
अबाध विद्‌युत आपूर्ति,నిరంతరాయంగా విద్యుత్ సరఫరా
"अविच्छिन्न सेवा, अविरत सेवा, अबाध सेवा",నిరంతరాయ సేవ
"संघ, यूनियन",యూనియన్
संघवाद,యూనియన్
संघ सूची,యూనియన్ జాబితా
संघ राज्य-क्षेत्र,యూనియన్ భూభాగం
"अद्‌वितीय, अनन्य, एकमात्र",ఏకైక
"एकक, मात्रक, इकाई, यूनिट",యూనిట్
ऐकिक,ఏకీకృత
संयुक्‍त,యునైటెడ్
एकता,ఐక్యత
"सार्वभौम, सार्वदेशिक, सार्वजनीन, सर्वव्यापी, सार्वत्रिक",యూనివర్సల్
"अन्यायपूर्ण, अनुचित",అన్యాయం
"विधि-विरूद्‌ध, गैर-क़ानूनी",చట్టవిరుద్ధం
विधि-विरूद्‌ध प्रयोजन,చట్టవిరుద్ధమైన ప్రయోజనం
असीमित,అపరిమిత
"असीमित शक्‍ति, असीमित देयता",అపరిమిత శక్తి
"असूचीगत, असूचीबद्‌‌ध",జాబితా చేయబడలేదు
"भार उतारना, उतारना",అన్‌లోడ్
अविवाहित,అవివాహితుడు
"अप्राकृतिक, अस्वाभाविक",అసహజమైన
अप्राकृतिक मृत्यु,అసహజ మరణం
अनावश्यक,అనవసరమైన
"अशासकीय, गैर-सरकारी, अशासनिक, अनधिकृत",అనధికారిక
अशासकीय पत्र,అనధికారిక లేఖ
अशासकीय नोट,అనధికారిక గమనిక
अनधिकृत ह़ड़ताल,అనధికారిక సమ్మె
निर्विरोध,అన్‌హోస్డ్
"अप्रदत्‍त मजदूरी, अप्रदत्‍त वेतन",చెల్లించని వేతనాలు
"असंसदीय, अशिष्‍ट",అసమానతకు
अलोकप्रिय,జనాదరణ లేదు
अभूतपूर्व,అపూర్వమైన
"अप्रत्याशित, (व्यक्‍ति) अस्थिर प्रकृति",అనూహ్య
"अनुत्पादक, निष्फल, अनर्जक",ఉత్పాదకత లేదు
अनुत्पादक श्रम,ఉత్పాదకత లేని శ్రమ
अलाभकारी,లాభదాయకం కాదు
समय का गैर-पाबंद,అనుకూలత లేనిది
"अन-अर्हता प्राप्त, बिना शर्त",అర్హత లేని
बिना शर्त क्षमायाचना,అర్హత లేని క్షమాపణ
"अंशकनीय, शंकारहित, असंदिग्ध, निर्विवाद",ప్రశ్నించలేనిది
"अप्राप्य राशि, डूबी राशि",అవాస్తవ మొత్తం
"अयुक्‍तियुक्‍त, अनुचित",అసమంజసమైన
अनभिलिखित,నమోదు చేయబడలేదు
"अपंजीकृत दस्तावेज, अपंजीकृत प्रलेख",నమోదు చేయని పత్రం
अपंजीकृत फ़र्म,నమోదుకాని సంస్థ
अनारक्षित रिक्‍ति,రిజర్వ్ చేయని ఖాళీ
असंरक्षित,అసురక్షిత
असंतोषजनक,సంతృప్తికరంగా లేదు
"असुरक्षित, प्रतिभूतिरहित, अप्रतिभूत",అసురక్షిత
अप्रतिभूत कर्ज़,అసురక్షిత రుణం
"बेकार, अनुपयोज्य, गैर-तामीली",సేవ చేయలేనిది
अकुशल,నైపుణ్యం లేనిది
अकुशल श्रमिक,నైపుణ్యం లేని శ్రమ
विकृतचित्‍त,అవాంఛనీయ మనస్సు
अविनिर्दिष्‍ट,పేర్కొనబడని
अस्थिर,అస్థిర
अस्थिर सरकार,అస్థిర ప్రభుత్వం
अतारांकित,అన్‌స్టార్డ్
अनुपयुक्‍त,అనుచితమైనది
असमर्थनीय,సాధించలేనిది
"अस्पृश्यता, छुआछूत",అంటరానితనం
अप्रशिक्षित,శిక్షణ ఇవ్వలేదు
अविश्‍वसनीय,నమ్మదగనిది
अप्रयुक्‍त,ఉపయోగించనిది
असामान्य विलंब,అసాధారణ ఆలస్యం
अप्रयुक्‍त अनुदान,ఉపయోగించని గ్రాంట్
"अनधिकृत, अकारण, औचित्य रहित",అనవసరమైన
अनिच्छुक,ఇష్టపడని
"अयोग्य, अपात्र",అనర్హమైనది
अद्‌यतनीकरण,నవీకరణ
उन्नयन करना,అప్‌గ్రేడ్
उन्नयन,అప్‌గ్రేడ్
पद का उन्नयन,పోస్ట్ యొక్క అప్‌గ్రేడ్
"पुष्‍ट करना, मान्य ठहराना, मर्यादा बनाए रखना",అప్హోల్డ్
"संभाल, समारक्षण",సంరక్షణ
उत्थान,ఉద్ధరణ
"ऊपरी, उच्च",ఎగువ
ऊपरी आयु सीमा,ఎగువ వయస్సు పరిమితి
सर्वोपरि,పైభాగం
अद्‌यतन,తాజాగా
"खरा, सच्चा",నిటారుగా
"विक्षुब्ध होना, अस्तव्यस्त होना, गड़बड़ कर देना, गड़बड़ होना",కలత
ऊर्ध्वमुखी संचार,పైకి కమ్యూనికేషన్
ऊर्ध्वमुखी प्रवृत्‍ति,పురోభివృద్ది
"नगरी, शहरी",నగరాల
"नगरीकरण, शहरीकरण",పట్టణీకరణ
अत्यावश्यकता,ఆవశ్యకత
"तुरंत, अत्यावश्यक",అత్యవసరం
तुरंत कार्रवाई,అత్యవసర చర్య
