Marathi,Malayalam
स्टॅक क्रम,സ്റ്റാക്ക് സീക്വൻസ്
मानक यादृच्छिक चल,സ്റ്റാൻഡേർഡ് റാൻഡം വേരിയബിൾ
कायमचे विक्षेपण,സ്ഥിരമായ വ്യതിചലനം
सतत टॉर्क प्रवाह,സ്ഥിരമായ ടോർക്ക് ഒഴുക്ക്
स्थिर स्थिती संभाव्यता,സ്ഥിരതയുള്ള സംഭാവ്യത
स्टीम जॅकेट केलेले कढई,സ്റ്റീം ജാക്കറ്റ് സ്കില്ലറ്റ്
कर्मचारी ध्वनीशास्त्र,സ്റ്റാഫ് സ്വരസൂചകം
"स्टेज, स्टेज, रँक, समुदाय, स्टेज","സ്റ്റേജ്, സ്റ്റേജ്, റാങ്ക്, കമ്മ്യൂണിറ്റി, സ്റ്റേജ്"
पोस्ट बँड विस्तार,പോസ്റ്റ് ബാൻഡ് വിപുലീകരണം
स्टेप-कंप्रेसर,സ്റ്റെപ്പ്-കംപ്രസ്സർ
चरण कार्यक्षमता,ഘട്ടം കാര്യക്ഷമത
टप्पा एकूण प्रवाह,ഘട്ടം മൊത്തത്തിലുള്ള ഒഴുക്ക്
स्टेज आवाज,സ്റ്റേജ് ബഹളം
भिन्नता,വ്യത്യാസം
आयनीकरण स्थिती,അയോണൈസേഷൻ അവസ്ഥ
प्रतिकार स्थिती,പ്രതിരോധ നില
फेज पृथक्करण गुणांक,ഘട്ടം വേർതിരിക്കൽ ഗുണകം
विविध टोन अॅम्प्लीफायर्स,വിവിധ ടോൺ ആംപ്ലിഫയറുകൾ
भिन्न स्वर जोड्या,വ്യത്യസ്ത സ്വരാക്ഷര ജോഡികൾ
विविध स्वर,വിവിധ സ്വരാക്ഷരങ്ങൾ
भिन्न टोन सर्किट,വ്യത്യസ്ത ടോൺ സർക്യൂട്ടുകൾ
समांतर वितरण,സമാന്തര വിതരണം
सरळ प्राप्तकर्ता,നേരായ റിസീവർ
स्तंभीय घटना,സ്തംഭ സംഭവം
स्टॅलो (कायम अवकाशीय ऑसिलेटर),സ്റ്റാലോ (സ്ഥിരമായ സ്പേഷ്യൽ ഓസിലേറ്റർ)
"मानक, प्रमाणित, ध्वज (c, ), मानक","സ്റ്റാൻഡേർഡ്, സർട്ടിഫൈഡ്, ഫ്ലാഗ് (സി, ), സ്റ്റാൻഡേർഡ്"
मानक एकसंध प्रणाली,സാധാരണ ഏകതാനമായ സിസ്റ്റം
मानक अणू,സാധാരണ ആറ്റം
मानक आधार,സ്റ്റാൻഡേർഡ് ബേസ്
मानक मर्यादा निर्बंध,സ്റ്റാൻഡേർഡ് പരിധി നിയന്ത്രണങ്ങൾ
मानक प्रसारण बँड,സ്റ്റാൻഡേർഡ് ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
मानक मेणबत्ती,സാധാരണ മെഴുകുതിരി
मानक सेल,സാധാരണ സെൽ
मानक सेल,സാധാരണ സെൽ
मानक हवामान,സാധാരണ കാലാവസ്ഥ
मानक कॅपेसिटर,സാധാരണ കപ്പാസിറ്റർ
मानक स्थिती,സ്റ്റാൻഡേർഡ് സ്റ്റേറ്റ്
मानक कॉन्फिगरेशन,സ്റ്റാൻഡേർഡ് കോൺഫിഗറേഷൻ
मानक समन्वय प्रणाली,സ്റ്റാൻഡേർഡ് കോർഡിനേറ്റ് സിസ്റ്റം
मानक निर्देशांक,സ്റ്റാൻഡേർഡ് കോർഡിനേറ്റുകൾ
मानक दिवस,സാധാരണ ദിവസം
प्रमाणित विचलन,സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ
मानक इलेक्ट्रोड,സാധാരണ ഇലക്ട്രോഡ്
मानक इलेक्ट्रोड क्षमता,സാധാരണ ഇലക്ട്രോഡ് സാധ്യത
मानक घटक,സ്റ്റാൻഡേർഡ് ഘടകങ്ങൾ
दर्जात्मक त्रुटी,സാധാരണ പിശക്
मानक मुक्त ऊर्जा,സാധാരണ സ്വതന്ത്ര ഊർജ്ജം
मानक ओळ,സ്റ്റാൻഡേർഡ് ലൈൻ
मानक गुरुत्व,സാധാരണ ഗുരുത്വാകർഷണം
मानक हायड्रोजन इलेक्ट्रोड,സാധാരണ ഹൈഡ്രജൻ ഇലക്ട്രോഡ്
मानक प्रकाशक,സ്റ്റാൻഡേർഡ് ഇല്യൂമിനേറ്റർ
मानक लांबी,സാധാരണ നീളം
मानक मोनोलिथिक घन,സാധാരണ മോണോലിത്തിക്ക് സോളിഡ്
मानक मापन,സാധാരണ അളവ്
मानक पारा बॅरोमीटर,സാധാരണ മെർക്കുറി ബാരോമീറ്റർ
मानक आवाज तापमान,സാധാരണ ശബ്ദ താപനില
"मानक क्षमता, पुरावा क्षमता","സ്റ്റാൻഡേർഡ് പൊട്ടൻഷ്യൽ, പ്രൂഫ് പൊട്ടൻഷ്യൽ"
मानक दबाव,സ്റ്റാൻഡേർഡ് മർദ്ദം
मानक प्रेषण,സ്റ്റാൻഡേർഡ് ട്രാൻസ്മിഷൻ
मानक साहित्य,സ്റ്റാൻഡേർഡ് മെറ്റീരിയൽ
अधिकृत दूरदर्शन चॅनेल,അംഗീകൃത ടെലിവിഷൻ ചാനൽ
मानक तापमान,സാധാരണ താപനില
मानक चाचणी,സ്റ്റാൻഡേർഡ് ടെസ്റ്റ്
मानक वेळ,സാധാരണ സമയം
मानक युनिट,സ്റ്റാൻഡേർഡ് യൂണിറ്റ്
मानक वेग वक्र,സ്റ്റാൻഡേർഡ് വെലോസിറ്റി കർവ്
मानक वायर गेज,സാധാരണ വയർ ഗേജ്
प्रमाणित,മാനദണ്ഡമാക്കിയത്
प्रमाणित क्षण,സ്റ്റാൻഡേർഡ് നിമിഷം
मानकीकरण solenoid,സ്റ്റാൻഡേർഡൈസേഷൻ സോളിനോയിഡ്
मानकीकरण मृत्यू दर,സ്റ്റാൻഡേർഡൈസേഷൻ മരണനിരക്ക്
मानकीकरण,സ്റ്റാൻഡേർഡൈസേഷൻ
आपत्कालीन जनरेटर,അടിയന്തര ജനറേറ്റർ
उशीरा हंगाम,വൈകി സീസൺ
आपत्कालीन प्रेषक,എമർജൻസി ഡിസ്പാച്ചർ
दुर्लक्षित कालावधी,അവഗണിക്കപ്പെട്ട കാലഘട്ടം
स्टँडिंग मॅग्नेटोडायनामिक वेव्ह,നിൽക്കുന്ന മാഗ്നെറ്റോഡൈനാമിക് തരംഗം
प्रगतीशील पृष्ठभाग लहर,പുരോഗമന ഉപരിതല തരംഗം
उभी लहर,നിൽക്കുന്ന തിരമാല
स्टँडिंग वेव्ह अँटेना,നിൽക്കുന്ന തരംഗ ആന്റിന
स्टँडिंग वेव्ह डिटेक्टर,സ്റ്റാൻഡിംഗ് വേവ് ഡിറ്റക്ടർ
स्थायी लहर प्रमाण,നിൽക്കുന്ന തരംഗ അനുപാതം
स्टंटन क्रमांक,സ്റ്റാന്റൺ നമ്പർ
"steppes, रॉक","പടികൾ, പാറ"
"तारा, तारा","നക്ഷത്രം, നക്ഷത്രം"
तारा संख्या,നക്ഷത്ര എണ്ണം
तारा घनता,നക്ഷത്ര സാന്ദ്രത
तारा घनता कार्य,നക്ഷത്ര സാന്ദ്രത പ്രവർത്തനം
तारा रेखाचित्र,നക്ഷത്രചിഹ്നം ഡയഗ്രം
"स्टार पोझिशनर, स्टार एक्सप्लोरर","നക്ഷത്ര സ്ഥാനക്കാരൻ, നക്ഷത്ര പര്യവേക്ഷകൻ"
तारा आलेख,നക്ഷത്ര ഗ്രാഫ്
स्टार क्लस्टर,നക്ഷത്രസമൂഹം
तारा प्रतिमा,നക്ഷത്ര ചിത്രം
तारा नकाशा,നക്ഷത്ര ഭൂപടം
तारेचा सापळा,നക്ഷത്ര കെണി
तेजस्वी तारा,ശോഭയുള്ള നക്ഷത്രം
उच्च गती तारा,അതിവേഗ നക്ഷത്രം
कमी प्रकाशाचा तारा,കുറഞ്ഞ പ്രകാശ നക്ഷത്രം
तारेचा कण,നക്ഷത്ര കണിക
तारा प्रणाली,നക്ഷത്ര സംവിധാനം
स्टार ट्रेसिंग,നക്ഷത്രം കണ്ടെത്തൽ
स्टार फोटोग्राफी कॅलिब्रेशन,നക്ഷത്ര ഫോട്ടോഗ്രാഫി കാലിബ്രേഷൻ
जोरदार वायुवीजन,കടുത്ത വെന്റിലേഷൻ
तीव्र प्रभाव,കടുത്ത പ്രഭാവം
पूर्ण प्रभाव क्वांटम संख्या,പൂർണ്ണമായ പ്രഭാവം ക്വാണ്ടം നമ്പർ
कठोर मॉड्युलेशन,കടുത്ത മോഡുലേഷൻ
जोरदार विभाजन,കടുത്ത പിളർപ്പ്
अॅक्ट्युएशन डिफ्लेक्टर मल्टीव्हायब्रेटर,ആക്ച്വേഷൻ ഡിഫ്ലെക്റ്റർ മൾട്ടിവൈബ്രേറ്റർ
सुरवातीची वेळ,ആരംഭ സമയം
अंमलबजावणी पद्धत,നിർവ്വഹണ രീതി
ऑपरेटिंग वेळ,പ്രവർത്തന സമയം
"प्रवर्तक, स्टार्टर, स्फोटक","ഉത്ഭവം, സ്റ്റാർട്ടർ, സ്ഫോടനാത്മകം"
प्रेरक सर्किट,ഇൻഡക്റ്റർ സർക്യൂട്ട്
प्रवर्तक सूत्र,ഉത്ഭവ ഫോർമുല
अॅक्ट्युएटर एनोड,ആക്യുവേറ്റർ ആനോഡ്
बेस सुरू करा,അടിസ്ഥാനം ആരംഭിക്കുക
प्रारंभिक घर्षण,പ്രാരംഭ ഘർഷണം
प्रारंभ बिंदू,ആരംഭ സ്ഥാനം
अॅक्ट्युएटर प्रतिकार,ആക്യുവേറ്റർ പ്രതിരോധം
प्रारंभिक मूल्य,പ്രാരംഭ മൂല്യം
स्टेटअँपेअर,സംസ്ഥാന ആമ്പിയർ
"स्थिती, राज्य, राज्य","അവസ്ഥ, അവസ്ഥ, സംസ്ഥാനം"
स्टेज गुच्छ,സ്റ്റേജ് കുല
स्थिती आकृती,സ്ഥാനം ഡയഗ്രം
स्टेज फंक्शन,സ്റ്റേജ് ഫംഗ്ഷൻ
पदार्थाची स्थिती,ദ്രവ്യത്തിന്റെ അവസ്ഥ
तणावाची स्थिती,സമ്മർദ്ദാവസ്ഥ
शून्य कंपन,പൂജ്യം വൈബ്രേഷൻ
स्टेज पॅरामीटर,സ്റ്റേജ് പരാമീറ്റർ
विधान,പ്രസ്താവന
"स्थिर, स्थिर, इलेक्ट्रोस्टॅटिक आवाज","സ്റ്റാറ്റിക്, സ്റ്റാറ്റിക്, ഇലക്ട്രോസ്റ്റാറ്റിക് ശബ്ദം"
स्थिर अणू,സ്റ്റാറ്റിക് ആറ്റം
स्थिर संतुलित पृष्ठ,സ്റ്റാറ്റിക് ബാലൻസ്ഡ് പേജ്
स्थिर वर्तन,സ്റ്റാറ്റിക് സ്വഭാവം
स्थिर वर्ण,സ്റ്റാറ്റിക് സ്വഭാവം
स्टॅटिक कोलोइड मॉर्फोलॉजी,സ്റ്റാറ്റിക് കൊളോയിഡ് മോർഫോളജി
स्थिर विक्षेपण,സ്റ്റാറ്റിക് ഡിഫ്ലക്ഷൻ
स्थिर डायलेक्ट्रिक,സ്റ്റാറ്റിക് ഡൈഇലക്ട്രിക്
स्थिर आइन्स्टाईन जग,സ്റ്റാറ്റിക് ഐൻസ്റ്റീൻ ലോകം
स्थिर वीज,സ്റ്റാറ്റിക് വൈദ്യുതി
स्थिर इलेक्ट्रोड क्षमता,സ്റ്റാറ്റിക് ഇലക്ട്രോഡ് സാധ്യത
"स्थिर समतोल, स्थिर समतोल","സ്റ്റാറ്റിക് സന്തുലിതാവസ്ഥ, നിശ്ചല സന്തുലിതാവസ്ഥ"
स्थिर क्षेत्र,സ്റ്റാറ്റിക് ഫീൽഡ്
स्थिर घर्षण,സ്റ്റാറ്റിക് ഘർഷണം
स्थिर गुरुत्वीय क्षेत्र,സ്റ്റാറ്റിക് ഗ്രാവിറ്റേഷൻ ഫീൽഡ്
निश्चित शीर्ष,നിശ്ചിത ടോപ്പ്
स्टॅटिक कॅन्स मॉडेल,സ്റ്റാറ്റിക് കാൻസ് മോഡൽ
स्टॅसिस,സ്തംഭനാവസ്ഥ
स्थिर मजला,സ്ഥിരതയുള്ള തറ
स्थिर भार,സ്റ്റാറ്റിക് ലോഡ്
स्थिर लोड लाइन,സ്റ്റാറ്റിക് ലോഡ് ലൈൻ
स्थिर भार,സ്റ്റാറ്റിക് ലോഡ്
स्थिर मशीन,സ്റ്റാറ്റിക് മെഷീൻ
स्थिर चुंबकीय द्विध्रुव,സ്റ്റാറ്റിക് കാന്തിക ദ്വിധ്രുവം
स्थिर वाढ,സ്റ്റാറ്റിക് മാഗ്നിഫിക്കേഷൻ
स्थिर मार्जिन,സ്റ്റാറ്റിക് മാർജിൻ
स्थिर पद्धत,സ്റ്റാറ്റിക് രീതി
स्थिर मॉडेल,സ്റ്റാറ്റിക് മോഡൽ
स्थिर क्षण,നിശ്ചല നിമിഷം
स्थिर एनोड प्रतिकार,സ്റ്റാറ്റിക് ആനോഡ് പ്രതിരോധം
स्थिर दाब,സ്റ്റാറ്റിക് മർദ്ദം
स्थिर दाब ट्यूब,സ്റ്റാറ്റിക് പ്രഷർ ട്യൂബ്
स्थिर पुनर्जन्म,സ്റ്റാറ്റിക് റീജനറേഷൻ
स्थिर प्रतिकार,സ്റ്റാറ്റിക് പ്രതിരോധം
स्थिर दृढता,സ്ഥിരമായ ദൃഢത
मेमरीची स्थिर निवड,മെമ്മറിയുടെ സ്ഥിരമായ തിരഞ്ഞെടുപ്പ്
स्थिर संवेदनशीलता,സ്റ്റാറ്റിക് സെൻസിറ്റിവിറ്റി
स्थिर टिकाऊपणा स्थिर टिकाऊपणा,സ്റ്റാറ്റിക് ഡ്യൂറബിലിറ്റി സ്റ്റാറ്റിക് ഡ്യൂറബിലിറ്റി
स्थिर स्टोरेज इव्हेंट,സ്റ്റാറ്റിക് സ്റ്റോറേജ് ഇവന്റ്
स्थिर चाचणी,സ്റ്റാറ്റിക് ടെസ്റ്റ്
स्थिर असंतुलन,സ്റ്റാറ്റിക് അസന്തുലിതാവസ്ഥ
स्थिर जग,നിശ്ചല ലോകം
स्थिर घर्षण,സ്റ്റാറ്റിക് ഘർഷണം
स्थिर मालमत्ता,സ്റ്റാറ്റിക് പ്രോപ്പർട്ടി
स्थिरपणे परवानगी असलेला ताण,സ്ഥിരമായി അനുവദനീയമായ സമ്മർദ്ദം
स्थिरदृष्ट्या समतुल्य,സ്ഥിരമായി തുല്യം
"स्थितीशास्त्र, स्टॅटिक्स","പൊസിഷനോളജി, സ്റ്റാറ്റിക്സ്"
"निरीक्षण स्टेशन, स्टेशन, प्रोटॅक्टर","നിരീക്ഷണ സ്റ്റേഷൻ, സ്റ്റേഷൻ, പ്രൊട്ടക്റ്റർ"
केंद्र क्रमांक,കേന്ദ്ര നമ്പർ
"सेंटर पॉइंटर, स्टेशन पॉइंटर","സെന്റർ പോയിന്റർ, സ്റ്റേഷൻ പോയിന്റർ"
"स्थिर, स्थिर, स्थिर, अचल, स्थिर, स्थिर, स्थिर, स्थिर","സ്ഥിരമായ, നിശ്ചലമായ, നിശ്ചലമായ, അചഞ്ചലമായ, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ"
स्तब्ध कोटर,സ്തംഭിച്ച കോട്ടർ
प्रगतीशील प्रणाली,പുരോഗമന സംവിധാനം
स्तब्ध,സ്തംഭിച്ചുപോയി
सुन्नपणा प्रतिबंध,മരവിപ്പ് നിയന്ത്രണം
स्थिर अंकगणित पद्धत,സ്റ്റാറ്റിക് ഗണിത രീതി
स्थिर इलेक्ट्रोड,സ്റ്റേഷണറി ഇലക്ട്രോഡ്
निश्चित क्षेत्र,നിശ്ചിത പ്രദേശം
निश्चित समोर,നിശ്ചിത മുൻഭാഗം
स्थिर उष्णता प्रवाह,സ്ഥിരമായ താപ പ്രവാഹം
स्थिर ऊर्जा पातळी,സ്ഥിരമായ ഊർജ്ജ നില
सुन्नपणा,മരവിപ്പ്
अचल मायक्रोन्यूक्लियस,അചഞ്ചലമായ മൈക്രോ ന്യൂക്ലിയസ്
स्तब्ध निहारिका,സ്തംഭിച്ച നെബുല
स्थायी वर्ग,നിൽക്കുന്ന ക്ലാസ്
प्रगतीशील दोलन,പുരോഗമന ആന്ദോളനം
स्तब्ध कण,സ്തംഭിച്ച കണിക
स्थिर नमुना,സ്ഥിരമായ പാറ്റേൺ
स्थिर नियतकालिक उष्णता प्रवाह,സ്ഥിരമായ ആനുകാലിക താപ പ്രവാഹം
थक्क झालेला टप्पा,സ്തംഭിച്ച ഘട്ടം
प्रगतीशील विमान शॉक वेव्ह,പുരോഗമന തലം ഷോക്ക് തരംഗം
सुन्न बिंदू,മരവിപ്പ് പോയിന്റ്
स्थिर क्वांटम,സ്ഥിരമായ ക്വാണ്ടം
रेट्रोग्रेड रोटेशनल सिंपल वेव्ह,റിട്രോഗ്രേഡ് റൊട്ടേഷണൽ സിമ്പിൾ വേവ്
"निश्चित स्क्रू, निश्चित स्क्रू","നിശ്ചിത സ്ക്രൂ, നിശ്ചിത സ്ക്രൂ"
थक्क करणारा क्रम,സ്തംഭിച്ച അനുക്രമം
प्रगतीशील साधी लहर,പുരോഗമന ലളിത തരംഗം
स्थिर स्थिती,സ്ഥിരതയുള്ള അവസ്ഥ
स्थिर स्थिती प्रतिक्रिया,സ്ഥിരമായ പ്രതികരണം
आनुपातिक वेळ मालिका,ആനുപാതിക സമയ ശ്രേണി
"स्थावर कॉर्ड कल्चर, जंगम कॉर्ड कल्चर","അചഞ്ചലമായ ചരട് സംസ്കാരം, സ്ഥാവര ചരട് സംസ്കാരം"
धक्कादायक मूल्य,ഞെട്ടിച്ച മൂല്യം
उभी लहर,നിൽക്കുന്ന തിരമാല
प्रगतीशील लहरी ट्यूब,പുരോഗമന തരംഗ ട്യൂബ്
स्थिर चुंबक ड्रम विभाजक,നിശ്ചിത മാഗ്നറ്റ് ഡ്രം സെപ്പറേറ്റർ
नमुना,സാമ്പിൾ
सांख्यिकीय,സ്ഥിതിവിവരക്കണക്ക്
सांख्यिकीय प्रवेग,സ്റ്റാറ്റിസ്റ്റിക്കൽ ത്വരണം
सांख्यिकीय खगोलशास्त्र,സ്റ്റാറ്റിസ്റ്റിക്കൽ ജ്യോതിശാസ്ത്രം
सांख्यिकीय गुणांक,സ്റ്റാറ്റിസ്റ്റിക്കൽ കോഫിഫിഷ്യന്റ്
सांख्यिकीय नियंत्रण,സ്റ്റാറ്റിസ്റ്റിക്കൽ നിയന്ത്രണം
सांख्यिकी अभियांत्रिकी,സ്റ്റാറ്റിസ്റ്റിക്കൽ എഞ്ചിനീയറിംഗ്
सांख्यिकीय शिल्लक,സ്റ്റാറ്റിസ്റ്റിക്കൽ ബാലൻസ്
सांख्यिकीय त्रुटी,സ്ഥിതിവിവരക്കണക്ക് പിശക്
सांख्यिकीय अंदाजे,സ്ഥിതിവിവരക്കണക്ക് ഏകദേശം
"सांख्यिकीय शक्ती विज्ञान, सांख्यिकीय यांत्रिकी","സ്റ്റാറ്റിസ്റ്റിക്കൽ ഫോഴ്സ് സയൻസ്, സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്"
सांख्यिकी पद्धत,സ്റ്റാറ്റിസ്റ്റിക്കൽ രീതി
सांख्यिकीय मॉडेल,സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ
सांख्यिकीय समांतर,സ്റ്റാറ്റിസ്റ്റിക്കൽ പാരലാക്സ്
सांख्यिकीय भौतिकशास्त्र,സ്റ്റാറ്റിസ്റ്റിക്കൽ ഫിസിക്സ്
सांख्यिकीय क्षमता,സ്ഥിതിവിവരക്കണക്ക് സാധ്യത
सांख्यिकीय खोली ध्वनीशास्त्र,സ്റ്റാറ്റിസ്റ്റിക്കൽ റൂം അക്കോസ്റ്റിക്സ്
सांख्यिकीय महत्त्व,സ്ഥിതിവിവരക്കണക്ക് പ്രാധാന്യം
सांख्यिकीय स्थिती,സ്റ്റാറ്റിസ്റ്റിക്കൽ സ്റ്റാൻഡിംഗ് അവസ്ഥ
सांख्यिकीय भिन्नता,സ്റ്റാറ്റിസ്റ്റിക്കൽ വ്യത്യാസം
सांख्यिकी सिद्धांत,സ്റ്റാറ്റിസ്റ്റിക്കൽ സിദ്ധാന്തം
सांख्यिकीय गोंधळ सिद्धांत,സ്ഥിതിവിവരക്കണക്കിലെ അസ്വസ്ഥത സിദ്ധാന്തം
सांख्यिकीय समर्थन श्रेणी,സ്റ്റാറ്റിസ്റ്റിക്കൽ പിന്തുണ ശ്രേണി
सांख्यिकीय वजन,സ്റ്റാറ്റിസ്റ്റിക്കൽ വെയ്റ്റിംഗ്
सांख्यिकीयरित्या अर्थपूर्ण,സ്ഥിതിവിവരക്കണക്ക് പ്രാധാന്യം
स्थिरपणे स्थिर स्थिती,സ്ഥിരമായി സ്ഥിരതയുള്ള അവസ്ഥ
संख्याशास्त्रज्ञ,സ്റ്റാറ്റിസ്റ്റിഷ്യൻ
"आकडेवारी, आकडेवारी","സ്ഥിതിവിവരക്കണക്കുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ"
स्टेटर,സ്റ്റേറ്റർ
स्टेटर कॉइल,സ്റ്റേറ്റർ കോയിൽ
सब्बॅटिकल रजा,അവധിക്കാല അവധി
उभ्या वायर,ലംബ വയർ
"न बदलणारा, स्थिर, स्थिर, कायम","മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ"
सतत प्रवाह,സ്ഥിരമായ നിലവിലെ
स्थिर प्रवाह,സ്ഥിരതയുള്ള ഒഴുക്ക്
स्थिर प्रवाह इलेक्ट्रोथर्मोमीटर,സ്ഥിരമായ ഒഴുക്ക് ഇലക്ട്രോതെർമോമീറ്റർ
स्थिर गती,സ്ഥിരമായ വേഗത
सतत द्रव प्रवाह,നിരന്തരമായ ദ്രാവക പ്രവാഹം
स्थिर रोटेशन गती,സ്ഥിരമായ ഭ്രമണ വേഗത
"कायमस्वरूपी राज्य, कायमस्वरूपी राज्य","സ്ഥിരമായ അവസ്ഥ, സ്ഥിരമായ അവസ്ഥ"
स्थिर स्थिती वर्तमान,സ്ഥിരമായ കറന്റ്
कायमस्वरूपी स्थिती वितरण,സ്ഥിരമായ അവസ്ഥ വിതരണം
स्थायी राज्य मॉडेल,നിൽക്കുന്ന സംസ്ഥാന മാതൃക
स्थायी स्थिती पद्धत,നിൽക്കുന്ന സ്ഥാനം രീതി
स्थायी राज्य समस्या,നിൽക്കുന്ന സംസ്ഥാന പ്രശ്നം
स्थायी राज्य उपाय,നിൽക്കുന്ന സംസ്ഥാന പരിഹാരം
दंड स्थिर करणे,പെനാൽറ്റി സ്ഥിരപ്പെടുത്തുന്നു
अपहरण केले,തട്ടിക്കൊണ്ടുപോയി
"वाफ, वाफ","നീരാവി, നീരാവി"
स्टीम थर्मामीटर,നീരാവി തെർമോമീറ്റർ
स्टीम इंजिन,ആവി യന്ത്രം
"स्टीम जॅकेट, स्टीम इंजेक्टर","സ്റ്റീം ജാക്കറ്റ്, സ്റ്റീം ഇൻജക്ടർ"
वाफ-द्रव वक्र,നീരാവി-ദ്രാവക വക്രം
स्टीम पॉइंट,നീരാവി പോയിന്റ്
स्टीम फिल्टर,നീരാവി ഫിൽട്ടർ
स्टीम टर्बाइन,നീരാവി ടർബൈൻ
स्टील,ഉരുക്ക്
स्टील राखाडी,ഉരുക്ക് ചാരനിറം
स्टील टाकी रेक्टिफायर,സ്റ്റീൽ ടാങ്ക് റക്റ്റിഫയർ
अधिक प्रवण माउंट,കൂടുതൽ സാധ്യതയുള്ള മൗണ്ട്
ऐकू येणारा अँटेना,കേൾക്കാവുന്ന ആന്റിന
स्टीयरिंग बॉक्स,സ്റ്റിയറിംഗ് ബോക്സ്
स्टीफन व्होल्झमन नियम,സ്റ്റെഫാൻ വോൾസ്മാൻ ഭരണം
stephon-साधन,സ്റ്റെഫോൺ-ടൂൾ
stephon-constant,സ്റ്റെഫൺ-കോൺസ്റ്റന്റ്
stephan-law,സ്റ്റെഫാൻ-നിയമം
स्टीनमेट्झ गुणांक,steinmetz ഗുണകം
तार्यांचा,നക്ഷത്രം
तारकीय प्रक्षेपण,നക്ഷത്ര വിക്ഷേപണം
तारकीय रचना,നക്ഷത്ര രചന
तारकीय घनता,നക്ഷത്ര സാന്ദ്രത
"तारकीय गतिशीलता, तारकीय गतिशीलता","സ്റ്റെല്ലാർ ഡൈനാമിക്സ്, സ്റ്റെല്ലാർ ഡൈനാമിക്സ്"
तारकीय मेळावा,നക്ഷത്രയോഗം
तारकीय ऊर्जा,നക്ഷത്ര ഊർജ്ജം
तारकीय वाढ,നക്ഷത്ര വളർച്ച
तारकीय इंटरफेरोमीटर,നക്ഷത്ര ഇന്റർഫെറോമീറ്റർ
केबलवे,കേബിൾവേ
तारकीय गतीशास्त्र,നക്ഷത്ര ഗതിവിജ്ഞാനം
तारकीय तेज,നക്ഷത്ര തിളക്കം
तारकीय चुंबकीय क्षेत्र,നക്ഷത്ര കാന്തികക്ഷേത്രം
तारकीय चमक,നക്ഷത്ര തിളക്കം
तार्यांचा नकाशा तार्यांचा नकाशा,നക്ഷത്ര ഭൂപടം നക്ഷത്ര ഭൂപടം
तारकीय पदार्थ,നക്ഷത്ര ദ്രവ്യം
तारकीय मॉडेल,നക്ഷത്ര മാതൃക
तारकीय अपारदर्शकता,നക്ഷത്ര അതാര്യത
तार्यांचा समांतर,നക്ഷത്ര പാരലാക്സ്
तारकीय फोटोमेट्री,നക്ഷത്ര ഫോട്ടോമെട്രി
तारकीय जागा,നക്ഷത്ര ഇടം
तारकीय त्रिज्या,നക്ഷത്ര ആരം
तारकीय रोटेशन,നക്ഷത്ര ഭ്രമണം
तार्यांचा स्पेक्ट्रम,നക്ഷത്ര സ്പെക്ട്രം
तारकीय रचना,നക്ഷത്ര ഘടന
तारकीय शरीर,നക്ഷത്ര ശരീരം
तारकीय उष्णता,നക്ഷത്ര ചൂട്
तारकीय जग,നക്ഷത്ര ലോകം
तारकीय,നക്ഷത്രക്കാരൻ
स्कॅनिंग ट्रान्समिशन इलेक्ट्रॉन मायक्रोस्कोप,ട്രാൻസ്മിഷൻ ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ് സ്കാനിംഗ്
ओपन स्टिकची दुरुस्ती,തുറന്ന വടിയുടെ ഭേദഗതി
"थर्मामीटर ट्यूब, थर्मामीटर ट्यूब","തെർമോമീറ്റർ ട്യൂബ്, തെർമോമീറ്റർ ട്യൂബ്"
"पाऊल, पाऊल, पाऊल, पाऊल","പടി, പടി, പടി, പടി"
पोस्ट attenuator,പോസ്റ്റ് അറ്റൻവേറ്റർ
चरण-दर-चरण गणना,ഘട്ടം ഘട്ടമായുള്ള കണക്കുകൂട്ടൽ
अनुक्रमिक पद्धत,തുടർച്ചയായ രീതി
"स्टेपिंग ट्रान्सफॉर्मर, स्टेपिंग ट्रान्सफॉर्मर","സ്റ്റെപ്പിംഗ് ട്രാൻസ്ഫോർമർ, സ്റ്റെപ്പിംഗ് ട്രാൻസ്ഫോർമർ"
चरण कार्य,ഘട്ടം പ്രവർത്തനം
श्रेणीकरण नियम श्रेणीकरण नियम,ഗ്രേഡേഷൻ റൂൾ ഗ്രേഡേഷൻ റൂൾ
स्टेप रीड डायोड,സ്റ്റെപ്പ് റീഡ് ഡയോഡ്
जिना रिले,സ്റ്റെയർ റിലേ
एकलॉन रॉकेट,എച്ചലോൺ റോക്കറ്റ്
पोस्ट डिव्हिजन बोर्ड,പോസ്റ്റ് ഡിവിഷൻ ബോർഡ്
पोस्ट चिन्ह,പോസ്റ്റ് അടയാളം
उंचीचे प्रमाण,എലവേഷൻ അനുപാതം
