English,Telugu
Mutual impedance,పరస్పర ఇంపెడెన్స్
Mutual inductance,పరస్పర ఇండక్టెన్స్
Mutual interference,పరస్పర జోక్యం
Nano-technology,నానో-టెక్నాలజీ
Narrowband,సన్నని ఊచ
Narrowcasting,ఇరుకైన కాస్టికింగ్
Natural draft,సహజ ముసాయిదా
Navigator,నావిగేటర్
Negative,ప్రతికూల
Negative bias,ప్రతికూల పక్షపాతం
Negative charge,ప్రతికూల ఛార్జ్
Negative feedback,వ్యతిరేకమైన ఫీడ్ బ్యాక్
Negative peak,ప్రతికూల శిఖరం
Negative resistance,ప్రతికూల నిరోధకత
Net gain,నికర లాభం
Net loss,నికర నష్టం
Netiquette,నెటెకెట్
Network,నెట్‌వర్క్
Network analyzer,నెట్‌వర్క్ ఎనలైజర్
Network file system,నెట్‌వర్క్ ఫైల్ సిస్టమ్
Network planning,నెట్‌వర్క్ ప్లానింగ్
Network termination,నెట్‌వర్క్ ముగింపు
Networking,నెట్‌వర్కింగ్
Neutral,తటస్థ
Neutralising,తటస్థీకరణ
News room automation,న్యూస్ రూమ్ ఆటోమేషన్
Nibble,నిబ్బెల్
Niche,సముచితం
No load test,లోడ్ పరీక్ష లేదు
Node,నోడ్
Noise,శబ్దం
Noise figure,శబ్దం ఫిగర్
Noise filter,శబ్దం వడపోత
Noise floor,శబ్దం అంతస్తు
Noise gate,శబ్దం గేట్
Noise immunity,శబ్దం రోగనిరోధక శక్తి
Noise killer,శబ్దం కిల్లర్
Noise level,శబ్ద స్థాయి
Noise power,శబ్దం శక్తి
Noise shaping quantizer,శబ్దం ఆకారపు క్వాంటైజర్
Noise source,శబ్దం మూలం
Noise suppression circuit,శబ్దం అణచివేత సర్క్యూట్
Noise suppressor,శబ్దం అణచివేత
Noise temperature,శబ్దం ఉష్ణోగ్రత
Noise temperature,శబ్దం ఉష్ణోగ్రత
Noise triangle,శబ్దం త్రిభుజం
Noise voltage,శబ్దం వోల్టేజ్
Noiseless,శబ్దం లేనిది
Noiseless coding,శబ్దం లేని కోడింగ్
Noisy reception,ధ్వనించే రిసెప్షన్
Nominal usable field strength,నామమాత్రపు ఉపయోగపడే క్షేత్ర బలం
Non-direcitonal microphone,నాన్-డైరెసిటోనల్ మైక్రోఫోన్
Non-inductive load,ప్రేరేపించని లోడ్
Non-inductive resistance,ప్రేరణ లేని నిరోధకత
Non-sinosoidal wave,సినోసోయిడల్ వేవ్
Non-volatile memory,అస్థిర జ్ఞాపకశక్తి
NOR gate,గేట్ లేదా గేట్
Normal speed,సాధారణ వేగం
Normal supply,సాధారణ సరఫరా
Notch,గీత
Notch filter,నాచ్ ఫిల్టర్
Numerical,సంఖ్యా
Numerically controlled oscillator,సంఖ్యాపరంగా నియంత్రిత ఓసిలేటర్
Nut-bolt,గింజ-బోల్ట్
Nyquist-Shannon theorem,నైక్విస్ట్-షానన్ సిద్ధాంతం
Object-oriented,ఆబ్జెక్ట్ ఓరియంటెడ్
Octal,అష్ట
Octave of frequency,ఫ్రీక్వెన్సీ యొక్క అష్టపది
Octet,ఆక్టేట్
Off-line,ఆఫ్-లైన్
Offset,ఆఫ్‌సెట్
Ohm,ఓం
Ohm meter,ఓం మీటర్
Oil circuit breaker,ఆయిల్ సర్క్యూట్ బ్రేకర్
Oil filter,ఆయిల్ ఫిల్టర్
Oil immersed,చమురు మునిగిపోయింది
Oil level gauge,చమురు స్థాయి గేజ్
Omni-directional antenna,ఓమ్ని-డైరెక్షనల్ యాంటెన్నా
Omni-directional microphone,ఓమ్ని-డైరెక్షనల్ మైక్రోఫోన్
On demand,కోరిక మేరకు
On-demand streaming,ఆన్-డిమాండ్ స్ట్రీమింగ్
On-line (online),ఆన్-లైన్ (ఆన్‌లైన్)
Online analytical processing,ఆన్‌లైన్ విశ్లేషణాత్మక ప్రాసెసింగ్
On-off,ఆఫ్
On-off keying modulation,ఆన్-ఆఫ్ కీయింగ్ మాడ్యులేషన్
Open circuit,ఓపెన్ సర్క్యూట్
Open source,ఓపెన్ సోర్స్
Open system,ఓపెన్ సిస్టమ్
Operating frequency,ఆపరేటింగ్ ఫ్రీక్వెన్సీ
Operating system,ఆపరేటింగ్ సిస్టమ్
Operation,ఆపరేషన్
Operator,ఆపరేటర్
Optical fibre,ఆప్టికల్ ఫైబర్
Optical frequency,ఆప్టికల్ ఫ్రీక్వెన్సీ
Optical reduction,ఆప్టికల్ తగ్గింపు
Optical resolution,ఆప్టికల్ రిజల్యూషన్
Optical track,ఆప్టికల్ ట్రాక్
Optimum working frequency,వాంఛనీయ పని పౌన .పున్యం
Optocoupler,ఆప్టోకౌప్లర్
Optoelectronics,ఆప్టోఎలక్ట్రానిక్స్
OR gate,లేదా గేట్
Orbit,కక్ష్య
Oscillator,ఓసిలేటర్
Oscillogram,ఓసిల్లోగ్రామ్
Oscillograph,ఓసిల్లోగ్రాఫ్
Oscilloscope,ఓసిల్లోస్కోప్
Outer interleaver,బాహ్య ఇంటర్‌సీవర్
Outgoing feeder,అవుట్గోయింగ్ ఫీడర్
Output,అవుట్పుట్
Output level,అవుట్పుట్ స్థాయి
Output meter,అవుట్పుట్ మీటర్
Output transformer,అవుట్పుట్ ట్రాన్స్ఫార్మర్
Output valve,అవుట్పుట్ వాల్వ్
Output waveform,అవుట్పుట్ తరంగ రూపం
Outside broadcast (OB),వెలుపల ప్రసారం (OB)
Oven,పొయ్యి
Over coupling,ఓవర్ కప్లింగ్
Over modulation,మాడ్యులేషన్ మీద
Over voltage,ఓవర్ వోల్టేజ్
Overall attenuation,మొత్తం అటెన్యుయేషన్
Overall broadcast reliability,మొత్తం ప్రసార విశ్వసనీయత
Overall efficiency,మొత్తం సామర్థ్యం
Overall reception reliability,మొత్తం రిసెప్షన్ విశ్వసనీయత
Overall response,మొత్తం ప్రతిస్పందన
Overall system,మొత్తం వ్యవస్థ
Overdubbing,ఓవర్‌డబ్బింగ్
Overhead line,ఓవర్ హెడ్ లైన్
Overhead wire,ఓవర్ హెడ్ వైర్
Overload,ఓవర్లోడ్
Overload protection devices,ఓవర్‌లోడ్ రక్షణ పరికరాలు
Overload trip,ఓవర్‌లోడ్ ట్రిప్
Oversampling,ఓవర్‌సాంప్లింగ్
Packed,ప్యాక్ చేయబడింది
Packet switching,ప్యాకెట్ స్విచింగ్
Packetization,ప్యాకెట్జేషన్
Packetized,ప్యాకెట్ చేయబడింది
Pad,ప్యాడ్
Paging,పేజింగ్
Pan screen,పాన్ స్క్రీన్
Panel,ప్యానెల్
Panning,పానింగ్
Panorama,పనోరమా
Parabolic microphone,పారాబొలిక్ మైక్రోఫోన్
Paradigm shift,నమూనా మార్పు
Paradox,పారడాక్స్
Parallel port,సమాంతర పోర్ట్
Parameter,పరామితి
Parasitic loss,పరాన్నజీవి నష్టం
Parasitic oscillation,పరాన్నజీవి డోలనం
Parity bit,పారిటీ బిట్
Parity testing,పారిటీ పరీక్ష
Parsec,పార్సెక్
Partial resolution,పాక్షిక రిజల్యూషన్
Passband,పాస్‌బ్యాండ్
Passive,నిష్క్రియాత్మ
Passive network,నిష్క్రియాత్మక నెట్‌వర్క్
Password,పాస్వర్డ్
Patch,పాచ్
Patch cord,ప్యాచ్ త్రాడు
Path loss,మార్గం నష్టం
Pattern,నమూనా
Payload,పేలోడ్
Peak altitude,పీక్ ఎత్తు
Peak anode current,పీక్ యానోడ్ కరెంట్
Peak limiter,పీక్ లిమిటర్
Peak load,పీక్ లోడ్
Peak value,గరిష్ట విలువ
Peaking,పీకింగ్
Peak-to-peak voltage,పీక్-టు-పీక్ వోల్టేజ్
Peer-to-peer,పీర్-టు-పీర్
Perceptional model,అవగాహన నమూనా
Perceptual model,గ్రహణ మోడల్
Performance,పనితీరు
Perigee,పెరిగీ
Periodic test,ఆవర్తన పరీక్ష
Peripheral,పరిధీయ
Peripherals,పరిధీయాలు
Permeability,పారగమ్యత
Permittivity,పర్మిటివిటీ
Phantom power supply,ఫాంటమ్ విద్యుత్ సరఫరా
Phase,దశ
Phase alteration line,దశ మార్పు రేఖ
Phase comparator,దశ పోలిక
Phase delay,దశ ఆలస్యం
Phase discriminator,దశ వివక్షత
Phase locked loop frequency synthesizer,దశ లాప్ ఫ్రీక్వెన్సీ సింథసైజర్
Phase modulation,దశ మాడ్యులేషన్
Phase reversal,దశ రివర్సల్
Phase shift keying,దశ షిఫ్ట్ కీయింగ్
Phone in console,కన్సోల్‌లో ఫోన్
Phone in programme,ప్రోగ్రామ్‌లో ఫోన్
Physical layer,భౌతిక పొర
Pictorial,పిక్టోరియల్
Piezoelectric,పైజోఎలెక్ట్రిక్
Pilot generator,పైలట్ జనరేటర్
Pilot signal,పైలట్ సిగ్నల్
Pilot tone,పైలట్ టోన్
Piracy,పైరసీ
Pitch,పిచ్
Pixel,పిక్సెల్
Pixelization,పిక్సెలైజేషన్
Plant,మొక్క
Plasma,ప్లాస్మా
Platform,వేదిక
Play back,తిరిగి ఆడండి
Play back amplifier,బ్యాక్ యాంప్లిఫైయర్ ఆడండి
Play back head,బ్యాక్ హెడ్ ఆడండి
Playlist,ప్లేజాబితా
Playout,ప్లేఅవుట్
Plotter,ప్లాటర్
Plug,ప్లగ్
Pneumatic control system,న్యూమాటిక్ కంట్రోల్ సిస్టమ్
Polarisation,ధ్రువణత
Polarity,ధ్రువణత
Polygon,బహుభుజి
Polynomial,బహుపది
Polyphase filter bank,పాలిఫేస్ ఫిల్టర్ బ్యాంక్
Porch,పోర్చ్
Porous absorber,పోరస్ శోషక
Port,పోర్ట్
Positive peak,సానుకూల శిఖరం
Post synchronisation,పోస్ట్ సింక్రొనైజేషన్
Potentiometer,పొటెన్షియోమీటర్
Power,శక్తి
Power amplifier,పవర్ యాంప్లిఫైయర్
Power combining,శక్తి కలయిక
Power consumption,విద్యుత్ వినియోగం
Power control,విద్యుత్ నియంత్రణ
Power density,శక్తి సాంద్రత
Power distribution,విద్యుత్ పంపిణీ
Power failure,విద్యుత్ వైఫల్యం
Power gain,విద్యుత్ లాభం
Power indicator,శక్తి సూచిక
Power interface,పవర్ ఇంటర్ఫేస్
Power supply,విద్యుత్ సరఫరా
Power supply- schematic,విద్యుత్ సరఫరా- స్కీమాటిక్
Power switch,పవర్ స్విచ్
Power transformer,పవర్ ట్రాన్స్ఫార్మర్
Precedence effect,ప్రాధాన్యత ప్రభావం
Predictive coding,ప్రిడిక్టివ్ కోడింగ్
Pre-emphasis,ప్రీ-ఎంఫాసిస్
Pre-mix,ప్రీ-మిక్స్
Pre-recorded,ముందే రికార్డ్ చేయబడింది
Preservation,సంరక్షణ
Press button,బటన్ ను ఒత్తండి
Pressure testing,పీడన పరీక్ష
Primary colour,ప్రాధమిక రంగు
Primary coverage,ప్రాథమిక కవరేజ్
Primitive polynomial,ఆదిమ బహుపది
Printed circuit board (PCB),ప్రింటెడ్ సర్క్యూట్ బోర్డ్ (పిసిబి)
Printer,ప్రింటర్
Procedure,విధానం
Process,ప్రక్రియ
Processing,ప్రాసెసింగ్
Processor,ప్రాసెసర్
Profile,ప్రొఫైల్
Program multiplexing,ప్రోగ్రామ్ మల్టీప్లెక్సింగ్
Programme (program),ప్రోగ్రామ్ (ప్రోగ్రామ్)
Programmer,ప్రోగ్రామర్
Project management,ప్రాజెక్ట్ నిర్వహణ
Proliferation,విస్తరణ
Propagation,ప్రచారం
Propagation  of radio waves,రేడియో తరంగాల ప్రచారం
Propagation curve,ప్రచార వక్రత
Property,ఆస్తి
Proportional,అనుపాత
Protection ratio,రక్షణ నిష్పత్తి
Protective relay,రక్షణ రిలే
Protocol,ప్రోటోకాల్
Prototype,ప్రోటోటైప్
Proxy server,ప్రాక్సీ సర్వర్
Psychoacoustic coder,సైకోఅకౌస్టిక్ కోడర్
Psychoacoustic mode,సైకోఅకౌస్టిక్ మోడ్
Psychoacoustic model,సైకోఅకౌస్టిక్ మోడల్
Psychoacoustic phenomenon,సైకోఅకౌస్టిక్ దృగ్విషయం
Psychoacoustics,సైకోఅకౌస్టిక్స్
Psychometric chart,సైకోమెట్రిక్ చార్ట్
Public address amplifier,పబ్లిక్ అడ్రస్ యాంప్లిఫైయర్
Public broadcaster,పబ్లిక్ బ్రాడ్‌కాస్టర్
Pulse,పల్స్
Pulse code modulation,పల్స్ కోడ్ మాడ్యులేషన్
Pulse generator,పల్స్ జనరేటర్
Pulse modulation,పల్స్ మాడ్యులేషన్
Pulse rise time,పల్స్ పెరుగుదల సమయం
Pulse width,పల్స్ వెడల్పు
Punched card,పంచ్ కార్డ్
Puncturing,పంక్చరింగ్
Push button,నొక్కుడు మీట
Push pull power amplifier,పుల్ పుల్ పవర్ యాంప్లిఫైయర్
Quadraphonic,క్వాడ్రాఫోనిక్
Quadrature,క్వాడ్రేచర్
Quality,నాణ్యత
Quality control,నాణ్యత నియంత్రణ
Quality factor,నాణ్యత కారకం
Quantity,పరిమాణం
Quantization,పరిమాణీకరణ
Quantization error,పరిమాణ లోపం
Quantizing,పరిమాణ
Quenching,అణచివేయడం
Radiated power,రేడియేటెడ్ పవర్
Radiation,రేడియేషన్
Radiation efficiency,రేడియేషన్ సామర్థ్యం
Radio,రేడియో
Radio activity hazards,రేడియో కార్యాచరణ ప్రమాదాలు
Radio astronomy,రేడియో ఖగోళ శాస్త్రం
Radio frequency,రేడియో ఫ్రీక్వెన్సీ
Radio frequency (RF) drive,రేడియో ఫ్రీక్వెన్సీ (RF) డ్రైవ్
Radio frequency (RF) feeder,రేడియో ఫ్రీక్వెన్సీ
Radio frequency (RF) oscillator,రేడియో ఫ్రీక్వెన్సీ (RF) ఓసిలేటర్
Radio frequency (RF) synthesizer,రేడియో ధార్మిక శక్తి
Radio interference,రేడియో జోక్యం
Radio location,రేడియో స్థానం
Radio networking (RN) channel,రేడియో నెట్‌వర్కింగ్ (RN) ఛానల్
Radio propagation medium,రేడియో ప్రచార మాధ్యమం
Radio receiver,రేడియో రిసీవర్
Radio regulations,రేడియో నిబంధనలు
Radio signal,రేడియో సిగ్నల్
Radio spectrum,రేడియో స్పెక్ట్రం
Radio tracking,రేడియో ట్రాకింగ్
Radio transmitter,రేడియో ట్రాన్స్మిటర్
Radio wave,రేడియో వేవ్
Radius,వ్యాసార్థం
Ramp,రాంప్
Random,యాదృచ్ఛికంగా
Random data,యాదృచ్ఛిక డేటా
Random error,యాదృచ్ఛిక లోపం
Random fluctuations,యాదృచ్ఛిక హెచ్చుతగ్గులు
Range,పరిధి
Raster,రాస్టర్
Raster image format,రాస్టర్ ఇమేజ్ ఫార్మాట్
Rate control,రేటు నియంత్రణ
Rate of change,మార్పు రేటు
Rated capacity,రేటెడ్ సామర్థ్యం
Rated horse power,రేటెడ్ గుర్రపు శక్తి
Rated power,రేట్ శక్తి
Rating,రేటింగ్
R-C coupling,R-C కలపడం
Reactance,ప్రతిచర్య
Reaction,స్పందన
Reactive component,రియాక్టివ్ భాగం
Reactive load,రియాక్టివ్ లోడ్
Reagent etching,రీజెంట్ ఎచింగ్
Real time transmission,రియల్ టైమ్ ట్రాన్స్మిషన్
Rebroadcasting,రీబ్రోడ్కాస్టింగ్
Receiver,రిసీవర్
Receiving antenna,యాంటెన్నా స్వీకరించడం
Receiving centre,స్వీకరించే కేంద్రం
Reception,రిసెప్షన్
Reception report,రిసెప్షన్ నివేదిక
Reception survey,రిసెప్షన్ సర్వే
Reciprocal,పరస్పరం
Reconstruction filter,పునర్నిర్మాణ వడపోత
Recordable,రికార్డ్ చేయదగినది
Recorded,రికార్డ్ చేయబడింది
Recorder,రికార్డర్
Recording,రికార్డింగ్
Recording booth,రికార్డింగ్ బూత్
Recording head,రికార్డింగ్ హెడ్
Recording on disc,డిస్క్‌లో రికార్డింగ్
Recording room,రికార్డింగ్ గది
Recording system,రికార్డింగ్ వ్యవస్థ
Recording tape,రికార్డింగ్ టేప్
Rectification,సరిదిద్దడం
Rectified signal,సరిదిద్దబడిన సిగ్నల్
Rectifier,రెక్టిఫైయర్
Recycle,రీసైకిల్
Redundancy,పునరావృతం
Redundant,అనవసరమై
Redundant element,పునరావృత మూలకం
Re-engineering,తిరిగి ఇంజనీరింగ్
Re-enlargement,తిరిగి స్వాధీనం
Reference frequency,రిఫరెన్స్ ఫ్రీక్వెన్సీ
Reference value,సూచన విలువ
Reflecting layer,పొరను ప్రతిబింబిస్తుంది
Reflecting medium,మాధ్యమం ప్రతిబింబిస్తుంది
Reflecting surface,ఉపరితలం ప్రతిబింబిస్తుంది
Reflection,ప్రతిబింబం
Reflector,రిఫ్లెక్టర్
Reflector for antenna,యాంటెన్నా కోసం రిఫ్లెక్టర్
Refraction,వక్రీభవనం
Refractive index,వక్రీభవన సూచిక
Refrigeration,శీతలీకరణ
Regeneration,పునరుత్పత్తి
Register,రిజిస్టర్
Regulating valve,వాల్వ్‌ను నియంత్రించడం
Regulation,నియంత్రణ
Regulator,రెగ్యులేటర్
Regulatory,నియంత్రణ
Reinforcement,అదనపుబల o
Relational,రిలేషనల్
Relative permittivity,సాపేక్ష అనుమతి
Relay,రిలే
Relay centre,రిలే సెంటర్
Relay muting,రిలే మ్యూటింగ్
Relay transmitter,రిలే ట్రాన్స్మిటర్
Release,విడుదల
Release no volt,వోల్ట్‌ను విడుదల చేయండి
Reliability,విశ్వసనీయత
Reliable,నమ్మదగినది
Remote,రిమోట్
Remote control,రిమోట్ కంట్రోల్
Remote control and navigation system,రిమోట్ కంట్రోల్ మరియు నావిగేషన్ సిస్టమ్
Remote control unit,రిమోట్ కంట్రోల్ యూనిట్
Remote system,రిమోట్ సిస్టమ్
Remotely controlled equipment,రిమోట్‌గా నియంత్రించబడిన పరికరాలు
Repeat coil,కాయిల్‌ను పునరావృతం చేయండి
Repeater,రిపీటర్
Replacement,పున ment స్థాపన
Replenishment,నింపడం
Reproduce,పునరుత్పత్తి
Reproduction,పునరుత్పత్తి
Re-recording,తిరిగి రికార్డింగ్
Research and development,పరిశోధన మరియు అభివృద్ధి
Reset,రీసెట్
Residual reshuffling,అవశేషాల పునర్నిర్మాణం
Residue,అవశేషాలు
Resistance,ప్రతిఘటన
Resistance load,నిరోధక లోడ్
Resistor,రెసిస్టర్
Resolution,స్పష్టత
Resonance,ప్రతిధ్వని
Resonance frequency,ప్రతిధ్వని ఫ్రీక్వెన్సీ
Resonant,ప్రతిధ్వని
Resonant line,ప్రతిధ్వనించే లైన్
Resonator,ప్రతిధ్వని
Resource,వనరు
Resource sharing,వనరుల భాగస్వామ్యం
Responding period,ప్రతిస్పందించే కాలం
Response,ప్రతిస్పందన
Restoration,పునరుద్ధరణ
Resultant,ఫలితం
Retention,నిలుపుదల
Retransmission,పున rans ప్రసారం
Retrieval,తిరిగి పొందడం
Retrieval engine,తిరిగి పొందే ఇంజిన్
Retry,మళ్లీ ప్రయత్నించండి
Return,తిరిగి
Return path,తిరిగి మార్గం
Reverberation,ప్రతిధ్వని
Reverberation  time,ప్రతిధ్వని సమయం
Reverse biased diode,రివర్స్ బయాస్డ్ డయోడ్
Reverse current,రివర్స్ కరెంట్
Revolving,రివాల్వింగ్
Rewind,రివైండ్
Rewirable fuse,పునర్వ్యవస్థీకరణ ఫ్యూజ్
Rewiring,రివైరింగ్
Rewritable,తిరిగి వ్రాయబడుతుంది
RF drive,RF డ్రైవ్
RF feeder,RF ఫీడర్
RF hazards,RF ప్రమాదాలు
RF protection ratio,RF రక్షణ నిష్పత్తి
Rheostat,రియోస్టాట్
Ribbon,రిబ్బన్
Rivet,రివెట్
Rivetted joint,రివర్టెడ్ ఉమ్మడి
Rivetting,రివర్టింగ్
RN channel,RN ఛానల్
Robot,రోబోట్
Robotics,రోబోటిక్స్
Roll in,వరుసలో
Roll out,విడుదల
Root,రూట్
Rotary,రోటరీ
Rotation,భ్రమణం
Route,మార్గం
Router,రౌటర్
Routine operations,సాధారణ కార్యకలాపాలు
Routing,రౌటింగ్
Run time,రన్ సమయం
Safety arrangement,భద్రతా అమరిక
Safety interlock,భద్రతా ఇంటర్‌లాక్
Sag,సాగ్
Salient features,విశిష్ట లక్షణాలు
Sample,నమూనా
Sample and hold circuit,నమూనా మరియు హోల్డ్ సర్క్యూట్
Sample size,నమూనా పరిమాణం
Sampled data,నమూనా డేటా
Sampling,నమూనా
Sampling rate,మాదిరి రేటు
Sampling saturation,నమూనా సంతృప్తత
Sampling theory/theorem,మాదిరి సిద్ధాంతం
Satellite,ఉపగ్రహ
Satellite communication,ఉపగ్రహ కమ్యూనికేషన్
Satellite coverage,ఉపగ్రహ కవరేజ్
Satellite digital link,ఉపగ్రహ డిజిటల్ లింక్
Satellite interference,ఉపగ్రహ జోక్యం
Satellite radio,ఉపగ్రహ రేడియో
Satellite radio transmission,ఉపగ్రహ రేడియో ప్రసారం
Satellite transmission,ఉపగ్రహ ప్రసారం
Saturated air,సంతృప్త గాలి
Saturating current,సంతృప్త కరెంట్
Saturation,సంతృప్తత
Saw tooth wave,టూత్ వేవ్ చూసింది
Scalability,స్కేలబిలిటీ
Scale,స్కేల్
Scale factor,స్కేల్ ఫ్యాక్టర్
Scaling,స్కేలింగ్
Scanned beam,స్కాన్ చేసిన పుంజం
Scanner,స్కానర్
Scanning frequency,స్కానింగ్ ఫ్రీక్వెన్సీ
Scanning line,స్కానింగ్ లైన్
Scattering,స్కాటరింగ్
Scenario,దృష్టాంతంలో
Scheduler,షెడ్యూలర్
Schematic,స్కీమాటిక్
Schottkey barrier,షాట్‌కీ అవరోధం
Scintillation,సింటిలేషన్
Scrambler,స్క్రాంబ్లర్
Scrambling,స్క్రాంబ్లింగ్
Scrap,స్క్రాప్
Scraping,స్క్రాపింగ్
Scratch,స్క్రాచ్
Screen,స్క్రీన్
Screen burn,స్క్రీన్ బర్న్
Screen bypass,స్క్రీన్ బైపాస్
Screen current,స్క్రీన్ కరెంట్
Screen grid,స్క్రీన్ గ్రిడ్
Screen saver,స్క్రీన్ సేవర్
Screened cable,స్క్రీన్‌డ్ కేబుల్
Screening,స్క్రీనింగ్
Scroll,స్క్రోల్
Scroll bar,స్కోర్ల్ బార్
Scrolling,స్క్రోలింగ్
Search engine,శోధన యంత్రము
Secondary,ద్వితీయ
Secondary cell,ద్వితీయ సెల్
Sector,రంగం
Segment,విభాగం
Self diagnostic,స్వీయ విశ్లేషణ
Semiconductor,సెమీకండక్టర్
Sender,పంపినవారు
Sensitivity,సున్నితత్వం
Sensor,నమోదు చేయు పరికరము
Sequence,సీక్వెన్స్
Serial,క్రమ
Serial access,సీరియల్ యాక్సెస్
Serial port,సీరియల్ పోర్ట్
Series resonance,సిరీస్ ప్రతిధ్వని
Server,సర్వర్
Setup,సెటప్
Shading,షేడింగ్
Shadow,నీడ
Shannon’s theorem,షానన్ సిద్ధాంతం
Shaping,షేపింగ్
Shareware,షేర్‌వేర్
Sheath,కోశం
Shift,మార్పు
Shifting,తరలించడం
Shock,షాక్
Short circuit,షార్ట్ సర్క్యూట్
Short circuit test,షార్ట్ సర్క్యూట్ పరీక్ష
Short wave,చిన్న తరంగం
Short wave centre,షార్ట్ వేవ్ సెంటర్
Shortcut,సత్వరమార్గం
Shutdown,షట్డౌన్
Shutdown signal,షట్డౌన్ సిగ్నల్
Side band,సైడ్ బ్యాండ్
Side band power,సైడ్ బ్యాండ్ శక్తి
Signal,సిగ్నల్
Signal amplitude,సిగ్నల్ వ్యాప్తి
Signal flow graph,సిగ్నల్ ఫ్లో గ్రాఫ్
Signal generator,సిగ్నల్ జనరేటర్
Signal light,సిగ్నల్ లైట్
Signal routing,సిగ్నల్ రౌటింగ్
Signal strength,సిగ్నల్ బలం
Signal to cross talk ratio,సిగ్నల్ టు క్రాస్ టాక్ రేషియో
Signal to noise ratio,శబ్దం నిష్పత్తికి సిగ్నల్
Signal to unweighted noise ratio,విస్మరించని శబ్దం నిష్పత్తికి సిగ్నల్
Signalling and switching,సిగ్నలింగ్ మరియు మారడం
Signalling bit,సిగ్నలింగ్ బిట్
Significant sidebands,ముఖ్యమైన సైడ్‌బ్యాండ్‌లు
Simplex,సింప్లెక్స్
Simulation,అనుకరణ
Simulator,సిమ్యులేటర్
Simulcast,సిమల్‌కాస్ట్
Simultaneous masking,ఏకకాల మాస్కింగ్
Sine component,సైన్ భాగం
Sine wave,సైన్ తరంగం
Single frequency network,సింగిల్ ఫ్రీక్వెన్సీ నెట్‌వర్క్
Single phase motor,సింగిల్ ఫేజ్ మోటారు
Site,సైట్
Site layout plan,సైట్ లేఅవుట్ ప్రణాళిక
Skilled operator,నైపుణ్యం కలిగిన ఆపరేటర్
Skip distance,దూరం దాటవేయండి
Sky wave,స్కై వేవ్
Sky wave propagation,స్కై వేవ్ ప్రచారం
Slab,స్లాబ్
Slant path,స్లాంట్ మార్గం
Slot,స్లాట్
Smart card,స్మార్ట్ కార్డ్
Sodium vapour lamp,సోడియం ఆవిరి దీపం
Soft key,మృదువైన కీ
Software,సాఫ్ట్‌వేర్
Solar activity,సౌర కార్యకలాపాలు
Solar energy,సౌర శక్తి
Solar flares,సౌర మంటలు
Solar powered,సౌర శక్తితో
Solid state,ఘన స్థితి
Solid state storage,ఘన స్థితి నిల్వ
Solid state transmitter,సాలిడ్ స్టేట్ ట్రాన్స్మిటర్
Sort,క్రమబద్ధీకరించండి
Sound,ధ్వని
Sound absorption,ధ్వని శోషణ
Sound balance,సౌండ్ బ్యాలెన్స్
Sound detector,సౌండ్ డిటెక్టర్
Sound mixer,సౌండ్ మిక్సర్
Sound perspective,ధ్వని దృక్పథం
Sound power,సౌండ్ పవర్
Sound proof,సౌండ్ ప్రూఫ్
Sound recording,సౌండ్ రికార్డింగ్
Sound reflection,ధ్వని ప్రతిబింబం
Sound transmission loss,ధ్వని ప్రసార నష్టం
Source,మూలం
Source encoder,సోర్స్ ఎన్కోడర్
Space,స్థలం
Space diversity,అంతరిక్ష వైవిధ్యం
Space telecasting,స్పేస్ టెలికాస్టింగ్
Space wave,స్పేస్ వేవ్
Spacing,అంతరం
Spam,స్పామ్
Spamming,స్పామింగ్
Span,వ్యవధి
Spare bit,విడి బిట్
Spares,విడిభాగాలు
Sparking,స్పార్కింగ్
Spatial,ప్రాదేశిక
Spatial effect,ప్రాదేశిక ప్రభావం
Spatial redundancy,ప్రాదేశిక పునరావృతం
Special effect,ప్రత్యేకమైన ప్రభావం
Special effects amplifier,స్పెషల్ ఎఫెక్ట్స్ యాంప్లిఫైయర్
Specialization,స్పెషలైజేషన్
Specification,స్పెసిఫికేషన్
Spectral absorption,స్పెక్ట్రల్ శోషణ
Spectral band replication,స్పెక్ట్రల్ బ్యాండ్ రెప్లికేషన్
Spectral distribution,స్పెక్ట్రల్ పంపిణీ
Spectral redundancy,స్పెక్ట్రల్ రిడెండెన్సీ
Spectrophotometer,స్పెక్ట్రోఫోటోమీటర్
Spectroscope,స్పెక్ట్రోస్కోప్
Spectrum,స్పెక్ట్రం
Spectrum analyzer,స్పెక్ట్రమ్ ఎనలైజర్
Spectrum shaping,స్పెక్ట్రం ఆకృతి
Speech articulation,స్పీచ్ ఉచ్చారణ
Speech channel,స్పీచ్ ఛానల్
Speech compression,స్పీచ్ కంప్రెషన్
Speech encoding,స్పీచ్ ఎన్కోడింగ్
Speech recognition,మాటలు గుర్తుపట్టుట
Spin,స్పిన్
Spiral,మురి
Splicing,స్ప్లికింగ్
Splitter,స్ప్లిటర్
Spool,స్పూల్
Sporadic,అరుదుగా
Spot beams,స్పాట్ కిరణాలు
Spread sheet,స్ప్రెడ్ షీట్
Spurious and harmonic radiation,నకిలీ మరియు హార్మొనిక్ రేడియేషన్
Spurious sideband frequencies,నకిలీ సైడ్‌బ్యాండ్ పౌన .పున్యాలు
Squeezed video,పిండిన వీడియో
Stamping,స్టాంపింగ్
Standard software,ప్రామాణిక సాఫ్ట్‌వేర్
Standardization,ప్రామాణీకరణ
Standby,స్టాండ్బై
