Assamese,Bengali
দ্বিঘাত ফলন,দ্বিঘাত ফাংশন
দ্বিঘাত কাৰ্য্যকৰী,চতুর্মুখী কার্যকরী
দ্বিঘাত আন্তঃপ্ৰক্ষেপণ,চতুর্মুখী ইন্টারপোলেশন
দ্বিঘাত বস্তুনিষ্ঠ ফলন,চতুর্মুখী উদ্দেশ্য ফাংশন
দ্বিঘাত প্ৰগ্ৰেমিং,চতুর্মুখী প্রোগ্রামিং
দ্বিঘাত পাৰস্পৰিকতা,চতুর্মুখী পারস্পরিকতা
দ্বিঘাত পৃষ্ঠ,চতুর্ভুজ পৃষ্ঠ
দ্বিঘাত পদ,দ্বিঘাত শব্দ
দ্বিঘাত সূত্ৰ,চতুর্ভুজ সূত্র
চতুৰ্ভুজ,চতুর্ভুজ
গুণগত বিশ্লেষণ,গুণগত বিশ্লেষণ
গুণগত নিয়ন্ত্ৰণ,মান নিয়ন্ত্রণ
কোৱাণ্টাম বলবিজ্ঞান,কোয়ান্টাম বলবিজ্ঞান
কোৱাণ্টাম সংখ্যা,কোয়ান্টাম সংখ্যা
কোৱাণ্টাম পৰিসংখ্যা,কোয়ান্টাম পরিসংখ্যান
কিহবাৰ এক চতুৰ্থাংশ,চতুর্থাংশ
কোৱাৰ্টিক,কোয়ার্টিক
চতুৰ্থাংশ,চতুর্থাংশ
অৰ্ধৰৈখিক গঠনমূলক সমীকৰণ,আধা রৈখিক গঠনমূলক সমীকরণ
অৰ্ধ নিয়মীয়া,প্রায় নিয়মিত
quaternion,quaternion
শাৰীৰ দৈৰ্ঘ্য,সারি দৈর্ঘ্য
শাৰীবদ্ধ আৰ্হি,সারিবদ্ধ মডেল
শাৰী পাতি থকাৰ সমস্যা,সারিবদ্ধ সমস্যা
শাৰীবদ্ধ প্ৰক্ৰিয়া,সারিবদ্ধ প্রক্রিয়া
শাৰীবদ্ধ ব্যৱস্থা,সারিবদ্ধ সিস্টেম
শাৰী শাৰী তত্ত্ব,সারিবদ্ধ তত্ত্ব
কুইন্টাইল,কুইন্টাইল
কুইন্টুপ্লেট,quintuplet
উদ্ধৄতি,উদ্ধৃতি
ভাগফল,ভাগফল
ভাগফল ক্ষেত্ৰ,ভাগফল ক্ষেত্র
ভাগফল গোট,ভাগফল গ্রুপ
ভাগফল নিয়ম,ভাগফল আইন
ভাগফল গোট,ভাগফল সেট
ভাগফল স্থান,ভাগফল স্থান
ভাগফল টপোলজি,ভাগফল টপোলজি
ৰেডিয়েল,রেডিয়াল
ৰেডিয়েন,রেডিয়ান
ৰেডিয়ান পৰিমাপ,রেডিয়ান পরিমাপ
ৰেডিকেল,মৌলবাদী
ৰেডিকেল অক্ষ,র্যাডিকাল অক্ষ
ৰেডিকেল চিন,আমূল চিহ্ন
ব্যাসাৰ্ধ,ব্যাসার্ধ
অভিসৰণৰ ব্যাসাৰ্ধ,অভিসার ব্যাসার্ধ
বক্ৰতাৰ ব্যাসাৰ্ধ,বক্রতার ব্যাসার্ধের
ব্যাসাৰ্ধ ভেক্টৰ,ব্যাসার্ধ ভেক্টর
radix,radix
যাদৃচ্ছিক ভুল,ক্রমাগত ত্রুটি
ৰেণ্ডম ফাংচন,র্যান্ডম ফাংশন
ৰেণ্ডমাইজেচন,এলোমেলোকরণ
ৰেণ্ডম ব্লক,এলোমেলো ব্লক
ৰেণ্ডম মডেল,এলোমেলো মডেল
যাদৃচ্ছিক সংখ্যা,এলোমেলো সংখ্যা
ৰেণ্ডম নমুনা সংগ্ৰহ,এলোমেলো নমুনা
ৰেণ্ডম ভেৰিয়েবল,দৈব চলক
পৰিসৰ,পরিসীমা
অভিসৰণৰ পৰিসৰ,অভিসারের পরিসীমা
সংহতিৰ পৰিসৰ,একীকরণের পরিসীমা
সম্পৰ্কৰ পৰিসৰ,সম্পর্কের পরিসীমা
ৰেঞ্জ স্থান,পরিসীমা স্থান
ৰেংক,পদমর্যাদা
ৰেংক সম্পৰ্ক,র্যাঙ্ক পারস্পরিক সম্পর্ক
মেট্ৰিক্সৰ ৰেংক,ম্যাট্রিক্সের র‍্যাঙ্ক
ৰেংক অৰ্ডাৰৰ পৰিসংখ্যা,র্যাঙ্ক অর্ডার পরিসংখ্যান
পৰিৱৰ্তনৰ হাৰ,পরিবরতনের হার
অভিসৰণৰ হাৰ,অভিসারের হার
অনুপাত,অনুপাত
যুক্তিকৰ,যুক্তিসঙ্গত
যুক্তিসংগত প্ৰকাশ,মূলদ অভিব্যক্তি
যুক্তিসংগত ক্ষেত্ৰ,যৌক্তিক ক্ষেত্র
যুক্তিসংগত ফলন,মূলদ ফাংশন
হৰটোৰ যুক্তিসংগতকৰণ,হর এর যৌক্তিকতা
যুক্তিসংগত সংখ্যা,মূলদ সংখ্যা
যুক্তিসংগত সংখ্যাৰ ক্ষেত্ৰ,মূলদ সংখ্যা ক্ষেত্র
যুক্তিসংগত কাৰ্য্য,যৌক্তিক অপারেশন
অনুপাত পৰীক্ষা,অনুপাত পরীক্ষা
কেঁচা তথ্য,মূল তথ্য
ৰশ্মি,রশ্মি
ৰশ্মি ভেক্টৰ,রশ্মি ভেক্টর
বাস্তৱ,বাস্তব
বাস্তৱ অক্ষ,বাস্তব অক্ষ
বাস্তৱ ধাৰাবাহিকতা,বাস্তব ধারাবাহিকতা
বাস্তৱ ৰেখা,বাস্তব লাইন
বাস্তৱ ৰৈখিক ভেক্টৰ স্থান,বাস্তব রৈখিক ভেক্টর স্থান
বাস্তৱ মেট্ৰিক্স,বাস্তব ম্যাট্রিক্স
বাস্তৱ সংখ্যা,সত্য নম্বর
বাস্তৱ সংখ্যাৰ ক্ষেত্ৰ,বাস্তব সংখ্যা ক্ষেত্র
বাস্তৱ অংশ,বাস্তব অংশ
বাস্তৱ বহুপদ,বাস্তব বহুপদ
বাস্তৱ দ্বিঘাত,বাস্তব দ্বিঘাত
প্ৰকৃত মূল,প্রকৃত মূল
বাস্তৱ স্থান,বাস্তব স্থান
বাস্তৱ সময়ৰ ব্যৱস্থা,রিয়েল টাইম সিস্টেম
বাস্তৱ মূল্যৰ ফলন,বাস্তব মূল্যবান ফাংশন
বাস্তৱ চলক,বাস্তব পরিবর্তনশীল
বাস্তৱ ভেক্টৰ স্থান,বাস্তব ভেক্টর স্থান
পাৰস্পৰিক,পারস্পরিক
পাৰস্পৰিক মেট্ৰিক্স,পারস্পরিক ম্যাট্রিক্স
আয়ত,আয়তক্ষেত্র
আয়তাকাৰ,আয়তক্ষেত্রাকার
আয়তাকাৰ এৰে,আয়তক্ষেত্রাকার অ্যারে
আয়তাকাৰ অক্ষ,আয়তক্ষেত্রাকার অক্ষ
আয়তাকাৰ ঘনত্বৰ ফলন,আয়তক্ষেত্রাকার ঘনত্ব ফাংশন
আয়তাকাৰ হাইপাৰবোলা,আয়তক্ষেত্রাকার হাইপারবোলা
আয়তাকাৰ মেট্ৰিক্স,আয়তক্ষেত্রাকার ম্যাট্রিক্স
আয়তাকাৰ parellelopiped (ঘনকীয়),আয়তক্ষেত্রাকার প্যারেললোপাইপড (ঘনক্ষেত্র)
ৰেক্টিফেবল কাৰ্ভ,সংশোধনযোগ্য বক্ররেখা
পুনৰাবৃত্তি সূত্ৰ,পুনরাবৃত্তি সূত্র
পুনৰাবৃত্তিমূলক দশমিক,পুনরাবৃত্ত দশমিক
পুনৰাবৃত্তি সূত্ৰ,পুনরাবৃত্তি সূত্র
হ্ৰাস কৰা এচেলন ৰূপ,কমানো একেলন ফর্ম
ৰিডাক্টিঅ&#39;-এড-এবছাৰ্ডম,reductio-ad-absurdum
হ্ৰাস সূত্ৰ,হ্রাস সূত্র
ৰেফাৰেন্স লাইন,প্রসঙ্গ রেখা
ৰেফাৰেন্স পইণ্ট,মানবিন্দু
প্ৰতিফলিত তৰংগ,প্রতিফলিত তরঙ্গ
প্ৰতিফলন,প্রতিফলন
প্ৰতিফলিত আইন,রিফ্লেক্সিভ আইন
অভিসৰণৰ অঞ্চল,অভিসারী অঞ্চল
বিচ্ছিন্নতাৰ অঞ্চল,বিচ্যুতি অঞ্চল
সংহতিৰ অঞ্চল,একীকরণের অঞ্চল
ৰিগ্ৰেছন বিশ্লেষণ,রিগ্রেশন বিশ্লেষণ
ৰিগ্ৰেছন বক্ৰ,রিগ্রেশন বক্ররেখা
ৰিগ্ৰেছন সমীকৰণ,রিগ্রেশন সমীকরণ
ৰিগ্ৰেছন লাইন,প্রত্যাগতি সীমা
ৰিগ্ৰেছন মডেল,রিগ্রেশন মডেল
নিয়মীয়া বক্ৰ,নিয়মিত বক্ররেখা
নিয়মীয়া ষড়ভুজ,নিয়মিত ষড়ভুজ
নিয়মীয়া মেট্ৰিক্স,নিয়মিত ম্যাট্রিক্স
নিয়মীয়া টেট্ৰাহেড্ৰন,নিয়মিত টেট্রাহেড্রন
আপেক্ষিক পৰিপূৰক,আপেক্ষিক পরিপূরক
আপেক্ষিক সৰ্বোচ্চ,আপেক্ষিক সর্বোচ্চ
আপেক্ষিক নূন্যতম,আপেক্ষিক সর্বনিম্ন
আপেক্ষিক সম্ভাৱনা (চৰ্তসাপেক্ষ সম্ভাৱনা),আপেক্ষিক সম্ভাব্যতা (শর্তগত সম্ভাবনা)
আপেক্ষিক বেগ,আপেক্ষিক বেগ
আপেক্ষিকতা,আপেক্ষিকতা
আপেক্ষিকতাবাদ তত্ত্ব,আপেক্ষিকতা তত্ত্ব
নিৰ্ভৰযোগ্যতা,নির্ভরযোগ্যতা
নিৰ্ভৰযোগ্যতাৰ সমস্যা,নির্ভরযোগ্যতা সমস্যা
বাকী থকা টাৰ্ম,অবশিষ্ট মেয়াদ
বাকী উপপাদ্য,অবশিষ্ট উপপাদ্য
বাৰম্বাৰ সীমা,পুনরাবৃত্তি সীমা
ৰিমেনৰ অবিচ্ছেদ্য পুনৰাবৃত্তি কৰিলে,পুনরাবৃত্ত Riemann অবিচ্ছেদ্য
প্ৰতিনিধিত্ব কৰা,প্রতিনিধিত্ব
অৱশিষ্ট,অবশিষ্টাংশ
এটা মেৰুত অৱশিষ্ট,একটি মেরুতে অবশিষ্টাংশ
সংকল্প,রেজোলিউশন
শক্তিৰ সমাধান,বাহিনীর রেজোলিউশন
বেগৰ ৰিজ’লিউচন,বেগের রেজোলিউশন
ফলাফল,ফলে
ফলস্বৰূপ বল,পরিসমাপ্তি বল
ফলাফল ভেক্টৰ,ফলে ভেক্টর
সংশোধিত ছিমপ্লেক্স কৌশল,সংশোধিত সিমপ্লেক্স কৌশল
ৰম্বছ,রম্বস
ৰিমেন অবিচ্ছেদ্য,রিম্যান অবিচ্ছেদ্য
সোঁকোণ,সমকোণ
সোঁকোণীয়া ত্ৰিভুজ,ডান কোণই ত্রিভুজ
সোঁফালৰ বৃত্তাকাৰ শঙ্কু,ডান বৃত্তাকার শঙ্কু
ডান কোছেট,ডান coset
সোঁফালৰ চিলিণ্ডাৰ,ডান সিলিন্ডার
সোঁহাতৰ,ডান হাতি
সোঁফালৰ ওলোটা,ডান বিপরীত
কঠোৰ প্ৰমাণ,কঠোর প্রমাণ
আঙুঠি,রিং
পূৰ্ণসংখ্যাৰ আঙঠি,পূর্ণসংখ্যার রিং
R-ইন্টিগ্ৰেবল,R- সংহত
শিপা,মূল
মূলৰ গড় বৰ্গ,রুট অর্থ বর্গ
বহুপদৰ মূল,বহুপদীর মূল
ঘূৰ্ণন,ঘূর্ণন
ঘূৰণীয়া ত্ৰুটি,রাউন্ডিং ত্রুটি
শাৰী,সারি
শাৰী-দ্বাৰা-স্তম্ভ গুণন,সারি দ্বারা কলাম গুণন
শাৰী সমতুল্যতা,সারি সমতা
শাৰী মেট্ৰিক্স,সারি ম্যাট্রিক্স
শাৰী ৰেংক,সারি র‍্যাঙ্ক
চেডেল পইণ্ট,জিন বিন্দু
নমুনা,নমুনা
নমুনাৰ অৰ্থ,নমুনা মানে
নমুনা বিন্দু,নমুনা পয়েন্ট
নমুনাৰ আকাৰ,সাধারন মাপ
নমুনা স্থান,নমুনা স্থান
নমুনা মানক বিচ্যুতি,নমুনা স্ট্যান্ডার্ড বিচ্যুতি
নমুনা জৰীপ,নমুনা জরিপ
নমুনা ভ্যাৰিয়েন্স,নমুনা বৈচিত্র্য
নমুনা সংগ্ৰহ কৰা,নমুনা
নমুনা বিতৰণ,নমুনা বিতরণ
নমুনা সংগ্ৰহৰ ভুল,নমুনা ত্রুটি
নমুনা সংগ্ৰহৰ ব্যৱধান,নমুনা ব্যবধান
নমুনা সংগ্ৰহ পদ্ধতি,নমুনা পদ্ধতি
নমুনা সংগ্ৰহ তত্ত্ব,নমুনা তত্ত্ব
প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা,প্রতিস্থাপন সহ নমুনা
স্কেলাৰ,স্কেলার
স্কেলাৰ ক্ষেত্ৰ,স্কেলার ক্ষেত্র
স্কেলাৰ মেট্ৰিক্স,স্কেলার ম্যাট্রিক্স
স্কেলাৰ বহুগুণ,স্কেলার একাধিক
স্কেলাৰ গুণন,স্কেলার গুণন
স্কেলাৰ উৎপাদন,স্কালে পণ্য
স্কেলাৰ পৰিমাণ,স্কালের পরিমাণ
স্কেলাৰ ট্ৰিপল প্ৰডাক্ট,স্কেলার ট্রিপল পণ্য
scelene ত্ৰিভুজ,দৃশ্যমান ত্রিভুজ
বিক্ষিপ্ত ডায়েগ্ৰাম,বিক্ষিপ্ত চিত্র
শ্ৰডিংগাৰ সমীকৰণ,শ্রোডিঙ্গার সমীকরণ
ঋতুভিত্তিক উঠা-নমা,ঋতু ওঠানামা
secant,সেক্যান্ট
secant পদ্ধতি,সেক্যান্ট পদ্ধতি
দ্বিতীয় ব্যুৎপত্তি,দ্বিতীয় ডেরিভেটিভ
দ্বিতীয় ক্ৰমৰ,দ্বিতীয় ক্রম
শাখা,অধ্যায়
খণ্ড,সেক্টর
এটা বক্ৰৰ অংশ,একটি বক্ররেখার অংশ
self — সংযুক্ত,স্ব - সংলগ্ন
self adjoint অপাৰেটৰ,স্ব-সংলগ্ন অপারেটর
self — সংযুক্ত,স্ব - সংঘবদ্ধ
অৰ্ধঅক্ষ,semiaxis
অৰ্ধবৃত্ত,অর্ধবৃত্ত
অৰ্ধ - নিৰ্দিষ্ট মেট্ৰিক্স,আধা-নির্দিষ্ট ম্যাট্রিক্স
অৰ্ধ - নিৰ্দিষ্ট দ্বিঘাত ৰূপ,আধা - নির্দিষ্ট দ্বিঘাত ফর্ম
অৰ্ধগোট,সেমিগ্রুপ
অৰ্ধ - ব্যৱধান,আধা - ব্যবধান
অৰ্ধ প্ৰধান অক্ষ,আধা প্রধান অক্ষ
অৰ্ধ ক্ষুদ্ৰ অক্ষ,আধা গৌণ অক্ষ
পৃথক কৰিব পৰা বহুপদ,বিভাজ্য বহুপদ
চলকৰ পৃথকীকৰণ,ভেরিয়েবলের বিচ্ছেদ
ক্ৰম,ক্রম
ক্ৰমবিন্যাস তত্ত্ব,সিকোয়েন্সিং তত্ত্ব
ক্ৰমিক বিশ্লেষণ,অনুক্রমিক বিশ্লেষণ
ক্ৰমিক নমুনা সংগ্ৰহ কৰা,অনুক্রমিক নমুনা
ক্ৰমিক সম্পৰ্ক,সিরিয়াল পারস্পরিক সম্পর্ক
শৃংখলা,সিরিজ
স্থাপন কৰা,সেট
sextant,সেক্সট্যান্ট
শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট,Shewhart নিয়ন্ত্রণ চার্ট
চহী,চিহ্ন
এটা মেট্ৰিক্সৰ স্বাক্ষৰ,একটি ম্যাট্রিক্সের স্বাক্ষর
দ্বিঘাত ৰূপৰ স্বাক্ষৰ,দ্বিঘাত আকারের স্বাক্ষর
স্বাক্ষৰিত নম্বৰ,স্বাক্ষরিত নম্বর
তাৎপৰ্য্যৰ স্তৰ,তাত্পর্য স্তর
তাৎপৰ্য্য পৰীক্ষা,তাৎপর্য পরীক্ষা
উল্লেখযোগ্য অংক,উল্লেখযোগ্য সংখ্যা
চিহ্ন পৰীক্ষা,সাইন পরীক্ষা
signum ফাংচন,signum ফাংশন
একেধৰণৰ উপবৃত্তাকাৰ,অনুরূপ উপবৃত্তাকার
একেধৰণৰ সংখ্যা,অনুরূপ পরিসংখ্যান
সাদৃশ্য,মিল
একেধৰণৰ মেট্ৰিক্স,অনুরূপ ম্যাট্রিক্স
সহজ বন্ধ বক্ৰ,সহজ বন্ধ বক্ররেখা
সহজ সম্পৰ্ক,সহজ পারস্পরিক সম্পর্ক
সহজ হাৰমনিক গতি,সহজ সুরেলা গতি
সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ,সহজ র্যান্ডম স্যাম্পলিং
simplex,সিমপ্লেক্স
simplex এলগৰিদম,সিমপ্লেক্স অ্যালগরিদম
simplex tableau,সিমপ্লেক্স মূকনাট্য
চিম্পছনৰ এক - তৃতীয় নিয়ম,সিম্পসনের এক - তৃতীয় নিয়ম
চিমুলেচন কৌশল,সিমুলেশন কৌশল
একেলগে অৱভেদ্য সমীকৰণ,যুগপত ডিফারেনশিয়াল সমীকরণ
একেলগে সমীকৰণ,যুগপত সমীকরণ
sine,সাইন
চাইন বক্ৰ,সাইন বক্ররেখা
singleton,এককটন
একক মূল্যৰ ফাংচন,একক মূল্যবান ফাংশন
একবচন অখণ্ড,একবচন অবিচ্ছেদ্য
এককতা,এককতা
একক মেট্ৰিক্স,একবচন ম্যাট্রিক্স
একক সমাধান,একক সমাধান
নমুনাৰ আকাৰ,নমুনার আকার
তিৰ্যক বিতৰণ,তির্যক বিতরণ
skew-হাৰমিটিয়ান মেট্ৰিক্স,skew-Hermitian ম্যাট্রিক্স
তিৰ্যকতা,তির্যকতা
skew প্ৰতিসম মেট্ৰিক্স,তির্যক প্রতিসম ম্যাট্রিক্স
slack ভেৰিয়েবল,স্ল্যাক পরিবর্তনশীল
এঢলীয়া,ঢাল
ঢালৰ গ্ৰেডিয়েণ্ট,ঢাল গ্রেডিয়েন্ট
সৰু সৰু বন্ধনী,ছোট বন্ধনী
মসৃণ বক্ৰ,মসৃণ বক্ররেখা
মসৃণ কাৰ্য্য,মসৃণ ফাংশন
সময় শৃংখলাৰ মসৃণকৰণ,সময় সিরিজের মসৃণকরণ
সৌৰজগত,সৌর জগৎ
ছ&#39;লেন&#39;ইডাল ভেক্টৰ,solenoidal ভেক্টর
গোটা,কঠিন
কঠিন জ্যামিতি,কঠিন জ্যামিতি
সমাধান,সমাধান
শৃংখলাবদ্ধভাৱে সমাধান,সিরিজে সমাধান
সমাধান মেট্ৰিক্স,সমাধান ম্যাট্রিক্স
ত্ৰিভুজৰ সমাধান,একটি ত্রিভুজের সমাধান
সমাধান স্থান,সমাধান স্থান
সোনাইন বহুপদ,সোনাইন বহুপদী
স্থান,স্থান
স্থান বক্ৰ,স্থান বক্ররেখা
স্পেনিং চেট,স্প্যানিং সেট
স্থানীয় কোৰেলোগ্ৰাম,স্থানিক কোরিলোগ্রাম
বিশেষ ৰৈখিক গোট,বিশেষ লিনিয়ার গ্রুপ
বিশেষ অৰ্থগনেল গোট,বিশেষ অর্থোগোনাল গ্রুপ
নিৰ্দিষ্ট মাধ্যাকৰ্ষণ,আপেক্ষিক গুরুত্ব
বৰ্ণালী মেপিং উপপাদ্য,বর্ণালী ম্যাপিং উপপাদ্য
এটা ফলনৰ বৰ্ণালী,একটি ফাংশনের বর্ণালী
গোলক,গোলক
গোলাকাৰ স্থানাংক ব্যৱস্থা,গোলাকার সমন্বয় ব্যবস্থা
গোলাকাৰ মেৰু স্থানাংক,গোলাকার মেরু স্থানাঙ্ক
গোলাকাৰ ত্ৰিভুজ,গোলাকার ত্রিভুজ
গোলাকাৰ ত্ৰিকোণমিতি,গোলাকার ত্রিকোণমিতি
সৰ্পিল,সর্পিল
বৰ্গ,বর্গক্ষেত্র
বৰ্গক্ষেত্ৰৰ বন্ধনী,চতুস্কন বন্ধনী
বৰ্গ ইন্টিগ্ৰেবল,বর্গাকার সংহত
বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স,বর্গ ম্যাট্রিক্স
বৰ্গমূল,বর্গমূল
নমুনা সংগ্ৰহৰ পৰ্যায়,নমুনা নেওয়ার পর্যায়
চিৰিৰ কাৰ্য্য,সিঁড়ি ফাংশন
মানক বিচ্যুতি,আদর্শ চ্যুতি
মানক ভিতৰৰ উৎপাদন,আদর্শ অভ্যন্তরীণ পণ্য
ভাৰসাম্যৰ অৱস্থা,ভারসাম্যের অবস্থা
স্থবিৰ বক্ৰ,স্থির বক্ররেখা
স্থবিৰ বিন্দু,স্থির বিন্দু
স্থবিৰ মান,স্থির মান
পৰিসংখ্যা,পরিসংখ্যান
পৰিসংখ্যাগত,পরিসংখ্যানগত
পৰিসংখ্যাগত তথ্য,পরিসংখ্যানগত তথ্য
পৰিসংখ্যাগত বিতৰণ,পরিসংখ্যানগত বন্টন
পৰিসংখ্যাগত অনুমান,পরিসংখ্যানগত অনুমান
পৰিসংখ্যাগত অনুমান,পরিসংখ্যান অনুমান
পৰিসংখ্যাগত আৰ্হি,পরিসংখ্যান মডেল
পৰিসংখ্যাগত জনসংখ্যা,পরিসংখ্যান জনসংখ্যা
পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ,পরিসংখ্যানগত মান নিয়ন্ত্রণ
পৰিসংখ্যা,পরিসংখ্যান
স্থিৰ,স্থির
স্থিৰ অৱস্থাৰ সমাধান,স্থির রাষ্ট্র সমাধান
ঠেক আৰোহণ (এটা বক্ৰৰ),খাড়া আরোহন (একটি বক্ররেখার)
steepest আৰোহণ ডিজাইন,খাড়া আরোহন নকশা
ঠেকতম অৱতৰণ,খাড়া বংশদ্ভুত
ষ্টেপ ফাংচন,ধাপ ফাংশন
ষ্টাৰলিং ছিৰিজ,স্টার্লিং সিরিজ
ষ্ট&#39;কেষ্টিক,স্টোকাস্টিক
ষ্ট&#39;কেষ্টিক মেট্ৰিক্স,স্টোকাস্টিক ম্যাট্রিক্স
ষ্ট&#39;কেষ্টিক মডেল,স্টোকাস্টিক মডেল
ষ্ট&#39;কেষ্টিক প্ৰগ্ৰেমিং,স্টোকাস্টিক প্রোগ্রামিং
ষ্ট&#39;কেষ্টিক ভেৰিয়েবল,স্টোকাস্টিক পরিবর্তনশীল
ষ্টকছৰ উপপাদ্য,স্টোকসের উপপাদ্য
সৰলৰেখা,সোজা লাইন
স্তৰৰ লেখচিত্ৰ,স্তর চার্ট
স্তৰবিন্যাস,স্তরবিন্যাস
স্তৰিত নমুনা সংগ্ৰহ,স্তরিত নমুনা
ষ্ট্ৰিম-লাইন,স্ট্রিম লাইন
চাপ,চাপ
কঠোৰভাৱে উত্তল ফলন,কঠোরভাবে উত্তল ফাংশন
কঠোৰভাৱে হ্ৰাস পাইছে,কঠোরভাবে কমছে
কঠোৰভাৱে বৃদ্ধি পাইছে,কঠোরভাবে বাড়ছে
কঠোৰভাৱে একস্বৰীয় কাৰ্য্য,কঠোরভাবে একঘেয়ে ফাংশন
ছাত্ৰৰ পৰীক্ষা (ছাত্ৰৰ &quot;t&quot; পৰীক্ষা),ছাত্রের পরীক্ষা (ছাত্রের &quot;টি&quot; পরীক্ষা)
উপ-সংগ্ৰহ,উপ-সংগ্রহ
উপ নিৰ্ণায়ক,উপ-নির্ধারক
উপক্ষেত্ৰ,উপক্ষেত্র
উপগোট,উপগোষ্ঠী
উপ-ব্যৱধান,উপ-ব্যবধান
উপমেট্ৰিক্স,সাবম্যাট্রিক্স
চাবস্ক্রিপ্ট,সাবস্ক্রিপ্ট
উপক্ৰম,পরবর্তী
উপগোট,উপসেট
উপস্থান,সাবস্পেস
প্ৰতিস্থাপন,প্রতিস্থাপন
উপস্পৰ্শক,subtangent
subtend,জমা করা
বিয়োগ কৰক,বিয়োগ
বিয়োগ কৰা,বিয়োগ
ক্ৰমাগত,ক্রমাগত
ক্ৰমাগত পাৰ্থক্য,ধারাবাহিক পার্থক্য
ক্ৰমাগত সংহতি,ধারাবাহিক একীকরণ
উত্তৰাধিকাৰী,উত্তরাধিকারী
প্ৰত্যয়,প্রত্যয়
মুঠ,যোগফল
যোগফল ফলন,যোগফল ফাংশন
summable,যোগ করা যায়
summand,সমন্বিত
যোগফল,সমষ্টি
ছামেচন কনভেনচন,সমষ্টি সম্মেলন
যোগফল সূত্ৰ,সমষ্টি সূত্র
শৃংখলাৰ যোগফল,সিরিজের সমষ্টি
যোগফল চিহ্ন,সমষ্টি চিহ্ন
অসীমলৈ যোগফল,অসীমের যোগফল
চুপাৰস্ক্রিপ্ট,সুপারস্ক্রিপ্ট
ছুপাৰছেট,সুপারসেট
ছুপাৰছনিক প্ৰবাহ,সুপারসনিক প্রবাহ
পৰিপূৰক কোণ,সম্পূরক কোণ
হাইপাৰপ্লেন সমৰ্থন কৰা,সমর্থনকারী হাইপারপ্লেন
কাৰ্য্যৰ সমৰ্থন,ফাংশন সমর্থন
ধৰা হওক,ধরুন
সৰ্বোচ্চ,সর্বোচ্চ
surd,surd
পৃষ্ঠ,পৃষ্ঠতল
পৃষ্ঠভাগৰ ক্ষেত্ৰফল,ভূপৃষ্ঠের
পৃষ্ঠৰ অবিচ্ছেদ্য,পৃষ্ঠ অবিচ্ছেদ্য
ছাৰ্জেকচন,সার্জেকশন
surjective,surjective
surjective মানচিত্ৰ,অনুমানমূলক মানচিত্র
চিহ্ন,প্রতীক
প্ৰতীকী যুক্তি,প্রতীকী যুক্তি
প্ৰতীকী আৰ্হি,প্রতীকী মডেল
প্ৰতিসম,প্রতিসম
প্ৰতিসম,প্রতিসম
প্ৰতিসম নিৰ্ণায়ক,প্রতিসম নির্ধারক
প্ৰতিসম পাৰ্থক্য,প্রতিসম পার্থক্য
প্ৰতিসম মেট্ৰিক্স,প্রতিসম ম্যাট্রিক্স
ব্যৱস্থা বিশ্লেষণ,ধারা বিশ্লেষণ
পদ্ধতিগত নমুনা সংগ্ৰহ কৰা,পদ্ধতিগত নমুনা
মেজ,টেবিল
tableau,মূকনাট্য
অখণ্ডৰ টেবুল,অখণ্ডের সারণী
টেবুলাৰ,সারণী
টেবুলাৰ ৰূপ,ট্যাবুলার ফর্ম
টেবুলাৰ লগাৰিদম,সারণী লগারিদম
টেবুলত লিখা,সারণী
টেবুল কৰা মান,সারণীকৃত মান
টেবুলেচন,ট্যাবুলেশন
টেবুলেটৰ,ট্যাবুলেটার
নেজ,লেজ
ঠেংৰ অঞ্চল (বিতৰণৰ),লেজ এলাকা (বন্টন)
স্পৰ্শকতা,স্পর্শকতা
স্পৰ্শক,স্পর্শক
স্পৰ্শক হাইপাৰপ্লেন,স্পর্শক হাইপারপ্লেন
স্পৰ্শকীয়,স্পর্শক
স্পৰ্শক উপাদান,স্পর্শক উপাদান
স্পৰ্শক অংশ,স্পর্শক বিভাগ
স্পৰ্শক ৰেখা,স্পর্শক রেখা
স্পৰ্শক সমতল,স্পর্শক সমতল
স্পৰ্শক স্থান,স্পর্শক স্থান
টেপ পাঞ্চ,টেপ পাঞ্চ
টেপ ৰিডাৰ,টেপ পাঠক
টাউবেৰিয়ান উপপাদ্য,টবেরিয়ান উপপাদ্য
টেইলৰৰ উপপাদ্য,টেলরের উপপাদ্য
ট্চেবিচেভ মেট্ৰিক,চেবিচেভ মেট্রিক
t-বিতৰণ,টি-বন্টন
টেলিস্কোপিক শৃংখলা,টেলিস্কোপিক সিরিজ
টেম্প&#39;ৰেল স্থানাংক,সাময়িক স্থানাঙ্ক
লৌকিক সম্পৰ্ক,সাময়িক সম্পর্ক
টেম্প&#39;ৰেল ভেৰিয়েবল,অস্থায়ী পরিবর্তনশীল
টান শক্তি,প্রসার্য শক্তি
টেনছৰ,টেনসর
টেনছৰ বিশ্লেষণ,টেনসর বিশ্লেষণ
টেনছৰ উৎপাদন,টেনসর পণ্য
