Assamese,Tamil
ৰিটাৰ্ণ কি&#39;,திரும்பும் விசை
পুনৰ ব্যৱহাৰযোগ্য ক&#39;ড,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
পুনৰ লিখিব পৰা,மீண்டும் எழுதக்கூடியது
RGB মনিটৰ,RGB மானிட்டர்
ফিতা,ரிப்பன்
সঠিক বিষয়,சரியான பிரச்சினை
ৰবট,ரோபோ
ৰবটিক্স,ரோபாட்டிக்ஸ்
মজবুত,வலுவான
ভূমিকা,பங்கு
ৰোল বেক,திரும்பவும்
ৰোল ইন,உருட்டவும்
ৰোল আউট,உருட்டவும்
ৰম,ரோம்
শিপা,வேர்
ৰূট ডাইৰেকটৰি,ரூட் அடைவு
ভুলৰ ৰাউণ্ড,பிழை சுற்று
ৰাউটাৰ,திசைவி
ৰুটিং,ரூட்டிங்
RS232C আন্তঃপৃষ্ঠ,RS232C இடைமுகம்
RSA এনক্ৰিপচন,RSA குறியாக்கம்
আৰ টি চি,ஆர்.டி.சி
দৈৰ্ঘ্যৰ এনকোডিং চলাওক,ரன் நீளம் குறியாக்கம்
ৰান টাইম,இயக்க நேரம்
ৰান টাইম ত্ৰুটি,இயக்க பிழை
নমুনা,மாதிரி
নমুনা সংগ্ৰহ কৰা,மாதிரி எடுத்தல்
উপগ্ৰহ,செயற்கைக்கோள்
চেচুৰেটিং,நிறைவுற்றது
সঞ্চয় কৰা,சேமிக்கவும்
স্কেলেবিলিটি,அளவீடல்
স্কেলাৰ,அளவுகோல்
স্কেনিং কৰা,ஸ்கேன் செய்கிறது
দৃশ্যপট,காட்சி
সূচীকাৰক,திட்டமிடுபவர்
স্ক্ৰীণ ইমেজ প্ৰজেক্টৰ,திரை பட ப்ரொஜெக்டர்
চিত্ৰনাট্য,கையால் எழுதப்பட்ட தாள்
লিপিৰ ভাষা,ஸ்கிரிப்டிங் மொழி
স্ক্ৰলিং কৰা,ஸ்க்ரோலிங்
SDLC (সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ),SDLC (ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு)
সন্ধান,தேடு
চাৰ্চ ইঞ্জিন,தேடல் இயந்திரம்
search tree,தேடல் மரம்
সন্ধান কৰি আছে,தேடி
মাধ্যমিক,இரண்டாம் நிலை
খণ্ড,துறை
সুৰক্ষা নীতি,பாதுகாப்பு கொள்கை
সময় বিচাৰিব,நேரம் தேடுங்கள்
ছেগমেণ্ট,பிரிவு
ছেগমেণ্টেচন,பிரிவு
নিৰ্বাচন সজাই পৰাই তোলা,தேர்வு வகை
self contained,தன்னை உள்ளடக்கியது
অৰ্থবিজ্ঞান,சொற்பொருள்
চেমাফোৰ,செமாஃபோர்
অৰ্ধপৰিবাহী,செமிகண்டக்டர்
চেমন্টিক ৱেব,சொற்பொருள் வலை
ক্ৰমিক অভিগম পদ্ধতি,தொடர் அணுகல் முறை
ছিৰিয়েল,தொடர்
ছিৰিয়েলাইজাৰ,சீரியலைசர்
চাৰ্ভাৰ,சேவையகம்
চাৰ্ভাৰ ক্ৰেচ,சர்வர் செயலிழப்பு
চাৰ্ভাৰ অনুজ্ঞাপত্ৰ,சர்வர் உரிமம்
চাৰ্ভো বহুগুণক,சர்வோ பெருக்கி
স্থাপন কৰা,அமைக்கவும்
ছেট পইণ্ট,அமைக்க புள்ளி
স্থাপন কৰা,அமைக்க
ছাঁ পৰা ঠাই,நிழல்
ছাঁ দিয়া,நிழல்
ছাঁ,நிழல்
ফাইলটো শ্বেয়াৰ কৰক,கோப்பு பகிர்வு
অংশীদাৰী অভিগম,பகிரப்பட்ட அணுகல்
ভাগ কৰি দে,பகிர்தல்
খোলা,ஷெல்
শিফ্ট চৰিত্ৰ,மாற்றம் பாத்திரம்
শ্বৰ্ট চাৰ্কিট,குறைந்த மின்னழுத்தம்
চুটি নিৰ্দেশনা,குறுகிய அறிவுறுத்தல்
সহোদৰ,உடன்பிறப்பு
পাৰ্শ্বক্ৰিয়া,பக்க விளைவு
sign bit,அடையாளம் பிட்
সংকেত,சிக்னல்
সংকেত প্ৰক্ৰিয়াকৰণ,சமிக்ஞை செயலாக்கம்
সংকেত প্ৰদান কৰা,சிக்னலிங்
সংকেত-শব্দ অনুপাত,சமிக்ஞை-இரைச்சல் விகிதம்
চহী,கையெழுத்து
স্বাক্ষৰ পৰীক্ষণ,கையெழுத்து சோதனை
উল্লেখযোগ্য অংক,குறிப்பிடத்தக்க இலக்கம்
ছিলিকন চিপ,சிலிக்கான் சிப்
সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
ছিমপ্লেক্স,சிம்ப்ளக்ஸ்
simplex ন&#39;ড,எளிய முனை
চিমুলেচন,உருவகப்படுத்துதல்
চিমুলেটৰ,சிமுலேட்டர்
একে লগে,ஒரே நேரத்தில்
একেলগে প্ৰক্ৰিয়াকৰণ,ஒரே நேரத்தில் செயலாக்கம்
চিংগলটন,சிங்கிள்டன்
চাইট অনুজ্ঞাপত্ৰ,தள உரிமம்
আকাৰ,அளவு
আকাৰ নিৰ্ধাৰণ,அளவிடுதல்
স্কেচিং,வரைதல்
বাদ দিয়া,தவிர்க்கவும்
এৰি দিয়া হৈছে,ஸ்கிப்பிங்
স্লেছ,ஸ்லாஷ்
স্লেভ কম্পিউটাৰ,அடிமை கணினி
স্লাইডিং উইন্ডো প্ৰটোকল,நெகிழ் சாளர நெறிமுறை
পিছলা,நழுவும்
ছাঁদ,ஸ்லாட்
সৰু কম্পিউটাৰ ব্যৱস্থাপ্ৰণালীৰ আন্তঃপৃষ্ঠ (SCSI),சிறிய கணினி அமைப்பு இடைமுகம் (SCSI)
স্মাৰ্ট কাৰ্ড,ஸ்மார்ட் கார்டு
শামুক মেইল,நத்தை அஞ்சல்
স্নেপশ্বট,ஸ்னாப்ஷாட்
চফ্ট কম্পিউটিং,மென்மையான கணினி
চফ্ট কপি,மென்மையான நகல்
কোমল ফন্ট,மென்மையான எழுத்துரு
ছ’ফ্টৱেৰ,மென்பொருள்
চফট্ ৱেৰ ইঞ্জিনিয়াৰিং,மென்பொருள் பொறியியல்
চফ্টৱেৰ অনুজ্ঞাপত্ৰ,மென்பொருள் உரிமம்
চফ্টৱেৰ পাইৰেচি,மென்பொருள் திருட்டு
বৰ্ণালী,ஸ்பெக்ட்ரம்
সৰ্পিল,சுழல்
স্প্ৰেড শ্বীট,விரிதாள்
মানদণ্ড,தரநிலை
প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
প্ৰামাণিককৰণ,தரப்படுத்தல்
ষ্টেণ্ডবাই সময়,காத்திருப்பு நேரம்
ষ্টাৰ লেন,நட்சத்திரம் LAN
তৰা টপোলজি,நட்சத்திர இடவியல்
ষ্টাৰ্ট বিট,தொடக்க பிட்
অনাহাৰ,பட்டினி
ষ্টেটিক মেমৰি&#39;,நிலையான நினைவகம்&#39;
ষ্টেটাছ চেনেল,நிலை சேனல்
ষ্টেপৰ আকাৰ,படி அளவு
বন্ধ কৰক আৰু অপেক্ষা কৰক প্ৰট&#39;কল,நிறுத்த மற்றும் காத்திரு நெறிமுறை
ষ্টপ ক&#39;ড,நிறுத்த குறியீடு
বন্ধ কি&#39;,நிறுத்த விசை
সংৰক্ষণযোগ্যতা,சேமிப்புத்திறன்
সংৰক্ষিত প্ৰগ্ৰেম,சேமிக்கப்பட்ட நிரல்
ষ্ট্ৰিং ডাটা,சரம் தரவு
গঠনমূলক ক&#39;ডিং,கட்டமைக்கப்பட்ட குறியீட்டு முறை
গঠনমূলক প্ৰশ্ন ভাষা (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
ষ্টাইল শ্বীট,நடை தாள்
উপ-ডাইৰেকটৰি,துணை அடைவு
চাবনেট,சப்நெட்
উপবৃক্ষ,துணை மரம்
সাৰাংশ,சுருக்கம்
চুপাৰ কম্পিউটাৰ,சூப்பர் கணினி
চুপাৰ কম্পিউটিং,சூப்பர் கம்ப்யூட்டிங்
চুপাৰ কী,சூப்பர் சாவி
চুপাৰ ইউজাৰ,சூப்பர் பயனர்
তত্বাৱধানত শিক্ষণ,மேற்பார்வை கற்றல்
সমৰ্থন চিপ,ஆதரவு சிப்
চাৰ্ফ,சர்ஃப்
চাৰ্ফিং,உலாவல்
অদলবদল,இடமாற்று
শ্বেপ ইন,இடமாற்றம்
শ্বেপ আউট,மாற்றிக்கொள்
শ্বেপিং,இடமாற்றம்
চুইচ কৰা নেটৱাৰ্ক,நெட்வொர்க் மாறியது
চুইচিং কৰা,மாறுகிறது
চুইচিং তত্ত্ব,மாறுதல் கோட்பாடு
প্ৰতীকী প্ৰগ্ৰেমিং,குறியீட்டு நிரலாக்கம்
সমন্বয়,ஒத்திசைவு
সমন্বয়ক,சின்க்ரோனைசர்
সমকালীন,ஒத்திசைவானது
সমকালীন ডিজিটেল হাইৰাৰ্কি (SDH),ஒத்திசைவான டிஜிட்டல் படிநிலை (SDH)
বাক্যবিন্যাস বিশ্লেষণ,தொடரியல் பகுப்பாய்வு
ব্যৱস্থা বিশ্লেষণ,அமைப்பு பகுப்பாய்வு
চিষ্টেম ইঞ্জিনিয়াৰিং,கணினி பொறியியல்
চিস্টেম হেকাৰ,கணினி ஹேக்கர்
চিস্টেম ইন্টিগ্ৰেটৰ,கணினி ஒருங்கிணைப்பான்
চিস্টেম লগ,கணினி பதிவு
চিস্টেম মাস্ক,அமைப்பு முகமூடி
চিস্টেম নে&#39;টৱৰ্ক স্থাপত্য (SNA),கணினி நெட்வொர்க் கட்டமைப்பு (SNA)
চিস্টেম প্ৰগ্ৰেমাৰ,கணினி நிரலாளர்
ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ কৰক,கணினி மறுதொடக்கம்
চিস্টেম বন্ধ কৰা,கணினி பணிநிறுத்தம்
চিস্টেম পৰীক্ষণ,அமைப்பு சோதனை
চিস্টেম সঁজুলি,அமைப்பு பயன்பாடு
পদ্ধতিগত ক&#39;ড,முறையான குறியீடு
tab কমাণ্ড,tab கட்டளை
মেজ,மேசை
টেবুলখন ওপৰলৈ চাওক,மேஜை மேலே பார்க்கவும்
টেবুলৰ স্থান,அட்டவணை இடம்
টেবলেট,டேப்லெட்
টেবুলাৰ এৰে,அட்டவணை வரிசை
টেবুলেটিং ফাংচন,அட்டவணை செயல்பாடு
টেগ কৰা স্থাপত্য,குறியிடப்பட்ட கட்டிடக்கலை
টেগ কৰা ছবি নথিপত্ৰ বিন্যাস (TIFF),குறியிடப்பட்ட படக் கோப்பு வடிவம் (TIFF)
টাণ্ডাম ব্যৱস্থা,தண்டம் அமைப்பு
টেপ ঘনত্ব,டேப் அடர்த்தி
টেপ মাস্ক,நாடா முகமூடி
tar ফাইল,தார் கோப்பு
কাৰ্য,பணி
টাস্ক বাৰ,பணிப்பட்டி
কাৰ্য্য নিৰ্ধাৰক,பணி திட்டமிடுபவர்
TCP/IP (সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল),TCP/IP (டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால்)
টিয়াৰডাউন অপাৰেচন,கிழித்தல் செயல்பாடு
টেলিকম,தொலை தொடர்பு
দূৰসংযোগ,தொலைத்தொடர்பு
টেলিকনফাৰেন্স,தொலைதொடர்பு
টেলিকনফাৰেন্সিং,டெலி கான்பரன்சிங்
টেলিগ্ৰাফী,தந்தி
টেলিমেট্ৰি,டெலிமெட்ரி
টেলিফোন,தொலைபேசி
টেলিফোনি,டெலிபோனி
টেলিপ্ৰিণ্টাৰ,டெலி பிரிண்டர்
টেলিপ্ৰচেছিং,டெலிபிராசசிங்
টেলিভিছন,தொலைக்காட்சி
টেলেক্স,டெலக்ஸ்
টেলনেট,டெல்நெட்
তাপমান,வெப்ப நிலை
সাঁচ,டெம்ப்ளேட்
দহৰ পৰিপূৰক,பத்து இன் நிரப்பு
টেৰা বাইট,டெரா பைட்
টেৰা ফ্লপ,தேரா தோல்விகள்
টাৰ্মিনেল কাৰ্চাৰ,டெர்மினல் கர்சர்
টাৰ্মিনেল ন&#39;ড,முனைய முனை
টাৰ্মিনেল উইন্ডো,முனைய சாளரம்
টাৰ্মিনেচন,முடித்தல்
তৰ্নাৰী,மும்முனை
তৰ্নাৰী অপাৰেচন,மும்மை செயல்பாடு
পৰীক্ষা,சோதனை
পৰীক্ষাৰ কভাৰেজ,சோதனை கவரேஜ்
পৰীক্ষা চলোৱা,சோதனை ஓட்டம்
পৰীক্ষা-তথ্য,சோதனை-தரவு
পাঠ্য,உரை
লিখনী বাকচ,உரை பெட்டி
লিখনী কাৰ্চাৰ,உரை கர்சர்
টেক্সট সম্পাদক,உரை திருத்தி
লিখনী নথিপত্ৰ,உரை கோப்பு
লিখনী ধৰণ,உரை முறை
টেক্সট প্ৰচেছিং,உரை செயலாக்கம்
টেক্সট টু স্পীচ (TTS),உரையிலிருந்து பேச்சு (TTS)
টেক্সচাৰ মেপিং,அமைப்பு மேப்பிங்
টি-ফ্লিপ-ফ্লপ,டி-ஃபிளிப்-ஃப்ளாப்
তাপীয় প্ৰিন্টাৰ,வெப்ப அச்சுப்பொறி
পাতল ফিল্মৰ স্মৃতি,மெல்லிய பட நினைவகம்
পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ,மெல்லிய பட டிரான்சிஸ்டர்
থ্ৰেচিং,அடித்தல்
সূতা,நூல்
থ্ৰেডিং,திரித்தல்
ত্ৰিস্তৰীয় নেটৱৰ্ক,மூன்று அடுக்கு நெட்வொர்க்
থ্ৰুপুট,உற்பத்தி
সময়ৰ জটিলতা,நேரம் சிக்கலானது
সময় বিভাজন মাল্টিপ্লেক্সিং (TDM),நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்)
সময়সীমা,கால அளவு
সময়সীমা,கால அளவு
টাইম মেচিন,கால இயந்திரம்
টাইম আউট,நேரம் முடிந்தது
সময় কোৱাণ্টাইজেচন,நேர அளவீடு
সময় শৃংখলা,நேரத் தொடர்
সময় ভাগ-বতৰা কৰা,நேரம் பகிர்வு
সময় ভাগ-বতৰা কৰা ব্যৱস্থা,நேர பகிர்வு அமைப்பு
সময় ডাকটিকট,நேர முத்திரை
টাইমিং ডায়াগ্ৰাম,நேர வரைபடம்
টিন্ট,சாயல்
টগল কৰক,நிலைமாற்று
টগলিং গতি,மாறுதல் வேகம்
টোকেন,டோக்கன்
টোকেন বাছ,டோக்கன் பஸ்
টোকেন বাছ,டோக்கன் பஸ்
টোকেন বাছ নেটৱাৰ্ক,டோக்கன் பஸ் நெட்வொர்க்
টোকেন ৰিং,டோக்கன் வளையம்
টোকেন টক,அடையாளப் பேச்சு
সঁজুলি,கருவி
ওপৰলৈ তললৈ,மேலிருந்து கீழ்
টপ ডাউন ডিজাইন,மேல் கீழ் வடிவமைப்பு
টপ ডাউন পাৰ্চিং,மேல் கீழே பாகுபடுத்துதல்
টপোলজি,கட்டமைப்பியல்
টাচ পেড,டச் பேட்
টাচ্ছ স্ক্ৰীন,தொடு திரை
দাগ,சுவடு
ট্ৰেচিং,தடமறிதல்
ট্ৰেক,தடம்
ট্ৰেক ডিস্ক,தட வட்டு
ট্ৰেক টেপ,டிராக் டேப்
ট্ৰেকিং,கண்காணிப்பு
ট্ৰেইলাৰ,டிரெய்லர்
ট্ৰেজেক্টৰী,பாதை
লেনদেন,பரிவர்த்தனை
লেনদেন ফাইল,பரிவர்த்தனை கோப்பு
লেনদেনৰ লগ,பரிவர்த்தனை பதிவு
লিপিবদ্ধ কৰক,படியெடுக்கவும்
ট্ৰেন্সডুচাৰ,மின்மாற்றி
স্থানান্তৰ হাৰ,பரிமாற்ற விகிதம்
স্থানান্তৰ সময়,பரிமாற்ற நேரம்
ৰূপান্তৰ,உருமாற்றம்
ক্ষণস্থায়ী ভুল,நிலையற்ற பிழை
ট্ৰেনজিট সময়,பயண நேரம்
স্থানান্তৰ,மாற்றம்
ট্ৰেন্সিটিভ,இடைநிலை
ট্ৰেন্সিটিভিটি,டிரான்சிட்டிவிட்டி
অনুবাদ,மொழிபெயர்ப்பு
সংক্ৰমণ,பரவும் முறை
সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল (TCP),பரிமாற்ற கட்டுப்பாட்டு நெறிமுறை (TCP)
ট্ৰেন্সমিছন লাইন,ஒலிபரப்பு வரி
ট্ৰেন্সমিটাৰ,டிரான்ஸ்மிட்டர்
স্বচ্ছতা,வெளிப்படைத்தன்மை
ট্ৰেন্সপণ্ডাৰ,டிரான்ஸ்பாண்டர்
পৰিবহন,போக்குவரத்து
ট্ৰেন্সপজিচন,இடமாற்றம்
ট্ৰেন্সপিউটাৰ,டிரான்ஸ்பியூட்டர்
ট্ৰেন্সৰিচিভাৰ,பரிமாற்றி
ট্ৰেপিং,பொறி
ট্ৰেভাৰ্ছ,தொடரவேண்டும்
গছ (traversal),மரம் (கடந்து செல்லும்)
গছৰ নেটৱৰ্ক,மரம் நெட்வொர்க்
ট্ৰিবিউটেৰী চাৰ্কিট,கிளை சுற்று
ট্ৰাইভাল গ্ৰাফ,அற்ப வரைபடம்
trouble shoot,பிரச்சனை படப்பிடிப்பு
ছেদ কৰক,துண்டிக்கவும்
সত্য টেবুল,உண்மை அட்டவணை
টিউনাৰ,ட்யூனர்
সুৰংগ নিৰ্মাণ,சுரங்கப்பாதை
টিউনিং,ட்யூனிங்
টিউপল,டூபிள்
টাৰ্বো পাস্কেল,டர்போ பாஸ்கல்
টুৰিং মেচিন,டூரிங் இயந்திரம்
turn aroud সময়,நேரம் திரும்பவும்
নথিপত্ৰ ঘূৰাই ঘূৰাই দিয়ক,ஆவணத்தைத் திருப்புங்கள்
টাৰ্ণআউট ক্ৰম,திருப்பு வரிசை
টুইন কেবল,இரட்டை கேபிள்
টুইষ্টেড পেয়াৰ,முறுக்கப்பட்ட ஜோடி
টু পাৰ্ট এছেম্বলাৰ,இரண்டு பகுதி அசெம்பிளர்
দুটাৰ পৰিপূৰক,இரண்டின் நிரப்பு
প্ৰকাৰ,வகை
মুখ টাইপ কৰক,வகை முகம்
টাইপ হেড,வகை தலை
টাইপ চকা,வகை சக்கரம்
টাইপিং কৰা,தட்டச்சு
un interruptable শক্তি উৎস (UPS),தடையில்லா ஆற்றல் மூலங்கள் (யுபிஎஸ்)
ইউনাৰী অপাৰেচন,unary செயல்பாடு
ইউনাৰী অপাৰেচন,unary செயல்பாடு
unary অপাৰেটৰ,unary ஆபரேட்டர்
অনিশ্চয়তা,நிச்சயமற்ற தன்மை
নিঃচৰ্ত বিবৃতি,நிபந்தனையற்ற அறிக்கை
অগণিত,கணக்கிட முடியாதது
উন্মোচন কৰক,வெளிக்கொணரும்
অনিৰ্ণয়যোগ্য,தீர்மானிக்க முடியாதது
অসংজ্ঞায়িত,வரையறுக்கப்படாத
অসংজ্ঞায়িত ৰেকৰ্ড,வரையறுக்கப்படாத பதிவு
আনডিলিট কৰক,நீக்குதல்
আণ্ডাৰস্কোৰ কৰক,அடிக்கோடிட்டு
অনিৰ্দেশিত,திசைதிருப்பப்படவில்லை
অনিৰ্দেশিত গ্ৰাফ,திசைதிருப்பப்படாத வரைபடம்
অদিশীয় সেৱাৰ সময়,திசையற்ற சேவை நேரம்
পূৰ্বৱৰ্তী অৱস্থালৈ ঘূৰাই আনিব,செயல்தவிர்
অফৰ্মেট কৰা ডিষ্ক,வடிவமைக்கப்படாத வட்டு
ইউনিকাস্টিং,யூனிகாஸ்டிங்
ইউনিকোড,யூனிகோட்
একনিৰ্দেশিত গছ,ஒருமுகப்படுத்தப்படாத மரம்
একেধৰণৰ সম্পদ স্থানক (URL),சீரான ஆதார இருப்பிடம் (URL)
ইউনিপ্ৰচেছিং,செயலாக்கம் நீக்குகிறது
অনন্য,தனித்துவமான
unishielded টুইষ্টেড পেয়াৰ (UTP),பாதுகாக்கப்படாத முறுக்கப்பட்ட ஜோடி (UTP)
একক,அலகு
ইউনিটৰ ঠিকনা,அலகு முகவரி
একক ব্যৱধান,அலகு இடைவெளி
ইউনিট পৰীক্ষণ,அலகு சோதனை
একক ক&#39;ড,ஒற்றையாட்சி குறியீடு
এককীয়তা,யூனிடெர்ம்
ইউনিভাৰ্চেল এচিনক্ৰ&#39;নাছ ৰিচিভাৰ/ট্ৰেন্সমিটাৰ (UART),உலகளாவிய ஒத்திசைவற்ற ரிசீவர்/டிரான்ஸ்மிட்டர் (UART)
ইউনিভাৰ্চেল ফ্লিপ ফ্লপ,உலகளாவிய ஃபிளிப் ஃப்ளாப்
ইউনিভাৰ্চেল ছেট,உலகளாவிய தொகுப்பு
সাৰ্বজনীন চৰিত্ৰৰ গোট,உலகளாவிய எழுத்துத் தொகுப்பு
ইউনিক্স,யுனிக்ஸ்
আনলক কৰক,திறக்கவும்
অসুৰক্ষিত ক্ষেত্ৰ,பாதுகாப்பற்ற களம்
অসুৰক্ষিত ফাইল,பாதுகாப்பற்ற கோப்பு
অপ্ৰৱেশযোগ্য,அணுக முடியாதது
আনশ্বেড কৰক,நிழலாடுதல்
অনাবৃত,கவசமின்றி
অসফল কল,தோல்வியுற்ற அழைப்பு
উন্টাৰ,உந்தார்
বিজুতিসমূহ আপডেট কৰক,புதுப்பிப்பு முரண்பாடுகள்
আপডেট কৰা ফাইল,புதுப்பிக்கப்பட்ட கோப்பு
আপডেট কৰা হৈছে,புதுப்பிக்கிறது
বিকশিত কৰা,மேம்படுத்தல்
বিকশিত কৰা,மேம்படுத்தல்
আপলিংক,இணைப்பு
আপলোড কৰা হৈছে,பதிவேற்றுகிறது
ওপৰৰ মেমৰি এৰিয়া,மேல் நினைவக பகுதி
আপষ্ট্ৰিম,அப்ஸ்ட்ரீம்
আপটাইম,முடிந்தநேரம்
ওপৰলৈ,மேல்நோக்கி
ইউজেনেট,யூஸ்நெட்
ব্যৱহাৰকাৰী,பயனர்
ব্যৱহাৰকাৰী এজেন্ট,பயனர் முகவர்
ব্যৱহাৰকাৰী প্ৰমাণীকৰণ,பயனர் அங்கீகாரம்
ব্যৱহাৰকাৰী ডাটাগ্ৰাম প্ৰটোকল (UDP),பயனர் டேட்டாகிராம் நெறிமுறை (யுடிபி)
ব্যৱহাৰকাৰী অনুকূল,பயனர் நட்பு
ব্যৱহাৰকাৰী চিনাক্তকৰণ,பயனர் அடையாளம்
ব্যৱহাৰকাৰী পৰিচয় (UID),பயனர் அடையாளம் (UID)
ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ,பயனர் இடைமுகம்
ব্যৱহাৰকাৰীৰ নাম,பயனர் பெயர்
ব্যৱহাৰকাৰী প্ৰ&#39;ফাইল,பயனர் சுயவிவரம்
কামৰ বস্তু,பயன்பாடு
ইউটিলিটি চফ্টৱেৰ,பயன்பாட்டு மென்பொருள்
মান্য,செல்லுபடியாகும்
বৈধকৰণ,சரிபார்த்தல்
বৈধকৰণ প্ৰটোকলসমূহ,சரிபார்ப்பு நெறிமுறைகள்
বৈধকৰণ পৰীক্ষণ,சரிபார்ப்பு சோதனை
বৈধতা পৰীক্ষা,செல்லுபடியாகும் சோதனை
মূল্য সংযোজিত নেটৱাৰ্ক (VAN),மதிப்பு கூட்டப்பட்ட நெட்வொர்க் (VAN)
মূল্য সংযোজিত পুনৰ বিক্ৰেতা (VAR),மதிப்பு கூட்டப்பட்ட மறுவிற்பனையாளர் (VAR)
ভেনিচিং পইণ্ট,மறைந்து போகும் புள்ளி
ভেপাৰৱেৰ,வேப்பர்வேர்
লৰৃ - চৰ হৈ থকা,மாறி
ভেৰিয়েবল ঠিকনা,மாறி முகவரி
ভেৰিয়েবল বিট হাৰ,மாறி பிட் விகிதம்
ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য,மாறி புல நீளம்
ভেৰিয়েবল লেংথ ক&#39;ড,மாறி நீளக் குறியீடு
চলকৰ নাম,மாறி பெயர்
ভেৰিয়েল,வேரியலே
ভেক্টৰ,திசையன்
ভেক্টৰ grapdhics,திசையன் வரைகலை
ভেক্টৰ প্ৰেচেছিং,வெக்டார் முன்னோடி
ভেক্টৰযুক্ত বাধাসমূহ,திசையன் குறுக்கீடுகள்
venn ডায়েগ্ৰাম,வென் வரைபடம்
পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V),சரிபார்ப்பு மற்றும் சரிபார்ப்பு (V&amp;V)
সংস্কৰণ নিয়ন্ত্ৰণ,பதிப்பு கட்டுப்பாடு
সংস্কৰণ নম্বৰ,பதிப்பு எண்
শিখৰ,உச்சி
উলম্ব প্ৰচেছৰ,செங்குத்து செயலி
অতি বৃহৎ পৰিসৰৰ সংহতি (VLSI ),மிகப் பெரிய அளவிலான ஒருங்கிணைப்பு (VLSI)
অতি দীঘল নিৰ্দেশনা শব্দ (VLIW),மிக நீண்ட அறிவுறுத்தல் வார்த்தை (VLIW)
ভিএইচডিএল,வி.எச்.டி.எல்
ভিডিঅ&#39; কেমেৰা,நிகழ்பதிவி
ভিডিঅ&#39; কনফাৰেন্সিং,வீடியோ கான்பரன்சிங்
ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল,வீடியோ காட்சி முனையம்
ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট,வீடியோ காட்சி அலகு
ভিডিঅ&#39; গেম,வீடியோ கேம்
ভিডিঅ&#39; গ্রাফিক এডাপ্টাৰ (VGA),வீடியோ கிராஃபிக் அடாப்டர் (VGA)
ভিডিঅ&#39; গ্রাফিক্স এডাপ্টাৰ (VGA),வீடியோ கிராபிக்ஸ் அடாப்டர் (VGA)
ভিডিঅ&#39; চাৰ্ভাৰ,வீடியோ சர்வர்
দৰ্শন,காண்க
দৰ্শন পৰ্ট,காட்சி துறைமுகம்
ভিউপৰ্ট,வியூபோர்ட்
ভাৰ্চুৱেল চাৰ্কিট,மெய்நிகர் சுற்று
ভাৰ্চুৱেল ফাংচন,மெய்நிகர் செயல்பாடு
ভাৰ্চুৱেল মেমৰি,மெய்நிகர் நினைவகம்
ভাৰ্চুৱেল ব্যক্তিগত নেটৱাৰ্ক,மெய்நிகர் தனியார் நெட்வொர்க்
ভাৰ্চুৱেল ৰিয়েলিটি,மெய்நிகர் உண்மை
ভাৰ্চুৱেল ৰিয়েলিটি,மெய்நிகர் உண்மை
ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা,மெய்நிகர் ரியாலிட்டி மார்க்அப் மொழி
ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML),மெய்நிகர் ரியாலிட்டி மார்க்அப் மொழி (VRML)
ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি,மெய்நிகர் சேமிப்பக அணுகல் முறை
ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা,மெய்நிகர் சேமிப்பு மேலாண்மை
ভাইৰাছ,வைரஸ்
ভাইৰাছ ধৰা পেলোৱা,வைரஸ் கண்டறிதல்
ভাইৰাছ প্ৰগ্ৰেম,வைரஸ் நிரல்
দৃশ্যমানতা,தெரிவுநிலை
দৃষ্টি,பார்வை
ভিজুৱেল বেচিক,காட்சி அடிப்படை
ভিজুৱেল C++,காட்சி C++
ভিজুৱেল ডিছপ্লে ইউনিট,காட்சி காட்சி அலகு
ভিচুৱেল,விச்சுவல்
ভিচুৱেল ঠিকনা,உண்மையான முகவரி
ভিচুৱেল মেচিন (VM),காட்சி இயந்திரம் (VM)
কণ্ঠ,குரல்
ভইচ মেইল,குரல் அஞ்சல்
ভইচ মেইল চাৰ্ভাৰ,குரல் அஞ்சல் சேவையகம்
