Tamil,English
சுய உற்பத்தி மூலக்கூறு,Self producing molecule
சுய ஒழுங்குமுறை,Self regulating
சுய மலட்டுத்தன்மை,Self sterility
சுய நீட்சி,Self sustaining
சுய நீட்சி,Self sustaining
சுய மகரந்தச் சேர்க்கை பயிர்,Self-pollinated crop
அரை வறண்ட பகுதி,Semi arid region
அரை தானியங்கி பகுப்பாய்வி,Semi-automated analyser
அரை பழமைவாத,Semi conservative
அரை பழமைவாத பிரதி,Semi conservative replication
அரை குள்ள இயல்பு,Semi dwarf nature
அரை குள்ள வகை,Semi dwarf variety
அரை பசுமையான காடு,Semi evergreen forest
அரை இயற்கை நிலை,Semi natural condition
செமினல் வெசிகல்,Seminal vesicle
செமனிஃபெரஸ் குழாய்,Seminiferous tubule
அரை ஒட்டுண்ணி,Semi-parasite
அரை ஊடுருவக்கூடியது,Semi-permeable
செனென்சென்ஸ்,Senescence
செனன்ட்,Senescent
உணர்வு,Sensation
உணர்வு உறுப்பு,Sense organ
சென்ஸ் ஆர்.என்.ஏ.,Sense RNA
உணர்திறன் விளக்கப்படம் ரெக்கார்டர்,Sensitive chart recorder
உணர்திறன் உயிரினம்,Sensitive organism
உணர்ச்சி நியூரான்,Sensory neuron
உணர்ச்சி வரவேற்பு மற்றும் செயலாக்கம்,Sensory reception and processing
உணர்ச்சி கூடாரம்,Sensory tentacle
உணர்ச்சி பாப்பிலா,Sensory papilla
செபால்,Sepal
செபலாய்டு,Sepaloid
பிரித்தல்,Separation
பிரிக்கும் சுவர்,Separation wall
செபியா,Sepia
செப்டல் நெஃப்ரிடியா,Septal nephridia
செப்டல் நெஃப்ரிடியம்,Septal nephridium
செப்டம்,Septum
வரிசை சிறுகுறிப்பு,Sequence annotation
சீரல் சமூகம்,Seral community
சீரல் நிலை,Seral stage
Sere,Sere
புத்துணர்ச்சி,Sericulture
செரோலஜி,Serology
செரோ-சளி சுரப்பி,Sero-mucous gland
செரோசா,Serosa
செரேட்,Serrate
செர்டோலி செல் (துணை செல்),Sertoli cell (supporting cell)
சீரம்,Serum
செஸ்பானியா,Sesbania
சாகசம்,Sessile
செட்டா,Seta
செட்டா,Seta
செட்டே,Setae
கடுமையான ஒருங்கிணைந்த நோயெதிர்ப்பு குறைபாடு,Severe combined immuno deficiency
கழிவுநீர் சிகிச்சை,Sewage treatment
செக்ஸ்,Sex
பாலியல் நடத்தை,Sexual behaviour
செக்ஸ் குரோமோசோம்,Sex chromosome
செக்ஸ் ஹார்மோன்,Sex hormone
பாலியல் வஞ்சகம்,Sexual deceit
பாலியல் வளர்ச்சி,Sexual development
பாலியல் இருவகை,Sexual dimorphism
பாலியல் முதிர்ச்சி,Sexual maturity
பாலியல் இனப்பெருக்கம்,Sexual reproduction
பாலியல் பரவும் நோய் (எஸ்.டி.டி),Sexually transmitted disease (STDs)
தண்டு,Shaft
ஆழமற்ற மண்,Shallow soil
ஷெல்-குறைவான முட்டை,Shell-less egg
ஷெல் முட்டை,Shelled egg
ஷெல்-மீன்,Shell-fish
ஷெப்பர்ட்ஸ் பர்ஸ்,Shephered's purse
ஷெட்லேண்ட் போனி,Shetland pony
கப்பல் புழு,Ship worm
அதிர்ச்சி புரோட்டியன்,Shock protien
சுடும் அச்சு,Shoot axis
துளைப்பான் சுடவும்,Shoot borer
ஷோரியா ரோபஸ்டா,Shorea robusta
குறுகிய நாள் ஆலை,Short day plant
குறுகிய நிலை,Short stature
குறுகிய டேன்டெம் மீண்டும்,Short tandem repeat
குறுகிய அலை கதிர்வீச்சு,Short wave radiation
ஷாட்கன் பெல்லட்,Shotgun pellet
புதர்,Shrub
புதர் அடுக்கு,Shrub layer
உடன்பிறப்பு இனங்கள்,Sibling species
அரிவாள் செல் இரத்த சோகை,Sickle cell anaemia
அரிவாள் செல் மரபணு,Sickle cell gene
சல்லடை குழாய்,Sieve tube
சல்லடை போன்றது,Sieve-like
சிக்மா காரணி,Sigma factor
சிக்மாய்டு வளர்ச்சி,Sigmoid growth
எம்.ஆர்.என்.ஏவின் ம n னம்,Silencing of mRNA
அமைதியான மண்டலம்,Silent zone
சிலிசஸ் ஸ்பிகுலே,Siliceous spicule
சிலிக்கான் டை ஆக்சைடு,Silicon dioxide
சிலிகோசிஸ்,Silicosis
சிலிக்கா,Siliqua
பட்டு பருத்தி மரம்,Silk cotton tree
சில்டேஷன்,Siltation
சிலூரியன் காலம்,Silurian period
சில்வர் ஃபிர் (அபிஸ் பிண்ட்ரோ),Silver fir (Abies pindrow)
எளிய பைனரி பிளவு,Simple binary fission
எளிய எபிட்டிலியம்,Simple epithelium
எளிய இலை,Simple leaf
எளிய நுண்ணோக்கி,Simple microscope
எளிய குழாய் அமைப்பு,Simple tubular system
எளிமையான குழாய் வெளியேற்ற அமைப்பு,Simplest tubular excretory system
உருவகப்படுத்துதல்,Simulation
ஒற்றை பிணைப்பு,Single bond
ஒற்றை செல்,Single celled
ஒற்றை தூதர் ஆர்.என்.ஏ,Single messenger RNA
ஒற்றை நியூக்ளியோடைடு பாலிமார்பிசம்,Single nucleotide polymorphism
ஒற்றை தன்மை,Single stranded
நீர் சேர்க்கை,Sinus
சைனஸ் வெனோசஸ்,Sinus venosus
சகோதரி குரோமாடிட்,Sister chromatid
மக்கள்தொகையின் அளவு,Size of population
எலும்பு ஃப்ளோரோசிஸ்,Skeletal fluorosis
எலும்பு தசை,Skeletal muscle
எலும்பு அமைப்பு,Skeletal system
தோல் புற்றுநோய்,Skin cancer
மண்டை ஓடு,Skull
விவசாயத்தை குறைத்து எரிக்கவும்,Slash and burn agriculture
படுகொலை வீடு கழிவு,Slaughter house waste
தூக்க நோய்,Sleeping sickness
நெகிழ் இழை கோட்பாடு,Sliding filament theory
சற்று நகரக்கூடியது,Slightly movable
சேறு அடுக்கு,Slime layer
சேறு அச்சு,Slime mould
மெலிதான நிறை,Slimy mass
பின்னடைவின் சாய்வு,Slope of regression
கசடு,Sludge
குழம்பு,Slurry
ஸ்மாக்,Smack
ஸ்மால் பாக்ஸ்,Small pox
புன்னகை,Smilax
புகை,Smog
புகை அடுக்குகள்,Smoke stacks
மென்மையான எர்,Smooth ER
மென்மையான தசை,Smooth muscle
ஸ்மட்,Smut
ஸ்னாப்டிராகன் மலர்,Snapdragon flower
குறட்டை,Snorting
பனி குருட்டுத்தன்மை,Snow blindness
பனி இல்லாதது,Snow free
பனிப்பொழிவு,Snowfall
சமூக வனவியல்,Social forestry
சாக்கெட்,Socket
சோடியம்,Sodium
சோடியம் அசைட்,Sodium azide
மண்,Soil
மண் தூய்மைக்கேடு,Soil pollution
மண் சுயவிவரம்,Soil profile
மண் அமைப்பு,Soil texture
சோலனேசி,Solanaceae
சோலனம்,Solanum
சோலனம் டூபெரோசம்,Solanum tuberosum
சூரிய மாறிலி,Solar constant
சூரிய சக்தி,Solar energy
சோலார் நெபுலா,Solar nebula
சூரிய கதிர்வீச்சு,Solar radiation
சூரிய நிறமாலை,Solar spectrum
சூரிய குடும்பம்,Solar system
சோலனாய்டு,Solenoid
சாலிடாகோ,Solidago
தனி அச்சு,Solitary axillary
கரையக்கூடிய,Soluble
கரையக்கூடிய கரிம விஷயம்,Soluble organic matter
கரையக்கூடிய கரிம விஷயம்,Soluble organic matter
கரைப்பான்,Solute
கரைப்பான் செறிவு,Solute concentration
தீர்வு,Solution
தீர்வு சாத்தியம்,Solution potential
கரைப்பான்,Solvent
சோமக்ளோனல் சேகரிப்பு,Somaclonal collection
சோமாக்ளோன்,Somaclone
சோமாடிக்,Somatic
சோமாடிக் கரு,Somatic embryo
சோமாடிக் கலப்பின,Somatic hybrid
சோமாடிக் கலப்பின,Somatic hybridisation
சோமாடோபிளாசம்,Somatoplasm
சோமாடோசென்சரி பகுதி,Somatosensory area
சோமாடோசென்சரி கோர்டெக்ஸ்,Somatosensory cortex
சோமாடோஸ்டாடின்,Somatostatin
சோமாடோட்ஃப்,Somatotroph
சோனோகிராபி,Sonography
சூட்,Soot
சோரோசிஸ்,Sorosis
சோரஸ்,Sorus
ஒலி நிலை,Sound level
சவுண்ட் ப்ரூஃப் இன்சுலேடிங் ஜாக்கெட்,Soundproof insulating jacket
தெற்கு வெடிப்பு,Southern blotting
விண்வெளி ஆய்வு தொழில்நுட்பம்,Space exploration technology
இடம்,Space
இடம்,Space
ஸ்பேடிக்ஸ்,Spadix
இடஞ்சார்ந்த விநியோகம்,Spatial distribution
இடஞ்சார்ந்த அளவு,Spatial scale
ஸ்பேட்டேட்,Spatulate
முட்டையிடுதல்,Spawning
முட்டையிடுதல்,Spawning
ஈட்டி புல்,Spear grass
விவரக்குறிப்பு,Speciation
சிறப்பு உருவாக்கம்,Special creation
இனங்கள்,Species
இனங்கள் கலவை,Species composition
இனங்கள் பல்வகைப்படுத்தல்,Species diversification
இனங்கள் பன்முகத்தன்மை,Species diversity
இனங்கள் தொடர்பு,Species interaction
இனங்கள் ஒன்றுக்கொன்று சார்ந்திருத்தல்,Species interdependence
இனங்கள் சரக்கு,Species inventory
இனங்கள் செழுமை,Species richness
குறிப்பிட்ட இரத்த நாளம்,Specific blood vessel
குறிப்பிட்ட எண்டோனியூலீஸ்,Specific endonuclease
குறிப்பிட்ட நொதி,Specific enzyme
குறிப்பிட்ட வெப்பம்,Specific heat
குறிப்பிட்ட நோய் எதிர்ப்பு சக்தி,Specific immunity
குறிப்பிட்ட மூலக்கூறு,Specific molecule
குறிப்பிட்ட பெயர்,Specific name
குறிப்பிட்ட ஏற்பி,Specific receptor
குறிப்பிட்ட அங்கீகார வரிசை,Specific recognition sequence
குறிப்பிட்ட அங்கீகார தளம்,Specific recognition site
மாதிரி,Specimen
ஸ்பெக்ட்ரின்,Spectrin
பேச்சு மோட்டார் பகுதி,Speech motor area
விந்தணு லைசின்,Sperm lysin
விந்து,Sperm
ஸ்பெர்மாதெக்கா,Spermatheca
விந்தணு தண்டு,Spermatic cord
விந்தணு (IA),Spermatid (ia)
விந்தணு,Spermatocyte
ஸ்பெர்மாடோசைட்டோஜெனெஸிஸ்,Spermatocytogenesis
விந்தணுக்கள்,Spermatogenesis
ஸ்பெர்மாடோஜெனிக் செல்,Spermatogenic cell
ஸ்பெர்மாடோபோர்,Spermatophore
ஸ்பெர்மாடோஃபைட்,Spermatophyte
ஸ்பெர்மாடோசோவா,Spermatozoa
விந்தணு,Spermiation
விந்தணுக்கள்,Spermiogenesis
ஸ்பாரோசோம்,Sphaerosome
ஸ்பாகனம்,Sphagnum
ஸ்பெனோடன்,Sphenodon
ஸ்பெனோப்சிட்,Sphenopsid
ஸ்பெனோப்சிடா,Sphenopsida
கோள,Spherical
ஸ்பைன்க்டர்,Sphincter
ஸ்பிகுலர் செல்,Spicular cell
ஸ்பிகுல்,Spicule
ஸ்பிகுல்,Spicule
ஸ்பைக்,Spike
ஸ்பைக்லெட்,Spikelet
தண்டுவடம்,Spinal cord
முதுகெலும்பு நரம்பு,Spinal nerve
முதுகெலும்பு,Spine
முதுகெலும்பு,Spine
முதுகெலும்பு,Spine
முதுகெலும்பு,Spine
சுழல்,Spinous
சுழல்,Spinule
சுழல்,Spiracle
சுழல்,Spiral
ஸ்பைரிலினா,Spirillina
ஸ்பைரிலம்,Spirillum
ஸ்பைரோகேட்,Spirochaete
ஸ்பிரோகிரா,Spirogyra
ஸ்பைலா,Spirula
ஸ்பைருலினா,Spirulina
மண்ணீரல்,Spleen
பிளவு தளம்,Splice site
ஸ்ப்ளைசோசோம்,Spliceosome
பிளவுபடும்,Splicing
பிளவு மரபணு (குறுக்கிடப்பட்டது),Split gene (interrupted)
ஸ்ப்ளிட்டர்,Splitter
தண்ணீரைப் பிரித்தல்,Splitting of water
கெடு,Spoil
பேசினார்,Spoke
கடற்பாசி,Sponge
கடற்பாசி,Spongilla
கடற்பாசி,Spongin
Spongocoel,Spongocoel
பஞ்சுபோன்ற விறைப்பு திசு,Spongy erectile tissue
பஞ்சுபோன்ற திசு,Spongy tissue
தன்னிச்சையான தலைமுறை,Spontaneous generation
தன்னிச்சையான பிறழ்வு,Spontaneous mutation
வாழ்க்கையின் தன்னிச்சையான தோற்றம்,Spontaneous origin of life
தன்னிச்சையான எதிர்வினை,Spontaneous reaction
ஸ்பூலிங்,Spooling
ஸ்போராங்கியா,Sporangia
வித்து,Spore
வித்து தாங்கும் இலை,Spore-bearing leaf
ஸ்போரோபில்,Sporophyll
ஸ்போரோஃபைட்,Sporophyte
ஸ்போரோபோலெனின்,Sporopollenin
ஸ்போரோசோவன்,Sporozoan
ஸ்போரோசோயிட்,Sporozoite
ஸ்பாட் கஸ்கஸ்,Spotted cuscus
வசந்த மரம்,Spring wood
ஸ்ப்ரூஸ் (பிசியா ஸ்மிதியானா),Spruce (Picea smithiana)
ஸ்பர்,Spur
ஸ்குவாமஸ் எபிட்டிலியம்,Squamous epithelium
ஸ்குவாஷ்,Squash
மீன் வகை,Squid
ஸ்கில்லா,Squilla
உறுதிப்படுத்தல்,Stabilisation
தேர்வை உறுதிப்படுத்துதல்,Stabilising selection
மண்ணை உறுதிப்படுத்துதல்,Stabilising the soil
அடுக்கு,Stack
அடுக்கு,Stack
அடுக்கு,Stack
மேடை கிளிப்,Stage clip
படிந்த மாதிரி,Stained speciman
தண்டு,Stalk
ஸ்டேமன்,Stamen
ஸ்டாமினோட்,Staminode
நிற்கும் பயிர்,Standing crop
நிற்கும் நிலை,Standing state
ஸ்டேப்ஸ்,Stapes
ஸ்டேஃபிளோகோகஸ் ஆல்பஸ்,Staphylococcus albus
நட்சத்திர மீன்,Star fish
மாவுச்சத்து,Starch
நிலையான கரு,Stationary nucleus
ஸ்டேடின்,Statin
ஸ்டேஸ்டே கட்டம்,Stationay phase
Statocyst (இருப்பு உறுப்பு),Statocyst (balance organ)
சட்டரீதியான தடை,Statutory ban
செங்குத்தான அடர்த்தி சாய்வு,Steep density gradient
ஸ்டீல்,Stele
நட்சத்திர கேங்க்லியன்,Stellar ganglion
நட்சத்திர பரிணாமம்,Stellar evolution
ஸ்டெம் செல்,Stem cell
ஸ்டெனோஹலின்,Stenohaline
ஸ்டெனோதர்மல்,Stenothermal
ஸ்டென்ட்,Stent
படி,Step
புல்வெளி,Steppe
மலட்டு,Sterile
மலட்டு,Sterile
மலட்டு,Sterile
மலட்டு சுற்றுப்புறம்,Sterile ambient
மலட்டு தொழிலாளி தேனீ,Sterile worker bee
கருத்தடை,Sterilisation
கருத்தடை,Sterilisation
கருத்தடை,Sterilisation
ஸ்டெர்னம்,Sternum
ஸ்டெர்னம்,Sternum
ஸ்டெராய்டு,Steroid
ஸ்டீராய்டு ஹார்மோன்,Steroid hormone
ஸ்டெரால்,Sterol
ஸ்டெரால் மூலக்கூறு,Sterol molecule
ஸ்டெதாஸ்கோப்,Stethoscope
ஒட்டும்,Sticky
கடினமான முடி,Stiff hair
களங்கம்,Stigma
களங்கம்,Stigma
களங்கம்,Stigma
களங்கம்,Stigma
களங்கம்,Stigma
இன்னும் பிறப்பு,Still birth
ஸ்டைட் ரூட்,Stilt root
தூண்டுதல்,Stimulant
தூண்டுதல்,Stimulation
தூண்டுதல்,Stimulus
ஸ்டிங் ரே,Sting ray
ஸ்டிங்கிங் செல்,Stinging cell
துர்நாற்றம் வீசும் உரம்,Stinking composten
நிர்ணயம்,Stipule
கிளறி வகை,Stirring type
பங்கு,Stock
பங்கு,Stock
பங்கு,Stock
ஸ்டோலன்,Stolon
வயிறு,Stomach
ஸ்டோமாட்டா,Stomata
ஸ்டோமாடல் அடர்த்தி,Stomatal density
ஸ்டோமோகோர்டாட்டா,Stomochordata
புயல் கட்டம்,Stormy phase
நிறுத்து,Stop
திரிபு,Strain
தாவரத்தில் தழுவல் உத்தி,Strategy of adaptation in plant
தாவரங்களின் அடுக்கு,Stratification of vegetation
அடுக்கு ஸ்குவாமஸ் கெராடினைஸ் எபிட்டிலியம்,Stratified squamous keratinised epithelium
ஸ்ட்ராடோபாஸ்,Stratopause
அடுக்கு மண்டலம்,Stratosphere
அடுக்கு மண்டல,Stratospheric
ஸ்ட்ராட்டம் கார்னியம்,Stratum corneum
ஸ்ட்ராட்டம் ஜெர்மினாடிவம்,Stratum germinativum
ஸ்ட்ராட்டம் கிரானுலோசம்,Stratum granulosum
ஸ்ட்ராட்டம் லூசிடம்,Stratum lucidum
ஸ்ட்ராபெரி,Strawberry
ஸ்ட்ரீமிங் இயக்கம்,Streaming movement
ஸ்ட்ரெப்டோபாசில்லஸ்,Streptobacillus
ஸ்ட்ரெப்டோகாக்கஸ்,Streptococcus
ஸ்ட்ரெப்டோகாக்கஸ் நிமோனியா,Streptococcus pneumoniae
ஸ்ட்ரெப்டோகினேஸ்,Streptokinase
ஸ்ட்ரைட் தோற்றம்,Striated appearance
ஸ்ட்ரைட் தசை,Striated muscle
ஸ்ட்ரைஷன்,Striation
ஸ்ட்ரைஷன்,Striation
கடுமையான ஆஸ்மோர்குலேட்டர்,Strict osmoregulator
ஸ்ட்ரிகா,Striga
ஸ்ட்ரிப் பயிர்,Strip cropping
ஸ்ட்ரோபிலஸ்,Strobilus
ஸ்ட்ரோம் நீர்,Strom water
ஸ்ட்ரோமா,Stroma
ஸ்ட்ரோமல் திசு,Stromal tissue
வலுவான குறைக்கும் முகவர்,Strong reducing agent
ஸ்ட்ரோண்டியம் -90,Strontium-90
கட்டமைப்பு புரதம்,Structural protein
இருப்புக்கான போராட்டம்,Struggle for existence
ஸ்ட்ருத்தியோ,Struthio
ஸ்ட்ரைக்னைன்,Strychnine
குன்றிய வளர்ச்சி,Stunted growth
ஸ்டண்டிங்,Stunting
ஸ்டைல்,Style
ஸ்டைல்,Style
ஸ்டைலோடியம்,Stylopodium
ஸ்டைலோடியம்,Stylopodium
துணை வான்வழி மாற்றம்,Sub aerial modification
துணை வளர்ப்பு,Sub culturing
துணை மண்,Sub soil
துணை அலகு,Sub unit
துணை அலகு,Sub unit
துணைப்பிரிவு,Subclass
சப்ளாவியன் தமனி,Subclavian artery
தோலடி,Subcutaneous
சப்ஃபைபர்,Subfibre
அகநிலை அணுகுமுறை,Subjective approach
துணை சுரப்பி,Sublingual gland
சப்மாண்டிபுலர் கேங்க்லியன்,Submandibular ganglion
சப்மாண்டிபுலர் உமிழ்நீர் சுரப்பி,Submandibular salivary gland
நீரில் மூழ்கியது,Submerged
நீரில் மூழ்கிய இலை,Submerged leaf
நீரில் மூழ்குவது,Submergence
சப்மெடெசென்ட்ரிக்,Submetacentric
சப்மியூகோசா,Submucosa
சப்மியூகோசா,Submucosa
துணை கப்பல்,Subneural vessel
சுபோசோபேஜல் கேங்க்லியன்,Suboesophageal ganglion
துணை மக்கள்தொகை,Subpopulation
கிளையினங்கள்,Subspecies
மூலக்கூறு மின்தேக்கி,Substage condenser
மாற்றீடு,Substitution
சம்பிரோமாடல் சேம்பர்,Substomatal chamber
அடி மூலக்கூறு-பிணைப்பு தளம்,Substrate-binding site
அடி மூலக்கூறு,Substrate
அடி மூலக்கூறு,Substrate
அடி மூலக்கூறு,Substratum
துணை வெப்பமண்டல,Subtropical
சப்டூபூல்,Subtubule
அடுத்தடுத்த உயர் கோப்பை நிலை,Successive higher trophic level
டீஹைட்ரஜனேஸை சுசினேட் செய்யுங்கள்,Succinate dehydrogenase
சுசினிக் டீஹைட்ரஜனேஸ்,Succinic dehydrogenase
சுக்கினைல் கோஎன்சைம்,Succinyl coenzyme
சண்டை,Succulence
சதைப்பற்றுள்ள,Succulent
உறிஞ்சும்,Sucker
உறிஞ்சும்,Sucker
உறிஞ்சும் மீன்,Sucker fish
உறிஞ்சும் வேர்,Sucking root
சுக்ரோஸ்,Sucrose
சர்க்கரை,Sugar
சல்கஸ் (சிறிய பள்ளம்),Sulcus (small groove)
கந்தகம்,Sulphur
சல்பர் கிரானுல்,Sulphur granule
சன்ஹெம்ப்,Sunhemp
சன்டூ,Sundew
மூழ்கிய ஸ்டோமாட்டா,Sunken stomata
சூரிய ஒளி,Sunshine
சூப்பர் கிளாஸ்,Superclass
சூப்பர் கோலிங்,Super coiling
உயர்ந்த மற்றும் தாழ்வான பாலியா,Superior and inferior palea
உயர்ந்த சிறுமூளை பென்குல்,Superior cerebellar peduncle
உயர்ந்த கோலிகுலஸ்,Superior colliculus
உயர்ந்த பெண்,Superior female
உயர்ந்த ஆண்,Superior male
உயர்ந்த மெசென்டெரிக் கேங்க்லியன்,Superior mesenteric ganglion
உயர்ந்த கருப்பை,Superior ovary
சூப்பர்நேட்டண்ட்,Supernatant
மிகைப்படுத்தப்பட்ட,Superposed
சூப்பர்ஸ்கிரிப்ட்,Superscript
சூப்பர்ஸ்கிரிப்ட்,Superscript
சூப்பராவோசோபாகல் கேங்க்லியன்,Supraoesophageal ganglion
சூப்பராஸ்காபுலா,Suprascapula
மேற்பரப்பு ஆன்டிஜென்,Surface antigen
மேற்பரப்பு,Surface area
மேற்பரப்பு குடியிருப்பாளர்,Surface dweller
மேற்பரப்பு கருத்தடை,Surface sterilization
அறுவை சிகிச்சை,Surgery
அறுவை சிகிச்சை தலையீடு,Surgical intervention
வாடகை தாய்,Surrogate mother
உயிர்வாழ்வு,Survival
எளிதில் பாதிப்பு,Susceptibility
இடைநீக்க கலாச்சாரம்,Suspension culture
இடைநீக்க தசைநார்,Suspensory ligament
நிலையான விவசாயம்,Sustainable agriculture
நிலையான அபிவிருத்தி,Sustainable development
சூட்சுமம்,Suture
ஸ்வேல்வெர்க் பிரிவு,Svedberg unit
வால் பட்டாம்பூச்சியை விழுங்குங்கள்,Swallow tailed butterfly
விழுங்குதல்,Swallowing
சதுப்பு நிலம்,Swamp
திரள்,Swarm
வியர்வை,Sweat
வியர்வை சுரப்பி,Sweat gland
வியர்வை,Sweating
வியர்வை,Sweating
ஸ்வீட் க்ளோவர்,Sweet clover
சுவிஸ் சீஸ்,Swiss cheese
வாள் மீன்,Sword fish
வாள் மீன்,Swordtail fish
சைக்கான்,Sycon
சோனஸ்,Syconus
சிம்பியண்ட்,Symbiont
சிம்பியோடிக்,Symbiotic
சிம்பியோசிஸ்,Symbiosis
சிம்பியோடிக் நைட்ரஜன் ஃபிக்ஸர்,Symbiotic nitrogen fixer
சிம்பியோடிக் நைட்ரஜன் நிர்ணயம்,Symbiotic nitrogen fixation
சின்னம்,Symbol
குறியீட்டு,Symbolic
சமச்சீர்,Symmetrical
அனுதாபம்,Sympathetic
அனுதாபக் கேங்க்லியன் சங்கிலி,Sympathetic ganglion chain
அனுதாப விவரக்குறிப்பு,Sympatric speciation
சிம்பசிஸ்,Symphysis
அடையாளமாக,Symplasm
குறியீட்டு பாதை,Symplastic path
சிம்போர்ட்,Symport
சினாப்ஸ்,Synapse
சினாப்சிட்,Synapsid
சினாப்சிஸ்,Synapsis
சினாப்சிஸ்,Synapsis
செனாப்டிக் பிளவுகளில்,Synaptic cleft
சினாப்டிக் குமிழ் (முடிச்சு),Synaptic knob (knot)
சினாப்டிக் வெசிகல்,Synaptic vesicle
சினாப்டோனமல் வளாகம்,Synaptonemal complex
ஒத்திசைவு,Syncarpous
ஒத்திசைவு,Syncytium
ஒத்திசைவு,Syncytium
நோய்க்குறி,Syndrome
சினெக்கியல்,Synecology
சினெர்ஜிட்,Synergid
சினெர்ஜிஸ்டிக்,Synergistic
ஒத்திசைவு,Syngamy
சினோவியல் குழி,Synovial cavity
மூட்டுறைப்பாய திரவம்,Synovial fluid
தொகுப்பு,Synthesis
செயற்கை,Synthetic
செயற்கை எழுத்து,Synthetic character
சிபிலிஸ்,Syphilis
முறையானது,Systematics
முறையான சுழற்சி,Systemic circulation
முறையான கோளாறு,Systemic disorder
சிஸ்டோல்,Systole
டி-சைட்டோடாக்ஸிக் செல்,T-cytotoxic cell
டி-ஹெல்பர் செல்,T-helper cell
தந்திரோபாய இயக்கம்,Tactic movement
தொட்டுணரக்கூடிய தூண்டுதல்,Tactile stimulus
தலைப்பிரட்டை,Tadpole
டேனியா,Taenia
டேஜெட்ஸ் பெட்டுலா,Tagetes petula
தைச்சுங் நேட்டிவ் i,Taichung native I
புளி,Tamarind
தமரிக்ஸ்,Tamarix
Tandom மீண்டும்,Tandom repeat
தண்டு,Tandu
டானின்,Tannin
ரூட் அமைப்பைத் தட்டவும்,Tap root system
டேப் புழு,Tape worm
Tapetum,Tapetum
மரவள்ளிக்கிழங்கு,Tapioca
டாரடோஜென்,Taratogen
தராக்சாகம்,Taraxacum
டார்சல்,Tarsal
டார்சியர் சிமியன்ஸ்,Tarsier simians
டார்சஸ்,Tarsus
சுவை மொட்டு,Taste bud
சுவை சுவை,Taste pore
சுவை ஏற்பி,Taste receptor
Toutomerism,Tautomerism
டாக்ஸால்,Taxol
டாக்ஸன்,Taxon
வகைபிரித்தல் குழு,Taxonomic group
வகைபிரித்தல் வரிசைமுறை,Taxonomic hierarchy
வகைபிரித்தல்,Taxonomist
வகைபிரித்தல்,Taxonomy
டி-டி.என்.ஏ,T-DNA
தொழில்நுட்பம்,Technology
டெக்டோரியல் சவ்வு,Tectorial membrane
டெக்மென்,Tegmen
Tegument,Tegument
டீச்சோயிக் அமிலம்,Teichoic acid
தந்தி சமிக்ஞை பரிமாற்றம்,Telegraphic signal transmission
டெலென்ஸ்ஃபாலோன்,Telencephalon
டெலோசென்ட்ரிக்,Telocentric
டெலோமியர்,Telomere
டெலோபேஸ்,Telophase
டெலோபேஸ்,Telophase
மிதமான,Temperate
மிதமான பரந்த இலை வன பயோம்,Temperate broad leaf forest biome
மிதமான ஊசியிலை காடு,Temperate coniferous forest
மித வெப்பமண்டல புல்வெளி பகுதி,Temperate grassland
மிதமான ஊசி இலை வன பயோம்,Temperate needle leaf forest biome
வெப்ப நிலை,Temperature
வார்ப்புரு,Template
வார்ப்புரு டி.என்.ஏ.,Template DNA
தற்காலிக,Temporal
தற்காலிக,Temporal
தற்காலிக,Temporal
தற்காலிக எலும்பு,Temporal bone
தற்காலிக மடல்,Temporal lobe
தசைநார்,Tendon
டெண்ட்ரில்,Tendril
கூடாரம்,Tentacle
டெரெபெல்லா,Terebella
டெரெடோ,Teredo
முனைய மொட்டு,Terminal bud
முடித்தல்,Termination
முடித்தல் கோடான்,Termination codon
டெர்பீன்,Terpene
நிலப்பரப்பு,Terrestrial
நிலப்பரப்பு சமூகம்,Terrestrial community
நிலப்பரப்பு ஆலை,Terrestrial plant
நிலப்பரப்பு முதுகெலும்புகள்,Terrestrial vertebrates
வங்காளத்தின் பயங்கரவாதம்,Terror of bengal
மூன்றாம் நிலை,Tertiary
மூன்றாம் உயிரணு சுவர்,Tertiary cell wall
மூன்றாம் காலம்,Tertiary period
சோதனை குறுக்கு,Test cross
டெஸ்டா,Testa
டெஸ்டோஸ்டிரோன்,Testosterone
டெஸ்டிகுலர் லோபூல்,Testicular lobule
விதை,Testis
டெஸ்டுடோ,Testudo
டெட்டனஸ் நச்சு,Tetanus toxin
டெட்டானி,Tetany
டெட்ராசைக்ளின்,Tetracyclin
டெட்ராட்,Tetrad
டெட்ராமர்,Tetramer
டெட்ரமரஸ்,Tetramerous
தாலமிஃப்ளோரே,Thalamiflorae
தாலமஸ்,Thalamus
தல்லாய்ட் உடல்,Thalloid body
தல்லோஃபிட்டா,Thallophyta
தாலஸ்,Thallus
தாட்சிங் பொருள்,Thatching material
டெகல் செல்,Thecal cell
டெகோடோன்ட்,Thecodont
ஜெர்ம்ப்ளாஸின் கோட்பாடு,Theory of germplasm
பரம்பரை கோட்பாடு,Theory of inheritance
இயற்கை தேர்வின் கோட்பாடு,Theory of natural selection
Pangenesis இன் கோட்பாடு,Theory of pangenesis
பயன்பாட்டின் கோட்பாடு மற்றும் உறுப்பின் பயன்பாடு,Theory of use and disuse of organ
சிகிச்சை மரபணு,Therapeutic gene
சிகிச்சை ரீதியாக,Therapeutically
வெப்ப மாசுபாடு,Thermal pollution
