Assamese,Punjabi
প্ৰিমিয়াৰ লীগ,ਪ੍ਰੀਮੀਅਰਸ਼ਿਪ
ৰাষ্ট্ৰপতিত্ব,ਪ੍ਰਧਾਨਗੀ
ৰাষ্ট্ৰপতিত্ব,ਪ੍ਰਧਾਨਗੀ
ৰাষ্ট্ৰপতি,ਪ੍ਰਧਾਨ
ৰাষ্ট্ৰপতি,ਪ੍ਰਧਾਨ
প্ৰেচিডিয়াম,ਪ੍ਰਧਾਨਗੀ ਮੰਡਲ
প্ৰধানমন্ত্ৰী,ਪ੍ਰਧਾਨ ਮੰਤਰੀ
প্ৰাইমোজেনিচাৰ,ਪ੍ਰਿਮੋਜਨੀਚਰ
প্ৰিন্স,ਪ੍ਰਿੰ
প্ৰিন্স,ਪ੍ਰਿੰ
প্ৰিন্স বিচপ,ਪ੍ਰਿੰਸ ਬਿਸ਼ਪ
প্ৰিন্স কনচৰ্ট,ਪ੍ਰਿੰਸ ਕੰਸੋਰਟ
প্ৰিন্স ৰিজেণ্ট,ਪ੍ਰਿੰਸ ਰੀਜੈਂਟ
পিন্স ৰেগনেণ্ট,ਪਿੰਸ ਰੀਗਨੈਂਟ
ৰাজকুমাৰী ৰিজেণ্ট,ਰਾਜਕੁਮਾਰੀ ਰੀਜੈਂਟ
ৰাজকুমাৰী ৰয়েল,ਰਾਜਕੁਮਾਰੀ ਰਾਇਲ
প্ৰিন্সিপালিটি,ਰਿਆਸਤ
প্ৰিন্সিপালিটি,ਰਿਆਸਤ
প্ৰিন্সিপালিটি,ਰਿਆਸਤ
পুৰষ্কাৰ,ਇਨਾਮ
পুৰষ্কাৰ,ਇਨਾਮ
পুৰস্কাৰৰ ধন,ਇਨਾਮੀ ਰਕਮ
পেছাদাৰী সৈনিক,ਪੇਸ਼ੇਵਰ ਸਿਪਾਹੀ
প্ৰতিশ্ৰুতি,ਵਾਅਦਾ
প্ৰমন্টৰী দুৰ্গ,ਪ੍ਰੋਮੋਨਟਰੀ ਕਿਲਾ
প্ৰটেক্টৰেট,ਰੱਖਿਅਕ
প্ৰটেক্টৰেট,ਰੱਖਿਅਕ
প্ৰটেক্টৰেট,ਰੱਖਿਅਕ
Protégé,ਪ੍ਰੋਟੇਜ
উৎপত্তিস্থল,ਉਪਦੇਸ਼
উৎপত্তিস্থল,ਉਪਦੇਸ਼
প্ৰভেনেন্স ব্যৱস্থা,ਪ੍ਰੋਵੇਨੈਂਸ ਸਿਸਟਮ
জিয়নিষ্ট সমৰ্থক,ਪ੍ਰੋ-ਜ਼ੀਓਨਿਸਟ
ৰাজহুৱা শত্ৰু,ਜਨਤਕ ਦੁਸ਼ਮਣ
ৰাজহুৱা শত্ৰু,ਜਨਤਕ ਦੁਸ਼ਮਣ
বিৰাম চিহ্ন,ਵਿਰਾਮ
পুনিক যুদ্ধ,ਪੁਨਿਕ ਯੁੱਧ
পিউৰিটান,ਪਿਉਰਿਟਨ
পুচ্চ,ਪੁਸ਼
কোৱাড্ৰিগা,ਕਵਾਡਰਿਗਾ
চতুৰ্ভুজ মিত্ৰতা,ਚੌਗੁਣਾ ਗਠਜੋੜ
কোৱাকাৰ,ਕਵੇਕਰ
ৰাণী,ਰਾਣੀ
ৰাণী কনচৰ্ট,ਰਾਣੀ ਪਤਨੀ
ৰাণী বিধৱা,ਰਾਣੀ ਦਾਜ ਦੇਣ ਵਾਲਾ
কুইনডম,ਮਹਾਰਾਣੀ
কুইনডম,ਮਹਾਰਾਣੀ
ৰাণী মা,ਰਾਣੀ ਮਾਂ
ৰাণী ৰাজত্ব কৰা,ਰਾਣੀ ਰਾਜੀ
কুইছলিং,ਕੁਇਜ਼ਲਿੰਗ
কুইছলিং,ਕੁਇਜ਼ਲਿੰਗ
ভাড়া এৰি দিয়ক,ਕਿਰਾਇਆ ਛੱਡ ਦਿਓ
কুইভাৰ,ਕੰਬਣੀ
Quo warranto,ਵਾਰੰਟੋ
জাতি,ਦੌੜ
বৰ্ণবাদী আধিপত্য,ਨਸਲੀ ਸਰਵਉੱਚਤਾ
ৰেক,ਰੈਕ
ৰেক,ਰੈਕ
অভিযান,ਛਾਪਾ ਮਾਰਿਆ
অভিযান,ਛਾਪਾ ਮਾਰਿਆ
ৰেমপাৰ্ট,ਰਾਮਪਾਰਟ
ৰেমপাৰ্ট,ਰਾਮਪਾਰਟ
ৰেনছাক,ਲੁੱਟ
মুক্তিপণ,ਰਿਹਾਈ
মুক্তিপণ,ਰਿਹਾਈ
ৰেভেজ,ਤਬਾਹੀ
ৰেভেজ,ਤਬਾਹੀ
ৰাজ্য,ਖੇਤਰ
ৰিয়াৰ গাৰ্ড,ਪਿਛਲਾ ਗਾਰਡ
ৰিয়াৰ গাৰ্ডৰ একচন,ਰੀਅਰ ਗਾਰਡ ਐਕਸ਼ਨ
বিদ্ৰোহী,ਬਾਗੀ
বিদ্ৰোহ,ਬਗਾਵਤ
বিদ্ৰোহৰ স্বীকৃতি,ਬਗਾਵਤ ਦੀ ਮਾਨਤਾ
পুনৰ পৰিবাহী,ਰੀਕੰਡਕਸ਼ਨ
গোপনীয়তা,ਪੁਨਰ ਖੋਜ
পুনৰ্গঠন,ਪੁਨਰ ਨਿਰਮਾਣ
নথিভুক্ত,ਰਿਕਾਰਡ
ৰেকৰ্ড অফিচ,ਰਿਕਾਰਡ ਦਫਤਰ
অৱসৰৰ অভিলেখ,ਰਿਟਾਇਰਮੈਂਟ ਰਿਕਾਰਡ ਕਰੋ
ৰঙা চাৰ্ট,ਲਾਲ ਕਮੀਜ਼
সংস্কাৰ,ਸੁਧਾਰ
শৰণাৰ্থী,ਸ਼ਰਨਾਰਥੀ
ৰেগালিয়া,ਰੀਗਾਲੀਆ
ৰেগালিয়া,ਰੀਗਾਲੀਆ
ৰেগালিয়া,ਰੀਗਾਲੀਆ
ৰিজেন্সি,ਰੀਜੈਂਸੀ
ৰিজেণ্ট,ਰੀਜੈਂਟ
ৰিজেণ্ট কুইন,ਰੀਜੈਂਟ ਰਾਣੀ
ৰেজিচাইড,Regicide
ৰেজিচাইড,ਰੈਜੀਸਾਈਡਸ
শাসন ব্যৱস্থা,ਸ਼ਾਸਨ
শাসন ব্যৱস্থা,ਸ਼ਾਸਨ
অঞ্চল,ਖੇਤਰ
ৰেগনাল বছৰ,ਰੀਜਨਲ ਸਾਲ
ৰেগনেণ্ট,ਰੀਗਨੈਂਟ
ৰেগনাম,ਰੈਗਨਮ
ৰাইচ,ਰੀਚ
ৰাজত্ব কৰক,ਰਾਜ ਕਰੋ
ৰাজত্ব কৰক,ਰਾਜ ਕਰੋ
ৰাজত্ব কৰা পৰিয়াল,ਰਾਜ ਕਰਨ ਵਾਲਾ ਪਰਿਵਾਰ
আতংকৰ ৰাজত্ব,ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ
আতংকৰ ৰাজত্ব,ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ
শক্তিশালী কৰক,ਮਜ਼ਬੂਤ
শক্তিবৰ্ধক,ਮਜ਼ਬੂਤੀ
পুনৰ নিযুক্তি,ਬਹਾਲੀ
পুনৰ বিনিয়োগ কৰক,ਮੁੜ ਨਿਵੇਸ਼ ਕਰੋ
ৰিলে পোষ্ট,ਰੀਲੇਅ ਪੋਸਟ
ৰিলেৰ পথ,ਰੀਲੇਅ ਰੂਟ
ৰিলে ব্যৱস্থা,ਰੀਲੇਅ ਸਿਸਟਮ
মুক্তি দিয়া,ਜਾਰੀ ਕਰੋ
মুক্তি দিয়া,ਜਾਰੀ ਕਰੋ
ত্যাগ,ਤਿਆਗ
ত্যাগ,ਤਿਆਗ
ৰেপাৰ্টৰী (=ইনভেণ্টৰী),ਰੀਪਰਟਰੀ (=ਸੂਚੀ)
ভঁৰাল,ਰਿਪੋਜ਼ਟਰੀ
ভঁৰাল,ਰਿਪੋਜ਼ਟਰੀ
ৰিপাব্লিক,ਗਣਤੰਤਰ
গণৰাজ্য দিৱস,ਗਣਤੰਤਰ ਦਿਵਸ
পুনৰ লিপিবদ্ধ কৰক,ਰੀਸਕ੍ਰਿਪਟ
পুনৰ লিপিবদ্ধ কৰক,ਰੀਸਕ੍ਰਿਪਟ
বাসিন্দা,ਨਿਵਾਸੀ
পুনৰুদ্ধাৰ,ਬਹਾਲੀ
পুনৰুত্থান,ਪੁਨਰ-ਉਥਾਨ
পুনৰুত্থান,ਪੁਨਰ-ਉਥਾਨ
পশ্চাদপসৰণ,ਪਿੱਛੇ ਹਟਣਾ
ওলোটা (এটা মুদ্ৰাৰ),ਉਲਟਾ (ਇੱਕ ਸਿੱਕੇ ਦਾ)
বিদ্ৰোহ,ਬਗਾਵਤ
বিপ্লৱ,ਇਨਕਲਾਬ
"বিপ্লৱ, ফৰাচী","ਇਨਕਲਾਬ, ਫ੍ਰੈਂਚ"
বিপ্লৱ গৌৰৱময়,ਇਨਕਲਾਬ ਸ਼ਾਨਦਾਰ
"বিপ্লৱ, ঔদ্যোগিক","ਇਨਕਲਾਬ, ਉਦਯੋਗਿਕ"
ৰাইজিং,ਵਧ ਰਿਹਾ ਹੈ
পচি যোৱা-বৰো,ਰਟਨ-ਬੋਰੋ
ৰাফ ৰাইডাৰ,ਰਫ ਰਾਈਡਰਜ਼
ঘূৰণীয়া মূৰ,ਗੋਲ-ਸਿਰ
ৰাউট,ਰੂਟ
ৰয়েল দৰ্শক,ਸ਼ਾਹੀ ਦਰਸ਼ਕ
ৰয়েল চাৰ্টাৰ,ਸ਼ਾਹੀ ਚਾਰਟਰ
ৰয়েল ক্ৰেষ্ট,ਰਾਇਲ ਕਰੈਸਟ
ৰয়েল ক্ৰেষ্ট,ਰਾਇਲ ਕਰੈਸਟ
ৰয়েল ডিক্রী,ਸ਼ਾਹੀ ਫ਼ਰਮਾਨ
ৰুব্ৰীক,ਰੁਬਰਿਕ
ধ্বংসাৱশেষ,ਖੰਡਰ
দৌৰবিদ,ਦੌੜਾਕ
ভেঙুচালি কৰা,ਸਾੜ-ਫੂਕ
ছাবেৰ,ਸਾਬਰ
চেব্ৰেছ,ਸਾਬਰ
ত্যাগ,ਕੁਰਬਾਨੀ
ত্যাগ,ਕੁਰਬਾਨੀ
ত্যাগ,ਕੁਰਬਾਨੀ
নিৰাপদ আচৰণ,ਸੁਰੱਖਿਅਤ ਆਚਰਣ
সুৰক্ষা,ਸੁਰੱਖਿਆ
সুৰক্ষা,ਸੁਰੱਖਿਆ
সুৰক্ষাৰ কৰ্তব্য,ਸੁਰੱਖਿਆ ਦੇ ਫਰਜ਼
চেলি,ਸੈਲੀ
চেলি-পৰ্ট,ਸੈਲੀ-ਪੋਰਟ
ৰাজদণ্ড,ਰਾਜਦੰਡ
স্কিমিটাৰ,ਸਿਮੀਟਰ
দ্বিতীয় বাগিচা,ਦੂਜੀ ਜਾਇਦਾਦ
পন্থা,ਸੰਪਰਦਾ
পন্থা,ਸੰਪਰਦਾ
বাজেয়াপ্ত,ਦੌਰਾ
বাজেয়াপ্ত,ਦੌਰਾ
চেনেট,ਸੈਨੇਟ
চেনেট,ਸੈਨੇਟ
চেনেট,ਸੈਨੇਟ
চেনেট,ਸੈਨੇਟ
Serf (=bordar বা villein),ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ)
Serf (=bordar বা villein),ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ)
দাসত্ব (serfhood বা serfage),ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ)
দাসত্ব (serfhood বা serfage),ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ)
ছাঁ ৰজা,ਸ਼ੈਡੋ ਰਾਜਾ
জাহাজৰ ধন,ਪੈਸੇ ਭੇਜੋ
শ্বক সৈন্য (=ধুমুহা সৈন্য),ਸਦਮਾ ਫੌਜਾਂ (= ਤੂਫਾਨ ਫੌਜਾਂ)
চুটি সংসদ,ਛੋਟੀ ਸੰਸਦ
স্কিমিছ,ਝੜਪ
দাস,ਗੁਲਾਮ
দাসত্ব,ਗੁਲਾਮੀ
দাসত্ব,ਗੁਲਾਮੀ
সৈনিক ৰাষ্ট্ৰনেতা,ਸਿਪਾਹੀ ਰਾਜਨੇਤਾ
বৰশী,ਬਰਛੀ
বৰশীৰ মূৰ,ਬਰਛੀ—ਸਿਰ
গোলক,ਗੋਲਾ
স্ফ্ৰেজিষ্টিকছ,ਸਫ੍ਰੈਗਿਸਟਿਕਸ
ব্যৱস্থা নষ্ট কৰে,ਸਿਸਟਮ ਨੂੰ ਵਿਗਾੜਦਾ ਹੈ
স্কোৱায়াৰ,ਸਕਵਾਇਰ
স্কোৱায়াৰ,ਸਕਵਾਇਰ
স্কুয়াৰআৰ্চি,ਸਕਵਾਇਰਚਾਰੀ
স্কুয়াৰআৰ্চি,ਸਕਵਾਇਰਚਾਰੀ
মানদণ্ড,ਮਿਆਰੀ
ষ্টেণ্ডাৰ্ড-বাহক,ਮਿਆਰੀ-ਦਾਤਾ
থিয় হৈ থকা সেনাবাহিনী,ਖੜੀ ਫੌਜ
ষ্টেণ্ডিং অৰ্ডাৰ,ਸਥਾਈ ਆਦੇਸ਼
ষ্টেণ্ডিং অৰ্ডাৰ,ਸਥਾਈ ਆਦੇਸ਼
ৰাষ্ট্ৰনেতা,ਸਟੇਟਸਮੈਨ
শিলৰ শিলালিপি,ਪੱਥਰ ਦਾ ਸ਼ਿਲਾਲੇਖ
ধুমুহাৰ সৈন্য,ਤੂਫ਼ਾਨ ਫ਼ੌਜ
কৌশল,ਰਣਨੀਤੀ
কৌশল,ਰਣਨੀਤੀ
কৌশল,ਰਣਨੀਤੀ
কৌশল,ਰਣਨੀਤੀ
ষ্ট্ৰেট’ক্ৰেচি,ਸਟਰੈਟੋਕਰੇਸੀ
বিবাদ,ਝਗੜਾ
বিবাদ,ਝਗੜਾ
শক্তিশালী ধৰি ৰখা,ਮਜ਼ਬੂਤ ਪਕੜ
শক্তিশালী ধৰি ৰখা,ਮਜ਼ਬੂਤ ਪਕੜ
সহযোগী টেলায়েন্স,ਸਹਾਇਕ ਟੈਲਾਇੰਸ
উত্তৰাধিকাৰ,ਉਤਰਾਧਿਕਾਰ
উত্তৰাধিকাৰী,ਉੱਤਰਾਧਿਕਾਰੀ
ভোটাধিকাৰ,ਮੱਤਭੇਦ
ভোটাধিকাৰী,ਮਤਦਾਤਾ
চুলতানত্ব,ਸਲਤਨਤ
চুলতানত্বৰ যুগ,ਸਲਤਨਤ ਦੀ ਮਿਆਦ
সমৰ্পণ,ਸਮਰਪਣ
চুজেৰেইন,ਸੁਜ਼ਰੇਨ
চুজেৰেইন ৰাজ্য,ਸੁਜ਼ਰੇਨ ਰਾਜ
তৰোৱালধাৰী,ਤਲਵਾਰਬਾਜ਼
টামমানী ছ&#39;চাইটি,ਟੈਮਨੀ ਸੋਸਾਇਟੀ
টেম্পাৰড তৰোৱাল,ਗੁੱਸੇ ਵਾਲੀ ਤਲਵਾਰ
ভাড়াতীয়া,ਕਿਰਾਏਦਾਰ
ভাড়াতীয়া,ਕਿਰਾਏਦਾਰ
অঞ্চল,ਖੇਤਰ
অঞ্চল,ਖੇਤਰ
টেৰিটৰী চৰকাৰ,ਖੇਤਰੀ ਸਰਕਾਰ
সন্ত্ৰাসবাদ,ਅੱਤਵਾਦ
তৃতীয় বাগিচা,ਤੀਜੀ ਜਾਇਦਾਦ
তিনিটা বাগিচা,ਤਿੰਨ ਜਾਇਦਾਦਾਂ
টোল,ਕਰ
টোল হাউচ,ਟੋਲ ਹਾਊਸ
সমাধিস্থল,ਕਬਰ
ট&#39;ৰী,ਟੋਰੀ
টটেম,ਟੋਟੇਮ
টাৱাৰ,ਟਾਵਰ
টাৱাৰ,ਟਾਵਰ
বিজয়ৰ টাৱাৰ,ਜਿੱਤ ਦਾ ਟਾਵਰ
বিশ্বাসঘাতক,ਗੱਦਾਰ
বিশ্বাসঘাতকতা,ਧੋਖੇਬਾਜ਼ੀ
দেশদ্ৰোহ,ਦੇਸ਼ਧ੍ਰੋਹ
সন্ধি,ਸੰਧੀ
যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল),ਲੜਾਈ ਦੁਆਰਾ ਅਜ਼ਮਾਇਸ਼ (=ਲੜਾਈ ਦੁਆਰਾ ਪਗਡੰਡੀ)
শ্ৰদ্ধাঞ্জলি,ਸ਼ਰਧਾਂਜਲੀ
শ্ৰদ্ধাঞ্জলি,ਸ਼ਰਧਾਂਜਲੀ
শ্ৰদ্ধাঞ্জলি ভূমি,ਸ਼ਰਧਾਂਜਲੀ ਜ਼ਮੀਨ
ট্ৰিপল এলায়েন্স,ਤੀਹਰਾ ਗਠਜੋੜ
ট্ৰিপল এণ্টেণ্ট,ਤ੍ਰੈ ਗੁਣ
জয়লাভ,ਜਿੱਤ
জয়লাভ,ਜਿੱਤ
অস্থিৰতা,ਗੜਬੜ
অত্যাচাৰী হত্যা,ਜ਼ਾਲਮ
অত্যাচাৰী হত্যা,ਜ਼ਾਲਮ
অত্যাচাৰ,ਜ਼ੁਲਮ
অত্যাচাৰ,ਜ਼ੁਲਮ
অত্যাচাৰী,ਜ਼ਾਲਮ
উহলান,ਉਹਲਾਨ
উকাচে,ਉਕਾਸੇ
উকাচে,ਉਕਾਸੇ
উলেমা,ਉਲੇਮਾ
আলটিমেটাম,ਅਲਟੀਮੇਟਮ
আলটিমেটাম,ਅਲਟੀਮੇਟਮ
ককাক ছেম,ਅੰਕਲ ਸੈਮ
আণ্ডাৰ-কিং,ਅਧੀਨ-ਰਾਜੇ
ইউনাইটেড আইৰিছমেন,ਸੰਯੁਕਤ ਆਇਰਿਸ਼ਮੈਨ
যুক্তৰাষ্ট্ৰ,ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ
সংযুক্ত প্ৰভিন্স,ਸੰਯੁਕਤ ਸੂਬੇ
সংযুক্ত প্ৰভিন্স,ਸੰਯੁਕਤ ਸੂਬੇ
ইউনিভেলেটেড দুৰ্গ,ਵਿਲੱਖਣ ਕਿਲਾ
সাৰ্বজনীন ৰজা,ਯੂਨੀਵਰਸਲ ਰਾਜਾ
সাৰ্বজনীন ভোটাধিকাৰ,ਯੂਨੀਵਰਸਲ ਮਤਾ
বিদ্ৰোহ,ਵਿਦਰੋਹ
দখল কৰা,ਹੜੱਪਣਾ
দখলদাৰী,ਹੜੱਪਣ ਵਾਲਾ
ইউটোপিয়া,ਯੂਟੋਪੀਆ
ভাণ্ডাল,ਵੰਦਲ
ভাঙি-ছিঙি পেলোৱা,ਬਰਬਾਦੀ
ভ্যানগাৰ্ড,ਵੈਨਗਾਰਡ
ভ্যানগাৰ্ড,ਵੈਨਗਾਰਡ
ভ্যানগাৰ্ড,ਵੈਨਗਾਰਡ
ভাৰংগিয়ান,ਵਾਰੰਜੀਅਨ
ভাৰংগিয়ান গাৰ্ড,ਵਾਰੰਜੀਅਨ ਗਾਰਡ
ভেছাল,ਵਾਸਲ
ভেছাল,ਵਾਸਲ
ভেছাল অৱস্থা,ਵਾਸਲ ਰਾਜ
ভেটিকান কাউন্সিল,ਵੈਟੀਕਨ ਕੌਂਸਲ
পাত্ৰ,ਜਹਾਜ਼
পাত্ৰ,ਜਹਾਜ਼
পাত্ৰ,ਜਹਾਜ਼
উপ-ৰজা,ਉਪ-ਰਾਜੇ
ভাইচৰয়,ਵਾਇਸਰਾਏ
ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ,ਵਾਇਸਰਾਏਲਟੀ = ਵਾਇਸਰਾਇਟੀ
ভিক্টৰ,ਵਿਕਟਰ
বিজয়,ਜਿੱਤ
ভিলেইন,ਵਿਲੀਨ
জলপথে গমন,ਯਾਤਰਾ
দুৰ্বল দুৰ্গ,ਕਮਜ਼ੋਰ ਕਿਲ੍ਹਾ
ৱাল পেইন্টিং,ਕੰਧ ਚਿੱਤਰਕਾਰੀ
ৱাল পেইন্টিং,ਕੰਧ ਚਿੱਤਰਕਾਰੀ
যুদ্ধ,ਜੰਗ
যুদ্ধ-প্ৰভু,ਯੁੱਧ-ਪ੍ਰਭੂ
যোদ্ধা,ਯੋਧਾ
যোদ্ধা,ਯੋਧਾ
যোদ্ধা,ਯੋਧਾ
যুদ্ধজাহাজ,ਜੰਗੀ ਜਹਾਜ਼
ৱাচ-ৱৰ্ড,ਪਹਿਰਾ-ਸ਼ਬਦ
কল্যাণকামী ৰাষ্ট্ৰ,ਕਲਿਆਣਕਾਰੀ ਰਾਜ
কল্যাণমূলক কাম,ਭਲਾਈ ਕਾਰਜ
হুইগ,ਵਿਗ
বগা পতাকা,ਚਿੱਟਾ ਝੰਡਾ
বগা মানুহৰ বোজা,ਗੋਰਿਆਂ ਦਾ ਬੋਝ
বিশ্ব সাম্ৰাজ্য,ਵਿਸ਼ਵ ਸਾਮਰਾਜ
বিশ্ব আন্দোলন,ਵਿਸ਼ਵ ਅੰਦੋਲਨ
বিশ্ব ৰাজনীতি,ਵਿਸ਼ਵ ਰਾਜਨੀਤੀ
বিশ্ব শক্তি,ਵਿਸ਼ਵ ਸ਼ਕਤੀ
বিশ্বযুদ্ধ,ਵਿਸ਼ਵ ਯੁੱਧ
ৰেকাৰ,ਵਿਕਰੇਤਾ
ধ্বংসাত্মক সংশোধনী,ਵਿਨਾਸ਼ਕਾਰੀ ਸੋਧ
জেনেলাচিছ,ਜ਼ੈਨੇਲੇਸਿਸ
বিদেশী ঘৃণা,ਜ਼ੈਨੋਫੋਬੀਆ
য়েংকি,ਯੈਂਕੀ
হালধীয়া জেকেট,ਪੀਲੀ ਜੈਕਟ
হালধীয়া মানুহ,ਪੀਲਾ ਆਦਮੀ
হালধীয়া বিপদ,ਪੀਲਾ ਖ਼ਤਰਾ
হালধীয়া প্ৰেছ,ਪੀਲਾ ਪ੍ਰੈਸ
যুৱ তুৰ্কী,ਨੌਜਵਾਨ ਤੁਰਕ
জিউছ,ਜ਼ਿਊਸ
জায়নিজম,ਜ਼ਾਇਓਨਿਜ਼ਮ
জৰদস্তি ধৰ্ম,ਜੋਰੋਸਟ੍ਰੀਅਨਵਾਦ
