Hindi,Gujarati
शोधन,શુદ્ધિકરણ
शुद्धता परीक्षण,શુદ્ધ કસોટી
पाइरैनोमीटर,પિરાનોમાપક
भू-तापमापी,જાંબુડિયા રંગના કામકાજ
सौर विकिरणमापी,પાયમાળમીટર
धान,ડાઉ
गंधीज घास,વાટકો
ताड़,હથેળી
केतिकी,પાનખર
पपीता,પપ્પા
पैरा घास,પેરા ઘાસ
"पार्सले, अजमोद",કોથમરી
गाजर घास (कांग्रेस घास),"પાર્થેનિયમ, (કોંગ્રેસ ઘાસ)"
पचौली,પથારી
आड़ू,પીચ
गुलमोहर,"મોર ફૂલ, સ્વર્ગ ફૂલ"
नाशपाती,પિઅર
बाजरा,મોતી બાજરી
मटर,વટાણા
पीकन नट,લૂંટી બકરા
ब्राह्मी,એક નાનકડી સંખ્યા
पेपिनो,પેપિનો
काली मिर्च,મરી
भसिंडा,પેરિલો
सदाबहार,સુશોભિત
जापानी फल,પર્સનમોન
फालसा,ફાલસા
अरहर,ખાનાવાળું
कृष्णनील,પિમ્પર્નલ (એનાગાલિસ)
चीड़,પાઈન
अनन्नास,અનેનાસ
पिस्ता,"પિસ્તા, લીલો બદામ"
"अलूचा, बेर",પીઠ
परवल,નિર્દેશિત ખાડો
अनार,દાડમ
करंज,ગુંજાર
पोपलर,પોપ્લર
अफीम,Popતી
खुर्सा,પોર્ટુલાકા
आलू,બટાટા
सत्यानाशी,કાંટાદાર ખસખસ
"बकैन, नीम","ભારતનો ગૌરવ, ચાઇના ટ્રી"
चीना,દળ
इसबगोल,સાયકલ
पुलासन,પુણ્ય
कद्दू,ગુંડો
पुमैलो,ધુમાડો
चित्तीदार मत्कुण,પેઇન્ટેડ ભૂલ
तोता,પોપટ
मोर,મોર
फली वेधक,બોરર
फली मक्खी,પીઠ
ढ़ोरा,પલ્સ ભમરો
पाइरिल्ला,પિરાઇલા
"रोग विज्ञानी, विकृति विज्ञानी",રોગવિજ્ologistાની
मृदा विज्ञानी,પાડોલિસ્ટ
पादप प्रजनक,વનસ્પતિ સંવર્ધક
पादप रोग विज्ञानी,વનસ્પતિ રોગવિજ્ologistાની
पादप क्रियाविज्ञानी,વનસ્પતિ ચિકિત્સક
फल विज्ञानी,બંમોલોજિસ
क्यू दस,ક્યૂ 10
मात्रात्मक विशेषक विस्थल,ક્યુટીએલ (માત્રાત્મક લક્ષણ લોકી)
चतुष्कोण,ચતુર્ભુજ
द्विघाती अनुक्रिया,ચાર વર્ગનો જવાબ
चतुः सस्यन,ચતુર્ભુજ પાક
गुणात्मक वंशागति,ગુણાત્મક વારસો
गुणता बीज,ગુણવત્તા બીજ
मात्रात्मक आनुवंशिकी,જથ્થાત્મક આનુવંશિકતા
मात्रात्मक वंशागति,માત્રાત્મક વારસો
क्वांटम बीज,જથ્થાબંધ બીજ
संगरोध,ક્વોરૅન્ટીન
संगरोध पीड़क,કોરેન્ટાઈન જીવાતો
स्फटिक,ક્વટ્ઝ
त्वरित परीक्षण,ઝડપી કસોટી
प्रशांति,શાંતતા
प्रशांत केंद्र,ગુણાકાર કેન્દ્ર
बटेर,ઠંડું
रानी मधुमक्खी,રાણી મધમાખી
आर मान,મૂલ્ય
रबी फसल,રબી (શિયાળો) પાક
असीमाक्ष,Racાળ
विकिरण,કિરણોત્સર્ગ
मूलांकुर,દંભી
"रेडियोधर्मिता, विकिरणशीलता",કિરણોત્સર્ગ
"विकिरण जैविकी, विकिरण जीव विज्ञान",રેડિયોવિજ્iologyાની
विकिरण प्रतिरक्षी आमापन,રેડિયો -અમુનો પરત
रेडियोधर्मी समस्थानिक,કિહદૃષ્ટિ
वर्षी जल संग्रहण,વરસાદી પાણીની લણણી
इंद्रधनुषी क्रांति,મેઘધનુષ્ય ક્રાંતિ
वर्षा,વરસાદ
"बारानी, वर्षा आश्रित",વરસાદ પડેલું
वर्षामापी,વરસાદનું પ્રમાણ
"वर्षा ऋतु, बरसात",ચોમાસુ
उत्थित क्यारी,Raભું પલંગ
"रैंचन, पशु-संबंधी उद्यम",ઘડપણ
"विकृतगन्धिता, खटवास",ગહનતા
यादृच्छिक प्रवर्धित बहुरूपी,રેન્ડમ વિસ્તૃત બહુપદી
यादृच्छिक नमूना,બારીનો નમૂના
यादृच्छिकीकरण,અવ્યવસ્થિતકરણ
यादृच्छिक ब्लॉक डिजाइन,અવ્યવસ્થિત બ્લોક ડિઝાઇન
श्रेणी (सांख्यिकी),શ્રેણી (આંકડા)
चरागाह,રંગબેરૂપ
चरागाह प्रबंध,શ્રેણીનું સંચાલન
त्वरित ग्रामीण आकलन (आर आर ए),ઝડપી ગ્રામીણ મૂલ્યાંકન (આર.આર.એ.)
राशन,રેશન
"रतून, पेड़ी",ખરબચડી
पेड़ी सस्यन,પાપ
"फसल कटाई यंत्र, फसल कर्तक",લવર
दुःसाध्य बीज,અનિયંત્રિત બીજ
प्रतिसार कृषि,મંદીની ખેતી
प्रतिसार प्रावस्था,મંદી
अप्रभावी,મસાપુનું
"पुनर्भरण, पुनःपूरण",રિચાર્જ
पारस्परिक जीन,પારસ્પરિક જનીણ
उद्धारित भूमि,ફરીથી કબજે કરેલી જમીન
पुनः संयोजक,પુનરાગમન
पुनः संयोजक डीएनए प्रौद्योगिकी,પુનર્નિર્માણ ડીએનએ ટેકનોલોજી
पुनर्योजन,પુનર્જીવન
"पुनरेक, रेकॉन",ફરીથી કે પુન rec રૂપરેખા કરવી
आवीक्षी सर्वेक्षण,જાસૂસી મોજણી
पुनरावर्ती जनक,આવર્તક માતાપિતા
पुनःउपयोगी अविशष्ट,રિસાયક્લિટેબલ
लाल शैवाल,લાલ શેવાળ
लुप्तप्राय जीवों की सूची,રેડ -ચોપડી
लाल मृदा,લાલ માટી
"रेडॉक्स विभव, अवकरण विभव",પ્રબળ -સંભાવના
लघूकृत नमूना,ઓછો નમૂનો
लघूकृत जुताई,ઘટાડો ખેતી
अपचायी शर्करा,ખાંડ
"अपचयन, अवकरण, लघुकरण",ઘટાડો
संदर्भ फसल,સંદર્ભ પાક
परावर्तन गुणांक,પ્રતિબિંબ
परावर्तन,પ્રતિબિંબ
प्रतिवर्ती पुंकेसर,પુંકેસર
अपवर्तन सूचकांक,પ્રતિકૂળ સૂચક
अपवर्तनमापी,પ્રત્યાવર્તનમાપક
"पुनर्जनन, पुनरुद्भवन",પુનર્જનન
पंजीकृत बीज,નોંધાયેલું બીજ
आवरण प्रस्तर,સ્થૂળ
समाश्रयण,પ્રત્યાગમાન
समाश्रयण गुणांक,રીગમન ગુણાંક
नियामक जीन,નિયામક જનીન
सापेक्ष फसल सघनता सूचकांक,સંબંધિત પાક-તીવ્રતા સૂચના
सापेक्ष सघनता गुणांक (के),સંબંધિત ભીડ ગુણાંક (કે)
सापेक्ष वृद्धि दर (आर जी आर),સંબંધિત વૃદ્ધિ દર (આરજીઆર)
सापेक्ष आर्द्रता (आर एच),સંબંધિત ભેજ (આરએચ)
सापेक्ष परिसर सूचकांक,સંબંધી ફેલાવો અનુક્રમણિકા
सापेक्षिक जलांश,સંબંધિત પાણીનું પ્રમાણ
संबंधित खरपतवार,સંબંધિત નીંદણ
सापेक्ष उत्पादन सूचकांक,સંબંધિત ઉપજ અનુક્રમણિકા
कुल सापेक्ष उत्पाद,ઉપજ કુલ
"क्रमिक सस्यन, अनुपद सस्यन",રિલે પાક
उच्चावच (भूमितल),રાહત
सुदूर संवेदन,રિમોટ સેન્સિંગ
नवीकरणीय ऊर्जा स्रोत,Energyર્જાના સ્રોત
जीर्णोद्धार,નવીનીકરણ
विकर्षक,જીવડાં
प्रतिकृतियन द्विशाख,પ્રતિકૃતિ કાંટો
"प्रतिकृतियन, पुनरावृत्ति",પ્રતિકૃતિ
प्रतिवेदक जीन,પત્રકાર જનીન
उर्वरक का अवशिष्ट प्रभाव,ખાતરની અવશેષ અસર
खाद का अवशिष्ट प्रभाव,ખાતરની અવશેષ અસર
अवशिष्ट सोडियम कार्बोनेट,અવશેષ સોડિયમ કાર્બોનેટ
अवशिष्ट मृदा उर्वरता,અવશેષ જમીન ફળદ્રુપતા
अवशिष्ट,શેષ
सहनशीलता (फसल),સ્થિતિસ્થાપકતા (પાક)
संसाधन उपयोग सूचकांक (आर यू आई),સંસાધન-ઉપયોગ સૂચકાંકો (આરયુઆઈ)
श्वसन गुणांक,શ્વાસોચ્છવાસ
श्वसनी वर्णक,શ્વસન રંગદ્રવ્યો
श्वसन घातांक,શ્વસન ભાગ
अनुक्रिया वक्र,પ્રતિભાવ વળાંક
अनुक्रिया,પ્રતિભાવ
प्रत्यवस्थान केंद्रक,પુન restસનીય ન્યુક્લસ
प्रत्यास्थापक वंशक्रम,પુન restપ્રાપ્તિ કરનાર
"प्रतिबंधन एन्जाइम, प्रतिबंधन किण्वक",પ્રતિબંધ -ઉત્સેચક
प्रतिबंधन खंड,પ્રતિબંધ ટુકડો
परिणाम प्रदर्शन,પરિણામ પ્રદર્શન
"फुटकर, खुदरा",છૂટક વેચાણ
मंदक,મંદબુદ્ધિ
"पश्च विषाणु, श्वेत विषाणु",રિટ્રોવાયરસ
"अपगलन, सड़ाना",Tingણણાદો
राजस्व,મહેસૂલ
उत्क्रम आनुवंशिकी,Verseલટું આનુવંશિકતા
उत्क्रमित उत्परिवर्तन,વિપરીત પરિવર્તન
राइजोबैक्टीरिया (पी जी पी आर),રાઇઝોબેક્ટેરિયા (પી.જી.પી.આર.)
मूल परिवेश निक्षेपण,Rhંચે
मूलाभास,Rhંચું
प्रकंद,રાઇઝમ
मूल परिवेश,રાઇઝોસ્ફિયર
राइबोसोम,રાક્ષસી
रिकेट्सिया जैसे जीव,સજીવ જેવા રિકેટસિયા
"मेंड़बंधक, कटक बंधक",રિજ ભૂતપૂર્વ (રીડર)
कटक रोपण,મોરો
कटक वेदिका,આવરણ
मेंड़ पर जुताई,પટ્ટી સુધી
"रिल अपरदन, नाला अपरदन",ખોટો ધોવાણ
जोखिम,જોખમ
आरएनए सोपान,આર.એન.એ.
चट्टान,ખડકો
अवांछित,બદમાશ
अपवांछन,ખાદ્યપથિ
"मूल फसल, जड़ वाली फसल",મૂળ
मूल निःस्राव,મૂળિયા
मूल पिटिका सूत्रकृमि,રુટ પિત્ત નેમાટોડ
मूल प्रेरक प्लाज्मिड,મૂળ પ્રેરિત પ્લાઝમિડ
मूल ग्रंथिका,મૂળિયા નોડ્યુલ્સ
"प्रकंद, मूलवृंत",રૂટસ્ટોક
रोजेट रोग,રોઝેટ રોગ
रोजेट बहुभ्रूणता,પોલિઆમ્બ્રીની
रोजेट विषाणु,રોઝેટ વાયરસ
घूर्णी जुताई,રોમાંટી
क्रमिक चराई,પરિભ્રમણ
"मोटा चारा, रूक्षअंश",ખડતલ
"पंक्ति फसल, पंक्तिबद्ध फसल",પંક્તિ પાક
पंक्ति अंतःफसल,દખલ
तत्काल सेवा पेय,આરટીએસ પીણું
उपरी भूस्तारी,દોડવી
अपवाह खेती,ઉડાન
अपवाह जल,ખસી જવું
क्षेत्रीय ग्रामीण बैंक,ગ્રામીણ પ્રાદેશિક બેંક
मूली,મૂળો
विलायती सीरिस,વરસાદનું ઝાડ
किशमिश,કિસમિસ
रैम्बूटान,રેમ્બુટાન
रंगून की बेल,રંગીન લતા
राई,રેપિએટ
रसभरी,ફાંટો
"सुंगरा, मुंगरा",ઉંદર-પૂંછડીની મૂળા
बेत,રતન
तून,લાલ દેવદાર (ટૂના)
त्रिपत्रा,લાલ ક્લોવર
सेमल,લાલ રેશમનું ઝાડ
नरकुल,Reાળ
रोड्स घास,દરોશ
बोरंश,ર્ડોડેન્ડ્રોન
तातरी,શણગાર
चावल,ચોખા
नसदार तोरई,ખરબચડું
गुलाब,ગુલાબ
गुलाब जामुन,ગુલાબના બેરી
रसभरी,રોઝમેરી
टिंडा,ગોળાકાર
रबड़,રબર
चूहा,ઉંદર
लाल ताड़-घुन,લાલ હથેળી
कद्दू की लाल भृंग,લાલ કોળાની ભમરો
राइनोसिरस भृंग,ગેંડો ભમરો
सुरसुरी,ચોખ્ખા દાળ
लवणी क्षारीय मृदा,ક્ષાર આલ્કલી માટી
लवण मृदा,ખારા માટી
लवणीभवन,ખારાશ
लार ग्रंथि गुणसूत्र,લાળ ગ્રંથિ રંગસૂત્ર
लवण,મીઠાનું
लवण प्रभावित मृदा,મીઠું આધારિત માટી
लवण सूचकांक,મીઠાની સૂચિ
लवण प्रतिबल,મીઠું તાણ
लवण सह्यता उच्छलन,મીઠું સહનશીલતા
प्रतिदर्श,નમૂનો
प्रतिचयन त्रुटि,નમૂનાની ભૂલ
"प्रतिचयन मात्रक, नमूना मात्रक",નમૂના એકમ
प्रतिचयन,નમૂનો
बालू,રેતી
बलुई मृत्तिका,રેતાળ માટી
बलुई दोमट,રેતાળ લોમ
"बलुई मिट्टी, बलुई मृदा",રેતાળ માટી
रस,સાગ
पौध,રોપણી
साबुनीकरण मान,સાબુની કિંમત
अनुषंगी डीएनए,ઉપગ્રહ ડીએનએ
अनुषंगी खरपतवार,ઉપગ્રહ નીંદણ
संतृप्त वाष्प दबाव,સંતૃપ્ત વરાળ દબાણ
सवाना (घास के मैदान),ગંદણ
आलंबी प्रोटीन,ગંદું પ્રોટીન
"स्केप, प्रवृंत",પલાયન
क्षतचिह्न,કર્કશ
"सायन, सांकुर",Scાંકીપ
छायाप्रिय पौधे,વિજ્iાન
ऋतुनिष्ठ चक्र,મોસમી ચક્ર
"मौसमी सूखा, मौसमी अनावृष्टि",મોસમી દુષ્કાળ
मौसमी पादप,મોસમી પ્લાન્ટ
द्वितीयक वृद्धि,ગૌણ વૃદ્ધિ
द्वितीयक पादप पोषक (तत्व),માવજદાર છોડના પોષક તત્વો
द्वितीयक उत्पादकता,ગૌણ ઉત્પાદકતા
द्वितीयक भूपरिष्करण,માધ્યમિક ખેતી
झाड़ी,ઝગડો
बीजोढ़ कवक,બીજ -ફૂગ
बीज प्रमाणीकरण,બીજ પ્રમાણપત્ર
बीज दृढ़ीकरण,બીજ સખ્તાઇ
बीजोपचार,બીજ સારવાર
बीज एवं उर्वरक बुवाई यंत्र,બીજ-ફળદ્રુપ કવાયત
पौध,Seedગલો
अंतःस्रवण,ઝાડો
विसंयोजन,અલગતા
वरणयोग्य चिह्नक,પસંદ કરી શકાય તેવું માર્કર
वरण दबाव,પસંદગી દબાણ
वरणात्मक शाकनाशी,પસંદગીલક્ષી હર્બિસાઇડ
वरणात्मकता सूचकांक,પસંદગીની સૂચિ
स्वः निषेचन,સ્વયં ગર્ભાધાન
आत्म-निर्भरता,સ્વાવલંબન પર્યાપ્તતા
स्वतः विरलन क्षमता,સ્વયં પાતળી ક્ષમતા
स्वतः फलदायी,સ્વાર્થી
स्वः असंगतता,સ્વયં અસંગતતા
स्वार्थी डीएनए,સ્વાર્થી ડીએનએ
अर्ध शुष्क,અર્ધ-શુષ્ક
संवेदी आकलन,સંવેદનાત્મક મૂલ્યાંકન
बाह्य दल,પ seસિલ
क्रमिक सस्यन,ક્રમિક પાક
क्रमिक तनुता,ધારાધોરણ
रेशमकीट पालन,ઉષ્ણતા
सीरम विज्ञान,શાસ્ત્ર
सीरम,સીરમ
लिंग निर्धारण,જાતીય નિર્ધારણ
लिंग सहलग्नता,લૈંગિકતા
लैंगिक प्रवर्धन,જાતીય પ્રચાર
परत अपरदन,ચાદર ધોવાણ
निखोलना,તોપમારો
हवा के विरुद्ध रोक,આશ્રય -પટ્ટી
अल्प प्रदीप्तकाली पादप,ટૂંકા દિવસ
लघु - तरंगदैर्घ्य विकिरण,અલ્પ-તરંગ કિરણોત્સર્ગ
"बहुपोषी संवाहक, शटल संवाहक",શટલ વેક્ટર
सहोदर,ભાઇ
दात्र कोशिका अरक्तता,સિકલ સેલ એનિમિયા
सिग्माभ वक्र,સિગ્મ id ઇડ વળાંક
संकेत परिकल्पना,સંકેત પૂર્વધારણા
सार्थकता परीक्षण,મહત્વ કસોટી
साइलेज (चारा),પાટિયા
भंडारण पात्र,કોઇ
"माद, तलछट",કાંપ
तलछटी दोमट,કાંપ
वनवर्धन,સિલ્વીકલ્ચર
"गर्त, हौदी, सिंक",ખસી જવું
विलय क्षमता,ડૂબકી ક્ષમતા
सहअर्धसूत्र,બહેન ક્રોમેટિડ
स्थान-विशिष्ट पोषक तत्व प्रबंधन,વિશિષ્ટ પોષક વ્યવસ્થા
वैषम्य वितरण,કલંકિત વિતરણ
पंक्ति अंतराल रोपण,પંક્તિ વાવેતર છોડો
अवपंक फफूंदी,નિસ્તેજ ઘાટ
मंद निर्मुक्त उर्वरक,ધીમી પ્રકાશન ખાતર
आपंक,કાદવ
कर्दम,ખળભળાટ
शमनक फसलें,દુ: ખી પાક
सामाजिक वानिकी,સામાજિક વનનિર્માણ
सतृणभूमि कृषि,એસ.ઓ.ડી. સંસ્કૃતિ
सॉड घास,કodંગું
सॉड मृदा,સોડિક માટી
सोडियम अवशोषण अनुपात,સોડિયમ શોષણ ગુણોત્તર
सोडियम पंप,સોડિયમ પંપ
मृदुकाष्क कलमबंदी,નરમ લાકડું કલમ બનાવવી
मृदा आसंजन,ભૂમિનું સંલગ્નતા
मृदा वातन,જમીનની વાયુમિશ્રણ
मृदा पुंज,જમીન (એકંદર
मृदा क्षारीयता,માટીની ક્ષીણ
"भूमि शोधन, भूमि सुधार",ભૂમિ -સુધારો
मृदा विश्लेषण,માટીનું વિશ્લેષણ
मृदा जैव विविधता,જૈવવિવિધતા
मृदा जैविकी,જમીન -જીવવિજ્ologyાન
मृदा वर्गीकरण,ભૂમિ -વર્ગીકરણ
मृदा कोलॉइड,જમીન
मृदा संहतीकरण,જમીન
मृदा अनुकूलक,જમીનની કન્ડિશન્ડર
मृदा संरक्षण,ભૂમિ -સંરક્ષણ
मृदा पपड़ी,ભૂમિ પોપડો
मृदा निम्नीकरण,ભૂમિ -અધોગતિ
मृदा अपरदनीयता कारक,જમીન ક્ષીણતા પરિબળ
मृदा उर्वरता,જમીનની ફળદ્રુપતા
मृदा उत्पत्ति,ભૂમિ ઉત્પત્તિ
मृदा स्वास्थ्य,ભૂમિ આરોગ્ય
मृदा संस्तर,જમીનની ક્ષતિ
मृदा वृहद्जीव,માટી કર્કશ
मृदा प्रबंधन,ભૂમિ -વ્યવસ્થા
मृदा सूक्ष्म जैविकी,ભૂમિ -સૂક્ષ્મવિજ્iologyાન
मृदा सूक्ष्मजीव,માટી સુક્ષ્મસજીવો
मृदा नमी अल्पता,માટી ભેજ
मृदा कार्बनिक पदार्थ,ભૂમિ -કાર્બનિક પદાર્થ
मृदा सरंध्रता,ભૂમિ -છિદ્ર
मृदा उत्पादकता,ભૂમિ -ઉત્પાદકતા
मृदा परिच्छेदिका,ભૂમિ -રૂપરેખા
मृदा गुणवत्ता,ભૂમિ ગુણવત્તા
मृदा अभिक्रिया,ભૂમિ
मृदा प्रतिरोध,ભૂમિ -પ્રતિકાર
मृदा लवणता,ભૂમિ ખારાશ
मृदा विज्ञान,ભૂમિ -વિજ્ scienceાન
मृदा रुग्णता,ભૂમિ માંદગી
मृदा छानना,માટી ચાળવું
मृदा विलयन,જમીનનો ઉકેલ
मृदा निर्जर्मीकारक,જીવાળડારવાળું
मृदा संरचना,માટીનું માળખું
मृदा निलंबन,ભૂમિ -મોકૂફી
मृदा परीक्षण,ભૂમિ -પરીક્ષણ
मृदा गठन,ભૂમિ -બનાવટ
मृदा-जल विभव,ભૂમિ -સંભાવના
मृदाजल,ભૂમિ
सौर स्थिरांक,સૌર
सौर विकिरण,સૌર કિરણોત્સર્ગ
सौर वर्णक्रम,સૌર વર્ણ
"सौर्यन, सूर्यीकरण",સૌરકરણ
एकल फसल,એકમાત્ર પાક
घुलनशील सोडियम प्रतिशत,દ્રાવ્ય સોડિયમ ટકાવારી
कायिक कोशिका,સોમેટિક કોષ
कायिक भ्रूण,સોમેટિક ગર્ભ
कायिक संकरण,સોમેટિક વર્ણસંકરકરણ
ज्वार क्षति,જુવારની ઈજા
क्षतिपूरक जीन,એસ.ઓ.એસ.
सदर्न शोषण,સધર્ન બ્લ ot ટિંગ
दूरी (पादप),અંતર (છોડ)
"स्पेडिक्स, स्थूलमंजरी",પ્રાણઘાતક
स्पेथ,ચપટી
विशेष विन्यास,વિશેષ વ્યવસ્થા
विशिष्ट सस्यन,વિશિષ્ટ પાક
विशिष्ट कृषि,વિશિષ્ટ કૃષિ
जाति,જાતિઓ
विशिष्ट फसल सघनता सूचकांक,ચોક્કસ પાક
"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व",ચોક્કસ ગુરુત્વાકર્ષણ
सापेक्ष आर्द्रता,ચોક્કસ ભેજ
विशिष्ट पर्ण क्षेत्र,ચોક્કસ પાંદડા વિસ્તાર
शुक्राणुजनन,વીર્ય
एस-प्रावस्था,ના તબક્કાવાયા
कणिश,બુદ્ધિ
कणिशिका,દાણા
तर्कु झाड़ी,સ્પિન્ડલ ઝાડવું
बौछारी अपरदन,છાંટો ધોવાણ
समबंधन,છળકતું
विभाजित प्रयोग,વિભાજિત અરજી
विखंडित जीन,વિભાજિત જનીનો
विभक्त प्लॉट डिजाइन,વિભાજન પ્લોટ ડિઝાઇન
स्पंजी ऊतक,સ્પોંગી પેશી
स्वतः उत्परिवर्तन,સ્વયંસ્ફુરિત પરિવર્તન
बीजाणु,બીજકણ
फुहारी सिंचाई,છંટકાવ સિંચાઈ
स्पडन,ખડખડાટ
दलपुट,Spતરવું
दलपुटधारी,ગતિશીલતા
"अल्पकालिक झंझावात, अंधड़",છલકું
स्थायीकर कर्मक,સ્થિર એજન્ટ
मानक विचलन,પ્રમાણભૂત વિચલન
भोज्य फसल,મુખ્ય પાક
प्रारंभी प्रकूट,કોડન શરૂ કરો
आरंभी विलयन,પ્રસ્થાન ઉકેલ
तना बेधक,સ્ટેમ બોરર
स्तंभ अंत,સ્ટેમનો અંત
अवर्धबीजता,સ્ટેનોસ્પરમોકાર્પી
स्टेपी (घास के मैदान),મક્કમ
"निर्जर्मीकरण, बंध्यीकरण",રોગાણુનાશન
वर्तिकाग्र सुग्राहिता,કલંક
"वर्तिकाग्र, श्वासछिद्र",લાંછન
अवस्तंभ मूल,ભડકો
भूस्तारी,ગંદું
रंध्र,સ્ટોમેટા
स्टूलिंग,સ્ટૂલિંગ
रोध प्रकूट,કોડોન
स्तरित,સ્તરીકૃત
स्तरण,સ્તરીકરણ
भूसा,સ્ટ્રો
प्रतिबल,ભાર
पट्टीदार सस्यन,પટ્ટીક
पट्टी अंतरासस्यन,છટાવાળા પટ્ટા
पीठिका,ગૂંજ
ठूंठ,આતુર
ठूंठ पलवार,હલાવેલા
वर्तिका,શૈલી
उप आर्द्र,ભેજવાળું
"सुबरिनीकरण, कार्कीकरण",આવરણ
आप्लावन,ખુલાસો
"जीविकोपार्जनी सस्यन, निर्वाही कृषि",નિર્વાહ -ખેતી
"अवमृदा, अवभूमि की गहरी जुताई",વટાવવાનું
उपजाति,પેટા-પ્રજાતિ
प्रतिस्थापन सस्यन,અવેજી બનાવટ
"क्रियाधार, अवस्तर",અંતરીક
उपसतही सिंचन,પેટા સિંચાઈ
अनुक्रमण,ઉત્તરાધિકાર
गूदेदार,ઉદ્ધત
अंतः भूस्तारी,ગંદકી
स्वतःवर्गीय,જનનુ
सौर उपचार,સૂર્ય-અનુમાન
"पूरक सिंचन, पूरक सिंचाई",પૂરક સિંચાઈ
पूरक उद्यभ,પૂરક ઉદ્યોગ
अनुपूरक अन्योन्य क्रिया,પૂરક ક્રિયાપ્રતિક્રિયા
निरोधक जीन,દબાવી જનીન
पृष्ठ संक्रियक,સરફેક્ટર
"सुग्राही, ग्रहणशील",સંવેદનશીલ
निलंबन संवर्ध,બંધબેસતુ સંસ્કૃતિ
"संधारणीय कृषि, टिकाऊ खेती",ટકાઉ કૃષિ
संधारणीय विकास,ટકાઉ વિકાસ
वृंदन,Ingણ
तलवारी पत्ती,તલવારનું પાન
साइकोनियम,સાંકેત
"सहजीविता, सहजीवन",સહજીવીઓ
युग्मक संलयन,સાંકેતિક
धान सघनता पद्धति,ચોખાની તીવ્ર પદ્ધતિ
सर्वांगीय (स्थानांतरित) शाकनाशी,પ્રણાલીગત હર્બિસાઇડ
कुसुम,ક્ષમાણી
केसर,કેસો
सीस्ती,Sાળ
साल,સાલ
साल्विया,તલવાર
चंदन,ચંદણનું લાકડું
चीकू,સાધનો
केवड़ा,ડુક્કર
धुरचुक,દરિયાકાંઠે
सनाय,સણગન
चंद्रभागा,સર્પ
तिल,તલ
चिचिड़ा,સાપ ખાડો
कचरी,ત્વરિત તરબૂચ
रीठा,સાબુ
ज्वार,નાણું
सोयाबीन,સોયાબીન
मोलश्री,સ્પેચશ ચેરી
पालक,વિસ્તાર
बारफली,ગંજીાર
"घीया, तोरई",સ્પોન્જ
स्टीविया,સ્ટીવિયા
बिच्छू बूटी,ડંખ મારનાર
छड़ीला,પથ્થર
स्ट्राबेरी,મંરીલો
सुडान घास,સુદાન ઘાસ
गन्ना,શેરડી
चप्पन कद्दू,ઉનાળો
सूरजमुखी,સૂર્યમુખી
सनई,તડ
"बनमेथी, सेंजी",મીઠી ક્લોવર
ककरोल,મીઠાઈ
शकरकंद,શક્કરિયા
वनषशाह,મીઠી વાયોલેટ
रस चूसक,સ p પ સકર
आरा मक्खी,જોયું
शल्क कीट,માપેલ જંતુ
अर्ध कुंडलक,સેમિલૂપર
प्ररोह वेधक,શૂટ બોરર
रेशम कीट,રેશમનો કીડો
घोंघा,ગોકળગાય
गौरैया,ચકલી
मकड़ी,કરોળિયા
गिलहरी,ખડકો
तना वेधक,દાંડીનું બોરર
तना वेधक,સ્ટેમ બોરર
स्तंभ मेखला कीट,સ્ટેમ કમરપુન
गुठली का घुन,પથ્થર નળી
मृदाविज्ञानी,ભૂમિ -વૈજ્ scientાનિક
अनुचलन गति,યુદ્ધની યુક્તિ
टैगन (लेबलन),ટેગિંગ (લેબલિંગ)
टैंक तलछट,ટાંકી કાંપ
मूसला जड़,મૂળ
"बल्लर, नर मंजरी (मक्का)",ટાસેલ (મકાઈ)
"वर्गिकी, वर्गीकरण विज्ञान",વર્ગીકરણ
प्रौद्योगिकी,પ્રાતળતા
शीतोष्ण क्षेत्र,સમશીતોષ્ણ વિસ્તાર
अस्थायी म्लानि,હંગામી ઝબૂકવું
प्रतान,નિવારણ
"तनावमापी, टेन्सियोमीटर",તનમાક્ષમાપક
परिदल,તંગ
विरूपजनन,ટેરાટોજેની
समापन प्रकूट,સમાપ્તિ કોડન
वेदिका,Terrંચું
वेदिका अंतराल,ટેરેસ અંતરાલ
भौमिक विकिरण,પાર્થિવ કિરણોત્સર્ગ
भौमिक खरपतवार,પાર્થિવ નીંદણ
परीक्षार्थ संकरण,પરીક્ષણ -ક્રોસ
परीक्षण भार,પરીક્ષણ -વજન
"बीजावरण, टेस्टा",વસૂલાત
चतुष्क,એક જાતનો રંગીન ભાગ
चतुर्गुणित,ટેટ્રાપ્લોઇડ
चतुर्गुणिता,ટેટ્રાપ્લોઇડ
पुष्पासन,થેલેમસ
ताप संचालकता,ઉષ્ણતાઈ
तापीय विसरण,થર્મલ વિભાજન
तापीय प्रेरण,ઉષ્ણતાઈ
"तापयुग्म, तापसंयुग्म",તાપમાર્ગ
तापलेरवी,ઉષ્ણતામાળા
तापीय आवर्तिता,તાપમાર્ગ
तापीय आवर्तन,તાપમાન
तापरागी,તાપમાન
ताप अनुचलन,તૃષ્ણા
विरसन,પાતળું
"मड़ाई, गहाई",કરચલીવાળું
अर्बुद प्रेरक प्लाज्मिड,ટી.આઈ. પ્લાઝ્મિડ
"ज्वारीय दलदली भूमि, ज्वारीय दलदल",ભરતીની swભી
खपरैल जल निकास,ટાઇલ ગટર
जुताई योग्यता,અતિશયતા
"जुताई, कर्पण",ખેતી
