Assamese,Kannada
বায়ুগতিবিদ্যা,ವಾಯುಬಲವಿಜ್ಞಾನ
"মহাচেল, মহাচেল","ಮಹಾಸೆಲ್, ಮಹಾಸೆಲ್"
"হাইপাৰ-ইম্পলচিভ, হাই-ষ্ট্ৰেছ বিনিয়োগকাৰী","ಅತಿ ಪ್ರಚೋದಕ, ಹೆಚ್ಚಿನ ಒತ್ತಡದ ಹೂಡಿಕೆದಾರರು"
অতিপৰিবাহী ধাতু,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಲೋಹ
অতিপৰিবাহী পৰ্যায়,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಹಂತ
অতিপৰিবাহী অঞ্চল,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಪ್ರದೇಶ
অতিপৰিবাহী অৱস্থা,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಸ್ಥಿತಿ
অতিপৰিবাহী পৰিৱৰ্তন বিন্দু,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಟ್ರಾನ್ಸಿಶನ್ ಪಾಯಿಂಟ್
অতিপৰিবাহী বৰ্তনীৰ উপাদান,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್ ಘಟಕಗಳು
অতিপৰিবাহীতা,ಸೂಪರ್ ಕಂಡಕ್ಟಿವಿಟಿ
অতিপৰিবাহী কাৰেণ্ট,ಸೂಪರ್ ಕಂಡಕ್ಟಿಂಗ್ ಕರೆಂಟ್
চুপাৰ ড্ৰাইভাৰ,ಸೂಪರ್ ಚಾಲಕ
চুপাৰ চিল্ড,ಸೂಪರ್ ತಂಪಾಗಿದೆ
ছুপাৰকুলিং,ಸೂಪರ್ಕುಲಿಂಗ್
অতি জটিল তৰল পদাৰ্থ,ಸೂಪರ್ಕ್ರಿಟಿಕಲ್ ದ್ರವ
অতি জটিল গেছ,ಸೂಪರ್ಕ್ರಿಟಿಕಲ್ ಅನಿಲ
অতি জটিল অপাৰেচন,ಸೂಪರ್ಕ್ರಿಟಿಕಲ್ ಕಾರ್ಯಾಚರಣೆ
হাইপাৰপ্লাষ্টিক সংঘৰ্ষ,ಹೈಪರ್ಪ್ಲಾಸ್ಟಿಕ್ ಘರ್ಷಣೆ
epicircle এন্টেনা,ಮಹಾವೃತ್ತ ಆಂಟೆನಾ
বিনিময়ৰ ওপৰত,ವಿನಿಮಯದ ಮೇಲೆ
পৃষ্ঠৰ বিভাজন,ಮೇಲ್ಮೈ ಸೀಳು
পৃষ্ঠৰ ঘনত্ব,ಮೇಲ್ಮೈ ಸಾಂದ್ರತೆ
আঞ্চলিক বিস্তাৰ,ಪ್ರಾದೇಶಿಕ ಹರಡುವಿಕೆ
পৃষ্ঠাৰ ঘনত্ব,ಪುಟ ಸಾಂದ್ರತೆ
বিচাৰ ক্ষমতা,ನ್ಯಾಯವ್ಯಾಪ್ತಿ
নূন্যতম,ಕನಿಷ್ಠ
অতি তৰল,ತುಂಬಾ ದ್ರವ
দৈত্য,ದೈತ್ಯ
অতি উত্তাপ,ಅಧಿಕ ಬಿಸಿಯಾದ
হাইপাৰথাৰ্মিয়া,ಹೈಪರ್ಥರ್ಮಿಯಾ
হাইপাৰথাৰ্মিয়া,ಹೈಪರ್ಥರ್ಮಿಯಾ
ছুপাৰহেটেৰ&#39;ডাইন ৰিচিভাৰ,ಸೂಪರ್ಹೆಟೆರೊಡೈನ್ ರಿಸೀವರ್
অতি উচ্চ কম্পাঙ্ক,ಅತಿ ಹೆಚ್ಚಿನ ಆವರ್ತನ
imputed,ಆರೋಪಿಸಲಾಗಿದೆ
ইমপ্লাণ্টেচন,ಇಂಪ್ಲಾಂಟೇಶನ್
ইমপ্লাণ্টেচন,ಇಂಪ್ಲಾಂಟೇಶನ್
টাইপ-ইমপ্লাণ্টেচন,ವಿಧ-ಅಳವಡಿಕೆ
উত্তৰাধিকাৰী,ಉತ್ತರಾಧಿಕಾರಿ
ওপৰৰ স্তৰ,ಮೇಲ್ಪದರ
উচ্চ স্তৰ,ಮೇಲ್ದರ್ಜೆ
চুপাৰমেলে,ಸೂಪರ್ಮಲೇ
অতিস্বাভাৱিক বিচ্যুতি,ಅತಿಸಾಮಾನ್ಯ ವಿಚಲನ
"অধীনৱতৰ, ছুপাৰনোভা","ಅಧಿನಾವತಾರ, ಸೂಪರ್ನೋವಾ"
"ছুপাৰনোভা বিস্ফোৰণ, ছুপাৰনোভা বিস্ফোৰণ","ಸೂಪರ್ನೋವಾ ಸ್ಫೋಟ, ಸೂಪರ್ನೋವಾ ಸ್ಫೋಟ"
জাপি দিয়া,ವಿಧಿಸುವುದು
চুপাৰিম্পোজড ট্ৰেন্সমিছন ৱেভ,ಅತಿಕ್ರಮಿಸಿದ ಪ್ರಸರಣ ತರಂಗ
ইমপ্লাণ্টেচন,ಇಂಪ್ಲಾಂಟೇಶನ್
চুপাৰিম্পোজড ইমেজ,ಅತಿಕ್ರಮಿಸಿದ ಚಿತ್ರ
অতিমাত্ৰা সংপৃক্ত,ಅತಿಯಾಗಿ ತುಂಬಿದ
হাইপাৰচেচুৰেচন,ಹೈಪರ್ಸಾಚುರೇಶನ್
অতি সংবেদনশীল আয়নমিটাৰ,ಅತಿಸೂಕ್ಷ್ಮ ಅಯಾನೋಮೀಟರ್
supersonic,ಶಬ್ದಾತೀತ
ছুপাৰছনিক এৰ&#39;ডাইনেমিক্স,ಸೂಪರ್ಸಾನಿಕ್ ಏರೋಡೈನಾಮಿಕ್ಸ್
ছুপাৰছনিক এৰোফ&#39;ইল,ಸೂಪರ್ಸಾನಿಕ್ ಏರೋಫಾಯಿಲ್
ছুপাৰছনিক কোৰ,ಸೂಪರ್ಸಾನಿಕ್ ಕೋರ್
ছুপাৰছনিক প্ৰবাহ,ಶಬ್ದಾತೀತ ಹರಿವು
ছুপাৰছনিক জেট,ಸೂಪರ್ಸಾನಿಕ್ ಜೆಟ್
ছুপাৰছনিক বেগ,ಶಬ್ದಾತೀತ ವೇಗ
supersonics,ಸೂಪರ್ಸಾನಿಕ್ಸ್
ছুপাৰষ্ট্ৰিং তত্ত্ব,ಸೂಪರ್ಸ್ಟ್ರಿಂಗ್ ಸಿದ್ಧಾಂತ
অধীক্ষক কাৰ্যসূচী,ಸೂಪರಿಂಟೆಂಡೆಂಟ್ ಕಾರ್ಯಕ್ರಮ
পৰিপূৰক,ಪೂರಕ
পৰিপূৰক ফুটা,ಪೂರಕ ರಂಧ್ರ
পৰিপূৰক নিয়ন্ত্ৰণ,ಪೂರಕ ನಿಯಂತ್ರಣ
"যোগান, যোগান","ಪೂರೈಕೆ, ಪೂರೈಕೆ"
"বৈদ্যুতিক শক্তি মিটাৰ, বৈদ্যুতিক মিটাৰ","ವಿದ್ಯುತ್ ಶಕ್ತಿ ಮೀಟರ್, ವಿದ್ಯುತ್ ಮೀಟರ್"
উৎস প্ৰদান কৰা,ಮೂಲವನ್ನು ಒದಗಿಸುತ್ತಿದೆ
যোগান ভল্টেজ,ಪೂರೈಕೆ ವೋಲ್ಟೇಜ್
"টেক, বেচ","ತಂತ್ರಜ್ಞಾನ, ಬೇಸ್"
শাস্তিৰ বিন্দু,ಶಿಕ್ಷೆಯ ಬಿಂದು
গুণগত মান বন্ধ কৰক,ಗುಣಮಟ್ಟವನ್ನು ನಿಲ್ಲಿಸಿ
সংবেদনশীলতা সময় নিয়ন্ত্ৰণ,ಸೂಕ್ಷ್ಮತೆಯ ಸಮಯ ನಿಯಂತ್ರಣ
ৰেষ্ট্ৰেইনিং গ্ৰীড,ತಡೆಯುವ ಗ್ರಿಡ್
লোভী মডুলেচন,ಪ್ರತಿಬಂಧಕ ದುರಾಸೆಯ ಸಮನ್ವಯತೆ
প্ৰতিৰোধমূলক গ্ৰীড মডুলেচন স্কোৱাৰ এম্প্লিফায়াৰ,ಪ್ರಿವೆಂಟಿವ್ ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್ ಸ್ಕ್ವೇರ್ ಆಂಪ್ಲಿಫೈಯರ್
অতিপৰিবাহীতা,ಸೂಪರ್ ಕಂಡಕ್ಟಿವಿಟಿ
বাহক সংক্ৰমণ বন্ধ কৰক,ವಾಹಕ ಪ್ರಸರಣವನ್ನು ನಿಲ್ಲಿಸಿ
পৃষ্ঠীয় প্ৰাচীৰ,ಬೆನ್ನಿನ ಕವಚ
পৃষ্ঠ ৰেম্প ট্ৰেঞ্জিষ্টৰ,ಮೇಲ್ಮೈ ರಾಂಪ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
পৃষ্ঠা বহল,ಪುಟ ಅಗಲ
"পৃষ্ঠ বলোমিটাৰ, পৃষ্ঠ বলোমিটাৰ","ಮೇಲ್ಮೈ ಬೋಲೋಮೀಟರ್, ಮೇಲ್ಮೈ ಬೋಲೋಮೀಟರ್"
পৃষ্ঠৰ পৰিবাহীতা,ಮೇಲ್ಮೈ ವಾಹಕತೆ
পৃষ্ঠাৰ দূষণ,ಪುಟ ಮಾಲಿನ್ಯ
পৃষ্ঠীয় ধাৰা,ಡಾರ್ಸಲ್ ಸ್ಟ್ರೀಮ್
পৃষ্ঠ-বিদ্যুৎ প্ৰবাহ-ঘনত্ব,ಮೇಲ್ಮೈ-ಪ್ರವಾಹ-ಸಾಂದ್ರತೆ
পৃষ্ঠা ডেম্পিং,ಪುಟ ತೇವಗೊಳಿಸುವಿಕೆ
পৃষ্ঠৰ ঘনত্ব,ಮೇಲ್ಮೈ ಸಾಂದ್ರತೆ
"পৃষ্ঠৰ আয়তন, পৃষ্ঠৰ আয়তন","ಮೇಲ್ಮೈ ಪರಿಮಾಣ, ಮೇಲ್ಮೈ ಪರಿಮಾಣ"
বেক চেনেল ট্ৰেন্সমিছন,ಹಿಂದಿನ ಚಾನಲ್ ಪ್ರಸರಣ
পৃষ্ঠা সংখ্যালঘু,ಪುಟ ಅಲ್ಪಸಂಖ್ಯಾತ
পৃষ্ঠ শক্তি,ಮೇಲ್ಮೈ ಶಕ್ತಿ
পাৰমাণৱিক পৃষ্ঠ শক্তি,ಪರಮಾಣು ಮೇಲ್ಮೈ ಶಕ್ತಿ
আঞ্চলিক বিস্তাৰ,ಪ್ರಾದೇಶಿಕ ಹರಡುವಿಕೆ
পৃষ্ঠৰ ফিল্ম,ಮೇಲ್ಮೈ ಚಿತ್ರ
পৃষ্ঠ বল,ಮೇಲ್ಮೈ ಬಲ
পৃষ্ঠাৰ প্ৰতিৰোধ ক্ষমতা,ಪುಟ ಪ್ರತಿರೋಧ
পৃষ্ঠাৰ অসম্পূৰ্ণতা,ಪುಟದ ಅಪೂರ್ಣತೆ
"পৃষ্ঠ আয়নীয়কৰণ ধৰা পেলোৱা পদ্ধতি, পৃষ্ঠ আয়নীয়কৰণ ধৰা পেলোৱা পদ্ধতি","ಮೇಲ್ಮೈ ಅಯಾನೀಕರಣ ಪತ್ತೆ ವಿಧಾನ, ಮೇಲ್ಮೈ ಅಯಾನೀಕರಣ ಪತ್ತೆ ವಿಧಾನ"
পৃষ্ঠীয় আয়নীয়কৰণ গেজ,ಡಾರ್ಸಲ್ ಅಯಾನೀಕರಣ ಗೇಜ್
পৃষ্ঠীয় স্তৰ,ಬೆನ್ನಿನ ಮಟ್ಟ
পৃষ্ঠাৰ ওজন,ಪುಟದ ತೂಕ
পৃষ্ঠাৰ শব্দ,ಪುಟದ ಶಬ್ದ
buoyancy পৃষ্ঠা,ತೇಲುವ ಪುಟ
নিৰ্গমন পৃষ্ঠা,ಹೊರಸೂಸುವಿಕೆ ಪುಟ
ফ্ল&#39;ট পৃষ্ঠা,ಫ್ಲೋಟ್ ಪುಟ
অবিকৃত পৃষ্ঠা,ವಿರೂಪಗೊಳಿಸದ ಪುಟ
পৃষ্ঠা অফছেট প্লেট,ಪುಟ ಆಫ್‌ಸೆಟ್ ಪ್ಲೇಟ್
পৃষ্ঠৰ আলোকবিদ্যুৎ প্ৰভাৱ,ಮೇಲ್ಮೈ ದ್ಯುತಿವಿದ್ಯುತ್ ಪರಿಣಾಮ
পৃষ্ঠীয় মেৰুকৰণ,ಬೆನ್ನಿನ ಧ್ರುವೀಕರಣ
তলৰ পুনঃসংমিশ্ৰণৰ বেগ,ಕೆಳಭಾಗದ ಮರುಸಂಯೋಜನೆಯ ವೇಗ
পৃষ্ঠৰ প্ৰতিফলন ক্ষেত্ৰফল,ಮೇಲ್ಮೈ ಪ್ರತಿಫಲನ ಪ್ರದೇಶ
পৃষ্ঠৰ প্ৰতিৰোধ ক্ষমতা,ಮೇಲ್ಮೈ ಪ್ರತಿರೋಧಕತೆ
পৃষ্ঠৰ উষ্ণতা,ಮೇಲ್ಮೈ ತಾಪಮಾನ
পৃষ্ঠৰ টান,ಮೇಲ್ಮೈ ಒತ್ತಡ
পৃষ্ঠ টান নীতি,ಮೇಲ್ಮೈ ಒತ್ತಡದ ತತ್ವ
পৃষ্ঠা স্থানান্তৰ কৰা ইম্পিডেন্স,ಪುಟ ವರ್ಗಾವಣೆಗೊಂಡ ಪ್ರತಿರೋಧ
পৃষ্ঠীয় তৰংগ,ಮೇಲ್ಮೈ ತರಂಗ
পৃষ্ঠৰ তৰংগৰ আনুমানিককৰণ,ಮೇಲ್ಮೈ ತರಂಗ ಅಂದಾಜು
পৃষ্ঠ টান শক্তি,ಮೇಲ್ಮೈ ಒತ್ತಡದ ಶಕ್ತಿ
ঢৌ,ಉಲ್ಬಣವು
আগবাঢ়ি যোৱা,ಉಲ್ಬಣವು ಮುಂದಕ್ಕೆ
ক্ষণিক সঁহাৰি,ಕ್ಷಣಿಕ ಪ್ರತಿಕ್ರಿಯೆ
মনোযোগীতা,ಗಮನಿಸುವಿಕೆ
চোৱাচিতা কৰা ৰাডাৰ,ಕಣ್ಗಾವಲು ರಾಡಾರ್
জীয়াই থকাৰ বক্ৰ,ಬದುಕುಳಿಯುವ ರೇಖೆ
"ধাৰণা কৰা অনুপ্ৰৱেশ, সঁহাৰি","ಒಳಹೊಕ್ಕು, ಸ್ಪಂದಿಸುವಿಕೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ"
"সংবেদনশীলতা, চুম্বকীয় প্ৰৱণতা","ಸೂಕ್ಷ್ಮತೆ, ಕಾಂತೀಯ ಪ್ರವೃತ್ತಿ"
"ঝুলন, ওলমি থকা","ಅಮಾನತು, ನೇತಾಡುವಿಕೆ"
"ঝুলন্ত, ওলমি থকা","ಅಮಾನತುಗೊಳಿಸಲಾಗಿದೆ, ನೇಣು ಹಾಕಲಾಗಿದೆ"
"ঝুলন্ত কইল গেলভেনোমিটাৰ, ঝুলন্ত কইল গেলভেনোমিটাৰ","ಅಮಾನತುಗೊಳಿಸಿದ ಕಾಯಿಲ್ ಗಾಲ್ವನೋಮೀಟರ್, ಅಮಾನತುಗೊಳಿಸಿದ ಕಾಯಿಲ್ ಗಾಲ್ವನೋಮೀಟರ್"
স্থগিত বিন্দু পদ্ধতি,ಅಮಾನತುಗೊಳಿಸಿದ ಪಾಯಿಂಟ್ ವಿಧಾನ
স্থলবন্দী চুম্বক ব্যৱস্থা,ಅಮಾನತುಗೊಳಿಸಿದ ಮ್ಯಾಗ್ನೆಟ್ ಯಾಂತ್ರಿಕತೆ
"স্থলবন্দী তালিকা গেলভানোমিটাৰ, স্থলবন্দী গেলভানোমিটাৰ","ಅಮಾನತುಗೊಳಿಸಿದ ಪಟ್ಟಿ ಗಾಲ್ವನೋಮೀಟರ್, ಅಮಾನತುಗೊಳಿಸಿದ ಗ್ಯಾಲ್ವನೋಮೀಟರ್"
নিলম্বন,ಅಮಾನತು
ঝুলন তাঁৰ,ಅಮಾನತು ತಂತಿ
পৰ্যবেক্ষণ কৰা দোলন,ಆಂದೋಲನಗಳನ್ನು ಗಮನಿಸಲಾಗಿದೆ
ব্যাখ্যাকৰোতা,ವ್ಯಾಖ್ಯಾನಕಾರ
ছাটন টিউব,ಸುಟ್ಟನ್ ಟ್ಯೂಬ್
svedberg সমীকৰণ,ಸ್ವೆಡ್‌ಬರ್ಗ್ ಸಮೀಕರಣ
ষ্ট্ৰোকত আঘাত কৰা,ಹಿಟ್ ಸ್ಟ್ರೋಕ್
কাঁসৰ বেণ্ড,ಸ್ವಾನ್ ಬ್ಯಾಂಡ್
ঠাণ্ডা পৃষ্ঠা,ಶೀತ ಪುಟ
"ঘাম ঠাণ্ডা কৰা, ঠাণ্ডা ঠাণ্ডা কৰা","ಬೆವರು ತಂಪಾಗುವಿಕೆ, ತಣ್ಣನೆಯ ತಂಪಾಗುವಿಕೆ"
"ফুলা, ফুলা, প্ৰদাহ, ফুলা","ಊತ, ಊತ, ಉರಿಯೂತ, ಊತ"
ফুলান কৰ্মক,ಫುಲ್ಲನ್ ಕರ್ಮಕ್
"প্ৰসৰ্প, মাৰ্জন","ಪ್ರಸರ್ಪ್, ಮರ್ಜನ್"
স্প্ৰেড-এম্প্লিফায়াৰ,ಸ್ಪ್ರೆಡ್-ಆಂಪ್ಲಿಫಯರ್
ৰেট্ৰ&#39;গ্ৰেড,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
মুক্ত বৰ্তনী,ತೆರೆದ ಸರ್ಕ್ಯೂಟ್
চাফাই কৰা ঠাই,ಸ್ವಚ್ಛಗೊಳಿಸುವ ಪ್ರದೇಶ
জেনেৰেটৰ,ಜನರೇಟರ್
দোলনীয় দোলক,ಸ್ವಿಂಗಿಂಗ್ ಆಂದೋಲಕ
কলা,ಕಲೆ
আনুভূতিক উৎপত্তিকাৰী,ಅನುಗಮನದ ಮೂಲ
মুকলি ভল্টেজ,ತೆರೆದ ವೋಲ್ಟೇಜ್
ট্ৰেপ-নেট নমুনা,ಟ್ರ್ಯಾಪ್-ನೆಟ್ ಮಾದರಿ
"বিক্ষেপণ কইল, বিক্ষিপ্তকৰণ যন্ত্ৰ","ವಿಚಲನ ಸುರುಳಿ, ವಿಚಲನ ಸಾಧನ"
শ্বাস-প্ৰশ্বাসজনিত অঞ্চল,ಎಕ್ಸ್ಪಿರೇಟರಿ ವಲಯ
সংবেদনশীলতা সময় নিয়ন্ত্ৰণ,ಸೂಕ್ಷ್ಮತೆಯ ಸಮಯ ನಿಯಂತ್ರಣ
Sweetoslovsky যন্ত্ৰপাতি,ಸ್ವೀಟೋಸ್ಲೋವ್ಸ್ಕಿ ಉಪಕರಣ
"প্ৰদল, ডোলে","ಪ್ರದೋಲ್, ಡೋಲ್"
ডোলান চক,ಡೋಲನ್ ಚಾಕ್
গতিশীল ভাৰসাম্য,ಚಲಿಸುವ ಸಮತೋಲನ
"ঘূৰ্ণনশীল গতি, ঘূৰ্ণন গতি","ಸುತ್ತುವ ವೇಗ, ಸುತ್ತುವ ವೇಗ"
চুইচ,ಸ್ವಿಚ್
ব্যস্ত ডিজাইন,ಬಿಡುವಿಲ್ಲದ ವಿನ್ಯಾಸ
চুইচ বৰ্ড,ಸ್ವಿಚ್ ಬೋರ್ಡ್
"(এটা ধাৰাৰ) বন্ধ কৰা, (এটা ধাৰাৰ) বন্ধ কৰা","(ಸ್ಟ್ರೀಮ್‌ನ) ಸ್ವಿಚ್ ಆಫ್ ಮಾಡಲು, (ಸ್ಟ್ರೀಮ್‌ನ) ಆಫ್ ಮಾಡಲು"
চুইচ তেল,ಸ್ವಿಚ್ ತೈಲ
অন কৰিবলৈ (stream),ಸ್ವಿಚ್ ಆನ್ ಮಾಡಲು (ಸ್ಟ್ರೀಮ್)
চুইচিং চাৰ্কিট,ಸ್ವಿಚಿಂಗ್ ಸರ್ಕ್ಯೂಟ್
চুইচিং ডিভাইচ,ಸ್ವಿಚಿಂಗ್ ಸಾಧನ
চুইচিং ডাইঅ&#39;ড,ಸ್ವಿಚಿಂಗ್ ಡಯೋಡ್
চুইচিং মেছ,ಸ್ವಿಚಿಂಗ್ ಮೆಶ್
ঘূৰ্ণনশীল গাড়ী,ತಿರುಗುವ ಗಾಡಿ
চিঠি,ಪತ್ರ
চেলফোনৰ বেলো,ಸೆಲ್ಫೋನ್ ಬೆಲ್ಲೋಸ್
চিহ্ন,ಸಹಿ ಮಾಡಿ
চিহ্ন কাৰ্ড,ಚಿಹ್ನೆ ಕಾರ್ಡ್
সাধাৰণ,ವಿಶಿಷ್ಟ
প্ৰতীকী ঠিকনা,ಸಾಂಕೇತಿಕ ವಿಳಾಸ
প্ৰতীকী ঠিকনা,ಸಾಂಕೇತಿಕ ವಿಳಾಸ
প্ৰতীকী সংযোগ,ಸಾಂಕೇತಿಕ ಸಂಘ
প্ৰতীকী নিৰ্দেশনা,ಸಾಂಕೇತಿಕ ಸೂಚನೆ
প্ৰতীকী যুক্তি,ಸಾಂಕೇತಿಕ ತರ್ಕ
প্ৰতীকী আৰ্হি,ಸಾಂಕೇತಿಕ ಮಾದರಿ
প্ৰতীকী অপাৰেটৰ,ಸಾಂಕೇತಿಕ ಆಪರೇಟರ್
প্ৰতীকী উৎপাদন,ಸಾಂಕೇತಿಕ ಉತ್ಪನ್ನ
প্ৰতীকী প্ৰগ্ৰেমিং,ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
প্ৰতীকী অনুকৰণ,ಸಾಂಕೇತಿಕ ಸಿಮ್ಯುಲೇಶನ್
চিহ্ন ব্যৱস্থা,ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
প্ৰতীকী নিৰাময়,ಸಾಂಕೇತಿಕ ಚಿಕಿತ್ಸೆ
প্ৰতীকী প্ৰতিনিধিত্ব চিহ্ন,ಸಾಂಕೇತಿಕ ಪ್ರಾತಿನಿಧ್ಯ ಚಿಹ್ನೆ
প্ৰতিসম,ಸಮ್ಮಿತೀಯ
প্ৰতিসম মডুলেচন,ಸಮ್ಮಿತೀಯ ಮಾಡ್ಯುಲೇಶನ್
প্ৰতিসম মুহূৰ্ত,ಸಮ್ಮಿತೀಯ ಕ್ಷಣ
প্ৰতিসম অপাৰেটৰ,ಸಿಮೆಟ್ರಿಕ್ ಆಪರೇಟರ್
প্ৰতিসম প্ৰাচল,ಸಮ್ಮಿತೀಯ ನಿಯತಾಂಕ
প্ৰতিসম,ಸಮ್ಮಿತೀಯ
প্ৰতিসম বিতৰণ,ಸಮ್ಮಿತೀಯ ವಿತರಣೆ
সমমিতি অভিব্যক্তি,ಐಸೊಮೆಟ್ರಿಕ್ ಅಭಿವ್ಯಕ್ತಿ
প্ৰতিসম ওজন,ಸಮ್ಮಿತೀಯ ತೂಕ
প্ৰতিসম জাল,ಸಮ್ಮಿತೀಯ ಜಾಲರಿ
প্ৰতিসম আঠ,ಸಮ್ಮಿತೀಯ ಎಂಟು
প্ৰতিসম বিকিৰণ,ಸಮ್ಮಿತೀಯ ಸ್ಕ್ಯಾಟರಿಂಗ್
প্ৰতিসম স্থিতিশীল ক্ষেত্ৰ,ಸಮ್ಮಿತೀಯ ಸ್ಥಿರ ಕ್ಷೇತ್ರ
প্ৰতিসম চাপ,ಸಮ್ಮಿತೀಯ ಒತ್ತಡ
প্ৰতিসম চাপ ব্যৱস্থা,ಸಮ್ಮಿತೀಯ ಒತ್ತಡ ವ್ಯವಸ್ಥೆ
প্ৰতিসম গঠন,ಸಮ್ಮಿತೀಯ ರಚನೆ
প্ৰতিসম মেৰুদণ্ড পৰমাণু,ಸಮ್ಮಿತೀಯ ಸ್ಪೈನ್ಗಳು ಪರಮಾಣುಗಳು
প্ৰতিসম ট্ৰেঞ্জিষ্টৰ,ಸಮ್ಮಿತೀಯ ಟ್ರಾನ್ಸಿಸ್ಟರ್
প্ৰতিসমভাৱে,ಸಮ್ಮಿತೀಯವಾಗಿ
প্ৰতিসমভাৱে চুম্বকীয়,ಸಮ್ಮಿತೀಯವಾಗಿ ಕಾಂತೀಯಗೊಳಿಸಲಾಗಿದೆ
প্ৰতিসমতা,ಸಮ್ಮಿತಿ
প্ৰতিসমতা,ಸಮ್ಮಿತಿ
প্ৰতিসমতা মৌল,ಸಮ್ಮಿತಿ ಅಂಶ
প্ৰতিসমতা শক্তি,ಸಮ್ಮಿತಿ ಶಕ್ತಿ
প্ৰতিসমতা কাৰক,ಸಮ್ಮಿತಿ ಅಂಶ
গতিশীল সহগৰ প্ৰতিসমতা,ಡೈನಾಮಿಕ್ ಗುಣಾಂಕದ ಸಮ್ಮಿತಿ
গতি প্ৰতিসমতা,ಚಲನೆಯ ಸಮ್ಮಿತಿ
প্ৰতিসমতা সংখ্যা,ಸಿಮೆಟ್ರಿ ಸಂಖ್ಯೆ
প্ৰতিসমতা বৈশিষ্ট্য,ಸಮ್ಮಿತಿ ಆಸ್ತಿ
প্ৰতিসমতা নীতি,ಸಮ್ಮಿತಿಯ ತತ್ವ
প্ৰতিসমতা ৰূপান্তৰ,ಸಮ್ಮಿತಿ ರೂಪಾಂತರ
প্ৰতিসমতা আৰ্হি,ಸಮ್ಮಿತಿ ಮಾದರಿ
অনুনাদী কম্পন,ಪ್ರತಿಧ್ವನಿಸುವ ಕಂಪನ
synchro,ಸಿಂಕ್ರೊ
synchro নিয়ন্ত্ৰণ ট্ৰেন্সমিটাৰ,ಸಿಂಕ್ರೊ ನಿಯಂತ್ರಣ ಟ್ರಾನ್ಸ್ಮಿಟರ್
"সমকালীন মুক্তি, সমকালীন মুক্তি","ಸಿಂಕ್ರೊನಸ್ ರಿಡೆಂಪ್ಶನ್, ಸಿಂಕ್ರೊನಸ್ ರಿಡೆಂಪ್ಶನ್"
synchro ট্ৰেন্সমিটাৰ,ಸಿಂಕ್ರೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
চিনক্ৰ&#39;চাইক্ল&#39;ট্ৰন,ಸಿಂಕ್ರೊಸೈಕ್ಲೋಟ್ರಾನ್
চিনক্ৰ&#39;ডিন মিক্সাৰ,ಸಿಂಕ್ರೊಡೈನ್ ಮಿಕ್ಸರ್
সমন্বয়,ಸಿಂಕ್ರೊನೈಸೇಶನ್
সমন্বয়ৰ মূল্য হ্ৰাস,ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸವಕಳಿ
সমন্বয় কৰা,ಸಿಂಕ್ರೊನೈಸಿಂಗ್
সমকালীনতা,ಸಿಂಕ್ರೊನಿಸಿಟಿ
সমন্বয়ক,ಸಿಂಕ್ರೊನೈಸರ್
সমন্বয়,ಸಿಂಕ್ರೊನೈಸೇಶನ್
সমকালীন পালছ জেনেৰেটৰ,ಸಿಂಕ್ರೊನಸ್ ಪಲ್ಸ್ ಜನರೇಟರ್
সমকালীন স্তৰ,ಸಿಂಕ್ರೊನಸ್ ಮಟ್ಟ
সমকালীন স্পন্দন,ಸಿಂಕ್ರೊನಸ್ ನಾಡಿ
সমকালীন স্পন্দন পৃথকীকৰণ,ಸಿಂಕ್ರೊನಸ್ ನಾಡಿ ಬೇರ್ಪಡಿಕೆ
সমকালীন সংকেত,ಸಿಂಕ್ರೊನಸ್ ಸಿಗ್ನಲ್
সমকালীন সংকেতৰ প্ৰসাৰণ,ಸಿಂಕ್ರೊನಸ್ ಸಿಗ್ನಲ್ ವೈಶಾಲ್ಯ
সমকালীনতা,ಸಿಂಕ್ರೊನಿಸಿಟಿ
চিনক্ৰ&#39;নোমিটাৰ,ಸಿಂಕ್ರೊನೋಮೀಟರ್
"সমকালীন, সমকালীন","ಸಿಂಕ್ರೊನಸ್, ಸಿಂಕ್ರೊನಸ್"
সমকালীন ৰূপান্তৰক,ಸಿಂಕ್ರೊನಸ್ ಪರಿವರ್ತಕ
সমকালীন কম্পিউটাৰ,ಸಿಂಕ್ರೊನಸ್ ಕಂಪ್ಯೂಟರ್
সমকালীন ডিটেক্টৰ,ಸಿಂಕ್ರೊನಸ್ ಡಿಟೆಕ್ಟರ್
