Bengali,Odiya
বিচ্ছিন্নতা প্রাক্কলিত,ଅଲଗା ଅଲଗା |
অকাল পতন,ଅକାଳ ପତନ
পারমিটোসিস,ଅନୁମତିସା
প্রিমোলার,ପୂର୍ବାବଲୋକନ
প্রিমোটর কর্টেক্স,ପ୍ରୋମୋମୋର କର୍ଟେକ୍ସ |
পূর্বের গ্যাংলিয়া,ପ୍ରୋମୋରାଲ୍ ଗ୍ୟାଙ୍ଗଲିଆ |
প্রিপুস,ପ୍ରସ୍ତୁତି
প্রস্তুতি গ্রন্থি,ପ୍ରାଥମିକ ଗ୍ରନ୍ଥି
সংরক্ষিত,ସୁରକ୍ଷିତ
সংরক্ষিত মলমূত্র,ନିର୍ଗତ ବହିଷ୍କାର
চাপ,ଚାପ
চাপ প্রবাহ অনুমান,ଚାପ ପ୍ରବାହ ପ୍ରବାହ |
প্রেসিন্যাপটিক ঝিল্লি,ପ୍ରେସନାପ୍ଟିକ୍ ମେମ୍ବ୍ରେନ୍ |
শিকার,ଶିକାର
প্রিকল,ପ୍ରିକଲ୍
কাঁটা পোস্ত (আর্গমোন),କଦଳୀ ପପି (ଆର୍ଜେଏନ୍)
প্রাথমিক অ্যাবোজেনেসিস,ପ୍ରାଥମିକ ଆବିଓଗେନ୍ସିସ୍ |
প্রাথমিক বায়ু দূষণকারী,ପ୍ରାଥମିକ ବାୟୁ ପ୍ରଦୂଷଣକାରୀ |
প্রাথমিক ব্রঙ্কাস,ପ୍ରାଥମିକ ବ୍ରୋଙ୍କସ୍ |
প্রাথমিক কোষ প্রাচীর,ପ୍ରାଥମିକ ସେଲ୍ କାନ୍ଥ |
প্রাথমিক সংকোচন,ପ୍ରାଥମିକ ନିର୍ମାଣ କାର୍ଯ୍ୟ
প্রাথমিক বৈদ্যুতিন accepter,ପ୍ରାଥମିକ ଇଲେକ୍ଟ୍ରନ୍ ଏକମତ ଅଟେ |
প্রাথমিক এন্ডোস্পার্ম সেল,ପ୍ରାଥମିକ ଏଣ୍ଡୋପର୍ମ୍ କକ୍ଷ |
প্রাথমিক ওসিটি,ପ୍ରାଥମିକ OCCYTE |
প্রাথমিক উত্পাদনশীলতা,ପ୍ରାଥମିକ ଉତ୍ପାଦକତା |
প্রাথমিক কাদা,ପ୍ରାଥମିକ ତଡ଼ିଦିଅ |
প্রাথমিক,ପ୍ରାଥମିକ
প্রিমাটা,ପ୍ରାଥମିକତା
প্রাইমেট,ପ୍ରାଇମ
প্রাইমার ডিএনএ,ପ୍ରାଥମିକ DNA
আদিম ইচিনোডার্ম,ପ୍ରାଥମିକ ଇଚିନୋଡର୍ମ୍ |
আদিম ফিল্টার খাওয়ানো ভার্টিব্রেট,ପ୍ରାଥମିକ ଫିଲ୍ଟର୍ ଫିଟିଙ୍ଗ୍ ମେରୁଦଣ୍ଡ |
আদিম ভূমি উদ্ভিদ,ଆଦିମ ଭୂମି ଉଦ୍ଭିଦ |
আদিম সিসাইল লোফোফোরেট,ପ୍ରାଥମିକ ସେକ୍ସିଲ୍ ଲୋଫୋଟ୍ |
আদিম ভাস্কুলার সিস্টেম,ଆଦିମ ଭାସ୍କୁଲାର ସିଷ୍ଟମ୍ |
আদিম পরিবেশ,ପ୍ରାଥମିକ ବାତାବରଣ |
আদিম জীবাণু কোষ,ପ୍ରାଥମିକ ଜୀବେଲ୍ ସେଲ୍ |
প্রাইমুলেস,ପ୍ରାଥମିକତା
নীতি,ନୀତି
স্বাধীন ভাণ্ডার নীতি,ସ୍ independent ାଧୀନ ଗ୍ରହର ନୀତି |
পৃথকীকরণের নীতি,ପୃଥକତାର ନୀତି |
উত্তরাধিকার নীতি,ଉତ୍ତରାଧିକାରର ନୀତି
প্রিজম,ପ୍ରିଜିମ୍ |
প্রান্থেসিস,ପ୍ରବାସୀ
সম্ভাব্য পূর্ববর্তী,ସମ୍ଭାବ୍ୟ ପ୍ରିସ୍ୟୁର୍ସର |
ক্ষত পরীক্ষা করা,ପ୍ରମାଣ କର |
প্রোবোসিস,ପ୍ରାଇସସ୍ |
প্রকেন্ট্রিক জুটি,ସଞ୍ଚାଳିତ ଯୋଡି
প্রক্রিয়াজাত আরএনএ,ପ୍ରକ୍ରିୟାକୃତ rna
প্রক্রিয়াজাতকরণ,ପ୍ରକ୍ରିୟାକରଣ
প্রোকাম্বেন্ট,ଦୋଷୀ
প্রযোজক,ଉତ୍ପାଦକ
প্রোম্ব্রিও,ପ୍ରୋମ୍ବ୍ରିଓ |
প্রোমব্রায়োনিক ক্যাপ,ପ୍ରୋଥ୍ରୋନିକ୍ କ୍ୟାପ୍ |
প্রফনাল জোন,ପ୍ରଫଣ୍ଡାଲ୍ ଜୋନ୍ |
বংশধর,ବାଦ୍ୟଯନ୍ତ୍ର
প্রোজেস্টেরন,ପ୍ରୋଜେଷ୍ଟେରନ୍
প্রগতিশীল প্রবণতা,ପ୍ରଗତିଶୀଳ ଧାରା
প্রোগিমনোস্পার্ম,Progymnosporm
প্রহরমোন,ଭୋରମୋନ୍
প্রজেক্টিং রিজ,ପ୍ରୋଜେକ୍ଟ କରିବା ରିଜ୍
প্রোকারিওটস (প্রোকেরিওটস),ପ୍ରୋକାରୀୋଟ୍ସ (ପ୍ରୋକ୍ୟୁଟ୍ରୋଟସ୍)
আদিকোষ,ପ୍ରୋକାରୀୋଟିକ୍ ସେଲ୍ |
প্রোল্যাকটিন বাধা হরমোন (পিআইএইচ),ପ୍ରୋଲାକ୍ଟିନ୍ ହରମୋନକୁ ପ୍ରତିବନ୍ଧିତ କରେ (PIH)
প্রোল্যাকটিন রিলিজিং হরমোন (পিআরএইচ),ପ୍ରୋଲାକ୍ଟିନ୍ ହରମୋନ୍ ରିଲିଜ୍ (PRH)
প্রোল্যাকটিন,ପ୍ରୋଲାକ୍ଟିନ୍
বিস্তার,ପ୍ରବନ୍ଧ
প্রোমিস্টেম,ପ୍ରିମିମେରଜମରଣ
প্রাথমিক মেরিস্টেম,ପ୍ରାଥମିକ ମେରିସମରଣ
প্রমেটফেজ,ଭେମୋଟାଫାଟ୍
সর্বনাম,ପ୍ରବୃଣ
প্রোপ রুট,ପ୍ରୁସ ମୂଳ
প্রচার,ପ୍ରାସାଦଶ
প্রফেস,ଭୋଫାସ୍
প্রোপিওনিব্যাক্টেরিয়াম শেরমানি,Preyionbibacterium Sermaniii |
প্রসেসফালন,ପ୍ରୋସେନିମର୍ନନ୍ |
প্রসঞ্চাইমা,Prosionchiyma
প্রসোপিস,ପ୍ରୋକାସିସ୍ |
প্রোসোপিস সিনেরিয়া (খেজরি),ପ୍ରୋସ୍ପିସ୍ ସିନେରିଆ (ଖଜ୍ରି)
প্রোস্টাগ্ল্যান্ডিন,ପ୍ରୋଷ୍ଟାଗ୍ଲାଣ୍ଡିନ୍ |
প্রোস্টেট গ্রন্থি,ପ୍ରୋଷ୍ଟେଟ୍ ଗ୍ରନ୍ଥି |
সিন্থেসিস,ଭୋଷ୍ଟେସିସ୍
কৃত্রিম শ্রেণী,ପ୍ରୋଥେଟିକ୍ ଗୋଷ୍ଠୀ |
প্রোস্টোমিয়াম,ପ୍ରୋସପୋମିୟମ୍
সিজদা,ପ୍ରଣାମ
প্রোটেনড্রস,ଭେର ମଦ୍ଦାରେ
প্রোট্যান্ড্রি,ଭାଉଣ୍ଟର
প্রোটেসি,ତ୍ରୁଟିସେତା |
প্রোটেস,ସୁରକ୍ଷିତ
সুরক্ষিত এলাকা,ସୁରକ୍ଷିତ କ୍ଷେତ୍ର |
সুরক্ষা বনজ,ସୁରକ୍ଷା ବନାନ |
প্রতিরক্ষামূলক,ପ୍ରତିରକ୍ଷା
প্রতিরক্ষামূলক প্রক্রিয়া,ପ୍ରତିରକ୍ଷା ଯାନ୍ତ୍ରିକତା |
প্রোটিন হজম এনজাইম,ପ୍ରୋଟିନ୍ ଡିଜିଙ୍ଗ୍ ଏନଜାଇମ୍ |
প্রোটিন গ্রানুল,ପ୍ରୋଟିନ୍ ଗ୍ରାନୁଲ୍ |
প্রোটিন কিনেস,ପ୍ରୋଟିନ୍ କିନ୍ଜା |
প্রোটিন সংশ্লেষণ,ପ୍ରୋଟିନ୍ ସିନ୍ଥେସିସ୍ |
প্রোটিনেসিয়াস হাব,ପ୍ରାଥମିକ ହବ୍ |
প্রোটিনেসিয়াস স্পঞ্জিন ফাইবার,ପ୍ରୋଟିନ୍ସିସ୍ ସ୍ପଞ୍ଜିନ୍ ଫାଇବର |
প্রোটিনয়েড মাইক্রোস্পিয়ার,ପ୍ରୋଟିନଏଡ୍ ମାଇକ୍ରୋ ସ୍ପେର୍ |
প্রোটিনুরিয়া,ପ୍ରୋଟିନେରିସିଆ
প্রোটোগ্লাইকান,Prorogogleycan
প্রোটোলাইসিস,Prorogleys
প্রোটোলিটিক এনজাইম,PriToLyLicItitn
প্রোটার্মিনাল জুটি,ପ୍ରୋଟରମିନାଲ୍ ଯୋଡି |
প্রোথালাস,ପ୍ରୋଥାଲସ୍ |
প্রোথোরাক্স,ପ୍ରୋଥୋକ୍ରାକ୍ସ |
প্রোথর্ম্বিন,ପ୍ରୋଥହର୍ମିନ |
প্রোটিস্ট শেত্তলা,ପ୍ରୋଟିଷ୍ଟ୍ ଆଲଗା |
প্রোটিস্টা,ପ୍ରମାଣଧାଟାକୁ
প্রোটুনকোজিন,ପ୍ରୋଟୋନୋକୋଜେନ |
প্রোটোবায়ান্ট,ପ୍ରୋଟ୍ରିୟ-
প্রোটোকর্ডাটা,ପ୍ରୋସୋକର୍ଡଟା |
প্রোটোলাইফ,ପ୍ରୋଟିକ୍
প্রোটন গ্রেডিয়েন্ট,ପ୍ରିଅନ୍ ଗ୍ରେଡିଏଣ୍ଟ୍ |
প্রোটোনমা,ପର୍ମୋମା
প্রোটোপ্লাজম,ପ୍ରୋଟପ୍ଲାସମ୍
প্রোটোপ্লাজম সংগ্রহ,ପ୍ରୋଟୋପ୍ଲାଜମ୍ ସଂଗ୍ରହ
প্রোটোপ্লাজমিক এপিথেলিয়াম,ପ୍ରୋଟୋପ୍ଲାଜ୍ ଏପିଟେଲିୟମ୍ |
প্রোটোপ্লাজমিক স্ট্র্যান্ড,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ଷ୍ଟାଣ୍ଡ |
প্রোটোপ্লাজমিক স্ট্রিমিং,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ଷ୍ଟ୍ରିମିଂ |
প্রোটোপ্লাজমিক পদার্থ,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ପଦାର୍ଥ |
প্রোটোপ্লাস্ট সংস্কৃতি,ପ୍ରୋଟପଲ୍ ସଂସ୍କୃତି
প্রোটোরিয়ন,ପ୍ରଣାଳୀ
প্রোটোট্রফ,ପ୍ରୋଟୋଟ୍ରୋଫ
প্রোটোটাইপ,ପ୍ରୋଟୋଟାଇପ୍
প্রোটক্সিন,ପ୍ରୋଟୋକକ୍ସନ୍
প্রোটোজোয়ান পরজীবী,ପ୍ରୋଟଞ୍ଜନ ପରଜୀବୀ |
প্রোটোজোয়ান,ପ୍ରୋଟୋଜୋନ୍
প্রোটুয়ারেন্স,ପ୍ରୋଟ୍ୟୁବେରାନ୍ସ |
প্রক্সিমাল,ପ୍ରକ୍ସିମ
প্রক্সিমাল নেফ্রন,ପ୍ରକ୍ସିମାଲ୍ ନେଫ୍ରନ୍ |
স্যামমোফিলাস,ବଂଶ
সিউডোকোলোমেট,ଛଉଡିଓକୋମୋଲୋଲ୍ |
সিউডোকোপুলেট,ଛଉକୋପୁପୁଲେଟ୍ |
সিউডোইম্ব্রিও,ଛଉଡି ବିମେରୋ |
সিউডোফিলামেন্ট,ଛଉଧାରୀ |
সিউডোমোনাস ফ্লুরোসেন্স,ଛଦ୍ମୟୁସ୍ ଫ୍ଲୋରୋସେନ୍ସ |
সিউডোমোনাস পুটিদা,ସିଜଡୋମାନା ପୁଟିୟା |
সিউডোমোনাস রুব্রিলিনিয়ানস,ଛଦ୍ମ ଗ୍ୟୁର ଆରକ୍ରିନାନ୍ସ |
সিউডোপোডিয়া,ଛୁଆ
সিউডোপোডিওস্পোর,ଛଉଡିଦୋଡ୍ ଷ୍ଟୋର
সিউডোস্ট্রেটেড এপিথেলিয়াম,ଛଦ୍ମୀୟ ଏପିହେଲିୟମ୍ |
সিউডুনিপোলার নার্ভ সেল,ଛଦ୍ଭୁଳପୋଲାର ସ୍ନାୟର କୋଷ ସେଲ୍ |
সিলোসাইবিন,Psilloybin
সিলোফিটন,Psollphyton
সিসিলোপিডা,PsilSpesida
Psittacula,କରିଛନ୍ତିସଟୋଟାକୁଲା
Psittacus,Psittacus
সাইকোঅ্যাকটিভ ড্রাগ,ସାଇକୋଆକ୍ଟିଭ୍ drug ଷଧ |
মানসিক ব্যাধি,ମାନସିକ ବିକୃତି |
সাইকোমোটর বিকাশ,ସାଇକୋମୋମିଟର ବିକାଶ |
সাইকোমোটর উদ্দীপক,ସାଇକୋମୋଟର୍ ଉତ୍ସାହିତ |
সাইকোসোমেটিক,ସାଇକ୍ସୋମାଟିକ୍ |
সাইক্রোফিলিক,ସାଇକ୍ରୋଫିଲିକ୍ |
টেরিডোফাইটা,ଅପ୍ଟିଡୋଫାଇଟା |
টেরিস,ଲଗା
টেরোব্রঞ্চ,Pterobranch |
টেরোগ্লুটামিক,Pteroglutamic
টেরোফিলাম,ପେଣ୍ଟ୍ରୋଫାଇଲମ୍ |
টেরোপিডা,Pterestida
টেরোপাস,Pterpus |
Pterygopalatine গ্যাংলিওন,D ଉତ୍ତୀପ ଓସମ୍ପାଲାଟ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
পিটালিন,Ptyalin
বয়: সন্ধি,ଯ ub ବନାବସ୍ଥା |
পাবলিক হাড়,ପବ୍ ହାଡ |
পাবিস,ପୁବିସ୍
পুকিনিয়া,ପୁକିନିଆ |
পাফবল,ପୁଫବଲ୍ |
পগ চিহ্ন,ପଗ୍ ମାର୍କ |
মডেল টানুন,ମଡେଲ୍ ଟାଣନ୍ତୁ |
ফুসফুসগত ধমনী,ଫୁସଫୁସ ଆର୍ଥିକ |
পালমোনারি শ্বসন,ଫୁସଫୁସ ଧ୍ୱନାରେ |
পালমোনারি সেমিলুনার ভালভ,ଫୁସଫୁସ ସେମିଲୁନାର୍ ଭଲଭ୍ |
পালমোনারি ভালভ,ଫୁସଫୁସ ଭଲଭ୍ |
পালমোনারি শিরা,ଫୁସଫୁସ ଶିରା |
পালমোনারি বায়ুচলাচল,ଫୁସଫୁସ ଭେଣ୍ଟିଲେସନ୍ |
স্পন্দন,ନାଡ
স্পন্দন,ନାଡ
পালভিনাস,ପଲଭିନସ୍
পুণেট স্কয়ার,ଦଣ୍ଡ ସ୍କ୍ୱୋର |
পুন্টি ফিশ,ପଣ୍ଟି ମାଛ |
পন্টিয়াস,ପଣ୍ଟିଅସ୍
ছাত্র,ଛାତ୍ର
খাঁটি বংশবৃদ্ধি,ଶୁଦ୍ଧ ବନ୍ଧ
খাঁটি-জাতের,ଶୁଦ୍ଧ-ପ୍ରଜନନ
খাঁটি সংস্কৃতি,ଶୁଦ୍ଧ ସଂସ୍କୃତି
খাঁটি লাইন,ଶୁଦ୍ଧ ରେଖା
পুরিন,ଉଦ୍ଦେଶ୍ୟ
গেমেটের বিশুদ্ধতা,ଗେମେଟର ଶୁଦ୍ଧତା |
পুরকিনজে ফাইবার,ପୁର୍କିନଜେ ଫାଇବର |
পুসা স্নোবল,ପୁଷା ତୁଷାରପାତ |
পুস্টুল,ପୁଷ୍ଟୁଲ୍
পাইলোরিক টিউবুলার গ্রন্থি,ପିଲୋରିକ୍ ​​ଟୁବୁଲାର୍ ଗ୍ରନ୍ଥି |
পিরামিড,ପିରାମିଡ୍
বায়োমাসের পিরামিড,ବାୟୋମାସର ପିରାମିଡ୍ |
শক্তির পিরামিড,ଶକ୍ତିର ପିରାମିଡ୍ |
সংখ্যার পিরামিড,ସଂଖ୍ୟାର ପିରାମିଡ୍ |
পিরামিডাল সেল,ପିରାମିଡାଲ୍ ସେଲ୍ |
পাইরিডক্সিন,Pyridoxine
পাইরিমিডিন,Pyrimidine
পাইরাইট,ପାଇ୍ ରାଇଟ୍
পাইরোলাইসিস,Pyrolysis
পাইরুভেট,ପ୍ରାଥଭ
পাইরুভেট ডিহাইড্রোজেনেস,ପ୍ରାଥମିକ ଦେହଡ୍ରୋଜେନେଜ୍ |
পাইরুভেট ফসফেট ডিকিনেস,ପାଇଫେଟ୍ ଫସଫେଟ୍ ଡିକିନାସ୍ |
পাইথন,ପାଇଥନ୍
চতুর্ভুজ,ଉଡାଟ୍ରାଟସ୍ |
গুণগত বিশ্লেষণী চরিত্র,ଗୁଣାତ୍ମକ ଆନାଲିଟିକ୍ ବର୍ଣ୍ଣ |
গুণগত রূপচর্চা পদ্ধতি,ଗୁଣାତ୍ମକ morphological ଆଭିମୁଖ୍ୟ |
পৃথকীকরণ,କ୍ୱାଣ୍ଟିନ
কোয়া-ফ্লুয়েড,କ୍ୱାସି-ଫ୍ଲୁଇଡ୍ |
কোয়ার্টারি পিরিয়ড,ଚତୁର୍ଦ୍ଦଶ ସମୟ |
কোয়ার্টারি,Ountalary
কুইক্রাস ফ্লোরিবুন্ডা,କ୍ୱର୍କସ୍ ଭୋଗେଣ୍ଡୁଣ୍ଡା |
কুইক্রাস ল্যানুগিনোজ,କ୍ୱର୍କସ୍ ଚାନୁଗିନିସ୍ |
কুইক্রাস লিউকোট্রিচোফোরা,କ୍ୱେରସ୍କସ୍ ଲହୁକୋଟ୍ରୋଫୋର |
কুইক্রাস সেমিকারপিফোলিয়া,କ୍ୱେର୍କସ୍ ସେମିକାର୍ପିଏଲୋଲ୍ |
দ্রুত ফলন বৈশিষ্ট্য,ଶୀଘ୍ର ଅମଳ ବ feature ଶିଷ୍ଟ୍ୟ |
নিরবতা,Questence
নিরিবিলি সেল,କ୍ୱିସସେଣ୍ଟ କକ୍ଷ |
কুইনাইন,କ୍ୱିନ୍
কুইসেন্ট স্টেজ,କ୍ୱିସେଣ୍ଟ ଷ୍ଟେଜ୍ |
রেনিন এনজাইম,ରେନିନ୍ ଏନଜାଇମ୍ |
আর-সেলস,R-cells
রেসমে,Rastem
রেসমোজ,ଜାତି
রেসমোজ টাইপ,ରେସମୋଜ୍ ପ୍ରକାର |
রাচিস,ରାଚିସ୍
রেডিয়াল কথা বলেছে,ରେଡିଆଲ୍ କଥା ହେଲା |
রেডিয়াল প্রতিসাম্য,ରେଡିଆଲ୍ ସମୃଦ୍ଧତା |
উজ্জ্বল,ଉଜ୍ଜ୍ୱଳ
রেডিয়াটা,ରେଡିଆଟା
বিকিরণ,ବିକିରଣ
বিকিরণ সনাক্তকারী,ବିକିରଣ ଡିଟେକ୍ଟର |
বিকিরণ থেরাপির,ବିକିରଣ ଚିକିତ୍ସା
র‌্যাডিকাল,ରେଡ଼ିଓ
তেজস্ক্রিয় আইসোটোপ,ରେଡିଓଆକ୍ଟିଭ୍ ଆଇସୋଟୋପ୍ |
তেজস্ক্রিয় নিউক্লিয়াস,ରେଡିଓଆକ୍ଟିଭ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |
তেজস্ক্রিয় দূষণ,ରେଡିଓଆକ୍ଟିଭ୍ ପ୍ରଦୂଷଣ |
তেজস্ক্রিয় উত্স,ରେଡିଓଆକ୍ଟିଟିଭ୍ ଉତ୍ସ |
তেজস্ক্রিয়তা,ରେଡିଓ ଆକ୍ଟସ୍
রেডিওগ্রাফ,ରେଡିଓଗ୍ରାଫ୍
রেডিওআইসোটোপ,ରେଡିଓସୋଟୋପ୍
রেডিওথেরাপি,ରେଡିଓଥେରାପି |
ব্যাসার্ধ,ବ୍ୟାସାର୍ଦ୍ଧ
র‌্যাডুলা,ରାଡଲା
রামাপিথেকাস,ରାମସିଫଟିସ୍ |
এলোমেলো জুড়ি,ଅନିୟମିତ ଯୋଡି |
এলোমেলোভাবে,ଅନିୟମିତ ଭାବରେ |
রানুনকুলাস অ্যাকোয়াটিলিস,ରାନୁଙ୍କୁଲସ୍ ଆକ୍ୱାଟିଲିସ୍ |
রাফে,ରାଗ୍ |
রাফাইডস,ରାଫାଇଡ୍ |
বিরল,ବିରଳ
রাসবেরি,ରସବେରୀ |
বেত,Rantus
রাউল্ফিয়া ভোমিটোরিয়া,Raulwolia vomitoria
কাঁচামাল,କଞ୍ଚାମାଲ୍
রে এবং ডিস্ক ফ্লোরেট,ରାଇ ଏବଂ ଡିସ୍କ ଫ୍ଲୋରେଟ୍ |
রিঅ্যাক্ট্যান্ট,ପ୍ରତିକ୍ରିୟାଶୀଳ |
প্রতিক্রিয়া কেন্দ্র,ପ୍ରତିକ୍ରିୟା କେନ୍ଦ୍ର
পুনর্নির্মাণ,Recapitution
সেল গ্রহণ,କକ୍ଷ ଗ୍ରହଣ କରିବା |
সাম্প্রতিক,ସମ୍ପ୍ରତି
অভ্যর্থনা,ଗ୍ରହଣ
রিসেপ্টর,ରିସେପ୍ଟର
রিসেপ্টর অণু,ରିସେପ୍ଟର ମଲୁଲ୍ |
রিসেসিভ অ্যালিল,ଅବକ୍ଷୟ ଆଲେଲେ |
রিসেসিভ এপিস্টাসিস,ରିସେସ୍ସିଭ୍ ଏଫିଷ୍ଟାସ୍ |
প্রচ্ছন্ন জিন,ରିସେସ୍ସିଭ୍ ଜିନ୍ |
রিসেসিভ প্রাণঘাতী অ্যালিল,ରିସିଭେଭ୍ ସାଂଘାତିକ ଆଲେଲେ |
রিসেসিভ ইউনিট ফ্যাক্টর,ରିସିସିଭ୍ ୟୁନିଟ୍ ଫ୍ୟାକ୍ଟର୍ |
প্রাপক সেল,ପ୍ରାପ୍ତକର୍ତ୍ତା କକ୍ଷ
পারস্পরিক ক্রস,ପାରସ୍ପରିକ କ୍ରୁଶ
পারস্পরিক ট্রান্সলোকেশন,ପାରସ୍ପରିକ ସ୍ଥାନାନ୍ତର
স্বীকৃতি সাইট,ସ୍ୱୀକୃତି ସାଇଟ୍
রিকম্বিন্যান্ট,Relmbinant
রিকম্বিন্যান্ট ডি.এন.এ. প্রযুক্তি,Relomcinant d.n.a. ଟେକ୍ନୋଲୋଜି
রিকম্বিন্যান্ট প্রোটিন,Relmbinant ପ୍ରୋଟିନ୍ |
পুনঃসংযোগ,ରେଖମ
পুনঃসংযোগ ডিএনএ,ପୁନ omm ନିର୍ମାଣ DNA
পুনঃসংযোগ ফ্রিকোয়েন্সি,ରେଖବେମିନେସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
পুনঃসংযোগ নোডুল,ପୁନରାବୃତ୍ତି ନୋଡୁଲ୍ |
পুনরুদ্ধার স্ট্রোক,ପୁନରୁଦ୍ଧାର ଷ୍ଟ୍ରୋକ୍ |
মলদ্বার,ରେକ୍ଟମ୍ |
লাল শৈবাল,ନାଲି ଆଲଗା |
লাল রক্তকণিকা (আরবিসি),ଲାଲ ରକ୍ତ କଣିକା (rbc)
লাল অস্থি মজ্জা,ନାଲି ହାଡ ମଜ୍ଜା |
লাল পেশী,ନାଲି ମାଂସପେଶୀ |
লাল রঙ্গক,ନାଲି ରଙ୍ଗର |
আখের লাল পচা,ଚିନାଗାରର ଲାଲ୍ ଘୂର୍ଣ୍ଣନ |
লাল জোয়ার,ନାଲି ଟିଡ୍ |
রেডক্স,ରେଡକ୍ସ
হ্রাস ফল,ଫଳ ହ୍ରାସ
হ্রাস টেলবোন,ହ୍ରାସ ହୋଇଥିବା ଟେଲବୋନ୍ ହ୍ରାସ |
র‌্যাডাক্টেস,ରିହାତକାଜାଜ
হ্রাস,ହ୍ରାସ
হ্রাস-জারণ (রেডক্স),ହ୍ରାସ-ଅକ୍ସିଡେସନ୍ (ରେଡକ୍ସ)
হ্রাসকারী অ্যামিনেশন,ହ୍ରାସକାରୀ ଅମୃତ |
পৃষ্ঠ প্রতিফলিত,ପୃଷ୍ଠଭୂମି
পরিমার্জন,ବିଶୋଧନ
প্রতিফলিত,ପ୍ରତିଫଳିତ
প্রতিচ্ছবি,ପ୍ରତିଫଳନ
প্রতিবর্ত ক্রিয়া,ପ୍ରତିଫଳନ କାର୍ଯ୍ୟ |
প্রতিবিম্ব চাপ,ରେଫ୍ଲେକ୍ସ ଆର୍କ |
রিফ্র্যাকটিভ,ପ୍ରତିକାର
প্রতিসরাঙ্ক,ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |
ফ্রিজে,ଫ୍ରିଜ୍ କରନ୍ତୁ |
পুনর্জন্ম,ପୁନ el ନିର୍ମାଣ
পুনর্জন্ম,ପୁନ el ନିର୍ମାଣ
পুনর্জন্ম,ପୁନ el ନିର୍ମାଣ
পুনর্জন্ম ইউনিট,ପୁନ en ନିର୍ମାଣକାରୀ ଏକକ |
পুনর্জন্ম ব্লাস্টেমা,ପୁନ en ନିର୍ମାଣ ବ୍ଲାଷ୍ଟମା |
কুঁড়ি পুনর্জন্ম,ତ୍ରୁଟିର ପୁନ ener ନିର୍ମାଣ |
প্ল্যান্টলেট পুনর্জন্ম,ପ୍ଲାଣ୍ଟଲେଟ୍ ର ପୁନ ener ନିର୍ମାଣ |
অঞ্চল,ଅଞ୍ଚଳ
দীর্ঘায়নের অঞ্চল,ବିସ୍ତାରର ଅଞ୍ଚଳ |
পরিপক্কতার অঞ্চল,ପରିପକ୍ୱତାର ଅଞ୍ଚଳ |
রিগ্রেশন সহগ,ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
নিয়ন্ত্রণ,ନିୟମ
রিসনারের ঝিল্লি,ପୁନ is ନିର୍ମାଣର ମେମ୍ବ୍ରେନ୍ |
আপেক্ষিক প্রাচুর্য,ଆପେକ୍ଷିକ ପ୍ରଚୁରତା |
শিথিলকরণ,ଆରାମ
শিথিলকরণ,ଆରାମ
রিল্যাক্সিন,ଆରାମଦାୟକ
রিলিজ ফ্যাক্টর (আরএফ),ରିଲିଜ୍ ଫ୍ୟାକ୍ଟର୍ (RF)
রেমোরা,ରିମିକି ରିମୋଟା |
রেনাল ক্যালকুলি,ବୃକକ୍ କାଲକୁଲିୋଇ |
রেনাল কর্টেক্স,ରେନାଲ୍ କର୍ଟେକ୍ସ |
রেনাল মেডুল্লা,ରନାଲ୍ ମେଡୁଲା |
রেনাল পোর্টাল সিস্টেম,ବୃନାଲ ପୋର୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
রেনাল পিরামিড,ରନାଲ୍ ପିରାମିଡ୍ |
রেনাল সিক্রেশন,ବୃନାଲ ଗୁପ୍ତ
রেনেট ট্যাবলেট,ରେନେଟ୍ ଟାବଲେଟ୍ |
রেনিন,ରେନିନ୍ |
মেরামতমূলক পুনর্জন্ম,ମରାମତି ପୁନ en ନିର୍ମାଣ |
পুনরাবৃত্ত ডিএনএ,ପୁନରାବୃତ୍ତି DNA
প্রতিস্থাপন স্তর,ପ୍ରତିସ୍ଥାପନ ସ୍ତର
প্রতিস্থাপন সার্জারি,ବଦଳ ଅଗ୍ରଗାମୀ |
প্রতিলিপি ধাতুপট্টাবৃত,ପ୍ରତିକୃତି
প্রতিলিপি,ନକଲ
প্রতিলিপি,ନକଲ
প্রতিলিপি কাঁটাচামচ,ନକଲ ଫଙ୍କ୍ |
প্রতিলিপি,ନକଲକାରୀ |
পুনঃনির্মাণ তরঙ্গ,ରେପୋଲାରିସନ୍ ତରଙ୍ଗ |
দমনযোগ্য,ଯୁକ୍ତିଯୁକ୍ତ
রিপ্রেসার অণু,ଦମନକାରୀ ଅଣୁ |
প্রজনন,ପ୍ରଜନନ
প্রজনন এবং শিশু স্বাস্থ্যসেবা,ପ୍ରଜନନ ଏବଂ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ ସେବା |
