Punjabi,Tamil
ਉਪਦੇਸ਼,ஆதாரம்
ਉਪਦੇਸ਼,ஆதாரம்
ਪ੍ਰੋਵੇਨੈਂਸ ਸਿਸਟਮ,ஆதார அமைப்பு
ਪ੍ਰੋ-ਜ਼ੀਓਨਿਸਟ,சார்பு சியோனிஸ்ட்
ਜਨਤਕ ਦੁਸ਼ਮਣ,பொது எதிரி
ਜਨਤਕ ਦੁਸ਼ਮਣ,பொது எதிரி
ਵਿਰਾਮ,புள்ளிகள்
ਪੁਨਿਕ ਯੁੱਧ,பியூனிக் போர்கள்
ਪਿਉਰਿਟਨ,பியூரிட்டன்
ਪੁਸ਼,புட்ச்
ਕਵਾਡਰਿਗਾ,குவாட்ரிகா
ਚੌਗੁਣਾ ਗਠਜੋੜ,நான்கு மடங்கு கூட்டணி
ਕਵੇਕਰ,குவாக்கர்
ਰਾਣੀ,ராணி
ਰਾਣੀ ਪਤਨੀ,ராணி மனைவி
ਰਾਣੀ ਦਾਜ ਦੇਣ ਵਾਲਾ,ராணி வரதட்சணை
ਮਹਾਰਾਣੀ,குயின்டம்
ਮਹਾਰਾਣੀ,குயின்டம்
ਰਾਣੀ ਮਾਂ,ராணி அம்மா
ਰਾਣੀ ਰਾਜੀ,அரசி அரசி
ਕੁਇਜ਼ਲਿੰਗ,குயிஸ்லிங்
ਕੁਇਜ਼ਲਿੰਗ,குயிஸ்லிங்
ਕਿਰਾਇਆ ਛੱਡ ਦਿਓ,வாடகையை விடுங்கள்
ਕੰਬਣੀ,நடுக்கம்
ਵਾਰੰਟੋ,க்வோ வாரண்டோ
ਦੌੜ,இனம்
ਨਸਲੀ ਸਰਵਉੱਚਤਾ,இன மேலாதிக்கம்
ਰੈਕ,ரேக்
ਰੈਕ,ரேக்
ਛਾਪਾ ਮਾਰਿਆ,ரெய்டு
ਛਾਪਾ ਮਾਰਿਆ,ரெய்டு
ਰਾਮਪਾਰਟ,கோட்டை
ਰਾਮਪਾਰਟ,கோட்டை
ਲੁੱਟ,ரான்சாக்
ਰਿਹਾਈ,மீட்கும் தொகை
ਰਿਹਾਈ,மீட்கும் தொகை
ਤਬਾਹੀ,பேரழிவு
ਤਬਾਹੀ,அழிவுகள்
ਖੇਤਰ,சாம்ராஜ்யம்
ਪਿਛਲਾ ਗਾਰਡ,பின்புற காவலர்
ਰੀਅਰ ਗਾਰਡ ਐਕਸ਼ਨ,பின்புற பாதுகாப்பு நடவடிக்கை
ਬਾਗੀ,கிளர்ச்சியாளர்
ਬਗਾਵਤ,கலகம்
ਬਗਾਵਤ ਦੀ ਮਾਨਤਾ,கிளர்ச்சிக்கான அங்கீகாரம்
ਰੀਕੰਡਕਸ਼ਨ,மறுசீரமைப்பு
ਪੁਨਰ ਖੋਜ,உளவுத்துறை
ਪੁਨਰ ਨਿਰਮਾਣ,புனரமைப்பு
ਰਿਕਾਰਡ,பதிவு
ਰਿਕਾਰਡ ਦਫਤਰ,பதிவு அலுவலகம்
ਰਿਟਾਇਰਮੈਂਟ ਰਿਕਾਰਡ ਕਰੋ,பதிவு ஓய்வு
ਲਾਲ ਕਮੀਜ਼,சிவப்பு சட்டைகள்
ਸੁਧਾਰ,சீர்திருத்தம்
ਸ਼ਰਨਾਰਥੀ,அகதி
ਰੀਗਾਲੀਆ,ரெகாலியா
ਰੀਗਾਲੀਆ,ரெகாலியா
ਰੀਗਾਲੀਆ,ரெகாலியா
ਰੀਜੈਂਸੀ,ரீஜென்சி
ਰੀਜੈਂਟ,ரீஜண்ட்
ਰੀਜੈਂਟ ਰਾਣੀ,ரீஜண்ட் ராணி
Regicide,ரெஜிசைட்
ਰੈਜੀਸਾਈਡਸ,ரெஜிசைடுகள்
ਸ਼ਾਸਨ,ஆட்சி
ਸ਼ਾਸਨ,ஆட்சி
ਖੇਤਰ,பிராந்தியம்
ਰੀਜਨਲ ਸਾਲ,ஆட்சி ஆண்டு
ਰੀਗਨੈਂਟ,ஆட்சியாளர்
ਰੈਗਨਮ,ரெக்னம்
ਰੀਚ,ரீச்
ਰਾਜ ਕਰੋ,ஆட்சி
ਰਾਜ ਕਰੋ,ஆட்சி
ਰਾਜ ਕਰਨ ਵਾਲਾ ਪਰਿਵਾਰ,ஆட்சி செய்யும் குடும்பம்
ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ,பயங்கர ஆட்சி
ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ,பயங்கர ஆட்சி
ਮਜ਼ਬੂਤ,வலுவூட்டு
ਮਜ਼ਬੂਤੀ,வலுவூட்டல்
ਬਹਾਲੀ,மறுசீரமைப்பு
ਮੁੜ ਨਿਵੇਸ਼ ਕਰੋ,மறு முதலீடு
ਰੀਲੇਅ ਪੋਸਟ,ரிலே இடுகை
ਰੀਲੇਅ ਰੂਟ,ரிலே பாதை
ਰੀਲੇਅ ਸਿਸਟਮ,ரிலே அமைப்பு
ਜਾਰੀ ਕਰੋ,விடுதலை
ਜਾਰੀ ਕਰੋ,விடுதலை
ਤਿਆਗ,துறத்தல்
ਤਿਆਗ,துறத்தல்
ਰੀਪਰਟਰੀ (=ਸੂਚੀ),ரெபர்ட்டரி (=சரக்கு)
ਰਿਪੋਜ਼ਟਰੀ,களஞ்சியம்
ਰਿਪੋਜ਼ਟਰੀ,களஞ்சியம்
ਗਣਤੰਤਰ,குடியரசு
ਗਣਤੰਤਰ ਦਿਵਸ,குடியரசு தினம்
ਰੀਸਕ੍ਰਿਪਟ,ரெஸ்கிரிப்ட்
ਰੀਸਕ੍ਰਿਪਟ,ரெஸ்கிரிப்ட்
ਨਿਵਾਸੀ,குடியிருப்பாளர்
ਬਹਾਲੀ,மறுசீரமைப்பு
ਪੁਨਰ-ਉਥਾਨ,உயிர்த்தெழுதல்
ਪੁਨਰ-ਉਥਾਨ,உயிர்த்தெழுதல்
ਪਿੱਛੇ ਹਟਣਾ,பின்வாங்கவும்
ਉਲਟਾ (ਇੱਕ ਸਿੱਕੇ ਦਾ),தலைகீழ் (ஒரு நாணயத்தின்)
ਬਗਾਵਤ,கிளர்ச்சி
ਇਨਕਲਾਬ,புரட்சி
"ਇਨਕਲਾਬ, ਫ੍ਰੈਂਚ","புரட்சி, பிரஞ்சு"
ਇਨਕਲਾਬ ਸ਼ਾਨਦਾਰ,புகழ்பெற்ற புரட்சி
"ਇਨਕਲਾਬ, ਉਦਯੋਗਿਕ","புரட்சி, தொழில்துறை"
ਵਧ ਰਿਹਾ ਹੈ,உயரும்
ਰਟਨ-ਬੋਰੋ,ரோட்டன்-போரோ
ਰਫ ਰਾਈਡਰਜ਼,ரஃப் ரைடர்ஸ்
ਗੋਲ-ਸਿਰ,வட்டத் தலைகள்
ਰੂਟ,வழித்தட
ਸ਼ਾਹੀ ਦਰਸ਼ਕ,அரச பார்வையாளர்கள்
ਸ਼ਾਹੀ ਚਾਰਟਰ,அரச சாசனம்
ਰਾਇਲ ਕਰੈਸਟ,ராயல் க்ரெஸ்ட்
ਰਾਇਲ ਕਰੈਸਟ,ராயல் க்ரெஸ்ட்
ਸ਼ਾਹੀ ਫ਼ਰਮਾਨ,அரச ஆணை
ਰੁਬਰਿਕ,ரூப்ரிக்
ਖੰਡਰ,இடிபாடுகள்
ਦੌੜਾਕ,ஓடுபவர்
ਸਾੜ-ਫੂਕ,நாசவேலை
ਸਾਬਰ,சேபர்
ਸਾਬਰ,சபர்ஸ்
ਕੁਰਬਾਨੀ,தியாகம்
ਕੁਰਬਾਨੀ,தியாகம்
ਕੁਰਬਾਨੀ,தியாகம்
ਸੁਰੱਖਿਅਤ ਆਚਰਣ,பாதுகாப்பான நடத்தை
ਸੁਰੱਖਿਆ,பாதுகாப்பு
ਸੁਰੱਖਿਆ,பாதுகாப்பு
ਸੁਰੱਖਿਆ ਦੇ ਫਰਜ਼,பாதுகாப்பு கடமைகள்
ਸੈਲੀ,சாலி
ਸੈਲੀ-ਪੋਰਟ,சாலி-போர்ட்
ਰਾਜਦੰਡ,செங்கோல்
ਸਿਮੀਟਰ,சிமிட்டர்
ਦੂਜੀ ਜਾਇਦਾਦ,இரண்டாவது எஸ்டேட்
ਸੰਪਰਦਾ,பிரிவு
ਸੰਪਰਦਾ,பிரிவு
ਦੌਰਾ,வலிப்பு
ਦੌਰਾ,வலிப்பு
ਸੈਨੇਟ,செனட்
ਸੈਨੇਟ,செனட்
ਸੈਨੇਟ,செனட்
ਸੈਨੇਟ,செனட்
ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ),செர்ஃப் (=போர்டார் அல்லது வில்லன்)
ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ),செர்ஃப் (=போர்டார் அல்லது வில்லன்)
ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ),அடிமைத்தனம்
ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ),அடிமைத்தனம்
ਸ਼ੈਡੋ ਰਾਜਾ,நிழல் ராஜா
ਪੈਸੇ ਭੇਜੋ,கப்பல் பணம்
ਸਦਮਾ ਫੌਜਾਂ (= ਤੂਫਾਨ ਫੌਜਾਂ),அதிர்ச்சிப் படைகள் (=புயல் படைகள்)
ਛੋਟੀ ਸੰਸਦ,குறுகிய பாராளுமன்றம்
ਝੜਪ,சண்டை
ਗੁਲਾਮ,அடிமை
ਗੁਲਾਮੀ,அடிமைத்தனம்
ਗੁਲਾਮੀ,அடிமைத்தனம்
ਸਿਪਾਹੀ ਰਾਜਨੇਤਾ,சிப்பாய் அரசியல்வாதி
ਬਰਛੀ,ஈட்டி
ਬਰਛੀ—ਸਿਰ,ஈட்டி-தலை
ਗੋਲਾ,கோளம்
ਸਫ੍ਰੈਗਿਸਟਿਕਸ,ஸ்ப்ராஜிஸ்டிக்ஸ்
ਸਿਸਟਮ ਨੂੰ ਵਿਗਾੜਦਾ ਹੈ,அமைப்பை கெடுக்கிறது
ਸਕਵਾਇਰ,ஸ்கொயர்
ਸਕਵਾਇਰ,ஸ்கொயர்
ਸਕਵਾਇਰਚਾਰੀ,ஸ்கியர்ச்சி
ਸਕਵਾਇਰਚਾਰੀ,ஸ்கியர்ச்சி
ਮਿਆਰੀ,தரநிலை
ਮਿਆਰੀ-ਦਾਤਾ,தரநிலை-தாங்கி
ਖੜੀ ਫੌਜ,நிற்கும் இராணுவம்
ਸਥਾਈ ਆਦੇਸ਼,நிலையான ஆணை
ਸਥਾਈ ਆਦੇਸ਼,நிலையான ஆணை
ਸਟੇਟਸਮੈਨ,ஸ்டேட்ஸ்மேன்
ਪੱਥਰ ਦਾ ਸ਼ਿਲਾਲੇਖ,கல்வெட்டு
ਤੂਫ਼ਾਨ ਫ਼ੌਜ,புயல் படைகள்
ਰਣਨੀਤੀ,தந்திரம்
ਰਣਨੀਤੀ,மூலோபாயம்
ਰਣਨੀਤੀ,மூலோபாயம்
ਰਣਨੀਤੀ,மூலோபாயம்
ਸਟਰੈਟੋਕਰੇਸੀ,ஸ்ட்ராடோக்ரசி
ਝਗੜਾ,சச்சரவு
ਝਗੜਾ,சச்சரவு
ਮਜ਼ਬੂਤ ਪਕੜ,வலுவான பிடிப்பு
ਮਜ਼ਬੂਤ ਪਕੜ,வலுவான பிடிப்பு
ਸਹਾਇਕ ਟੈਲਾਇੰਸ,துணைத் தொகை
ਉਤਰਾਧਿਕਾਰ,அடுத்தடுத்து
ਉੱਤਰਾਧਿਕਾਰੀ,வாரிசு
ਮੱਤਭੇਦ,வாக்குரிமை
ਮਤਦਾਤਾ,வாக்குரிமையாளர்
ਸਲਤਨਤ,சுல்தானகம்
ਸਲਤਨਤ ਦੀ ਮਿਆਦ,சுல்தானிய காலம்
ਸਮਰਪਣ,சரணடைதல்
ਸੁਜ਼ਰੇਨ,சுசெரெய்ன்
ਸੁਜ਼ਰੇਨ ਰਾਜ,சுசெரெய்ன் மாநிலம்
ਤਲਵਾਰਬਾਜ਼,வாள்வீரன்
ਟੈਮਨੀ ਸੋਸਾਇਟੀ,தம்மானி சங்கம்
ਗੁੱਸੇ ਵਾਲੀ ਤਲਵਾਰ,தணிந்த வாள்
ਕਿਰਾਏਦਾਰ,வாடகைக்காரர்
ਕਿਰਾਏਦਾਰ,வாடகைக்காரர்
ਖੇਤਰ,பிரதேசம்
ਖੇਤਰ,பிரதேசம்
ਖੇਤਰੀ ਸਰਕਾਰ,பிரதேச அரசாங்கம்
ਅੱਤਵਾਦ,பயங்கரவாதம்
ਤੀਜੀ ਜਾਇਦਾਦ,மூன்றாம் எஸ்டேட்
ਤਿੰਨ ਜਾਇਦਾਦਾਂ,மூன்று தோட்டங்கள்
ਕਰ,டோல்
ਟੋਲ ਹਾਊਸ,டோல் ஹவுஸ்
ਕਬਰ,கல்லறை
ਟੋਰੀ,டோரி
ਟੋਟੇਮ,டோட்டெம்
ਟਾਵਰ,கோபுரம்
ਟਾਵਰ,கோபுரம்
ਜਿੱਤ ਦਾ ਟਾਵਰ,வெற்றிக் கோபுரம்
ਗੱਦਾਰ,துரோகி
ਧੋਖੇਬਾਜ਼ੀ,துரோகம்
ਦੇਸ਼ਧ੍ਰੋਹ,தேசத்துரோகம்
ਸੰਧੀ,ஒப்பந்தம்
ਲੜਾਈ ਦੁਆਰਾ ਅਜ਼ਮਾਇਸ਼ (=ਲੜਾਈ ਦੁਆਰਾ ਪਗਡੰਡੀ),போர் மூலம் சோதனை (=போர் மூலம் தடம்)
ਸ਼ਰਧਾਂਜਲੀ,அஞ்சலி
ਸ਼ਰਧਾਂਜਲੀ,அஞ்சலி
ਸ਼ਰਧਾਂਜਲੀ ਜ਼ਮੀਨ,காணிக்கை நிலம்
ਤੀਹਰਾ ਗਠਜੋੜ,மூன்று கூட்டணி
ਤ੍ਰੈ ਗੁਣ,டிரிபிள் entente
ਜਿੱਤ,வெற்றி
ਜਿੱਤ,வெற்றி
ਗੜਬੜ,கொந்தளிப்பு
ਜ਼ਾਲਮ,கொடுங்கோல் கொலை
ਜ਼ਾਲਮ,கொடுங்கோல் கொலை
ਜ਼ੁਲਮ,கொடுங்கோன்மை
ਜ਼ੁਲਮ,கொடுங்கோன்மை
ਜ਼ਾਲਮ,கொடுங்கோலன்
ਉਹਲਾਨ,உஹ்லன்
ਉਕਾਸੇ,உகாசே
ਉਕਾਸੇ,உகாசே
ਉਲੇਮਾ,உலமா
ਅਲਟੀਮੇਟਮ,அல்டிமேட்டம்
ਅਲਟੀਮੇਟਮ,அல்டிமேட்டம்
ਅੰਕਲ ਸੈਮ,மாமா சாம்
ਅਧੀਨ-ਰਾਜੇ,கீழ்-ராஜா
ਸੰਯੁਕਤ ਆਇਰਿਸ਼ਮੈਨ,ஐக்கிய அயர்லாந்துக்காரர்கள்
ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ,ஐக்கிய நாடுகள்
ਸੰਯੁਕਤ ਸੂਬੇ,ஐக்கிய மாகாணங்கள்
ਸੰਯੁਕਤ ਸੂਬੇ,ஐக்கிய மாகாணங்கள்
ਵਿਲੱਖਣ ਕਿਲਾ,மதிப்பற்ற கோட்டை
ਯੂਨੀਵਰਸਲ ਰਾਜਾ,உலகளாவிய மன்னர்
ਯੂਨੀਵਰਸਲ ਮਤਾ,உலகளாவிய வாக்குரிமை
ਵਿਦਰੋਹ,எழுச்சி
ਹੜੱਪਣਾ,அபகரிப்பு
ਹੜੱਪਣ ਵਾਲਾ,அபகரிப்பவர்
ਯੂਟੋਪੀਆ,கற்பனயுலகு
ਵੰਦਲ,வண்டல்
ਬਰਬਾਦੀ,காழ்ப்புணர்ச்சி
ਵੈਨਗਾਰਡ,வான்கார்ட்
ਵੈਨਗਾਰਡ,வான்கார்ட்
ਵੈਨਗਾਰਡ,வான்கார்ட்
ਵਾਰੰਜੀਅਨ,வரங்கியன்
ਵਾਰੰਜੀਅਨ ਗਾਰਡ,வரங்கியன் காவலர்
ਵਾਸਲ,வாசல்
ਵਾਸਲ,வாசல்
ਵਾਸਲ ਰਾਜ,வாசல் மாநிலம்
ਵੈਟੀਕਨ ਕੌਂਸਲ,வாடிகன் கவுன்சில்
ਜਹਾਜ਼,கப்பல்
ਜਹਾਜ਼,கப்பல்
ਜਹਾਜ਼,கப்பல்
ਉਪ-ਰਾਜੇ,துணை ராஜா
ਵਾਇਸਰਾਏ,வைஸ்ராய்
ਵਾਇਸਰਾਏਲਟੀ = ਵਾਇਸਰਾਇਟੀ,துணைவேந்தர் = துணை அரசு
ਵਿਕਟਰ,விக்டர்
ਜਿੱਤ,வெற்றி
ਵਿਲੀਨ,வில்லன்
ਯਾਤਰਾ,பயணம்
ਕਮਜ਼ੋਰ ਕਿਲ੍ਹਾ,பாதிக்கப்படக்கூடிய கோட்டை
ਕੰਧ ਚਿੱਤਰਕਾਰੀ,சுவர் ஓவியம்
ਕੰਧ ਚਿੱਤਰਕਾਰੀ,சுவர் ஓவியம்
ਜੰਗ,போர்
ਯੁੱਧ-ਪ੍ਰਭੂ,போர் ஆண்டவன்
ਯੋਧਾ,போர்வீரன்
ਯੋਧਾ,போர்வீரன்
ਯੋਧਾ,போர்வீரன்
ਜੰਗੀ ਜਹਾਜ਼,போர்க்கப்பல்
ਪਹਿਰਾ-ਸ਼ਬਦ,கண்காணிப்பு வார்த்தை
ਕਲਿਆਣਕਾਰੀ ਰਾਜ,வளர்ந்த மாநிலம்
ਭਲਾਈ ਕਾਰਜ,நலப்பணிகள்
ਵਿਗ,விக்
ਚਿੱਟਾ ਝੰਡਾ,வெள்ளை கொடி
ਗੋਰਿਆਂ ਦਾ ਬੋਝ,வெள்ளையர்களின் சுமை
ਵਿਸ਼ਵ ਸਾਮਰਾਜ,உலகப் பேரரசு
ਵਿਸ਼ਵ ਅੰਦੋਲਨ,உலக இயக்கம்
ਵਿਸ਼ਵ ਰਾਜਨੀਤੀ,உலக அரசியல்
ਵਿਸ਼ਵ ਸ਼ਕਤੀ,உலக சக்தி
ਵਿਸ਼ਵ ਯੁੱਧ,உலக போர்
ਵਿਕਰੇਤਾ,வீக்கர்
ਵਿਨਾਸ਼ਕਾਰੀ ਸੋਧ,சிதைக்கும் திருத்தம்
ਜ਼ੈਨੇਲੇਸਿਸ,Xenelasis
ਜ਼ੈਨੋਫੋਬੀਆ,இனவெறி
ਯੈਂਕੀ,யாங்கி
ਪੀਲੀ ਜੈਕਟ,மஞ்சள் ஜாக்கெட்
ਪੀਲਾ ਆਦਮੀ,மஞ்சள் மனிதன்
ਪੀਲਾ ਖ਼ਤਰਾ,மஞ்சள் ஆபத்து
ਪੀਲਾ ਪ੍ਰੈਸ,மஞ்சள் பத்திரிகை
ਨੌਜਵਾਨ ਤੁਰਕ,இளம் துருக்கியர்கள்
ਜ਼ਿਊਸ,ஜீயஸ்
ਜ਼ਾਇਓਨਿਜ਼ਮ,சியோனிசம்
ਜੋਰੋਸਟ੍ਰੀਅਨਵਾਦ,ஜோராஸ்ட்ரியனிசம்
