Malayalam,Punjabi
"വിള്ളൽ, റേഡിയോ ആക്ടീവ്","ਫਿਸਿਲ, ਰੇਡੀਓਐਕਟਿਵ"
റേഡിയോ ആക്ടീവ് ലൈസൻസർ,ਰੇਡੀਓ ਐਕਟਿਵ ਲਾਇਸੰਸਰ
"വിഘടനം, റേഡിയോ ആക്ടിവിറ്റി, റേഡിയോ ആക്ടിവിറ്റി","ਸੜਨ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ"
"റേഡിയോഗ്രാമുകൾ, റേഡിയോ വയറുകൾ, റേഡിയം ചിത്രങ്ങൾ","ਰੇਡੀਓਗ੍ਰਾਮ, ਰੇਡੀਓ ਤਾਰ, ਰੇਡੀਅਮ ਚਿੱਤਰ"
"റേഡിയോഗ്രാഫുകൾ, റേഡിയേഷൻ ചിത്രങ്ങൾ","ਰੇਡੀਓਗ੍ਰਾਫ, ਰੇਡੀਏਸ਼ਨ ਚਿੱਤਰ"
റേഡിയോ ആക്ടീവ് അയോഡിൻ,ਰੇਡੀਓਐਕਟਿਵ ਆਇਓਡੀਨ
"റേഡിയോ ഐസോടോപ്പുകൾ, റേഡിയേഷൻ ഐസോടോപ്പുകൾ","ਰੇਡੀਓ ਆਈਸੋਟੋਪ, ਰੇਡੀਏਸ਼ਨ ਆਈਸੋਟੋਪ"
"എക്സ്-റേ തെറാപ്പി, റേഡിയേഷൻ തെറാപ്പി","ਐਕਸ-ਰੇ ਥੈਰੇਪੀ, ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ"
റേഡിയേഷൻ തെറാപ്പിസ്റ്റ്,ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪਿਸਟ
"റേഡിയോമീറ്റർ, റേഡിയോമീറ്റർ","ਰੇਡੀਓਮੀਟਰ, ਰੇਡੀਓਮੀਟਰ"
റേഡിയോമെട്രി,ਰੇਡੀਓਮੈਟਰੀ
റേഡിയോ ആക്ടീവ്-താലിയം,ਰੇਡੀਓਐਕਟਿਵ-ਥੈਲੀਅਮ
റേഡിയേഷൻ തെറാപ്പി,ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ
റേഡിയം,ਰੇਡੀਅਮ
റേഡിയം തെറാപ്പി,ਰੇਡੀਅਮ ਥੈਰੇਪੀ
ആരം,ਰੇਡੀਅਸ
ഇന്ദ്ര ധനുഷ്,ਇੰਦਰ ਧਨੁਸ਼
രാമൻ പ്രഭാവം,ਰਮਨ ਪ੍ਰਭਾਵ
റാംസ്ഡെൻ സർക്കിൾ,ramsden ਸਰਕਲ
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","ਬੇਤਰਤੀਬ, ਅਨਿਯਮਿਤ"
ക്രമരഹിതമാക്കൽ,ਰੈਂਡਮਾਈਜ਼ੇਸ਼ਨ
ക്രമരഹിതത,ਬੇਤਰਤੀਬਤਾ
ഓസിലേറ്റർ,ਔਸਿਲੇਟਰ
ശ്രവണശേഷിയുടെ പരിധി,ਸੁਣਨ ਦੀ ਸੀਮਾ
ദ്രുതഗതിയിലുള്ള പൾസ്,ਤੇਜ਼ ਨਬਜ਼
"അപൂർവ്വം, അപൂർവ്വം","ਦੁਰਲੱਭ, ਦੁਰਲੱਭ"
അപൂർവ്വത,ਦੁਰਲੱਭਤਾ
അപൂർവ്വമായി,ਦੁਰਲੱਭ ਕਰਨ ਲਈ
അനുവദനീയമായ വോൾട്ടേജ്,ਮਨਜ਼ੂਰ ਵੋਲਟੇਜ
"റേറ്റിംഗ്, റേറ്റിംഗ്","ਰੇਟਿੰਗ, ਰੇਟਿੰਗ"
അനുപാതം,ਅਨੁਪਾਤ
യുക്തിസഹമായ,ਤਰਕਸ਼ੀਲ
"പ്രോസസ്സ് ചെയ്യാത്ത ഡാറ്റ, സ്വീകരിച്ച ഡാറ്റ പോലെ","ਅਣਪ੍ਰੋਸੈਸਡ ਡੈਟਮ, ਜਿਵੇਂ ਕਿ ਪ੍ਰਾਪਤ ਡੈਟਮ"
"രശ്മി, കിരൺ, അർദ്ധരേഖ, ആർ","ਰਸ਼ਮੀ, ਕਿਰਨ, ਅਰਧਰੇਖਾ, ਆਰ"
റാലി ചിതറിക്കൽ,Raleigh ਸਕੈਟਰਿੰਗ
തിരിച്ചടി,ਰੀਬਾਉਂਡ
പ്രതികരണം,ਸੁਝਾਅ
റിയാക്ടീവ് കപ്ലിംഗ്,ਪ੍ਰਤੀਕਿਰਿਆਸ਼ੀਲ ਜੋੜ
വീണ്ടും സജീവമാക്കൽ,ਮੁੜ ਸਰਗਰਮੀ
അപ്രസക്തത,ਅਪ੍ਰਸੰਗਿਕਤਾ
റിയാക്ടർ,ਰਿਐਕਟਰ
റിയാക്ടർ ഗുപ്തി,ਰਿਐਕਟਰ ਗੁਪਤਾ
ആസാജി ആയുധം,astji ਹਥਿਆਰ
"വായന, വായന","ਪੜ੍ਹਨਾ, ਪੜ੍ਹਨਾ"
വീണ്ടും ക്രമീകരിക്കൽ,ਮੁੜ-ਵਿਵਸਥਾ
യഥാർത്ഥം,ਅਸਲੀ
"റീബൗണ്ട് ചെയ്യുക (adj.), പ്രതിഫലിപ്പിക്കുക (ver.)","ਰੀਬਾਉਂਡ (n.), ਪ੍ਰਤੀਬਿੰਬਤ ਕਰਨਾ (ver.)"
പുനരുജ്ജീവന ചൂട്,ਮੁੜ ਪੈਦਾ ਕਰਨ ਦੀ ਗਰਮੀ
വീണ്ടും കാലിബ്രേഷൻ,ਮੁੜ-ਕੈਲੀਬ੍ਰੇਸ਼ਨ
"റിസീവർ, റിസീവർ","ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ, ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ"
"റിവേഴ്സ്, റിവേഴ്സ്, ബാക്ക് അറേ","ਉਲਟਾ, ਉਲਟਾ, ਪਿਛਲਾ ਐਰੇ"
"വിപരീതം, പരസ്‌പരം, പരസ്‌പരം","ਉਲਟ, ਪਰਸਪਰ, ਪਰਸਪਰ"
"പരസ്‌പരം, പരസ്‌പരം","ਪਰਸਪਰਤਾ, ਪਰਸਪਰਤਾ"
"പ്രതിഫലിപ്പിക്കുക (വി.), പ്രതിഫലിപ്പിക്കുക (വി.)","ਰਿਫਲੈਕਟ (V.), ਰਿਫਲੈਕਟ (V.)"
"പുനഃസംയോജനം, പുനരുപയോഗം","ਮੁੜ ਸੰਯੋਜਨ, ਮੁੜ ਵਰਤੋਂ"
നിരീക്ഷണം,ਨਿਗਰਾਨੀ
"രേഖപ്പെടുത്തുക, രേഖപ്പെടുത്തുക (എൻ.), രേഖപ്പെടുത്തുക, അടയാളപ്പെടുത്തുക (വി.)","ਰਿਕਾਰਡ, ਰਿਕਾਰਡ (ਐਨ.), ਰਿਕਾਰਡ ਕਰਨਾ, ਨਿਸ਼ਾਨ ਲਗਾਉਣਾ (v.)"
രേഖപ്പെടുത്തി,ਦਰਜ ਕੀਤਾ
ആർക്കൈവിസ്റ്റ്,ਪੁਰਾਲੇਖ ਵਿਗਿਆਨੀ
റെക്കോർഡിംഗ്,ਰਿਕਾਰਡਿੰਗ
"നേട്ടം, നേട്ടം, നേട്ടം","ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ"
വലത് ആംഗിൾ കോർഡിനേറ്റ് കോർഡിനേറ്റുകൾ,ਸੱਜੇ ਕੋਣ ਕੋਆਰਡੀਨੇਟ ਕੋਆਰਡੀਨੇਟ
"ശുദ്ധീകരണം, തിരുത്തൽ","ਸੁਧਾਰ, ਸੁਧਾਰ"
"ശുദ്ധീകരിച്ച, ശുദ്ധീകരിച്ച","ਕੁੰਦਨ, ਕੁੰਦਨ"
റക്റ്റിഫയർ,ਸੁਧਾਰਕ
റക്റ്റിഫയർ വാൽവ്,ਸੁਧਾਰਕ ਵਾਲਵ
"നേർരേഖ, നേർരേഖ, നേർരേഖ","ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ"
ആവർത്തിച്ചുള്ള ഇവന്റ്,ਆਵਰਤੀ ਘਟਨਾ
രക്ത ഭൂതം ചുവന്ന ഭൂതം,ਖੂਨ ਦਾ ਭੂਤ ਲਾਲ ਭੂਤ
രക്ത സ്ഥാനചലനം,ਖੂਨ ਦਾ ਵਿਸਥਾਪਨ
"കുറയ്ക്കുക, തുല്യമാക്കുക, സജീവമാക്കുക","ਘਟਾਓ, ਬਰਾਬਰ ਕਰੋ, ਐਨੀਮੇਟ ਕਰੋ"
(ഒരു ധൂമകേതുവിന്റെ),(ਇੱਕ ਧੂਮਕੇਤੂ ਦਾ)
ശുദ്ധീകരിച്ച ഡാറ്റ,ਸ਼ੁੱਧ ਡਾਟਾ
"സാമ്യം, ചെറുത്, കടപ്പാട്","ਸਮਾਨ, ਛੋਟਾ, ਲਾਜ਼ਮੀ"
മാറ്റുക ഗുണകം,ਗੁਣਾਂਕ ਬਦਲੋ
ഞാങ്ങണ പൈപ്പ്,ਰੀਡ-ਪਾਈਪ
വീണ്ടും പ്രവേശനം,ਦੁਬਾਰਾ ਦਾਖਲਾ
"നിർദ്ദേശങ്ങൾ, റഫറൻസുകൾ","ਨਿਰਦੇਸ਼, ਹਵਾਲੇ"
പ്രതിഫലനം,ਪ੍ਰਤੀਬਿੰਬਤਾ
"പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു","ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ"
പ്രതിഫലിപ്പിച്ചു,ਪ੍ਰਤੀਬਿੰਬਿਤ
പ്രതിഫലിപ്പിക്കുന്ന,ਪ੍ਰਤੀਬਿੰਬਤ
പ്രതിഫലനം,ਪ੍ਰਤੀਬਿੰਬ
പ്രതിഫലന നഷ്ടം,ਪ੍ਰਤੀਬਿੰਬਿਤ ਨੁਕਸਾਨ
പ്രതിഫലനം,ਪ੍ਰਤੀਬਿੰਬਤਾ
റിഫ്ലക്ടർ,ਰਿਫਲੈਕਟਰ
റിഫ്ലെക്സ് മെക്കാനിസം,ਰਿਫਲੈਕਸ ਵਿਧੀ
അപവർത്തനം,ਰਿਫ੍ਰੈਕਟਡ
അപവർത്തനം,ਅਪਵਰਤਨ
അപവർത്തനാങ്കം,ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ
അപവർത്തനം,ਪ੍ਰਤੀਰੋਧਕਤਾ
അപവർത്തനാങ്കം,ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ
"റഫ്രിജറേറ്റർ, റഫ്രിജറേറ്റർ","ਫਰਿੱਜ, ਫਰਿੱਜ"
പുനരാവിഷ്ക്കരണം,ਮੁੜ ਲਾਗੂ ਕਰਨਾ
"പുനരുജ്ജീവനം, സുസ്ഥിര പുനഃസംയോജനം, പുനരുജ്ജീവനം","ਪੁਨਰਜਨਮ, ਟਿਕਾਊ ਪੁਨਰ-ਏਕੀਕਰਨ, ਪੁਨਰਜਨਮ"
"പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം","regenerative, regenerative, regenerative"
"രജിസ്ട്രേഷൻ, രജിസ്ട്രേഷൻ","ਰਜਿਸਟਰੇਸ਼ਨ, ਰਜਿਸਟਰੇਸ਼ਨ"
"വിൽപ്പന വേഗത, പിന്നാക്ക ചലനം, റിഗ്രഷൻ, റിവേഴ്സൽ","ਵਿਕਰੀ ਦੀ ਗਤੀ, ਪਿਛੜੇ ਅੰਦੋਲਨ, ਰਿਗਰੈਸ਼ਨ, ਉਲਟਾ"
"പോലും, പതിവ്, സമമിതി","ਸਮ, ਨਿਯਮਤ, ਸਮਮਿਤੀ"
ഐസോഫോം സോളിഡ്,isoform ਠੋਸ
നിയന്ത്രണം,ਨਿਯਮ
ബന്ധം,ਸਬੰਧ
"ബന്ധു, ബന്ധു","ਰਿਸ਼ਤੇਦਾਰ, ਰਿਸ਼ਤੇਦਾਰ"
ബന്ധു,ਰਿਸ਼ਤੇਦਾਰ
താരതമ്യേന ഉറപ്പാണ്,ਮੁਕਾਬਲਤਨ ਯਕੀਨੀ
"ആപേക്ഷികത, ആപേക്ഷികത, ആപേക്ഷികത","ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ"
വിശ്രമം,ਆਰਾਮ
"റിലേ, ട്രാൻസ്മിഷൻ","ਰੀਲੇਅ, ਸੰਚਾਰ"
വീണ്ടെടുപ്പ്,ਛੁਟਕਾਰਾ
വിശ്വാസ്യത,ਭਰੋਸੇਯੋਗਤਾ
അവശിഷ്ടം,ਬਕਾਇਆ
റിമോട്ട് കൺട്രോൾ,ਰਿਮੋਟ ਕੰਟਰੋਲ
പുനഃക്രമീകരിച്ചു,ਮੁੜ ਸਧਾਰਣ ਕੀਤਾ ਗਿਆ
"റീ-ഓറിയന്റേഷൻ, വീണ്ടും കോൺഫിഗറേഷൻ","ਰੀ-ਓਰੀਐਂਟੇਸ਼ਨ, ਮੁੜ-ਸੰਰਚਨਾ"
ആവർത്തനക്ഷമത,ਦੁਹਰਾਉਣਯੋਗਤਾ
"ആവർത്തനക്കാരൻ, ആവർത്തനക്കാരൻ","ਦੁਹਰਾਉਣ ਵਾਲਾ, ਦੁਹਰਾਉਣ ਵਾਲਾ"
"പിന്തിരിപ്പിക്കാൻ, പിന്തിരിപ്പിക്കാൻ","repel ਕਰਨ ਲਈ, repel ਕੀਤਾ ਜਾ ਕਰਨ ਲਈ"
വെറുപ്പുളവാക്കുന്ന,ਘਿਣਾਉਣੀ
ആവർത്തനം,ਦੁਹਰਾਓ
പ്രാതിനിധ്യം,ਨੁਮਾਇੰਦਗੀ
"പ്രതിനിധി, പ്രതിനിധി","ਪ੍ਰਤੀਨਿਧੀ, ਪ੍ਰਤੀਨਿਧੀ"
"വീണ്ടെടുക്കാവുന്ന, പുനരുൽപ്പാദിപ്പിക്കാവുന്ന","ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ, ਮੁੜ ਪੈਦਾ ਕਰਨ ਯੋਗ"
"പുനരുൽപാദനം, പുനരുൽപാദനം, പുനരുൽപാദനം","ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ"
പിന്തിരിപ്പിക്കുക,ਦੂਰ ਕਰਨਾ
വികർഷണം,ਵਿਰੋਧ
വെറുപ്പുളവാക്കുന്ന,ਘਿਣਾਉਣੀ
ഗവേഷണം,ਖੋਜ
"ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി","ਤਲਾਬ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਟੋਆ"
പുനർവിന്യാസം,ਮੁੜ ਤੈਨਾਤੀ
"അവശിഷ്ടം, അവശിഷ്ടം","ਬਕਾਇਆ, ਬਚਿਆ ਹੋਇਆ"
"പ്രതിരോധം, പ്രതിരോധം","ਵਿਰੋਧ, ਵਿਰੋਧ"
പ്രതിരോധശേഷി,ਪ੍ਰਤੀਰੋਧਕਤਾ
പ്രതിരോധകം,ਰੋਧਕ
"വിഘടനം, പിരിച്ചുവിടൽ, വ്യത്യാസം","ਭੰਗ, ਭੰਗ, ਵਿਭਿੰਨਤਾ"
തെറ്റായി അവതരിപ്പിക്കൽ,ਗਲਤ ਪੇਸ਼ਕਾਰੀ
"വിച്ഛേദിക്കുക, വിഘടിപ്പിക്കുക, വിഭജിക്കുക","ਖੰਡ ਕਰਨ ਲਈ, ਵੱਖ ਕਰਨ ਲਈ, ਖੰਡਿਤ ਕਰਨ ਲਈ"
സ്പ്ലിറ്റർ,ਵੰਡਣ ਵਾਲਾ
അനുരണനം,ਗੂੰਜ
അനുരണന പ്രഭാവം,ਗੂੰਜਦਾ ਪ੍ਰਭਾਵ
അനുരണനം,ਗੂੰਜਦਾ
"അനുരണനം, അനുരണനം","ਗੂੰਜ, ਗੂੰਜ"
അനുരണനം,ਗੂੰਜਦਾ
"മറുപടി, പ്രതികരണം, റിപ്പോർട്ട്","ਜਵਾਬ, ਜਵਾਬ, ਰਿਪੋਰਟ"
താൽക്കാലികമായി നിർത്തുക,ਵਿਰਾਮ
വീണ്ടും ആരംഭിക്കുക,ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ
ശേഷിക്കുന്ന ബീം,ਬਕਾਇਆ ਬੀਮ
"ഫലം, ഫലം, ഫലം","ਨਤੀਜਾ, ਨਤੀਜਾ, ਨਤੀਜਾ"
ഫലമായ ഫലം,ਨਤੀਜਾ ਨਤੀਜਾ
മന്ദബുദ്ധി,ਤੇਕਮਜ਼ੋਰ
നേർപ്പിക്കുന്ന,ਪਤਲਾ
റെറ്റിക്കുൾ,ਜਾਲੀਦਾਰ
"റെറ്റിന, റെറ്റിന","ਰੈਟੀਨਾ, ਰੈਟੀਨਾ"
തിരികെ റോക്കറ്റ്,ਵਾਪਸ ਰਾਕੇਟ
"അനുരണനം, റിഗ്രഷൻ, റീബൗണ്ട്","Resonance, Regression, Rebound"
പിന്തുടരുക,ਦੀ ਪਾਲਣਾ ਕਰੋ
വിപരീതം,ਉਲਟਾ
"വിപരീതം, വിപരീതം, വിപരീതം, വിപരീതം","ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ"
പിന്നോക്ക പക്ഷപാതം,ਪਿਛੜੇ ਪੱਖਪਾਤ
റിവേഴ്സിബിലിറ്റി,reversibility
തിരിച്ചുള്ള,ਉਲਟਾਉਣਯੋਗ
ഭ്രമണം,ਰੋਟੇਸ਼ਨ
കറങ്ങുക,ਘੁੰਮਣਾ
റെയ്നോൾഡ് നമ്പർ,ਰੇਨੋਲਡਸ ਨੰਬਰ
സ്ട്രീം കൺട്രോളർ,ਸਟ੍ਰੀਮ ਕੰਟਰੋਲਰ
വിചിത്രമായ നീളം,ਅਜੀਬ ਲੰਬਾਈ
"ത്രികോണ പരലുകൾ, സമാന്തര ഷഡ്ഭുജാകൃതിയിലുള്ള പരലുകൾ","ਤਿਕੋਣਾ ਕ੍ਰਿਸਟਲ, ਸਮਾਨਾਂਤਰ ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ"
"റോംബോയിഡ് പ്രിസം, ചതുരാകൃതിയിലുള്ള പ്രിസം","ਰੋਮਬੋਇਡ ਪ੍ਰਿਜ਼ਮ, ਚਤੁਰਭੁਜ ਪ੍ਰਿਜ਼ਮ"
മേസൺ താമസിക്കുക,ਮੇਸਨ ਰਹੋ
"താളം, താളം, താളം","ਤਾਲ, ਤਾਲ, ਤਾਲ"
ഘടികാരദിശയിൽ,ਘੜੀ ਦੀ ਦਿਸ਼ਾ ਵਿੱਚ
ലംബ പ്രിസം,ਲੰਬਕਾਰੀ ਪ੍ਰਿਜ਼ਮ
വലതു കൈ ഭരണം,ਸੱਜੇ ਹੱਥ ਦਾ ਨਿਯਮ
വലത് വശത്തെ സ്ക്രൂ,ਸੱਜੇ ਪਾਸੇ ਦਾ ਪੇਚ
ഹോമോലോഗസ് പ്രിസം,ਬਰਾਬਰ ਪ੍ਰਿਜ਼ਮ
ശക്തമായ,ਮਜ਼ਬੂਤ
സ്ഥിരോത്സാഹം,ਲਗਨ
"കൃത്യമായ തെളിവ്, കൃത്യമായ തെളിവ്","ਸਹੀ ਸਬੂਤ, ਸਹੀ ਸਬੂਤ"
"ശബ്ദം, ഉപകരണം","ਆਵਾਜ਼, ਸਾਧਨ"
ഊർമ്മിക,ਉਰਮਿਕਾ
പ്രതാപകാലം,ਉੱਤਮ ਦਿਨ
റോബോ,ਰੋਬੋ
റോക്കറ്റ് പ്രവർത്തനം,ਰਾਕੇਟ ਕਾਰਵਾਈ
റോക്കറ്റ്,ਰਾਕੇਟ
റോക്കറ്റ് ശാസ്ത്രം,ਰਾਕੇਟ ਵਿਗਿਆਨ
"പാറ, ചലനം, ഊഞ്ഞാൽ","ਚੱਟਾਨ, ਅੰਦੋਲਨ, ਸਵਿੰਗ"
roentgen,roentgen
"roentgen-ray, x-ray","roentgen-ਰੇ, ਐਕਸ-ਰੇ"
"റോളിംഗ്, റോൾ, (എഡ്.), റൗണ്ടിംഗ്, റോളിംഗ് (Vr.)","ਰੋਲਿੰਗ, ਰੋਲ, (ਐਡ.), ਗੋਲਿੰਗ, ਰੋਲਿੰਗ (ਐਡ.)"
"ബെൽനി, ലോട്ട്‌നി, ലോട്ട്‌നിക് (വി.), വേലൻ, ലോട്ടൻ (എഡി.)","ਬੇਲਨੀ, ਲੋਟਨੀ, ਲੋਟਨਿਕ (ਵੀ.), ਵੇਲਨ, ਲੋਟਨ (ਐਡੀ.)"
ഭ്രമണം,ਰੋਟੇਸ਼ਨਲ
"കറക്കുക, കറങ്ങുക (വി.), വൃത്താകൃതി, ചക്രം (വി.)","ਘੁੰਮਣਾ, ਘੁੰਮਣਾ (v.), ਗੋਲਾਕਾਰ, ਪਹੀਏ ਵਾਲਾ (v.)"
ഭ്രമണം,ਰੋਟੇਸ਼ਨਲ
"ഭ്രമണം, ഭ്രമണം","ਰੋਟੇਸ਼ਨ, ਰੋਟੇਸ਼ਨ"
"ഭ്രമണം, ഭ്രമണം, ഭ്രമണം","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ"
"ഭ്രമണം, റൊട്ടേറ്റർ","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਟਰ"
"ഭ്രമണം, ഭ്രമണം","ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ"
"റോട്ടർ, റോട്ടർ","ਰੋਟਰ, ਰੋਟਰ"
"പരുക്കൻ, പരുക്കൻ","ਮੋਟਾ, ਮੋਟਾ"
"അടുത്ത്, അടുത്ത്","ਬੰਦ ਕਰੋ, ਬੰਦ ਕਰੋ"
സഞ്ചാരമാർഗ സമയം,ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ
വഴി,ਰਾਹ
"പതിവ്, പതിവ്","ਰੁਟੀਨ, ਰੁਟੀਨ"
"പത്മരാഗം, മാണിക്യം, ചുവപ്പ്, യാകുട്ട്","ਪਦਮਰਾਗ, ਰੂਬੀ, ਲਾਲ, ਯਾਕੁਤ"
"റൂബി ലേസർ, റൂബി ലേസർ","ਰੂਬੀ ਲੇਜ਼ਰ, ਰੂਬੀ ਲੇਜ਼ਰ"
"ചുക്കാൻ, നിയന്ത്രണം","ਪਤਵਾਰ, ਕੰਟਰੋਲ"
നിയമങ്ങൾ,ਨਿਯਮ
അടിവരയിട്ട ഗ്രേറ്റിംഗ്,ਰੇਖਾਂਕਿਤ grating
"ഗ്രാഫുകൾ, വരികൾ","ਗ੍ਰਾਫ਼, ਲਾਈਨਾਂ"
"ഓടുക, പാരമ്പര്യം","ਚਲਾਓ, ਪਰੰਪਰਾ"
ഓട്ടക്കാരൻ,ਦੌੜਾਕ
"കരാർ, കരാർ, പൊട്ടിത്തെറി","ਇਕਰਾਰਨਾਮਾ, ਇਕਰਾਰਨਾਮਾ, ਫਟਣਾ"
റഥർഫോർഡ് സ്കാറ്ററിംഗ്,ਰਦਰਫੋਰਡ ਸਕੈਟਰਿੰਗ
റഥർഫോർഡ്,ਰਦਰਫੋਰਡ
റൈഡ്ബെർഗ്,ਰਾਈਡਬਰਗ
സുരക്ഷിതമായ ലോഡ്,ਸੁਰੱਖਿਅਤ ਲੋਡ
"സുരക്ഷിതം, സുരക്ഷിതം","ਸੁਰੱਖਿਅਤ, ਸੁਰੱਖਿਅਤ"
"സുരക്ഷാ ഫ്യൂസ്, ബിക്ക്ഫോർഡ് ഫ്യൂസ്","ਸੇਫਟੀ ਫਿਊਜ਼, ਬਿੱਕਫੋਰਡ ਫਿਊਜ਼"
സുരക്ഷാ വാൽവ്,ਸੁਰੱਖਿਆ ਵਾਲਵ
"സാമ്പിൾ, സാമ്പിൾ","ਨਮੂਨਾ, ਨਮੂਨਾ"
"സാമ്പിൾ (വി.), സാമ്പിൾ (എൻ.)","ਨਮੂਨਾ (v.), ਨਮੂਨਾ (n.)"
സാന്ഡ്വിച്ച്,ਸੈਂਡਵਿਚ
"ഉപഗ്രഹം, ഉപഗ്രഹം, ട്രെയിലിംഗ്","ਸੈਟੇਲਾਈਟ, ਸਹਾਇਕ ਕੰਪਨੀ, ਪਿੱਛੇ"
കൈവഴി,ਸਹਾਇਕ ਲਾਈਨ
തൃപ്തിപ്പെടുത്താൻ,ਸੰਤੁਸ਼ਟ ਕਰਨ ਲਈ
ശനി വളയം,ਸ਼ਨੀ ਰਿੰਗ
സാവാർട്ട്,savart
സ്കെയിലർ,ਸਕੇਲਰ
ഘട്ടം ഗുണിതം,ਕਦਮ ਗੁਣਕ
"ചിതറിക്കുക, ചിതറിക്കുക","ਖਿਲਾਰ, ਖਿਲਾਰ"
ചിതറിക്കിടക്കുന്ന പ്രക്രിയ,ਫੈਲਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
കാഴ്ച,ਨਜ਼ਰ
പെരുകുക,ਫੈਲਾਉਣਾ
"സ്ക്രാച്ച് (ശബ്ദം), സ്ക്രാച്ച്","scratch (ਆਵਾਜ਼), scratch"
"അരിപ്പ, അരിപ്പ (എഡി.), ഡ്രൈവ്","sieve, sieve (ed.), drive"
സ്കൂ നോട്ടം,sku ਨਿਗਾਹ
"അടയ്ക്കുക, മുദ്രയിടുക, മുദ്രയിടുക (ver.)","ਬੰਦ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ (ਵਰਤ.)"
"സീസണൽ വ്യതിയാനം, കാലാനുസൃതമായ ഏറ്റക്കുറച്ചിലുകൾ","ਮੌਸਮੀ ਪਰਿਵਰਤਨ, ਮੌਸਮੀ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ"
രണ്ടാം ഭരണം,secant ਨਿਯਮ
"രണ്ടാമത്തെ (എഡി.), രണ്ടാമത്തേത് (വി.)","ਦੂਜਾ (ਐਡੀ.), ਦੂਜਾ (v.)"
"ദ്വിതീയ, ദ്വിതീയ","ਸੈਕੰਡਰੀ, ਸੈਕੰਡਰੀ"
"1 വിഭാഗം, വിഭാഗം, വിഭാഗം, വിഭാഗം, വിഭാഗം","1 ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ, ਸੈਕਸ਼ਨ"
"സെക്ടർ, സെക്ടർ, സെക്ടർ","ਸੈਕਟਰ, ਸੈਕਟਰ, ਸੈਕਟਰ"
വളരെക്കാലം ഈടുനില്ക്കുന്ന,ਲੰਮਾ ਸਮਾਂ
വിത്ത്,ਬੀਜਣ
ഭൂകമ്പശാസ്ത്രം,ਭੂਚਾਲ ਵਿਗਿਆਨ
ഭൂകമ്പശാസ്ത്രം,ਭੂਚਾਲ ਵਿਗਿਆਨ
ഭൂകമ്പശാസ്ത്രം,ਭੂਚਾਲ ਵਿਗਿਆਨ
തിരഞ്ഞെടുക്കൽ,ਚੋਣਯੋਗਤਾ
"സ്വയം, സ്വയം","ਆਪਣੇ ਆਪ ਨੂੰ, ਆਪਣੇ ਆਪ ਨੂੰ"
ആന്തരിക ഊർജ്ജം,ਅੰਦਰੂਨੀ ਊਰਜਾ
സ്വതസിദ്ധമായ ആന്ദോളനം,ਸਵੈ-ਚਾਲਤ ਦੋਲਨ
അർദ്ധചാലകം,ਸੈਮੀਕੰਡਕਟਰ
അർദ്ധ അനുഭവപരം,ਅਰਧ ਅਨੁਭਵੀ
