Telugu,Odiya
పాలిసెపాలస్,ପଲିସିପାଲୋସ୍ |
పాలిసిఫోనియా,ପଲିସିପୋନିଆ |
పాలిసోమ్,ପଲିୟସୋମ
పాలిస్పెర్మీ,ପଲିସିପର୍ମୀ |
పాలిటెన్ క్రోమోజోమ్,ପଲିଟେନ୍ କ୍ରୋମୋଜୋମ୍ |
పాలిట్రిచమ్,ପଲିଟ୍ରିକ୍ସମ୍ |
పాలిట్పిక్ జాతులు,ପଲିସିପିକ୍ ପ୍ରଜାତିଗୁଡିକ |
పాలీఅన్‌శాచురేటెడ్,ବହୁଭୂପରେ ବଜ୍ରପାତ |
పాలియురేతీన్ బెలూన్ కాథెటర్,ପଲିଭରେଏନ୍ ବେଲୁନ୍ କ୍ୟାଥେଟର |
పోమ్,ପେମ୍
పోమ్‌ఫ్రెట్,Pomfret
చెరువు సంఘం,ପୋଖରୀ ସମ୍ପ୍ରଦାୟ |
పోన్స్,ପନ୍ସ |
గసగసాలు,ପପି
జనాభా,ଜନସଂଖ୍ୟା
జనాభా,ଜନସଂଖ୍ୟା
జనాభా లక్షణం,ଜନସଂଖ୍ୟା ଗୁଣ |
జన సాంద్రత,ଜନସଂଖ୍ୟା ଘନତା |
జనాభా పేలుడు,ଜନସଂଖ୍ୟା ବିସ୍ଫୋରଣ |
జనాభా జన్యుశాస్త్రం,ଜନସଂଖ୍ୟା ଜେନେଟିକ୍ସ |
రంధ్రాల సముదాయం,Pore ​​rel ଜଟିଳ
చర్మం యొక్క రంధ్రాలు,ଚର୍ମର ପୋକ
పోరిఫెరాన్,ପରଫେକ୍ଟରାନ |
పోర్ఫిరా,ପୋରଫିରା |
పోర్ఫిరిన్,ପୋର୍ଫିରିନ୍ |
పోర్పిటా,Perpitita
పోర్పోయిస్,ପର୍ପୋଜ୍ |
పోర్టల్ సిస్టమ్,ପୋର୍ଟାଲ୍ ସିଷ୍ଟମ୍
పోర్టల్ సిర,ପୋର୍ଟାଲ୍ ଶିରା |
పోర్చుగీస్ మనిషి,ଯୁଦ୍ଧର ପର୍ତ୍ତୁଗୀଜ୍ ମ୍ୟାନ୍ |
పోర్చులాకా,ପୋର୍ଟୁଲାକା |
స్థాన సమాచారం,ପିଗାଲ୍ ସୂଚନା
సానుకూల (ప్రయోజనకరమైన) పరస్పర చర్య,ସକରାତ୍ମକ (ଉପକାରୀ) ପାରସ୍ପରିକ କ୍ରିୟା |
సానుకూలంగా వసూలు చేయబడిన అణువు,ସକରାତ୍ମକ ଭାବରେ ଚାର୍ଜ ହୋଇଥିବା ପରମାଣୁ |
స్థానం ఉద్గార టోమోగ్రఫీ,ପୋଜିସନ୍ ଅନୁକରଣ ଟମୋଗ୍ରାଫି |
పోస్ట్ మైటోటిక్ గ్యాప్ దశ,ମିଟୋଟିକ୍ ଗ୍ୟାପ୍ ପର୍ଯ୍ୟାୟ ପୋଷ୍ଟ କରନ୍ତୁ |
పోస్ట్‌క్లిటెల్లార్,ପୋଷ୍ଟକ୍ଲେଟ୍ରିଲ୍ |
పృష్ఠాంశము,ପରବର୍ତ୍ତୀ (ଡୋରସାଲ୍) ଧୂସର ଶିଙ୍ଗ |
పృష్ఠ హైపోఫిసిస్,ପରବର୍ତ୍ତୀ ହାଇପୋଫାଇସିସ୍ |
పృష్ఠ జోక్య,ପରବର୍ତ୍ତୀ ଷ୍ଟେଟରରିକର |
పృష్ఠ జోక్య సల్కస్,ପରବର୍ତ୍ତୀ ସେଣ୍ଟରୋପଲାର ସଲ୍କସ୍ |
పోస్ట్-ఫెర్టిలైజేషన్ ఈవెంట్,ପୋଷ୍ଟ-ଫର୍ଟିଲାଇଜେସନ୍ ଇଭେଣ୍ଟ |
పోస్ట్‌గాంగ్లియోనిక్,ପୋଷ୍ଟଗାଙ୍ଗଲିଓନିକ୍ |
ప్రసవానంతర,ପୋଷ୍ଟନାଟାଲ୍ |
ప్రసవానంతర సంరక్షణ,ପୋଷ୍ଟନାଟାଲ୍ ଯତ୍ନ |
ప్రసవానంతర దశ,ପୋଷ୍ଟନାଟାଲ୍ ପର୍ଯ୍ୟାୟ |
పోస్ట్‌జైగోటిక్ ఐసోలేషన్,ପୋଷ୍ଟଜିଗୋଟିକ୍ ବିଚ୍ଛିନ୍ନତା |
సంభావ్య శక్తి,ସମ୍ଭାବ୍ୟ ଶକ୍ତି |
సంభావ్యంగా సంతానోత్పత్తి,ସମ୍ଭାବ୍ୟ ଆନ୍ତରିକତା |
పర్సుడ్ క్షీరదం,ସ୍ତନ୍ୟପାୟୀ ପ୍ରାଣୀ
పర్సుడ్ పాలు,କ୍ଷୀର
పౌల్ట్రీ వ్యవసాయం,କୁକୁଡ଼ା ଚାଷ
శక్తివంతమైన తగ్గించే ఏజెంట్,ଶକ୍ତିଶାଳୀ ହ୍ରାସ ଏଜେଣ୍ଟ |
పవర్‌హౌస్,ପାୱାରହାଉସ୍
ప్రైర్,ପ୍ରତିମା
రొయ్యల వ్యవసాయం,ପ୍ରବଣ ଚାଷ
ప్రీ-అడాప్టివ్ మ్యుటేషన్,ପୂର୍ବ-ଆଡାପ୍ଟିଭ୍ ମ୍ୟୁଟେସନ୍ |
ప్రీబయోటిక్ అణువు,ପ୍ରିପିଓସିୟିକ୍ ଅଣୁ |
ప్రీబయోటిక్ వ్యవస్థ,ପ୍ରୋବୋଟିକ୍ ସିଷ୍ଟମ୍ |
ప్రీ-కేంబ్రియన్,ପୂର୍ବ-କାମ୍ବ୍ରିଆନ୍ |
అవపాతం,ବିବାଦ
ప్రీఫ్లిటెల్లార్,ପୂର୍ବାବଲକ୍ଷେତ୍ର
ముందస్తు యుక్తవయస్సు,ପ୍ରାଚୀନ ଯ ub ବନାବସ୍ଥା |
పూర్వగామి,ପୂର୍ବ
ప్రెడేషన్,ପୂର୍ବାନୁଷ୍ଠାନଗୁଡ଼ିକ
ప్రిడేటర్ ప్రొటిస్ట్,ଶିକାରକାରୀ ପ୍ରୋଟୋଷ୍ଟିଷ୍ଟ |
ప్రెడేటర్,ପ୍ରିଣ୍ଟେଟର
భవిష్య వాణి,ଭବିଷ୍ୟବାଣୀ
ముందుగా ఉన్న సెల్,ପୂର୍ବ-ବିଦ୍ୟମାନ କକ୍ଷ |
ప్రీగాంగ్లియోనిక్,ପୂର୍ବାଞ୍ଚଳ
గర్భం,ଗର୍ଭଧାରଣ
ముందస్తు ఐసోలేషన్,ଅଲଗା ଅଲଗା |
అకాల పతనం,ଅକାଳ ପତନ
పర్మిటోసిస్,ଅନୁମତିସା
ప్రీమోలార్,ପୂର୍ବାବଲୋକନ
ప్రీమోటర్ కార్టెక్స్,ପ୍ରୋମୋମୋର କର୍ଟେକ୍ସ |
ప్రీరల్ గాంగ్లియా,ପ୍ରୋମୋରାଲ୍ ଗ୍ୟାଙ୍ଗଲିଆ |
ప్రిప్యూస్,ପ୍ରସ୍ତୁତି
ప్రిప్యూషియల్ గ్రంథి,ପ୍ରାଥମିକ ଗ୍ରନ୍ଥି
సంరక్షించబడింది,ସୁରକ୍ଷିତ
సంరక్షించబడిన విసర్జన,ନିର୍ଗତ ବହିଷ୍କାର
ఒత్తిడి,ଚାପ
పీడన ప్రవాహ పరికల్పన,ଚାପ ପ୍ରବାହ ପ୍ରବାହ |
ప్రిస్నాప్టిక్ పొర,ପ୍ରେସନାପ୍ଟିକ୍ ମେମ୍ବ୍ରେନ୍ |
ప్రే,ଶିକାର
ప్రిక్లే,ପ୍ରିକଲ୍
ప్రిక్లీ గసగసాల (ఆర్గెమోన్),କଦଳୀ ପପି (ଆର୍ଜେଏନ୍)
ప్రాథమిక అబియోజెనిసిస్,ପ୍ରାଥମିକ ଆବିଓଗେନ୍ସିସ୍ |
ప్రాథమిక వాయు కాలుష్య కారకం,ପ୍ରାଥମିକ ବାୟୁ ପ୍ରଦୂଷଣକାରୀ |
ప్రాధమిక బ్రోంకస్,ପ୍ରାଥମିକ ବ୍ରୋଙ୍କସ୍ |
ప్రాథమిక కణ గోడ,ପ୍ରାଥମିକ ସେଲ୍ କାନ୍ଥ |
ప్రాథమిక సంకోచం,ପ୍ରାଥମିକ ନିର୍ମାଣ କାର୍ଯ୍ୟ
ప్రాధమిక ఎలక్ట్రాన్ అక్సెప్టర్,ପ୍ରାଥମିକ ଇଲେକ୍ଟ୍ରନ୍ ଏକମତ ଅଟେ |
ప్రాథమిక ఎండోస్పెర్మ్ సెల్,ପ୍ରାଥମିକ ଏଣ୍ଡୋପର୍ମ୍ କକ୍ଷ |
ప్రాధమిక occyte,ପ୍ରାଥମିକ OCCYTE |
ప్రాథమిక ఉత్పాదకత,ପ୍ରାଥମିକ ଉତ୍ପାଦକତା |
ప్రాథమిక బురద,ପ୍ରାଥମିକ ତଡ଼ିଦିଅ |
ప్రాథమిక,ପ୍ରାଥମିକ
ప్రిమాటా,ପ୍ରାଥମିକତା
ప్రైమేట్,ପ୍ରାଇମ
ప్రైమర్ DNA,ପ୍ରାଥମିକ DNA
ఆదిమ ఎచినోడెర్మ్,ପ୍ରାଥମିକ ଇଚିନୋଡର୍ମ୍ |
ఆదిమ వడపోత సకశేరుకం,ପ୍ରାଥମିକ ଫିଲ୍ଟର୍ ଫିଟିଙ୍ଗ୍ ମେରୁଦଣ୍ଡ |
ఆదిమ భూ మొక్క,ଆଦିମ ଭୂମି ଉଦ୍ଭିଦ |
ఆదిమ సెసిల్ లోఫోఫోరేట్,ପ୍ରାଥମିକ ସେକ୍ସିଲ୍ ଲୋଫୋଟ୍ |
ఆదిమ వాస్కులర్ వ్యవస్థ,ଆଦିମ ଭାସ୍କୁଲାର ସିଷ୍ଟମ୍ |
ఆదిమ వాతావరణం,ପ୍ରାଥମିକ ବାତାବରଣ |
ప్రిమోర్డియల్ జెర్మ్ సెల్,ପ୍ରାଥମିକ ଜୀବେଲ୍ ସେଲ୍ |
ప్రిములేల్స్,ପ୍ରାଥମିକତା
సూత్రం,ନୀତି
స్వతంత్ర కలగలుపు సూత్రం,ସ୍ independent ାଧୀନ ଗ୍ରହର ନୀତି |
విభజన సూత్రం,ପୃଥକତାର ନୀତି |
వారసత్వ సూత్రం,ଉତ୍ତରାଧିକାରର ନୀତି
ప్రిజం,ପ୍ରିଜିମ୍ |
ప్రోంథెసిస్,ପ୍ରବାସୀ
సంభావ్య పూర్వగామి,ସମ୍ଭାବ୍ୟ ପ୍ରିସ୍ୟୁର୍ସର |
పరిశోధన,ପ୍ରମାଣ କର |
ప్రోబోసిస్,ପ୍ରାଇସସ୍ |
ప్రోసెంట్రిక్ జత,ସଞ୍ଚାଳିତ ଯୋଡି
ప్రాసెస్ చేసిన RNA,ପ୍ରକ୍ରିୟାକୃତ rna
ప్రాసెసింగ్,ପ୍ରକ୍ରିୟାକରଣ
ప్రోకంబెంట్,ଦୋଷୀ
నిర్మాత,ଉତ୍ପାଦକ
Proembryo,ପ୍ରୋମ୍ବ୍ରିଓ |
ప్రోఎంబ్రియోనిక్ క్యాప్,ପ୍ରୋଥ୍ରୋନିକ୍ କ୍ୟାପ୍ |
ప్రొఫండల్ జోన్,ପ୍ରଫଣ୍ଡାଲ୍ ଜୋନ୍ |
సంతానం,ବାଦ୍ୟଯନ୍ତ୍ର
ప్రొజెస్టెరాన్,ପ୍ରୋଜେଷ୍ଟେରନ୍
ప్రగతిశీల ధోరణి,ପ୍ରଗତିଶୀଳ ଧାରା
PROGYMNOSPERM,Progymnosporm
ప్రోహార్మోన్,ଭୋରମୋନ୍
ప్రొజెక్టింగ్ రిడ్జ్,ପ୍ରୋଜେକ୍ଟ କରିବା ରିଜ୍
ప్రోకారియోట్లు),ପ୍ରୋକାରୀୋଟ୍ସ (ପ୍ରୋକ୍ୟୁଟ୍ରୋଟସ୍)
ప్రోకారియోటిక్ సెల్,ପ୍ରୋକାରୀୋଟିକ୍ ସେଲ୍ |
ప్రోలాక్టిన్ నిరోధించే హార్మోన్ (PIH),ପ୍ରୋଲାକ୍ଟିନ୍ ହରମୋନକୁ ପ୍ରତିବନ୍ଧିତ କରେ (PIH)
ప్రోలాక్టిన్ విడుదల హార్మోన్ (పిఆర్హెచ్),ପ୍ରୋଲାକ୍ଟିନ୍ ହରମୋନ୍ ରିଲିଜ୍ (PRH)
ప్రోలాక్టిన్,ପ୍ରୋଲାକ୍ଟିନ୍
విస్తరణ,ପ୍ରବନ୍ଧ
ప్రెమెరిస్టెమ్,ପ୍ରିମିମେରଜମରଣ
ప్రాథమిక మెరిస్టెమ్,ପ୍ରାଥମିକ ମେରିସମରଣ
ప్రమెటాఫేస్,ଭେମୋଟାଫାଟ୍
ఉచ్ఛారణ,ପ୍ରବୃଣ
ప్రాప్ రూట్,ପ୍ରୁସ ମୂଳ
ప్రచారం,ପ୍ରାସାଦଶ
ప్రొఫేస్,ଭୋଫାସ୍
ప్రొపియోనిబాక్టీరియం షెర్మాని,Preyionbibacterium Sermaniii |
ప్రోషెన్సెఫలాన్,ପ୍ରୋସେନିମର୍ନନ୍ |
ప్రోసెన్చైమా,Prosionchiyma
ప్రోసోపిస్,ପ୍ରୋକାସିସ୍ |
Prosopis cineraria (khejri),ପ୍ରୋସ୍ପିସ୍ ସିନେରିଆ (ଖଜ୍ରି)
ప్రోస్టాగ్లాండిన్,ପ୍ରୋଷ୍ଟାଗ୍ଲାଣ୍ଡିନ୍ |
ప్రోస్టేట్ గ్రంథి,ପ୍ରୋଷ୍ଟେଟ୍ ଗ୍ରନ୍ଥି |
ప్రొస్థెసిస్,ଭୋଷ୍ଟେସିସ୍
ప్రొస్తెటిక్ గ్రూప్,ପ୍ରୋଥେଟିକ୍ ଗୋଷ୍ଠୀ |
ప్రోస్టోమియం,ପ୍ରୋସପୋମିୟମ୍
ప్రోస్ట్రేట్,ପ୍ରଣାମ
ప్రోటాండ్రస్,ଭେର ମଦ୍ଦାରେ
ప్రోటాండ్రీ,ଭାଉଣ୍ଟର
ప్రోటీసియా,ତ୍ରୁଟିସେତା |
ప్రోటీజ్,ସୁରକ୍ଷିତ
రక్షిత ప్రాంతం,ସୁରକ୍ଷିତ କ୍ଷେତ୍ର |
రక్షణ అటవీ,ସୁରକ୍ଷା ବନାନ |
రక్షణ,ପ୍ରତିରକ୍ଷା
రక్షణ విధానం,ପ୍ରତିରକ୍ଷା ଯାନ୍ତ୍ରିକତା |
ప్రోటీన్ జీర్ణమయ్యే ఎంజైమ్,ପ୍ରୋଟିନ୍ ଡିଜିଙ୍ଗ୍ ଏନଜାଇମ୍ |
ప్రోటీన్ కణిక,ପ୍ରୋଟିନ୍ ଗ୍ରାନୁଲ୍ |
ప్రోటీన్ కినేస్,ପ୍ରୋଟିନ୍ କିନ୍ଜା |
ప్రోటీన్ సంశ్లేషణ,ପ୍ରୋଟିନ୍ ସିନ୍ଥେସିସ୍ |
ప్రోటీనేసియస్ హబ్,ପ୍ରାଥମିକ ହବ୍ |
ప్రోటీనేసియస్ స్పాంగిన్ ఫైబర్,ପ୍ରୋଟିନ୍ସିସ୍ ସ୍ପଞ୍ଜିନ୍ ଫାଇବର |
ప్రోటీనాయిడ్ మైక్రోస్పియర్,ପ୍ରୋଟିନଏଡ୍ ମାଇକ୍ରୋ ସ୍ପେର୍ |
ప్రోటీన్యూరియా,ପ୍ରୋଟିନେରିସିଆ
ప్రోటీగ్లైకాన్,Prorogogleycan
ప్రోటీయోలిసిస్,Prorogleys
ప్రోటీయోలైటిక్ ఎంజైమ్,PriToLyLicItitn
ప్రొటెర్మినల్ జత,ପ୍ରୋଟରମିନାଲ୍ ଯୋଡି |
ప్రోథల్లస్,ପ୍ରୋଥାଲସ୍ |
ప్రోథొరాక్స్,ପ୍ରୋଥୋକ୍ରାକ୍ସ |
ప్రోథార్మ్బిన్,ପ୍ରୋଥହର୍ମିନ |
ప్రొటిస్ట్ ఆల్గే,ପ୍ରୋଟିଷ୍ଟ୍ ଆଲଗା |
ప్రొటిస్టా,ପ୍ରମାଣଧାଟାକୁ
ప్రోటోన్‌కోజీన్,ପ୍ରୋଟୋନୋକୋଜେନ |
ప్రోటోబియోంట్,ପ୍ରୋଟ୍ରିୟ-
ప్రోటోచార్డాటా,ପ୍ରୋସୋକର୍ଡଟା |
ప్రోటోలైఫ్,ପ୍ରୋଟିକ୍
ప్రోటాన్ ప్రవణత,ପ୍ରିଅନ୍ ଗ୍ରେଡିଏଣ୍ଟ୍ |
ప్రోటోనెమా,ପର୍ମୋମା
ప్రోటోప్లాజం,ପ୍ରୋଟପ୍ଲାସମ୍
ప్రోటోప్లాజమ్ సేకరణ,ପ୍ରୋଟୋପ୍ଲାଜମ୍ ସଂଗ୍ରହ
ప్రోటోప్లాస్మిక్ ఎపిథీలియం,ପ୍ରୋଟୋପ୍ଲାଜ୍ ଏପିଟେଲିୟମ୍ |
ప్రోటోప్లాస్మిక్ స్ట్రాండ్,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ଷ୍ଟାଣ୍ଡ |
ప్రోటోప్లాస్మిక్ స్ట్రీమింగ్,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ଷ୍ଟ୍ରିମିଂ |
ప్రోటోప్లాస్మిక్ పదార్ధం,ପ୍ରୋଟୋପ୍ଲାଜମିକ୍ ପଦାର୍ଥ |
ప్రోటోప్లాస్ట్ సంస్కృతి,ପ୍ରୋଟପଲ୍ ସଂସ୍କୃତି
ప్రోటోరియన్,ପ୍ରଣାଳୀ
ప్రోటోట్రోఫ్,ପ୍ରୋଟୋଟ୍ରୋଫ
ప్రోటోటైప్,ପ୍ରୋଟୋଟାଇପ୍
ప్రోటాక్సిన్,ପ୍ରୋଟୋକକ୍ସନ୍
ప్రోటోజోవాన్ పరాన్నజీవి,ପ୍ରୋଟଞ୍ଜନ ପରଜୀବୀ |
ప్రోటోజోవాన్,ପ୍ରୋଟୋଜୋନ୍
ప్రొట్యూబరెన్స్,ପ୍ରୋଟ୍ୟୁବେରାନ୍ସ |
ప్రాక్సిమల్,ପ୍ରକ୍ସିମ
ప్రాక్సిమల్ నెఫ్రాన్,ପ୍ରକ୍ସିମାଲ୍ ନେଫ୍ରନ୍ |
సామ్మోఫిలస్,ବଂଶ
సూడోకోలోమేట్,ଛଉଡିଓକୋମୋଲୋଲ୍ |
సూడోకోప్యులేట్,ଛଉକୋପୁପୁଲେଟ୍ |
సూడోఎంబ్రియో,ଛଉଡି ବିମେରୋ |
సూడోఫిలమెంట్,ଛଉଧାରୀ |
సూడోమోనాస్ ఫ్లోరోసెన్స్,ଛଦ୍ମୟୁସ୍ ଫ୍ଲୋରୋସେନ୍ସ |
సూడోమోనాస్ పుటిడా,ସିଜଡୋମାନା ପୁଟିୟା |
సూడోమోనాస్ రుబ్రిలినియన్లు,ଛଦ୍ମ ଗ୍ୟୁର ଆରକ୍ରିନାନ୍ସ |
సూడోపోడియా,ଛୁଆ
సూడోపోడియోస్పోర్,ଛଉଡିଦୋଡ୍ ଷ୍ଟୋର
సూడోస్ట్రాటిఫైడ్ ఎపిథీలియం,ଛଦ୍ମୀୟ ଏପିହେଲିୟମ୍ |
సూడోనిపోలార్ నరాల కణం,ଛଦ୍ଭୁଳପୋଲାର ସ୍ନାୟର କୋଷ ସେଲ୍ |
సిలోసిబిన్,Psilloybin
సైలోఫైటన్,Psollphyton
సిలోప్సిడా,PsilSpesida
Psittacula,କରିଛନ୍ତିସଟୋଟାକୁଲା
పిట్టాకస్,Psittacus
సైకోయాక్టివ్ డ్రగ్,ସାଇକୋଆକ୍ଟିଭ୍ drug ଷଧ |
మానసిక రుగ్మత,ମାନସିକ ବିକୃତି |
సైకోమోటర్ అభివృద్ధి,ସାଇକୋମୋମିଟର ବିକାଶ |
సైకోమోటర్ ఉద్దీపన,ସାଇକୋମୋଟର୍ ଉତ୍ସାହିତ |
మానసిక,ସାଇକ୍ସୋମାଟିକ୍ |
సైకోఫిలిక్,ସାଇକ୍ରୋଫିଲିକ୍ |
స్టెరిడోఫైటా,ଅପ୍ଟିଡୋଫାଇଟା |
స్టెరిస్,ଲଗା
Pterobranch,Pterobranch |
Pteroglutamic,Pteroglutamic
స్టెరోఫిలమ్,ପେଣ୍ଟ୍ରୋଫାଇଲମ୍ |
Pteropsida,Pterestida
Pteropus,Pterpus |
Pterygopalatine ganglion,D ଉତ୍ତୀପ ଓସମ୍ପାଲାଟ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
Ptyalin,Ptyalin
యుక్తవయస్సు,ଯ ub ବନାବସ୍ଥା |
జఘన ఎముక,ପବ୍ ହାଡ |
పుబిస్,ପୁବିସ୍
పుక్కినియా,ପୁକିନିଆ |
పఫ్బాల్,ପୁଫବଲ୍ |
పగ్ మార్క్స్,ପଗ୍ ମାର୍କ |
పుల్ మోడల్,ମଡେଲ୍ ଟାଣନ୍ତୁ |
పల్మనరీ ఆర్టరీ,ଫୁସଫୁସ ଆର୍ଥିକ |
పల్మనరీ శ్వాసక్రియ,ଫୁସଫୁସ ଧ୍ୱନାରେ |
పల్మనరీ సెమిలునార్ వాల్వ్,ଫୁସଫୁସ ସେମିଲୁନାର୍ ଭଲଭ୍ |
పల్మనరీ వాల్వ్,ଫୁସଫୁସ ଭଲଭ୍ |
పల్మనరీ సిర,ଫୁସଫୁସ ଶିରା |
పల్మనరీ వెంటిలేషన్,ଫୁସଫୁସ ଭେଣ୍ଟିଲେସନ୍ |
పల్స్,ନାଡ
పల్స్,ନାଡ
పుల్వినస్,ପଲଭିନସ୍
పున్నెట్ స్కూర్,ଦଣ୍ଡ ସ୍କ୍ୱୋର |
పుంటి చేప,ପଣ୍ଟି ମାଛ |
పుంటియస్,ପଣ୍ଟିଅସ୍
విద్యార్థి,ଛାତ୍ର
స్వచ్ఛమైన పెంపకం,ଶୁଦ୍ଧ ବନ୍ଧ
స్వచ్ఛమైన-పెంపకం,ଶୁଦ୍ଧ-ପ୍ରଜନନ
స్వచ్ఛమైన సంస్కృతి,ଶୁଦ୍ଧ ସଂସ୍କୃତି
స్వచ్ఛమైన లైన్,ଶୁଦ୍ଧ ରେଖା
ప్యూరిన్,ଉଦ୍ଦେଶ୍ୟ
గామేట్ యొక్క స్వచ్ఛత,ଗେମେଟର ଶୁଦ୍ଧତା |
పుర్కిన్జే ఫైబర్,ପୁର୍କିନଜେ ଫାଇବର |
పుసా స్నోబాల్,ପୁଷା ତୁଷାରପାତ |
ముంచె,ପୁଷ୍ଟୁଲ୍
పైలోరిక్ గొట్టపు గ్రంథి,ପିଲୋରିକ୍ ​​ଟୁବୁଲାର୍ ଗ୍ରନ୍ଥି |
పిరమిడ్,ପିରାମିଡ୍
బయోమాస్ యొక్క పిరమిడ్,ବାୟୋମାସର ପିରାମିଡ୍ |
శక్తి యొక్క పిరమిడ్,ଶକ୍ତିର ପିରାମିଡ୍ |
సంఖ్య యొక్క పిరమిడ్,ସଂଖ୍ୟାର ପିରାମିଡ୍ |
పిరమిడల్ సెల్,ପିରାମିଡାଲ୍ ସେଲ୍ |
పిరిడాక్సిన్,Pyridoxine
పిరిమిడిన్,Pyrimidine
పైరైట్,ପାଇ୍ ରାଇଟ୍
పైరోలైసిస్,Pyrolysis
పైరువాట్,ପ୍ରାଥଭ
పైరువాట్ డీహైడ్రోజినేస్,ପ୍ରାଥମିକ ଦେହଡ୍ରୋଜେନେଜ୍ |
పైరువాట్ ఫాస్ఫేట్ డికినేస్,ପାଇଫେଟ୍ ଫସଫେଟ୍ ଡିକିନାସ୍ |
పైథాన్,ପାଇଥନ୍
క్వాడ్రాట్,ଉଡାଟ୍ରାଟସ୍ |
గుణాత్మక విశ్లేషణాత్మక పాత్ర,ଗୁଣାତ୍ମକ ଆନାଲିଟିକ୍ ବର୍ଣ୍ଣ |
గుణాత్మక పదనిర్మాణ విధానం,ଗୁଣାତ୍ମକ morphological ଆଭିମୁଖ୍ୟ |
రోగ అనుమానితులను విడిగా ఉంచడం,କ୍ୱାଣ୍ଟିନ
పాక్షిక-ఫ్లూయిడ్,କ୍ୱାସି-ଫ୍ଲୁଇଡ୍ |
క్వాటర్నరీ కాలం,ଚତୁର୍ଦ୍ଦଶ ସମୟ |
క్వాటర్నరీ,Ountalary
క్వెర్కస్ ఫ్లోరిబండ,କ୍ୱର୍କସ୍ ଭୋଗେଣ୍ଡୁଣ୍ଡା |
క్వెర్కస్ లానుగినోస్,କ୍ୱର୍କସ୍ ଚାନୁଗିନିସ୍ |
క్వెర్కస్ ల్యూకోట్రికోఫోరా,କ୍ୱେରସ୍କସ୍ ଲହୁକୋଟ୍ରୋଫୋର |
క్వెర్కస్ సెమీకార్పిఫోలియా,କ୍ୱେର୍କସ୍ ସେମିକାର୍ପିଏଲୋଲ୍ |
శీఘ్ర దిగుబడి లక్షణం,ଶୀଘ୍ର ଅମଳ ବ feature ଶିଷ୍ଟ୍ୟ |
QUISCENCE,Questence
క్విసెంట్ సెల్,କ୍ୱିସସେଣ୍ଟ କକ୍ଷ |
క్వినైన్,କ୍ୱିନ୍
క్విసెంట్ స్టేజ్,କ୍ୱିସେଣ୍ଟ ଷ୍ଟେଜ୍ |
రెనిన్ ఎంజైమ్,ରେନିନ୍ ଏନଜାଇମ୍ |
R- కణాలు,R-cells
రేసెమ్,Rastem
రేస్‌మోస్,ଜାତି
రేస్‌మోస్ రకం,ରେସମୋଜ୍ ପ୍ରକାର |
రాచిస్,ରାଚିସ୍
రేడియల్ స్పోక్,ରେଡିଆଲ୍ କଥା ହେଲା |
రేడియల్ సమరూపత,ରେଡିଆଲ୍ ସମୃଦ୍ଧତା |
ప్రకాశవంతమైన,ଉଜ୍ଜ୍ୱଳ
రేడియేటా,ରେଡିଆଟା
రేడియేషన్,ବିକିରଣ
రేడియేషన్ డిటెక్టర్,ବିକିରଣ ଡିଟେକ୍ଟର |
రేడియేషన్ థెరపీ,ବିକିରଣ ଚିକିତ୍ସା
రాడికల్,ରେଡ଼ିଓ
రేడియోధార్మిక ఐసోటోప్,ରେଡିଓଆକ୍ଟିଭ୍ ଆଇସୋଟୋପ୍ |
రేడియోధార్మిక కేంద్రకం,ରେଡିଓଆକ୍ଟିଭ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |
రేడియోధార్మిక కాలుష్యం,ରେଡିଓଆକ୍ଟିଭ୍ ପ୍ରଦୂଷଣ |
రేడియోధార్మిక మూలం,ରେଡିଓଆକ୍ଟିଟିଭ୍ ଉତ୍ସ |
రేడియోధార్మికత,ରେଡିଓ ଆକ୍ଟସ୍
రేడియోగ్రాఫ్,ରେଡିଓଗ୍ରାଫ୍
రేడియో ఐసోటోప్,ରେଡିଓସୋଟୋପ୍
రేడియోథెరపీ,ରେଡିଓଥେରାପି |
వ్యాసార్థం,ବ୍ୟାସାର୍ଦ୍ଧ
రాడులా,ରାଡଲା
రామాపిథెకస్,ରାମସିଫଟିସ୍ |
యాదృచ్ఛిక జత,ଅନିୟମିତ ଯୋଡି |
యాదృచ్ఛికంగా,ଅନିୟମିତ ଭାବରେ |
రానున్క్యులస్ ఆక్వాటిలిస్,ରାନୁଙ୍କୁଲସ୍ ଆକ୍ୱାଟିଲିସ୍ |
రాఫే,ରାଗ୍ |
రాఫైడ్లు,ରାଫାଇଡ୍ |
అరుదైన,ବିରଳ
రాస్బెర్రీ,ରସବେରୀ |
రాటస్,Rantus
రౌవోల్ఫియా వామిటోరియా,Raulwolia vomitoria
ముడి సరుకు,କଞ୍ଚାମାଲ୍
రే మరియు డిస్క్ ఫ్లోరెట్,ରାଇ ଏବଂ ଡିସ୍କ ଫ୍ଲୋରେଟ୍ |
ప్రతిచర్య,ପ୍ରତିକ୍ରିୟାଶୀଳ |
ప్రతిచర్య కేంద్రం,ପ୍ରତିକ୍ରିୟା କେନ୍ଦ୍ର
పునశ్చరణ,Recapitution
