Punjabi,Kannada
ਪ੍ਰੋਗਰਾਮ ਰੁਕਣਾ,ಕಾರ್ಯಕ್ರಮ ಸ್ಥಗಿತ
ਪ੍ਰੋਗਰਾਮ ਲਾਇਬ੍ਰੇਰੀ,ಕಾರ್ಯಕ್ರಮ ಗ್ರಂಥಾಲಯ
ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਚਲਾਉਣ,ಕಾರ್ಯಕ್ರಮದ ಚಾಲನೆ
ਪ੍ਰੋਗਰਾਮਰ,ಪ್ರೋಗ್ರಾಮರ್
ਪ੍ਰੋਲੋਗ,ಪ್ರೋಲಾಗ್
ਪ੍ਰੋਮ,PROM
ਪ੍ਰਸਾਰ,ಪ್ರಸರಣ
ਪ੍ਰਸਤਾਵ,ಪ್ರತಿಪಾದನೆ
ਸੁਰੱਖਿਅਤ ਕੁੰਜੀ,ಸಂರಕ್ಷಿತ ಕೀ
ਸੁਰੱਖਿਆ,ರಕ್ಷಣೆ
ਪ੍ਰੋਟੋਕੋਲ,ಶಿಷ್ಟಾಚಾರ
ਪ੍ਰੋਟੋਕੋਲ ਅਨੁਵਾਦ,ಪ್ರೋಟೋಕಾಲ್ ಅನುವಾದ
ਸੂਡੋ ਕੋਡ,ಹುಸಿ ಕೋಡ್
ਜਨਤਕ ਡਾਟਾ ਨੈੱਟਵਰਕ,ಸಾರ್ವಜನಿಕ ಡೇಟಾ ನೆಟ್ವರ್ಕ್
ਜਨਤਕ ਡੋਮੇਨ,ಸಾರ್ವಜನಿಕ ಡೊಮೇನ್
ਜਨਤਕ ਕੁੰਜੀ ਇਨਕ੍ਰਿਪਟਿੰਗ,ಸಾರ್ವಜನಿಕ ಕೀ ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್
ਨਬਜ਼,ನಾಡಿ
ਪਲਸ ਕੋਡ ਮੋਡੂਲੇਸ਼ਨ,ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಶನ್
ਪਲਸ ਡਿਜੀਟਲ ਮੋਡੂਲੇਸ਼ਨ (PDM),ಪಲ್ಸ್ ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್ (PDM)
ਪਲਸ ਰੇਲਗੱਡੀ,ನಾಡಿ ರೈಲು
ਵਿਰਾਮ ਚਿੰਨ੍ਹ,ವಿರಾಮಚಿಹ್ನೆ
ਧੱਕਾ,ತಳ್ಳು
ਆਟੋਮੇਟਾ ਥੱਲੇ ਧੱਕੋ,ಆಟೋಮ್ಯಾಟಾವನ್ನು ಕೆಳಗೆ ತಳ್ಳಿರಿ
ਪੁਸ਼ਅੱਪ ਸੂਚੀ,ಪುಷ್ಅಪ್ ಪಟ್ಟಿ
ਕੁਆਡ ਘਣਤਾ,ಕ್ವಾಡ್ ಸಾಂದ್ರತೆ
ਯੋਗਤਾ,ಅರ್ಹತೆ
ਕੁਆਂਟੀਫਾਇਰ,ಕ್ವಾಂಟಿಫೈಯರ್
ਮਾਤਰਾ,ಪ್ರಮಾಣೀಕರಿಸು
ਕੁਆਂਟਾਇਜ਼ਰ,ಕ್ವಾಂಟೈಸರ್
ਕੁਆਂਟਮ,ಕ್ವಾಂಟಮ್
ਕੁਆਂਟਮ ਘੜੀ,ಕ್ವಾಂಟಮ್ ಗಡಿಯಾರ
ਕੁਆਂਟਮ ਕੰਪਿਊਟਿੰਗ,ಕ್ವಾಂಟಮ್ ಕಂಪ್ಯೂಟಿಂಗ್
ਉਦਾਹਰਨ ਦੁਆਰਾ ਪੁੱਛਗਿੱਛ,ಉದಾಹರಣೆಯ ಮೂಲಕ ಪ್ರಶ್ನಿಸಿ
ਪੁੱਛਗਿੱਛ,ಪ್ರಶ್ನೆ
ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ,ಪ್ರಶ್ನೆ ಭಾಷೆ
ਪੁੱਛਗਿੱਛ ਦੀ ਪ੍ਰਕਿਰਿਆ,ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ
ਕਤਾਰ,ಸರತಿ
ਕਤਾਰ ਪ੍ਰਬੰਧਨ,ಕ್ಯೂ ನಿರ್ವಹಣೆ
ਕਤਾਰ ਰਜਿਸਟਰ,ಕ್ಯೂ ರಿಜಿಸ್ಟರ್
ਕਤਾਰਬੱਧ ਨੈੱਟਵਰਕ,ಸರತಿ ಜಾಲ
ਕਤਾਰਬੱਧ ਥਿਊਰੀ,ಕ್ಯೂನಿಂಗ್ ಸಿದ್ಧಾಂತ
ਤੇਜ਼ ਪਹੁੰਚ ਮੈਮੋਰੀ,ತ್ವರಿತ ಪ್ರವೇಶ ಮೆಮೊರಿ
ਭਾਗ,ಕ್ವಾಟಿಯಂಟ್
ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ (RFI),ರೇಡಿಯೋ ಆವರ್ತನ ಹಸ್ತಕ್ಷೇಪ (RFI)
ਮੂਲ,ರಾಡಿಕ್ಸ್
ਰੈਂਡਮ ਐਕਸੈਸ ਕੰਪਿਊਟਰ ਉਪਕਰਣ (RACE),ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಕಂಪ್ಯೂಟರ್ ಉಪಕರಣಗಳು (RACE)
ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (RAM),ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ (RAM)
ਬੇਤਰਤੀਬ ਸਕੈਨ,ಯಾದೃಚ್ಛಿಕ ಸ್ಕ್ಯಾನ್
ਰਾਸਟਰ,ರಾಸ್ಟರ್
ਰਾਸਟਰ ਸਕੈਨ,ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನ್
ਮੁੜ ਇੰਜੀਨੀਅਰਿੰਗ,ಮರು ಎಂಜಿನಿಯರಿಂಗ್
ਮੁੜ ਵਾਧਾ,ಮರು ಹಿಗ್ಗುವಿಕೆ
ਪਹੁੰਚਯੋਗਤਾ,ತಲುಪುವಿಕೆ
ਪੜ੍ਹੋ,ಓದು
ਸਿਰ ਪੜ੍ਹੋ,ತಲೆ ಓದಿದೆ
ਸਿਰਫ ਪੜ੍ਹਨ ਲਈ,ಓದಲು ಮಾತ್ರ
ਸਿਰਫ ਮੈਮੋਰੀ ਪੜ੍ਹੋ,ಓದಲು ಮಾತ್ರ ಸ್ಮರಣೆ
ਪੜ੍ਹੋ ਲਿਖਣ ਦਾ ਸਿਰ,ತಲೆ ಓದಿ ಬರೆಯಿರಿ
ਪੜ੍ਹਨ/ਲਿਖਣ ਦਾ ਚੱਕਰ,ಓದುವ/ಬರೆಯುವ ಚಕ್ರ
ਪੜ੍ਹੋ/ਲਿਖੋ ਸਿਰ,ತಲೆ ಓದಲು/ಬರೆಯಲು
ਪੜ੍ਹੋ/ਲਿਖੋ,ಓದು ಬರೆ
ਪਾਠਕ,ಓದುಗ
ਪੜ੍ਹਨਾ,ಓದುವುದು
ਪੜ੍ਹੋ,ಓದು-ಹೊರಗೆ
ਅਸਲੀ,ನಿಜವಾದ
ਰੀਅਲ ਟਾਈਮ ਪ੍ਰੋਸੈਸਿੰਗ,ನೈಜ ಸಮಯದ ಸಂಸ್ಕರಣೆ
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ರಿಸೀವರ್
ਮਾਨਤਾ ਤਰਕ,ಗುರುತಿಸುವಿಕೆ ತರ್ಕ
ਦੁਬਾਰਾ ਕੰਪਾਇਲ ਕਰੋ,ಪುನಃ ಕಂಪೈಲ್ ಮಾಡಿ
ਰਿਕਾਰਡ,ರೆಕಾರ್ಡ್ ಮಾಡಿ
ਰਿਕਾਰਡਿੰਗ ਸਿਰ,ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ ਗਲਤੀ,ಮರುಪಡೆಯಬಹುದಾದ ದೋಷ
ਰਿਕਵਰੀ,ಚೇತರಿಕೆ
ਰੀਕਰਸਿਮ ਥਿਊਰਮ,ರಿಕರ್ಸಿಮ್ ಪ್ರಮೇಯ
ਦੁਹਰਾਓ,ಪುನರಾವರ್ತನೆ
ਆਵਰਤੀ ਫੰਕਸ਼ਨ,ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ
ਘਟਾਇਆ ਗਿਆ ਨਿਰਦੇਸ਼ ਸੈੱਟ ਕੰਪਿਊਟਰ (RISC),ಕಡಿಮೆ ಸೂಚನಾ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC)
ਰਿਡੰਡੈਂਸੀ,ಪುನರಾವರ್ತನೆ
ਸੁਤੰਤਰ ਡਿਸਕਾਂ ਦੀ ਬੇਲੋੜੀ ਐਰੇ (RAID),ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್ಗಳ ಅನಗತ್ಯ ಶ್ರೇಣಿ (RAID)
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲਾ,ಮರು ಪ್ರವೇಶ
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕੋਡ,ಮರು ಪ್ರವೇಶ ಕೋಡ್
ਹਵਾਲਾ,ಉಲ್ಲೇಖ
ਹਵਾਲਾ ਇਕਸਾਰਤਾ,ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ
ਪ੍ਰਤੀਬਿੰਬ,ಪ್ರತಿಫಲನ
ਪ੍ਰਤੀਬਿੰਬ,ಪ್ರತಿಫಲನ
ਅਪਵਰਤਨ,ವಕ್ರೀಭವನ
ਤਾਜ਼ਾ ਕਰੋ,ರಿಫ್ರೆಶ್ ಮಾಡಿ
ਪੁਨਰਜਨਮ,ಪುನರುತ್ಪಾದನೆ
ਰਜਿਸਟਰ,ನೋಂದಣಿ
ਨਿਯਮਤ ਵਿਆਕਰਣ,ನಿಯಮಿತ ವ್ಯಾಕರಣ
ਸਬੰਧ,ಸಂಬಂಧ
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ,ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (RDBMS),ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS)
ਰਿਲੇਸ਼ਨਲ ਮਾਡਲ,ಸಂಬಂಧಿತ ಮಾದರಿ
ਰਿਸ਼ਤੇਦਾਰ,ಸಂಬಂಧಿ
ਰਿਸ਼ਤੇਦਾਰ ਸੰਬੋਧਨ,ಸಂಬಂಧಿತ ವಿಳಾಸ
ਰੀਲੇਅ,ರಿಲೇ
ਭਰੋਸੇਯੋਗਤਾ ਮਾਡਲਿੰਗ,ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾಡೆಲಿಂಗ್
ਭਰੋਸੇਯੋਗ,ವಿಶ್ವಾಸಾರ್ಹ
ਰੀਲੋਕੇਟੇਬਲ ਕੋਡ,ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್
ਰਿਮੋਟ,ರಿಮೋಟ್
ਰਿਮੋਟ ਹੋਸਟ,ರಿಮೋಟ್ ಹೋಸ್ಟ್
ਰਿਮੋਟ ਨੌਕਰੀ ਦਾਖਲਾ,ದೂರಸ್ಥ ಉದ್ಯೋಗ ಪ್ರವೇಶ
ਰਿਮੋਟ ਲਾਗ-ਇਨ,ರಿಮೋಟ್ ಲಾಗ್-ಇನ್
ਰਿਮੋਟ ਪ੍ਰਕਿਰਿਆ ਕਾਲ (RPC),ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಕರೆ (RPC)
ਰਿਮੋਟ ਸੈਂਸਿੰਗ,ದೂರ ಸಂವೇದಿ
ਨਾਮ ਬਦਲੋ,ಮರುಹೆಸರಿಸು
ਪੇਸ਼ਕਾਰੀ,ರೆಂಡರಿಂಗ್
ਰੀਪੀਟਰ,ಪುನರಾವರ್ತಕ
ਜਵਾਬ,ಉತ್ತರಿಸು
ਬੇਨਤੀ,ವಿನಂತಿ
ਟਿੱਪਣੀਆਂ ਲਈ ਬੇਨਤੀ (RFC),ಕಾಮೆಂಟ್‌ಗಳಿಗಾಗಿ ವಿನಂತಿ (RFC)
ਬੇਨਤੀ/ਜਵਾਬ ਪ੍ਰੋਟੋਕੋਲ,ವಿನಂತಿ / ಪ್ರತ್ಯುತ್ತರ ಪ್ರೋಟೋಕಾಲ್
ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਮੁੜ ਚਲਾਓ,ಮರುಚಾಲನೆ ಕಾರ್ಯಕ್ರಮ
ਖੋਜ,ಸಂಶೋಧನೆ
ਰੀਸੈਟ ਚੱਕਰ,ಮರುಹೊಂದಿಸುವ ಚಕ್ರ
ਨਿਵਾਸੀ,ನಿವಾಸಿ
ਮਤਾ,ರೆಸಲ್ಯೂಶನ್
ਸਰੋਤ,ಸಂಪನ್ಮೂಲಗಳು
ਜਵਾਬ ਦਾ ਸਮਾਂ,ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ
ਰੀਸਟਾਰਟ ਕਰੋ,ಪುನರಾರಂಭದ
ਰੀਸਟੋਰ ਕਰੋ,ಮರುಸ್ಥಾಪಿಸಿ
ਰੀਟਰੇਸ,ಹಿಂಪಡೆಯಿರಿ
ਰੀਟ੍ਰਾਂਸਮਿਸ਼ਨ,ಮರುಪ್ರಸಾರ
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ,ಹಿಂಪಡೆಯಲು
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,ಮರುಪ್ರಯತ್ನಿಸಿ
ਵਾਪਸੀ,ಹಿಂತಿರುಗಿ
ਵਾਪਸੀ ਕੋਡ,ರಿಟರ್ನ್ ಕೋಡ್
ਵਾਪਸੀ ਕੁੰਜੀ,ರಿಟರ್ನ್ ಕೀ
ਮੁੜ ਵਰਤੋਂ ਯੋਗ ਕੋਡ,ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್
ਮੁੜ ਲਿਖਣਯੋਗ,ಪುನಃ ಬರೆಯಬಹುದಾದ
RGB ਮਾਨੀਟਰ,RGB ಮಾನಿಟರ್
ਰਿਬਨ,ರಿಬ್ಬನ್
ਸਹੀ ਮੁੱਦਾ,ಸರಿಯಾದ ಸಮಸ್ಯೆ
ਰੋਬੋਟ,ರೋಬೋಟ್
ਰੋਬੋਟਿਕਸ,ರೊಬೊಟಿಕ್ಸ್
ਮਜ਼ਬੂਤ,ದೃಢವಾದ
ਭੂਮਿਕਾ,ಪಾತ್ರ
ਵਾਪਸ ਰੋਲ,ಹಿಂತಿರುಗಿ
ਵਿੱਚ ਰੋਲ,ರೋಲ್ ಇನ್
ਵੇਲਨਾ,ರೋಲ್ ಔಟ್
ROM,ರಾಮ್
ਰੂਟ,ಬೇರು
ਰੂਟ ਡਾਇਰੈਕਟਰੀ,ಮೂಲ ಡೈರೆಕ್ಟರಿ
ਗਲਤੀ ਦਾ ਦੌਰ,ದೋಷದ ಸುತ್ತಿನ
ਰਾਊਟਰ,ರೂಟರ್
ਰੂਟਿੰਗ,ರೂಟಿಂಗ್
RS232C ਇੰਟਰਫੇਸ,RS232C ಇಂಟರ್ಫೇಸ್
RSA ਇਨਕ੍ਰਿਪਸ਼ਨ,RSA ಗೂಢಲಿಪೀಕರಣ
ਆਰ.ਟੀ.ਸੀ,ಆರ್.ಟಿ.ಸಿ
ਲੰਬਾਈ ਇੰਕੋਡਿੰਗ ਚਲਾਓ,ರನ್ ಉದ್ದದ ಎನ್ಕೋಡಿಂಗ್
ਚਲਾਉਣ ਦਾ ਸਮਾਂ,ರನ್ ಸಮಯ
ਰੰਨਟਾਈਮ ਗਲਤੀ,ರನ್ ಸಮಯದ ದೋಷ
ਨਮੂਨਾ,ಮಾದರಿ
ਨਮੂਨਾ,ಮಾದರಿ
ਸੈਟੇਲਾਈਟ,ಉಪಗ್ರಹ
ਸੰਤ੍ਰਿਪਤ,ಸ್ಯಾಚುರೇಟಿಂಗ್
ਸੇਵ ਕਰੋ,ಉಳಿಸಿ
ਸਕੇਲੇਬਿਲਟੀ,ಸ್ಕೇಲೆಬಿಲಿಟಿ
ਸਕੇਲਰ,ಸ್ಕೇಲಾರ್
ਸਕੈਨਿੰਗ,ಸ್ಕ್ಯಾನಿಂಗ್
ਦ੍ਰਿਸ਼,ಸನ್ನಿವೇಶ
ਸ਼ਡਿਊਲਰ,ಶೆಡ್ಯೂಲರ್
ਸਕਰੀਨ ਚਿੱਤਰ ਪ੍ਰੋਜੈਕਟਰ,ಸ್ಕ್ರೀನ್ ಇಮೇಜ್ ಪ್ರೊಜೆಕ್ಟರ್
ਸਕ੍ਰਿਪਟ,ಸ್ಕ್ರಿಪ್ಟ್
ਸਕ੍ਰਿਪਟਿੰਗ ਭਾਸ਼ਾ,ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ
ਸਕ੍ਰੋਲਿੰਗ,ಸ್ಕ್ರೋಲಿಂಗ್
SDLC (ਸਮਕਾਲੀ ਡਾਟਾ ਲਿੰਕ ਕੰਟਰੋਲ),SDLC (ಸಿಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ನಿಯಂತ್ರಣ)
ਖੋਜ,ಹುಡುಕಿ Kannada
ਖੋਜ ਇੰਜਣ,ಹುಡುಕಾಟ ಎಂಜಿನ್
ਖੋਜ ਰੁੱਖ,ಹುಡುಕಾಟ ಮರ
ਖੋਜ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ,ಹುಡುಕಲಾಗುತ್ತಿದೆ
ਸੈਕੰਡਰੀ,ದ್ವಿತೀಯ
ਸੈਕਟਰ,ವಲಯ
ਸੁਰੱਖਿਆ ਨੀਤੀ,ಭದ್ರತಾ ನೀತಿ
ਸਮਾਂ ਭਾਲੋ,ಸಮಯ ಹುಡುಕುವುದು
ਖੰਡ,ವಿಭಾಗ
ਵਿਭਾਜਨ,ವಿಭಜನೆ
ਚੋਣ ਲੜੀ,ಆಯ್ಕೆಯ ರೀತಿಯ
ਆਪਣੇ ਆਪ ਵਿੱਚ ਸ਼ਾਮਲ,ಸ್ವಯಂ ಒಳಗೊಂಡಿರುವ
ਅਰਥ ਵਿਗਿਆਨ,ಶಬ್ದಾರ್ಥಶಾಸ್ತ್ರ
ਸੈਮਾਫੋਰ,ಸೆಮಾಫೋರ್
ਸੈਮੀਕੰਡਕਟਰ,ಸೆಮಿಕಂಡಕ್ಟರ್
ਅਰਥਵਾਦੀ ਵੈੱਬ,ಶಬ್ದಾರ್ಥದ ವೆಬ್
ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ,ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ
ਸੀਰੀਅਲ,ಧಾರಾವಾಹಿ
ਸੀਰੀਅਲਾਈਜ਼ਰ,ಧಾರಾವಾಹಿ
ਸਰਵਰ,ಸರ್ವರ್
ਸਰਵਰ ਕਰੈਸ਼,ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್
ਸਰਵਰ ਲਾਇਸੰਸ,ಸರ್ವರ್ ಪರವಾನಗಿ
ਸਰਵੋ ਗੁਣਕ,ಸರ್ವೋ ಗುಣಕ
ਸੈੱਟ ਕਰੋ,ಹೊಂದಿಸಿ
ਸੈੱਟ ਪੁਆਇੰਟ,ಸೆಟ್ ಪಾಯಿಂಟ್
ਸਥਾਪਨਾ ਕਰਨਾ,ಸ್ಥಾಪಿಸಿದರು
ਛਾਂ,ನೆರಳು
ਸ਼ੈਡਿੰਗ,ಛಾಯೆ
ਸ਼ੈਡੋ,ನೆರಳು
ਸ਼ੇਅਰ ਫਾਇਲ,ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ
ਸਾਂਝੀ ਪਹੁੰਚ,ಹಂಚಿಕೆಯ ಪ್ರವೇಶ
ਸਾਂਝਾ ਕਰਨਾ,ಹಂಚಿಕೆ
ਸ਼ੈੱਲ,ಶೆಲ್
ਸ਼ਿਫਟ ਅੱਖਰ,ಶಿಫ್ಟ್ ಪಾತ್ರ
ਸ਼ਾਰਟ ਸਰਕਟ,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
ਛੋਟੀ ਹਦਾਇਤ,ಸಣ್ಣ ಸೂಚನೆ
ਭੈਣ-ਭਰਾ,ಒಡಹುಟ್ಟಿದವರು
ਨੁਕਸਾਨ,ಅಡ್ಡ ಪರಿಣಾಮ
ਸਾਈਨ ਬਿੱਟ,ಸೈನ್ ಬಿಟ್
ਇਸ਼ਾਰਾ,ಸಿಗ್ನಲ್
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
ਸਿਗਨਲ,ಸಿಗ್ನಲಿಂಗ್
ਸਿਗਨਲ-ਤੋਂ-ਸ਼ੋਰ ਅਨੁਪਾਤ,ಸಿಗ್ನಲ್-ಟು-ಶಬ್ದ ಅನುಪಾತ
ਦਸਤਖਤ,ಸಹಿ
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,ಸಹಿ ಪರೀಕ್ಷೆ
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,ಗಮನಾರ್ಹ ಅಂಕಿ
ਸਿਲੀਕਾਨ ਚਿੱਪ,ಸಿಲಿಕಾನ್ ಚಿಪ್
ਸਧਾਰਨ ਮੇਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (SMTP),ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP)
ਸਿੰਪਲੈਕਸ,ಸಿಂಪ್ಲೆಕ್ಸ್
ਸਿੰਪਲੈਕਸ ਨੋਡ,ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್
ਸਿਮੂਲੇਸ਼ਨ,ಸಿಮ್ಯುಲೇಶನ್
ਸਿਮੂਲੇਟਰ,ಸಿಮ್ಯುಲೇಟರ್
ਸਿਮਟਲ,ಏಕಕಾಲಿಕ
ਸਮਕਾਲੀ ਪ੍ਰਕਿਰਿਆ,ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ
ਸਿੰਗਲਟਨ,ಸಿಂಗಲ್ಟನ್
ਸਾਈਟ ਲਾਇਸੰਸ,ಸೈಟ್ ಪರವಾನಗಿ
ਆਕਾਰ,ಗಾತ್ರ
ਆਕਾਰ,ಗಾತ್ರ
ਸਕੈਚਿੰਗ,ಸ್ಕೆಚಿಂಗ್
ਛੱਡੋ,ಬಿಟ್ಟುಬಿಡಿ
ਛੱਡਣਾ,ಸ್ಕಿಪ್ಪಿಂಗ್
ਸਲੈਸ਼,ಸ್ಲ್ಯಾಷ್
ਗੁਲਾਮ ਕੰਪਿਊਟਰ,ಗುಲಾಮ ಕಂಪ್ಯೂಟರ್
ਸਲਾਈਡਿੰਗ ਵਿੰਡੋ ਪ੍ਰੋਟੋਕੋਲ,ಸ್ಲೈಡಿಂಗ್ ವಿಂಡೋ ಪ್ರೋಟೋಕಾಲ್
ਸਲਿੱਪ,ಸ್ಲಿಪ್
ਸਲਾਟ,ಸ್ಲಾಟ್
ਛੋਟਾ ਕੰਪਿਊਟਰ ਸਿਸਟਮ ਇੰਟਰਫੇਸ (SCSI),ಸಣ್ಣ ಕಂಪ್ಯೂಟರ್ ಸಿಸ್ಟಮ್ ಇಂಟರ್ಫೇಸ್ (SCSI)
ਸਮਾਰਟ ਕਾਰਡ,ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್
snail ਮੇਲ,ನಿಧಾನ ಅಂಚೆ
ਸਨੈਪਸ਼ਾਟ,ಸ್ನ್ಯಾಪ್‌ಶಾಟ್
ਸਾਫਟ ਕੰਪਿਊਟਿੰਗ,ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್
ਸਾਫਟ ਕਾਪੀ,ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ
ਨਰਮ ਫੌਂਟ,ಮೃದುವಾದ ಫಾಂಟ್
ਸਾਫਟਵੇਅਰ,ಸಾಫ್ಟ್ವೇರ್
ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ,ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್
ਸਾਫਟਵੇਅਰ ਲਾਇਸੰਸ,ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ
ਸਾਫਟਵੇਅਰ ਪਾਇਰੇਸੀ,ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ
ਸਪੈਕਟ੍ਰਮ,ಸ್ಪೆಕ್ಟ್ರಮ್
ਸਪਿਰਲ,ಸುರುಳಿಯಾಕಾರದ
ਸ਼ੀਟ ਫੈਲਾਓ,ಸ್ಪ್ರೆಡ್ಶೀಟ್
ਮਿਆਰੀ,ಪ್ರಮಾಣಿತ
ਮਿਆਰੀ ਜਨਰਲਾਈਜ਼ਡ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (SGML),ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (SGML)
ਮਾਨਕੀਕਰਨ,ಪ್ರಮಾಣೀಕರಣ
ਸਟੈਂਡਬਾਏ ਸਮਾਂ,ಸ್ಟ್ಯಾಂಡ್ಬೈ ಸಮಯ
ਸਟਾਰ LAN,ಸ್ಟಾರ್ LAN
ਸਟਾਰ ਟੋਪੋਲੋਜੀ,ನಕ್ಷತ್ರ ಸ್ಥಳಶಾಸ್ತ್ರ
ਬਿੱਟ ਸ਼ੁਰੂ ਕਰੋ,ಪ್ರಾರಂಭಿಸಿ ಬಿಟ್
ਭੁੱਖਮਰੀ,ಹಸಿವು
ਸਥਿਰ ਮੈਮੋਰੀ&#39;,ಸ್ಥಿರ ಸ್ಮರಣೆ&#39;
ਸਥਿਤੀ ਚੈਨਲ,ಸ್ಥಿತಿ ಚಾನಲ್
ਕਦਮ ਦਾ ਆਕਾਰ,ಹಂತದ ಗಾತ್ರ
ਰੋਕੋ ਅਤੇ ਪ੍ਰੋਟੋਕੋਲ ਦੀ ਉਡੀਕ ਕਰੋ,ನಿಲ್ಲಿಸಿ ಮತ್ತು ಕಾಯಿರಿ ಪ್ರೋಟೋಕಾಲ್
ਸਟਾਪ ਕੋਡ,ಸ್ಟಾಪ್ ಕೋಡ್
ਸਟਾਪ ਕੁੰਜੀ,ಸ್ಟಾಪ್ ಕೀ
ਸਟੋਰੇਬਿਲਟੀ,ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ
ਸਟੋਰ ਕੀਤਾ ਪ੍ਰੋਗਰਾਮ,ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ
ਸਤਰ ਡਾਟਾ,ಸ್ಟ್ರಿಂಗ್ ಡೇಟಾ
ਢਾਂਚਾਗਤ ਕੋਡਿੰਗ,ರಚನಾತ್ಮಕ ಕೋಡಿಂಗ್
ਢਾਂਚਾਗਤ ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ (SQL),ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL)
ਸ਼ੈਲੀ ਸ਼ੀਟ,ಶೈಲಿ ಹಾಳೆ
ਉਪ-ਡਾਇਰੈਕਟਰੀ,ಉಪ ಡೈರೆಕ್ಟರಿ
ਸਬਨੈੱਟ,ಸಬ್ನೆಟ್
ਸਬਟ੍ਰੀ,ಉಪವೃಕ್ಷ
