Telugu,Hindi
రివైరింగ్,पुनः तार स्थापन
తిరిగి వ్రాయబడుతుంది,"पुनः लेखनीय, पुनर्लेखनीय"
RF డ్రైవ్,"रेडियो आवृत्ति चालक, आर एफ ड्राइव"
RF ఫీడర్,"रेडियो आवृत्ति प्रभरक, आर एफ फीडर"
RF ప్రమాదాలు,रेडियो आवृत्ति संकट
RF రక్షణ నిష్పత్తి,"आर एफ संरक्षण अनुपात, रेडियो आवृति संरक्षण अनुपात"
రియోస్టాట్,"धारा नियंत्रक, धारा नियामक"
రిబ్బన్,रिबन
రివెట్,रिवेट
రివర్టెడ్ ఉమ్మడి,रिवेटित जोड़
రివర్టింగ్,रिवेट लगाना
RN ఛానల్,"रेडियो नेटवर्क चैनल, आर एन चैनल, RN चैनल"
రోబోట్,"रोबोट, यंत्र मानव"
రోబోటిక్స్,रोबोटिक्स
వరుసలో,अंतर्बेलन
విడుదల,बहिर्बेलन
రూట్,मूल
రోటరీ,घूणब
భ్రమణం,"घूर्णन, चक्रानुक्रम"
మార్గం,मार्ग
రౌటర్,"अनुमार्गक, राउटर"
సాధారణ కార్యకలాపాలు,"नेमी प्रचालन, सामान्य क्रियाएं"
రౌటింగ్,अनुमार्गन
రన్ సమయం,कार्य अवधि
భద్రతా అమరిక,सुरक्षा व्यवस्था
భద్రతా ఇంటర్‌లాక్,सुरक्षा अंतःपाश
సాగ్,"अवनमन, झोल"
విశిష్ట లక్షణాలు,प्रमुख अभिलक्षण
నమూనా,"नमूना, प्रतिदर्श"
నమూనా మరియు హోల్డ్ సర్క్యూట్,सैंपल ऐंड होल्ड परिपथ
నమూనా పరిమాణం,"प्रतिदर्श आमाप, सैंपल साइज"
నమూనా డేటా,प्रतिचयित आंकड़ा
నమూనా,प्रतिचयन
మాదిరి రేటు,प्रतिचयन दर
నమూనా సంతృప్తత,प्रतिचयन संतृप्ति
మాదిరి సిద్ధాంతం,प्रतिचयन सिद्धांत/ प्रमेय
ఉపగ్రహ,उपग्रह
ఉపగ్రహ కమ్యూనికేషన్,उपग्रह संचार
ఉపగ్రహ కవరేజ్,उपग्रह व्याप्ति
ఉపగ్రహ డిజిటల్ లింక్,"उपग्रह अंकीय कड़ी, उपग्रह अंकीय लिंक"
ఉపగ్రహ జోక్యం,उपग्रह व्यतिकरण
ఉపగ్రహ రేడియో,उपग्रह रेडियो
ఉపగ్రహ రేడియో ప్రసారం,"उपग्रह रेडियो संचरण, उपग्रह रेडियो प्रेषण"
ఉపగ్రహ ప్రసారం,"उपग्रह संचरण, उपग्रह प्रेषण"
సంతృప్త గాలి,संतृप्त हवा
సంతృప్త కరెంట్,संतृप्ति धारा
సంతృప్తత,संतृप्ति
టూత్ వేవ్ చూసింది,आरा दंती तरंग
స్కేలబిలిటీ,"अनुमापनीयता, विस्तार क्षमता"
స్కేల్,"अनुमाप, पैमाना, मापनी"
స్కేల్ ఫ్యాక్టర్,"माप गुणक, स्केल गुणक"
స్కేలింగ్,"सोपानी, क्रम गणक, सोपानन"
స్కాన్ చేసిన పుంజం,क्रमवीक्षित किरणपुंज
స్కానర్,क्रमवीक्षक
స్కానింగ్ ఫ్రీక్వెన్సీ,क्रमवीक्षण आवृत्ति
స్కానింగ్ లైన్,क्रमवीक्षण लाइन
స్కాటరింగ్,प्रकीर्णन
దృష్టాంతంలో,परि–श्य
షెడ్యూలర్,अनुसूचक
స్కీమాటిక్,व्यवस्थात्मक
షాట్‌కీ అవరోధం,शॉटकी रोधिका
సింటిలేషన్,प्रस्फुरण
స్క్రాంబ్లర్,अस्फुटक
స్క్రాంబ్లింగ్,अस्फुटन
స్క్రాప్,"स्क्रैप, क्षेप्य"
స్క్రాపింగ్,"खुरचन, टुकड़ा, खंड, स्क्रैप"
స్క్రాచ్,"खरोंच, खरखराहट"
స్క్రీన్,"परदा, स्क्रीन"
స్క్రీన్ బర్న్,"स्क्रीन जलन, प्रपट्ट जलन"
స్క్రీన్ బైపాస్,स्क्रीन उपमार्ग
స్క్రీన్ కరెంట్,स्क्रीन धारा
స్క్రీన్ గ్రిడ్,स्क्रीन ग्रिड
స్క్రీన్ సేవర్,"स्क्रीन रक्षी, प्रपट्ट रक्षी"
స్క్రీన్‌డ్ కేబుల్,आवरित केबल
స్క్రీనింగ్,"विविक्तीकरण, स्क्रीन प्रदर्शन, छानबीन, छानना"
స్క్రోల్,"स्क्रॉल, वलनी"
స్కోర్ల్ బార్,"स्क्रॉल बार, वलनी दंड"
స్క్రోలింగ్,"कुंडलन, स्क्रॉलन"
శోధన యంత్రము,"अन्वेषी इंजन, खोजी इंजन"
ద్వితీయ,"द्वितीयक, गौण"
ద్వితీయ సెల్,"द्वितीयक सेल, संचायक सेल"
రంగం,"सेक्टर, त्रिज्यखंड"
విభాగం,"टुकड़ा, खंड"
స్వీయ విశ్లేషణ,स्वतः नैदानिक
సెమీకండక్టర్,अर्धचालक
పంపినవారు,प्रेषक
సున్నితత్వం,"संवेदनशीलता, सुग्राहिता"
నమోదు చేయు పరికరము,"संवेदक, संवेदित्र, सुग्राही"
సీక్వెన్స్,अनुक्रम
క్రమ,"क्रमिक, धारावाहिक"
సీరియల్ యాక్సెస్,क्रमिक अभिगम
సీరియల్ పోర్ట్,"क्रमिक संपर्कस्थल, क्रमिक द्वारक"
సిరీస్ ప్రతిధ్వని,श्रेणी अनुनाद
సర్వర్,"सर्वर, परिसेवक"
సెటప్,"व्यवस्था, व्यवस्थापन"
షేడింగ్,"छायांकन, छायन, छादन"
నీడ,"छाया, प्रतिछाया"
షానన్ సిద్ధాంతం,शैनन प्रमेय
షేపింగ్,संरूपण
షేర్‌వేర్,सहभागिता सामग्री
కోశం,"आच्छद, आवरण"
మార్పు,"विस्थापन, पारी"
తరలించడం,विस्थापन
షాక్,प्रघात
షార్ట్ సర్క్యూట్,लघु परिपथ
షార్ట్ సర్క్యూట్ పరీక్ష,लघुपथ परीक्षण
చిన్న తరంగం,लघु तरंग
షార్ట్ వేవ్ సెంటర్,लघु तरंग केंद्र
సత్వరమార్గం,"लघु पथ, सरल उपाय"
షట్డౌన్,"काम-बंद, विराम, शटडाउन"
షట్డౌన్ సిగ్నల్,विराम संकेत
సైడ్ బ్యాండ్,"पार्ष्व बैंड, पार्ष्व पट्ट"
సైడ్ బ్యాండ్ శక్తి,पार्ष्व बैंड षक्ति
సిగ్నల్,"संकेत, सिगनल"
సిగ్నల్ వ్యాప్తి,संकेत आयाम
సిగ్నల్ ఫ్లో గ్రాఫ్,संकेत प्रवाह ग्राफ
సిగ్నల్ జనరేటర్,संकेत जनित्र
సిగ్నల్ లైట్,संकेत प्रकाश
సిగ్నల్ రౌటింగ్,संकेत अनुमार्गन
సిగ్నల్ బలం,संकेत सामर्थ्य
సిగ్నల్ టు క్రాస్ టాక్ రేషియో,"संकेत-अप्रासंगिक वार्ता अनुपात, संकेत-क्रॉस वार्ता अनुपात, संकेत संकर वार्ता अनुपात"
శబ్దం నిష్పత్తికి సిగ్నల్,संकेत-रव अनुपात
విస్మరించని శబ్దం నిష్పత్తికి సిగ్నల్,संकेत-अभारित रव अनुपात
సిగ్నలింగ్ మరియు మారడం,संकेतन और स्विचन
సిగ్నలింగ్ బిట్,"संकेत द्वयंक, संकेत बिट"
ముఖ్యమైన సైడ్‌బ్యాండ్‌లు,"सार्थक पार्ष्वबैंड, सार्थक पार्ष्वपट्ट"
సింప్లెక్స్,"एकमुखी, सरल, एकधा, एक संकेतन"
అనుకరణ,अनुकरण
సిమ్యులేటర్,"अनुकारक, अनुकारी"
సిమల్‌కాస్ట్,समकालीन प्रसारण
ఏకకాల మాస్కింగ్,समकालिक प्रच्छादन
సైన్ భాగం,"ज्या घटक, साइन घटक"
సైన్ తరంగం,"ज्या तरंग, साइन तरंग"
సింగిల్ ఫ్రీక్వెన్సీ నెట్‌వర్క్,एकल आवृत्ति जालक्रम
సింగిల్ ఫేజ్ మోటారు,एकल कला मोटर
సైట్,"स्थल, साइट"
సైట్ లేఅవుట్ ప్రణాళిక,"स्थल नक्शा, स्थल अभिन्यास"
నైపుణ్యం కలిగిన ఆపరేటర్,कुशल प्रचालक
దూరం దాటవేయండి,प्लूति दूरी
స్కై వేవ్,व्योम तरंग
స్కై వేవ్ ప్రచారం,व्योम तरंग संचरण
స్లాబ్,"पट्ट, स्लैब"
స్లాంట్ మార్గం,तिर्यक् पथ
స్లాట్,"खांचा, नाली"
స్మార్ట్ కార్డ్,स्मार्ट कार्ड
సోడియం ఆవిరి దీపం,सोडियम वाष्प लैम्प
మృదువైన కీ,सुगम कुंजी
సాఫ్ట్‌వేర్,सॉफ्टवेयर
సౌర కార్యకలాపాలు,सौर सक्रियता
సౌర శక్తి,सौर ऊर्जा
సౌర మంటలు,सौर प्रज्वाल
సౌర శక్తితో,सौर षक्तियुक्त
ఘన స్థితి,"ठोस अवस्था, ठोसावस्था"
ఘన స్థితి నిల్వ,ठोस अवस्था भंडारण
సాలిడ్ స్టేట్ ట్రాన్స్మిటర్,ठोस अवस्था प्रेषित्र
క్రమబద్ధీకరించండి,छांटना
ధ్వని,ध्वनि
ధ్వని శోషణ,ध्वनि अवशोषण
సౌండ్ బ్యాలెన్స్,ध्वनि संतुलन
సౌండ్ డిటెక్టర్,ध्वनि संसूचक
సౌండ్ మిక్సర్,ध्वनि मिश्रक
ధ్వని దృక్పథం,ध्वनि परिप्रेक्ष्य
సౌండ్ పవర్,ध्वनि षक्ति
సౌండ్ ప్రూఫ్,ध्वनिरोधी
సౌండ్ రికార్డింగ్,ध्वनि अभिलेखन
ధ్వని ప్రతిబింబం,ध्वनि परावर्तन
ధ్వని ప్రసార నష్టం,ध्वनि संचरण हानि
మూలం,"साधन, स्रोत"
సోర్స్ ఎన్కోడర్,स्रोत कोडक
స్థలం,"आकाश, अंतरिक्ष, अंतराल"
అంతరిక్ష వైవిధ్యం,"अंतरिक्ष विविधता, आकाशीय विविधता"
స్పేస్ టెలికాస్టింగ్,अंतरिक्ष दूरप्रसारण
స్పేస్ వేవ్,अंतरिक्ष तरंग
అంతరం,"अंतराल, अंतरण"
స్పామ్,"स्पैम, अपसंदेश"
స్పామింగ్,"अपसंदेशन, स्पैमन"
వ్యవధి,"फैलाव, विस्तृति"
విడి బిట్,"अतिरिक्त द्वयंक, अतिरिक्त बिट"
విడిభాగాలు,अतिरिक्त  पुर्जे
స్పార్కింగ్,स्फुलिंग; स्फुलिंगन
ప్రాదేశిక,"आकाशीय, स्थानिक"
ప్రాదేశిక ప్రభావం,स्थानिक प्रभाव
ప్రాదేశిక పునరావృతం,स्थानिक अतिरिक्त्ता
ప్రత్యేకమైన ప్రభావం,"विशेष प्रभाव, विशेष आभास"
స్పెషల్ ఎఫెక్ట్స్ యాంప్లిఫైయర్,विशेष प्रभाव प्रवर्धक
స్పెషలైజేషన్,"विशिष्टता, विशिष्टीकरण; विशेषज्ञता"
స్పెసిఫికేషన్,विनिर्देश
స్పెక్ట్రల్ శోషణ,स्पेक्ट्रमी अवशोषण
స్పెక్ట్రల్ బ్యాండ్ రెప్లికేషన్,स्पेक्ट्रमी बैंड प्रतिकृति
స్పెక్ట్రల్ పంపిణీ,स्पेक्ट्रमी वितरण
స్పెక్ట్రల్ రిడెండెన్సీ,स्पेक्ट्रमी अतिरिक्तता
స్పెక్ట్రోఫోటోమీటర్,"स्पेक्ट्रम प्रकाशमापी, स्पेक्ट्रोफोटोमीटर"
స్పెక్ట్రోస్కోప్,स्पेक्ट्रमदशब
స్పెక్ట్రం,स्पेक्ट्रम
స్పెక్ట్రమ్ ఎనలైజర్,"स्पेक्ट्रम विष्लेषक, स्पेक्ट्रम विष्लेषत्र"
స్పెక్ట్రం ఆకృతి,स्पेक्ट्रम संरूपण
స్పీచ్ ఉచ్చారణ,वाक् उच्चारण
స్పీచ్ ఛానల్,वाक् चैनल
స్పీచ్ కంప్రెషన్,वाक् संपीडन
స్పీచ్ ఎన్కోడింగ్,वाक् कोडन
మాటలు గుర్తుపట్టుట,वाक् बोध
స్పిన్,प्रचक्रण
మురి,पेंचदार; सर्पिल
స్ప్లికింగ్,संयोजन
స్ప్లిటర్,"विपाटक, स्प्लिटर"
స్పూల్,"स्पूल, चरखी"
అరుదుగా,कदाचनिक
స్పాట్ కిరణాలు,"बिंदु किरणपुंज, स्थान किरणपुंज"
స్ప్రెడ్ షీట్,"विस्तृतशीट, स्प्रेडशीट"
నకిలీ మరియు హార్మొనిక్ రేడియేషన్,"भ्रामक और संनादी विकिरण, मिथ्या और संनादी विकिरण"
నకిలీ సైడ్‌బ్యాండ్ పౌన .పున్యాలు,भ्रामक पार्ष्वबैंड आवृत्तियां
పిండిన వీడియో,निष्पीडित वीडियो
స్టాంపింగ్,मुद्रांकन
ప్రామాణిక సాఫ్ట్‌వేర్,मानक सॉफ्टवेयर
ప్రామాణీకరణ,मानकीकरण
స్టాండ్బై,आपातोपयोगी
స్టాండ్బై పరికరాలు,आपातोपयोगी उपस्कर
స్టాండింగ్ వేవ్,अप्रगामी तरंग
స్టాండింగ్ వేవ్ రేషియో,अप्रगामी तंरग अनुपात
టార్క్ ప్రారంభించడం,प्रवर्तन बल-आघूर्ण
ప్రారంభ-స్టాప్,आरंभ-विराम
స్టాటిక్,"स्थिर, स्थैतिक"
గణాంక పద్ధతి,सांख्यिकीय विधि
స్థితి,अवस्थिति
స్థితి సూచన,"अवस्थिति संकेत, अवस्थिति चिह्न"
స్థిరమైన,स्थिर
స్టీరియో,"त्रिविम, स्टीरियो"
స్టీరియో బ్యాలెన్స్,"त्रिविम संतुलन, स्टीरियो संतुलन"
స్టీరియో ఎన్కోడర్,स्टीरियो कोडक
స్టీరియో జనరేటర్,स्टीरियो जनित्र
స్టీరియో మోడ్,त्रिविम विधा
స్టీరియో ట్రాన్స్మిషన్,"त्रिविम संचरण, स्टीरियो संचरण"
స్టీరియోఫోనిక్ సౌండ్ పునరుత్పత్తి,त्रिविम ध्वनि पुनरुत्पादन
స్టీరియోఫోనీ,"त्रिविम ध्वनि, स्टीरियोफोनी"
స్టీరియోస్కోపీ,"त्रिविमदशब, स्टीरियोदशब"
ఇప్పటికీ చిత్రం,स्थिर चित्र
ఉద్దీపన,उद्दीपक
స్టాప్‌బ్యాండ్,विराम बैंड
నిల్వ,भंडारण
నిల్వ బ్యాటరీ గది,संचायक बैटरी कक्ष
నిల్వ పరికరం,संचायक युक्ति
స్ట్రాటో ఆవరణ,समतापमंडल
స్ట్రీమింగ్,धाराप्रवाह
సాగదీయడం,तनन
స్ట్రింగ్,"रस्सी, तार., कड़ी"
నిర్మాణాత్మక,संरचित
స్టూడియో బ్లాక్,"स्टूडियो ब्लॉक, स्टूडियो खंड"
స్టూడియో సెంటర్,स्टूडियो केंद्र
స్టూడియో లైటింగ్,स्टूडियो प्रकाश व्यवस्था
స్టూడియో మానిటర్లు,स्टूडियो मॉनीटर
స్టైలస్,"स्टाइलस, सुई (ग्रामोफोन की)"
సబ్‌బ్యాండ్ ఎన్‌కోడింగ్,उपबैंड कोडन
సబ్‌బ్యాండ్ మాస్కింగ్,उपबैंड प्रच्छादन
సబ్‌బ్యాండ్ నమూనాలు,"उपबैंड प्रतिदर्श, उपबैंड नमूना"
సబ్‌నెట్,उपजाल
సబ్‌యాంప్లింగ్,उप-प्रतिचयन
చందాదారుడు,"अभिदाता, ग्राहक, उपभोक्ता"
ఆకస్మిక అయానోస్పియర్ భంగం,सहसा आयनमंडलीय क्षोभ
సన్ స్పాట్ కార్యాచరణ,सूर्य धब्बा सक्रियता
సూపర్ పవర్ ట్రాన్స్మిటర్,अति-उच्च शक्ति प्रेषित्र
సూపర్ నమూనా,अति प्रतिचयन
సూపర్ సాకెట్,सुपर सॉकेट
సూపర్హీట్ ఆవిరి,अतितप्त वाष्प
సూపర్హెటెరోడిన్,"परासंकरण, सुपर हेटरोडाइन"
సూపర్హెటెరోడైన్ కన్వర్టర్,परासंकरण परिवर्तक
సూపర్హెటెరోడైన్ రిసీవర్,परासंकरण ग्राही
అతిశయోక్తి,अध्यारोपित (धारा)
సూపర్‌పోజిషన్,अध्यारोपण
సూపర్ స్థానం,"अध्यारोपण, अधिस्थापन"
సూపర్సోనిక్,पराध्वनिक
సరఫరా వాహిక,"सप्लाई डक्ट, आपूर्ति वाहिनी"
అణచివేత గ్రిడ్,निरोधी ग्रिड
ఉపరితల శబ్దం,पृष्ठीय रव
ఉపరితల తరంగం,पृष्ठीय तरंग
సర్ఫింగ్,"नेट विचरण, सर्फिंग"
ఉప్పెన,"प्रोत्कर्ष, महोर्मि"
పరిసరాలు,परिवेश
ససెప్టెన్స్,अनुक्रियता
ససెప్టబిలిటీ,सुग्राहिता
సస్పెండ్,निलंबित
స్వాప్,अदल-बदल
స్వీప్ సర్క్యూట్,"प्रसर्प परिपथ, स्वीप सर्विट"
స్విచ్,स्विच
స్విచ్ బోర్డు,स्विच बोर्ड
నియంత్రణ యూనిట్ ఆన్ చేయండి,"स्विच ऑन कंट्रोल यूनिट, स्विच ऑन नियंत्रण इकाई"
మారడం,स्विचन
చిహ్నం రేటు,प्रतीक दर
సుష్ట,सममित
సమకాలీన,"सिंक, तुल्यकालिक"
సమకాలీకరణ పల్స్,"तुल्यकालिक स्पंद, सिंक पल्स"
సమకాలీకరణ బదిలీ,सिंक अंतरण
సమకాలీకరణ,तुल्यकालन
సమకాలీకరించబడింది,तुल्यकालित
సింక్రోనస్,तुल्यकालिक
సింక్రోనస్ మోటారు,तुल्यकालिक मोटर
సినర్జిక్,समन्वित
సినర్జిస్టిక్,सहक्रियाशील
సినర్జీ,सहक्रिया
వాక్యనిర్మాణం,वाक्यात्मक
సింటాక్స్,वाक्य-रचना
సింటాక్స్ లోపం,"वाक्य-त्रुटि, सिन्टैक्स त्रुटि"
సింథసైజర్,संष्लेषक
సింథసైజర్ కార్డులు,संष्लेषक कार्ड
వ్యవస్థ,"प्रणाली, तंत्र, पद्धित"
సిస్టమ్ ఆర్కిటెక్చర్,तंत्र वास्तुकला
సిస్టమ్ డిజైన్,"तंत्र डिजाइन, तंत्र अभिकल्प"
సిస్టమ్ మెను,तंत्र मेनू
ట్యాగ్,"टैग, लेबल, चिह्न"
తిరిగి మాట్లాడు,टॉक बैक
టేప్,"टेप, फीता"
టేప్ రికార్డర్,"टेपरिकार्डर, टेप अभिलेखित्र"
టేప్ స్లైసింగ్,"टेपयोजन, टेपसमायोजन"
దెబ్బతింది,शुंडाकार
లక్ష్యం,लक्ष्य
సుంకం,"टेरिफ, प्रशुल्क"
టాస్క్ బార్,कार्य दर्शिका
సాంకేతిక,तकनीकी
సాంకేతిక సవాలు,तकनीकी चुनौती
సాంకేతిక అంశాలు,"तकनीकी विशेषता, तकनीकी लक्षण"
సాంకేతిక మార్గదర్శకాలు,"तकनीकी नियमावली, तकनीकी दिशा-निर्देश"
సాంకేతిక పరామితి,तकनीकी प्राचल
సాంకేతిక నాణ్యత,तकनीकी गुणता
సాంకేతిక స్నాగ్,"तकनीकी अड़चन, तकनीकी बाधा"
టెక్నిక్,तकनीक
సాంకేతిక పరిమితి,प्रौद्योगिकी प्रतिबंध
సాంకేతికం,प्रौद्योगिकी
టెక్నాలజీ అసెస్‌మెంట్,प्रौद्योगिकी  आकलन
టెలికాస్టింగ్,दूरप्रसारण
టెలిసిన్,"दूरचलचित्र, टेलीसिने"
టెలిగ్రఫీ,"तार प्रेषण, टेलीग्राफी, दूरलेखन"
టెలిమాటిక్స్,दूरमितिकी
టెలిమెటరింగ్,दूरमापन
టెలిఫోన్,"दूरभाष, टेलीफोन"
టెలిటెక్స్ట్,दूरपाठ्य सामग्री
టెలివిజన్,"दूरदर्शन, टेलीविजन; दूरदर्शित्र"
ఉష్ణోగ్రత,"ताप, तापमान"
ఉష్ణోగ్రత నియంత్రణ,ताप नियंत्रण
తాత్కాలిక,"कालिक, श्रवण"
తాత్కాలిక నిర్వహణ,"कालिक प्रबंधन, श्रवण प्रबंधन"
తాత్కాలిక పునరావృతం,कालिक अतिरिक्तता
తన్యత బలం,तनन सामर्थ्य
టెన్టకిల్,स्पर्शक
టెరాలి,टेराबाइट (TB)
టెర్మినల్,"अंतिम छोर, सिरा, अंतक, टर्मिनल"
టెర్మినల్ ఎడాప్టర్లు,"अंतक अनुकूलक, टर्मिनल अनुकूलक"
టెర్మినల్ పరికరాలు,टर्मिनल उपस्कर
ముగించడం,"समाप्तप्राय, अंतस्थ"
ప్రతిఘటనను ముగించడం,अंतस्थ प्रतिरोध
ముగింపు,"अंत, समापन"
టెర్మినేటర్,समापक
టెర్రైన్ ప్రొఫైల్స్,भूभाग परिच्छेदिका
తృతీయ వైండింగ్,तृतीयक कुंडली
పరీక్ష,परीक्षण
పరీక్ష డేటా,परीक्षण आंकड़ा
పరీక్ష చిత్రం,"परीक्षण चित्र, परीक्षण प्रतिबिंब"
పరీక్ష సిగ్నల్,परीक्षण संकेत
టెస్టర్,"टेस्टर, परीक्षित्र"
పరీక్ష,परीक्षण
పరీక్షలు మరియు కొలత,परीक्षण और मापन
ఉష్ణ శబ్దం,"तापीय रव, ऊष्मीय रव"
థర్మల్ ఓవర్లోడ్ రిలే,"तापीय अतिभार रिले, तापीय अतिभार प्रतिसारण"
థర్మియోనిక్ రెక్టిఫైయర్,तापायनिक दिष्टकारी
థర్మోకపుల్,तापवैद्युत युग्म
థర్మామీటర్,"तापमापी, थर्मामीटर"
థర్మోస్టాట్,"तापस्थापी, थर्मोस्टेट"
థింబుల్,परिबल
థోరియేటెడ్ ఫిలమెంట్,थोरियमयुक्त तंतु
థ్రెడ్,"चूड़ी, धागा"
మూడు దశల సరఫరా,"त्रिकलीय प्रदाय, त्रिकलीय आपूर्ति"
మూడు దశల ట్రాన్స్ఫార్మర్,"त्रिकला-परिणामित्र, त्रिकला-ट्रांसफार्मर, तीन फेज ट्रांसफार्मर"
ప్రవేశం,देहली
గొంతు మైక్రోఫోన్,"कंठ माइक्रोफोन, कंठ माइक"
థ్రస్ట్,प्रणोद
థైరాట్రాన్,थाइरेट्रॉन
థైరిస్టర్,थाइरिस्टर
వంపు,"अभिनति, अभिनमन"
టింబ్రే,ध्वनि गुणता
సమయం,"समय, काल"
టైమ్ బేస్,समयाधार
సమయ కోడ్,समय कोड
సమయం స్థిరాంకం,कालांक
సమయం ఆలస్యం,समय विलंब
టైమ్ డొమైన్,काल प्रक्षेत्र
సమయం నమూనా,समय प्रतिचयन
సమయం సాగదీయడం,"काल विस्तारण, समय विस्तारण"
టైమర్,"काल मापित्र, कालद, काल समंजक, टाइमर"
టైటిల్ బార్,शीर्षक दर्शिका
To మరియు fro కదలిక,गम-आगम गति
టోగుల్ స్విచ్,टॉगल स्विच
టోకెన్ రింగ్ నెట్‌వర్క్,टोकन रिंग नेटवर्क
ఓరిమి,सहिष्णुता
టోన్ కంట్రోల్,स्वर नियंत्रण
టూల్ బార్,टूल बार
సాధనాలు,औजार
దంతాల గేరింగ్,"दंतुर गियरन, दंतुर गियर"
టోపోలాజీ,"स्थान विज्ञान, सांस्थितिकी"
టొరాయిడల్ వైండింగ్,टोराइडी कुंडली
టార్క్,बल-आघूर्ण
మొత్తం నాణ్యత నిర్వహణ (TQM),संपूर्ण गुणता प्रबंधन (टी क्यू एम)
టోటలైజర్,"योगित्र, योजित्र"
టవర్,"टॉवर, मीनार"
ట్రేసర్,अनुरेखक
ట్రేసింగ్,अनुरेखन
ట్రాక్,"पथ, मार्ग, लीक, ट्रैक"
ట్రాక్ బాల్,पथ गुलिका
ట్రాకింగ్,"अनुपथन, अनुवर्तन"
ట్రాఫిక్ నిర్వహణ,यातायात प्रबंधन
లావాదేవీల ఫైల్ సిస్టమ్,क्रिया-कलाप संचिका तंत्र
ట్రాన్స్‌కోడ్,पारकोड
ట్రాన్స్‌డ్యూసెర్,ट्रांसड्यूसर
ట్రాన్సీవర్,प्रेषित्र-अभिग्राही
బదిలీ లక్షణాలు,अंतरण अभिलक्षण
బదిలీ ఫంక్షన్,अंतरण फलन
ట్రాన్స్ఫార్మర్,"परिणामित्र, ट्रांसफार्मर"
ట్రాన్స్ఫార్మర్ ఎక్సైటర్,"परिणामित्र उत्तेजक, ट्रांसफार्मर उत्तेजक"
ట్రాన్స్ఫార్మర్ ట్రాలీ,"परिणामित्र ट्रॉली, ट्रांसफार्मर ट्रॉली"
తాత్కాలిక,"क्षणिक, चलायमान"
తాత్కాలిక కోడింగ్,क्षणिक कोडन
అస్థిరమైన లోపం,क्षणिक त्रुटि
తాత్కాలిక మార్పిడి,क्षणिक स्विचन
ట్రాన్సిస్టర్,ट्रांजिस्टर
అనువాదం,"अनुवाद, अंतरण"
అనువాదకుడు,"अनुवादक, अंतरक, अनुवादित्र"
ప్రసార,"प्रेषण, संचरण"
ప్రసార ఇంటర్ఫేస్,संचरण अंतरापृष्ठ
ప్రసారణ తంత్రి,संचरण लाइन
ప్రసార నష్టం,"संचरण हानि, प्रेषण हानि"
ట్రాన్స్మిషన్ స్టూడియో,प्रेषण स्टूडियो
ట్రాన్స్మిటర్,प्रेषित्र
ట్రాన్స్మిటర్ కంట్రోలర్,प्रेषित्र नियंत्रक
ట్రాన్స్మిటర్ నిర్వహణ,"प्रेषित्र रख-रखाव, प्रेषित्र अनुरक्षण"
ట్రాన్స్మిటర్ అవుట్ పుట్ పవర్,प्रेषक निर्गम शक्ति
యాంటెన్నాను ప్రసారం చేస్తుంది,प्रेषी ऐन्टेना
యాంటెన్నా లాభం ప్రసారం చేస్తుంది,प्रेषी ऐन्टेना लब्धि
ప్రసార పౌన frequency పున్యం,प्रेषण आवृत्ति
ట్రాన్స్మిటింగ్ స్టేషన్,प्रेषण केंद्र
ట్రాన్స్పాండర్,"प्रेषानुकर, ट्रांसपोंडर"
ట్రాపాట్ డయోడ్,ट्रैपेट डायोड
ట్రావెలింగ్ వేవ్,प्रगामी तरंग
ట్రెల్లిస్ డీకోడింగ్,"ट्रेलिस विकोडन, जालक विकोडन"
కందకం మరియు కండ్యూట్,"खाई और नाली, ट्रेंच एवं कंड्यूट"
ట్రిగ్గర్ సర్క్యూట్,"ट्रिगर परिपथ, प्रवर्तक परिपथ"
ట్రిమ్,काट-छांट
ట్రిమ్మింగ్,"संकर्तन, काट-छांट"
త్రిపాద,तिपाई
ట్రోపోస్పియర్,क्षोभमंडल
కత్తిరించడం,"छिन्नन, रुंडन"
ట్రూత్ టేబుల్,"सत्य सारणी, सत्य तालिका"
ట్యూన్ చేయబడింది,समस्वरित
ట్యూనర్,"समस्वरक, ट्यूनर, समंजक"
ట్యూనింగ్,"समस्वरण, ट्यूनिंग"
సొరంగం డయోడ్,टनल डायोड
టన్నెలింగ్,सुरंगन
నిర్వహణ చుట్టూ తిరగండి,प्रतिवर्तन प्रबंधन
టర్న్ టేబుల్,टर्न टेबल
ట్వీటర్,"ट्वीटर, तीक्ष्ण ध्वनक, तीक्ष्णक"
వక్రీకృత,"व्यावर्तित, ऐंठित"
వక్రీకృత జత కేబుల్,"व्यावर्तित युग्म केबल, व्यावर्तित युगल केबल"
అసమతుల్య ఆడియో లైన్,असंतुलित ध्वनि लाइन
వోల్టేజ్ కింద,अववोल्टता
యునికాస్టింగ్,एकदिष्ट प्रसारण
యూనివర్సల్ గేట్,"सार्विक द्वार, सार्विक गेट"
యూనివర్సల్ నెట్‌వర్క్,"सार्विक जालक्रम, सार्विक नेटवर्क"
విడదీయని వడపోత,"अभारित फिल्टर, अभारित निस्यंदक"
అప్ కన్వర్టర్,ऊर्ध्व परिवर्तक
అప్లింక్,"ऊर्ध्वयोजन, अपलिंक"
అప్‌లోడ్,अभिभारण
ఉపయోగపడే క్షేత్ర బలం,उपयोज्य क्षेत्र सामर्थ्य
విలువ జోడించిన సేవలు,मूल्यवर्धित सेवाएं
