Gujarati,Bengali
"પદમરાગ, રૂબી, લાલ, યાકુત","পদ্মরাগ, রুবি, লাল, ইয়াকুত"
"રૂબી લેસર, રૂબી લેસર","রুবি লেজার, রুবি লেজার"
"સુકાન, નિયંત્રણ","rudder, control"
નિયમો,নিয়ম
રેખાંકિત જાળી,আন্ডারলাইন করা ঝাঁঝরি
"આલેખ, રેખાઓ","গ্রাফ, লাইন"
"ચલાવો, પરંપરા","রান, ঐতিহ্য"
દોડવીર,রানার
"કરાર, કરાર, વિસ્ફોટ","চুক্তি, চুক্তি, বিস্ফোরণ"
રધરફોર્ડ સ્કેટરિંગ,রাদারফোর্ড বিক্ষিপ্ত
રધરફોર્ડ,রাদারফোর্ড
રાયડબર્ગ,রাইডবার্গ
સલામત ભાર,নিরাপদ লোড
"સલામત, સુરક્ષિત","নিরাপদ, নিরাপদ"
"સેફ્ટી ફ્યુઝ, બિકફોર્ડ ફ્યુઝ","নিরাপত্তা ফিউজ, Bickford ফিউজ"
સુરક્ષા વાલ્વ,নিরাপত্তা ভালভ
"નમૂના, નમૂનો","নমুনা, নমুনা"
"નમૂના (v.), નમૂના (n.)","নমুনা (v.), নমুনা (n.)"
સેન્ડવીચ,স্যান্ডউইচ
"ઉપગ્રહ, પેટાકંપની, પાછળનું","স্যাটেলাইট, সাবসিডিয়ারি, ট্রেলিং"
ઉપનદી રેખા,উপনদী লাইন
સંતોષવા માટે,সন্তুষ্ট করার জন্য
શનિની વીંટી,শনি রিং
savart,savart
સ્કેલર,স্কেলার
પગલું ગુણક,ধাপ গুণক
"વેરવિખેર, વેરવિખેર","বিক্ষিপ্ত, বিক্ষিপ্ত"
વિખેરવાની પ્રક્રિયા,বিচ্ছুরণ প্রক্রিয়া
દૃષ્ટિ,দৃষ্টিশক্তি
ફેલાવો,প্রসারিত করা
"સ્ક્રેચ (અવાજ), સ્ક્રેચ","scratch (শব্দ), আঁচড়"
"ચાળણી, ચાળણી (ઇડી.), ડ્રાઇવ","seve, seve (ed.), drive"
sku ત્રાટકશક્તિ,sku দৃষ্টি
"બંધ કરવું, સીલ કરવું, સીલ કરવું (ver.)","বন্ধ করা, সীলমোহর করা, সীলমোহর করা (ver.)"
"મોસમી વિવિધતા, મોસમી વધઘટ","ঋতু পরিবর্তন, ঋতু ওঠানামা"
સેકન્ટ નિયમ,সেক্যান্ট নিয়ম
"બીજું (સં.), બીજું (વિ.)","দ্বিতীয় (সম্পাদনা), দ্বিতীয় (ভি.)"
"ગૌણ, ગૌણ","মাধ্যমিক, মাধ্যমিক"
"1 વિભાગ, વિભાગ, વિભાગ, વિભાગ, વિભાગ","1 বিভাগ, বিভাগ, বিভাগ, বিভাগ, বিভাগ"
"ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર","সেক্টর, সেক্টর, সেক্টর"
લાંબા સમય સુધી ચાલે છે,দীর্ঘ মেয়াদী
બીજ,বীজ বপন
સિસ્મોલોજી,সিসমোলজি
સિસ્મોલોજી,সিসমোলজি
સિસ્મોલોજી,সিসমোলজি
પસંદગી,নির্বাচন
"સ્વ, સ્વ","স্ব, স্ব"
આંતરિક ઊર્જા,অন্তর্নিহিত শক্তি
સ્વયંસ્ફુરિત ઓસિલેશન,স্বতঃস্ফূর্ত দোলন
સેમિકન્ડક્ટર,অর্ধপরিবাহী
અર્ધ પ્રયોગમૂલક,আধা অভিজ্ঞতামূলক
અર્ધ-અનંત,আধা অসীম
અર્ધ-લોગ ગ્રાફ શીટ,আধা-লগ গ্রাফ শীট
ગોળાકાર વત્તા કોણ,গোলাকার প্লাস কোণ
અર્થ,ইন্দ্রিয়
સંવેદનશીલ,সংবেদনশীল
"સંવેદનશીલ, સંવેદનશીલ, સંવેદનશીલ, સંવેદનશીલ","সংবেদনশীল, সংবেদনশীল, সংবেদনশীল, সংবেদনশীল"
"સાઉન્ડ રીસીવર લેમ્પ ક્રેસ્ટ, ધ્વનિ રીસીવર જ્યોત","সাউন্ড রিসিভার ল্যাম্প ক্রেস্ট, সাউন্ড রিসিভার ফ্লেম"
"સંવેદનશીલતા, સંવેદનશીલતા, સંવેદનશીલતા","সংবেদনশীলতা, সংবেদনশীলতা, সংবেদনশীলতা"
"સક્રિયકરણ, સંવેદના","সক্রিয়করণ, সেন্সিং"
સેન્સર,সেন্সর
અલગ કરી શકાય તેવું,বিভাজ্য
"અલગ, અલગ, અલગ, અંતર","বিচ্ছেদ, বিচ্ছেদ, বিচ্ছেদ, ফাঁক"
ઓક્ટેવ,অষ্টক
સેપ્ટોડ,সেপ্টোড
અનુક્રમણિકા,ইনডেক্সিং
શ્રેણી શ્રેણી શ્રેણી (નકશો),সিরিজ সিরিজ সিরিজ (মানচিত্র)
સર્વો મોટર,সার্ভো মোটর
"સેટ કરો, સેટ કરો, સેટ કરો, સેટ કરો","সেট আপ, সেট আপ, সেট আপ, সেট আপ"
"અધોગતિ, છાંયો","degraded, shaded"
પડછાયો,ছায়া
આંકડો,চিত্র
તીક્ષ્ણ અંત,ধারালো শেষ
spout શ્રેણી,স্পাউট পরিসীমা
"શીયર ફોર્સ, શીયર","শিয়ার বল, শিয়ার"
કવચિત ન્યુક્લાઇડ,সংরক্ষিত নিউক্লাইড
"બનાવટ, વિસ્થાપન, સ્થાનાંતરણ","সৃষ্টি, স্থানচ্যুতি, স্থানান্তর"
આઘાત વેગ,শক বেগ
આઘાત તરંગ,শক ওয়েভ
"ટૂંકું, જર્જરિત, અસંગત","সংক্ষিপ্ত, জীর্ণ, অসংলগ্ন"
ઉંચો અવાજ,উচ্চকণ্ঠ
"બાજુનો માર્ગ, શંટ (સં.), બાજુનો માર્ગ, શંટ (v.)","পার্শ্বীয় পথ, শান্ট (সম্পাদনা), পাশের পথ, শান্ট (v.)"
"બાજુ, બાજુ, બાજુ","পাশ, পাশ, পাশ"
સાઈડરીયલ,পার্শ্বীয়
"જોવું, લક્ષ્ય રાખવું, જોવું, ધ્યેય રાખવું, લક્ષ્ય રાખવું, સ્થાન મેળવવું","sighting, aiming, sighting, aiming, aiming, locating"
રાશિ,রাশিচক্র সাইন
"સંકેત, સંકેત","সংকেত, সংকেত"
મૌન સમયગાળો,নীরব সময়
સિલિકોન ડાયોડ,সিলিকন ডায়োড
સિલિકોન,সিলিকন
"સિલિકોન પ્લેક, સિલિકોન વેફર","সিলিকন প্লাক, সিলিকন ওয়েফার"
સામ્યતા,"সাদৃশ্য, উপমা"
અનુકરણ કરનાર,অনুকরণকারী
એક સાથે,যুগপত
"ચિહ્ન, સાઈન","সাইন, সাইন"
એકલ આયનીકરણ,একক আয়নকরণ
સિંગલ લાઇન સિંગલ લાઇન,একক লাইন একক লাইন
એક પગલું,একক পদক্ষেপ
"પ્રવેશ, ડૂબવું, નિમજ્જન, મર્જિંગ ચાટ, સિંક, કુંડ","অ্যাক্সেস, ডুবে যাওয়া, নিমজ্জন, মার্জিং ট্রফ, সিঙ্ক, কুন্ড"
સાઇનસૉઇડલ,ঘোড়ার ডিম
સાઇફન,সাইফন
સાયરન,সাইরেন
"કદ, કદ (n.), કદ, કોતરણી (v.)","আকার, আকার (n.), আকার, খোদাই (v.)"
"અસમપ્રમાણ, ત્રાંસુ","asymmetrical, skew"
"બાહ્ય ત્વચા અસર, ત્વચા અસર","এপিডার্মিস প্রভাব, ত্বকের প্রভাব"
વાદળી,আকাশী নীল
ત્રાંસી શ્રેણી,তির্যক পরিসীমা
સાપ,সাপ
"સ્લિપ, સ્લિપ, સ્લિપ, સ્લિપ, સોલ્યુશન","স্লিপ, স্লিপ, স্লিপ, স্লিপ, সমাধান"
c રીંગ,গ রিং
"ચીરો, ચીરો, ચીરો","slit, slit, slit"
"ઢાળ, ઢાળ, ઢાળ","ঢাল, ঢাল, ঢাল"
સ્લોટેડ લાઇન,স্লটেড লাইন
ધીમી રિએક્ટર,ধীর চুল্লি
ધૂમ્રપાન,ধূমপান
પ્રેરક કેપેસિટર,প্রবর্তক ক্যাপাসিটর
"વણાંકોનું સંવહન, વણાંકોનું મર્જિંગ","বক্ররেখার পরিচলন, বক্ররেখা একত্রিত করা"
સોડર,সোডার
"નરમ, નરમ, કોમળ","নরম, নরম, কোমল"
ટૂંકા ગાળાના ઘટક,স্বল্পমেয়াদী উপাদান
સુપર કંડક્ટર,সুপার কন্ডাক্টর
અસુરક્ષિત લક્ષ્ય,অরক্ষিত লক্ষ্য
ઓછી ડિસ્ચાર્જ ટ્યુબ,কম স্রাব টিউব
સૌર,সৌর
"સોલ્ડર કરવું, સોલ્ડર કરવું (સં.), સોલ્ડર કરવું, સોલ્ડર કરવું (n.)","ঝাল করা, ঝাল করা (ed.), ঝাল করা, ঝাল করা (n.)"
સોલેનોઇડ તત્વ,সোলেনয়েড উপাদান
"નક્કર, સમૂહ, સમઘન","কঠিন, ভর, ঘনক"
"ઉકેલ, અર્થ, ઉકેલ, ઉકેલ","সমাধান, মানে, সমাধান, সমাধান"
તેઝ ધ્વનિ,শব্দাঘাত
"ફોનોમીટર, સોનોમીટર","ফোনোমিটার, সনোমিটার"
એકોસ્ટિક,শাব্দিক
"વર્ગીકરણ, પસંદગી, વિભાજન","বাছাই, নির্বাচন, বিচ্ছেদ"
"આકાશ, અવકાશ, અવકાશ, અવકાશ, અવકાશ, અવકાશ","আকাশ, স্থান, স্থান, স্থান, স্থান, স্থান"
આકાશી કેબિન,স্বর্গীয় কেবিন
અંતરાલ,অন্তর
આકાશી,আকাশী
ટ્રાન્સફર અંતરાલ,স্থানান্তর ব্যবধান
સ્પાર્કલિંગ,ঝকঝকে
"અવકાશી, અવકાશી","স্বর্গীয়, স্থানিক"
"ચોક્કસ સાપેક્ષતા, ચોક્કસ સાપેક્ષતા","নির্দিষ্ট আপেক্ষিকতা, নির্দিষ্ট আপেক্ষিকতা"
"સંબંધિત, ચોક્કસ, વિશેષ","আপেক্ষিক, নির্দিষ্ট, বিশেষ"
સ્પષ્ટીકરણ,স্পেসিফিকেশন
સ્પષ્ટ,নির্দিষ্ট করা
સ્પેક્ટ્રલ,বর্ণালী
સ્પેક્ટ્રોમેટ્રી,স্পেকট্রোমেট্রি
"સ્પેક્ટ્રોસ્કોપ, સ્પેક્ટ્રોસ્કોપ","স্পেকট্রোস্কোপ, বর্ণালী"
"સ્પેક્ટ્રોલોજિસ્ટ, સ્પેક્ટ્રમ વૈજ્ઞાનિક","বর্ণালী বিশেষজ্ঞ, বর্ণালী বিজ্ঞানী"
નિયમિત,নিয়মিত
ભાષણ,বক্তৃতা
સ્પીડોમીટર,স্পিডোমিটার
રાઉન્ડ બોલ,বৃত্তাকার বল
"ગોળાકાર, ગોળાકાર","গোলাকার, গোলাকার"
"ગોળામાપક, ગોળામાપક","স্ফেরোমিটার, স্ফেরোমিটার"
સ્પિન રીબાઉન્ડ,স্পিন রিবাউন্ড
સ્પિનિંગ ટોપ,স্পিনিং টপ
સ્પિન,স্পিন
સર્પાકાર ગતિ,সর্পিল গতি
"વિભાજન, વિભાજન (વિ.) વિભાજન, વિભાજન (એન.)","বিভক্ত, বিভক্ত (v.) বিভক্ত, বিভক্ত (n.)"
આપમેળે,স্বয়ংক্রিয়ভাবে
"સ્પૂલ, વિંચ, રીલ, વોલી","স্পুল, উইঞ্চ, রিল, ভলি"
રેન્ડમ ઘટના,এলোমেলো ঘটনা
"બિંદુ, સ્પોટ (નં.), સ્પોટ, સ્પોટ, ઓળખો, શોધો (વર.)","বিন্দু, স্পট (নং), স্পট, স্পট, সনাক্ত করা, সন্ধান করা (ভার।)"
ઊર્જા સંકુલ,শক্তি জটিল
"વસંત, વસંત, વસંત, ધોધ, વસંત","বসন্ত, বসন্ত, বসন্ত, জলপ্রপাত, বসন্ত"
ખોટો જુસ્સો,মিথ্যা আবেগ
વધારાનો પડઘો,অতিরিক্ত প্রতিধ্বনি
સ્પુટનિક,স্পুটনিক
"ચોરસ, ચોરસ, ચોરસ","বর্গক্ষেত্র, বর্গক্ষেত্র, বর্গক্ষেত্র"
ટકાઉપણું,স্থায়িত্ব
સ્થિરતા,স্থিতিশীল
સ્ટેક,স্ট্যাক
"સ્ટેજ, સ્ટેજ, રેન્ક, સમુદાય, સ્ટેજ","পর্যায়, পর্যায়, পদ, সম্প্রদায়, মঞ্চ"
સમાંતર વિતરણ,সমান্তরাল বন্টন
"પ્રમાણભૂત, પ્રમાણિત, ધ્વજ (નં.), ધોરણ","মান, প্রত্যয়িত, পতাকা (নং), মান"
પ્રમાણિત,প্রমিত
માનકીકરણ,প্রমিতকরণ
"તારો, તારો","তারকা, তারকা"
સખત અસર,কঠোর প্রভাব
"પ્રવર્તક, સ્ટાર્ટર, વિસ્ફોટક","প্রবর্তক, স্টার্টার, বিস্ফোরক"
સ્ટેમ્પિયર,স্ট্যাম্পিয়ার
"સ્થિતિ, રાજ્ય, રાજ્ય","অবস্থান, রাষ্ট্র, রাষ্ট্র"
નિવેદન,বিবৃতি
સ્થિર સ્થિર ઇલેક્ટ્રોસ્ટેટિક અવાજ,স্ট্যাটিক স্ট্যাটিক ইলেক্ট্রোস্ট্যাটিক শব্দ
સ્થિર,স্থির
"નિરીક્ષણ સ્ટેશન, સ્ટેશન, ચંદ્ર","পর্যবেক্ষণ স্টেশন, স্টেশন, চাঁদ"
પ્રગતિશીલ,প্রগতিশীল
સ્તબ્ધ,হতবাক
નિષ્ક્રિયતાનો તબક્કો,অসাড়তা পর্যায়
નિશ્ચિત વિસ્તાર,নির্দিষ্ট এলাকা
પ્રગતિશીલ કણ,প্রগতিশীল কণা
સ્તબ્ધ વલણ,হতবাক মনোভাব
નમૂના,নমুনা
આંકડાકીય,পরিসংখ্যানগত
આંકડાકીય વજન,পরিসংখ্যানগত ওজন
સ્ટેટર,স্টেটর
"અપરિવર્તનશીલ, સતત, સતત, કાયમી","অপরিবর্তনীয়, ধ্রুবক, ধ্রুবক, স্থায়ী"
વરાળ વરાળ,বাষ্প বাষ্প
સ્ટીમ ટર્બાઇન,বাষ্প টারবাইন
સ્ટીલ,ইস্পাত
સ્ટીયરીંગ બોક્સ,স্টিয়ারিং বক্স
તારાઓની,নাক্ষত্রিক
"પગલું, પગલું, પગલું, પગલું","ধাপ, ধাপ, ধাপ, ধাপ"
ઉત્તરોત્તર,ধাপে ধাপে
પગલું કાર્ય,ধাপ ফাংশন
સ્ટેરેડિયન,স্টেরেডিয়ান
સ્ટીરિયોસ્કોપિક,স্টেরিওস্কোপিক
સ્ટીરિયોસ્કોપિક અવાજ,স্টেরিওস্কোপিক শব্দ
જોડાણ અથડામણ,সংযুক্তি সংঘর্ষ
"અપર્ય ન્યુક્લિયસ, કૃષ્ણ ન્યુક્લિયસ","অপার্য নিউক্লিয়াস, কৃষ্ণ নিউক্লিয়াস"
"કઠિન, ખડતલ, મક્કમ, મક્કમ","কঠিন, শক্ত, দৃঢ়, দৃঢ়"
વ્યગ્રતા,নমনীয়তা
"બિંદુ, કલંક","বিন্দু, কলঙ্ক"
સૂક્ષ્મતા,নির্দেশ
"ભાભાકા, અસોત્રા (સં.), સ્થાવર (વી.), અચલ દૃશ્ય","ভাবক, অসোত্র (সম্পাদনা), স্থাবর (ভি.), স্থাবর দৃশ্য"
ઉશ્કેરવું,উত্তেজিত করতে
ઉત્તેજના,উদ্দীপনা
stirrer,আলোড়নকারী
સ્ટૉક,স্টোক
"બ્રેક-વોચ, સ્ટોક-ક્લોક","ব্রেক-ঘড়ি, স্টক-ক্লক"
અવાહક,উত্তাপ
"મર્યાદા, રોકો","limiter, stop"
સંભવિત રોકવા,সম্ভাব্য থামানো
"જેબી બ્રેક વોચ, સ્ટોપ વોચ","জেবি বিরতি ঘড়ি, ঘড়ি বন্ধ"
"સંગ્રહ, સંગ્રહ","স্টোরেজ, স্টোরেজ"
સ્ટોવ,চুলা
"સીધા, સીધા, સરળ","সোজা, সোজা, সরল"
"વિતરણ, તણાવ, વિકૃતિ, ભિન્નતા, ભેદ, ફિલ્ટરિંગ (ver.)","বন্টন, চাপ, বিকৃতি, পার্থক্য, পার্থক্য, ফিল্টারিং (ver.)"
વિકૃત,বিকৃত
સ્ફીગ્મોમેનોમીટર,স্ফিগমোম্যানোমিটার
"ઊર્ધ્વમંડળ, 2 ઊર્ધ્વમંડળ","স্ট্রাটোস্ফিয়ার, 2 স্ট্রাটোস্ফিয়ার"
અનિચ્છનીય,অবাঞ্ছিত
"વીજળીની રેખા, વીજળી","বিদ্যুতের লাইন, বজ্রপাত"
"નદી, નાળા, નાળા","নদী, স্রোত, ড্রেন"
"પરકોલેશન, સ્ટ્રીમનો વહેણ, પ્રવાહ","ক্ষরণ, প্রবাহ, বর্জ্য"
પાકા,রেখাযুক্ত
"તાકાત, તાકાત, તીવ્રતા, એકાગ્રતા, પ્રવૃત્તિ","শক্তি, শক্তি, তীব্রতা, ঘনত্ব, কার্যকলাপ"
તણાવ,চাপ
આર્ક-એક્ટિંગ સંભવિત,আর্ক-অভিনয় সম্ভাবনা
"આર્ક સ્ટાર્ટિંગ વોલ્ટેજ, વાલ્વ સ્ટાર્ટિંગ વોલ્ટેજ","আর্ক স্টার্টিং ভোল্টেজ, ভালভ স্টার্টিং ভোল্টেজ"
"દોરો, દોરો, દોરો, ફિલામેન્ટ, દોરી, દોરી, ડોરી, 8. દોરીની ખામી","থ্রেড, থ্রেড, থ্রেড, ফিলামেন্ট, কর্ড, স্ট্রিং, ল্যানিয়ার্ড, 8. কর্ডের ত্রুটি"
"સ્ટ્રીપ, સ્ટ્રીપ, સ્ટ્રીપિંગ, સ્ટ્રીપિંગ, નગ્ન","ফালা, স্ট্রিপ, স্ট্রিপিং, স্ট্রিপিং, নগ্ন"
"peeling, witton, shavings, નગ્ન","পিলিং, উইটন, শেভিং, নগ্ন"
નિષ્કર્ષણ પ્રતિક્રિયા,নিষ্কাশন প্রতিক্রিয়া
સ્ટ્રોબોસ્કોપ,স্ট্রোবোস্কোপ
સ્ટ્રોક,স্ট্রোক
"મજબૂત, ઊંડા, તીક્ષ્ણ, કેન્દ્રિત","শক্তিশালী, গভীর, তীক্ষ্ণ, ঘনীভূত"
મજબૂત ચેપ,শক্তিশালী সংক্রমণ
માળખાકીય,কাঠামোগত
"માળખું, રચના","গঠন, টেক্সচার"
સોય,সুই
"પેટાવર્ગ, પેટાજૂથ, પેટાજૂથ","subclass, subgroup, subgroup"
"માઇક્રોસ્કોપિક, સુપરમાઇક્રોસ્કોપિક, સબમાઇક્રોસ્કોપિક","মাইক্রোস্কোপিক, সুপারমাইক্রোস্কোপিক, সাবমাইক্রোস্কোপিক"
બિન પરમાણુ ભૌતિકશાસ્ત્ર,অ পারমাণবিক পদার্থবিদ্যা
ફૂટનોટ,পাদটীকা
"સહાયક, આનુષંગિક","আনুষঙ্গিক, আনুষঙ্গিক"
"કાર્યકારી પ્રવાહી, સબસ્ટેટ","কর্মক্ষম তরল, সাবস্টেট"
પેટા એકમ,উপ ইউনিট
ધીમે ધીમે,ধীরে ধীরে
સક્શન,স্তন্যপান
સક્શન,স্তন্যপান
કામુક,গন্ধযুক্ত
"સરવાળો, સરવાળો, સરવાળો પરિણામ, સરવાળો","যোগফল, যোগফল, যোগফল, যোগফল"
સૂર્ય,সূর্য
સૂર્ય ઘડિયાળ,সূর্য ঘড়ি
"સન બ્લર, સન સ્પોટ","সূর্যের ঝাপসা, সূর্যের দাগ"
સૂર્ય નક્ષત્ર,সূর্য রাশি
આત્યંતિક,চরম
સુપરકન્ડક્ટીંગ મેટલ,অতিপরিবাহী ধাতু
સુપરવાહકતા,অতিপরিবাহীতা
સુપર ડ્રાઈવર,সুপার ড্রাইভার
વિશાળ,দৈত্য
દોષિત,অভিযুক্ত
આરોપણ,ইমপ্লান্টেশন
સુપરમાલય,সুপারমালয়
સુપરનોર્મલ ડિફ્લેક્શન,অতি স্বাভাবিক বিচ্যুতি
લાદવા માટે,আরোপ করা
આરોપણ,ইমপ্লান্টেশন
અતિસંતૃપ્તિ,হাইপারস্যাচুরেশন
અતિસંવેદનશીલ,অতি সংবেদনশীল
અલ્ટ્રાસોનિક્સ,অতিস্বনক
સુપરસોનિક્સ,সুপারসোনিক্স
સુપરસ્ટ્રક્ચર,সুপারস্ট্রাকচার
પૂરક,পরিপূরক
ફીડ પુરવઠો,খাদ্য সরবরাহ
"ટેક, આધાર","প্রযুক্তি, ভিত্তি"
અવરોધક ગ્રીડ,নিরোধক গ্রিড
સુપરવાહકતા,অতিপরিবাহীতা
પાનું,পাতা
"ઉછાળો, ફૂલવું","surge, swell"
સચેતતા,মনোযোগ
"ધાર્યું ઘૂંસપેંઠ, પ્રતિભાવ","অনুপ্রবেশ অনুপ্রবেশ, প্রতিক্রিয়াশীলতা"
"સંવેદનશીલતા, ચુંબકીય વલણ, ગ્રહણશીલતા","সংবেদনশীলতা, চৌম্বক প্রবণতা, গ্রহণযোগ্যতা"
"સસ્પેન્શન, અટકી","সাসপেনশন, ঝুলন্ত"
નું પાલન કર્યું,মেনে চলে
"ફેલાવો, માર્જિન","বিস্তার, মার্জিন"
"સોજો, સોજો, સોજો","swelling, swelling, swelling"
"પ્રડોલ, ડોલ","pradol, dol"
"ફરતી ઝડપ, ફરતી ઝડપ","ঘূর্ণায়মান গতি, ঘূর্ণায়মান গতি"
સ્વીચ બોર્ડ,সুইচ বোর্ড
પત્ર,চিঠি
સપ્રમાણ,প্রতিসম
સપ્રમાણ,প্রতিসম
સમપ્રમાણરીતે,প্রতিসম
સમપ્રમાણતા,প্রতিসাম্য
સમપ્રમાણતા,প্রতিসাম্য
સિંક્રોસાયક્લોટ્રોન,সিনক্রোসাইক্লোট্রন
સુમેળ,সিঙ্ক্রোনাইজেশন
સિંક્રનસ હોવું,সিঙ্ক্রোনাস হতে
સિંક્રોનાઇઝર,সিঙ্ক্রোনাইজার
સુમેળ,সিঙ্ক্রোনাইজেশন
"સુમેળપૂર્વક, સુમેળપૂર્વક","সিঙ্ক্রোনাসলি, সিঙ্ক্রোনাসলি"
સિંક્રોટ્રોન,সিনক্রোট্রন
કૃત્રિમ,সিন্থেটিক
"શરીર, સિસ્ટમ, જૂથ, સમુદાય, સિસ્ટમ","শরীর, সিস্টেম, গোষ্ঠী, সম্প্রদায়, সিস্টেম"
"સૉર્ટ કરો, વર્ગીકૃત કરો, વર્ગીકૃત કરો-","সাজান, শ্রেণীবদ্ধ করুন, শ্রেণীবদ্ধ করুন-"
"સાર્વત્રિક, શરીર","সর্বজনীন, শরীর"
"ટેબ્યુલેટર, ટેબ્યુલર મશીન, ટેબ્યુલર","ট্যাবুলার, ট্যাবুলার মেশিন, ট্যাবুলার"
"ચિહ્નિત, ચિહ્નિત, ચિહ્નિત","চিহ্নিত, চিহ্নিত, চিহ্নিত"
પૂંછડી,পুচ্ছ লেজ
ધીમે ધીમે ઘટાડો,ধীরে ধীরে পতন
"વંશ, પ્રસ્થાન","descent, departure"
"સ્પર્શેન્દ્રિય, સ્પર્શક","স্পর্শকাতর, স্পর্শক"
"spout (ed.), spout, fraction, extrusion diversion, tapon (v.)","spout (ed.), spout, fraction, extrusion diversion, tapon (v.)"
"ઓર્ડિનલ, ટેપર","ordinal, taper"
"ટેપર્ડ, ટેપર્ડ (v.), પેરીઅન્થ, ટેપરન (ed.)","টেপারড, টেপারড (v.), perianth, taperon (ed.)"
"knock-key, press-key","knock-key, press-key"
"પાર્ટ રિમૂવલ સ્વિચ, સ્પાઉટ સ્વિચ","পার্ট রিমুভাল সুইচ, স্পাউট সুইচ"
લક્ષ્ય,লক্ষ্য
"તકનીક, તકનીક","প্রযুক্তি, কৌশল"
ટેકનોલોજી,প্রযুক্তি
ટેલિવિઝન પ્રસારણ,টেলিভিশন সম্প্রচার
"ટેલિગ્રાફી, ટેલિગ્રાફી","টেলিগ্রাফি, টেলিগ্রাফি"
ટેલિમીટર,টেলিমিটার
ટેલિમેટ્રી,টেলিমেট্রি
ફોન,ফোন
"દૂરબીન, દૂરબીન, દૂરબીન","টেলিস্কোপ, টেলিস্কোপ, টেলিস্কোপ"
"દૂરદર્શન, ટેલિવિઝન","দূরদর্শন, টেলিভিশন"
ગરમી,তাপ
કલિક,কালিক
"ટૂંકા ગાળાનું, કામચલાઉ, કામચલાઉ","স্বল্পমেয়াদী, অস্থায়ী, অস্থায়ী"
વલણ,প্রবণতা
તાણયુક્ત,প্রসার্য
તાણયુક્ત,প্রসার্য
તણાવ,চাপ
ક્ષેત્ર,রাজত্ব
ટેરા,টেরা
"અંત, ટર્મિનલ, અંત, અંત","শেষ, টার্মিনাল, শেষ, শেষ"
"ભૂપ્રદેશ, ખડકાળ પ્રદેશ","ভূখণ্ড, পাথুরে অঞ্চল"
"પાર્થિવ, પાર્થિવ, પાર્થિવ","পার্থিব, পার্থিব, পার্থিব"
ટેસ્લા,টেসলা
સ્પષ્ટતા પરીક્ષણ ચાર્ટ,স্বচ্ছতা পরীক্ষার চার্ট
ચતુર્થાંશ,চতুর্মুখী
ડબલ ટ્રેપેઝોઇડ,ডবল ট্র্যাপিজয়েড
ટેટ્રોડ,টেট্রোড
થિયોડોલાઇટ,থিওডোলাইট
સૈદ્ધાંતિક,তাত্ত্বিক
"થર્મલ, ગરમી, ગરમી","তাপ, তাপ, তাপ"
ગરમી,গরম করার
ગરમી,গরম করার
tapayni,tapayni
થર્મોઇલેક્ટ્રિક જોડી,তাপবিদ্যুৎ জোড়া
થર્મોડાયનેમિક,থার্মোডাইনামিক
થર્મોડાયનેમિક્સ,তাপগতিবিদ্যা
થર્મોઇલેક્ટ્રિક,তাপবিদ্যুৎ
"થર્મોમીટર, થર્મોમીટર","থার্মোমিটার, থার্মোমিটার"
થર્મોમેટ્રી,থার্মোমেট্রি
થર્મોઇલેક્ટ્રિક બીમ,তাপবিদ্যুৎ মরীচি
થર્મોસ,থার্মোস
સમશીતોષ્ણ,নাতিশীতোষ্ণ
"પાતળી ફિલ્મ, પાતળી પડ","পাতলা ফিল্ম, পাতলা স্তর"
સ્ટીરિયોસ્કોપિક,স্টেরিওস্কোপিক
"થ્રેશોલ્ડ, થ્રેશોલ્ડ","threshold, threshold"
સ્ટોપ વાલ્વ,ভালভ বন্ধ করুন
"પ્રક્ષેપણ, પડવું","অভিক্ষেপ, পতন"
"જોર, જોર","খোঁচা, খোঁচা"
થાઇરિસ્ટર,থাইরিস্টর
nat અક્ષ,nat অক্ষ
અભિનંદન,অভিনন্দন
"સમય, અવધિ, અવધિ","সময়, সময়কাল, সময়কাল"
"સહનશીલતા, સહનશીલતા","সহনশীলতা, সহনশীলতা"
ટન,টন
"સ્વર, સ્વર, છબી","টোন, টোন, ইমেজ"
"ટનેજ, વજન","টনেজ, ওজন"
"વેણી, ભ્રમ, બંગડી, ટોચ","বিনুনি, বিভ্রম, চুড়ি, শীর্ষ"
ટોરોઇડ,টরয়েড
ટોરોઇડી,toroidi
"ટોર્ક, ખેંચાણ","টর্ক, ক্র্যাম্প"
ટૉર્સિલરી ટ્યુબ,টরসিলারি টিউব
"આંચકી, આંચકી, 3 આંચકી","খিঁচুনি, খিঁচুনি, 3 খিঁচুনি"
આંચકો,ঝাঁকুনি
"ઉમેરણ, યોગ (સંત્ર). પૂર્ણ, પૂર્ણ (વિ.)","যোগ, যোগ (সান্ত্রা)। সম্পূর্ণ, সম্পূর্ণ (v.)"
"માર્ગ, માર્ગ","trajectory, trajectory"
પરસ્પર નિર્ભરતા,পরস্পর নির্ভরতা
આંતરવાહકતા,আন্তঃপরিবাহিতা
ટ્રાન્સક્રિપ્શન,প্রতিলিপি
ભિન્નતા,প্রকরণ
રૂપાંતર,রূপান্তর
"ટ્રાન્સફોર્મર, ટ્રાન્સફોર્મર","ট্রান্সফরমার, ট্রান্সফরমার"
ક્ષણિક,ক্ষণস্থায়ী
ટ્રાન્ઝિસ્ટર,ট্রানজিস্টর
