Bengali,Odiya
প্রতিরক্ষামূলক রিলে,ପ୍ରତିରକ୍ଷା ରିଲେ |
প্রোটোকল,ପ୍ରୋଟୋକଲ୍
প্রোটোটাইপ,ପ୍ରୋଟୋଟାଇପ୍
প্রক্সি সার্ভার,ପ୍ରକ୍ସି ସର୍ଭର |
সাইকোএকৌস্টিক কোডার,ସାଇକୋଆକୋଷ୍ଟିକ୍ କୋଡର୍ |
সাইকোএকৌস্টিক মোড,ସାଇକୋଆକୋଷ୍ଟିକ୍ ମୋଡ୍ |
সাইকোএকৌস্টিক মডেল,ସାଇକୋଆକୋଷ୍ଟିକ୍ ମଡେଲ୍ |
সাইকোঅ্যাকোস্টিক ঘটনা,ସାଇକୋଆକୋଷ୍ଟିକ୍ ଘଟଣା |
সাইকোঅ্যাকস্টিকস,ସାଇକୋଆକୋଷ୍ଟିକ୍ |
সাইকোমেট্রিক চার্ট,ସାଇକୋମେଟଟ୍ରିକ୍ ଚାର୍ଟ |
পাবলিক ঠিকানা পরিবর্ধক,ଜନସାଧାରଣ ଠିକଣା AMPLIFIER |
পাবলিক ব্রডকাস্টার,ଜନସାଧାରଣ ବିସ୍ତାରକ
স্পন্দন,ନାଡ
পালস কোড মডুলেশন,ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |
নাড়ি জেনারেটর,ନାଡ ଜେନେରେଟର |
নাড়ি মডুলেশন,ପଲ୍ସ ମୋଡୁଲେସନ୍ |
নাড়ি বৃদ্ধির সময়,ପଲ୍ସ ବୃଦ୍ଧି ସମୟ |
নাড়ির প্রস্থ,ନାଡ ଓସାର |
পাঞ্চ কার্ড,ଦଣ୍ଡିତା କାର୍ଡ |
পাঙ্কচারিং,ଘୂର୍ଣ୍ଣଣକାରୀ
বোতাম চাপা,ପୁସ୍ ବଟନ୍ |
পুশ পুল পাওয়ার এমপ্লিফায়ার,ପାୱାର ଏମ୍ପ୍ଲିଫାୟର୍ ପୁସ୍ କରନ୍ତୁ |
চতুর্ভুজ,ଚତୁର୍ଦ୍ଦଶ
চতুর্ভুজ,ଉଦ୍ୟାନ
গুণ,ଗୁଣବତ୍ତା
মান নিয়ন্ত্রণ,ଗୁଣବତ୍ତା ନିୟନ୍ତ୍ରଣ
মানের ফ্যাক্টর,ଗୁଣାତ୍ମକ କାରଣ
পরিমাণ,ପରିମାଣ
কোয়ান্টাইজেশন,ପରିମାଣ
কোয়ান্টাইজেশন ত্রুটি,ପରିମାଣ ତ୍ରୁଟି |
কোয়ান্টাইজিং,ପରିମାଣ
শোধন,ଲିଭର୍
বিকিরিত শক্তি,ବିକଶିତ ଶକ୍ତି
বিকিরণ,ବିକିରଣ
বিকিরণ দক্ষতা,ବିକିରଣ ଦକ୍ଷତା |
রেডিও,ରେଡିଓ
রেডিও ক্রিয়াকলাপের ঝুঁকি,ରେଡିଓ କାର୍ଯ୍ୟକଳାପ ବିପଦ |
রেডিও জ্যোতির্বিজ্ঞান,ରେଡିଓ ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
বেতার কম্পাঙ্ক,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି |
রেডিও ফ্রিকোয়েন্সি (আরএফ) ড্রাইভ,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଡ୍ରାଇଭ୍ |
রেডিও ফ্রিকোয়েন্সি (আরএফ) ফিডার,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଫିଡର୍ |
রেডিও ফ্রিকোয়েন্সি (আরএফ) দোলক,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଓସକିଲର୍ |
রেডিও ফ্রিকোয়েন্সি (আরএফ) সিনথেসাইজার,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ସଙ୍କାଥେସିଜର୍ |
রেডিও হস্তক্ষেপ,ରେଡିଓ ହସ୍ତକ୍ଷେହନୀ |
রেডিও অবস্থান,ରେଡିଓ ଅବସ୍ଥାନ |
রেডিও নেটওয়ার্কিং (আরএন) চ্যানেল,ରେଡିଓ ନେଟୱାର୍କିଂ (RN) ଚ୍ୟାନେଲ |
রেডিও প্রচারের মাধ্যম,ରେଡିଓ ପ୍ରଚାର ମାଧ୍ୟମ |
রেডিও রিসিভার,ରେଡିଓ ରସିଦ |
রেডিও বিধিমালা,ରେଡିଓ ନିୟମାବଳୀ |
রেডিও সংকেত,ରେଡିଓ ସିଗନାଲ୍ |
রেডিও বর্ণালী,ରେଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
রেডিও ট্র্যাকিং,ରେଡିଓ ଟ୍ରାକିଂ
রেডিও ট্রান্সমিটার,ରେଡିଓ ଟ୍ରାନ୍ସମିଟର |
বেতার তরঙ্গ,ରେଡିଓ ତରଙ୍ଗ |
ব্যাসার্ধ,ବ୍ୟାସାର୍ଦ୍ଧ
র‌্যাম্প,ରେମ୍ପ
এলোমেলো,ଅନିୟମିତ |
এলোমেলো ডেটা,ଅନିୟମିତ ତଥ୍ୟ |
ক্রমাগত ত্রুটি,ଅନିୟମିତ ତ୍ରୁଟି |
এলোমেলো ওঠানামা,ଅନିୟମିତ ପରିବର୍ତ୍ତନ |
পরিসীমা,ପରିସର
রাস্টার,Raster
রাস্টার ইমেজ ফর্ম্যাট,ରାଷ୍ଟର ପ୍ରତିଛବି ଫର୍ମାଟ୍ |
হার নিয়ন্ত্রণ,ହାର ନିୟନ୍ତ୍ରଣ
পরিবরতনের হার,ପରିବର୍ତ୍ତନ ହାର
ক্ষমতার বিপরিতে,ମୂଲ୍ୟାୟନ କ୍ଷମତା |
রেটেড ঘোড়া শক্তি,ରେଟେଡ୍ ଘୋଡା ଶକ୍ତି |
হারের ক্ষমতা,ଶକ୍ତିର ଶକ୍ତିରେ |
রেটিং,ମୂଲ୍ୟାୟନ
আর-সি কাপলিং,R-c coupling
প্রতিক্রিয়া,ପ୍ରତିକ୍ରିୟା
প্রতিক্রিয়া,ପ୍ରତିକ୍ରିୟା
প্রতিক্রিয়াশীল উপাদান,ପ୍ରତିକ୍ରିୟାଶୀଳ ଉପାଦାନ |
প্রতিক্রিয়াশীল লোড,ପ୍ରତିକ୍ରିୟାଶୀଳ ଭାର |
রিএজেন্ট এচিং,ରେଗିଂ ଇଞ୍ଚିଂ |
রিয়েল টাইম ট্রান্সমিশন,ପ୍ରକୃତ ସମୟ ପ୍ରସାରଣ |
পুনরায় প্রচার,ପୁନରାବୃତ୍ତି
রিসিভার,ପ୍ରାପ୍ତକର୍ତ୍ତା |
অ্যান্টেনা গ্রহণ,ଆଣ୍ଟେନା ଗ୍ରହଣ କରିବା |
গ্রহণ কেন্দ্র,ଗ୍ରହଣକାରୀ କେନ୍ଦ୍ର
অভ্যর্থনা,ଗ୍ରହଣ
অভ্যর্থনা প্রতিবেদন,ଗ୍ରହଣ କରାଯାଇଥିବା ରିପୋର୍ଟ
অভ্যর্থনা জরিপ,ରିସେପ୍ସନ୍ ସର୍ଭେ |
পারস্পরিক,ପାରସ୍ପରିକ
পুনর্গঠন ফিল্টার,ପୁନ struction ନିର୍ମାଣ ଫିଲ୍ଟର
রেকর্ডযোগ্য,ରେକର୍ଡ ଯୋଗ୍ୟ |
নথিভুক্ত,ରେକର୍ଡ କରାଯାଇଛି |
রেকর্ডার,ରେକର୍ଡର୍
রেকর্ডিং,ରେକର୍ଡିଂ
রেকর্ডিং বুথ,ରେକର୍ଡିଂ ବୁଥ୍ |
রেকর্ডিং মাথা,ମିଛ କହିବା
ডিস্কে রেকর্ডিং,ଡିସ୍କରେ ରେକର୍ଡିଂ |
রেকর্ডিং রুম,ରେକର୍ଡିଂ ରୁମ୍ |
রেকর্ডিং সিস্টেম,ରେକର୍ଡିଂ ସିଷ୍ଟମ୍
রেকর্ডিং টেপ,ରେକର୍ଡିଂ ଟେପ୍ |
সংশোধন,ସଂଶୋଧନ
সংশোধন সংকেত,ପୁନ rest ସକ୍ରିୟ ସଙ୍କେତ |
সংশোধনকারী,ପୁନ wectifier
পুনর্ব্যবহার,ପୁନ y ବ୍ୟବହାର
অপ্রয়োজনীয়তা,ଅନାବଶ୍ୟକତା |
অপ্রয়োজনীয়,ଅନାବଶ୍ୟକ |
অপ্রয়োজনীয় উপাদান,ଅନାବଶ୍ୟକ ଉପାଦାନ |
পুনরায় ইঞ্জিনিয়ারিং,ପୁନ-ଇଞ୍ଜିନିୟରିଂ |
পুনরায় এনলার্জমেন্ট,ପୁନ rel- ବୃଦ୍ଧି |
রেফারেন্স ফ্রিকোয়েন্সি,ସନ୍ଦର୍ଭ ଫ୍ରିକ୍ୱେନ୍ସି |
সটোিস,ସନ୍ଦର୍ଭ ମୂଲ୍ୟ |
স্তর প্রতিফলিত,ସ୍ତରୀୟ ସ୍ତର
প্রতিফলন মাধ্যম,ମାଧ୍ୟମକୁ ପ୍ରତିଫଳିତ କରିବା |
পৃষ্ঠ প্রতিফলিত,ପୃଷ୍ଠଭୂମି
প্রতিচ্ছবি,ପ୍ରତିଫଳନ
প্রতিফলক,ପ୍ରତିଫଳନ
অ্যান্টেনার জন্য প্রতিফলক,ଆଣ୍ଟେନା ପାଇଁ ପ୍ରତିଫଳକ |
প্রতিসরণ,ପ୍ରତିଫଳନ
প্রতিসরাঙ্ক,ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |
রেফ্রিজারেশন,ପ୍ରତିଫଳନ
পুনর্জন্ম,ପୁନ el ନିର୍ମାଣ
নিবন্ধন,ପଞ୍ଜିକରଣ କର |
ভালভ নিয়ন্ত্রণ,ଭଲଭ୍ ନିୟନ୍ତ୍ରଣ |
নিয়ন্ত্রণ,ନିୟମ
নিয়ামক,ନିୟାମକ
নিয়ন্ত্রক,ନିୟାମକ
শক্তিবৃদ্ধি,ଦୃ for ୀକରଣ
সম্পর্কিত,ପରିଚ
সম্পর্কিত সম্ভাব্যতা,ଆପେକ୍ଷିକ ଅନୁମତିଗୁଡିକ |
রিলে,ରିଲେ
রিলে সেন্টার,ରିଲେ କେନ୍ଦ୍ର |
রিলে নিঃশব্দ,ରିଲେ ଗୁଟିଙ୍ଗ୍ |
রিলে ট্রান্সমিটার,ରିଲେ ଟ୍ରାନ୍ସମିଟର |
মুক্তি,ପ୍ରକାଶନ
কোন ভোল্ট প্রকাশ করুন,କ vol ଣସି ଭୋଲ୍ଟ ମୁକ୍ତ କରନ୍ତୁ ନାହିଁ |
নির্ভরযোগ্যতা,ନିର୍ଭରଯୋଗ୍ୟତା
নির্ভরযোগ্য,ନିର୍ଭରଯୋଗ୍ୟ
দূরবর্তী,ସୁଦୂର
দূরবর্তী নিয়ন্ত্রণ,ସୁଦୂର ନିୟନ୍ତ୍ରଣ
রিমোট কন্ট্রোল এবং নেভিগেশন সিস্টেম,ରିମୋଟ୍ କଣ୍ଟ୍ରୋଲ୍ ଏବଂ ନାଭିଗେସନ୍ ସିଷ୍ଟମ |
রিমোট কন্ট্রোল ইউনিট,ରିମୋଟ୍ କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ |
দূরবর্তী সিস্টেম,ସୁଦୂର ତନ୍ତ୍ରଗୁଡ଼ିକ
দূরবর্তীভাবে নিয়ন্ত্রিত সরঞ্জাম,ଦୂରରୁ ନିୟନ୍ତ୍ରିତ ଉପକରଣ |
পুনরাবৃত্তি কয়েল,ପୁନରାବୃତ୍ତି କର
রিপিটার,ରିମୁଟର୍
প্রতিস্থাপন,ସ୍ଥାନାନ୍ତର
পুনরায় পরিশোধ,ପୁର୍ଣ୍ଣିକର
পুনরুত্পাদন,ପ୍ରଜନନ
প্রজনন,ପ୍ରଜନନ
পুনরায় রেকর্ডিং,ପୁନ-ରେକର୍ଡିଂ |
গবেষণা ও উন্নয়ন,ଅନୁସନ୍ଧାନ ଏବଂ ବିକାଶ
রিসেট,ପୁନ et ସେଟ୍ କରନ୍ତୁ |
অবশিষ্টাংশের পুনরুত্থান,ଅବଶିଷ୍ଟ ରେଶଫଲିଂ |
অবশিষ্টাংশ,ଅବଶିଷ୍ଟାଂଶ
প্রতিরোধ,ପ୍ରତିରୋଧ
প্রতিরোধের লোড,ପ୍ରତିରୋଧ ଭାର
প্রতিরোধক,ପ୍ରତିରୋଧକ
রেজোলিউশন,ସମାଧାନ
অনুরণন,ପର୍ସନ୍
অনুরণন ফ্রিকোয়েন্সি,ପର୍ସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
অনুরণন,ପରିତ୍ୟନ୍ତ
অনুরণন লাইন,ପର୍ସନ୍ ରେଖା |
রেজোনেটর,ପୁନ on ନିର୍ମାଣକାରୀ |
সংস্থান,ଉତ୍ସ
রিসোর্স শেয়ারিং,ଉତ୍ସ ଅଂଶୀଦାର
প্রতিক্রিয়া সময়,ପ୍ରତିକ୍ରିୟାଶୀଳ ଅବଧି |
প্রতিক্রিয়া,ପ୍ରତିକ୍ରିୟା
পুন: প্রতিষ্ঠা,ପୁନରୁଦ୍ଧାର
ফলাফল,ଫଳାଫଳ
ধরে রাখা,ଅବଧାରଣ
Retransmission,ପୁନ on ସଂସ୍କୃତି
পুনরুদ্ধার,ପୁନରୁଦ୍ଧାର
পুনরুদ্ধার ইঞ্জিন,ରେଡ୍ରିଭାଲ୍ ଇଞ୍ଜିନ୍ |
পুনরায় চেষ্টা করা,ପୁନ ry ଚେଷ୍ଟା କର
প্রত্যাবর্তন,ଫେରନ୍ତୁ
ফিরে পথ,ଫେରସ୍ତ ପଥ
পুনর্বিবেচনা,Reverberation
পুনর্বিবেচনার সময়,Reverberation ସମୟ
বিপরীত পক্ষপাতদুষ্ট ডায়োড,ଓଲଟା ପକ୍ଷପାତ ଡାୟୋଡ୍ |
বিপরীতমুখী বিদ্যুৎ,ଓଲଟା କରେଣ୍ଟ୍ |
ঘূর্ণায়মান,ଘୂର୍ଣ୍ଣନ
রিওয়াইন্ড,ରିଭାଇଣ୍ଡ୍
পুনঃনির্মাণ ফিউজ,ଆରୋହୀ ଫ୍ୟୁଜ୍ |
পুনর্নির্মাণ,ଆରୋଗ୍ୟ କରିବା
পুনর্লিখনযোগ্য,ପୁନ rew ଲିଖନଯୋଗ୍ୟ
আরএফ ড্রাইভ,Rf ଡ୍ରାଇଭ୍ |
আরএফ ফিডার,Rf ଫିଡର୍ |
আরএফ বিপত্তি,Rf ବିପଦ
আরএফ সুরক্ষা অনুপাত,Rf ସୁରକ୍ଷା ଅନୁପାତ
রিওস্ট্যাট,R ଥିଷ୍ଟାଟ |
ফিতা,ରିବନ୍
রিভেট,ରିଭେଟ୍ |
Rivetted যৌথ,ରିଭେଟ୍ ଗଣ୍ଠି |
Rivetting,ବିଲିଂ କରିବା |
আরএন চ্যানেল,Rn ଚ୍ୟାନେଲ |
রোবট,ରୋବଟ୍ |
যন্ত্রমানব নির্মাণ বিদ্যা,ରୋବୋଟିକ୍ସ |
রোল ইন,ଗଡ଼
রোল আউট,ଗଡ଼
মূল,ମୂଳ
রোটারি,ଘୋର
ঘূর্ণন,ଘୂର୍ଣ୍ଣନ
রুট,ମାର୍ଗ
রাউটার,ରାଉଟର
রুটিন অপারেশন,ରୁଟିନ୍ ଅପରେସନ୍ସ |
রাউটিং,ରାଉଟିଙ୍ଗ୍
সময় চালান,ସମୟ ଚଲାନ୍ତୁ |
সুরক্ষা ব্যবস্থা,ସୁରକ୍ଷା ବ୍ୟବସ୍ଥା
সুরক্ষা ইন্টারলক,ସୁରକ୍ଷା ଇଣ୍ଟରଲକ୍ |
সাগ,ସାଗ୍
প্রধান বৈশিষ্ট্য,ଯୁକ୍ତି ବ features ଶିଷ୍ଟ୍ୟଗୁଡିକ
নমুনা,ନମୁନା
নমুনা এবং হোল্ড সার্কিট,ନମୁନା ଏବଂ ସିର୍କିଟ |
সাধারন মাপ,ନମୁନା ଆକାର |
নমুনাযুক্ত ডেটা,ନମୁନା ତଥ୍ୟ |
নমুনা,ନମୁନା
নমুনা রেট,ନମୁନା ହାର
স্যাম্পলিং স্যাচুরেশন,ଦମନ କରିବା
নমুনা তত্ত্ব/উপপাদ্য,ସମ୍ବିଧାନ / ଥିଓରେମ୍ |
স্যাটেলাইট,ଉପଗ୍ରହ
স্যাটেলাইট যোগাযোগ,ସାଟେଲାଇଟ୍ ଯୋଗାଯୋଗ |
স্যাটেলাইট কভারেজ,ସାଟେଲାଇଟ୍ କଭରେଜ୍ |
স্যাটেলাইট ডিজিটাল লিঙ্ক,ଉପଗ୍ରହ ଡିଜିଟାଲ୍ ଲିଙ୍କ୍ |
স্যাটেলাইট হস্তক্ষেপ,ସାଟେଲାଇଟ୍ ହସ୍ତକ୍ଷେପ |
স্যাটেলাইট রেডিও,ଉପଗ୍ରହ ରେଡିଓ |
স্যাটেলাইট রেডিও ট্রান্সমিশন,ସାଟେଲାଇଟ୍ ରେଡିଓ ଟ୍ରାନ୍ସମିସନ୍ |
স্যাটেলাইট সংক্রমণ,ସାଟେଲାଇଟ୍ ଟ୍ରାନ୍ସମିସନ୍ |
স্যাচুরেটেড এয়ার,ସନ୍ତୁଳିତ ବାୟୁ
স্যাচুরেটিং কারেন্ট,ଶ୍ୱରକାରୀ କରେଣ୍ଟ୍ |
স্যাচুরেশন,ସାଚୁଚରେସନ୍ |
দাঁত তরঙ্গ দেখেছি,ଦାନ୍ତ ତରଙ୍ଗ ଦେଖିଲା |
স্কেলাবিলিটি,ମାପନୀୟତା |
স্কেল,ସ୍କେଲ
স্কেল ফ্যাক্টর,ଶ୍ୟାମ କାରକ
স্কেলিং,ମାପକାଠି
স্ক্যান মরীচি,ସ୍କାନ୍ ହୋଇଥିବା ବିମ୍ |
স্ক্যানার,ସ୍କାନର୍
স্ক্যানিং ফ্রিকোয়েন্সি,ସ୍କାନିଂ ଫ୍ରିକ୍ୱେନ୍ସି
স্ক্যানিং লাইন,ସ୍କାନିଂ ରେଖା |
বিক্ষিপ্ত,ଛିନ୍ନଭିନ୍ନ କରିବା |
দৃশ্য,ଦୃଶ୍ୟ
সময়সূচী,ନିର୍ଧନର
স্কিম্যাটিক,ସ୍କିମେଟିକ୍ |
স্কটকি বাধা,ସ୍କଟ୍ ମାର୍କର୍ |
সিন্টিলেশন,Scinttlation
স্ক্র্যামব্লার,ସ୍କ୍ରାମବ୍ଲର୍ |
স্ক্র্যাম্বলিং,ସ୍କ୍ରାମଲିଂ |
স্ক্র্যাপ,ସ୍କ୍ରାପ୍
স্ক্র্যাপিং,ସ୍କ୍ରାପିଙ୍ଗ୍ |
স্ক্র্যাচ,Scratch
পর্দা,ସ୍କ୍ରିନ୍
স্ক্রিন বার্ন,ସ୍କ୍ରିନ୍ ଜଳିବା |
স্ক্রিন বাইপাস,ସ୍କ୍ରିନ୍ ବାଇପାସ୍ |
স্ক্রিন কারেন্ট,ସ୍କ୍ରିନ୍ ସାମ୍ପ୍ରତିକ |
স্ক্রিন গ্রিড,ସ୍କ୍ରିନ୍ ଗ୍ରୀଡ୍ |
স্ক্রিন সেভার,ସ୍କ୍ରିନ୍ ସେଭର୍ |
স্ক্রিন করা কেবল,ସ୍କ୍ରିନିଡ୍ କେବୁଲ୍ |
স্ক্রিনিং,ପରଦା
স্ক্রোল,ସ୍କ୍ରୋଲ୍ |
স্ক্রল বার,ସ୍କ୍ରୋଲ୍ ବାର୍ |
স্ক্রোলিং,ସ୍କ୍ରୋଲିଂ |
খোঁজ যন্ত্র,ଖୋଜିବା ଯନ୍ତ୍ର
মাধ্যমিক,ଦ୍ secondary ିତୀୟ
মাধ্যমিক সেল,ମାଧ୍ୟମିକ ସେଲ୍
সেক্টর,କ୍ଷେତ୍ର
বিভাগ,ବିଭାଗ
স্ব ডায়াগনস্টিক,ଆତ୍ମ ନିଦାନ
অর্ধপরিবাহী,ସେମିକଣ୍ଡକ୍ଟରକ୍ଟର |
প্রেরক,ପ୍ରେରକ
সংবেদনশীলতা,ସମ୍ବେଦନଶୀଳତା
সেন্সর,ସେନସର |
ক্রম,କ୍ରମ |
সিরিয়াল,କ୍ରମିକ
সিরিয়াল অ্যাক্সেস,କ୍ରମିକ ପ୍ରବେଶ
সিরিয়াল পোর্ট,କ୍ରମିକ ପୋର୍ଟ
সিরিজ অনুরণন,କ୍ରମସନ୍ତାନ୍ସ |
সার্ভার,ସର୍ଭର
সেটআপ,ସେଟଅପ୍
শেডিং,ଛାୟା
ছায়া,ଛାୟା
শ্যাননের উপপাদ্য,ଶାନନଙ୍କ ଥିଓରେମ୍ |
রুপিং,ଶୋପିଂ
শেয়ারওয়্যার,ଅଂଶୀଦାର
খাপ,ଖଣ୍ଡ
শিফট,ଶିଫ୍ଟ
স্থানান্তর,ସ୍ଥାନାନ୍ତର
ধাক্কা,Shock ଟକା
শর্ট সার্কিট,ସର୍ଟ ସର୍କିଟ |
শর্ট সার্কিট পরীক্ষা,ସଂକ୍ଷିପ୍ତ ସର୍କିଟ୍ ପରୀକ୍ଷା |
সংক্ষিপ্ত তরঙ্গ,ସଂକ୍ଷିପ୍ତ ତରଙ୍ଗ |
শর্ট ওয়েভ সেন্টার,ସଂକ୍ଷିପ୍ତ ତରଙ୍ଗ କେନ୍ଦ୍ର |
শর্টকাট,ସର୍ଟକଟ୍
শাটডাউন,ବନ୍ଦ କର
শাটডাউন সিগন্যাল,ବନ୍ଦ ସଙ୍କେତ
সাইড ব্যান্ড,ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ
সাইড ব্যান্ড শক্তি,ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ ଶକ୍ତି |
সংকেত,ସଙ୍କେତ
সংকেত প্রশস্ততা,ସଙ୍କେତର ପ୍ରଶସ୍ତତା |
সংকেত প্রবাহ গ্রাফ,ସଙ୍କେତ ପ୍ରବାହର ଗ୍ରାଫ୍ |
সংকেত উৎপাদক,ସଙ୍କେତ ଜେନେରେଟର |
আলোক সঙ্গকেত,ସଙ୍କେତ ଆଲୋକ
সিগন্যাল রাউটিং,ସଙ୍କେତ ରୁଟିବା |
সংকেত শক্তি,ସଙ୍କେତ ଶକ୍ତି
টক অনুপাত ক্রস করতে সংকেত,ଟକ୍ ଅନୁପାତ ଅତିକ୍ରମ କରିବାକୁ ସଙ୍କେତ |
শব্দ অনুপাত থেকে সংকেত,ଶବ୍ଦ ଅନୁପାତ ପାଇଁ ସଙ୍କେତ |
অদম্য শব্দ অনুপাতের সংকেত,ମରାମତି ଶବ୍ଦ ଅନୁପାତକୁ ସଙ୍କେତ |
সংকেত এবং স্যুইচিং,ସଙ୍କେତ ଏବଂ ସୁଇଚ୍ କରିବା |
সংকেত বিট,ବିଟ୍ ସିଗନାଲ୍
গুরুত্বপূর্ণ সাইডব্যান্ডস,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ପାର୍ଶ୍ୱଗୁଡିକ |
সিম্প্লেক্স,ସିମ୍ପଲେକ୍ସ
সিমুলেশন,ଅନୁକରଣ
সিমুলেটর,ସିମୁଲେଟର
সিমুলকাস্ট,ସିମୁକା ଦୃଶ୍ୟ
একযোগে মাস্কিং,ଏକକାଳୀନ ମାସ୍କିଂ |
সাইন উপাদান,ସାଇନ୍ସ ଉପାଦାନ |
সাইন ওয়েভ,ସିନ୍ ତରଙ୍ଗ |
একক ফ্রিকোয়েন্সি নেটওয়ার্ক,ଏକ ଫ୍ରିକ୍ୱେନ୍ସି ନେଟୱାର୍କ |
একক ফেজ মোটর,ଏକକ ପର୍ଯ୍ୟାୟ ମୋଟର |
সাইট,ସାଇଟ୍ |
সাইট লেআউট পরিকল্পনা,ସାଇଟ୍ ଲେଆଉଟ୍ ଯୋଜନା |
দক্ষ অপারেটর,କୁଶଳୀ ଅପରେଟର |
দূরত্ব এড়িয়ে যান,ଦୂରତା ଛାଡିଦିଅ |
আকাশ তরঙ্গ,ଆକାଶ ତରଙ୍ଗ |
আকাশ তরঙ্গ প্রচার,ଆକାଶ ତରଙ୍ଗ ପ୍ରସାର |
স্ল্যাব,ଅଳ୍ଡ଼ା
স্ল্যান্ট পাথ,ସ୍ଲାଣ୍ଟ ପଥ
স্লট,ସ୍ଲଟ୍
স্মার্ট কার্ড,ସ୍ମାର୍ଟ କାର୍ଡ |
সোডিয়াম বাষ্প প্রদীপ,ସୋଡିୟମ୍ ବାଷ୍ପ ପ୍ରଦୀପ |
নরম কী,ସଫ୍ଟ କି
সফটওয়্যার,ସଫ୍ଟୱେର୍
সৌর ক্রিয়াকলাপ,ସ ar ର କାର୍ଯ୍ୟକଳାପ |
সৌরশক্তি,ସୌର ଶକ୍ତି
সৌর শিখা,ସ ar ର ଜ୍ୟାକ |
সৌর শক্তি,ସ olar ର ଚାଳିତ |
কঠিন অবস্থা,କଠିନ ଅବସ୍ଥା |
সলিড স্টেট স্টোরেজ,କଠିନ ରାଜ୍ୟ ସଂରକ୍ଷଣ |
সলিড স্টেট ট্রান্সমিটার,କଠିନ ରାଜ୍ୟ ଟ୍ରାନ୍ସମିଟର |
সাজান,ସର୍ଟ କରନ୍ତୁ |
শব্দ,ଶବ୍ଦ
শব্দ শোষণ,ଧ୍ୱନି ଅବଶୋଷଣ
শব্দ ভারসাম্য,ଧ୍ୱନି ସନ୍ତୁଳନ |
সাউন্ড ডিটেক্টর,ଧ୍ୱନି ଡିଟେକ୍ଟର |
সাউন্ড মিক্সার,ଶବ୍ଦ ମିକ୍ସର୍ |
শব্দ দৃষ্টিকোণ,ଶବ୍ଦ ଦୃଷ୍ଟିକୋଣ |
শব্দ শক্তি,ଶବ୍ଦ ଶକ୍ତି
সাউন্ড প্রুফ,ଶବ୍ଦ ପ୍ରମାଣ
সাউন্ড রেকর্ডিং,ଶବ୍ଦ ରେକର୍ଡିଂ |
শব্দ প্রতিচ্ছবি,ଶବ୍ଦ ପ୍ରତିଫଳନ
সাউন্ড ট্রান্সমিশন ক্ষতি,ସାଉଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ ନଷ୍ଟ |
সূত্র,ଉତ୍ସ
উত্স এনকোডার,ଉତ୍ସ ଏନକୋଡର୍ |
স্থান,ସ୍ଥାନ
স্থান বৈচিত্র্য,ସ୍ପେସ୍ ବିବିଧତା |
স্পেস টেলিকাস্টিং,ସ୍ପେସ୍ ଟେଲକାସିଂ |
স্পেস ওয়েভ,ସ୍ପେସ୍ ତରଙ୍ଗ |
ব্যবধান,ବ୍ୟବଧାନ
স্প্যাম,Spam
স্প্যামিং,Spaminging
স্প্যান,ସ୍ପାନ୍
অতিরিক্ত বিট,ଖାଲି ବିଟ୍
স্পেয়ারস,ଖର୍ଚ୍ଚ କରିଛନ୍ତି |
স্পার্কিং,ଛଡ଼ାଇବା
স্থানিক,ସ୍ଥାନଟି
স্থানিক প্রভাব,ସ୍ଥାନିକ ପ୍ରଭାବ
স্থানিক অপ্রয়োজনীয়তা,ସ୍ଥାନିକ ଅନାବଶ୍ୟକତା |
বিশেষ প্রভাব,ବିଶେଷ ପ୍ରଭାବ
বিশেষ প্রভাব পরিবর্ধক,ବିଶେଷ ପ୍ରଭାବ ଏମ୍ପଲିଫାୟର୍ |
বিশেষীকরণ,ବିଶେଷକରଣ
স্পেসিফিকেশন,ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
বর্ণালী শোষণ,ସ୍ପେକ୍ଟ୍ରାଲ୍ ଅବଶୋଷଣ |
বর্ণালী ব্যান্ড প্রতিলিপি,ସ୍ପେକ୍ଟାଲ୍ ବ୍ୟାଣ୍ଡ ନକଲ |
বর্ণালী বিতরণ,ସ୍ପେକ୍ଟାଲ୍ ବଣ୍ଟନ |
বর্ণালী অপ্রয়োজনীয়তা,ସ୍ପେକ୍ଟାଲ୍ ଅନାବଶ୍ୟକତା |
