Malayalam,Gujarati
ഫോട്ടോ,ફોટોગ્રાફ
ഫോട്ടോഗ്രാഫിക്,ફોટોગ્રાફિક
ഫോട്ടോൺ കാന്തിക പ്രഭാവം,ફોટોન ચુંબકીય અસર
ഫോട്ടോമെട്രി,ફોટોમેટ્રી
ഫോട്ടോ ഇലക്ട്രോൺ ആംപ്ലിഫയർ,ફોટોઈલેક્ટ્રોન એમ્પ્લીફાયર
ഫോട്ടോണി,ફોટોની
ഫോട്ടോഫോൺ,ફોટોફોન
നേരിയ ഇലക്ട്രോൺ ട്യൂബ്,પ્રકાશ ઇલેક્ટ્રોન ટ્યુબ
ഫോട്ടോവോൾട്ടെയ്ക്,ફોટોવોલ્ટેઇક
pH-മൂല്യം,pH-મૂલ્ય
"ശാരീരിക, പ്രകൃതി","ભૌતિક, કુદરતી"
ഭൗതികശാസ്ത്രജ്ഞൻ,ભૌતિકશાસ્ત્રી
ഫിസിക്കോകെമിക്കൽ,ભૌતિક રાસાયણિક
ചിത്രം,ચિત્ર
മർദ്ദം ഇലക്ട്രിക്,દબાણ ઇલેક્ટ્રિક
വൈദ്യുതകാന്തികത,ઇલેક્ટ્રોમેગ્નેટિઝમ
മർദ്ദം കാന്തികത,દબાણ ચુંબકત્વ
റോംബസ്,"દોરો, પંક્તિ, બંડલ"
"ഡ്രൈവർ, പൈലറ്റ്, സ്റ്റാർട്ടർ, ഗൈഡ്","ડ્રાઈવર, પાઈલટ, સ્ટાર્ટર, ગાઈડ"
മാർഗ്ഗനിർദ്ദേശം,માર્ગદર્શન
"ഇൻഡിക്കേറ്റർ ലാമ്പ്, പൈലറ്റ് ലാമ്പ്","સૂચક દીવો, પાયલોટ લેમ્પ"
പ്രാരംഭ തീപ്പൊരി,પ્રારંભિક સ્પાર્ક
"ഗൈഡിംഗ് വേവ്, ഗൈഡിംഗ് വേവ്","માર્ગદર્શક તરંગ, માર્ગદર્શક તરંગ"
". മേസൺ, പൈ മേസൺ",". મેસન, પાઇ મેસન"
പിൻ,પિન
"വിരുദ്ധ സമ്മർദ്ദം, പിഞ്ച്-കോക്ക്","વિરોધી દબાણ, પિંચ-કોક"
പഞ്ച് ഹോൾ ക്യാമറ,પંચ હોલ કેમેરા
പോയിന്റ്,બિંદુ
പിയോൺ (പൈമസൺ),પ્યોન (પાયમેસન)
പിരാനി ഗേജ്,પીરાણી ગેજ
പിസ്റ്റൺ,પિસ્ટન
"പിച്ച്, അസ്ഫാൽറ്റ്, പിച്ച്, ബംഗ്ലുകളുടെ ഇടവേള, താരെ, അക്ഷാംശം, ലാഗ്","પિચ, ડામર, પિચ, બંગડી અંતરાલ, લક્ષ્ય, જાળી, ગગ"
"പിവറ്റ്, റിവറ്റ്","પીવટ, રિવેટ"
പ്ലാങ്കിന്റെ നിയമം,પ્લાન્કનો કાયદો
താഴെയുള്ള ലാറ്റിസ്,નીચેની જાળી
വിമാനം കണ്ണാടി,પ્લેન મિરર
കോപ്ലനാർ ചലനം,કોપ્લાનર ગતિ
ഗ്രഹം,ગ્રહ
"ഗ്രഹ, ഭൗമ","ગ્રહો, પાર્થિવ"
ഗ്രഹ അയോൺ,ગ્રહ આયન
"പ്ലാസ്മ, പ്രോട്ടോപ്ലാസം, പ്ലാസ്മ","પ્લાઝ્મા, પ્રોટોપ્લાઝમ, પ્લાઝ્મા"
"പ്ലാസ്മ സ്ട്രീം, പ്രോട്ടോപ്ലാസ് സ്ട്രീം","પ્લાઝ્મા સ્ટ્રીમ, પ્રોટોપ્લાઝમ સ્ટ્રીમ"
"പ്ലാസ്മൺ, പിണ്ഡം","પ્લાઝમોન, માસ"
"ഡക്റ്റൈൽ, പ്ലാസ്റ്റിക്",પ્લાસ્ટિક
"പ്ലാസ്റ്റിറ്റി, പ്ലാസ്റ്റിറ്റി","પ્લાસ્ટિસિટી, પ્લાસ્ટિસિટી"
"പ്ലേറ്റ്, അടിസ്ഥാന പ്ലേറ്റ്, പ്ലേറ്റ്, ആനോഡ്","પ્લેટ, બેઝ પ્લેટ, પ્લેટ, એનોડ"
പീഠഭൂമി പീഠഭൂമി,ઉચ્ચપ્રદેશનું ઉચ્ચપ્રદેશ
"ഇലക്ട്രോ പൂശിയ, പൂശിയ, തിളങ്ങുന്ന, പൂശിയ","ઇલેક્ટ્રો કોટેડ, કોટેડ, ચમકદાર, પ્લેટેડ"
ചെറിയ ഫലകം,નાની તકતી
"പ്ലോട്ട്, ഏരിയ, പ്ലോട്ട്, പ്ലോട്ട്","પ્લોટ, વિસ્તાર, પ્લોટ, પ્લોટ"
ഡ്രാഫ്റ്റിംഗ്,મુસદ્દો
ചരട് വലിക്കുക,દોરો ખેંચો
പ്ലൂട്ടോണിയം,પ્લુટોનિયમ
ഗ്യാസ് മെക്കാനിക്സ്,ગેસ મિકેનિક્સ
"കണ്ടെയ്നർ, ഇൻഡോർ, പ്രോസസ്സ് ചെയ്ത കാർഡ് മാസ്, പോക്കറ്റ്, പോക്കറ്റ്","કન્ટેનર, આંતરિક, પ્રોસેસ્ડ કાર્ડ માસ, પોકેટ, પોકેટ"
പോയിന്റ്,બિંદુ
മലിനമായ,દુષિત
വിഷബാധ,ઝેર
വിഷം വിതരണം,ઝેરનું વિતરણ
"ധ്രുവം, ധ്രുവം","ધ્રુવીય, ધ્રુવીય"
ധ്രുവമീറ്റർ,પોલેરીમીટર
ധ്രുവത,ધ્રુવીયતા
ധ്രുവീകരണം,ધ્રુવીકરણ
"പോളാരിസ്കോപ്പ്, പോളാരിസ്കോപ്പ്","પોલારીસ્કોપ, પોલારીસ્કોપ"
ധ്രുവീകരിക്കാൻ,ધ્રુવીકરણ કરવું
"ധ്രുവീകരണം, ധ്രുവീകരണം","polarizer, polarizer"
ധ്രുവത,ધ્રુવીયતા
ധ്രുവത,ધ્રુવીયતા
പോളാരിറ്റി വീഴ്ച,પોલેરિટી પતન
പോളാർ ലാറ്റിസ്,ધ્રુવીય જાળી
പോളറോയ്ഡ്,પોલરોઇડ
"പോളറോൺ, പോളറോൺ","પોલરોન, પોલારોન"
"പോൾ, അനന്തമായ, കോൺടാക്റ്റർ, പോൾ","ધ્રુવ, અનંત, સંપર્કકર્તા, ધ્રુવ"
പൊളോണിയം,પોલોનિયમ
പോളിറ്റോമിക്,પોલિએટોમિક
മൾട്ടിക്രിസ്റ്റലിൻ,બહુસ્ફટિકીય
ബഹുരൂപം,પોલીમોર્ફિક
ബഹുരൂപം,પોલીમોર્ફિક
കുളം,પૂલ
പുഷ്കരിണി റിയാക്ടർ,પુષ્કારિણી રિએક્ટર
സുഷിരം,છિદ્રાળુતા
പോർട്ടബിൾ,પોર્ટેબલ
"പോസിറ്റീവ്, പണം, പോസിറ്റീവ്, പോസിറ്റീവ്","હકારાત્મક, પૈસા, હકારાત્મક, હકારાત્મક"
പോസിട്രോൺ,પોઝીટ્રોન
പോസിറ്റോണിയം,પોઝીટ્રોનિયમ
"സംഭാവ്യത, സംഭാവ്യത","સંભાવના, સંભાવના"
സ്തംഭം,આધારસ્તંભ
"സാധ്യത (വി.), സാഹചര്യപരമായ, സാധ്യമായ (വി.)","સંભવિત (v.), પરિસ્થિતિગત, શક્ય (v.)"
സാധ്യതയുള്ള കൂപ്പെ,સંભવિત કૂપ
"potentiometer, potentiometer","પોટેન્શિયોમીટર, પોટેન્શિયોમીટર"
പൗണ്ടൽ,પાઉન્ડલ
"പൊടി, പൊടി","પાવડર, પાવડર"
പൊടി രീതി,પાવડર પદ્ધતિ
"ശക്തി, ശക്തി, കഴിവ്, ശക്തി","શક્તિ, શક્તિ, ક્ષમતા, શક્તિ"
ശക്തി ഭരണം,સત્તા નિયમ
"പവർ പ്ലാന്റ്, പവർ പ്ലാന്റ്","પાવર પ્લાન્ટ, પાવર પ્લાન્ટ"
വൈദ്യുതി വിതരണം,વીજ પુરવઠો
"പരീക്ഷണാത്മക, പരീക്ഷണാത്മക, പ്രായോഗിക","પ્રાયોગિક, પ્રાયોગિક, વ્યવહારુ"
"അയൻ, പ്രെസെഷൻ","અયાન, અગ્રતા"
"കൃത്യമായ, കൃത്യമായ","ચોક્કસ, સચોટ"
"കൃത്യത, കൃത്യത","ચોકસાઇ, ચોકસાઇ"
പ്രവചനം,આગાહી
തിരഞ്ഞെടുക്കപ്പെട്ട,પસંદગીયુક્ત
"മുൻഗണന, മുൻഗണന","પ્રાધાન્યવાળું, પ્રાધાન્યવાળું"
പ്രാരംഭം,પ્રારંભિક
കംപ്രഷൻ,સંકોચન
"പ്രാഥമിക, പ്രാഥമിക, ആദ്യ, പ്രധാന, പ്രധാന, റൂട്ട്","પ્રાથમિક, પ્રાથમિક, પ્રથમ, મુખ્ય, મુખ્ય, મૂળ"
"സ്റ്റാർട്ടർ, പ്രൈമർ","સ્ટાર્ટર, પ્રાઈમર"
"പ്രധാനം, പ്രാകൃതം","પ્રાઇમ, આદિમ"
"പ്രിൻസിപ്പൽ, പ്രിൻസിപ്പൽ, പ്രിൻസിപ്പൽ","આચાર્ય, આચાર્ય, આચાર્ય"
നിയമങ്ങൾ,નિયમો
പ്രിസം,પ્રિઝમ
"പ്രിസ്മാറ്റിക്, പ്രിസ്മാറ്റിക്","પ્રિઝમેટિક, પ્રિઝમેટિક"
സാധ്യതയുള്ള,સંભવિત
ടെസ്റ്റർ,ટેસ્ટર
"നടപടിക്രമം, നടപടിക്രമം","પ્રક્રિયા, પ્રક્રિયા"
"പ്രക്രിയ, ഘട്ടം","પ્રક્રિયા, સ્ટેજ"
"പ്രോസസ്സിംഗ്, വിഭവങ്ങൾ","પ્રક્રિયા, સંસાધનો"
പ്രോസസ്സർ,પ્રોસેસર
ഉൽപ്പന്ന ഉൽപ്പന്നം,ઉત્પાદન ઉત્પાદન
ഉത്പാദനം,ઉત્પાદન
ഉത്പാദനക്ഷമത,ઉત્પાદકતા
"പ്രോഗ്രാം, പ്രോഗ്രാം, പ്രോഗ്രാം","કાર્યક્રમ, કાર્યક્રમ, કાર્યક્રમ"
പ്രോഗ്രാമർ,પ્રોગ્રામર
"പുരോഗമന, പുരോഗമന","પ્રગતિશીલ, પ્રગતિશીલ"
നിരോധനം,પ્રતિબંધ
"പ്രൊജക്റ്റീവ്, ഔട്ട്പുട്ട്","પ્રોજેક્ટિવ, આઉટપુટ"
പ്രമോട്ട് ചെയ്ത ഇലക്ട്രോൺ,પ્રમોટેડ ઇલેક્ટ્રોન
തൽക്ഷണ ന്യൂട്രോൺ,તાત્કાલિક ન્યુટ્રોન
കൈക്ക്,હાથ
"സംപ്രേക്ഷണം, ആംപ്ലിഫിക്കേഷൻ, പ്രചരണം","ટ્રાન્સમિશન, એમ્પ્લીફિકેશન, પ્રચાર"
പ്രൊപ്പല്ലന്റ്,પ્રોપેલન્ટ
പ്രോപ്പർട്ടികൾ,ગુણધર્મો
"ശരിയായ മൂല്യം, ഈജൻ മൂല്യം","યોગ્ય મૂલ્ય, ઇજન મૂલ્ય"
"അനുപാതം, അനുപാതം, വിഭജനം","પ્રમાણ, પ્રમાણ, ભાગાકાર"
പ്രൊപ്പൽഷൻ,પ્રોપલ્શન
പ്രോട്ടോൺ,પ્રોટોન
സാമീപ്യം,નિકટતા
1സ്യൂഡോ-വെക്റ്റർ കപട-വെക്റ്റർ,1 સ્યુડો-વેક્ટર સ્યુડો-વેક્ટર
"വരയ്ക്കുക, വലിക്കുക, വലിക്കുക, മതിപ്പ്, പാലം","દોરો, ખેંચો, ખેંચો, છાપ, પુલ"
"പുള്ളി, ഗിർണി, കാപ്പി","પુલી, ઘિરની, કપી"
"ഇമേജ് എക്സ്റ്റൻഷൻ, സിൻക്രൊണൈസേഷൻ നഷ്ടം, 3 ട്രാക്ഷൻ","ઇમેજ એક્સ્ટેંશન, સિંક્રનાઇઝેશન નુકશાન, 3 ટ્રેક્શન"
പൾസ്,નાડી
ഫ്ലട്ടർ,ફફડાટ
"പയർവർഗ്ഗങ്ങൾ, പയർവർഗ്ഗങ്ങൾ","કઠોળ, કઠોળ"
പൾസർ,પલ્સર
അടിച്ചുകയറ്റുക,પંપ
പമ്പിംഗ്,પંપીંગ
പഞ്ചിംഗ്,મુક્કો
"നക്ഷത്രം, ശിഷ്യൻ, കനിനിക","તારો, વિદ્યાર્થી, કનિનીકા"
ശുദ്ധമായ,શુદ્ધ
കൃത്യത,ચોકસાઈ
"നീൽ ലോഹിത്, പർപ്പിൾ, പർപ്പിൾ","નીલ લોહિત, જાંબલી, જાંબલી"
പുഷ് ബട്ടൺ പുഷ് ബട്ടൺ,પુશ બટન પુશ બટન
വേർതിരിച്ചെടുക്കൽ,નિષ્કર્ષણ
"പൈറനോമീറ്റർ, സോളാർ തെർമോമീറ്റർ","પાયરાનોમીટર, સૌર થર્મોમીટર"
തെർമോ ഇലക്ട്രിക്,થર્મોઇલેક્ટ્રિક
ഹൈഗ്രോമീറ്റർ,હાઇગ્રોમીટર
സൈറ്റോമെട്രി,સાયટોમેટ્રી
"Q- പ്രതീകം, Q- ഗുണകം","Q-અક્ષર, Q-ગુણાંક"
"ചതുരം, വൃത്താകൃതി","ચતુર્થાંશ, વર્તુળ પગ"
"ക്വാഡ്രന്റ് ഇലക്ട്രോമീറ്റർ, ക്വാഡ്രന്റ് ഇലക്ട്രോമീറ്റർ","ચતુર્થાંશ ઇલેક્ટ્રોમીટર, ચતુર્થાંશ ઇલેક્ટ્રોમીટર"
ചതുരാകൃതിയിലുള്ള,ચતુર્ભુજ
ചതുർഭുജം,ચતુર્ભુજ
ഗുണമേന്മയുള്ള,ગુણવત્તા
ക്വാണ്ടം,ક્વોન્ટમ
ക്വാണ്ടം,ક્વોન્ટમ
"ക്വാണ്ടൈസേഷൻ, ക്വാണ്ടം, ക്വാണ്ടൈസേഷൻ, ക്വാണ്ടൈസേഷൻ","પરિમાણ, પરિમાણ, પરિમાણ, પરિમાણ"
കണക്കാക്കി,જથ્થાબંધ
"അളവ്, അളവ്","માત્રાત્મક, જથ્થાત્મક"
"അളവ്, അളവ്, തുക","જથ્થો, જથ્થો, જથ્થો"
ക്വാണ്ടം,ક્વોન્ટમ
"പാദം, പാദം, പാദം","ક્વાર્ટર, ક્વાર્ટર, ક્વાર્ટર"
"rhinestones, ക്വാർട്സ്","રાઇનસ્ટોન્સ, ક્વાર્ટઝ"
സാധാരണയായി അവസ്ഥ,સામાન્ય રીતે સ્થિતિ
പിന്തുടർച്ച,ઉત્તરાધિકાર
ഇലാസ്റ്റിക് ശക്തി,સ્થિતિસ્થાપક બળ
ഇലാസ്റ്റിക് തരംഗം,સ્થિતિસ્થાપક તરંગ
സ്ഥിരമായ സർക്യൂട്ട്,કાયમી સર્કિટ
സ്റ്റാറ്റിക് ചിത്രം,સ્થિર છબી
നിശ്ചിത ചക്രം,નિશ્ચિત ચક્ર
സ്ഥിരമായ അവസ്ഥ,કાયમી સ્થિતિ
കെടുത്താൻ,બુઝાવવા માટે
മയക്കമരുന്ന്,શામક
"കെടുത്തുക, കെടുത്തുക","બુઝાવવું, શાંત કરવું"
ശാന്തമായ ദിവസം,શાંત દિવસ
ഡി-മൂല്യം,d-મૂલ્ય
"റേഡിയോ (എഡി.), റേഡിയോ (വി.), റേഡിയോ ആക്ടീവ്, ദുരന്തം, വികിരണം","રેડિયો (સં.), રેડિયો (વી.), કિરણોત્સર્ગી, આપત્તિજનક, રેડિયેશન"
റേഡിയേഷൻ ആക്റ്റിവേഷൻ വിശകലനം,રેડિયેશન સક્રિયકરણ વિશ્લેષણ
"വിള്ളൽ, റേഡിയോ ആക്ടീവ്","વિખંડન, કિરણોત્સર્ગી"
റേഡിയോ ആക്ടീവ് ലൈസൻസർ,કિરણોત્સર્ગી લાઇસન્સર
"വിഘടനം, റേഡിയോ ആക്ടിവിറ്റി, റേഡിയോ ആക്ടിവിറ്റി","વિઘટન, રેડિયોએક્ટિવિટી, રેડિયોએક્ટિવિટી"
"റേഡിയോഗ്രാമുകൾ, റേഡിയോ വയറുകൾ, റേഡിയം ചിത്രങ്ങൾ","રેડિયોગ્રામ, રેડિયો વાયર, રેડિયમ છબીઓ"
"റേഡിയോഗ്രാഫുകൾ, റേഡിയേഷൻ ചിത്രങ്ങൾ","રેડિયોગ્રાફ્સ, રેડિયેશન છબીઓ"
റേഡിയോ ആക്ടീവ് അയോഡിൻ,કિરણોત્સર્ગી આયોડિન
"റേഡിയോ ഐസോടോപ്പുകൾ, റേഡിയേഷൻ ഐസോടോപ്പുകൾ","રેડિયો આઇસોટોપ્સ, રેડિયેશન આઇસોટોપ્સ"
"എക്സ്-റേ തെറാപ്പി, റേഡിയേഷൻ തെറാപ്പി","એક્સ-રે ઉપચાર, રેડિયેશન ઉપચાર"
റേഡിയേഷൻ തെറാപ്പിസ്റ്റ്,રેડિયેશન થેરાપિસ્ટ
"റേഡിയോമീറ്റർ, റേഡിയോമീറ്റർ","રેડિયોમીટર, રેડિયોમીટર"
റേഡിയോമെട്രി,રેડિયોમેટ્રી
റേഡിയോ ആക്ടീവ്-താലിയം,કિરણોત્સર્ગી-થેલિયમ
റേഡിയേഷൻ തെറാപ്പി,રેડિયેશન ઉપચાર
റേഡിയം,રેડિયમ
റേഡിയം തെറാപ്പി,રેડિયમ ઉપચાર
ആരം,ત્રિજ્યા
ഇന്ദ്ര ധനുഷ്,ઇન્દ્ર ધનુષ
രാമൻ പ്രഭാവം,રમન ઇફેક્ટ
റാംസ്ഡെൻ സർക്കിൾ,રેમ્સડેન વર્તુળ
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","રેન્ડમ, અનિયમિત"
ക്രമരഹിതമാക്കൽ,રેન્ડમાઇઝેશન
ക്രമരഹിതത,અવ્યવસ્થિતતા
ഓസിലേറ്റർ,ઓસિલેટર
ശ്രവണശേഷിയുടെ പരിധി,શ્રાવ્યતાની શ્રેણી
ദ്രുതഗതിയിലുള്ള പൾസ്,ઝડપી પલ્સ
"അപൂർവ്വം, അപൂർവ്വം","દુર્લભ, દુર્લભ"
അപൂർവ്വത,દુર્લભતા
അപൂർവ്വമായി,દુર્લભ કરવા માટે
അനുവദനീയമായ വോൾട്ടേജ്,અનુમતિપાત્ર વોલ્ટેજ
"റേറ്റിംഗ്, റേറ്റിംഗ്","રેટિંગ, રેટિંગ"
അനുപാതം,ગુણોત્તર
യുക്തിസഹമായ,તર્કસંગત
"പ്രോസസ്സ് ചെയ്യാത്ത ഡാറ്റ, സ്വീകരിച്ച ഡാറ്റ പോലെ","બિનપ્રક્રિયા કરેલ ડેટમ, પ્રાપ્ત ડેટમ તરીકે"
"രശ്മി, കിരൺ, അർദ്ധരേഖ, ആർ","રશ્મિ, કિરણ, અર્ધરેખા, અાર"
റാലി ചിതറിക്കൽ,રેલે સ્કેટરિંગ
തിരിച്ചടി,રીબાઉન્ડ
പ്രതികരണം,પ્રતિસાદ
റിയാക്ടീവ് കപ്ലിംഗ്,પ્રતિક્રિયાશીલ જોડાણ
വീണ്ടും സജീവമാക്കൽ,પુનઃસક્રિયકરણ
അപ്രസക്തത,અપ્રસ્તુતતા
റിയാക്ടർ,રિએક્ટર
റിയാക്ടർ ഗുപ്തി,રિએક્ટર ગુપ્તી
ആസാജി ആയുധം,આશાજી હથિયાર
"വായന, വായന","વાંચન, વાંચન"
വീണ്ടും ക്രമീകരിക്കൽ,ફરીથી ગોઠવણ
യഥാർത്ഥം,વાસ્તવિક
"റീബൗണ്ട് ചെയ്യുക (adj.), പ്രതിഫലിപ്പിക്കുക (ver.)","રીબાઉન્ડ કરવું (n.), પ્રતિબિંબિત કરવું (ver.)"
പുനരുജ്ജീവന ചൂട്,પુનર્જીવન ગરમી
വീണ്ടും കാലിബ്രേഷൻ,પુનઃ માપાંકન
"റിസീവർ, റിസീവർ","પ્રાપ્તકર્તા, પ્રાપ્તકર્તા"
"റിവേഴ്സ്, റിവേഴ്സ്, ബാക്ക് അറേ","રિવર્સ, રિવર્સ, બેક એરે"
"വിപരീതം, പരസ്‌പരം, പരസ്‌പരം","વ્યસ્ત, પારસ્પરિક, પારસ્પરિક"
"പരസ്‌പരം, പരസ്‌പരം","પારસ્પરિકતા, પારસ્પરિકતા"
"പ്രതിഫലിപ്പിക്കുക (വി.), പ്രതിഫലിപ്പിക്കുക (വി.)","પ્રતિબિંબ (વી.), પ્રતિબિંબ (વી.)"
"പുനഃസംയോജനം, പുനരുപയോഗം","પુનઃસંયોજન, પુનઃઉપયોગ"
നിരീക്ഷണം,દેખરેખ
"രേഖപ്പെടുത്തുക, രേഖപ്പെടുത്തുക (എൻ.), രേഖപ്പെടുത്തുക, അടയാളപ്പെടുത്തുക (വി.)","રેકોર્ડ, રેકોર્ડ (n.), રેકોર્ડ કરવું, ચિહ્નિત કરવું (v.)"
രേഖപ്പെടുത്തി,નોંધાયેલ
ആർക്കൈവിസ്റ്റ്,આર્કાઇવિસ્ટ
റെക്കോർഡിംഗ്,રેકોર્ડિંગ
"നേട്ടം, നേട്ടം, നേട്ടം","સિદ્ધિ, સિદ્ધિ, સિદ્ધિ"
വലത് ആംഗിൾ കോർഡിനേറ്റ് കോർഡിനേറ്റുകൾ,જમણો કોણ સંકલન કોઓર્ડિનેટ્સ
"ശുദ്ധീകരണം, തിരുത്തൽ","શુદ્ધિકરણ, સુધારણા"
"ശുദ്ധീകരിച്ച, ശുദ്ധീകരിച്ച","શુદ્ધ, શુદ્ધ"
റക്റ്റിഫയർ,સુધારક
റക്റ്റിഫയർ വാൽവ്,રેક્ટિફાયર વાલ્વ
"നേർരേഖ, നേർരേഖ, നേർരേഖ","સીધી રેખા, સીધી રેખા, સીધી રેખા"
ആവർത്തിച്ചുള്ള ഇവന്റ്,પુનરાવર્તિત ઘટના
രക്ത ഭൂതം ചുവന്ന ഭൂതം,રક્ત રાક્ષસ લાલ રાક્ષસ
രക്ത സ്ഥാനചലനം,લોહીનું વિસ્થાપન
"കുറയ്ക്കുക, തുല്യമാക്കുക, സജീവമാക്കുക","ઘટાડવું, સમાન કરવું, એનિમેટ કરવું"
(ഒരു ധൂമകേതുവിന്റെ),(ધૂમકેતુનું)
ശുദ്ധീകരിച്ച ഡാറ്റ,શુદ્ધ ડેટા
"സാമ്യം, ചെറുത്, കടപ്പാട്","સમાન, લઘુચિત્ર, ફરજિયાત"
മാറ്റുക ഗുണകം,ગુણાંક બદલો
ഞാങ്ങണ പൈപ്പ്,રીડ-પાઈપ
വീണ്ടും പ്രവേശനം,ફરીથી પ્રવેશ
"നിർദ്ദേശങ്ങൾ, റഫറൻസുകൾ","સૂચનાઓ, સંદર્ભો"
പ്രതിഫലനം,પ્રતિબિંબ
"പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു","પ્રતિબિંબિત, પ્રતિબિંબિત, પ્રતિબિંબિત"
പ്രതിഫലിപ്പിച്ചു,પ્રતિબિંબિત
പ്രതിഫലിപ്പിക്കുന്ന,પ્રતિબિંબિત
പ്രതിഫലനം,પ્રતિબિંબ
പ്രതിഫലന നഷ്ടം,પ્રતિબિંબીત નુકશાન
പ്രതിഫലനം,પ્રતિબિંબ
റിഫ്ലക്ടർ,પરાવર્તક
റിഫ്ലെക്സ് മെക്കാനിസം,રીફ્લેક્સ મિકેનિઝમ
അപവർത്തനം,રીફ્રેક્ટેડ
അപവർത്തനം,રીફ્રેક્શન
അപവർത്തനാങ്കം,રીફ્રેક્ટિવ ઇન્ડેક્સ
അപവർത്തനം,પ્રત્યાવર્તન
അപവർത്തനാങ്കം,રીફ્રેક્ટિવ ઇન્ડેક્સ
"റഫ്രിജറേറ്റർ, റഫ്രിജറേറ്റർ","રેફ્રિજરેટર, રેફ્રિજરેટર"
പുനരാവിഷ്ക്കരണം,પુનઃપ્રક્રિયા
"പുനരുജ്ജീവനം, സുസ്ഥിര പുനഃസംയോജനം, പുനരുജ്ജീവനം","પુનર્જીવન, ટકાઉ પુનઃ એકીકરણ, પુનર્જીવન"
"പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം","પુનર્જીવિત, પુનર્જીવિત, પુનર્જીવિત"
"രജിസ്ട്രേഷൻ, രജിസ്ട്രേഷൻ","નોંધણી, નોંધણી"
"വിൽപ്പന വേഗത, പിന്നാക്ക ചലനം, റിഗ്രഷൻ, റിവേഴ്സൽ","વેચાણની ઝડપ, પછાત ચળવળ, રીગ્રેસન, રિવર્સલ"
"പോലും, പതിവ്, സമമിതി","સમ, નિયમિત, સપ્રમાણ"
ഐസോഫോം സോളിഡ്,આઇસોફોર્મ ઘન
നിയന്ത്രണം,નિયમન
ബന്ധം,સંબંધ
"ബന്ധു, ബന്ധു","સંબંધી, સંબંધી"
ബന്ധു,સંબંધિત
താരതമ്യേന ഉറപ്പാണ്,પ્રમાણમાં ખાતરી
"ആപേക്ഷികത, ആപേക്ഷികത, ആപേക്ഷികത","સાપેક્ષતા, સાપેક્ષતા, સાપેક્ષતા"
വിശ്രമം,આરામ
"റിലേ, ട്രാൻസ്മിഷൻ","રિલે, ટ્રાન્સમિશન"
വീണ്ടെടുപ്പ്,વિમોચન
വിശ്വാസ്യത,વિશ્વસનીયતા
അവശിഷ്ടം,શેષ
റിമോട്ട് കൺട്രോൾ,દૂરસ્થ નિયંત્રણ
പുനഃക്രമീകരിച്ചു,રિનોર્મલાઈઝ્ડ
"റീ-ഓറിയന്റേഷൻ, വീണ്ടും കോൺഫിഗറേഷൻ","પુનઃ-ઓરિએન્ટેશન, ફરીથી ગોઠવણી"
ആവർത്തനക്ഷമത,પુનરાવર્તિતતા
"ആവർത്തനക്കാരൻ, ആവർത്തനക്കാരൻ","રીપીટર, રીપીટર"
"പിന്തിരിപ്പിക്കാൻ, പിന്തിരിപ്പിക്കാൻ","ભગાડવું, ભગાડવું"
വെറുപ്പുളവാക്കുന്ന,પ્રતિકૂળ
ആവർത്തനം,પુનરાવર્તન
പ്രാതിനിധ്യം,પ્રતિનિધિત્વ
"പ്രതിനിധി, പ്രതിനിധി","પ્રતિનિધિ, પ્રતિનિધિ"
"വീണ്ടെടുക്കാവുന്ന, പുനരുൽപ്പാദിപ്പിക്കാവുന്ന","પુનઃપ્રાપ્ત કરી શકાય તેવું, પુનઃઉત્પાદન કરી શકાય તેવું"
"പുനരുൽപാദനം, പുനരുൽപാദനം, പുനരുൽപാദനം","પ્રજનન, પ્રજનન, પ્રજનન"
പിന്തിരിപ്പിക്കുക,નિવારવા
വികർഷണം,પ્રતિકૂળ
വെറുപ്പുളവാക്കുന്ന,પ્રતિકૂળ
ഗവേഷണം,સંશોધન
"ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി","કુંડ, જળાશય, જળાશય, જળાશય, કુંડ"
പുനർവിന്യാസം,પુનઃસ્થાપન
"അവശിഷ്ടം, അവശിഷ്ടം","શેષ, શેષ"
"പ്രതിരോധം, പ്രതിരോധം","પ્રતિકાર, પ્રતિકાર"
പ്രതിരോധശേഷി,પ્રતિકારકતા
പ്രതിരോധകം,રેઝિસ્ટર
"വിഘടനം, പിരിച്ചുവിടൽ, വ്യത്യാസം","વિયોજન, વિસર્જન, ભિન્નતા"
തെറ്റായി അവതരിപ്പിക്കൽ,ખોટી રજૂઆત
"വിച്ഛേദിക്കുക, വിഘടിപ്പിക്കുക, വിഭജിക്കുക","વિભાજન કરવું, ભેદ પાડવું, વિચ્છેદન કરવું"
സ്പ്ലിറ്റർ,સ્પ્લિટર
അനുരണനം,પડઘો
അനുരണന പ്രഭാവം,પ્રતિધ્વનિ અસર
അനുരണനം,પ્રતિધ્વનિ
"അനുരണനം, അനുരണനം","પડઘો, પડઘો"
അനുരണനം,પ્રતિધ્વનિ
"മറുപടി, പ്രതികരണം, റിപ്പോർട്ട്","જવાબ, પ્રતિભાવ, અહેવાલ"
