Kannada,Gujarati
ಕಾರ್ಯಕ್ರಮದ ಚಾಲನೆ,પ્રોગ્રામ ચાલી રહ્યો છે
"1. ಪ್ರೋಗ್ರಾಮರ್, 2. ಪ್ರೋಗ್ರಾಮರ್","1. પ્રોગ્રામર, 2. પ્રોગ્રામર"
ಪ್ರೋಲಾಗ್,પ્રોલોગ
p-rom,પી-રોમ
"1.ಪ್ರಸರಣ, 2.ವರ್ಧನೆ","1.ટ્રાન્સમિશન, 2.એમ્પ્લીફિકેશન"
ಸಾಧಿಸಬಹುದಾದ,પ્રાપ્ત કરી શકાય તેવું
ಸಂರಕ್ಷಿತ ಕೀ,સુરક્ષિત કી
ರಕ್ಷಣೆ,રક્ષણ
ಶಿಷ್ಟಾಚಾರ,પ્રોટોકોલ
"1. ಪ್ರೋಟೋಕಾಲ್ ವರ್ಗಾವಣೆ, 2. ಪ್ರೋಟೋಕಾಲ್ ಅನುವಾದ, 3. ಪ್ರೋಟೋಕಾಲ್ ವ್ಯಾಖ್ಯಾನ","1. પ્રોટોકોલ ટ્રાન્સફર, 2. પ્રોટોકોલ અનુવાદ, 3. પ્રોટોકોલ અર્થઘટન"
ಹುಸಿ ಕೋಡ್,સ્યુડો કોડ
"1.ಸಾರ್ವಜನಿಕ ಡೇಟಾ, 2.ಸಾರ್ವಜನಿಕ ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್","1.પબ્લિક ડેટા, 2.પબ્લિક ડેટા નેટવર્ક"
"1.ಸಾರ್ವಜನಿಕ ಡೊಮೇನ್, 2.ಸಾರ್ವಜನಿಕ ಡೊಮೈನ್","1.પબ્લિક ડોમેન, 2.પબ્લિક ડોમેન"
ಸಾರ್ವಜನಿಕ ಕೀ ಗೂಢಲಿಪೀಕರಣ,સાર્વજનિક કી એન્ક્રિપ્શન
ನಾಡಿಮಿಡಿತ,નાડી
ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಶನ್,પલ્સ કોડ મોડ્યુલેશન
ಪಲ್ಸ್ ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್ (PDM),પલ્સ ડિજિટલ મોડ્યુલેશન (PDM)
ಸ್ಪಂದಾವಳಿ,સ્પંદવલી
ವಿರಾಮ ಚಿಹ್ನೆ,વિરામચિહ્ન
"ಒತ್ತಡ, ಭರ್ತಿ","દબાણ, ભરો"
ಸ್ವಯಂಚಾಲಿತ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,ઓટોમેટા ડાઉનલોડ કરો
ಲಂಬ ಪಟ್ಟಿ,ઊભી યાદી
ಚತುರ್ಭುಜ,ચતુર્થાંશ
"1.ಅರ್ಹತೆ, 2.ಅರ್ಹತೆ","1.લાયકાત, 2.લાયકાત"
ಕ್ವಾಂಟಿಫೈಯರ್,પરિમાણકર્તા
ಪ್ರಮಾಣೀಕರಿಸಲು,પરિમાણ કરવા માટે
ಕ್ವಾಂಟಿಫೈಯರ್,ભાગ
ಕ್ವಾಂಟಮ್,ક્વોન્ટમ
ಕ್ವಾಂಟಮ್ ಗಡಿಯಾರ,ક્વોન્ટમ ઘડિયાળ
"1.ಕ್ವಾಂಟಮ್ ಕಪುಟಾನ್, 2.ಕ್ವಾಂಟಮ್ ಕಂಪ್ಯೂಟೇಶನ್","1.ક્વોન્ટમ કપુટન, 2.ક્વોન્ટમ કોમ્પ્યુટેશન"
ಉದಾಹರಣೆ ಪ್ರಶ್ನೆ,ઉદાહરણ ક્વેરી
"1. ವಿಚಾರಣೆ, 2. ವಿಚಾರಣೆ","1. પૂછપરછ, 2. પૂછપરછ"
ಪ್ರಶ್ನೆ ಭಾಷೆ,ક્વેરી ભાષા
ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ,ક્વેરી પ્રક્રિયા
ಸಾಲು,કતાર
ಸಾಲು ನಿರ್ವಹಣೆ,પંક્તિ વ્યવસ્થાપન
ಸಾಲು ನೋಂದಣಿ,પંક્તિ રજીસ્ટર
"1. ಸಾಲು ಜಾಲ, 2. ಸಾಲು ಜಾಲ","1. રો નેટવર્ક, 2. રો નેટવર્ક"
ಸಾಲು ಸಿದ್ಧಾಂತ,પંક્તિ સિદ્ધાંત
ವೇಗದ ಪ್ರವೇಶ ಮೆಮೊರಿ,ઝડપી ઍક્સેસ મેમરી
ಕ್ವಾಟಿಯಂಟ್,અવશેષ
ರೇಡಿಯೋ ಫ್ರೀಕ್ವೆನ್ಸಿ ಇಂಟರ್‌ಫರೆನ್ಸ್ (RFI),રેડિયો આવર્તન દખલગીરી (RFI)
ರಾಡಿಕ್ಸ್,મૂલાંક
ರಾಂಡಮ್ ಆಕ್ಸೆಸ್ ಕಂಪ್ಯೂಟರ್ ಸಲಕರಣೆ (RACE),રેન્ડમ એક્સેસ કમ્પ્યુટર ઇક્વિપમેન્ટ (RACE)
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ (RAM),રેન્ડમ એક્સેસ મેમરી (RAM)
ಯಾದೃಚ್ಛಿಕ ಸ್ಕ್ಯಾನಿಂಗ್,રેન્ડમ સ્કેનિંગ
"1.ರಾಸ್ಟರ್, 2.ರಾಸ್ಟರ್","1.રાસ્ટર, 2.રાસ્ટર"
ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನಿಂಗ್,રાસ્ટર સ્કેનિંગ
ಪುನರ್ನಿರ್ಮಾಣ,રિએન્જિનિયરિંગ
ಪುನಶ್ಚೇತನ,પુનરુત્થાન
"1. ಪ್ರವೇಶಿಸುವಿಕೆ, 2. ಪ್ರವೇಶಿಸುವಿಕೆ","1. સુલભતા, 2. સુલભતા"
ಓದುವುದು,વાંચન
ಓದುವ ತಲೆ,વાંચન વડા
"1. ಓದಲು ಮಾತ್ರ, 2. ಓದಲು ಮಾತ್ರ","1. ફક્ત વાંચો, 2. ફક્ત વાંચો"
"1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ","1. ફક્ત વાંચો મેમરી, 2. ફક્ત વાંચો મેમરી"
ಓದುವ ಬರವಣಿಗೆ ತಲೆ,વાંચન લેખન વડા
"1. ಓದುವ ಚಕ್ರ, 2. ಬರೆಯುವ ಚಕ್ರ","1. વાંચન ચક્ર, 2. લેખન ચક્ર"
"1. ಓದುವ ಸೈಕಲ್, 2. ಬರವಣಿಗೆ ತಲೆ","1. વાંચન ચક્ર, 2. લેખન હેડ"
"1. ಓದುವ ಸ್ಮರಣೆ, 2. ಬರವಣಿಗೆಯ ಸ್ಮರಣೆ","1. વાંચન મેમરી, 2. લેખન મેમરી"
ಓದುಗ,વાચક
"ಓದುವುದು, ಓದುವುದು","વાંચન, વાંચન"
"1.ಓದಿ, 2.ಓದಿದ ನಂತರ","1. વાંચો, 2. વાંચન પછી"
ನಿಜವಾದ ಸಮಯ,સમય વાસ્તવિક
"1. ತ್ವರಿತ ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರಕ್ರಿಯೆ, 2. ತಕ್ಷಣದ ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರಕ್ರಿಯೆ","1. ક્વિક રિસ્પોન્સ પ્રોસેસિંગ, 2. તાત્કાલિક રિસ્પોન્સ પ્રોસેસિંગ"
ರಿಸೀವರ್,રીસીવર
ಗುರುತಿಸುವಿಕೆ ತರ್ಕ,માન્યતા તર્ક
ರಿಪ್ರೋಗ್ರಾಮಿಂಗ್ ವರ್ಗಾವಣೆ,રિપ્રોગ્રામિંગ ટ્રાન્સફર
ದಾಖಲೆ,રેકોર્ડ
"1. ರೆಕಾರ್ಡಿಂಗ್ ಹೆಡ್, 2. ರೆಕಾರ್ಡಿಂಗ್ ಹೆಡ್","1. રેકોર્ડિંગ હેડ, 2. રેકોર્ડિંગ હેડ"
ಸರಿಪಡಿಸಬಹುದಾದ ದೋಷ,સુધારી શકાય તેવી ભૂલ
ಈಡೇರಿದ,પરિપૂર્ણતા
ಮರುಕಳಿಸುವ ಪ್ರಮೇಯ,પુનરાવૃત્તિ પ્રમેય
ಮರುಬಳಕೆ,રિસાયક્લિંગ
ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ,પુનરાવર્તિત કાર્ય
ಮಿನಿಯೇಚರೈಸ್ಡ್ ಇನ್‌ಸ್ಟ್ರಕ್ಷನ್ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC),લઘુચિત્ર સૂચના સેટ કમ્પ્યુટર (RISC)
ಪುನರುಕ್ತಿ,નિરર્થકતા
"1. ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್‌ಗಳ ಹೆಚ್ಚುವರಿ ಶ್ರೇಣಿ (ಕೆಂಪು)","1.સ્વતંત્ર ડિસ્ક, 2.ડિસ્કની વધારાની શ્રેણી (લાલ)"
ಮರು ಪ್ರವೇಶ,ફરીથી પ્રવેશ
ಮರು-ಪ್ರವೇಶ ಕೋಡ್,ફરીથી પ્રવેશ કોડ
ಉಲ್ಲೇಖ,સંદર્ભ
ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ,સંદર્ભ અખંડિતતા
ಪ್ರತಿಫಲನ,પ્રતિબિંબ
ಪ್ರತಿಬಿಂಬ,પ્રતિબિંબ
ವಕ್ರೀಭವನ,રીફ્રેક્શન
ರಿಫ್ರೆಶ್,રિફ્રેશર
ಪುನರುತ್ಪಾದನೆ,પુનર્જીવન
ನೋಂದಣಿ,નોંધણી કરો
ನಿಯಮಿತ ವ್ಯಾಕರಣ,નિયમિત વ્યાકરણ
ಸಂಬಂಧ,સંબંધ
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್,રિલેશનલ ડેટાબેઝ
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS),રિલેશનલ ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ (RDBMS)
ಸಂಬಂಧಿತ ಮಾದರಿ,રિલેશનલ મોડલ
"1. ಸಂಬಂಧಿ, 2. ಸಂಬಂಧಿ","1. સંબંધી, 2. સંબંધી"
ಸಂಬಂಧಿತ ವಿಳಾಸ,સંબંધી સંબોધન
"1. ರಿಲೇ, 2. ಪ್ರಸರಣ","1. રિલે, 2. ટ્રાન્સમિશન"
ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾದರಿ,વિશ્વસનીયતા મોડેલ
ವಿಶ್ವಾಸಾರ್ಹ,વિશ્વસનીય
"1. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್, 2. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಡೇಟಾ","1. રિલોકેટેબલ કોડ, 2. રિલોકેટેબલ ડેટા"
ದೂರದ,દૂર
ರಿಮೋಟ್ ಫೀಡರ್,દૂરસ્થ ફીડર
ರಿಮೋಟ್ ಕೆಲಸದ ಪ್ರವೇಶ,દૂરસ્થ કાર્ય પ્રવેશ
"1.ರಿಮೋಟ್ ಸೆಶನ್ ಪ್ರಾರಂಭ, 2.ರಿಮೋಟ್ ಲಾಗಿನ್","1.રીમોટ સત્રની શરૂઆત, 2.રીમોટ લોગિન"
ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಆಹ್ವಾನ (RPC),રિમોટ પ્રોસિજર ઇન્વોકેશન (RPC)
ದೂರ ಸಂವೇದಿ,રિમોટ સેન્સિંગ
ಮರುನಾಮಕರಣ,નામ બદલીને
"1. ರೆಂಡರಿಂಗ್, 2. ಸಮರ್ಪಣೆ","1.રેન્ડરિંગ, 2.સમર્પણ"
ಪುನರಾವರ್ತಕ,પુનરાવર્તક
ಉತ್ತರ,જવાબ આપો
"1. ವಿನಂತಿ, 2. ವಿನಂತಿ","1. વિનંતી, 2. વિનંતી"
ಕಾಮೆಂಟ್ ವಿನಂತಿ (RFC),ટિપ્પણી વિનંતી (RFC)
"1. ವಿನಂತಿ ಪ್ರೋಟೋಕಾಲ್, 2. ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರೋಟೋಕಾಲ್","1.રિક્વેસ્ટ પ્રોટોકોલ, 2.રિસ્પોન્સ પ્રોટોકોલ"
ಪುನರಾವರ್ತಿತ ಪ್ರೋಗ್ರಾಂ,પુનરાવર્તિત કાર્યક્રમ
ಸಂಶೋಧನೆ,સંશોધન
ಮರುಸ್ಥಾಪನೆ ಚಕ್ರ,પુનઃસ્થાપિત ચક્ર
ಸ್ಮರಣಾರ್ಥಿ,સ્મારકવાદી
ವ್ಯತ್ಯಾಸ,તફાવત
ಸಂಪನ್ಮೂಲಗಳು,સંસાધનો
ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ,પ્રતિભાવ સમય
"1.ಮರುಪ್ರಾರಂಭಿಸಿ, 2.ಮರುಪ್ರಾರಂಭಿಸಿ","1.પુનઃપ્રારંભ કરો, 2.પુનઃપ્રારંભ કરો"
ಪುನಃಸ್ಥಾಪನೆ,પુનઃસંગ્રહ
ಮರು-ಜಾಡನ್ನು,ફરીથી ટ્રેસ
"1. ಮರು-ರವಾನೆ, 2. ಮರು-ಸಂವಹನ","1. રી-ડિસ્પેચ, 2. રી-કોમ્યુનિકેશન"
ಚೇತರಿಕೆ,પુન: પ્રાપ્તિ
ಮತ್ತೆ ಪ್ರಯತ್ನಿಸು,ફરીથી પ્રયત્ન કરો
"1. ಹಿಂಜರಿಕೆ, 2. ಹಿಂತಿರುಗಿ","1.રીગ્રેશન, 2.રીટર્ન"
ಹಿಂಜರಿತ ಕೋಡ್,રીગ્રેસન કોડ
ರಿಗ್ರೆಶನ್ ಕೀ,રીગ્રેસન કી
ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್,ફરીથી વાપરી શકાય તેવા કોડ
ಪುನಃ ಬರೆಯಬಹುದಾದ,ફરીથી લખી શકાય તેવું
rgb ಮಾನಿಟರ್,આરજીબી મોનિટર
ರಿಬ್ಬನ್,રિબન
ಅಧಿಕೃತ ಸಮಸ್ಯೆ,સત્તાવાર મુદ્દો
"1.ರೋಬೋಟ್, 2.ಮೆಕ್ಯಾನಿಕ್, 3.ಮೆಕ್ಯಾನಿಸಂ","1.રોબોટ, 2.મેકેનિક, 3.મિકેનિઝમ"
"1.ಯಾಂತ್ರಿಕ ವಿಜ್ಞಾನ, 2.ಯಾಂತ್ರಿಕ ಮಾನವಶಾಸ್ತ್ರ","1.મિકેનિસ્ટિક સાયન્સ, 2.મિકેનિસ્ટિક એન્થ્રોપોલોજી"
"ಬಲವಾದ, ಬಲವಾದ","મજબૂત, મજબૂત"
ಪಾತ್ರ,ભૂમિકા
ಮತ್ತೆ ಉರುಳುತ್ತಿದೆ,ફરીથી રોલિંગ
ಆವರಿಸುವಿಕೆ,સંડોવણી
ಹೊರಹರಿವು,પ્રવાહ
"1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ (ROM)","1. ફક્ત વાંચો મેમરી, 2. ફક્ત વાંચો મેમરી (ROM)"
ಮೂಲ,મૂળ
ಮೂಲ ಡೈರೆಕ್ಟರಿ,પિતૃ નિર્દેશિકા
ಅಂದಾಜು ದೋಷ,અંદાજ ભૂલ
"1.ರೂಟರ್, 2.ರೂಟರ್","1.રાઉટર, 2.રાઉટર"
"ರೂಟಿಂಗ್, ರೂಟಿಂಗ್","રૂટીંગ, રૂટીંગ"
RS232C ಇಂಟರ್ಫೇಸ್,RS232C ઈન્ટરફેસ
RSA ಗೂಢಲಿಪೀಕರಣ,RSA એન્ક્રિપ્શન
ಆರ್ಟಿಸಿ,આરટીસી
ಕೆಲಸದ ವಿವರ ಕೋಡಿಂಗ್,કાર્યકારી વિગત કોડિંગ
ಅಧಿಕಾರಾವಧಿ,કાર્યકાળ
ರನ್ಟೈಮ್ ದೋಷ,રનટાઈમ ભૂલ
"1. ಮಾದರಿ, 2. ಮಾದರಿ","1. નમૂના, 2. નમૂના"
ಮಾದರಿ,નમૂના
"1.ಉಪಗ್ರಹ, 2.ಉಪಗ್ರಹ","1.ઉપગ્રહ, 2.ઉપગ્રહ"
ಶುದ್ಧತ್ವ,સંતૃપ્તિ
ಉಳಿಸಿ,સાચવો
"1. ಸ್ಕೇಲೆಬಿಲಿಟಿ, 2. ಸ್ಕೇಲೆಬಿಲಿಟಿ","1. માપનીયતા, 2. માપનીયતા"
ಸ್ಕೇಲಾರ್,સ્કેલર
ಸ್ಕ್ಯಾನಿಂಗ್,સ્કેનિંગ
ಭೂದೃಶ್ಯ,લેન્ડસ્કેપ
ಶೆಡ್ಯೂಲರ್,શેડ્યૂલર
ಪರದೆಯ ಪ್ರತಿಫಲನ ಪ್ರೊಜೆಕ್ಟರ್,સ્ક્રીન પ્રતિબિંબ પ્રોજેક્ટર
ಸ್ಕ್ರಿಪ್ಟ್,સ્ક્રિપ્ટ
ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ,સ્ક્રિપ્ટીંગ ભાષા
"1. ಸುರುಳಿ, 2. ಸ್ಕ್ರಾಲ್","1.કોઇલ, 2.સ્ક્રોલ"
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ಕಂಟ್ರೋಲ್ (SDLC),સિંક્રનસ ડેટા લિંક કંટ્રોલ (SDLC)
"1. ಅನ್ವೇಷಣೆ, 2. ಅನ್ವೇಷಣೆ","1.શોધ, 2.શોધ"
ಹುಡುಕಾಟ ಎಂಜಿನ್,શોધ એન્જિન
ಹುಡುಕಾಟ ಮರ,શોધ વૃક્ષ
"1. ಅನ್ವೇಷಿಸಿ, 2. ಅನ್ವೇಷಿಸಿ","1.અન્વેષણ કરો, 2.શોધો"
ದ್ವಿತೀಯ,ગૌણ
"1. ವಲಯ, 2. ವಲಯ","1.સેક્ટર, 2.સેક્ટર"
ಭದ್ರತಾ ನೀತಿ,સુરક્ષા નીતિ
ಹುಡುಕಾಟ ಪದ,શોધ શબ્દ
"1.ವಿಭಾಗ, 2.ವಿಭಾಗ","1.વિભાગ, 2.વિભાગ"
"1. ವಿಘಟನೆ, 2. ವಿಭಜನೆ","1. વિભાજન, 2. વિભાજન"
ಆಯ್ಕೆ ವಿಂಗಡಣೆ,પસંદગી વર્ગીકરણ
"1.ಸ್ವಯಂಪೂರ್ಣ, 2.ಸ್ವಯಂಪೂರ್ಣ","1.સ્વતઃપૂર્ણ, 2.સ્વતઃપૂર્ણ"
"1.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್, 2.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್","1.અર્થશાસ્ત્ર, 2.અર્થશાસ્ત્ર"
ಸೆಮಾಫೋರ್,સેમાફોર
ಅರೆವಾಹಕ,સેમિકન્ડક્ટર
ಫ್ಯಾಂಟಸಿ ವೆಬ್,કાલ્પનિક વેબ
ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ,અનુક્રમિક ઍક્સેસ પદ્ધતિ
ಸತತ,ક્રમિક
ಧಾರಾವಾಹಿ,સીરીયલ
"1.ಸರ್ವರ್, 2.ಸರ್ವರ್","1.સર્વર, 2.સર્વર"
ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್,સર્વર ક્રેશ
ಸರ್ವರ್ ಪರವಾನಗಿ,સર્વર લાઇસન્સ
ಸರ್ವೋ ಗುಣಕ,સર્વો ગુણક
ಜೊತೆ,નો સમૂહ
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಬಿಂದು,ઉલ્લેખિત બિંદુ
ನಿರ್ವಹಣೆ,મેનેજમેન્ટ
ನೆರಳು,પડછાયો
ಸಿನಿಮಾಟೋಗ್ರಫಿ,સિનેમેટોગ્રાફી
ದೆವ್ವ,ભૂત
ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ,ફાઈલ શેર કરો
ಹಂಚಿಕೆಯ ಪ್ರವೇಶ,વહેંચાયેલ ઍક્સેસ
ಹಂಚಿಕೆ,શેરિંગ
"1. ಬ್ರಾಕೆಟ್ಗಳು, 2. ಆರ್ಮರ್, 3. ಶೆಲ್, 4. ಶೆಲ್","1. કૌંસ, 2. આર્મર, 3. શેલ, 4. શેલ"
ಸ್ಥಳಾಂತರದ ಚಿಹ್ನೆ,વિસ્થાપન પ્રતીક
ಸಣ್ಣ ಮಾರ್ಗ,ટૂંકો રસ્તો
ಸಣ್ಣ ಸೂಚನೆ,ટૂંકી સૂચના
ಒಡಹುಟ್ಟಿದವರು,ભાઈ
"1. ಅಡ್ಡ ಪರಿಣಾಮ, 2. ಪ್ರತಿ ಪರಿಣಾಮ","1. આડઅસર, 2. કાઉન્ટર ઇફેક્ટ"
ಸೈನ್ ಬಿಟ್,સાઇન બીટ
ಸಿಗ್ನಲ್,સિગ્નલ
ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,સિગ્નલ પ્રોસેસિંગ
ಸಂಕೇತ,નોટેશન
"1.ಸಿಗ್ನಲ್-ಧ್ವನಿ ಅನುಪಾತ, 2.ಸಿಗ್ನಲ್-ಶಬ್ದ ಅನುಪಾತ","1.સિગ્નલ-સાઉન્ડ રેશિયો, 2.સિગ્નલ-અવાજ રેશિયો"
"1.ಸಹಿ, 2. ಸಹಿ","1.સહી, 2. સહી"
ಮಾರ್ಕರ್ ಪರೀಕ್ಷೆ,માર્કર ટેસ્ટ
ಗಮನಾರ್ಹ ಅಂಕಗಳು,નોંધપાત્ર ગુણ
ಸಿಲಿಕಾನ್ ಚಿಪ್,સિલિકોન ચિપ
ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP),સિમ્પલ મેઇલ ટ્રાન્સફર પ્રોટોકોલ (SMTP)
ಏಕ,એકલુ
"1. ಒಂದು ಸಿಗ್ನಲಿಂಗ್ ನೋಡ್, 2. ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್","1. એક સિગ્નલિંગ નોડ, 2. સિમ્પ્લેક્સ નોડ"
ಸಿಮ್ಯುಲೇಶನ್,સિમ્યુલેશન
ಅನುಕರಿಸುವವನು,અનુકરણ કરનાર
"1.ಏಕಕಾಲಿಕ, 2.ಸಿಂಕ್ರೊನಸ್","1. એકસાથે, 2. એક સાથે"
ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ,એક સાથે પ્રક્રિયા
ಏಕವ್ಯಕ್ತಿ,સોલો
"1.ಸೈಟ್ ಪರವಾನಗಿ, 2. ಸೈಟ್ ಪರವಾನಗಿ","1.સાઇટ લાઇસન્સ, 2.સાઇટ લાઇસન્સ"
"1.ಗಾತ್ರ, 2.ಗಾತ್ರ","1. કદ, 2. કદ"
ಮಾಪನ,માપ
"1. ವಿವರಣೆ, 2. ವಿವರಣೆ","1. ચિત્ર, 2. ચિત્ર"
ಪ್ಲುಟಿ,પ્લુટી
"1.ಪ್ಲೂಟಿ, 2.ಪ್ಲುಟಿಕಾರನ್","1.પ્લુતિ, 2.પ્લુતિકરણ"
"1.ಸ್ಲಾಷ್, 2.ಕಟ್","1.સ્લેશ, 2.કટ"
ಕಂಪ್ಯೂಟರ್ ಅಡಿಯಲ್ಲಿ,કમ્પ્યુટર હેઠળ
ಹಾವಿನ ಕಿಟಕಿ ಪ್ರೋಟೋಕಾಲ್,સાપ વિન્ડો પ્રોટોકોલ
"1. ಲೋಪ, 2. ಶರಣಾಗತಿ","1. બાદબાકી, 2. શરણાગતિ"
ಸ್ಲಾಟ್,સ્લોટ
SCSI (SCSI),SCSI (SCSI)
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,સ્માર્ટ કાર્ડ
ನಿಧಾನ ಅಂಚೆ,ગોકળગાય મેલ
ಸ್ನ್ಯಾಪ್‌ಶಾಟ್,સ્નેપશોટ
"1.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್","1.સોફ્ટ કોમ્પ્યુટેશન, 2.સોફ્ટ કોમ્પ્યુટેશન"
ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ,સોફ્ટ કોપી
ಸುಲಭವಾದ ಫಾಂಟ್,સરળ ફોન્ટ
ಸಾಫ್ಟ್ವೇರ್,સોફ્ટવેર
ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್,સોફ્ટવેર એન્જિનિયરિંગ
ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ,સોફ્ટવેર લાઇસન્સ
ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ,સોફ્ટવેર ચાંચિયાગીરી
ಸ್ಪೆಕ್ಟ್ರಮ್,સ્પેક્ટ્રમ
"1.ತಿರುಪು, 2.ಸುರುಳಿ","1.સ્ક્રુ, 2.સર્પાકાર"
"1.ವಿವರ ಹಾಳೆ, 2.ಸ್ಪ್ರೆಡ್‌ಶೀಟ್","1.વિગતવાર શીટ, 2.સ્પ્રેડશીટ"
ಪ್ರಮಾಣಿತ,ધોરણ
ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕಪ್ ಭಾಷೆ (SGML),સ્ટાન્ડર્ડ જનરલાઇઝ્ડ માર્કઅપ લેંગ્વેજ (SGML)
ಪ್ರಮಾಣೀಕರಣ,માનકીકરણ
ಕಾಯುವ ಸಮಯ,રાહ સમય
ತಾರಕ್ ಲ್ಯಾನ್,તારક લેન
ನಕ್ಷತ್ರ ಸ್ಥಾನ,તારાની સ્થિતિ
ಆರಂಭದ ಬಿಟ್,થોડી શરૂઆત
"1. ಕೊರತೆ, 2. ಕೊರತೆ, 3. ಕೊರತೆ ಬಿಕ್ಕಟ್ಟು","1. અભાવ, 2. અછત, 3. અછતની કટોકટી"
"1.ಸ್ಥಿರ ಸ್ಮರಣೆ, 2.ಸ್ಥಿರ ಸ್ಮರಣೆ","1.સ્ટેટિક મેમરી, 2.સ્ટેટિક મેમરી"
ಸ್ಥಿತಿ ಚಾನಲ್,સ્થિતિ ચેનલ
"1.ಹಂತದ ಗಾತ್ರ, 2.ಹಂತದ ಆಯಾಮಗಳು","1.સ્ટેપ સાઈઝ, 2.સ્ટેપ ડાયમેન્શન્સ"
ವಿರಾಮ ಮತ್ತು ಕಾಯುವ ಪ್ರೋಟೋಕಾಲ್,થોભો અને પ્રોટોકોલ રાહ જુઓ
ಬ್ರೇಕ್ ಕೋಡ್,બ્રેક કોડ
ವಿರಾಮ ಕೀ,થોભો કી
ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ,સંગ્રહક્ષમતા
ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ,સંગ્રહિત કાર્યક્રમ
ಸರಣಿ ಡೇಟಾ,શ્રેણી ડેટા
"1.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಕೋಡಿಂಗ್","1.સ્ટ્રક્ચર્ડ એન્કોડિંગ, 2.સ્ટ્રક્ચર્ડ કોડિંગ"
ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL),સ્ટ્રક્ચર્ડ ક્વેરી લેંગ્વેજ (SQL)
"1. ಕರಪತ್ರದ ಹಾಳೆ, 2. ಶೈಲಿಯ ಪತ್ರ","1. બ્રોશર શીટ, 2. શૈલી પત્ર"
ಉಪ ಡೈರೆಕ್ಟರಿ,સબ-ડિરેક્ટરી
"1.ಸಬ್ನೆಟ್, 2.ಸಬ್ನೆಟ್","1.સબનેટ, 2.સબનેટ"
