Telugu,Marathi
స్వీయ నిలకడ,सेल्फ टिकाऊ
స్వీయ నిలకడ,सेल्फ टिकाऊ
స్వీయ పరాగసంపర్క పంట,स्वयं-परागकण पीक
సెమీ శుష్క ప్రాంతం,अर्धशतक प्रदेश
సెమీ ఆటోమేటెడ్ ఎనలైజర్,अर्ध-स्वयंचलित विश्लेषक
సెమీ కన్జర్వేటివ్,अर्ध पुराणमतवादी
సెమీ కన్జర్వేటివ్ రెప్లికేషన్,अर्ध पुराणमतवादी प्रतिकृती
సెమీ మరగుజ్జు ప్రకృతి,अर्ध बौने निसर्ग
సెమీ మరగుజ్జు రకం,अर्ध बौने विविधता
సెమీ సతత హరిత అటవీ,सेमी एव्हरग्रीन फॉरेस्ट
సెమీ సహజ పరిస్థితి,अर्ध नैसर्गिक स्थिती
సెమినల్ వెసికిల్,अत्यंत परिणामकारक मूत्राशयसंबंधी
సెమినిఫెరస్ ట్యూబ్,सेमिनिफेरस ट्यूब्यूल
సెమీ పారాసైట్,अर्ध-पॅरासाइट
సెమీ పార్మెబుల్,अर्ध-निरंतर
సెనెసెన్స్,संवेदना
సెనెసెంట్,सेन्सेंट
సంచలనం,खळबळ
సెన్స్ ఆర్గాన్,सेन्स ऑर्गन
సెన్స్ RNA,सेन्स आरएनए
సున్నితమైన చార్ట్ రికార్డర్,संवेदनशील चार्ट रेकॉर्डर
సున్నితమైన జీవి,संवेदनशील जीव
ఇంద్రియ న్యూరాన్,संवेदी न्यूरॉन
ఇంద్రియ రిసెప్షన్ మరియు ప్రాసెసింగ్,संवेदी रिसेप्शन आणि प्रक्रिया
ఇంద్రియ సామ్రాజ్యం,संवेदी तंबू
ఇంద్రియ పాపిల్లా,संवेदी पेपिला
సెపాల్,सेपल
సెపలాయిడ్,सेपॅलॉइड
విభజన,विभक्तता
విభజన గోడ,विभक्त भिंत
సెపియా,सेपिया
సెప్టల్ నెఫ్రిడియా,सेप्टल नेफ्रिडिया
సెప్టల్ నెఫ్రిడియం,सेप्टल नेफ्रिडियम
సెప్టం,सेप्टम
సీక్వెన్స్ ఉల్లేఖనం,अनुक्रम भाष्य
సెరాల్ కమ్యూనిటీ,सेरल समुदाय
సెరాల్ దశ,सेरल स्टेज
సెరే,सेरे
సెరికల్చర్,सेरिकल्चर
సెరోలజీ,सेरोलॉजी
సెరో-మ్యూకస్ గ్రంథి,सेरो-म्युकस ग्रंथी
సెరోసా,सेरोसा
సెరేట్,सेरेट
సెర్టోలి సెల్,सेर्टोली सेल (समर्थन सेल)
సీరం,सीरम
సెస్బేనియా,सेसबानिया
సెసిల్,सेसिल
సెటా,सेटा
సెటా,सेटा
సెటై,सेट
తీవ్రమైన సంయుక్త ఇమ్యునో లోపం,गंभीर एकत्रित इम्युनोची कमतरता
మురుగునీటి చికిత్స,सांडपाणी प्रक्रिया
సెక్స్,लिंग
లైంగిక ప్రవర్తన,लैंगिक वर्तन
సెక్స్ క్రోమోజోమ్,सेक्स क्रोमोसोम
సెక్స్ హార్మోన్,सेक्स हार्मोन
లైంగిక మోసం,लैंगिक कपट
లైంగిక అభివృద్ధి,लैंगिक विकास
లైంగిక డైమోర్ఫిజం,लैंगिक अस्पष्टता
లైంగిక పరిపక్వత,लैंगिक परिपक्वता
లైంగిక పునరుత్పత్తి,लैंगिक पुनरुत्पादन
లైంగిక సంక్రమణ వ్యాధి (ఎస్టీడీలు),लैंगिक संक्रमित रोग (एसटीडी)
షాఫ్ట్,शाफ्ट
నిస్సార నేల,उथळ माती
షెల్-తక్కువ గుడ్డు,शेल-कमी अंडी
షెల్డ్ గుడ్డు,शेल अंडी
షెల్ఫిష్,शेल-फिश
షెపర్డ్ పర్స్,मेंढपाळांची पर्स
షెట్లాండ్ పోనీ,शेटलँड पोनी
ఓడ పురుగు,जहाज किडा
షాక్ ప్రొటియన్,शॉक प्रोटीन
షూట్ యాక్సిస్,अक्ष शूट करा
షూట్ బోరర్,बोरर शूट करा
షోరియా రోబస్టా,शोरिया रोबस्टा
చిన్న రోజు మొక్క,शॉर्ट डे प्लांट
చిన్న పొట్టితనం,लहान उंची
చిన్న టెన్డం రిపీట్,शॉर्ट टँडम पुन्हा करा
చిన్న తరంగ రేడియేషన్,शॉर्ट वेव्ह रेडिएशन
షాట్గన్ గుళిక,शॉटगन पेलेट
పొద,झुडूप
పొద పొర,झुडूप थर
తోబుట్టువుల జాతులు,भावंड प्रजाती
కొడవలి కణ రక్తహీనత,सिकल सेल em नेमिया
సికిల్ సెల్ జన్యువు,सिकल सेल जनुक
జల్లెడ గొట్టం,चाळणी ट्यूब
జల్లెడ లాంటిది,चाळणीसारखे
సిగ్మా కారకం,सिग्मा फॅक्टर
సిగ్మోయిడ్ పెరుగుదల,सिग्मॉइड वाढ
MRNA నిశ్శబ్దం,एमआरएनए शांत करणे
నిశ్శబ్ద జోన్,मूक झोन
సిలిసియస్ స్పిక్యూల్,सिलिसियस स्पिक्यूल
సిలికాన్ డయాక్సైడ్,सिलिकॉन डाय ऑक्साईड
సిలికోసిస్,सिलिकोसिस
సిలిక్వా,सिलिका
పట్టు పత్తి చెట్టు,रेशीम सूती वृक्ष
సిల్టేషన్,गाळ
సిలురియన్ కాలం,सिल्यूरियन कालावधी
సిల్వర్ ఫిర్,चांदीचे लाकूड (अबीज पिंड्रो)
సాధారణ బైనరీ విచ్ఛిత్తి,साधे बायनरी विखंडन
సాధారణ ఎపిథీలియం,साधे एपिथेलियम
సాధారణ ఆకు,साधे पाने
సాధారణ సూక్ష్మదర్శిని,साधे मायक्रोस्कोप
సాధారణ గొట్టపు వ్యవస్థ,साधी ट्यूबलर सिस्टम
సరళముగాని గొట్టపు విసర్జన వ్యవస్థ,सर्वात सोपी ट्यूबलर मलमूत्र प्रणाली
అనుకరణ,सिम्युलेशन
సింగిల్ బాండ్,एकल बाँड
సింగిల్ సెల్డ్,एकल सेल
సింగిల్ మెసెంజర్ RNA,एकल मेसेंजर आरएनए
సింగిల్ న్యూక్లియోటైడ్ పాలిమార్ఫిజం,सिंगल न्यूक्लियोटाइड पॉलिमॉर्फिझम
సింగిల్ స్ట్రాండెడ్,एकल अडकले
సైనస్,सायनस
సైనస్ వెనోసస్,सायनस वेनोसस
సిస్టర్ క్రోమాటిడ్,बहीण क्रोमॅटिड
జనాభా పరిమాణం,लोकसंख्येचा आकार
అస్థిపంజర ఫ్లోరోసిస్,कंकाल फ्लोरोसिस
అస్థిపంజరపు కండరం,कंकाल स्नायू
అస్థిపంజర వ్యవస్థ,सांगाडा प्रणाली
చర్మ క్యాన్సర్,त्वचेचा कर्करोग
పుర్రె,कवटी
వ్యవసాయాన్ని తగ్గించి కాల్చండి,स्लॅश आणि बर्न शेती
స్లాటర్ హౌస్ వేస్ట్,कत्तल घर कचरा
నిద్ర అనారోగ్యం,झोपेचा आजार
స్లైడింగ్ ఫిలమెంట్ సిద్ధాంతం,स्लाइडिंग फिलामेंट सिद्धांत
కొద్దిగా కదిలే,किंचित जंगम
బురద పొర,स्लीम लेयर
బురద అచ్చు,स्लाईम मोल्ड
సన్నని మాస్,बारीक मास
రిగ్రెషన్ యొక్క వాలు,रीग्रेशनचा उतार
బురద,गाळ
ముద్ద,स्लरी
స్మాక్,चापटी
చిన్న పాక్స్,लहान पॉक्स
స్మిలాక్స్,स्माईलॅक्स
పొగమంచు,धूम्रपान
పొగ స్టాక్స్,धूर स्टॅक
స్మూత్ ఎర్,गुळगुळीत एर
మృదువైన కండరం,गुळगुळीत स्नायू
స్మట్,स्मट
స్నాప్‌డ్రాగన్ ఫ్లవర్,स्नॅपड्रॅगन फ्लॉवर
గురక,स्नॉर्टिंग
మంచు అంధత్వం,बर्फ अंधत्व
మంచు ఉచితం,बर्फमुक्त
హిమపాతం,हिमवर्षाव
సామాజిక అటవీ,सामाजिक वनीकरण
సాకెట్,सॉकेट
సోడియం,सोडियम
సోడియం అజైడ్,सोडियम अझाइड
నేల,माती
నేల కాలుష్యం,भूमी प्रदूषण
నేల ప్రొఫైల్,मातीचे प्रोफाइल
నేల ఆకృతి,मातीची पोत
సోలనాసి,Solanaceae
సోలనం,सोलनम
సోలనం ట్యూబెరోసమ్,सोलनम ट्यूबरोजम
సౌర స్థిరాంకం,सौर स्थिर
సౌర శక్తి,सौर उर्जा
సౌర నిహారిక,सौर नेबुला
సౌర వికిరణం,सौर विकिरण
సౌర స్పెక్ట్రం,सौर स्पेक्ट्रम
సౌర వ్యవస్థ,सौर यंत्रणा
సోలేనోయిడ్,सोलेनोइड
సాలిడగో,सॉलिडागो
ఒంటరి ఆక్సిలరీ,एकांत अक्ष
కరిగే,विद्रव्य
కరిగే సేంద్రీయ పదార్థం,विद्रव्य सेंद्रिय पदार्थ
కరిగే సేంద్రీయ పదార్థం,विद्रव्य सेंद्रिय पदार्थ
ద్రావకం,विरघळ
ద్రావణ ఏకాగ్రత,विरघळणारी एकाग्रता
పరిష్కారం,उपाय
పరిష్కారం సంభావ్యత,समाधान क्षमता
ద్రావకం,सॉल्व्हेंट
సోమాక్లోనల్ సేకరణ,सोमाक्लोनल संग्रह
సోమాక్లోన్,सोमाक्लोन
సోమాటిక్,सोमाटिक
సోమాటిక్ పిండం,सोमाटिक गर्भ
సోమాటిక్ హైబ్రిడ్,सोमाटिक हायब्रिड
సోమాటిక్ హైబ్రిడైజేషన్,सोमाटिक संकरित
సోమాటోప్లాజమ్,सोमाटोप्लाझम
సోమాటోసెన్సరీ ప్రాంతం,सोमाटोसेन्सरी क्षेत्र
సోమాటోసెన్సరీ కార్టెక్స్,सोमाटोसेन्सरी कॉर्टेक्स
సోమాటోస్టాటిన్,सोमाटोस्टॅटिन
సోమాటోట్రోఫ్,सोमाटोट्रोफ
సోనోగ్రఫీ,सोनोग्राफी
మసి,काजळी
సోసోసిస్,सोरोसिस
సోరస్,सोरस
ధ్వని స్థాయి,ध्वनी पातळी
సౌండ్‌ప్రూఫ్ ఇన్సులేటింగ్ జాకెట్,साउंडप्रूफ इन्सुलेटिंग जॅकेट
సదరన్ బ్లాటింగ్,दक्षिणी ब्लॉटिंग
అంతరిక్ష అన్వేషణ సాంకేతికత,अंतराळ अन्वेषण तंत्रज्ञान
స్థలం,जागा
స్థలం,जागा
స్పాడిక్స్,स्पॅडिक्स
ప్రాదేశిక పంపిణీ,स्थानिक वितरण
ప్రాదేశిక స్కేల్,स्थानिक स्केल
స్పాట్యులేట్,Spatulate
మొలకెత్తడం,स्पॉनिंग
మొలకెత్తడం,स्पॉनिंग
ఈటె గడ్డి,भाला गवत
స్పెసియేషన్,विशिष्टता
ప్రత్యేక సృష్టి,विशेष निर्मिती
జాతులు,प्रजाती
జాతుల కూర్పు,प्रजाती रचना
జాతుల వైవిధ్యీకరణ,प्रजाती विविधता
జాతుల వైవిధ్యం,प्रजाती विविधता
జాతుల పరస్పర చర్య,प्रजाती संवाद
జాతుల పరస్పర ఆధారపడటం,प्रजाती परस्परावलंबन
జాతుల జాబితా,प्रजाती यादी
జాతుల గొప్పతనం,प्रजाती समृद्धी
నిర్దిష్ట రక్త పాత్ర,विशिष्ट रक्तवाहिन्या
నిర్దిష్ట ఎండోన్యూకలీస్,विशिष्ट एंडोन्यूक्लीझ
నిర్దిష్ట ఎంజైమ్,विशिष्ट सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
నిర్దిష్ట వేడి,विशिष्ट उष्णता
నిర్దిష్ట రోగనిరోధక శక్తి,विशिष्ट प्रतिकारशक्ती
నిర్దిష్ట అణువు,विशिष्ट रेणू
నిర్దిష్ట పేరు,विशिष्ट नाव
నిర్దిష్ట గ్రాహకం,विशिष्ट रिसेप्टर
నిర్దిష్ట గుర్తింపు క్రమం,विशिष्ट ओळख क्रम
నిర్దిష్ట గుర్తింపు సైట్,विशिष्ट ओळख साइट
నమూనా,नमुना
స్పెక్ట్రిన్,स्पेक्ट्रिन
స్పీచ్ మోటార్ ప్రాంతం,भाषण मोटर क्षेत्र
స్పెర్మ్ లిసిన్,शुक्राणू लायसिन
స్పెర్మ్,शुक्राणू
స్పెర్మాథెకా,शुक्राणू
స్పెర్మాటిక్ త్రాడు,शुक्राणुजन्य दोरखंड
వీర్య కణము,शुक्राणुनाशक (आयए)
స్పెర్మాటోసైట్,शुक्राणुनाशक
స్పెర్మాటోసైటోజెనిసిస్,शुक्राणुनाशक
స్పెర్మాటోజెనిసిస్,शुक्राणुजन्य रोग
స్పెర్మాటోజెనిక్ కణం,शुक्राणुजनक सेल
స్పెర్మాటోఫోర్,शुक्राणुजन्य
స్పెర్మాటోఫైట్,शुक्राणुनाशक
స్పెర్మాటోజోవా,शुक्राणुजन्य
స్పెర్మియేషన్,शुक्राणुनाशक
స్పెర్మియోజెనిసిస్,शुक्राणुजन्य रोग
స్పేరోసోమ్,स्फेरोसोम
స్పాగ్నమ్,स्फॅग्नम
స్పినోడాన్,स्फेनोडॉन
Sphenopsid,स्फेनोप्सिड
స్పీనాప్సిడా,स्फेनोप्सिडा
గోళాకార,गोलाकार
స్పింక్టర్,स्फिंटर
స్పిక్యులర్ సెల్,स्प्यूलर सेल
స్పిక్యూల్,Spicule
స్పిక్యూల్,Spicule
స్పైక్,स्पाइक
స్పైక్లెట్,स्पाइकलेट
వెన్ను ఎముక,पाठीचा कणा
వెన్నెముక నాడి,रीढ़ की हड्डी
వెన్నెముక,पाठीचा कणा
వెన్నెముక,पाठीचा कणा
వెన్నెముక,पाठीचा कणा
వెన్నెముక,पाठीचा कणा
స్పినస్,स्पिनस
స్పిన్యూల్,स्पिन्यूल
స్పిరాకిల్,स्पिरॅकल
మురి,आवर्त
స్పిరిల్లినా,स्पिरिलिना
స్పిరిలమ్,स्पिरिलम
స్పిరోచేట్,स्पिरोचेट
స్పిరోజయోరా,स्पिरोगरा
స్పిరులా,स्पिरुला
స్పిరులినా,स्पिरुलिना
ప్లీహము,प्लीहा
స్ప్లైస్ సైట్,स्प्लिस साइट
Spliceosome,स्प्लिसिओसोम
స్ప్లికింగ్,स्प्लिंग
స్ప్లిట్ జన్యువు (అంతరాయం),स्प्लिट जीन (व्यत्यय)
స్ప్లిటర్,स्प्लिटर
నీటి విభజన,पाण्याचे विभाजन
పాడు,खराब करा
స్పోక్,बोलले
స్పాంజ్,स्पंज
స్పాంజిల్లా,स्पॉन्गिला
స్పాంగిన్,स्पॉन्गिन
స్పాంగోకోయెల్,स्पॉन्गोकोएल
మెత్తటి అంగస్తంభన కణజాలం,स्पॉन्डी इरेक्टाइल टिशू
స్పాంజి టిష్యూ,स्पंजयुक्त ऊतक
ఆకస్మిక తరం,उत्स्फूर्त पिढी
ఆకస్మిక మ్యుటేషన్,उत्स्फूर्त उत्परिवर्तन
జీవితం యొక్క ఆకస్మిక మూలం,जीवनाचा उत्स्फूर्त मूळ
ఆకస్మిక ప్రతిచర్య,उत्स्फूर्त प्रतिक्रिया
స్పూలింగ్,स्पूलिंग
స్పోరాంగియా,स्पोरंगिया
బీజాంశం,बीजाणू
బీజాంశం మోసే ఆకు,बीजाणू बेअरिंग लीफ
స్పోరోఫిల్,स्पोरोफिल
స్పోరోఫైట్,स्पोरोफाइट
స్పోరోపోలెనిన్,स्पोरोपोलेनिन
స్పోరోజోవాన్,स्पोरोझोआन
స్పోరోజోయిట్,स्पोरोझोइट
మచ్చల కుస్కస్,स्पॉटेड कस्कस
వసంత కలప,वसंत lood तु लाकूड
స్ప్రూస్,ऐटबाज (पिकिया स्मिथियाना)
స్పర్,स्पर
పొలుసుల ఎపిథీలియం,स्क्वॅमस एपिथेलियम
స్క్వాష్,स्क्वॅश
స్క్విడ్,स्क्विड
స్క్విల్లా,स्क्विला
స్థిరీకరణ,स्थिरीकरण
ఎంపికను స్థిరీకరించడం,निवड स्थिर
మట్టిని స్థిరీకరించడం,माती स्थिर करणे
స్టాక్,स्टॅक
స్టాక్,स्टॅक
స్టాక్,स्टॅक
స్టేజ్ క్లిప్,स्टेज क्लिप
స్టెయిన్డ్ స్పెసిమాన్,डाग नमुना
కొమ్మ,देठ
స్టామెన్,पुंकेसर
స్టామినోడ్,स्टिमिनोड
నిలబడి పంట,स्थायी पीक
నిలబడి ఉన్న రాష్ట్రం,स्थायी राज्य
స్టేప్స్,स्टेप्स
స్టెఫిలోకాకస్ ఆల్బస్,स्टेफिलोकोकस अल्बस
స్టార్ ఫిష్,स्टार फिश
పిండి,स्टार्च
స్థిరమైన కేంద్రకం,स्टेशनरी न्यूक्लियस
స్టాటిన్,स्टॅटिन
స్టేషన్ దశ,स्टेशनए फेज
అదుపు,स्टॅटोसिस्ट (बॅलन्स ऑर्गन)
చట్టబద్ధమైన నిషేధం,वैधानिक बंदी
నిటారుగా సాంద్రత ప్రవణత,उंच घनता ग्रेडियंट
స్టీల్,स्टील
నక్షత్ర గ్యాంగ్లియన్,तार्यांचा गॅंग्लियन
నక్షత్ర పరిణామం,तार्यांचा उत्क्रांती
మూల కణ,स्टेम सेल
స్టెనోహాలిన్,स्टेनोहालीन
స్టెనోథర్మల్,स्टेनोथर्मल
స్టెంట్,स्टेंट
దశ,पाऊल
స్టెప్పీ,स्टेप
శుభ్రమైన,निर्जंतुकीकरण
శుభ్రమైన,निर्जंतुकीकरण
శుభ్రమైన,निर्जंतुकीकरण
శుభ్రమైన పరిసర,निर्जंतुकीकरण वातावरण
శుభ్రమైన కార్మికుడు తేనెటీగ,निर्जंतुकीकरण कामगार मधमाशी
స్టెరిలైజేషన్,निर्जंतुकीकरण
స్టెరిలైజేషన్,निर्जंतुकीकरण
స్టెరిలైజేషన్,निर्जंतुकीकरण
స్టెర్నమ్,स्टर्नम
స్టెర్నమ్,स्टर्नम
స్టెరాయిడ్,स्टिरॉइड
స్టెరాయిడ్ హార్మోన్,स्टिरॉइड हार्मोन
స్టెరాల్,स्टेरॉल
స్టెరాల్ అణువు,स्टिरॉल रेणू
స్టెతస్కోప్,स्टेथोस्कोप
అంటుకునే,चिकट
గట్టి జుట్టు,कडक केस
కళంకం,कलंक
కళంకం,कलंक
కళంకం,कलंक
కళంకం,कलंक
కళంకం,कलंक
ఇప్పటికీ జననం,तरीही जन्म
స్టిల్ట్ రూట్,स्टिल्ट रूट
ఉద్దీపన,उत्तेजक
ఉద్దీపన,उत्तेजन
ఉద్దీపన,उत्तेजन
స్టింగ్ రే,स्टिंग रे
స్టింగ్ సెల్,स्टिंगिंग सेल
దుర్వాసన కంపోస్టెన్,दुर्गंधीयुक्त कंपोस्टेन
స్టిపుల్,स्टिप्यूल
కదిలించే రకం,ढवळत प्रकार
స్టాక్,साठा
స్టాక్,साठा
స్టాక్,साठा
స్టోలన్,स्टॉलोन
కడుపు,पोट
స్టోమాటా,स्टोमाटा
స్టోమాటల్ సాంద్రత,स्टोमेटल घनता
స్టోమోచార్డాటా,स्टोमोचोर्डटा
తుఫాను దశ,वादळी टप्पा
ఆపు,थांबवा
జాతి,मानसिक ताण
మొక్కలో అనుసరణ యొక్క వ్యూహం,वनस्पतींमध्ये रुपांतर करण्याचे धोरण
వృక్షసంపద యొక్క స్తరీకరణ,वनस्पतींचे स्तरीकरण
స్ట్రాటిఫైడ్ స్క్వామస్ కెరాటిన్ ఎపిథీలియం,स्तरीकृत स्क्वॅमस केराटीनिझ्ड एपिथेलियम
స్ట్రాటోపాజ్,स्ट्रॅटोपॉज
స్ట్రాటో ఆవరణ,स्ट्रॅटोस्फीयर
స్ట్రాటో ఆవరణ,स्ट्रॅटोस्फेरिक
స్ట్రాటమ్ కార్నియం,स्ट्रॅटम कॉर्नियम
స్ట్రాటమ్ జెర్మినటివమ్,स्ट्रॅटम जर्मिनॅटिव्हम
స్ట్రాటమ్ గ్రాన్యులోసమ్,स्ट्रॅटम ग्रॅन्युलोसम
స్ట్రాటమ్ లూసిడమ్,स्ट्रॅटम ल्युसिडम
స్ట్రాబెర్రీ,स्ट्रॉबेरी
స్ట్రీమింగ్ కదలిక,प्रवाह चळवळ
స్ట్రెప్టోబాసిల్లస్,स्ट्रेप्टोबॅसिलस
స్ట్రెప్టోకోకస్,स्ट्रेप्टोकोकस
స్ట్రెప్టోకోకస్ న్యుమోనియా,स्ट्रेप्टोकोकस न्यूमोनिया
స్ట్రెప్టోకినేస్,स्ट्रेप्टोकिनेज
చారల ప్రదర్శన,स्ट्रीटेड देखावा
స్ట్రైటెడ్ కండరాలు,स्ट्रीटेड स्नायू
Striation,Stration
Striation,Stration
కఠినమైన ఓస్మోరెగ్యులేటర్,कठोर ओस्मोरग्युलेटर
స్ట్రిగా,स्ट्रीगा
స్ట్రిప్ పంట,पट्टी पीक
స్ట్రోబిలస్,स्ट्रॉबिलस
స్ట్రోమ్ వాటర్,स्ट्रॉम वॉटर
స్ట్రోమా,स्ट्रॉमा
స్ట్రోమల్ టిష్యూ,स्ट्रॉमल टिशू
బలమైన తగ్గించే ఏజెంట్,मजबूत कमी करणारे एजंट
స్ట్రోంటియం -90,स्ट्रॉन्टियम -90
నిర్మాణ ప్రోటీన్,स्ट्रक्चरल प्रोटीन
ఉనికి కోసం పోరాటం,अस्तित्वासाठी संघर्ष
స్ట్రుతియో,स्ट्रुथिओ
స్ట్రైక్నిన్,स्ट्राइकिनिन
కుంగిపోయిన పెరుగుదల,स्टंट वाढ
స్టంటింగ్,स्टंटिंग
శైలి,शैली
శైలి,शैली
స్టైలోపోడియం,स्टाईलोपोडियम
స్టైలోపోడియం,स्टाईलोपोडियम
ఉప వైమానిక సవరణ,सब एरियल सुधारणे
ఉప సంస్కృతి,उप संस्कृती
ఉప నేల,उप माती
ఉప యూనిట్,सब युनिट
ఉప యూనిట్,सब युनिट
సబ్‌క్లాస్,सबक्लास
సబ్‌క్లేవియన్ ఆర్టరీ,सबक्लेव्हियन धमनी
సబ్కటానియస్,त्वचेखालील
సబ్‌ఫైబ్రే,सबफिब्रे
ఆత్మాశ్రయ విధానం,व्यक्तिनिष्ठ दृष्टीकोन
సబ్లింగ్యువల్ గ్రంథి,सबलिंगुअल ग्रंथी
సబ్‌మాండిబ్యులర్ గ్యాంగ్లియన్,सबमॅन्डिब्युलर गॅंग्लियन
సబ్‌మాండిబ్యులర్ లాలాజల గ్రంథి,सबमॅन्डिब्युलर लाळ ग्रंथी
మునిగిపోయింది,बुडले
మునిగిపోయిన ఆకు,पाण्यात बुडलेले
మునిగిపోవడం,बुडवणे
సబ్‌మెటసెంట్రిక్,सबमेटेसेन्ट्रिक
సబ్‌ముకోసా,सबमुकोसा
సబ్‌ముకోసా,सबमुकोसा
సబ్న్యూరల్ పాత్ర,उपनगर जहाज
సబ్‌యోసోఫాగియల్ గ్యాంగ్లియన్,सुबोफेजियल गॅंग्लियन
ఉప జనాభా,उप -लोकसंख्या
ఉపజాతులు,उपप्रजाती
సబ్‌స్టేజ్ కండెన్సర్,सबस्टेज कंडेन्सर
ప్రత్యామ్నాయం,प्रतिस्थापन
సబ్‌స్టోమాటల్ చాంబర్,सबस्टोमॅटल चेंबर
సబ్‌స్ట్రేట్-బైండింగ్ సైట్,सब्सट्रेट-बाइंडिंग साइट
ఉపరితలం,सब्सट्रेट
ఉపరితలం,सब्सट्रेट
సబ్‌స్ట్రాటమ్,सबस्ट्रेटम
ఉపఉష్ణమండల,उपोष्णकटिबंधीय
సబ్‌టూబ్యూల్,सबट्यूब्यूल
వరుస అధిక ట్రోఫిక్ స్థాయి,सलग उच्च ट्रॉफिक पातळी
సక్సినేట్ డీహైడ్రోజినేస్,सक्सीनेट डिहायड्रोजनेस
సుక్సినిక్ డీహైడ్రోజినేస్,सक्सिनिक डिहायड्रोजनेस
సుక్సినైల్ కోఎంజైమ్,सक्सिनिल कोएन्झाइम
సక్యూలెన్స్,सुकुलन्स
రసంతో,रसदार
సక్కర్,शोषक
సక్కర్,शोषक
సక్కర్ ఫిష్,शोषक मासे
రూట్ పీల్చటం,शोषक मूळ
సుక్రోజ్,सुक्रोज
చక్కెర,साखर
(చిన్న గ్రోవ్),सल्कस (लहान खोबणी)
సల్ఫర్,गंधक
సల్ఫర్ కణిక,सल्फर ग्रॅन्यूल
సన్‌హెంప్,सनहॅम्प
సుందే,सनड्यू
మునిగిపోయిన స్టోమాటా,बुडलेले स्टोमाटा
సూర్యరశ్మి,सूर्यप्रकाश
సూపర్ క్లాస్,सुपरक्लास
సూపర్ కాయిలింగ్,सुपर कॉलिंग
ఉన్నతమైన మరియు నాసిరకం,श्रेष्ठ आणि निकृष्ट पालिया
సుపీరియర్ సెరెబెల్లార్ పెడన్కిల్,सुपीरियर सेरेबेलर पेडनकल
సుపీరియర్ కోలిక్యులస్,उत्कृष्ट कोलिक्युलस
ఉన్నతమైన ఆడ,उत्कृष्ट महिला
ఉన్నతమైన మగ,श्रेष्ठ नर
సుపీరియర్ మెసెంటెరిక్ గ్యాంగ్లియన్,सुपीरियर मेसेन्टरिक गॅंग्लियन
ఉన్నతమైన అండాశయం,उत्कृष्ट अंडाशय
సూపర్నాటెంట్,अलौकिक
సూపర్పోస్డ్,सुपरपॉड
సూపర్‌స్క్రిప్ట్,सुपरस्क्रिप्ट
సూపర్‌స్క్రిప్ట్,सुपरस्क्रिप्ट
సుప్రోసోఫాగియల్ గ్యాంగ్లియన్,सुप्रोओफेजियल गॅंग्लियन
సుప్రాస్కపులా,सुपरस्कापुला
ఉపరితల యాంటిజెన్,पृष्ठभाग प्रतिजैविक
ఉపరితలం,पृष्ठभागाचे क्षेत्रफळ
ఉపరితల నివాసి,पृष्ठभाग रहिवासी
ఉపరితల స్టెరిలైజేషన్,पृष्ठभाग निर्जंतुकीकरण
శస్త్రచికిత్స,शस्त्रक्रिया
శస్త్రచికిత్స జోక్యం,शस्त्रक्रिया हस्तक्षेप
సర్రోగేట్ తల్లి,सरोगेट आई
మనుగడ,सर्व्हायव्हल
ససెప్టబిలిటీ,संवेदनशीलता
సస్పెన్షన్ సంస్కృతి,निलंबन संस्कृती
సస్పెన్సరీ లిగమెంట్,निलंबन अस्थिबंधन
స్థిరమైన వ్యవసాయం,शाश्वत शेती
స్థిరమైన అభివృద్ధి,शाश्वत विकास
కుట్టు,सिव्हन
SVEDBERG యూనిట్,Swedberg युनिट
మింగడం తోక సీతాకోకచిలుక,शेपूट फुलपाखरू गिळंकृत करा
మింగడం,गिळंकृत
చిత్తడి,दलदलीचा
సమూహ,झुंड
చెమట,घाम
చెమట గ్రంథి,घाम ग्रंथी
చెమట,घाम येणे
చెమట,घाम येणे
తీపి క్లోవర్,गोड क्लोव्हर
స్విస్ చీజ్,स्विस चीज
కత్తి చేప,तलवार मासे
స్వోర్డ్‌టైల్ చేప,पहारेकरी मासे
సైకాన్,सायकॉन
సైకోనస్,सायकॉनस
సింబియోంట్,प्रतीक
సహజీవనం,सहजीवन
సహజీవనం,सहजीवन
సహజీవన నత్రజని ఫిక్సర్,सहजीवन नायट्रोजन फिक्सर
సహజీవన నత్రజని స్థిరీకరణ,सहजीवन नायट्रोजन फिक्सेशन
చిహ్నం,चिन्ह
సింబాలిక్,प्रतीकात्मक
సుష్ట,सममितीय
సానుభూతి,सहानुभूतीशील
సానుభూతి గ్యాంగ్లియన్ గొలుసు,सहानुभूतीशील गॅंग्लियन साखळी
సానుభూతి స్పెసియేషన్,सहानुभूती विशिष्ट
సింఫిసిస్,सिम्फिसिस
సింప్లాస్మ్,सिम्प्लॅझम
సింప్లాస్టిక్ మార్గం,सिम्प्लास्टिक पथ
సింపోర్ట్,सिमपोर्ट
సినాప్సే,Synapse
సినాప్సిడ్,Synapsid
సినాప్సిస్,Synapsiss
సినాప్సిస్,Synapsiss
సినాప్టిక్ చీలిక,सिनॅप्टिक फाट
నాన్ జానళ్ళు,सिनॅप्टिक नॉब (गाठ)
సినాప్టిక్ వెసికిల్,सिनॅप्टिक वेसिकल
