Tamil,Hindi
"1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்","1.मेमोर्य्पठन, 2.लेखन स्मृति"
வாசகர்,पाठक
"வாசிப்பு, வாசிப்பு","पठन, पाठन"
"1.வாசிப்பு, 2.பின் வாசிப்பு","1.रीड आउट, 2.पठनोत्तर"
உண்மையான நேரம்,तिमेवास्तविक काल
"1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்","1.सद्य अनुक्रिया प्रक्रमण, 2.तुरंत अनुक्रिया प्रक्रमण"
பெறுபவர்,अभिग्राही
அங்கீகார தர்க்கம்,अभिज्ञान तर्क
மறு நிரலாக்க பரிமாற்றம்,पुन: क्रमादेश अंतरण
பதிவு,अभिलेख
"1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்","1.अभिलेखी शीर्ष, 2.रिकार्डिंग हेड"
சரிசெய்யக்கூடிய பிழை,सुधार योग्य त्रुटि
பூர்த்தி,पूर्ति
மறுநிகழ்வு தேற்றம்,पुनरावर्तन प्रमेय
மீள் சுழற்சி,पुनरावर्तन
சுழல் செயல்பாடு,पुनरावर्ती फलन
மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC),लघुकृत अनुदेश समुच्चय कंप्यूटर (रिसक)
பணிநீக்கம்,अतिरेकता
"1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)","1.स्वतंत्र चक्रिका, 2.डिस्कों की अतिरिक्त सरणी (रेड)"
மறு நுழைவு,पुन:प्रवेशी
மறு நுழைவு குறியீடு,पुन:प्रवेशी कूट
குறிப்பு,संदर्भ
மேற்கோளிட்ட நேர்மை,संदर्भिक समग्रता
பிரதிபலிப்பு,परावर्तकता
பிரதிபலிப்பு,परावर्तन
ஒளிவிலகல்,अपवर्तन
புத்துணர்ச்சி,पुनश्चर्या
மீளுருவாக்கம்,पुनर्जनन
பதிவு,पंजी
வழக்கமான இலக்கணம்,नियमित व्याकरण
உறவு,संबंध
தொடர்புடைய தரவுத்தளம்,संबंधपरक डेटाबेस
தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS),संबंधपरक डाटाबेस प्रबंधन तंत्र (आर डी बी एम एस)
தொடர்புடைய மாதிரி,संबंधपरक निदर्श
"1. உறவினர், 2. உறவினர்","1.सापेक्ष, 2.आपेक्षिक"
உறவினர் முகவரி,आपेक्षिक पताभिगमन
"1. ரிலே, 2. பரிமாற்றம்","1.रिले, 2.प्रतिसारण"
நம்பகத்தன்மை மாதிரி,विश्वसनीयता निदर्शन
நம்பகமானது,विश्वसनीय
"1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு","1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ"
இதுவரை,सुदूर
தொலை ஊட்டி,सुदूर पोषक
தொலைதூர வேலை நுழைவு,सुदूर कार्य प्रविष्टी
"1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு","1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन"
தொலைநிலை நடைமுறை அழைப்பு (RPC),सुदूर प्रक्रिया आह्वान (आर पी सी)
தொலை உணர்வு,सूदूर संवेदन
மறுபெயரிடுதல்,पुन: नामकरण
"1. வழங்குதல், 2. அர்ப்பணிப்பு","1.प्रतिपादन, 2.समर्पण"
ரிப்பீட்டர்,पुनरावर्तक
பதில்,उत्तर
"1. கோரிக்கை, 2. கோரிக்கை","1.अनुरोध, 2.निवेदन"
கருத்துக் கோரிக்கை (RFC),टिप्पणी अनुरोध (आर एफ सी)
"1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை","1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल"
சுழல் நிரல்,पुनरावर्ती प्रोग्राम
ஆராய்ச்சி,अनुसंधान
மீட்டெடுப்பு சுழற்சி,पुन:स्थाप चक्र
நினைவிடவாதி,स्मृतिवासी
வேறுபாடு,विभेदन
வளங்கள்,संसाधन
பதில் நேரம்,अनुक्रिया काल
"1.மறுதொடக்கம், 2.மறுதொடக்கம்","1.पुन: प्रवर्तन, 2.पुन: आरंभ"
மறுசீரமைப்பு,पुन: भंडारण
மீண்டும் தடம்,पुन: अनुरेख
"1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு","1.पुन: प्रेषण, 2.पुन: संचार"
மீட்பு,पुन: प्राप्ति
மீண்டும் முயற்சி செய்,पुन: प्रयास
"1.பின்னடைவு, 2.திரும்புதல்","1.प्रतिगमन, 2.वापसी"
பின்னடைவு குறியீடு,प्रतिगमन कूट
பின்னடைவு விசை,प्रतिगमन कुंजी
மீண்டும் பயன்படுத்தக்கூடிய குறியீடு,पुन: प्रयोज्य कोड
மீண்டும் எழுதக்கூடியது,पुन: लेखनीय
rgb மானிட்டர்,आर जी बी मॉनीटर
நாடா,रिबन
அதிகாரப்பூர்வ பிரச்சினை,अधिकारिक इश्यू
"1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்","1.रोबोट, 2.यंत्रमानव, 3.यांत्रव"
"1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்","1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान"
"வலுவான, வலுவான","हष्ट-पुष्ट, सुदृड़"
பங்கு,भूमिका
மீண்டும் உருளும்,पुन: वेल्लन
விழுங்குதல்,अन्तर्वेल्लन
வெளியேற்றம்,बहिर्बेल्लन
"1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)","1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)"
அசல்,मूल
பெற்றோர் அடைவு,मूल निर्देशिका
தோராய பிழை,संनिकटन त्रुटि
"1.ரௌட்டர், 2.ரவுட்டர்","1.रूटर, 2.अनुमार्गक"
"வழிசெலுத்துதல், வழிசெலுத்துதல்","मार्गाभिगमन, अनुमार्गण"
RS232C இடைமுகம்,आर एस 232 सी अंतरापृष्ट
RSA குறியாக்கம்,आर एस ए गूढलेखन
ஆர்டிசி,आर टी सी
பணியிட குறியீட்டு முறை,कार्यविस्तार कोडन
பதவிக்காலம்,कार्यावधि
இயக்க பிழை,कार्यावधि त्रुटि
"1. மாதிரி, 2. மாதிரி","1.प्रतिदर्श, 2.नमूना"
மாதிரி,प्रतिचयन
"1.செயற்கைக்கோள், 2.செயற்கைக்கோள்","1.उपग्रह, 2.सेटेलाइट"
செறிவூட்டல்,संत्रिप्तन
சேமிக்க,सुरक्षित करो
"1. அளவிடுதல், 2. அளவிடுதல்","1.मापनीयता, 2.मापक्रमणीयता"
அளவுகோல்,अदिश
ஸ்கேனிங்,क्रमवीक्षण
நிலப்பரப்பு,परिदृश्य
திட்டமிடுபவர்,अनुसूचक
திரை பிரதிபலிப்பு ப்ரொஜெக்டர்,स्क्रीन प्रतिबिंब प्रक्षेपक
கையால் எழுதப்பட்ட தாள்,लिपि
ஸ்கிரிப்டிங் மொழி,लिपिकरण भाषा
"1.சுருள், 2.சுருள்","1.कुंडलन, 2.स्क्रॉलन"
ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC),तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी )
"1.ஆய்வு, 2.கண்டுபிடிப்பு","1.अन्वेषण, 2.खोज"
தேடல் இயந்திரம்,खोज इंजन
தேடல் மரம்,खोज वृक्ष
"1.ஆராய்தல், 2.கண்டுபிடித்தல்","1.अन्वेषण, 2.खोजना"
இரண்டாம் நிலை,दवितीयक
"1.துறை, 2.துறை","1.सेक्टर, 2.खंड"
பாதுகாப்பு கொள்கை,सुरक्षा नीति
தேடல் சொல்,खोज अवधि
"1.பிரிவு, 2.பிரிவு","1.अनुभाग, 2.खंड"
"1. பிரித்தல், 2. பிரிவு","1.खण्डन, 2.खण्डीकरण"
தேர்வு வரிசையாக்கம்,चयन छंटाई
"1.தன்னிரக்கம், 2.தன்னிரக்கம்","1.स्वपूर्ण, 2.स्वत: पूर्ण"
"1.சொற்பொருள், 2.சொற்பொருள்","1.सीमेंटिकी, 2.अर्थ विज्ञान"
செமாஃபோர்,सीमेफॉर
குறைக்கடத்தி,अर्धचालक
கற்பனை வலை,कल्पायन वेब
தொடர் அணுகல் முறை,अनुक्रमिक अभिगम विधि
அடுத்தடுத்து,क्रमिक
தொடர்,क्रमक
"1.சேவையகம், 2.சேவையகம்","1.परिसेवक, 2.सर्वर"
சர்வர் செயலிழப்பு,परिसेवक ध्वंस
சர்வர் உரிமம்,परिसेवक लाइसेंस
சர்வோ பெருக்கி,सर्वो गुणक
தொகுப்பு,समुच्चय
குறிப்பிட்ட புள்ளி,निर्दिष्ट बिंदु
மேலாண்மை,व्यवस्था
நிழல்,छाया
ஒளிப்பதிவு,छायांकन
பேய்,प्रतिछाया
கோப்பு பகிர்வு,शेयर संचिका
பகிரப்பட்ட அணுகல்,सहभाजित अभिगम
பகிர்தல்,सहभाजन
"1. அடைப்புக்குறிகள், 2. கவசம், 3. ஷெல், 4. ஷெல்","1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश"
இடப்பெயர்ச்சி சின்னம்,विस्थापन संप्रतीक
குறுகிய பாதை,लघुपथ
குறுகிய அறிவுறுத்தல்,लघु अनुदेश
உடன்பிறப்பு,सहोदर
"1. பக்க விளைவு, 2. எதிர் விளைவு","1.पार्श्व प्रभाव, 2.प्रति-प्रभाव"
அடையாளம் பிட்,चिन्ह बिट
சிக்னல்,संकेत
சமிக்ஞை செயலாக்கம்,संकेत प्रक्रमण
குறிப்பீடு,संकेतन
"1.சிக்னல்-ஒலி விகிதம், 2.சிக்னல்-இரைச்சல் விகிதம்","1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात"
"1.கையொப்பம், 2. கையொப்பம்","1.हस्ताक्षर, 2. चिन्हक"
மார்க்கர் சோதனை,चिन्हक परीक्षण
குறிப்பிடத்தக்க மதிப்பெண்கள்,सार्थक अंक
சிலிக்கான் சிப்,सिलिकॉन चिप
எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP),सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी)
ஒற்றை,एकधा
"1. ஒரு சமிக்ஞை முனை, 2. சிம்ப்ளக்ஸ் முனை","1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि"
உருவகப்படுத்துதல்,अनुकरण
பின்பற்றுபவர்,अनुकारी
"1.ஒரே நேரத்தில், 2.ஒரே நேரத்தில்","1.युगपत, 2.समकालिक"
ஒரே நேரத்தில் செயலாக்கம்,युगपत प्रक्रमण
தனி,एकल
"1.தள உரிமம், 2.தள உரிமம்","1.साईट लाइसेंस, 2.स्थल लाइसेंस"
"1.அளவு, 2.அளவு","1.साइज, 2.आमाप"
அளவீடு,आमापन
"1. உவமை, 2. உவமை","1.रेखांकन, 2.रेखाचित्रण"
புளூட்டி,प्लुति
"1.புளூட்டி, 2.புளூட்டிகாரன்","1.प्लुति, 2.प्लुतिकरण"
"1. வெட்டு, 2. வெட்டு","1.स्लैश, 2.काट"
கணினியின் கீழ்,अधीन कंप्यूटर
பாம்பு ஜன்னல் நெறிமுறை,सर्पी विंडो प्रोटोकॉल
"1. புறக்கணிப்பு, 2. சரணடைதல்","1. चूक, 2. सर्पण"
ஸ்லாட்,खाँचा
SCSI (SCSI),स्कैजी (एस सी एस आई)
ஸ்மார்ட் கார்டு,स्मार्ट कार्ड
நத்தை அஞ்சல்,धीमी डाक
ஸ்னாப்ஷாட்,आशुचित्र
"1.மென்மையான கணக்கீடு, 2.மென்மையான கணக்கீடு","1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन"
மென்மையான நகல்,सॉफ्ट प्रति
எளிதான எழுத்துரு,सुगम फान्ट
மென்பொருள்,सॉफ्टवेयर
மென்பொருள் பொறியியல்,सॉफ्टवेयर इंजीनियरी
மென்பொருள் உரிமம்,सॉफ्टवेयर लाइसेंस
மென்பொருள் திருட்டு,सॉफ्टवेयर चोरी
ஸ்பெக்ட்ரம்,स्पेक्ट्रम
"1.திருகு, 2.சுழல்","1.पेंचदार, 2.सर्पिल"
"1.விவர தாள், 2.விரிதாள்","1.विस्तृत शीट, 2.स्प्रेडशीट"
தரநிலை,मानक
நிலையான பொதுவான மார்க்அப் மொழி (SGML),मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल)
தரப்படுத்தல்,मानकीकरण
காத்திருக்கும் நேரம்,प्रतीक्षा काल
தாரக் லன்,तारक लैन
நட்சத்திர நிலை,तारक संस्थिति
ஆரம்ப பிட்,आरंभी बिट
"1. பற்றாக்குறை, 2. பற்றாக்குறை, 3. பற்றாக்குறை நெருக்கடி","1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट"
"1.நிலை நினைவகம், 2.நிலை நினைவகம்","1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी"
நிலை சேனல்,स्थिति चैनल
"1.படி அளவு, 2.படி அளவுகள்","1.सोपान साइज, 2.सोपानी आयाम"
இடைநிறுத்தம் மற்றும் காத்திருப்பு நெறிமுறை,विराम एवं प्रतीक्षा प्रोटोकॉल
முறிவு குறியீடு,विराम कूट
இடைநிறுத்த விசை,विराम कुंजी
சேமிப்புத்திறன்,भंडारणीयता
சேமிக்கப்பட்ட நிரல்,भंडारित प्रोग्राम
தொடர் தரவு,श्रृंखला आँकड़आ
"1.கட்டமைக்கப்பட்ட குறியாக்கம், 2.கட்டமைக்கப்பட்ட குறியீட்டு முறை","1.संरचित कूटलेखन, 2.संरचित कोडन"
கட்டமைக்கப்பட்ட வினவல் மொழி (SQL),संरचित पृच्छा भाषा (एस क्यू एल)
"1. சிற்றேடு, 2. பாணி கடிதம்","1. वर्तिका पत्र, 2. शैली पत्र"
துணை அடைவு,उपनिदेशिका
"1.சப்நெட், 2.சப்நெட்","1.उपजाल, 2.सबनेट"
துணை மரம்,उपवृक्ष
"1. சுருக்கம், 2. சுருக்கம்","1.संक्षेपण, 2.संक्षेपीकरण"
"1. சூப்பர் கம்ப்யூட்டர், 2. சூப்பர் கம்ப்யூட்டர்","1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर"
"1.சூப்பர் கம்ப்யூட்டேஷன், 2.சூப்பர் கம்ப்யூட்டேஷன்","1.सुपर कप्यूटन, 2.सुपर अभिकलन"
முக்கிய திறவுகோல்,महाकुंजी
சிறந்த பயனர்,सर्वोच्च प्रयोक्ता
மேற்பார்வை கற்றல்,पर्यवेक्षित अधिगम
துணை சிப்,सहायक चिप
நிகர மாறுபாடு,नेट विचरण
"1.நிகர மாறுபாடு, 2.பிரிவு, 3.சர்ஃபான்","1.नेट विचरण, 2.सीकरण, 3.सर्फन"
இடமாற்று,गमागम
பிணைப்பிலுள்ள,अंतर्गमागम
வெளியேற்றம்,बहिर्गमागम
பரிமாற்றம்,गमागमन
"1.சுவிட்ச்டு நெட்வொர்க்,2. நெட்வொர்க் மாறியது","1.स्विचित नेटवर्क, 2. स्विचित जालक्रम"
மாறுதல்,स्विचन
மாறுதல் கொள்கை,स्विचन सिद्धांत
குறியீட்டு நிரலாக்கம்,प्रतीकात्मक प्रोग्रामन
ஒத்திசைவு,तुल्यकालन
ஒத்திசைப்பான்,तुल्यकालक
ஒத்திசைவான,तुल्यकालिक
ஒத்திசைவான எண் படிநிலை (SDH),तुल्यकालिक अंकीय पदानुक्रम (एस डी एच)
வாக்கிய பகுப்பாய்வு,वाक्य विश्लेषण
அமைப்பு பகுப்பாய்வு,तंत्र विश्लेषण
கணினி பொறியியல்,तंत्र इंजीनियरी
"1. சிஸ்டம் பிரேக்கர், 2. சிஸ்டம் ஹேக்கர்","1.तंत्र विच्छेदक, 2.तंत्र हैकर"
கணினி ஒருங்கிணைப்பான்,तंत्र समेकक
கணினி பதிவு,तंत्र लॉग
அமைப்பு கவர்,तंत्र आच्छद
கணினி நெட்வொர்க் அமைப்பு (SNA),तंत्र नेटवर्क संरचना (एस एन ए)
"1. சிஸ்டம் புரோகிராமர், 2. சிஸ்டம் புரோகிராமர்","1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक"
"1. கணினி மறுதொடக்கம், 2. கணினி மறுதொடக்கம்","1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन"
அமைப்பு நிறுத்தம்,तंत्र समापन
அமைப்பு சோதனை,तंत्र परीक्षण
அமைப்பு பயன்பாடு,तंत्र उपयोगिता
"1. முறையான குறியீடு, 2. முறையான குறியீடு","1.व्यवस्थित कोड, 2.व्यवस्थित कूट"
tab கட்டளை,टैब समादेश
அட்டவணை,सारणी
அட்டவணை கண்ணோட்டம்,सारणी अवलोकन
அட்டவணை இடம்,सारणी स्थान
தகடு,पटलिका
"1.அட்டவணை, 2.வரிசை வரிசை","1.सारणीवद्ध, 2.सरणी व्यूह"
அட்டவணை செயல்பாடு,सारणीकरण फलन
"1. குறிக்கப்பட்ட கட்டிடக்கலை, 2. குறிக்கப்பட்ட அமைப்பு","1.चिह्नित वास्तुकला, 2.चिह्नित संरचना"
குறிக்கப்பட்ட படக் கோப்புப் படிவம் (TIFF),चिहनित प्रतिबिंब संचिका फर्मा (टिफ)
டேன்டெம் அமைப்பு,अग्रानुक्रम तंत्र
டேப் அடர்த்தி,टेप घनत्व
டேப் கவர்,टेप आवरण
தார் கோப்பு,टार संचिका
வேலை,कार्य
வேலை வழிகாட்டி,कार्यदर्शिका
பணி திட்டமிடுபவர்,कार्य अनुसूचक
டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால் (TCP/IP),संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी)
வெட்டு அறுவை சிகிச்சை,कटाव संक्रिया
தொலைத்தொடர்பு,दूरसंचार
தொலைத்தொடர்பு,दूरसंचार
தொலை தொடர்பு,दूरसंवाद
தொலைதொடர்பு,दूर सम्मेलन
"1. தந்தி, 2. தந்தி","1.तारप्रेषण, 2.टेलीग्राफी"
"1. டெலிமீட்டர், 2. டெலிமெட்ரி","1.दूरमापी, 2.दूरमिती"
"1.தொலைபேசி, 2.தொலைபேசி","1.दूरभाष, 2.टेलीफोन"
தொலைபேசி,दूरभाषी
"1.டெலிபிரிண்டர், 2.டெலிபிரிண்டர்","1.दूरमुद्रक, 2.टेलीप्रिंटर"
தொலைச் செயலாக்கம்,दूरप्रक्रमण
"1. தூர்தர்ஷன், 2. தொலைக்காட்சி, 3. தூர்தர்ஷன்","1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र"
டெலக்ஸ்,टेलेक्स
"1.trap away, 2.telnet","1.दूर जाल, 2.टेलनेट"
"1.வெப்பம், 3.வெப்பநிலை","1.ताप, 3.तापक्रम"
"1. ஷேப் பிளேட், 2. டெம்ப்ளேட், 3. ரூபா","1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा"
பத்தின் நிரப்பு,दस-पूरक
டெரா பைட்,टेरा बाइट
டெர்ரா ஃபாலோப்ஸ்,टेरा फलाप्स
"1.எண்ட் பாயிண்டர், 2.டெர்மினல் கர்சர்","1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर"
"1.முடிவு முனை, 2.முனை முனை","1.अंतक आसंधि, 2.टर्मिनल नोड"
முனைய சாளரம்,टर्मिनल विंडो
முடிவு,समापन
முப்படை,त्रि-आधारी
மூன்று அடிப்படை செயல்பாடு,त्रि-आधारी संक्रिया
சோதனை,परीक्षण
சோதனை கவரேஜ்,परीक्षण व्याप्ति
சோதனை செயல்படுத்தல்,परीक्षण निष्पादन
சோதனை தரவு,परीक्षण आँकड़आ
"1.உரை, 2. படிப்பு பொருள்","1.टैक्सट, 2. पाठ्य सामग्री"
உரை பெட்டி,पाठ्य पेटी
உரை கர்சர்,पाठ्य कर्सर
உரை திருத்தி,पाठ्य संपादक
உரை கோப்பு,पाठ संचिका
பாடத்திட்டம்,पाठ्य विधा
உரை செயலாக்கம்,पाठ प्रक्रमण
பேச்சு-உரை (TTS),वाक-पाठ्य (टी टी एस)
அமைப்பு மேப்பிங்,बुनावट प्रतिचित्रण
"1.டி ஃபிளிப் ஃப்ளாப், 2.டி-பைனோமீட்டர்","1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र"
வெப்ப முத்திரை வெப்ப,तापीय मुद्रकातापीय
"1.Printer Thin Film Memory, 2.Thin Film Memory","1.प्रिंटर तनु फिल्म स्मृति, 2.तनु फिल्म मेमोरी"
(TFT) மெல்லிய பட டிரான்சிஸ்டர் (TFT),(TFT) तनु फिल्म ट्रांजिस्टर (टी एफ टी)
"1.ஜெமிங், 2.ஹேஷிங்","1.गहाना, 2.थैशिंग"
நூல் வளையல்,सूत्र-चूड़ई
த்ரெடிங்,सूत्रण
"1.முக்கோண வலையமைப்பு, 2.முக்கோண வலையமைப்பு","1.त्रितल जालक्रम, 2.त्रितल नेटवर्क"
ஓட்டம் திறன்,प्रवाह क्षमता
நேரம் சிக்கலானது,काल जटिलता
நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்),काल विभाजन बहुसंकेतन (टी डी एम)
கால அளவு,काल फ्रेम
அதே நேரத்தில்,ङ्केसमय सी
"1. கால் மெஷின், 2. கால் மெஷின், 3. டைம் மெஷின்","1.काल यंत्र, 2.काल मशीन, 3.टाइम मशीन"
நேரம் முடிந்தது,समय समाप्त
"1.அழைப்பு, 2.கால் அளவீடு","1.कालॉशन, 2.काल क्वांटीकरण"
நேரத் தொடர்,काल श्रेणी
"1. நேரப் பிரிவு, 2. நேரம் பகிர்வு","1. काल विभाजन, 2. समय सहभाजन"
நேர பகிர்வு அமைப்பு,समय सहभाजन तंत्र
அழைப்பு படி,काल स्टेप
நேர வரைபடம்,काल आरेख
பாத்திரம்,वर्णक
மாற்று,टॉगल
மாற்று நகர்வு,टॉगल चाल
"1. சின்னம், 2. சின்னம்","1.प्रतीक, 2.टोकन"
டோக்கன் பஸ்,टोकन बस
டோக்கன் பஸ்,टोकन बस
டோக்கன் பஸ் நெட்வொர்க்,टोकन बस जालक्रम
"1.சின்ன வளையம், 2.சின்ன வளையம்","1.प्रतीक वलय, 2.सांकेतिक वलय"
டோக்கன் பேச்சுவார்த்தை,टोकन वार्ता
"1.கருவிகள், 2.கருவிகள்","1.औजार, 2.उपकरण"
மேல்-கால்,शीर्ष-पाद
மேல் கால் வடிவமைப்பு,शीर्ष पाद अभिकल्प
"1. ஆணி முகடு கட்டமைப்பு, 2. கீழே இழுக்கவும்","1.नख शिख पद विन्यास, 2.अधोगामी"
"1. இடம், 2. இருப்பிட அறிவியல்","1.सांस्थिति, 2.स्थान विज्ञान"
தொடு பட்டைகள்,स्पर्श पैड
தொடு திரை,स्पर्श स्क्रीन
"1.குறி, 2.குறி, 3.தேடுதல்","1.चिन्ह, 2.निशान, 3.अनुरेखण"
தடமறிதல்,अनुरेखण
"1.வழி, 2.பாதை, 3.கசிவு","1.मार्ग, 2.पथ, 3.लीक"
"1.டிராக் டிஸ்க், 2.பாத் டிஸ்க்","1.ट्रैक डिस्क, 2.पथ डिस्क"
பாதை நாடா,पथ टेप
"1.பின்தொடர், 2.பின்தொடர்","1.अनुमार्गन, 2.अनुपथन"
"1. பின்பற்றவும், 2. பின்பற்றவும்","1.अनुयान, 2.अनुग"
பாதை,प्रक्षेप पथ
"1. பரிவர்த்தனை, 2. ஒப்பந்தம், 3. பரிவர்த்தனை, 4. பரிமாற்றம்","1.कार्य संपादन, 2.सौदा, 3.लेनदेन, 4.आदान प्रदान"
"1. ஒப்பந்தக் கோப்பு, 2. செயல்பாட்டுக் கோப்பு","1.सौदा संचिका, 2.क्रिया-कलाप संचिका"
"1.பரிவர்த்தனை ஆவணம், 2.பரிவர்த்தனை பதிவு","1.लेन-देन संलेख, 2.आदान-प्रदान लॉग"
"1. ஒலிபெயர்ப்பு, 2. ஒலிபெயர்ப்பு","1.प्रतिलेखन, 2.लिप्यंतरण करना"
மின்மாற்றி,ट्रांसड्यूसर
பரிமாற்ற விகிதம்,अंतरण दर
பரிமாற்ற நேரம்,अंतरण काल
மாற்றம்,रुपांतरण
தற்காலிக பிழை,क्षणिक त्रुटि
நிலைமாற்ற காலம்,संक्रमण काल
"1. மாற்றம், 2. சங்கிராந்தி","1.संक्रमण, 2.संक्रांति"
தொற்றும் தன்மை கொண்டது,संक्रामक
நோய்த்தொற்றுக்கு உள்ளானவர்,संक्रमिता
"1.மொழிபெயர்ப்பு, 2.மொழிபெயர்ப்பு, 3.விளக்கம்","1.अनुवाद, 2.अंतरण, 3.अनुभाषण"
"1. பரிமாற்றம், கடத்துதல், 2. கடத்துதல்","1. संचरण, संचारण, 2.संप्रेषण"
டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால் (TCP),संप्रेषण नियंत्रण प्रोटोकॉल (टी सी पी)
"1. டிரான்ஸ்மிஷன் லைன், 2. டிரான்ஸ்மிஷன் லைன்","1.संचरण लाइन, 2.संप्रेषण लाइन"
டிரான்ஸ்மிட்டர்,ट्रांसमीटर
வெளிப்படைத்தன்மை,पारदर्शिता
டிரான்ஸ்பாண்டர்,ट्रांसपोंडर
"1.போக்குவரத்து, 2. பின்னடைவு","1.परिवहन, 2.प्रतिगमन"
இடமாற்றம்,पक्षांतरण
டிரான்ஸ்பியூட்டர்,ट्रांसप्यूटर
"1.டிரான்ஸ்மிட் ரிசீவர், 2.டிரான்ஸ் ரிசீவர்","1.संप्रेष अभिग्राही, 2.ट्रांस रिसीवर"
"1. பொறி, 2. பொறி, 3. பிடி","1.प्रपाशन, 2.फांसना, 3.पकड़ना"
சுழற்சி,चंक्रमण
மரம் (மாற்றம்),वृक्ष (चंक्रमण)
மரம் நெட்வொர்க்,तरु नेटवर्क
துணை சுற்று,सहायक परिपथ
அற்பமான வரைபடம்,तुच्छ आरेख
பழுது நீக்கும்,दोष-निवारण
அகற்றி,"छिन्न, रुंडन"
உண்மை அட்டவணை,सत्यमान सारणी
"1. ட்யூனர், 2. ட்யூனர், 3. ட்யூனர்","1.टयूनर, 2.समस्वरक, 3.समंजक"
"1. சுரங்கப்பாதை, 2. சுரங்கப்பாதை","1.सुरंगन, 2.टनलिंग"
"1. சரிசெய்தல், 2. ட்யூனிங், 3. டியூனிங்","1.समंजन, 2.समस्वरण, 3.टयूनिंग"
tuple,टपल
டர்போ பாஸ்கல்,टर्बो पास्कल
டூரிங் இயந்திரம்,टयूरिंग मशीन
திரும்பும் நேரம்,प्रतिवर्तन काल
திருப்பு ஆவணம்,प्रतिवर्तन दस्तावेज
திருப்பு வரிசை,प्रतिवर्तन अनुक्रम
ஜோடி கேபிள்,युगल केबल
"1. தலைகீழ் ஜோடி, 2. தலைகீழ் ஜோடி","1.ऐंठित युगल, 2.व्यावर्तित युग्म"
இரட்டை பாஸ் நினைவூட்டல்,द्वि-पारक स्मरांतरक
இரண்டின் நிரப்பு,दो का पूरक
வகை,प्रकार
"1.வகை முகம், 2. பாத்திரம்","1.टाइप फेस, 2.अक्षराकृति"
அச்சுக்கலை மேல்,टंकन शीर्ष
அச்சுப்பொறி சக்கரம்,मुद्रक चक्र
தட்டச்சு,टंकण
தடையில்லா சக்தி ஆதாரம்,अबाधित शक्ति स्रोत
"1. ஒற்றை செயல்பாடு, 2. ஒரு பகுதி அமைப்பு","1.एकल संक्रिया, 2.एक-अंगी प्रणाली"
ஒற்றை செயல்பாடு,एकल संक्रिया
"1.ஒற்றை இயக்குபவர், 2.ஒற்றை இயக்குபவர்","1.एकल संकारक, 2.एक अंगी संकारक"
நிச்சயமற்ற தன்மை,अनिश्चितता
