Punjabi,Malayalam
ਸੀਰੀਅਲ ਇੰਟਰਫੇਸ,സീരിയൽ ഇന്റർഫേസ്
ਸੀਰੀਅਲ ਓਪਰੇਸ਼ਨ,സീരിയൽ പ്രവർത്തനം
ਸੀਰੀਅਲ-ਪੈਰਲਲ,സീരിയൽ-സമാന്തരമായി
ਸੀਰੀਅਲ ਪੋਰਟ,സീരിയൽ പോർട്ട്
ਸੀਰੀਅਲ ਪ੍ਰਿੰਟਰ,സീരിയൽ പ്രിന്റർ
ਸੀਰੀਅਲ ਪ੍ਰਕ੍ਰਿਆ,സീരിയൽ പ്രക്രിയ
ਸੀਰੀਅਲ ਪ੍ਰੋਸੈਸਿੰਗ,സീരിയൽ പ്രോസസ്സിംഗ്
ਸੀਰੀਅਲ  ਪ੍ਰੋਗਰਾਮਿੰਗ,സീരിയല്  പ്രോഗ്രാമിംഗ്
ਸੀਰੀਅਲ ਲੜੀਬੱਧ,സീരിയൽ തരം
ਸੀਰੀਅਲ ਸਟੋਰੇਜ,സീരിയൽ സ്റ്റോറേജ്
ਸੀਰੀਅਲ ਟਰਮੀਨਲ,സീരിയൽ ടെർമിനൽ
ਸੀਰੀਅਲ-ਟੂ-ਪੈਰਲਲ  ਕਨਵਰਟਰ,സീരിയൽ-ടു-സമാന്തരമായി  കൺവെർട്ടർ
ਸੀਰੀਅਲ ਟ੍ਰਾਂਸਫਰ,സീരിയൽ കൈമാറ്റം
ਸੀਰੀਅਲ ਸੰਚਾਰ,സീരിയൽ ട്രാൻസ്മിഷൻ
ਸੀਰੀਅਲ ਸ਼ਬਦ  ਓਪਰੇਸ਼ਨ,സീരിയൽ പദം  ശസ്തകിയ
ਸਰਵਰ,സെർവർ
ਸੇਵਾ ਬਿੱਟ,സേവന ബിറ്റ്
ਸਰਵਿਸ ਬਿ ureau ਰੋ,സർവീസ് ബ്യൂറോ
ਸਰਵਿਸ ਸਰਕਟ,സേവന സർക്യൂട്ട്
ਸੇਵਾ ਕੋਡ,സേവന കോഡ്
ਸੇਵਾ  ਇੰਜੀਨੀਅਰਿੰਗ,സേവനം  എഞ്ചിനീയറിംഗ്
ਸਰਵਿਸ ਆਰਡਰ ਟੇਬਲ,സേവന ഓർഡർ പട്ടിക
ਸੇਵਾ ਪ੍ਰੋਗਰਾਮ,സേവന പരിപാടി
ਸੇਵਾ ਦੀ ਦਰ,സേവന നിരക്ക്
ਸੇਵਾ ਬੇਨਤੀ  ਵਿਘਨ,സേവന അഭ്യർത്ഥന  തടസ്സപ്പെടുത്തുക
ਸੇਵਾ ਰੁਟੀਨ,സേവന പതിവ്
ਸਰਵੋ ਵਿਧੀ,സെർവോ മെക്കാനിസം
ਸਰਮੀਵੀਂਪੀਲਾਇਰ,PEREMLOMLipLIPIRIPIRIPIRILIAN
ਸਰਵੋ ਸਤਹ,സേവ് ഉപരിതലം
ਸੈਸ਼ਨ ਕੰਟਰੋਲ,സെഷൻ നിയന്ത്രണം
ਸੈਸ਼ਨ ਪਰਤ,സെഷൻ ലെയർ
ਅਲਬੇਬਰਾ ਸੈਟ ਕਰੋ,ആൽജിബ്ര സജ്ജമാക്കുക
ਬਰੇਕ ਪੁਆਇੰਟ ਸੈਟ ਕਰੋ,ബ്രേക്ക് പോയിന്റ് സജ്ജമാക്കുക
ਸਟ੍ਰੀਟ,വ്യത്യാസം സജ്ജമാക്കുക
ਸੈੱਟ ਪੁਆਇੰਟ,സെറ്റ് പോയിന്റ്
ਪ੍ਰਤੀਕ ਨਿਰਧਾਰਤ ਕਰੋ,ചിഹ്നം സജ്ജമാക്കുക
ਸਮਾਂ ਸੈਟ ਕਰਨਾ,ക്രമീകരണം സമയം
ਸਥਾਪਨਾ ਕਰਨਾ,സജ്ജമാക്കുക
ਚਿੱਤਰ ਸੈਟ ਅਪ ਕਰੋ,ഡയഗ്രം സജ്ജമാക്കുക
ਸੱਤ-ਬਿੱਟ-ਬਾਈਟ,ഏഴു-ബിറ്റ്-ബൈറ്റ്
ਸੱਤ ਪਰਤ  ਹਵਾਲਾ ਮਾਡਲ,ഏഴു പാളി  റഫറൻസ് മോഡൽ
ਸੱਤ-ਖੰਡ  ਡਿਸਪਲੇਅ,ഏഴ് സെഗ്മെന്റ്  പദര്ശനം
ਤੀਬਰਤਾ ਕੋਡ,തീവ്രത കോഡ്
ਸੈਕੇਟਟ,സെക്സ്റ്ററ്റ്
ਸ਼ੇਡਿੰਗ,ഷേഡിംഗ്
ਸ਼ੈਨਨ,ഷാനൻ
ਸ਼ੈਨਨ-ਫੈਨੋ  ਕੋਡਿੰਗ,ഷാനൻ-ഫാനോ  കോഡിംഗ്
ਸ਼ੈਨਨ-ਹਾਰਟਲੀ  ਕਾਨੂੰਨ,ഷാനൻ-ഹാർട്ട്ലി  നിയമം
ਸ਼ੈਨਨ ਦਾ  ਚਿੱਤਰ,ഷാനന്റെ  രേഖാലേഖം
ਸ਼ੈਨਨ ਦਾ ਮਾਡਲ,ഷാനന്റെ മാതൃക
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,ഷാനന്റെ സിദ്ധാന്തം
ਸ਼ੇਪਿੰਗ ਨੈਟਵਰਕ,നെറ്റ്വർക്ക് രൂപപ്പെടുത്തുന്നു
ਸਾਂਝਾ ਬੈਚ ਖੇਤਰ,പങ്കിട്ട ബാച്ച് ഏരിയ
ਸਾਂਝੀ ਡਿਸਕ,പങ്കിട്ട ഡിസ്ക്
ਸ਼ੇਅਰਡ ਫਾਈਲ,പങ്കിട്ട ഫയൽ
ਸਾਂਝਾ ਤਰਕ,പങ്കിട്ട ലോജിക്
ਸਾਂਝਾ ਤਰਕ  ਸਿਸਟਮ,പങ്കിട്ട ലോജിക്  ഏര്പ്പാട്
ਸਾਂਝੀ ਮੈਮੋਰੀ,പങ്കിട്ട മെമ്മറി
ਸਾਂਝਾ ਸਰੋਤ,പങ്കിട്ട ഉറവിടം
ਸਾਂਝਾ ਭੰਡਾਰ,പങ്കിട്ട സംഭരണം
ਸਾਂਝਾ ਸਿਸਟਮ,പങ്കിട്ട സംവിധാനം
ਮਨਜੂਰ ਵਰਚੁਅਲ ਖੇਤਰ,പങ്കിട്ട വെർച്വൽ ഏരിയ
ਸਾਂਝਾ ਕਰਨਾ,പങ്കിടൽ
ਸ਼ੀਟ,താള്
ਸ਼ੀਟ ਫੀਡਰ,ഷീറ്റ് തീറ്റ
ਸ਼ੈਫਰ ਸਟਰੋਕ,ഷെഫർ സ്ട്രോക്ക്
ਸ਼ੈੱਲ ਦਾ ਤਰੀਕਾ,ഷെല്ലിന്റെ രീതി
ਸ਼ੈੱਲ ਲੜੀਬੱਧ,ഷെൽ അടുക്കുക
ਸ਼ਿਫਟ,തവണ
ਸ਼ਿਫਟ ਅੱਖਰ,പ്രതീകം മാറ്റുക
ਸ਼ਿਫਟ ਕਾਉਂਟਰ,ഷിഫ്റ്റ് ക .ണ്ടർ
ਸ਼ਿਫਟ ਡਾਉਨ ਮੋਡ,താഴേക്ക് മോഡം മാറ്റുക
ਸ਼ਿਫਟ ਇਨ ਅੱਖਰ,ഷിഫ്റ്റ്-ഇൻ പ്രതീകം
ਸ਼ਿਫਟ ਹਦਾਇਤ,ഷിഫ്റ്റ് നിർദ്ദേശം
ਸ਼ਿਫਟ ਕੀਿੰਗ,Shift കീയിംഗ്
ਅੱਖਰ ਨੂੰ ਸ਼ਿਫਟ ਕਰੋ,പ്രതീകം മാറ്റുക
ਸ਼ਿਫਟ ਪਲਸ,ഷിഫ്റ്റ് പൾസ്
ਸ਼ਿਫਟ ਘਟਾਓ  ਪਾਰਸਿੰਗ,മാറ്റം കുറയ്ക്കുക  പാഴ്സിംഗ്
ਸ਼ਿਫਟ ਰਜਿਸਟਰ,ഷിഫ്റ്റ് രജിസ്റ്റർ
ਸ਼ੂਟਿੰਗ ਵਿਧੀ,ഷൂട്ടിംഗ് രീതി
ਦੁਕਾਨ,കട
ਛੋਟਾ ਬਲਾਕ,ഹ്രസ്വ ബ്ലോക്ക്
ਛੋਟਾ ਕਾਰਡ,ഹ്രസ്വ കാർഡ്
ਛੋਟਾ ਕੋਡ ਡਾਇਲਿੰਗ,ഷോർട്ട് കോഡ് ഡയലിംഗ്
ਛੋਟਾ ਡਾਇਲਿੰਗ,ഹ്രസ്വ ഡയലിംഗ്
ਛੋਟਾ ਰਸਤਾ  ਐਲਗੋਰਿਦਮ,ഏറ്റവും ഹ്രസ്വമായ പാത  അൽഗോരിതം
ਛੋਟੀ ਹਦਾਇਤ,ഹ്രസ്വ നിർദ്ദേശം
ਘੱਟ ਸਮੇਂ ਲਈ  ਤਹਿ ਕਰਨਾ,ഷോർട്ട് ടേം  പട്ടിക
ਥੋੜ੍ਹੇ ਸਮੇਂ ਦੀ ਸਟੋਰੇਜ,ഹ്രസ്വകാല സംഭരണം
ਛੋਟਾ ਸ਼ਬਦ,ഹ്രസ്വ വാക്ക്
ਮੋ er ੇ ਦਾ ਟੈਪ,തോളിൽ ടാപ്പ്
ਕ੍ਰਮ ਬੰਦ ਕਰਨਾ,ക്രമം അടയ്ക്കുക
ਭੈਣ-ਭਰਾ,സഹോദരൻ
ਸਾਈਡ ਬੈਂਡ,സൈഡ് ബാൻഡ്
ਸਾਈਡ ਸਰਕਟ,സൈഡ് സർക്യൂട്ട്
ਨੁਕਸਾਨ,പാർശ്വഫലം
ਸਾਈਡ ਲੋਬ,വശം ലോബ്
ਸਿਫਟਿੰਗ ਤਕਨੀਕ,വൈഷായം
ਨਜ਼ਰ ਚੈੱਕ,കാഴ്ച പരിശോധന
ਸਿਗਮਾ ਦੀ ਭਾਸ਼ਾ,സിഗ്മ ഭാഷ
ਸਿਗਮਾ ਮੈਮੋਰੀ,സിഗ്മ മെമ്മറി
ਸਿਗਮਾ ਸਟੋਰੇਜ,സിഗ്മ സംഭരണം
ਸਿਗਮਾ ਟ੍ਰੀ,സിഗ്മ ട്രീ
ਸਿਗਮਾ ਸ਼ਬਦ,സിഗ്മ പദം
ਦਸਤਖਤ,അടയാളം
ਇਸ਼ਾਰਾ,അടയാളം
ਸਿਗਨਲ ਕੰਡੀਸ਼ਨਿੰਗ,സിഗ്നൽ കണ്ടീഷനിംഗ്
ਸਿਗਨਲ ਤਬਦੀਲੀ  ਉਪਕਰਣ,സിഗ്നൽ പരിവർത്തനം  സജ്ജീകരണം
ਸਿਗਨਲ ਕਨਵਰਟਰ,സിഗ്നൽ കൺവെർട്ടർ
ਸੰਕੇਤ ਦੂਰੀ,സിഗ്നൽ ദൂരം
ਸਿਗਨਲ ਡਿਸਟ੍ਰੀਬਿ .ਟਰ,സിഗ്നൽ വിതരണക്കാരൻ
ਸੰਕੇਤ ਤੱਤ,സിഗ്നൽ ഘടകം
ਸੰਕੇਤ ਯੋਗ ਕਰਨਾ,സിഗ്നൽ പ്രവർത്തനക്ഷമമാക്കുന്നു
ਸੰਕੇਤ ਰੋਕਣਾ,സിഗ്നൽ തടയുന്നു
ਸੰਕੇਤ ਦਾ ਪੱਧਰ,സിഗ്നൽ ലെവൽ
ਸਿਗਨਲ ਰੇਟ,സൂചിപ്പിക്കുന്ന നിരക്ക്
ਸੰਕੇਤ ਕਾਰਵਾਈ,സിഗ്നൽ പ്രവർത്തനം
ਸੰਕੇਤ ਪ੍ਰੋਸੈਸਿੰਗ,സിഗ്നൽ പ്രോസസ്സിംഗ്
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਰ,സിഗ്നൽ പ്രോസസർ
ਸੰਕੇਤ ਅਨੁਪਾਤ,സിഗ്നൽ അനുപാതം
ਇਸ਼ਾਰਾ  ਪੁਨਰਜਨਮ,അടയാളം  പുനരുദ്ധാരണ
ਇਸ਼ਾਰਾ  ਮਾਨਕੀਕਰਨ,അടയാളം  മാനവസ്ഥകേശ്ദം
ਸੰਕੇਤ ਸ਼ਕਤੀ,സിഗ്നൽ ബലം
ਸ਼ੋਰ ਨੂੰ ਸੰਕੇਤ  ਅਨੁਪਾਤ,ശബ്ദത്തിലേക്ക് സിഗ്നൽ  അനുപാതം
ਸਿਗਨਲ ਟ੍ਰਾਂਸਫਰ  ਬਿੰਦੂ,സിഗ്നൽ ട്രാൻസ്ഫർ  ബിന്ദു
ਇਸ਼ਾਰਾ  ਤਬਦੀਲੀ,അടയാളം  രൂപാന്തരം
ਦਸਤਖਤ ਵਿਸ਼ਲੇਸ਼ਣ,സിഗ്നേച്ചർ വിശകലനം
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,ഒപ്പ് പരിശോധന
ਬਿੱਟ,സൈൻ ബിറ്റ്
ਸਾਈਨ ਅੱਖਰ,ചിഹ്ന പ്രതീകം
ਦਸਤਖਤ ਦੀ ਸਥਿਤੀ,ചിഹ്ന അവസ്ഥ
ਸਾਈਨ ਡਿਜਿਟ,ഒപ്പിടുക
ਦਸਤਖਤ ਕੀਤੇ ਬਾਈਨਰੀ,ഒപ്പിട്ട ബൈനറി
ਦਸਤਖਤ ਕੀਤੇ ਖੇਤਰ,ഒപ്പിട്ട ഫീൽഡ്
ਦਸਤਖਤ ਕੀਤੇ ਤੀਬਰਤਾ  ਪ੍ਰਤੀਨਿਧਤਾ,ഒപ്പിട്ട മാഗ്നിറ്റ്യൂഡ്  പതിപാദനം
ਦਸਤਖਤ ਕੀਤੇ ਪੈਕੇਟ  ਦਸ਼ਮਲਵ,ഒപ്പിട്ട പാക്കറ്റ്  ദശാംശ
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,കാര്യമായ അക്കം
ਮਹੱਤਵਪੂਰਨ ਅੰਕ  ਹਿਸਾਬ,കാര്യമായ അക്കം  ഗണിതശാസ്തം
ਮਹੱਤਵਪੂਰਣ ਚਿੱਤਰ,പ്രധാനപ്പെട്ട കണക്ക്
ਮਹੱਤਵਪੂਰਨ ਅੰਤਰਾਲ,കാര്യമായ ഇടവേള
ਦਸਤਖਤ ਮਾਪ,ഒപ്പിടുക
ਦਸਤਖਤ ਸਥਿਤੀ,സൈൻ സ്ഥാനം
ਸਿਲੀਕਾਨ ਚਿੱਪ,സിലിക്കൺ ചിപ്പ്
ਸਿਲੀਕਾਨ ਗੇਟ,സിലിക്കൺ ഗേറ്റ്
ਸਮਾਨ ਰੁੱਖ,സമാന മരങ്ങൾ
ਸਧਾਰਨ ਬਫਰਿੰਗ,ലളിതമായ ബഫറിംഗ്
ਸਧਾਰਣ ਸਥਿਤੀ,ലളിതമായ അവസ്ഥ
ਸਧਾਰਣ ਹਦਾਇਤ,ലളിതമായ നിർദ്ദേശം
ਸਧਾਰਣ ਹਦਾਇਤ  ਮਲਟੀਪਲ ਡੇਟਾ,ലളിതമായ നിർദ്ദേശം  ഒന്നിലധികം ഡാറ്റ
ਸਧਾਰਨ ਪੈਰਾਮੀਟਰ,ലളിതമായ പാരാമീറ്റർ
ਸਧਾਰਣ ਸਮਾਨਤਾ  ਚੈਕ,ലളിതമായ പാരിറ്റി  ചെക്ക്
ਸਧਾਰਣ ਚੈਨਲ,സിം സിംപ്ലക്സ് ചാനൽ
ਸਧਾਰਣ ਸਰਕਟ,സിംപ്ലക്സ് സർക്യൂട്ട്
ਸਧਾਰਨ ਕੋਡ,സിം സിംപ്ലക്സ് കോഡ്
ਸਧਾਰਨ  ਸੰਚਾਰ,സിംപ്ലക്സുകൾ  വാര്ത്താവിനിമയം
ਸਧਾਰਣ ਐਕਸ ਵਿਧੀ,സിം സിംപ്ലക്സ് രീതി
ਸਧਾਰਨ ਸਿਸਟਮ,സിം സിംപ്ലക്സ് സിസ്റ്റം
ਸਧਾਰਨ  ਸੰਚਾਰ,സിംപ്ലക്സുകൾ  പകർച്ച
ਸਿਮਕ੍ਰਿਪਟ,സിംസ്ക്രിപ്റ്റ്
ਸਿਮੂਲੇਸ਼ਨ  ਭਾਸ਼ਾ,സിമുലേഷൻ  ഭാഷ
ਸਿਮੂਲੇਟਰ,സിമുലേറ്റർ
ਸਿਮਟਲ  ਪਹੁੰਚ,ഏകകാലികമായി  പ്രവേശനം
ਸਿਮਟਲ  ਕੰਪਿ computer ਟਰ,ഏകകാലികമായി  കന്വൂട്ടര്
ਸਿਮਟਲ ਇੰਪੁੱਟ  ਆਉਟਪੁੱਟ,ഒരേസമയം ഇൻപുട്ട്  ഉല്പ്പന്നം
ਸਿਮਟਲ  ਓਪਰੇਸ਼ਨ,ഏകകാലികമായി  ശസ്തകിയ
ਸਿਮਟਲ  ਕਾਰਵਾਈ,ഏകകാലികമായി  നടപടി
ਸਿਮਟਲ  ਸੰਚਾਰ,ഏകകാലികമായി  പകർച്ച
ਇਕੋ ਪਤਾ,ഒറ്റ വിലാസം
ਇਕੋ ਪਤਾ  ਕੋਡ,ഒറ്റ വിലാസം  കോഡ്
ਇਕੋ ਪਤਾ  ਹਦਾਇਤ,ഒറ്റ വിലാസം  നിര്ദ്ദേശം
ਇਕੋ ਪਤਾ  ਸੁਨੇਹਾ,ഒറ്റ വിലാസം  ദൂത്
ਇਕੋ ਅਸਾਈਨਮੈਂਟ  ਭਾਸ਼ਾ,ഒറ്റ നിയമനം  ഭാഷ
ਸਿੰਗਲ ਬਫਰਿੰਗ,ഒറ്റ ബഫറിംഗ്
ਸਿੰਗਲ ਸਰਕਟ,ഒറ്റ സർക്യൂട്ട്
ਸਿੰਗਲ ਚੱਕਰ ਕੁੰਜੀ,ഒറ്റ സൈക്കിൾ കീ
ਸਿੰਗਲ ਡੋਮੇਨ  ਨੈੱਟਵਰਕ,സിംഗിൾ ഡൊമെയ്ൻ  നെറ്റ്വർക്ക്
ਇਕੋ ਗਲਤੀ,ഒരൊറ്റ പിശക്
ਇਕੋ ਬਾਰੰਬਾਰਤਾ  ਸੰਕੇਤ,ഒറ്റ ആവൃത്തി  സിഗ്നിംഗ്
ਇਕੋ ਹਦਾਇਤ  ਮਲਟੀਪਲ ਡਾਟਾ,ഒരൊറ്റ നിർദ്ദേശം  ഒന്നിലധികം ഡാറ്റ
ਇਕੋ ਲੰਬਾਈ  ਕੰਮ ਕਰਨਾ,ഒറ്റ നീളം  ജോലി
ਸਿੰਗਲ ਦਫਤਰ  ਐਕਸਚੇਂਜ,സിംഗിൾ ഓഫീസ്  കൈമാറുക
ਸਿੰਗਲ ਓਪਰੇਂਡ  ਸੰਬੋਧਨ ਕਰਨਾ,സിംഗിൾ ഓപ്പറന്റ്  അഭിസംബോധന
ਸਿੰਗਲ ਓਪਰੇਂਡ  ਹਦਾਇਤ,സിംഗിൾ ഓപ്പറന്റ്  നിര്ദ്ദേശം
ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ,ഒരൊറ്റ പ്രവർത്തനം
ਸਿੰਗਲ ਪਾਸ  ਪ੍ਰੋਗਰਾਮ,ഒറ്റ പാസ്  കാരപരിപാടി
ਸਿੰਗਲ ਪੁਆਇੰਟ  ਜ਼ਮੀਨ,ഒറ്റ പോയിന്റ്  തറ
ਇਕੋ ਸ਼ੁੱਧਤਾ,ഒറ്റ കൃത്യത
ਸਿੰਗਲ ਸੈਟ ਅਪ,ഒറ്റ സജ്ജമാക്കുക
ਸਿੰਗਲ ਸ਼ੀਟ  ਖਿਲਾਉਣਾ,ഒറ്റ ഷീറ്റ്  തീറ്റ
ਸਿੰਗਲ ਸ਼ਾਟ ਸਰਕਟ,സിംഗിൾ ഷോട്ട് സർക്യൂട്ട്
ਸਿੰਗਲ ਸਾਈਡ ਬੈਂਡ  ਸੰਚਾਰ,ഒറ്റ സൈഡ് ബാൻഡ്  പകർച്ച
ਇਕੋ ਕਦਮ,ഒറ്റ ഘട്ടം
ਇਕੋ ਕਦਮ  ਓਪਰੇਸ਼ਨ,ഒറ്റ ഘട്ടം  ശസ്തകിയ
ਸਿੰਗਲ ਥ੍ਰੈਡਿੰਗ,ഒറ്റ ത്രെഡിംഗ്
ਸਿੰਗਲ ਵਰਟੀਕਲ ਕੁੰਜੀ,ഒറ്റ ലംബ കീ
ਸਿੰਗਲ ਲਿੰਕਡ ਲਿਸਟ,സിംഗിൾ ലിങ്ക്ഡ് ലിസ്റ്റ്
ਸਿੰਕ ਮੌਜੂਦਾ,SIND കറന്റ്
ਡੁੱਬ ਰਹੀ ਤਕਨੀਕ,മുങ്ങുന്ന സാങ്കേതികത
ਇਕੋ ਲੰਬਾਈ  ਕੰਮ ਕਰਨਾ,ഒറ്റ നീളം  ജോലി
ਛੇ ਬਿੱਟ ਬਾਈਟ,ആറ് ബിറ്റ് ബൈറ്റ്
ਛੇ ਅੰਕ ਦਾ ਅਨੁਵਾਦ,ആറ് അക്ക വിവർത്തനം
ਆਕਾਰ,വലുപ്പം
ਪਿੰਜਰ ਕੋਡ,അസ്ഥികൂടം കോഡ്
ਸਕਿ. ਅੱਖਰ,സ്കൈ പ്രതീകം
ਬਹੁਤ ਜ਼ਿਆਦਾ ਭਾਰ,വളഞ്ഞ ഓവർലോഡ്
ਬੱਝੇ ਰੁੱਖ  (= ਅਸੰਤੁਲਿਤ  ਰੁੱਖ),വളഞ്ഞ വൃക്ഷം  (= അസന്തുലിതമായത്  വൃക്ഷം)
ਅਸਫਲ ਅਸਫਲਤਾ,സ്കീവ് പരാജയം
ਛੱਡੋ,ചാടിക്കുക
ਕੋਡ ਛੱਡੋ,കോഡ് ഒഴിവാക്കുക
ਝੰਡਾ ਛੱਡੋ,ഫ്ലാഗ് ഒഴിവാക്കുക
ਹਦਾਇਤ ਛੱਡੋ,നിർദ്ദേശം ഒഴിവാക്കുക
ਕੁੰਜੀ ਨੂੰ ਛੱਡੋ,കീ ഒഴിവാക്കുക
ਛੱਡਣਾ,തുള്ളി
ਕ੍ਰਮਵਾਰ ਛੱਡੋ  ਐਕਸੈਸ ਵਿਧੀ,തുടർച്ചയായ ഒഴിവാക്കുക  ആക്സസ് രീതി
ਸਲੈਕ ਬਾਈਟ,സ്ലാക്ക് ബൈറ്റ്
ਸਲੇਵ ਕੰਪਿ computer ਟਰ,സ്ലേവ് കമ്പ്യൂട്ടർ
ਸਲੇਵ ਮਸ਼ੀਨ,സ്ലേവ് മെഷീൻ
ਸਲੇਵ ਮੋਡ,സ്ലേവ് മോഡ്
ਸਲੇਵ ਸਟੇਸ਼ਨ,സ്ലേവ് സ്റ്റേഷൻ
ਗੁਲਾਮ ਟਿ .ਬ,അടിമ ട്യൂബ്
ਸਲੀਪ ਦਰ,സ്ലീവ് റേറ്റ്
ਟੁਕੜਾ,പൂളുക
ਸਲਾਇਸ ਆਰਕੀਟੈਕਚਰ,സ്ലൈസ് ആർക്കിടെക്ചർ
ਟੁਕੜੇ,സ്പിൻ
ਕੱਟਣਾ,സ്ലിപ്പിംഗ്
Ope ਲਾਨ ਬਰਾਬਰੀ,ചരിവ് സമനില
ਸਲਾਟ,സ്ലോട്ട്
ਸਲਾਟ ਐਂਟੀਨਾ,സ്ലോട്ട് ആന്റിന
ਸਲੋਟ ਰੀਡਰ,സ്ലോട്ട് റീഡർ
ਹੌਲੀ ਮੌਤ,മന്ദഗതിയിലുള്ള മരണം
ਹੌਲੀ ਸਟੋਰੇਜ,സ്ലോ സ്റ്റോറേജ്
ਹੌਲੀ ਸਮੇਂ ਦੇ ਪੈਮਾਨੇ,മന്ദഗതിയിലുള്ള സമയ സ്കെയിൽ
ਛੋਟੇ ਪੈਮਾਨੇ  ਏਕੀਕਰਣ,ചെറിയ തോതിൽ  സംയോജനം
ਸਮਾਰਟ ਮਸ਼ੀਨ,സ്മാർട്ട് മെഷീനുകൾ
ਸਮਾਰਟ ਟਰਮੀਨਲ,സ്മാർട്ട് ടെർമിനൽ
S-mode ੰਗ ਰਿਕਾਰਡ,എസ്-മോഡ് റെക്കോർഡ്
ਧੂੰਆਂ ਟੈਸਟ,പുക പരിശോധന
ਡਾਟਾ ਨੂੰ ਸਮੋਕੋਲ ਕੀਤਾ,മിനുസപ്പെടുത്തിയ ഡാറ്റ
ਸਮੂਥਿੰਗ,മിന്നല്
ਧੱਕਾ,പുക
ਸਨੈਪ ਸ਼ਾਟ,സ്നാപ്പ് ഷോട്ട്
ਸਨੈਪਸ਼ਾਟ ਡੀਬੱਗ,സ്നാപ്പ്ഷോട്ട് ഡീബഗ്
ਸਨੈਪਸ਼ਾਟ ਡੰਪ,സ്നാപ്പ്ഷോട്ട് ഡംപ്
ਸਨੈਪਸ਼ਾਟ  ਪ੍ਰੋਗਰਾਮ,സ്നാപ്പ്ഷോട്ട്  കാരപരിപാടി
ਮੌਜੂਦਾ,കറന്റ്
ਸੁੰਘਣਾ,സ്നിഫിംഗ്
ਸਨੋਬਲ,സ്നോബോൾ
ਸਾਕਟ,സോക്കറ്റ്
ਸਾਫਟ ਕਾਪੀ,മൃദുവായ പകർപ്പ്
ਸਾਫਟ ਗਲਤੀ  (= ਅਸਥਾਈ  ਗਲਤੀ),മൃദുവായ പിശക്  (= ക്ഷണികമാണ്  പിശക്)
ਸਾਫਟ ਕੀਬੋਰਡ,സോഫ്റ്റ് കീബോർഡ്
ਨਰਮ ਖੇਤਰ,മൃദുവായ മേഖല
ਨਰਮ ਛੂਟ ਵਾਲੀ ਡਿਸਕ,മൃദുവായ മേഖലയിലെ ഡിസ്ക്
ਨਰਮ ਛੂਟ ਵਾਲੀ ਡਿਸਕ  ਸਿਸਟਮ,മൃദുവായ മേഖലയിലെ ഡിസ്ക്  ഏര്പ്പാട്
ਨਰਮ ਖੇਤਰ  ਬਣਾਉਣ,മൃദുവായ മേഖല  രൂപപ്പെടുത്തുക
ਸਾਫਟ ਸਾੱਫਟਵੇਅਰ,സോഫ്റ്റ് സോഫ്റ്റ്വെയർ
ਸਾਫਟਵੇਅਰ,സോഫ്റ്റ്വെയർ
ਸਾਫਟਵੇਅਰ  ਅਨੁਕੂਲ,സോഫ്റ്റ്വെയർ  അനുഗുണമായ
ਸਾਫਟਵੇਅਰ ਨਿਯੰਤਰਣ,സോഫ്റ്റ്വെയർ നിയന്ത്രണം
ਸਾਫਟਵੇਅਰ ਜੰਤਰ,സോഫ്റ്റ്വെയർ ഉപകരണം
ਸਾਫਟਵੇਅਰ  ਦਸਤਾਵੇਜ਼,സോഫ്റ്റ്വെയർ  പ്രമാണീകരണം
ਸਾਫਟਵੇਅਰ ਡਰਾਈਵਰ,സോഫ്റ്റ്വെയർ ഡ്രൈവർ
ਸਾਫਟਵੇਅਰ  ਇਮੂਲੇਸ਼ਨ,സോഫ്റ്റ്വെയർ  അനുകലനം
ਸਾਫਟਵੇਅਰ  ਇੰਜੀਨੀਅਰਿੰਗ,സോഫ്റ്റ്വെയർ  എഞ്ചിനീയറിംഗ്
ਸਾਫਟਵੇਅਰ  ਇੰਜੀਨੀਅਰਿੰਗ  ਵਾਤਾਵਰਣ,സോഫ്റ്റ്വെയർ  എഞ്ചിനീയറിംഗ്  പരിസ്ഥിതി
ਸਾਫਟਵੇਅਰ ਮਕਾਨ,സോഫ്റ്റ്വെയർ ഹ .സ്
ਸਾਫਟਵੇਅਰ ਲਾਈਫ ਚੱਕਰ,സോഫ്റ്റ്വെയർ ലൈഫ് സൈക്കിൾ
ਸਾਫਟਵੇਅਰ  ਰੱਖ ਰਖਾਵ,സോഫ്റ്റ്വെയർ  പരിപാലനം
ਸਾਫਟਵੇਅਰ ਮਾਨੀਟਰ,സോഫ്റ്റ്വെയർ മോണിറ്റർ
ਸਾਫਟਵੇਅਰ ਪੈਕੇਜ,സോഫ്റ്റ്വെയർ പാക്കേജ്
ਸਾਫਟਵੇਅਰ  ਪ੍ਰੋਟੋਟਾਈਪਿੰਗ,സോഫ്റ്റ്വെയർ  പ്രോട്ടോടൈപ്പിംഗ്
ਸਾਫਟਵੇਅਰ ਗੁਣ  ਭਰੋਸਾ,സോഫ്റ്റ്വെയർ ഗുണനിലവാരം  ഉറപ്പുനല്കല്
