Bengali,Tamil
পালস কোড মডুলেশন,துடிப்பு குறியீடு பண்பேற்றம்
পালস ডিজিটাল মডুলেশন (PDM),பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM)
স্পন্দবলি,ஸ்பந்தாவளி
বিরামচিহ্ন,நிறுத்தற்குறி
"চাপ, পূরণ","அழுத்தம், நிரப்பு"
অটোমেটা ডাউনলোড করুন,ஆட்டோமேட்டாவைப் பதிவிறக்கவும்
উল্লম্ব তালিকা,செங்குத்து பட்டியல்
চতুর্ভুজ,நால்வகை
"1.যোগ্যতা, 2.যোগ্যতা","1.தகுதி, 2.தகுதி"
পরিমাপক,அளவி
পরিমাণ নির্ধারণ করা,அளவிட
ভাগফল,அளவுகோல்
কোয়ান্টাম,குவாண்டம்
কোয়ান্টাম ঘড়ি,குவாண்டம் கடிகாரம்
"1.কোয়ান্টাম কাপুটান, 2.কোয়ান্টাম কম্পিউটেশন","1.குவாண்டம் கபுடான், 2.குவாண்டம் கம்ப்யூட்டேஷன்"
উদাহরণ প্রশ্ন,உதாரண வினவல்
"1. অনুসন্ধান, 2. অনুসন্ধান","1. விசாரணை, 2. விசாரணை"
প্রশ্নের ভাষা,கேள்வி மொழி
অনুসন্ধান প্রক্রিয়াকরণ,வினவல் செயலாக்கம்
কিউ,வரிசை
সারি ব্যবস্থাপনা,வரிசை மேலாண்மை
সারি রেজিস্টার,வரிசை பதிவு
"1. সারি নেটওয়ার্ক, 2. সারি নেটওয়ার্ক","1. வரிசை நெட்வொர்க், 2. வரிசை நெட்வொர்க்"
সারি তত্ত্ব,வரிசை கோட்பாடு
দ্রুত অ্যাক্সেস মেমরি,விரைவான அணுகல் நினைவகம்
ভাগফল,அளவுகோல்
রেডিও ফ্রিকোয়েন্সি ইন্টারফারেন্স (RFI),ரேடியோ அலைவரிசை குறுக்கீடு (RFI)
রেডিক্স,ரேடிக்ஸ்
র্যান্ডম অ্যাক্সেস কম্পিউটার ইকুইপমেন্ট (RACE),சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE)
র্যান্ডম অ্যাক্সেস মেমরি (RAM),சீரற்ற அணுகல் நினைவகம் (RAM)
র্যান্ডম স্ক্যানিং,சீரற்ற ஸ்கேனிங்
"1.রাস্টার, 2.রাস্টার","1.ராஸ்டர், 2.ராஸ்டர்"
রাস্টার স্ক্যানিং,ராஸ்டர் ஸ்கேனிங்
রিইঞ্জিনিয়ারিং,மறு பொறியியல்
পুনরুজ্জীবন,புத்துயிர் பெறுதல்
"1. অ্যাক্সেসযোগ্যতা, 2. অ্যাক্সেসযোগ্যতা","1. அணுகல், 2. அணுகல்"
পড়া,வாசிப்பு
পড়ার মাথা,படிக்கும் தலை
"1. শুধুমাত্র পড়া, 2. শুধুমাত্র পঠিত","1. படிக்க மட்டும், 2. படிக்க மட்டும்"
"1. রিড অনলি মেমরি, 2. রিড অনলি মেমরি৷","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம்"
পড়া লেখার মাথা,படிக்கும் எழுத்து தலை
"1. পড়ার চক্র, 2. লেখার চক্র","1. வாசிப்பு சுழற்சி, 2. எழுதும் சுழற்சி"
"1. রিডিং সাইকেল, 2. রাইটিং হেড","1. வாசிப்பு சுழற்சி, 2. எழுதும் தலை"
"1. পড়ার স্মৃতি, 2. লেখার স্মৃতি","1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்"
পাঠক,வாசகர்
"পড়া, পড়া","வாசிப்பு, வாசிப்பு"
"1.পড়ুন, 2.পড়ার পরে৷","1.வாசிப்பு, 2.பின் வாசிப்பு"
সময় বাস্তব,உண்மையான நேரம்
"1. কুইক রেসপন্স প্রসেসিং, 2. ইমিডিয়েট রেসপন্স প্রসেসিং","1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்"
রিসিভার,பெறுபவர்
স্বীকৃতি যুক্তি,அங்கீகார தர்க்கம்
পুনরায় প্রোগ্রামিং স্থানান্তর,மறு நிரலாக்க பரிமாற்றம்
রেকর্ড,பதிவு
"1. রেকর্ডিং হেড, 2. রেকর্ডিং হেড","1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்"
সংশোধনযোগ্য ত্রুটি,சரிசெய்யக்கூடிய பிழை
পরিপূর্ণতা,பூர்த்தி
পুনরাবৃত্তি উপপাদ্য,மறுநிகழ்வு தேற்றம்
পুনর্ব্যবহার,மீள் சுழற்சி
পুনরাবৃত্ত ফাংশন,சுழல் செயல்பாடு
মিনিয়েচারাইজড ইনস্ট্রাকশন সেট কম্পিউটার (RISC),மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC)
অপ্রয়োজনীয়তা,பணிநீக்கம்
"1.স্বাধীন ডিস্ক, 2.ডিস্কের অতিরিক্ত অ্যারে (লাল)","1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)"
পুনরায় প্রবেশ,மறு நுழைவு
পুনরায় প্রবেশের কোড,மறு நுழைவு குறியீடு
রেফারেন্স,குறிப்பு
উল্লেখ সততা,மேற்கோளிட்ட நேர்மை
প্রতিফলন,பிரதிபலிப்பு
প্রতিফলন,பிரதிபலிப்பு
প্রতিসরণ,ஒளிவிலகல்
রিফ্রেসার,புத்துணர்ச்சி
পুনর্জন্ম,மீளுருவாக்கம்
নিবন্ধন,பதிவு
নিয়মিত ব্যাকরণ,வழக்கமான இலக்கணம்
সম্পর্ক,உறவு
সম্পর্কিত তথ্য ভাণ্ডার,தொடர்புடைய தரவுத்தளம்
রিলেশনাল ডাটাবেস ম্যানেজমেন্ট সিস্টেম (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
সম্পর্কীয় মডেল,தொடர்புடைய மாதிரி
"1. আত্মীয়, 2. আত্মীয়","1. உறவினர், 2. உறவினர்"
আপেক্ষিক ঠিকানা,உறவினர் முகவரி
"1. রিলে, 2. ট্রান্সমিশন","1. ரிலே, 2. பரிமாற்றம்"
নির্ভরযোগ্যতা মডেল,நம்பகத்தன்மை மாதிரி
নির্ভরযোগ্য,நம்பகமானது
"1. রিলোকেটেবল কোড, 2. রিলোকেটেবল ডেটা","1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு"
দূরে,இதுவரை
দূরবর্তী ফিডার,தொலை ஊட்டி
দূরবর্তী কাজের এন্ট্রি,தொலைதூர வேலை நுழைவு
"1.রিমোট সেশন শুরু, 2.রিমোট লগইন","1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு"
রিমোট প্রসিডিউর ইনভোকেশন (RPC),தொலைநிலை நடைமுறை அழைப்பு (RPC)
রিমোট সেন্সিং,தொலை உணர்வு
পুনঃনামকরণ,மறுபெயரிடுதல்
"1. রেন্ডারিং, 2. উৎসর্গ","1. வழங்குதல், 2. அர்ப்பணிப்பு"
পুনরাবৃত্তিকারী,ரிப்பீட்டர்
উত্তর,பதில்
"1. অনুরোধ, 2. অনুরোধ","1. கோரிக்கை, 2. கோரிக்கை"
মন্তব্য অনুরোধ (RFC),கருத்துக் கோரிக்கை (RFC)
"1. অনুরোধ প্রোটোকল, 2. প্রতিক্রিয়া প্রোটোকল৷","1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை"
পুনরাবৃত্ত প্রোগ্রাম,சுழல் நிரல்
গবেষণা,ஆராய்ச்சி
চক্র পুনরুদ্ধার,மீட்டெடுப்பு சுழற்சி
স্মারক,நினைவிடவாதி
পৃথকীকরণ,வேறுபாடு
সম্পদ,வளங்கள்
প্রতিক্রিয়া সময়,பதில் நேரம்
"1.রিস্টার্ট, 2.রিস্টার্ট","1.மறுதொடக்கம், 2.மறுதொடக்கம்"
পুনরুদ্ধার,மறுசீரமைப்பு
পুনরায় ট্রেস,மீண்டும் தடம்
"1. পুনঃপ্রেরণ, 2. পুনঃযোগাযোগ","1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு"
পুনরুদ্ধার,மீட்பு
আবার চেষ্টা করুন,மீண்டும் முயற்சி செய்
"1. রিগ্রেশন, 2. প্রত্যাবর্তন","1.பின்னடைவு, 2.திரும்புதல்"
রিগ্রেশন কোড,பின்னடைவு குறியீடு
রিগ্রেশন কী,பின்னடைவு விசை
পুনরায় ব্যবহারযোগ্য কোড,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
পুনর্লিখনযোগ্য,மீண்டும் எழுதக்கூடியது
আরজিবি মনিটর,rgb மானிட்டர்
ফিতা,நாடா
অফিসিয়াল সমস্যা,அதிகாரப்பூர்வ பிரச்சினை
"1.রোবট, 2.মেকানিক, 3.মেকানিজম","1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்"
"1.যান্ত্রিক বিজ্ঞান, 2.যান্ত্রিক নৃবিজ্ঞান","1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்"
"শক্তিশালী, শক্তিশালী","வலுவான, வலுவான"
ভূমিকা,பங்கு
আবার ঘূর্ণায়মান,மீண்டும் உருளும்
engulfment,விழுங்குதல்
বহিঃপ্রবাহ,வெளியேற்றம்
"1. রিড অনলি মেমরি, 2. রিড অনলি মেমরি (ROM)","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)"
আসল,அசல்
মূল নির্দেশিকা,பெற்றோர் அடைவு
আনুমানিক ত্রুটি,தோராய பிழை
"1.রাউটার, 2.রাউটার","1.ரௌட்டர், 2.ரவுட்டர்"
"রাউটিং, রাউটিং","வழிசெலுத்துதல், வழிசெலுத்துதல்"
RS232C ইন্টারফেস,RS232C இடைமுகம்
RSA এনক্রিপশন,RSA குறியாக்கம்
আরটিসি,ஆர்டிசி
কর্মক্ষেত্র কোডিং,பணியிட குறியீட்டு முறை
মেয়াদ,பதவிக்காலம்
রানটাইম ত্রুটি,இயக்க பிழை
"1. নমুনা, 2. নমুনা","1. மாதிரி, 2. மாதிரி"
নমুনা,மாதிரி
"1. উপগ্রহ, 2. উপগ্রহ","1.செயற்கைக்கோள், 2.செயற்கைக்கோள்"
স্যাচুরেশন,செறிவூட்டல்
সংরক্ষণ,சேமிக்க
"1. মাপযোগ্যতা, 2. পরিমাপযোগ্যতা","1. அளவிடுதல், 2. அளவிடுதல்"
স্কেলার,அளவுகோல்
স্ক্যানিং,ஸ்கேனிங்
ল্যান্ডস্কেপ,நிலப்பரப்பு
সময়সূচী,திட்டமிடுபவர்
পর্দা প্রতিফলন প্রজেক্টর,திரை பிரதிபலிப்பு ப்ரொஜெக்டர்
লিপি,கையால் எழுதப்பட்ட தாள்
স্ক্রিপ্টিং ভাষা,ஸ்கிரிப்டிங் மொழி
"1.কুণ্ডলী, 2.স্ক্রোল","1.சுருள், 2.சுருள்"
সিঙ্ক্রোনাস ডেটা লিঙ্ক কন্ট্রোল (SDLC),ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC)
"1.অন্বেষণ, 2.আবিষ্কার","1.ஆய்வு, 2.கண்டுபிடிப்பு"
খোঁজ যন্ত্র,தேடல் இயந்திரம்
অনুসন্ধান গাছ,தேடல் மரம்
"1.অন্বেষণ করুন, 2.আবিষ্কার করুন","1.ஆராய்தல், 2.கண்டுபிடித்தல்"
মাধ্যমিক,இரண்டாம் நிலை
"1.সেক্টর, 2.সেক্টর","1.துறை, 2.துறை"
নিরাপত্তা নীতি,பாதுகாப்பு கொள்கை
অনুসন্ধানের শর্ত,தேடல் சொல்
"1.বিভাগ, 2.বিভাগ","1.பிரிவு, 2.பிரிவு"
"1. ফ্র্যাগমেন্টেশন, 2. সেগমেন্টেশন","1. பிரித்தல், 2. பிரிவு"
নির্বাচন বাছাই,தேர்வு வரிசையாக்கம்
"1. স্বয়ংসম্পূর্ণ, 2. স্বয়ংসম্পূর্ণ","1.தன்னிரக்கம், 2.தன்னிரக்கம்"
"1.অর্থতত্ত্ব, 2.অর্থতত্ত্ব","1.சொற்பொருள், 2.சொற்பொருள்"
সেমাফোর,செமாஃபோர்
অর্ধপরিবাহী,குறைக்கடத்தி
ফ্যান্টাসি ওয়েব,கற்பனை வலை
অনুক্রমিক অ্যাক্সেস পদ্ধতি,தொடர் அணுகல் முறை
ক্রমাগত,அடுத்தடுத்து
সিরিয়াল,தொடர்
"1.সার্ভার, 2.সার্ভার","1.சேவையகம், 2.சேவையகம்"
সার্ভার ক্র্যাশ,சர்வர் செயலிழப்பு
সার্ভার লাইসেন্স,சர்வர் உரிமம்
সার্ভো গুণক,சர்வோ பெருக்கி
এর সেট,தொகுப்பு
নির্দিষ্ট পয়েন্ট,குறிப்பிட்ட புள்ளி
ব্যবস্থাপনা,மேலாண்மை
ছায়া,நிழல்
সিনেমাটোগ্রাফি,ஒளிப்பதிவு
ভূত,பேய்
ফাইল শেয়ার করুন,கோப்பு பகிர்வு
শেয়ার্ড এক্সেস,பகிரப்பட்ட அணுகல்
ভাগ করা,பகிர்தல்
"1. বন্ধনী, 2. আর্মার, 3. শেল, 4. শেল","1. அடைப்புக்குறிகள், 2. கவசம், 3. ஷெல், 4. ஷெல்"
স্থানচ্যুতি প্রতীক,இடப்பெயர்ச்சி சின்னம்
সংক্ষিপ্ত পথ,குறுகிய பாதை
সংক্ষিপ্ত নির্দেশনা,குறுகிய அறிவுறுத்தல்
ভাইবোন,உடன்பிறப்பு
"1. পার্শ্ব প্রতিক্রিয়া, 2. পাল্টা প্রভাব","1. பக்க விளைவு, 2. எதிர் விளைவு"
সাইন বিট,அடையாளம் பிட்
সংকেত,சிக்னல்
সংকেত প্রক্রিয়াজাতকরণ,சமிக்ஞை செயலாக்கம்
স্বরলিপি,குறிப்பீடு
"1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত","1.சிக்னல்-ஒலி விகிதம், 2.சிக்னல்-இரைச்சல் விகிதம்"
"1. স্বাক্ষর, 2. স্বাক্ষর","1.கையொப்பம், 2. கையொப்பம்"
মার্কার পরীক্ষা,மார்க்கர் சோதனை
উল্লেখযোগ্য চিহ্ন,குறிப்பிடத்தக்க மதிப்பெண்கள்
সিলিকন চিপ,சிலிக்கான் சிப்
সাধারণ মেল ট্রান্সফার প্রোটোকল (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
একক,ஒற்றை
"1. একটি সিগন্যালিং নোড, 2. সিমপ্লেক্স নোড","1. ஒரு சமிக்ஞை முனை, 2. சிம்ப்ளக்ஸ் முனை"
সিমুলেশন,உருவகப்படுத்துதல்
অনুকরণকারী,பின்பற்றுபவர்
"1. একযোগে, 2. সমলয়","1.ஒரே நேரத்தில், 2.ஒரே நேரத்தில்"
যুগপত প্রক্রিয়াকরণ,ஒரே நேரத்தில் செயலாக்கம்
একক,தனி
"1.সাইট লাইসেন্স, 2.সাইট লাইসেন্স","1.தள உரிமம், 2.தள உரிமம்"
"1. আকার, 2. আকার","1.அளவு, 2.அளவு"
মাপা,அளவீடு
"1. ইলাস্ট্রেশন, 2. ইলাস্ট্রেশন","1. உவமை, 2. உவமை"
প্লুটি,புளூட்டி
"1.প্লুটি, 2.প্লুটিকরণ","1.புளூட்டி, 2.புளூட்டிகாரன்"
"1.স্ল্যাশ, 2.কাট","1. வெட்டு, 2. வெட்டு"
কম্পিউটারের অধীনে,கணினியின் கீழ்
স্নেক উইন্ডো প্রোটোকল,பாம்பு ஜன்னல் நெறிமுறை
"1. বাদ দেওয়া, 2. আত্মসমর্পণ","1. புறக்கணிப்பு, 2. சரணடைதல்"
স্লট,ஸ்லாட்
SCSI (SCSI),SCSI (SCSI)
স্মার্ট কার্ড,ஸ்மார்ட் கார்டு
শামুক মেইল,நத்தை அஞ்சல்
স্ন্যাপশট,ஸ்னாப்ஷாட்
"1.সফট কম্পিউটিং, 2.সফট কম্পিউটিং","1.மென்மையான கணக்கீடு, 2.மென்மையான கணக்கீடு"
সফট কপি,மென்மையான நகல்
সহজ ফন্ট,எளிதான எழுத்துரு
সফটওয়্যার,மென்பொருள்
সফ্টওয়্যার প্রকৌশল,மென்பொருள் பொறியியல்
সফ্টওয়্যার লাইসেন্স,மென்பொருள் உரிமம்
সফটওয়্যার পাইরেসি,மென்பொருள் திருட்டு
বর্ণালী,ஸ்பெக்ட்ரம்
"1.স্ক্রু, 2.সর্পিল","1.திருகு, 2.சுழல்"
"1. বিস্তারিত শীট, 2. স্প্রেডশীট","1.விவர தாள், 2.விரிதாள்"
মান,தரநிலை
স্ট্যান্ডার্ড জেনারেলাইজড মার্কআপ ল্যাঙ্গুয়েজ (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
প্রমিতকরণ,தரப்படுத்தல்
অপেক্ষার সময়,காத்திருக்கும் நேரம்
তারক ল্যান,தாரக் லன்
তারকা অবস্থান,நட்சத்திர நிலை
বিট শুরু,ஆரம்ப பிட்
"1. অভাব, 2. অভাব, 3. অভাব সংকট","1. பற்றாக்குறை, 2. பற்றாக்குறை, 3. பற்றாக்குறை நெருக்கடி"
"1.স্ট্যাটিক মেমরি, 2.স্ট্যাটিক মেমরি","1.நிலை நினைவகம், 2.நிலை நினைவகம்"
স্ট্যাটাস চ্যানেল,நிலை சேனல்
"1. ধাপের আকার, 2. ধাপের মাত্রা","1.படி அளவு, 2.படி அளவுகள்"
বিরতি এবং অপেক্ষা প্রোটোকল,இடைநிறுத்தம் மற்றும் காத்திருப்பு நெறிமுறை
বিরতি কোড,முறிவு குறியீடு
বিরতি কী,இடைநிறுத்த விசை
সঞ্চয়যোগ্যতা,சேமிப்புத்திறன்
সংরক্ষিত প্রোগ্রাম,சேமிக்கப்பட்ட நிரல்
সিরিজ ডেটা,தொடர் தரவு
"1.স্ট্রাকচার্ড এনকোডিং, 2.স্ট্রাকচার্ড কোডিং","1.கட்டமைக்கப்பட்ட குறியாக்கம், 2.கட்டமைக்கப்பட்ட குறியீட்டு முறை"
স্ট্রাকচার্ড কোয়েরি ল্যাঙ্গুয়েজ (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
"1. ব্রোশার শীট, 2. শৈলী চিঠি","1. சிற்றேடு, 2. பாணி கடிதம்"
সাব-ডিরেক্টরি,துணை அடைவு
"1.সাবনেট, 2.সাবনেট","1.சப்நெட், 2.சப்நெட்"
সাবট্রি,துணை மரம்
"1. সংক্ষেপণ, 2. সংক্ষেপণ","1. சுருக்கம், 2. சுருக்கம்"
"1. সুপার কম্পিউটার, 2. সুপার কম্পিউটার","1. சூப்பர் கம்ப்யூட்டர், 2. சூப்பர் கம்ப்யூட்டர்"
"1.সুপার কম্পিউটেশন, 2.সুপার কম্পিউটেশন","1.சூப்பர் கம்ப்யூட்டேஷன், 2.சூப்பர் கம்ப்யூட்டேஷன்"
কী কী,முக்கிய திறவுகோல்
শীর্ষ ব্যবহারকারী,சிறந்த பயனர்
তত্ত্বাবধানে শিক্ষা,மேற்பார்வை கற்றல்
অক্জিলিয়ারী চিপ,துணை சிப்
নেট বৈচিত্র,நிகர மாறுபாடு
"1.নেট ভ্যারিয়েন্স, 2.বিভাগ, 3.সুরফান","1.நிகர மாறுபாடு, 2.பிரிவு, 3.சர்ஃபான்"
অদলবদল,இடமாற்று
অন্তর্মুখী,பிணைப்பிலுள்ள
বহিঃপ্রবাহ,வெளியேற்றம்
অদলবদল,பரிமாற்றம்
"1.সুইচড নেটওয়ার্ক, 2. সুইচড নেটওয়ার্ক","1.சுவிட்ச்டு நெட்வொர்க், 2. நெட்வொர்க் மாறியது"
সুইচিং,மாறுதல்
স্যুইচিং নীতি,மாறுதல் கொள்கை
প্রতীকী প্রোগ্রামিং,குறியீட்டு நிரலாக்கம்
সিঙ্ক্রোনাইজেশন,ஒத்திசைவு
সিঙ্ক্রোনাইজার,ஒத்திசைப்பான்
সিঙ্ক্রোনাস,ஒத்திசைவான
সিঙ্ক্রোনাস নিউমেরিক হায়ারার্কি (SDH),ஒத்திசைவான எண் படிநிலை (SDH)
বাক্য বিশ্লেষণ,வாக்கிய பகுப்பாய்வு
ধারা বিশ্লেষণ,அமைப்பு பகுப்பாய்வு
সিস্টেম ইঞ্জিনিয়ারিং,கணினி பொறியியல்
"1. সিস্টেম ব্রেকার, 2. সিস্টেম হ্যাকার","1. சிஸ்டம் பிரேக்கர், 2. சிஸ்டம் ஹேக்கர்"
ব্যাবস্থা সংযোগকারক,கணினி ஒருங்கிணைப்பான்
সিস্টেম লগ,கணினி பதிவு
সিস্টেম কভার,அமைப்பு கவர்
সিস্টেম নেটওয়ার্ক স্ট্রাকচার (SNA),கணினி நெட்வொர்க் அமைப்பு (SNA)
"1. সিস্টেম প্রোগ্রামার, 2. সিস্টেম প্রোগ্রামার","1. சிஸ்டம் புரோகிராமர், 2. சிஸ்டம் புரோகிராமர்"
"1. সিস্টেম রিস্টার্ট, 2. সিস্টেম রিস্টার্ট","1. கணினி மறுதொடக்கம், 2. கணினி மறுதொடக்கம்"
সিস্টেম সমাপ্তি,அமைப்பு நிறுத்தம்
সিস্টেম পরীক্ষা,அமைப்பு சோதனை
সিস্টেম ইউটিলিটি,அமைப்பு பயன்பாடு
"1. পদ্ধতিগত কোড, 2. পদ্ধতিগত কোড","1. முறையான குறியீடு, 2. முறையான குறியீடு"
ট্যাব কমান্ড,tab கட்டளை
সময়সূচী,அட்டவணை
সারণী ওভারভিউ,அட்டவணை கண்ணோட்டம்
টেবিল স্পেস,அட்டவணை இடம்
ফলক,தகடு
"1.সারণী, 2.অ্যারে অ্যারে","1.அட்டவணை, 2.வரிசை வரிசை"
ট্যাবুলেশন ফাংশন,அட்டவணை செயல்பாடு
"1. চিহ্নিত আর্কিটেকচার, 2. চিহ্নিত স্ট্রাকচার","1. குறிக்கப்பட்ட கட்டிடக்கலை, 2. குறிக்கப்பட்ட அமைப்பு"
চিহ্নিত চিত্র ফাইল ফর্ম (TIFF),குறிக்கப்பட்ட படக் கோப்புப் படிவம் (TIFF)
টেন্ডেম সিস্টেম,டேன்டெம் அமைப்பு
টেপ ঘনত্ব,டேப் அடர்த்தி
টেপ কভার,டேப் கவர்
tar ফাইল,தார் கோப்பு
কাজ,வேலை
কাজের নির্দেশিকা,வேலை வழிகாட்டி
কাজের সূচি,பணி திட்டமிடுபவர்
ট্রান্সমিশন কন্ট্রোল প্রোটোকল/ইন্টারনেট প্রোটোকল (TCP/IP),டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால் (TCP/IP)
কাটা অপারেশন,வெட்டு அறுவை சிகிச்சை
টেলিযোগাযোগ,தொலைத்தொடர்பு
টেলিযোগাযোগ,தொலைத்தொடர்பு
টেলিকম,தொலை தொடர்பு
টেলিকনফারেন্স,தொலைதொடர்பு
"1. টেলিগ্রাফ, 2. টেলিগ্রাফি","1. தந்தி, 2. தந்தி"
"1. টেলিমিটার, 2. টেলিমেট্রি","1. டெலிமீட்டர், 2. டெலிமெட்ரி"
"1.টেলিফোন, 2.টেলিফোন","1.தொலைபேசி, 2.தொலைபேசி"
টেলিফোন,தொலைபேசி
"1.টেলিপ্রিন্টার, 2.টেলিপ্রিন্টার","1.டெலிபிரிண்டர், 2.டெலிபிரிண்டர்"
টেলিপ্রসেসিং,தொலைச் செயலாக்கம்
"1. দূরদর্শন, 2. টেলিভিশন, 3. দূরদর্শন","1. தூர்தர்ஷன், 2. தொலைக்காட்சி, 3. தூர்தர்ஷன்"
টেলেক্স,டெலக்ஸ்
"1.ফাঁদ দূরে, 2.টেলনেট","1.trap away, 2.telnet"
"1.তাপ, 3.তাপমাত্রা","1.வெப்பம், 3.வெப்பநிலை"
"1. শেপ প্লেট, 2. টেমপ্লেট, 3. রূপা","1. ஷேப் பிளேட், 2. டெம்ப்ளேட், 3. ரூபா"
দশের পরিপূরক,பத்தின் நிரப்பு
তেরা বাইট,டெரா பைட்
টেরা ফলপস,டெர்ரா ஃபாலோப்ஸ்
"1.এন্ড পয়েন্টার, 2.টার্মিনাল কার্সার","1.எண்ட் பாயிண்டர், 2.டெர்மினல் கர்சர்"
"1.এন্ড নোড, 2.টার্মিনাল নোড","1.முடிவு முனை, 2.முனை முனை"
টার্মিনাল উইন্ডো,முனைய சாளரம்
শেষ,முடிவு
ত্রি-বেস,முப்படை
তিনটি বেস অপারেশন,மூன்று அடிப்படை செயல்பாடு
পরীক্ষামূলক,சோதனை
পরীক্ষার কভারেজ,சோதனை கவரேஜ்
পরীক্ষা নির্বাহ,சோதனை செயல்படுத்தல்
পরীক্ষার তথ্য,சோதனை தரவு
"1.পাঠ্য, 2. শিক্ষাসামগ্রী","1.உரை, 2. படிப்பு பொருள்"
টেক্সট বক্স,உரை பெட்டி
পাঠ্য কার্সার,உரை கர்சர்
টেক্সট সম্পাদক,உரை திருத்தி
লেখার ফাইল,உரை கோப்பு
পাঠ্যক্রম,பாடத்திட்டம்
পাঠ্য প্রক্রিয়াকরণ,உரை செயலாக்கம்
স্পিচ-টেক্সট (TTS),பேச்சு-உரை (TTS)
টেক্সচার ম্যাপিং,அமைப்பு மேப்பிங்
"1.T ফ্লিপ ফ্লপ, 2.T-বাইনোমিটার","1.டி ஃபிளிப் ஃப்ளாப், 2.டி-பைனோமீட்டர்"
তাপ সিলার,வெப்ப முத்திரை வெப்ப
"1.প্রিন্টার পাতলা ফিল্ম মেমরি, 2.পাতলা ফিল্ম মেমরি","1.Printer Thin Film Memory, 2.Thin Film Memory"
(TFT) পাতলা ফিল্ম ট্রানজিস্টর (TFT),(TFT) மெல்லிய பட டிரான்சிஸ்டர் (TFT)
"1.জেমিং, 2.হ্যাশিং","1.ஜெமிங், 2.ஹேஷிங்"
থ্রেড চুড়ি,நூல் வளையல்
থ্রেডিং,த்ரெடிங்
"1.ত্রিপক্ষীয় নেটওয়ার্ক, 2.ত্রিপক্ষীয় নেটওয়ার্ক","1.முக்கோண வலையமைப்பு, 2.முக்கோண வலையமைப்பு"
প্রবাহ ক্ষমতা,ஓட்டம் திறன்
সময় জটিলতা,நேரம் சிக்கலானது
টাইম ডিভিশন মাল্টিপ্লেক্সিং (টিডিএম),நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்)
সময় ফ্রেম,கால அளவு
একই সময়ে,அதே நேரத்தில்
"1. কল মেশিন, 2. কল মেশিন, 3. টাইম মেশিন","1. கால் மெஷின், 2. கால் மெஷின், 3. டைம் மெஷின்"
সময় আপ,நேரம் முடிந்தது
"1.ক্যালোকেশন, 2.ক্যাল কোয়ান্টাইজেশন","1.அழைப்பு, 2.கால் அளவீடு"
সময় সিরিজ,நேரத் தொடர்
"1. সময় বিভাজন, 2. সময় ভাগ","1. நேரப் பிரிவு, 2. நேரம் பகிர்வு"
সময় ভাগ করে নেওয়ার সিস্টেম,நேர பகிர்வு அமைப்பு
কল ধাপ,அழைப்பு படி
সময় চিত্র,நேர வரைபடம்
চরিত্র,பாத்திரம்
টগল,மாற்று
টগল সরান,மாற்று நகர்வு
"1.সিম্বল, 2.টোকেন","1. சின்னம், 2. சின்னம்"
টোকেন বাস,டோக்கன் பஸ்
টোকেন বাস,டோக்கன் பஸ்
টোকেন বাস নেটওয়ার্ক,டோக்கன் பஸ் நெட்வொர்க்
"1. প্রতীক রিং, 2. প্রতীক রিং","1.சின்ன வளையம், 2.சின்ன வளையம்"
টোকেন আলোচনা,டோக்கன் பேச்சுவார்த்தை
"1. টুলস, 2. টুলস","1.கருவிகள், 2.கருவிகள்"
টপ-ফুট,மேல்-கால்
উপরের পায়ের নকশা,மேல் கால் வடிவமைப்பு
"1. পেরেক রিজ কনফিগারেশন, 2. টান ডাউন","1. ஆணி முகடு கட்டமைப்பு, 2. கீழே இழுக்கவும்"
