Bengali,Assamese
রেফারেন্স পয়েন্ট রেফারেন্স পয়েন্ট,ৰেফাৰেন্স পইণ্ট ৰেফাৰেন্স পইণ্ট
প্রতিফলিত তরঙ্গ,প্ৰতিফলিত তৰংগ
প্রতিফলন,প্ৰতিফলন
সমতুল্য নিয়ম,সমতুল্য নিয়ম
অভিসারী অঞ্চল,অভিসৰণ অঞ্চল
ভিন্ন অঞ্চল,বিচ্ছিন্ন অঞ্চল
ইন্টিগ্রেশন জোন,সংহতি মণ্ডল
রিগ্রেশন বিশ্লেষণ,ৰিগ্ৰেছন বিশ্লেষণ
রিগ্রেশন বক্ররেখা,ৰিগ্ৰেছন বক্ৰ
রিগ্রেশন সমীকরণ,ৰিগ্ৰেছন সমীকৰণ
প্রত্যাগতি সীমা,ৰিগ্ৰেছন লাইন
রিগ্রেশন মডেল,ৰিগ্ৰেছন মডেল
নিয়মিত বক্ররেখা,নিয়মীয়া বক্ৰ
এমনকি ষড়ভুজ,আনকি ষড়ভুজ
নিয়মিত ম্যাট্রিক্স,নিয়মীয়া মেট্ৰিক্স
সমবাহু,সমপক্ষীয়
আপেক্ষিক পরিপূরক,আপেক্ষিক পৰিপূৰক
আপেক্ষিক সর্বোচ্চ,আপেক্ষিকভাৱে সৰ্বোচ্চ
আপেক্ষিক সর্বনিম্ন,আপেক্ষিকভাৱে সৰ্বনিম্ন
আপেক্ষিক সম্ভাবনা,আপেক্ষিক সম্ভাৱনা
আপেক্ষিক বেগ,আপেক্ষিক বেগ
"আপেক্ষিকতা, আপেক্ষিকতা, আপেক্ষিকতা","আপেক্ষিকতা, আপেক্ষিকতা, আপেক্ষিকতা"
আপেক্ষিকতা তত্ত্ব,আপেক্ষিকতাবাদ তত্ত্ব
নির্ভরযোগ্যতা,নিৰ্ভৰযোগ্যতা
নির্ভরযোগ্যতা সমস্যা,নিৰ্ভৰযোগ্যতাৰ সমস্যা
অবশিষ্ট পোস্ট,অৱশিষ্ট পদ
অবশিষ্ট উপপাদ্য,বাকী উপপাদ্য
পুনরাবৃত্তিমূলক সীমা,পুনৰাবৃত্তিমূলক সীমা
পুনরাবৃত্তিমূলক Riemann-অখণ্ড,পুনৰাবৃত্তিমূলক Riemann-অখণ্ড
প্রতিনিধিত্ব,প্ৰতিনিধিত্ব কৰা
"residual, remnant","অৱশিষ্ট, অৱশিষ্ট"
অনন্তে থেকে যায়,অসীমত থাকে
"dissolation, refutation, differentiation","বিসৰ্জন, খণ্ডন, পাৰ্থক্য"
বল বিচ্ছেদ,বিচ্ছিন্নতা
বেগ সমন্বয়,বেগ সমন্বয়
ফলপ্রসূ ফলাফল,ফলাফলৰ ফলাফল
পরিসমাপ্তি বল,ফলস্বৰূপ বল
ফলাফল ভেক্টর,ফলাফল ভেক্টৰ
পরিবর্তিত একক পদ্ধতি,পৰিৱৰ্তিত একক পদ্ধতি
রম্বস,ৰম্বছ
riemann-অখণ্ড,riemann-অখণ্ড
"সমকোণ, সমকোণ","সোঁকোণ, সোঁকোণ"
ডান কোণই ত্রিভুজ,সোঁকোণীয়া ত্ৰিভুজ
ডান বৃত্তাকার শঙ্কু,সোঁফালৰ বৃত্তাকাৰ শঙ্কু
দক্ষিণ সেট,দক্ষিণ চেট
ডান বৃত্তাকার সিলিন্ডার,সোঁফালৰ বৃত্তাকাৰ চিলিণ্ডাৰ
ঘড়ির কাঁটার দিকে,ঘড়ীৰ কাঁটাৰ দিশত
দক্ষিণ বিপরীত,দক্ষিণৰ বিপৰীত
"সঠিক প্রমাণ, সঠিক প্রমাণ","সঠিক প্ৰমাণ, সঠিক প্ৰমাণ"
"রিং, রিং","আঙঠি, আঙঠি"
পূর্ণসংখ্যা রিং,পূৰ্ণসংখ্যাৰ আঙঠি
আর-অখণ্ড,R-অখণ্ড
"root, root","মূল, মূল"
বর্গমূল মূল,বৰ্গমূল মূল
বহুপদীর মূল,বহুপদৰ মূল
"ঘূর্ণন, ঘূর্ণন","ঘূৰণ, ঘূৰণ"
রাউন্ডিং ত্রুটি,ঘূৰণীয়া ত্ৰুটি
কিউ,লানি পতা
সারি-কলাম গুণ,শাৰী-স্তম্ভ গুণন
লাইনের সমতা,ৰেখা সমতুল্যতা
সারি ম্যাট্রিক্স,শাৰী মেট্ৰিক্স
সারি অর্ডার,শাৰী ক্ৰম
পালানোর পয়েন্ট,এস্কেপ পইণ্ট
"নমুনা, নমুনা","নমুনা, নমুনা"
নমুনা গড়,নমুনাৰ গড়
নমুনা পয়েন্ট,নমুনা বিন্দু
সাধারন মাপ,নমুনাৰ আকাৰ
নমুনা স্থান,নমুনা স্থান
নমুনা-মান-বিচ্যুতি,নমুনা-মানক-বিচ্যুতি
নমুনা জরিপ,নমুনা জৰীপ
নমুনা বৈচিত্র্য,নমুনা ভ্যাৰিয়েন্স
"নমুনা (v.), নমুনা (n.)","নমুনা (v.), নমুনা সংগ্ৰহ (n.)"
নমুনা বিতরণ,নমুনা বিতৰণ কৰা
নমুনা ত্রুটি,নমুনা সংগ্ৰহৰ ভুল
নমুনা ব্যবধান,নমুনা সংগ্ৰহৰ ব্যৱধান
নমুনা পদ্ধতি,নমুনা সংগ্ৰহ পদ্ধতি
নমুনা নীতি,নমুনা সংগ্ৰহৰ নীতি
প্রতিস্থাপন সহ নমুনা,প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা
"স্কেলার, স্কেলার","স্কেলাৰ, স্কেলাৰ"
স্কেলার ক্ষেত্র,স্কেলাৰ ক্ষেত্ৰ
স্কেলার ম্যাট্রিক্স,স্কেলাৰ মেট্ৰিক্স
স্কেলার একাধিক,স্কেলাৰ বহুগুণ
স্কেলার গুণ,স্কেলাৰ গুণন
স্কালে পণ্য,স্কেলাৰ উৎপাদন
স্কেলার,স্কেলাৰ
স্কেলার ট্রিপল পণ্য,স্কেলাৰ ট্ৰিপল প্ৰডাক্ট
বিষমভুজ ত্রিভুজ,স্কেলিন ত্ৰিভুজ
ছিটান ডায়াগ্রাম,স্কেটাৰ ডায়াগ্ৰাম
শ্রোডিঙ্গার সমীকরণ,শ্ৰডিংগাৰ সমীকৰণ
"মৌসুমী ওঠানামা, ঋতু ওঠানামা","ঋতুভিত্তিক উঠা-নমা, ঋতুভিত্তিক উঠা-নমা"
"অনুপ্রবেশকারী, অনুপ্রবেশকারী লাইন, সেকেন্ট, বিপরীত কোসাইন","ভেদকাৰী, ভেদকাৰী ৰেখা, ছেকেণ্ট, বিপৰীত কোচাইন"
ভেদন পদ্ধতি,বিন্ধি পদ্ধতি
দ্বিতীয়,দ্বিতীয়
দ্বিতীয় আদেশ (দ্বিতীয় প্রকার),দ্বিতীয় ক্ৰম (দ্বিতীয় প্ৰকাৰ)
"বিভাগ, বিভাগ, বিভাগ, বিভাগ, বিভাগ","ছেকচন, ছেকচন, ছেকচন, ছেকচন, ছেকচন"
"উপবিভাগ, সেক্টর, সেক্টর","মহকুমা, খণ্ড, খণ্ড"
কার্ভ সেগমেন্ট,বক্ৰ খণ্ড
স্ব-সংযুক্তি,আত্মসংলগ্নতা
স্ব-সংযুক্ত অপারেটর,স্ব-সংলগ্ন অপাৰেটৰ
স্ব সংযোজিত,অটোজাইগাছ
অর্ধেক অক্ষ,আধা অক্ষ
অর্ধবৃত্ত,অৰ্ধবৃত্ত
কংক্রিট ম্যাট্রিক্স,কংক্ৰিটৰ মেট্ৰিক্স
অবিচ্ছেদ্য দ্বিঘাত,অখণ্ড দ্বিঘাত
সামিসমুহ,সমীসমুহ
অর্ধেক ব্যবধান,আধা ব্যৱধান
মানে প্রধান অক্ষ,অৰ্থাৎ প্ৰধান অক্ষ
আধা গৌণ অক্ষ,অৰ্ধ ক্ষুদ্ৰ অক্ষ
বিভাজ্য বহুপদ,পৃথক কৰিব পৰা বহুপদ
পরিবর্তনশীল বিচ্ছেদ,চলক পৃথকীকৰণ
ক্রম,ক্ৰম
ইনডেক্সিং নীতি,সূচীকৰণ নীতি
অনুক্রমিক বিশ্লেষণ,ক্ৰমিক বিশ্লেষণ
অনুক্রমিক নমুনা,ক্ৰমিক নমুনা সংগ্ৰহ কৰা
সুনির্দিষ্ট পারস্পরিক সম্পর্ক,শ্ৰেণীগত সম্পৰ্ক
"সিরিজ, সিরিজ, সিরিজ","শৃংখলা, শৃংখলা, শৃংখলা"
"সামগ্রিক, বাতাসের দিক, স্রোতের দিক, জমাট, জমাট (ver.)","aggregate, বতাহৰ দিশ, ধাৰা দিশ, জমা, জমা (ver.)"
সেক্সট্যান্ট,sextant
shewhart নিয়ন্ত্রণ চার্ট,শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট
"চিহ্ন, পরিমাণ","চিহ্ন, পৰিমাণ"
ম্যাট্রিক্স মার্কার,মেট্ৰিক্স মাৰ্কাৰ
দ্বিঘাত দ্বিঘাত প্রতীক,দ্বিঘাত দ্বিঘাত চিহ্ন
শচীন নম্বর,শচীন নম্বৰ
তাত্পর্য স্তর,তাৎপৰ্য্যৰ স্তৰ
তাৎপর্য পরীক্ষা,তাৎপৰ্য্য পৰীক্ষা
উল্লেখযোগ্য চিহ্ন,উল্লেখযোগ্য নম্বৰ
মার্ক পরীক্ষা,নম্বৰ পৰীক্ষা
প্রতীক ফাংশন,চিহ্ন ফলন
অনুরূপ উপবৃত্তাকার,একেধৰণৰ উপবৃত্তাকাৰ
সমজাতীয় চিত্র,সমজাতীয় চিত্ৰ
"সাদৃশ্য, সাদৃশ্য","সাদৃশ্য, উপমা"
সমজাতীয় ম্যাট্রিক্স,সমজাতীয় মেট্ৰিক্স
সহজ বন্ধ বক্ররেখা,সহজ বন্ধ বক্ৰ
সহজ পারস্পরিক সম্পর্ক,সহজ সম্পৰ্ক
সহজ সুরেলা গতি,সহজ হাৰমনিক গতি
সহজ র্যান্ডম স্যাম্পলিং,সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ
"সেট, সিমপ্লেক্স, একতরফা, সরল","set, simplex, একপক্ষীয়, সহজ"
একমুখী অ্যালগরিদম,একমুখী এলগৰিদম
একক টেবিল,একক টেবুল
সিম্পসনের এক তৃতীয়াংশ নিয়ম,simpson ৰ এক তৃতীয়াংশ নিয়ম
সিমুলেশন পদ্ধতি,চিমুলেচন পদ্ধতি
যুগপত ডিফারেনশিয়াল সমীকরণ,সমকালীন অৱভেদ্য সমীকৰণ
যুগপত সমীকরণ,একেলগে সমীকৰণ
"সাইন, সাইন","চিহ্ন, sine"
"সাইন কার্ভ, সাইন কার্ভ","চাইন বক্ৰ, চাইন বক্ৰ"
একক,একক
একঘেয়ে ফাংশন,একঘেয়ামী কাৰ্য্য
অদ্ভুত অবিচ্ছেদ্য,অদ্ভুত অখণ্ড
"অদ্ভুততা, অদ্ভুততা","অদ্ভুততা, অদ্ভুততা"
অপরিবর্তনীয় ম্যাট্রিক্স,অপৰিৱৰ্তিত মেট্ৰিক্স
অদ্ভুত সমাধান,অদ্ভুত সমাধান
সাধারন মাপ,নমুনাৰ আকাৰ
বিজোড় বন্টন,অদ্ভুত বিতৰণ
ভিন্নধর্মী হারমিটিয়ান ম্যাট্রিক্স,বিষমজাতীয় হাৰ্মিটিয়ান মেট্ৰিক্স
বিপরীত,বিষমতা
বিজোড় প্রতিসম ম্যাট্রিক্স,অদ্ভুত প্ৰতিসম মেট্ৰিক্স
ভেরিয়েবল মিনিমাইজ করা,চলক নূন্যতম কৰা
"ঢাল, ঢাল, ঢাল","ঢাল, ঢাল, ঢাল"
ঢাল গ্রেডিয়েন্ট,ঢালৰ গ্ৰেডিয়েণ্ট
"বন্ধনী, ছোট বাঁধাই","বন্ধনী, চুটি বান্ধনি"
সোজা বক্ররেখা,পোন বক্ৰ
বিবিধ ফাংশন,বিবিধ কাৰ্য্য
সৌর জগৎ,সৌৰজগত
,
solenoidal ভেক্টর,ছ&#39;লেন&#39;ইডাল ভেক্টৰ
"কঠিন, ভর, ঘনক","কঠিন, ভৰ, ঘনক"
"কিউবিক জ্যামিতি, স্টেরিওস্কোপিক জ্যামিতি","ঘন জ্যামিতি, ষ্টেৰিঅ’স্কোপিক জ্যামিতি"
"সমাধান, টুল","সমাধান, সঁজুলি"
সিরিজ ফর্ম সমাধান,শৃংখলা গঠন সমাধান
সমাধান ম্যাট্রিক্স,সমাধান মেট্ৰিক্স
ত্রিভুজের সমাধান,ত্ৰিভুজৰ সমাধান
সমাধান জনসংখ্যা,সমাধান জনসংখ্যা
সোনাইন বহুপদী,ছ&#39;নাইন বহুপদ
"আকাশ, স্থান, স্থান, স্থান, স্থান","আকাশ, মহাকাশ, মহাকাশ, মহাকাশ, মহাকাশ"
আকাশ বক্ররেখা,আকাশ বক্ৰ
অভিভাবক সেট,অভিভাৱক ছেট
স্থানীয় পারস্পরিক সম্পর্ক চিত্র,স্থানীয় সম্পৰ্ক ডায়েগ্ৰাম
নির্দিষ্ট লিনিয়ার গ্রুপ,নিৰ্দিষ্ট ৰৈখিক গোট
নির্দিষ্ট উল্লম্ব গ্রুপ,নিৰ্দিষ্ট উলম্ব গোট
"নির্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব","নিৰ্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব"
মানব ম্যাপিং উপপাদ্য,মানৱ মেপিং উপপাদ্য
ফাংশনের আদর্শ,কাৰ্য্যৰ নিয়ম
"গোলক, গোলক","গোলক, গোলক"
গোলাকার সমন্বয় ব্যবস্থা,গোলাকাৰ স্থানাংক ব্যৱস্থা
গোলাকার মেরু স্থানাঙ্ক,গোলাকাৰ মেৰু স্থানাংক
গোলাকার ত্রিভুজ,গোলাকাৰ ত্ৰিভুজ
গোলাকার ত্রিকোণমিতি,গোলাকাৰ ত্ৰিকোণমিতি
সর্পিল,সৰ্পিল
বর্গ বর্গ,"বৰ্গ, বৰ্গ"
"গুরু, গুরুবন্ধনী","গুৰু, গুৰুবন্ধনী"
বর্গাকার অবিচ্ছেদ্য,বৰ্গ অখণ্ড
বর্গ ম্যাট্রিক্স,বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স
বর্গমূল,বৰ্গমূল
নমুনা পর্যায়,নমুনা সংগ্ৰহৰ পৰ্যায়
অনুক্রমিক ফাংশন,স্তৰভিত্তিক ফলন
আদর্শ চ্যুতি,মানক বিচ্যুতি
স্ট্যান্ডার্ড ডিফারেনশিয়াল পণ্য,ষ্টেণ্ডাৰ্ড ডিফাৰেন্সিয়েল প্ৰডাক্ট
ভারসাম্য,ভাৰসাম্যতা
অসাড় বক্ররেখা,অজ্ঞান বক্ৰ
অসাড় বিন্দু,অজ্ঞান বিন্দু
হতবাক মান,শ্বক কৰা মূল্য
"নমুনা, চিত্র","নমুনা, চিত্ৰ"
পরিসংখ্যানগত,পৰিসংখ্যাগত
পরিসংখ্যানিক বিশ্লেষণ,পৰিসংখ্যা বিশ্লেষণ
পরিসংখ্যানগত বন্টন,পৰিসংখ্যাগত বিতৰণ
পরিসংখ্যানগত অনুমান,পৰিসংখ্যাগত অনুমান
পরিসংখ্যানগত অনুমান,পৰিসংখ্যাগত আনুমানিককৰণ
পরিসংখ্যান মডেল,পৰিসংখ্যাগত আৰ্হি
পরিসংখ্যান জনসংখ্যা,পৰিসংখ্যাগত জনসংখ্যা
পরিসংখ্যানগত মান নিয়ন্ত্রণ,পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ
"পরিসংখ্যান, পরিসংখ্যান","পৰিসংখ্যা, পৰিসংখ্যা"
"অপরিবর্তনীয়, স্থির, স্থায়ী, স্থায়ী","অপৰিৱৰ্তিত, স্থিৰ, স্থিৰ, স্থায়ী"
স্থায়ী রাষ্ট্র সমাধান,ষ্টেণ্ডিং ষ্টেট সমাধান
আরো প্রবণ মাউন্ট,অধিক প্ৰৱণ মাউন্ট
ঢাল-আরোহণের নকশা,ঢাল-আৰোহণ ডিজাইন
খাড়া বংশদ্ভুত,ঠেকতম অৱতৰণ
ধাপ ফাংশন,"ষ্টেপ-ফাংচন, ষ্টেপ-ফাংচন"
স্টার্লিং পরিসীমা,ষ্টাৰলিং ৰেঞ্জ
"stochastic, probabilistic","ষ্ট&#39;কেষ্টিক, সম্ভাৱনাবাদী"
সম্ভাব্য ম্যাট্রিক্স,সম্ভাৱনাবাদী মেট্ৰিক্স
সম্ভাব্য মডেল,সম্ভাৱনাবাদী আৰ্হি
সম্ভাব্য প্রোগ্রামিং,সম্ভাৱনামূলক প্ৰগ্ৰেমিং
সম্ভাব্য পরিবর্তনশীল,সম্ভাৱনাবাদী চলক
স্টোকস উপপাদ্য,ষ্টোকছ উপপাদ্য
"সরলরেখা, সরলরেখা, সরলরেখা","সৰলৰেখা, সৰলৰেখা, সৰলৰেখা"
"লেভেল চার্ট, বার চার্ট","স্তৰৰ লেখচিত্ৰ, বাৰ লেখচিত্ৰ"
"স্তরবিন্যাস, স্তরবিন্যাস","স্তৰবিন্যাস, স্তৰবিন্যাস"
স্তরযুক্ত নমুনা,স্তৰযুক্ত নমুনা সংগ্ৰহ কৰা
"প্রবাহ-রেখা, প্রবাহ-রেখা","ফ্ল&#39;-লাইন, ষ্ট্ৰিম-লাইন"
চাপ,চাপ
দৃঢ়ভাবে আনত ফাংশন,শক্তিশালীভাৱে হেলনীয়া কাৰ্য্য
ক্রমাগত হ্রাস পাচ্ছে,নিৰন্তৰ হ্ৰাস পাই আহিছে
ক্রমাগত বৃদ্ধি,নিৰন্তৰ বৃদ্ধি
ক্রমাগত অর্ডিনেট ফাংশন,অবিৰত অৰ্ডিনেট ফলন
ছাত্র পরীক্ষা (ছাত্রের &#39;টি&#39; পরীক্ষা),ছাত্ৰ পৰীক্ষা (ছাত্ৰ &#39;t&#39; পৰীক্ষা)
উপসংগ্রহ,উপসংগ্ৰহ
উপ-নির্ধারক,উপ-নিৰ্দিষ্টতাবাদী
উপ-অঞ্চল,উপ-অঞ্চল
"subclass, subgroup, subgroup","উপশ্ৰেণী, উপগোট, উপগোট"
অন্তর,ব্যৱধান
"সাবম্যাট্রিক্স, সাবম্যাট্রিক্স","উপমেট্ৰিক্স, উপমেট্ৰিক্স"
"পাদটীকা, পাদটীকা, পাদটীকা","ফুটনোট, ফুটনোট, ফুটনোট"
উত্তরাধিকার,উত্তৰাধিকাৰ
উপসেট,উপগোট
উপ-জনসংখ্যা,উপজনসংখ্যা
প্রতিস্থাপন,সলনি কৰা
আধা স্পর্শকাতর,অৰ্ধস্পৰ্শযোগ্য
"স্থানান্তর করা, স্থানান্তর করা","স্থানান্তৰ কৰা, স্থানান্তৰ কৰা"
"বিয়োগ, বিয়োগ","বিয়োগ, বিয়োগ"
"বিয়োগ, বিয়োগ","বিয়োগ, বিয়োগ"
ধীরে ধীরে,লাহে লাহে
প্রগতিশীল পার্থক্য,প্ৰগতিশীল পাৰ্থক্য
প্রগতিশীল একীকরণ,প্ৰগতিশীল সংহতি
পরেরটি,পাছৰটো
সংযুক্ত,সংলগ্ন কৰা হৈছে
"যোগফল, যোগফল, যোগফল, যোগফল","যোগফল, যোগফল, যোগফল ফলাফল, যোগফল"
যোগফল ফাংশন,যোগফল ফলন
সংকলনযোগ্য,সংকলনযোগ্য
যোগ ব্লক,যোগাসন ব্লক
সংকলন,সংকলন
সংগ্রহ সম্মেলন,সংগ্ৰহ সন্মিলন
সংকলন সূত্র,সংকলন সূত্ৰ
গ্রেড সংগ্রহ,গ্ৰেড সংগ্ৰহ
সংকলন প্রতীক,সংকলন চিহ্ন
অসীম থেকে যোগব্যায়াম,যোগ অসীমলৈ
"idiot, idiot","idiot, মূৰ্খ"
ওভারসেট,অভাৰছেট
সুপারসনিক প্রবাহ,ছুপাৰছনিক প্ৰবাহ
সম্পূরক কোণ,পৰিপূৰক কোণ
lacquered লোম সমতল,লেকৰ লোমৰ সমতল
ফাংশন সমর্থন,কাৰ্য্যৰ সমৰ্থন
"কল্পনা করা, অনুমান করা","imagine, ধৰি লওক"
উচ্চ,ওখ
karni,কৰ্ণী
"পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ","পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ"
পৃষ্ঠীয় এলাকা,পৃষ্ঠীয় অংশ
পৃষ্ঠা অবিচ্ছেদ্য,পৃষ্ঠা অবিচ্ছেদ্য
আবরণ,আৱৰণ
আবরণ,আৱৰণ
কভার মানচিত্র,কভাৰ মেপ
চিহ্ন,চিহ্ন
প্রতীকী যুক্তি,প্ৰতীকী যুক্তি
প্রতীকী মডেল,প্ৰতীকী আৰ্হি
প্রতিসম,প্ৰতিসম
আইসোমেট্রিক,সমমিতি
"প্রতিসম নির্ধারক, প্রতিসম নির্ধারক","প্ৰতিসম নিৰ্ণায়ক, প্ৰতিসম নিৰ্ণায়ক"
প্রতিসম পার্থক্য,প্ৰতিসম পাৰ্থক্য
প্রতিসম ম্যাট্রিক্স,প্ৰতিসম মেট্ৰিক্স
সিস্টেম বিশ্লেষণ সিস্টেম বিশ্লেষণ,ব্যৱস্থা বিশ্লেষণ ব্যৱস্থা বিশ্লেষণ
সিরিয়াল স্যাম্পলিং,ক্ৰমিক নমুনা সংগ্ৰহ
"টেবিল, টেবিল","টেবুল, টেবুল"
"টেবিল, টেবিল","টেবুল, টেবুল"
অবিচ্ছেদ্য টেবিল,অবিচ্ছেদ্য টেবুল
"সারণী, সমতল","টেবুলাৰ, সমতল"
ট্যাবুলার ফর্ম,টেবুলাৰ ৰূপ
"ট্যাবুলার লগারিদম, ট্যাবুলার লগারিদম","টেবুলাৰ লগাৰিদম, টেবুলাৰ লগাৰিদম"
সারণী,টেবুলত লিখা
সারণী মান,টেবুলাৰ মানসমূহ
ট্যাবুলেশন,টেবুলেচন
"ট্যাবুলার, ট্যাবুলার মেশিন, ট্যাবুলার","টেবুলাৰ, টেবুলাৰ মেচিন, টেবুলাৰ"
"tail, tail","ঠেং, ঠেং"
লেজ এলাকা (বন্টনের),ঠেংৰ অঞ্চল (বিতৰণৰ)
স্পর্শ,স্পৰ্শ
"স্পর্শক, স্পর্শক, স্পর্শক, স্পর্শক","স্পৰ্শক, স্পৰ্শক, স্পৰ্শক, স্পৰ্শক"
স্পর্শ ভেড়ার ফ্ল্যাট,লোম সমতল স্পৰ্শ কৰক
"স্পর্শকাতর, স্পর্শক","স্পৰ্শযোগ্য, স্পৰ্শক"
স্পর্শক উপাদান,স্পৰ্শক উপাদান
স্পর্শক কাটা,স্পৰ্শক কাটি
স্পর্শক রেখা,স্পৰ্শক ৰেখা
"স্পর্শকাতর সমতল, স্পর্শকাতর সমতল","স্পৰ্শযোগ্য সমতল, স্পৰ্শযোগ্য সমতল"
স্পর্শ জনসংখ্যা,স্পৰ্শ জনসংখ্যা
টেপ পাঞ্চ,টেপ পাঞ্চ
টেপ পাঠক,টেপ ৰিডাৰ
Taubry এর উপপাদ্য,টাউব্ৰিৰ উপপাদ্য
টেলর উপপাদ্য,টেইলৰ উপপাদ্য
Shebyshev দূরত্ব,শ্বেবিশ্বেভৰ দূৰত্ব
টি-বন্টন,t-বিতৰণ
আন্তঃপ্রজাতি সিরিজ,আন্তঃপ্ৰজাতিৰ শৃংখলা
অস্থায়ী স্থানাঙ্ক,টেম্প&#39;ৰেল স্থানাংক
সাময়িক সম্পর্ক,লৌকিক সম্পৰ্ক
সময় পরিবর্তনশীল,সময়ৰ চলক
প্রসার্য শক্তি,টান শক্তি
"ক্ষেত্র, টেনসর","ফিল্ড, টেনছৰ"
ক্ষেত্র বিশ্লেষণ,ক্ষেত্ৰ বিশ্লেষণ
ক্ষেত্রের পণ্য,ক্ষেত্ৰৰ উৎপাদন
অস্থায়ী কনফিগারেশন,অস্থায়ী বিন্যাস
পোস্ট,ডাক
শেষ নিষেধাজ্ঞা,নিষেধাজ্ঞা শেষ কৰক
চূড়ান্ত বেগ ডুব,চূড়ান্ত বেগ ডুব
শেষ করা দশমিক,দশমিক সমাপ্ত কৰা
র্যাঙ্ক মান,ৰেংক মূল্য
ধাপ পার্থক্য,ষ্টেপ পাৰ্থক্য
ধাপে ধাপে ইন্টিগ্রেশন,স্তৰভিত্তিক সংহতি
"ত্রিভুজাকার, ত্রিভুজাকার","ত্ৰিকোণীয়, ত্ৰিকোণীয়"
পরীক্ষামূলক,পৰীক্ষা কৰা হৈছে
বৈচিত্র্যের একজাতীয়তার পরীক্ষা,ভ্যাৰিয়েন্স একাকাৰীতাৰ পৰীক্ষা
পরীক্ষার ফাংশন,পৰীক্ষা কাৰ্য্য
প্রস্তাব টেস্টিং,অনুমান পৰীক্ষণ
তাৎপর্য পরীক্ষা,তাৎপৰ্য্য পৰীক্ষা
পরিক্ষা মূলক নমুনা,পৰীক্ষাৰ নমুনা
টেট্রাহেড্রাল,চতুৰ্ভুজ
টেট্রাহেড্রাল কোণ,চতুৰ্ভুজ কোণ
চতুর্ভুজ,চতুৰ্ভুজ
উপপাদ্য,উপপাদ্য
অবশিষ্ট উপপাদ্য,অৱশিষ্ট উপপাদ্য
তাত্ত্বিক চাহিদা ফাংশন,তাত্ত্বিক চাহিদাৰ ফলন
তাত্ত্বিক বিচ্ছিন্ন বন্টন,তাত্ত্বিক বিচ্ছিন্ন বিতৰণ
তাত্ত্বিক ত্রুটি,তাত্ত্বিক ভুল
তাত্ত্বিক সমন্বয়,তাত্ত্বিক সমন্বয়
তাত্ত্বিক গঠন,তাত্ত্বিক প্ৰণয়ন
তাত্ত্বিক ফ্রিকোয়েন্সি,তাত্ত্বিক কম্পাঙ্ক
"নীতিগতভাবে, নীতিগতভাবে","নীতিগতভাৱে, নীতিগতভাৱে"
তাত্ত্বিক মডেল,তাত্ত্বিক আৰ্হি
তাত্ত্বিক গঠন,তাত্ত্বিক প্ৰণয়ন
সমীকরণ তত্ত্ব,সমীকৰণ তত্ত্ব
ত্রুটি তত্ত্ব,ভুল তত্ত্ব
মূল্যায়ন তত্ত্ব,মূল্যায়ন তত্ত্ব
ফাংশন তত্ত্ব,ফাংচন তত্ত্ব
খেলা তত্ত্ব,গেম তত্ত্ব
মহাকর্ষ তত্ত্ব,মহাকৰ্ষণ তত্ত্ব
তথ্য তত্ত্ব,তথ্য তত্ত্ব
প্রতিস্থাপন নীতি,প্ৰতিস্থাপন নীতি
সেটতত্ত্ব,ছেট তত্ত্ব
সারি তত্ত্ব,শাৰী তত্ত্ব
তরঙ্গ তত্ত্ব,তৰংগ তত্ত্ব
থার্মোডাইনামিক,তাপগতিবিদ্যা
স্ক্রু চুড়ি,স্ক্ৰু বেংগল
স্টেরিওস্কোপিক,ষ্টেৰিঅ&#39;স্কোপিক
স্টেরিওস্কোপিক ভেক্টর বিশ্লেষণ,ষ্টেৰিঅ&#39;স্কোপিক ভেক্টৰ বিশ্লেষণ
ত্রয়ী শ্রেণীবিভাগ,ট্ৰাইড শ্ৰেণীবিভাজন
"অভিক্ষেপ, ড্রপ","প্ৰজেকচন, ড্ৰপ"
"খোঁচা, খোঁচা","ঠেলা, ঠেলা"
"সময়, সময়কাল, সময়কাল","সময়, সময়সীমা, সময়সীমা"
সময় অক্ষ,সময় অক্ষ
কালো নির্ভরতা,ক&#39;লা নিৰ্ভৰশীলতা
সময় নির্ভর কাঠামো সমীকরণ,সময় নিৰ্ভৰশীল গঠন সমীকৰণ
সময় নির্ভর প্রক্রিয়া,সময় নিৰ্ভৰশীল প্ৰক্ৰিয়া
পোস্ট বন্ধ সময়,পোষ্টৰ বন্ধৰ সময়
সময়ের ব্যবধান,সময়ৰ ব্যৱধান
সময় সিরিজ,সময় শৃংখলা
সময় সিরিজ বিশ্লেষণ,সময় শৃংখলা বিশ্লেষণ
সময় সিরিজ বিশ্বাস,সময় শৃংখলা বিশ্বাস
সময় ব্যবস্থা,সময় ব্যৱস্থা
"toleration, toleration","সহনশীলতা, সহনশীলতা"
