Assamese,Punjabi
শক্তি যোগান,ਬਿਜਲੀ ਦੀ ਸਪਲਾਈ
"পৰীক্ষামূলক, পৰীক্ষামূলক, ব্যৱহাৰিক","ਪ੍ਰਯੋਗਾਤਮਕ, ਪ੍ਰਯੋਗਾਤਮਕ, ਵਿਹਾਰਕ"
"আয়ান, precession","ਅਯਾਨ, ਪ੍ਰੇਰਣਾ"
"সঠিক, সঠিক","ਸਟੀਕ, ਸਹੀ"
"নিখুঁততা, নিখুঁততা","ਸ਼ੁੱਧਤਾ, ਸ਼ੁੱਧਤਾ"
ভৱিষ্যদ্বাণী,ਭਵਿੱਖਬਾਣੀ
নিৰ্বাচিত,ਚੋਣਵੇਂ
"পছন্দৰ, পছন্দৰ","ਤਰਜੀਹੀ, ਤਰਜੀਹੀ"
প্ৰাৰম্ভিক,ਸ਼ੁਰੂਆਤੀ
সংকোচন,ਕੰਪਰੈਸ਼ਨ
"প্ৰাথমিক, প্ৰাথমিক, প্ৰথম, মূল, প্ৰধান, মূল","ਮੁੱਢਲਾ, ਪ੍ਰਾਇਮਰੀ, ਪਹਿਲਾ, ਮੁੱਖ, ਮੁੱਖ, ਮੂਲ"
"ষ্টাৰ্টাৰ, প্ৰাইমাৰ","ਸਟਾਰਟਰ, ਪ੍ਰਾਈਮਰ"
"prime, আদিম","ਪ੍ਰਮੁੱਖ, ਮੁੱਢਲਾ"
"অধ্যক্ষ, অধ্যক্ষ, অধ্যক্ষ","ਪ੍ਰਿੰਸੀਪਲ, ਪ੍ਰਿੰਸੀਪਲ, ਪ੍ਰਿੰਸੀਪਲ"
নিয়মসমূহ,ਨਿਯਮ
প্ৰিজম,ਪ੍ਰਿਜ਼ਮ
"প্ৰিজমাটিক, প্ৰিজমাটিক","prismatic, prismatic"
সম্ভাৱনাবাদী,ਸੰਭਾਵੀ
পৰীক্ষক,ਟੈਸਟਰ
"পদ্ধতি, পদ্ধতি","ਵਿਧੀ, ਵਿਧੀ"
"প্ৰক্ৰিয়া, পৰ্যায়","ਪ੍ਰਕਿਰਿਆ, ਪੜਾਅ"
"প্ৰক্ৰিয়াকৰণ, সম্পদ","ਪ੍ਰੋਸੈਸਿੰਗ, ਸਰੋਤ"
প্ৰচেছৰ,ਪ੍ਰੋਸੈਸਰ
প্ৰডাক্ট প্ৰডাক্ট,ਉਤਪਾਦ ਉਤਪਾਦ
উৎপাদন,ਉਤਪਾਦਨ
উৎপাদনশীলতা,ਉਤਪਾਦਕਤਾ
"প্ৰগ্ৰেম, প্ৰগ্ৰেম, প্ৰগ্ৰেম","ਪ੍ਰੋਗਰਾਮ, ਪ੍ਰੋਗਰਾਮ, ਪ੍ਰੋਗਰਾਮ"
প্ৰগ্ৰেমাৰ,ਪ੍ਰੋਗਰਾਮਰ
"প্ৰগতিশীল, প্ৰগতিশীল","ਪ੍ਰਗਤੀਸ਼ੀਲ, ਪ੍ਰਗਤੀਸ਼ੀਲ"
নিষেধাজ্ঞা,ਮਨਾਹੀ
"প্ৰজেক্টিভ, আউটপুট","ਪ੍ਰੋਜੈਕਟਿਵ, ਆਉਟਪੁੱਟ"
প্ৰচাৰিত ইলেক্ট্ৰন,ਉਤਸ਼ਾਹਿਤ ਇਲੈਕਟ੍ਰੋਨ
তৎক্ষণাত নিউট্ৰন,ਤੁਰੰਤ ਨਿਊਟ੍ਰੋਨ
বাহু,ਬਾਂਹ
"সংক্ৰমণ, পৰিবৰ্ধন, প্ৰসাৰণ","ਪ੍ਰਸਾਰਣ, ਵਾਧਾ, ਪ੍ਰਸਾਰ"
প্ৰপেলেন্ট,ਪ੍ਰੋਪੇਲੈਂਟ
ধৰ্ম,ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"সঠিক মান, eigen মান","ਸਹੀ ਮੁੱਲ, ਈਜੇਨ ਮੁੱਲ"
"অনুপাত, অনুপাত, বিভাজন","ਅਨੁਪਾਤ, ਅਨੁਪਾਤ, ਵੰਡ"
প্ৰপালচন,ਪ੍ਰੋਪਲਸ਼ਨ
প্ৰ&#39;টন,ਪ੍ਰੋਟੋਨ
সান্নিধ্য,ਨੇੜਤਾ
"1ছ্যুডোভেক্টৰ,ছ্যুডোভেক্টৰ","1 ਸੂਡੋਵੈਕਟਰ, ਸੂਡੋਵੈਕਟਰ"
"আঁকিব, টানিব, টানিব, ছাপ, দলং","ਖਿੱਚੋ, ਖਿੱਚੋ, ਖਿੱਚੋ, ਪ੍ਰਭਾਵ, ਪੁਲ"
"পুলি, ঘিৰ্ণী, কাপ্পী","ਪੁਲੀ, ਘਿਰਨੀ, ਕਪੀ"
"ইমেজ এক্সটেনচন,চিনক্ৰ&#39;নাইজেচন লছ,৩ ট্ৰেকচন","ਚਿੱਤਰ ਐਕਸਟੈਂਸ਼ਨ, ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਨੁਕਸਾਨ, 3 ਟ੍ਰੈਕਸ਼ਨ"
নাড়ী,ਨਬਜ਼
flutter,ਉੱਡਣਾ
"নাড়ী, নাড়ী","ਦਾਲਾਂ, ਦਾਲਾਂ"
পালছাৰ,ਪਲਸਰ
পাম্প,ਪੰਪ
পাম্পিং,ਪੰਪਿੰਗ
punching,ਮੁੱਕਾ ਮਾਰਨਾ
"তৰা, ছাত্ৰ, কানিনিকা","ਤਾਰਾ, ਪੁਤਲੀ, ਕਨਿਨਿਕਾ"
বিশুদ্ধ,ਸ਼ੁੱਧ
শুদ্ধতা,ਸ਼ੁੱਧਤਾ
"নীল লোহিত,বেঙুনীয়া,বেঙুনীয়া","ਨੀਲ ਲੋਹਿਤ, ਜਾਮਨੀ, ਜਾਮਨੀ"
বুটাম টিপক বুটাম টিপক,ਪੁਸ਼ ਬਟਨ ਪੁਸ਼ ਬਟਨ
নিষ্কাশন,ਕੱਢਣਾ
"পিৰানোমিটাৰ, সৌৰ থাৰ্মোমিটাৰ","ਪਾਈਰਾਨੋਮੀਟਰ, ਸੂਰਜੀ ਥਰਮਾਮੀਟਰ"
তাপবিদ্যুৎ,ਥਰਮੋਇਲੈਕਟ੍ਰਿਕ
হাইগ্ৰ&#39;মিটাৰ,ਹਾਈਗ੍ਰੋਮੀਟਰ
চাইট&#39;মেট্ৰি,ਸਾਇਟੋਮੈਟਰੀ
"Q-আখৰ, Q-সহগ","Q- ਅੱਖਰ, Q- ਗੁਣਾਂਕ"
"চতুৰ্থাংশ, বৃত্ত ভৰি","ਚਤੁਰਭੁਜ, ਚੱਕਰ ਪੈਰ"
"কোৱাড্ৰেণ্ট ইলেক্ট্ৰ’মিটাৰ, কোৱাড্ৰেণ্ট ইলেক্ট্ৰ’মিটাৰ","ਚਤੁਰਭੁਜ ਇਲੈਕਟ੍ਰੋਮੀਟਰ, ਚਤੁਰਭੁਜ ਇਲੈਕਟ੍ਰੋਮੀਟਰ"
দ্বিঘাত,ਚਤੁਰਭੁਜ
চতুৰ্ভুজ,ਚਤੁਰਭੁਜ
গুণমান,ਗੁਣਵੱਤਾ
কোৱাণ্টাম,ਕੁਆਂਟਮ
কোৱাণ্টাম,ਕੁਆਂਟਮ
"কোৱাণ্টাইজেচন, কোৱাণ্টাম, কোৱাণ্টাইজেচন, কোৱাণ্টাইজেচন","ਕੁਆਂਟਿਜ਼ੇਸ਼ਨ, ਕੁਆਂਟਮ, ਕੁਆਂਟਿਜ਼ੇਸ਼ਨ, ਕੁਆਂਟਿਜ਼ੇਸ਼ਨ"
পৰিমাণীকৰণ কৰা,ਮਿਣਤੀ
"পৰিমাণগত, পৰিমাণগত","ਗਿਣਾਤਮਕ, ਮਾਤਰਾਤਮਕ"
"পৰিমাণ, পৰিমাণ, পৰিমাণ","ਮਾਤਰਾ, ਮਾਤਰਾ, ਮਾਤਰਾ"
কোৱাণ্টাম,ਕੁਆਂਟਮ
"চতুৰ্থাংশ, চতুৰ্থাংশ, চতুৰ্থাংশ","ਤਿਮਾਹੀ, ਤਿਮਾਹੀ, ਤਿਮਾਹੀ"
"ৰাইষ্টোন, কোৱাৰ্টছ","rhinestones, ਕੁਆਰਟਜ਼"
সাধাৰণতে অৱস্থা,ਆਮ ਤੌਰ &#39;ਤੇ ਸਥਿਤੀ
উত্তৰাধিকাৰ,ਉਤਰਾਧਿਕਾਰ
ইলাষ্টিক বল,ਲਚਕੀਲੇ ਬਲ
ইলাষ্টিক তৰংগ,ਲਚਕੀਲੇ ਲਹਿਰ
স্থায়ী বৰ্তনী,ਸਥਾਈ ਸਰਕਟ
ষ্টেটিক ইমেজ,ਸਥਿਰ ਚਿੱਤਰ
নিৰ্দিষ্ট চক্ৰ,ਸਥਿਰ ਚੱਕਰ
স্থায়ী অৱস্থা,ਸਥਾਈ ਸਥਿਤੀ
to quench,ਬੁਝਾਉਣ ਲਈ
শান্তকাৰী,ਸੈਡੇਟਿਵ
"quench, কুৱেঞ্চ","ਬੁਝਾਉਣਾ, ਬੁਝਾਉਣਾ"
নিস্তব্ধ দিন,ਸ਼ਾਂਤ ਦਿਨ
d-মান,d-ਮੁੱਲ
"ৰেডিঅ&#39; (সম্পা.), ৰেডিঅ&#39; (v.), তেজস্ক্ৰীয়, বিপৰ্যয়জনক, বিকিৰণ","ਰੇਡੀਓ (ਐਡੀ.), ਰੇਡੀਓ (ਵੀ.), ਰੇਡੀਓਐਕਟਿਵ, ਵਿਨਾਸ਼ਕਾਰੀ, ਰੇਡੀਏਸ਼ਨ"
বিকিৰণ সক্ৰিয়কৰণ বিশ্লেষণ,ਰੇਡੀਏਸ਼ਨ ਐਕਟੀਵੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
"fissile, তেজস্ক্ৰীয়","ਫਿਸਿਲ, ਰੇਡੀਓਐਕਟਿਵ"
তেজস্ক্ৰীয় অনুজ্ঞাপত্ৰদাতা,ਰੇਡੀਓ ਐਕਟਿਵ ਲਾਇਸੰਸਰ
"পচন, তেজস্ক্ৰীয়তা, তেজস্ক্ৰীয়তা","ਸੜਨ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ"
"ৰেডিঅ’গ্ৰাম, ৰেডিঅ’ তাঁৰ, ৰেডিয়ামৰ ছবি","ਰੇਡੀਓਗ੍ਰਾਮ, ਰੇਡੀਓ ਤਾਰ, ਰੇਡੀਅਮ ਚਿੱਤਰ"
"ৰেডিঅ&#39;গ্ৰাফ, বিকিৰণৰ ছবি","ਰੇਡੀਓਗ੍ਰਾਫ, ਰੇਡੀਏਸ਼ਨ ਚਿੱਤਰ"
তেজস্ক্রিয় আয়’ডিন,ਰੇਡੀਓਐਕਟਿਵ ਆਇਓਡੀਨ
"ৰেডিঅ’আইছ’ট’প, ৰেডিয়’আইছ’ট’প","ਰੇਡੀਓ ਆਈਸੋਟੋਪ, ਰੇਡੀਏਸ਼ਨ ਆਈਸੋਟੋਪ"
"এক্স-ৰে থেৰাপী,ৰেডিয়চন থেৰাপী","ਐਕਸ-ਰੇ ਥੈਰੇਪੀ, ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ"
ৰেডিয়চন থেৰাপিষ্ট,ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪਿਸਟ
"ৰেডিঅ&#39;মিটাৰ, ৰেডিঅ&#39;মিটাৰ","ਰੇਡੀਓਮੀਟਰ, ਰੇਡੀਓਮੀਟਰ"
ৰেডিঅ&#39;মেট্ৰি,ਰੇਡੀਓਮੈਟਰੀ
তেজস্ক্রিয়-থেলিয়াম,ਰੇਡੀਓਐਕਟਿਵ-ਥੈਲੀਅਮ
ৰেডিয়চন থেৰাপী,ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ
ৰেডিয়াম,ਰੇਡੀਅਮ
ৰেডিয়াম থেৰাপী,ਰੇਡੀਅਮ ਥੈਰੇਪੀ
ব্যাসাৰ্ধ,ਰੇਡੀਅਸ
ইন্দ্ৰ ধনুষ,ਇੰਦਰ ਧਨੁਸ਼
ৰমন ইফেক্ট,ਰਮਨ ਪ੍ਰਭਾਵ
ramsden বৃত্ত,ramsden ਸਰਕਲ
"random, অনিয়মিত","ਬੇਤਰਤੀਬ, ਅਨਿਯਮਿਤ"
ৰেণ্ডমাইজেচন,ਰੈਂਡਮਾਈਜ਼ੇਸ਼ਨ
যাদৃচ্ছিকতা,ਬੇਤਰਤੀਬਤਾ
দোলক,ਔਸਿਲੇਟਰ
শ্ৰৱণ ক্ষমতাৰ পৰিসৰ,ਸੁਣਨ ਦੀ ਸੀਮਾ
দ্ৰুত নাড়ী,ਤੇਜ਼ ਨਬਜ਼
"বিৰল, বিৰল","ਦੁਰਲੱਭ, ਦੁਰਲੱਭ"
বিৰলতা,ਦੁਰਲੱਭਤਾ
to rarefy কৰা,ਦੁਰਲੱਭ ਕਰਨ ਲਈ
অনুমোদিত ভল্টেজ,ਮਨਜ਼ੂਰ ਵੋਲਟੇਜ
"ৰেটিং, ৰেটিং","ਰੇਟਿੰਗ, ਰੇਟਿੰਗ"
অনুপাত,ਅਨੁਪਾਤ
যুক্তিকৰ,ਤਰਕਸ਼ੀਲ
"অপ্ৰক্ৰিয়াকৃত ডেটাম, গ্ৰহণ কৰা ডেটামৰ দৰে","ਅਣਪ੍ਰੋਸੈਸਡ ਡੈਟਮ, ਜਿਵੇਂ ਕਿ ਪ੍ਰਾਪਤ ਡੈਟਮ"
"ৰশ্মি, কিৰণ, অৰ্ধেখা, আৰ","ਰਸ਼ਮੀ, ਕਿਰਨ, ਅਰਧਰੇਖਾ, ਆਰ"
ৰেলি বিক্ষিপ্ততা,Raleigh ਸਕੈਟਰਿੰਗ
ৰিবাউণ্ড,ਰੀਬਾਉਂਡ
মতামত,ਸੁਝਾਅ
ৰিএক্টিভ কাপলিং,ਪ੍ਰਤੀਕਿਰਿਆਸ਼ੀਲ ਜੋੜ
পুনৰ সক্ৰিয়কৰণ,ਮੁੜ ਸਰਗਰਮੀ
অপ্ৰাসংগিকতা,ਅਪ੍ਰਸੰਗਿਕਤਾ
ৰিয়েক্টৰ,ਰਿਐਕਟਰ
ৰিয়েক্টৰ গুপ্তি,ਰਿਐਕਟਰ ਗੁਪਤਾ
asaji অস্ত্ৰ,astji ਹਥਿਆਰ
"পঢ়া, পঢ়া","ਪੜ੍ਹਨਾ, ਪੜ੍ਹਨਾ"
পুনৰ সামঞ্জস্য কৰা,ਮੁੜ-ਵਿਵਸਥਾ
বাস্তৱ,ਅਸਲੀ
"to rebound (n.), প্ৰতিফলিত কৰা (ver.)","ਰੀਬਾਉਂਡ (n.), ਪ੍ਰਤੀਬਿੰਬਤ ਕਰਨਾ (ver.)"
পুনৰুত্পাদন তাপ,ਮੁੜ ਪੈਦਾ ਕਰਨ ਦੀ ਗਰਮੀ
পুনৰ মানাংকন,ਮੁੜ-ਕੈਲੀਬ੍ਰੇਸ਼ਨ
"গ্ৰাহক, গ্ৰাহক","ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ, ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ"
"ৰিভাৰ্ছ, ৰিভাৰ্ছ, বেক এৰে","ਉਲਟਾ, ਉਲਟਾ, ਪਿਛਲਾ ਐਰੇ"
"বিপৰীত, পাৰস্পৰিক, পাৰস্পৰিক","ਉਲਟ, ਪਰਸਪਰ, ਪਰਸਪਰ"
"পাৰস্পৰিকতা, পাৰস্পৰিকতা","ਪਰਸਪਰਤਾ, ਪਰਸਪਰਤਾ"
"প্ৰতিফলিত (V.), প্ৰতিফলিত (V.)","ਰਿਫਲੈਕਟ (V.), ਰਿਫਲੈਕਟ (V.)"
"পুনঃসংমিশ্ৰণ, পুনৰ ব্যৱহাৰ","ਮੁੜ ਸੰਯੋਜਨ, ਮੁੜ ਵਰਤੋਂ"
নিৰীক্ষণ কৰা,ਨਿਗਰਾਨੀ
"ৰেকৰ্ড কৰা, ৰেকৰ্ড কৰা (n.), ৰেকৰ্ড কৰা, চিহ্নিত কৰা (v.)","ਰਿਕਾਰਡ, ਰਿਕਾਰਡ (ਐਨ.), ਰਿਕਾਰਡ ਕਰਨਾ, ਨਿਸ਼ਾਨ ਲਗਾਉਣਾ (v.)"
ৰেকৰ্ড কৰা হৈছে,ਦਰਜ ਕੀਤਾ
আৰ্কাইভিষ্ট,ਪੁਰਾਲੇਖ ਵਿਗਿਆਨੀ
ৰেকৰ্ডিং,ਰਿਕਾਰਡਿੰਗ
"প্ৰাপ্তি, প্ৰাপ্তি, প্ৰাপ্তি","ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ"
সোঁকোণৰ স্থানাংক স্থানাংক,ਸੱਜੇ ਕੋਣ ਕੋਆਰਡੀਨੇਟ ਕੋਆਰਡੀਨੇਟ
"শোধন, সংশোধন","ਸੁਧਾਰ, ਸੁਧਾਰ"
"পৰিশোধিত, পৰিশোধিত","ਕੁੰਦਨ, ਕੁੰਦਨ"
ৰেক্টিফায়াৰ,ਸੁਧਾਰਕ
ৰেক্টিফায়াৰ ভালভ,ਸੁਧਾਰਕ ਵਾਲਵ
"সৰলৰেখা, সৰলৰেখা, সৰলৰেখা","ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ"
পুনৰাবৃত্তিমূলক পৰিঘটনা,ਆਵਰਤੀ ਘਟਨਾ
তেজৰ দানৱ ৰঙা দানৱ,ਖੂਨ ਦਾ ਭੂਤ ਲਾਲ ਭੂਤ
তেজৰ স্থানান্তৰ,ਖੂਨ ਦਾ ਵਿਸਥਾਪਨ
"হ্ৰাস কৰা, সমান কৰা, সজীৱ কৰা","ਘਟਾਓ, ਬਰਾਬਰ ਕਰੋ, ਐਨੀਮੇਟ ਕਰੋ"
(এটা ধুমকেতুৰ),(ਇੱਕ ਧੂਮਕੇਤੂ ਦਾ)
পৰিশোধিত তথ্য,ਸ਼ੁੱਧ ਡਾਟਾ
"অনুৰূপ, ক্ষুদ্ৰ, বাধ্যতামূলক","ਸਮਾਨ, ਛੋਟਾ, ਲਾਜ਼ਮੀ"
পৰিৱৰ্তন সহগ,ਗੁਣਾਂਕ ਬਦਲੋ
ৰিড-পাইপ,ਰੀਡ-ਪਾਈਪ
পুনৰ প্ৰৱেশ,ਦੁਬਾਰਾ ਦਾਖਲਾ
"নিৰ্দেশনা, উল্লেখ","ਨਿਰਦੇਸ਼, ਹਵਾਲੇ"
প্ৰতিফলনশীলতা,ਪ੍ਰਤੀਬਿੰਬਤਾ
"প্ৰতিফলিত, প্ৰতিফলিত, প্ৰতিফলিত","ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ"
প্ৰতিফলিত হয়,ਪ੍ਰਤੀਬਿੰਬਿਤ
প্ৰতিফলিত,ਪ੍ਰਤੀਬਿੰਬਤ
প্ৰতিফলন,ਪ੍ਰਤੀਬਿੰਬ
ৰিফ্লেক্টিভ লছ,ਪ੍ਰਤੀਬਿੰਬਿਤ ਨੁਕਸਾਨ
প্ৰতিফলনশীলতা,ਪ੍ਰਤੀਬਿੰਬਤਾ
ৰিফ্লেক্টৰ,ਰਿਫਲੈਕਟਰ
ৰিফ্লেক্স মেকানিজম,ਰਿਫਲੈਕਸ ਵਿਧੀ
বিবৰ্তিত,ਰਿਫ੍ਰੈਕਟਡ
বিবৰ্তন,ਅਪਵਰਤਨ
বিবৰ্তন সূচকাংক,ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ
refractoriness,ਪ੍ਰਤੀਰੋਧਕਤਾ
বিবৰ্তন সূচকাংক,ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ
"ফ্ৰীজ, ফ্ৰীজ","ਫਰਿੱਜ, ਫਰਿੱਜ"
পুনৰাবৃত্তি,ਮੁੜ ਲਾਗੂ ਕਰਨਾ
"পুনৰুত্পাদন, বহনক্ষম পুনৰ সংযোগ, পুনৰুত্পাদন","ਪੁਨਰਜਨਮ, ਟਿਕਾਊ ਪੁਨਰ-ਏਕੀਕਰਨ, ਪੁਨਰਜਨਮ"
"পুনৰুত্পাদনশীল, পুনৰুত্পাদনশীল, পুনৰুত্পাদনশীল","regenerative, regenerative, regenerative"
"পঞ্জীয়ন, পঞ্জীয়ন","ਰਜਿਸਟਰੇਸ਼ਨ, ਰਜਿਸਟਰੇਸ਼ਨ"
"বিক্ৰীৰ গতি, পিছুৱাই যোৱা, ৰিগ্ৰেছন, ৰিভাৰ্ছল","ਵਿਕਰੀ ਦੀ ਗਤੀ, ਪਿਛੜੇ ਅੰਦੋਲਨ, ਰਿਗਰੈਸ਼ਨ, ਉਲਟਾ"
"even, নিয়মীয়া, প্ৰতিসম","ਸਮ, ਨਿਯਮਤ, ਸਮਮਿਤੀ"
সমৰূপী কঠিন,isoform ਠੋਸ
নিয়ন্ত্ৰণ,ਨਿਯਮ
সম্পৰ্ক,ਸਬੰਧ
"আপেক্ষিক, আপেক্ষিক","ਰਿਸ਼ਤੇਦਾਰ, ਰਿਸ਼ਤੇਦਾਰ"
সম্পৰ্কীয়,ਰਿਸ਼ਤੇਦਾਰ
তুলনামূলকভাৱে নিশ্চিত,ਮੁਕਾਬਲਤਨ ਯਕੀਨੀ
"আপেক্ষিকতা, আপেক্ষিকতা, আপেক্ষিকতা","ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ"
জিৰণি লোৱা,ਆਰਾਮ
"ৰিলে, ট্ৰেন্সমিছন","ਰੀਲੇਅ, ਸੰਚਾਰ"
পাপমোচন,ਛੁਟਕਾਰਾ
নিৰ্ভৰযোগ্যতা,ਭਰੋਸੇਯੋਗਤਾ
অৱশিষ্ট,ਬਕਾਇਆ
ৰিম&#39;ট কন্ট্ৰ&#39;ল,ਰਿਮੋਟ ਕੰਟਰੋਲ
renormalized,ਮੁੜ ਸਧਾਰਣ ਕੀਤਾ ਗਿਆ
"পুনৰ-অৰিয়েণ্টেচন, পুনৰ-বিন্যাস","ਰੀ-ਓਰੀਐਂਟੇਸ਼ਨ, ਮੁੜ-ਸੰਰਚਨਾ"
পুনৰাবৃত্তিযোগ্যতা,ਦੁਹਰਾਉਣਯੋਗਤਾ
"পুনৰাবৃত্তিকাৰী, পুনৰাবৃত্তিকাৰী","ਦੁਹਰਾਉਣ ਵਾਲਾ, ਦੁਹਰਾਉਣ ਵਾਲਾ"
"to repel, বিকৃত কৰা","repel ਕਰਨ ਲਈ, repel ਕੀਤਾ ਜਾ ਕਰਨ ਲਈ"
repulsive,ਘਿਣਾਉਣੀ
পুনৰাবৃত্তি,ਦੁਹਰਾਓ
প্ৰতিনিধিত্ব কৰা,ਨੁਮਾਇੰਦਗੀ
"প্ৰতিনিধি, প্ৰতিনিধি","ਪ੍ਰਤੀਨਿਧੀ, ਪ੍ਰਤੀਨਿਧੀ"
"পুনৰুদ্ধাৰযোগ্য, পুনৰুত্পাদনযোগ্য","ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ, ਮੁੜ ਪੈਦਾ ਕਰਨ ਯੋਗ"
"প্ৰজনন, প্ৰজনন, প্ৰজনন","ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ"
repel কৰা,ਦੂਰ ਕਰਨਾ
repulsion,ਵਿਰੋਧ
repulsive,ਘਿਣਾਉਣੀ
গৱেষণা,ਖੋਜ
"cistern, জলাশয়, জলাশয়, জলাশয়, cistern","ਤਲਾਬ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਟੋਆ"
পুনৰ নিয়োগ কৰা,ਮੁੜ ਤੈਨਾਤੀ
"অৱশিষ্ট, অৱশিষ্ট","ਬਕਾਇਆ, ਬਚਿਆ ਹੋਇਆ"
"ৰেজিষ্টেন্স, ৰেজিষ্টেন্স","ਵਿਰੋਧ, ਵਿਰੋਧ"
ৰেজিষ্টিভিটি,ਪ੍ਰਤੀਰੋਧਕਤਾ
ৰেজিষ্টৰ,ਰੋਧਕ
"দ্ৰৱণ, দ্ৰৱণ, পাৰ্থক্য","ਭੰਗ, ਭੰਗ, ਵਿਭਿੰਨਤਾ"
ভুল উপস্থাপন,ਗਲਤ ਪੇਸ਼ਕਾਰੀ
"বিভাজিত কৰা, বিভাজিত কৰা, বিভাজিত কৰা","ਖੰਡ ਕਰਨ ਲਈ, ਵੱਖ ਕਰਨ ਲਈ, ਖੰਡਿਤ ਕਰਨ ਲਈ"
স্প্লিটাৰ,ਵੰਡਣ ਵਾਲਾ
অনুনাদ,ਗੂੰਜ
অনুনাদী প্ৰভাৱ,ਗੂੰਜਦਾ ਪ੍ਰਭਾਵ
অনুনাদী,ਗੂੰਜਦਾ
"অনুনাদ, অনুনাদ","ਗੂੰਜ, ਗੂੰਜ"
অনুনাদী,ਗੂੰਜਦਾ
"উত্তৰ, সঁহাৰি, প্ৰতিবেদন","ਜਵਾਬ, ਜਵਾਬ, ਰਿਪੋਰਟ"
বিৰতি,ਵਿਰਾਮ
আকৌ আৰম্ভ কৰক,ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ
অৱশিষ্ট ৰশ্মি,ਬਕਾਇਆ ਬੀਮ
"ফলাফল, ফলাফল, ফলাফল","ਨਤੀਜਾ, ਨਤੀਜਾ, ਨਤੀਜਾ"
ফলাফলৰ ফলাফল,ਨਤੀਜਾ ਨਤੀਜਾ
retarded,ਤੇਕਮਜ਼ੋਰ
পাতলকাৰী,ਪਤਲਾ
ৰেটিকুল,ਜਾਲੀਦਾਰ
"ৰেটিনা, ৰেটিনা","ਰੈਟੀਨਾ, ਰੈਟੀਨਾ"
পিছফালে ৰকেট,ਵਾਪਸ ਰਾਕੇਟ
"অনুনাদ, ৰিগ্ৰেছন, ৰিবাউণ্ড","Resonance, Regression, Rebound"
অনুসৰণ কৰা,ਦੀ ਪਾਲਣਾ ਕਰੋ
ওলোটা কৰা,ਉਲਟਾ
"ওলোটা, ওলোটা, ওলোটা, ওলোটা","ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ"
পিছপৰা পক্ষপাতিত্ব,ਪਿਛੜੇ ਪੱਖਪਾਤ
উলটিব পৰা ক্ষমতা,reversibility
উলটিব পৰা,ਉਲਟਾਉਣਯੋਗ
ঘূৰ্ণন,ਰੋਟੇਸ਼ਨ
ঘূৰ্ণনশীল,ਘੁੰਮਣਾ
ৰেইনল্ডছ নম্বৰ,ਰੇਨੋਲਡਸ ਨੰਬਰ
ষ্ট্ৰিম কন্ট্ৰ&#39;লাৰ,ਸਟ੍ਰੀਮ ਕੰਟਰੋਲਰ
অদ্ভুত দৈৰ্ঘ্য,ਅਜੀਬ ਲੰਬਾਈ
"ত্ৰিকোণীয় স্ফটিক, সমান্তৰাল ষড়ভুজ স্ফটিক","ਤਿਕੋਣਾ ਕ੍ਰਿਸਟਲ, ਸਮਾਨਾਂਤਰ ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ"
"ৰম্ব’ইড প্ৰিজম, চতুৰ্ভুজ প্ৰিজম","ਰੋਮਬੋਇਡ ਪ੍ਰਿਜ਼ਮ, ਚਤੁਰਭੁਜ ਪ੍ਰਿਜ਼ਮ"
ৰাজমিস্ত্ৰী হৈ থাকক,ਮੇਸਨ ਰਹੋ
"ছন্দ, কেডেন্স, ছন্দ","ਤਾਲ, ਤਾਲ, ਤਾਲ"
ঘড়ীৰ কাঁটাৰ দিশত,ਘੜੀ ਦੀ ਦਿਸ਼ਾ ਵਿੱਚ
উলম্ব প্ৰিজম,ਲੰਬਕਾਰੀ ਪ੍ਰਿਜ਼ਮ
