Hindi,Assamese
साध्य,সাধনযোগ্য
संरक्षित कुंजी,সুৰক্ষিত চাবি
संरक्षण,সংৰক্ষণ
प्रोटोकॉल,প্ৰট&#39;কল
"1.प्रोटोकॉल अंतरण, 2.प्रोटोकॉल अनुवाद, 3.प्रोटोकॉल अनुभाषण","1. প্ৰট&#39;কল স্থানান্তৰ, 2. প্ৰট&#39;কল অনুবাদ, 3. প্ৰট&#39;কল ব্যাখ্যা"
छद्म कोड,ছ্যুডো ক&#39;ড
"1.सार्वजनिक डाटा, 2.सार्वजनिक आंकड़आ जालक्रम","১.ৰাজহুৱা তথ্য, ২.ৰাজহুৱা তথ্য নেটৱৰ্ক"
"1.सार्वजनिक डॉमेन,2.सार्वजनिक प्रक्षेत्र","১.ৰাজহুৱা ডমেইন, ২.ৰাজহুৱা ডমেইন"
सार्वजनिक कुंजी गूढलेखन,ৰাজহুৱা কি&#39; এনক্ৰিপচন
स्पंद,নাড়ী
स्पंद कोड मॉडुलन,পালছ ক&#39;ড মডুলেচন
पल्स डिजीटल माडुलेशन (पी डी एम),পালছ ডিজিটেল মডুলেচন (PDM)
स्पंदावली,স্পন্দাৱলি
विराम चिन्ह,বিৰাম চিহ্ন
"दाब, भरण","চাপ, ভৰোৱা"
अधोभरण ऑटोमेटा,ডাউনলোড automata
ऊर्ध्वभरण सूची,উলম্ব তালিকা
चतुर्घनत्व,দ্বিঘাত
"1.अर्हता, 2.योग्यता","১.অৰ্হতা, ২.অৰ্হতা"
परिमाणक,quantifier
क्वांटीकृत करना,পৰিমাণীকৰণ কৰা
क्वाटीकारक,ভাগফল
क्वांटम,কোৱাণ্টাম
क्वांटम कालद,কোৱাণ্টাম ঘড়ী
"1.क्वांटम कप्युटन, 2.क्वांटम अभिकलन","১.কোৱাণ্টাম কপুটান, ২.কোৱাণ্টাম গণনা"
उदाहरणगत पृच्छा,উদাহৰণ প্ৰশ্ন
"1.पूछताछ, 2.पृच्छा","১/ অনুসন্ধান, ২/ অনুসন্ধান"
पृच्छा भाषा,প্ৰশ্ন ভাষা
पृच्छा प्रक्रमण,প্ৰশ্ন প্ৰক্ৰিয়াকৰণ
पंक्ति,লানি পতা
पंक्ति प्रबंधन,শাৰী ব্যৱস্থাপনা
पंक्ति पंजी,শাৰী পঞ্জীয়ন
"1.पंक्ति नेटवर्क, 2.पंक्ति जालक्रम","1. শাৰী নে&#39;টৱৰ্ক, 2. শাৰী নে&#39;টৱৰ্ক"
पंक्ति सिद्धांत,শাৰী তত্ত্ব
द्रुत अभिगम स्मृति,দ্ৰুত অভিগম মেমৰি
भागफल,ভাগফল
रेडियो आवृत्ति व्यतिकरण (आर एफ आई),ৰেডিঅ&#39; ফ্ৰিকুৱেন্সি ইন্টাৰফেৰেন্স (RFI)
मूलांक,ৰেডিক্স
यादृच्छिक अभिगम कंप्यूटर उपस्कर (आर ए सी ई),ৰেণ্ডম এক্সেছ কম্পিউটাৰ সঁজুলি (RACE)
यादृच्छिक अभिगम मेमोरी (रैम),ৰেণ্ডম এক্সেছ মেমৰি (RAM)
यादृच्छिक क्रमवीक्षण,ৰেণ্ডম স্কেনিং
"1.रैस्टर, 2.रेखापुंज","১.ৰেষ্টাৰ, ২.ৰেষ্টাৰ"
रैस्टर क्रमवीक्षण,ৰেষ্টাৰ স্কেনিং
पुन:अभियांत्रिकी,পুনৰ অভিযান্ত্ৰিকীকৰণ
पुनर्वर्धन,পুনৰুজ্জীৱিতকৰণ
"1.अभिगम्यता, 2.गम्यता","1. অভিগম্যতা, 2. অভিগম্যতা"
पठन,পঢ়ি থকা
पठन शीर्ष,ৰিডিং হেড
"1.केवल पठनीय, 2.पठन मात्र","১.কেৱল পঢ়া, ২.কেৱল পঢ়া"
"1.पठन मात्र स्मृति, 2.पठन मात्र मेमोरी","1. কেৱল পঢ়া মেমৰি, 2. কেৱল পঢ়া মেমৰি"
पठन लेखन शीर्ष,পঢ়া লিখাৰ মূৰ
"1.पठन चक्र, 2.लेखन चक्र","1. পঢ়া চক্ৰ, 2. লিখা চক্ৰ"
"1.पठन चक्र, 2.लेखन शीर्ष","১.পঢ়া চক্ৰ, ২.লিখাৰ মূৰ"
"1.मेमोर्य्पठन, 2.लेखन स्मृति","1. পঢ়া স্মৃতি, 2. লিখা স্মৃতি"
पाठक,পাঠক
"पठन, पाठन","পঢ়া, পঢ়া"
"1.रीड आउट, 2.पठनोत्तर","১.পঢ়া, ২.পঢ়া পোষ্ট কৰা"
तिमेवास्तविक काल,সময় বাস্তৱ
"1.सद्य अनुक्रिया प्रक्रमण,2.तुरंत अनुक्रिया प्रक्रमण","1. দ্ৰুত সঁহাৰি প্ৰক্ৰিয়াকৰণ, 2. তাৎক্ষণিক সঁহাৰি প্ৰক্ৰিয়াকৰণ"
अभिग्राही,ৰিচিভাৰ
अभिज्ञान तर्क,চিনাক্তকৰণ যুক্তি
पुन: क्रमादेश अंतरण,পুনৰ প্ৰগ্ৰেমিং স্থানান্তৰ
अभिलेख,নথিভুক্ত
"1.अभिलेखी शीर्ष, 2.रिकार्डिंग हेड","১/ ৰেকৰ্ডিং হেড, ২. ৰেকৰ্ডিং হেড"
सुधार योग्य त्रुटि,সংশোধনযোগ্য ভুল
पूर्ति,পূৰ্ণতা
पुनरावर्तन प्रमेय,পুনৰাবৃত্তি উপপাদ্য
पुनरावर्तन,পুনঃব্যৱহাৰ
पुनरावर्ती फलन,পুনৰাবৃত্তিমূলক ফলন
लघुकृत अनुदेश समुच्चय कंप्यूटर (रिसक),ক্ষুদ্ৰ নিৰ্দেশনা ছেট কম্পিউটাৰ (RISC)
अतिरेकता,অতিৰিক্ততা
"1.स्वतंत्र चक्रिका, 2.डिस्कों की अतिरिक्त सरणी (रेड)","1.স্বাধীন ডিস্ক, 2.ডিস্কৰ অতিৰিক্ত এৰে (ৰঙা)"
पुन:प्रवेशी,পুনৰ প্ৰৱেশ
पुन:प्रवेशी कूट,পুনৰ প্ৰৱেশ ক&#39;ড
संदर्भ,সন্দৰ্ভ
संदर्भिक समग्रता,ৰেফাৰেন্সিয়েল অখণ্ডতা
परावर्तकता,প্ৰতিফলনশীলতা
परावर्तन,প্ৰতিফলন
अपवर्तन,বিবৰ্তন
पुनश्चर्या,সতেজতা
पुनर्जनन,পুনৰুত্পাদন
पंजी,পঞ্জীয়ন কৰা
नियमित व्याकरण,নিয়মীয়া ব্যাকৰণ
संबंध,সম্পৰ্ক
संबंधपरक डेटाबेस,সম্পৰ্কীয় ডাটাবেছ
संबंधपरक डाटाबेस प्रबंधन तंत्र (आर डी बी एम एस),সম্পৰ্কীয় তথ্যকোষ ব্যৱস্থাপনা ব্যৱস্থা (RDBMS)
संबंधपरक निदर्श,সম্পৰ্কীয় আৰ্হি
"1.सापेक्ष, 2.आपेक्षिक","1. আপেক্ষিক, 2. আপেক্ষিক"
आपेक्षिक पताभिगमन,আপেক্ষিক সম্বোধন
"1.रिले, 2.प्रतिसारण","1. ৰিলে, 2. সংক্ৰমণ"
विश्वसनीयता निदर्शन,নিৰ্ভৰযোগ্যতা আৰ্হি
विश्वसनीय,নিৰ্ভৰযোগ্য
"1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ","1. স্থানান্তৰ কৰিব পৰা ক&#39;ড, 2. স্থানান্তৰ কৰিব পৰা তথ্য"
सुदूर,দূৰ
सुदूर पोषक,ৰিম&#39;ট ফিডাৰ
सुदूर कार्य प्रविष्टी,দূৰৱৰ্তী কৰ্ম প্ৰৱেশ
"1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन","1.দূৰৱৰ্তী অধিবেশন আৰম্ভ, 2.দূৰৱৰ্তী প্ৰৱেশ"
सुदूर प्रक्रिया आह्वान (आर पी सी),দূৰৱৰ্তী পদ্ধতি আমন্ত্ৰণ (RPC)
सूदूर संवेदन,ৰিম&#39;ট চেন্সিং
पुन: नामकरण,নামকৰণ কৰা
"1.प्रतिपादन,2.समर्पण","1.ৰেণ্ডাৰিং, 2.উচৰ্গাকৰণ"
पुनरावर्तक,ৰিপিটাৰ
उत्तर,উত্তৰদিশ
"1.अनुरोध, 2.निवेदन","1. অনুৰোধ, 2. অনুৰোধ"
टिप्पणी अनुरोध (आर एफ सी),মন্তব্যৰ অনুৰোধ (RFC)
"1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल","1.অনুৰোধ প্ৰট&#39;কল, 2.প্ৰতিক্ৰিয়া প্ৰট&#39;কল"
पुनरावर्ती प्रोग्राम,পুনৰাবৃত্তিমূলক প্ৰগ্ৰেম
अनुसंधान,গৱেষণা
पुन:स्थाप चक्र,পুনৰুদ্ধাৰ কৰা চক্ৰ
स्मृतिवासी,স্মৃতিবিদ
विभेदन,পাৰ্থক্য
संसाधन,সম্পদসমূহ
अनुक्रिया काल,সঁহাৰিৰ সময়
"1.पुन: प्रवर्तन, 2.पुन: आरंभ","1.পুনৰ আৰম্ভ, 2.পুনৰ আৰম্ভ"
पुन: भंडारण,পুনৰুদ্ধাৰ কৰা
पुन: अनुरेख,পুনৰ ট্ৰেচ কৰক
"1.पुन: प्रेषण, 2.पुन: संचार","1. পুনৰ প্ৰেৰণ, 2. পুনৰ যোগাযোগ"
पुन: प्राप्ति,পুনৰুদ্ধাৰ
पुन: प्रयास,পুনৰ চেষ্টা কৰক
"1.प्रतिगमन, 2.वापसी","1.ৰিগ্ৰেছন, 2.ৰিটাৰ্ণ"
प्रतिगमन कूट,ৰিগ্ৰেছন ক&#39;ড
प्रतिगमन कुंजी,ৰিগ্ৰেছন কি&#39;
पुन: प्रयोज्य कोड,পুনৰ ব্যৱহাৰযোগ্য ক&#39;ড
पुन: लेखनीय,পুনৰ লিখিব পৰা
आर जी बी मॉनीटर,rgb মনিটৰ
रिबन,ফিতা
अधिकारिक इश्यू,চৰকাৰী বিষয়টো
"1.रोबोट, 2.यंत्रमानव, 3.यांत्रव","১.ৰবট, ২.মেকানিক, ৩.মেকানিজম"
"1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान","১.যান্ত্ৰিক বিজ্ঞান, ২.যান্ত্ৰিক নৃতত্ত্ব"
"हष्ट-पुष्ट, सुदृड़","শক্তিশালী, শক্তিশালী"
भूमिका,ভূমিকা
पुन: वेल्लन,আকৌ ৰোলিং কৰা
अन्तर्वेल्लन,engulfment
बहिर्बेल्लन,আউটফ্ল&#39;
"1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)","1. কেৱল পঢ়া মেমৰি, 2. কেৱল পঢ়া মেমৰি (ROM)"
मूल,মূলত
मूल निर्देशिका,মূল পঞ্জিকা
संनिकटन त्रुटि,আনুমানিক ভুল
"1.रूटर,2.अनुमार्गक","১.ৰাউটাৰ, ২.ৰাউটাৰ"
"मार्गाभिगमन, अनुमार्गण","ৰুটিং, ৰুটিং"
आर एस 232 सी अंतरापृष्ट,RS232C আন্তঃপৃষ্ঠ
आर एस ए गूढलेखन,RSA এনক্ৰিপচন
आर टी सी,rtc
कार्यविस्तार कोडन,ৱৰ্কিং ডিটেইল ক&#39;ডিং
कार्यावधि,কাৰ্যকাল
कार्यावधि त्रुटि,চলনসময়ৰ ত্ৰুটি
"1.प्रतिदर्श, 2.नमूना","1. নমুনা, 2. নমুনা"
प्रतिचयन,নমুনা সংগ্ৰহ কৰা
"1.उपग्रह, 2.सेटेलाइट","১.উপগ্ৰহ, ২.উপগ্ৰহ"
संत्रिप्तन,চেচুৰেচন
सुरक्षित करो,সঞ্চয় কৰা
"1.मापनीयता, 2.मापक्रमणीयता","1. স্কেলেবিলিটি, 2. স্কেলেবিলিটি"
अदिश,স্কেলাৰ
क्रमवीक्षण,স্কেনিং কৰা
परिदृश्य,ভূচিত্ৰ
अनुसूचक,scheduler
स्क्रीन प्रतिबिंब प्रक्षेपक,স্ক্ৰীণ প্ৰতিফলন প্ৰজেক্টৰ
लिपि,চিত্ৰনাট্য
लिपिकरण भाषा,লিপিৰ ভাষা
"1.कुंडलन, 2.स्क्रॉलन","১.কইল, ২.স্ক্ৰল"
तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी ),সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ (SDLC)
"1.अन्वेषण, 2.खोज","১.অন্বেষণ, ২.আৱিষ্কাৰ"
खोज इंजन,চাৰ্চ ইঞ্জিন
खोज वृक्ष,search tree
"1.अन्वेषण, 2.खोजना","1.অন্বেষণ, 2.আৱিষ্কাৰ"
दवितीयक,মাধ্যমিক
"1.सेक्टर, 2.खंड","১.খণ্ড, ২.খণ্ড"
सुरक्षा नीति,সুৰক্ষা নীতি
खोज अवधि,সন্ধান শব্দ
"1.अनुभाग, 2.खंड","১.ধাৰা, ২.ধাৰা"
"1.खण्डन, 2.खण्डीकरण","১.বিভাজন, ২.বিভাজন"
चयन छंटाई,নিৰ্বাচন সজাই পৰাই তোলা
"1.स्वपूर्ण, 2.स्वत: पूर्ण","1.স্বয়ংক্ৰিয় সম্পূৰ্ণ, 2.স্বয়ংক্ৰিয় সম্পূৰ্ণ"
"1.सीमेंटिकी, 2.अर्थ विज्ञान","১.অৰ্থবিজ্ঞান, ২.অৰ্থবিজ্ঞান"
सीमेफॉर,চেমাফোৰ
अर्धचालक,অৰ্ধপৰিবাহী
कल्पायन वेब,fantasy web
अनुक्रमिक अभिगम विधि,ক্ৰমিক অভিগম পদ্ধতি
क्रमिक,ক্ৰমাগত
क्रमक,ছিৰিয়েল
"1.परिसेवक, 2.सर्वर","1.চাৰ্ভাৰ, 2.চাৰ্ভাৰ"
परिसेवक ध्वंस,চাৰ্ভাৰ ক্ৰেচ
परिसेवक लाइसेंस,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
सर्वो गुणक,চাৰ্ভো বহুগুণক
समुच्चय,set of
निर्दिष्ट बिंदु,নিৰ্দিষ্ট বিন্দু
व्यवस्था,ব্যৱস্থা
छाया,ছাঁ
छायांकन,চিনেমাট&#39;গ্ৰাফী
प्रतिछाया,অনুসৰণ কৰা
शेयर संचिका,ফাইলটো শ্বেয়াৰ কৰক
सहभाजित अभिगम,অংশীদাৰী অভিগম
सहभाजन,ভাগ কৰি দে
"1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश","১/ ব্ৰেকেট, ২. কৱচ, ৩. শ্বেল, ৪. শ্বেল"
विस्थापन संप्रतीक,বিচ্যুতিৰ চিহ্ন
लघुपथ,চুটি পথ
लघु अनुदेश,চুটি নিৰ্দেশনা
सहोदर,সহোদৰ
"1.पार्श्व प्रभाव, 2.प्रति-प्रभाव","1. পাৰ্শ্বক্ৰিয়া, 2. প্ৰতি প্ৰভাৱ"
चिन्ह बिट,sign bit
संकेत,সূত্ৰ
संकेत प्रक्रमण,সংকেত প্ৰক্ৰিয়াকৰণ
संकेतन,সংকেত
"1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात","1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত"
"1.हस्ताक्षर, 2. चिन्हक","১.চহী, ২. স্বাক্ষৰ"
चिन्हक परीक्षण,মাৰ্কাৰ পৰীক্ষা
सार्थक अंक,উল্লেখযোগ্য নম্বৰ
सिलिकॉन चिप,ছিলিকন চিপ
सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
एकधा,একক
"1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि","1. এটা সংকেত ন&#39;ড, 2. simplex ন&#39;ড"
अनुकरण,চিমুলেচন
अनुकारी,অনুকৰণকাৰী
"1.युगपत, 2.समकालिक","১.সমকালীন, ২.সমকালীন"
युगपत प्रक्रमण,একেলগে প্ৰক্ৰিয়াকৰণ
एकल,একক
"1.साईट लाइसेंस, 2.स्थल लाइसेंस","1.ছাইট লাইচেন্স, 2.ছাইট লাইচেন্স"
"1.साइज, 2.आमाप","১.আকাৰ, ২.আকাৰ"
आमापन,জোখ-মাখ কৰা
"1.रेखांकन, 2.रेखाचित्रण","1. চিত্ৰণ, 2. চিত্ৰণ"
प्लुति,প্লুটি
"1.प्लुति, 2.प्लुतिकरण","১.প্লুটি, ২.প্লুটিকাৰন"
"1.स्लैश, 2.काट","১.স্লেচ, ২.কাট"
अधीन कंप्यूटर,কম্পিউটাৰৰ অধীনত
सर्पी विंडो प्रोटोकॉल,snake উইন্ডো প্ৰট&#39;কল
"1. चूक, 2. सर्पण","1. বাদ দিয়া, ২. আত্মসমৰ্পণ কৰা"
खाँचा,ছাঁদ
स्कैजी (एस सी एस आई),SCSI (SCSI)
स्मार्ट कार्ड,স্মাৰ্ট কাৰ্ড
धीमी डाक,শামুক মেইল
आशुचित्र,স্নেপশ্বট
"1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन","১.চফ্ট কম্পিউটেচন, ২.চফ্ট কম্পিউটেচন"
सॉफ्ट प्रति,চফ্ট কপি
सुगम फान्ट,সহজ ফন্ট
सॉफ्टवेयर,ছ’ফ্টৱেৰ
सॉफ्टवेयर इंजीनियरी,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
सॉफ्टवेयर लाइसेंस,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
सॉफ्टवेयर चोरी,চফ্টৱেৰ পাইৰেচি
स्पेक्ट्रम,বৰ্ণালী
"1.पेंचदार, 2.सर्पिल","1.স্ক্ৰু, 2.স্পাইৰেল"
"1.विस्तृत शीट, 2.स्प्रेडशीट","1.বিস্তাৰিত পত্ৰিকা, 2.স্প্ৰেডশ্বীট"
मानक,মানদণ্ড
मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
मानकीकरण,প্ৰামাণিককৰণ
प्रतीक्षा काल,অপেক্ষাৰ সময়
तारक लैन,তাৰক লান
तारक संस्थिति,তৰাৰ অৱস্থান
आरंभी बिट,আৰম্ভণিৰ বিট
"1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट","1. অভাৱ, 2. অভাৱ, 3. অভাৱ সংকট"
"1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी","1.ষ্টেটিক মেমৰি, 2.ষ্টেটিক মেমৰি"
स्थिति चैनल,ষ্টেটাছ চেনেল
"1.सोपान साइज, 2.सोपानी आयाम","1.পদক্ষেপৰ আকাৰ, 2.পদক্ষেপৰ মাত্ৰা"
विराम एवं प्रतीक्षा प्रोटोकॉल,বিৰতি আৰু অপেক্ষা প্ৰট&#39;কল
विराम कूट,ব্ৰেক ক&#39;ড
विराम कुंजी,pause key
भंडारणीयता,সংৰক্ষণযোগ্যতা
भंडारित प्रोग्राम,সংৰক্ষিত প্ৰগ্ৰেম
श्रृंखला आँकड़आ,শৃংখলা তথ্য
"1.संरचित कूटलेखन, 2.संरचित कोडन","1.গাঁথনিযুক্ত এনকোডিং, 2.গাঁথনিযুক্ত ক&#39;ডিং"
संरचित पृच्छा भाषा (एस क्यू एल),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
"1. वर्तिका पत्र ,2. शैली पत्र","১.ব্ৰ&#39;চাৰৰ শ্বীট, ২. শৈলীৰ চিঠি"
उपनिदेशिका,উপ-ডাইৰেকটৰি
"1.उपजाल, 2.सबनेट","১.চাবনেট, ২.চাবনেট"
उपवृक्ष,উপবৃক্ষ
"1.संक्षेपण, 2.संक्षेपीकरण","১.সংক্ষিপ্তকৰণ, ২.সংক্ষিপ্তকৰণ"
"1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर","১.ছুপাৰ কম্পিউটাৰ, ২.ছুপাৰ কম্পিউটাৰ"
"1.सुपर कप्यूटन, 2.सुपर अभिकलन","১.ছুপাৰ কম্পিউটেচন, ২.ছুপাৰ কম্পিউটেচন"
महाकुंजी,কি&#39; চাবি
सर्वोच्च प्रयोक्ता,শীৰ্ষ ব্যৱহাৰকাৰী
पर्यवेक्षित अधिगम,তত্বাৱধানত শিক্ষণ
सहायक चिप,সহায়ক চিপ
नेट विचरण,নেট ভ্যাৰিয়েন্স
"1.नेट विचरण, 2.सीकरण, 3.सर्फन","১.নেট ভ্যাৰিয়েন্স, ২.অংশ, ৩.ছাৰফান"
गमागम,অদলবদল
अंतर्गमागम,ইনবাউণ্ড
बहिर्गमागम,আউটফ্ল&#39;
गमागमन,শ্বেপিং
"1.स्विचित नेटवर्क,2. स्विचित जालक्रम","1.চুইচ কৰা নেটৱৰ্ক, 2. চুইচ কৰা নেটৱাৰ্ক"
स्विचन,চুইচিং
स्विचन सिद्धांत,চুইচিং নীতি
प्रतीकात्मक प्रोग्रामन,প্ৰতীকী প্ৰগ্ৰেমিং
तुल्यकालन,সমন্বয়
तुल्यकालक,সমন্বয়ক
तुल्यकालिक,সমকালীন
तुल्यकालिक अंकीय पदानुक्रम (एस डी एच),সমকালীন সংখ্যাগত হাইৰাৰ্কি (SDH)
वाक्य विश्लेषण,বাক্য বিশ্লেষণ
तंत्र विश्लेषण,ব্যৱস্থা বিশ্লেষণ
तंत्र इंजीनियरी,চিষ্টেম ইঞ্জিনিয়াৰিং
"1.तंत्र विच्छेदक, 2.तंत्र हैकर","১/ চিষ্টেম ব্ৰেকাৰ, ২/ চিষ্টেম হেকাৰ"
तंत्र समेकक,চিস্টেম ইন্টিগ্ৰেটৰ
तंत्र लॉग,চিস্টেম লগ
तंत्र आच्छद,চিস্টেম কভাৰ
तंत्र नेटवर्क संरचना (एस एन ए),ব্যৱস্থাপ্ৰণালীৰ নে&#39;টৱৰ্ক গঠন (SNA)
"1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक","1. চিস্টেম প্ৰগ্ৰেমাৰ, 2. চিস্টেম প্ৰগ্ৰেমাৰ"
"1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन","1. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ, 2. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ"
तंत्र समापन,চিস্টেম সমাপ্তি
तंत्र परीक्षण,চিস্টেম পৰীক্ষা
तंत्र उपयोगिता,চিস্টেম সঁজুলি
"1.व्यवस्थित कोड, 2.व्यवस्थित कूट","1. পদ্ধতিগত সংহিতা, 2. পদ্ধতিগত সংহিতা"
टैब समादेश,টেব কমাণ্ড
सारणी,অনুসূচী
सारणी अवलोकन,টেবুলাৰ অভাৰভিউ
सारणी स्थान,টেবুলৰ স্থান
पटलिका,ফলক
"1.सारणीवद्ध, 2.सरणी व्यूह","1.tabular, 2.এৰে এৰে"
सारणीकरण फलन,টেবুলেচন ফাংচন
"1.चिह्नित वास्तुकला, 2.चिह्नित संरचना","১.চিহ্নিত স্থাপত্য, ২.চিহ্নিত গঠন"
चिहनित प्रतिबिंब संचिका फर्मा (टिफ),চিহ্নিত চিত্ৰ ফাইল প্ৰপত্ৰ (TIFF)
अग्रानुक्रम तंत्र,টেণ্ডেম ব্যৱস্থা
टेप घनत्व,টেপ ঘনত্ব
टेप आवरण,টেপ কভাৰ
टार संचिका,tar ফাইল
कार्य,কাম
कार्यदर्शिका,ৱৰ্ক গাইড
कार्य अनुसूचक,কাৰ্য্যসূচীকাৰী
संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল (TCP/IP)
कटाव संक्रिया,কাটিং অপাৰেচন
दूरसंचार,টেলিকমিউনিকেচন
दूरसंचार,টেলিকমিউনিকেচন
दूरसंवाद,টেলিকম
दूर सम्मेलन,টেলিকনফাৰেন্স
"1.तारप्रेषण, 2.टेलीग्राफी","১.টেলিগ্ৰাফ, ২.টেলিগ্ৰাফী"
"1.दूरमापी, 2.दूरमिती","১.টেলিমিটাৰ, ২.টেলিমেট্ৰি"
"1.दूरभाष, 2.टेलीफोन","১.টেলিফোন, ২.টেলিফোন"
दूरभाषी,টেলিফোন
"1.दूरमुद्रक, 2.टेलीप्रिंटर","১.টেলিপ্ৰিণ্টাৰ, ২.টেলিপ্ৰিণ্টাৰ"
दूरप्रक्रमण,টেলিপ্ৰচেছিং
"1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र","১/ দূৰদৰ্শন, ২.দূৰদৰ্শন, ৩.দূৰদৰ্শন"
टेलेक्स,টেলেক্স
"1.दूर जाल, 2.टेलनेट","১.নেটৱৰ্ক, ২.টেলনেট"
"1.ताप, 3.तापक्रम","১.গৰম, ৩.তাপমাত্ৰা"
"1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा","১.আকৃতিৰ প্লেট, ২.সাঁচ, ৩.ৰূপা"
दस-पूरक,দহৰ পৰিপূৰক
टेरा बाइट,টেৰা বাইট
टेरा फलाप्स,টেৰা ফেলপছ
"1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर","1.এণ্ড পইণ্টাৰ, 2.টাৰ্মিনেল কাৰ্চাৰ"
"1.अंतक आसंधि, 2.टर्मिनल नोड","1.এণ্ড ন&#39;ড, 2.টাৰ্মিনেল ন&#39;ড"
टर्मिनल विंडो,টাৰ্মিনেল উইন্ডো
समापन,ending
त्रि-आधारी,ট্ৰাই-বেছ
त्रि-आधारी संक्रिया,তিনিটা বেচ অপাৰেচন
परीक्षण,পৰীক্ষা কৰা হৈছে
परीक्षण व्याप्ति,পৰীক্ষাৰ কভাৰেজ
परीक्षण निष्पादन,পৰীক্ষা নিষ্পাদন
परीक्षण आँकड़आ,পৰীক্ষাৰ তথ্য
"1.टैक्सट,2. पाठ्य सामग्री","১.পাঠ, ২. অধ্যয়নৰ সামগ্ৰী"
पाठ्य पेटी,লিখনী বাকচ
पाठ्य कर्सर,লিখনী কাৰ্চাৰ
पाठ्य संपादक,টেক্সট সম্পাদক
पाठ संचिका,লিখনী নথিপত্ৰ
पाठ्य विधा,পাঠ্যক্ৰম
पाठ प्रक्रमण,টেক্সট প্ৰচেছিং
वाक-पाठ्य (टी टी एस),বক্তৃতা-পাঠ (TTS)
बुनावट प्रतिचित्रण,টেক্সচাৰ মেপিং
"1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र","১.টি ফ্লিপ ফ্লপ, ২.টি-বাইনোমিটাৰ"
तापीय मुद्रकातापीय,তাপীয় ছীলাৰ
"1.प्रिंटर तनु फिल्म स्मृति, 2.तनु फिल्म मेमोरी","১.প্ৰিণ্টাৰ পাতল চলচ্চিত্ৰ স্মৃতি, ২.পাতল চলচ্চিত্ৰ স্মৃতি"
(TFT) तनु फिल्म ट्रांजिस्टर (टी एफ टी),(TFT) পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ (TFT)
"1.गहाना, 2.थैशिंग","১.ৰত্ন, ২.হেচিং"
सूत्र-चूड़ई,থ্ৰেড বেংগল
सूत्रण,থ্ৰেডিং
"1.त्रितल जालक्रम, 2.त्रितल नेटवर्क","১.ত্ৰিভুজ নেটৱৰ্ক, ২.ত্ৰিভুজ নেটৱৰ্ক"
प्रवाह क्षमता,প্ৰবাহ ক্ষমতা
काल जटिलता,সময়ৰ জটিলতা
काल विभाजन बहुसंकेतन (टी डी एम),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
काल फ्रेम,সময়সীমা
ङ्केसमय सी,একে সময়তে
"1.काल यंत्र, 2.काल मशीन, 3.टाइम मशीन","1. কল মেচিন, 2. কল মেচিন, 3. টাইম মেচিন"
समय समाप्त,টাইম আপ
"1.कालॉशन, 2.काल क्वांटीकरण","1.Callocation, 2.Cal কোৱাণ্টাইজেচন"
काल श्रेणी,সময় শৃংখলা
"1. काल विभाजन ,2. समय सहभाजन","১/ সময় বিভাজন, ২। সময় ভাগ-বতৰা কৰা"
