Hindi,Tamil
लाल ताड़-घुन,சிவப்பு பனை அந்துப்பூச்சி
कद्दू की लाल भृंग,சிவப்பு பூசணி வண்டு
राइनोसिरस भृंग,ரைனோசெரோஸ் வண்டு
सुरसुरी,அரிசி அந்துப்பூச்சி
लवणी क्षारीय मृदा,உமிழ்நீர் ஆல்கி மண்
लवण मृदा,உமிழ்நீர் மண்
लवणीभवन,உமிழ்நீர்
लार ग्रंथि गुणसूत्र,உமிழ்நீர் சுரப்பி குரோமோசோம்
लवण,உப்பு
लवण प्रभावित मृदा,உப்பு பாதிக்கப்பட்ட மண்
लवण सूचकांक,உப்பு அட்டவணை
लवण प्रतिबल,உப்பு அழுத்தம்
लवण सह्यता उच्छलन,உப்பு சகிப்புத்தன்மை
प्रतिदर्श,மாதிரி
प्रतिचयन त्रुटि,மாதிரி பிழை
"प्रतिचयन मात्रक, नमूना मात्रक",மாதிரி அலகு
प्रतिचयन,மாதிரி
बालू,மணல்
बलुई मृत्तिका,சாண்டி களிமண்
बलुई दोमट,சாண்டி களிமண்
"बलुई मिट्टी, बलुई मृदा",மணல் நிறைந்த பூமி
रस,SAP
पौध,சப்பிங்
साबुनीकरण मान,Saponification மதிப்பு
अनुषंगी डीएनए,செயற்கைக்கோள் டி.என்.ஏ.
अनुषंगी खरपतवार,செயற்கைக்கோள் களை
संतृप्त वाष्प दबाव,நிறைவுற்ற நீராவி அழுத்தம்
सवाना (घास के मैदान),சவன்னா
आलंबी प्रोटीन,ஸ்காஃபோல்ட் புரதம்
"स्केप, प्रवृंत",ஸ்கேப்
क्षतचिह्न,ஸ்கார்ஃபிகேஷன்
"सायन, सांकुर",சியோன்
छायाप्रिय पौधे,சியோபைட்டுகள்
ऋतुनिष्ठ चक्र,பருவகால சுழற்சி
"मौसमी सूखा, मौसमी अनावृष्टि",பருவகால வறட்சி
मौसमी पादप,பருவகால ஆலை
द्वितीयक वृद्धि,இரண்டாம் நிலை வளர்ச்சி
द्वितीयक पादप पोषक (तत्व),இரண்டாம் நிலை தாவர ஊட்டச்சத்துக்கள்
द्वितीयक उत्पादकता,இரண்டாம் நிலை உற்பத்தித்திறன்
द्वितीयक भूपरिष्करण,இரண்டாம் நிலை உழவு
झाड़ी,செட்ஜ்
बीजोढ़ कवक,விதை பிறந்த பூஞ்சை
बीज प्रमाणीकरण,விதை சான்றிதழ்
बीज दृढ़ीकरण,விதை கடினப்படுத்துதல்
बीजोपचार,விதை சிகிச்சை
बीज एवं उर्वरक बुवाई यंत्र,விதை-கம்-உர துரப்பணம்
पौध,நாற்று
अंतःस्रवण,Seepage
विसंयोजन,பாகுபாடு
वरणयोग्य चिह्नक,தேர்ந்தெடுக்கக்கூடிய மார்க்கர்
वरण दबाव,தேர்வு அழுத்தம்
वरणात्मक शाकनाशी,தேர்ந்தெடுக்கப்பட்ட களைக்கொல்லி
वरणात्मकता सूचकांक,தேர்ந்தெடுப்பு அட்டவணை
स्वः निषेचन,சுய கருத்தரித்தல்
आत्म-निर्भरता,தன்னிறைவு
स्वतः विरलन क्षमता,சுய மெல்லிய திறன்
स्वतः फलदायी,சுயநல
स्वः असंगतता,சுய-முரண்பாடு
स्वार्थी डीएनए,சுயநல டி.என்.ஏ
अर्ध शुष्क,அரை வறண்ட
संवेदी आकलन,உணர்ச்சி மதிப்பீடு
बाह्य दल,செபால்
क्रमिक सस्यन,தொடர்ச்சியான பயிர்
क्रमिक तनुता,தொடர் நீர்த்தல்
रेशमकीट पालन,புத்துணர்ச்சி
सीरम विज्ञान,செரோலஜி
सीरम,சீரம்
लिंग निर्धारण,பாலின நிர்ணயம்
लिंग सहलग्नता,பாலியல்-இணைப்பு
लैंगिक प्रवर्धन,பாலியல் பரப்புதல்
परत अपरदन,தாள் அரிப்பு
निखोलना,ஷெல்லிங்
हवा के विरुद्ध रोक,தங்குமிடம் பெல்ட்
अल्प प्रदीप्तकाली पादप,குறுகிய நாள் ஆலை
लघु - तरंगदैर्घ्य विकिरण,குறுகிய அலை கதிர்வீச்சு
"बहुपोषी संवाहक, शटल संवाहक",ஷட்டில் வெக்டர்
सहोदर,உடன்பிறப்பு
दात्र कोशिका अरक्तता,அரிவாள் செல் இரத்த சோகை
सिग्माभ वक्र,சிக்மாய்டு வளைவு
संकेत परिकल्पना,சிக்னல் கருதுகோள்
सार्थकता परीक्षण,முக்கியத்துவம் சோதனை
साइलेज (चारा),சிலேஜ்
भंडारण पात्र,சிலோ
"माद, तलछट",மண்
तलछटी दोमट,சில்ட் களிமண்
वनवर्धन,சில்விக்கால்ச்சர்
"गर्त, हौदी, सिंक",மூழ்கி
विलय क्षमता,மூழ்கும் திறன்
सहअर्धसूत्र,சகோதரி குரோமாடிட்
स्थान-विशिष्ट पोषक तत्व प्रबंधन,தளம் சார்ந்த ஊட்டச்சத்து மேலாண்மை
वैषम्य वितरण,வளைந்த விநியோகம்
पंक्ति अंतराल रोपण,வரிசை நடவு தவிர்க்கவும்
अवपंक फफूंदी,சேறு அச்சு
मंद निर्मुक्त उर्वरक,மெதுவாக வெளியிடும் உரம்
आपंक,கசடு
कर्दम,குழம்பு
शमनक फसलें,மென்மையான பயிர்கள்
सामाजिक वानिकी,சமூக வனவியல்
सतृणभूमि कृषि,புல் கலாச்சாரம்
सॉड घास,புல்
सॉड मृदा,சோடிக் மண்
सोडियम अवशोषण अनुपात,சோடியம் உறிஞ்சுதல் விகிதம்
सोडियम पंप,சோடியம் பம்ப்
मृदुकाष्क कलमबंदी,மென்மையான-வூட் ஒட்டுதல்
मृदा आसंजन,மண் ஒட்டுதல்
मृदा वातन,மண் காற்றோட்டம்
मृदा पुंज,மண் மொத்தம்
मृदा क्षारीयता,மண் காரத்தன்மை
"भूमि शोधन, भूमि सुधार",மண் திருத்தம்
मृदा विश्लेषण,மண் பகுப்பாய்வு
मृदा जैव विविधता,மண் பல்லுயிர்
मृदा जैविकी,மண் உயிரியல்
मृदा वर्गीकरण,மண் வகைப்பாடு
मृदा कोलॉइड,மண் கூழ்
मृदा संहतीकरण,மண் சுருக்கம்
मृदा अनुकूलक,மண் கண்டிஷனர்கள்
मृदा संरक्षण,மண் பாதுகாப்பு
मृदा पपड़ी,மண் மேலோடு
मृदा निम्नीकरण,மண் சீரழிவு
मृदा अपरदनीयता कारक,மண் அரிக்கும் காரணி
मृदा उर्वरता,மண் கருவுறுதல்
मृदा उत्पत्ति,மண் ஆதியாகமம்
मृदा स्वास्थ्य,மண் ஆரோக்கியம்
मृदा संस्तर,மண் அடிவானம்
मृदा वृहद्जीव,மண் மேக்ரோ ஆர்கானிசம்
मृदा प्रबंधन,மண் மேலாண்மை
मृदा सूक्ष्म जैविकी,மண் நுண்ணுயிரியல்
मृदा सूक्ष्मजीव,மண் நுண்ணுயிரிகள்
मृदा नमी अल्पता,மண்ணின் ஈரப்பதம் பற்றாக்குறை
मृदा कार्बनिक पदार्थ,மண் கரிமப்பொருள்
मृदा सरंध्रता,மண் போரோசிட்டி
मृदा उत्पादकता,மண் உற்பத்தித்திறன்
मृदा परिच्छेदिका,மண் சுயவிவரம்
मृदा गुणवत्ता,மண்ணின் தரம்
मृदा अभिक्रिया,மண் எதிர்வினை
मृदा प्रतिरोध,மண்ணின் எதிர்ப்பு
मृदा लवणता,மண் உப்புத்தன்மை
मृदा विज्ञान,மண் அறிவியல்
मृदा रुग्णता,மண் நோய்
मृदा छानना,மண் சல்லடை
मृदा विलयन,மண் தீர்வு
मृदा निर्जर्मीकारक,மண் கருத்தடை
मृदा संरचना,மண் அமைப்பு
मृदा निलंबन,மண் இடைநீக்கம்
मृदा परीक्षण,மண் சோதனை
मृदा गठन,மண் அமைப்பு
मृदा-जल विभव,மண் நீர் சாத்தியம்
मृदाजल,மண் நீர்
सौर स्थिरांक,சூரிய மாறிலி
सौर विकिरण,சூரிய கதிர்வீச்சு
सौर वर्णक्रम,சூரிய நிறமாலை
"सौर्यन, सूर्यीकरण",தனிமைப்படுத்தல்
एकल फसल,ஒரே பயிர்
घुलनशील सोडियम प्रतिशत,கரையக்கூடிய சோடியம் சதவீதம்
कायिक कोशिका,சோமாடிக் செல்
कायिक भ्रूण,சோமாடிக் கரு
कायिक संकरण,சோமாடிக் கலப்பினமாக்கல்
ज्वार क्षति,சோளம் காயம்
क्षतिपूरक जीन,SOS மரபணு
सदर्न शोषण,தெற்கு வெடிப்பு
दूरी (पादप),இடைவெளி (ஆலை)
"स्पेडिक्स, स्थूलमंजरी",ஸ்பேடிக்ஸ்
स्पेथ,ஸ்பேட்டே
विशेष विन्यास,சிறப்பு ஏற்பாடு
विशिष्ट सस्यन,சிறப்பு பயிர்
विशिष्ट कृषि,சிறப்பு விவசாயம்
जाति,இனங்கள்
विशिष्ट फसल सघनता सूचकांक,குறிப்பிட்ட பயிர் தீவிரம் அட்டவணை
"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व",குறிப்பிட்ட ஈர்ப்பு
सापेक्ष आर्द्रता,குறிப்பிட்ட ஈரப்பதம்
विशिष्ट पर्ण क्षेत्र,குறிப்பிட்ட இலை பகுதி
शुक्राणुजनन,விந்தணுக்கள்
एस-प्रावस्था,எஸ்-கட்டம்
कणिश,ஸ்பைக்
कणिशिका,ஸ்பைக்லெட்
तर्कु झाड़ी,சுழல் புஷ்
बौछारी अपरदन,ஸ்பிளாஸ் அரிப்பு
समबंधन,பிளவுபடும்
विभाजित प्रयोग,பயன்பாடு பிளவு
विखंडित जीन,பிரிந்த மரபணுக்கள்
विभक्त प्लॉट डिजाइन,பிளவுபட்ட சதி வடிவமைப்பு
स्पंजी ऊतक,பஞ்சுபோன்ற திசு
स्वतः उत्परिवर्तन,தன்னிச்சையான பிறழ்வு
बीजाणु,வித்து
फुहारी सिंचाई,தெளிப்பானை நீர்ப்பாசனம்
स्पडन,ஸ்பட்ங்
दलपुट,ஸ்பர்
दलपुटधारी,தூண்டுதல்
"अल्पकालिक झंझावात, अंधड़",சண்டை
स्थायीकर कर्मक,உறுதிப்படுத்தும் முகவர்
मानक विचलन,நிலையான விலகல்
भोज्य फसल,பிரதான பயிர்
प्रारंभी प्रकूट,கோடனைத் தொடங்குங்கள்
आरंभी विलयन,ஸ்டார்டர் தீர்வு
तना बेधक,தண்டு துளைப்பான்
स्तंभ अंत,தண்டு-இறுதி
अवर्धबीजता,ஸ்டெனோஸ்பெர்மோகார்பி
स्टेपी (घास के मैदान),புல்வெளி
" निर्जर्मीकरण , बंध्यीकरण",கருத்தடை
वर्तिकाग्र सुग्राहिता,களங்கம் ஏற்பு
" वर्तिकाग्र , श्वासछिद्र",களங்கம்
अवस्तंभ मूल,ஸ்டைட் ரூட்
भूस्तारी,ஸ்டோலன்
रंध्र,ஸ்டோமாட்டா
स्टूलिंग,மலம்
रोध प्रकूट,கோடனை நிறுத்துங்கள்
स्तरित,அடுக்கு
स्तरण,அடுக்கு
भूसा,வைக்கோல்
प्रतिबल,மன அழுத்தம்
पट्टीदार सस्यन,ஸ்ட்ரிப் பயிர்
पट्टी अंतरासस्यन,ஸ்ட்ரிப் இன்டர்பிராப்பிங்
पीठिका,ஸ்ட்ரோமா
ठूंठ,குண்டானது
ठूंठ पलवार,குண்டான தழைக்கூளம்
वर्तिका,ஸ்டைல்
उप आर्द्र,துணை ஈரப்பதம்
"सुबरिनीकरण, कार्कीकरण",சப்பரேஷன்
आप्लावन,நீரில் மூழ்குவது
"जीविकोपार्जनी सस्यन, निर्वाही कृषि",வாழ்வாதார விவசாயம்
"अवमृदा, अवभूमि की गहरी जुताई",துணை மட்டி
उपजाति,துணை இனங்கள்
प्रतिस्थापन सस्यन,மாற்று பயிர்
"क्रियाधार, अवस्तर",அடி மூலக்கூறு
उपसतही सिंचन,மேற்பரப்பு நீர்ப்பாசனம்
अनुक्रमण,அடுத்தடுத்து
गूदेदार,சதைப்பற்றுள்ள
अंतः भूस्तारी,உறிஞ்சும்
स्वतःवर्गीय,சூய் ஜென்ரிஸ்
सौर उपचार,சூரிய-குணப்படுத்துதல்
"पूरक सिंचन, पूरक सिंचाई",துணை நீர்ப்பாசனம்
पूरक उद्यभ,துணை நிறுவனம்
अनुपूरक अन्योन्य क्रिया,துணை தொடர்பு
निरोधक जीन,அடக்கி மரபணு
पृष्ठ संक्रियक,சர்பாக்டான்ட்
"सुग्राही, ग्रहणशील",எளிதில் பாதிக்கப்படக்கூடியது
निलंबन संवर्ध,இடைநீக்க கலாச்சாரம்
"संधारणीय कृषि, टिकाऊ खेती",நிலையான விவசாயம்
संधारणीय विकास,நிலையான அபிவிருத்தி
वृंदन,திரள்
तलवारी पत्ती,வாள் இலை
साइकोनियम,சோனியம்
"सहजीविता, सहजीवन",சிம்பியோசிஸ்
युग्मक संलयन,ஒத்திசைவு
धान सघनता पद्धति,அரிசி தீவிரத்தின் அமைப்பு
सर्वांगीय (स्थानांतरित) शाकनाशी,முறையான களைக்கொல்லி
कुसुम,குங்குமப்பூ
केसर,குங்குமப்பூ
सीस्ती,முனிவர்
साल,சால்
साल्विया,சால்வியா
चंदन,சந்தனம்
चीकू,சபோட்டா
केवड़ा,ஸ்க்ரூட்பைன்
धुरचुक,சீபக்ஹார்ன்
सनाय,சென்னா
चंद्रभागा,பாம்பு மரம்
तिल,எள்
चिचिड़ा,புடலங்காய்
कचरी,முலாம்பழம் ஸ்னாப்
रीठा,சோப்பு
ज्वार,சோளம்
सोयाबीन,சோயாபீன்
मोलश्री,ஸ்பானிஷ் செர்ரி
पालक,கீரை
बारफली,சுழல் மரம்
"घीया, तोरई",கடற்பாசி சுண்டைக்காய்
स्टीविया,ஸ்டீவியா
बिच्छू बूटी,உணர்வை தொட்டால் எரிச்சலூட்டுகிற ஒருவகை செடி
छड़ीला,கல் மலர்
स्ट्राबेरी,ஸ்ட்ராபெரி
सुडान घास,சூடான் புல்
गन्ना,கரும்பு
चप्पन कद्दू,கோடை ஸ்குவாஷ்
सूरजमुखी,சூரியகாந்தி
सनई,சன்ஹெம்ப்
"बनमेथी, सेंजी",ஸ்வீட் க்ளோவர்
ककरोल,இனிப்பு சுண்டைக்காய்
शकरकंद,இனிப்பு உருளைக்கிழங்கு
वनषशाह,இனிப்பு வயலட்
रस चूसक,SAP உறிஞ்சும்
आरा मक्खी,பார்த்தேன்
शल्क कीट,அளவிலான பூச்சி
अर्ध कुंडलक,செமிலூப்பர்
प्ररोह वेधक,துளைப்பான் சுடவும்
रेशम कीट,பட்டுப்புழு
घोंघा,நத்தை
गौरैया,குருவி
मकड़ी,சிலந்தி
गिलहरी,அணில்
तना वेधक,தண்டு துளைப்பான்
तना वेधक,தண்டு துளைப்பான்
स्तंभ मेखला कीट,ஸ்டெம் கிர்ட்லர்
गुठली का घुन,கல் அந்துப்பூச்சி
मृदाविज्ञानी,மண் விஞ்ஞானி
अनुचलन गति,தந்திரோபாய இயக்கம்
टैगन (लेबलन),குறிச்சொல் (லேபிளிங்)
टैंक तलछट,தொட்டி மண்
मूसला जड़,வேரைத் தட்டவும்
"बल्लर, नर मंजरी (मक्का)",டஸ்ஸல் (மக்காச்சோளம்)
"वर्गिकी, वर्गीकरण विज्ञान",வகைபிரித்தல்
प्रौद्योगिकी,தொழில்நுட்பம்
शीतोष्ण क्षेत्र,மிதமான மண்டலம்
अस्थायी म्लानि,தற்காலிக வில்டிங்
प्रतान,டெண்ட்ரில்
"तनावमापी, टेन्सियोमीटर",டென்சியோமீட்டர்
परिदल,டெபல்
विरूपजनन,டெரடோஜெனி
समापन प्रकूट,முடித்தல் கோடான்
वेदिका,மொட்டை மாடி
वेदिका अंतराल,மொட்டை மாடி இடைவெளி
भौमिक विकिरण,நிலப்பரப்பு கதிர்வீச்சு
भौमिक खरपतवार,நிலப்பரப்பு களைகள்
परीक्षार्थ संकरण,சோதனை குறுக்கு
परीक्षण भार,சோதனை எடை
"बीजावरण, टेस्टा",டெஸ்டா
चतुष्क,டெட்ராட்
चतुर्गुणित,டெட்ராப்ளோயிட்
चतुर्गुणिता,டெட்ராப்ளோயிடி
पुष्पासन,தாலமஸ்
ताप संचालकता,வெப்ப கடத்தி
तापीय विसरण,வெப்ப வேறுபாடு
तापीय प्रेरण,வெப்ப தூண்டல்
"तापयुग्म, तापसंयुग्म",தெர்மோகப்பிள்
तापलेरवी,வெப்ப வரைபடம்
तापीय आवर्तिता,தெர்மோபெரியோடிசிட்டி
तापीय आवर्तन,தெர்மோபெரியோடிசம்
तापरागी,தெர்மோபில்
ताप अनुचलन,தெர்மோடாக்சிஸ்
विरसन,மெல்லியதாக
"मड़ाई, गहाई",வாசல்
अर्बुद प्रेरक प्लाज्मिड,டி பிளாஸ்மிட்
"ज्वारीय दलदली भूमि, ज्वारीय दलदल",அலை சதுப்பு நிலங்கள்
खपरैल जल निकास,ஓடு வடிகால்
जुताई योग्यता,இழிவு
"जुताई, कर्पण",உழவு
कल्ला (पादप),உழவன் (ஆலை)
"कल्ले निकलना, तलशाखन",உழவு
कल्ले फूटने की अवस्था,உழவு நிலை
भुरभुरी भूमि,Tilth
ऊतक परीक्षण,திசு சோதனை
ताड़ी,கத்தி
सह्यता,சகிப்புத்தன்மை
"ऊपरी मृदा, सतही मृदा",மேல் மண்
टमालू,டோபாடோ
खड़ी फसल में खाद डालना,மேல்-ஆடை
स्थल मौसमविज्ञान,Topoclimatology
शीर्षोमूलन (तंबाकू),முதலிடம் (புகையிலை)
सकल पचनशील पोषक तत्व,மொத்த செரிமான ஊட்டச்சத்து
सकल कारक उत्पादकता,மொத்த காரணி உற்பத்தித்திறன்
कुल घुलनशील ठोस,மொத்த கரையக்கூடிய திடப்பொருள்கள்
पूर्णशक्तता,மொத்தம்
"आविषालुता, विषाक्तता",நச்சுத்தன்மை
आविष,நச்சு
"लेशतत्व, सूक्ष्म मात्रिकतत्व",சுவடு கூறுகள்
"अनुज्ञापक तत्व, अनुरेखक तत्व",ட்ரேசர் கூறுகள்
पार क्रियाशील,பரிவர்த்தனை
अनुलेखन,படியெடுத்தல்
रूपांतरण,மாற்றம்
पराजीनी,டிரான்ஸ்ஜெனிக்
अनुवाद,மொழிபெயர்ப்பு
स्थानांतरण,இடமாற்றம்
पारगमनता,பரிமாற்றம்
वाष्पोत्सर्जन गुणांक,டிரான்ஸ்பிரேஷன் குணகம்
वाष्पोत्सर्जन खिंचाव,டிரான்ஸ்பிரேஷன் இழுத்தல்
वाष्पोत्सर्जन अनुपात,டிரான்ஸ்பிரேஷன் விகிதம்
प्रत्यारोपण झटका,மாற்று அதிர்ச்சி
रोपाई यंत्र,மாற்றுபவர்
"रोपण, रोपाई",இடமாற்றம்
स्थानांतरित मृदा,கொண்டு செல்லப்பட்ட மண்
ट्रांस्पोसोन,டிரான்ஸ்போசன்
अनुप्रस्थ जलनिकास,குறுக்கு வடிகால்
"पाश फसलें, फाँसू फसलें",பொறி பயிர்கள்
पत्ती उतारना (जैसे गन्ने में),குப்பை
उपचार,சிகிச்சை
वृक्ष सस्यन,மரம் பயிர்
वृक्षवलय,மர வளையம்
परख,சோதனை
अल्पमात्री सिंचाई,நீர்ப்பாசனம்
विमोचक कारक,தூண்டுதல் காரணி
त्रिगुणित,ட்ரிப்ளாய்டு
"त्रिधा सस्यन, तिहरा सस्यन",டிரிப்பிள் பயிர்
पोषी स्तर,கோப்பை நிலை
अनुवर्तनी गति,டிராபிக் இயக்கங்கள்
उष्ण कटिबंधीय क्षेत्र,வெப்பமண்டல பகுதி
अनुवर्तन,வெப்பமண்டலம்
वास्तविक घनत्व,உண்மையான அடர்த்தி
वास्तविक पचनीयता,உண்மையான செரிமானம்
रुंड परिच्छेदिका,துண்டிக்கப்பட்ட சுயவிவரம்
रुंड भूमि,துண்டிக்கப்பட்ட மண்
सुनामी,சுனாமி
कंदीय फसलें,கிழங்கு பயிர்கள்
कंद,கிழங்கு
अर्बुद,கட்டி
भूमि रुंडन,மண்ணின் குறைப்பு
टुंड्रा,டன்ட்ரா
"दर्भस्थल, टर्फ, पीट",தரை
स्फीत,கொந்தளிப்பு
स्फीति गति,டர்கர் இயக்கம்
स्फीति दाब,டர்கர் அழுத்தம்
स्फीति,டர்கர்
टर्नर का संलक्षण,டர்னரின் நோய்க்குறி
"प्रकार, पादप प्रारूप",வகை (ஆலை)
प्रथम प्रकार की त्रुटि,வகை I பிழை
द्वितीय प्रकार की त्रुटि,வகை II பிழை
टाइफून,சூறாவளி
इमली,புளி
किरमाला,டாராகன்
"स्वैर चंपा, सोन चंपा",கோயில் அல்லது பகோடா மரம்
सज्जी,திஸ்டில்
मोरपंखी,துஜா
बनजवाइन,தைம்
तम्बाकू,புகையிலை
टमाटर,தக்காளி
हरसिंगार,துக்கத்தின் மரம்
ट्रिटिकेल,Tritatice
लटकनिया,எக்காளம் கொடியின்
रजनी गंधा,டியூபரோஸ்
हल्दी,மஞ்சள்
शलगम,டர்னிப்
पटेर,டைபா (இந்தியன் ரீட் மெஸ்)
टी' मच्छर कीट,தேயிலை கொசு
दीमक,கரையான்கள் (வெள்ளை எறும்பு)
थ्रिप्स,த்ரிப்ஸ்
द्रुतअपकेंद्रण,அல்ட்ராசென்ட்ரிஃபுகேஷன்
पराध्वनि,அல்ட்ராசவுண்ட்
पुष्पछत्र,அம்பல்
अयुग्मन,துண்டித்தல்
"अफलत्व, अफलन",பயனற்ற தன்மை
एकसंयोजी,ஒற்றுமையற்றது
सार्वभौम आनुवंशिक कोड,உலகளாவிய மரபணு குறியீடு
सार्वभौम मृदा ह्रास समीकरण,உலகளாவிய மண் இழப்பு சமன்பாடு
असंतृप्त वसीय अम्ल,நிறைவுறா கொழுப்பு அமிலங்கள்
उच्चभूमि धान,அப்லாண்ட் அரிசி
"उपरिभूमि, उच्चभूमि",மேல்நிலை
शहरी कंपोस्ट,நகர்ப்புற உரம்
यूरिया,யூரியா
यूरिएज,யூரீஸ்
उल्ला घास,உல்லா புல்
"वैक्सीन, टीका",தடுப்பூசி
"धानी, रसधानी",வெற்றிடம்
मूल्यवर्धित कृषि,மதிப்பு கூட்டப்பட்ட விவசாயம்
मूल्यवर्धित उत्पाद,மதிப்பு கூட்டப்பட்ட தயாரிப்பு
मूल्यवर्धन,மதிப்பு கூடுதலாக
मूल्य लागत अनुपात,மதிப்பு செலவு விகிதம்
वैम (पुष्पकात्मक अर्बस्कुलर),VAM (வெசிகுலர் ஆர்பஸ்குலர்)
वाष्प तापोपचार,நீராவி வெப்ப சிகிச்சை
वाष्प दाब,ஆவி அழுத்தம்
परिवर्ती लागत,மாறுபடும் விலை
परिवर्ती जीन,மாறக்கூடிய மரபணு
परिवर्ती दर प्रौद्योगिकी,மாறி வீத தொழில்நுட்பம்
प्रसारण भिन्नता,மாறுபாடு
विभिन्नता,மாறுபாடு
किस्म,வகை
रोग वाहक,திசையன்
वनस्पति,தாவரங்கள்
वानस्पतिक निम्नीकरण,தாவர சீரழிவு
वानस्पतिक रोध,தாவர தடை
वानस्पतिक आच्छादन,தாவர கவர்
वानस्पतिक प्रवर्धन,தாவர பரப்புதல்
वानस्पतिक प्रावस्था,தாவர நிலை
शिराविन्यास,வினேஷன்
"कृमि-क्षिप्ति, केंचुए का मल",வெர்மிகாஸ்டிங்ஸ்
वर्मी कंपोस्ट,மன்மாரம்போஸ்ட்
वसंतीकरण,வெர்னலைசேஷன்
ऊर्ध्व पलवार,செங்குத்து தழைக்கூளம்
वर्टिसॉल,வெர்டிசோல்
जीवनक्षमता (बीज),நம்பகத்தன்மை (விதை)
"लता, द्राक्षालता",கொடியின்
सिरका,வினிகர்
"उग्र जीन, विर जीन",Vir மரபணு
"अकृष्य भूमि, अक्षत भूमि",கன்னி நிலம்
"अकृष्य मृदा, अक्षत मृदा",கன்னி மண்
उग्रता,வைரஸ்
विषाणु,வைரஸ்
विषाणु आवरण प्रोटीन,வைரஸ் கோட் புரதம்
विषाणु सूचीकरण,வைரஸ் குறியீட்டு
श्यानता,பாகுத்தன்மை
दृश्य विकिरण,புலப்படும் கதிர்வீச்சு
विटामिन,வைட்டமின்கள்
अंगूरोत्पादन,வைட்டிகல்ச்சர்
"सजीव प्रजक, जरायुज",விவிபரஸ்
रिक्त स्थान,வெற்றிட இடம்
वाष्पीकरण,ஆவியாகும்
नैसर्गिक पौधे,தன்னார்வ தாவரங்கள்
वनिला,வெண்ணிலா
खस,வெட்டிவர்
पशु चिकित्सक,கால்நடை மருத்துவ மருத்துவர்
विषाणुविज्ञानी,வைரஸ் நிபுணர்
मजदूरी,ஊதியம்
नियत तापीय प्राणी,சூடான இரத்தம் கொண்ட விலங்கு
अपशिष्ट प्रबंधन,கழிவு மேலாண்மை
व्यर्थ भूमि,தரிசு நிலங்கள்
जल प्रयोग दक्षता,நீர் பயன்பாட்டு திறன்
जल प्रयोग दर,நீர் பயன்பாட்டு வீதம்
जल संतुलन,நீர் சமநிலை
जल संहतीकरण,நீர் சுருக்கம்
जल संरक्षण,நீர் பாதுகாப்பு
"जल की खपत, जल उपभोग",தண்ணீர் பயன்பாடு
जल संवहन दक्षता,நீர் அனுப்பும் திறன்
जल कृषि,நீர் கலாச்சாரம்
जल न्यूनता,நீர் பற்றாக்குறை
जल वितरण दक्षता,நீர் விநியோக திறன்
जलकर,நீர் கடமை
जल कूंड,நீர் உரோமம்
जल द्वार,நீர் வாயில்கள்
जलाक्रांति,நீர் பதிவு
जल प्रबंधन,நீர் மேலாண்மை
फसलों की जल मांग,பயிர்களின் நீர் தேவை
जलसंतृप्तता न्यूनता,நீர் செறிவு பற்றாக்குறை
भौम जलस्तर,நீர் அட்டவணை
जल उपयोग दक्षता,நீர் பயன்பாட்டு திறன்
जल प्राप्ति,நீர் மகசூல்
जल संग्रहण,நீர் அறுவடை
जलसंभर,நீர்நிலை
जलसंभर प्रबंधन,நீர்நிலை மேலாண்மை
जलसंभर उपचार,நீர்நிலை சிகிச்சை
जलसंभर प्रणाली,நீர்நிலை அடிப்படையிலான அமைப்பு
जलमार्ग,நீர்வழி
तरंग दैर्घ्य,அலை நீளம்
मोमीकरण,மெழுகு
"मौसम, ऋतु",வானிலை
"अपक्षयण, अपक्षय",வானிலை
खरपतवार,களை
खरपतवार नियंत्रण,களை கட்டுப்பாடு
खरपतवार नियंत्रण दक्षता,களை கட்டுப்பாட்டு செயல்திறன்
खरपतवार निर्मूलन,களை ஒழிப்பு
खरपतवार सूचकांक,களை குறியீட்டு
वेस्टर्न शोषण,மேற்கத்திய வெடிப்பு
खरपतवार स्पेक्ट्रम,களை ஸ்பெக்ட்ரம்
निराई,களை
आर्द्र-बल्ब गिरावट,ஈரமான-பல்ப் மனச்சோர்வு
आर्द्र-बल्ब तापमान,ஈரமான-பல்ப் வெப்பநிலை
आर्द्र-बल्ब तापमापी,ஈரமான-பல்ப் வெப்பமானி
आर्द्र भूमि,ஈரநிலம்
नम रोपण,ஈரமான நடவு
नम मौसम,மழை காலம்
गीली बुवाई,ஈரமான விதைப்பு
आर्द्र वर्ष,ஈரமான ஆண்டு
क्लेदनीय चूर्ण,ஈரமான தூள்
"क्लेदक, क्लेदन कारक",ஈரமாக்கும் முகவர்
घूर्णी आर्द्रतामापी,சுழல் சைக்ரோமீட்டர்
श्वेत क्रांति,வெள்ளை புரட்சி
समग्र फार्म विश्लेषण,முழு பண்ணை பகுப்பாய்வு
समग्र फार्म दृष्टिकोण,முழு பண்ணை அணுகுமுறை
व्यापक अनुकूलनशीलता,பரந்த தழுவல்
म्लानि बिन्दु,வில்டிங் பாயிண்ட்
वातरोध,காற்று இடைவெளி
वात ऊर्जा,காற்றாலை ஆற்றல்
वायु अपरदन,காற்று அரிப்பு
वायु उत्पन्न करना,காற்றாலை உருவாக்கம்
पवन चक्की,காற்று ஆலை
वायु शक्ति,காற்றாலை சக்தி
वायु गति,காற்றின் வேகம்
