Hindi,Assamese
घूर्णन अक्ष,ঘূৰ্ণন অক্ষ
घूर्णनांक,ঘূৰ্ণন বিন্দু
घूर्णन ह्रास प्रभाव,ঘূৰ্ণন ডেম্পিং প্ৰভাৱ
घूर्न तत्व,ঘূৰ্ণনশীল উপাদান
निर्देशांक निकाय का घूर्णन,স্থানাংক ব্যৱস্থাৰ ঘূৰ্ণন
घूर्णी दोलन पद्धति,ঘূৰ্ণনশীল দোলন ব্যৱস্থা
घूर्णन स्पेक्ट्रम,ঘূৰ্ণনশীল বৰ্ণালী
घूर्णन चिकित्सा,ৰোটেচন থেৰাপী
घूर्णन-कंपन स्पेक्ट्रम,ঘূৰ্ণন-কম্পন বৰ্ণালী
घूर्णन-व्युत्क्रमण अक्ष,ঘূৰ্ণন-বিপৰীত অক্ষ
घूर्णन-परावर्तन अक्ष,ঘূৰ্ণন-প্ৰতিফলন অক্ষ
घूर्णन कंपन स्पेक्ट्रम,ঘূৰ্ণনশীল কম্পন বৰ্ণালী
"घूर्णी, घूर्णात्मक, घूर्णनी","ঘূৰ্ণনশীল, ঘূৰ্ণনশীল, ঘূৰ্ণনশীল"
घूर्णनीय ऐल्फ़वेन-तरंग,ঘূৰ্ণনশীল এলফভেন-তৰংগ
घूर्णनात्मक पृथुलन,ঘূৰ্ণনশীল দোলন
घूर्णी ब्राउनीय गति,ঘূৰ্ণনীয় ব্ৰাউনি গতি
सर्पिल प्रभ्रंश,সৰ্পিল দোষ
घूर्न विरूपण,ঘূৰ্ণনশীল বিকৃতি
घूर्णी तत्व,ঘূৰ্ণনশীল উপাদান
घूर्णन-ऊर्जा,ঘূৰ্ণন শক্তি
घूर्णनात्मक सूक्ष्म संरचना,ঘূৰ্ণনশীল অণুগাঁথনি
जड़त्व आघूर्ण,জড়তাৰ মুহূৰ্ত
चक्रण समावयवी,স্পিন আইছ&#39;মাৰ
घूर्णन समस्थानिक प्रभाव,ঘূৰ্ণনশীল সমস্থানিক প্ৰভাৱ
घूर्णन-स्तर,ঘূৰ্ণন স্তৰ
घूर्णी रेखा,ঘূৰ্ণনশীল ৰেখা
घूर्णनी चुंबकीय आघूर्ण,ঘূৰ্ণনশীল চুম্বকীয় ক্ষমতা
घूर्णी मॉडल,ঘূৰ্ণনশীল আৰ্হি
घूर्णी गति,ঘূৰ্ণনশীল গতি
घूर्णनात्मक बहुकता,ঘূৰ্ণনশীল বহুত্ব
घूर्णनी संवितरण फलन,ঘূৰ্ণনশীল বিতৰণ ফলন
घूर्णन विक्षोभ,ঘূৰ্ণনশীল বিঘিনি
घूर्णन क्वान्टम संख्या,ঘূৰ্ণনশীল কোৱাণ্টাম সংখ্যা
घूर्णनी विशिष्ट ऊष्मा,ঘূৰ্ণনশীল নিৰ্দিষ্ট তাপ
घूर्णन स्पेक्ट्रम,ঘূৰ্ণনশীল বৰ্ণালী
घूर्णन-अवस्था (तल),ঘূৰ্ণনশীল অৱস্থান (প্লেন)
घूर्णनी सांख्यिकीय भार,ঘূৰ্ণনশীল পৰিসংখ্যাগত বোজা
घूर्णनी सममिति,ঘূৰ্ণনশীল প্ৰতিসমতা
घूर्णनी ताप,ঘূৰ্ণনশীল তাপ
घूर्णन पद श्रेणी,ঘূৰ্ণনশীল ৰেংক
घूर्णन वेग,ঘূৰ্ণনৰ বেগ
घूर्णतः सममित प्रवाह,ঘূৰ্ণনশীলভাৱে প্ৰতিসম প্ৰবাহ
घूर्णनहीन अवस्था,অঘূৰ্ণনশীল অৱস্থা
"घूर्णी, रोटेटर","ঘূৰ্ণনশীল, ঘূৰ্ণনশীল"
"घूर्णनी, घूर्णी","ঘূৰ্ণনশীল, ঘূৰ্ণনশীল"
परिभ्रामी धारा,ঘূৰ্ণনশীল ধাৰা
ध्रुवण घूर्णनी वर्णविक्षेपण,মেৰুকৰণ ঘূৰ্ণনীয় বিচ্যুতি
ध्रुवण घूर्णन क्षमता,মেৰুত্ব ঘূৰ্ণন ক্ষমতা
घूर्णी पम्प,ঘূৰ্ণনশীল পাম্প
प्रकाशीय स्थिति अभिलेखक,অপটিকেল পজিচন ৰেকৰ্ডাৰ
रोटोशूट,rotoshoot
"रोटॉन, घूर्ण ऊर्जा क्वांटन","ৰটন, ঘূৰ্ণনীয় শক্তি কোৱাণ্টন"
"रोटर, घूर्णक","ৰোটাৰ, ৰোটাৰ"
रोटर आर्मेचर,ৰ&#39;টাৰ আৰ্মেচাৰ
रोटर क्षेत्र,ৰোটাৰ এলেকা
रोटर प्रक्रम,ৰোটাৰ প্ৰক্ৰিয়া
घूर्णक चाल,ঘূৰ্ণনৰ গতি
रूशे प्रमेय,ৰৌচৰ উপপাদ্য
"रूक्ष, स्थूल","ৰুক্ষ, ৰুক্ষ"
स्थूल दिग्मान,স্থূল মন
रूक्ष चक्रण,ৰুক্ষ ঘূৰণ
"वर्तुल, गोल","বৃত্ত, ঘূৰণীয়া"
गमनागमन काल,ট্ৰেনজিট সময়
निकटन त्रुटि,ঘূৰণীয়া ত্ৰুটি
"निकटन, निष्कोणन","বন্ধ, বন্ধ"
मार्ग,পথ
मार्ग केन्द्र,ৰুট চেণ্টাৰ
"मार्ग-चार्ट, रूट-चार्ट","ৰুট-চাৰ্ট, ৰুট-চাৰ্ট"
"नित्यक्रम, नेमका","ৰুটিন, ৰুটিন"
नेमका परीक्षण,ৰুটিন পৰীক্ষা
"अनुमार्गण, मार्गनिर्धारण","ৰুটিং, ৰুটিং"
"घूर्णकंपट्रानीय स्तर, रोवाइब्रानिक स्तर","ঘূৰ্ণনশীল কম্পন স্তৰ, ৰ&#39;ভাইব্ৰেনিক স্তৰ"
"घूर्णकंपट्रानीय संक्रमण, रोवाइब्रानिक संक्रमण","ৰভিব্ৰাঞ্চিক পৰিৱৰ্তন, ৰভিব্ৰাঞ্চিক পৰিৱৰ্তন"
पंक्ति,লানি পতা
पंक्ति कोटि,শাৰী ক্ৰম
राउलैन्ड ग्रेटिंग,ৰ&#39;লেণ্ড গ্ৰেটিং
राउलैन्ड आरोपण,ৰ&#39;লেণ্ড ইম্পিউটেচন
राउलैन्ड वलय,ৰ&#39;লেণ্ড ৰিং
राउलैन्ड वृत्त,ৰ&#39;লেণ্ড বৃত্ত
दिष्टकृत धारा,ৰেক্টিফাইড কাৰেণ্ট
व्युत्क्रम प्रतिबाधा,বিপৰীত প্ৰতিৰোধ ক্ষমতা
उत्क्रमणीय रासायनिक अभिक्रिया,উলটিব পৰা ৰাসায়নিক বিক্ৰিয়া
"पदमराग, माणिक्य, लाल, याकूत","পদ্মৰাগ, ৰুবি, ৰঙা, য়াকুট"
"रूबी लेसर, मणिक्य लेसर","ৰুবি লেজাৰ, মাণিক্য লেজাৰ"
माणिक्य रक्त,ৰুবি তেজ
"रडर, दिक् नियन्त्रक","rudder, নিয়ন্ত্ৰণ"
कर्णोत्थापक,সম্মোহনীয়
रग,veg
रग अभ्यासी संबाधक,কৰ্ড অনুশীলনকাৰী
सुदृढ़ीकरण,শক্তিবৰ্ধক
नियम,নিয়মসমূহ
रेखांकित ग्रेटिंग,আণ্ডাৰলাইন কৰা গ্ৰেটিং
रेखांकित ग्रेटिंग स्पेक्ट्रममापी,লাইনযুক্ত গ্ৰেটিং স্পেক্ট্ৰমিটাৰ
रेखज पृष्ठ,শাৰী পৃষ্ঠা
"रेखांकन, रेखाएँ","গ্ৰাফ, ৰেখা"
रेखांकन यंत्र,গ্ৰাফিং মেচিন
"परमाणु क्रोड, रम्फ़","নিউক্লিয়াৰ কোৰ, rumf"
"धाव, परम्परा","ৰান, পৰম্পৰা"
रून्गे-हर,ৰুংগে-হৰ
रून्गे कुटटा विधि,ৰুণ কুটা পদ্ধতি
रून्गे नियम,ৰুক্ষ নিয়ম
पाद पटल ऐन्टेना,ফুট প্লেট এন্টেনা
धावी पद,ৰান পজিচন
कार्यावधि कार्यरत कालमापी,কৰ্ম সময়ৰ স্কেল
धावी मान,চলি থকা মান
"संविदार, संविदारण, फटना","চুক্তি, চুক্তি, বিস্ফোৰণ"
संविदारण-रेखा,চুক্তি লাইন
संविदारण-उद्भार,চুক্তি-লোড
संविदारण-उद्भार,চুক্তি-লোড
रसेल-सॉन्डर्स युग्मन,ৰাছেল-চণ্ডাৰছ কাপলিং
रदरफ़र्ड,ৰাদাৰফোৰ্ড
रदरफ़र्ड गाइगर उपकरण,ৰাদাৰফোৰ্ড গেইগাৰ যন্ত্ৰ
रदरफर्ड नाभिकीय परमाणु,ৰাদাৰফোৰ্ডৰ পাৰমাণৱিক পৰমাণু
रदरफ़र्ड प्रकीर्णन,ৰাদাৰফোৰ্ড বিক্ষিপ্ততা
रिडबर्ग,rydberg
रिडबर्ग नियतांक,ৰাইডবাৰ্গ ধ্ৰুৱক
रिडबर्ग संशोधन,ৰাইডবাৰ্গ সংশোধনী
रिडबर्ग संख्या,ৰাইডবাৰ্গ নম্বৰ
रिडबर्ग कक्षक,rydberg কক্ষপথ
रिडबर्ग श्रेणी सूत्र,ৰাইডবাৰ্গ ছিৰিজ ফৰ্মুলা
S-बैंड,S-বেণ্ড
S-बैंड वायुवाहित बीकन,এছ-বেণ্ড এয়াৰবৰ্ণ বিকন
S-विरूपण,S-বিকৃতি
S- (विरामी क्षय) घटना,S- (মাজে মাজে ক্ষয়) পৰিঘটনা
S- मान,S-মান
S-तरंग,S-তৰংগ
S-तरंग अनुनाद,S-তৰংগ অনুনাদ
सेबिन,ছাবিন
सेबाइन समीकरण,ছাবিন সমীকৰণ
सेबाइन अनुरणन काल,চেবিন শেল্ফ লাইফ
सैकैराइड,চেকাৰাইড
थैला कागज,বেগ কাগজ
जाकर टेट्रोड समीकरण,যোৱা টেট্ৰ&#39;ড সমীকৰণ
अभिकलित्र (एकल पता दशमिक अभिकलित्र),কম্পিউটাৰ (একক ঠিকনা দশমিক কম্পিউটাৰ)
पल्याण बिन्दु,এস্কেপ পইণ্ট
विशिष्ट सक्रियता,নিৰ্দিষ্ট কাৰ্য্যকলাপ
निरापद लोड,নিৰাপদ বোজা
सुरक्षा काल,নিৰাপত্তাৰ সময়
"निरापद, सुरक्षा","নিৰাপদ, সুৰক্ষিত"
सुरक्षा तथा सज्जा क्रिया विधि,নিৰাপত্তা আৰু সজ্জাৰ পদ্ধতি
निरापद शलाका,নিৰাপদ বল
सुरक्षा परिपथ,সুৰক্ষা বৰ্তনী
सुरक्षा-गुणक,সুৰক্ষা কাৰক
निरापद ईधन,নিৰাপদ ইন্ধন
"सुरक्षा फ्यूज, बिकफोर्ड फ्यूज","ছেফটি ফিউজ, বিকফোৰ্ড ফিউজ"
सुरक्षा काच,সুৰক্ষা কাঁচ
निरापद मसी,নিৰাপদ মেছি
निरापद संधि,নিৰাপদ চুক্তি
"निरापद दीप, निरापद लैम्प","নিৰাপদ লেম্প, নিৰাপদ লেম্প"
निरापद दियासलाई,নিৰাপদ মেচ
सुरक्षा अवयव,সুৰক্ষা উপাদান
"सुरक्षा प्लग, सुरक्षा डाट","সুৰক্ষা প্লাগ, সুৰক্ষা ষ্টপাৰ"
सुरक्षा छड़,সুৰক্ষা বাৰ
सुरक्षा वाल्व,সুৰক্ষা ভালভ
सेज,SEZ
सैजिटा विधि,sagitta পদ্ধতি
सैजिटीय किरणें,চেজিটেল ৰশ্মি
साहा-आयनन-सूत्र,সাহাৰ আয়নীয়কৰণ সূত্ৰ
"सेंट, उपग्रह निरीक्षक तंत्र","st, উপগ্ৰহ নিৰীক্ষণ ব্যৱস্থা"
क्षेत्र कुंडली ध्रुव,ফিল্ড কইল খুঁটা
"लवण, नमक","নিমখ, নিমখ"
शोरा,লৱণ পেটাৰ
अस्त्र फायर,astra জুই
समेरियम,samarium
समान कला,অনুৰূপ শিল্প
समान दिशा,একে দিশতে
"प्रतिदर्शी, नमूना","নমুনা, নমুনা"
प्रतिदर्श सन्निकटन,নমুনাৰ আনুমানিককৰণ
प्रतिदर्श संग्रह,নমুনা সংগ্ৰহ কৰা
प्रतिदर्श सहसंबंध गुणांक,নমুনা সম্পৰ্ক সহগ
प्रतिदर्श अभिकल्पना,নমুনা ডিজাইন
प्रतिदर्श बंटन,নমুনা বিতৰণ কৰা
प्रतिदर्श पथ,নমুনা পথ
प्रतिदर्श बिंदु,নমুনা বিন্দু
प्रतिदर्श गुणता,নমুনাৰ মানদণ্ড
प्रतिदर्श-मान-विचलन,নমুনা মানৰ বিচ্যুতি
प्रतिदर्श सर्वेक्षण,নমুনা জৰীপ
प्रतिदर्श नली,নমুনা নলী
प्रतिदर्श प्रसरण,নমুনা ভ্যাৰিয়েন্স
प्रतिदर्शी जाँच,নমুনা পৰীক্ষা
"प्रतिदर्शी (वि, ), प्रतिचयन (सं, )","নমুনা সংগ্ৰহ (V, ), নমুনা সংগ্ৰহ (নং, )"
प्रतिचयन स्वीकरण आयोजना,নমুনা গ্ৰহণৰ পৰিকল্পনা
प्रतिचयन की स्वीकरण क्रियाविधि,নমুনা সংগ্ৰহৰ গ্ৰহণযোগ্যতা পদ্ধতি
प्रतिचयन परिपथ,নমুনা সংগ্ৰহ কৰা বৰ্তনী
प्रतिदर्शी बंटन,নমুনা বিতৰণ কৰা
प्रतिचयन-त्रुटि,নমুনা সংগ্ৰহৰ ভুল
प्रतिचयन उच्चावचन,নমুনা উচ্চাৰণ
प्रतिचयनानुपात,নমুনা সংগ্ৰহৰ অনুপাত
प्रतिचयन द्वार,নমুনা সংগ্ৰহৰ গেট
प्रतिदर्शी निरीक्षण,নমুনা পৰিদৰ্শন
प्रतिचयन अंतराल,নমুনা সংগ্ৰহৰ ব্যৱধান
प्रतिचयन विधि,নমুনা সংগ্ৰহ পদ্ধতি
प्रतिचयन आघूर्ण,নমুনা সংগ্ৰহৰ মুহূৰ্ত
औसतकारी गुणक,গড় কাৰক
प्रतिचयन संख्या,নমুনা সংগ্ৰহ কৰা নম্বৰ
प्रतिचयन प्रेक्षण,নমুনা সংগ্ৰহ কৰা পৰ্যবেক্ষণ
प्रतिचयन दोलनदर्शी,নমুনা সংগ্ৰহ কৰা অচিলোস্কোপ
प्रतिचयन-प्रायिकता,নমুনা সংগ্ৰহৰ সম্ভাৱনা
प्रतिचयन स्पंद जनित्र,নমুনা সংগ্ৰহ কৰা পালছ জেনেৰেটৰ
प्रतिजयन अनुपात,এন্টিজেন অনুপাত
प्रतिचयन नित्यक्रम,নমুনা সংগ্ৰহৰ ৰুটিন
प्रतिदर्शी नली,নমুনা নলী
प्रतिचयन एकक,নমুনা সংগ্ৰহ কৰা একক
सैम्सोनाइट,চেমচোনাইট
सैनाफेन्ट,senafant
सैनाट्रॉन,চেনাট্ৰন
सैनबार्न,সনবৰ্ণ
सैनबार्न प्रतिचित्र,sanbarn মানচিত্ৰ
सैंडविच,চেণ্ডউইচ
सैन्डविच संकुल,চেণ্ডউইচ পেকেজ
"सैंडविच अणु, अंतर्दाबित अणु","চেণ্ডউইচ অণু, আন্তঃপ্ৰেৰিত অণু"
सैन्डविच संरचना,চেণ্ডউইচ গঠন
अंतर्दाबन,হেঁচাত
साबुनीकरण,saponification
साबुनीकरण संख्या,চেপনিফিকেশন নম্বৰ
सैराह,ছাৰা
सार्ड प्रमेय,sard উপপাদ্য
सार्जेन्ट वक्र,চাৰ্জেণ্ট কাৰ্ভ
सार्जेन्ट चक्र,চাৰ্জেণ্ট বৃত্ত
सार्जेन्ट आरेख,চাৰ্জেণ্ট ডায়েগ্ৰাম
"उपग्रह, अनुषंगी, अनुगामी, सैटेलाइट","উপগ্ৰহ, সহযোগী, ট্ৰেইলিং, উপগ্ৰহ"
उपरेखा,ৰুপৰেখা
उपग्रह ऐन्टेना,উপগ্ৰহৰ এন্টেনা
अनुषंगी शाखा,সহযোগী শাখা
"अनुगामी विस्तरण, अनुगामी पृथुलन","ট্ৰেইলিং এক্সটেনচন, ট্ৰেইলিং প্ৰসাৰণ"
उपग्रह घटन,উপগ্ৰহৰ পৰিঘটনা
अनुषंगी रेखा,উপনৈৰ ৰেখা
अनुषंगी चुंबकत्वमापी,আনুষংগিক মেগনেট&#39;মিটাৰ
उपग्रह गति,উপগ্ৰহৰ গতি
उपग्रह आवर्त काल,উপগ্ৰহৰ সময়ছোৱা
उपग्रह फोटोचित्रमिति,উপগ্ৰহৰ ফটোগ্ৰাফী
अनुषंगी स्पंद,সহায়ক স্পন্দন
उपग्रह अनुवर्तन,উপগ্ৰহ অনুসৰণ
उपग्रह प्रेषित्र,উপগ্ৰহ ট্ৰেন্সমিটাৰ
अनुषंगी परावर्तन,গৌণ প্ৰতিফলন
अल्प शक्ति उपग्रह,কম শক্তিৰ উপগ্ৰহ
संतृप्य रिऐक्टर,চেচুৰেচন ৰিয়েক্টৰ
संतृप्य ट्रांसफार्मर,চেচুৰেচন ট্ৰেন্সফৰ্মাৰ
संतृप्त करना,সন্তুষ্ট কৰা
संतृप्त,সন্তুষ্ট
संतृप्त सक्रियता,সংপৃক্ত কাৰ্য্যকলাপ
संतप्त वायु,সংপৃক্ত বায়ু
"संतृप्त वर्ण, संतृप्त रंग",সংপৃক্ত ৰং সংপৃক্ত ৰং
संतृप्त डायोड,সংপৃক্ত ডাইঅ&#39;ড
संतृप्त द्रव,সংপৃক্ত তৰল পদাৰ্থ
संतृप्त अणु,সংপৃক্ত অণু
संतृप्त वाष्प,সংপৃক্ত বাষ্প
संतर्पक संकेत,যোগাযোগ সংকেত
"संतृप्ति, संतृप्तिकरण","চেচুৰেচন, চেচুৰেচন"
संतृपित धारा,সংপৃক্ত ধাৰা
संतृप्ति वक्र,চেচুৰেচন কাৰ্ভ
संतृप्ति अभिवाह घनत्व,চেচুৰেচন ফ্লাক্স ঘনত্ব
संतृप्ति प्रेरण,চেচুৰেচন ইণ্ডাকচন
संतृप्ति तल,চেচুৰেচন ফ্ল&#39;ৰ
संतृप्ति रेखा,চেচুৰেচন লাইন
संतृप्ति-चुंबकन,চেচুৰেচন চুম্বকীয়কৰণ
संतृप्ति सुंबकीय विरूपण,চেচুৰেচন চুম্বকীয় বিকৃতি
संतृप्ति स्थिति,চেচুৰেচন অৱস্থা
संतृप्ति प्रतिरोध,চেচুৰেচন ৰেজিষ্টেন্স
संतृप्ति मापक्रम,চেচুৰেচন স্কেল
संतृप्ति  स्पेक्ट्रॉस्कोपी,চেচুৰেচন স্পেকট্ৰস্কপি
संतृप्ति विकृति,চেচুৰেচন বিকৃতি
संतृप्ति काल गुणांक,চেচুৰেচন সময় সহগ
संतृप्ति मान,চেচুৰেচন মান
संतृप्ति वाष्प दाब,চেচুৰেচন বাষ্প চাপ
संतृप्ति वोल्टता,চেচুৰেচন ভল্টেজ
शनि,শনি
शनि-वलय,শনিৰ আঙঠি
सॉटर विधि,sauter পদ্ধতি
सवार्ट,savart
सावार पट्टिका,savar ফলক
"सावार पोलेरिस्कोप, सावार ध्रुवणदर्शी","সাভাৰ মেৰুস্কোপ, সাভাৰ মেৰুস্কোপ"
पृष्ठीय ध्वनि-तरंग,পৃষ্ঠীয় শব্দ তৰংগ
आरादंती कालमापी तरंग,aardanti ক্ৰ&#39;নোমিটাৰ তৰংগ
आरादंती वोल्टता,ইডলিং ভল্টেজ
आरादंती तरंग,আৰাদন্তি তৰংগ
आरादंती तरंग आकृति,আৰাদন্তি তৰংগ আকৃতি
आरादंती तरंग जनित्र,তৰংগ উৎপাদক
आरादंती धारा,পূজা ধাৰা
आरादंती जनित्र,ছালনী জেনেৰেটৰ
आरादंती स्पंद,আৰাদন্তি স্পেণ্ড
सैक्सोफोन,চেক্সোফোন
सैयर वर्ग विधि,চেয়াৰ শ্ৰেণী পদ্ধতি
कर्मावर्त की अधःकुल्या मध्यकर्ण सोपान,কৰ্মৱৰ্তৰ মধ্য কাণৰ পৰ্যায়
कर्णावर्त की ऊर्ध्वकुल्या,কক্লিয়াৰ
"अदिश, स्केलर","স্কেলাৰ, স্কেলাৰ"
अदिश कोणीय वेग,স্কেলাৰ কৌণিক বেগ
अदिश घनत्व,স্কেলাৰ ঘনত্ব
अदिश क्षेत्र,স্কেলাৰ ক্ষেত্ৰ
अदिश बल,স্কেলাৰ বল
अदिश गतिक ऊर्जा,স্কেলাৰ গতিশক্তি
अदिश मेसॉन,স্কেলাৰ মেছন
अदिश गुणज,স্কেলাৰ বহুগুণ
अदिश गुणन,স্কেলাৰ গুণন
अदिश गुणक,স্কেলাৰ বহুগুণক
अदिश संकारक,স্কেলাৰ অপাৰেটৰ
अदिश बिंदु फलन,স্কেলাৰ পইণ্ট ফাংচন
अदिश विभव,স্কেলাৰ বিভৱ
अदिश दाब,স্কেলাৰ চাপ
अदिश गुणनफल,স্কেলাৰ উৎপাদন
अदिश गुण,স্কেলাৰ বৈশিষ্ট্য
अदिश राशि,স্কেলাৰ
अदिश त्रिक गुणनफल,স্কেলাৰ ট্ৰিপল প্ৰডাক্ট
"मापनी, स्केल, पैमाना, मापक्रम, शल्क, स्वरग्राम, पलड़ा","স্কেল, স্কেল, স্কেল, স্কেল, স্কেল, স্কেল, স্কেল"
स्केल प्रभाव,স্কেল ইফেক্ট
मापनी अशुद्धि,স্কেলৰ ভুল
स्केल गुणक,স্কেল বহুগুণক
अनुमापी मॉडल,ভলিউমেট্ৰিক মডেল
8 का सोपान,৮ পদক্ষেপ
भूकम्प तीव्रता स्केल,ভূমিকম্পৰ তীব্ৰতাৰ স্কেল
संकेतन मापक्रम,সংকেত স্কেল
लघुता का मापक्रम,সৰুতাৰ স্কেল
द्वि-आधारी माप,বাইনাৰী জোখ
सोपानी घटना,ষ্টেপ ইভেন্ট
सोपानित स्पन्द,ষ্টেপ পালছ
सोपानी गणित्र,ষ্টেপ কেলকুলেটৰ
सोपानी अभिलेखित्र,ষ্টেপ ৰেকৰ্ডাৰ
"शल्कन, सोपानी गणन, सोपानन","স্কেল, স্কেল, স্কেল"
सोपानी परिपथ,ষ্টেপ চাৰ্কিট
सोपानी गुणक,ষ্টেপ মাল্টিপ্লাইয়াৰ
सोपान नियम,ষ্টেপ নিয়ম
सोपान नियम,ষ্টেপ নিয়ম
सोपानी अनुपात,ষ্টেপ ৰেচিঅ&#39;
"क्रम गणक एकक, सोपान एकक","ক্ৰম একক, পদক্ষেপ একক"
क्रमवीक्षण,স্কেনিং কৰা
क्रमवीक्षण परिवर्तक,স্কেনিং কনভাৰ্টাৰ
क्रमवीक्षण भिन्न,স্কেনিং ভ্যাৰিয়েন্স
"क्रमवीक्षण फ़ोटोमीटर, क्रमवीक्षण प्रकाशमापी","স্কেনিং ফটোমিটাৰ, স্কেনিং ফটোমিটাৰ"
क्रमवीक्षण रेडार,স্কেনিং ৰাডাৰ
क्रमवीक्षक,স্ক্যানাৰ
क्रमवीक्षण छिद्र,স্কেনিং ফুটা
क्रमवीक्षण,স্কেনিং কৰা
क्रमवीक्षक ऐन्टेना धारक,স্ক্যানাৰ এন্টেনা ধাৰণকাৰী
"क्रमवीक्षण इलेक्ट्रॉन माइक्रोस्कोप, क्रमवीक्षण इलेक्ट्रॉन सूक्ष्मदर्शी","স্কেনিং ইলেক্ট্ৰন মাইক্ৰস্কোপ, স্কেনিং ইলেক্ট্ৰন মাইক্ৰস্কোপ"
क्रमवीक्षक शीर्ष,স্ক্যানাৰৰ মূৰ
क्रमवीक्षण रेखा,স্কেনিং লাইন
क्रमवीक्षण रैखिकता,স্কেনিং ৰৈখিকতা
क्रमवीक्षण सूक्ष्मदर्शी,স্কেনিং মাইক্ৰস্কোপ
जालक बिन्दुओं का क्रमवीक्षण,স্কেনিং জালি বিন্দু
क्रमवीक्षण अनुक्रम अंतर्ग्रथन,স্কেনিং ক্ৰম চিনেপ্স
क्रमवीक्षण चाल,স্কেনিং move
क्रमवीक्षण बिन्दु,স্কেনিং পইণ্ট
क्रमवीक्षण पद,স্কেনিং পোষ্ট
क्रमवीक्षण तकनीक,স্কেনিং প্ৰযুক্তি
क्रमवीक्षण पारगमन इलेक्ट्रॉन सूक्ष्मदर्शी,স্কেনিং ট্ৰেনজিট ইলেক্ট্ৰন মাইক্ৰস্কোপ
क्रमवीक्षण वोल्टता,স্কেনিং ভল্টেজ
"अस्फुटक, स्क्रैम्बिल","crumbly, স্ক্ৰেম্বল"
सिंदूरी लाल,সিন্দুৰী লাল
"प्रकीर्ण, प्रकीर्णन","বিক্ষিপ্ত, বিক্ষিপ্ত"
प्रकीर्ण आरेख युक्ति,স্কেটাৰ ডায়াগ্ৰাম ডিভাইচ
प्रकीर्णन गुणांक,বিকিৰণ সহগ
प्रकीर्णी संचण,বিবিধ সংক্ৰমণ
प्रकीर्णी परिज्ञापन,বিক্ষিপ্ত বিজ্ঞাপন
प्रकीर्ण आरेख,স্কেটাৰ ডায়াগ্ৰাম
प्रकीर्ण प्रतिध्वनि,বিক্ষিপ্ত অনুনাদ
प्रकीर्ण प्रकाश,বিক্ষিপ্ত পোহৰ
प्रकीर्ण विकिरण,বিক্ষিপ্ত বিকিৰণ
प्रकीर्ण,সিঁচৰতি
प्रकीर्णन,বিক্ষিপ্ততা
प्रकीर्णन दैर्ध्य,বিকিৰণ তৰংগদৈৰ্ঘ্য
प्रकीर्णनांक,বিকিৰণ সূচকাংক
प्रकीर्णन परिक्षेत्र,স্কেটাৰ জ&#39;ন
प्रकीर्ण बल,বিক্ষিপ্তকৰণ বল
प्रकीर्णन स्तर,স্কেটাৰ লেভেল
"प्रकीर्णन दैर्ध्य, प्रकीर्णन लंबाई","বিকিৰণৰ দৈৰ্ঘ্য, বিক্ষিপ্তকৰণৰ দৈৰ্ঘ্য"
प्रकीर्णन हारि,বিক্ষিপ্ত ক্ষতি
प्रकीर्णी आव्यूह,বিবিধ মেট্ৰিক্স
प्रकाश प्रकीर्णन,পোহৰ বিকিৰণ
प्रकीर्ण बिंदु,স্কেটাৰ পইণ্ট
प्रकीर्णन विभव,বিকিৰণ সম্ভাৱনা
प्रकीर्णी प्रक्रम,বিক্ষিপ্তকৰণ প্ৰক্ৰিয়া
प्रकीर्णी निकाय,বিবিধ শৰীৰ
प्रकीर्णन सिद्धांत,বিক্ষিপ্তকৰণ নীতি
प्रकीर्णन उत्पाद,বিক্ষিপ্তকৰণ উৎপাদন
प्रकीर्ण तरंग,বিক্ষিপ্ত ঢৌ
प्रकीर्णक,বিক্ষিপ্তকাৰী
रेचन स्ट्रोक,catharsis ষ্ট্ৰোক
दृश्य सज्जा,দৃশ্যমান সজ্জা
दृश्य,দৃষ্টি
दृश्य दीप्ति,ভিজুৱেল ব্ৰিলিয়েন্স
शाउडर प्रमेय,শ্বাউডাৰ উপপাদ্য
सुनिश्चित प्रचालन,নিশ্চিত অপাৰেচন
चरणावली नियोजन,পৰ্যায় পৰিকল্পনা
नियोजक फलन,পৰিকল্পনা কাৰ্য্য
तालिका नियोजन,টেবুল পৰিকল্পনা
नियोजक संकारक,পৰিকল্পনা অপাৰেটৰ
"अनुसूचन, नियोजन","সময়সূচী, পৰিকল্পনা"
शाइबलेर का टोनोमीटर,শ্বিবলাৰৰ টোনোমিটাৰ
शीबोल्ड विधि,শ্বীবল্ড পদ্ধতি
शीबोल्ड सॉटर विधि,sheeebold sauter পদ্ধতি
व्यवस्था आलेख,ব্যৱস্থাৰ গ্ৰাফ
विधिवत प्रस्तुति,আনুষ্ঠানিক উপস্থাপন
व्यवस्थात्मक निरूपण,পদ্ধতিগত প্ৰতিনিধিত্ব
व्यवस्थात्मकतः,পদ্ধতিগতভাৱে
"स्कीम, अधियोजना, योजना","আঁচনি, পৰিকল্পনা, পৰিকল্পনা"
गुप्त आवर्तिता-योजना,গোপন কম্পাঙ্ক আঁচনি
स्कीमोक्रोम,schemaochrome
शिलर,শিলাৰ
श्लीरेन पद्धति,schlieren পদ্ধতি
"श्लीरेन, सूत्रिल अंतर्वेश","schleren, সূত্ৰ ইনপুট"
