English,Assamese
magnetic strip,চুম্বকীয় ৰেখা
magnetic tape,চুম্বকীয় টেপ
magnetic tape cartridge,চুম্বকীয় টেপ কাৰ্টিজ
magnetic tape drive,চুম্বকীয় টেপ ড্ৰাইভ
magnetic tape header,চুম্বকীয় টেপ পূৰ্বসূৰী
magnetic tape librarian,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
magnetic tape transport,চুম্বকীয় টেপ প্ৰৱেশ
magnetic tape unit,চুম্বকীয় টেপ ইউনিট
magnetic thin film,"1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
magnetic track,চুম্বকীয় পথ
magneto optic storage,চুম্বকীয় আলোকীয় সংৰক্ষণ
magnetographic printer,"1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
Magnetostriction,চুম্বকীয় বিকৃতি
magnetostrictive tablet,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
mail box,"১.মেইল বক্স, ২.মেইল বক্স"
mail merge,মেইল মাৰ্জ কৰক
main control unit,"১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
main frame,মূল ফ্ৰেম
main frame system,"1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
main memory,"১.মূল স্মৃতি, ২.মূল স্মৃতি"
main program,"১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
main storage,মূল সংৰক্ষণ
main switch,"১.মেইন চুইচ, ২.মেইন চুইচ"
Maintenance,"1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
maintenance panel,ৰক্ষণাবেক্ষণ পেনেল
maintenance time,ৰক্ষণাবেক্ষণৰ সময়
major cycle,ডাঙৰ বৃত্ত
major device,কী ডিভাইচ
major key,মূল চাবি
major state,মূল মঞ্চ
major structure,মূল গঠন
major task,মূল কাম
majority element,সংখ্যাগৰিষ্ঠ উপাদান
majority gate,সংখ্যাগৰিষ্ঠতা গেট
majority operation,সংখ্যাগৰিষ্ঠতা অপাৰেচন
makeup time,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
malfunction routine,মিছঅপাৰেচন ৰুটিন
management development,ব্যৱস্থাপনা বিকাশ
management information system (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
management science,ব্যৱস্থাপনা বিজ্ঞান
Manchester coding,মানচেষ্টাৰ এনকোডিং
Manifolding,গুণন
manipulated variable,অনুমান কৰা চলক
manipulating indexing,আনুমানিক সূচকাংক
man-machine simulation,মানৱ যন্ত্ৰৰ অনুকৰণ
manual address switch,মেনুৱেল ঠিকনা চুইচ
manual analysis,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
manual answering,মেনুৱেল কল
manual entry,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
manual exchange,"১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
manual input,"1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
manual operation,মেনুৱেল অপাৰেচন
many to many relationship,বহুতৰ লগত বহুতৰ সম্পৰ্ক
many to one decoder,মাল্টি-ডিকোডাৰ
map method,মানচিত্ৰ পদ্ধতি
Mapping,মেপিং
Margin,প্ৰান্ত
margin error,প্ৰান্তীয় ভুল
marginal check,প্ৰান্তীয় অনুসন্ধান
marginal test,প্ৰান্তীয় পৰীক্ষা
mark detection,চিহ্ন ধৰা পেলোৱা
mark reading,চিন পঢ়া
mark scanning,চিহ্ন স্কেনিং
mark sense,sign sense
Marker,মাৰ্কাৰ
Marking,চিহ্নিত কৰা
marking wave,মাৰ্কাৰ তৰংগ
markov chain,মাৰ্কভ শৃংখল
markov source,মাৰ্কভ উৎস
mark-up language,markup ভাষা
Maser,maser
Maser,maser
Mask,"১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
mask bit,"1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
mask programmable device,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
mask register,কভাৰ ৰেজিষ্টাৰ
masked ROM,"1. কভাৰ ৰম, 2. কভাৰ ৰম"
Masking,আৱৰণ
mass data,বিশাল পৰিসংখ্যা
mass memory,"1.মাছ মেমৰি, 2.মাছ মেমৰি"
massively parallel,বৃহৎ পৰিমাণে সমান্তৰাল
Master,মুখীয়াল
master card,মাষ্টাৰ কাৰ্ড
master clock,"1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
master consol,মূল ক&#39;ন্সোল
master data,প্ৰাইম ডাটা
master diagram,মাষ্টাৰ ডায়েগ্ৰাম
master file,মাষ্টাৰ ফাইল
master group,প্ৰধান গোট
master key,মাষ্টাৰ কি&#39;
master library tape,মূল লাইব্ৰেৰীৰ টেপসমূহ
master processor,প্ৰাইম প্ৰচেছৰ
master program,ফ্লেগশ্বিপ প্ৰগ্ৰেম
master station,হেড চেণ্টাৰ
master tape,"১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
master terminal,"১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
master/slave device,প্ৰধান অধীনস্থ যন্ত্ৰ
master/slave system,প্ৰধান অধীনস্থ ব্যৱস্থা
Match,"১.মেচ, ২.মেচ, ৩.মিল"
Matching,মিল থকা
mathematical programming,গাণিতিক প্ৰগ্ৰেমিং
mathematical simulation,গাণিতিক অনুকৰণ
Matrix,"১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
matrix printer,"1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
matrix switch,মেট্ৰিক্স চুইচ
matrix table,মেট্ৰিক্স টেবুল
maxi computer,maxi কম্পিউটাৰ
Maxicomputer,maxi কম্পিউটাৰ
maximal element,শিখৰ মৌল
maxterm (standard sum term),যোগপদ
maxwell daemon,মেক্সৱেল ডেমন
Mean,"১.গড়, ২.গড়"
mean repair time,গড় আৰোগ্যৰ সময়
mean time between failure (MTBF),বিফলতাৰ অৰ্থ সময়
mean time between failure (MTBF),বিফলতাৰ মধ্যম সময় (m t b f)
mean time to failure,বিফলতাৰ সময় বুজাইছে
mean time to repair,মেৰামতিৰ অৰ্থ সময়
mean time to repair (MTTR),সংশোধনৰ গড় সময় (MTTR)
medium scale integration (MSI),মধ্যমীয়া স্কেল সংহতি (MSI)
medium scale integration (MSI),মধ্যম সংহতি (MSI)
medium term storage device,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
megabit per second (MB Ps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
member object,উপাদান বস্তু
member record,উপাদান ৰেকৰ্ড
Memory,"১.স্মৃতি, ২.স্মৃতি"
memory array,"1.মেমৰি এৰে, 2.মেমৰি এৰে"
memory bank,"১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
memory buffer register,"1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
memory bus,"১.মেমৰি বাছ, ২. মেমৰি বাছ"
memory card,মেমৰি কাৰ্ড
memory cell,স্মৃতিশক্তি কোষ
memory compaction,স্মৃতিশক্তি হেৰুৱা
memory core,"1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
memory cycle,স্মৃতি চক্ৰ
memory data register,"1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
memory dump,"1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
memory exchange,"1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
memory hierarchy,"1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
memory instruction,স্মৃতিশক্তিৰ নিৰ্দেশনা
memory management,"১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
memory map,"1.মেমৰি মেপ, 2.মেমৰি মেপ"
memory mapped I/O,"1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
memory model,"1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
memory module,"1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
memory pointer register,"1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
memory power,মেমৰি শক্তি
memory protection,স্মৃতিশক্তি সুৰক্ষা
memory reference instruction,"1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
memory resident program,"১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
memory unit,"1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
Menu,মেনু
menu bar,মেনু বাৰ
menu drive,মেনু চালিত
menu selection,মেনু নিৰ্বাচন
menu-driven program,মূল-চালিত কাৰ্যসূচী
Merge,"১.অন্তৰ্নিহিত, ২.এত্ৰিত"
merge exchange sort,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
merge sort,"1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
Merging,"১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
mesh network,জালি নেটৱাৰ্ক
Messagaing,বাৰ্তা প্ৰেৰণ
Message,বাৰ্তা
message authentication,বাৰ্তা প্ৰমাণীকৰণ
message box,বাৰ্তা কোষ
message circuit,বাৰ্তা বৰ্তনী
message format,বাৰ্তা বিন্যাস
message header,বাৰ্তা পৰ্টে
message mode,বাৰ্তা ধৰণ
message passing,বাৰ্তা প্ৰেৰণ
message polling,"1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
message queue,বাৰ্তা লাইন
message switch,বাৰ্তা চুইচ
message text,বাৰ্তাৰ লিখনী
message transfer agent,বাৰ্তা স্থানান্তৰ এজেন্ট
meta assembler,চুপাৰ এছেম্বলাৰ
meta class,মেটাক্লাছ
meta compilation,"1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
meta compiler,"1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
meta language,উপভাষা
meta network,"1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
meta system,একনায়কত্ববাদ
Method,প্ৰক্ৰিয়া
metropolitan area network (MAN),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
Micro,মাইক্ৰ&#39;
micro code,"১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
micro computer,মাইক্ৰ&#39;কম্পিউটাৰ
micro controller,মাইক্ৰ&#39; নিয়ন্ত্ৰক
micro cycle,মাইক্ৰ&#39; চক্ৰ
micro electronic mechanical system (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
micro electronics,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
micro miniauthorization,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
micro order,মাইক্ৰ&#39; অৰ্ডাৰ
micro/mainframe link,"১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
Microchip,মাইক্ৰ&#39; চিপ
Microcobol,মাইক্ৰ&#39; ক&#39;বল
Microcode,মাইক্ৰ&#39; ক&#39;ড
Microfiche,"১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
Microfloppy,মাইক্ৰ&#39; ফ্লপি
microform reader,মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ
Microframe,মাইক্ৰ&#39; ফ্ৰেম
Micrographics,মাইক্ৰ&#39;গ্ৰাফিক্স
Microphone,মাইক্ৰ&#39;ফোন
Microphotograph,মাইক্ৰ&#39;ফটোগ্ৰাফ
microprocessing unit,"১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট"
Microprocessor,মাইক্ৰ&#39;প্ৰচেছৰ
microprocessor chip,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
microprocessor compiler,মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ
microprocessor unit (MPU),মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU)
Microprogram,"১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম"
Microsequence,মাইক্ৰ&#39; ক্ৰম
Microsoft,মাইক্ৰ’ছফ্ট
microsoft windows,মাইক্ৰ’ছফ্ট উইণ্ড’জ
Microwave,মাইক্ৰ&#39; ৱেভ
microwave link,মাইক্ৰ&#39; ৱেভ লিংক
microwave propagation,মাইক্ৰৱেভ ট্ৰেন্সমিছন
middle management,মধ্যম ব্যৱস্থাপনা
Middleware,"1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ"
Midicomputer,মিডি কম্পিউটাৰ
Midpoint,কেন্দ্ৰীয় বিন্দু
Midterm,মধ্যমীয়া
migration path,প্ৰব্ৰজনৰ পথ
million instructions per second (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
minicomputer,মিনি কম্পিউটাৰ
Minidiskette,সৰু ডিস্কেট
minimal kernel,"১.সৰু বৃহদান্ত্ৰ, ২.সৰু অষ্ট"
minimal product,নূন্যতম উৎপাদন
minimal tree,বিৰল গছ
minimax (min-max) algorithm,"১.মিনিমেক্স এলগৰিদম, ২.এলগৰিদম"
minimax procedure,ক্ষুদ্ৰকৰণ প্ৰক্ৰিয়া
minimum cost spanning tree,সৰ্বনিম্ন খৰচৰ সম্প্ৰসাৰণ গছ
minimum latency coding,"1.নিম্ন বিলম্ব এনকোডিং, 2.নিম্ন বিলম্ব ক&#39;ডিং"
minor device,চুটি ডিভাইচ
Minterim,"১.গুণন, ২.গুণন, ৩.গুণন পদ"
minus flag,ক্ৰেডিট কাৰ্ড
minus flag,ক্ৰেডিট কাৰ্ড
minus zone,ক্ৰেডিট এলেকা
mirror,মিৰ&#39;ৰ কৰা ডিস্ক
mirror site,"১.আইনা দাগ, ২.ফটোকপি, ৩.আইনা কপি"
mixed-radix notation,মিশ্ৰিত মূলক সংকেত
Mixer,মিক্সাৰ
Mnemonic,স্মৃতিভ্ৰংশ
mnemonic address,mnemonic ঠিকনা
Mnemonics,স্মৰণীয়
Mobile,"1.মোবাইল, 2.চলনশীল"
mobile computing,"১/ মোবাইল কম্পিউটিং, ২/ মোবাইল কম্পিউটিং"
Model,"১.মডেল, ২.মডেল"
modeless editor,মোডলেছ সম্পাদক
Modelling,"১.মডেলিং, ২.মডেলিং"
Modem,মডেম
Moderate,"১.সৰল গড়, ২.সাধাৰণ, ৩.গড়"
Moderation,বিমন্দন
Moderator,মডাৰেটৰ
modified instruction,পৰিৱৰ্তিত নিৰ্দেশনা
Modifier,পৰিৱৰ্তক
modifier bit,পৰিবৰ্তক বিট
Modify,পৰিৱৰ্তন
Modular,মডিউলাৰ
Modularity,"1. মডুলাৰিটি, 2. মডুলাৰিটি"
Modulation,মডুলেচন
Module,মডিউল
module architecture,মডিউলাৰ গঠন
Monitor,কাৰোবাৰ ওপৰত চকু ৰখা
monitoring program,"১.মনিটৰ প্ৰগ্ৰেম, ২.মনিটৰ প্ৰগ্ৰেম"
monocrome display,একৰঙী প্ৰদৰ্শন
monolithic integrated circuit,একক সংহত বৰ্তনী
monolithic technology,একক প্ৰযুক্তি
monospace font,একক স্পেচ ফন্ট
Monostable,a positional
Monotoricity,একাগ্ৰতা
Morph,"১. আকৃতি, ২. ৰূপ"
Morpheme,প্ৰপত্ৰ
Morphism,আকাৰ
Mortgage,"১.বন্ধকী, ২.বন্ধকী, বন্ধকী"
mosfet (MOSFET),MOSFET (MOSFET) গেস্টবুক
most significant bit,"1. সৰ্বোচ্চ দুটা অংক, 2. সৰ্বোচ্চ বিট"
mother board,মাদাৰ বৰ্ড
mother register,মাতৃ পঞ্জীয়ন
motion picture,চলচ্চিত্ৰ
motion picture experts group (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
Mount,মাউন্ট
Mouse,"১.মাউছ, ২.মাউছ"
Move,"১.চলনশীল, ২.স্থানচ্যুতি"
move character,চলন্ত চিহ্ন
MS-DOS,এম এছ-ড’ছ
MS-Windows,এম এছ-উইণ্ড’জ
multi aspect,একাধিক অভিমুখীতা
multi processor,মাল্টি প্ৰচেছৰ
multi programming,"১.মাল্টিপ্ৰগ্ৰেমিং, ২.মাল্টিপ্ৰগ্ৰেমিং"
multi tasking,মাল্টিটাস্কিং
Multibus,বহুবুছ
Multicast,সম্প্ৰচাৰ
multicast address,বহুৰূপী ঠিকনা
Multicasting,সম্প্ৰচাৰ
Multichip,মাল্টিচিপ
Multics,multix
multijob operation,মাল্টিটাস্কিং অপাৰেচন
multilevel memory,"১.বহুস্তৰীয় স্মৃতিশক্তি, ২. বহুস্তৰীয় স্মৃতিশক্তি"
multimedia technology,"১.মাল্টিমিডিয়া প্ৰযুক্তি, ২.মাল্টিমিডিয়া প্ৰযুক্তি"
Multimode,বহুগুণতা
Multiple,একাধিক
multiple precision,"১.নিখুঁততা, ২.বহু নিশ্চয়তা"
multiple regression,বহুবিধ ৰিগ্ৰেছন
Multiplex,"১.মাল্টিপ্লেক্স, ২.মাল্টিপ্লেক্স"
multiplex mode,মাল্টিপ্লেক্স মোড
Multiplexer,মাল্টিপ্লেক্সাৰ
Multiplexing,"১.মাল্টিপ্লেক্সিং, ২.মাল্টিপ্লেক্সিং"
multipoint network,মাল্টিপইন্ট নেটৱৰ্ক
Multiprocessing,একাধিক প্ৰচেছিং
multiprocessor system,মাল্টিপ্ৰচেছৰ চিস্টেম
multipurpose internet mail extention (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
Multischedule,প্লেচমেণ্ট
Multistation,বহুকেন্দ্ৰীয়
Multithreading,মাল্টিথ্ৰেডিং
multivalued logic,বহুপদ যুক্তি
multivariate analysis,বহুচলকীয় বিশ্লেষণ
Multivibrator,মাল্টিভাইব্ৰেটৰ
mutual exclusion,"১.পাৰস্পৰিক বৰ্জন, ২.পাৰস্পৰিক বৰ্জন"
mutual information,পাৰস্পৰিক তথ্য
naïve user,"1. নবীন, 2. স্বজ্ঞাত ব্যৱহাৰকাৰী"
name server,"1.নাম চাৰ্ভাৰ, 2.নাম চাৰ্ভাৰ"
NAND operation,নন্দ অপাৰেচন
Nano,নেনো
narrow band,"সংকীৰ্ণ বেণ্ড, সংকীৰ্ণ বেণ্ড"
national information infrastructure,ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি
National Information Standards Organization (NAND NISO),ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (AND NISO)
native code,প্ৰাকৃতিক সংকেত
native compiler,"১.প্ৰকৃত দোভাষী, ২.প্ৰকৃত প্ৰগ্ৰেমাৰ, ৩.প্ৰকৃত বিদ্যালয়"
native software,প্ৰাকৃত চফ্টৱেৰ
natural compiler,প্ৰাকৃতিক কম্পাইলাৰ
natural language processing,প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ
natural language querry,প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন
natural number,"১.প্ৰাকৃতিক সংখ্যা, ২.প্লাছ পূৰ্ণসংখ্যা"
Navigation,সঞ্চালন
Navigator,নিৰ্দেশক
negative logic,বিপৰীত যুক্তি
nested loop,"1.প্ৰয়োজনীয় লুপ, 2.Enter লুপ"
nested macros,"1. নেষ্টেড মেক্ৰ&#39;, 2. নেষ্টেড মেক্ৰ&#39;"
Net,"নেট, নেট"
net address,"১.নেট ঠিকনা, ২.নেট ঠিকনা"
net citizen,"১.নেট নাগৰিক, ২.নেট নাগৰিক"
netscape navigator,নেটস্কেপ নেভিগেটৰ
network access control,নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ
network architecture,"1.নেটৱৰ্ক স্থাপত্য, 2.নেটৱৰ্ক গঠন"
network file system (NFS),নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS)
network integrity,"1.নেটৱৰ্ক অখণ্ডতা, 2.নেটৱৰ্ক অখণ্ডতা"
network interconnection,নেটৱাৰ্ক আন্তঃসংযোগ
network layer,নে&#39;টৱৰ্ক স্তৰ
network management,নেটৱাৰ্ক ব্যৱস্থাপনা
network topology,নে&#39;টৱৰ্ক টপোলজি
network virtual terminal,নে&#39;টৱৰ্ক স্পেক টাৰ্মিনেল
neutral relay,নিৰপেক্ষ ৰিলে
neutral transmission,নিৰপেক্ষ সংক্ৰমণ
new line character,নতুন শাৰী আখৰ
new sync,"১.নিও ছিংক, ২. নতুন সিঙ্ক"
NFS/network file,"1.NFS, 2.নেটৱৰ্ক ফাইল"
Nibble,"১.কোৱাৰ্টাৰবিট, ২.কোৱাৰ্টাৰবিট, ৩.নিবেল"
nine's complement,নতুন পৰিপূৰক
Node,ন&#39;ড
Noise,হুলস্থূল
noise mode,শব্দ ধৰণ
noiseless coding,নিৰৱ এনকোডিং
non determinism,অনিয়ম
non distributive,বিতৰক
non empty set,খালী ছেট
non prime,বিভাজনযোগ্য
Non-interactive,অ-পাৰস্পৰিক ক্ৰিয়াশীল
non-terminal system,"1.অসীম ব্যৱস্থা, 2.টাৰ্মিনেলবিহীন ব্যৱস্থা"
non-volatile memory,"১.অস্বাভাৱিক স্মৃতিশক্তি, ২.অস্বাভাৱিক স্মৃতিশক্তি"
non-volatile ram,অস্বাভাৱিক ৰাম
non-weighted code,"1. আনলোড কৰা ক&#39;ড, 2. আনলোড কৰা ক&#39;ড"
NOP instruction,NOP (অকাৰ্য্যকৰী) নিৰ্দেশনা
NOR,ন&#39;ৰ
NOR gate,"১.নহয় গেট, ২.নহয় গেট"
Normal,"১.সাধাৰণ, ২.সৰল"
Normalization,স্বাভাৱিককৰণ
Normalizer,নৰ্মেলাইজাৰ
NOR-operation,knorr অপাৰেচন
NOT,নহয়
NOT circuit,বৰ্তনী নহয়
NOT equivalence gate,সমতুল্যতা গেট নহয়
NOT operation,"1.অপাৰেচন নহয়, 2.অপাৰেচন পৰিপূৰক"
Not-AND,নট-এণ্ড
NOT-AND operation,নট-এণ্ড অপাৰেচন
NOT-OR,নহয়-বা
NOT-OR operation,নট-বা অপাৰেচন
NP completeness,n p সম্পূৰ্ণতা
NULL pointer,খালী পদৰ সূচক
number theory,সংখ্যা তত্ত্ব
nyquist criteria,nyquist মাপকাঠী
Object,"১.বস্তু, ২.উদ্দেশ্য, ৩.লক্ষ্য"
object oriented,লক্ষ্যমুখী
octal code,"1.অক্টল ক&#39;ড, 2.অক্টল ক&#39;ড"
octal number,অষ্টক সংখ্যা
Octet,অক্টেট
Octree,octree
odd parity,অদ্ভুত সমতা
office automation,অফিচ অটোমেচন
office software,অফিচ চফ্টৱেৰ
Off-line,"১.অফ-লাইন, ২.অফ-লাইন"
off-line processing,"1. অফলাইন প্ৰচেছিং, 2. অফলাইন প্ৰচেছিং"
Off-set,"১.অফছেট, ২.অন্ত-লম্ব"
omega notation,ওমেগা সংকেত
on-line communication,অনলাইন যোগাযোগ
on-line processing,"1.অন-লাইন প্ৰচেছিং, 2. একেলগে প্ৰক্ৰিয়াকৰণ"
OP register,অপাৰেচন ৰেজিষ্টাৰ
open addressing,মুক্ত প্ৰৱেশ
open system interconnection,উন্মুক্ত ব্যৱস্থাপ্ৰণালীৰ আন্তঃসংযোগ
open wire,"১.উলংগ তাঁৰ, ২.খোলা তাঁৰ"
Operand,অপাৰেণ্ড
operating system,লজিষ্টিকছ
Operation,"1.অপাৰেচন, 2.অপাৰেচন"
Operator,"১.অপাৰেটৰ, ২.অপাৰেটৰ, ৩.অপাৰেটৰ"
optical character recognition,অপটিকেল চৰিত্ৰ চিনাক্তকৰণ
optical fibre,"1. অপটিকেল ফাইবাৰ, 2. অপটিকেল ফাইবাৰ"
optical font,অপটিকেল ফন্ট
optical mark recognition (OMR),অপটিকেল মাৰ্ক ৰেকগনিচন (OMR)
optical memory,"1. অপটিকেল মেমৰি, 2. অপটিকেল মেমৰি"
optical reader,অপটিকেল ৰিডাৰ
optical scanning,"1. অপটিকেল স্কেনিং, 2. অপটিকেল স্কেনিং"
Optimal,"1.ঐচ্ছিক, 2.ঐচ্ছিক"
Optimization,অনুকূলন
opto coupler,অপটিকেল কাপলাৰ
Optoelectronics,অপ্টোইলেক্ট্ৰনিক্স
Optoisolator,"1. অপটিকেল আইছ&#39;লেটৰ, 2. অপটিকেল আইছ&#39;লেটৰ"
OR,অথবা
OR gate,বা দুৱাৰ
OR operation,বা অপাৰেচন
order by,ক্ৰমাগতভাৱে
order of precedence,অগ্ৰাধিকাৰ ক্ৰম
ordered pair,অৰ্ডাৰ দিয়া জোৰা
ordered set,অৰ্ডাৰ কৰা ছেট
ordered tree,সজাই থোৱা গছ
output data,আউটপুট ডাটা
output device,আউটপুট ডিভাইচ
output file,আউটপুট ফাইল
output module,"1.আউটপুট মডিউল, 2.আউটপুট মডিউল"
output statement,প্ৰস্থান বিবৃতি
output stream,আউটপুট ষ্ট্ৰিম
output unit,আউটপুট ইউনিট
over flow,overflow
over lay,ওভাৰলে
over load,অভাৰলোড
over printing,অভাৰপ্ৰিন্ট
over run,অভাৰৰাইড কৰা হৈছে
over run error,অভাৰৰাইড ভুল
overhead bit,"1. ওভাৰহেড বিট, 2. ওপৰৰ বিট"
Overlap,ওভাৰলেপ
overlay program,ওভাৰলে প্ৰগ্ৰেম
override interrupt,override interrupt
Overwrite,অভাৰৰাইট কৰা
own coding,ব্যক্তিগত এনকোডিং
Pack,পেকেজসমূহ
Package,"1.পেকেজ, 2.পেকেজ"
Packet,পেকেজ
packet switching,পেকেট চুইচিং
packing factor,পেকেজ নম্বৰ
Padding,পদন
Page,পৃষ্ঠা
page addressing,পৃষ্ঠাৰ ঠিকনা
page break,বিপৰীত
page footing,"1.পৃষ্ঠা ফুটিং, 2.পৃষ্ঠাফুটিং"
page in,পৃষ্ঠা প্ৰৱেশ
page out,পৃষ্ঠাৰ আউটপুট
page reader,পৃষ্ঠা পাঠক
page swap,পৃষ্ঠা শ্বেপিং
paged memory,"1. পৃষ্ঠাযুক্ত মেমৰি, 2. পৃষ্ঠাযুক্ত"
Paging,"1. মেমৰি পেজিনেচন, 2. পেজিনেচন"
palm top,পালমটপ
paper sensor,কাগজৰ চেন্সৰ
parallel algoritham,"1. সমান্তৰাল এলগৰিদম, 2. সমান্তৰাল এলগৰিদম"
parallel computer,সমান্তৰাল কম্পিউটাৰ
parallel interface,সমান্তৰাল আন্তঃপৃষ্ঠ
parallel port,সমান্তৰাল গ্ৰুমিং
parallel processing,সমান্তৰাল প্ৰক্ৰিয়াকৰণ
parallel programming,সমান্তৰাল প্ৰগ্ৰেমিং
Parameter,প্ৰাচল
Parent,"১.উৎপত্তি, ২.পিতৃ-মাতৃ"
Parity,সমতা
parse tree,ডিচেকচন গছ
Parser,পোষ্ট দোভাষী
Parsing,পোষ্ট ব্ৰেক
Partition,বিভাজন
Partitioning,বিভাজন
Password,"১.পাছৱৰ্ড, ২.পাছৱৰ্ড"
Path,পথ
pattern recognition,মডেল স্বীকৃতি
PC-disk operating system (PCDOS),পিচি ডিষ্ক অপাৰেটিং চিস্টেম (PCDOS)
Peer,বন্ধু গোট
pen plotter,পেন প্লটাৰ
Pentium,পেন্টিয়াম
Periodic,"১.সাময়িক, ২.পুনৰাবৃত্তিমূলক"
Peripherals,"১.পেৰিফেৰ, ২.পেৰিফেৰেল"
Peri,মুকুতা
