Bengali,Punjabi
মিতসেরলিচের আইন,ਮਿਟਸਚਰਲਿਚ ਦਾ ਕਾਨੂੰਨ
মিশ্র ফসল,ਮਿਕਸਡ ਫਸਲ
মিশ্র কৃষিকাজ,ਮਿਕਸਡ ਖੇਤੀ
মিশ্র সার,ਮਿਕਸਡ ਖਾਦ
মিশ্র চারণ,ਮਿਕਸਡ ਚਰਾਉਣ ਵਾਲੇ
মিশ্রিত sward,ਮਿਕਸਡ ਸਵਰਡ
মডেল,ਮਾਡਲ
মডেলিং,ਮਾਡਲਿੰਗ
পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং,ਸੰਸ਼ੋਧਿਤ ਵਾਤਾਵਰਣ ਪੈਕਜਿੰਗ
আর্দ্রতা উপলভ্যতা সূচক,ਨਮੀ ਉਪਲਬਧਤਾ ਇੰਡੈਕਸ
আর্দ্রতা ঘাটতি সূচক,ਨਮੀ ਘਾਟਾ ਇੰਡੈਕਸ
আর্দ্রতা সমতুল্য,ਨਮੀ ਬਰਾਬਰ
আর্দ্রতা ব্যবস্থা,ਨਮੀ ਸ਼ਾਸਨ
আর্দ্রতা রিলিজ বক্ররেখা,ਨਮੀ ਜਾਰੀ ਕਰਵ
আর্দ্রতা ধরে রাখা,ਨਮੀ ਧਾਰਨ
আর্দ্রতা চাপ,ਨਮੀ ਦਾ ਤਣਾਅ
আর্দ্রতা উত্তেজনা,ਨਮੀ ਤਣਾਅ
আর্দ্রতা,ਨਮੀ
মোলার সলিউশন,ਮੋਲਰ ਹੱਲ
গুড়,ਗੁੜ
তিল নিকাশী,ਮੋਲ ਡਰੇਨੇਜ
আণবিক জীববিজ্ঞান,ਅਣੂ ਜੀਵ ਵਿਗਿਆਨ
আণবিক প্রজনন,ਅਣੂ ਪ੍ਰਜਨਨ
আণবিক সংকরকরণ,ਅਣੂ ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
মল্লস্কাইসাইড,ਮੋਲਸਕਾਈਡ
আর্থিক সুবিধা সূচক (এমওয়াই),ਮੁਦਰਾ ਲਾਭ ਇੰਡੈਕਸ (ਮਾਈ)
মনোক্লোনাল অ্যান্টিবডি,ਮੋਨੋਕਲੋਨਲ ਐਂਟੀਬਾਡੀ
একরঙা,ਮੋਨੋਕੋਟਲੇਡਨਜ਼
মনোক্রপ (একরঙা),ਮੋਨੋਕ੍ਰੋਪ (ਏਕਾਧਿਕਾਰ)
মনোইসিয়াস,ਮੋਨੋਇੰਸ
মনোজেনেসিস,ਮੋਨੋਸੇਨੇਸਿਸ
মনোহাইব্রিড,ਮੋਨੋਹਾਇਬ੍ਰਿਡ
মনোজাইগোটিক,ਮੋਨੋਜ਼ੀਗੋਟਿਕ
বর্ষা,ਮੌਨਸੂਨ
মন্টমরিলোনাইট,ਮੋਂਟੀਮੋਰਿਲੋਨਾਈਟ
মুর,ਮੂਅਰ
মোর,ਮੋਰ
মরগান ইউনিট,ਮੋਰਗਨ ਯੂਨਿਟ
মরফোজেনেসিস,ਮੋਰਫੋਜੀਨੇਸਿਸ
রূপচর্চা অভিযোজন,ਰੂਪ ਵਿਗਿਆਨਿਕ ਅਨੁਕੂਲਤਾ
রূপচর্চা,ਰੂਪ ਵਿਗਿਆਨ
বন্ধক,ਗਿਰਵੀਨਾਮਾ
মটল,Mottle
মটলিং,ਪਿਘਲਣਾ
ছাঁচ,ਮੋਲਡ
Multing,ਮੋਲਿੰਗ
Ound িবি সংস্কৃতি,ਟੀਲਾ ਸਭਿਆਚਾਰ
Ound িবি লেয়ারিং,ਸਭ ਤੋਂ ਵੱਧ ਪਰਤ
মাওয়ার,ਕਮਰ
কাঁচা,ਕਣਕ
মিউকিলেজ,ਮੁਖੜਾ
গোটা মাটি,ਚੁੱਪ ਮਿੱਟੀ
কর্দমাক্ত,ਚਿੱਕੜ
মাফল,ਮਫਲ
মালচ চাষ,ਮਲਚ ਦੀ ਖੇਤੀ
মুলচ টিলাজ,ਮਲਚ ਦਾ ਖੇਤ
মুলচ,ਮਲਚ
মালচিং,ਮਲਚਿੰਗ
মুল,Mull
মাল্টি স্টোর ক্রপিং,ਮਲਟੀ ਮੰਜ਼ਿਲ ਦੀ ਫਸਲ
একাধিক পারস্পরিক সম্পর্ক,ਮਲਟੀਪਲ ਸੰਬੰਧ
একাধিক ফসল,ਮਲਟੀਪਲ ਫਸਲਿੰਗ
একাধিক ক্রপিং সূচক,ਮਲਟੀਪਲ ਫਸਲਿੰਗ ਇੰਡੈਕਸ
একাধিক ক্রস,ਮਲਟੀਪਲ ਕਰਾਸ
একাধিক প্রতিরোধ,ਕਈ ਵਿਰੋਧ
মাল্টিভারিয়েট,ਮਲਟੀਵਾਇਰੈਟ
মাল্টিজিগোটিক,ਮਲਟੀਜੀਜੋਟਿਕ
মমিফিকেশন,ਮੰਮੀ
মমিফাইড ফল,ਭੜਕਿਆ ਫਲ
মাস্কোভাইট,ਮਸਕੋਵਾਈਟ
মাশরুম,ਖੁੰਭ
মিউটেজেন,ਵਿਗਾੜ
মিউট্যান্ট,ਪਰਿਵਰਤਨ
মিউটেশন,ਪਰਿਵਰਤਨ
পারস্পরিক বাধা,ਆਪਸੀ ਰੋਕ
পারস্পরিকতা,ਮਹਿਲਾ
মাইসেলিয়াম,Mycelium
মাইকোলজি,ਮਾਈਕੋਲੋਜੀ
মাইকোপ্লাজমা,ਮਾਈਕੋਪਲਾਸਮਾ
মাইকোররিজা,ਮਾਈਕੋਰਿਹਿਜ਼ਾ
গদি,ਗਦਾ
মাদার,ਮਦਰ
মাধুকা,ਮਧੁਦਾਸ
ভুট্টা,ਮੱਕੀ
মাখানা,ਮੱਖਣ
ম্যান্ডারিন,ਮੈਂਡਰਿਨ
আমের জিঞ্জার,ਅੰਬ ਜ਼ਿੰਜਰ
আমের,ਅੰਬ
"মার্গোসা, নিম","ਮਾਰਗੋਸਾ, ਨਿੰਮ"
মেরিগোল্ড,ਮੈਰੀਗੋਲਡ
ম্যাস্টিক ট্রি,ਮਸਤਾਂ ਦਾ ਰੁੱਖ
মেরিল,ਮਰਲਿਲ
মেস্তা,ਮੇਸਟਾ
পুদিনা,ਪੁਦੀਨੇ
মলুচা বিন,ਮੋਲੂਕਾ ਬੀਨ
বানর জ্যাক,ਬਾਂਦਰ ਜੈਕ
সজনে,ਮੋਰਿੰਗਾ
সকালের গ্লোরি (কনভলভুলাস),ਸਵੇਰ ਦੀ ਮਹਿਮਾ (ਕਨਵਾਈਟਰੋਲਵੂਲਸ)
মোসম্বি,ਮੋਸਮਬੀ
মথ বিন,ਕੀੜਾ ਬੀਨ
তুঁত,ਮਲਬੇਰੀ
মাশরুম,ਖੁੰਭ
কস্তুরী তরমুজ,ਮਸ਼ਕ
কস্তুরী,ਹੰਕਾਰੀ
সরিষা,ਰਾਈ
মার্টল,ਮਰਟਲ
ম্যাপিয়ার ঘাস,ਮੈਪਿਅਰ ਘਾਹ
ফ্যাকাশে ছারপোকা,Maly ਬੱਗ
মিজ,ਮਿਜ
মাইটস,ਦੇਕਣ
বানর,ਬਾਂਦਰ
মশা,ਮੱਛਰ
মথ,ਕੀੜਾ
আবহাওয়াবিদ,ਮੀਟਰ ਵਿਗਿਆਨੀ
মাইক্রোবায়োলজিস্ট,ਮਾਈਕਰੋਬੋਲੋਜਿਸਟ
মাইকোলজিস্ট,ਮਾਈਕੋਲੋਜਿਸਟ
ন্যানো টেকনোলজি,ਨੈਨੋਟੈਕਨੋਲੋਜੀ
নেপিফর্ম,ਨੈਪਲਫਾਰਮ
মাদক,ਨਸ਼ੀਲੇ ਪਦਾਰਥ
Nstic আন্দোলন,ਨਾਸਿਕ ਲਹਿਰ
জাতীয় বিক্ষোভ,ਰਾਸ਼ਟਰੀ ਪ੍ਰਦਰਸ਼ਨ
জাতীয়করণ (জমির),ਰਾਸ਼ਟਰੀਕਰਨ (ਜ਼ਮੀਨ ਦਾ)
প্রাকৃতিক,ਕੁਦਰਤੀ
প্রাকৃতিক ক্ষয়,ਕੁਦਰਤੀ ro ਿੱਡ
প্রাকৃতিক কৃষিকাজ,ਕੁਦਰਤੀ ਖੇਤੀ
প্রাকৃতিক সম্পদ,ਕੁਦਰਤੀ ਸਾਧਨ
প্রাকৃতিক নির্বাচন,ਕੁਦਰਤੀ ਚੋਣ
প্রাকৃতিক উদ্ভিদ,ਕੁਦਰਤੀ ਬਨਸਪਤੀ
ঘাড় (হর্ট),ਗਰਦਨ (ਹੌਰਟ)
নেক্রোসিস,ਨੇਕਰੋਸਿਸ
অমৃত,ਅੰਮ੍ਰਿਤ
নেতিবাচক অ্যালোলোপ্যাথি,ਨਕਾਰਾਤਮਕ ਅਲੀਲਿਓਪੈਥੀ
নেমেটিকাইড,ਸ਼ੁੱਧਤਾ
নেমাটোড প্রতিরোধী রুটস্টক,ਨੈਟੋਡ ਰੋਧਕ ਰੂਟਸਟੌਕ
নেমাটোলজি,ਨਮਤਾਗਤ
নিউটেনি,Neoteney
নেট আক্রমণের হার (এনএআর),ਨੈੱਟ ਸਹਿਯੋਗ ਦੀ ਦਰ (ਨਰ)
নেট লাভ,ਸ਼ੁੱਧ ਲਾਭ
নিট আয় (খামার আয়),ਸ਼ੁੱਧ ਆਮਦਨੀ (ਖੇਤੀ ਆਮਦਨੀ)
নেট সেচের প্রয়োজনীয়তা,ਜਾਲ ਸਿੰਚਾਈ ਦੀ ਜ਼ਰੂਰਤ
নেট উত্পাদনশীলতা,ਸ਼ੁੱਧ ਉਤਪਾਦਕਤਾ
নেট রিটার্ন,ਸ਼ੁੱਧ ਵਾਪਸੀ
জাল,ਜਾਲ
নিউরন,ਨਿ ur ਰੋਨ
নিরপেক্ষ,ਨਿਰਪੱਖ
নিরপেক্ষতা,ਨਿਰਪੱਖਵਾਦ
নিরপেক্ষকরণ,ਨਿਰਪੱਖਤਾ
নিরপেক্ষ মাটি,ਨਿਰਪੱਖ ਮਿੱਟੀ
নিউট্রন আর্দ্রতা মিটার,ਨਿ ut ਟ੍ਰੋਨ ਨਮੀ ਮੀਟਰ
কুলুঙ্গি,Niche
নিকোটিন,ਨਿਕੋਟਿਨ
রাতের মাটি,ਰਾਤ ਦੀ ਮਿੱਟੀ
নাইট্রেট সংমিশ্রণ,ਨਾਈਟ੍ਰੇਟ ਆਰਮੇਸ਼ਨ
নাইট্রেট হ্রাস,ਨਾਈਟ੍ਰੇਟ ਕਮੀ
নাইট্রেট বিষাক্ততা,ਨਾਈਟ੍ਰੇਟ ਜ਼ਹਿਰੀਲੇਪਨ
নাইট্রে,Nitre
নাইট্রিফিকেশন ইনহিবিটার,ਨਾਈਟ੍ਰੇਸ਼ਨ ਇਨਿਹਿਬਟਰ
নাইট্রোজেন সংমিশ্রণ,ਨਾਈਟ੍ਰੋਜਨਸ ਅਭੇਦ
নাইট্রোজেন চক্র,ਨਾਈਟ੍ਰੋਜਨ ਚੱਕਰ
নাইট্রোজেনের ঘাটতি,ਨਾਈਟ੍ਰੋਜਨ ਦੀ ਘਾਟ
নাইট্রোজেন স্থায়ীকরণ,ਨਾਈਟ੍ਰੋਜਨ ਨਿਰਧਾਰਨ
নাইট্রোজেনাস,ਨਾਈਟ੍ਰੋਜਨਸ
নোবিলাইজেশন,ਨਬਾਇਜ਼
নোবেল বেত,ਨੇਕ ਗੰਨਾ
নিশাচর,ਰਾਤ ਨੂੰ
নোড,ਨੋਡ
নোডুলেটেড উদ্ভিদ,ਹਿਲਾ ਕੇ ਪੌਦਾ
নোডুলেশন,ਹੱਡੀ
নোডুল,ਨਾਨੁਡਲ
যাযাবর,ਨਾਮਨਜ਼
নামকরণ,ਨਾਮਕਰਨ
অ্যালালিক,ਗੈਰ ਵਿਕਲੀ
নন কৈশিক ছিদ্র,ਗੈਰ ਕੇਸ਼ਿਕਾ ਦਾ ਦਰਦ
প্রতিযোগী ফসল,ਗੈਰ ਰਸਮੀ ਫਸਲ
বাজে কথা,ਬਕਵਾਸ ਪਰਿਵਰਤਨ
অ -তাৎপর্যপূর্ণ,ਗੈਰ ਮਹੱਤਵਪੂਰਨ
অ-অ্যাসিড গঠন সার,ਗੈਰ-ਐਸਿਡ ਫਾਰਮਿੰਗ ਖਾਦ
অ-কনজুগেশন,ਗੈਰ-ਸੰਜੋਗ
নন-ডেস্ক্রিপ্ট (প্রাণী),ਗੈਰ-ਡਿਸਕ੍ਰਿਪਟ (ਜਾਨਵਰ)
অপ্রয়োজনীয় উপাদান,ਗੈਰ-ਜ਼ਰੂਰੀ ਤੱਤ
অ-সমজাতীয়,ਗੈਰ-ਇਕਮੈਜੈਨਸ
নন-হোমোলজাস,ਗੈਰ-ਹਿੱਮੋਲਗਸ
নন-মেরু যৌগ,ਗੈਰ-ਪੋਲਰ ਅਹਾਤੇ
পুনর্নবীকরণযোগ্য শক্তি,ਗੈਰ-ਨਵਿਆਉਣਯੋਗ Energy ਰਜਾ
অ-নির্বাচিত যোগাযোগ হার্বাইসাইড,ਗੈਰ-ਚੋਣਵੇਂ ਸੰਪਰਕ ਜਬੀਨੀਡ
অ-নির্বাচনী ভেষজনাশক,ਗੈਰ-ਚੋਣਵੇਂ ਜੜੀ-ਬੂਟੀਆਂ
অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ,ਗੈਰ-ਪ੍ਰਤੀਕ ਨਾਈਟ੍ਰੋਜਨ ਨਿਰਧਾਰਨ
স্বাভাবিক বন্টন,ਸਧਾਰਣ ਵੰਡ
সাধারণ চারা,ਸਧਾਰਣ ਬੂਟੇ
সাধারণ সমাধান,ਸਧਾਰਣ ਹੱਲ
স্বাভাবিককরণ,ਸਧਾਰਣ
উত্তর ব্লটিং,ਉੱਤਰੀ ਧੁੰਦਲਾ
লক্ষণীয় রোগ,ਸੂਝਵਾਨ ਬਿਮਾਰੀ
কোন টিল রোপণ,ਕੋਈ ਵੀ ਬੀਜਣ ਤੱਕ
ক্ষতিকারক আগাছা,ਖਤਰਨਾਕ ਬੂਟੀ
পারমাণবিক চৌম্বক,ਪ੍ਰਮਾਣੂ ਚੁੰਬਕੀ
নিউক্লিয়াস অ্যাসিড,ਨਿ nuc ਕਲੀ ਐਸਿਡ
নিউক্লোব্যাক্টর,ਪ੍ਰਮਾਣਕ
নিউক্লিওলাস,ਪ੍ਰਮਾਣੂ
নিউক্লিওটাইড,ਨਿਵੇਕਾਈਡ
নিউক্লিয়াস,ਨਿ nuc ਕਲੀਅਸ
নাল হাইপোথিসিস,ਨਲ ਹਾਈਪੋਥੇਸਿਸ
নুলিসমিক,Nuallismic
নাল-মিউটেশন,ਨਲ-ਪਰਿਵਰਤਨ
নার্স সেল,ਨਰਸ ਸੈੱਲ
নার্স ফসল,ਨਰਸ ਫਸਲ
নার্সারি,ਨਰਸਰੀ
বাদাম,ਗਿਰੀਦਾਰ
পুষ্টিকর সাইক্লিং,ਪੌਸ਼ਟਿਕ ਸਾਈਕਲਿੰਗ
পুষ্টির ঘাটতির লক্ষণ,ਪੌਸ਼ਟਿਕ ਘਾਟ ਦੇ ਲੱਛਣ
পুষ্টি,ਪੋਸ਼ਣ
পুষ্টির মান,ਪੌਸ਼ਟਿਕ ਮੁੱਲ
পুষ্টিকর মান সূচক,ਪੌਸ਼ਟਿਕ ਮੁੱਲ ਇੰਡੈਕਸ
কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম,ਖੇਤੀ ਨਾਲ ਜੁੜੇ ਮਹੱਤਵਪੂਰਨ ਪੌਦਿਆਂ ਦੇ ਨਾਮ
নাগাই কর্পূর,ਨਾਗਈ ਕਪੜੇ
নারকিসাস,ਨਾਰਸੀਸਸ
কালোজিরা,ਨਾਈਜੀਲਾ
নাইজার,ਨਾਈਜਰ
নাইট জেসমিন,ਰਾਤ ਜੌਮਾਈਨ
নিপা পাম,ਨੀਪਾ ਪਾਮ
বাদাম ঘাস,ਗਿਰੀ ਘਾਹ
বাদাম সেজ,ਅਖਰੋਟ ਦੀ ਸੇਵਾ
জায়ফল,ਗਿਰੀਦਾਰ
নেমাটোড,ਨੈਟੋਡੋਡ
বাদাম Weevil,ਗਿਰੀ ਦੇ ਵੇਵਿਲ
নেমাটোলজিস্ট,ਨਿਰਮਿਤੀ
বাধ্যতামূলক বায়ব,ਐਰੋਬਜ਼ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ
বাধ্য করুন অ্যানেরোবস,ਅਨੈਰੋਬਜ਼ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ
বাধ্যতামূলক পরজীবী,ਪਰਜੀਵੀ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ
বাধ্যতামূলক,ਜ਼ਿੰਮੇਵਾਰ
অফ-টাইপ গাছপালা,ਬੰਦ ਕਰਨ ਵਾਲੇ ਪੌਦੇ
তেল কেক,ਤੇਲ ਕੇਕ
ওকাজাকি খণ্ড,ਓਕਾਜ਼ਕੀ ਟੁਕੜੇ
ওলারিকালচার,ਓਲੇਰਿਕਲਚਰ
অলিগোজিন,ਓਲੀਗੋਜੀਨ
অলিগনুক্লিওটাইড,ਓਲੀਗੋਨਯੂਕਲੋਟਾਈਡ
জলপাই তেল,ਜੈਤੂਨ ਦਾ ਤੇਲ
ওমেগা -3-ফ্যাটি অ্যাসিড,ਓਮੇਗਾ -3-ਚਰਬੀ ਐਸਿਡ
সর্বজনীন,ਸਰਬੋਤਮ
অনকোজিন,ਓਨਕੋ ਜੀ
অনকোজেনিক ভাইরাস,ਓਨਕੋਜੇਨਿਕ ਵਾਇਰਸ
অনকোলজি,ਓਨਕੋਲੋਜੀ
অন-ফার্ম গবেষণা,ਫਾਰਮ ਰਿਸਰਚ
ওসাইটি,Oocyte
পরিচালনা খরচ,ਓਪਰੇਟਿੰਗ ਲਾਗਤ
অপেরন,ਓਪਰਨ
সুযোগ ফসল,ਮੌਕਾ ਵੀ
সর্বোত্তম ডোজ,ਸਰਵੋਤਮ ਖੁਰਾਕ
সর্বোত্তম অর্থনৈতিক ডোজ,ਸਰਵੋਤਮ ਆਰਥਿਕ ਖੁਰਾਕ
বাগানের দক্ষতা,ਬਗੀਚੇ ਕੁਸ਼ਲਤਾ
জৈব কৃষি,ਜੈਵਿਕ ਖੇਤੀਬਾੜੀ
জৈব কলয়েডস,ਜੈਵਿਕ ਕੋਲਾਇਡਜ਼
জৈব চাষ,ਜੈਵਿਕ ਖੇਤੀ
জৈব সার,ਜੈਵਿਕ ਖਾਦ
জৈবপদার্থ,ਜੈਵਿਕ ਪਦਾਰਥ
জৈব নাইট্রোজেন (মাটি),ਜੈਵਿਕ ਨਾਈਟ੍ਰੋਜਨ (ਮਿੱਟੀ)
জৈব ফসফরাস,ਜੈਵਿਕ ਫਾਸਫੋਰਸ
জৈব মাটি,ਜੈਵਿਕ ਮਿੱਟੀ
জৈব বর্জ্য,ਜੈਵਿਕ ਰਹਿਤ
জৈব,ਜੈਵਿਕ
সংগঠিত বিপণন,ਸੰਗਠਿਤ ਮਾਰਕੀਟਿੰਗ
অর্গোজেনেসিস,ਜੈਵਸੀ
অর্গানোলেপটিক মূল্যায়ন,ਆਰਗੇਨੋਲਪਟਿਕ ਮੁਲਾਂਕਣ
অর্নিনথোলজি,ਓਨਿਨਾਈਟੋਲੋਜੀ
গোঁড়া বীজ,ਆਰਥੋਡਾਕਸ ਬੀਜ
অরথোগোনাল বহুবর্ষ সমীকরণ,ਆਰਥੋਗੋਨਲ ਪੋਲੀਨੋਮਿਲੀਅਲ ਸਮੀਕਰਨ
অসমোসিস,ਓਸਮੋਸਿਸ
অসমোটিক প্রভাব,ਓਸੋਮੋਟਿਕ ਪ੍ਰਭਾਵ
অসমোটিক সম্ভাবনা,ਓਸੋਮੋਟਿਕ ਸਮਰੱਥਾ
প্রাদুর্ভাব,ਪ੍ਰਕੋਪ
প্রজনন আউট,ਬਾਹਰ ਪ੍ਰਜਨਨ
চুলা,ਓਵਨ
ওভারউইন্টার,ਓਵਰਵਿੰਟਰ
ওভারল্যাপিং প্রজন্ম,ਓਵਰਲੈਪਿੰਗ ਪੀੜ੍ਹੀ
ডিম্বাশয়,ਅੰਡਾਸ਼ਯ
জারণ,ਆਕਸੀਕਰਨ
অক্সিলোফাইটস,ਆਕਸੀਲੋਫਾਈਟਸ
ওটস,ਜਵੀ
তেল করতল,ਤੇਲ ਪਾਮ
ওলিয়েন্ডার,ਓਲੇਂਡਰ
জলপাই,ਜੈਤੂਨ
পেঁয়াজ,ਪਿਆਜ
আফিম,ਅਫੀਮ ਭੁੱਕੀ
"প্রাচ্য বিমান, ইউরোপীয় বিমান গাছ","ਓਰੀਐਂਟਲ ਜਹਾਜ਼, ਯੂਰਪੀਅਨ ਜਹਾਜ਼ ਦਾ ਦਰੱਖਤ"
মোড়ক,ਪੈਕਿੰਗ
প্যাডক,ਪੈਡੌਕ
জোড় সারি রোপণ,ਪੇਅਰ ਕਤਾਰ ਲਾਉਣਾ
স্বচ্ছলতা,ਅਣਗਿਣਤਾ
প্যানিকেল,ਪੈਨਿਕਲ
প্যারাসেন্ট্রিক ইনভার্সন,ਪੈਰੈਂਟ੍ਰਿਕ ਇਨਵਰਜ਼ਨ
প্যারামিটার,ਪੈਰਾਮੀਟਰ
পরজীবী,ਪਰਜੀਵੀ
পার্বিলিং,ਪਾਰਬੰਦ
পেরেনচাইমা,ਪੈਰੈਂਟੀਮਾ
অভিভাবক শিলা,ਪੇਰੈਂਟ ਚੱਟਾਨ
পারমানেন্ট খরা,ਪਰਕਾ ਨੂੰ ਸੋਕਾ
পার্থেনোজেনেসিস,ਪਾਰਟਹੇਨੇਗੇਨੇਸਿਸ
আংশিক ফ্যাক্টর উত্পাদনশীলতা,ਅੰਸ਼ਕ ਕਾਰਕ ਉਤਪਾਦਕਤਾ
অংশগ্রহণমূলক গ্রামীণ মূল্যায়ন,ਭਾਗੀਦਾਰ ਪੇਂਡੂ ਮੁਲਾਂਕਣ
কণা ঘনত্ব,ਕਣ ਘਣਤਾ
প্যাসিভ শোষণ,ਪੈਸਿਵ ਸਮਾਈ
চারণভূমি,ਚਰਾਗਾਹ
চারণভূমি,ਪਾਦਰੀ
পিসিআর (পলিমারেজ চেইন প্রতিক্রিয়া),ਪੀਸੀਆਰ (ਪੋਲੀਮੇਰੇਸ ਚੇਨ ਪ੍ਰਤੀਕ੍ਰਿਆ)
কৃষক কৃষিকাজ,ਕਿਸਾਨੀ ਖੇਤੀ
পিট (মাটি),ਪੀਟ (ਮਿੱਟੀ)
পেড,ਪੇਡ
পেডিসেল,ਪੇਡਿਕਲ
বংশধর,ਪਨੀਗਰ
পেডোজেনেসিস,ਪੈਡੋਜੀਨੇਸਿਸ
পেডোলজি,ਪੇਡੋਲੋਜੀ
খোসা,ਛਿਲਕ
খোসা ছাড়ছে,ਛਿਲਕਾ
পেলিটিং,ਪੌਲੇਟਿੰਗ
পারকোলেশন,Unconculation
বহুবর্ষজীবী,ਸਦੀਵੀ
পেরিকেন্ট্রিক ইনভার্সন,ਪੈਰੀਸੈਂਟ੍ਰਿਕ ਇਨਵਰਸੇਸ਼ਨ
পেরি-আরবান,ਪੈਰੀ-ਸ਼ਹਿਰੀ
ব্যাপ্তিযোগ্যতা,Permafet
পারম্যাকালচার,ਪਰਮੈਕਲਚਰ
স্থায়ী উইল্টিং পয়েন্ট (পিডব্লিউপি),ਸਥਾਈ ਵਾਈਲਟਿੰਗ ਪੁਆਇੰਟ (ਪੀਡਬਲਯੂਪੀ)
দায়িত্বশীল সহগ,ਅਧਾਰ ਕਾਫੀ
ব্যাপ্তিযোগ্যতা হার,ਪਾਰਬ੍ਰਿਪਤ ਦੀ ਦਰ
পারমিটার,ਪਰਮੀਟਰ
অবিরাম ভেষজনাশক,ਨਿਰੰਤਰ ਜੜੀ-ਰਹਿਤ
কীটনাশক,ਕੀੜੇਮਾਰ ਦਵਾਈਆਂ
পেট্রোফাইট,ਪੈਟਰੋਫਾਈਟ
ফেজ,ਫੇਜ
পর্যায়ক্রমে রোপণ,ਪੜਾਅ ਲਾਉਣਾ
ফ্যাসমিড,ਫਾਸਮਿਡ
ফেলোজেন,ਫੇਲੋਜੈਨ
ফেনলিক যৌগিক,ਫੀਨੋਲਿਕ ਮਿਸ਼ਰਣ
ফেনোলজি,ਫੈਨੋਲੋਜੀ
ফেনোটাইপ,ਫੈਨੋਟਾਈਪ
ফেরোমোন,ਫੇਰੋਮੋਨ
Phloem,ਫਲੋਇਮ
ফসফেট স্থিরকরণ,ਫਾਸਫੇਟ ਫਿਕਸੇਸ਼ਨ
ফসফেট রক,ਫਾਸਫੇਟ ਚੱਟਾਨ
ফসফেট দ্রবণীয়করণ,ਫਾਸਫੇਟ ਸੋਲਬਾਲਾਈਜ਼ੇਸ਼ਨ
ফসফেট দ্রবীভূতকরণ,ਫਾਸਫੇਟ ਸੋਲਬਾਲਿੰਗ
ফসফেটাইড,ਫਾਸਫੇਟਾਈਡ
ফসফো-জিপসাম,ਫਾਸਫੋ-ਜਿਪਸਮ
ফসফোলিপিড,ਫਾਸਫੋਲੀਪਿਡ
ফসফোরিলেশন,ਫਾਸੋਰੀਲੇਸ਼ਨ
ফটো স্পেকট্রোমিটার,ਫੋਟੋ ਸਪੈਕਟ੍ਰੋਮੀਟਰ
ফটোআউটোট্রফ,ਫੋਟੋ ਆਟੋਟਰੋ
ফটোচোমিকাল বিক্রিয়া,ਫੋਟੋਚੋਮਿਕਲ ਪ੍ਰਤੀਕਰਮ
ফটোডেসেমপজিশন,ਫੋਟੋਡਿਆਣ
ফটোমেট্রি,ਫੋਟੋਮੈਟਰੀ
ফটোমোরফোজেনেসিস,ਫੋਟੋੋਮੋਰਪ੍ਰੋਜੀਨੇਸਿਸ
ফোটন,ਫੋਟੋਨ
ফটো-জারণ,ਫੋਟੋ-ਆਕਸੀਕਰਨ
ফোটোপিরিওড,ਫੋਟੋਪੇਰਿਓਡ
ফোটোপারিওডিজম,ਫੋਟੋਪੇਨਿਡੋਜ਼ਿਜ਼ਮ
ফটোফসফোরিলেশন,ਫੋਟੋਫ਼ੋਫੋਲੇਸ਼ਨ
Photoreactivation,ਜਾਸੂਸੀ
ফটোরিসেপ্টর,ਫੋਟੋਰੇਸੈਪਟਰ
ফটোরস্পিরেশন,ਫੋਟੋਸਸੀ
সালোকসংশ্লেষণ,ਪ੍ਰਕਾਸ਼ ਸੰਸਲੇਸ਼ਣ
সালোকসংশ্লিষ্ট দক্ষতা,ਫੋਟੋਸੈਨਥੈਟਿਕ ਕੁਸ਼ਲਤਾ
সালোকসংশ্লিষ্ট কোয়েটেন্ট,ਫੋਟੋਸੀਟੀਨੈਟਿਕ quitent
সালোকসংশ্লিষ্টভাবে,ਫੋਟੋਸਤੀਥੈਟਿਕ ਤੌਰ ਤੇ
ফটোট্রোপিজম,ਫੋਟੋ ਟਾਪੂ
ফিলোডি,ਫੇਲੋਡੀ
ফিলোট্যাক্সি,ਫਾਈਲੋਟੈਕਸੀ
শারীরিক আবহাওয়া,ਸਰੀਰਕ ਮੌਸਮ
শারীরবৃত্তীয় ব্যাধি,ਸਰੀਰਕ ਵਿਗਾੜ
শারীরবৃত্তীয় খরা,ਸਰੀਰਕ ਸੋਕਾ
শারীরবৃত্তীয় ক্ষতি,ਸਰੀਰਕ ਨੁਕਸਾਨ
শারীরবৃত্তীয় পরিপক্কতা,ਸਰੀਰਕ ਪਰਿਪੱਕਤਾ
ফাইটোক্রোম,ਫਾਈਟੋਕ੍ਰੋਮ
ফাইটেক্সট্রাকশন,ਫਾਈਟੈਟੈਕਸੈਕਸ਼ਨ
ফাইটোমাস,ਫਾਈਟੋਮਾਸ
ফাইটোনম্যাটোড,ਫਾਈਟੋਨਮੇਟੋਡ
ফাইটোরিমেডিয়েশন,Fytraemedion
