Odiya,Tamil
"1. ପ୍ୟାକେଜ୍, 2. ପ୍ୟାକେଜ୍","1.தொகுப்புகள், 2.தொகுப்புகள்"
ପ୍ୟାକେଟ୍,பாக்கெட்
ପ୍ୟାକେଟ୍ ସୁଇଚ୍,பாக்கெட் மாறுதல்
ପ୍ୟାକେଜ୍ ନମ୍ବର |,தொகுப்பு எண்
padan,பதன்
ପୃଷ୍ଠା,பக்கம்
ପୃଷ୍ଠା ଠିକଣା,பக்க முகவரி
ଓଲଟା,தலைகீழ்
"1. ପେଜ୍ ଫୁଟିଂ, 2. ପେଜ୍ ଫୁଟିଂ |","1.பக்க அடி, 2.பக்க அடி"
ପୃଷ୍ଠା ଲଗଇନ୍ |,பக்க உள்நுழைவு
ପୃଷ୍ଠା ଆଉଟପୁଟ୍,பக்க வெளியீடு
ପୃଷ୍ଠା ପାଠକ |,பக்க வாசகர்
ପୃଷ୍ଠା ଅଦଳବଦଳ |,பக்க மாற்றம்
"1. ପେଜେଡ୍ ମେମୋରୀ, 2. ପେଜେଡ୍ |","1. பக்க நினைவகம், 2. பக்கமானது"
"1. ସ୍ମୃତି ପୃଷ୍ଠା, 2. ପୃଷ୍ଠା","1. நினைவக பேஜினேஷன், 2. பேஜினேஷன்"
ଖଜୁରୀ,உள்ளங்கை மேல்
କାଗଜ ସେନସର |,காகித சென்சார்
"1. ସମାନ୍ତରାଳ ଆଲଗୋରିଦମ, 2. ସମାନ୍ତରାଳ ଆଲଗୋରିଦମ |","1. இணை அல்காரிதம், 2. இணை அல்காரிதம்"
ସମାନ୍ତରାଳ କମ୍ପ୍ୟୁଟର |,இணை கணினி
ସମାନ୍ତରାଳ ଇଣ୍ଟରଫେସ୍ |,இணையான இடைமுகம்
ସମାନ୍ତରାଳ ଗ୍ରୁମିଙ୍ଗ୍ |,இணையான சீர்ப்படுத்தல்
ସମାନ୍ତରାଳ ପ୍ରକ୍ରିୟାକରଣ |,இணை செயலாக்கம்
ସମାନ୍ତରାଳ ପ୍ରୋଗ୍ରାମିଂ |,இணை நிரலாக்கம்
ପାରାମିଟର,அளவுரு
"1. ଉତ୍ପତ୍ତି, 2. ପିତାମାତା |","1. தோற்றம், 2. பெற்றோர்"
ଯୁଗଳ,சமத்துவம்
ବିଚ୍ଛେଦ ବୃକ୍ଷ |,வெட்டு மரம்
ଅନୁବାଦକ ପୋଷ୍ଟ କରନ୍ତୁ |,பதவி மொழிபெயர்ப்பாளர்
ପୋଷ୍ଟ ବ୍ରେକ୍,பிந்தைய இடைவேளை
ବିଭାଜନ,பிரிவு
ବିଭାଜନ,பிரிவு
"1. ପାସୱାର୍ଡ, 2. ପାସୱାର୍ଡ |","1.கடவுச்சொல், 2.கடவுச்சொல்"
ପଥ,பாதை
ମଡେଲ୍ ସ୍ୱୀକୃତି,மாதிரி அங்கீகாரம்
PC ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (PCDOS),பிசி வட்டு இயக்க முறைமை (PCDOS)
ବନ୍ଧୁ ଗୋଷ୍ଠୀ,நண்பர் குழு
ପ୍ୟାନ୍ ପ୍ଲଟର୍ |,பான் சதி செய்பவர்
ପେଣ୍ଟିଅମ୍ |,பெண்டியம்
"1. ପର୍ଯ୍ୟାୟ, 2. ପୁନରାବୃତ୍ତି |","1.காலமுறை, 2.மீண்டும்"
"1. ପେରିଫେରସ୍, 2. ପେରିଫେରାଲ୍ |","1.பெரிபெரிஸ், 2.பெரிஃபெரல்ஸ்"
ମୋତି,முத்து
ସ୍ଥାୟୀ ଭର୍ଚୁଆଲ୍ ସର୍କିଟ୍ |,நிரந்தர மெய்நிகர் சுற்று
ନିରନ୍ତର |,தொடர்ச்சியான
ବ୍ୟକ୍ତିଗତ କମ୍ପ୍ୟୁଟର (PC),தனிப்பட்ட கணினி (PC)
ବ୍ୟକ୍ତିଗତ ଡିଜିଟାଲ୍ ଆସିଷ୍ଟାଣ୍ଟ (PDA),தனிப்பட்ட டிஜிட்டல் உதவியாளர் (PDA)
"ଫାଣ୍ଟମ୍, ଭର୍ଚୁଆଲ୍ |","பாண்டம், மெய்நிகர்"
"1. ପର୍ଯ୍ୟାୟ, 2. ପର୍ଯ୍ୟାୟ, ପର୍ଯ୍ୟାୟ |","1. கட்டம், 2. கட்டம், கட்டம்"
ଶବ୍ଦ,ஒலி
ଶବ୍ଦ ପ୍ରଣାଳୀ |,ஒலி அமைப்பு
ଫଟୋ ଡାୟୋଡ୍ |,புகைப்பட டையோடு
"1. ଶାରୀରିକ, 2. ବାହ୍ୟ","1.உடல், 2.புறம்"
ଭ physical ତିକ ଇଣ୍ଟରଫେସ୍ |,உடல் இடைமுகம்
ପେକୋ,பெக்கோ
ପାଇ ଚାର୍ଟ,பை விளக்கப்படம்
"1. ପାଇ ଗ୍ରାଫ୍, 2. ପି ଗ୍ରାଫ୍ |","1.பை வரைபடம், 2.பை வரைபடம்"
ବ୍ୟବଧାନ,இடைவெளி
ପିକ୍ସେଲ |,படத்துணுக்கு
ସରଳ ascii,எளிய ascii
ସାଧାରଣ ପାଠ,சாதாரண உரை
ଯୋଜନା କରନ୍ତୁ |,திட்டம்
"ପ୍ଲାଟଫର୍ମ, ପ୍ଲାଟଫର୍ମ |","மேடை, மேடை"
ଷଡଯନ୍ତ୍ରକାରୀ,சதி செய்பவர்
ଡ୍ରାଫ୍ଟ ହେଡ୍,வரைவு தலை
ପ୍ଲଗବୋର୍ଡ |,பிளக்போர்டு
ବିଡ୍,ஏலம்
ସାଇଟ୍ ପ୍ରୋଟୋକଲ୍ (PPP),தளத்திலிருந்து தள நெறிமுறை (PPP)
ସୂଚକ,சுட்டி
ପୋଲାରାଇଜେସନ୍,துருவப்படுத்தல்
ଅନୁମତି,வரிசைமாற்றம்
ବହୁଭୂଜ କାଟିବା |,பலகோணம் வெட்டுதல்
ପଲିମୋର୍ଫିଜିମ୍ |,பாலிமார்பிசம்
ବହୁଭୂତ,பல்லுறுப்புக்கோவை
POP (ପୋଷ୍ଟ ଅଫିସ୍ ପ୍ରୋଟୋକଲ୍),POP (Post Office Protocol)
"1. ସିନ୍ ଅପ୍ ମେନୁ, 2. ଦୃଶ୍ୟମାନ ମେନୁ |","1.சின்-அப் மெனு, 2.தோன்றும் மெனு"
ପୋର୍ଟେବିଲିଟି |,பெயர்வுத்திறன்
ଚିତ୍ରିତ |,விளக்கப்பட்டது
କ୍ରମାଗତ,அடுத்தடுத்து
"1. ବ୍ୟାକ୍ ସ୍କ୍ରିପ୍ଟ, 2. ବ୍ୟାକ୍ ସ୍କ୍ରିପ୍ଟ |","1.பின் ஸ்கிரிப்ட், 2.பேக் ஸ்கிரிப்ட்"
ପଛ ବିଟ୍,மீண்டும் பிட்
ସଂଲଗ୍ନ ହୋଇଛି |,இணைக்கப்பட்ட
ବନ୍ଦ,நெருக்கமான
ଅଣ-ବ electric ଦ୍ୟୁତିକ |,மின்சாரம் அல்லாத
ବ electric ଦ୍ୟୁତିକ,மின்சார
ଶକ୍ତି ପ୍ରାପ୍ତକର୍ତ୍ତା,சக்தி பெறுபவர்
ପ୍ରି ସ୍ପିଡ୍ ବିଟ୍ |,முன் வேக பிட்
ପ୍ରାଥମିକତା ଗ୍ରାଫ୍ |,முன்னுரிமை வரைபடம்
ପୂର୍ବାନୁମାନ,கணிக்கின்றன
ପୂର୍ବ-ଶୂନ୍ୟ ଯୋଜନା,முன்கூட்டியே திட்டமிடல்
ଉପସର୍ଗ,முன்னொட்டு
ପୂର୍ବାବଲୋକନ,முன் செயலாக்கம்
ପ୍ରକ୍ରିୟା,செயல்முறை
ପ୍ରକ୍ରିୟା ସୁଇଚ୍,செயல்முறை சுவிட்ச்
ପ୍ରକ୍ରିୟାକରଣ,செயலாக்கம்
ସଞ୍ଚାଳକ,செயலி
ଉତ୍ପାଦନ,உற்பத்தி
"1. ପ୍ରୋଗ୍ରାମ୍, 2. ପ୍ରୋଗ୍ରାମ୍","1.நிரல், 2.நிரல்"
ପ୍ରୋଗ୍ରାମ ବ୍ୟାଖ୍ୟା,நிரல் விளக்கம்
ପ୍ରୋଗ୍ରାମ୍ ବ୍ରେକ୍,நிரல் இடைவேளை
ପ୍ରୋଗ୍ରାମ୍ ଫିକ୍ସ,நிரல் சரிசெய்தல்
ପ୍ରୋଗ୍ରାମ ଡିଜାଇନ୍,நிரல் வடிவமைப்பு
"ପ୍ରୋଗ୍ରାମ ମୂଲ୍ୟାଙ୍କନ ସମୀକ୍ଷା କ ech ଶଳ (PERT, PERT)","நிரல் மதிப்பீட்டு மறுஆய்வு நுட்பங்கள் (PERT, PERT)"
ପ୍ରୋଗ୍ରାମ୍ ବିରତି |,நிரல் இடைநிறுத்தம்
"1. ପ୍ରୋଗ୍ରାମ୍ ଲାଇବ୍ରେରୀ, 2. ପ୍ରୋଗ୍ରାମ୍ ସଂଗ୍ରହ |","1. நிரல் நூலகம், 2. நிரல் சேகரிப்பு"
ପ୍ରୋଗ୍ରାମ୍ ଚଲାନ୍ତୁ |,நிரல் இயக்கம்
"1. ପ୍ରୋଗ୍ରାମର୍, 2. ପ୍ରୋଗ୍ରାମର୍","1. புரோகிராமர், 2. புரோகிராமர்"
prolog,முன்னுரை
p-rom,p-rom
"1. ଟ୍ରାନ୍ସମିସନ୍, 2. ଆମ୍ପ୍ଲାଇଫେସନ୍ |","1. பரிமாற்றம், 2. பெருக்கம்"
ହାସଲ ଯୋଗ୍ୟ,அடையக்கூடிய
ସୁରକ୍ଷିତ ଚାବି |,பாதுகாக்கப்பட்ட விசை
ସୁରକ୍ଷା,பாதுகாப்பு
ପ୍ରୋଟୋକଲ୍,நெறிமுறை
"1. ପ୍ରୋଟୋକଲ୍ ସ୍ଥାନାନ୍ତର, 2. ପ୍ରୋଟୋକଲ୍ ଅନୁବାଦ, 3. ପ୍ରୋଟୋକଲ୍ ବ୍ୟାଖ୍ୟା","1. நெறிமுறை பரிமாற்றம், 2. நெறிமுறை மொழிபெயர்ப்பு, 3. நெறிமுறை விளக்கம்"
ଛଉ କୋଡ୍ |,போலி குறியீடு
"1. ପବ୍ଲିକ୍ ଡାଟା, 2. ପବ୍ଲିକ୍ ଡାଟା ନେଟୱାର୍କ |","1.பொது தரவு, 2.பொது தரவு நெட்வொர்க்"
"1. ପବ୍ଲିକ୍ ଡୋମେନ୍, 2. ପବ୍ଲିକ୍ ଡୋମେନ୍ |","1.பொது டொமைன், 2.பொது டொமைன்"
ସର୍ବସାଧାରଣ କି ଏନକ୍ରିପସନ୍ |,பொது விசை குறியாக்கம்
ନାଡ,துடிப்பு
ନାଡ କୋଡ୍ ମଡ୍ୟୁଲେସନ୍ |,துடிப்பு குறியீடு பண்பேற்றம்
ପଲ୍ସ ଡିଜିଟାଲ୍ ମଡ୍ୟୁଲେସନ୍ (PDM),பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM)
spandavali,ஸ்பந்தாவளி
ବିରାମ ଚିହ୍ନ,நிறுத்தற்குறி
"ଚାପ, ପୁରଣ","அழுத்தம், நிரப்பு"
ଅଟୋମେଟା ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,ஆட்டோமேட்டாவைப் பதிவிறக்கவும்
ଭୂଲମ୍ବ ତାଲିକା |,செங்குத்து பட்டியல்
ଚତୁର୍ଭୁଜ,நால்வகை
"1. ଯୋଗ୍ୟତା, 2. ଯୋଗ୍ୟତା","1.தகுதி, 2.தகுதி"
ପରିମାଣ,அளவி
ପରିମାଣ କରିବାକୁ,அளவிட
ପରିମାଣ,அளவுகோல்
କ୍ୱାଣ୍ଟମ୍,குவாண்டம்
କ୍ୱାଣ୍ଟମ୍ ଘଣ୍ଟା |,குவாண்டம் கடிகாரம்
"1. କ୍ୱାଣ୍ଟମ୍ କାପୁଟାନ୍, 2. କ୍ୱାଣ୍ଟମ୍ ଗଣନା |","1.குவாண்டம் கபுடான், 2.குவாண்டம் கம்ப்யூட்டேஷன்"
ଉଦାହରଣ ଜିଜ୍ଞାସା |,உதாரண வினவல்
"1. ଅନୁସନ୍ଧାନ, 2. ଅନୁସନ୍ଧାନ","1. விசாரணை, 2. விசாரணை"
ଜିଜ୍ଞାସା ଭାଷା |,கேள்வி மொழி
ଜିଜ୍ଞାସା ପ୍ରକ୍ରିୟାକରଣ |,வினவல் செயலாக்கம்
ଧାଡି,வரிசை
ଧାଡି ପରିଚାଳନା,வரிசை மேலாண்மை
ଧାଡି ରେଜିଷ୍ଟର |,வரிசை பதிவு
"1. ଧାଡି ନେଟୱାର୍କ, 2. ଧାଡି ନେଟୱାର୍କ |","1. வரிசை நெட்வொர்க், 2. வரிசை நெட்வொர்க்"
ଧାଡି ସିଦ୍ଧାନ୍ତ |,வரிசை கோட்பாடு
ଦ୍ରୁତ ପ୍ରବେଶ ସ୍ମୃତି,விரைவான அணுகல் நினைவகம்
Quotient,அளவுகோல்
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ହସ୍ତକ୍ଷେପ (RFI),ரேடியோ அலைவரிசை குறுக்கீடு (RFI)
ରେଡିକ୍ସ |,ரேடிக்ஸ்
ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ କମ୍ପ୍ୟୁଟର ଉପକରଣ (RACE),சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE)
ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ ମେମୋରୀ (RAM),சீரற்ற அணுகல் நினைவகம் (RAM)
ଅନିୟମିତ ସ୍କାନିଂ |,சீரற்ற ஸ்கேனிங்
"1.raster, 2.raster","1.ராஸ்டர், 2.ராஸ்டர்"
ରାଷ୍ଟର ସ୍କାନିଂ |,ராஸ்டர் ஸ்கேனிங்
ପୁନ eng ନିର୍ମାଣ,மறு பொறியியல்
ପୁନର୍ଜୀବନ,புத்துயிர் பெறுதல்
"1. ଅଭିଗମ୍ୟତା, 2. ଅଭିଗମ୍ୟତା |","1. அணுகல், 2. அணுகல்"
ପ reading ିବା,வாசிப்பு
ମୁଣ୍ଡ ପ reading ିବା |,படிக்கும் தலை
"1. କେବଳ ପ read, 2. କେବଳ ପ read |","1. படிக்க மட்டும், 2. படிக்க மட்டும்"
"1. କେବଳ ସ୍ମୃତି ପ read, 2. କେବଳ ସ୍ମୃତି ପ read |","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம்"
ଲେଖା ମୁଣ୍ଡ ପ reading ୁଛି |,படிக்கும் எழுத்து தலை
"1. ପ cycle ଼ିବା ଚକ୍ର, 2. ଲେଖିବା ଚକ୍ର |","1. வாசிப்பு சுழற்சி, 2. எழுதும் சுழற்சி"
"1. ପ Cy ିବା ଚକ୍ର, 2. ହେଡ୍ ଲେଖିବା |","1. வாசிப்பு சுழற்சி, 2. எழுதும் தலை"
"1. ସ୍ମୃତି ପ reading ିବା, 2. ସ୍ମୃତି ଲେଖିବା |","1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்"
ପାଠକ,வாசகர்
"ପ reading ିବା, ପ reading ିବା","வாசிப்பு, வாசிப்பு"
"1. ପ out ଼ିବା, 2. ପୋଷ୍ଟ ପ reading ିବା |","1.வாசிப்பு, 2.பின் வாசிப்பு"
ସମୟ ବାସ୍ତବ |,உண்மையான நேரம்
"1. ଦ୍ରୁତ ପ୍ରତିକ୍ରିୟା ପ୍ରକ୍ରିୟାକରଣ, 2. ତୁରନ୍ତ ପ୍ରତିକ୍ରିୟା ପ୍ରକ୍ରିୟାକରଣ |","1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்"
ରସିଦ,பெறுபவர்
ସ୍ୱୀକୃତି ତର୍କ,அங்கீகார தர்க்கம்
ପୁନ repr ପ୍ରୋଗ୍ରାମିଂ ସ୍ଥାନାନ୍ତର |,மறு நிரலாக்க பரிமாற்றம்
ରେକର୍ଡ,பதிவு
"1. ରେକର୍ଡିଂ ହେଡ୍, 2. ରେକର୍ଡିଂ ହେଡ୍ |","1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்"
ସଠିକ୍ ତ୍ରୁଟି |,சரிசெய்யக்கூடிய பிழை
ପୂର୍ଣ୍ଣତା,பூர்த்தி
ପୁନରାବୃତ୍ତି ଥିଓରେମ୍ |,மறுநிகழ்வு தேற்றம்
ପୁନ yc ବ୍ୟବହାର,மீள் சுழற்சி
ପୁନରାବୃତ୍ତି କାର୍ଯ୍ୟ,சுழல் செயல்பாடு
କ୍ଷୁଦ୍ରକରଣ ନିର୍ଦ୍ଦେଶ ସେଟ୍ କମ୍ପ୍ୟୁଟର (RISC),மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC)
ଅନାବଶ୍ୟକତା |,பணிநீக்கம்
"1. ନିର୍ଭରଶୀଳ ଡିସ୍କ, 2. ଡିସ୍କର ଅତିରିକ୍ତ ଆରେ (ଲାଲ୍)","1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)"
ପୁନ entry- ପ୍ରବେଶ,மறு நுழைவு
ପୁନ entry- ପ୍ରବେଶ ସଂକେତ |,மறு நுழைவு குறியீடு
ସନ୍ଦର୍ଭ,குறிப்பு
ରେଫରେନ୍ସ ଅଖଣ୍ଡତା |,மேற்கோளிட்ட நேர்மை
ପ୍ରତିଫଳନ,பிரதிபலிப்பு
ପ୍ରତିଫଳନ,பிரதிபலிப்பு
ପ୍ରତିଫଳନ,ஒளிவிலகல்
ସତେଜ,புத்துணர்ச்சி
ପୁନର୍ଜନ୍ମ,மீளுருவாக்கம்
ପଞ୍ଜିକରଣ କର |,பதிவு
ନିୟମିତ ବ୍ୟାକରଣ,வழக்கமான இலக்கணம்
ସମ୍ପର୍କ,உறவு
ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ |,தொடர்புடைய தரவுத்தளம்
ରିଲାଏନ୍ସ ଡାଟାବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟ ସିଷ୍ଟମ୍ (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
ସମ୍ବନ୍ଧୀୟ ମଡେଲ୍ |,தொடர்புடைய மாதிரி
"1. ସମ୍ପର୍କୀୟ, 2. ସମ୍ପର୍କୀୟ","1. உறவினர், 2. உறவினர்"
ସମ୍ପର୍କୀୟ ଠିକଣା,உறவினர் முகவரி
"1. ରିଲେ, 2. ସଂକ୍ରମଣ","1. ரிலே, 2. பரிமாற்றம்"
ନିର୍ଭରଯୋଗ୍ୟତା ମଡେଲ୍ |,நம்பகத்தன்மை மாதிரி
ନିର୍ଭରଯୋଗ୍ୟ,நம்பகமானது
"1. ସ୍ଥାନାନ୍ତରିତ କୋଡ୍, 2. ସ୍ଥାନାନ୍ତରଯୋଗ୍ୟ ତଥ୍ୟ |","1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு"
ବହୁତ ଦୂର,இதுவரை
ସୁଦୂର ଫିଡର୍ |,தொலை ஊட்டி
ସୁଦୂର କାର୍ଯ୍ୟ ପ୍ରବେଶ,தொலைதூர வேலை நுழைவு
"1. ରିମୋଟ୍ ଅଧିବେଶନ ଆରମ୍ଭ, 2. ରିମୋଟ ଲଗଇନ୍ |","1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு"
ସୁଦୂର ପ୍ରକ୍ରିୟା ନିମନ୍ତ୍ରଣ (RPC),தொலைநிலை நடைமுறை அழைப்பு (RPC)
ରିମୋଟ ସେନ୍ସିଂ |,தொலை உணர்வு
ନାମ ପରିବର୍ତ୍ତନ,மறுபெயரிடுதல்
"1. ରେଣ୍ଡରିଂ, 2. ସମର୍ପଣ |","1. வழங்குதல், 2. அர்ப்பணிப்பு"
ପୁନରାବୃତ୍ତି,ரிப்பீட்டர்
ଉତ୍ତର,பதில்
"1. ଅନୁରୋଧ, 2. ଅନୁରୋଧ","1. கோரிக்கை, 2. கோரிக்கை"
ମନ୍ତବ୍ୟ ଅନୁରୋଧ (RFC),கருத்துக் கோரிக்கை (RFC)
"1. ପୁନ Prot ପ୍ରୋଟୋକଲ୍, 2. ପ୍ରତିକ୍ରିୟା ପ୍ରୋଟୋକଲ୍ |","1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை"
ପୁନରାବୃତ୍ତି ପ୍ରୋଗ୍ରାମ୍ |,சுழல் நிரல்
ଅନୁସନ୍ଧାନ |,ஆராய்ச்சி
ଚକ୍ର ପୁନରୁଦ୍ଧାର କରନ୍ତୁ |,மீட்டெடுப்பு சுழற்சி
ସ୍ମାରକବାଦୀ,நினைவிடவாதி
ଭିନ୍ନତା,வேறுபாடு
ଉତ୍ସଗୁଡ଼ିକ,வளங்கள்
ପ୍ରତିକ୍ରିୟା ସମୟ,பதில் நேரம்
"1. ରେଷ୍ଟାର୍ଟ, 2. ରେଷ୍ଟାର୍ଟ","1.மறுதொடக்கம், 2.மறுதொடக்கம்"
ପୁନରୁଦ୍ଧାର,மறுசீரமைப்பு
ପୁନ-ଚିହ୍ନ,மீண்டும் தடம்
"1. ପୁନ-ପଠାଇବା, 2. ପୁନ communication ଯୋଗାଯୋଗ |","1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு"
ପୁନରୁଦ୍ଧାର,மீட்பு
ପୁଣିଥରେ ଚେଷ୍ଟା କରନ୍ତୁ,மீண்டும் முயற்சி செய்
"1. ରିଗ୍ରେସନ୍, 2. ରିଟର୍ନ","1.பின்னடைவு, 2.திரும்புதல்"
ରିଗ୍ରେସନ୍ କୋଡ୍,பின்னடைவு குறியீடு
ରିଗ୍ରେସନ୍ ଚାବି |,பின்னடைவு விசை
ପୁନ us ବ୍ୟବହାର ଯୋଗ୍ୟ କୋଡ୍ |,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
ପୁନ rew ଲିଖନଯୋଗ୍ୟ |,மீண்டும் எழுதக்கூடியது
rgb ମନିଟର,rgb மானிட்டர்
ରିବନ୍,நாடா
ସରକାରୀ ସମସ୍ୟା |,அதிகாரப்பூர்வ பிரச்சினை
"1. ରୋବଟ୍, 2. ମେକାନିକ୍, 3. ମେକାନିଜିମ୍ |","1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்"
"1. ଯାନ୍ତ୍ରିକ ବିଜ୍ଞାନ, 2. ଯାନ୍ତ୍ରିକ ଆନ୍ଥ୍ରୋପୋଲୋଜି |","1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்"
"ଶକ୍ତିଶାଳୀ, ଶକ୍ତିଶାଳୀ","வலுவான, வலுவான"
ଭୂମିକା,பங்கு
ପୁନର୍ବାର ଗଡ଼ୁଛି |,மீண்டும் உருளும்
engulfment,விழுங்குதல்
ଆଉଟଫ୍ଲୋ,வெளியேற்றம்
"1. କେବଳ ସ୍ମୃତି ପ Read ନ୍ତୁ, 2. କେବଳ ସ୍ମୃତି ପ Read ନ୍ତୁ (ROM)","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)"
ମୂଳ,அசல்
ପ୍ୟାରେଣ୍ଟ୍ ଡିରେକ୍ଟୋରୀ |,பெற்றோர் அடைவு
ଆନୁମାନିକ ତ୍ରୁଟି |,தோராய பிழை
"1. ରାଉଟର, 2. ରାଉଟର","1.ரௌட்டர், 2.ரவுட்டர்"
"ରାଉଟିଙ୍ଗ୍, ରାଉଟିଙ୍ଗ୍ |","வழிசெலுத்துதல், வழிசெலுத்துதல்"
RS232C ଇଣ୍ଟରଫେସ୍ |,RS232C இடைமுகம்
RSA ଏନକ୍ରିପସନ୍ |,RSA குறியாக்கம்
rtc,ஆர்டிசி
କାର୍ଯ୍ୟର ସବିଶେଷ କୋଡିଂ |,பணியிட குறியீட்டு முறை
କାର୍ଯ୍ୟକାଳ,பதவிக்காலம்
ଚାଲିବା ସମୟ ତ୍ରୁଟି |,இயக்க பிழை
"1. ନମୁନା, 2. ନମୁନା","1. மாதிரி, 2. மாதிரி"
ନମୁନା ସଂଗ୍ରହ,மாதிரி
"1. ସାଟେଲାଇଟ୍, 2. ସାଟେଲାଇଟ୍","1.செயற்கைக்கோள், 2.செயற்கைக்கோள்"
ପରିପୃଷ୍ଠା,செறிவூட்டல்
ସଞ୍ଚୟ କରନ୍ତୁ |,சேமிக்க
"1. ମାପନୀୟତା, 2. ମାପନୀୟତା |","1. அளவிடுதல், 2. அளவிடுதல்"
ସ୍କାଲାର୍ |,அளவுகோல்
ସ୍କାନିଂ,ஸ்கேனிங்
ଲ୍ୟାଣ୍ଡସ୍କେପ୍,நிலப்பரப்பு
ନିର୍ଧାରକ,திட்டமிடுபவர்
ସ୍କ୍ରିନ୍ ପ୍ରତିଫଳନ ପ୍ରୋଜେକ୍ଟର୍ |,திரை பிரதிபலிப்பு ப்ரொஜெக்டர்
ସ୍କ୍ରିପ୍ଟ,கையால் எழுதப்பட்ட தாள்
ସ୍କ୍ରିପ୍ଟିଂ ଭାଷା |,ஸ்கிரிப்டிங் மொழி
"1. କୋଇଲ୍, 2. ସ୍କ୍ରୋଲ୍","1.சுருள், 2.சுருள்"
ସିଙ୍କ୍ରୋନସ୍ ଡାଟା ଲିଙ୍କ୍ କଣ୍ଟ୍ରୋଲ୍ (SDLC),ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC)
"1. ଅନୁସନ୍ଧାନ, 2. ଆବିଷ୍କାର |","1.ஆய்வு, 2.கண்டுபிடிப்பு"
ଖୋଜିବା ଯନ୍ତ୍ର,தேடல் இயந்திரம்
ବୃକ୍ଷ ଖୋଜ |,தேடல் மரம்
"1. ଅନୁସନ୍ଧାନ, 2. ଆବିଷ୍କାର |","1.ஆராய்தல், 2.கண்டுபிடித்தல்"
ଦ୍ secondary ିତୀୟ,இரண்டாம் நிலை
"1. ସେକ୍ଟର, 2. ସେକ୍ଟର","1.துறை, 2.துறை"
ସୁରକ୍ଷା ନୀତି,பாதுகாப்பு கொள்கை
ସନ୍ଧାନ ଶବ୍ଦ,தேடல் சொல்
"1. ବିଭାଗ, 2. ବିଭାଗ","1.பிரிவு, 2.பிரிவு"
"1. ଖଣ୍ଡବିଖଣ୍ଡନ, 2. ବିଭାଗ","1. பிரித்தல், 2. பிரிவு"
ଚୟନ ସର୍ଟିଂ,தேர்வு வரிசையாக்கம்
"1. autocomplete, 2.autocomplete","1.தன்னிரக்கம், 2.தன்னிரக்கம்"
"1. ସେମାଣ୍ଟିକ୍ସ, 2. ସେମାଣ୍ଟିକ୍ସ |","1.சொற்பொருள், 2.சொற்பொருள்"
ସେମାଫୋର |,செமாஃபோர்
ସେମିକଣ୍ଡକ୍ଟର |,குறைக்கடத்தி
କଳ୍ପନା ୱେବ୍ |,கற்பனை வலை
କ୍ରମାଗତ ପ୍ରବେଶ ପଦ୍ଧତି |,தொடர் அணுகல் முறை
କ୍ରମାଗତ,அடுத்தடுத்து
କ୍ରମିକ |,தொடர்
"1. ସର୍ଭର, 2. ସର୍ଭର","1.சேவையகம், 2.சேவையகம்"
ସର୍ଭର କ୍ରାସ୍ |,சர்வர் செயலிழப்பு
ସର୍ଭର ଲାଇସେନ୍ସ |,சர்வர் உரிமம்
ସର୍ଭୋ ଗୁଣକ,சர்வோ பெருக்கி
ର ସେଟ୍,தொகுப்பு
ନିର୍ଦ୍ଦିଷ୍ଟ ବିନ୍ଦୁ |,குறிப்பிட்ட புள்ளி
ପରିଚାଳନା,மேலாண்மை
ଛାୟା |,நிழல்
ସିନେମାଟୋଗ୍ରାଫି |,ஒளிப்பதிவு
ଭୂତ,பேய்
ଫାଇଲ୍ ଅଂଶୀଦାର କରନ୍ତୁ |,கோப்பு பகிர்வு
