Marathi,Kannada
पुनर्वापर,ಮರುಬಳಕೆ
पुनरावृत्ती कार्य,ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ
मिनिएचराइज्ड इंस्ट्रक्शन सेट कॉम्प्युटर (RISC),ಮಿನಿಯೇಚರೈಸ್ಡ್ ಇನ್‌ಸ್ಟ್ರಕ್ಷನ್ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC)
अतिरेक,ಪುನರುಕ್ತಿ
"1.स्वतंत्र डिस्क, 2.डिस्कची अतिरिक्त अॅरे (लाल)","1. ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್‌ಗಳ ಹೆಚ್ಚುವರಿ ಶ್ರೇಣಿ (ಕೆಂಪು)"
पुन्हा प्रवेश,ಮರು ಪ್ರವೇಶ
री-एंट्री कोड,ಮರು-ಪ್ರವೇಶ ಕೋಡ್
संदर्भ,ಉಲ್ಲೇಖ
संदर्भात्मक अखंडता,ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ
प्रतिबिंब,ಪ್ರತಿಫಲನ
प्रतिबिंब,ಪ್ರತಿಬಿಂಬ
अपवर्तन,ವಕ್ರೀಭವನ
रीफ्रेशर,ರಿಫ್ರೆಶ್
पुनर्जन्म,ಪುನರುತ್ಪಾದನೆ
नोंदणी करा,ನೋಂದಣಿ
नियमित व्याकरण,ನಿಯಮಿತ ವ್ಯಾಕರಣ
संबंध,ಸಂಬಂಧ
रिलेशनल डेटाबेस,ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್
रिलेशनल डेटाबेस मॅनेजमेंट सिस्टम (RDBMS),ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS)
रिलेशनल मॉडेल,ಸಂಬಂಧಿತ ಮಾದರಿ
"1. नातेवाईक, 2. नातेवाईक","1. ಸಂಬಂಧಿ, 2. ಸಂಬಂಧಿ"
सापेक्ष पत्ता,ಸಂಬಂಧಿತ ವಿಳಾಸ
"1. रिले, 2. ट्रान्समिशन","1. ರಿಲೇ, 2. ಪ್ರಸರಣ"
विश्वसनीयता मॉडेल,ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾದರಿ
विश्वसनीय,ವಿಶ್ವಾಸಾರ್ಹ
"1. पुनर्स्थित करण्यायोग्य कोड, 2. पुनर्स्थित करण्यायोग्य डेटा","1. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್, 2. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಡೇಟಾ"
दूर,ದೂರದ
रिमोट फीडर,ರಿಮೋಟ್ ಫೀಡರ್
रिमोट वर्क एंट्री,ರಿಮೋಟ್ ಕೆಲಸದ ಪ್ರವೇಶ
"1.रिमोट सत्र प्रारंभ, 2.रिमोट लॉगिन","1.ರಿಮೋಟ್ ಸೆಶನ್ ಪ್ರಾರಂಭ, 2.ರಿಮೋಟ್ ಲಾಗಿನ್"
रिमोट प्रोसिजर इनव्होकेशन (RPC),ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಆಹ್ವಾನ (RPC)
रिमोट सेन्सिंग,ದೂರ ಸಂವೇದಿ
नाव बदलणे,ಮರುನಾಮಕರಣ
"1.प्रतिपादन, 2.समर्पण","1. ರೆಂಡರಿಂಗ್, 2. ಸಮರ್ಪಣೆ"
रिपीटर,ಪುನರಾವರ್ತಕ
उत्तर द्या,ಉತ್ತರ
"1. विनंती, 2. विनंती","1. ವಿನಂತಿ, 2. ವಿನಂತಿ"
टिप्पणी विनंती (RFC),ಕಾಮೆಂಟ್ ವಿನಂತಿ (RFC)
"1.Request Protocol, 2.Response Protocol","1. ವಿನಂತಿ ಪ್ರೋಟೋಕಾಲ್, 2. ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರೋಟೋಕಾಲ್"
पुनरावृत्ती कार्यक्रम,ಪುನರಾವರ್ತಿತ ಪ್ರೋಗ್ರಾಂ
संशोधन,ಸಂಶೋಧನೆ
चक्र पुनर्संचयित करा,ಮರುಸ್ಥಾಪನೆ ಚಕ್ರ
स्मारककार,ಸ್ಮರಣಾರ್ಥಿ
भिन्नता,ವ್ಯತ್ಯಾಸ
संसाधने,ಸಂಪನ್ಮೂಲಗಳು
प्रतिसाद वेळ,ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ
"1.रीस्टार्ट करा, 2.रीस्टार्ट करा","1.ಮರುಪ್ರಾರಂಭಿಸಿ, 2.ಮರುಪ್ರಾರಂಭಿಸಿ"
जीर्णोद्धार,ಪುನಃಸ್ಥಾಪನೆ
पुन्हा शोधणे,ಮರು-ಜಾಡನ್ನು
"1. री-डिस्पॅच, 2. री-कम्युनिकेशन","1. ಮರು-ರವಾನೆ, 2. ಮರು-ಸಂವಹನ"
पुनर्प्राप्ती,ಚೇತರಿಕೆ
पुन्हा प्रयत्न करा,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸು
"1.रिग्रेशन, 2.रिटर्न","1. ಹಿಂಜರಿಕೆ, 2. ಹಿಂತಿರುಗಿ"
रीग्रेशन कोड,ಹಿಂಜರಿತ ಕೋಡ್
प्रतिगमन की,ರಿಗ್ರೆಶನ್ ಕೀ
पुन्हा वापरण्यायोग्य कोड,ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್
पुन्हा लिहिण्यायोग्य,ಪುನಃ ಬರೆಯಬಹುದಾದ
आरजीबी मॉनिटर,rgb ಮಾನಿಟರ್
रिबन,ರಿಬ್ಬನ್
अधिकृत समस्या,ಅಧಿಕೃತ ಸಮಸ್ಯೆ
"1.रोबोट, 2.मेकॅनिक, 3.मेकॅनिझम","1.ರೋಬೋಟ್, 2.ಮೆಕ್ಯಾನಿಕ್, 3.ಮೆಕ್ಯಾನಿಸಂ"
"1.यांत्रिकी विज्ञान, 2.यांत्रिकी मानववंशशास्त्र","1.ಯಾಂತ್ರಿಕ ವಿಜ್ಞಾನ, 2.ಯಾಂತ್ರಿಕ ಮಾನವಶಾಸ್ತ್ರ"
"मजबूत, मजबूत","ಬಲವಾದ, ಬಲವಾದ"
भूमिका,ಪಾತ್ರ
पुन्हा रोलिंग,ಮತ್ತೆ ಉರುಳುತ್ತಿದೆ
गुंतवणे,ಆವರಿಸುವಿಕೆ
बहिर्वाह,ಹೊರಹರಿವು
"1. रीड ओन्ली मेमरी, 2. रीड ओन्ली मेमरी (ROM)","1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ (ROM)"
मूळ,ಮೂಲ
मूळ निर्देशिका,ಮೂಲ ಡೈರೆಕ್ಟರಿ
अंदाजे त्रुटी,ಅಂದಾಜು ದೋಷ
"1.राउटर, 2.राउटर","1.ರೂಟರ್, 2.ರೂಟರ್"
"मार्गक्रमण, मार्गक्रमण","ರೂಟಿಂಗ್, ರೂಟಿಂಗ್"
RS232C इंटरफेस,RS232C ಇಂಟರ್ಫೇಸ್
RSA एन्क्रिप्शन,RSA ಗೂಢಲಿಪೀಕರಣ
rtc,ಆರ್ಟಿಸಿ
कार्यरत तपशील कोडिंग,ಕೆಲಸದ ವಿವರ ಕೋಡಿಂಗ್
कार्यकाळ,ಅಧಿಕಾರಾವಧಿ
रनटाइम त्रुटी,ರನ್ಟೈಮ್ ದೋಷ
"1. नमुना, 2. नमुना","1. ಮಾದರಿ, 2. ಮಾದರಿ"
नमुना,ಮಾದರಿ
"1.उपग्रह, 2.उपग्रह","1.ಉಪಗ್ರಹ, 2.ಉಪಗ್ರಹ"
संपृक्तता,ಶುದ್ಧತ್ವ
जतन करा,ಉಳಿಸಿ
"1. स्केलेबिलिटी, 2. स्केलेबिलिटी","1. ಸ್ಕೇಲೆಬಿಲಿಟಿ, 2. ಸ್ಕೇಲೆಬಿಲಿಟಿ"
स्केलर,ಸ್ಕೇಲಾರ್
स्कॅनिंग,ಸ್ಕ್ಯಾನಿಂಗ್
लँडस्केप,ಭೂದೃಶ್ಯ
शेड्युलर,ಶೆಡ್ಯೂಲರ್
स्क्रीन रिफ्लेक्शन प्रोजेक्टर,ಪರದೆಯ ಪ್ರತಿಫಲನ ಪ್ರೊಜೆಕ್ಟರ್
स्क्रिप्ट,ಸ್ಕ್ರಿಪ್ಟ್
स्क्रिप्टिंग भाषा,ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ
"1.कॉइल, 2.स्क्रोल","1. ಸುರುಳಿ, 2. ಸ್ಕ್ರಾಲ್"
सिंक्रोनस डेटा लिंक कंट्रोल (SDLC),ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ಕಂಟ್ರೋಲ್ (SDLC)
"1.शोध, 2.शोध","1. ಅನ್ವೇಷಣೆ, 2. ಅನ್ವೇಷಣೆ"
शोध इंजिन,ಹುಡುಕಾಟ ಎಂಜಿನ್
झाड शोधा,ಹುಡುಕಾಟ ಮರ
"1.एक्सप्लोर करा, 2.शोधा","1. ಅನ್ವೇಷಿಸಿ, 2. ಅನ್ವೇಷಿಸಿ"
दुय्यम,ದ್ವಿತೀಯ
"1.सेक्टर, 2.सेक्टर","1. ವಲಯ, 2. ವಲಯ"
सुरक्षा धोरण,ಭದ್ರತಾ ನೀತಿ
शोध संज्ञा,ಹುಡುಕಾಟ ಪದ
"1.विभाग, 2.विभाग","1.ವಿಭಾಗ, 2.ವಿಭಾಗ"
"1. विखंडन, 2. विखंडन","1. ವಿಘಟನೆ, 2. ವಿಭಜನೆ"
निवड क्रमवारी,ಆಯ್ಕೆ ವಿಂಗಡಣೆ
"1.स्वयंपूर्ण, 2.स्वयंपूर्ण","1.ಸ್ವಯಂಪೂರ್ಣ, 2.ಸ್ವಯಂಪೂರ್ಣ"
"1.अर्थशास्त्र, 2.अर्थशास्त्र","1.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್, 2.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್"
सेमाफोर,ಸೆಮಾಫೋರ್
सेमीकंडक्टर,ಅರೆವಾಹಕ
कल्पनारम्य वेब,ಫ್ಯಾಂಟಸಿ ವೆಬ್
अनुक्रमिक प्रवेश पद्धत,ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ
सलग,ಸತತ
मालिका,ಧಾರಾವಾಹಿ
"1.सर्व्हर, 2.सर्व्हर","1.ಸರ್ವರ್, 2.ಸರ್ವರ್"
सर्व्हर क्रॅश,ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್
सर्व्हर परवाना,ಸರ್ವರ್ ಪರವಾನಗಿ
सर्वो गुणक,ಸರ್ವೋ ಗುಣಕ
संच,ಜೊತೆ
निर्दिष्ट बिंदू,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಬಿಂದು
व्यवस्थापन,ನಿರ್ವಹಣೆ
सावली,ನೆರಳು
सिनेमॅटोग्राफी,ಸಿನಿಮಾಟೋಗ್ರಫಿ
भूत,ದೆವ್ವ
फाइल शेअर करा,ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ
सामायिक प्रवेश,ಹಂಚಿಕೆಯ ಪ್ರವೇಶ
शेअरिंग,ಹಂಚಿಕೆ
"1. कंस, 2. चिलखत, 3. शेल, 4. शेल","1. ಬ್ರಾಕೆಟ್ಗಳು, 2. ಆರ್ಮರ್, 3. ಶೆಲ್, 4. ಶೆಲ್"
विस्थापन चिन्ह,ಸ್ಥಳಾಂತರದ ಚಿಹ್ನೆ
लहान मार्ग,ಸಣ್ಣ ಮಾರ್ಗ
लहान सूचना,ಸಣ್ಣ ಸೂಚನೆ
भावंड,ಒಡಹುಟ್ಟಿದವರು
"1. साइड इफेक्ट, 2. काउंटर इफेक्ट","1. ಅಡ್ಡ ಪರಿಣಾಮ, 2. ಪ್ರತಿ ಪರಿಣಾಮ"
साइन बिट,ಸೈನ್ ಬಿಟ್
सिग्नल,ಸಿಗ್ನಲ್
सिग्नल प्रक्रिया,ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
नोटेशन,ಸಂಕೇತ
"1.सिग्नल-ध्वनी गुणोत्तर, 2.सिग्नल-ध्वनी गुणोत्तर","1.ಸಿಗ್ನಲ್-ಧ್ವನಿ ಅನುಪಾತ, 2.ಸಿಗ್ನಲ್-ಶಬ್ದ ಅನುಪಾತ"
"1.स्वाक्षरी, 2. स्वाक्षरी","1.ಸಹಿ, 2. ಸಹಿ"
मार्कर चाचणी,ಮಾರ್ಕರ್ ಪರೀಕ್ಷೆ
लक्षणीय गुण,ಗಮನಾರ್ಹ ಅಂಕಗಳು
सिलिकॉन चिप,ಸಿಲಿಕಾನ್ ಚಿಪ್
सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP),ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP)
अविवाहित,ಏಕ
"1. एक सिग्नलिंग नोड, 2. सिम्प्लेक्स नोड","1. ಒಂದು ಸಿಗ್ನಲಿಂಗ್ ನೋಡ್, 2. ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್"
सिम्युलेशन,ಸಿಮ್ಯುಲೇಶನ್
अनुकरण करणारा,ಅನುಕರಿಸುವವನು
"1.एकाच वेळी, 2.समकालिक","1.ಏಕಕಾಲಿಕ, 2.ಸಿಂಕ್ರೊನಸ್"
एकाच वेळी प्रक्रिया,ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ
सोलो,ಏಕವ್ಯಕ್ತಿ
"1.साइट परवाना, 2.साइट परवाना","1.ಸೈಟ್ ಪರವಾನಗಿ, 2. ಸೈಟ್ ಪರವಾನಗಿ"
"1.आकार, 2.आकार","1.ಗಾತ್ರ, 2.ಗಾತ್ರ"
मोजमाप,ಮಾಪನ
"1. चित्रण, 2. चित्रण","1. ವಿವರಣೆ, 2. ವಿವರಣೆ"
प्लुटी,ಪ್ಲುಟಿ
"1.प्लुती, 2.प्लुतीकरण","1.ಪ್ಲೂಟಿ, 2.ಪ್ಲುಟಿಕಾರನ್"
"1.स्लॅश, 2.कट","1.ಸ್ಲಾಷ್, 2.ಕಟ್"
संगणकाखाली,ಕಂಪ್ಯೂಟರ್ ಅಡಿಯಲ್ಲಿ
साप विंडो प्रोटोकॉल,ಹಾವಿನ ಕಿಟಕಿ ಪ್ರೋಟೋಕಾಲ್
"1. वगळणे, 2. शरणागती","1. ಲೋಪ, 2. ಶರಣಾಗತಿ"
स्लॉट,ಸ್ಲಾಟ್
SCSI (SCSI),SCSI (SCSI)
स्मार्ट कार्ड,ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್
गोगलगाय मेल,ನಿಧಾನ ಅಂಚೆ
स्नॅपशॉट,ಸ್ನ್ಯಾಪ್‌ಶಾಟ್
"1.सॉफ्ट कम्प्युटिंग, 2.सॉफ्ट कम्प्युटिंग","1.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್"
सॉफ्ट कॉपी,ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ
सोपे फॉन्ट,ಸುಲಭವಾದ ಫಾಂಟ್
सॉफ्टवेअर,ಸಾಫ್ಟ್ವೇರ್
सॉंफ्टवेअर अभियांत्रिकी,ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್
सॉफ्टवेअर परवाना,ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ
सॉफ्टवेअर चाचेगिरी,ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ
स्पेक्ट्रम,ಸ್ಪೆಕ್ಟ್ರಮ್
"1.स्क्रू, 2.सर्पिल","1.ತಿರುಪು, 2.ಸುರುಳಿ"
"1.तपशील पत्रक, 2.स्प्रेडशीट","1.ವಿವರ ಹಾಳೆ, 2.ಸ್ಪ್ರೆಡ್‌ಶೀಟ್"
मानक,ಪ್ರಮಾಣಿತ
मानक सामान्यीकृत मार्कअप भाषा (SGML),ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕಪ್ ಭಾಷೆ (SGML)
मानकीकरण,ಪ್ರಮಾಣೀಕರಣ
वेळ वाट,ಕಾಯುವ ಸಮಯ
तारक लॅन,ತಾರಕ್ ಲ್ಯಾನ್
तारा स्थिती,ನಕ್ಷತ್ರ ಸ್ಥಾನ
थोडा प्रारंभ करत आहे,ಆರಂಭದ ಬಿಟ್
"1. अभाव, 2. टंचाई, 3. टंचाई संकट","1. ಕೊರತೆ, 2. ಕೊರತೆ, 3. ಕೊರತೆ ಬಿಕ್ಕಟ್ಟು"
"1.स्टॅटिक मेमरी, 2.स्टॅटिक मेमरी","1.ಸ್ಥಿರ ಸ್ಮರಣೆ, 2.ಸ್ಥಿರ ಸ್ಮರಣೆ"
स्थिती चॅनेल,ಸ್ಥಿತಿ ಚಾನಲ್
"1.चरण आकार, 2.चरण परिमाणे","1.ಹಂತದ ಗಾತ್ರ, 2.ಹಂತದ ಆಯಾಮಗಳು"
विराम द्या आणि प्रोटोकॉल प्रतीक्षा करा,ವಿರಾಮ ಮತ್ತು ಕಾಯುವ ಪ್ರೋಟೋಕಾಲ್
ब्रेक कोड,ಬ್ರೇಕ್ ಕೋಡ್
विराम की,ವಿರಾಮ ಕೀ
साठवणक्षमता,ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ
संग्रहित कार्यक्रम,ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ
मालिका डेटा,ಸರಣಿ ಡೇಟಾ
"1.स्ट्रक्चर्ड एन्कोडिंग, 2.स्ट्रक्चर्ड कोडिंग","1.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಕೋಡಿಂಗ್"
स्ट्रक्चर्ड क्वेरी लँग्वेज (SQL),ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL)
"1. ब्रोशर पेपर, 2. शैली पत्र","1. ಕರಪತ್ರದ ಹಾಳೆ, 2. ಶೈಲಿಯ ಪತ್ರ"
उप-निर्देशिका,ಉಪ ಡೈರೆಕ್ಟರಿ
"1.सबनेट, 2.सबनेट","1.ಸಬ್ನೆಟ್, 2.ಸಬ್ನೆಟ್"
उपवृक्ष,ಉಪವೃಕ್ಷ
"1.सारांश, 2.सारांश","1. ಸಂಕ್ಷೇಪಣ, 2. ಸಂಕ್ಷೇಪಣ"
"1. सुपर कॉम्प्युटर, 2. सुपर कॉम्प्युटर","1. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್, 2. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್"
"1.Super Computation, 2.Super Computation","1.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್, 2.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್"
की की,ಪ್ರಮುಖ ಕೀ
शीर्ष वापरकर्ता,ಉನ್ನತ ಬಳಕೆದಾರ
पर्यवेक्षी शिक्षण,ಮೇಲ್ವಿಚಾರಣೆಯ ಕಲಿಕೆ
सहाय्यक चिप,ಸಹಾಯಕ ಚಿಪ್
निव्वळ भिन्नता,ನಿವ್ವಳ ವ್ಯತ್ಯಾಸ
"1.निव्वळ भिन्नता, 2.विभाग, 3.सरफान","1.ನೆಟ್ ವ್ಯತ್ಯಾಸ, 2.ವಿಭಾಗ, 3.ಸರ್ಫಾನ್"
स्वॅप,ವಿನಿಮಯ
अंतर्गामी,ಒಳಬರುವ
बहिर्वाह,ಹೊರಹರಿವು
स्वॅपिंग,ವಿನಿಮಯ
"1.स्विच केलेले नेटवर्क,2. स्विच केलेले नेटवर्क","1. ಸ್ವಿಚ್ಡ್ ನೆಟ್‌ವರ್ಕ್, 2. ಬದಲಾಯಿಸಿದ ನೆಟ್ವರ್ಕ್"
स्विचिंग,ಬದಲಾಯಿಸುವುದು
स्विचिंग तत्त्व,ಸ್ವಿಚಿಂಗ್ ತತ್ವ
प्रतीकात्मक प्रोग्रामिंग,ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
सिंक्रोनाइझेशन,ಸಿಂಕ್ರೊನೈಸೇಶನ್
सिंक्रोनायझर,ಸಿಂಕ್ರೊನೈಸರ್
समकालिक,ಸಿಂಕ್ರೊನಸ್
सिंक्रोनस न्यूमेरिक पदानुक्रम (SDH),ಸಿಂಕ್ರೊನಸ್ ಸಂಖ್ಯಾ ಶ್ರೇಣಿ (SDH)
वाक्य विश्लेषण,ವಾಕ್ಯ ವಿಶ್ಲೇಷಣೆ
प्रणाली विश्लेषण,ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ
प्रणाली अभियांत्रिकी,ಸಿಸ್ಟಮ್ ಎಂಜಿನಿಯರಿಂಗ್
"1. सिस्टम ब्रेकर, 2. सिस्टम हॅकर","1. ಸಿಸ್ಟಮ್ ಬ್ರೇಕರ್, 2. ಸಿಸ್ಟಮ್ ಹ್ಯಾಕರ್"
सिस्टम इंटिग्रेटर,ಸಿಸ್ಟಮ್ ಇಂಟಿಗ್ರೇಟರ್
सिस्टम लॉग,ಸಿಸ್ಟಮ್ ಲಾಗ್
सिस्टम कव्हर,ಸಿಸ್ಟಮ್ ಕವರ್
सिस्टम नेटवर्क स्ट्रक्चर (SNA),ಸಿಸ್ಟಮ್ ನೆಟ್ವರ್ಕ್ ಸ್ಟ್ರಕ್ಚರ್ (SNA)
"1. सिस्टम प्रोग्रामर, 2. सिस्टम प्रोग्रामर","1. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್, 2. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್"
"1. सिस्टम रीस्टार्ट, 2. सिस्टम रीस्टार्ट","1. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ, 2. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ"
प्रणाली समाप्ती,ವ್ಯವಸ್ಥೆಯ ಮುಕ್ತಾಯ
प्रणाली चाचणी,ಸಿಸ್ಟಮ್ ಪರೀಕ್ಷೆ
प्रणाली उपयुक्तता,ಸಿಸ್ಟಮ್ ಉಪಯುಕ್ತತೆ
"1. पद्धतशीर संहिता, 2. पद्धतशीर संहिता","1. ವ್ಯವಸ್ಥಿತ ಕೋಡ್, 2. ವ್ಯವಸ್ಥಿತ ಕೋಡ್"
टॅब कमांड,ಟ್ಯಾಬ್ ಆಜ್ಞೆ
वेळापत्रक,ವೇಳಾಪಟ್ಟಿ
सारणी विहंगावलोकन,ಕೋಷ್ಟಕ ಅವಲೋಕನ
टेबल जागा,ಟೇಬಲ್ ಸ್ಪೇಸ್
फलक,ಪ್ಲೇಕ್
"1.सारणीदार, 2.अॅरे अॅरे","1.ಟ್ಯಾಬ್ಯುಲರ್, 2.ಅರೇ ಅರೇ"
सारणी कार्य,ಕೋಷ್ಟಕ ಕಾರ್ಯ
"1. चिन्हांकित आर्किटेक्चर, 2. चिन्हांकित संरचना","1. ಮಾರ್ಕ್ಡ್ ಆರ್ಕಿಟೆಕ್ಚರ್, 2. ಮಾರ್ಕ್ಡ್ ಸ್ಟ್ರಕ್ಚರ್"
चिन्हांकित प्रतिमा फाइल फॉर्म (TIFF),ಗುರುತಿಸಲಾದ ಇಮೇಜ್ ಫೈಲ್ ಫಾರ್ಮ್ (TIFF)
टँडम प्रणाली,ಟಂಡೆಮ್ ವ್ಯವಸ್ಥೆ
टेप घनता,ಟೇಪ್ ಸಾಂದ್ರತೆ
टेप कव्हर,ಟೇಪ್ ಕವರ್
tar फाइल,ಟಾರ್ ಫೈಲ್
काम,ಕೆಲಸ
कार्य मार्गदर्शक,ಕೆಲಸದ ಮಾರ್ಗದರ್ಶಿ
कार्य शेड्युलर,ಕಾರ್ಯ ಶೆಡ್ಯೂಲರ್
ट्रान्समिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल (TCP/IP),ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಕಂಟ್ರೋಲ್ ಪ್ರೋಟೋಕಾಲ್/ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ (TCP/IP)
कटिंग ऑपरेशन,ಕತ್ತರಿಸುವ ಕಾರ್ಯಾಚರಣೆ
दूरसंचार,ದೂರಸಂಪರ್ಕ
दूरसंचार,ದೂರಸಂಪರ್ಕ
दूरसंचार,ಟೆಲಿಕಾಂ
दूरसंचार,ದೂರಸಂಪರ್ಕ
"1. तार, 2. तार","1. ಟೆಲಿಗ್ರಾಫ್, 2. ಟೆಲಿಗ್ರಾಫಿ"
"1. टेलीमीटर, 2. टेलिमेट्री","1. ಟೆಲಿಮೀಟರ್, 2. ಟೆಲಿಮೆಟ್ರಿ"
"1.टेलिफोन, 2.टेलिफोन","1. ದೂರವಾಣಿ, 2. ದೂರವಾಣಿ"
टेलिफोन,ದೂರವಾಣಿ
"1.टेलिप्रिंटर, 2.टेलिप्रिंटर","1.ಟೆಲಿಪ್ರಿಂಟರ್, 2.ಟೆಲಿಪ್ರಿಂಟರ್"
टेलिप्रोसेसिंग,ಟೆಲಿಪ್ರೊಸೆಸಿಂಗ್
"1. दूरदर्शन, 2. दूरदर्शन, 3. दूरदर्शन","1. ದೂರದರ್ಶನ, 2. ದೂರದರ್ಶನ, 3. ದೂರದರ್ಶನ"
टेलेक्स,ಟೆಲೆಕ್ಸ್
"1.सापळा दूर, 2.टेलनेट","1.ಟ್ರ್ಯಾಪ್ ಅವೇ, 2.ಟೆಲ್ನೆಟ್"
"1.उष्णता, 3.तापमान","1.ಉಷ್ಣ, 3.ತಾಪಮಾನ"
"1.आकार प्लेट, 2.टेम्प्लेट, 3.रुपाडा","1.ಆಕಾರದ ಫಲಕ, 2.ಟೆಂಪ್ಲೇಟ್, 3.ರೂಪದ"
दहाचे पूरक,ಹತ್ತರ ಪೂರಕ
तेरा बाइट,ಟೆರಾ ಬೈಟ್
टेरा फॉलप्स,ಟೆರ್ರಾ ಫಾಲೋಪ್ಸ್
"1.एंड पॉइंटर, 2.टर्मिनल कर्सर","1.ಎಂಡ್ ಪಾಯಿಂಟರ್, 2.ಟರ್ಮಿನಲ್ ಕರ್ಸರ್"
"1.एंड नोड, 2.टर्मिनल नोड","1.ಎಂಡ್ ನೋಡ್, 2.ಟರ್ಮಿನಲ್ ನೋಡ್"
टर्मिनल विंडो,ಟರ್ಮಿನಲ್ ವಿಂಡೋ
समाप्त,ಕೊನೆಗೊಳ್ಳುತ್ತದೆ
ट्राय-बेस,ಟ್ರೈ-ಬೇಸ್
तीन बेस ऑपरेशन,ಮೂರು ಮೂಲ ಕಾರ್ಯಾಚರಣೆ
चाचणी,ಪರೀಕ್ಷೆ
चाचणी कव्हरेज,ಪರೀಕ್ಷಾ ವ್ಯಾಪ್ತಿ
चाचणी अंमलबजावणी,ಪರೀಕ್ಷಾ ಮರಣದಂಡನೆ
चाचणी डेटा,ಪರೀಕ್ಷಾ ಡೇಟಾ
"1.मजकूर, 2. अभ्यास साहित्य","1.ಪಠ್ಯ, 2. ಅಧ್ಯಯನ ವಸ್ತು"
मजकूर बॉक्स,ಪಠ್ಯ ಪೆಟ್ಟಿಗೆ
मजकूर कर्सर,ಪಠ್ಯ ಕರ್ಸರ್
मजकूर संपादक,ಪಠ್ಯ ಸಂಪಾದಕ
मजकूर फाइल,ಪಠ್ಯ ಫೈಲ್
अभ्यासक्रम,ಪಠ್ಯಕ್ರಮ
