Malayalam,Kannada
പിരിവ്,ಸಂಜ್ಞಾಪರಿತ್ರಿ
ട്രാൻസ്ഫർ സർക്യൂട്ട്,ವರ್ಗಾವಣೆ ಸರ್ಕ್ಯೂಟ್
കൈമാറ്റം പ്രവർത്തനം,ವರ್ಗಾವಣೆ ಕಾರ್ಯಾಚರಣೆ
കൈമാറ്റ നിരക്ക്,ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ
സമയം കൈമാറുക,ವರ್ಗಾವಣೆ ಸಮಯ
വെക്റ്റർ കൈമാറുക  സന്വദായം,ವರ್ಗಾವಣೆ  ತಂತ್ರ
മാരന്റ,ವರ್ಗಾಯಿಸು
പരിവർത്തനക്ഷാകമാനം  ദാതാപസ്,ಪರಿವರ್ತನೆಯ  ಶಬ್ದಾರ್ಥ
രൂപാന്തരം  മോണോയിൾ,ರೂಪಾಂತರ  ಮೊನಚಾದ
രൂപാന്തരം  സെമിഗ്രൂപ്പ്,ರೂಪಾಂತರ  ವಿಗ್ರಹ
ഡൊമെയ്ൻ പരിവർത്തനം ചെയ്യുക,ರೂಪಾಂತರ
ക്ഷണികമായ ഏരിയ,ಅಸ್ಥಿರ ಪ್ರದೇಶ
ക്ഷണിക പിശക്,ಅಸ್ಥಿರ ದೋಷ
ക്ഷണിക പതിവ്,ಅಸ್ಥಿರ ದಿನಚರಿ
ട്രാൻസിസ്റ്റോർ-  ട്രാൻസിസ്സ്റ്റർ ലോജിക്,ಟ್ರಾನ್ಸಿಸ್ಟರ್-  ಟ್ರಾನ್ಸಿಸ್ಟರ್ ತರ್ಕ
സംക്രമണ കാർഡ്,ಪರಿವರ್ತನೆ ಚೀಟಿ
ട്രാൻസിറ്റീവ് അടയ്ക്കൽ,ಉಚ್ಚಾರಣಾ
വിവർത്തനം ദൈർഘ്യം,ಅನುವಾದಿಸು ಅವಧಿಯನ್ನು ಅನುವಾದಿಸಿ
വിവർത്തനം,ಭಾಷಾಂತರ
വിവർത്തന പട്ടിക,ಅನುವಾದ ಕೋಷ್ಟಕ
വിവർത്തക പ്രോഗ്രാം,ಅನುವಾದಕ ಕಾರ್ಯಕ್ರಮ
വിവർത്തകൻ പതിവ്,ಅನುವಾದಕ ದಿನಚರಿ
വിവർത്തക എഴുത്ത്  ഏര്പ്പാട്,ಅನುವಾದಕ ಬರವಣಿಗೆ  ವ್ಯವಸ್ಥೆ
ലിപ്യന്തരണം,ಲಿಪ್ಯಂತರಣ
ട്രാൻസ്മിഷൻ ബ്ലോക്ക്  കഥാപാതം,ಪ್ರಸರಣ ಬ್ಲಾಕ್  ಪಾತ್ರ
പകർച്ച  ചാനല്,ರೋಗ ಪ್ರಸಾರ  ಚಾನಲ್
ട്രാൻസ്മിഷൻ കോഡ്,ಪ್ರಸರಣ ಸಂಹಿತೆ
പകർച്ച  പ്രതീകം നിയന്ത്രിക്കുക,ರೋಗ ಪ್ರಸಾರ  ನಿಯಂತ್ರಣ ಅಕ್ಷರ
പകർച്ച  വതിചലനം,ರೋಗ ಪ್ರಸಾರ  ವಿಚಲನ
പകർച്ച  മറുഫോണ്,ರೋಗ ಪ್ರಸಾರ  ವಿಸ್ತಾರ
പകർച്ച  സൗകര്യം,ರೋಗ ಪ್ರಸಾರ  ಸೌಲಭ್ಯ
പകർച്ച  ഇന്റർഫേസ്,ರೋಗ ಪ್ರಸಾರ  ಅಂತರಸಂಪರ
പകർച്ച  തടസ്സം,ರೋಗ ಪ್ರಸಾರ  ಅಡಚಣೆ
ട്രാൻസ്മിഷൻ ലെവൽ,ಪ್ರಸರಣ ಮಟ್ಟ
ട്രാൻസ്മിഷൻ ലെവൽ  ബിന്ദു,ಪ್ರಸರಣ ಮಟ್ಟ  ಬಿಂದು
ട്രാൻസ്മിഷൻ ലൈൻ,ಪ್ರಸರಣ ಮಾರ್ಗ
ട്രാൻസ്മിഷൻ ലിങ്ക്,ಪ್ರಸರಣ ಲಿಂಕ್
പ്രക്ഷേപണ നഷ്ടം,ಪ್ರಸರಣ ನಷ್ಟ
പകർച്ച  മധസ്ഥാനം,ರೋಗ ಪ್ರಸಾರ  ಮಾಧ್ಯಮ
പകർച്ച  വസ്തുനിഷ്ഠമായ,ರೋಗ ಪ್ರಸಾರ  ಉದ್ದೇಶಪೂರ್ವಕ
ട്രാൻസ്മിഷൻ നിരക്ക്,ಪ್ರಸರಣ ದರ
പകർച്ച  സേവനം,ರೋಗ ಪ್ರಸಾರ  ಸೇವಕ
പ്രക്ഷേപണ വേഗത,ಪ್ರಸರಣ ವೇಗ
ട്രാൻസ്മിഷൻ സിസ്റ്റം കോഡ്,ಪ್ರಸರಣ ವ್ಯವಸ್ಥೆ ಕೋಡ್
കൈമാറ്റം നിയന്ത്രണം  ഉപരോധിക്കുക,ರವಾನಿಸು ನಿಯಂತ್ರಣ  ನಿರ್ಬಂಧ
ഡാറ്റ സെറ്റ് പ്രക്ഷേപണം ചെയ്യുക,ಡೇಟಾ ಸೆಟ್ ಅನ್ನು ರವಾನಿಸಿ
പ്രക്ഷേപണം ഒഴുക്ക്  ഭരണം,ಪ್ರಸಾರ ಹರಿವು  ನಿಯಂತ್ರಣ
ലംഘിയാക്കുക കാല്,ಕಾಲು ಪ್ರಸಾರ
ട്രാൻസ്മിറ്റൽ മോഡ്,ರವಾನೆ ಮೋಡ್
പകരമായി  വിവരം,ಹರಡುವ  ಮಾಹಿತಿ
സംരംഭ,ಹರಡುವವನು
സംരംഭ  പട്ടികയുണ്ടാക്കുക,ಹರಡುವವನು  ನೋಂದಣಿ
ട്രാൻസ്മിറ്റർ ആരംഭിക്കുന്നു  കോഡ്,ಟ್ರಾನ್ಸ್ಮಿಟರ್ ಪ್ರಾರಂಭ  ಸಂಹಿತೆ
ട്രാൻസ് മാൾട്ട് എക്സ്സ്റ്റർ,ವೇಶ್ಯಾಗೃಹ
സുതാര്യത  മാതിരി,ಪಾರದರ್ಶಕತೆ  ಕ್ರಮ
സുതാര്യമായ ഡാറ്റ,ಪಾರದರ್ಶಕ ದತ್ತ
സുതാര്യമായ വിവരങ്ങൾ,ಪಾರದರ್ಶಕ ಮಾಹಿತಿ
സുതാര്യമായ വാചകം  മാതിരി,ಪಾರದರ್ಶಕ ಪಠ್ಯ  ಕ್ರಮ
പകർച്ച,ರೋಗ ಪ್ರಸಾರ
കടലാസ്,ತಿಕ್ಕಲು
ഗതാഗതയോഗ്യമായ പ്രോഗ്രാം (= പോർട്ടബിൾ പ്രോഗ്രാം),ಸಾಗಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ (= ಪೋರ್ಟಬಲ್ ಪ್ರೋಗ್ರಾಂ)
ഗതാഗത യൂണിറ്റ്,ಸಾರಿಗೆ ಘಟಕ
തിരശ്ചീന പരിശോധന,ಅಡ್ಡಪಡೆ
തിരശ്ചീന പാരിറ്റി  ചെക്ക്,ಅಡ್ಡ -ಸಮಾನತೆ  ಪರಿಶೀಲನೆ
തിരശ്ചീന  ആവർത്തനം  ചെക്ക്,ಅಡ್ಡ  ಪುನರುಕ್ತಿ  ಪರಿಶೀಲನೆ
തിരശ്ചീന  സ്കാൻ ചെയ്യുന്നു,ಅಡ್ಡ  ಸ್ಕ್ಯಾನ್ ಮಾಡುವ
കെണി,ಬಲೆಗೆ ಬೀಳಿಸು
കെണി വാതിൽ,ಬಿಲ್ಲೆ ಬಾಗಿಲು
ട്രപക്സിയം റൂൾ,ಟ್ರೆಪೆಜಿಯಂ ಆಡಳಿತ
ടാപ്പിംഗ്,ಎಸೆತ
ട്രാപ്പിംഗ് മോഡ്,ಬಲೆಗೆ ಬೀಳುವ ಕ್ರಮ
യാത്ര ക്ലാസ്  അടയാളപ്പെടത്തുക,ಪ್ರಯಾಣದ ವರ್ಗ  ಗುರುತು
യാത്രാ തരംഗം  കുഴല്,ಪ್ರಯಾಣದ ಅಲೆ  ಕೊಳವೆ
സഞ്ചാര്യ,ಪ್ರಸರಣದ
സഭരണം,ಹಾದುಹೋಗು
വൃക്ഷം,ಮರ
മരം ഓട്ടോമാറ്റ,ಮರದ ಆಟೊಣ
മരത്തിന്റെ രൂപം  ഭാഷ,ಮರದ ರೂಪ  ಭಾಷೆ
ട്രീ വ്യാകരണം,ಮರದ ವ್ಯಾಕರಣ
മര ഭാഷ,ಮರದ ಭಾಷೆ
മര ശൃംഖല,ಮರದ ಜಾಲ
മരം തിരയൽ,ಸಣ್ಣ ಹುಡುಕಾಟ
ട്രീ തിരഞ്ഞെടുക്കൽ തരം,ಮರ ಆಯ್ಕೆ ವಿಂಗಡಣೆ
മരം അടുക്കുക,ಮರದ ವಿಂಗಡಣೆ
മരത്തിന്റെ ഘടന,ಮರದ ರಚನೆ
ട്രീ തരം ഡീകോഡിംഗ്  നെറ്റ്വർക്ക്,ಮರದ ಪ್ರಕಾರದ ಡಿಕೋಡಿಂಗ್  ಜಾಲ
മരം നടത്തം,ಮರದ ವಾಕಿಂಗ್
ലഘുലേഖ,ಪ್ರವೃತ್ತಿ
ട്രയാഡ്,ತ್ರಿಕೋನ
ട്രയൽ ഡിവിസർ,ಪ್ರಯೋಗ ವಿಭಾಗಗಾರ
ട്രയൽ റൺ,ಪ್ರಯೋಗ
ത്രികോണാകൃതി മാട്രിക്സ്,ತ್ರಿಕೋನ
ത്രികോണാകൃതിയിലുള്ള  തരംഗരൂപം,ತ್ರಿಕೋನ  ತರಂಗ ರೂಪ
കൈകാല സമ്പ്യൂട്ട്,ಉಪದ್ರವ ಸರ್ಕ್ಯೂಟ್
പോഷകസഞ്ചാര സ്റ്റേഷൻ,ಉಪನದಿ ನಿಲ್ದಾಣ
ട്രൈഡിയാഗോണൽ മാട്രിക്സ്,ಟ್ರಿಡಿಯಾಗೊನಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ട്രൈ തിരയൽ,ಟ್ರೈ ಹುಡುಕಾಟ
തോക്കിന്റെ കാഞ്ചി,ಪ್ರಚೋದಕ
ട്രിഗർ സർക്യൂട്ട്,ಪ್ರಚೋದಕ ಸರ್ಕ್ಯೂಟ್
ട്രിഗർ ലെവൽ,ಪ್ರಚೋದಕ ಮಟ್ಟ
ട്രിപ്പ് കമ്പ്യൂട്ടർ,ಟ್ರಿಪ್ ಕಂಪ್ಯೂಟರ್
ട്രിപ്പിൾ നീളം  ജോലി,ತ್ರಿಪದಣಿ  ಕೆಲಸ
ട്രിപ്പിൾ കൃത്യത,ಮೂರು ಪಟ್ಟು
ട്രിപ്പിൾ രജിസ്റ്റർ,ಟ್ರಿಪಲ್ ರಿಜಿಸ್ಟರ್
രണ്ടിടല്,ತ್ರಿಪದಣಿ
ത്രിരാഷ്ട്ര .ട്ട്പുട്ട്,ಟ್ರೈ ಸ್ಟೇಟ್ output ಟ್‌ಪುಟ್
തുച്ഛമായ ഗ്രാഫ്,ಕ್ಷುಲ್ಲಕ ಗ್ರಾಫ್
ട്രോജൻ കുതിര,ಟ್ರೋಜನ್ ಕುದುರೆ
പ്രശ്നസ്ഥലം  പശ്നം,ತೊಂದರೆ ಸ್ಥಳ  ಸಮಸ್ಯೆ
കുഴപ്പക്കാരൻ,ತೊಂದರೆ ಶೂಟ್
ട്രബിൾഷൂട്ടിംഗ്,ತೊಂದರೆ ಶೂಟಿಂಗ್
പ്രശ്ന യൂണിറ്റ്,ತೊಂದರೆ ಘಟಕ
യഥാർത്ഥ പൂരകൻ (= റേഡിക്സ് രക്തം),ನಿಜವಾದ ಪೂರಕ (= ರಾಡಿಕ್ಸ್ ಕಂಪನ)
ആകിക്കുക,ಮೊಟಕುಗೊಳಿಸು
വെട്ടിച്ചുരുട്ടല്,ಮೊಟಕುಗೊಳಿಸುವಿಕೆ
വെട്ടിച്ചുരുക്കൽ പിശക്,ಮೊಟಕುಗೊಳಿಸುವಿಕೆ ದೋಷ
തുന്വികൈ്ക,ಕಾಂಡ
തുനമ്പിൽ,ಸರ್ಕ್ಯೂಟ್
തുനമ്പിന്റെ കൈമാറ്റം,ಕಾಂಡ ವಿನಿಮಯ
തുമ്പിക്കൈ ഗ്രൂപ്പ്,ಕಾಂಡದ ಗುಂಪು
തുമ്പിക്കൈ വേട്ട,ಕಾಂಡದ ಬೇಟೆ
തുമ്പിക്കൈ ഓർഡർ,ಕಾಂಡದ ಆದೇಶ
സത്യത്തിന്റെ മൂല്യം,ಸತ್ಯ ಮೌಲ್ಯ
ടി-ടൈപ്പ് ഫ്ലിപ്പ്-ഫ്ലോപ്പ്,ಟಿ ಮಾದರಿಯ ಫ್ಲಿಪ್-ಫ್ಲಾಪ್
ഇടറുത്തത്,ಉರುಳಿಸು
ട്യൂണിംഗ്,ಹಗಲಿಕೆ
സമനി  കണചിക്കാവുന്ന,ಕೊಲೆಬೀಾಣ  ಲೆಕ್ಕಹಾಕುವ
ട്യൂറിംഗ് മെഷീൻ,ಟ್ಯೂರ್ ಯಂತ್ರ
ടേൺ എറൗണ്ട്  രേഖ,ತಿರುವು  ದಾಖಲೆಗಳು
ടേൺ എറൗണ്ട്  അനുകമം,ತಿರುವು  ಅನುಕ್ರಮ
ടേൺറ ound ണ്ട് സമയം,ತಿರುವು
ടേൺകീ കൺസോൾ,ಟರ್ನ್‌ಕೀ ಕನ್ಸೋಲ್
ടേൺകീ പ്രവർത്തനം,ಟರ್ನ್‌ಕೀ ಕಾರ್ಯಾಚರಣೆ
ടേൺകീ സിസ്റ്റം,ಟರ್ನ್‌ಕೀ ವ್ಯವಸ್ಥೆ
കടലാമ ഗ്രാഫിക്സ്,ಆಮೆ ಗ್ರಾಫಿಕ್ಸ್
പന്ത്രണ്ട് എഡ്ജ് (= പന്ത്രണ്ട് പഞ്ച്),ಹನ್ನೆರಡು ಅಂಚು (= ಹನ್ನೆರಡು ಪಂಚ್)
പന്ത്രണ്ട് പഞ്ച്,ಹನ್ನೆರಡು ಪಂಚ್
ഇരട്ട കേബിൾ,ಅವಳಿ ಕೇಬಲ್
ഇരട്ട പരിശോധന,ಅವಳಿ ಪರಿಶೀಲನೆ
വളച്ചൊടിച്ച ജോഡി,ತಿರುಚಿದ ಜೋಡಿ
രണ്ട് വിലാസം,ಎರಡು ವಿಳಾಸ
രണ്ട് വിലാസ കോഡ്,ಎರಡು ವಿಳಾಸ ಕೋಡ್
രണ്ട് വിലാസം  നിര്ദ്ദേശം,ಎರಡು ವಿಳಾಸ  ಸೂಚನಾ
രണ്ട് ബിറ്റ് ബൈറ്റ്,ಎರಡು ಬಿಟ್ ಬೈಟ್
രണ്ട് ചാനൽ സ്വിച്ച്,ಎರಡು ಚಾನೆಲ್ ಸ್ವಿಚ್
രണ്ട് ഡൈമൻഷണൽ  ശേണി,ಎರಡು ಆಯಾಮ  ರಂಗ
രണ്ട് ഡൈമൻഷണൽ  സ്മരണം,ಎರಡು ಆಯಾಮ  ನೆನಪು
രണ്ട് ഡൈമൻഷണൽ  തിരഞ്ഞെടുക്കൽ സംവിധാനം,ಎರಡು ಆಯಾಮ  ಆಯ್ಕೆ ವ್ಯವಸ್ಥೆಯ
രണ്ട് ഇൻപുട്ട് ആൾഡർ  (= പകുതി ADER),ಎರಡು ಇನ್ಪುಟ್ ಆಡ್ಡರ್  (= ಹಾಫ್ ಆಡ್ಡರ್)
രണ്ട് ഇൻപുട്ട് വിപുലീകരണങ്ങൾ (= പകുതി കുറക്കാർ),ಎರಡು ಇನ್ಪುಟ್ ಕಳೆಯುವವನು (= ಅರ್ಧ ಕಳೆಯುವವನು)
രണ്ട് ലെവൽ വിലാസം,ಎರಡು ಹಂತದ ವಿಳಾಸ
രണ്ട് ലെവൽ വ്യാകരണം,ಎರಡು ಹಂತದ ವ್ಯಾಕರಣ
രണ്ട് ലെവൽ മെമ്മറി,ಎರಡು ಹಂತದ ಮೆಮೊರಿ
രണ്ട് ലെവൽ  ഉറക്കുഴൂട്ട,ಎರಡು ಮಟ್ಟ  ಪ್ರವಾಹದ
രണ്ട് മാനദണ്ഡം,ಎರಡು ರೂ m ಿ
അഞ്ചിൽ രണ്ട്  കോഡ്,ಐದರಲ್ಲಿ ಎರಡು  ಸಂಹಿತೆ
രണ്ട് പാസ്  അസംബ്ലി,ಎರಡು ಪಾಸ್  ಷೋಬರೆ
രണ്ട് പ്ലസ് വൺ  അഭിസംബോധന ചെയ്യുക,ಎರಡು ಪ್ಲಸ್ ಒನ್  ಭಾಷಣ
രണ്ട് പ്ലസ് വൺ  അഭിസംബോധന ചെയ്യുക  നിര്ദ്ദേശം,ಎರಡು ಪ್ಲಸ್ ಒನ್  ಭಾಷಣ  ಸೂಚನಾ
രണ്ടിന്റെ പൂരകം,ಎರಡು ಪೂರಕ
രണ്ട് വഴി ഇതര  വാര്ത്താവിനിമയം,ಎರಡು ದಾರಿ ಪರ್ಯಾಯ  ಸಂವಹನ
രണ്ട് വഴി ലിങ്കുചെയ്ത പട്ടിക,ಎರಡು ರೀತಿಯಲ್ಲಿ ಲಿಂಕ್ಡ್ ಪಟ್ಟಿ
രണ്ട് വഴി ലയിക്കുന്നു,ಎರಡು ವೇ ವಿಲೀನ
രണ്ടു വഴി  ഏകകാലികമായി  വാര്ത്താവിനിമയം,ಎರಡು ರೀತಿಯಲ್ಲಿ  ಏಕಕಾಲದಲ್ಲಿ  ಸಂವಹನ
രണ്ട് വേ തുമ്പിക്കൈ,ಎರಡು ವೇ ಕಾಂಡ
രണ്ട് വയർ സർക്യൂട്ട്,ಎರಡು ತಂತಿ ಸರ್ಕ್ಯೂಟ್
Tymnt,ತಿಕ್ಕಲು
ടൈപ്പ് ചെയ്യുക,ಮಾದರಿ
"ടൈപ്പ് O (1,2,3)  ഭാഷ","ಒ (1, 2, 3) ಟೈಪ್ ಮಾಡಿ  ಭಾಷೆ"
തരം പ്രഖ്യാപനം,ಟೈಪ್ ಘೋಷಣೆ
മുഖം ടൈപ്പുചെയ്യുക,ಮುಖವನ್ನು ಟೈಪ್ ಮಾಡಿ
ഫോണ്ട് ടൈപ്പ് ചെയ്യുക,ಫಾಂಟ್ ಪ್ರಕಾರ
തരം ടൈപ്പ് ചെയ്യുക,ತಲೆ ಟೈಪ್ ಮಾಡಿ
ടൈപ്പ് out ട്ട് കീ  ഉത്തരം പറയുക,ಕೀ ಟೈಪ್ ಮಾಡಿ  ಪ್ರತಿಕ್ರಿಯೆ
തരം തിരിയുക,ಟೈಪ್ ಮಾಡಿ
തരം ചക്രം,ವಾತಾವರಣದ ಪ್ರಕಾರ
ടൈപ്പ് റൈറ്റര്  അതിതീവ്രമായ,ಬೆರಳಚ್ಚು  ಅಂತಿಮ
അൾട്രാ ഫിചെ,ಅತಿಶಯೋಕ್ತಿ
അൾട്രാവയലറ്റ് മായ്ക്കൽ,ನೇರಳಾತೀತ ಅಳಿಸುವ
യു-മോഡ് റെക്കോർഡ്,ಯು-ಮೋಡ್ ದಾಖಲೆ
അനുവദനീയമായ അക്ക,ಅನುಮತಿಸಲಾಗದ ಅಂಕಿಯ
അനുവദിക്കാത്ത കോഡ് പരിശോധന,ಅನುಮತಿಸಲಾಗದ ಕೋಡ್ ಪರಿಶೀಲನೆ
ഏകദേശ പ്രവർത്തനം,ಏಕೀಕರಣ ಕಾರ್ಯಾಚರಣೆ
ശ്രദ്ധിക്കാത്ത യാന്ത്രിക കൈമാറ്റം,ಗಮನಿಸದ ಸ್ವಯಂಚಾಲಿತ ವಿನಿಮಯ
ശ്രദ്ധിക്കാത്ത മോഡ്,ಗಮನಿಸದ ಮೋಡ್
ശ്രദ്ധിക്കപ്പെടാത്ത  ശസ്തകിയ,ಉಪಶಮನವಿಲ್ಲದ  ಕಾರ್ಯಾಚರಣೆ
ശ്രദ്ധിക്കാത്ത പാത  പ്രിന്റർ,ಗಮನಿಸದ ಜಾಡು  ಮುದ್ರಕ
അസന്തുലിതമായ വരി,ಅಸಮತೋಲನ
അസന്തുലിതമായ ലയനം  ഇനം,ಅಸಮತೋಲಿತ ವಿಲೀನ  ವಿಂಗಡಿಸು
അസന്തുലിതമായ  മൊഡ്യൂളേറ്റർ,ಅಸಮತೋಲನ  ರೂಪರೇಖಕ
അസന്തുലിതമായ വയർ  സഞ്ചാരം,ಅಸಮತೋಲಿತ ತಂತಿ  ಸುತ್ತಾಟ
തടസ്സമില്ലാത്ത,ಬಿಚ್ಚಿ
അടഞ്ഞിരിക്കുകയാണ്,ಸ್ಥಗಿತಗೊಳಿಸದ
അരോധമായ,ಬಿಚ್ಚು
വ്യക്തമല്ലാത്ത യുക്തി  ശേണി,ಒಪ್ಪದ ತರ್ಕ  ರಂಗ
അസാധാരണമായ  സംഭരണ ​​പട്ടിക,ಲೆಕ್ಕವಿಲ್ಲದ  ಸಂಗ್ರಹಣೆ ಪಟ್ಟಿ
വവസ്ഥകളില്ലാത്ത  ശാഖ  നിര്ദ്ദേശം,ಬೇಷರತ್ತಾದ  ಕೊಂಬ  ಸೂಚನಾ
വവസ്ഥകളില്ലാത്ത കുതിക്കുക,ಬೇಷರತ್ತಾದ ನೆಗೆಯುವುದನ್ನು
വവസ്ഥകളില്ലാത്ത  ജമ്പ് നിർദ്ദേശം,ಬೇಷರತ್ತಾದ  ಜಂಪಿ ಸೂಚನೆ
വവസ്ഥകളില്ലാത്ത  പ്രസ്താവന,ಬೇಷರತ್ತಾದ  ಹೇಳಿಕೆ
വവസ്ഥകളില്ലാത്ത  സ്ഥലംമാറ്റുക  നിര്ദ്ദേശം,ಬೇಷರತ್ತಾದ  ವರ್ಗಾಯಿಸು  ಸೂಚನಾ
നിര്ണ്ണയിക്കാനാവാത്ത,ನಿರ್ವಿವಾದ
നിർവചിക്കപ്പെട്ടിട്ടില്ല,ವಿವರಿಸದ
നിർവചിക്കാത്ത റെക്കോർഡ്,ವ್ಯಾಖ್ಯಾನಿಸದ ದಾಖಲೆ
അടിവെടുത്ത്,ಒಳಕೋಣ
അടിവരവിട്ടു,ಒಳಲಂಗಲು
അടിവരവിട്ടു  സവിശേഷമായ,ಒಳಲಂಗಲು  ವಿಶಿಷ್ಟ ಲಕ್ಷಣದ
അടിവരവിട്ടു  വവസ്ഥ,ಒಳಲಂಗಲು  ಷರತ್ತು
അടിവരവിട്ടു  എപ്പോപ്പ്,ಒಳಲಂಗಲು  ಪ್ರವೇಶ
അടിസ്ഥാന കാരിയർ,ಆಧಾರವಿಲ್ಲದ ವಾಹಕ
അണ്ടർപഞ്ച്,ಒಳ -ಸಂಚಿಕೆ
അടിവസ്തം,ಅಡಿಯಲ್ಲಿ
അടിവരയിട്ട്,ಒಳಕ್ಕೆ ಇಳಿಸು
അടിവരയിട്ട്  കഥാപാതം,ಒಳಕ್ಕೆ ಇಳಿಸು  ಪಾತ್ರ
കണ്ടുപിടിക്കാത്ത പിശക്,ಪತ್ತೆಹಚ್ಚದ ದೋಷ
കണ്ടുപിടിക്കാത്ത പിശക്  വില,ಪತ್ತೆಹಚ್ಚದ ದೋಷ  ದರ
മന്ദതയില്ലാത്ത ഗ്രാഫ്,ನಿರ್ದೇಶಿಸದ ಗ್ರಾಫ್
ഫോർമാറ്റുചെയ്ത ഡിസ്ക്,ಫಾರ್ಮ್ಯಾಟ್ ಮಾಡದ ಡಿಸ್ಕ್
തലേർപ്പെടാത്ത  പദര്ശനം,ರೂಪಿಸದ  ಪ್ರದರ್ಶನ
തലേർപ്പെടാത്ത  രേഖ,ರೂಪಿಸದ  ದಾಖಲೆ
ഒത്തുതീർപ്പ്  പവേശിക്കാവുന്ന  ശേഖരണം,ಏಕರೂಪವಾಗಿ  ಪ್ರವೇಶಿಸಬಹುದಾದ  ಸಂಗ್ರಹಣೆ
UNIGAUGE ഡിസൈൻ,ಯುನಿಗೇಜ್ ವಿನ್ಯಾಸ
ഏകപക്ഷീയമായ  കണക്റ്റുചെയ്ത ഗ്രാഫ്,ಏಕಪಕ್ಷೀಯವಾಗಿ  ಸಂಪರ್ಕಿತ ಗ್ರಾಫ್
ഏകപക്ഷീയമായ സമന്വയ സംവിധാനം,ಏಕಪಕ್ಷೀಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ವ್ಯವಸ್ಥೆ
യൂണിയൻ കാറ്റലോഗ്,ಒಕ್ಕೂಟ ಪಟ್ಟಿ
അൺപോളാർ സിഗ്നൽ,ಏಕ ಚುಂಬನ ಸಂಕೇತ
ഏകീകൃത,ಅಂತರ್ಜಾಲ
അച്ഛാമാണ  ശേഖരിക്കാനാകും,ಅನನ್ಯತೆಯಿಂದ  ಶೋಚನೀಯ
യൂണിറ്റ് വിലാസം,ಘಟಕ ವಿಳಾಸ
ഏകീകൃത കോഡ്,ಏಕದ -ಕೋಡ್
ഏകീകൃത സെമിറിംഗ്,ಏಕೀಕೃತ ಅರೆ
യൂണിറ്റ് ബാക്ക് സ്പേസ്  കഥാപാതം,ಯುನಿಟ್ ಬ್ಯಾಕ್ ಸ್ಪೇಸ್  ಪಾತ್ರ
യൂണിറ്റ് രോഗനിർണയം,ಯುನಿಟ್ ರೋಗನಿರ್ಣಯ
യൂണിറ്റ് ഘടകം,ಘಟಕ
ശനിയാഴ്ച,ಏಕಮಾರ್ಗ
യൂണിറ്റ് ഇടവേള,ಘಟಕ ಮಧ್ಯಂತರ
യൂണിറ്റ് റെക്കോർഡ്,ಘಟಕ ದಾಖಲೆ
യൂണിറ്റ് റെക്കോർഡ് ഉപകരണം,ಘಟಕ ದಾಖಲೆ ಸಾಧನ
യൂണിറ്റ് സെപ്പറേറ്റർ  കഥാപാതം,ಶತಕ  ಪಾತ್ರ
യൂണിറ്റ് സ്ട്രിംഗ്,ಏಕಕಂಬ
യൂണിറ്റ് പരിശോധന,ಘಟಕ ಪರೀಕ್ಷೆ
സാർവത്രിക ആക്സസ്,ಸಾರ್ವತ್ರಿಕ ಪ್ರವೇಶ
സാർവത്രിക അസമന്വിത റിസീവർ  സംരംഭ,ಸಾರ್ವತ್ರಿಕ ಅಸಮಕಾಲಿಕ ರಿಸೀವರ್  ಹರಡುವವನು
യൂണിവേഴ്സൽ ബട്ടൺ ബോക്സ്,ಯುನಿವರ್ಸಲ್ ಬಟನ್ ಬಾಕ್ಸ್
യൂണിവേഴ്സൽ പ്രതീക സെറ്റ്,ಯುನಿವರ್ಸಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ಸೆಟ್
യൂണിവേഴ്സൽ കൺട്രോളർ,ಸರ್ವವರ್ಧಕ
യൂണിവേഴ്സൽ ഫ്ലിപ്പ്-ഫ്ലോപ്പ്,ಸಾರ್ವತ್ರಿಕ ಫ್ಲಿಪ್-ಫ್ಲಾಪ್
യൂണിവേഴ്സൽ നിർദ്ദേശ സെറ്റ്,ಯುನಿವರ್ಸಲ್ ಇನ್ಸ್ಟ್ರಕ್ಷನ್ ಸೆಟ್
യൂണിവേഴ്സൽ ഇന്റർകണക്റ്റിംഗ് ഉപകരണം,ಸಾರ್ವತ್ರಿಕ ಅಂತರ್ಸಂಪರ್ಕಿಸುವ ಸಾಧನ
യൂണിവേഴ്സൽ പ്രവർത്തനം,ಸಾರ್ವತ್ರಿಕ ಕಾರ್ಯಾಚರಣೆ
യൂണിവേഴ്സൽ ക്വാണ്ടിഫയർ,ಸಾರ್ವತ್ರಿಕ ಪರಿಮಾಣಕ
യൂണിവേഴ്സൽ സർവീസ് കൺസെപ്റ്റ്,ಸಾರ್ವತ್ರಿಕ ಸೇವಾ ಪರಿಕಲ್ಪನೆ
യൂണിവേഴ്സൽ സിൻക്രണസ് റിസീവർ ട്രാൻസ്മിറ്റർ ട്രാൻസ്മിറ്റർ,ಸಾರ್ವತ್ರಿಕ ಸಿಂಕ್ರೊನಸ್ ರಿಸೀವರ್ ಟ್ರಾನ್ಸ್ಮಿಟರ್
