Malayalam,Hindi
സലൈൻ മണ്ണ്,लवण मृदा
സാലിനൈസേഷൻ,लवणीभवन
ഉമിനീർ ഗ്രന്ഥി ക്രോമസോം,लार ग्रंथि गुणसूत्र
ഉപ്പ്,लवण
ഉപ്പ് ബാധിച്ച മണ്ണ്,लवण प्रभावित मृदा
ഉപ്പ് സൂചിക,लवण सूचकांक
ഉപ്പ് സമ്മർദ്ദം,लवण प्रतिबल
ഉപ്പ് സഹിഷ്ണുത,लवण सह्यता उच्छलन
മാതൃക,प्रतिदर्श
സാമ്പിൾ പിശക്,प्रतिचयन त्रुटि
സാമ്പിൾ യൂണിറ്റ്,"प्रतिचयन मात्रक, नमूना मात्रक"
സാമ്പിൾ,प्रतिचयन
മണല്,बालू
സാൻഡി കളിമണ്ണ്,बलुई मृत्तिका
സാൻഡി പശിമരാശി,बलुई दोमट
മണൽ മണ്ണ്,"बलुई मिट्टी, बलुई मृदा"
ജീവാമൃതം,रस
തൈപ്പ്,पौध
സപ്പോനിഫിക്കേഷൻ മൂല്യം,साबुनीकरण मान
സാറ്റലൈറ്റ് ഡിഎൻഎ,अनुषंगी डीएनए
സാറ്റലൈറ്റ് കള,अनुषंगी खरपतवार
പൂരിത നീരാവി മർദ്ദം,संतृप्त वाष्प दबाव
സന്ന,सवाना (घास के मैदान)
സ്കാഫോൾഡ് പ്രോട്ടീൻ,आलंबी प्रोटीन
പേളം,"स्केप, प्रवृंत"
കരുക്കല്,क्षतचिह्न
പഖാപിക്കുക,"सायन, सांकुर"
സിയോഫൈറ്റുകൾ,छायाप्रिय पौधे
കാലാനുസൃതമായ ചക്രം,ऋतुनिष्ठ चक्र
കാലാനുസൃതമായ വരൾച്ച,"मौसमी सूखा, मौसमी अनावृष्टि"
സീസണൽ പ്ലാന്റ്,मौसमी पादप
ദ്വിതീയ വളർച്ച,द्वितीयक वृद्धि
ദ്വിതീയ സസ്യ പോഷകങ്ങൾ,द्वितीयक पादप पोषक (तत्व)
ദ്വിതീയ ഉൽപാദനക്ഷമത,द्वितीयक उत्पादकता
ദ്വിതീയ കൃഷി,द्वितीयक भूपरिष्करण
സ്രാഗ്,झाड़ी
വിത്ത് വഹിച്ച ഫംഗസ്,बीजोढ़ कवक
വിത്ത് സർട്ടിഫിക്കേഷൻ,बीज प्रमाणीकरण
വിത്ത് കാഠിന്യം,बीज दृढ़ीकरण
വിത്ത് സംസ്കരണം,बीजोपचार
വിത്ത്-കം-വളം ഡ്രിപ്റ്റ്,बीज एवं उर्वरक बुवाई यंत्र
തൈ,पौध
തറ,अंतःस्रवण
വേർതിരിക്കൽ,विसंयोजन
തിരഞ്ഞെടുക്കാവുന്ന മാർക്കർ,वरणयोग्य चिह्नक
തിരഞ്ഞെടുക്കൽ സമ്മർദം,वरण दबाव
സെലക്ടീവ് കളനാശിനി,वरणात्मक शाकनाशी
സെലക്ലിവിറ്റി സൂചിക,वरणात्मकता सूचकांक
സ്വയം ബീജസങ്കലനം,स्वः निषेचन
സ്വയംപര്യാപ്തത,आत्म-निर्भरता
സ്വയം നേർത്ത ശേഷി,स्वतः विरलन क्षमता
സ്വയം ഫലങ്ങൾ,स्वतः फलदायी
സ്വയം പൊരുത്തക്കേട്,स्वः असंगतता
സ്വാർത്ഥ ഡിഎൻഎ,स्वार्थी डीएनए
അർദ്ധ വരണ്ട,अर्ध शुष्क
സെൻസറി വിലയിരുത്തൽ,संवेदी आकलन
സെപ്പാൽ,बाह्य दल
സീക്വൻഷ്യൽ ക്രോപ്പിംഗ്,क्रमिक सस्यन
സീരിയൽ നേർപ്പിക്കൽ,क्रमिक तनुता
സീരീക്കൾ,रेशमकीट पालन
ചരക്ക്,सीरम विज्ञान
സെറം,सीरम
ലൈംഗിക നിർണ്ണയം,लिंग निर्धारण
ലൈംഗിക ബന്ധം,लिंग सहलग्नता
ലൈംഗിക പ്രചരണം,लैंगिक प्रवर्धन
ഷീറ്റ് മണ്ണൊലിപ്പ്,परत अपरदन
ഷെല്ലിംഗ്,निखोलना
ഷെൽട്ടർ ബെൽറ്റ്,हवा के विरुद्ध रोक
ഹ്രസ്വകാല പ്ലാന്റ്,अल्प प्रदीप्तकाली पादप
ഷോർട്ട്-വേവ് വികിരണം,लघु - तरंगदैर्घ्य विकिरण
ഷട്ടിൽ വെക്റ്റർ,"बहुपोषी संवाहक, शटल संवाहक"
സഹോദരൻ,सहोदर
സിക്കിൾ സെൽ അനീമിയ,दात्र कोशिका अरक्तता
സിഗ്മോയ്ഡ് കർവ്,सिग्माभ वक्र
സിഗ്നൽ സിദ്ധാന്തം,संकेत परिकल्पना
പ്രാധാന്യ പരിശോധന,सार्थकता परीक्षण
സൈലേജ്,साइलेज (चारा)
സിലോ,भंडारण पात्र
മുയല്,"माद, तलछट"
മണൽ പശിമരാശി,तलछटी दोमट
സിൽവികൾച്ചർ,वनवर्धन
മുങ്ങുക,"गर्त, हौदी, सिंक"
മുങ്ങുക,विलय क्षमता
സഹോദരി ക്രോമാറ്റിഡ്,सहअर्धसूत्र
സൈറ്റ്-നിർദ്ദിഷ്ട പോഷക മാനേജുമെന്റ്,स्थान-विशिष्ट पोषक तत्व प्रबंधन
വളഞ്ഞ വിതരണം,वैषम्य वितरण
വരി നടുന്നത് ഒഴിവാക്കുക,पंक्ति अंतराल रोपण
സ്ലിം പൂപ്പൽ,अवपंक फफूंदी
മന്ദഗതിയിലുള്ള വളം,मंद निर्मुक्त उर्वरक
ചെളി,आपंक
സ്ലറി,कर्दम
പുകവലിക്കുന്ന വിളകൾ,शमनक फसलें
സാമൂഹിക വനം,सामाजिक वानिकी
സോഡ് സംസ്കാരം,सतृणभूमि कृषि
പായഞ്ഞു,सॉड घास
വിശുദ്ധ മണ്ണ്,सॉड मृदा
സോഡിയം ആഗിരണം അനുപാതം,सोडियम अवशोषण अनुपात
സോഡിയം പമ്പ്,सोडियम पंप
സോഫ്റ്റ്-വുഡ് ഒട്ടിക്കൽ,मृदुकाष्क कलमबंदी
മണ്ണ് അഷ്ഷീൻ,मृदा आसंजन
മണ്ണിന്റെ വായുസഞ്ചാരം,मृदा वातन
മണ്ണ് മൊത്തം,मृदा पुंज
മണ്ണ് ക്ഷാല്യം,मृदा क्षारीयता
മണ്ണ് ഭേദഗതി,"भूमि शोधन, भूमि सुधार"
മണ്ണിന്റെ വിശകലനം,मृदा विश्लेषण
മണ്ണിന്റെ ജൈവവൈവിധ്യത്തെ,मृदा जैव विविधता
മണ്ണ് ബയോളജി,मृदा जैविकी
മണ്ണിന്റെ വർഗ്ഗീകരണം,मृदा वर्गीकरण
മണ്ണ് കൊളോയിഡ്,मृदा कोलॉइड
മണ്ണിന്റെ കോംപാക്ഷൻ,मृदा संहतीकरण
മണ്ണ് കണ്ടീഷണറുകൾ,मृदा अनुकूलक
മണ്ണ് സംരക്ഷണം,मृदा संरक्षण
മണ്ണ് പുറംതോട്,मृदा पपड़ी
മണ്ണ് അപമാനം,मृदा निम्नीकरण
മണ്ണ് പൊട്ടിച്ചതാക്കൽ ഘടകം,मृदा अपरदनीयता कारक
മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത,मृदा उर्वरता
മണ്ണ് ഉല്പത്തി,मृदा उत्पत्ति
മണ്ണ് ആരോഗ്യം,मृदा स्वास्थ्य
മണ്ണ് ചക്രവാളം,मृदा संस्तर
മണ്ണിന്റെ മാക്രൂറിസംസ്,मृदा वृहद्जीव
മണ്ണ് മാനേജുമെന്റ്,मृदा प्रबंधन
മണ്ണിന്റെ മൈക്രോബയോളജി,मृदा सूक्ष्म जैविकी
മണ്ണിന്റെ സൂക്ഷ്മാണുക്കൾ,मृदा सूक्ष्मजीव
മണ്ണിന്റെ ഈർപ്പം കമ്മി,मृदा नमी अल्पता
മണ്ണിന്റെ ജൈവവസ്തു കാര്യം,मृदा कार्बनिक पदार्थ
മണ്ണിന്റെ പോറോസിറ്റി,मृदा सरंध्रता
മണ്ണ് ഉൽപാദനക്ഷമത,मृदा उत्पादकता
മണ്ണ് പ്രൊഫൈൽ,मृदा परिच्छेदिका
മണ്ണിന്റെ ഗുണനിലവാരം,मृदा गुणवत्ता
മണ്ണിന്റെ പ്രതികരണം,मृदा अभिक्रिया
മണ്ണിന്റെ പ്രതിരോധം,मृदा प्रतिरोध
മണ്ണിന്റെ ലവണത്വം,मृदा लवणता
മണ്ണ് ശാസ്ത്രം,मृदा विज्ञान
മണ്ണ് രോഗം,मृदा रुग्णता
മണ്ണിന്റെ കൂലി,मृदा छानना
മണ്ണ് പരിഹാരം,मृदा विलयन
മണ്ണ് അണുവിമുക്തൻ,मृदा निर्जर्मीकारक
മണ്ണിന്റെ ഘടന,मृदा संरचना
മണ്ണ് സസ്പെൻഷൻ,मृदा निलंबन
മണ്ണ് പരിശോധന,मृदा परीक्षण
മണ്ണ് ടെക്സ്ചർ,मृदा गठन
മണ്ണിന്റെ ജല സാധ്യത,मृदा-जल विभव
മണ്ണ് വെള്ളം,मृदाजल
സൗരോർജ്ജ സ്ഥിരാങ്കം,सौर स्थिरांक
സൗരവികിരണം,सौर विकिरण
സോളാർ സ്പെക്ട്രം,सौर वर्णक्रम
സോളൈറൈസേഷൻ,"सौर्यन, सूर्यीकरण"
ഏക വിള,एकल फसल
സോളിയം ശതമാനം,घुलनशील सोडियम प्रतिशत
സോമാറ്റിക് സെൽ,कायिक कोशिका
സോമാറ്റിക് ഭ്രൂണം,कायिक भ्रूण
സോമാറ്റിക് ഹൈബ്രിഡൈസേഷൻ,कायिक संकरण
സോർഗം പരിക്ക്,ज्वार क्षति
സോസ് ജീൻ,क्षतिपूरक जीन
തെക്കൻ മായ്ക്കൽ,सदर्न शोषण
സ്പെയ്സിംഗ് (പ്ലാന്റ്),दूरी (पादप)
സ്പാഡിക്സ്,"स्पेडिक्स, स्थूलमंजरी"
സ്പുട്,स्पेथ
പ്രത്യേക ക്രമീകരണം,विशेष विन्यास
പ്രത്യേക വിളവെടുപ്പ്,विशिष्ट सस्यन
പ്രത്യേക കൃഷി,विशिष्ट कृषि
സ്പീഷീസ്,जाति
പ്രത്യേക വിള തീവ്രത സൂചിക,विशिष्ट फसल सघनता सूचकांक
പ്രത്യേക ഗുരുത്വാകർഷണം,"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व"
നിർദ്ദിഷ്ട ഈർപ്പം,सापेक्ष आर्द्रता
നിർദ്ദിഷ്ട ഇല പ്രദേശം,विशिष्ट पर्ण क्षेत्र
Spematogenesis,शुक्राणुजनन
എസ്-ഘട്ടം,एस-प्रावस्था
സ്പൈക്ക്,कणिश
സ്പഷ്ടമായ,कणिशिका
സ്പിൻഡിൽ മുൾപടർപ്പു,तर्कु झाड़ी
സ്പ്ലാഷ് മണ്ണൊലിപ്പ്,बौछारी अपरदन
സ്ലിഷിംഗ്,समबंधन
ആപ്ലിക്കേഷൻ വിഭജിക്കുക,विभाजित प्रयोग
സ്പ്ലിറ്റ് ജീനുകൾ,विखंडित जीन
സ്പ്ലിറ്റ് പ്ലോട്ട് ഡിസൈൻ,विभक्त प्लॉट डिजाइन
സ്പോഞ്ചി ടിഷ്യു,स्पंजी ऊतक
സ്വതസിദ്ധമായ മ്യൂട്ടേഷൻ,स्वतः उत्परिवर्तन
ചിതറിപ്പോയ,बीजाणु
സ്പ്രിംഗളർ ജലസേചനം,फुहारी सिंचाई
സ്പഷ്ടങ്ങള്,स्पडन
പുല്പു,दलपुट
സ്പർ ബെയറിംഗ്,दलपुटधारी
സ്ക്വാലില്,"अल्पकालिक झंझावात, अंधड़"
ഏജന്റിനെ സ്ഥിരപ്പെടുത്തുന്നു,स्थायीकर कर्मक
അടിസ്ഥാന വ്യതിയാനം,मानक विचलन
സ്ട്രപ്പിൾ വിള,भोज्य फसल
കോഡൺ ആരംഭിക്കുക,प्रारंभी प्रकूट
സ്റ്റാർട്ടർ പരിഹാരം,आरंभी विलयन
സ്റ്റെം ബോറർ,तना बेधक
സ്റ്റെം-അവസാനം,स्तंभ अंत
സ്റ്റെനോസ്പെർമോകാർപി,अवर्धबीजता
സ്റ്റെപ്പ്,स्टेपी (घास के मैदान)
വഭരണം,"निर्जर्मीकरण, बंध्यीकरण"
കളങ്ക സ്വീകാര്യത,वर्तिकाग्र सुग्राहिता
കളങ്ക,"वर्तिकाग्र, श्वासछिद्र"
സ്റ്റിൽറ്റ് റൂട്ട്,अवस्तंभ मूल
മോളോൺ,भूस्तारी
സ്റ്റോമറ്റ,रंध्र
മണ്ഡലം,स्टूलिंग
കോഡൺ നിർത്തുക,रोध प्रकूट
സ്ട്രാറ്റുചെയ്തു,स्तरित
സ്ട്രാറ്റിഫിക്കേഷൻ,स्तरण
സ്ടോ,भूसा
സമ്മര്ദ്ദം,प्रतिबल
സ്ട്രിപ്പ് ക്രോപ്പിംഗ്,पट्टीदार सस्यन
സ്ട്രിപ്പ് ഇന്റർക്രോപ്പിംഗ്,पट्टी अंतरासस्यन
സരശാസ്തം,पीठिका
തല്ലുന്നു,ठूंठ
കലഹങ്ങൾ,ठूंठ पलवार
ശൈലി,वर्तिका
ഉപവിഭാഗം,उप आर्द्र
സൂരിസേഷൻ,"सुबरिनीकरण, कार्कीकरण"
മുത്തം,आप्लावन
ഉപജീവന കൃഷി,"जीविकोपार्जनी सस्यन, निर्वाही कृषि"
സബ്സൈലിംഗ്,"अवमृदा, अवभूमि की गहरी जुताई"
ഉപവിഷയങ്ങൾ,उपजाति
പകരക്കാരൻ ക്രോപ്പിംഗ്,प्रतिस्थापन सस्यन
കെ.ഇ.,"क्रियाधार, अवस्तर"
ഉപരിതല ജലസേചനം,उपसतही सिंचन
തുടർച്ചകമായ,अनुक्रमण
ചൂഷണം,गूदेदार
സക്കർ,अंतः भूस्तारी
സുയി-ജനറണം,स्वतःवर्गीय
സൂര്യ-ക്യൂറിംഗ്,सौर उपचार
അനുബന്ധ ജലസേചനം,"पूरक सिंचन, पूरक सिंचाई"
അനുബന്ധ സംരംഭം,पूरक उद्यभ
അനുബന്ധ ഇടപെടൽ,अनुपूरक अन्योन्य क्रिया
സ്യൂപ്ഷർ ജീൻ,निरोधक जीन
സർഫാകാന്റ്,पृष्ठ संक्रियक
വരാനിരിക്കുന്ന,"सुग्राही, ग्रहणशील"
സസ്പെൻഷൻ സംസ്കാരം,निलंबन संवर्ध
സുസ്ഥിര കൃഷി,"संधारणीय कृषि, टिकाऊ खेती"
സുസ്ഥിര വികസനം,संधारणीय विकास
ആരോദ്ധിക്കല്,वृंदन
വാൾ ഇല,तलवारी पत्ती
സിക്കൺയം,साइकोनियम
കൈശീയമാക്കല്,"सहजीविता, सहजीवन"
സിങ്കാമി,युग्मक संलयन
അരി തീവ്രത്വ സമ്പ്രദായം,धान सघनता पद्धति
വ്യവസ്ഥാപരമായ കളനാശിനി,सर्वांगीय (स्थानांतरित) शाकनाशी
കുങ്കുമം,कुसुम
കുങ്കുമം,केसर
മുനി,सीस्ती
സാൽ,साल
സാൽവിയ,साल्विया
ചെരുപ്പ് മരം,चंदन
സപ്പോട്ട,चीकू
സ്ക്രൂപ്പിൻ,केवड़ा
സീബക്ഹോൺ,धुरचुक
ഭാഗികമായി,सनाय
സർപന്ത മരം,चंद्रभागा
എള്ള്,तिल
പടവളങ്ങ,चिचिड़ा
സ്നാപ്പ് തണ്ണിമത്തൻ,कचरी
സോപ്പ്നട്ട്,रीठा
സോർജം,ज्वार
സോയാബീൻ,सोयाबीन
സ്പാനിഷ് ചെറി,मोलश्री
ചീര,पालक
സ്പിൻഡിൽ മരം,बारफली
സ്പോഞ്ച് പൊറോട്ട,"घीया, तोरई"
സ്റ്റീവിയ,स्टीविया
കൊഴുൻ,बिच्छू बूटी
കല്ല് പുഷ്പം,छड़ीला
സ്ട്രോബെറി,स्ट्राबेरी
സുഡാൻ പുല്ല്,सुडान घास
കരിമ്പ്,गन्ना
വേനൽക്കാല സ്ക്വാഷ്,चप्पन कद्दू
സൂര്യകാന്തി,सूरजमुखी
സൂഹെംപ്പ്,सनई
സ്വീറ്റ് ക്ലോവർ,"बनमेथी, सेंजी"
മധുരമുള്ള പൊറോട്ട,ककरोल
മധുരക്കിഴങ്ങ്,शकरकंद
മധുരമുള്ള വയലറ്റ്,वनषशाह
SAP സക്കർ,रस चूसक
കണ്ട ഈച്ച,आरा मक्खी
സ്കെയിൽ പ്രാണി,शल्क कीट
സെമിലോപ്പർ,अर्ध कुंडलक
ബോറർ ഷൂട്ട്,प्ररोह वेधक
പട്ടുനാടൻ,रेशम कीट
ഒച്ച്,घोंघा
കുരുവി,गौरैया
ചിലന്തി,मकड़ी
അണ്ണാന്,गिलहरी
തോട്ടം ബോറർ,तना वेधक
സ്റ്റെം ബോറർ,तना वेधक
തണ്ട് അരക്കെട്ട്,स्तंभ मेखला कीट
കല്ല് കോവിൾ,गुठली का घुन
മണ്ണ് ശാസ്ത്രജ്ഞൻ,मृदाविज्ञानी
തന്ത്രപരമായ പ്രസ്ഥാനം,अनुचलन गति
ടാഗിംഗ് (ലേബലിംഗ്),टैगन (लेबलन)
ടാങ്ക് സിൽട്ട്,टैंक तलछट
റൂട്ട് ടാപ്പുചെയ്യുക,मूसला जड़
ടസ്സൽ (ചോളം),"बल्लर, नर मंजरी (मक्का)"
ടാക്സോണമി,"वर्गिकी, वर्गीकरण विज्ञान"
സാങ്കേതികവിദ,प्रौद्योगिकी
മിതശീതോഷ്ണ മേഖല,शीतोष्ण क्षेत्र
താൽക്കാലിക വൈൽറ്റിംഗ്,अस्थायी म्लानि
പരീക്ഷണങ്ങൾ,प्रतान
ടെൻസിയോമീറ്റർ,"तनावमापी, टेन्सियोमीटर"
ടെപ്പർ,परिदल
ടെറാറ്റോജനി,विरूपजनन
അവസാനിപ്പിക്കൽ കോഡൺ,समापन प्रकूट
മട്ടുപ്പാവ്,वेदिका
ടെറസ് ഇടവേള,वेदिका अंतराल
ഭൗമ വികിരണം,भौमिक विकिरण
ഭൗമ കളകൾ,भौमिक खरपतवार
ടെസ്റ്റ് ക്രോസ്,परीक्षार्थ संकरण
പരീക്ഷണ ഭാരം,परीक्षण भार
പരീക്ഷണ,"बीजावरण, टेस्टा"
ടെട്രാട്,चतुष्क
ടെട്രപ്ലോയിഡ്,चतुर्गुणित
ടെട്രാപ്ലോയിഡി,चतुर्गुणिता
തലലമസ്,पुष्पासन
താപ ചാലകത,ताप संचालकता
താപ വ്യത്യാസം,तापीय विसरण
താപ ഇൻഡക്ഷൻ,तापीय प्रेरण
തെർമോകോൾ,"तापयुग्म, तापसंयुग्म"
താർമോഗ്രാഫ്,तापलेरवी
തെർമോപൈയോഡറിറ്റി,तापीय आवर्तिता
തെർമോറിയോഡറിസം,तापीय आवर्तन
തെർമോഫൈൽ,तापरागी
തെർമോടാക്സിസ്,ताप अनुचलन
പുറത്തെടുക്കുന്നു,विरसन
മെതിക്കുന്ന,"मड़ाई, गहाई"
ടി പ്ലാസ്മിഡ്,अर्बुद प्रेरक प्लाज्मिड
ടൈഡൽ ചതുപ്പുകൾ,"ज्वारीय दलदली भूमि, ज्वारीय दलदल"
ടൈൽ ഡ്രെയിനേജ്,खपरैल जल निकास
തികകികല്,जुताई योग्यता
കൃഷി,"जुताई, कर्पण"
ടില്ലർ (പ്ലാന്റ്),कल्ला (पादप)
ടിൽവറംഗ്,"कल्ले निकलना, तलशाखन"
ടില്ലാസിംഗ് സ്റ്റേജ്,कल्ले फूटने की अवस्था
ടിൽത്ത്,भुरभुरी भूमि
ടിഷ്യു പരിശോധന,ऊतक परीक्षण
കള്ള്,ताड़ी
സഹിഷ്ണുത,सह्यता
മുകളിലെ മണ്ണ്,"ऊपरी मृदा, सतही मृदा"
ടോപനയോ,टमालू
ടോപ്പ് ഡ്രസ്സിംഗ്,खड़ी फसल में खाद डालना
ടോപ്പോകലോളജി,स्थल मौसमविज्ञान
ടോപ്പിംഗ് (പുകയില),शीर्षोमूलन (तंबाकू)
മൊത്തം ദഹിപ്പിക്കുന്ന പോഷകത്തെ,सकल पचनशील पोषक तत्व
ആകെ ഘടക ഉൽപാദനക്ഷമത,सकल कारक उत्पादकता
മൊത്തം ലയിക്കുന്ന സോളിഡുകൾ,कुल घुलनशील ठोस
ടോളങ്കിപ്പൻസി,पूर्णशक्तता
വിഷാംശം,"आविषालुता, विषाक्तता"
ടോക്സിൻ,आविष
ഘടകങ്ങൾ കണ്ടെത്തുക,"लेशतत्व, सूक्ष्म मात्रिकतत्व"
ട്രേസർ ഘടകങ്ങൾ,"अनुज्ञापक तत्व, अनुरेखक तत्व"
ഇടപെടുന്നത്,पार क्रियाशील
പകരാവസ്ഥ,अनुलेखन
രൂപാന്തരം,रूपांतरण
സംഗഹദൈവ്,पराजीनी
വിവർത്തനം,अनुवाद
ആത്മീയം,स्थानांतरण
പിന്കങ്ങല്,पारगमनता
ട്രാൻസ്പര്യ ഗുണകം,वाष्पोत्सर्जन गुणांक
ട്രാൻസ്പിറിയൽ പുൾ,वाष्पोत्सर्जन खिंचाव
ട്രാൻസ്രേഷൻ അനുപാതം,वाष्पोत्सर्जन अनुपात
ട്രാൻസ്പ്ലാൻറ് ഷോക്ക്,प्रत्यारोपण झटका
ട്രാൻസ്പ്ലാൻറ്റർ,रोपाई यंत्र
പറിച്ചുനടല്,"रोपण, रोपाई"
മണ്ണ് കൊണ്ടുപോയ മണ്ണ്,स्थानांतरित मृदा
ട്രാൻസ്പോണ്,ट्रांस्पोसोन
തിരശ്ചീന ഡ്രെയിനേജ്,अनुप्रस्थ जलनिकास
കെണി വിളകൾ,"पाश फसलें, फाँसू फसलें"
ചവറ്റുകുട്ട,पत्ती उतारना (जैसे गन्ने में)
ആചരണം,उपचार
മരം ക്രോപ്പിംഗ്,वृक्ष सस्यन
ട്രീ റിംഗ്,वृक्षवलय
പരീക്ഷണം,परख
ട്രിക്കിൾ ഇറിഗേഷൻ,अल्पमात्री सिंचाई
ഘടകം ട്രിഗർ ചെയ്യുക,विमोचक कारक
ത്രിവദ്ധമായ,त्रिगुणित
ട്രിപ്പിൾ ക്രോപ്പിംഗ്,"त्रिधा सस्यन, तिहरा सस्यन"
ട്രോഫിക് ലെവൽ,पोषी स्तर
ട്രോപ്പിക് പ്രസ്ഥാനങ്ങൾ,अनुवर्तनी गति
ഉഷ്ണമേഖലാ പ്രദേശത്ത്,उष्ण कटिबंधीय क्षेत्र
ഉഷ്ണമേഖല,अनुवर्तन
യഥാർത്ഥ സാന്ദ്രത,वास्तविक घनत्व
യഥാർത്ഥ ദഹനത,वास्तविक पचनीयता
വെട്ടിച്ചുരുക്കിയ പ്രൊഫൈൽ,रुंड परिच्छेदिका
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,रुंड भूमि
സുനാമി,सुनामी
കിഴങ്ങുവർഗ്ഗ വിളകൾ,कंदीय फसलें
കിഴങ്ങ്,कंद
മുഴ,अर्बुद
മണ്ണിന്റെ ചൂഷണം,भूमि रुंडन
തുണ്ട്ര,टुंड्रा
ടർഫ്,"दर्भस्थल, टर्फ, पीट"
തുർജ്ജനമായ,स्फीत
ടർഗോർ ചലനം,स्फीति गति
ടർഗോർ മർദ്ദം,स्फीति दाब
ടർഗോർ,स्फीति
ടർണിന്റെ സിൻഡ്രോം,टर्नर का संलक्षण
തരം (പ്ലാന്റ്),"प्रकार, पादप प्रारूप"
ടൈപ്പ് I പിശക്,प्रथम प्रकार की त्रुटि
ടൈപ്പ് II പിശക്,द्वितीय प्रकार की त्रुटि
ടൈറ്റി ടോഹൂൺ,टाइफून
പുഴലിക്കല്,इमली
ടാരഗൺ,किरमाला
ക്ഷേത്രം അല്ലെങ്കിൽ പഗോഡ ട്രീ,"स्वैर चंपा, सोन चंपा"
തുണി,सज्जी
തുജ,मोरपंखी
തൈം,बनजवाइन
പുകയില,तम्बाकू
തക്കാളി,टमाटर
വൃക്ഷം,हरसिंगार
ܘNITICE,ट्रिटिकेल
കാഹളം മുന്തിരിവതാവ്,लटकनिया
Tuberose,रजनी गंधा
മഞ്ഞൾ,हल्दी
തക്കാരിച്ചെടി,शलगम
ടൈമ്മ (ഇന്ത്യൻ റീഡ് മാസ്),पटेर
ചായ കൊതുക്,टी' मच्छर कीट
ടെർമിറ്റുകൾ (വെളുത്ത ഉറുമ്പ്),दीमक
ഇലപ്പെടുപ്പുകൾ,थ्रिप्स
അൾട്രൊരെണ്ടര്ഫ്യൂഗേഷൻ,द्रुतअपकेंद्रण
അൾട്രാസൗണ്ട്,पराध्वनि
ഉമ്പ്,पुष्पछत्र
അധികാരപ്പെടുത്തിയിട്ടില്ല,अयुग्मन
ഫലമില്ലാത്തത്,"अफलत्व, अफलन"
ഞരമ്പമില്ലാത്ത,एकसंयोजी
സാർവത്രിക ജനിറ്റിക് കോഡ്,सार्वभौम आनुवंशिक कोड
സാർവത്രിക മണ്ണിന്റെ നഷ്ടം,सार्वभौम मृदा ह्रास समीकरण
അപൂരിത ഫാറ്റി ആസിഡുകൾ,असंतृप्त वसीय अम्ल
ഇളം അരി,उच्चभूमि धान
ഉദതം,"उपरिभूमि, उच्चभूमि"
അർബൻ കമ്പോസ്റ്റ്,शहरी कंपोस्ट
യുആർഎ,यूरिया
മൂലം,यूरिएज
ഉല്ലാ പുല്ല്,उल्ला घास
വാക്സിന്,"वैक्सीन, टीका"
വാക്യൂൾ,"धानी, रसधानी"
മൂല്യവർദ്ധിത കൃഷി,मूल्यवर्धित कृषि
മൂല്യവർദ്ധിത ഉൽപ്പന്നം,मूल्यवर्धित उत्पाद
മൂല്യങ്ങൾ,मूल्यवर्धन
മൂല്യ വില അനുപാതം,मूल्य लागत अनुपात
VAM (വെസിക്കുലാർ അർബുലർ),वैम (पुष्पकात्मक अर्बस्कुलर)
നീരാവി ചൂട് ചികിത്സ,वाष्प तापोपचार
ബാഷ്പ മർദ്ദം,वाष्प दाब
വേരിയബിളിന്,परिवर्ती लागत
വേരിയബിൾ ജീൻ,परिवर्ती जीन
വേരിയബിൾ റേറ്റ് ടെക്നോളജി,परिवर्ती दर प्रौद्योगिकी
വേൾഡ്,प्रसारण भिन्नता
വതാസം,विभिन्नता
വൈവിധം,किस्म
വെക്റ്റർ,रोग वाहक
സസ്യങ്ങൾ,वनस्पति
സസ്യഭക്ഷണം,वानस्पतिक निम्नीकरण
സസ്യ തടസ്സം,वानस्पतिक रोध
തുമ്പില് കവർ,वानस्पतिक आच्छादन
തുമ്പില് പ്രചരണം,वानस्पतिक प्रवर्धन
തുമ്പില് വേദി,वानस्पतिक प्रावस्था
ആരാധന,शिराविन्यास
പരിധി,"कृमि-क्षिप्ति, केंचुए का मल"
മണ്ണിര കമ്പോസ്റ്റ്,वर्मी कंपोस्ट
Veneralial,वसंतीकरण
ലംബ പുതങ്ങ്,ऊर्ध्व पलवार
വെർട്ടിസോൾ,वर्टिसॉल
പ്രവർത്തനക്ഷമത (വിത്ത്),जीवनक्षमता (बीज)
മുന്തിരിവള്ളി,"लता, द्राक्षालता"
വിനാഗിരി,सिरका
വിൽ ജീൻ,"उग्र जीन, विर जीन"
കന്യക ഭൂമി,"अकृष्य भूमि, अक्षत भूमि"
കന്യക മണ്ണ്,"अकृष्य मृदा, अक्षत मृदा"
വൈരീലയം,उग्रता
വൈറസ്,विषाणु
വൈറസ് കോട്ട് പ്രോട്ടീൻ,विषाणु आवरण प्रोटीन
വൈറസ് ഇൻഡെക്സിംഗ്,विषाणु सूचीकरण
വിസ്കോസിറ്റി,श्यानता
ദൃശ്യമായ വികിരണം,दृश्य विकिरण
വിറ്റാമിനുകൾ,विटामिन
Viti കൾച്ചർ,अंगूरोत्पादन
വൈവിപ്പറേഴ്സ്,"सजीव प्रजक, जरायुज"
സ്ഥലം ശൂന്യമായ സ്ഥലം,रिक्त स्थान
അസ്ഥിരസം,वाष्पीकरण
