Assamese,Kannada
নিয়মীয়া ব্যাকৰণ,ನಿಯಮಿತ ವ್ಯಾಕರಣ
সম্পৰ্ক,ಸಂಬಂಧ
সম্পৰ্কীয় ডাটাবেছ,ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್
সম্পৰ্কীয় তথ্যকোষ ব্যৱস্থাপনা ব্যৱস্থা (RDBMS),ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS)
সম্পৰ্কীয় আৰ্হি,ಸಂಬಂಧಿತ ಮಾದರಿ
"1. আপেক্ষিক, 2. আপেক্ষিক","1. ಸಂಬಂಧಿ, 2. ಸಂಬಂಧಿ"
আপেক্ষিক সম্বোধন,ಸಂಬಂಧಿತ ವಿಳಾಸ
"1. ৰিলে, 2. সংক্ৰমণ","1. ರಿಲೇ, 2. ಪ್ರಸರಣ"
নিৰ্ভৰযোগ্যতা আৰ্হি,ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾದರಿ
নিৰ্ভৰযোগ্য,ವಿಶ್ವಾಸಾರ್ಹ
"1. স্থানান্তৰ কৰিব পৰা ক&#39;ড, 2. স্থানান্তৰ কৰিব পৰা তথ্য","1. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್, 2. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಡೇಟಾ"
দূৰ,ದೂರದ
ৰিম&#39;ট ফিডাৰ,ರಿಮೋಟ್ ಫೀಡರ್
দূৰৱৰ্তী কৰ্ম প্ৰৱেশ,ರಿಮೋಟ್ ಕೆಲಸದ ಪ್ರವೇಶ
"1.দূৰৱৰ্তী অধিবেশন আৰম্ভ, 2.দূৰৱৰ্তী প্ৰৱেশ","1.ರಿಮೋಟ್ ಸೆಶನ್ ಪ್ರಾರಂಭ, 2.ರಿಮೋಟ್ ಲಾಗಿನ್"
দূৰৱৰ্তী পদ্ধতি আমন্ত্ৰণ (RPC),ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಆಹ್ವಾನ (RPC)
ৰিম&#39;ট চেন্সিং,ದೂರ ಸಂವೇದಿ
নামকৰণ কৰা,ಮರುನಾಮಕರಣ
"1.ৰেণ্ডাৰিং, 2.উচৰ্গাকৰণ","1. ರೆಂಡರಿಂಗ್, 2. ಸಮರ್ಪಣೆ"
ৰিপিটাৰ,ಪುನರಾವರ್ತಕ
উত্তৰদিশ,ಉತ್ತರ
"1. অনুৰোধ, 2. অনুৰোধ","1. ವಿನಂತಿ, 2. ವಿನಂತಿ"
মন্তব্যৰ অনুৰোধ (RFC),ಕಾಮೆಂಟ್ ವಿನಂತಿ (RFC)
"1.অনুৰোধ প্ৰট&#39;কল, 2.প্ৰতিক্ৰিয়া প্ৰট&#39;কল","1. ವಿನಂತಿ ಪ್ರೋಟೋಕಾಲ್, 2. ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರೋಟೋಕಾಲ್"
পুনৰাবৃত্তিমূলক প্ৰগ্ৰেম,ಪುನರಾವರ್ತಿತ ಪ್ರೋಗ್ರಾಂ
গৱেষণা,ಸಂಶೋಧನೆ
পুনৰুদ্ধাৰ কৰা চক্ৰ,ಮರುಸ್ಥಾಪನೆ ಚಕ್ರ
স্মৃতিবিদ,ಸ್ಮರಣಾರ್ಥಿ
পাৰ্থক্য,ವ್ಯತ್ಯಾಸ
সম্পদসমূহ,ಸಂಪನ್ಮೂಲಗಳು
সঁহাৰিৰ সময়,ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ
"1.পুনৰ আৰম্ভ, 2.পুনৰ আৰম্ভ","1.ಮರುಪ್ರಾರಂಭಿಸಿ, 2.ಮರುಪ್ರಾರಂಭಿಸಿ"
পুনৰুদ্ধাৰ কৰা,ಪುನಃಸ್ಥಾಪನೆ
পুনৰ ট্ৰেচ কৰক,ಮರು-ಜಾಡನ್ನು
"1. পুনৰ প্ৰেৰণ, 2. পুনৰ যোগাযোগ","1. ಮರು-ರವಾನೆ, 2. ಮರು-ಸಂವಹನ"
পুনৰুদ্ধাৰ,ಚೇತರಿಕೆ
পুনৰ চেষ্টা কৰক,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸು
"1.ৰিগ্ৰেছন, 2.ৰিটাৰ্ণ","1. ಹಿಂಜರಿಕೆ, 2. ಹಿಂತಿರುಗಿ"
ৰিগ্ৰেছন ক&#39;ড,ಹಿಂಜರಿತ ಕೋಡ್
ৰিগ্ৰেছন কি&#39;,ರಿಗ್ರೆಶನ್ ಕೀ
পুনৰ ব্যৱহাৰযোগ্য ক&#39;ড,ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್
পুনৰ লিখিব পৰা,ಪುನಃ ಬರೆಯಬಹುದಾದ
rgb মনিটৰ,rgb ಮಾನಿಟರ್
ফিতা,ರಿಬ್ಬನ್
চৰকাৰী বিষয়টো,ಅಧಿಕೃತ ಸಮಸ್ಯೆ
"১.ৰবট, ২.মেকানিক, ৩.মেকানিজম","1.ರೋಬೋಟ್, 2.ಮೆಕ್ಯಾನಿಕ್, 3.ಮೆಕ್ಯಾನಿಸಂ"
"১.যান্ত্ৰিক বিজ্ঞান, ২.যান্ত্ৰিক নৃতত্ত্ব","1.ಯಾಂತ್ರಿಕ ವಿಜ್ಞಾನ, 2.ಯಾಂತ್ರಿಕ ಮಾನವಶಾಸ್ತ್ರ"
"শক্তিশালী, শক্তিশালী","ಬಲವಾದ, ಬಲವಾದ"
ভূমিকা,ಪಾತ್ರ
আকৌ ৰোলিং কৰা,ಮತ್ತೆ ಉರುಳುತ್ತಿದೆ
engulfment,ಆವರಿಸುವಿಕೆ
আউটফ্ল&#39;,ಹೊರಹರಿವು
"1. কেৱল পঢ়া মেমৰি, 2. কেৱল পঢ়া মেমৰি (ROM)","1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ (ROM)"
মূলত,ಮೂಲ
মূল পঞ্জিকা,ಮೂಲ ಡೈರೆಕ್ಟರಿ
আনুমানিক ভুল,ಅಂದಾಜು ದೋಷ
"১.ৰাউটাৰ, ২.ৰাউটাৰ","1.ರೂಟರ್, 2.ರೂಟರ್"
"ৰুটিং, ৰুটিং","ರೂಟಿಂಗ್, ರೂಟಿಂಗ್"
RS232C আন্তঃপৃষ্ঠ,RS232C ಇಂಟರ್ಫೇಸ್
RSA এনক্ৰিপচন,RSA ಗೂಢಲಿಪೀಕರಣ
rtc,ಆರ್ಟಿಸಿ
ৱৰ্কিং ডিটেইল ক&#39;ডিং,ಕೆಲಸದ ವಿವರ ಕೋಡಿಂಗ್
কাৰ্যকাল,ಅಧಿಕಾರಾವಧಿ
চলনসময়ৰ ত্ৰুটি,ರನ್ಟೈಮ್ ದೋಷ
"1. নমুনা, 2. নমুনা","1. ಮಾದರಿ, 2. ಮಾದರಿ"
নমুনা সংগ্ৰহ কৰা,ಮಾದರಿ
"১.উপগ্ৰহ, ২.উপগ্ৰহ","1.ಉಪಗ್ರಹ, 2.ಉಪಗ್ರಹ"
চেচুৰেচন,ಶುದ್ಧತ್ವ
সঞ্চয় কৰা,ಉಳಿಸಿ
"1. স্কেলেবিলিটি, 2. স্কেলেবিলিটি","1. ಸ್ಕೇಲೆಬಿಲಿಟಿ, 2. ಸ್ಕೇಲೆಬಿಲಿಟಿ"
স্কেলাৰ,ಸ್ಕೇಲಾರ್
স্কেনিং কৰা,ಸ್ಕ್ಯಾನಿಂಗ್
ভূচিত্ৰ,ಭೂದೃಶ್ಯ
scheduler,ಶೆಡ್ಯೂಲರ್
স্ক্ৰীণ প্ৰতিফলন প্ৰজেক্টৰ,ಪರದೆಯ ಪ್ರತಿಫಲನ ಪ್ರೊಜೆಕ್ಟರ್
চিত্ৰনাট্য,ಸ್ಕ್ರಿಪ್ಟ್
লিপিৰ ভাষা,ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ
"১.কইল, ২.স্ক্ৰল","1. ಸುರುಳಿ, 2. ಸ್ಕ್ರಾಲ್"
সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ (SDLC),ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ಕಂಟ್ರೋಲ್ (SDLC)
"১.অন্বেষণ, ২.আৱিষ্কাৰ","1. ಅನ್ವೇಷಣೆ, 2. ಅನ್ವೇಷಣೆ"
চাৰ্চ ইঞ্জিন,ಹುಡುಕಾಟ ಎಂಜಿನ್
search tree,ಹುಡುಕಾಟ ಮರ
"1.অন্বেষণ, 2.আৱিষ্কাৰ","1. ಅನ್ವೇಷಿಸಿ, 2. ಅನ್ವೇಷಿಸಿ"
মাধ্যমিক,ದ್ವಿತೀಯ
"১.খণ্ড, ২.খণ্ড","1. ವಲಯ, 2. ವಲಯ"
সুৰক্ষা নীতি,ಭದ್ರತಾ ನೀತಿ
সন্ধান শব্দ,ಹುಡುಕಾಟ ಪದ
"১.ধাৰা, ২.ধাৰা","1.ವಿಭಾಗ, 2.ವಿಭಾಗ"
"১.বিভাজন, ২.বিভাজন","1. ವಿಘಟನೆ, 2. ವಿಭಜನೆ"
নিৰ্বাচন সজাই পৰাই তোলা,ಆಯ್ಕೆ ವಿಂಗಡಣೆ
"1.স্বয়ংক্ৰিয় সম্পূৰ্ণ, 2.স্বয়ংক্ৰিয় সম্পূৰ্ণ","1.ಸ್ವಯಂಪೂರ್ಣ, 2.ಸ್ವಯಂಪೂರ್ಣ"
"১.অৰ্থবিজ্ঞান, ২.অৰ্থবিজ্ঞান","1.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್, 2.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್"
চেমাফোৰ,ಸೆಮಾಫೋರ್
অৰ্ধপৰিবাহী,ಅರೆವಾಹಕ
fantasy web,ಫ್ಯಾಂಟಸಿ ವೆಬ್
ক্ৰমিক অভিগম পদ্ধতি,ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ
ক্ৰমাগত,ಸತತ
ছিৰিয়েল,ಧಾರಾವಾಹಿ
"1.চাৰ্ভাৰ, 2.চাৰ্ভাৰ","1.ಸರ್ವರ್, 2.ಸರ್ವರ್"
চাৰ্ভাৰ ক্ৰেচ,ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್
চাৰ্ভাৰ অনুজ্ঞাপত্ৰ,ಸರ್ವರ್ ಪರವಾನಗಿ
চাৰ্ভো বহুগুণক,ಸರ್ವೋ ಗುಣಕ
set of,ಜೊತೆ
নিৰ্দিষ্ট বিন্দু,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಬಿಂದು
ব্যৱস্থা,ನಿರ್ವಹಣೆ
ছাঁ,ನೆರಳು
চিনেমাট&#39;গ্ৰাফী,ಸಿನಿಮಾಟೋಗ್ರಫಿ
অনুসৰণ কৰা,ದೆವ್ವ
ফাইলটো শ্বেয়াৰ কৰক,ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ
অংশীদাৰী অভিগম,ಹಂಚಿಕೆಯ ಪ್ರವೇಶ
ভাগ কৰি দে,ಹಂಚಿಕೆ
"১/ ব্ৰেকেট, ২. কৱচ, ৩. শ্বেল, ৪. শ্বেল","1. ಬ್ರಾಕೆಟ್ಗಳು, 2. ಆರ್ಮರ್, 3. ಶೆಲ್, 4. ಶೆಲ್"
বিচ্যুতিৰ চিহ্ন,ಸ್ಥಳಾಂತರದ ಚಿಹ್ನೆ
চুটি পথ,ಸಣ್ಣ ಮಾರ್ಗ
চুটি নিৰ্দেশনা,ಸಣ್ಣ ಸೂಚನೆ
সহোদৰ,ಒಡಹುಟ್ಟಿದವರು
"1. পাৰ্শ্বক্ৰিয়া, 2. প্ৰতি প্ৰভাৱ","1. ಅಡ್ಡ ಪರಿಣಾಮ, 2. ಪ್ರತಿ ಪರಿಣಾಮ"
sign bit,ಸೈನ್ ಬಿಟ್
সূত্ৰ,ಸಿಗ್ನಲ್
সংকেত প্ৰক্ৰিয়াকৰণ,ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
সংকেত,ಸಂಕೇತ
"1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত","1.ಸಿಗ್ನಲ್-ಧ್ವನಿ ಅನುಪಾತ, 2.ಸಿಗ್ನಲ್-ಶಬ್ದ ಅನುಪಾತ"
"১.চহী, ২. স্বাক্ষৰ","1.ಸಹಿ, 2. ಸಹಿ"
মাৰ্কাৰ পৰীক্ষা,ಮಾರ್ಕರ್ ಪರೀಕ್ಷೆ
উল্লেখযোগ্য নম্বৰ,ಗಮನಾರ್ಹ ಅಂಕಗಳು
ছিলিকন চিপ,ಸಿಲಿಕಾನ್ ಚಿಪ್
সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP),ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP)
একক,ಏಕ
"1. এটা সংকেত ন&#39;ড, 2. simplex ন&#39;ড","1. ಒಂದು ಸಿಗ್ನಲಿಂಗ್ ನೋಡ್, 2. ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್"
চিমুলেচন,ಸಿಮ್ಯುಲೇಶನ್
অনুকৰণকাৰী,ಅನುಕರಿಸುವವನು
"১.সমকালীন, ২.সমকালীন","1.ಏಕಕಾಲಿಕ, 2.ಸಿಂಕ್ರೊನಸ್"
একেলগে প্ৰক্ৰিয়াকৰণ,ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ
একক,ಏಕವ್ಯಕ್ತಿ
"1.ছাইট লাইচেন্স, 2.ছাইট লাইচেন্স","1.ಸೈಟ್ ಪರವಾನಗಿ, 2. ಸೈಟ್ ಪರವಾನಗಿ"
"১.আকাৰ, ২.আকাৰ","1.ಗಾತ್ರ, 2.ಗಾತ್ರ"
জোখ-মাখ কৰা,ಮಾಪನ
"1. চিত্ৰণ, 2. চিত্ৰণ","1. ವಿವರಣೆ, 2. ವಿವರಣೆ"
প্লুটি,ಪ್ಲುಟಿ
"১.প্লুটি, ২.প্লুটিকাৰন","1.ಪ್ಲೂಟಿ, 2.ಪ್ಲುಟಿಕಾರನ್"
"১.স্লেচ, ২.কাট","1.ಸ್ಲಾಷ್, 2.ಕಟ್"
কম্পিউটাৰৰ অধীনত,ಕಂಪ್ಯೂಟರ್ ಅಡಿಯಲ್ಲಿ
snake উইন্ডো প্ৰট&#39;কল,ಹಾವಿನ ಕಿಟಕಿ ಪ್ರೋಟೋಕಾಲ್
"1. বাদ দিয়া, ২. আত্মসমৰ্পণ কৰা","1. ಲೋಪ, 2. ಶರಣಾಗತಿ"
ছাঁদ,ಸ್ಲಾಟ್
SCSI (SCSI),SCSI (SCSI)
স্মাৰ্ট কাৰ্ড,ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್
শামুক মেইল,ನಿಧಾನ ಅಂಚೆ
স্নেপশ্বট,ಸ್ನ್ಯಾಪ್‌ಶಾಟ್
"১.চফ্ট কম্পিউটেচন, ২.চফ্ট কম্পিউটেচন","1.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್"
চফ্ট কপি,ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ
সহজ ফন্ট,ಸುಲಭವಾದ ಫಾಂಟ್
ছ’ফ্টৱেৰ,ಸಾಫ್ಟ್ವೇರ್
চফট্ ৱেৰ ইঞ্জিনিয়াৰিং,ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್
চফ্টৱেৰ অনুজ্ঞাপত্ৰ,ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ
চফ্টৱেৰ পাইৰেচি,ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ
বৰ্ণালী,ಸ್ಪೆಕ್ಟ್ರಮ್
"1.স্ক্ৰু, 2.স্পাইৰেল","1.ತಿರುಪು, 2.ಸುರುಳಿ"
"1.বিস্তাৰিত পত্ৰিকা, 2.স্প্ৰেডশ্বীট","1.ವಿವರ ಹಾಳೆ, 2.ಸ್ಪ್ರೆಡ್‌ಶೀಟ್"
মানদণ্ড,ಪ್ರಮಾಣಿತ
প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML),ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕಪ್ ಭಾಷೆ (SGML)
প্ৰামাণিককৰণ,ಪ್ರಮಾಣೀಕರಣ
অপেক্ষাৰ সময়,ಕಾಯುವ ಸಮಯ
তাৰক লান,ತಾರಕ್ ಲ್ಯಾನ್
তৰাৰ অৱস্থান,ನಕ್ಷತ್ರ ಸ್ಥಾನ
আৰম্ভণিৰ বিট,ಆರಂಭದ ಬಿಟ್
"1. অভাৱ, 2. অভাৱ, 3. অভাৱ সংকট","1. ಕೊರತೆ, 2. ಕೊರತೆ, 3. ಕೊರತೆ ಬಿಕ್ಕಟ್ಟು"
"1.ষ্টেটিক মেমৰি, 2.ষ্টেটিক মেমৰি","1.ಸ್ಥಿರ ಸ್ಮರಣೆ, 2.ಸ್ಥಿರ ಸ್ಮರಣೆ"
ষ্টেটাছ চেনেল,ಸ್ಥಿತಿ ಚಾನಲ್
"1.পদক্ষেপৰ আকাৰ, 2.পদক্ষেপৰ মাত্ৰা","1.ಹಂತದ ಗಾತ್ರ, 2.ಹಂತದ ಆಯಾಮಗಳು"
বিৰতি আৰু অপেক্ষা প্ৰট&#39;কল,ವಿರಾಮ ಮತ್ತು ಕಾಯುವ ಪ್ರೋಟೋಕಾಲ್
ব্ৰেক ক&#39;ড,ಬ್ರೇಕ್ ಕೋಡ್
pause key,ವಿರಾಮ ಕೀ
সংৰক্ষণযোগ্যতা,ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ
সংৰক্ষিত প্ৰগ্ৰেম,ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ
শৃংখলা তথ্য,ಸರಣಿ ಡೇಟಾ
"1.গাঁথনিযুক্ত এনকোডিং, 2.গাঁথনিযুক্ত ক&#39;ডিং","1.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಕೋಡಿಂಗ್"
গঠনমূলক প্ৰশ্ন ভাষা (SQL),ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL)
"১.ব্ৰ&#39;চাৰৰ শ্বীট, ২. শৈলীৰ চিঠি","1. ಕರಪತ್ರದ ಹಾಳೆ, 2. ಶೈಲಿಯ ಪತ್ರ"
উপ-ডাইৰেকটৰি,ಉಪ ಡೈರೆಕ್ಟರಿ
"১.চাবনেট, ২.চাবনেট","1.ಸಬ್ನೆಟ್, 2.ಸಬ್ನೆಟ್"
উপবৃক্ষ,ಉಪವೃಕ್ಷ
"১.সংক্ষিপ্তকৰণ, ২.সংক্ষিপ্তকৰণ","1. ಸಂಕ್ಷೇಪಣ, 2. ಸಂಕ್ಷೇಪಣ"
"১.ছুপাৰ কম্পিউটাৰ, ২.ছুপাৰ কম্পিউটাৰ","1. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್, 2. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್"
"১.ছুপাৰ কম্পিউটেচন, ২.ছুপাৰ কম্পিউটেচন","1.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್, 2.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್"
কি&#39; চাবি,ಪ್ರಮುಖ ಕೀ
শীৰ্ষ ব্যৱহাৰকাৰী,ಉನ್ನತ ಬಳಕೆದಾರ
তত্বাৱধানত শিক্ষণ,ಮೇಲ್ವಿಚಾರಣೆಯ ಕಲಿಕೆ
সহায়ক চিপ,ಸಹಾಯಕ ಚಿಪ್
নেট ভ্যাৰিয়েন্স,ನಿವ್ವಳ ವ್ಯತ್ಯಾಸ
"১.নেট ভ্যাৰিয়েন্স, ২.অংশ, ৩.ছাৰফান","1.ನೆಟ್ ವ್ಯತ್ಯಾಸ, 2.ವಿಭಾಗ, 3.ಸರ್ಫಾನ್"
অদলবদল,ವಿನಿಮಯ
ইনবাউণ্ড,ಒಳಬರುವ
আউটফ্ল&#39;,ಹೊರಹರಿವು
শ্বেপিং,ವಿನಿಮಯ
"1.চুইচ কৰা নেটৱৰ্ক,2. চুইচ কৰা নেটৱাৰ্ক","1. ಸ್ವಿಚ್ಡ್ ನೆಟ್‌ವರ್ಕ್, 2. ಬದಲಾಯಿಸಿದ ನೆಟ್ವರ್ಕ್"
চুইচিং,ಬದಲಾಯಿಸುವುದು
চুইচিং নীতি,ಸ್ವಿಚಿಂಗ್ ತತ್ವ
প্ৰতীকী প্ৰগ্ৰেমিং,ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
সমন্বয়,ಸಿಂಕ್ರೊನೈಸೇಶನ್
সমন্বয়ক,ಸಿಂಕ್ರೊನೈಸರ್
সমকালীন,ಸಿಂಕ್ರೊನಸ್
সমকালীন সংখ্যাগত হাইৰাৰ্কি (SDH),ಸಿಂಕ್ರೊನಸ್ ಸಂಖ್ಯಾ ಶ್ರೇಣಿ (SDH)
বাক্য বিশ্লেষণ,ವಾಕ್ಯ ವಿಶ್ಲೇಷಣೆ
ব্যৱস্থা বিশ্লেষণ,ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ
চিষ্টেম ইঞ্জিনিয়াৰিং,ಸಿಸ್ಟಮ್ ಎಂಜಿನಿಯರಿಂಗ್
"১/ চিষ্টেম ব্ৰেকাৰ, ২/ চিষ্টেম হেকাৰ","1. ಸಿಸ್ಟಮ್ ಬ್ರೇಕರ್, 2. ಸಿಸ್ಟಮ್ ಹ್ಯಾಕರ್"
চিস্টেম ইন্টিগ্ৰেটৰ,ಸಿಸ್ಟಮ್ ಇಂಟಿಗ್ರೇಟರ್
চিস্টেম লগ,ಸಿಸ್ಟಮ್ ಲಾಗ್
চিস্টেম কভাৰ,ಸಿಸ್ಟಮ್ ಕವರ್
ব্যৱস্থাপ্ৰণালীৰ নে&#39;টৱৰ্ক গঠন (SNA),ಸಿಸ್ಟಮ್ ನೆಟ್ವರ್ಕ್ ಸ್ಟ್ರಕ್ಚರ್ (SNA)
"1. চিস্টেম প্ৰগ্ৰেমাৰ, 2. চিস্টেম প্ৰগ্ৰেমাৰ","1. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್, 2. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್"
"1. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ, 2. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ","1. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ, 2. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ"
চিস্টেম সমাপ্তি,ವ್ಯವಸ್ಥೆಯ ಮುಕ್ತಾಯ
চিস্টেম পৰীক্ষা,ಸಿಸ್ಟಮ್ ಪರೀಕ್ಷೆ
চিস্টেম সঁজুলি,ಸಿಸ್ಟಮ್ ಉಪಯುಕ್ತತೆ
"1. পদ্ধতিগত সংহিতা, 2. পদ্ধতিগত সংহিতা","1. ವ್ಯವಸ್ಥಿತ ಕೋಡ್, 2. ವ್ಯವಸ್ಥಿತ ಕೋಡ್"
টেব কমাণ্ড,ಟ್ಯಾಬ್ ಆಜ್ಞೆ
অনুসূচী,ವೇಳಾಪಟ್ಟಿ
টেবুলাৰ অভাৰভিউ,ಕೋಷ್ಟಕ ಅವಲೋಕನ
টেবুলৰ স্থান,ಟೇಬಲ್ ಸ್ಪೇಸ್
ফলক,ಪ್ಲೇಕ್
"1.tabular, 2.এৰে এৰে","1.ಟ್ಯಾಬ್ಯುಲರ್, 2.ಅರೇ ಅರೇ"
টেবুলেচন ফাংচন,ಕೋಷ್ಟಕ ಕಾರ್ಯ
"১.চিহ্নিত স্থাপত্য, ২.চিহ্নিত গঠন","1. ಮಾರ್ಕ್ಡ್ ಆರ್ಕಿಟೆಕ್ಚರ್, 2. ಮಾರ್ಕ್ಡ್ ಸ್ಟ್ರಕ್ಚರ್"
চিহ্নিত চিত্ৰ ফাইল প্ৰপত্ৰ (TIFF),ಗುರುತಿಸಲಾದ ಇಮೇಜ್ ಫೈಲ್ ಫಾರ್ಮ್ (TIFF)
টেণ্ডেম ব্যৱস্থা,ಟಂಡೆಮ್ ವ್ಯವಸ್ಥೆ
টেপ ঘনত্ব,ಟೇಪ್ ಸಾಂದ್ರತೆ
টেপ কভাৰ,ಟೇಪ್ ಕವರ್
tar ফাইল,ಟಾರ್ ಫೈಲ್
কাম,ಕೆಲಸ
ৱৰ্ক গাইড,ಕೆಲಸದ ಮಾರ್ಗದರ್ಶಿ
কাৰ্য্যসূচীকাৰী,ಕಾರ್ಯ ಶೆಡ್ಯೂಲರ್
সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল (TCP/IP),ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಕಂಟ್ರೋಲ್ ಪ್ರೋಟೋಕಾಲ್/ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ (TCP/IP)
কাটিং অপাৰেচন,ಕತ್ತರಿಸುವ ಕಾರ್ಯಾಚರಣೆ
টেলিকমিউনিকেচন,ದೂರಸಂಪರ್ಕ
টেলিকমিউনিকেচন,ದೂರಸಂಪರ್ಕ
টেলিকম,ಟೆಲಿಕಾಂ
টেলিকনফাৰেন্স,ದೂರಸಂಪರ್ಕ
"১.টেলিগ্ৰাফ, ২.টেলিগ্ৰাফী","1. ಟೆಲಿಗ್ರಾಫ್, 2. ಟೆಲಿಗ್ರಾಫಿ"
"১.টেলিমিটাৰ, ২.টেলিমেট্ৰি","1. ಟೆಲಿಮೀಟರ್, 2. ಟೆಲಿಮೆಟ್ರಿ"
"১.টেলিফোন, ২.টেলিফোন","1. ದೂರವಾಣಿ, 2. ದೂರವಾಣಿ"
টেলিফোন,ದೂರವಾಣಿ
"১.টেলিপ্ৰিণ্টাৰ, ২.টেলিপ্ৰিণ্টাৰ","1.ಟೆಲಿಪ್ರಿಂಟರ್, 2.ಟೆಲಿಪ್ರಿಂಟರ್"
টেলিপ্ৰচেছিং,ಟೆಲಿಪ್ರೊಸೆಸಿಂಗ್
"১/ দূৰদৰ্শন, ২.দূৰদৰ্শন, ৩.দূৰদৰ্শন","1. ದೂರದರ್ಶನ, 2. ದೂರದರ್ಶನ, 3. ದೂರದರ್ಶನ"
টেলেক্স,ಟೆಲೆಕ್ಸ್
"১.নেটৱৰ্ক, ২.টেলনেট","1.ಟ್ರ್ಯಾಪ್ ಅವೇ, 2.ಟೆಲ್ನೆಟ್"
"১.গৰম, ৩.তাপমাত্ৰা","1.ಉಷ್ಣ, 3.ತಾಪಮಾನ"
"১.আকৃতিৰ প্লেট, ২.সাঁচ, ৩.ৰূপা","1.ಆಕಾರದ ಫಲಕ, 2.ಟೆಂಪ್ಲೇಟ್, 3.ರೂಪದ"
দহৰ পৰিপূৰক,ಹತ್ತರ ಪೂರಕ
টেৰা বাইট,ಟೆರಾ ಬೈಟ್
টেৰা ফেলপছ,ಟೆರ್ರಾ ಫಾಲೋಪ್ಸ್
