Bengali,Assamese
টেলিগ্রাফ,টেলিগ্ৰাফ
"টেলিভিশন, দূরদর্শন","টেলিভিছন, দূৰদৰ্শন"
টেলিভিশন ক্যামেরা,টেলিভিছনৰ কেমেৰা
টেলিভিশন রিসিভার,টেলিভিছন ৰিচিভাৰ
টেলিগন উপপাদ্য,টেলিগন উপপাদ্য
টেট্রোড,টেট্ৰ&#39;ড
তাপ ক্ষতিপূরণ,তাপ ক্ষতিপূৰণ
"rava, ক্রিস্টাল","ৰাভা, স্ফটিক"
তাপ-ভোল্টেজ রূপান্তরকারী,তাপ-ভোল্টেজ ৰূপান্তৰক
অস্থায়ী ডেটা রেজিস্টার,অস্থায়ী তথ্য পঞ্জীয়ন
টার্মিনাল,টাৰ্মিনেল
পরীক্ষা সীসা,পৰীক্ষাৰ সীহ
পরীক্ষার সংকেত,পৰীক্ষা সংকেত
চতুর্মুখী পরমাণু,চতুৰ্থ পৰমাণু
তাপ প্রবাহ,তাপীয় পানীৰ বৈ যোৱা
তাপীয় বিচ্ছিন্নতা,তাপীয় পৃথকীকৰণ
"তাপীয় শব্দ, তাপীয় শব্দ","তাপীয় শব্দ, তাপীয় শব্দ"
তাপ জারণ,তাপীয় অক্সিডেচন
থার্মান,তাপ প্ৰতিৰোধ ক্ষমতা
তাপ অব্যাহতি,তাপীয় পলায়ন
তাপ বিরতি,তাপ বিৰতি
তাপ - মাত্রা সহনশীল,তাপীয় স্থিৰতা
থার্মিয়নিক নির্গমন,তাপীয় নিৰ্গমন
তাপ প্রতিরোধক,তাপ প্ৰতিৰোধ ক্ষমতা
থার্মোকল,তাপযুগল
তাপীয় প্রভাব,তাপীয় প্ৰভাৱ
তাপ নিয়ন্ত্রক,তাপ নিয়ন্ত্ৰক
থেভেনিন উপপাদ্য,থেভেনিন উপপাদ্য
পাতলা ঝিল্লি,পাতল আৱৰণ
পাতলা ঝিল্লি ক্যাপাসিটর,পাতল পৰ্দাৰ কেপাচিটৰ
পাতলা ঝিল্লি প্রতিরোধের,পাতল পৰ্দাৰ প্ৰতিৰোধ ক্ষমতা
থোরিয়াম প্রলিপ্ত টংস্টেন ক্যাথোড,থ’ৰিয়াম আৱৰণযুক্ত টাংষ্টেন কেথ’ড
ক্ষমতার নিয়ম,ক্ষমতা নিয়ম
ট্রিপল সার্কিট,ট্ৰিপল চাৰ্কিট
ত্রি-রাষ্ট্রীয় রাম,ত্ৰি-ৰাজ্যৰ ৰাম
ত্রি-শেষ নিয়ন্ত্রক,ট্ৰাই-এণ্ড নিয়ন্ত্ৰক
সিল ডিটেক্টর,sill ডিটেক্টৰ
সিল ভোল্টেজ,sill ভল্টেজ
থাইরাট্রন টিউব,থাইৰাট্ৰন টিউব
"পুনঃবিনিয়োগ, স্বল্পস্থায়ী","পুনৰ বিনিয়োগ, অল্পকালীন"
টিকলার অসিলেটর,টিকলাৰ দোলক
টাইট কাপলিং,টাইট কাপলিং
কাত,হেলনীয়া কৰা
সময় ভিত্তিক সার্কিট,সময় ভিত্তিক বৰ্তনী
টাইমার জেনারেটর,টাইমাৰ জেনেৰেটৰ
সময় বেস ভোল্টেজ,টাইম বেচ ভল্টেজ
কল বিলম্ব,কল বিলম্ব
সময় অঞ্চলের প্রতিফলন,সময় মণ্ডল প্ৰতিফলনশীলতা
সময় চিহ্নিতকারী জেনারেটর,টাইম মাৰ্কাৰ জেনেৰেটৰ
কাল ভাগি,কাল ভাগী
সময় জানালা,সময় উইন্ডো
টাইমিং মোড স্যুইচিং,টাইমিং মোড চুইচিং
"সময় নিয়ন্ত্রক, সময় নিয়ন্ত্রক","সময় নিয়ন্ত্ৰক, সময় নিয়ন্ত্ৰক"
কল কন্ট্রোলার মোটর,কল কন্ট্ৰ&#39;লাৰ মটৰ
সময় সেট ডায়াগ্রাম,সময় নিৰ্ধাৰণ ডায়াগ্ৰাম
টাইম অ্যাডজাস্টমেন্ট জিটার,সময় সমন্বয় jitter
ক্রোনোমিটার মার্কার জেনারেটর,ক্ৰ&#39;ন&#39;মিটাৰ মাৰ্কাৰ জেনেৰেটৰ
কল অ্যাডজাস্টার নেটওয়ার্ক,কল এডজাষ্টাৰ নেটৱৰ্ক
টি-নেটওয়ার্ক,টি-নেটৱৰ্ক
টগল সুইচ,টগল চুইচ
টোকেন বাস নেটওয়ার্ক,টোকেন বাছ নেটৱাৰ্ক
টোকেন নেটওয়ার্ক,টোকেন নেটৱাৰ্ক
গ্রহণযোগ্য পরিবর্তন,গ্ৰহণযোগ্য পৰিৱৰ্তন
ভোকাল বিস্ফোরণ জেনারেটর,কণ্ঠ বিস্ফোৰণ জেনেৰেটৰ
টরয়েড,toroid
টরাস অ্যান্টেনা,torus এন্টেনা
সম্পূর্ণ সুরেলা বিকৃতি,সম্পূৰ্ণ হাৰমনিক বিকৃতি
টোটেম মেরু,টটেম খুঁটা
টোটেম-পোল ট্রানজিস্টর,টটেম-মেৰু ট্ৰেঞ্জিষ্টৰ
স্পর্শ সুইচ,টাচ চুইচ
স্পর্শকাতর কণ্ঠস্বর,স্পৰ্শযোগ্য কণ্ঠস্বৰ
টি-প্যাড,টি-পেড
তিনগুণ,ট্ৰেবল
"tracing, tracing","ট্ৰেচিং, ট্ৰেচিং"
"ট্র্যাক বল, ট্র্যাক বল","ট্ৰেক বল, ট্ৰেক বল"
সম্মতি,অনুবৰ্তী
ট্র্যাকিং এবং নিয়ন্ত্রণ সার্কিট,ট্ৰেকিং আৰু নিয়ন্ত্ৰণ বৰ্তনী
"পিছনের কোর, পিছনের কোর","বেক কোৰ, ট্ৰেইলিং কোৰ"
কোচ,প্ৰশিক্ষক
সম্মতি,অনুবৰ্তী
পারস্পরিকতা,পাৰস্পৰিকতা
আন্তঃপরিবাহিতা,আন্তঃপৰিবাহীতা
ট্রান্সডিউসার,ট্ৰেন্সডুচাৰ
স্থানান্তর বৈশিষ্ট্য,স্থানান্তৰ বৈশিষ্ট্যসমূহ
স্থানান্তর ফাংশন,স্থানান্তৰ কাৰ্য্য
মুনাফা স্থানান্তর,ট্ৰেন্সফাৰ লাভ
রূপান্তর,ৰূপান্তৰ
"ট্রান্সফরমার, ট্রান্সফরমার","ট্ৰেন্সফৰ্মাৰ, ট্ৰেন্সফৰ্মাৰ"
ট্রান্সফরমার সংযুক্ত পরিবর্ধক,ট্ৰেন্সফৰ্মাৰ সংযুক্ত এম্প্লিফায়াৰ
ট্রান্সফরমার কাপলিং,ট্ৰেন্সফৰ্মাৰ কাপলিং
পরিবর্তনশীল দক্ষতা,পৰিৱৰ্তনশীল কাৰ্যক্ষমতা
ক্ষণস্থায়ী,ক্ষণিক
ক্ষণস্থায়ী লঙ্ঘন,ক্ষণিক উলংঘা
ক্ষণস্থায়ী প্রতিক্রিয়া,ক্ষণিক সঁহাৰি
ক্ষণস্থায়ী প্রতিবন্ধক,ক্ষণস্থায়ী ৰিটাৰ্ডাৰ
ট্রানজিস্টর ব্লক,ট্ৰেঞ্জিষ্টৰ ব্লক
ট্রানজিস্টর বর্তমান লাভ,ট্ৰেঞ্জিষ্টৰ কাৰেণ্ট লাভ
ট্রানজিস্টর সুইচ,ট্ৰেঞ্জিষ্টৰ চুইচ
ট্রানজিস্টর,ট্ৰেঞ্জিষ্টৰ
ট্রানজিস্টরের শব্দ,ট্ৰেঞ্জিষ্টৰৰ শব্দ
ট্রানজিস্টর নিয়ন্ত্রক,ট্ৰেঞ্জিষ্টৰ নিয়ন্ত্ৰক
ছাড়ার সময়,প্ৰস্থানৰ সময়
ট্রানজিশন ক্যাপাসিটর,ট্ৰেঞ্জিচন কেপাচিটৰ
রূপান্তর ফ্যাক্টর,ট্ৰেঞ্জিচন ফেক্টৰ
রূপান্তর ফ্রিকোয়েন্সি,ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি
রূপান্তর জোন,ট্ৰেঞ্জিচন জ&#39;ন
স্থানান্তর বাফার,স্থানান্তৰ বাফাৰ
সংক্রমণ ক্ষতি,সংক্ৰমণ ক্ষতি
ব্যাপ্তিযোগ্যতা,পাৰ্যমান্যতা
"প্রেরক, প্রেরক","কনচাইনাৰ, কনচাইনাৰ"
ফ্রিকোয়েন্সি ট্রান্সমিটার,ফ্ৰিকুৱেন্সি ট্ৰেন্সমিটাৰ
স্বচ্ছ ল্যাচ,স্বচ্ছ লেচ
ট্রান্সপন্ডার,ট্ৰেন্সপণ্ডাৰ
পরিবহন গুণক,পৰিবহণ বহুগুণক
স্পষ্ট কারণ,স্পষ্ট কাৰণ
ক্রস প্রতিরোধ,ক্ৰছ ৰেজিষ্টেন্স
অনুপ্রস্থ তরঙ্গ,অনুপ্ৰস্থ তৰংগ
ট্রান্সউইচ,ট্ৰেন্সউইচ
নেট,জাল
trapezoidal তরঙ্গ,ট্ৰেপেজ&#39;ইডাল তৰংগ
প্রগতিশীল তরঙ্গ নল,প্ৰগতিশীল তৰংগ নলী
খাঁজ বিচ্ছেদ,খাঁজ পৃথকীকৰণ
triac,triac
ত্রিভুজাকার স্কয়ার ওয়েভ কনভার্টার,ত্ৰিকোণীয় বৰ্গ তৰংগ ৰূপান্তৰক
ত্রিভুজাকার-সাইন ওয়েভ কনভার্টার,ত্ৰিকোণীয়-চাইন তৰংগ ৰূপান্তৰক
ত্রিভুজাকার তরঙ্গ জেনারেটর,ত্ৰিকোণীয় তৰংগ উৎপাদক
ট্রিগার,ট্ৰিগাৰ
ট্রিগার ডায়োড,ট্ৰিগাৰ ডাইঅ&#39;ড
ট্রিগার পালস,ট্ৰিগাৰ পালছ
ট্রানজিস্টর,ট্ৰেঞ্জিষ্টৰ
"সূক্ষ্ম সমন্বয়, ছাঁটা","সূক্ষ্ম সামঞ্জস্য, ট্ৰিম"
মাইক্রো অ্যাডজাস্টার,মাইক্ৰ&#39; এডজাষ্টাৰ
triode,ট্ৰাইঅ&#39;ড
বিভক্ত রাশিফল,বিভক্ত ৰাশিফল
ট্রিপল নির্ভুল সংখ্যা,ট্ৰিপল প্ৰিচিচন নম্বৰ
তিন পর্যায়ের বাফার,তিনিটা পৰ্যায়ৰ বাফাৰ
ত্রয়ী যুক্তি,ট্ৰাইড লজিক
ট্রকোট্রন,ট্ৰ&#39;ক&#39;ট্ৰন
বিক্ষিপ্ত লিঙ্ক,বিক্ষিপ্ততা বিক্ষিপ্ত লিংক
ট্রপোস্ফিয়ার,ট্ৰপ&#39;স্ফিয়াৰ
সমস্যা সমাধানকারী,সমস্যা সমাধানকাৰী
বাস্তব শক্তি রূপান্তরকারী,ৰিয়েল পাৱাৰ কনভাৰ্টাৰ
সত্য বর্গ-মান রুট ভোল্টমিটার,সঁচা বৰ্গ-গড় মূল ভল্টমিটাৰ
সঠিক তালিকা,সত্য টেবুল
টি-রাষ্ট্র,টি-অৱস্থা
টিটিএল,টিটিএল
টিউবুলার ক্যাপাসিটর,টিউব্যুলাৰ কেপাচিটৰ
টিউন করা পরিবর্ধক,টিউন কৰা এম্প্লিফায়াৰ
সংগ্রাহক অসিলেটর টিউন করা হয়েছে,টিউন কৰা সংগ্ৰাহক দোলক
টিউন করা ড্রেন অসিলেটর,টিউন কৰা ড্ৰেইন দোলক
ভোকাল কোর,কণ্ঠৰ মূল
টিউনিং নেটওয়ার্ক,টিউনিং নেটৱৰ্ক
কণ্ঠ্য স্বর,কণ্ঠৰ তন্ত্ৰ
"টানেল ডায়োড, টানেল ডায়োড","টানেল ডাইঅ&#39;ড, টানেল ডাইঅ&#39;ড"
"টানেলিং ইফেক্ট, টানেলিং ইফেক্ট","টানেলিং ইফেক্ট, টানেলিং ইফেক্ট"
টারবাইন ফ্লোমিটার,টাৰ্বাইন ফ্ল&#39;মিটাৰ
রূপান্তর সময়ের,ট্ৰেঞ্জিচন পিৰিয়ড
বসবাসের সময়,অন্তৰ্নিহিত সময়
সময় শুরু,আৰম্ভণিৰ সময়
টার্নস্টাইল অ্যান্টেনা টুইটার,টাৰ্ণষ্টাইল এন্টেনা টুইটাৰ
টুইটার,টুইটাৰত
ইয়ামাল আগরক,যমল আগৰক
টুইন-টি নচ ফিল্টার,টুইন-টি নটচ ফিল্টাৰ
ইয়ামল চা অসিলেটর,yaml চাহ দোলক
পাকানো জোড়া,টুইষ্টেড পেয়াৰ
পাকানো রিং কাউন্টার,টুইষ্টেড ৰিং কাউণ্টাৰ
টুইস্টেড-নেমেটিক তরল,টুইষ্টেড-নেমেটিক লিকুইড
দ্বিমুখী নেটওয়ার্ক,দ্বিমুখী নেটৱৰ্ক
টুইস্ট্রন,টুইষ্ট্ৰন
"ইউ-আর্ট, ইউ-সার্ট","উ-আৰ্ট, উ-ছাৰ্ট"
অতিস্বনক ফল্ট ডিটেক্টর,আল্ট্ৰাছ&#39;নিক ফল্ট ডিটেক্টৰ
অতিস্বনক ফ্রিকোয়েন্সি,আল্ট্ৰাছ&#39;নিক ফ্ৰিকুৱেন্সি
অতিবেগুনী আলোর উৎস/বাতি,অতিবেঙুনীয়া পোহৰৰ উৎস/লেম্প
UV বিকিরণ,UV বিকিৰণ
ইউমেটিক,ইউমেটিক
ভারসাম্যহীন ভার (বাল্জ),ভাৰসাম্যহীন বোজা (bulge)
নিরবচ্ছিন্ন স্ট্রেন গেজ,অবিৰত ষ্ট্ৰেইন গেজ
শর্তহীন বাউন্স,নিঃচৰ্ত বাউন্স
undamped দোলন,undamped দোলন
ইনব্রিডিং,ইনব্ৰেডিং
বশীভূত,বশ কৰা
কম স্যাঁতসেঁতে দোলন,কম ডেম্প কৰা দোলন
পানির নিচে ক্যামেরা,পানীৰ তলৰ কেমেৰা
আন্তঃভূমি নেটওয়ার্ক,আন্তঃভূমি নেটৱৰ্ক
অবাধ্য,অবাধ্য
পানির নিচের মাইক্রোফোন (ভয়েস ক্লায়েন্ট),পানীৰ তলৰ মাইক্ৰ&#39;ফোন (ভইচ ক্লায়েণ্ট)
একতরফা অধিগ্রহণ,একপক্ষীয় অধিগ্ৰহণ
একক অ্যান্টেনা,একক এন্টেনা
ঘরোয়া রেজিস্টার,ঘৰুৱা পঞ্জীয়ন
একটি জংশন ট্রানজিস্টর,এটা জংচন ট্ৰেঞ্জিষ্টৰ
একতরফাকরণ,একপক্ষীয়কৰণ
ইউনিপোলার ডিভাইস,ইউনিপোলাৰ ডিভাইচ
একক সংযোজন,একক পৰিশিষ্ট
একক নির্বাচক (টেল),একক নিৰ্বাচক (Tel)
ইউনিট থ্রাস্ট/ইমপালস,ইউনিট থ্ৰাষ্ট/ইম্পলছ
তথ্য ইউনিট,তথ্য একক
ইউনিট ধাপ,ইউনিট ষ্টেপ
একক ভাইব্রেটর,একক ভাইব্ৰেটৰ
ইউনিট লাভ পরিবর্ধক,ইউনিট গেইন এম্প্লিফায়াৰ
ইউনিট গেইন ব্যান্ড সম্প্রসারণ,ইউনিট গেইন বেণ্ড সম্প্ৰসাৰণ
ইউনিট পাওয়ার ফ্যাক্টর,ইউনিট শক্তি কাৰক
সার্বজনীন ফিল্টার,ইউনিভাৰ্চেল ফিল্টাৰ
সার্বজনীন গেট,ইউনিভাৰ্চেল গেট
উভচর মোটর,উভচৰ মটৰ
"সর্বজনীন শান্ট, পার্শ্বীয় পথ","ইউনিভাৰ্চেল শ্বাণ্ট, পাৰ্শ্বীয় পথ"
সার্বজনীন ট্রাঙ্ক সার্কিট,ইউনিভাৰ্চেল ট্ৰাংক চাৰ্কিট
সার্বজনীন coiling,ইউনিভাৰ্চেল কইলিং
অনিয়মিত বিদ্যুৎ সরবরাহ,অনিয়মিত শক্তি যোগান
অরক্ষিত তারের,অৰক্ষাহীন কেবল
অরক্ষিত তার,ৰক্ষাহীন তাঁৰ
unwisted ট্রান্সফরমার,অটুইষ্টেড ট্ৰেন্সফৰ্মাৰ
উল্লম্ব রূপান্তরকারী,উলম্ব ৰূপান্তৰক
আপডাউন ক্যালকুলেটর,আপডাউন কেলকুলেটৰ
"আপলিংক, আপলিংক","আপলিংক, আপলিংক"
ওভারহেড ফ্রিকোয়েন্সি,ওভাৰহেড ফ্ৰিকুৱেন্সি
উচ্চ প্লেব্যাক ফ্রিকোয়েন্সি,উচ্চ প্লেবেক কম্পাঙ্ক
ওভারহেড ট্রিপ পয়েন্ট,ওভাৰহেড ট্ৰিপ পইণ্ট
অ্যাপ্লিকেশন ফ্যাক্টর,প্ৰয়োগৰ কাৰক
ভি-চ্যানেল স্যুইচিং,ভি-চেনেল চুইচিং
ভি-মডুলেটর,ভি-মডুলেটৰ
V-F (ভোল্টেজ/ফ্রিকোয়েন্সি কনভার্টার),V-F (ভোল্টেজ/ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ)
ভ্যাকুয়াম তাপ জংশন,ভেকুৱাম তাপ সংযোগস্থল
ভ্যাকুয়াম আবদ্ধ ইলেক্ট্রোস্ট্যাটিক ভোল্টমিটার,ভেকুৱাম বাউণ্ড ইলেক্ট্ৰষ্টেটিক ভল্টমিটাৰ
ভ্যাকুয়াম গেজ,ভেকুৱাম গেজ
ভ্যাকুয়াম পায়ের পাতার মোজাবিশেষ,ভেকুৱাম নলী
ভ্যাকুয়াম টিউব সার্কিট,ভেকুৱাম টিউব বৰ্তনী
ভ্যাকুয়াম টিউব ভোল্টমিটার (ভিটিভিএম),ভেকুৱাম টিউব ভল্টমিটাৰ (VTVM)
ভ্যালেন্স ব্যান্ড,ভেলেন্স বেণ্ড
ঝালর ইলেকট্রন,ভ্যালেন্স ইলেক্ট্ৰন
ড্রপ-অফ পয়েন্ট,ড্ৰপ-অফ পইণ্ট
ভালভ সংশোধনকারী,ভালভ সংশোধক
বাষ্প ফেজ দ্রাবক,বাষ্প পৰ্যায়ৰ দ্রাৱক
ভেক্টর ডায়োড,ভেক্টৰ ডাইঅ&#39;ড
ভেক্টর ডায়োড মডুলেটর,ভেক্টৰ ডাইঅ&#39;ড মডুলেটৰ
অক্ষর টিউনার,চৰিত্ৰ টিউনাৰ
পরিবর্তনশীল ক্যাপাসিটর,ভেৰিয়েবল কেপাচিটৰ
পরিবর্তনশীল প্রবর্তক,ভেৰিয়েবল ইণ্ডুচাৰ
পরিবর্তনশীল মডুলাস বিভাজক,ভেৰিয়েবল মডুলাছ বিভাজক
পরিবর্তনশীল ব্যাকলাইট,ভেৰিয়েবল বেকলাইট
পরিবর্তনশীল প্রতিক্রিয়া,ভেৰিয়েবল ৰিয়েক্টেন্স
পরিবর্তনশীল প্রতিরোধের,ভেৰিয়েবল ৰেজিষ্টেন্স
"পরিবর্তনশীল ট্রান্সফরমার, পরিবর্তনশীল ট্রান্সফরমার","ভেৰিয়েবল ট্ৰেন্সফৰ্মাৰ, ভেৰিয়েবল ট্ৰেন্সফৰ্মাৰ"
variac,variac
varicap,ভেৰিকাপ
varistor,varistor
ওয়ারলে লুপ পরীক্ষা,warley লুপ পৰীক্ষা
ভ্যারোমিটার (প্রতিক্রিয়া শক্তি মিটার),ভেৰ&#39;মিটাৰ (বিক্ৰিয়া পটেনচ&#39;মিটাৰ)
মোম,মোম
VBE গুণক,VBE বহুগুণক
ভিসিপি (ভিডিও ক্যাসেট প্লেয়ার),ভিচিপি (ভিডিঅ&#39; কেছেট প্লেয়াৰ)
ভিসিআর (ভিডিও ক্যাসেট রেকর্ডার),ভিচিআৰ (ভিডিঅ&#39; কেছেট ৰেকৰ্ডাৰ)
v-মডুলেটর,v-মডুলেটৰ
ভেক্টর,ভেক্টৰ
ভেক্টর প্রদর্শন,ভেক্টৰ প্ৰদৰ্শন
ভেক্টর গ্রাফিক্স,ভেক্টৰ গ্রাফিক্স
ভেক্টর প্রতিবন্ধকতা মিটার,ভেক্টৰ ইম্পিডেন্স মিটাৰ
ভেক্টর নির্দেশনা,ভেক্টৰ নিৰ্দেশনা
ভেক্টর নেটওয়ার্ক বিশ্লেষক,ভেক্টৰ নেটৱৰ্ক বিশ্লেষক
ভেক্টর ভিউয়ার,ভেক্টৰ দৰ্শক
ভেক্টর বাধা,ভেক্টৰ ইন্টাৰপ্ৰট
ভেন্ডিং মেশিন,ভেণ্ডিং মেচিন
অবাধে বায়ু - চলাচলের ব্যবস্থা,বায়ু চলাচল
ভার্নিয়ার ক্যালকুলেটর,vernier কেলকুলেটৰ
ভার্নিয়ার ইন্টারপোলেশন,ভাৰ্নিয়াৰ ইন্টাৰপলেচন
ভার্নিয়ার পটেনশিওমিটার,vernier পটেনচিঅ&#39;মিটাৰ
উল্লম্ব অ্যান্টেনা,উলম্ব এন্টেনা
উল্লম্ব বাদ,উলম্ব বাদ দিয়া
উজ্জ্বল রঙের ফিতে,উজ্জ্বল ৰঙৰ বেণ্ড
উল্লম্ব ফ্রিকোয়েন্সি,উলম্ব কম্পাঙ্ক
চরম লাভ,চৰম লাভ
উল্লম্ব নিয়ামক,উলম্ব নিয়ন্ত্ৰক
হরাইজন কন্ট্রোলার,দিগন্ত নিয়ন্ত্ৰক
অনুভূমিক ট্রেস,অনুভূমিক ট্ৰেচ
উল্লম্ব ফাঁক,উলম্ব ফাঁক
ফরোয়ার্ড ব্যবধান নির্দেশ,ফৰৱাৰ্ড ইন্টাৰভেল নিৰ্দেশনা
উল্লম্ব ব্যবধান পরীক্ষা সংকেত,উলম্ব ব্যৱধান পৰীক্ষা সংকেত
উল্লম্ব মেরুকরণ,উলম্ব মেৰুকৰণ
উল্লম্ব প্রোগ্রামিং,উলম্ব প্ৰগ্ৰেমিং
উল্লম্ব প্রোগ্রামিং,উলম্ব প্ৰগ্ৰেমিং
উল্লম্ব রেজোলিউশন,উলম্ব ৰিজ&#39;লিউচন
উল্লম্ব ট্রেস,উলম্ব ট্ৰেচ
উল্লম্ব ছবির সিলিন্ডার,উলম্ব ছবিৰ চিলিণ্ডাৰ
দ্রুত স্ক্যানিং,দ্ৰুত স্কেনিং
উল্লম্ব সিঙ্ক্রোনাইজেশন,উলম্ব সমন্বয়
উল্লম্ব ট্রেস,উলম্ব ট্ৰেচ
উল্লম্ব ট্রানজিস্টর,উলম্ব ট্ৰেঞ্জিষ্টৰ
অনুভূমিক স্ক্যানিং,অনুভূমিক স্কেনিং
অতি উচ্চ ঘনত্ব বিন্যাস,অতি উচ্চ ঘনত্বৰ বিন্যাস
খুব উচ্চ ঘনত্বের শরীর,অতি উচ্চ ঘনত্বৰ শৰীৰ
খুব উচ্চ ফ্রিকোয়েন্সি (ভিএইচএফ),অতি উচ্চ কম্পাঙ্ক (VHF)
আল্ট্রা হাই স্পিড ইন্টিগ্রেটেড সার্কিট (VHSIC),আল্ট্ৰা হাই স্পীড ইন্টিগ্ৰেটেড চাৰ্কিট (VHSIC)
লার্জ ইন্টিগ্রেশন (VLSI),বৃহৎ সংহতি (VLSI)
খুব কম ফ্রিকোয়েন্সি (VLF),অতি কম কম্পাঙ্ক (VLF)
খুব কম ফ্রিকোয়েন্সি সংক্রমণ,অতি কম কম্পাঙ্ক সংক্ৰমণ
অবশিষ্ট পার্শ্ব ব্যান্ড,অৱশিষ্ট কাষৰ বেণ্ড
ভিএইচডিএল,ভিএইচডিএল
হারমনি ভিএইচএফ,হাৰমনি ভিএইচএফ
কম্পন গ্যালভানোমিটার (VHS),কম্পন গেলভানোমিটাৰ (VHS)
স্তব্ধ গ্যালভানোমিটার,ষ্টেগাৰড গেলভানোমিটাৰ
ভিডিও এডিসি,ভিডিঅ&#39; adc
"ভিডিও অ্যামপ্লিফায়ার, ভিজ্যুয়াল অ্যামপ্লিফায়ার","ভিডিঅ’ এম্প্লিফায়াৰ, ভিজুৱেল এম্প্লিফায়াৰ"
ভিডিও এর ধরন,ভিডিঅ&#39; বৈশিষ্ট্যসমূহ
ভিডিও সরবরাহকারী,ভিডিঅ&#39; যোগানকাৰী
ভিডিও ব্যান্ড-প্রস্থ,ভিডিঅ&#39; বেণ্ড-উইডথ
"ভিডিও ক্যাসেট, ভিজ্যুয়াল ক্যাসেট","ভিডিঅ&#39; কেছেট, দৃশ্যমান কেছেট"
ভিডিও ক্যাসেট রেকর্ডার,ভিডিঅ&#39; কেছেট ৰেকৰ্ডাৰ
ভিডিও কন্ট্রোলার,ভিডিঅ&#39; নিয়ন্ত্ৰক
ভিডিও ডেটা টার্মিনাল,ভিডিঅ&#39; ডাটা টাৰ্মিনেল
ভিডিও আবিষ্কারক,ভিডিঅ&#39; ডিটেক্টৰ
ভিডিও ডিস্ক,ভিডিঅ&#39; ডিস্ক
ভিডিও ডিস্ক সিস্টেম,ভিডিঅ&#39; ডিস্ক ব্যৱস্থা
ভিডিও প্রদর্শন,ভিডিঅ&#39; প্ৰদৰ্শন
ভিডিও ডিসপ্লে ইউনিট (ভিডিইউ),ভিডিঅ&#39; প্ৰদৰ্শন একক (VDU)
ভিডিও ইলেকট্রনিক স্ট্যান্ডার্ড অ্যাসোসিয়েশন (VESA),ভিডিঅ&#39; ইলেক্ট্ৰনিক ষ্টেণ্ডাৰ্ড এছ&#39;চিয়েচন (VESA)
ভিডিও ফ্রিকোয়েন্সি,ভিডিঅ&#39; ফ্ৰিকুৱেন্সি
ভিডিও গেম,ভিডিঅ&#39; গেম
ভিডিও গ্রাফিক অপ্টিমাইজার (ভিজিএ),ভিডিঅ&#39; গ্রাফিক অপ্টিমাইজাৰ (VGA)
ভিডিও মিথস্ক্রিয়া সত্তা,ভিডিঅ&#39; পাৰস্পৰিক ক্ৰিয়া সত্তা
ভিডিও মেমরি,ভিডিঅ&#39; মেমৰি
ভিডিও পাতা,ভিডিঅ&#39; পেজ
ভিডিও ফোন,ভিডিঅ&#39; ফোন
ভিডিও প্রিমপ্লিফায়ার,ভিডিঅ&#39; প্ৰিএম্প্লিফায়াৰ
ভিডিও রাম,ভিডিঅ&#39; ৰাম
ভিআরএএম,v.ram
ভিডিও টেপ,ভিডিঅ&#39; টেপ
ভিডিও টেপ রেকর্ডিং,ভিডিঅ&#39; টেপ ৰেকৰ্ডিং
ভিডিও টেপ রেকর্ড করা হয়েছে,ভিডিঅ&#39;টেপ ৰেকৰ্ড কৰা হৈছে
ভিডিও টার্মিনাল,ভিডিঅ&#39; টাৰ্মিনেল
ভিডিও পরীক্ষার সংকেত,ভিডিঅ&#39; পৰীক্ষা সংকেত
ভিডিও পাঠ্য,ভিডিঅ&#39; টেক্সট
ভিডিও টেক্সট ডেটা টার্মিনাল,ভিডিঅ&#39; টেক্সট ডাটা টাৰ্মিনেল
ভিডিও পথ,ভিডিঅ&#39; পথ
ভিডিওকন টিউব,ভিডিঅ&#39;কন টিউব
চাক্ষুষ তথ্য,দৃশ্যমান তথ্য
ভিউফাইন্ডার,ভিউফাইণ্ডাৰ
পর্যবেক্ষণ দূরত্ব,পৰ্যবেক্ষণৰ দূৰত্ব
ভেরিলগ,ভেৰিলগ
ভার্চুয়াল চ্যানেল,ভাৰ্চুৱেল চেনেল
ভার্চুয়াল গ্রাউন্ডেড,ভাৰ্চুৱেল গ্ৰাউণ্ড কৰা
ভার্চুয়াল উচ্চতা,ভাৰ্চুৱেল উচ্চতা
ভার্চুয়াল মেমরি,ভাৰ্চুৱেল মেমৰি
ভার্চুয়াল মেমরি সিস্টেম,ভাৰ্চুৱেল মেমৰি চিস্টেম
দৃশ্যমান আলোর বর্ণালী,দৃশ্যমান পোহৰৰ বৰ্ণালী
দৃশ্য শিরোনাম,দৃশ্যৰ শিৰোনাম
ভিএমই,ভিএমই
v- শ্যাওলা,v-মছ
V-MOSFET,V-MOSFET
ভয়েস বার্তা,ভয়েচ মেছেজ
টোন চালিত সুইচ,টোন অপাৰেটেড চুইচ
ভয়েস সিন্থেসাইজার,ভইচ চিন্থেচাইজাৰ
"volatile, volatile","অস্থিৰ, অস্থিৰ"
অনুপস্থিত স্মৃতি,স্মৃতিশক্তি নোহোৱা হৈছে
"ভোল্টেজ, বৈদ্যুতিক একক বিশেষ",ভোল্টেজ
