Malayalam,Hindi
സ്ഥിതിവിവരക്കണക്ക് ഏകദേശം,सांख्यिकीय अनुमिति
സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ,सांख्यिकीय निदर्श
സ്ഥിതിവിവരക്കണക്ക് ജനസംഖ്യ,सांख्यिकीय समष्टि
സ്റ്റാറ്റിസ്റ്റിക്കൽ ഗുണനിലവാര നിയന്ത്രണം,सांख्यिकीय गुणता-नियंत्रण
"സ്ഥിതിവിവരക്കണക്കുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ","सांख्यिकी, आंकड़े"
"മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ","अपरिवर्ती, अचर, स्थिर, स्थायी"
നിൽക്കുന്ന സംസ്ഥാന പരിഹാരം,स्थायी अवस्था हल
കൂടുതൽ സാധ്യതയുള്ള മൗണ്ട്,अधिक प्रवण आरोह
ചരിവ്-കയറ്റം ഡിസൈൻ,प्रवणतम-आरोहण अभिकल्पना
കുത്തനെയുള്ള ഇറക്കം,प्रवणतम अवरोहण
"സ്റ്റെപ്പ്-ഫംഗ്ഷൻ, സ്റ്റെപ്പ്-ഫംഗ്ഷൻ","पग-फलन, सोपान फल्लनन"
സ്റ്റെർലിംഗ് ശ്രേണി,स्टर्लिंग श्रेणी
"യാദൃശ്ചികമായ, സാധ്യതയുള്ള","स्टोकैस्टिक, प्रसंभाव्य"
പ്രോബബിലിസ്റ്റിക് മാട്രിക്സ്,प्रसंभाव्य आव्यूह
പ്രോബബിലിസ്റ്റിക് മോഡൽ,प्रसंभाव्य निदर्श
പ്രോബബിലിസ്റ്റിക് പ്രോഗ്രാമിംഗ്,प्रसंभाव्य प्रोग्रामन
പ്രോബബിലിസ്റ്റിക് വേരിയബിൾ,प्रसंभाव्य चर
സ്റ്റോക്സ് സിദ്ധാന്തം,स्टोक्स प्रमेय
"നേർരേഖ, നേർരേഖ, നേർരേഖ","सीधी रेखा, ऋजु रेखा, सरल रेखा"
"ലെവൽ ചാർട്ട്, ബാർ ചാർട്ട്","स्तरी चार्ट, पट्टीदार चार्ट"
"വർഗ്ഗീകരണം, വർഗ്ഗീകരണം","स्तरण, स्तरविन्यास"
ലേയേർഡ് സാമ്പിൾ,स्तरित प्रतिचयन
"ഫ്ലോ-ലൈൻ, സ്ട്രീം-ലൈൻ","प्रवाह-रेखा, धारा-रेखा"
സമ്മർദ്ദം,प्रतिबल
ശക്തമായി ചായ്വുള്ള പ്രവർത്തനം,दृढ़तः अवमुख फलन
തുടർച്ചയായി കുറയുന്നു,निरंतर हृासमान
തുടർച്ചയായ വർദ്ധനവ്,निरंतर वर्धमान
തുടർച്ചയായ ഓർഡിനേറ്റ് പ്രവർത്തനം,निरंतर एकदिष्ट फलन
വിദ്യാർത്ഥി പരീക്ഷ (സ്റ്റുഡന്റ് &#39;ടി&#39; ടെസ്റ്റ്),स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण)
ഉപശേഖരം,उपसंग्रह
ഉപ-നിർണ്ണയപരമായ,अव-सारणिक
ഉപമേഖല,उपक्षेत्र
"ഉപവിഭാഗം, ഉപഗ്രൂപ്പ്, ഉപഗ്രൂപ്പ്","उपवर्ग, उपसमृूह, उपग्रुप"
ഇടവേള,उपांतराल
"സബ്മാട്രിക്സ്, സബ്മാട്രിക്സ്","उपमैट्रिक्स, उपाव्यूह"
"അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്","पादांक, पादाक्षर, पादलिपि"
പിന്തുടർച്ച,उपानुक्रम
ഉപഗണം,उपसमुच्चय
ഉപജനസംഖ്യ,उपसमष्टि
മാറ്റിസ്ഥാപിക്കൽ,प्रतिस्थापन
അർദ്ധ സ്പർശനം,अधः स्पर्शी
"കൈമാറാൻ, കൈമാറ്റം ചെയ്യാൻ","कक्षांतरित करना, अंतरित करना"
"കുറയ്ക്കുക, കുറയ്ക്കുക","घटाना, व्यवकलन करना"
"കുറയ്ക്കൽ, കുറയ്ക്കൽ","व्यवकलन, घटाना"
ക്രമേണ,उत्तरोत्तर
പുരോഗമനപരമായ വ്യത്യാസം,उत्तरोत्तर अवकलन
പുരോഗമന സംയോജനം,उत्तरोत्तर समाकलन
പിന്നീടുള്ളത്,परवर्ती
ഘടിപ്പിച്ചിരിക്കുന്നു,अनुलग्न
"തുക, തുക, തുക, ഫലം, തുക","योगफल, जोड़, संकलन फल, धनराशि"
തുക പ്രവർത്തനം,योग फलन
സമാഹരിക്കാൻ കഴിയുന്നത്,संकलनीय
യോഗ ബ്ലോക്ക്,योगखंड
സമാഹാരം,संकलन
ശേഖരണ കൺവെൻഷൻ,संकलन-परिपाटी
സമാഹാര ഫോർമുല,संकलन सूत्र
ഗ്രേഡ് ശേഖരണം,श्रेणी-संकलन
സമാഹാര ചിഹ്നം,संकलन चिन्ह
യോഗ അനന്തതയിലേക്ക്,अनंत तक योग
"വിഡ്ഢി, വിഡ്ഢി","मूर्धांक, मूर्धाक्षर"
ഓവർസെറ്റ്,अधिसमुच्चय
സൂപ്പർസോണിക് ഒഴുക്ക്,पराध्वनिक प्रवाह
സപ്ലിമെന്ററി ആംഗിൾ,संपूरक कोण
lacquered കമ്പിളി ഫ്ലാറ്റ്,आलंबक ऊनविम समतल
പ്രവർത്തനത്തിന്റെ പിന്തുണ,फलन का आलंब
"സങ്കൽപ്പിക്കുക, ഊഹിക്കുക","कल्पना करना, मान लेना"
ഉയർന്ന,उच्चक
കർണി,करणी
"ഉപരിതലം, ഉപരിതലം, ഉപരിതലം","पृष्ठ, बहिर्तल, सतह, धरातल"
ഡോർസൽ ഏരിയ,पृष्ठीय श्रेत्रफल
പേജ് ഇന്റഗ്രൽ,पृष्ठ-समाकल
മൂടുക,आच्छादन
മൂടുക,आच्छादी
കവർ മാപ്പ്,आच्छादी प्रतिचित्र
അടയാളം,प्रतीक
പ്രതീകാത്മക യുക്തി,प्रतीकात्मक तर्क
പ്രതീകാത്മക മാതൃക,प्रतीकात्मक निदर्श
സമമിതി,सममित
ഐസോമെട്രിക്,सममितीय
"സിമെട്രിക് ഡിറ്റർമിനന്റ്, സിമെട്രിക് ഡിറ്റർമിനന്റ്","सममित सारणिक, सममित डिटर्मिनन्ट"
സമമിതി വ്യത്യാസം,सममित अंतर
സമമിതി മാട്രിക്സ്,सममित मैट्रिक्सि
സിസ്റ്റം വിശകലനം സിസ്റ്റം വിശകലനം,"तंत्र विश्लेषण, प्रणाली विश्लेषण"
സീരിയൽ സാമ്പിൾ,क्रमबद्ध प्रतिचयन
"മേശ, മേശ","सारणी, टेबल"
"മേശ, മേശ","टेब्लो, सारणी"
അവിഭാജ്യ പട്ടിക,समाकल सारणी
"പട്ടിക, പരന്ന","सारणीबद्ध, सपाट"
പട്ടിക രൂപം,सारणीबद्ध फार्म
"പട്ടിക ലോഗരിതം, പട്ടിക ലോഗരിതം","सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म"
പട്ടികപ്പെടുത്തുക,सारणीबद्ध करना
പട്ടിക മൂല്യങ്ങൾ,सारणीबद्ध मान
ടാബുലേഷൻ,सारणीयन
"പട്ടിക, പട്ടിക യന്ത്രം, പട്ടിക","सारणित्र, सारणी यंत्र, सारणीयक"
"വാൽ, വാൽ","पुच्छ, पूँछ"
വാൽ പ്രദേശം (വിതരണത്തിന്റെ),पुच्छ क्षेत्र (बंटन का)
സ്പർശിക്കുക,स्पर्शिता
"സ്പർശം, സ്പർശം, സ്പർശം, സ്പർശം","स्पर्श रेखा, स्पर्शी, स्पर्शज्या, टैन्जैंट"
രോമം ഫ്ലാറ്റ് സ്പർശിക്കുക,स्पर्श ऊनविम समतल
"സ്പർശിക്കുന്ന, സ്പർശിക്കുന്ന","स्पर्शीय, स्पर्श रेखीय"
ടാൻജന്റ് ഘടകം,स्पर्श रेखीय घटक
ടാൻജെന്റ് കട്ട്,स्पर्श रेखीय काट
ടാൻജെന്റ് ലൈൻ,स्पर्श रेखा
"സ്പർശന തലം, സ്പർശന തലം","स्पर्श तल, स्पर्श समतल"
സ്പർശിക്കുന്ന ജനസംഖ്യ,स्पर्शी समष्टि
ടേപ്പ് പഞ്ച്,टेप पंच
ടേപ്പ് റീഡർ,टेप पठित्र
ടൗബ്രിയുടെ സിദ്ധാന്തം,टाउबरी प्रमेय
ടെയ്ലർ സിദ്ധാന്തം,टेलर प्रमेय
ഷെബിഷെവ് ദൂരം,शेबीशेव दूरीक
ടി-വിതരണം,t-बंटन
ഇന്റർ സ്പീഷീസ് സീരീസ്,अंतःसर्पी श्रेणी
താൽക്കാലിക കോർഡിനേറ്റുകൾ,कालिक निर्देशांक
താൽക്കാലിക ബന്ധം,कालिक संबंध
സമയ വേരിയബിൾ,कालिक चर
വലിച്ചുനീട്ടാനാവുന്ന ശേഷി,तनन-सामर्थ्य
"ഫീൽഡ്, ടെൻസർ","प्रदिश, टेन्सर"
ഫീൽഡ് വിശകലനം,प्रदिश विश्लेषण
ഫീൽഡ് ഉൽപ്പന്നം,प्रदिश गुणनफल
താൽക്കാലിക കോൺഫിഗറേഷൻ,अस्थायी संरूपण
പോസ്റ്റ്,पद
നിരോധനം അവസാനിപ്പിക്കുക,अंत्य प्रतिबंध
അവസാന വേഗത ഡൈവ്,अंतिम वेग गोता
ദശാംശം അവസാനിപ്പിക്കുന്നു,सांत दशमलव
റാങ്ക് മൂല്യം,पद मान
സ്റ്റെപ്പ് ഡിഫറൻഷ്യൽ,पदशः अवकलन
ഘട്ടം ഘട്ടമായുള്ള സംയോജനം,पदशः समाकलन
"ത്രികോണാകൃതി, ത്രികോണാകൃതി","त्रिअंगी, त्रिआधारी"
ടെസ്റ്റിംഗ്,परीक्षण
വേരിയൻസ് ഹോമോജെനിറ്റിയുടെ പരിശോധന,प्रसरण समांगता का परीक्षण
ടെസ്റ്റ് ഫംഗ്ഷൻ,परीक्षण फलन
അനുമാന പരിശോധന,परिकल्पना-परीक्षण
പ്രാധാന്യം പരിശോധന,सार्थकता-परीक्षण
ടെസ്റ്റ് സാമ്പിൾ,परीक्षण प्रतिदर्शज
ടെട്രാഹെഡ്രൽ,चतुष्फलकीय
ടെട്രാഹെഡ്രൽ കോൺ,चतुष्फलकीय कोण
ചതുർഭുജം,चतुष्फलक
സിദ്ധാന്തം,प्रमेय
അവശിഷ്ട സിദ്ധാന്തം,अवशेष-प्रमेय
സൈദ്ധാന്തിക ആവശ്യം പ്രവർത്തനം,सैद्धांतिक माँग फलन
സൈദ്ധാന്തികമായ തുടർച്ചയായ വിതരണം,सैद्धांतिक असंतत बंटन
സൈദ്ധാന്തിക പിശക്,सैद्धांतिक त्रुटि
സൈദ്ധാന്തിക ക്രമീകരണം,सैद्धांतिक समंजन
സൈദ്ധാന്തിക രൂപീകരണം,सैद्धांतिक संरूपण
സൈദ്ധാന്തിക ആവൃത്തി,सैद्धांतिक बारंबारता
"തത്വത്തിൽ, തത്വത്തിൽ","सैद्धांततः, सिद्धांत रूप से"
സൈദ്ധാന്തിക മാതൃക,सैद्धांतिक निदर्श
സൈദ്ധാന്തിക രൂപീകരണം,सैद्धांतिक निरूपण
സമവാക്യ സിദ്ധാന്തം,समीकरण सिद्धांत
പിശക് സിദ്ധാന്തം,त्रुटि सिद्धांत
വിലയിരുത്തൽ സിദ്ധാന്തം,आकलन सिद्धांत
പ്രവർത്തന സിദ്ധാന്തം,फलन सिद्धांत
ഗെയിം സിദ്ധാന്തം,खेल सिद्धांत
ഗുരുത്വാകർഷണ സിദ്ധാന്തം,गुरुत्वाकर्षण-सिद्धांत
വിവര സിദ്ധാന്തം,सूचना सिद्धांत
പകരംവയ്ക്കൽ തത്വം,प्रतिस्थापन सिद्धांत
സിദ്ധാന്തം സജ്ജമാക്കുക,समुच्चय-सिद्धांत
വരി സിദ്ധാന്തം,पंक्ति सिद्धांत
തരംഗ സിദ്ധാന്തം,तरंग सिद्धांत
തെർമോഡൈനാമിക്,ऊष्मागतिक
സ്ക്രൂ വള,पेच की चूड़ी
സ്റ്റീരിയോസ്കോപ്പിക്,त्रिविम
സ്റ്റീരിയോസ്കോപ്പിക് വെക്റ്റർ വിശകലനം,त्रिविम सदिश विश्लेषण
ട്രൈഡ് വർഗ്ഗീകരണം,त्रिधा वर्गीकरण
"പ്രൊജക്ഷൻ, ഡ്രോപ്പ്","प्रक्षेप, पात"
"തള്ളുക, തള്ളുക","प्रणोद, क्षेप"
"സമയം, കാലയളവ്, ദൈർഘ്യം","समय, काल, अवधि"
സമയ അക്ഷം,काल-अक्ष
കറുത്ത ആശ്രിതത്വം,कालाश्रितता
സമയത്തെ ആശ്രയിച്ചുള്ള ഘടന സമവാക്യം,कालाश्रित संरचक समीकरण
സമയത്തെ ആശ്രയിക്കുന്ന പ്രക്രിയ,कालाश्रित प्रक्रिया
തപാൽ സമയം,समय-निरपेक्ष पद
സമയ ഇടവേള,काल अंतराल
സമയ പരമ്പര,काल श्रेणी
സമയ ശ്രേണി വിശകലനം,काल-श्रेणी विश्लेषण
സമയ പരമ്പര വിശ്വാസം,काल श्रेणी न्यास
സമയ സംവിധാനം,कालभागी तंत्र
"സഹിഷ്ണുത, സഹിഷ്ണുത","सहयता, सहन"
പിന്തുണ ഇടവേള,सहयता अंतराल
കോ-ഫ്ലോർ,सहय तल
"സഹിഷ്ണുതയുടെ പരിധി, സഹിഷ്ണുതയുടെ പരിധി","सहयता सीमा, सहन सीमा"
ഭൂപ്രകൃതി,सांस्थितिक
ടോപ്പോളജിക്കൽ ദ്വൈതത,सांस्थितिक द्वैत
ടോപ്പോളജിക്കൽ ഗ്രൂപ്പ്,सांस्थितिक समूह
ടോപ്പോളജിക്കൽ ഐസോമോർഫിസം,सांस्थितिक तुल्याकारिता
ടോപ്പോളജിക്കൽ ലീനിയർ സ്പേസ്,सांस्थितिक रैखिक समष्टि
സ്ഥലശാസ്ത്രപരമായി,सांस्थितिकतः
ടോപ്പോഗ്രാഫിക് മാപ്പിംഗ്,सांस्थितिक प्रतिचित्रण
ടോപ്പോളജിക്കൽ പ്രോപ്പർട്ടി,सांस्थितिक गुणधर्म
ടോപ്പോളജിക്കൽ ജനസംഖ്യ,सांस्थितिक समष्टि
ടോപ്പോളജിക്കൽ വെക്റ്റർ സ്പേസ്,सांस्थितिक सदिश समष्टि
"ടോപ്പോളജി, ടോപ്പോളജി","संस्थिति-विज्ञान, सांस्थितिकी"
"മലബന്ധം, രോഗാവസ്ഥ, വിറയൽ","मरोड़, विमोटन, ऐंठन"
"വൃത്താകൃതിയിലുള്ള സോളിഡ്-റിംഗ്, ടോറസ്","वृत्तज ठोस-वलय, टोरस"
"ആകെ, തുക (കൾ.), മുഴുവൻ, പൂർണ്ണം (വി.)","जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)"
പൂർണ്ണമായ ഡെറിവേറ്റീവ്,संपूर्ण अवकलज
തികഞ്ഞ വ്യത്യാസം,संपूर्ण अवकल
സമ്പൂർണ്ണ ഡിഫറൻഷ്യൽ സമവാക്യം,संपूर्ण अवकल समीकरण
സമഗ്രമായ പരിശോധന,संपूर्ण निरीक्षण
പൂർണ്ണമായും ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,संपूर्णतया परिबद्ध
തികച്ചും ക്രമീകരിച്ച സെറ്റ്,संपूर्णतया क्रमित समुच्चय
സമ്പൂർണ്ണ സീരിയലേഷൻ,संपूर्ण क्रमीकरण
"കണ്ടെത്തുക, കണ്ടെത്തുക (n.), തുളയ്ക്കുക (n.), കണ്ടെത്തുക (v.)","अनुरेख, अनुरेखण (सं.), संछेद (सं.), अनुरेखण करना (वि.)"
മാട്രിക്സ് ട്രെയ്സ്,आव्यूह का अनुरेख
"കണ്ടെത്തൽ, അടയാളപ്പെടുത്തൽ","अनुरेखण, अक्स अंकन"
നിയന്ത്രണ പ്രവർത്തനം,विनियम फलन
"പാത, സഞ്ചാരപഥം, സഞ്ചാരപഥം","प्रक्षेप-पथ, प्रपथ, संछेदी"
അതീന്ദ്രിയമായ,अबीजीय
ബീജഗണിത സമവാക്യം,अबीजीय समीकरण
ബീജഗണിത പ്രവർത്തനം,अबीजीय फलन
ബീജഗണിത സംഖ്യ,अबीजीय संख्या
"കൈമാറ്റം, കൈമാറ്റം","स्थानांतरण, अंतरण"
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,अंतरित फलन
പരിമിതമായ വരവ്,परिमितातीत आगमन
അനന്തമായ സംഖ്യ,परिमितातीत संख्या
വ്യതിയാനം,रूपांतर
പരിവർത്തന ഫോർമുല,रूपांतरण-सूत्र
പരിവർത്തന മാട്രിക്സ്,रूपांतरण आव्यूह
കോർഡിനേറ്റുകളുടെ പരിവർത്തനം,निर्देशांकों का रूपांतरण
പരിവർത്തന പ്രവർത്തനം,रूपांतरित फलन
രൂപാന്തരപ്പെട്ട മാട്രിക്സ്,रूपांतरित आव्यूह
ഷിപ്പിംഗ് പ്രശ്നം,पोत-परिवहन समस्या
ക്ഷണികമായ പെരുമാറ്റം,क्षणिक आचरण
ക്ഷണികമായ പരിഹാരം,क्षणिक हल
അണുബാധ,संक्रमण
സംക്രമണ മാട്രിക്സ്,संक्रमण आव्यूह
പകരുന്ന,संक्रामक
പരിവർത്തന നിയമം,संक्रमण-नियम
പകർച്ചവ്യാധി ബന്ധം,संक्रामक संबंध
പകർച്ചവ്യാധി,संक्रामिता
സാംക്രമിക സംഗ്രഹം,संक्रामिता-समुच्चय
കൈമാറ്റം,स्थानांतरण
ഗതാഗത ചിലവുകൾ,परिवहन लागत
ഗതാഗത പ്രശ്നം,परिवहन समस्या
ഗതാഗത സമയം,परिवहन काल
ആക്സസ് സമവാക്യം,अभिगमन-समीकरण
രൂപാന്തരപ്പെട്ട മാട്രിക്സ്,परिवर्तित आव्यूह
മാട്രിക്സ് വേരിയബിൾ,आव्यूह-परिवर्त
സ്ഥാനമാറ്റം,पक्षांतरण
തിരശ്ചീനമായ,अनुप्रस्थता
തിരശ്ചീന നിയന്ത്രണം,अनुप्रस्थता प्रतिबंध
"തിരശ്ചീന, തിരശ്ചീന","अनुप्रस्थ, आड़ा"
തിരശ്ചീന വേഗത,अनुप्रस्थ गति
"ട്രപീസിയം, ട്രപീസിയം","समलंब, ट्रैपीजियम"
ട്രപസോയിഡ്,समलंबाभ
ട്രപീസിയം പ്രിസം,समलंब-प्रिज्म
"ചികിത്സ, ചികിത്സ","प्रशोधन, उपचार"
ട്രീ ഡയഗ്രം,वृक्षारेख
"പ്രവണത, പ്രവണത","प्रवृत्ति, उपनति"
ഉദയരേഖ,उपनति रेखा
വർദ്ധിച്ചുവരുന്ന മൂല്യം,उपनति मान
ത്രയം,त्रयक
"ടെസ്റ്റ്, ടെസ്റ്റ്, ടെസ്റ്റ്","जाँच, परख, अभिप्रयोग"
കുറ്റപ്പെടുത്തുന്ന പ്രവർത്തനം,अभिप्रायोगिक फलन
"ത്രികോണം, ത്രികോണം","त्रिभुज, त्रिकोण"
ത്രികോണ അസമത്വം,त्रिभुज असमिका
വേഗത ത്രികോണം,वेग-त्रिभुज
ത്രികോണ ചിഹ്നം,त्रिभुज-प्रतीक
ത്രികോണ സംവിധാനം,त्रिभुज पद्धति
ത്രികോണം,त्रिभुजनीयता
"ത്രികോണ, ത്രികോണ, ത്രികോണാകൃതി","त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार"
ത്രികോണ മാട്രിക്സ്,त्रिभुजीय आव्यूह
"ത്രികോണം, ത്രികോണം","त्रिभुजन, त्रिकोणीयन"
ത്രയം,त्रिभाजन
ത്രിവികർണി,त्रिविकर्णी
ത്രികോണമിതി,त्रिकोणमितीय
ത്രികോണമിതി വക്രം,त्रिकोणमितीय वक्र
ത്രികോണമിതി സമവാക്യങ്ങൾ,त्रिकोणमितीय समीकरण
ത്രികോണമിതി പ്രവർത്തനം,त्रिकोणमितीय फलन
ത്രികോണമിതി ഐഡന്റിറ്റികൾ,त्रिकोणमितीय सर्वसमिका
ത്രികോണമിതി പരമ്പര,त्रिकोणमितीय श्रेणी
ത്രികോണമിതി പരിഹാരം,त्रिकोणमितीय हल
ത്രികോണമിതി രൂപാന്തരം,त्रिकोणमितीय रूपांतरण
ത്രികോണമിതി,त्रिकोणमिति
"ത്രിഗുണ, ത്രിധ, ത്രി-, ത്രിഷ, ത്രിക, ത്രയഃ","त्रिगुण, त्रिधा, त्रि-, त्रिशः, त्रिक, त्रितः"
ട്രിപ്പിൾ ഇന്റഗ്രേഷൻ,त्रिशः समाकलन
ട്രിപ്പിൾ,त्रिक
രണ്ടായി,समत्रिभाजित करना
ട്രൈസെക്ഷൻ,समत्रिभाजन
കോണിനെ വിഭജിക്കുക,कोण का समत्रिभाजन
സൂക്ഷ്മ രൂപം,तच्छ रूप
നിസ്സാരമായ സ്ഥാനം,तुच्छ संस्थिति
കാൻസർ ട്രോപ്പിക്ക്,कर्क-रेखा
കാപ്രിക്കോണിന്റെ ട്രോപ്പിക്ക്,मकर-रेखा
ട്രോപോസ്ഫിയർ,क्षोभमंडल
യഥാർത്ഥ അർത്ഥം,यथार्थ माध्य
യഥാർത്ഥ മോഡ്,यथार्थ बहुलक
"ലുനാഗ്ര, റൺഡിറ്റ്","लूनाग्र, रुंडित"
"വെട്ടിമുറിച്ച കോൺ, വെട്ടിമുറിച്ച കോൺ","रुंडित शंकु, छिन्न शंकु"
തകർന്ന വിതരണം,छिन्न बंटन
തകർന്ന ആവൃത്തി വിതരണം,छिन्न बारंबारता बंटन
"തുളയ്ക്കൽ, മുറിവുണ്ടാക്കൽ, ഉരസൽ, ലുനാഗ്രാവിറ്റി","छेदन, छिन्नकरण, रुंडन, लूनाग्रता"
ഇടിച്ചുവീഴ്ത്തുക,रुंडन
"കൃത്യത, സത്യസന്ധത","यथार्थता, सत्यता"
സത്യം പ്രവർത്തനം,सत्यमान फलन
സത്യ പട്ടിക,सत्यमान सारणी
സത്യമാൻ,सत्यमान
ടി-സാമ്പിൾ,t-प्रतिदर्शज
ടി-ടെസ്റ്റ്,t-परीक्षण
അസ്വസ്ഥത സിദ്ധാന്തം,प्रक्षोभ सिद्धांत
ടേൺ പോയിന്റ്,वर्तन बिंदु
"twitch, twist, twist, twist","ऐंठन, मरोड़, व्यावर्तन, ट्विस्ट"
"വളച്ചൊടിച്ച വക്രം, അസമമായ വക്രം","व्यावर्तित वक्र, असमतली वक्र"
ദ്വിമാനം,द्विविम
ദ്വിമാന തുടർച്ചയായ വിതരണം,द्विविम संतत बंटन
ദ്വിമാന വെക്റ്റർ,द्विविम सदिश
ദ്വിവർഗ്ഗീകരണം,द्विवर्गीकरण
ബൈപാരന്റൽ കുടുംബം,द्विप्राचन परिवार
രണ്ട് ആളുകളുടെ ഗെയിം,द्विव्यक्तीय खेल
രണ്ട് ഘട്ട രീതി,द्विचरण विधि
രണ്ട്-ഘട്ട സാമ്പിൾ,द्वि-प्रावस्था प्रतिचयन
ഇരട്ട പോയിന്റ് പരിധി നിയന്ത്രണം,द्विबिंदु परिसीमा प्रतिबंध
രണ്ട്-വാലുള്ള എഫ്-ടെസ്റ്റ്,द्वि-पुच्छी F-परीक्षण
രണ്ട് വാലുള്ള സാധാരണ പരിശോധന,द्वि-पुच्छी प्रसामान्य परीक्षण
രണ്ട് വാലുള്ള എക്സ്-ടെസ്റ്റ്,द्वि-पुच्छी X-परीक्षण
അന്തിമ മൂല്യം,अंतिम मान
നിഷ്പക്ഷമായ വിലയിരുത്തൽ,अनभिनत आकल
ജനസംഖ്യാ വ്യതിയാനത്തിന്റെ നിഷ്പക്ഷമായ വിലയിരുത്തൽ,समष्टि प्रसरण का अनभिनत आकल
പക്ഷപാതരഹിതമായ രേഖീയ വിലയിരുത്തൽ,अनभिनत रैखिक आकल
നിഷ്പക്ഷമായ പോയിന്റ് എസ്റ്റിമേഷൻ,अनभिनत बिंदु आकल
നിഷ്പക്ഷമായ പരിശോധന,अनभिनत परीक्षण
അതിരുകളില്ലാത്ത പ്രദേശം,अपरिबद्‌ध प्रदेश
പരിധിയില്ലാത്ത സെറ്റ്,अपरिबद्‌ध समुच्चय
പരിധിയില്ലാത്ത പരിഹാരം,अपरिबद्‌ध हल
അനിശ്ചിതത്വ തത്വം,अनिश्चितता-सिद्‌धांत
നിയന്ത്രണമില്ലാത്ത സംഭാവ്യത,अप्रतिबंध प्रायिकता
തടസ്സപ്പെട്ട ആപേക്ഷിക മാക്സിമം,अव्यवरोधित आपेक्षिक अधिकतम
എണ്ണമറ്റ,अगणनीय
കണക്കാക്കാനാവാത്ത ഉപവിഭാഗം,अगणनीय उपसमुच्चय
അനിശ്ചിതമായ,अनिर्धारित
നിർണ്ണയിക്കപ്പെടാത്ത ഗുണകം,अनिर्धारित गुणांक
അസമത്വം,असमान
തരംതിരിക്കാത്തത്,अवर्गीकृत
വർഗ്ഗീകരിക്കാത്ത വിശ്വാസം,अवर्गीकृत न्यास
ഒരേപോലെ,एकसमान
"ഏകീകൃത ത്വരണം, നിരന്തരമായ ത്വരണം","एकसमान त्वरण, अचर त्वरण"
യൂണിഫോം ബന്ധിച്ചിരിക്കുന്നു,एकसमान परिबद्‌धता
യൂണിഫോം ഒത്തുചേരൽ,एकसमान अभिसरण
ഏകീകൃത ഓറിയന്റേഷൻ,एकसमान अवमुखता
ഏകീകൃത സാന്ദ്രത,एकसमान घनत्व
യൂണിഫോം വിതരണം,एकसमान बंटन
ഏകീകൃത ഗുരുത്വാകർഷണ മണ്ഡലം,एकसमान गुरुत्वाकर्षण क्षेत्र
"സാമ്യം, അന്തരീക്ഷം, ചുറ്റുപാടുകൾ-കുടുംബം","एकसमानता, परिवेशक, परिवेश-परिवार"
യൂണിഫോം മികച്ചത്,एकसमान सुष्ठुतम
ഏകീകൃത തുടർച്ചയായ വികാസം,एकसमान संतत विस्तार
യൂണിഫോം ഒത്തുചേരൽ,एकसमान अभिसारी
ഏകീകൃത ശക്തി പരിശോധന,एकसमान शक्ततम परीक्षण
ഏകീകൃത ചലനം,एकसमान गति
ഏകീകൃത സംഭാവ്യത വിതരണം,एकसमान प्रायिकता बंटन
ഏകീകൃത നീക്കം,एकसमान चाल
ഏകീകൃത സ്ഥാനം,एकसमान संस्थिति
കുത്തക,एकबहुलकी
മോണോമീറ്റർ,एकमापांकी
മോണോമീറ്റർ മാട്രിക്സ്,एकमापांकी आव्यूह
മോണോമീറ്റർ പ്രോപ്പർട്ടി,एकमापांकी गुणधर्म
"യൂണിയൻ, യൂണിയൻ, യാദൃശ്ചികം","संघ, सम्मिलन, संयोग"
ഉപവിഭാഗങ്ങളുടെ കുടുംബ യൂണിയൻ,उपसमुच्चयों के परिवार का सम्मिलन
സെറ്റുകളുടെ സംയോജനം,समुच्चयों का सम्मिलन
യുണീക് എൻയുമറേഷൻ പ്രവിശ്യ,अद्वितीय गणनखंडन प्रांत
അദ്വിതീയ ഘടകീകരണ സിദ്ധാന്തം,अद्वितीय गुणनखंडन प्रमेय
അതുല്യമായി നിശ്ചയിച്ചിരിക്കുന്നു,अद्वितीयतः निर्धारित
അതുല്യത,अद्वितीयता
പരിഹാരത്തിന്റെ പ്രത്യേകത,हल की अद्वितीयता
അദ്വിതീയ പ്രശ്നം,अद्वितीयता-समस्या
അദ്വിതീയ സിദ്ധാന്തം,अद्वितीयता-प्रमेय
അതുല്യമായ പരിഹാരം,अद्वितीय हल
അതുല്യമായ വെക്റ്റർ,अद्वितीय सदिश
"യൂണിറ്റ്, യൂണിറ്റ്, യൂണിറ്റ്, യൂണിറ്റ്, യൂണിറ്റ്, ഏകകം, യൂണിറ്റ്, , വിപരീതം","मात्रक, इकाई, एकक, यूनिट, एकांक, एकल, ऐकिक, व्युत्क्रमणीय"
സിംഗിൾ,ऐकिक
