Bengali,Assamese
সিঙ্ক্রোনাস ডেটা লিঙ্ক কন্ট্রোল (SDLC),সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ (SDLC)
"1.অন্বেষণ, 2.আবিষ্কার","১.অন্বেষণ, ২.আৱিষ্কাৰ"
খোঁজ যন্ত্র,চাৰ্চ ইঞ্জিন
অনুসন্ধান গাছ,search tree
"1.অন্বেষণ করুন, 2.আবিষ্কার করুন","1.অন্বেষণ, 2.আৱিষ্কাৰ"
মাধ্যমিক,মাধ্যমিক
"1.সেক্টর, 2.সেক্টর","১.খণ্ড, ২.খণ্ড"
নিরাপত্তা নীতি,সুৰক্ষা নীতি
অনুসন্ধানের শর্ত,সন্ধান শব্দ
"1.বিভাগ, 2.বিভাগ","১.ধাৰা, ২.ধাৰা"
"1. ফ্র্যাগমেন্টেশন, 2. সেগমেন্টেশন","১.বিভাজন, ২.বিভাজন"
নির্বাচন বাছাই,নিৰ্বাচন সজাই পৰাই তোলা
"1. স্বয়ংসম্পূর্ণ, 2. স্বয়ংসম্পূর্ণ","1.স্বয়ংক্ৰিয় সম্পূৰ্ণ, 2.স্বয়ংক্ৰিয় সম্পূৰ্ণ"
"1.অর্থতত্ত্ব, 2.অর্থতত্ত্ব","১.অৰ্থবিজ্ঞান, ২.অৰ্থবিজ্ঞান"
সেমাফোর,চেমাফোৰ
অর্ধপরিবাহী,অৰ্ধপৰিবাহী
ফ্যান্টাসি ওয়েব,fantasy web
অনুক্রমিক অ্যাক্সেস পদ্ধতি,ক্ৰমিক অভিগম পদ্ধতি
ক্রমাগত,ক্ৰমাগত
সিরিয়াল,ছিৰিয়েল
"1.সার্ভার, 2.সার্ভার","1.চাৰ্ভাৰ, 2.চাৰ্ভাৰ"
সার্ভার ক্র্যাশ,চাৰ্ভাৰ ক্ৰেচ
সার্ভার লাইসেন্স,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
সার্ভো গুণক,চাৰ্ভো বহুগুণক
এর সেট,set of
নির্দিষ্ট পয়েন্ট,নিৰ্দিষ্ট বিন্দু
ব্যবস্থাপনা,ব্যৱস্থা
ছায়া,ছাঁ
সিনেমাটোগ্রাফি,চিনেমাট&#39;গ্ৰাফী
ভূত,অনুসৰণ কৰা
ফাইল শেয়ার করুন,ফাইলটো শ্বেয়াৰ কৰক
শেয়ার্ড এক্সেস,অংশীদাৰী অভিগম
ভাগ করা,ভাগ কৰি দে
"1. বন্ধনী, 2. আর্মার, 3. শেল, 4. শেল","১/ ব্ৰেকেট, ২. কৱচ, ৩. শ্বেল, ৪. শ্বেল"
স্থানচ্যুতি প্রতীক,বিচ্যুতিৰ চিহ্ন
সংক্ষিপ্ত পথ,চুটি পথ
সংক্ষিপ্ত নির্দেশনা,চুটি নিৰ্দেশনা
ভাইবোন,সহোদৰ
"1. পার্শ্ব প্রতিক্রিয়া, 2. পাল্টা প্রভাব","1. পাৰ্শ্বক্ৰিয়া, 2. প্ৰতি প্ৰভাৱ"
সাইন বিট,sign bit
সংকেত,সূত্ৰ
সংকেত প্রক্রিয়াজাতকরণ,সংকেত প্ৰক্ৰিয়াকৰণ
স্বরলিপি,সংকেত
"1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত","1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত"
"1. স্বাক্ষর, 2. স্বাক্ষর","১.চহী, ২. স্বাক্ষৰ"
মার্কার পরীক্ষা,মাৰ্কাৰ পৰীক্ষা
উল্লেখযোগ্য চিহ্ন,উল্লেখযোগ্য নম্বৰ
সিলিকন চিপ,ছিলিকন চিপ
সাধারণ মেল ট্রান্সফার প্রোটোকল (SMTP),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
একক,একক
"1. একটি সিগন্যালিং নোড, 2. সিমপ্লেক্স নোড","1. এটা সংকেত ন&#39;ড, 2. simplex ন&#39;ড"
সিমুলেশন,চিমুলেচন
অনুকরণকারী,অনুকৰণকাৰী
"1. একযোগে, 2. সমলয়","১.সমকালীন, ২.সমকালীন"
যুগপত প্রক্রিয়াকরণ,একেলগে প্ৰক্ৰিয়াকৰণ
একক,একক
"1.সাইট লাইসেন্স, 2.সাইট লাইসেন্স","1.ছাইট লাইচেন্স, 2.ছাইট লাইচেন্স"
"1. আকার, 2. আকার","১.আকাৰ, ২.আকাৰ"
মাপা,জোখ-মাখ কৰা
"1. ইলাস্ট্রেশন, 2. ইলাস্ট্রেশন","1. চিত্ৰণ, 2. চিত্ৰণ"
প্লুটি,প্লুটি
"1.প্লুটি, 2.প্লুটিকরণ","১.প্লুটি, ২.প্লুটিকাৰন"
"1.স্ল্যাশ, 2.কাট","১.স্লেচ, ২.কাট"
কম্পিউটারের অধীনে,কম্পিউটাৰৰ অধীনত
স্নেক উইন্ডো প্রোটোকল,snake উইন্ডো প্ৰট&#39;কল
"1. বাদ দেওয়া, 2. আত্মসমর্পণ","1. বাদ দিয়া, ২. আত্মসমৰ্পণ কৰা"
স্লট,ছাঁদ
SCSI (SCSI),SCSI (SCSI)
স্মার্ট কার্ড,স্মাৰ্ট কাৰ্ড
শামুক মেইল,শামুক মেইল
স্ন্যাপশট,স্নেপশ্বট
"1.সফট কম্পিউটিং, 2.সফট কম্পিউটিং","১.চফ্ট কম্পিউটেচন, ২.চফ্ট কম্পিউটেচন"
সফট কপি,চফ্ট কপি
সহজ ফন্ট,সহজ ফন্ট
সফটওয়্যার,ছ’ফ্টৱেৰ
সফ্টওয়্যার প্রকৌশল,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
সফ্টওয়্যার লাইসেন্স,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
সফটওয়্যার পাইরেসি,চফ্টৱেৰ পাইৰেচি
বর্ণালী,বৰ্ণালী
"1.স্ক্রু, 2.সর্পিল","1.স্ক্ৰু, 2.স্পাইৰেল"
"1. বিস্তারিত শীট, 2. স্প্রেডশীট","1.বিস্তাৰিত পত্ৰিকা, 2.স্প্ৰেডশ্বীট"
মান,মানদণ্ড
স্ট্যান্ডার্ড জেনারেলাইজড মার্কআপ ল্যাঙ্গুয়েজ (SGML),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
প্রমিতকরণ,প্ৰামাণিককৰণ
অপেক্ষার সময়,অপেক্ষাৰ সময়
তারক ল্যান,তাৰক লান
তারকা অবস্থান,তৰাৰ অৱস্থান
বিট শুরু,আৰম্ভণিৰ বিট
"1. অভাব, 2. অভাব, 3. অভাব সংকট","1. অভাৱ, 2. অভাৱ, 3. অভাৱ সংকট"
"1.স্ট্যাটিক মেমরি, 2.স্ট্যাটিক মেমরি","1.ষ্টেটিক মেমৰি, 2.ষ্টেটিক মেমৰি"
স্ট্যাটাস চ্যানেল,ষ্টেটাছ চেনেল
"1. ধাপের আকার, 2. ধাপের মাত্রা","1.পদক্ষেপৰ আকাৰ, 2.পদক্ষেপৰ মাত্ৰা"
বিরতি এবং অপেক্ষা প্রোটোকল,বিৰতি আৰু অপেক্ষা প্ৰট&#39;কল
বিরতি কোড,ব্ৰেক ক&#39;ড
বিরতি কী,pause key
সঞ্চয়যোগ্যতা,সংৰক্ষণযোগ্যতা
সংরক্ষিত প্রোগ্রাম,সংৰক্ষিত প্ৰগ্ৰেম
সিরিজ ডেটা,শৃংখলা তথ্য
"1.স্ট্রাকচার্ড এনকোডিং, 2.স্ট্রাকচার্ড কোডিং","1.গাঁথনিযুক্ত এনকোডিং, 2.গাঁথনিযুক্ত ক&#39;ডিং"
স্ট্রাকচার্ড কোয়েরি ল্যাঙ্গুয়েজ (SQL),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
"1. ব্রোশার শীট, 2. শৈলী চিঠি","১.ব্ৰ&#39;চাৰৰ শ্বীট, ২. শৈলীৰ চিঠি"
সাব-ডিরেক্টরি,উপ-ডাইৰেকটৰি
"1.সাবনেট, 2.সাবনেট","১.চাবনেট, ২.চাবনেট"
সাবট্রি,উপবৃক্ষ
"1. সংক্ষেপণ, 2. সংক্ষেপণ","১.সংক্ষিপ্তকৰণ, ২.সংক্ষিপ্তকৰণ"
"1. সুপার কম্পিউটার, 2. সুপার কম্পিউটার","১.ছুপাৰ কম্পিউটাৰ, ২.ছুপাৰ কম্পিউটাৰ"
"1.সুপার কম্পিউটেশন, 2.সুপার কম্পিউটেশন","১.ছুপাৰ কম্পিউটেচন, ২.ছুপাৰ কম্পিউটেচন"
কী কী,কি&#39; চাবি
শীর্ষ ব্যবহারকারী,শীৰ্ষ ব্যৱহাৰকাৰী
তত্ত্বাবধানে শিক্ষা,তত্বাৱধানত শিক্ষণ
অক্জিলিয়ারী চিপ,সহায়ক চিপ
নেট বৈচিত্র,নেট ভ্যাৰিয়েন্স
"1.নেট ভ্যারিয়েন্স, 2.বিভাগ, 3.সুরফান","১.নেট ভ্যাৰিয়েন্স, ২.অংশ, ৩.ছাৰফান"
অদলবদল,অদলবদল
অন্তর্মুখী,ইনবাউণ্ড
বহিঃপ্রবাহ,আউটফ্ল&#39;
অদলবদল,শ্বেপিং
"1.সুইচড নেটওয়ার্ক, 2. সুইচড নেটওয়ার্ক","1.চুইচ কৰা নেটৱৰ্ক, 2. চুইচ কৰা নেটৱাৰ্ক"
সুইচিং,চুইচিং
স্যুইচিং নীতি,চুইচিং নীতি
প্রতীকী প্রোগ্রামিং,প্ৰতীকী প্ৰগ্ৰেমিং
সিঙ্ক্রোনাইজেশন,সমন্বয়
সিঙ্ক্রোনাইজার,সমন্বয়ক
সিঙ্ক্রোনাস,সমকালীন
সিঙ্ক্রোনাস নিউমেরিক হায়ারার্কি (SDH),সমকালীন সংখ্যাগত হাইৰাৰ্কি (SDH)
বাক্য বিশ্লেষণ,বাক্য বিশ্লেষণ
ধারা বিশ্লেষণ,ব্যৱস্থা বিশ্লেষণ
সিস্টেম ইঞ্জিনিয়ারিং,চিষ্টেম ইঞ্জিনিয়াৰিং
"1. সিস্টেম ব্রেকার, 2. সিস্টেম হ্যাকার","১/ চিষ্টেম ব্ৰেকাৰ, ২/ চিষ্টেম হেকাৰ"
ব্যাবস্থা সংযোগকারক,চিস্টেম ইন্টিগ্ৰেটৰ
সিস্টেম লগ,চিস্টেম লগ
সিস্টেম কভার,চিস্টেম কভাৰ
সিস্টেম নেটওয়ার্ক স্ট্রাকচার (SNA),ব্যৱস্থাপ্ৰণালীৰ নে&#39;টৱৰ্ক গঠন (SNA)
"1. সিস্টেম প্রোগ্রামার, 2. সিস্টেম প্রোগ্রামার","1. চিস্টেম প্ৰগ্ৰেমাৰ, 2. চিস্টেম প্ৰগ্ৰেমাৰ"
"1. সিস্টেম রিস্টার্ট, 2. সিস্টেম রিস্টার্ট","1. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ, 2. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ"
সিস্টেম সমাপ্তি,চিস্টেম সমাপ্তি
সিস্টেম পরীক্ষা,চিস্টেম পৰীক্ষা
সিস্টেম ইউটিলিটি,চিস্টেম সঁজুলি
"1. পদ্ধতিগত কোড, 2. পদ্ধতিগত কোড","1. পদ্ধতিগত সংহিতা, 2. পদ্ধতিগত সংহিতা"
ট্যাব কমান্ড,টেব কমাণ্ড
সময়সূচী,অনুসূচী
সারণী ওভারভিউ,টেবুলাৰ অভাৰভিউ
টেবিল স্পেস,টেবুলৰ স্থান
ফলক,ফলক
"1.সারণী, 2.অ্যারে অ্যারে","1.tabular, 2.এৰে এৰে"
ট্যাবুলেশন ফাংশন,টেবুলেচন ফাংচন
"1. চিহ্নিত আর্কিটেকচার, 2. চিহ্নিত স্ট্রাকচার","১.চিহ্নিত স্থাপত্য, ২.চিহ্নিত গঠন"
চিহ্নিত চিত্র ফাইল ফর্ম (TIFF),চিহ্নিত চিত্ৰ ফাইল প্ৰপত্ৰ (TIFF)
টেন্ডেম সিস্টেম,টেণ্ডেম ব্যৱস্থা
টেপ ঘনত্ব,টেপ ঘনত্ব
টেপ কভার,টেপ কভাৰ
tar ফাইল,tar ফাইল
কাজ,কাম
কাজের নির্দেশিকা,ৱৰ্ক গাইড
কাজের সূচি,কাৰ্য্যসূচীকাৰী
ট্রান্সমিশন কন্ট্রোল প্রোটোকল/ইন্টারনেট প্রোটোকল (TCP/IP),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল (TCP/IP)
কাটা অপারেশন,কাটিং অপাৰেচন
টেলিযোগাযোগ,টেলিকমিউনিকেচন
টেলিযোগাযোগ,টেলিকমিউনিকেচন
টেলিকম,টেলিকম
টেলিকনফারেন্স,টেলিকনফাৰেন্স
"1. টেলিগ্রাফ, 2. টেলিগ্রাফি","১.টেলিগ্ৰাফ, ২.টেলিগ্ৰাফী"
"1. টেলিমিটার, 2. টেলিমেট্রি","১.টেলিমিটাৰ, ২.টেলিমেট্ৰি"
"1.টেলিফোন, 2.টেলিফোন","১.টেলিফোন, ২.টেলিফোন"
টেলিফোন,টেলিফোন
"1.টেলিপ্রিন্টার, 2.টেলিপ্রিন্টার","১.টেলিপ্ৰিণ্টাৰ, ২.টেলিপ্ৰিণ্টাৰ"
টেলিপ্রসেসিং,টেলিপ্ৰচেছিং
"1. দূরদর্শন, 2. টেলিভিশন, 3. দূরদর্শন","১/ দূৰদৰ্শন, ২.দূৰদৰ্শন, ৩.দূৰদৰ্শন"
টেলেক্স,টেলেক্স
"1.ফাঁদ দূরে, 2.টেলনেট","১.নেটৱৰ্ক, ২.টেলনেট"
"1.তাপ, 3.তাপমাত্রা","১.গৰম, ৩.তাপমাত্ৰা"
"1. শেপ প্লেট, 2. টেমপ্লেট, 3. রূপা","১.আকৃতিৰ প্লেট, ২.সাঁচ, ৩.ৰূপা"
দশের পরিপূরক,দহৰ পৰিপূৰক
তেরা বাইট,টেৰা বাইট
টেরা ফলপস,টেৰা ফেলপছ
"1.এন্ড পয়েন্টার, 2.টার্মিনাল কার্সার","1.এণ্ড পইণ্টাৰ, 2.টাৰ্মিনেল কাৰ্চাৰ"
"1.এন্ড নোড, 2.টার্মিনাল নোড","1.এণ্ড ন&#39;ড, 2.টাৰ্মিনেল ন&#39;ড"
টার্মিনাল উইন্ডো,টাৰ্মিনেল উইন্ডো
শেষ,ending
ত্রি-বেস,ট্ৰাই-বেছ
তিনটি বেস অপারেশন,তিনিটা বেচ অপাৰেচন
পরীক্ষামূলক,পৰীক্ষা কৰা হৈছে
পরীক্ষার কভারেজ,পৰীক্ষাৰ কভাৰেজ
পরীক্ষা নির্বাহ,পৰীক্ষা নিষ্পাদন
পরীক্ষার তথ্য,পৰীক্ষাৰ তথ্য
"1.পাঠ্য, 2. শিক্ষাসামগ্রী","১.পাঠ, ২. অধ্যয়নৰ সামগ্ৰী"
টেক্সট বক্স,লিখনী বাকচ
পাঠ্য কার্সার,লিখনী কাৰ্চাৰ
টেক্সট সম্পাদক,টেক্সট সম্পাদক
লেখার ফাইল,লিখনী নথিপত্ৰ
পাঠ্যক্রম,পাঠ্যক্ৰম
পাঠ্য প্রক্রিয়াকরণ,টেক্সট প্ৰচেছিং
স্পিচ-টেক্সট (TTS),বক্তৃতা-পাঠ (TTS)
টেক্সচার ম্যাপিং,টেক্সচাৰ মেপিং
"1.T ফ্লিপ ফ্লপ, 2.T-বাইনোমিটার","১.টি ফ্লিপ ফ্লপ, ২.টি-বাইনোমিটাৰ"
তাপ সিলার,তাপীয় ছীলাৰ
"1.প্রিন্টার পাতলা ফিল্ম মেমরি, 2.পাতলা ফিল্ম মেমরি","১.প্ৰিণ্টাৰ পাতল চলচ্চিত্ৰ স্মৃতি, ২.পাতল চলচ্চিত্ৰ স্মৃতি"
(TFT) পাতলা ফিল্ম ট্রানজিস্টর (TFT),(TFT) পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ (TFT)
"1.জেমিং, 2.হ্যাশিং","১.ৰত্ন, ২.হেচিং"
থ্রেড চুড়ি,থ্ৰেড বেংগল
থ্রেডিং,থ্ৰেডিং
"1.ত্রিপক্ষীয় নেটওয়ার্ক, 2.ত্রিপক্ষীয় নেটওয়ার্ক","১.ত্ৰিভুজ নেটৱৰ্ক, ২.ত্ৰিভুজ নেটৱৰ্ক"
প্রবাহ ক্ষমতা,প্ৰবাহ ক্ষমতা
সময় জটিলতা,সময়ৰ জটিলতা
টাইম ডিভিশন মাল্টিপ্লেক্সিং (টিডিএম),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
সময় ফ্রেম,সময়সীমা
একই সময়ে,একে সময়তে
"1. কল মেশিন, 2. কল মেশিন, 3. টাইম মেশিন","1. কল মেচিন, 2. কল মেচিন, 3. টাইম মেচিন"
সময় আপ,টাইম আপ
"1.ক্যালোকেশন, 2.ক্যাল কোয়ান্টাইজেশন","1.Callocation, 2.Cal কোৱাণ্টাইজেচন"
সময় সিরিজ,সময় শৃংখলা
"1. সময় বিভাজন, 2. সময় ভাগ","১/ সময় বিভাজন, ২। সময় ভাগ-বতৰা কৰা"
সময় ভাগ করে নেওয়ার সিস্টেম,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
কল ধাপ,কল ষ্টেপ
সময় চিত্র,সময়ৰ ডায়েগ্ৰাম
চরিত্র,চৰিত্ৰ
টগল,টগল কৰক
টগল সরান,toggle move
"1.সিম্বল, 2.টোকেন","১.চিহ্ন, ২.টোকেন"
টোকেন বাস,টোকেন বাছ
টোকেন বাস,টোকেন বাছ
টোকেন বাস নেটওয়ার্ক,টোকেন বাছ নেটৱাৰ্ক
"1. প্রতীক রিং, 2. প্রতীক রিং","১.চিহ্ন আঙঠি, ২.চিহ্ন আঙঠি"
টোকেন আলোচনা,টোকেন আলোচনা
"1. টুলস, 2. টুলস","১.সঁজুলি, ২.সঁজুলি"
টপ-ফুট,টপ-ফুট
উপরের পায়ের নকশা,টপ ফুট ডিজাইন
"1. পেরেক রিজ কনফিগারেশন, 2. টান ডাউন","1. নখ ৰিজ কনফিগাৰেচন, 2. তললৈ টানি"
"1. অবস্থান, 2. অবস্থান বিজ্ঞান","১.অৱস্থান, ২.অৱস্থান বিজ্ঞান"
স্পর্শ প্যাড,টাচ পেড
স্পর্শ পর্দা,টাচ্ছ স্ক্ৰীন
"1.মার্ক, 2.মার্ক, 3.ট্রেসিং","১.চিহ্ন, ২.চিহ্ন, ৩.ট্ৰেচিং"
ট্রেসিং,ট্ৰেচিং
"1.পথ, 2.পথ, 3.ফাঁস","১.পথ, ২.পথ, ৩.লিক"
"1.ট্র্যাক ডিস্ক, 2.পাথ ডিস্ক","1.ট্ৰেক ডিস্ক, 2.পথ ডিস্ক"
পথ টেপ,পথ টেপ
"1.অনুসরণ করুন, 2.অনুসরণ করুন","১.ফ&#39;ল&#39; কৰক, ২.ফ&#39;ল&#39; কৰক"
"1. অনুসরণ করুন, 2. অনুসরণ করুন","১/ অনুসৰণ কৰক, ২. অনুসৰণ কৰক"
গতিপথ,ট্ৰেজেক্টৰী
"1. লেনদেন, 2. চুক্তি, 3. লেনদেন, 4. বিনিময়","১.লেনদেন, ২.চুক্তি, ৩.লেনদেন, ৪.বিনিময়"
"1. চুক্তি ফাইল, 2. কার্যকলাপ ফাইল","1. ডিল ফাইল, 2. কাৰ্য্যকলাপ ফাইল"
"1.লেনদেন নথি, 2.লেনদেন লগ৷","1.লেনদেনৰ নথিপত্ৰ, 2.লেনদেনৰ লগ"
"1. প্রতিলিপি, 2. প্রতিলিপি করা","1. লিপিবদ্ধ কৰা, 2. লিপিবদ্ধ কৰা"
ট্রান্সডিউসার,ট্ৰেন্সডুচাৰ
স্থানান্তর হার,স্থানান্তৰ হাৰ
স্থানান্তর সময়,স্থানান্তৰ সময়
রূপান্তর,ৰূপান্তৰ
ক্ষণস্থায়ী ত্রুটি,ক্ষণিকৰ ভুল
রূপান্তর সময়ের,ট্ৰেঞ্জিচন পিৰিয়ড
"1. উত্তরণ, 2. অয়নকাল","১. পৰিৱৰ্তন, ২. অনন্তকাল"
সংক্রামক,সংক্ৰামক
সংক্রামিত,সংক্ৰমিত
"1.অনুবাদ, 2.অনুবাদ, 3.ব্যাখ্যা","১.অনুবাদ, ২.অনুবাদ, ৩.বাখ্যা"
"1. ট্রান্সমিশন, ট্রান্সমিট, 2. ট্রান্সমিট","১.সংক্ৰমণ, প্ৰেৰণ, ২.সংক্ৰমণ"
কমিউনিকেশন কন্ট্রোল প্রোটোকল (TCP),যোগাযোগ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
"1.ট্রান্সমিশন লাইন, 2.ট্রান্সমিশন লাইন","১.সংবহন লাইন, ২.সংবহন লাইন"
ট্রান্সমিটার,ট্ৰেন্সমিটাৰ
স্বচ্ছতা,স্বচ্ছতা
ট্রান্সপন্ডার,ট্ৰেন্সপণ্ডাৰ
"1.পরিবহন, 2.রিগ্রেশন","১.পৰিবহণ, ২.ৰিগ্ৰেছন"
স্থানান্তর,ট্ৰেন্সপজিচন
ট্রান্সপুটার,ট্ৰেন্সপিউটাৰ
"1.ট্রান্সমিশন রিসিভার, 2.ট্রান্স রিসিভার","1.ট্ৰেন্সমিট ৰিচিভাৰ, 2.ট্ৰেন্স ৰিচিভাৰ"
"1. ফাঁদ, 2. ফাঁদ, 3. ধরা","১.ফান্দ, ২.ফান্দ, ৩. ধৰা"
ঘূর্ণন,ঘূৰ্ণন
গাছ (পরিবর্তন),গছ (পৰিৱৰ্তন)
গাছ নেটওয়ার্ক,গছৰ নেটৱৰ্ক
অক্জিলিয়ারী সার্কিট,সহায়ক বৰ্তনী
তুচ্ছ চিত্র,তুচ্ছ ডায়েগ্ৰাম
সমস্যা সমাধান,সমস্যা সমাধান কৰা
ছিঁড়ে ফেলা,ৰিপড অফ
সঠিক তালিকা,সত্য টেবুল
"1. টিউনার, 2. টিউনার, 3. টিউনার","১.টিউনাৰ, ২.টিউনাৰ, ৩.টিউনাৰ"
"1.টানেলিং, 2.টানেলিং","১.টানেলিং, ২.টানেলিং"
"1. সমন্বয়, 2. টিউনিং, 3. টিউনিং","১.সামঞ্জস্য, ২.টিউনিং, ৩.টিউনিং"
টিপল,tuple
টার্বো প্যাসকেল,টাৰ্বো পাস্কেল
টুরিং মেশিন,টুৰিং মেচিন
পরিবর্তনের সময়,টাৰ্ণআউট সময়
পরিবর্তন দলিল,টাৰ্ণআউট নথিপত্ৰ
পালা ক্রম,turn sequence
দম্পতি তারের,দম্পতী কেবল
"1. উল্টানো জোড়া, 2. উল্টানো জোড়া","1. ওলোটা যোৰ, 2. ওলোটা যোৰ"
ডবল পাস অনুস্মারক,ডাবল পাছ সোঁৱৰাই দিয়া
দুই এর পরিপূরক,দুটাৰ পৰিপূৰক
প্রকার,প্ৰকাৰ
"1.প্রকার মুখ, 2.চরিত্র","1.টাইপ মুখ, 2.চৰিত্ৰ"
টাইপোগ্রাফিক্যাল শীর্ষ,টাইপোগ্ৰাফিক শীৰ্ষ
প্রিন্টার চাকা,প্ৰিন্টাৰ চকা
টাইপিং,টাইপিং কৰা
নিরবচ্ছিন্ন শক্তির উৎস,অবিৰত শক্তিৰ উৎস
"1. একক অপারেশন, 2. এক অংশ সিস্টেম","১/ একক কাৰ্য্য, ২) এক অংশৰ ব্যৱস্থা"
একক অপারেশন,একক অপাৰেচন
"1.একক অপারেটর, 2.একক অপারেটর","1.একক অপাৰেটৰ, 2.একক অপাৰেটৰ"
অনিশ্চয়তা,অনিশ্চয়তা
অনিয়ন্ত্রিত বিবৃতি,নিষিদ্ধ বিবৃতি
অগণিত,অগণনযোগ্য
উন্মোচন,উন্মোচন কৰা
সিদ্ধান্তহীন,অনিৰ্ণায়ক
অনির্ধারিত,অসংজ্ঞায়িত
অনির্ধারিত রেকর্ড,অসংজ্ঞায়িত ৰেকৰ্ড
বিনাশ,বিলুপ্তি
"1. জবরদস্তি, 2. সমন্বয়কারী, 3, সমন্বয়কারী","1. জোৰ-জবৰদস্তি, 2. সমন্বয়ক, 3, সমন্বয়ক"
অনির্দিষ্ট,অনিৰ্দিষ্ট কৰা হৈছে
"1.অনির্দিষ্ট গ্রাফ, 2.অনির্দিষ্ট গ্রাফ","১.অনিৰ্দিষ্ট গ্ৰাফ, ২.অনিৰ্দিষ্ট গ্ৰাফ"
একই দিক পরিষেবা সময়,একে দিশৰ সেৱাৰ সময়
বাতিল,বাতিল কৰক
"1.আনফরম্যাটেড ডিস্ক, 2.আনফরম্যাটেড ডিস্ক","1.অফৰ্মেট কৰা ডিস্ক, 2.অফৰ্মেট কৰা ডিস্ক"
ম্যাপিং,মেপিং
"1.ইউনিকোড, 2.একক কোড","১.ইউনিকোড, ২.একক ক&#39;ড"
অনির্দিষ্ট গাছ,অনিৰ্দিষ্ট গছ
ইউনিফর্ম রিসোর্স লোকেশন অ্যাসেসর (YRL),সমান সম্পদ অৱস্থান মূল্যায়ক (YRL)
একটি প্রক্রিয়াকরণ,এটা প্ৰচেছিং
অনন্য,অনন্য
আনশিল্ডেড টুইস্টেড ডাবলস (UTP),অৰক্ষাহীন টুইষ্টেড ডাবলছ (UTP)
"1.ইউনিট, 2. ইউনিট","১.ইউনিট, ২. সত্তা"
ইউনিট ঠিকানা,ইউনিটৰ ঠিকনা
একক ব্যবধান,একক ব্যৱধান
ইউনিট পরীক্ষা,ইউনিট পৰীক্ষা
ইউনিট কোড,ইউনিট ক&#39;ড
একটি পোস্ট,এটা পোষ্ট
ইউনিভার্সাল অ্যাসিঙ্ক্রোনাস রিসিভার/প্রেরক (UART),ইউনিভাৰ্চেল এছিংক্ৰ&#39;নাছ ৰিচিভাৰ/প্ৰেৰক (UART)
সর্বজনীন ফ্লিপ-ফ্লপ,ইউনিভাৰ্চেল ফ্লিপ-ফ্লপ
সাধারণ সেট,সাধাৰণ গোট
সর্বজনীন চরিত্র সেট,সাৰ্বজনীন চৰিত্ৰৰ গোট
ইউনিক্স,ইউনিক্স
বিপাশা,বিপাশা
অসংরক্ষিত এলাকা,অসংৰক্ষিত অঞ্চল
অসংরক্ষিত ফাইল (ফাইল),অসংৰক্ষিত ফাইল (ফাইল)
অগম্য,অপ্ৰৱেশযোগ্য
অবাঞ্ছিত,অনাদৃত
অসংরক্ষিত,অসংৰক্ষিত
ব্যর্থ কল,বিফল কল
untar,untar
অসঙ্গতি আপডেট করুন,অসামঞ্জস্যতাসমূহ আপডেট কৰক
আপডেট করা ফাইল,আপডেট কৰা ফাইল
হালনাগাদ,নবীকৰণ
আপগ্রেড,বিকশিত কৰা
আপগ্রেড,বিকশিত কৰা
আপলিঙ্ক,আপলিংক
ভীষন ভারি,উচ্চ বোজা
ওভারহেড মেমরি এলাকা,ওভাৰহেড মেমৰি এৰিয়া
"1. প্রতি প্রবাহ, 2. প্রতিকূল","1. প্ৰতি প্ৰবাহত, 2. বিৰূপ"
ওভারটাইম,অভাৰটাইম
"1.উপরের, 2.উপরের, 3.উর্ধ্বমুখী","১.উপৰ, ২.উপৰ, ৩.উপৰলৈ"
"1.Usenet, 2.ব্যবহার করুন","১.ইউজনেট, ২.ব্যৱহাৰ"
"1. নেট ব্যবহারকারী, 2. ব্যবহারকারী","১.নেট ব্যৱহাৰকাৰী, ২.ব্যৱহাৰকাৰী"
ব্যবহারিক দূত,ব্যৱহাৰকাৰী এজেন্ট
ব্যবহারকারী প্রমাণীকরণ,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
ব্যবহারকারীর ডেটা মনিটরিং প্রোটোকল (UDP),ব্যৱহাৰকাৰী তথ্য পৰ্যবেক্ষণ প্ৰটোকল (UDP)
ব্যবহারকারী বান্ধব,ব্যৱহাৰকাৰী অনুকূল
ব্যবহারকারীর পরিচয়,ব্যৱহাৰকাৰী পৰিচয়
