English,Marathi
plotting,मसुदा तयार करणे
plucked,स्ट्रिंग ओढा
plutonium,प्लुटोनियम
pneumatics,गॅस यांत्रिकी
Pocket,"कंटेनर, इंटीरियर, प्रोसेस्ड कार्ड मास, पॉकेट, पॉकेट"
Point,बिंदू
poisoned,दूषित
poisoning,विषबाधा
poisson distribution,विष वितरण
polar,"ध्रुवीय, ध्रुवीय"
polarimeter,पोलारिमीटर
polarisability,ध्रुवीयता
Polarisation,ध्रुवीकरण
Polariscope,"पोलारिस्कोप, ध्रुवीयदर्शक"
polarise,ध्रुवीकरण करणे
polariser,"polarizer, polarizer"
Polarity,ध्रुवीयता
Polarizability,ध्रुवीयता
polarization catastrophe,ध्रुवीयता घसरण
polar lattice,ध्रुवीय जाळी
Polaroid,पोलरॉइड
polaron,"पोलारॉन, पोलरॉन"
pole,"ध्रुव, अनंत, संपर्ककर्ता, ध्रुव"
polonium,पोलोनियम
polyatomic,polyatomic
Polycrystalline,मल्टीक्रिस्टलाइन
polymorph,बहुरूपी
Polytypic,बहुरूपी
pool,पूल
pool reactor,पुष्करिणी अणुभट्टी
porosity,सच्छिद्रता
portable,पोर्टेबल
positive,"सकारात्मक, पैसा, सकारात्मक, सकारात्मक"
positron,पॉझिट्रॉन
Positronium,पोझिट्रोनियम
Possibility,"संभाव्यता, संभाव्यता"
post,स्तंभ
potential,"संभाव्य (v.), परिस्थितीजन्य, संभाव्य (v.)"
potential well,संभाव्य कूप
Potentiometer,"पोटेंशियोमीटर, पोटेंशियोमीटर"
Poundal,पौंडल
powder,"पावडर, पावडर"
powder method,पावडर पद्धत
Power,"शक्ती, सामर्थ्य, क्षमता, सामर्थ्य"
power law,शक्ती नियम
Power plant,"पॉवर प्लांट, पॉवर प्लांट"
power supply,वीज पुरवठा
Practical,"प्रायोगिक, प्रायोगिक, व्यावहारिक"
Precession,"ayan, precession"
Precise,"अचूक, अचूक"
Precision,"अचूकता, अचूकता"
Prediction,अंदाज
preferential,निवडक
preferred,"प्राधान्य, प्राधान्य"
preliminary,आरंभिक
Pressurization,संक्षेप
Primary,"प्राथमिक, प्राथमिक, प्रथम, मुख्य, मुख्य, मूळ"
primer,"स्टार्टर, प्राइमर"
primitive,"प्राइम, आदिम"
principal,"मुख्याध्यापक, मुख्याध्यापक, प्राचार्य"
Principle,नियम
prism,प्रिझम
prismatic,"प्रिझमॅटिक, प्रिझमॅटिक"
Probabilistic,संभाव्य
Probe,परीक्षक
Procedure,"प्रक्रिया, प्रक्रिया"
process,"प्रक्रिया, टप्पा"
Processing,"प्रक्रिया, संसाधने"
processor,प्रोसेसर
product,उत्पादन उत्पादन
production,उत्पादन
Productivity,उत्पादकता
programme,"कार्यक्रम, कार्यक्रम, कार्यक्रम"
programmer,प्रोग्रामर
Progressive,"प्रगतीशील, पुरोगामी"
Prohibition,मनाई
projecting,"प्रोजेक्टिव्ह, आउटपुट"
promoted electrons,प्रवर्तित इलेक्ट्रॉन
prompt neutron,तात्काळ न्यूट्रॉन
prong (of tuning fork),हात
propagation,"प्रसार, प्रवर्धन, प्रसार"
propeller,प्रणोदक
Properties,गुणधर्म
proper value (=eigen value),"योग्य मूल्य, eigen मूल्य"
proportion,"प्रमाण, प्रमाण, भागाकार"
propulsion,प्रणोदन
proton,प्रोटॉन
proximity,जवळीक
Pseudo-vector,1स्यूडो-वेक्टर स्यूडो-वेक्टर
Pull,"काढणे, खेचणे, खेचणे, छाप, पुल"
Pulley,"पुली, घिरणी, कप्पी"
Pulling,"प्रतिमा विस्तार, सिंक्रोनाइझेशन नुकसान, 3 कर्षण"
Pulsating,नाडी
pulsation,फडफड
Pulse,"कडधान्ये, कडधान्ये"
Pulser,नाडी
Pump,पंप
Pumping,पंपिंग
Punching,मुक्का मारणे
Pupil,"तारा, विद्यार्थी, कनिनिका"
pure,शुद्ध
Purity,अचूकता
Purple,"नील लोहित, जांभळा, जांभळा"
push button,पुश बटण पुश बटण
Pushing,काढणे
Pyranometer,"पायरॅनोमीटर, सौर थर्मामीटर"
Pyroelectricity,थर्मोइलेक्ट्रिक
Pyrometer,हायग्रोमीटर
pyrometry,सायटोमेट्री
Q-factor,"Q-अक्षर, Q-गुणक"
Quadrant,"चतुर्थांश, वर्तुळ पाय"
quadrant electrometer,"क्वाड्रंट इलेक्ट्रोमीटर, क्वाड्रंट इलेक्ट्रोमीटर"
quadratic,चतुर्भुज
Quadrupole,चतुर्भुज
quality,गुणवत्ता
Quantum,क्वांटम
Quantal,क्वांटम
Quantisation,"क्वांटायझेशन, क्वांटम, क्वांटायझेशन, क्वांटायझेशन"
quantised (quantized),प्रमाणबद्ध
quantitative,"परिमाणवाचक, परिमाणवाचक"
quantity,"प्रमाण, प्रमाण, रक्कम"
Quantum,क्वांटम
quarter,"तिमाही, चतुर्थांश, तिमाही"
quartz,"rhinestones, क्वार्ट्ज"
quasi-bound state,सहसा स्थिती
quasicontinuous,उत्तराधिकार
quasi-elastic force,लवचिक शक्ती
quasi-elastic wave,लवचिक लहर
quasi-stable circuit,कायम सर्किट
quasi-static,स्थिर प्रतिमा
quasi-stationary,निश्चित चक्र
quasi-steady state,कायमस्वरूपी स्थिती
Quench,शांत करणे
Quencher,शामक
quenching,"शांत करणे, विझवणे"
quiet day,शांत दिवस
Q-value,d-मूल्य
Radio,"रेडिओ (सं.), रेडिओ (व्ही.), किरणोत्सर्गी, आपत्तीजनक, विकिरण"
radioactivation analysis,रेडिएशन सक्रियण विश्लेषण
Radioactive,"विखंडन, किरणोत्सर्गी"
radioactive tracer,किरणोत्सर्गी परवानाधारक
Radioactivity,"विघटन, किरणोत्सर्गीता, किरणोत्सर्गीता"
radiogram,"रेडिओग्राम, रेडिओ वायर, रेडियम प्रतिमा"
Radiograph,"रेडिओग्राफ, रेडिएशन प्रतिमा"
radioiodine,किरणोत्सर्गी आयोडीन
radioistope,"radioisotopes, radiation isotopes"
Radiological,"एक्स-रे थेरपी, रेडिएशन थेरपी"
Radiologist,रेडिएशन थेरपिस्ट
Radiometer,"रेडिओमीटर, रेडिओमीटर"
Radiometry,रेडिओमेट्री
Radio-thallium,किरणोत्सर्गी-थॅलियम
Radiotherapy,रेडिएशन थेरपी
radium,रॅडियम
radium therapy,रेडियम थेरपी
radius,त्रिज्या
rainbow,इंद्र धनुष
Raman effect,रमण इफेक्ट
Ramsden circle,रॅम्सडेन मंडळ
Random,"यादृच्छिक, अनियमित"
Randomisation,यादृच्छिकीकरण
randomness,यादृच्छिकता
range finder,ऑसिलेटर
range of audibility,श्रवणक्षमतेची श्रेणी
rapid beats,जलद नाडी
Rare,"दुर्मिळ, दुर्मिळ"
Rarefaction,दुर्मिळता
Rarefy,दुर्मिळ करणे
rated voltage,परवानगीयोग्य व्होल्टेज
Rating,"रेटिंग, रेटिंग"
Ratio,प्रमाण
Rational,तर्कशुद्ध
raw data,"unprocessed datum, datum प्राप्त झाल्याप्रमाणे"
ray,"रश्मी, किरण, अर्धरेखा, ए.आर"
Rayleigh scattering,Raleigh विखुरणे
Reactance,प्रतिक्षेप
Reaction,अभिप्राय
reaction coupling,प्रतिक्रियात्मक जोडणी
Reactivation,पुन्हा सक्रिय करणे
Reactivity,असंबद्धता
Reactor,अणुभट्टी
reactor vault,अणुभट्टी गुप्ती
readied missile,असाजी शस्त्र
Reading,"वाचन, वाचन"
Readjustment,पुन्हा समायोजन
Real,वास्तविक
Rebound,"प्रतिक्षेप करणे (n.), प्रतिबिंबित करणे (ver.)"
recalescence temperature,पुनरुत्पादन उष्णता
Recalibrate,पुन्हा कॅलिब्रेशन
Receiver,"प्राप्तकर्ता, प्राप्तकर्ता"
Recession,"रिव्हर्सल, रिव्हर्सल, बॅक अॅरे"
Reciprocal,"व्यस्त, परस्पर, परस्पर"
reciprocity,"पारस्परिकता, पारस्परिकता"
Recoil,"परावर्तित (V.), प्रतिबिंबित करा (V.)"
recombination,"पुनर्संयोजन, पुनर्वापर"
Reconnaissance,देखरेख
Record,"रेकॉर्ड, रेकॉर्ड (n.), रेकॉर्ड करणे, चिन्हांकित करणे (v.)"
recorded,रेकॉर्ड केले
Recorder,आर्काइव्हिस्ट
Recording,मुद्रित करणे
Recovery,"प्राप्ती, प्राप्ती, प्राप्ती"
rectangular,काटकोन समन्वय समन्वय
rectification,"परिष्करण, सुधारणा"
Rectified,"परिष्कृत, परिष्कृत"
Rectifier,दुरुस्त करणारा
rectifier valve,रेक्टिफायर वाल्व
rectilinear (=rectilineal),"सरळ रेषा, सरळ रेषा, सरळ रेषा"
recurrent event,आवर्ती घटना
red giant,रक्त राक्षस लाल राक्षस
red shift,रक्त विस्थापन
Reduce,"कमी करणे, समान करणे, सजीव करणे"
reduced brightness (of comet),आश्चर्यकारक
reduced data,परिष्कृत डेटा
reducible,"समान, सूक्ष्म, बंधनकारक"
reduction factor,गुणांक बदला
reed pipe,रीड पाईप
re-entry,पुन्हा प्रवेश
Reference,"निर्देश, संदर्भ"
Reflectance,प्रतिबिंब
Reflected,"प्रतिबिंबित, प्रतिबिंबित, प्रतिबिंबित"
reflected,प्रतिबिंबित
reflecting,चिंतनशील
reflection,प्रतिबिंब
reflection loss,परावर्तित नुकसान
Reflectivity,प्रतिबिंब
Reflector,परावर्तक
reflex mechanism,रिफ्लेक्स यंत्रणा
refracted,अपवर्तित
refraction,अपवर्तन
refractive index,अपवर्तक सूचकांक
Refractivity,अपवर्तकता
refractometer,अपवर्तक सूचकांक
Refrigerator,"रेफ्रिजरेटर, रेफ्रिजरेटर"
Regelation,reenactment
regeneration,"पुनर्जन्म, शाश्वत पुनर्एकीकरण, पुनर्जन्म"
Regenerative,"पुनरुत्पादक, पुनरुत्पादक, पुनरुत्पादक"
Registration,"नोंदणी, नोंदणी"
Regression,"विक्री गती, मागास हालचाल, प्रतिगमन, उलट"
regular,"सम, नियमित, सममितीय"
regular solid,isoform घन
Regulation,नियमन
Relation,संबंध
relative,"नातेवाईक, नातेवाईक"
Relativistic,नातेवाईक
relativistically invariant,तुलनेने खात्री आहे
Relativity,"सापेक्षता, सापेक्षता, सापेक्षता"
relaxation,उर्वरित
Relay,"रिले, ट्रान्समिशन"
releasing,विमोचन
reliability,विश्वसनीयता
Remaining,अवशिष्ट
remote control,रिमोट कंट्रोल
renormalized,पुनर्सामान्यीकृत
Reorientation,"री-ओरिएंटेशन, री-कॉन्फिगरेशन"
Repeatability,पुनरावृत्तीक्षमता
Repeater,"रिपीटर, रिपीटर"
repel,"repel करणे, repel करणे"
Repelling,तिरस्करणीय
Repetition,पुनरावृत्ती
Representation,प्रतिनिधित्व
Representative,"प्रतिनिधी, प्रतिनिधी"
reproducible,"पुनर्प्राप्त करण्यायोग्य, पुनरुत्पादन करण्यायोग्य"
reproduction,"पुनरुत्पादन, पुनरुत्पादन, पुनरुत्पादन"
Repulsed,दूर करणे
Repulsion,तिरस्करण
repulsive interaction,तिरस्करणीय
Research,संशोधन
Reservoir,"कुंड, जलाशय, जलाशय, जलाशय, टाकी"
Reset,पुनर्नियोजन
Residual,"अवशिष्ट, अवशिष्ट"
Resistance,"प्रतिकार, प्रतिकार"
resistivity,प्रतिरोधकता
Resistor,रेझिस्टर
Resolution,"विघटन, विघटन, भेदभाव"
resolution of degeneracy,चुकीचे वर्णन
Resolve,"विच्छेदन करणे, विच्छेदन करणे, विच्छेदन करणे"
Resolver,स्प्लिटर
Resonance,अनुनाद
resonance effect,अनुनाद प्रभाव
Resonant,प्रतिध्वनी
Resonate,"अनुनाद, अनुनाद"
Resonator,प्रतिध्वनी
Response,"उत्तर, प्रतिसाद, अहवाल"
Rest,विराम द्या
Restart,पुन्हा सुरू करा
Reststrahlen,अवशिष्ट तुळई
Result,"परिणाम, परिणाम, परिणाम"
Resultant,परिणामी परिणाम
Retarded,मंद
Retarder,सौम्य
Reticule,जाळीदार
Retina,"डोळयातील पडदा, डोळयातील पडदा"
Retro-rockets,परत रॉकेट
Return,"अनुनाद, प्रतिगमन, प्रतिक्षेप"
Reverberation,अनुसरण करा
Reversal,उलट
Reverse,"उलट, उलट, उलट, उलट"
reverse bias,मागास पूर्वाग्रह
reversibility,उलटसुलभता
Reversible,उलट करण्यायोग्य
Revolution,रोटेशन
Revolve,फिरणे
Reynolds number,रेनॉल्ड्स क्रमांक
Rheostat,प्रवाह नियंत्रक
Rhombic,विषम लांबी
rhomhohedral crystal,"त्रिकोणी क्रिस्टल्स, समांतर षटकोनी क्रिस्टल्स"
rhomboidal prism,"रोमबोइड प्रिझम, चतुर्भुज प्रिझम"
rho meson,गवंडी रहा
Rhythm,"ताल, ताल, ताल"
right handed,घड्याळाच्या दिशेने
right hand prism,अनुलंब प्रिझम
right-hand rule,उजव्या हाताचा नियम
right hand screw,उजव्या बाजूचा स्क्रू
right square prism,समतुल्य प्रिझम
Rigid,मजबूत
Rigidity,चिकाटी
rigorous proof,"अचूक पुरावा, अचूक पुरावा"
ringing,"आवाज, वाद्य"
Ripple,उर्मिका
rise time,आनंदाचा दिवस
Robot,रोबो
rocket motion,रॉकेट क्रिया
rocket,रॉकेट
Rocketry,रॉकेट विज्ञान
Rocking,"खडक, हालचाल, स्विंग"
Roentgen,roentgen
Roentgen rays,"roentgen-रे, क्ष-किरण"
Roll,"रोलिंग, रोल, (सं.), गोलाकार, रोलिंग (सं.)"
Rolling,"बेलनी, लोटनी, लोटनिक (वि.), वेलन, लोटन (सं.)"
Rotary,फिरणारा
Rotate,"फिरणे, फिरणे (v.), वर्तुळाकार, चाकांचे (v.)"
rotating,फिरणारा
Rotation,"फिरणे, फिरणे"
Rotational,"रोटेशनल, रोटेशनल, रोटेशनल"
Rotator,"रोटेशनल, रोटेटर"
Rotatory,"रोटेशनल, रोटेशनल"
Rotor,"रोटर, रोटर"
rough,"खडबडीत, खडबडीत"
rounding off,"बंद करा, बंद करा"
round trip time,संक्रमण वेळ
Route,मार्ग
Routine,"दिनचर्या, दिनचर्या"
ruby,"पद्मराग, माणिक, लाल, याकूत"
ruby laser,"रुबी लेसर, रुबी लेसर"
Rudder,"रडर, नियंत्रण"
Rule,नियम
ruled grating,अधोरेखित जाळी
Ruling,"आलेख, रेषा"
Run,"चालवा, परंपरा"
Running,धावपटू
Rupture,"करार, करार, फुटणे"
Rutherford scattering,रदरफोर्ड स्कॅटरिंग
rutherford (unit),रदरफोर्ड
rydberg (unit of energy),रायडबर्ग
safe load,सुरक्षित भार
safety,"सुरक्षित, सुरक्षित"
safety fuse (=Bickford fuse),"सेफ्टी फ्यूज, बिकफोर्ड फ्यूज"
safety valve,सुरक्षा झडप
sample,"नमुना, नमुना"
Sampling,"नमुना (v.), नमुना (n.)"
Sandwich,सँडविच
Satellite,"उपग्रह, उपकंपनी, अनुगामी"
satellite line,उपनदी रेषा
Saturate,समाधान करण्यासाठी
saturn's ring,शनि रिंग
savart (unit),savart
scalar,स्केलर
scaling factor,चरण गुणक
Scatter,"विखुरणे, विखुरणे"
scattering process,विखुरण्याची प्रक्रिया
Scene,दृष्टी
Scintillation,वाढवणे
Scratch,"स्क्रॅच (आवाज), ओरखडा"
Screen,"चाळणी, चाळणी (सं.), चालवा"
screw gauge,sku टक लावून पाहणे
Seal,"बंद करणे, सील करणे, सील करणे (वर.)"
seasonal fluctuation,"हंगामी फरक, हंगामी चढउतार"
secant law,secant नियम
second,"दुसरा (सं.), दुसरा (वि.)"
secondary,"दुय्यम, दुय्यम"
Section,"1 विभाग, विभाग, विभाग, विभाग, विभाग"
Sector,"क्षेत्र, क्षेत्र, क्षेत्र"
secular,दीर्घकाळ टिकणारा
seeding,बीजन
seismography,भूकंपशास्त्र
seismology,भूकंपशास्त्र
seismometry,भूकंपशास्त्र
Selectivity,निवडकता
Self,"स्वत:, स्वत:"
Self-energy,आंतरिक ऊर्जा
self excited oscillation,उत्स्फूर्त दोलन
semiconductor,सेमीकंडक्टर
Semi-empirical,अर्ध अनुभवजन्य
Semi-infinite,अर्ध-अनंत
semi-log paper,अर्ध-लॉग आलेख पत्रक
semi-solid angle,गोलाकार अधिक कोन
Sense,अर्थ
Sensitised,संवेदनशील
sensitive,"संवेदनशील, संवेदनशील, संवेदनशील, संवेदनशील"
sensitive flame,"ध्वनी रिसीव्हर दिवा क्रेस्ट, ध्वनी प्राप्तकर्ता ज्योत"
sensitiveness,"संवेदनशीलता, संवेदनशीलता, संवेदनशीलता"
Sensitization,"सक्रियकरण, संवेदना"
Sensor,सेन्सर
Separable,वेगळे करण्यायोग्य
Separation,"वेगळे करणे, वेगळे करणे, वेगळे करणे, अंतर"
Septet,अष्टक
septode,septode
sequencing,अनुक्रमणिका
Series,मालिका मालिका मालिका (नकाशा)
Servo-motor,सर्वो मोटर
Setting,"सेट अप, सेट अप, सेट अप, सेट अप, माउंट"
Shaded,"निकृष्ट, छायांकित"
Shadow,सावली
Shape,आकृती
sharp cut off,तीक्ष्ण टोक
sharp series,स्पाउट श्रेणी
shearing force,"कातरणे बल, कातरणे"
shielded nuclide,ढाल केलेले न्यूक्लाइड
Shift,"निर्मिती, विस्थापन, हस्तांतरण"
shock velocity,शॉक वेग
shock wave,शॉक वेव्ह
Short,"लहान, जीर्ण, विसंगत"
shrill note,मोठा आवाज
Shunt,"पार्श्व मार्ग, शंट (सं.), बाजूचा मार्ग, शंट (v.)"
side,"बाजू, बाजू, बाजू"
sidereal,बाजूला
Sight,"पाहणे, लक्ष्य ठेवणे, पाहणे, लक्ष्य ठेवणे, लक्ष्य ठेवणे, शोधणे"
sign,राशी चिन्ह
Signal,"सिग्नल, सिग्नल"
silent period,शांत कालावधी
silicon diode,सिलिकॉन डायोड
silicones (a family of compounds with silicones),सिलिकॉन
silicon wafer,"सिलिकॉन प्लेक, सिलिकॉन वेफर"
similarity,"साधर्म्य, सादृश्यता"
Simulator,अनुकरण करणारा
simultaneously,एकाच वेळी
Sine,"चिन्ह, साइन"
single ionization,एकल आयनीकरण
single line,सिंगल लाइन सिंगल लाइन
Single-stage,एकच पाऊल
Sink,"प्रवेश, बुडणे, विसर्जन, कुंड विलीन करणे, सिंक, टाकी"
Sinusoidal,sinusoidal
Siphon,सायफन
Siren,सायरन
Size,"आकार, आकार (n.), आकार, खोदकाम (v.)"
Skew,"असममित, तिरकस"
skin effect,"एपिडर्मिस प्रभाव, त्वचा प्रभाव"
sky blue,आकाशी निळा
slant range,तिरकस श्रेणी
Sliding,साप
Slip,"स्लिप, स्लिप, स्लिप, स्लिप, समाधान"
slip ring,c रिंग
Slit,"स्लिट, स्लिट, स्लिट"
Slope,"उतार, उतार, उतार"
slotted line,स्लॉटेड लाइन
slow reactor,मंद अणुभट्टी
Smoked,स्मोक्ड
smoothing condenser,प्रेरक कॅपेसिटर
smoothing of curve,"वक्रांचे संवहन, वक्रांचे विलीनीकरण"
sodar (sound detecting and ranging),सोडर
Soft,"मऊ, मऊ, कोमल"
soft component (of cosmic rays),अल्पकालीन घटक
soft superconductor,सुपर कंडक्टर
soft target,असुरक्षित लक्ष्य
soft valve,कमी डिस्चार्ज ट्यूब
Solar,सौर
Solder,"सोल्डर करणे, सोल्डर करणे (सं.), सोल्डर करणे, सोल्डर करणे (n.)"
solenoidal element,solenoid घटक
Solid,"घन, वस्तुमान, घन"
Solution,"उपाय, उपाय, उपाय, उपाय"
sonic boom,सोनिक बूम
Sonometer,"फोनोमीटर, सोनोमीटर"
Sonorous,ध्वनिक
sorting,"वर्गीकरण, निवड, पृथक्करण"
Space,"आकाश, अवकाश, अवकाश, अवकाश, अवकाश, अवकाश"
space cabin,आकाशीय केबिन
Spacer,मध्यांतर
Spacial,आकाशी
Spacing,हस्तांतरण मध्यांतर
spark,चमकणारा
spatial,"आकाशीय, अवकाशीय"
special relativity,"विशिष्ट सापेक्षता, विशिष्ट सापेक्षता"
Specific,"सापेक्ष, विशिष्ट, विशेष"
specification,तपशील
Specified,निर्दिष्ट
Spectral,वर्णक्रमीय
spectrometry,स्पेक्ट्रोमेट्री
spectroscope,"स्पेक्ट्रोस्कोप, स्पेक्ट्रोस्कोप"
spectroscopist,"स्पेक्ट्रोलॉजिस्ट, स्पेक्ट्रम शास्त्रज्ञ"
Specular,नियमित
speech,भाषण
speedometer,स्पीडोमीटर
sphere,गोल चेंडू
Spherical,"गोलाकार, गोलाकार"
spherometer,"स्फेरोमीटर, स्फेरोमीटर"
spin flipping,स्पिन रिबाउंड
spinning top,स्पिनिंग टॉप
Spin,फिरकी
spiral motion,सर्पिल गती
Split,"फूट, फूट (वि.) फाटणे, फाटणे (n.)"
spontaneous,आपोआप
spool,"स्पूल, विंच, रील, व्हॉली"
sporadic phenomenon,यादृच्छिक घटना
Spot,"बिंदू, स्पॉट (ना.), स्पॉट, स्पॉट, ओळखणे, शोधा (व्हे.)"
spread (of energy),ऊर्जा कॉम्प्लेक्स
spring,"वसंत ऋतु, वसंत ऋतु, वसंत ऋतु, धबधबा, वसंत ऋतु"
spurious charge,खोटी आवड
spurious echoes,अतिरिक्त प्रतिध्वनी
sputnik,स्पुतनिक
Square,"चौरस, चौरस, चौरस"
Stability,टिकाऊपणा
Stabilizer,स्थिर करणे
Stacking,स्टॅक
Stage,"स्टेज, स्टेज, रँक, समुदाय, स्टेज"
staggering,समांतर वितरण
standard,"मानक, प्रमाणित, ध्वज (सं.), मानक"
standardised,प्रमाणित
Standardization,मानकीकरण
Star,"तारा, तारा"
Stark effect,तीव्र प्रभाव
Starter,"प्रवर्तक, स्टार्टर, स्फोटक"
Statampere,स्टॅम्पियर
State,"स्थिती, राज्य, राज्य"
Statement,विधान
Static,स्थिर स्थिर इलेक्ट्रोस्टॅटिक आवाज
Statical,स्थिर
Station,"निरीक्षण केंद्र, स्टेशन, चंद्र"
stationary,प्रगतीशील
stationary charge,स्तब्ध
stationary condition,सुन्नता टप्पा
stationary field,निश्चित क्षेत्र
stationary particle,प्रगतीशील कण
stationary phase,स्तब्ध वृत्ती
statistic,नमुना
statistical,सांख्यिकीय
Statistician,सांख्यिकीय वजन
Stator,स्टेटर
Steady,"न बदलणारा, स्थिर, स्थिर, कायम"
Steam,वाफेची वाफ
steam turbine,स्टीम टर्बाइन
Steel,स्टील
Steeringbox,स्टीयरिंग बॉक्स
Stellar,तार्यांचा
Step,"पाऊल, पाऊल, पाऊल, पाऊल"
step by step,क्रमाक्रमाने
step function,चरण कार्य
Steradian,स्टेरॅडियन
Stereographic,स्टिरिओस्कोपिक
stereophonic,स्टिरिओस्कोपिक आवाज
sticky collision,संलग्नक टक्कर
sticky nucleus (=opaque nucleus =black nucleus),"अपर्या नाभिक, कृष्ण नाभिक"
Stiff,"कठीण, कणखर, कणखर, टणक"
Stiffness,लवचिकता
Stigmatic,"ठिपका, कलंक"
Stigmatism,सूचकता
Still,"भाभाका, असोत्रा (सं.), स्थावर (वि.), अचल दृश्य"
stimulate,चिथावणी देणे
stimulation,उत्तेजन
stirrer,ढवळणारा
stoke (unit of viscosity),स्टोक
stop clock,"ब्रेक-वॉच, स्टॉक-क्लॉक"
stop cock,उष्णतारोधक
stop (optics),"मर्यादा, थांबा"
stopping potential,थांबण्याची क्षमता
stop watch,"जेबी ब्रेक घड्याळ, घड्याळ थांबवा"
Storage,"स्टोरेज, स्टोरेज"
Stove,स्टोव्ह
Straight,"सरळ, सरळ, साधे"
Strain,"वितरण, ताण, विकृती, भेदभाव, भेद, फिल्टरिंग (ver.)"
Strained,विकृत
strain gauge,स्फिग्मोमॅनोमीटर
Stratosphere,"स्ट्रॅटोस्फियर, 2 स्ट्रॅटोस्फियर"
stray,अवांछित
streak lighting,"विद्युल्लता, विजा"
Stream,"नदी, नाला, नाला"
streaming,"पाझर, प्रवाह, प्रवाह"
streamlined,अस्तर
Strength,"शक्ती, ताकद, तीव्रता, एकाग्रता, क्रियाकलाप"
Stress,ताण
striking potential,चाप-अभिनय क्षमता
striking voltage,"आर्क स्टार्टिंग व्होल्टेज, व्हॉल्व्ह स्टार्टिंग व्होल्टेज"
String,"धागा, धागा, धागा, फिलामेंट, दोर, तार, तार, 8. दोरखंड दोष"
Strip,"पट्टी, पट्टी, स्ट्रिपिंग, स्ट्रिपिंग, नग्न"
Stripping,"सोलणे, विटन, मुंडण, नग्न"
stripping reaction,निष्कर्षण प्रतिक्रिया
stroboscope,स्ट्रोबोस्कोप
stroke (of engine),स्ट्रोक
Strong,"मजबूत, खोल, तीक्ष्ण, एकाग्र"
strong transition,मजबूत संसर्ग
Structural,संरचनात्मक
Structure,"रचना, पोत"
stylus (of gramophone),सुई
subgroup,"उपवर्ग, उपसमूह, उपसमूह"
Submicroscopic,"सूक्ष्म, अतिसूक्ष्म, उपसूक्ष्म"
subnuclear physics,अणु भौतिकशास्त्र
Subscript,तळटीप
Subsidiary,"सहायक, सहायक"
Substrate,"कार्यरत द्रवपदार्थ, सबस्टेट"
sub unit,उप युनिट
Successive,हळूहळू
Sucking,सक्शन
Suction,सक्शन
sultry,उदास
Sum,"बेरीज, बेरीज, बेरीज परिणाम, बेरीज"
Sun,रवि
sun dial,सूर्याचे घड्याळ
sun spot,"सन ब्लर, सन ब्लॉट"
sun star,सूर्य नक्षत्र
Super,अत्यंत
superconducting metal,सुपरकंडक्टिंग धातू
superconductivity,अतिवाहकता
superconductor,सुपर ड्रायव्हर
Supergigantic,राक्षस
Superimposed,आरोपित
superimposition,रोपण
Supermalloy,सुपरमाले
supernormal dispersion (=hypernormal dispersion),अतिसामान्य विक्षेपण
superpose,लादणे
Superposition,रोपण
supersaturation,अतिसंपृक्तता
supersenstive,अतिसंवेदनशील
supersonic,प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी)
Supersonics,सुपरसोनिक्स
Super-structure,अधिरचना
Supplementary,पूरक
supply,खाद्य पुरवठा
support,"तंत्रज्ञान, आधार"
suppressor grid,प्रतिबंधित ग्रिड
superconductivity,अतिवाहकता
Surface,पान
Surge,"लाट, फुगणे"
Surveillance,चौकसपणा
susceptance,"गृहीत प्रवेश, प्रतिसाद"
Susceptibility,"संवेदनशीलता, चुंबकीय प्रवृत्ती, ग्रहणक्षमता"
suspend,"निलंबन, लटकणे"
sustained,चे पालन केले
sweep,"पसरणे, समास"
Swelling,"सूज, सूज, सूज"
swing,"प्राडोल, डोल"
swirling motion,"भोवरा गती, परस्पर गती"
switch board,स्विच बोर्ड
syllable,पत्र
Symmetric,सममितीय
symmetrical,सममितीय
Symmetrically,सममितीने
Symmetrization,सममिती
Symmetry,सममिती
Synchrocyclotron,सिंक्रोसायक्लोट्रॉन
Synchronisation,सिंक्रोनाइझेशन
synchronise,समकालिक असणे
synchroniser,सिंक्रोनायझर
Synchronising,सिंक्रोनाइझेशन
synchronously,"समकालिकपणे, समकालिकपणे"
synchrotron,सिंक्रोट्रॉन
Synthetic,सिंथेटिक
system,"शरीर, प्रणाली, गट, समुदाय, प्रणाली"
Systematic,"वर्गीकरण, वर्गीकरण, वर्गीकरण-"
systemic,"सार्वत्रिक, शरीर"
Tabulator,"टॅब्युलेटर, टॅब्युलर मशीन, टॅब्युलर"
Tagged,"चिन्हांकित, चिन्हांकित, चिन्हांकित"
tail,शेपटी शेपूट
tailing off,हळूहळू घट
take-off,"कूळ, निर्गमन"
Tangential,"स्पर्शिक, स्पर्शिक"
Tap,"नळी (सं.), नळी, अपूर्णांक, एक्सट्रूजन डायव्हर्जन, टॅपन (v.)"
Taper,"ऑर्डिनल, बारीक बारीक"
Tapering,"टॅपर्ड, टॅपर्ड (v.), पेरिअनथ, टेपरॉन (सं.)"
tapping key,"knock-key, प्रेस-की"
tap switch,"पार्ट रिमूव्हल स्विच, स्पाउट स्विच"
Target,लक्ष्य
technique,"तंत्रज्ञान, तंत्र"
technology,तंत्रज्ञान
Telecasting,दूरदर्शन प्रसारण
Telegraphy,"तार, तार"
Telemeter,टेलिमीटर
telemetry,टेलिमेट्री
