Kannada,Telugu
ನೇರ ಅಳವಡಿಕೆ  ವಿಂಗಡಿಸು,నేరుగా చొప్పించడం  క్రమబద్ధీకరించండి
ಸರಳ ರೇಖೆ  ಕೋಡಿಂಗ್,సరళ రేఖ  కోడింగ్
ನೇರ ಆಯ್ಕೆ  ವಿಂಗಡಿಸು,సరళ ఎంపిక  క్రమబద్ధీకరించండి
ಒತ್ತಡದ ಮೆಗಾ,స్ట్రెయిన్ గేజ్
ಹತೋಟಿ,స్ట్రాసెన్ అల్గోరిథం
ಶ್ರೇಣೀಕೃತ ಭಾಷೆ,స్ట్రాటిఫైడ్ లాంగ్వేజ్
ಸ್ಟ್ರೀಮಿಂಗ್ ಟೇಪ್  ಸಾಗಿಸು,స్ట్రీమింగ్ టేప్  రవాణా
ದಾರ,స్ట్రింగ్
ಸ್ವಿಟ್ ಬ್ರೇಕ್,స్ట్రింగ్ బ్రేక్
ಸ್ಟ್ರಿಂಗ್ ಪಾತ್ರ,స్ట్రింగ్ పాత్ర
ಸ್ಟ್ರಿಂಗ್ ಸ್ಥಿರ,స్ట్రింగ్ స్థిరాంకం
ಸ್ಟ್ರಿಂಗ್ ಡೇಟಾ,స్ట్రింగ్ డేటా
ದಾರ,స్ట్రింగ్ ఫైల్
ಸ್ಟ್ರಿಂಗ್ ಫ್ಲಾಪಿ,స్ట్రింగ్ ఫ్లాపీ
ದಾರ,స్ట్రింగ్ పొడవు
ದಾರ  ಕುಶಲತೆ,స్ట్రింగ్  తారుమారు
ಸ್ಟ್ರಿಂಗ್ ಹೊಂದಾಣಿಕೆ,స్ట్రింగ్ మ్యాచింగ్
ಸ್ಟ್ರಿಂಗ್ ನಿರ್ವಾಹಕ,స్ట్రింగ్ ఆపరేటర్
ಸ್ಟ್ರಿಂಗ್ ಪ್ರಕ್ರಿಯೆ  ವ್ಯವಸ್ಥೆ,స్ట్రింగ్ ప్రక్రియ  వ్యవస్థ
ಸ್ಟ್ರಿಂಗ್ ವಿಭಾಗ,స్ట్రింగ్ విభాగం
ಸ್ಟ್ರಿಂಗ್ ವಿಂಗಡಣೆ,స్ట్రింగ్ సార్టింగ్
ಸ್ಟ್ರಿಂಗ್ ವೇರಿಯಬಲ್,స్ట్రింగ్ వేరియబుల్
ಹಸುರೆ,స్ట్రోబ్
ಉರುಳು,స్ట్రోబ్ పల్స్
ಹೊಡೆತ,స్ట్రోక్ సెంటర్ లైన్
ನಾಟಕ ಪಾತ್ರ  ಉತ್ಪಾದಕ,స్ట్రోక్ పాత్ర  జనరేటర్
ಹೊಡೆತ ಅಂಚಿನ ಅಂಚು,స్ట్రోక్ ఎడ్జ్
ಹೊಡೆತ ಅಂಚಿನ ಅಂಚು  ಅಕ್ರಮತೆ,స్ట్రోక్ ఎడ్జ్  అవకతవకలు
ಹೊಡೆತ,స్ట్రోక్ వెడల్పు
ಬಲವಾಗಿ ಸಂಪರ್ಕಗೊಂಡಿದೆ,గట్టిగా కనెక్ట్ చేయబడింది
ರಚನೆಯ  ಪ್ರವೇಶ,నిర్మాణ  ఇండక్షన్
ರಚನೆ,నిర్మాణం
ರಚನಾ ವಿಶ್ಲೇಷಣೆ,నిర్మాణాత్మక విశ్లేషణ
ರಚನಾತ್ಮಕ ಕೋಡಿಂಗ್,నిర్మాణాత్మక కోడింగ్
ರಚನೆಯ  ಭಾಷೆ,నిర్మాణాత్మక  భాష
ರಚನೆಯ  ಪ್ರೋಗ್ರಾಮಿಂಗ್,నిర్మాణాత్మక  ప్రోగ్రామింగ్
ರಚನಾ ವ್ಯವಸ್ಥೆ  ವಿಶ್ಲೇಷಣೆ,నిర్మాణాత్మక వ్యవస్థ  విశ్లేషణ
ರಚನಾತ್ಮಕ ವೇರಿಯಬಲ್  (ದಾಖಲೆ),నిర్మాణాత్మక వేరియబుల్  (రికార్డు)
ರಚನೆ  ಅಭಿವ್ಯಕ್ತಿ,నిర్మాణం  వ్యక్తీకరణ
ರಚನೆ,స్ట్రక్చర్ ఫ్లోచార్ట్
ರಚನೆ ಸದಸ್ಯ,నిర్మాణ సభ్యుడు
ಸರಣಿಗಳ ರಚನೆ,శ్రేణుల నిర్మాణం
ಮೊಂಡು,స్టబ్
ಸ್ಟಬ್ ಕಾರ್ಡ್,స్టబ్ కార్డ్
ತುಂಬು,అక్షర నింపడం
ಸ್ಟಂಟ್ ಬಾಕ್ಸ್,స్టంట్ బాక్స్
ಶಲಿಟ,స్టైలస్
ಸ್ಟೈಲಸ್ ಮುದ್ರಕ,స్టైలస్ ప్రింటర్
ಉಪ ಬ್ಲಾಕ್,సబ్ బ్లాక్
ಸ ೦ ಗಂಗಲ,సబ్‌చానెల్
ಉಪಪಂಡ,సబ్‌కమాండ్
ಉಪ ಡಾಟಬೇಸ್,సబ్‌డేటాబేస్
ಉಪಶಮನ,సబ్ఫీల్డ్
ಉಪಸ್ಥಿತಿ,సబ్‌జెనరేషన్
ಉಪಪತ್ತ್ರಿ,సబ్లిస్ట్
ಉಪಚಿತ್ರ,సబ్ లూప్
ಸಬ್‌ಟ್ರಿಕ್ಸ್,సబ్‌మాట్రిక్స్
ಸಬ್‌ಮೊಡ್ಯುಲರ್ ಹಂತ,సబ్‌మోడ్యులర్ దశ
ಸಾವು  ಮಾದರಿ,సబ్-నైక్విస్ట్  నమూనా
ಉಪಪಕ್ಷದ,సబ్‌పారామీటర్
ಉಪ ಪ್ರೋಗ್ರಾಂ,ఉపప్రోగ్రామ్
ಸಬ್‌ರೆಕ್ಷನ್ ಆಗುವ  ಶ್ರೇಣಮಾನ,సబ్రేకర్సివ్  సోపానక్రమం
ಪ್ರವಾಹದ,సబ్‌ట్రౌటిన్
ಸಬ್ರುಟೀನ್ ಕರೆ,సబ్‌ట్రౌటిన్ కాల్
ಸಬ್ರುಟೀನ್ ಗ್ರಂಥಾಲಯ,సబ్‌ట్రౌటిన్ లైబ్రరీ
ಪ್ರವಾಹದ  ಹೇಳಿಕೆ,సబ్‌ట్రౌటిన్  ప్రకటన
ಉಪಗಾಮ,సబ్‌స్కీమా
ಚಂದಾದಾರ,సబ్‌స్క్రిప్ట్
ಚಮತ್ಕಾರ,సబ్‌స్క్రిప్ట్ అక్షరం
ಚಂದಾದಾರಿಕೆ ಪಟ್ಟಿ,సబ్‌స్క్రిప్ట్ జాబితా
ಚಮತ್ಕಾರದ ವೇರಿಯಬಲ್,సబ్‌స్క్రిప్ట్ వేరియబుల్
ಉಪಗ್ರೌತನ,సబ్ సెమిగ్రూప్
ಉಪ ಅನುಕ್ರಮ,ఉప క్రమం
ಬದಲಿಯಾಗಿ  ಪಾತ್ರ,ప్రత్యామ్నాయం  పాత్ర
ಬದಲಾವಣೆ,ప్రత్యామ్నాయం
ಉಪವಿಭಾಗ,సబ్‌స్ట్రింగ్
ಸಬ್ಸ್ಟ್ರಿಂಗ್ ಗುರುತಿಸುವಿಕೆ,సబ్‌స్ట్రింగ్ ఐడెంటిఫైయర్
ವ್ಯವಸ್ಥೆ,ఉపవ్యవస్థ
ಪಥ,సబ్‌టాస్క్
ವಿನಿಯಿ,సబ్‌ట్రాక్టర్
ಉಪವಿಭಾಗ,సబ్‌ట్రీ
ಉತ್ತರಾಧಿಕಾರಿ ಕಾರ್ಯ,వారసుల ఫంక్షన్
ಪ್ರತ್ಯಯ,ప్రత్యయం
ಪ್ರತ್ಯಯ ಸಂಕೇತ,ప్రత్యయం సంజ్ఞామానం
ಮೊಳಕೆ,సూట్
ಮೊತ್ತ,సమ్చెక్
ಬೇಸಿಗೆ,వేసవి
ಸಂಕ್ಷಿಪ್ತ  ಸಂಯೋಜಕ,సమ్మింగ్  ఇంటిగ్రేటర్
ಉತ್ಪನ್ನಗಳ ಮೊತ್ತ  ಅಭಿವ್ಯಕ್ತಿ,ఉత్పత్తుల మొత్తం  వ్యక్తీకరణ
ಮೊತ್ತದ ಅವಧಿ,మొత్తం పదం
ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್,సూపర్ కంప్యూటర్
ಸೂಪರ್ ನಡೆಸುವುದು  ನೆನಪು,సూపర్ కండక్టింగ్  మెమరీ
ಸೂಪರ್ ನಡೆಸುವುದು  ತಂತ್ರಜ್ಞಾನ,సూపర్ కండక్టింగ్  సాంకేతికం
ಸೂಪರ್ ಗ್ರೂಪ್,సూపర్ గ్రూప్
ಸೂಪರ್ ಗುಂಪು  ವಿತರಣೆ,సూపర్ గ్రూప్  పంపిణీ
ಸೂಪರ್ ಗುಂಪು ವಿತರಣೆ  ಚೌಕಟ್ಟು,సూపర్ గ్రూప్ పంపిణీ  ఫ్రేమ్
ಸೂಪರ್ ದೊಡ್ಡ ಪ್ರಮಾಣ  ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,సూపర్ పెద్ద స్కేల్  ఇంటిగ్రేటెడ్ సర్క్యూట్
ಸೂಪರ್ ನೈಕ್ವಿಸ್ಟ್  ಮಾದರಿ,సూపర్ నైక్విస్ట్  నమూనా
ಸೂಪರ್ ವೈಯಕ್ತಿಕ  ಕಂಪ್ಯೂಟರ್,సూపర్ పర్సనల్  కంప్యూటర్
ಸೂಪರ್ ಸ್ಕ್ರಿಪ್ಟ್  ಪಾತ್ರ,సూపర్ స్క్రిప్ట్  పాత్ర
ಮೇಲ್ವಿಚಾರಕ,పర్యవేక్షకుడు
ಮೇಲ್ವಿಚಾರಕ ಕರೆ,సూపర్‌వైజర్ కాల్
ಮೇಲ್ವಿಚಾರಕ  ಕಾರ್ಯಕ್ರಮ,పర్యవేక్షకుడు  ప్రోగ్రామ్
ಮೇಲ್ವಿಚಾರಕ ರಾಜ್ಯ,సూపర్‌వైజర్ స్టేట్
ಬೆಂಬಲ ಚಿಪ್,మద్దతు చిప్
ಬೆಂಬಲ ಕಾರ್ಯಕ್ರಮ,మద్దతు కార్యక్రమం
ನಿಗ್ರಹಿಸು,అణచివేత
ಬೆಂಬಲ ನಿಯಂತ್ರಣ  ಕಾರ್ಯಕ್ರಮ,మద్దతు నియంత్రణ  ప్రోగ్రామ్
ಸಿರತ್ತು,సర్జెక్షన్
ಕಣ್ಗಡೆ  ಕಾರ್ಯಕ್ರಮ,నిఘా  ప్రోగ్రామ్
ಅಮಾನತುಗೊಳಿಸಿದ,సస్పెండ్
ಅಮಾನತುಗೊಳಿಸಿದ ಲಾಕ್,సస్పెండ్ లాక్
ವಿನಿಮಯಿಸು,స్వాప్
ಸ್ವ್ಯಾಪ್ ಹಂಚಿಕೆ  ಘಟಕ,స్వాప్ కేటాయింపు  యూనిట్
ಸ್ವ್ಯಾಪ್ ಇನ್,స్వాప్ ఇన్
ವಿನಿಮಯ,స్వాపింగ్
ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಿ,మార్పిడి
ಸ್ವ್ಯಾಪ್ ಸೆಟ್,స్వాప్ సెట్
ತಿರುಗಿಸು,స్విచ్
ಸ್ವಿಚ್ ಕೋಶ,స్విచ్ సెల్
ಸ್ವಿಚ್ ಅಕ್ಷರ,స్విచ్ అక్షరం
ಸ್ವಿಚ್ ಕೋಡ್,స్విచ్ కోడ్
ಬದಲಾವಣೆ  ಕಂಪ್ಯೂಟರ್,స్విచ్ నియంత్రణ  కంప్యూటర్
ಬದಲಾದ ರೇಖೆ,స్విచ్డ్ లైన్
ಬದಲಾಯಿಸುವುದು,మారడం
ಸ್ವಿಚ್ ಸೂಚಕ,స్విచ్ సూచిక
ಬೀಜಗಣಿತವನ್ನು ಬದಲಾಯಿಸುವುದು,బీజగణితం మారడం
ಬದಲಾಯಿಸುವುದು  ಅನ್ವಯಿಸು,మారడం  అప్లికేషన్
ಬದಲಾಗಿಸುವ ಕೇಂದ್ರ,మారే కేంద్రం
ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್ ಸರ್ಕ್ಯೂಟ್,సర్క్యూట్ మారడం
ಅಂಶ,మారే మూలకం
ಸ್ವಿಚಿಂಗ್ ಕಾರ್ಯ,మారే ఫంక్షన్
ನೆಟ್ವರ್ಕ್,నెట్‌వర్క్ మారడం
ಸ್ವಿಚಿಂಗ್ padಷಧ,స్విచ్చింగ్ ప్యాడ్
ಬದಲಾಯಿಸುವುದು  ನಿಯಂತ್ರಕ,మారడం  రెగ్యులేటర్
ಸ್ವಿಚಿಂಗ್ ವೇಗ,మారుతున్న వేగం
ಬದಲಾಯಿಸುವ ವ್ಯವಸ್ಥೆ,స్విచింగ్ సిస్టమ్
ಸ್ವಿಚಿಂಗ್ ಸಿದ್ಧಾಂತ,మారే సిద్ధాంతం
ಸಮಯ,సమయం మారడం
ಸ್ವಿಚಿಂಗ್ ಘಟಕ,స్విచ్చింగ్ యూనిట్
ಸ್ವಿಚಿಂಗ್ ವೇರಿಯಬಲ್,స్విచింగ్ వేరియబుల్
ಬದಲಾವಣೆ ತರಂಗ  ರೂಪ,మారుతున్న వేవ్  రూపం
ಬದಲಾಯಿಸಿ ಅಳವಡಿಕೆ,స్విచ్ చొప్పించడం
ಬದಲಾವಣೆ ಸೂಚನೆ,స్విచ్ ఇన్స్ట్రక్షన్
ಬದಲಾಯಿಸು,మార్చు
ಬದಲಾಯಿಸು,స్విచ్ రిజిస్టర్
ಕೊಠಡಿ,స్విచ్ రూమ్
ಸ್ವಿಚ್ ರೈಲು,స్విచ్ రైలు
ಉಚ್ಚಿ  (ಅಕ್ಷರ),అక్షర హైఫన్  (అక్షరం)
ಸಿಲ್ವೆಸ್ಟರ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,సిల్వెస్టర్ మ్యాట్రిక్స్
ಸಹ ಸಹಿ ನಿಯಂತ್ರಣ,సింబాయింట్ నియంత్రణ
ಚಿಹ್ನೆ,చిహ్నం
ಸಾಂಕೇತಿಕ ವಿಳಾಸ,సింబాలిక్ చిరునామా
ಸಾಂಕೇತಿಕ  ಸಂಬೋಧಿಸುವುದು,సింబాలిక్  చిరునామా
ಸಾಂಕೇತಿಕ  ಷೋಬರೆ,సింబాలిక్  సమీకరించేవాడు
ಸಾಂಕೇತಿಕ ಕೋಡಿಂಗ್,సింబాలిక్ కోడింగ్
ಸಾಂಕೇತಿಕ  ಡೀಗಗ್ ಮಾಡುವುದು,సింబాలిక్  డీబగ్గింగ్
ಸಾಂಕೇತಿಕ ಡೆಕ್,సింబాలిక్ డెక్
ಸಾಂಕೇತಿಕ ಸಂಪಾದಕ,సింబాలిక్ ఎడిటర్
ಸಾಂಕೇತಿಕ  ಸೂಚನಾ,సింబాలిక్  సూచన
ಸಾಂಕೇತಿಕ I/O  ನಿಯೋಜನೆ,సింబాలిక్ i/o  అప్పగింత
ಸಾಂಕೇತಿಕ ಭಾಷೆ,సింబాలిక్ లాంగ్వేజ్
ಸಾಂಕೇತಿಕ ತರ್ಕ,సింబాలిక్ లాజిక్
ಸಾಂಕೇತಿಕ ಹೆಸರು,సింబాలిక్ పేరు
ಸಾಂಕೇತಿಕ ಸಂಕೇತ,సింబాలిక్ సంజ్ఞామానం
ಸಾಂಕೇತಿಕ ಸಂಖ್ಯೆ,సింబాలిక్ సంఖ్య
ಸಾಂಕೇತಿಕ  ನಿಯತಾಂಕ,సింబాలిక్  పరామితి
ಸಾಂಕೇತಿಕ  ಪ್ಲ್ಯಾಸ್‌ಹೋಲ್ಡಿಗೆ,సింబాలిక్  ప్లేస్‌హోల్డర్
ಸಾಂಕೇತಿಕ  ಪ್ರೋಗ್ರಾಮಿಂಗ್,సింబాలిక్  ప్రోగ్రామింగ్
ಸಾಂಕೇತಿಕ ಕಾರ್ಯಕ್ರಮ  ವ್ಯವಸ್ಥೆ,సింబాలిక్ ప్రోగ్రామ్  వ్యవస్థ
ಚಿಹ್ನೆ  ಕುಶಲತೆ,చిహ్నం  తారుమారు
ಚಿಹ್ನೆ,సింబల్ ర్యాంక్
ಚಿಹ್ನೆಯ ದಾರ,సింబల్ స్ట్రింగ్
ಚಿಹ್ನೆ ಮೇಜು,చిహ్నం పట్టిక
ಸಮ್ಮಿನದ ಚಂಚಲ,సిమెట్రిక్ ఛానల్
ಸಮ್ಮಿನದ ಸರ್ಕ್ಯೂಟ್,సిమెట్రిక్ సర్క్యూట్
ಸಮ್ಮಿನದ  ವ್ಯತ್ಯಾಸ,సుష్ట  తేడా
ಸಮ್ಮಿನದ  ಕಾರ್ಯ,సుష్ట  ఫంక్షన్
ಸಮ್ಮಿತೀಯ ಗುಂಪು,సిమెట్రిక్ గ్రూప్
ಸಮ್ಮಿತೀಯ ಪಟ್ಟಿ,సిమెట్రిక్ జాబితా
ಸಮ್ಮಿತೀಯ ಪಟ್ಟಿ  ಸಂಸ್ಕರಕ,సిమెట్రిక్ జాబితా  ప్రాసెసర్
ಸಮ್ಮಿನದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,సిమెట్రిక్ మాతృక
ಸಮ್ಮಿತೀಯ ಕ್ರಮ  ಪ್ರಸರಣದ,సిమెట్రిక్ ఆర్డర్  ట్రావెర్సల్
ಸಮ್ಮಿನದ  ಸಂಸ್ಕರಕ,సుష్ట  ప్రాసెసర్
ಸಮ್ಮಿತೀಯ ಸಂಬಂಧ,సిమెట్రిక్ రిలేషన్
ಸಮ್ಮಿತಿ ಗುಂಪು,సిమెట్రీ గ్రూప్
ಸಿಂಕ್ ಬಿಟ್,సమకాలీకరణ బిట్
ಸಿಂಕ್ ಅಕ್ಷರ,సమకాలీకరణ అక్షరం
ಸುಲಿಗೆ,సమకాలీకరణ
ಸಿಂಕ್ರೊನೀಕರಣ,సమకాలీకరణ
ಸಿಂಕ್ರೊನೀಕರಣ  ನಾಡಿಮಿಡಿತ,సమకాలీకరణ  పల్స్
ಸಿಂಕ್ರೊನೈಜ,సింక్రొనైజర్
ಸಿಂಕ್ರೊನೈಜಿಂಗ್ ಪೈಲಟ್,పైలట్ సమకాలీకరించడం
ಸಿಂಕ್ರೊನೈಜಿಸುವ  ಸಂಕೇತ,సమకాలీకరించడం  సిగ్నల్
ಸಿಂಕ್ರೊನ,సింక్రోనస్
ಸಿಂಕ್ರೊನ  ಸುತ್ತಾಟ,సింక్రోనస్  సర్క్యూట్
ಸಿಂಕ್ರೊನ  ಸಂವಹನ,సింక్రోనస్  కమ్యూనికేషన్
ಸಿಂಕ್ರೊನ  ಕಂಪ್ಯೂಟರ್,సింక్రోనస్  కంప్యూటర్
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ  ಮರ,సింక్రోనస్ డేటా  లింక్
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ  ನಿಯಂತ್ರಣ,సింక్రోనస్ డేటా  లింక్ నియంత్రణ
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ  ಜಾಲ,సింక్రోనస్ డేటా  నెట్‌వర్క్
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ  ವರ್ಗಾಯಿಸು,సింక్రోనస్ డేటా  బదిలీ
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ  ರೋಗ ಪ್ರಸಾರ,సింక్రోనస్ డేటా  ప్రసార
ಸಿಂಕ್ರೊನಸ್ ಫ್ಲಿಪ್  ಸರ್ಕ್ಯೂಟ್,సింక్రోనస్ ఫ్లిప్  ఫ్లాప్ సర్క్యూట్
ಸಿಂಕ್ರೊನಸ್ ರೇಖೆ  ನಿಯಂತ್ರಣ,సింక్రోనస్ లైన్  నియంత్రణ
ಸಿಂಕ್ರೊನ  ಕಾರ್ಯಾಚರಣೆ,సింక్రోనస్  ఆపరేషన్
ಸಿಂಕ್ರೊನ  ಉಪಗ್ರಹ,సింక్రోనస్  ఉపగ్రహ
ಸಿಂಕ್ರೊನಸ್ ಸರಣಿ  I/o ವರ್ಗಾವಣೆ,సింక్రోనస్ సీరియల్  I/o బదిలీ
ಸಿಂಕ್ರೊನ  ವರ್ಗಾಯಿಸು,సింక్రోనస్  బదిలీ
ಸಿಂಕ್ರೊನ  ರೋಗ ಪ್ರಸಾರ,సింక్రోనస్  ప్రసార
ಸಿಂಕ್ರೊನ  ಕೆಲಸ,సింక్రోనస్  పని
ಸಿಂಡೆನ,సిండెటిక్
ಸಹಕಾರದ,సినర్జెటిక్
ಹಭೀಜದ,సినర్జిక్
ಸಿಂಟ್ಯಾಕ್ಟಿಕ್ ದೋಷ,వాక్యనిర్మాణ లోపం
ಸಿಂಟ್ಯಾಕ್ಟಿಕ್ ಮೊನೊಯೋಡ್,సింటాక్టిక్ మోనోయోడ్
ಅಂತರ್ರಚನೆ,సింటాక్స్
ಸಿಂಟ್ಯಾಕ್ಸ್ ವಿಶ್ಲೇಷಣೆ,సింటాక్స్ విశ్లేషణ
ಸಿಂಟ್ಯಾಕ್ಸ್ ವಿಶ್ಲೇಷಕ,సింటాక్స్ ఎనలైజర్
ಸಿಂಟ್ಯಾಕ್ಸ್ ಪರೀಕ್ಷಕ,సింటాక్స్ చెకర్
ಸಿಂಟ್ಯಾಕ್ಸ್ ರೇಖಾಚಿತ್ರ,సింటాక్స్ రేఖాచిత్రం
ಸಿಂಟ್ಯಾಕ್ಸ್ ನಿರ್ದೇಶಿಸಲಾಗಿದೆ  ಕೊಲೆಗಡುಕ,సింటాక్స్ దర్శకత్వం వహించారు  కంపైలర్
ಸಿಂಟ್ಯಾಕ್ಸ್ ದೋಷ,సింటాక్స్ లోపం
ಸಿಂಟ್ಯಾಕ್ಸ್ ಭಾಷೆ,సింటాక్స్ భాష
ಪಾಂಟಾಕ್ಸ್ ಮರ,సింటాక్స్ ట్రీ
ಸಂಶ್ಲೇಷಿತ ವಿಳಾಸ (= ರಚಿಸಿದ ವಿಳಾಸ),సింథటిక్ చిరునామా (= ఉత్పత్తి చేసిన చిరునామా)
ಸಂಶ್ಲೇಷಿತ ಭಾಷೆ (= ಮೂಲ ಭಾಷೆ),సింథటిక్ భాష (= మూల భాష)
ಸಿಸ್ಜೆನ್ (= ಸಿಸ್ಟಮ್  ಉತ್ಪಾದನೆ),సిస్జెన్ (= వ్యవస్థ  తరం)
ಸಿಸ್ಟಮ್ ಲೆಕ್ಕಪತ್ರ ನಿರ್ವಹಣೆ,సిస్టమ్ అకౌంటింగ్
ವ್ಯವಸ್ಥೆಯ ವಿಶ್ಲೇಷಣೆ,సిస్టమ్ విశ్లేషణ
ಸಿಸ್ಟಂ ವಿಶ್ಲೇಷಕ,సిస్టమ్ ఎనలైజర్
ವ್ಯವಸ್ಥೆಯ ವಿಶ್ಲೇಷಕ,సిస్టమ్ విశ్లేషకుడు
ವ್ಯವಸ್ಥಿತ ಸಂಕೇತ,క్రమబద్ధమైన కోడ్
ವ್ಯವಸ್ಥೆಯ ಸಾಮರ್ಥ್ಯ,సిస్టమ్ సామర్థ్యం
ಸಿಸ್ಟಂ ಚಾರ್ಟ್,సిస్టమ్ చార్ట్
ಸಿಸ್ಟಮ್ ಚೆಕ್,సిస్టమ్ చెక్
ಸಿಸ್ಟಮ್ ಚೆಕ್  ಘಟಕ,సిస్టమ్ చెక్  మాడ్యూల్
ಸಿಸ್ಟಮ್ ಆಜ್ಞ,సిస్టమ్ కమాండ్
ವ್ಯವಸ್ಥೆ  ಸಂವಹನ  ಸಂಸ್ಕರಣೆ,వ్యవస్థ  కమ్యూనికేషన్  ప్రాసెసింగ్
ವ್ಯವಸ್ಥೆಯ ವ್ಯವಸ್ಥೆಯ,సిస్టమ్ స్థిరాంకం
ಸಿಸ್ಟಂ ನಿಯಂತ್ರಣ  ಭಾಷೆ,సిస్టమ్ నియంత్రణ  భాష
ಸಿಸ್ಟಮ್ ನಿಯಂತ್ರಕ,సిస్టమ్ కంట్రోలర్
ಸಿಸ್ಟಮ್ ಕುಸಿತ,సిస్టమ్ క్రాష్
ವ್ಯವಸ್ಥೆಯ ವ್ಯಾಖ್ಯಾನ,సిస్టమ్ నిర్వచనం
ವ್ಯವಸ್ಥೆಯ ವಿನ್ಯಾಸ,సిస్టమ్ డిజైన్
ಸಿಸ್ಟಮ್ ವಿನ್ಯಾಸಕ,సిస్టమ్ డిజైనర్
ವ್ಯವಸ್ಥೆ  ದಸ್ತಾವತಿ,వ్యవస్థ  డాక్యుమెంటేషన్
ವ್ಯವಸ್ಥೆ  ಎಂಜಿನಿಯರಿಂಗ್,వ్యవస్థ  ఇంజనీరింగ్
ಸಿಸ್ಟಮ್ ದೋಷ,సిస్టమ్ లోపం
ವ್ಯವಸ್ಥೆಯ ಉತ್ಪಾದನೆ,సిస్టమ్ జనరేషన్
ಸಿಸ್ಟಂ,సిస్టమ్ హ్యాకర్
ಸಿಸ್ಟಮ್ ಕೈಪಿಡಿ,సిస్టమ్ హ్యాండ్‌బుక్
ಸಿಸ್ಟಮ್ ಇನ್ಪುಟ್  ಸಾಧನ,సిస్టమ్ ఇన్పుట్  పరికరం
ಸಿಸ್ಟಮ್ ಸೂಚನೆ,సిస్టమ్ సూచన
ಸಿಸ್ಟಮ್ ಇಂಟರ್ಫೇಸ್,సిస్టమ్ ఇంటర్ఫేస్
ಸಿಸ್ಟಮ್ ಇಂಟರ್ಫೇಸ್  ವಿನ್ಯಾಸ,సిస్టమ్ ఇంటర్ఫేస్  రూపకల్పన
ಸಿಸ್ಟಮ್ ಅಡಚಣೆ,సిస్టమ్ అంతరాయం
ಸಿಸ್ಟಮ್ ಕೀಲ,సిస్టమ్ కీ
ವ್ಯವಸ್ಥೆಯ ಭಾಷೆ,సిస్టమ్ భాష
ಸಿಸ್ಟಮ್ ಮಟ್ಟ  ಪ್ರೋಗ್ರಾಮಿಂಗ್,సిస్టమ్ స్థాయి  ప్రోగ్రామింగ్
ಸಿಸ್ಟಂ ಗ್ರಂಥಾಲಯ,సిస్టమ్ లైబ్రరీ
ಸಿಸ್ಟಮ್ ಲೈಫ್ ಸೈಕಲ್,సిస్టమ్ లైఫ్ సైకిల్
ಸಿಸ್ಟಮ್ ಲೋಡರ್,సిస్టమ్ లోడర్
ವ್ಯವಸ್ಥೆಯ ಲಾಗ್,సిస్టమ్ లాగ్
ವ್ಯವಸ್ಥೆ  ನಿರ್ವಹಣೆ,వ్యవస్థ  నిర్వహణ
ವ್ಯವಸ್ಥೆಯ ಮಾಡ್ಯುಲಾರಿತ್ವ,సిస్టమ్ మాడ్యులారిటీ
ವ್ಯವಸ್ಥೆಯ ಜಾಲ  ವಾಸ್ತುಶಿಲ್ಪಿ,సిస్టమ్ నెట్‌వర్క్  వాస్తుశిల్పం
ಸಿಸ್ಟಮ್ ಆಯೋಜಕ,సిస్టమ్ ఆపరేటర్
ಸಿಸ್ಟಮ್ ಉತ್ಪಾದನೆ  ಸಾಧನ,సిస్టమ్ అవుట్పుట్  పరికరం
ಸಿಸ್ಟಮ್ ಉತ್ಪಾದನೆ  ಬರಹಗಾರ,సిస్టమ్ అవుట్పుట్  రచయిత
ವ್ಯವಸ್ಥೆ  ಉತ್ಪಾದಕತೆ,వ్యవస్థ  ఉత్పాదకత
ವ್ಯವಸ್ಥೆಯ ಕಾರ್ಯಕ್ರಮ,సిస్టమ్ ప్రోగ్రామ్
ವ್ಯವಸ್ಥೆ  ಪ್ರಾಂತ್ಯ,వ్యవస్థ  ప్రోగ్రామర్
ವ್ಯವಸ್ಥೆ  ಪ್ರೋಗ್ರಾಮಿಂಗ್  ಭಾಷೆ,వ్యవస్థ  ప్రోగ్రామింగ్  భాష
ಸಿಸ್ಟಮ್ ಕ್ವೈಸ್,సిస్టమ్ క్విస్సే
ಸಿಸ್ಟಮ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,సిస్టమ్ విశ్వసనీయత
ವ್ಯವಸ್ಥೆಯ ವಾಸ  ಪರಿಮಾಣ,సిస్టమ్ నివాసం  వాల్యూమ్
ವ್ಯವಸ್ಥೆಯ ವ್ಯವಸ್ಥಾಪಕ,సిస్టమ్ నివాసి
