Marathi,Kannada
निर्वासित,ನಿರಾಶ್ರಿತ
रेगलिया,ರೆಗಾಲಿಯಾ
रेगलिया,ರೆಗಾಲಿಯಾ
रेगलिया,ರೆಗಾಲಿಯಾ
रीजन्सी,ರೀಜೆನ್ಸಿ
रीजेंट,ರಾಜಪ್ರತಿನಿಧಿ
रीजेंट राणी,ರಾಜಪ್ರತಿನಿಧಿ ರಾಣಿ
रेजिसाइड,ರೆಜಿಸೈಡ್
रेजिसाइड्स,ರೆಜಿಸೈಡ್ಗಳು
राजवट,ಆಡಳಿತ
राजवट,ಆಡಳಿತ
प्रदेश,ಪ್ರದೇಶ
Regnal वर्ष,ರೆಗ್ನಲ್ ವರ್ಷ
रेग्नंट,ರೆಗ್ನೆಂಟ್
रेग्नम,ರೆಗ್ನಮ್
रेच,ರೀಚ್
राजवट,ಆಳ್ವಿಕೆ
राजवट,ಆಳ್ವಿಕೆ
राज्य करणारे कुटुंब,ಆಳುವ ಕುಟುಂಬ
दहशतीचे राज्य,ಭಯೋತ್ಪಾದನೆಯ ಆಳ್ವಿಕೆ
दहशतीचे राज्य,ಭಯೋತ್ಪಾದನೆಯ ಆಳ್ವಿಕೆ
मजबुत करा,ಬಲಪಡಿಸಲು
मजबुतीकरण,ಬಲವರ್ಧನೆ
पुनर्स्थापना,ಮರುಸ್ಥಾಪನೆ
पुन्हा गुंतवणूक करा,ಮರುಹೂಡಿಕೆ ಮಾಡಿ
रिले पोस्ट,ರಿಲೇ ಪೋಸ್ಟ್
रिले मार्ग,ರಿಲೇ ಮಾರ್ಗ
रिले प्रणाली,ರಿಲೇ ಸಿಸ್ಟಮ್
सोडा,ಬಿಡುಗಡೆ
सोडा,ಬಿಡುಗಡೆ
त्याग,ತ್ಯಜಿಸುವಿಕೆ
त्याग,ತ್ಯಜಿಸುವಿಕೆ
रेपर्टरी (=इन्व्हेंटरी),ರೆಪರ್ಟರಿ (=ದಾಸ್ತಾನು)
भांडार,ಭಂಡಾರ
भांडार,ಭಂಡಾರ
प्रजासत्ताक,ಗಣರಾಜ್ಯ
प्रजासत्ताक दिवस,ಗಣರಾಜ್ಯೋತ್ಸವ
रिस्क्रिप्ट,ರೆಸ್ಕ್ರಿಪ್ಟ್
रिस्क्रिप्ट,ರೆಸ್ಕ್ರಿಪ್ಟ್
रहिवासी,ನಿವಾಸಿ
जीर्णोद्धार,ಪುನಃಸ್ಥಾಪನೆ
पुनरुत्थान,ಪುನರುತ್ಥಾನ
पुनरुत्थान,ಪುನರುತ್ಥಾನ
माघार,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
उलटे (नाण्याचे),ಹಿಮ್ಮುಖ (ನಾಣ್ಯದ)
बंड,ದಂಗೆ
क्रांती,ಕ್ರಾಂತಿ
"क्रांती, फ्रेंच","ಕ್ರಾಂತಿ, ಫ್ರೆಂಚ್"
क्रांती गौरवशाली,ಕ್ರಾಂತಿ ಗ್ಲೋರಿಯಸ್
"क्रांती, औद्योगिक","ಕ್ರಾಂತಿ, ಕೈಗಾರಿಕಾ"
उगवतो,ಏರುತ್ತಿದೆ
रॉटन-बरो,ರಾಟನ್-ಬರೋ
रफ रायडर्स,ರಫ್ ರೈಡರ್ಸ್
गोलाकार डोके,ರೌಂಡ್-ಹೆಡ್ಸ್
राउट,ರೂಟ್
रॉयल प्रेक्षक,ರಾಯಲ್ ಪ್ರೇಕ್ಷಕರು
रॉयल चार्टर,ರಾಯಲ್ ಚಾರ್ಟರ್
रॉयल क्रेस्ट,ರಾಯಲ್ ಕ್ರೆಸ್ಟ್
रॉयल क्रेस्ट,ರಾಯಲ್ ಕ್ರೆಸ್ಟ್
शाही हुकूम,ರಾಯಲ್ ತೀರ್ಪು
रुब्रिक,ರೂಬ್ರಿಕ್
अवशेष,ಅವಶೇಷಗಳು
धावपटू,ಓಟಗಾರ
तोडफोड,ವಿಧ್ವಂಸಕತೆ
साबर,ಸೇಬರ್
सेबर्स,ಸೇಬರ್ಸ್
त्याग,ತ್ಯಾಗ
त्याग,ತ್ಯಾಗ
त्याग,ತ್ಯಾಗ
सुरक्षित आचरण,ಸುರಕ್ಷಿತ ನಡವಳಿಕೆ
सेफगार्ड,ರಕ್ಷಿಸಲು
सेफगार्ड,ರಕ್ಷಿಸಲು
कर्तव्यांचे रक्षण करणे,ಸಂರಕ್ಷಣಾ ಕರ್ತವ್ಯಗಳು
सायली,ಸ್ಯಾಲಿ
सॅली-बंदर,ಸ್ಯಾಲಿ-ಪೋರ್ಟ್
राजदंड,ರಾಜದಂಡ
स्किमिटर,ಸ್ಕಿಮಿಟರ್
दुसरी इस्टेट,ಎರಡನೇ ಎಸ್ಟೇಟ್
पंथ,ಪಂಥ
पंथ,ಪಂಥ
जप्ती,ಸೆಳವು
जप्ती,ಸೆಳವು
सिनेट,ಸೆನೆಟ್
सिनेट,ಸೆನೆಟ್
सिनेट,ಸೆನೆಟ್
सिनेट,ಸೆನೆಟ್
सेवक (= सीमा किंवा विलेन),ಸೆರ್ಫ್ (=ಬೋರ್ಡಾರ್ ಅಥವಾ ವಿಲನ್)
सेवक (= सीमा किंवा विलेन),ಸೆರ್ಫ್ (=ಬೋರ್ಡಾರ್ ಅಥವಾ ವಿಲನ್)
दासत्व (सरफहुड किंवा सर्फेज),ಜೀತಪದ್ಧತಿ (ಸೆರ್ಫಡ್ ಅಥವಾ ಜೀತದಾಳು
दासत्व (सरफहुड किंवा सर्फेज),ಜೀತಪದ್ಧತಿ (ಸರ್ಫೂಡ್ ಅಥವಾ ಜೀತದಾಳು
सावलीचा राजा,ನೆರಳು ರಾಜ
शिप मनी,ಶಿಪ್ ಮನಿ
शॉक सैन्य (= वादळ सैन्य),ಆಘಾತ ಪಡೆಗಳು (=ಚಂಡಮಾರುತ ಪಡೆಗಳು)
लहान संसद,ಸಂಕ್ಷಿಪ್ತ ಸಂಸತ್ತು
चकमक,ಚಕಮಕಿ
गुलाम,ಗುಲಾಮ
गुलामगिरी,ಗುಲಾಮಗಿರಿ
गुलामगिरी,ಗುಲಾಮಗಿರಿ
सैनिक राजकारणी,ಸೈನಿಕ ರಾಜನೀತಿಜ್ಞ
भाला,ಈಟಿ
भाला-डोके,ಈಟಿ-ತಲೆ
गोलाकार,ಗೋಳ
स्फ्रागिस्टिक्स,ಸ್ಫ್ರಾಜಿಸ್ಟಿಕ್ಸ್
व्यवस्था खराब करते,ವ್ಯವಸ್ಥೆಯನ್ನು ಹಾಳುಮಾಡುತ್ತದೆ
स्क्वायर,ಸ್ಕ್ವೈರ್
स्क्वायर,ಸ್ಕ್ವೈರ್
स्क्वायरार्की,ಸ್ಕ್ವೈರಿಯಾರ್ಕಿ
स्क्वायरार्की,ಸ್ಕ್ವೈರಿಯಾರ್ಕಿ
मानक,ಪ್ರಮಾಣಿತ
मानक-वाहक,ಪ್ರಮಾಣಿತ-ಧಾರಕ
उभे सैन्य,ನಿಂತಿರುವ ಸೈನ್ಯ
स्थायी आदेश,ಸ್ಥಾಯಿ ಆದೇಶಗಳು
स्थायी आदेश,ಸ್ಥಾಯಿ ಆದೇಶಗಳು
स्टेटसमन,ಸ್ಟೇಟ್ಸ್ಮನ್
दगडी शिलालेख,ಕಲ್ಲಿನ ಶಾಸನ
तुफान सैन्य,ಚಂಡಮಾರುತದ ಪಡೆಗಳು
डावपेच,ತಂತ್ರಗಾರಿಕೆ
रणनीती,ತಂತ್ರ
रणनीती,ತಂತ್ರ
रणनीती,ತಂತ್ರ
स्ट्रॅटोक्रसी,ಸ್ಟ್ರಾಟೋಕ್ರಸಿ
कलह,ಕಲಹ
कलह,ಕಲಹ
मजबूत पकड,ಬಲವಾದ ಹಿಡಿತ
मजबूत पकड,ಬಲವಾದ ಹಿಡಿತ
उपकंपनी टॅलायन्स,ಅಧೀನ ಟ್ಯಾಲಿಯನ್ಸ್
उत्तराधिकारी,ಉತ್ತರಾಧಿಕಾರ
उत्तराधिकारी,ಉತ್ತರಾಧಿಕಾರಿ
मताधिकार,ಮತದಾನದ ಹಕ್ಕು
मताधिकारवादी,ಮತದಾರ
सल्तनत,ಸುಲ್ತಾನರು
सुलतानी काळ,ಸುಲ್ತಾನರ ಕಾಲ
शरणागती,ಶರಣಾಗತಿ
सुझरेन,ಸುಜರೈನ್
सुझरेन राज्य,ಸುಜರೈನ್ ರಾಜ್ಯ
तलवारबाज,ಖಡ್ಗಧಾರಿ
तमनी सोसायटी,ತಮ್ಮನಿ ಸೊಸೈಟಿ
टेम्पर्ड तलवार,ಟೆಂಪರ್ಡ್ ಕತ್ತಿ
भाडेकरू,ಬಾಡಿಗೆದಾರ
भाडेकरू,ಬಾಡಿಗೆದಾರ
प्रदेश,ಪ್ರಾಂತ್ಯ
प्रदेश,ಪ್ರಾಂತ್ಯ
प्रदेश सरकार,ಪ್ರದೇಶದ ಸರ್ಕಾರ
दहशतवाद,ಭಯೋತ್ಪಾದನೆ
तिसरी इस्टेट,ಮೂರನೇ ಎಸ್ಟೇಟ್
तीन इस्टेट्स,ಮೂರು ಎಸ್ಟೇಟ್ಗಳು
टोल,ಟೋಲ್
टोल घर,ಸುಂಕದ ಮನೆ
थडगे,ಸಮಾಧಿ
टोरी,ಟೋರಿ
टोटेम,ಟೋಟೆಮ್
टॉवर,ಗೋಪುರ
टॉवर,ಗೋಪುರ
विजयाचा टॉवर,ವಿಜಯದ ಗೋಪುರ
देशद्रोही,ದೇಶದ್ರೋಹಿ
विश्वासघात,ವಿಶ್ವಾಸಘಾತುಕತನ
देशद्रोह,ದೇಶದ್ರೋಹ
करार,ಒಪ್ಪಂದ
युद्धाद्वारे चाचणी (= लढाईद्वारे माग),ಯುದ್ಧದ ಮೂಲಕ ಪ್ರಯೋಗ (=ಯುದ್ಧದ ಮೂಲಕ ಜಾಡು)
श्रद्धांजली,ಶ್ರದ್ಧಾಂಜಲಿ
श्रद्धांजली,ಶ್ರದ್ಧಾಂಜಲಿ
श्रद्धांजली भूमी,ಗೌರವ ಭೂಮಿ
तिहेरी युती,ಟ್ರಿಪಲ್ ಮೈತ್ರಿ
तिहेरी entente,ಟ್ರಿಪಲ್ ಎಂಟೆಂಟೆ
विजय,ವಿಜಯೋತ್ಸವ
विजय,ವಿಜಯೋತ್ಸವ
गडबड,ಪ್ರಕ್ಷುಬ್ಧತೆ
अत्याचारी,ನಿರಂಕುಶ ಹತ್ಯೆ
अत्याचारी,ನಿರಂಕುಶ ಹತ್ಯೆ
जुलमी,ದೌರ್ಜನ್ಯ
जुलमी,ದೌರ್ಜನ್ಯ
जुलमी,ನಿರಂಕುಶಾಧಿಕಾರಿ
उल्हान,ಉಹ್ಲಾನ್
उकासे,ಉಕಾಸೆ
उकासे,ಉಕಾಸೆ
उलेमा,ಉಲೇಮಾ
अल्टिमेटम,ಅಲ್ಟಿಮೇಟಮ್
अल्टिमेटम,ಅಲ್ಟಿಮೇಟಮ್
सॅम काका,ಚಿಕ್ಕಪ್ಪ ಸ್ಯಾಮ್
अंडर-राजा,ಅಂಡರ್-ಕಿಂಗ್
युनायटेड आयरिशमन,ಯುನೈಟೆಡ್ ಐರಿಶ್‌ಮೆನ್
संयुक्त राष्ट्र,ವಿಶ್ವಸಂಸ್ಥೆ
संयुक्त प्रांत,ಯುನೈಟೆಡ್ ಪ್ರಾಂತ್ಯಗಳು
संयुक्त प्रांत,ಯುನೈಟೆಡ್ ಪ್ರಾಂತ್ಯಗಳು
अतुलनीय किल्ला,ಏಕರೂಪದ ಕೋಟೆ
सार्वत्रिक सम्राट,ಸಾರ್ವತ್ರಿಕ ರಾಜ
सार्वत्रिक मताधिकार,ಸಾರ್ವತ್ರಿಕ ಮತದಾನದ ಹಕ್ಕು
उठाव,ದಂಗೆ
उपभोग,ದುರುಪಯೋಗ
हडप करणारा,ದರೋಡೆಕೋರ
युटोपिया,ರಾಮರಾಜ್ಯ
तोडफोड,ವಿಧ್ವಂಸಕ
तोडफोड,ವಿಧ್ವಂಸಕತೆ
मोहरा,ವ್ಯಾನ್ಗಾರ್ಡ್
मोहरा,ವ್ಯಾನ್ಗಾರ್ಡ್
मोहरा,ವ್ಯಾನ್ಗಾರ್ಡ್
वरांगीयन,ವರಂಗಿಯನ್
वरांजीयन गार्ड,ವರಂಗಿಯನ್ ಕಾವಲುಗಾರ
वासल,ವಾಸಲ್
वासल,ವಾಸಲ್
वासल राज्य,ವಾಸಲ್ ರಾಜ್ಯ
व्हॅटिकन कौन्सिल,ವ್ಯಾಟಿಕನ್ ಕೌನ್ಸಿಲ್
भांडे,ಹಡಗು
भांडे,ಹಡಗು
भांडे,ಹಡಗು
उपराजा,ಉಪರಾಜ
व्हाईसरॉय,ವೈಸರಾಯ್
व्हाईसरॉयल्टी = व्हाईसरॉयशिप,ವೈಸರಾಯಲ್ಟಿ=ವೈಸ್ರಾಯಶಿಪ್
व्हिक्टर,ವಿಕ್ಟರ್
विजय,ವಿಜಯ
विलेन,ವಿಲೀನ್
जलप्रवास,ಪ್ರಯಾಣ
असुरक्षित किल्ला,ದುರ್ಬಲ ಕೋಟೆ
वॉल पेंटिंग,ವಾಲ್ ಪೇಂಟಿಂಗ್
भिंत पेंटिंग,ವಾಲ್ ಪೇಂಟಿಂಗ್
युद्ध,ಯುದ್ಧ
युद्धाचा अधिपती,ಯುದ್ಧಾಧಿಪತಿ
योद्धा,ಯೋಧ
योद्धा,ಯೋಧ
योद्धा,ಯೋಧ
युद्धनौका,ಯುದ್ಧನೌಕೆ
पहा-शब्द,ವಾಚ್-ವರ್ಡ್
कल्याणकारी राज्य,ಕಲ್ಯಾಣ ರಾಜ್ಯ
कल्याणकारी कार्य,ಕಲ್ಯಾಣ ಕೆಲಸ
विग,ವಿಗ್
पांढरा झेंडा,ಬಿಳಿ ಧ್ವಜ
व्हाईटमेनचे ओझे,ಬಿಳಿಯರ ಹೊರೆ
जागतिक साम्राज्य,ವಿಶ್ವ ಸಾಮ್ರಾಜ್ಯ
जागतिक चळवळ,ವಿಶ್ವ ಚಳುವಳಿ
जागतिक राजकारण,ವಿಶ್ವ ರಾಜಕೀಯ
जागतिक शक्ती,ವಿಶ್ವ ಶಕ್ತಿ
विश्वयुद्ध,ವಿಶ್ವ ಯುದ್ಧ
कामगार,ವ್ರೀಕರ್
मोडतोड दुरुस्ती,ಧ್ವಂಸ ತಿದ್ದುಪಡಿ
झेनेलासिस,ಕ್ಸೆನೆಲಾಸಿಸ್
झेनोफोबिया,ಅನ್ಯದ್ವೇಷ
यँकी,ಯಾಂಕೀ
पिवळे जाकीट,ಹಳದಿ ಜಾಕೆಟ್
पिवळा माणूस,ಹಳದಿ ಮನುಷ್ಯ
पिवळा धोका,ಹಳದಿ ಅಪಾಯ
पिवळा प्रेस,ಹಳದಿ ಪ್ರೆಸ್
तरुण तुर्क,ಯಂಗ್ ಟರ್ಕ್ಸ್
झ्यूस,ಜೀಯಸ್
झिओनिझम,ಜಿಯೋನಿಸಂ
झोरास्ट्रियन धर्म,ಝೋರಾಸ್ಟ್ರಿಯನ್ ಧರ್ಮ
