Kannada,Marathi
ದಿಬ್ಬದ ಸಂಸ್ಕೃತಿ,मॉंड संस्कृती
ದಿಬ್ಬದ ಲೇಯರಿಂಗ್,मॉंड लेयरिंग
ಮೊವರ್,मॉवर
ಮೊಣಕಾಲ,Mowing
ಲಂಬಕಟ್ಟೆ,म्यूसीलेज
ಮಣ್ಣು ಮಣ್ಣು,मक माती
ಮಣ್ಣಿನ,चिखल
ಮಫಿಲ್,मफल
ಹಸಿಮಿ ಕೃಷಿ,गवत शेती
ಹಸಿಗೊಬ್ಬರ,तणाचा वापर ओले गवत
ಹಸಿಗ,गवत
ಮರ್ಸಿ,मल्चिंग
ಮಡಿ,मुल
ಬಹುಮಹಡಿ ಬೆಳೆ,बहु -मजली ​​पीक
ಬಹು ಪರಸ್ಪರ ಸಂಬಂಧ,एकाधिक परस्परसंबंध
ಬಹು ಕ್ರಾಪಿಂಗ್,एकाधिक पीक
ಬಹು ಕ್ರಾಪಿಂಗ್ ಸೂಚ್ಯಂಕ,एकाधिक क्रॉपिंग इंडेक्स
ಬಹು ಅಡ್ಡ,एकाधिक क्रॉस
ಬಹು ಪ್ರತಿರೋಧ,एकाधिक प्रतिकार
ಮಲ್ಟಿವೇರಿಯ,मल्टिव्हिएट
ಬೃಹತ್ಕಂತ್‌ನ,मल्टीझिगोटिक
ಮುಮ್ಮಿಡನೆ,Mummification
ಮಮ್ಮಿ ಮಾಡಿದ ಹಣ್ಣು,मुम्मीफाइड फळ
ಮಸ್ಕೋವೈಟ್,मस्कोवाइट
ಅಣಬೆ,मशरूम
ರೂಪಾಂತರ,म्युटागेन
ರೂಪಾಂತರದ,उत्परिवर्तन
ರೂಪಾಂತರ,उत्परिवर्तन
ಪರಸ್ಪರ ಪ್ರತಿಬಂಧ,परस्पर प्रतिबंध
ಪರಸ್ಪರವಾದ,परस्परवाद
ಕವಕ,मायसेलियम
ಸಂಚಾರಿ,मायकोलॉजी
ಮೈಕೋಪ್ಲಾಸ್ಮಾ,मायकोप्लाझ्मा
ಮೈಕೋರೈಜ್,मायकोरिझा
ಜರಡಿ,गदा
ಮಡಿ,मदार
ಮಧುಕ,मधुका
ಮೆಕ್ಕೆ ಜೋಳ,मका
ಮಂತ್ರಮತಿ,मखाना
ಮಚ್ಚೆ,मंदारिन
ಮಾವಿನಕಾಯಿ,आंबा झिंगर
ಮಾವು,आंबा
"ಮಾರ್ಗಸಾ, ಬೇವಿನ","मार्गोसा, कडुनिंब"
ಮಡಿಚಾದ,झेंडू
ಸಣ್ಣ ಮರ,मॅस्टिक ट्री
ಮೆರಿಲ್,मेरिल
ಮನ್ನೆ,मेस्ता
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,पुदीना
ಮೊಲಕಾ ಹುರುಳಿ,मोलुका बीन
ಮಂಕಿ ಜಾಕ್,माकड जॅक
ಮರಿಹುಳು,मोरिंगा
ಬೆಳಿಗ್ಗೆ ವೈಭವ (ಕನ್ವೋಲ್ವುಲಸ್),सकाळचे वैभव (कॉन्वॉल्व्हुलस)
ನಾರುಬಟ್ಟೆ,मोसंबी
ಚಿಟ್ಟೆ ಹುರುಳಿ,मॉथ बीन
ಮಡುಕು,तुती
ಅಣಬೆ,मशरूम
ಕಸ್ತೂರಿ,कस्तुरी खरबूज
ಕಣ್ಗಾವಲು,कस्तुरी
ಸಾಸಿವೆ,मोहरी
ಮೈರ್ಟಲ್,मर्टल
ಮಪಿಯರ್ ಹುಲ್ಲು,मॅपियर गवत
ಬಗೆಗಿನ,मीली बग
ಮಧ್ಯಮ,मिज
ಹಬ್ಬರು,माइट्स
ಕೋತಿ,माकड
ಸೊಳ್ಳೆ,डास
ಪತಂಗ,मॉथ
ಪದ್ಯಶಾಸ್ತ್ರಜ್ಞ,हवामानशास्त्रज्ञ
ಸೂಕ್ಷ್ಮ ಜೀವಶಾಸ್ತ್ರಜ್ಞ,मायक्रोबायोलॉजिस्ट
ದೈಹಿಕ ರೋಗಶಾಸ್ತ್ರಜ್ಞ,मायकोलॉजिस्ट
ನ್ಯಾನೊಣಸ ತಂತ್ರಜ್ಞಾನ,नॅनोटेक्नॉलॉजी
ನಾರಿನ ನರಿ -ನರಿ -ನರಿ,नेपिफॉर्म
ಮಾದಕ ವಸ್ತುವಿನ,मादक
ನಾಸ್ಟಿಕ್ ಚಲನೆ,नॅस्टिक चळवळ
ರಾಷ್ಟ್ರೀಯ ಪ್ರದರ್ಶನ,राष्ट्रीय प्रात्यक्षिक
ರಾಷ್ಟ್ರೀಕರಣ (ಭೂಮಿಯ),राष्ट्रीयीकरण (जमीन)
ನೈಸರ್ಗಿಕ,नैसर्गिक
ನೈಸರ್ಗಿಕ ಇಯುತು,नैसर्गिक इरोशन
ನೈಸರ್ಗಿಕ ಕೃಷಿ,नैसर्गिक शेती
ನೈಸರ್ಗಿಕ ಸಂಪನ್ಮೂಲಗಳ,नैसर्गिक संसाधने
ನೈಸರ್ಗಿಕ ಆಯ್ಕೆ,नैसर्गिक निवड
ನೈಸರ್ಗಿಕ ಸಸ್ಯವರ್ಗ,नैसर्गिक वनस्पती
ಕುತ್ತಿಗೆ (ಹಾರ್ಟ್),मान (हॉर्ट)
Necrತಕ,नेक्रोसिस
ಮಕರಂದ,अमृत
ನಕಾರಾತ್ಮಕ ಅಲ್ಲೆಲೋಪತಿ,नकारात्मक le लेलोपॅथी
ನೇತ್ರಾಯ,नेमाटाइड
ನೆಮಟೋಡ್ ನಿರೋಧಕ ಬೇರುಕಾಂಡ,नेमाटोड प्रतिरोधक रूटस्टॉक
ಪ್ರಾಚೀನ ಶಾಸ್ತ್ರ,नेमाटोलॉजी
ಪುನರ್ವಸತಿ,निओटेनी
ನಿವ್ವಳ ಸಂಯೋಜನೆ ದರ (ಎನ್ಎಆರ್),निव्वळ आत्मसात दर (एनएआर)
ನಿವ್ವಳ ಲಾಭ,निव्वळ फायदा
ನಿವ್ವಳ ಆದಾಯ (ಕೃಷಿ ಆದಾಯ),निव्वळ उत्पन्न (शेती उत्पन्न)
ನಿವ್ವಳ ನೀರಾವರಿ ಅವಶ್ಯಕತೆ,निव्वळ सिंचनाची आवश्यकता
ನಿವ್ವಳ ಉತ್ಪಾದಕತೆ,निव्वळ उत्पादकता
ನಿವ್ವಳ,निव्वळ परतावा
ಬಲೆ,नेटिंग
ನರಕೋಶ,मज्जातंतू
ತಟಸ್ಥ,तटस्थ
ತಟಸ್ಥತೆ,तटस्थता
ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ,तटस्थीकरण
ತಟಸ್ಥ ಮಣ್ಣು,तटस्थ माती
ನ್ಯೂಟ್ರಾನ್ ತೇವಾಂಶ ಮೀಟರ್,न्यूट्रॉन ओलावा मीटर
ಗೂಡು,कोनाडा
ನುಗ್ಗು,निकोटीन
ರಾತ್ರಿ ಮಣ್ಣು,रात्रीची माती
ನೈಟ್ರೇಟ್ ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,नायट्रेट आत्मसात
ನೈಟ್ರೇಟ್ ಕಡಿತ,नायट्रेट कपात
ನೈಟ್ರೇಟ್ ವಿಷತ್ವ,नायट्रेट विषाक्तता
ನಿಟ್ರೇಟಿ,नायट्रे
ನೈಟ್ರೀಕರಣ ಪ್ರತಿರೋಧಕ,नायट्रीफिकेशन इनहिबिटर
ಸಾರಜನಕ ಸಂಯೋಜನೆ,नायट्रोजन आत्मसात
ಸಾರಜನಕ ಚಕ್ರ,नायट्रोजन चक्र
ಸಾರಜನಕ ಕೊರತೆ,नायट्रोजनची कमतरता
ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ,नायट्रोजन फिक्सेशन
ಸಾರಜನಕ,नायट्रोजनस
ಶ್ರೇಷ್ಠೀಕರಣ,नोबिलायझेशन
ಉದಾತ್ತ ಕಬ್ಬಿನ,उदात्त छडी
ರಾತ್ರಿಯ,रात्री
ತಪಾಸಣೆ,नोड
ಮೆಲುಕು,नोड्युलेटेड वनस्पती
ತಿರಸ್ಕಾರ,नोड्युलेशन
ಗಂಟು,नोड्यूल
ಅಲೆಮಾರಿ,भटक्या विमुक्त
ನಾಮಕರಣ,नामांकन
ಅಲ್ಲ,नॉन le लिक
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರವಿಲ್ಲದ,नॉन केशिका छिद्र
ಸ್ಪರ್ಧಾತ್ಮಕವಲ್ಲದ ಬೆಳೆ,प्रतिस्पर्धी पीक
ಅಸಂಬದ್ಧ ರೂಪಾಂತರ,मूर्खपणाचे उत्परिवर्तन
ಗಮನಾರ್ಹವಲ್ಲದ,महत्त्वपूर्ण नाही
ಆಮ್ಲೀಯವಲ್ಲದ ಗೊಬ್ಬರ,नॉन-एसीड फॉर्मिंग खत
ಬಂಧನಕ್ಕೊಳಗಾಗುವುದು,नॉन-कंजुगेशन
ವಿವರಣೆಯಿಲ್ಲದ (ಪ್ರಾಣಿ),नॉन-डिस्क्रिप्ट (प्राणी)
ಅನಿವಾರ್ಯವಲ್ಲದ,अनावश्यक घटक
ಆಸ್ಪತ್ರೆಯಿಲ್ಲದ,नॉन-होमोजेनस
ಹಗ್ಗದ,नॉन-होमोलॉजी
ಧ್ರುವೀಯ-ಸಂಯುಕ್ತ,नॉन-ध्रुवीय कंपाऊंड
ನವೀಕರಿಸಲಾಗದ ಶಕ್ತಿ,नूतनीकरणयोग्य उर्जा
ಆಯ್ದ ಸಂಪರ್ಕ ಸಸ್ಯನಾಶಕ,नॉन-निवडक संपर्क हर्बिसाईड
ಆಯಾಸವಿಲ್ಲದ ಸಸ್ಯನಾಶಕ,निवडक नसलेली औषधी वनस्पती
ಸಿಂಬಿಯೋಟಿಕ್ ಅಲ್ಲದ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ,नॉन-सिम्बायोटिक नायट्रोजन फिक्सेशन
ಸಾಮಾನ್ಯ ವಿತರಣೆ,सामान्य वितरण
ಸಾಮಾನ್ಯ ಮೊಳಕೆ,सामान्य रोपे
ಸಾಮಾನ್ಯ ಪರಿಹಾರ,सामान्य उपाय
ಸಾಮಾನ್ಯೀಕರಣ,सामान्यीकरण
ಉತ್ತರದ ಬಡಿತ,उत्तर ब्लॉटिंग
ರೋಗ,सूचित रोग
ನೆಡುವುದರವರೆಗೆ ಇಲ್ಲ,नो-टू-लागवड
ಹಾನಿಕಾರಕ ಕಳೆಗಳು,हानिकारक तण
ಪರಮಾಣು ಕಾಂತೀಯ,विभक्त चुंबकीय
ನ್ಯೂಕ್ಲಿಯಸ್ ಆಮ್ಲ,न्यूक्लिय acid सिड
ನ್ಯೂಕ್ಲಿಯಬ್ಯಾಕ್ಟರ,न्यूक्लियोबॅक्टर
ನ್ಯೂಕ್ಲಿಯೊಲಸ್,न्यूक्लियोलस
ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್,न्यूक्लियोटाइड
ನ್ಯೂಕ್ಲಿಯಸ್,न्यूक्लियस
ಶೂನ್ಯ ಕಲ್ಪನೆ,शून्य गृहीतक
ಬಹಿಷ್ಕಾರದ,न्युलिसोमिक
ಶೂನ್ಯ ರೂಪ,शून्य-मस्त
ದಾದಿ ಕೋಶ,नर्स सेल
ದಾದಿ ಬೆಳೆ,नर्स पीक
ನರ್ಸರಿ,रोपवाटीका
ಕಾಯಿ,नट
ಪೌಷ್ಟಿಕ ಸೈಕ್ಲಿಂಗ್,पौष्टिक सायकलिंग
ಪೋಷಕಾಂಶಗಳ ಕೊರತೆಯ ಲಕ್ಷಣಗಳು,पौष्टिक कमतरतेची लक्षणे
ಪೋಷಣೆ,पोषण
ಪೌಷ್ಠಿಕಾಂಶದ ಮೌಲ್ಯ,पौष्टिक मूल्य
ಪೌಷ್ಠಿಕ ಮೌಲ್ಯ ಸೂಚ್ಯಂಕ,पौष्टिक मूल्य निर्देशांक
ಕೃಷಿಗೆ ಸಂಬಂಧಿಸಿದ ಪ್ರಮುಖ ಸಸ್ಯಗಳ ಹೆಸರುಗಳು,शेतीशी संबंधित महत्त्वपूर्ण वनस्पतींची नावे
ನಾಗೈ ಕರ್ಪೂರ,नागाई कापूर
ನಾರ್ಸಸ್,नार्सिसस
ನಾರುಬಟ್ಟೆ,निगेला
ನೈಜರ್,नायजर
ರಾತ್ರಿ ಮಲ್ಲಿಗೆ,रात्री चमेली
ನಾಪಾ ಅಂಗೈ,निपा पाम
ಕಾಯಿ ಹುಲ್ಲು,नट गवत
ಕಾಯಿ ಸೆಡ್ಜ್,नट झुडूप
ಜಾಯಿಕಾಯಿ,जायफळ
ನದಿಮೋಡಿ,नेमाटोड
ಅಡಿಕೆ,नट भुंगा
ವೇಶ್ಯಾಗೃಹ,नेमाटोलॉजिस्ट
ಏರೋಬ್‌ಗಳನ್ನು ಕಡ್ಡಾಯ,बंधनकारक एरोब
ಆಮ್ಲಜನಕಾಂಗ,अनारॉब्स बंधनकारक
ಪರಾವಲಂಬಿ,परजीवी बंधनकारक
ಕಡು,बंधनकारक
ಆಫ್-ಮಾದರಿಯ ಸಸ್ಯಗಳು,ऑफ-टाइप झाडे
ಎಣ್ಣೆ ಕೇಕು,तेल केक
ಒಕಜಾಕಿ ತುಣುಕು,ओकाझाकी तुकडा
ಓಲೆರಿಕ್ರುಲ್ಚರ್,Oleructurt
ಆಲಿಗೋಜಿನ್,ऑलिगोजेन
ಆಲಿಗೊನೆಕ್ಲಿಯೊಟೈಡ್,ऑलिगोन्यूक्लियोटाइड
ಆಲಿವ್ ಎಣ್ಣೆ,ऑलिव तेल
ಒಮೆಗಾ -3-ಕೊಬ್ಬಿನಾಮ್ಲ,ओमेगा -3-फॅटी acid सिड
ಸರ್ವಭಕ್ಷಕ,सर्वव्यापी
ಬಾಗುವುದು,ऑन्कोजेन
ಚುಚ್ಚುವ ವೈರು,ऑन्कोजेनिक विषाणू
ಆವರ ಶಾಸ್ತ್ರ,ऑन्कोलॉजी
ಆನ್-ಫಾರ್ಮ್ ರಿಸರ್ಚ್,शेती संशोधन
ಒಸೈಟ್,ओओसाइट
ನಿರ್ವಹಣಾ ವೆಚ್ಚ,ऑपरेटिंग किंमत
ಒಂದು ಬಗೆಯ operಷಧ,ओपेरॉन
ಅವಕಾಶ ಬೆಳೆ,संधी पीक
ಗರಿಷ್ಠ ಪ್ರಮಾಣ,इष्टतम डोस
ಗರಿಷ್ಠ ಆರ್ಥಿಕ ಪ್ರಮಾಣ,इष्टतम आर्थिक डोस
ಹಣ್ಣಿನ ದಕ್ಷತೆ,फळबागाची कार्यक्षमता
ಸಾವಯವ ಕೃಷಿ,सेंद्रिय शेती
ಸಾವಯವ ಕೊಲಾಯ್ಡ್‌ಗಳು,सेंद्रिय कोलोइड्स
ಸಾವಯವ ಕೃಷಿ,सेंद्रिय शेती
ಸಾವಯವ,सेंद्रिय खत
ಸಾವಯವ ವಿಷಯ,सेंद्रिय पदार्थ
ಸಾವಯವ ಸಾರಜನಕ (ಮಣ್ಣು),सेंद्रिय नायट्रोजन (माती)
ಸಾವಯವ ರಂಜಕ,सेंद्रिय फॉस्फरस
ಸಾವಯವ ಮಣ್ಣು,सेंद्रिय माती
ಸಾವಯವ ತ್ಯಾಜ್ಯ,सेंद्रिय कचरा
ಸಾವಯವ,सेंद्रिय
ಸಂಘಟಿತ ಮಾರ್ಕೆಟಿಂಗ್,संघटित विपणन
ಅಂಗವಾಸನ,ऑर्गोजेनेसिस
ಆರ್ಗನೊಲೆಪ್ಟಿಕ್ ಮೌಲ್ಯಮಾಪನ,ऑर्गेनोलेप्टिक मूल्यांकन
ಪಾರ ವಿಜ್ಞಾನ,ऑर्नेथोलॉजी
ಸಾಂಪ್ರದಾಯಿಕ ಬೀಜ,ऑर्थोडॉक्स बियाणे
ಆರ್ಥೋಗೋನಲ್ ಬಹುಪದೀಯ ಸಮೀಕರಣ,ऑर्थोगोनल बहुपद समीकरण
ಆಸಾಮಿಗಳು,ऑस्मोसिस
ಆಸ್ಮೋಟಿಕ್ ಪರಿಣಾಮ,ओस्मोटिक प्रभाव
ಆಸ್ಮೋಟಿಕ್ ಸಾಮರ್ಥ್ಯ,ओस्मोटिक संभाव्यता
ಸ್ಫೋಟ,उद्रेक
Out ಟ್ ಸಂತಾನೋತ್ಪತ್ತಿ,बाहेर प्रजनन
ಒಲೆ,ओव्हन
ಅತಿಕ್ರಮಣ,ओव्हरविंटर
ಅತಿಕ್ರಮಣ ಉತ್ಪಾದನೆ,आच्छादित पिढी
ಅಂಡಾಕಾರ,ओव्हम
ಉತ್ಕರ್ಷಣ,ऑक्सिडेशन
ಉತ್ಕರ್ಷಣ,ऑक्सिलोफाईट्स
ಓಟ್ಸ್,ओट्स
ಎಣ್ಣೆ ಅಂಗೈ,तेल पाम
ಪಟಲಾದ,ओलेंदर
ಆಲಿವ್,ऑलिव्ह
ಈರುಸು,कांदा
ಅಫೀಮು ಗಸಗಸೆ,अफू खसखस
"ಓರಿಯಂಟಲ್ ಪ್ಲೇನ್, ಯುರೋಪಿಯನ್ ಪ್ಲೇನ್ ಮರ","ओरिएंटल विमान, युरोपियन विमान वृक्ष"
ಚಿರತೆ,पॅकिंग
ಕಸಾಯಿಖಾನೆ,पॅडॉक
ಜೋಡಿಯಾಗಿರುವ ಸಾಲು ನೆಡುವಿಕೆ,जोडी पंक्ती लावणी
ರುಚನೀಯತೆ,स्वादिष्टता
ಚೂರು,पॅनिकल
ಪ್ಯಾರಾಸೆಂಟ್ರಿಕ್ ವಿಲೋಮ,पॅरासेंट्रिक इनव्हर्जन
ನಿಯತಾಂಕ,पॅरामीटर
ಪರಾವಲಂಬಿ,परजीवी
ಪಾರಾಗಲಿ,पार्बिलिंग
ಕಪಟ,पॅरेन्कायमा
ಪೋಷಕ ಬಂಡೆ,पालक रॉक
ಪೂರ್ತಿ ಬರಗಾಲ,परमाणु दुष्काळ
ಪಾಕಾಹಾರಿಕೆ,पार्थेनोजेनेसिस
ಭಾಗಶಃ ಅಂಶ ಉತ್ಪಾದಕತೆ,आंशिक घटक उत्पादकता
ಭಾಗವಹಿಸುವ ಗ್ರಾಮೀಣ ಮೌಲ್ಯಮಾಪನ,सहभागी ग्रामीण मूल्यांकन
ಕಣಗಳ ಸಾಂದ್ರತೆ,कण घनता
ನಿಷ್ಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,निष्क्रिय शोषण
ಹುಲ್ಲೆ,कुरण
ಹುಲ್ಲುಗಾವಲು,कुरण
ಪಿಸಿಆರ್ (ಪಾಲಿಮರೇಸ್ ಚೈನ್ ರಿಯಾಕ್ಷನ್),पीसीआर (पॉलिमरेज चेन रिएक्शन)
ರೈತ ಕೃಷಿ,शेतकरी शेती
ಪೀಟ್ (ಮಣ್ಣು),पीट (माती)
ಗಡ,पेड
ಬೆಕ್ಕುಗಳು,पेडीकल
ರೋಗಿಯ,वंशावळ
ಪೆಟ್ಟಿಗೆ,पेडोजेनेसिस
ಶಿಶುಕಾಮ,पेडोलॉजी
ಸಿಪ್ಪೆಸುರು,सोल
ಸಿಪ್ಪೆ,सोलणे
ಉಂಡೆ,पेलेटिंग
ನಡುಗುವಿಕೆ,पाझर
ದೀರ್ಘಕಾಲಿಕದ,बारमाही
ಪೆರಿಸೆಂಟ್ರಿಕ್ ವಿಲೋಮ,पेरीसेंट्रिक इनव्हर्जन
ಪೆರಿ ನಗರ,पेरी-शहरी
ಪ್ರವೇಶಸಾಧ್ಯತೆ,पारगम्यता
ಪರ್ಮ್ಯಾಲಕ,पर्माकल्चर
ಶಾಶ್ವತ ವಿಲ್ಟಿಂಗ್ ಪಾಯಿಂಟ್ (ಪಿಡಬ್ಲ್ಯೂಪಿ),कायमस्वरुपी विल्टिंग पॉईंट (पीडब्ल्यूपी)
ಪ್ರವೇಶಸಾಧ್ಯತೆಯ ಗುಣಾಂಕ,परवानगी गुणांक
ಪ್ರವೇಶಸಾಧ್ಯತೆ ದರ,पारगम्यता दर
ಪರ್ಮಿಯೀಟರ್,परमममीटर
ನಿರಂತರ ಸಸ್ಯನಾಶಕ,सतत औषधी वनस्पती
ಕೀಟನಾಶಕ,कीटकनाशक
ಪೆಟ್ರೋಫೈಟ್,पेट्रोफाइट
ಪಾರ,फेज
ಹವ್ಯಾಸಿ,टप्प्याटप्प्याने लागवड
ನೂಡು,Phasmid
ಹೆಣಗಾಟಕ,फेलोजेन
ಫೆನಾಲಿಕ್ ಸಂಯುಕ್ತಗಳು,फिनोलिक संयुगे
ವಿದ್ಯಮಾನಶಾಸ್ತ್ರ,फेनोलॉजी
ಹರಿಯುವರ,फेनोटाइप
ಶಿರೋಕ್ತಿ,फेरोमोन
ಪೃಷ್ಠ,फ्लोम
ಫಾಸ್ಫೇಟ್ ಸ್ಥಿರೀಕರಣ,फॉस्फेट फिक्सेशन
ಪಟ್ಟು,फॉस्फेट रॉक
ಫಾಸ್ಫೇಟ್ ಕರಗುವಿಕೆ,फॉस्फेट विद्रव्य
ಫಾಸ್ಫೇಟ್ ಕರಗುವಿಕೆ,फॉस्फेट विद्रव्य
ಪೋಫಟೈಡ್,फॉस्फेटाइड
ತುಂಡು,फॉस्फो-जिप्सम
ಫಾಸ್ಫಾಲಿಪಿಡ್,फॉस्फोलिपिड
ಫಾಸ್ಫರಿಲೀಕರಣ,फॉस्फोरिलेशन
ಫೋಟೋ ವರ್ಣಪಟಲ ಮಾಪಕ,फोटो स्पेक्ट्रोमीटर
Photoತುಕಂಡ,फोटोआटोट्रोफ
ದ್ಯುತಿರಗುಣುಗ,फोटोकॉमिकल प्रतिक्रिया
ದಷಾಯ,फोटोडसॅम्पोजिशन
ಕಲಬೆರಕೆ,फोटोमेट्री
ದೃೃರಿವೀಕರಣ,फोटोमॉर्फोजेनेसिस
ಗಾಡಿ,फोटॉन
ಆಕ್ಟಿವಾರ,फोटो-ऑक्सिडेशन
ಭೂಕಾಯದ,फोटोपेरिओड
ದಿಯಮಂಡಲ,फोटोपेरिओडिझम
ದಾಟು,फोटोफोस्फोरिलेशन
ದುಗಿಲನ,फोटोरिएक्टिव्हिटी
ದೃಶಿ,फोटोरसेप्टर
ದ್ಯುತಿ ಮಾಡಿ,फोटोरस्पिरेशन
ದ್ಯಂತಾಧನೆ,प्रकाशसंश्लेषण
ದ್ಯುತಿಸಾನಥನ ದಕ್ಷತೆ,प्रकाशसंश्लेषक कार्यक्षमता
ದಶ್ಯಕಾರದ,प्रकाशसंश्लेषक quotent
ದ್ಯುತಿಸಂಶಕ್ತಿಯಿಂದ,प्रकाशसंश्लेषण
ವ್ಯತಿರಿಕ್ತತೆ,फोटोट्रोपिझम
ಜಗಳ,फिलॉडी
ಪಿತೋಷ್ಟವಾದ,फिलोटॅक्सी
ದೈಹಿಕ ಹವಾಮಾನ,शारीरिक हवामान
ಶಾರೀರಿಕ ಕಾಯಿಲೆ,शारीरिक विकृती
ಶಾರೀರಿಕ ಬರಗಾಲ,शारीरिक दुष्काळ
ದೈಹಿಕ ನಷ್ಟ,शारीरिक तोटा
ದೈಹಿಕ ಪ್ರಬುದ್ಧತೆ,शारीरिक परिपक्वता
ಕಂಟಾಸ,फायटोक्रोम
ಫೈಟೊಎಕ್ಸ್ಟ್ರಾಕ್ಷನ್,फायटोएक्सट्रॅक्शन
Phದಾಲೆಯಿಲ್ಲದ,फायटोमास
ಕೈಗವಸು,फायटोनमॅटोड
ಫೈಟೊರೆಮಿಡಿಯೇಶನ್,फायटोरमेडिएशन
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,फायटोसिडोफोर
Phಷಧದ,फायटोटॉक्सिक
ರಕ್ತನಾಳ,फायटोट्रॉन
ಚಿತ್ರಪುರೆ,चित्र
ಪೈಜೆ ರೇಖೆ,पाई आकृती
ಹುಳಿಮರಿ,पायझोमीटर
ಪಿಚರ್ ಕೃಷಿ,पिचर शेती
ನಿಯೋಜನೆ (ಗೊಬ್ಬರ),प्लेसमेंट (खत)
ಜರಾಯು,प्लेसेंटा
ಹಲಗೆ,फळी
ಸಸ್ಯ ಸಂತಾನೋತ್ಪತ್ತಿ,वनस्पती प्रजनन
ಸಸ್ಯ ಸಾಂದ್ರತೆ,वनस्पतीची घनता
ಸಸ್ಯ ಪರಿಸರ ವಿಜ್ಞಾನ,वनस्पती पर्यावरणशास्त्र
ಸಸ್ಯ ಬೆಳವಣಿಗೆಯ ಪ್ರವರ್ತಕ,वनस्पती वाढीचा प्रवर्तक
ಸಸ್ಯ ಬೆಳವಣಿಗೆಯ ನಿಯಂತ್ರಕ,वनस्पती वाढीचे नियामक
ಸಸ್ಯ ಪರಿಚಯ,वनस्पती परिचय
ಸಸ್ಯ ಪೋಷಕಾಂಶಗಳು,पोषक वनस्पती
ಸಸ್ಯ ಪೋಷಣೆ,वनस्पती पोषण
ಸಸ್ಯ ಸಂಪರ್ಕಸಾಧನ,वनस्पती अलग ठेवणे नियमन
ಸಸ್ಯ ಅಂಗಾಂಶ ಪರೀಕ್ಷೆ,वनस्पती ऊतक चाचणी
ತೋಟ ಬೆಳೆಗಳು,वृक्षारोपण पिके
ತೋಟಗಾರ,लागवड करणारा
ನೆಟ್ಟ ವಸ್ತು,लागवड सामग्री
ನೆಟ್ಟ ಅನುಪಾತ,लागवड प्रमाण
ಚಾಚು,प्लाझ्मा
ಪ್ಲಾಸ್ಮಾ ಪೊಸೆ,प्लाझ्मा झिल्ली
ತಿಕ್ಕಲು,प्लाझ्मिड
ತಿಕ್ಕಲು ಮಾಟ,प्लाझमोड्समॅटा
ಪ್ಲಾಸ್ಮೊಲಿಸಿಸ್,प्लाझमोलिसिस
ಪ್ಲಾಸ್ಟಿಕ್ತ್ವ,प्लॅस्टीसीटी
ಪ್ಲಾಸ್ಟಿಕ್ ಸಂಸ್ಕೃತಿ,प्लॅस्टिकल्चर
ಗಡಿಯಾರದ,प्लास्टीड
ಹಳ್ಳದ ಜೀನ್,प्लीओट्रॉपिक जनुक
ಕಥಾವಸ್ತು (ಪ್ರಾಯೋಗಿಕ),कथानक (प्रायोगिक)
ಉಳುಮೆ,नांगर
ಮಂಕುಗ,नांगर-सोल
ತಿಕ್ಕಲು,नांगर-सोल प्लेसमेंट
ಪ್ಲ್ಯುವಿಯಲ್ ರೈಸ್ ಲ್ಯಾಂಡ್ಸ್,Pluvial तांदूळ जमीन
ಪಟಲಿನ,Pluvic
ನ್ಯೂಮ್ಯಾಟಿಕ್ ಸಿಂಪಡಿಸುವವನು,वायवीय फवारणी
ನ್ಯೂಮಾಟೊಫೋರ್,न्यूमेटोफोर
ಪಾಡ್ಜೋಲ್ ಮಣ್ಣು,पॉडझोल माती
ಕಾದಾಟೀಕರಣ,पॉडझोलायझेशन
ಪಾಯಿಂಟ್ ರೂಪಾಂತರ,पॉईंट उत्परिवर्तन
ವಿಷಪೂರಿತ ವಿತರಣೆ,पोसन वितरण
ಪರಾಗಸ್ಪರ್ಶಕ,परागकण
ತಾಳ್ಮೆ,पॉलिब्रोनी
ಪಾಲಿಮರೀಕರಣ,पॉलिमरायझेशन
ಬಹುರೂಪತೆ,पॉलीमॉर्फिझम
ಧ್ವಂಸ,पॉलीस्पर्मी
ಪಾಲಿಟೀನ್ ವರ್ಣತಂತು,पॉलिटीन गुणसूत्र
ಪೋಲಾಯಶಾಸ್ತ್ರ,पोमोलॉजी
ಜನಸಂಖ್ಯೆ,लोकसंख्या
ಸರಂಧ್ರತೆ (ರಂಧ್ರ-ಸ್ಥಳ),पोर्सिटी (पोअर-स्पेस)
ಹೊರಹೊಮ್ಮುವಿಕೆ,उदयोन्मुख
ಸುಗ್ಗಿಯ ನಂತರ,कापणीनंतर
ಕೊಯ್ಲು ನಂತರದ ಬೇಸಾಯ,कापणीनंतरची नांगरलेली जमीन
