English,Marathi
Random data,यादृच्छिक डेटा
Random error,यादृच्छिक त्रुटी
Random fluctuations,यादृच्छिक चढउतार
Range,श्रेणी
Raster,रास्टर
Raster image format,रास्टर प्रतिमा स्वरूप
Rate control,दर नियंत्रण
Rate of change,बदलण्याचे प्रमाण
Rated capacity,निर्धारित क्षमता
Rated horse power,रेटेड हॉर्स पॉवर
Rated power,रेट केलेली शक्ती
Rating,रेटिंग
R-C coupling,आर-सी कपलिंग
Reactance,प्रतिक्रिया
Reaction,प्रतिक्रिया
Reactive component,प्रतिक्रियाशील घटक
Reactive load,प्रतिक्रियाशील भार
Reagent etching,अभिकर्मक एचिंग
Real time transmission,रिअल टाइम ट्रान्समिशन
Rebroadcasting,पुनर्बांधणी
Receiver,प्राप्तकर्ता
Receiving antenna,अँटेना प्राप्त
Receiving centre,प्राप्त केंद्र
Reception,रिसेप्शन
Reception report,रिसेप्शन रिपोर्ट
Reception survey,रिसेप्शन सर्वेक्षण
Reciprocal,परस्पर
Reconstruction filter,पुनर्रचना फिल्टर
Recordable,रेकॉर्ड करण्यायोग्य
Recorded,रेकॉर्ड
Recorder,रेकॉर्डर
Recording,मुद्रित करणे
Recording booth,रेकॉर्डिंग बूथ
Recording head,रेकॉर्डिंग हेड
Recording on disc,डिस्कवर रेकॉर्डिंग
Recording room,रेकॉर्डिंग रूम
Recording system,रेकॉर्डिंग सिस्टम
Recording tape,रेकॉर्डिंग टेप
Rectification,दुरुस्ती
Rectified signal,सुधारित सिग्नल
Rectifier,सुधारक
Recycle,रिसायकल
Redundancy,रिडंडंसी
Redundant,निरर्थक
Redundant element,निरर्थक घटक
Re-engineering,पुन्हा अभियंता
Re-enlargement,पुन्हा प्रवेश
Reference frequency,संदर्भ वारंवारता
Reference value,संदर्भ मूल्य
Reflecting layer,प्रतिबिंबित थर
Reflecting medium,प्रतिबिंबित माध्यम
Reflecting surface,प्रतिबिंबित पृष्ठभाग
Reflection,प्रतिबिंब
Reflector,परावर्तक
Reflector for antenna,अँटेना साठी परावर्तक
Refraction,अपवर्तन
Refractive index,अपवर्तक सूचकांक
Refrigeration,रेफ्रिजरेशन
Regeneration,पुनर्जन्म
Register,नोंदणी करा
Regulating valve,झडप नियंत्रित करणे
Regulation,नियमन
Regulator,नियामक
Regulatory,नियामक
Reinforcement,मजबुतीकरण
Relational,संबंधीत
Relative permittivity,सापेक्ष परवानगी
Relay,रिले
Relay centre,रिले सेंटर
Relay muting,रिले निःशब्द
Relay transmitter,रिले ट्रान्समीटर
Release,सोडणे
Release no volt,रिलीज नाही व्होल्ट
Reliability,विश्वसनीयता
Reliable,विश्वसनीय
Remote,दूरस्थ
Remote control,रिमोट कंट्रोल
Remote control and navigation system,रिमोट कंट्रोल आणि नेव्हिगेशन सिस्टम
Remote control unit,रिमोट कंट्रोल युनिट
Remote system,रिमोट सिस्टम
Remotely controlled equipment,दूरस्थपणे नियंत्रित उपकरणे
Repeat coil,कॉइलची पुनरावृत्ती करा
Repeater,रीपिटर
Replacement,बदली
Replenishment,पुन्हा भरती
Reproduce,पुनरुत्पादित
Reproduction,पुनरुत्पादन
Re-recording,पुन्हा रेकॉर्डिंग
Research and development,संशोधन आणि विकास
Reset,रीसेट
Residual reshuffling,अवशिष्ट रीशफलिंग
Residue,अवशेष
Resistance,प्रतिकार
Resistance load,प्रतिकार भार
Resistor,प्रतिरोधक
Resolution,ठराव
Resonance,अनुनाद
Resonance frequency,अनुनाद वारंवारता
Resonant,अनुनाद
Resonant line,रेझोनंट लाइन
Resonator,अनुनाद
Resource,संसाधन
Resource sharing,संसाधन सामायिकरण
Responding period,प्रतिसाद कालावधी
Response,प्रतिसाद
Restoration,जीर्णोद्धार
Resultant,परिणामी
Retention,धारणा
Retransmission,Retransmission
Retrieval,पुनर्प्राप्ती
Retrieval engine,पुनर्प्राप्ती इंजिन
Retry,पुन्हा प्रयत्न करा
Return,परत
Return path,परत मार्ग
Reverberation,पुनर्विचार
Reverberation  time,पुनर्विचार वेळ
Reverse biased diode,रिव्हर्स बायस्ड डायोड
Reverse current,उलट करंट
Revolving,रिव्हॉल्व्हिंग
Rewind,रिवाइंड
Rewirable fuse,रीवायरेबल फ्यूज
Rewiring,रीवायरिंग
Rewritable,पुन्हा लिहिण्यायोग्य
RF drive,आरएफ ड्राइव्ह
RF feeder,आरएफ फीडर
RF hazards,आरएफ धोके
RF protection ratio,आरएफ संरक्षण प्रमाण
Rheostat,Rheostat
Ribbon,रिबन
Rivet,Rivet
Rivetted joint,Riveteted संयुक्त
Rivetting,Rivetting
RN channel,आरएन चॅनेल
Robot,रोबोट
Robotics,रोबोटिक्स
Roll in,रोल इन
Roll out,बाहेर पडा
Root,मूळ
Rotary,रोटरी
Rotation,रोटेशन
Route,मार्ग
Router,राउटर
Routine operations,नियमित ऑपरेशन्स
Routing,मार्ग
Run time,वेळ धाव
Safety arrangement,सुरक्षा व्यवस्था
Safety interlock,सुरक्षा इंटरलॉक
Sag,Sag
Salient features,ठळक वैशिष्ट्ये
Sample,नमुना
Sample and hold circuit,नमुना आणि होल्ड सर्किट
Sample size,नमुन्याचा आकार
Sampled data,नमुना डेटा
Sampling,नमुना
Sampling rate,नमूना दर
Sampling saturation,नमुना संपृक्तता
Sampling theory/theorem,नमुना सिद्धांत/प्रमेय
Satellite,उपग्रह
Satellite communication,उपग्रह संप्रेषण
Satellite coverage,उपग्रह कव्हरेज
Satellite digital link,उपग्रह डिजिटल दुवा
Satellite interference,उपग्रह हस्तक्षेप
Satellite radio,उपग्रह रेडिओ
Satellite radio transmission,उपग्रह रेडिओ ट्रान्समिशन
Satellite transmission,उपग्रह प्रसारण
Saturated air,संतृप्त हवा
Saturating current,सॅच्युरेटिंग करंट
Saturation,संपृक्तता
Saw tooth wave,दात लाट सॉ
Scalability,स्केलेबिलिटी
Scale,स्केल
Scale factor,स्केल फॅक्टर
Scaling,स्केलिंग
Scanned beam,स्कॅन केलेले बीम
Scanner,स्कॅनर
Scanning frequency,स्कॅनिंग वारंवारता
Scanning line,स्कॅनिंग लाइन
Scattering,विखुरलेले
Scenario,परिस्थिती
Scheduler,शेड्यूलर
Schematic,योजनाबद्ध
Schottkey barrier,शॉटकी अडथळा
Scintillation,Scintillation
Scrambler,स्क्रॅम्बलर
Scrambling,स्क्रॅम्बलिंग
Scrap,स्क्रॅप
Scraping,स्क्रॅपिंग
Scratch,स्क्रॅच
Screen,स्क्रीन
Screen burn,स्क्रीन बर्न
Screen bypass,स्क्रीन बायपास
Screen current,स्क्रीन करंट
Screen grid,स्क्रीन ग्रीड
Screen saver,स्क्रीन सेव्हर
Screened cable,स्क्रीनिंग केबल
Screening,स्क्रीनिंग
Scroll,स्क्रोल
Scroll bar,स्क्रोल बार
Scrolling,स्क्रोलिंग
Search engine,शोध इंजिन
Secondary,दुय्यम
Secondary cell,दुय्यम सेल
Sector,क्षेत्र
Segment,विभाग
Self diagnostic,सेल्फ डायग्नोस्टिक
Semiconductor,अर्धसंवाहक
Sender,प्रेषक
Sensitivity,संवेदनशीलता
Sensor,सेन्सर
Sequence,क्रम
Serial,अनुक्रमांक
Serial access,अनुक्रमांक प्रवेश
Serial port,सिरियल पोर्ट
Series resonance,मालिका अनुनाद
Server,सर्व्हर
Setup,सेटअप
Shading,शेडिंग
Shadow,सावली
Shannon’s theorem,शॅननचे प्रमेय
Shaping,आकार
Shareware,सामायिकवेअर
Sheath,म्यान
Shift,शिफ्ट
Shifting,शिफ्टिंग
Shock,शॉक
Short circuit,शॉर्ट सर्किट
Short circuit test,शॉर्ट सर्किट चाचणी
Short wave,शॉर्ट वेव्ह
Short wave centre,शॉर्ट वेव्ह सेंटर
Shortcut,शॉर्टकट
Shutdown,शटडाउन
Shutdown signal,शटडाउन सिग्नल
Side band,साइड बँड
Side band power,साइड बँड पॉवर
Signal,सिग्नल
Signal amplitude,सिग्नल मोठेपणा
Signal flow graph,सिग्नल फ्लो आलेख
Signal generator,सिग्नल जनरेटर
Signal light,सिग्नल लाइट
Signal routing,सिग्नल राउटिंग
Signal strength,सिग्नल सामर्थ्य
Signal to cross talk ratio,क्रॉस टॉक रेशोचे सिग्नल
Signal to noise ratio,आवाजाचे प्रमाण सिग्नल
Signal to unweighted noise ratio,अन्वाट ध्वनी प्रमाण सिग्नल
Signalling and switching,सिग्नलिंग आणि स्विचिंग
Signalling bit,सिग्नलिंग बिट
Significant sidebands,महत्त्वपूर्ण साइडबँड
Simplex,सिम्प्लेक्स
Simulation,सिम्युलेशन
Simulator,सिम्युलेटर
Simulcast,सिमुलकास्ट
Simultaneous masking,एकाचवेळी मुखवटा
Sine component,साइन घटक
Sine wave,साइन वेव्ह
Single frequency network,एकल वारंवारता नेटवर्क
Single phase motor,सिंगल फेज मोटर
Site,जागा
Site layout plan,साइट लेआउट योजना
Skilled operator,कुशल ऑपरेटर
Skip distance,अंतर वगळा
Sky wave,स्काय वेव्ह
Sky wave propagation,स्काय वेव्ह प्रसार
Slab,स्लॅब
Slant path,तिरकस मार्ग
Slot,स्लॉट
Smart card,स्मार्ट कार्ड
Sodium vapour lamp,सोडियम वाष्प दिवा
Soft key,मऊ की
Software,सॉफ्टवेअर
Solar activity,सौर क्रिया
Solar energy,सौर उर्जा
Solar flares,सौर flares
Solar powered,सौर उर्जा
Solid state,ठोस राज्य
Solid state storage,सॉलिड स्टेट स्टोरेज
Solid state transmitter,सॉलिड स्टेट ट्रान्समीटर
Sort,क्रमवारी
Sound,आवाज
Sound absorption,ध्वनी शोषण
Sound balance,ध्वनी शिल्लक
Sound detector,ध्वनी शोधक
Sound mixer,ध्वनी मिक्सर
Sound perspective,ध्वनी दृष्टीकोन
Sound power,ध्वनी शक्ती
Sound proof,ध्वनी पुरावा
Sound recording,ध्वनी रेकॉर्डिंग
Sound reflection,ध्वनी प्रतिबिंब
Sound transmission loss,ध्वनी संप्रेषण तोटा
Source,स्त्रोत
Source encoder,स्त्रोत एन्कोडर
Space,जागा
Space diversity,अंतराळ विविधता
Space telecasting,स्पेस टेलिकास्टिंग
Space wave,स्पेस वेव्ह
Spacing,अंतर
Spam,स्पॅम
Spamming,स्पॅमिंग
Span,कालावधी
Spare bit,मोकळा
Spares,अतिरिक्त
Sparking,स्पार्किंग
Spatial,स्थानिक
Spatial effect,स्थानिक प्रभाव
Spatial redundancy,स्थानिक रिडंडंसी
Special effect,विशेष प्रभाव
Special effects amplifier,विशेष प्रभाव एम्पलीफायर
Specialization,विशेषज्ञता
Specification,तपशील
Spectral absorption,वर्णक्रमीय शोषण
Spectral band replication,स्पेक्ट्रल बँड प्रतिकृती
Spectral distribution,वर्णक्रमीय वितरण
Spectral redundancy,स्पेक्ट्रल रिडंडंसी
Spectrophotometer,स्पेक्ट्रोफोटोमीटर
Spectroscope,स्पेक्ट्रोस्कोप
Spectrum,स्पेक्ट्रम
Spectrum analyzer,स्पेक्ट्रम विश्लेषक
Spectrum shaping,स्पेक्ट्रम आकार
Speech articulation,भाषण बोलणे
Speech channel,भाषण चॅनेल
Speech compression,भाषण कॉम्प्रेशन
Speech encoding,भाषण एन्कोडिंग
Speech recognition,भाषण ओळख
Spin,स्पिन
Spiral,आवर्त
Splicing,स्प्लिंग
Splitter,स्प्लिटर
Spool,स्पूल
Sporadic,तुरळक
Spot beams,स्पॉट बीम
Spread sheet,पसरवा पत्रक
Spurious and harmonic radiation,उत्तेजक आणि हार्मोनिक रेडिएशन
Spurious sideband frequencies,स्पुरियस साइडबँड फ्रिक्वेन्सी
Squeezed video,पिळलेला व्हिडिओ
Stamping,स्टॅम्पिंग
Standard software,मानक सॉफ्टवेअर
Standardization,मानकीकरण
Standby,स्टँडबाय
Standby equipment,स्टँडबाय उपकरणे
Standing wave,उभे लाट
Standing wave ratio,स्थायी वेव्ह रेशो
Starting torque,टॉर्क प्रारंभ करीत आहे
Start-stop,स्टार्ट-स्टॉप
Static,स्थिर
Statistical method,सांख्यिकीय पद्धत
Status,स्थिती
Status indication,स्थिती संकेत
Steady,स्थिर
Stereo,स्टिरीओ
Stereo balance,स्टीरिओ शिल्लक
Stereo encoder,स्टीरिओ एन्कोडर
Stereo generator,स्टीरिओ जनरेटर
Stereo mode,स्टीरिओ मोड
Stereo transmission,स्टीरिओ ट्रान्समिशन
Stereophonic sound reproduction,स्टिरिओफोनिक ध्वनी पुनरुत्पादन
Stereophony,स्टिरिओफोनी
Stereoscopy,स्टिरिओस्कोपी
Still picture,तरीही चित्र
Stimulus,उत्तेजन
Stopband,स्टॉपबँड
Storage,संचयन
Storage battery room,स्टोरेज बॅटरी रूम
Storage device,स्टोरेज डिव्हाइस
Stratosphere,स्ट्रॅटोस्फीयर
Streaming,प्रवाह
Stretch,ताणून लांब करणे
String,स्ट्रिंग
Structured,संरचित
Studio block,स्टुडिओ ब्लॉक
Studio centre,स्टुडिओ सेंटर
Studio lighting,स्टुडिओ लाइटिंग
Studio monitors,स्टुडिओ मॉनिटर्स
Stylus,स्टाईलस
Subband encoding,सबबँड एन्कोडिंग
Subband masking,सबबँड मास्किंग
Subband samples,सबबँड नमुने
Subnet,सबनेट
Subsampling,सबसॅम्पलिंग
Subscriber,ग्राहक
Sudden ionosphere disturbance,अचानक आयनोस्फीयरचा त्रास
Sun spot activity,सूर्य स्पॉट क्रियाकलाप
Super power transmitter,सुपर पॉवर ट्रान्समीटर
Super sampling,सुपर सॅम्पलिंग
Super socket,सुपर सॉकेट
Superheated vapour,सुपरहीटेड वाफ
Superheterodyne,सुपरहेटरोडिन
Superheterodyne converter,सुपरहेटरोडिन कन्व्हर्टर
Superheterodyne receiver,सुपरहेटरोडिन रिसीव्हर
Superimposed (current),सुपरइम्पोज्ड (चालू)
Superimposition,सुपरपोजिशन
Superposition,सुपरपोजिशन
Supersonic,सुपरसोनिक
Supply duct,पुरवठा नलिका
Suppression grid,दडपशाही ग्रीड
Surface noise,पृष्ठभागाचा आवाज
Surface wave,पृष्ठभाग लाट
Surfing,सर्फिंग
Surge,लाट
Surroundings,आसपासच्या
Susceptance,संवेदनाक्षमता
Susceptibility,संवेदनशीलता
Suspended,निलंबित
Swap,स्वॅप
Sweep circuit,स्वीप सर्किट
Switch,स्विच
Switch board,स्विच बोर्ड
Switch on control unit,नियंत्रण युनिट चालू करा
Switching,स्विचिंग
Symbol rate,प्रतीक दर
Symmetrical,सममितीय
Sync (synchronous),समक्रमित (सिंक्रोनस)
Sync pulse,समक्रमित नाडी
Sync transfer,समक्रमण हस्तांतरण
Synchronization,संकालन
Synchronized,समक्रमित
Synchronous,सिंक्रोनस
Synchronous motor,सिंक्रोनस मोटर
Synergic,Synergic
Synergistic,Synergistic
Synergy,समन्वय
Syntactic,सिंटॅक्टिक
Syntax,मांडणी
Syntax error,वाक्यरचनेची चूक
Synthesizer,सिंथेसाइझर
Synthesizer cards,सिंथेसाइझर कार्ड
System,प्रणाली
System architecture,सिस्टम आर्किटेक्चर
System design,सिस्टम डिझाइन
System menu,सिस्टम मेनू
Tag,टॅग
Talk back,परत बोला
Tape,टेप
Tape recorder,टेप रेकोर्डर
Tape slicing,टेप काप
Tapered,टेपर्ड
Target,लक्ष्य
Tariff,आयात मालावरील जकात
Task bar,टास्क बार
Technical,तांत्रिक
Technical challenge,तांत्रिक आव्हान
Technical features,तांत्रिक वैशिष्ट्ये
Technical guidelines,तांत्रिक मार्गदर्शक तत्त्वे
Technical parameter,तांत्रिक मापदंड
Technical quality,तांत्रिक गुणवत्ता
Technical snag,तांत्रिक स्नॅग
Technique,तंत्र
Technological constraint,तांत्रिक अडचणी
Technology,तंत्रज्ञान
Technology assessment,तंत्रज्ञान मूल्यांकन
Telecasting,टेलिकास्टिंग
Telecine,टेलिसिन
Telegraphy,टेलीग्राफी
Telematics,टेलिमेटिक्स
Telemetering,टेलिमेटरिंग
Telephone,टेलिफोन
Teletext,टेलिटेक्स्ट
Television,टेलिव्हिजन
Temperature,तापमान
Temperature control,तापमान नियंत्रण
Temporal,ऐहिक
Temporal management,ऐहिक व्यवस्थापन
Temporal redundancy,ऐहिक अनावश्यकता
Tensile strength,ताणासंबंधीचा शक्ती
Tentacle,तंबू
Terabyte (TB),तेराबाइट (टीबी)
Terminal,टर्मिनल
Terminal adapters,टर्मिनल अ‍ॅडॉप्टर्स
Terminal equipment,टर्मिनल उपकरणे
Terminating,संपुष्टात आणणे
Terminating resistance,समाप्त प्रतिकार
Termination,समाप्ती
Terminator,टर्मिनेटर
Terrain profiles,भूप्रदेश प्रोफाइल
Tertiary winding,तृतीयक वळण
Test,चाचणी
Test data,चाचणी डेटा
Test image,चाचणी प्रतिमा
Test signal,चाचणी सिग्नल
Tester,परीक्षक
Testing,चाचणी
Tests and measurement,चाचण्या आणि मोजमाप
Thermal noise,थर्मल आवाज
Thermal overload relay,थर्मल ओव्हरलोड रिले
Thermionic rectifier,थर्मिओनिक रेक्टिफायर
Thermocouple,थर्माकोपल
Thermometer,थर्मामीटर
Thermostat,थर्मोस्टॅट
Thimble,थिम्बल
Thoriated filament,थोरिएटेड फिलामेंट
Thread,धागा
Three phase supply,तीन टप्प्यात पुरवठा
Three phase transformer,तीन फेज ट्रान्सफॉर्मर
Threshold,उंबरठा
Throat microphone,घसा मायक्रोफोन
Thrust,थ्रस्ट
Thyratron,थायरट्रॉन
Thyristor,थायरिस्टर
Tilt,टिल्ट
Timbre,लाकूड
Time,वेळ
Time base,वेळ बेस
Time code,वेळ कोड
Time constant,वेळ स्थिर
Time delay,वेळ विलंब
Time domain,वेळ डोमेन
Time sampling,वेळ नमुना
Time stretching,वेळ ताणणे
Timer,टाइमर
Title bar,शीर्षक पट्टी
To and fro motion,टू आणि फ्रो मोशन
Toggle switch,टॉगल स्विच
Token ring network,टोकन रिंग नेटवर्क
Tolerance,सहिष्णुता
Tone control,टोन नियंत्रण
Tool bar,टूल बार
Tools,साधने
Toothed gearing,दात तयार
Topology,टोपोलॉजी
Toroidal winding,टोरॉइडल वळण
Torque,टॉर्क
Total quality management (TQM),एकूण गुणवत्ता व्यवस्थापन (टीक्यूएम)
Totalizer,एकूण
Tower,टॉवर
Tracer,ट्रेसर
Tracing,ट्रेसिंग
Track,ट्रॅक
Track ball,ट्रॅक बॉल
Tracking,ट्रॅकिंग
Traffic management,रहदारी व्यवस्थापन
Transactional file system,ट्रान्झॅक्शनल फाइल सिस्टम
Transcode,ट्रान्सकोड
Transducer,ट्रान्सड्यूसर
Transeiver,ट्रॅनसीव्हर
Transfer characteristics,हस्तांतरण वैशिष्ट्ये
Transfer function,हस्तांतरण कार्य
Transformer,रोहीत्र
Transformer exciter,ट्रान्सफॉर्मर एक्झिटर
Transformer trolley,ट्रान्सफॉर्मर ट्रॉली
Transient,क्षणिक
Transient coding,क्षणिक कोडिंग
Transient error,क्षणिक त्रुटी
Transient switching,क्षणिक स्विचिंग
Transistor,ट्रान्झिस्टर
Translation,अनुवाद
Translator,अनुवादक
Transmission,संसर्ग
Transmission interface,ट्रान्समिशन इंटरफेस
Transmission line,ट्रान्समिशन लाइन
Transmission loss,ट्रान्समिशन लॉस
Transmission studio,ट्रान्समिशन स्टुडिओ
Transmitter,ट्रान्समीटर
Transmitter controller,ट्रान्समीटर कंट्रोलर
Transmitter maintenance,ट्रान्समीटर देखभाल
Transmitter out put power,ट्रान्समीटर आउट पॉवर ठेवा
Transmitting antenna,Ten न्टीना प्रसारित करणे
Transmitting antenna gain,Ten न्टीना गेन प्रसारित करणे
Transmitting frequency,प्रसारित वारंवारता
Transmitting station,प्रसारित स्टेशन
Transponder,ट्रान्सपॉन्डर
Trapatt diode,ट्रॅपॅट डायोड
Travelling wave,प्रवासी लाट
Trellis decoding,ट्रेलिस डिकोडिंग
Trench and conduit,खंदक आणि नाली
Trigger circuit,ट्रिगर सर्किट
Trim,ट्रिम
Trimming,ट्रिमिंग
Tripod,ट्रायपॉड
Troposphere,ट्रॉपोस्फीअर
Truncation,काटेकोर
Truth table,सत्य टेबल
Tuned,ट्यून केलेले
Tuner,ट्यूनर
Tuning,ट्यूनिंग
Tunnel diode,बोगदा डायोड
Tunnelling,बोगदा
Turn around management,व्यवस्थापनाकडे वळा
Turn table,टर्न टेबल
Tweeter,ट्वीटर
Twisted,मुरडले
Twisted pair cable,ट्विस्ट जोडी केबल
Unbalanced audio line,असंतुलित ऑडिओ लाइन
Under voltage,व्होल्टेज अंतर्गत
Unicasting,युनिकास्टिंग
Universal gate,युनिव्हर्सल गेट
Universal network,युनिव्हर्सल नेटवर्क
Unweighted filter,अन्वाटेड फिल्टर
Up convertor,कन्व्हर्टर अप
Uplink,अपलिंक
Upload,अपलोड
Usable field strength,वापरण्यायोग्य फील्ड सामर्थ्य
Value added services,मूल्यवर्धित सेवा
Varactor diode,व्हेरॅक्टर डायोड
Variable,चल
Variable area sound track,चल क्षेत्र ध्वनी ट्रॅक
Variable data rate compression,चल डेटा रेट कॉम्प्रेशन
Variable density sound track,चल घनता ध्वनी ट्रॅक
Variable output data rate,चल आउटपुट डेटा दर
Vector,वेक्टर
Vector impedance meter,वेक्टर प्रतिबाधा मीटर
Vector network analyzer,वेक्टर नेटवर्क विश्लेषक
Velocity of light,प्रकाशाचा वेग
Vented box,वेंटेड बॉक्स
Versatility,अष्टपैलुत्व
Version,आवृत्ती
Vertical plane,अनुलंब विमान
Vertically polarized,अनुलंब ध्रुवीकरण
Vestigial side band (VSB),वेस्टिगियल साइड बँड (व्हीएसबी)
Vibration,कंप
Vibrator,व्हायब्रेटर
Video,व्हिडिओ
Video amplifier,व्हिडिओ एम्पलीफायर
Video chain,व्हिडिओ साखळी
Video characteristics,व्हिडिओ वैशिष्ट्ये
Video code,व्हिडिओ कोड
Video compression,व्हिडिओ कॉम्प्रेशन
Video conferencing,व्हिडिओ कॉन्फरन्सिंग
Video graphics adapter,व्हिडिओ ग्राफिक्स अ‍ॅडॉप्टर
Video streaming,व्हिडिओ प्रवाह
Video switcher,व्हिडिओ स्विचर
Videography,व्हिडिओग्राफी
View,दृश्य
Viewing distance,अंतर पहात आहे
Virtual,आभासी
Virtual address,आभासी पत्ता
Virtual height,आभासी उंची
Virtual memory,आभासी स्मृती
Virtual private network,आभासी खाजगी नेटवर्क
Virtual reality,आभासी वास्तविकता
Virus,विषाणू
Viscosity,विस्मयकारकता
Visibility,दृश्यमानता
Vision,दृष्टी
Visual display,व्हिज्युअल प्रदर्शन
Visual inspection,व्हिज्युअल तपासणी
Visual radio,व्हिज्युअल रेडिओ
Voice frequency,आवाज वारंवारता
Voice mail,व्हॉईस मेल
Voice over IP,व्हॉईस ओव्हर आयपी
Voice over recording (VOR),व्हॉईस ओव्हर रेकॉर्डिंग (व्हीओआर)
Volatile liquid,अस्थिर द्रव
Volatile memory,अस्थिर मेमरी
Volt,व्होल्ट
Voltage,विद्युतदाब
Voltage controlled oscillator (VCO),व्होल्टेज नियंत्रित ऑसीलेटर (व्हीसीओ)
Voltage flactuation,व्होल्टेज फ्लॅकेट्युएशन
Voltage regulation,व्होल्टेज नियमन
Voltage sag,व्होल्टेज सॅग
Voltage spike,व्होल्टेज स्पाइक
Voltage stabilizer,व्होल्टेज स्टेबलायझर
Voltage standing wave ratio,व्होल्टेज स्टँडिंग वेव्ह रेशो
Voltmeter,व्होल्टमीटर
Volume,खंड
Volume control,ध्वनि नियंत्रण
Waiting time,वेळ वाट
Watermarking,वॉटरमार्किंग
Watt (W),वॅट (डब्ल्यू)
Watt hour,वॅट तास
Wattless component,वॅटलेस घटक
Wave,वेव्ह
Wave motion,वेव्ह मोशन
Waveform,वेव्हफॉर्म
Wavefront,वेव्हफ्रंट
Waveguide,वेव्हगुइड
Wavelength,तरंगलांबी
Wavelet,वेव्हलेट
Web,वेब
Web browser,अंतर्जाल शोधक
Web page,वेब पृष्ठ
Web portal,वेब पोर्टल
Web server,वेब सर्व्हर
Webcasting,वेबकास्टिंग
Webopedia,वेबोपीडिया
Website,संकेतस्थळ
Weighted filter,भारित फिल्टर
Wet bulb temperature,ओले बल्ब तापमान
White noise,पांढरा आवाज
Wide angle lens,वाइड एंगल लेन्स
Wide area network,वाइड एरिया नेटवर्क
Wideband,वाइडबँड
Wikimedia,विकिमीडिया
Wikipedia,विकिपीडिया
Winchester disk,विंचेस्टर डिस्क
Windows,विंडोज
Windows media player,विंडोज मीडिया प्लेयर
Windshield,विंडशील्ड
Wire,वायर
Wireless,वायरलेस
Wireless transmission,वायरलेस ट्रान्समिशन
Wiring,वायरिंग
Woofer,वूफर
Word processing,शब्द प्रक्रिया
Word processor,शब्द प्रक्रिया करणारा
Work process,कार्य प्रक्रिया
Work space,कामाची जागा
Workgroup,वर्क ग्रुप
Workload,वर्कलोड
Workshop,कार्यशाळा
Workstation,वर्कस्टेशन
Worldwide web (www),जगभरातील वेब (www)
Wound rotor,जखमेच्या रोटर
Wow and flutter,व्वा आणि फडफड
You tube,YouTube
Zenith,झेनिथ
Zigzag,झिगझॅग
Zip,झिप
Zip files,झिप फायली
Zipped,झिप
Zone,झोन
Zoom,झूम
Zoom in,प्रतिमेचे दृष्य रूप मोठे करा
Zoom microphone,झूम मायक्रोफोन
Zoom out,झूम कमी करा
Zooming,झूमिंग
