Bengali,Malayalam
প্রতিফলিত সূচক,പ്രതിഫലന സൂചിക
প্রতিফলন পরিমাপ,പ്രതിഫലന അളവ്
প্রতিফলন ছাড়াই মিল,പ്രതിഫലനമില്ലാതെ പൊരുത്തപ്പെടുന്നു
প্রতিফলক লিকুইড ক্রিস্টাল টিওড,റിഫ്ലെക്ടർ ലിക്വിഡ് ക്രിസ്റ്റൽ ടിയോഡ്
প্রতিফলন পরিমাপক,പ്രതിഫലന ഗേജ്
প্রতিফলক,റിഫ്ലക്ടർ
প্রতিফলিত থালা,പ്രതിഫലിപ്പിക്കുന്ന വിഭവം
প্রতিফলক মডিউল,പ്രതിഫലന ഘടകം
রিফ্লেক্স ক্লিস্ট্রন,റിഫ്ലെക്സ് ക്ലൈസ്ട്രോൺ
রিফ্লো সোল্ডারিং,റിഫ്ലോ സോളിഡിംഗ്
প্রতিসরাঙ্ক,അപവർത്തനാങ്കം
প্রতিসরণমূলক সূচক বিভাগ,റിഫ്രാക്റ്റീവ് ഇൻഡക്സ് വിഭാഗം
মেমরি পুনরুদ্ধার,മെമ്മറി വീണ്ടെടുക്കൽ
"পুনর্জন্ম, পুনর্জন্ম","പുനരുജ്ജീവനം, പുനരുജ്ജീവനം"
পুনঃনিয়োগ তুলনাকারী,പുനർവിന്യാസ താരതമ്യം
পুনর্জন্মমূলক ইতিবাচক পরিবর্ধক,പുനരുൽപ്പാദന പോസിറ്റീവ് ആംപ്ലിഫയർ
আঞ্চলিক কেন্দ্র,പ്രാദേശിക കേന്ദ്രം
আঞ্চলিক চ্যানেল,പ്രാദേശിക ചാനൽ
নিবন্ধন,രജിസ്റ്റർ ചെയ്യുക
রেজিস্ট্রার,രജിസ്ട്രാർ
পুনর্জন্ম গ্রহণকারী,പുനരുൽപ്പാദന റിസീവർ
নিয়ন্ত্রিত বিদ্যুৎ সরবরাহ,നിയന്ത്രിത വൈദ്യുതി വിതരണം
প্রবিধান,നിയന്ത്രണം
রি-এন্ট্রি রেজোনেটর,റീ-എൻട്രി റെസൊണേറ്റർ
বাতিলকরণ ব্যান্ড,റദ്ദാക്കൽ ബാൻഡ്
সার্কিট বাতিল করুন,സർക്യൂട്ട് റദ്ദാക്കുക
বাতিলের হার,റദ്ദാക്കൽ നിരക്ക്
আপেক্ষিক স্টোমা,ആപേക്ഷിക സ്റ്റോമ
আপেক্ষিক অস্তরক ধ্রুবক,ആപേക്ഷിക വൈദ്യുത സ്ഥിരാങ്കം
আপেক্ষিক তীব্রতা শব্দ,ആപേക്ഷിക തീവ്രത ശബ്ദം
আপেক্ষিক ব্যাপ্তিযোগ্যতা,ആപേക്ഷിക പ്രവേശനക്ഷമത
"আপেক্ষিক তড়িৎ ঋণাত্মকতা, আপেক্ষিক অস্তরক","ആപേക്ഷിക ഇലക്ട്രോനെഗറ്റിവിറ്റി, ആപേക്ഷിക വൈദ്യുത സൂചിക"
"শিথিলকরণ অসিলেটর, শিথিলকরণ তরঙ্গ জেনারেটর","റിലാക്സേഷൻ ഓസിലേറ്റർ, റിലാക്സേഷൻ വേവ് ജനറേറ്റർ"
রিলে,റിലേ
নির্ভরযোগ্যতা,വിശ്വാസ്യത
পুনর্বিন্যাস টেপ শীর্ষ স্বয়ংক্রিয়,റീലൈൻമെന്റ് ടേപ്പ് ടോപ്പ്-ഓട്ടോ
কলাম,കോളം
কলাম রিসিভার ট্রান্সডুসার,കോളം റിസീവർ ട്രാൻസ്ഡ്യൂസർ
"অবশিষ্ট, অবশিষ্ট","ബാക്കി, ബാക്കി"
চুম্বকত্ব,കാന്തികത
আর-ই-মডেল,ആർ-ഇ-മോഡൽ
রিমোট কন্ট্রোল কমান্ড,റിമോട്ട് കൺട്രോൾ കമാൻഡ്
রিমোট সেন্সিং লাইন,റിമോട്ട് സെൻസിംഗ് ലൈൻ
দূরবর্তী যোগাযোগকারী (যোগাযোগকারী),റിമോട്ട് കമ്മ്യൂണിക്കേറ്റർ (കമ്യൂണിക്കേറ്റർ)
রিমোট ভোল্টেজ সেন্সিং,റിമോട്ട് വോൾട്ടേജ് സെൻസിംഗ്
নিজস্ব ডিস্ক ড্রাইভ,സ്വന്തം ഡിസ്ക് ഡ്രൈവ്
rem নির্দেশ,റെം നിർദ്ദേശം
পুনরাবৃত্ত রাশিফল,ആവർത്തന ജാതകം
প্রত্যাহারকারী,പിൻവലിക്കൽ
পুনরাবৃত্তি এনকোডিং,ആവർത്തന എൻകോഡിംഗ്
পুনরাবৃত্তি হার,ആവർത്തന നിരക്ക്
পুনরাবৃত্তি তরঙ্গরূপ,ആവർത്തിച്ചുള്ള തരംഗരൂപം
প্রতিরূপ,പകർപ്പ്
প্রত্যাহার মোটর,പിൻവലിക്കൽ മോട്ടോർ
টার্মিনাল পুনরুদ্ধার করুন,ടെർമിനൽ പുനഃസ്ഥാപിക്കുക
অবশিষ্ট প্রবাহ ঘনত্ব,ശേഷിക്കുന്ന ഫ്ലക്സ് സാന്ദ്രത
বর্জ্য জেনারেটর,മാലിന്യ ജനറേറ്റർ
অবশিষ্ট মড্যুলেশন,ശേഷിക്കുന്ന മോഡുലേഷൻ
প্রতিরোধ,പ്രതിരോധം
প্রতিরোধের attenuator,പ്രതിരോധം അറ്റൻവേറ്റർ
প্রতিরোধী ব্যাংক,പ്രതിരോധ ബാങ്ക്
প্রতিরোধের পতন,പ്രതിരോധം തകർച്ച
প্রতিরোধের মই,പ്രതിരോധ ഗോവണി
প্রতিরোধের ফ্যাক্টর,പ്രതിരോധ ഘടകം
প্রতিরোধী উৎস,പ്രതിരോധശേഷിയുള്ള ഉറവിടം
প্রতিরোধের ঢালাই,പ്രതിരോധം വെൽഡിംഗ്
প্রতিরোধের তার,പ്രതിരോധ വയർ
রেজিস্ট্যান্স সেন্সিং রিলে,പ്രതിരോധം സെൻസിംഗ് റിലേ
প্রতিরোধের তারের স্ট্রেন গেজ,പ്രതിരോധ വയർ സ്ട്രെയിൻ ഗേജ്
প্রতিরোধ ক্ষমতা,പ്രതിരോധശേഷി
প্রতিরোধের মূল,പ്രതിരോധം കോർ
"dissolation, differentiation, rebuttal","പിരിച്ചുവിടൽ, വ്യത്യാസം, ഖണ്ഡനം"
সমাধানের ক্ষমতা,പരിഹരിക്കുന്ന ശക്തി
পার্থক্য সময়,വ്യത്യാസം സമയം
অনুরণন,അനുരണനം
অনুরণন বক্ররেখা,അനുരണന വക്രം
অনুরণিত অ্যান্টেনা,അനുരണന ആന്റിന
"অনুরণন গহ্বর, গহ্বর","അനുരണന അറ, അറ"
অনুরণিত সার্কিট,അനുരണന സർക്യൂട്ട്
অনুরণিত সার্কিট অসিলেটর,അനുരണന സർക്യൂട്ട് ഓസിലേറ്റർ
অনুরণিত,അനുരണനം
প্রতিক্রিয়া বক্ররেখা,പ്രതികരണ വക്രം
প্রতিক্রিয়া সময়,പ്രതികരണ സമയം
প্রতিক্রিয়াশীলতা,പ്രതികരണം
পুনঃপ্রবর্তিত,വീണ്ടും അവതരിപ്പിച്ചു
বিরতি ফ্রিকোয়েন্সি,ഇടവേള ആവൃത്തി
ত্বরণ পরীক্ষা,ആക്സിലറേഷൻ ടെസ്റ്റ്
বিলম্বিত সম্ভাবনা,വൈകിയ സാധ്യത
ত্বরিত ভেক্টর সম্ভাবনা,ത്വരിതപ്പെടുത്തിയ വെക്റ്റർ സാധ്യത
অধ্যবসায়,സ്ഥിരോത്സാഹം
মনোস্ট্যাটিক মাল্টিভাইব্রেটর,മോണോസ്റ്റാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
পূর্ব কর্ম রাশিফল,പ്രവർത്തനത്തിനു മുമ്പുള്ള ജാതകം
পিছনে প্রতিফলক,ബാക്ക് റിഫ്ലക്ടർ
ফেরত আদেশ,തിരികെ ഓർഡർ
ফেরত ক্ষতি,തിരികെ നഷ്ടം
রিগ্রেশন অনুপাত ইতিবাচক পরিবর্ধক,റിഗ്രഷൻ റേഷ്യോ പോസിറ്റീവ് ആംപ്ലിഫയർ
বিপরীত AGC,വിപരീത എജിസി
"বিপরীত পক্ষপাত, বিপরীত পক্ষপাত","വിപരീത പക്ഷപാതം, വിപരീത പക്ഷപാതം"
বিপরীত ফ্র্যাকচার,വിപരീത ഒടിവ്
বিপরীত অপারেশন,വിപരീത പ്രവർത്തനം
পুনরুদ্ধারের সময়,വീണ്ടെടുക്കൽ സമയം
বিপরীত স্যাচুরেটেড কারেন্ট,റിവേഴ്സ് സാച്ചുറേറ്റഡ് കറന്റ്
বিপরীত ট্রান্সমিশন ইনপুট,റിവേഴ്സ് ട്രാൻസ്മിഷൻ ഇൻപുട്ട്
বিপরীত ভোল্টেজ রিচার্জ অনুপাত,വിപരീത വോൾട്ടേജ് റീചാർജ് അനുപാതം
বিপরীত ভোল্টেজ লাভ,വിപരീത വോൾട്ടേജ് നേട്ടം
পাল্টা পাল্টা,കൗണ്ടർ കൗണ്ടർ
বিপরীত মোটর,റിവേഴ്സിബിൾ മോട്ടോർ
রেডিও ফ্রিকোয়েন্সি অনাক্রম্যতা,റേഡിയോ ഫ്രീക്വൻസി പ്രതിരോധശേഷി
রেডিও ফ্রিকোয়েন্সি হস্তক্ষেপ,റേഡിയോ ഫ്രീക്വൻസി ഇടപെടൽ
রেডিও ফ্রিকোয়েন্সি প্রোব,റേഡിയോ ഫ്രീക്വൻസി അന്വേഷണം
আরএফ ট্রান্সমিশন লাইন,RF ട്രാൻസ്മിഷൻ ലൈൻ
r-f মডুলেটর,r-f മോഡുലേറ്റർ
"রিওস্ট্যাট, পরিবর্তনশীল প্রতিরোধ","റിയോസ്റ്റാറ്റ്, വേരിയബിൾ പ്രതിരോധം"
রম্বিক অ্যান্টেনা,റോംബിക് ആന്റിന
পটি ফাইবার তারের,റിബൺ ഫൈബർ കേബിൾ
ফিতা লাউডস্পিকার,റിബൺ ഉച്ചഭാഷിണി
রিবন মাইক্রোফোন,റിബൺ മൈക്രോഫോൺ
পটি সংযোগকারী,റിബൺ കണക്റ്റർ
রিচার্ডসন সমীকরণ,റിച്ചാർഡ്സൺ സമവാക്യം
ঢালু তরঙ্গ ফালা,വരമ്പുകളുള്ള വേവ് സ്ട്രിപ്പ്
রিগ,റിഗ്
ঘড়ির কাঁটার নিয়ম,ഘടികാരദിശയിലുള്ള നിയമം
দক্ষিণ স্থানচ্যুতি রেজিস্টার,സൗത്ത്-ഡിസ്‌പ്ലേസ്‌മെന്റ് രജിസ്റ്റർ
ঘড়ির কাঁটার দিকে মেরুকরণ,ഘടികാരദിശയിൽ ധ്രുവീകരണം
রিং কাউন্টার,റിംഗ് കൗണ്ടർ
রিং চুম্বক,മോതിരം കാന്തം
রিং টপোগ্রাফি,റിംഗ് ടോപ്പോഗ്രാഫി
নিনাদ কুন্ডলি,നിനാദ് കുണ്ഡലി
শব্দ প্রবাহ,ശബ്ദ സ്ട്രീം
উর্মি ব্যান্ড এক্সটেনশন,ഊർമി ബാൻഡ് വിപുലീകരണം
শক্তি ক্যালকুলেটর,ഊർജ്ജ കാൽക്കുലേറ്റർ
উর্মি বাতিল,ഊർമി റദ്ദാക്കൽ
উর্মি প্রস্থ,ഊർമി വീതി
ঝুঁকি,അപകടം
উত্থানের সময়কাল,ഉയർച്ച കാലഘട്ടം
উচ্চতা সংবেদনশীলতা,എലവേഷൻ സെൻസിറ്റിവിറ്റി
ক্রমবর্ধমান কোর,ഉയരുന്ന കാമ്പ്
RLC ফিল্টার,RLC ഫിൽട്ടർ
বর্গ-গড়-মূল পর্যায়ক্রমে বর্তমান পটেনশিওমিটার,സ്ക്വയർ-മീൻ റൂട്ട് ആൾട്ടർനേറ്റിംഗ് കറന്റ് പൊട്ടൻഷിയോമീറ്റർ
স্কয়ার-মিন রুট ডিটেক্টর,സ്ക്വയർ-മീൻ റൂട്ട് ഡിറ്റക്ടർ
যন্ত্রমানব নির্মাণ বিদ্যা,റോബോട്ടിക്സ്
রোচেল লবণ,റോഷെൽ ലവണങ്ങൾ
অপ্রতিসম অ্যান্টেনা,വിചിത്ര ദൈർഘ്യമുള്ള ആന്റിന
উত্থান,ഉയർത്തുക
vellac আবরণ,വെള്ളക്ക് പൂശുന്നു
ভেলাক টিন স্থানান্তর,വെല്ലക്ക് ടിൻ കൈമാറ്റം
বিচ্যুতি ফ্যাক্টর,വ്യതിചലന ഘടകം
কক্ষ তাপমাত্রায়,മുറിയിലെ താപനില
মূল অবস্থান,ഉത്ഭവ സ്ഥാനം
বিয়োগ এক বর্গমূল,മൈനസ് ഒരു സ്ക്വയർ റൂട്ട്
বর্গ-মান মূল মান,ചതുരം-അർത്ഥം റൂട്ട് മൂല്യം
ঘূর্ণায়মান,ഭ്രമണം
ঘূর্ণায়মান attenuator,റൊട്ടേഷണൽ അറ്റൻവേറ്റർ
ঘূর্ণন নির্দেশ,ഭ്രമണ നിർദ്ദേശം
ঘূর্ণনশীল ভেক্টর,ഭ്രമണ വെക്റ്റർ
কাছাকাছি ত্রুটি,സമീപത്തെ പിശക്
রাউটার,റൂട്ടർ
রুথ পরীক্ষা,റൂട്ട് ടെസ്റ്റ്
ruth-harwijs অ্যারে,ruth-harwijs അറേ
নোমি পরীক্ষা,നോമി ടെസ്റ്റ്
r- প্যারামিটার,r-പാരാമീറ്റർ
rs-complement (র্যাডিক্স কমপ্লিমেন্ট),rs-complement (radix complement)
আর এস. ফ্লিপ-ফ্লপ,ആർ എസ്. ഫ്ലിപ്പ് ഫ്ലോപ്പ്
আরটিডি (রেজিস্ট্যান্স হিট ডিটেক্টর),RTD (റെസിസ്റ്റൻസ് ഹീറ്റ് ഡിറ്റക്ടർ)
রুবি লেজার,റൂബി ലെഡ്ജർ
rod-stream,വടി-ധാര
চলে যাও,രക്ഷപ്പെടുക
রাডবার্গের ধ্রুবক,റാഡ്ബെർഗിന്റെ സ്ഥിരം
rz-কোড,rz-കോഡ്
নিরাপদ অঞ্চল,സുരക്ഷിത മേഖല
"নিরাপদ গুণক, নিরাপত্তা সূচক","സുരക്ഷിത ഗുണിതം, സുരക്ഷാ സൂചിക"
সেলিনের ফিল্টার,സെലീന്റെ ഫിൽട്ടർ
নমুনা এবং ধরে রাখুন,സാമ്പിൾ ആൻഡ് ഹോൾഡ്
নমুনা এবং হোল্ড সার্কিট,സാമ്പിൾ ആൻഡ് ഹോൾഡ് സർക്യൂട്ട്
নমুনা তথ্য,സാമ്പിൾ ഡാറ്റ
নমুনা সিআরও,സാമ്പിൾ CRO
স্যাম্পলিং ফাংশন,സാമ്പിൾ ഫംഗ്ഷൻ
নমুনা অসিলোস্কোপ,സാമ്പിൾ ഓസിലോസ്കോപ്പ്
নমুনা উপপাদ্য,സാമ്പിൾ സിദ്ധാന്തം
নমুনা ভোল্টমিটার,സാമ്പിൾ വോൾട്ട്മീറ്റർ
স্যাটেলাইট,ഉപഗ്രഹം
স্যাটেলাইট সম্প্রচার,ഉപഗ്രഹ പ്രക്ഷേപണം
স্যাটেলাইট যোগাযোগ,ഉപഗ്രഹ ആശയവിനിമയം
স্যাটেলাইট ট্রান্সমিশন উইন্ডো,സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ വിൻഡോ
স্যাটেলাইট স্টেশন,ഉപഗ്രഹ സ്റ്റേഷൻ
স্যাটেলাইট টিভি,ഉപഗ്രഹ ടിവി
স্যাচুরেটেড যুক্তি,പൂരിത യുക്തി
স্যাচুরেশন,സാച്ചുറേഷൻ
স্যাচুরেশন বিলম্ব,സാച്ചുറേഷൻ കാലതാമസം
স্যাচুরেশন ফ্লাক্স ঘনত্ব,സാച്ചുറേഷൻ ഫ്ലക്സ് സാന്ദ്രത
সম্পৃক্তি বিন্দু,സാച്ചുറേഷൻ പോയിന്റ്
স্যাচুরেশন ভোল্টেজ,സാച്ചുറേഷൻ വോൾട്ടേജ്
অ্যারিড্যান্ট ফিল্টার,വരണ്ട ഫിൽട്ടർ
ডেন্ট জেনারেটর দেখেছি,ഡെന്റ് ജനറേറ്റർ കണ്ടു
aridanti তরঙ্গ ফর্ম,അരിഡന്തി തരംഗ രൂപം
স্কেলার,സ്കെയിലർ
স্কেল গুণক,സ്കെയിൽ മൾട്ടിപ്ലയർ
স্ক্যানিং পথ,സ്കാനിംഗ് പാത
স্ক্যানার,സ്കാനർ
স্ক্যানিং,സ്കാനിംഗ്
বিক্ষিপ্ত সংক্রমণ,ചിതറിക്കിടക്കുന്ന സംപ്രേക്ഷണം
বিচ্ছুরণকারী,ചിതറിക്കിടക്കുന്നവൻ
পদ্ধতিগত ক্যাপচার,വ്യവസ്ഥാപിതമായ പിടിച്ചെടുക്കൽ
স্মিথ ট্রিগার,സ്മിത്ത് ട്രിഗർ
স্কটকি ডায়োড,ഷോട്ട്കി ഡയോഡ്
প্রশমন প্রতিক্রিয়া,ലഘൂകരണ പ്രതികരണം
ফোলা চেম্বার,വീക്കം അറ
scintillating,മിന്നുന്ന
শ্বাসরোধ,അവ്യക്തമായ
পর্দা প্রদর্শন,സ്ക്രീൻ ഡിസ്പ്ലേ
আবরণ,മൂടി
সিঙ্ক্রোনাস ডায়নামিক RAM (SDRAM),സിൻക്രണസ് ഡൈനാമിക് റാം (SDRAM)
সিকাম কোডাক,സികം കൊടക്
সেক্যান্ট নিয়ম,രണ്ടാം ഭരണം
দ্বিতীয় অনুমান,രണ്ടാമത്തെ ഏകദേശ കണക്ക്
দ্বিতীয় ফাটল,രണ്ടാമത്തെ വിള്ളൽ
দ্বিতীয় সুরেলা,രണ്ടാമത്തെ ഹാർമോണിക്
দ্বিতীয় অর্ডার লুপ,രണ്ടാം ഓർഡർ ലൂപ്പ്
সেকেন্ডারি সেল,സെക്കൻഡറി സെൽ (സെക്കൻഡറി സെൽ)
গৌণ নির্গমন,ദ്വിതീയ ഉദ്വമനം
সেকেন্ডারি কয়েল,ദ്വിതീയ കോയിൽ
রেডিয়াল হর্ন,റേഡിയൽ കൊമ്പ്
বিভাজন ফ্যাক্টর,സെഗ്മെന്റേഷൻ ഘടകം
অন্বেষণ সময়কাল,പര്യവേക്ഷണ കാലയളവ്
ব্লক রেজিস্টার,ബ്ലോക്ക് രജിസ്റ്റർ
নির্বাচন প্রক্রিয়া,തിരഞ്ഞെടുപ്പ് പ്രക്രിയ
নির্বাচনী উচ্চারণ,തിരഞ്ഞെടുത്ത ആക്സന്റ്
নির্বাচনী অক্সিডেশন,തിരഞ്ഞെടുത്ത ഓക്സിഡേഷൻ
"সিলেক্টিভিটি, সিলেক্টিভিটি","തിരഞ്ഞെടുക്കൽ, തിരഞ്ഞെടുക്കൽ"
ফ্রিকোয়েন্সি নির্বাচনীতা,ആവൃത്തി തിരഞ്ഞെടുക്കൽ
সেলেনিয়াম রেকটিফায়ার,സെലിനിയം റക്റ്റിഫയർ
স্ব সারিবদ্ধ গেট,സ്വയം വിന്യസിക്കുന്ന ഗേറ്റ്
স্ব আরোপ,സ്വയം കടപ്പാട്
স্বয়ংচালিত,ഓട്ടോമോട്ടീവ്
আত্ম নিমজ্জন,സ്വയം നിമജ്ജനം
স্ব-উপবৃত্তাকার কোড,സ്വയം ദീർഘവൃത്താകൃതിയിലുള്ള കോഡ്
আধা লগারিদমিক স্কেল,സെമി ലോഗരിഥമിക് സ്കെയിൽ
অর্ধপরিবাহী,അർദ്ധചാലകം
সেমিকন্ডাক্টর লেজার ডায়োড,അർദ്ധചാലക ലേസർ ഡയോഡ്
সেন্সিং টার্মিনাল,സെൻസിംഗ് ടെർമിനൽ
সেন্সর,സെൻസർ
সংবেদনশীলতা,സംവേദനക്ഷമത
সেন্সর,സെൻസർ
অনুক্রমিক অ্যাক্সেস,തുടർച്ചയായ പ്രവേശനം
অনুক্রমিক সার্কিট,തുടർച്ചയായ സർക്യൂട്ട്
অনুক্রমিক এনকোডিং,തുടർച്ചയായ എൻകോഡിംഗ്
ইন্ডেক্সড মেমরি,സൂചികയിലുള്ള മെമ്മറി
ক্লাস অ্যাক্সেস,ക്ലാസ് പ്രവേശനം
বর্গ যোগকারী,ക്ലാസ് ആഡർ
সিকোয়েন্স ডেটা পোর্ট,സീക്വൻസ് ഡാറ്റ പോർട്ട്
ক্লাস পোর্ট,ക്ലാസ് പോർട്ട്
ক্যাটাগরি প্রিন্টার,വിഭാഗം പ്രിന്റർ
অনুক্রমিক স্থানান্তর,ശ്രേണിപരമായ കൈമാറ്റം
পরিসীমা সেল,പരിധി സെൽ
গ্রেড অবক্ষয় রেজিস্টার,ഗ്രേഡ് ഡിഗ്രേഡേഷൻ രജിസ്റ്റർ
বিভাগ রিচার্জ,വിഭാഗം റീചാർജ്
পরিসীমা ওহমিটার,പരിധി ഓമ്മീറ്റർ
সিরিজ সমান্তরাল সার্কিট,പരമ്പര സമാന്തര സർക്യൂട്ട്
শ্রেণী নিয়ন্ত্রক,ക്ലാസ് റെഗുലേറ്റർ
পরিসীমা অনুরণন,ശ്രേണി അനുരണനം
সিরিজ টিউনড সার্কিট,സീരീസ് ട്യൂൺഡ് സർക്യൂട്ട്
পরিসীমা ভোল্টেজ নিয়ন্ত্রক,പരിധി വോൾട്ടേജ് റെഗുലേറ്റർ
"সার্ভার, সার্ভার","സെർവർ, സെർവർ"
servo পরিবর্ধক,സെർവോ ആംപ്ലിഫയർ
সার্ভো যান্ত্রিক পদ্ধতি,സെർവോ മെക്കാനിക്കൽ രീതി
servo recoder,സെർവോ റെക്കോഡർ
সজ্জা সময়,അലങ്കാര സമയം
সমন্বয় সময়কাল,ക്രമീകരിക്കൽ കാലയളവ്
অক্টাল ডিকোডার,അഷ്ടഭുജ ഡീകോഡർ
সপ্তখণ্ড প্রদর্শন,സപ്തഖണ്ഡ പ്രദർശനം
ছায়া আবরণ; ছায়া মুখোশ,നിഴൽ കവർ; ഷാഡോ മാസ്ക്
ছায়া স্মৃতি,നിഴൽ ഓർമ്മ
শ্যাননের উপপাদ্য,ഷാനന്റെ സിദ്ധാന്തം
স্টোরেজ বয়স,സംഭരണ പ്രായം
সংরক্ষণকারী,പ്രിസർവേറ്റീവ്
স্থানান্তর কাউন্টার,ട്രാൻസ്ഫർ കൗണ്ടർ
স্থানচ্যুতি নিবন্ধন,സ്ഥാനചലനം രജിസ്റ്റർ
শক উদ্দীপনা,ഷോക്ക് ഉത്തേജനം
শক সংকট,ഞെട്ടിക്കുന്ന പ്രതിസന്ധി
সংক্ষিপ্ত পথ বর্তমান,ഷോർട്ട് പാത്ത് കറന്റ്
শর্ট সার্কিট সুরক্ষা,ഷോർട്ട് സർക്യൂട്ട് സംരക്ഷണം
সংক্ষিপ্ত প্রভাব,ഹ്രസ്വ പ്രഭാവം
"হট্টগোল, গুলির শব্দ","അലർച്ച, വെടിയൊച്ച"
সংক্ষিপ্ত বিলম্ব লাইন,ചുരുക്കിയ കാലതാമസം ലൈൻ
শট শব্দ,വെടി മുഴക്കം
পাশের পথ,സൈഡ് പാത്ത്
ফুটপাথ স্রোত,നടപ്പാത കറന്റ്
শান্ট ডিভাইস,ഷണ്ട് ഉപകരണം
শান্ট রিচার্জ,ഷണ്ട് റീചാർജ്
শান্ট মিটার,ഷണ്ട് മീറ്റർ
সাইড সার্কিট,സൈഡ് സർക്യൂട്ട്
শান্ট ক্লাস দম্পতি,ഷണ്ട് ക്ലാസ് ദമ്പതികൾ
পার্শ্ব ব্যান্ড,സൈഡ് ബാൻഡ്
সাইড ব্যান্ডের আওয়াজ,സൈഡ് ബാൻഡ് ശബ്ദം
পার্শ্বীয় ক্যারিয়ার ফ্রিকোয়েন্সি,ലാറ്ററൽ കാരിയർ ഫ്രീക്വൻസി
"পার্শ্বীয় স্থানান্তর, পার্শ্বীয় ল্যাভ","ലാറ്ററൽ ഷിഫ്റ്റ്, ലാറ്ററൽ ലാവ്"
কণ্ঠ্য স্বর,വോക്കൽസ്
সিমেন্স,സീമെൻസ്
প্রতীক বক্স,ചിഹ്ന പെട്ടി
চিহ্ন আকার,അടയാളം വലിപ്പം
ভলিউম নম্বর চিহ্নিত করুন,വോളിയം നമ്പർ അടയാളപ്പെടുത്തുക
সংকেত বিশ্লেষণ,സിഗ്നൽ വിശകലനം
সংকেত সনাক্তকারী,സിഗ്നൽ ഡിറ്റക്ടർ
সংকেত উৎপাদক,സിഗ്നൽ ജനറേറ്റർ
সিগন্যাল পোলার আইসোলেটর,സിഗ്നൽ പോളാർ ഐസൊലേറ്റർ
সংকেত পরিমাপ,സിഗ്നൽ അളവ്
সংকেত তীব্রতা,സിഗ്നൽ തീവ്രത
সংকেত-টু-বেয়ার অনুপাত,സിഗ്നൽ-ടു-ബേർ അനുപാതം
সিলিকন নিয়ন্ত্রিত সংশোধনকারী,സിലിക്കൺ നിയന്ത്രിത റക്റ്റിഫയർ
সিলিকন নিয়ন্ত্রিত সুইচ,സിലിക്കൺ നിയന്ത്രിത സ്വിച്ച്
সিলিকন ডাই অক্সাইড,സിലിക്കൺ ഡയോക്സൈഡ്
সিলিকন গেট,സിലിക്കൺ ഗേറ്റ്
সিলিকন নাইট্রাইড,സിലിക്കൺ നൈട്രൈഡ്
সিলিকন-অক্সাইড পদ্ধতি,സിലിക്കൺ-ഓക്സൈഡ് രീതി
সিলিকন ট্রানজিস্টর,സിലിക്കൺ ട്രാൻസിസ്റ്റർ
সিলিকন বাফার,സിലിക്കൺ ബഫർ
রেশম আবরণ,സിൽക്ക് കവർ
সিমপ্লেক্স কোড,സിംപ്ലക്സ് കോഡ്
একক লিঙ্ক,ഒറ്റ ലിങ്ക്
অনুকরণ inducer,സിമുലേറ്റഡ് മോട്ടിവേറ്റർ
সিমুলেশন পদ্ধতি,സിമുലേഷൻ രീതി
এমুলেটর,എമുലേറ്റർ
সাইন ফলন জেনারেটর,സൈൻ ഫലൻ ജനറേറ്റർ
sine অবিচ্ছেদ্য,സൈൻ ഇന്റഗ്രൽ
সাইন বর্গ তরঙ্গ রূপান্তরকারী,സൈൻ സ്ക്വയർ വേവ് കൺവെർട്ടർ
সাইন ওয়েভ সংশ্লেষণ,സൈൻ വേവ് സിന്തസിസ്
সাইন-স্কয়ার ওয়েভ জেনারেটর,സൈൻ-സ്ക്വയർ വേവ് ജനറേറ്റർ
একক বোর্ড কম্পিউটার,സിംഗിൾ ബോർഡ് കമ്പ്യൂട്ടർ
একক ক্ষমতা ক্ষতিপূরণ,സിംഗിൾ കപ്പാസിറ്റൻസ് നഷ്ടപരിഹാരം
একক চিপ মাইক্রোপ্রসেসর,ഒറ്റ ചിപ്പ് മൈക്രോപ്രൊസസർ
একক ঘনত্ব ডিস্ক,ഏക സാന്ദ്രത ഡിസ്ക്
একক শিরা আউটপুট,സിംഗിൾ വെയിൻ ഔട്ട്പുട്ട്
একক-মেরু দ্বিপ্রকল্প সুইচ,സിംഗിൾ-പോൾ ബൈപ്രോജക്റ്റ് സ്വിച്ച്
একক প্লেব্যাক ব্যান্ড (SSB),സോളോ പ്ലേബാക്ക് ബാൻഡ് (SSB)
একক সাইড ডিস্ক,സിംഗിൾ സൈഡ് ഡിസ്ക്
একক প্রবণ ADC,സിംഗിൾ പ്രോൺ adc
একক পর্যায় নির্বাহ,സിംഗിൾ സ്റ്റേജ് എക്സിക്യൂഷൻ
একক সরবরাহ কর্মক্ষম পরিবর্ধক,ഒറ്റ വിതരണ പ്രവർത്തന ആംപ്ലിഫയർ
একক সরবরাহ অপারেশন,ഒറ്റ വിതരണ പ്രവർത്തനം
নিমজ্জন,നിമജ്ജനം
সাইনুসয়েডাল প্রতিক্রিয়া,sinusoidal പ്രതികരണം
সাইনুসয়েডাল তরঙ্গ,sinusoidal തരംഗം
স্কু ক্লক,സ്ക്യൂ ക്ലോക്ക്
পৃষ্ঠ প্রভাব,ഉപരിതല പ്രഭാവം
ভলিউম তরঙ্গ,വോളിയം തരംഗം
