Malayalam,English
കന്തം,Strictness
കടി,Stricture
പണിമുടക്ക്,Strike
സ്ട്രൈക്ക് കോൾ,Strike call
കവൃത്തി,Stringency
കരിമം,Strip
കഠിനമായി അദ്ധാനിക്കുക,Strive
സംഭരണ ​​ശേഷി,Storage capacity
ശക്തമായ മുറി,Strong room
ഘടന,Structural
ഘടന,Structure
ഘടനാപരമായ അഭിമുഖം,Structured interview
ഘടനാപരമായ വേതനം,Structured pay
അതദ്ധാനം,Struggle
വഴങ്ങാത്ത,Stubborn
വഞ്ചന,Studious
പഠിക്കുക,Study
പഠന അവധി,Study leave
വസ്തു,Stuff
അതിശയകരമായ,Stupendous
ശൈലി,Style
ഉപ,Sub
ഉപസമിതി,Sub-committee
ഉപവിഭാഗം),Sub-contract
ഉപജില്ല,Sub-district
ഉപവിഭാഗം,Sub-division
ഉപധാനി,Sub-head
വിഷയം,Subject
ആത്മനിഷ്ഠമായ,Subjective
കീജുഡിയസ്,Subjudice
നിഗമനം,Sublease
സുബ്ലേറ്റിംഗ്,Subletting
വിധേയതം,Submission
കീഴ്വഴക്കമുള്ള,Submissive
സബോർഡിനേറ്റ് ഓഫീസ്,Subordinate office
സബോർഡിനേറ്റ് സേവനങ്ങൾ,Subordinate services
സബോർഡിനേറ്റ് സ്റ്റാഫ്,Subordinate staff
Subparhafh,Subparagraph
സൂര്,Subrule
സബ്സ്ക്രൈബുചെയ്യുക,Subscribe
തലസ്ഥാനം സബ്സ്ക്രൈബുചെയ്തു,Subscribed capital
വരികൾ,Subscriber
സബ്സ്ക്രിപ്ഷൻ,Subscription
ഉപവിഭാഗം,Subsection
അനന്തരമായ,Subsequent
തുടർന്നുള്ള പ്രവർത്തനം,Subsequent action
തുടർന്ന്,Subsequently
സഹായകന്,Subsidiary
സബ്സിഡിയറി ബോഡികൾ,Subsidiary bodies
സബ്സിഡിയറി വ്യവസായം,Subsidiary industry
സബ്സിഡിയറി മാൻഡേറ്റ്,Subsidiary mandate
സബ്സിഡിയറി രസീത്,Subsidiary receipt
സബ്സിഡിയറി രജിസ്റ്റർ,Subsidiary register
സഹായധനം നല്കുക,Subsidise
സബ്സിഡി,Subsidised
സബ്സിഡി താമസസൗകര്യം,Subsidized accommodation
സഹായധനം,Subsidy
ഉപജീവന,Subsistence
ഉപജീവന അലവൻസ്,Subsistence allowance
ഉപജീവന ഗ്രാന്റ്,Subsistence grant
നിലവാരം,Substandard
ഗണ്യമായ,Substantial
ഗണ്യമായി,Substantiate
കാര്യമായ,Substantive
കാര്യമായ വേതനം,Substantive pay
കാര്യമായ പോസ്റ്റ്,Substantive post
പകരംവയ്ക്കുക,Substitute
പകരമാറ്റം,Substitution
ഉപ ഉപ ഖണ്ഡിക,Sub sub-paragraph
സബർബൻ,Suburban
ഉപവീരകം,Subvention
ഉപഭാരം,Subversion
സബ്വേ,Subway
പിന്തുടരുന്നു,Succeeding
തുടർച്ചകമായ,Succession
തുടര്ന്നു വരുന്ന,Successive
പിന്ഗാമി,Successor
സഹായം,Succour
അപേക്ഷിക്കുക,Sue
കഷ്ടപ്പെടുക,Suffer
കഷ്ടത,Suffering
മതിയായ,Sufficient
സഫിക്സ്,Suffix
കഷ്ടപ്പെടുത്തുക,Suffrage
നിര്ദ്ദേശം,Suggestion
നിർദ്ദേശ ബോക്സ്,Suggestion box
നിർദ്ദേശ പുസ്തകം,Suggestions book
നിര്ദേശിക്കുക,Suggestive
ആത്മഹത,Suicide
വസ്തം,Suit
മതിയായ,Suitability
അനുയോജ്യമായ പ്രവർത്തനം,Suitable action
യോജിച്ചത്,Suited
മൊത്തം,Sum
ചുരുക്കത്തിൽ,Summarily
സംഗഹം,Summary
സംഗ്രഹ ട്രയൽ,Summary trial
സംഗ്രഹിക്കുന്നു,Summing up
പരകോടി,Summit
സമന്സ് അയയ്ക്കുക,Summon
സത്ക്രം അലവൻസ്,Sumptuary allowance
സംക്കൂൺ,Sum up
സംവിത്തനുസരിച്ച്,Sundry
സയൂ മോട്ടോ,Suo moto
അതിശയകരമായ,Superannuation
സൂപ്പർഇന്റുചെയ്യുന്ന പെൻഷൻ,Superannuation pension
ഉപരിപ്ളവമായ,Superficial
അതിരുകടന്ന,Superfluous
അതിശയിക്കുക,Superimpose
മേന്മയേറിയ,Superior
ശേഷ്ഠമായ,Superiority
സൂപ്പർനുമറി,Supernumerary
സൂപ്പർ ന്യൂമററി പോസ്റ്റ്,Supernumerary post
സൂപ്പർസ്ക്രൈബുചെയ്യുക,Superscribe
സൂപ്പർസ്ക്രിപ്ഷൻ,Superscription
സുഷേർഡ്,Supersede
മുത്തതായ,Supersession
സൂപ്പർസ്ട്രക്ചർ,Superstructure
സൂപ്പർടേക്സ്,Supertax
സൂപ്പർ ടൈംസ്കെയിൽ,Super timescale
മേൽനോട്ടത്തിലാണ്,Supervision
പരിശോധകന്,Supervisor
സൂപ്പർവൈസറി സ്റ്റാഫ്,Supervisory staff
അനുബന്ധം,Supplement
അനുബന്ധ,Supplementary
അനുബന്ധ ബജറ്റ്,Supplementary budget
അനുബന്ധ ചെലവ്,Supplementary cost
അനുബന്ധ ആവശ്യം,Supplementary demand
അനുബന്ധ ഗ്രാന്റ്,Supplementary grant
അനുബന്ധ ചോദ്യം,Supplementary question
അനുബന്ധ നിയമങ്ങൾ,Supplementary rules
സപൈ്ളയര്,Supplier
എത്തിച്ചുകൊടുക്കല്,Supply
പിന്താങ്ങുക,Support
ഉപദേക്കത്തിൽ,Supporter
സാക്ഷ്യ പത്രങ്ങൾ,Supporting documents
അടിച്ചമര്ത്തുക,Suppress
ആധിപതം,Supremacy
പരമാധികാരമുള്ള,Supreme
അധികഭാരം,Surcharge
ജാമ്യ,Surety
ജാമ്യ ബോണ്ട്,Surety bond
ഉപരിതല പരിശോധന,Surface inspection
ഉപരിതല ഗതാഗതം,Surface transport
ശസ്ത്രക്രിയ,Surgery
കുലനാമം,Surname
ശേഷിപ്പ്,Surplus
മിച്ച ബജറ്റ്,Surplus budget
മിച്ച റിപ്പോർട്ട്,Surplus report
മിച്ച സ്റ്റാഫ്,Surplus staff
സർപ്രൈസ് ചെക്ക്,Surprise check
സർപ്രൈസ് സന്ദർശനം,Surprise visit
കീഴടങ്ങല്,Surrender
ചുറ്റുപാടിൽ,Surroundings
സുരക്സ്,Surtax
കാവല്,Surveillance
അളക്കല്,Survey
സർവേ റിപ്പോർട്ട്,Survey report
അതിജീവനം,Survival
അതിജീവിക്കുന്ന,Surviving
ശേഷിച്ചവന്,Survivor
സാധ്യത,Susceptibility
സംശയിക്കപ്പെട്ട,Suspect
പവര്ത്തനരഹിതമാക്കുക,Suspend
ഉദേഗം,Suspense
സസ്പെൻസ് അക്കൗണ്ട്,Suspense account
പുറത്താക്കല്,Suspension
സസ്പെൻഷൻ ഓർഡർ,Suspension order
ആശങ്ക,Suspicion
സുസ്ഥിരമാണ്,Sustainable
സുസ്ഥിര വളർച്ച,Sustainable growth
നിലനിൽക്കുന്നു,Sustained
ശപിക്കുക,Swear
സത്യപ്രതിജ്ഞാ ചടങ്ങ്,Swearing-in-ceremony
പാഠ്യപദ്ധതി,Syllabus
പതീകം,Symbol
സമമിതി,Symmetry
സഹതാപം,Sympathy
സഹതാപ പണിമുടക്ക്,Sympathy strike
സിമ്പോസിയം,Symposium
ലക്ഷണം,Symptom
സമന്വയിപ്പിക്കുക,Synchronise
സംഗ്രഹം,Synopsis
സിന്തസിസ്,Synthesis
കൃതിമമായുണ്ടാക്കിയ,Synthetic
ഏര്പ്പാട്,System
വവസ്ഥാനുസൃതമായ,Systematic
വ്യവസ്ഥാപരമായ ജോലി,Systematic work
സിസ്റ്റംസ് വിശകലനം,Systems analysis
ടാബ് ഫോൾഡർ,Tab folder
മേശ,Table
ടബ്ഡോ,Tableau
ഉള്ളടക്ക പട്ടിക,Table of contents
വീടിന്റെ മേശ,Table of the house
തബുദ,Tabular
ടാബുലേറ്റ് ചെയ്ത പ്രസ്താവന,Tabulated statement
അവസഹമായ,Tabulation
തബൂലേറ്റർ,Tabulator
പരിഹരിക്കുക,Tackle
നയം,Tact
നയമുള്ള,Tactful
തന്ത്രം,Tactic
ടാഗ്,Tag
വീട്ടിലേക്ക് പോവുക,Take home pay
ഏറ്റെടുക്കുക,Take over
കഴിവില്ലാത്ത,Talented
പ്രതിഭ തിരയൽ,Talent search
Tally,Tally
ടാലി കാർഡ്,Tally card
തകിടം,Tampering
സ്പഷ്ടമായ,Tangible
സ്പഷ്ടമായ അസറ്റ്,Tangible asset
ടേപ്പ്,Tape
ടാപ്പിംഗ്,Tapping
ക്ഷീണം,Tardiness
ലക്ഷം,Target
ലക്ഷ്യ തിയതി,Target date
ചുങ്കവിഹിതം,Tariff
പതക്കമായ,Tarnish
കര്ത്തവം,Task
ടാസ്ക് ഫോഴ്സ്,Task force
നികുതി,Tax
നികുതിാപിക്കാനുള്ള നികുതി,Tax abatement
നികുതിയുണ്ടാക്കേണ്ട,Taxable
നികുതി ബാധ്യമായ വരുമാനം,Taxable income
നികുതി ക്രമീകരണം,Tax adjustment
നികുതി വിലയിരുത്തൽ,Tax assessment
കരംപിരിക്കല്,Taxation
നികുതി ഒഴിവാക്കല്,Tax avoidance
ടാക്സ് കൺസൾട്ടന്റ്,Tax consultant
നികുതി പ്രഖ്യാപനം,Tax declaration
ഉറവിടത്തിൽ നികുതി കുറയ്ക്കുന്നു,Tax deducted at source
നികുതി കിഴിവ്,Tax deduction
നികുതി വെട്ടിപ്പ്,Tax evasion
നികുതി ഒഴിവ്,Tax exemption
തീരുവ ഇല്ലാത്ത,Tax free
നികുതിദായകന്,Tax payer
നികുതി ഇളവ്,Tax rebate
നികുതി റിട്ടേൺ,Tax return
നികുതി ഷെഡ്യൂൾ,Tax schedule
ടീം സ്പിരിറ്റ്,Team spirit
ടീം ജോലി,Team work
കണ്ണീർ വാതകം,Tear gas
സാങ്കേതികമായ,Technical
സാങ്കേതിക ഉപദേശം,Technical advice
ടെന്റിച്ച് കോളേജ്,Technical college
സാങ്കേതിക ഡാറ്റ,Technical data
സാങ്കേതിക പോസ്റ്റ്,Technical post
സാങ്കേതിക യോഗ്യത,Technical qualification
സാങ്കേതിക വൈദഗ്ദ്ധ്യം,Technical skill
സാങ്കേതിക പദം,Technical term
സാങ്കേതിക പരിശീലനം,Technical training
സാങ്കേതിക വിദാനിപുണന്,Technician
സന്വദായം,Technique
ടെക്നോക്രി,Technocracy
ടെക്നോക്രാറ്റ്,Technocrat
സാങ്കേതികപരമായ,Technological
സാങ്കേതികവിദ്യക്കാരന്,Technologist
സാങ്കേതികവിദ,Technology
ടെലിബാങ്കിംഗ്,Telebanking
കന്വിസന്ദേശം,Telegram
ടെലിഗ്രാഫിക് വിലാസം,Telegraphic address
ടെലിഗ്രാഫി,Telegraphy
ടെലിപ്രിൻറ് സന്ദേശം,Teleprinter message
ദൂരദര്ശന്,Television
ടെലിവുകിംഗ്,Teleworking
ടെലിക്സ്,Telex
ഇല്ലാതര്,Teller
മാനസികനില,Temper
സ്വഭാവം,Temperament
സഭാവാനുസാരമായ,Temperamental
താപനില,Temperature
ടെപ്പോ,Tempo
താത്ക്കാലികമായ,Temporary
താൽക്കാലിക അഡ്വാൻസ്,Temporary advance
താൽക്കാലിക നിയമനം,Temporary appointment
താൽക്കാലിക വൈകല്യം,Temporary disability
താൽക്കാലിക പോസ്റ്റ്,Temporary post
താൽക്കാലിക നിയന്ത്രണം,Temporary restriction
താൽക്കാലിക ഒഴിവ്,Temporary vacancy
പലോഭനം,Temptation
പതിനമായ,Tenable
അതാനി,Tenacity
വാടക,Tenancy
കുടികിടപ്പുകാരി,Tenant
ഗതി,Tendency
മൂക്കാത്ത,Tender
ടെൻഡർ ബോക്സ്,Tender box
ടെണ്ടർ,Tenderer
ടെൻഡർ നോട്ടീസ്,Tender notice
പരീക്ഷണാര്ത്ഥമുള്ള,Tentative
കാലാവധി,Tenure
ഭൂമിയുടെ കാലാവധി,Tenure of land
ഓഫീസ് കാലാവധി,Tenure of office
പോസ്റ്റിന്റെ കാലാവധി,Tenure of post
ജോലിയുടെ കാലാവധി,Tenure of work
കാലാവധി പോസ്റ്റ്,Tenure post
അധയനകാലം,Term
അവസാനിപ്പിക്കാവുന്ന,Terminable
ടെർമിനൽ (റിപ്പോർട്ട് മുതലായവ),Terminal (report etc.)
ടെർമിനൽ നികുതി,Terminal tax
അവസാനിപ്പിക്കല്,Termination
അവസാനിപ്പിക്കൽ ക്ലോസ്,Termination clause
അവസാനിപ്പിക്കൽ അറിയിപ്പ്,Termination notice
സേവനം അവസാനിപ്പിക്കൽ,Termination of service
സങ്കേതഭാഷ,Terminology
ടേം ലോൺ,Term loan
ഓഫീസിന്റെ കാലാവധി,Term of office
നിബന്ധനകൾ,Terms
ഉപാധികളും നിബന്ധനകളും,Terms and conditions
ഡെലിവറി നിബന്ധനകൾ,Terms of delivery
ടേംസ് ഓഫ് റഫറൻസ്,Terms of reference
സേവന നിബന്ധനകൾ,Terms of service
ഭൂപദേശം,Territory
നടുക്കം,Terror
ഭീകരഭരണം,Terrorism
ഭീകരപവര്ത്തനം,Terrorist
മൂന്നാമത്തെ ആനുകൂല്യം,Tertiary benefit
പരീക്ഷണസന്വദായം,Test
സംഹിത,Testament
ടെസ്റ്റ് ചാർജ്,Test charge
ടെസ്റ്റ് ചെക്ക്,Test check
ശ്രദ്ധാപൂര്വ്,Tester
സാക്ഷപ്പെടുത്തുക,Testify
സാക്ഷസ്തുദായകമായ,Testimonial
സാക്ഷിതം,Testimony
പരിശോധന റിപ്പോർട്ട്,Testing report
മൂലഗന്ഥം,Text
നന്ദിയുള്ള,Thankful
പതിപാദം,Theme
രോഗചികില്സ,Therapy
മൂന്നാം പാർട്ടി,Third party
നന്നായി,Thoroughly
സമീക്ഷകാരിയായ,Thoughtful
ഭീഷണി,Threat
മിടുക്കൻ,Thrift
മുഖാന്തിരം,Through
പുറത്താക്കുക,Throw out
തള്ളവിരൽ,Thumb impression
ഭൂരിപക്ഷം,Thumping majority
ടിക്കറ്റ്,Ticket
സമനില,Tie
ടി.കെ.,Tied loan
നിര,Tier
ചായം,Tilt
കാലം,Time
അനുവദനീയമായ സമയം,Time allowed
സമയം വിലക്കി,Time barred
സമയബന്ധിതമായി,Time bound
സമയ കാർഡ്,Time card
സമയ നിക്ഷേപം (= സ്ഥിര നിക്ഷേപം),Time deposit (=fixed deposit)
സൂക്ഷിക്കുന്ന സമയം,Time keeping
സമയ പരിധി,Time limit
സമയം ഓഫാണ്,Time off
സമയം മറികടന്നു,Time overrun
സമയപരിശോധന,Timed programme
സമയ നിരക്ക്,Time rate
ടൈം റെക്കോർഡിംഗ് മെഷീൻ,Time recording machine
സമയ സ്കെയിൽ,Time scale
സമയ ക്രമം,Time schedule
സമയ സ്റ്റാമ്പ്,Time stamp
സമയ പഠന ഉപകരണം,Time study equipment
സമയ പട്ടിക,Time table
സമയത്തിന്റെ,Timing
നുറുങ്ങുക,Tips
തലക്കെട്ട്,Title
ശീർഷക ഉടമ,Title holder
കുളിമുറി,Toilet
ടോക്കൺ,Token
ടോക്കൺ അംഗം,Token member
ടോക്കൺ പേ,Token pay
ടോക്കൺ പണിമുടക്ക്,Token strike
ഛായ,Tone
സ്വരം താഴേക്ക്,Tone down
ടോൺ അപ്പ്,Tone up
ഉപകരണം,Tool
ഉപകരണം ഡൗൺ സ്ട്രൈക്ക്,Tool down strike
അറ്റം,Top
വിഷയം,Topic
മികച്ച ലെവൽ തീരുമാനം,Top level decision
"ഉന്നത നേതൃത്വം, ഉന്നത ഭരണസമിതി",Top management
ടോപ്പ്മോസ്റ്റ്,Topmost
ഉന്നത ഉദ്യോഗസ്ഥൻ,Top official
ഭൂരിശാസ്,Topography
മുൻഗണന,Top priority
മികച്ച റാങ്കിംഗ്,Top ranking
മികച്ച രഹസ്യം,Top secret
പീഡിപ്പിക്കാനും,Torture
മൊത്തമായ,Total
ആകെ സേവനം,Total service
കടുപ്പമേറിയ,Tough
സഞ്ചാരം,Tour
ടൂർ പ്രോഗ്രാം,Tour programme
ടൂർ റിപ്പോർട്ട്,Tour report
തുരത്തല്,Tout
പട്ടണം,Town
ടൗണ് സ്ഥാനം,Township
തുട്ടുചെയ്യുക,Trace
ലഘുലേഖ,Tract
പാശം,Traction
വ്യാപാര ഉടമ്പടി,Trade agreement
തൊഴിലാളി സംഘടന,Trade union
പാരന്വരം,Tradition
പരിശീലനംകൊടുക്കുക,Train
പരിശീലനം ആർജിക്കുന്നയാൾ,Trainee
പരിശീലനംകൊടുക്കുക,Traineeship
ശിക്ഷക,Trainer
പരിശീലനം,Training
പരിശീലന കേന്ദ്രം,Training centre
പരിശീലന കോളേജ്,Training college
പരിശീലന വിഭജനം,Training division
പരിശീലന സ്ഥാപനം,Training institute
പരിശീലന കാലയളവ്,Training period
പരിശീലന പരിപാടി,Training programme
പരിശീലന യൂണിറ്റ്,Training unit
രാവണത,Trait
രാജദോഹി,Traitor
ശാന്തക്കല്,Tranquillity
ഇടപാട്,Transaction
ബിസിനസ്സ് ഇടപാട്,Transaction of business
പകരാവസ്ഥ,Transcription
സ്ഥലംമാറ്റുക,Transfer
കൈമാറ്റം ചെയ്യാവുന്ന ചരക്കുകൾ,Transferable goods
ട്രാൻസ്ഫർ എൻട്രി,Transfer entry
കൈമാറ്റം ഫീസ്,Transfer fee
മെമ്മോറാണ്ടം കൈമാറുക,Transfer memorandum
ഡെപ്യൂട്ടേഷനിൽ കൈമാറുക,Transfer on deputation
ട്രാൻസ്ഫർ ഓർഡർ,Transfer order
രൂപാന്തരം,Transformation
ഗതാഗതം,Transit
ട്രാൻസിറ്റ് ഡ്യൂട്ടി,Transit duty
പരിവർത്തനം,Transitional
ട്രാൻസിറ്റ് പാസ്,Transit pass
ട്രാൻസിറ്റ് വിസ,Transit visa
ട്രാൻസിറ്റ് വർക്ക്ഷോപ്പ്,Transit workshop
വിവർത്തനം,Translation
ലിപ്യന്തരണം,Transliteration
പകർച്ച,Transmission
അയയ്ക്കുക,Transmit
വഹിച്ചുകൊണ്ടുപോവുക,Transport
ഗതാഗത അലവൻസ്,Transport allowance
കയറ്റിക്കൊണ്ടുപോകല്,Transportation
കൈമാറ്റം,Transposition
കെണി,Trap
സഞ്ചരിക്കുക,Travel
യാത്രാ ചെലവ്,Travel expenses
യാത്രക്കാരന്റെ പരിശോധന,Traveller’s cheque
യാത്രാബത്ത,Travelling allowance
യാത്രാ അലവൻസ് ബിൽ,Travelling allowance bill
യാത്ര ഇളവ്,Travelling concession
വചതീർച്ച,Treachery
രാജദോഹം,Treason
ട്രഷറി,Treasury
ട്രഷറി ബെഞ്ച്,Treasury bench
ട്രഷറി ഡെപ്പോസിറ്റ് രസീത് (t.d.r.),Treasury deposit receipt(T.D.R.)
ട്രഷറി രസീത്,Treasury receipt
ട്രഷറി വൗച്ചർ,Treasury voucher
പെരുമാറുക,Treat
കരാര്,Treaty
കൈമാറൽ ഉടമ്പടി,Treaty of extradition
കുഴച്ചി,Trek
ലഘുലേഖ,Trend
അതിക്രമം,Trespass
പരീക്ഷണം,Trial
ട്രയൽ ബാലൻസ്,Trial balance
വിചാരണ കാലയളവ്,Trial period
ഗോത്ര പ്രദേശ വികസനം,Tribal area development
ഗോത്ര ക്ഷേമം,Tribal welfare
ജനവര്ഗ്ഗം,Tribe
ട്രിബ്യൂണൽ,Tribunal
ബഹുമതി,Tribute
ട്രിം,Trim
ഉല്ലാസയാത,Trip
ത്രിപാർട്ട്റ്റ്,Tripartite
മൂന്ന,Triple
ഉപ്ഴുമുള്ള,Triplicate
യഥാർത്ഥ പകർപ്പ്,True copy
തുമ്പിക്കൈ കോൾ,Trunk call
ആശ്രയം,Trust
ടസ്റ്റി,Trustee
വിശ്വാസയോഗ്യമായ,Trustworthy
നിരാകരിക്കുക,Turn down
ടേൺവൈ അടിസ്ഥാനം,Turnkey basis
ഉല്പാദിപ്പിക്കുക,Turn-out
വിറ്റുമയ,Turnover
പടയം,Turpitude
കലയ്മം,Tutelage
ഇരട്ട നഗരം,Twin city
ഇരട്ട പങ്കിടൽ അടിസ്ഥാനം,Twin sharing basis
ടൈപ്പ് ചെയ്യുക,Type
ടൈപ്പ്സ്ക്രിപ്റ്റ്,Typescript
ടൈപ്പ് റൈറ്റര്,Typewriter
ടൈപ്പ് റൈറ്റിംഗ്,Typewriting
മാതൃകയായ,Typical
ടൈപ്പിംഗ്,Typing
ടൈപ്പിംഗ് മെഷീൻ,Typing machine
ടൈപ്പിംഗ് പൂൾ,Typing pool
ടൈപ്പോഗ്രാഫിക്കൽ പിശക്,Typographical error
ഗൂഡമായ ഉദ്ദേശ്യം,Ulterior motive
അന്തിമമായ,Ultimate
ആത്യന്തിക ചരക്ക്,Ultimate consignee
ആത്യന്തിക ചെലവ്,Ultimate cost
ആത്യന്തിക ലക്ഷ്യം,Ultimate goal
ആത്യന്തികമായി,Ultimately
ആത്യന്തിക ലക്ഷ്യം,Ultimate objective
അന്ലിമാറ്റം,Ultimatum
അല്പം,Ultimo
അൾട്രാവറുകൾ,Ultravires
അമ്പര്,Umpire
അസ്വീകാര്യമായ,Unacceptable
അനുഗമിക്കാത്ത ബാഗേജ്,Unaccompanied baggage
അൺഎയ്ഡെഡ്,Unaided
വ്യക്തമല്ലാത്ത,Unambiguous
അനീതി,Unanimity
ഏകകണ്ഠ,Unanimous
ഏകകണ്ഠമായ തീരുമാനം,Unanimous decision
അനാശയിംഗ്,Unassuming
അറ്റാച്ചുചെയ്യാത്ത,Unattached
അനധികൃതമായ,Unauthorized
അനുപേക്ഷണീയമായ,Unavoidable
ഒഴിവാക്കാനാവാത്ത സാഹചര്യങ്ങൾ,Unavoidable circumstances
ഒഴിവാക്കാനാവാത്ത കാലതാമസം,Unavoidable delay
അൺബോമിംഗ്,Unbecoming
മൂലക്കല്ല്,Uncashed
അനിശ്ചിതമായ,Uncertain
അവകാശപ്പെടാത്ത,Unclaimed
ക്ലെയിം ചെയ്യാത്ത ബാഗേജ്,Unclaimed baggage
തരംതിരിക്കാത്ത,Unclassified
സഹപാമിതമായ,Uncommitted
അസാധാരണമായ,Uncommon
വിട്ടുവീഴ്ചയില്ലാത്തവ,Uncompromising
വവസ്ഥകളില്ലാത്ത,Unconditional
സ്ഥിരീകരിക്കാത്തത്,Unconfirmed
സ്ഥിരീകരിക്കാത്ത റിപ്പോർട്ട്,Unconfirmed report
ഭരണഘടനാവിരുദ്ധമാണ്,Unconstitutional
അഭന്തികമല്ലാത്ത,Uncontested
അനിയന്ത്രിതമായ,Uncontrolled
അജ്ഞാതനായ,Uncorroborated
അനാവരണം ചെയ്യപ്പെട്ട ആവശ്യം,Uncovered demand
തീരമായ,Undated
വിതരണം ചെയ്യാത്ത കത്ത്,Undelivered letter
കീഴെ,Under
വയസ്സിൽ,Under-age
വിലയിരുത്തലിനു കീഴിൽ,Under assessment
ബില്ലിംഗിന് കീഴിൽ,Under billing
പോസ്റ്റുചെയ്യുന്നതിന്റെ സർട്ടിഫിക്കറ്റ്,Under certificate of posting
പരിഗണനയിലാണ്,Under consideration
അണ്ടർകൺസേഷൻ,Underconsumption
അവികസിതമാണ്,Underdeveloped
ജോലിസ്ഥലത്ത്,Under employed
തൊഴിൽ കീഴിൽ,Under employment
അണ്ടർ-എസ്റ്റിമേറ്റ്,Under-estimate
പരിശോധനയിൽ,Under examination
ബിരുദധാരി,Undergraduate
ഭൂഗര്ഭത്തിലുള്ള,Underground
കൈകൊണ്ട് ഇടപെടൽ,Under-hand dealing
ഇൻവോയ്സിംഗിന് കീഴിൽ,Under invoicing
അടിവരയിട്ടു,Underlined
അണ്ടർ കൈകാര്യം ചെയ്തു,Under-manned
അണ്ടർ-പെയ്ഡ്,Under-paid
ജനസംഖ്യ,Under-population
കീഴിൽ നിർമ്മാണം,Under-production
റഫറൻസിൽ,Under reference
അന്തിമമായ,Undersigned
വിവേകം,Understanding
ഏറ്റെടുക്കുക,Undertake
കയ്യേല്ക്കല്,Undertaking
പതക്ഷമായ,Undertrial
അണ്ടർ-വിനിയോഗം,Under-utilization
മൂല്യത്തകർച്ച,Under-valuation
അനഭിലഷണീയമായ,Undesirable
അനിയന്തിതമായ,Undignified
പീഡനസമ്പന്നരായ വായ്പ,Undisbursed loan
തർക്കശരവുമില്ലാത്ത,Undisputed
വിഭജിച്ചിട്ടില്ലാത്ത,Undivided
നിസ്സംശയം,Undoubtedly
അനാവശ്യമായ,Undue
അനാവശ്യ കാലതാമസം,Undue delay
അനാവശ്യ സ്വാധീനം,Undue influence
കണ്ടെത്താത്ത വരുമാനം,Unearned income
കണ്ടുപിടിക്കാത്ത,Unearth
അദൃശ്യമായ,Uneconomical
തൊഴിലില്ലായ്മ,Unemployment
അസമമായ ഭൂമി,Uneven land
അപ്രതീക്ഷിത കാലതാമസം,Unexpected delay
അസമമായ,Unexpired
നായരഹിതമായ,Unfair
അന്യായമായി പുറത്താക്കൽ,Unfair dismissal
അന്യായമായ തൊഴിലാളി രീതികൾ,Unfair labour practices
അന്യായമാണ്,Unfair means
അനുകൂലമല്ലാത്തത്,Unfavourable
ഉപയോഗമില്ലാത്ത,Unfit
പ്രമോഷന് യോഗ്യമല്ല,Unfit for promotion
നിര്ണ്ണായിഘകം,Unforeseen
അപ്രതീക്ഷിത നിരക്കുകൾ,Unforeseen charges
അപ്രതീക്ഷിത സാഹചര്യങ്ങൾ,Unforeseen circumstances
അൺകാമെറൽ,Unicameral
യൂണികാമെറൽ നിയമസഭ,Unicameral legislature
ഏകീകരിക്കല്,Unification
ഏകീകൃത സ്കെയിൽ,Unified scale
ഒരേപോലെ,Uniform
ഏകീകൃത വർദ്ധനവ്,Uniform increase
ഏകത,Uniformity
ഏകപക്ഷീയമായ,Unilateral
ഏകപക്ഷീയമായ പ്രവർത്തനം,Unilateral action
തടസ്സമില്ലാത്ത വൈദ്യുതി വിതരണം,Uninterrupted power supply
തടസ്സമില്ലാത്ത സേവനം,Uninterrupted service
എെകം,Union
ക്കാവശക്തിസം,Unionism
യൂണിയൻ ലിസ്റ്റ്,Union list
കേന്ദ്രഭരണ പ്രദേശം,Union territory
സമാനമില്ലാത്ത,Unique
ഘടകം,Unit
സജീര്ത്ഥമായ,Unitary
ഒന്നായ,United
ഒത്തൊരുമ,Unity
സാര്വതികമായ,Universal
അനായമായ,Unjust
നിയമവിരുദ്ധമായ,Unlawful
നിയമവിരുദ്ധ ഉദ്ദേശ്യത്തോടെ,Unlawful purpose
പരിധിയില്ലാത്ത,Unlimited
പരിധിയില്ലാത്ത ശക്തി,Unlimited power
ലിസ്റ്റുചെയ്യാത്ത,Unlisted
അൺലോഡുചെയ്യല്,Unloading
അവിവാഹിതയായ,Unmarried
പകൃതിവിരുദ്ധമായ,Unnatural
പ്രകൃതിവിരുദ്ധ മരണം,Unnatural death
അനാവശമായ,Unnecessary
അനന്തമായ,Unofficial
അന of ദ്യോഗിക കത്ത്,Unofficial letter
അന of ദ്യോഗിക കുറിപ്പ്,Unofficial note
അന of ദ്യോഗിക സ്ട്രൈക്ക്,Unofficial strike
അനന്തമായ,Unopposed
അടയ്ക്കാത്ത വേതനം,Unpaid wages
മുലമെന്ററി,Unparliamentary
പിന്ക,Unpopular
അത്ഭുതപൂർവമായ്,Unprecedented
പ്രവചനാതീതമായ,Unpredictable
ഉരഗതിയില്ലാത്ത,Unproductive
ഉൽപാദനക്ഷമമല്ലാത്ത അധ്വാനം,Unproductive labour
ലാഭകരമല്ലാത്ത,Unprofitable
സ്ഥിരപ്പെടുത്തുക,Unpunctual
യോഗതയില്ലാത്ത,Unqualified
യോഗ്യതയില്ലാത്ത ക്ഷമാപണം,Unqualified apology
ചോദ്യം ചെയ്യാനാവാത്ത,Unquestionable
