Marathi,Assamese
संशोधक,গৱেষক
"तलाव, कुंड, जलाशय, तलाव, भांडार, हेतू","পুল, চিষ্টাৰ, জলাশয়, পুখুৰী, ষ্ট&#39;ৰ, উদ্দেশ্য"
उष्णता स्टोअर,হিট ষ্ট&#39;ৰ
पुनर्नियोजन,পুনৰ নিয়োগ কৰা
पुनर्प्राप्ती नियोजक,পুনৰুদ্ধাৰ পৰিকল্পনাকাৰী
पुन्हा उपयोजित गणित,পুনৰ নিয়োগযোগ্য Mathematica
पुन्हा नियोजन,পুনৰ পৰিকল্পনা কৰা
अवशिष्ट शुल्क,অৱশিষ্ট আধান
अवशिष्ट निर्देशांक,অৱশিষ্ট সূচকাংক
अवशिष्ट दूषितता,অৱশিষ্ট দূষণ
अवशिष्ट प्रवाह,অৱশিষ্ট কাৰেণ্ট
अवशिष्ट विकृती,অৱশিষ্ট বিকৃতি
अवशिष्ट रंगद्रव्य,অৱশিষ্ট ৰং
अवशिष्ट अशुद्धता,অৱশিষ্ট অশুদ্ধি
अवशिष्ट घटक,অৱশিষ্ট কাৰক
अवशिष्ट शक्ती,অৱশিষ্ট বল
अवशिष्ट गुरुत्व,অৱশিষ্ট মাধ্যাকৰ্ষণ
अवशिष्ट चुंबकत्व,অৱশিষ্ট চুম্বকত্ব
अवशिष्ट साहित्य,অৱশিষ্ট পদাৰ্থ
अवशिष्ट किरणोत्सर्गीता,অৱশিষ্ট তেজস্ক্ৰীয়তা
अवशिष्ट तुळई,অৱশিষ্ট ৰশ্মি
अवशिष्ट प्रतिकार,অৱশিষ্ট প্ৰতিৰোধ ক্ষমতা
अवशिष्ट प्रतिरोधकता,অৱশিষ্ট প্ৰতিৰোধ ক্ষমতা
अवशिष्ट ताण,অৱশিষ্ট চাপ
अवशिष्ट उष्णता त्रुटी,অৱশিষ্ট তাপৰ ভুল
अवशिष्ट उपचार प्रभाव,অৱশিষ্ট চিকিৎসা প্ৰভাৱ
अवशिष्ट भिन्नता,অৱশিষ্ট ভ্যাৰিয়েন্স
अवशिष्ट वेक्टर,অৱশিষ্ট ভেক্টৰ
अवशिष्ट वेग,অৱশিষ্ট বেগ
अवशिष्ट अणू,অৱশিষ্ট পৰমাণু
अवशेष क्षेत्र,অৱশিষ্ট অঞ্চল
अवशिष्ट प्रणाली,অৱশিষ্ট ব্যৱস্থা
"अवशिष्ट, अवशिष्ट","অৱশিষ্ট, অৱশিষ্ট"
रेझिनस संमिश्र,ৰজনীযুক্ত সংমিশ্ৰিত
"प्रतिकार, प्रतिकार","ৰেজিষ্টেন্স, ৰেজিষ্টেন্স"
लोड हात,লোড আৰ্ম
प्रतिकार बॉक्स,ৰেজিষ্টেন্স বাকচ
प्रतिरोधक कॅपेसिटर-कप्लिंग,ৰেজিষ্টেন্স কেপাচিটৰ-কাপলিং
प्रतिरोधक जोडणी,ৰেজিষ্টিভ কাপলিং
प्रतिरोधक गळू,প্ৰতিৰোধী চিষ্ট
प्रतिकार भट्टी,ৰেজিষ্টেন্স চুলা
प्रतिकार नियम,প্ৰতিৰোধৰ নিয়ম
"resistance potentiometer, resistance porometer","ৰেজিষ্টেন্স পটেনচ’মিটাৰ, ৰেজিষ্টেন্স প’ৰ’মিটাৰ"
प्रतिकार गुणोत्तर,ৰেজিষ্টেন্স অনুপাত
प्रतिरोधक उष्णता गुणांक,ৰেজিষ্টেন্স তাপ সহগ
"प्रतिरोधक थर्मामीटर, प्रतिरोधक थर्मामीटर","ৰেজিষ্টেন্স থাৰ্মোমিটাৰ, ৰেজিষ্টেন্স থাৰ্মোমিটাৰ"
प्रतिकार निर्धारण,ৰেজিষ্টেন্স ফিক্সেচন
प्रतिरोधक माध्यम,ৰেজিষ্টিভ মাধ্যম
प्रतिरोधकता,ৰেজিষ্টিভিটি
प्रतिरोधक वक्र,ৰেজিষ্টিভিটি বক্ৰ
प्रतिरोधक पद्धत,ৰেজিষ্টিভিটি পদ্ধতি
प्रतिकार मापक,ৰেজিষ্টেন্স গেজ
रेझिस्टर,ৰেজিষ্টৰ
प्रतिकार वर्ण कोड,ৰেজিষ্টেন্স আখৰৰ ক&#39;ড
प्रतिरोधक भट्टी,ৰেজিষ্টিভ ফাৰ্নেচ
रेझिस्टर-कॅपॅसिटर सिस्टम,ৰেজিষ্টৰ-কেপাচিটৰ ব্যৱস্থা
रेस्नेट्रॉन,ৰেচনেট্ৰন
"विघटन, खंडन, भिन्नता","দ্ৰৱণ, খণ্ডন, পাৰ্থক্য"
चुकीचे वर्णन,ভুল উপস্থাপন
सुटका,বিচ্ছিন্নতা
नेबुला रिझोल्यूशन,নেবুলা ৰিজ&#39;লিউচন
वेग समायोजन,বেগ সমন্বয়
स्पष्टता चाचणी चार्ट,স্পষ্টতা পৰীক্ষাৰ চাৰ্ট
भिन्नता वेळ,পাৰ্থক্য সময়
"विभेदक वेळ सुधारणा, विभेदक वेळ सुधारणा","পাৰ্থক্য সময় সংশোধন, পাৰ্থক্য সময় সংশোধন"
"विच्छेदन करणे, वेगळे करणे, विच्छेदन करणे","বিভাজিত কৰা, পৃথক কৰা, বিভাজিত কৰা"
विभक्त भाग,পৃথক অংশ
स्प्लिटर,স্প্লিটাৰ
निराकरण शक्ती,ৰিজ&#39;লভিং পাৱাৰ
भिन्नता वेळ,পাৰ্থক্য সময়
अनुनाद,অনুনাদ
अनुनाद शोषण,অনুনাদী শোষণ
अनुनाद प्रवेग,অনুনাদী ত্বৰণ
रेझोनंट प्रवेगक,অনুনাদী ত্বৰক
अनुनाद प्रवेश,অনুনাদ প্ৰৱেশ
अनुनाद प्रतिबंध,অনুনাদ নিষেধাজ্ঞা
अनुनाद झोन,অনুনাদ জ&#39;ন
अनुनाद वक्र,অনুনাদ বক্ৰ
अनुनाद विकृती,অনুনাদ বিকৃতি
रेझोनंट कुंड,অনুনাদী ট্ৰাফ
नदी खंडित,নদী ভাঙি
अनुनाद प्रभाव,অনুনাদী প্ৰভাৱ
अनुनाद ऊर्जा,অনুনাদ শক্তি
अनुनाद सुटण्याची शक्यता,অনুনাদ পলায়নৰ সম্ভাৱনা
रेझोनंट फिल्टर,অনুনাদী ফিল্টাৰ
अनुनाद प्रतिदीप्ति,অনুনাদ প্ৰতিসৰণ
अनुनाद शक्ती,অনুনাদী বল
अनुनाद फॉर्म,অনুনাদী ৰূপ
रेझोनंट हीटिंग,অনুনাদী উত্তাপ
अनुनाद संकरित,অনুনাদ সংকৰ
अनुनाद अभिन्न,অনুনাদী অখণ্ড
अनुनाद संवाद,অনুনাদ পাৰস্পৰিক ক্ৰিয়া
अनुनाद दिवा,অনুনাদী লেম্প
अनुनाद पातळी,অনুনাদ স্তৰ
अनुनाद ओळ,অনুনাদ ৰেখা
अनुनाद पद्धत,অনুনাদ পদ্ধতি
रेझोनंट न्यूट्रॉन,অনুনাদী নিউট্ৰন
रेझोनन्स पीक (रेझोनंट एनर्जी पीक),অনুনাদ শিখৰ (অনুনাদ শক্তিৰ শিখৰ)
रेझोनंट ड्रिलिंग,অনুনাদী ড্ৰিলিং
अनुनाद फॉस्फोरेसेन्स,অনুনাদ ফছফৰেচেন্স
अनुनाद क्षमता,অনুনাদী বিভৱ
अनुनाद कार्य,অনুনাদ ফলন
अनुनाद श्रेणी,অনুনাদ পৰিসৰ
अनुनाद स्पेक्ट्रम,অনুনাদ বৰ্ণালী
अनुनाद स्थिरीकरण,অনুনাদ স্থিতিশীলতা
अनुनाद स्थिर मध्यवर्ती,অনুনাদ স্থিতিশীল মধ্যৱৰ্তী
"अनुनाद रचना, अनुनाद रचना","অনুনাদ গঠন, অনুনাদ গঠন"
अनुनाद ट्यूब,অনুনাদ নলী
अनुनाद रुंदी,অনুনাদ প্ৰস্থ
रेझोनोमीटर,ৰেজোনোমিটাৰ
प्रतिध्वनी,অনুনাদী
रेझोनंट कोटर,অনুনাদী কোটাৰ
रेझोनंट कोटर मेसर,অনুনাদী কোতেৰ maser
अनुनाद मंदता,অনুনাদ মন্থৰতা
अनुनाद ओळ,অনুনাদী ৰেখা
अनुनाद स्तंभ,অনুনাদী স্তম্ভ
"resonate, resonate","অনুৰণন কৰা, অনুৰণন কৰা"
अनुनाद कक्ष,অনুনাদ কক্ষ
"रेझोनंट आयन, रेझोनंट आयन","অনুনাদী আয়ন, অনুনাদী আয়ন"
प्रतिध्वनी,অনুনাদী
प्रतिसादक,উত্তৰদাতা
"उत्तर, प्रतिसाद, अहवाल","উত্তৰ, সঁহাৰি, প্ৰতিবেদন"
प्रतिसाद वक्र,প্ৰতিক্ৰিয়া বক্ৰ
प्रतिसाद चक्र,সঁহাৰি চক্ৰ
प्रतिसाद आकृती,সঁহাৰি ডায়াগ্ৰাম
उत्तर त्रुटी,উত্তৰৰ ভুল
प्रतिसाद कार्य,সঁহাৰি কাৰ্য্য
प्रतिसाद पद्धत,সঁহাৰি পদ্ধতি
प्रतिसाद ऑपरेटर,সঁহাৰি অপাৰেটৰ
प्रतिसाद बिंदू,সঁহাৰি বিন্দু
प्रतिसाद पृष्ठ,সঁহাৰি পৃষ্ঠা
प्रतिसाद वेळ,সঁহাৰিৰ সময়
प्रतिसाद वेळ वितरण,সঁহাৰি সময় বিতৰণ
प्रतिउत्तर,প্ৰতি-উত্তৰ
प्रतिसाद,প্ৰতিক্ৰিয়াশীলতা
विराम द्या,বিৰতি
विश्रांती ऊर्जा,জিৰণি শক্তি
विश्रांती वस्तुमान,জিৰণিৰ ভৰ
विश्रांती वस्तुमान घनता,জিৰণিৰ ভৰ ঘনত্ব
ब्रेक पॉइंट,ব্ৰেক পইণ্ট
विराम स्थिती,বিৰতিৰ অৱস্থান
पुन्हा सुरू करा,আকৌ আৰম্ভ কৰক
शांत वारंवारता,শান্ত কম্পাঙ্ক
संतुलित क्षण,সুষম মুহূৰ্ত
ब्रेक पॉइंट,ব্ৰেক পইণ্ট
विश्रांतीची क्षमता,জিৰণিৰ সম্ভাৱনা
"मान्यता, पुनर्स्थापना","স্বীকৃতি, স্থানান্তৰ"
"मागे घेणारी शक्ती, उलट शक्ती","ৰিট্ৰেক্টিং বল, ওলোটা বল"
मध्यम,মধ্যমীয়া
प्रतिबंधित क्षेत्र,নিষিদ্ধ এলেকা
मर्यादित बर्निंग धान्य,সীমিত জ্বলি থকা শস্য
"नियंत्रित halonomy-समूह, नियंत्रित halonomy","নিয়ন্ত্ৰিত হেলনমি-গোট, নিয়ন্ত্ৰিত হেলনমি"
प्रतिबंधित अंतर्गत रोटेशन,নিষিদ্ধ আভ্যন্তৰীণ ঘূৰণ
प्रतिबंधित परिसर,নিষিদ্ধ চৌহদ
प्रतिबंधित सापेक्षता,নিষিদ্ধ আপেক্ষিকতাবাদ
"अवशिष्ट किरण परावर्तन, रास्ट्रस्ट्रल रिफ्लेक्शन","অৱশিষ্ট ৰশ্মি প্ৰতিফলন, ৰাষ্টষ্ট্ৰাল প্ৰতিফলন"
अवशिष्ट तरंगलांबी,অৱশিষ্ট তৰংগদৈৰ্ঘ্য
अवशिष्ट तुळई,অৱশিষ্ট ৰশ্মি
"परिणाम, परिणाम, परिणाम","ফলাফল, ফলাফল, ফলাফল"
परिणामी परिणाम,ফলাফলৰ ফলাফল
परिणामी बल जोडी,ফলস্বৰূপ বল যোৰ
परिणामी विस्थापन,ফলস্বৰূপে বিচ্যুতি
परिणामी शक्ती,ফলস্বৰূপ বল
परिणामी क्षण,ফলস্বৰূপ মুহূৰ্ত
परिणाम वेक्टर,ফলাফল ভেক্টৰ
परिणामी गती,ফলস্বৰূপ গতি
"धारक प्लेट, धारक प्लेट","হোল্ডাৰ প্লেট, হোল্ডাৰ প্লেট"
होल्ड-पिन,হোল্ড-পিন
उशीरा ट्रान्समीटर,লেট ট্ৰেন্সমিটাৰ
मंद,retarded
अंधुक क्षेत्र,ডিম এলেকা
संथ प्रवाह,লেহেমীয়া প্ৰবাহ
मंद गती,ধীৰগতি
विलंब संभाव्य,বিলম্বিত সম্ভাৱনা
सौम्य,পাতলকাৰী
विरोधी कुंडली,বিৰোধী ৰাশিফল
सौम्य इलेक्ट्रोड,পাতলকাৰী ইলেক্ট্ৰ&#39;ড
सौम्य करणारा घटक,পাতল কৰা কাৰক
रिटार्डर झोन,ৰিটাৰ্ডাৰ জ&#39;ন
रिटार्डर फील्ड ऑसिलेटर,ৰিটাৰ্ডাৰ ফিল্ড অচিলেটৰ
मंद क्षमता,ৰিটাৰ্ডিং পটেনচিয়েল
धारण,ধৰি ৰখা
होल्डिंग इंडेक्स,সূচকাংক ধৰি ৰখা
होल्डिंग कालावधी,ধৰি ৰখাৰ সময়সীমা
दाब धारण करणे,ধৰি ৰখা চাপ
धारणा कालावधी,ৰিটেনচন পিৰিয়ড
धारणा दर,ৰিটেনচন হাৰ
धारण क्षमता,ধৰি ৰখা ক্ষমতা
चिकाटी,অটলতা
धारण,ধৰি ৰখা
Ratzer च्या नियम,ৰাটজাৰৰ নিয়ম
जाळीदार,ৰেটিকল
जाळीदार,ৰেটিকুল
"डोळयातील पडदा, डोळयातील पडदा","ৰেটিনা, ৰেটিনা"
रेटिनोस्कोप,ৰেটিনোস্কোপ
प्रतिकार मध्यांतर,ৰেজিষ্টেন্স ব্যৱধান
प्रतिकार मध्यांतर,ৰেজিষ্টেন্স ব্যৱধান
स्टेटस चेंजर मोचित्रा,ষ্টেটাছ চেঞ্জাৰ mochitra
परत रॉकेट,পিছফালে ৰকেট
परत आग,পিছফালে জুই
अॅनालॉग,এনালগ
"अनुनाद, प्रतिगमन, प्रतिगमन","অনুনাদ, ৰিগ্ৰেছন, ৰিগ্ৰেছন"
रीग्रेशन सर्किट,ৰিগ্ৰেছন বৰ্তনী
रीग्रेशन कोड,ৰিগ্ৰেছন ক&#39;ড
प्रतिगमन मध्यांतर,ৰিগ্ৰেছন ব্যৱধান
मान्यता वायर,স্বীকৃতি তাঁৰ
रिटर्न लाइन,ৰিটাৰ্ণ লাইন
परावर्तित नुकसान,ৰিফ্লেক্টিভ লছ
रिटर्न पिन,ৰিটাৰ্ণ পিন
मान्यता वायर,স্বীকৃতি তাঁৰ
रॉयस मॉडेल,ৰয়েচ মডেল
अनुकरण आवाज,অনুকৰণ শব্দ
अनुसरण करा,অনুসৰণ কৰা
सेलचे अनुसरण करा,চেল অনুসৰণ কৰক
खोलीचे अनुसरण करा,ৰুম অনুসৰণ কৰক
पाठपुरावा वेळ,ফ’ল’-আপ সময়
उलट,ওলোটা কৰা
कॉन्ट्रास्ट विकास,কনট্ৰাষ্ট ডেভেলপমেন্ট
प्रवाह उलटणे,কাৰেণ্টৰ বিপৰীতমুখীতা
मर्यादा उलटणे,সীমা ওলোটা কৰা
कला उलटणे,শিল্পৰ বিপৰীতমুখীতা
उलट सममिती,ৰিভাৰ্ছল প্ৰতিসমতা
"उलट, उलट, उलट","ওলোটা ওলোটা, ওলোটা, ওলোটা"
बॅटरी रिव्हर्सल माहिती,বেটাৰী ওলোটা তথ্য
मागास पूर्वाग्रह,পিছপৰা পক্ষপাতিত্ব
ब्रेटन सायकल उलट करा,ব্ৰেটন চক্ৰৰ বিপৰীতমুখী
उलट प्रवाह,ৰিভাৰ্ছ কাৰেণ্ট
काउंटर डीसी प्रतिकार,কাউণ্টাৰ dc ৰেজিষ্টেন্স
विरुद्ध दिशा,বিপৰীত দিশত
रिव्हर्स रिचार्ज,ৰিভাৰ্ছ ৰিচাৰ্জ
"उलट क्रम, व्यस्त क्रम","বিপৰীত ক্ৰম, বিপৰীত ক্ৰম"
परत मिळविण्याची वेळ,উদ্ধাৰ সময় ঘূৰাই দিয়ক
उलट संपृक्तता प्रवाह,ৰিভাৰ্ছ চেচুৰেচন কাৰেণ্ট
व्यस्त दुर्बिणी,বিপৰীত টেলিস্কোপ
अँटी व्होल्टेज,এন্টি ভল্টেজ
"उलट, उलटा","ওলোটা, ওলোটা"
व्यस्त प्रतिमा,বিপৰীত ছবি
उलट चुंबकीकरण,বিপৰীত চুম্বকীয়কৰণ
उलट टोन चतुर्भुज व्यवस्था,ওলোটা সুৰ চতুৰ্ভুজ ব্যৱস্থা
उलटसुलभता,উলটিব পৰা ক্ষমতা
प्रत्यावर्तन नियम,ৰিভাৰ্চিবিলিটি নিয়ম
उलट करण्यायोग्य,উলটিব পৰা
उलट करता येण्याजोग्या अ‍ॅडिबॅटिक प्रक्रिया,উলটিব পৰা এডিয়াবেটিক প্ৰক্ৰিয়া
"उलट करता येण्याजोगा पोस्टरियर विवा b., उलट करता येण्याजोगा पोस्टरियर e.m.f.","ৰিভাৰ্চিবল পষ্টেৰিয়ৰ ভিভা খ., উলটিব পৰা পশ্চাৎ e.m.f."
"उलट करता येणारा सेल, उलट करता येणारा सेल","উলটিব পৰা কোষ, উলটিব পৰা কোষ"
उलट करण्यायोग्य बदल,উলটিব পৰা পৰিৱৰ্তন
उलट करण्यायोग्य चक्र,উলটিব পৰা চক্ৰ
उलट करण्यायोग्य इलेक्ट्रोड,ৰিভাৰ্চিবল ইলেক্ট্ৰ&#39;ড
"उलट करता येणारे इंजिन, उलट करता येणारे इंजिन, उलट करता येण्यासारखे मशीन","উলটিব পৰা ইঞ্জিন, উলটিব পৰা ইঞ্জিন, উলটিব পৰা মেচিন"
उलट करण्यायोग्य एक्सचेंज,উলটিব পৰা বিনিময়
उलट करण्यायोग्य चुंबकीकरण,উলটিব পৰা চুম্বকীয়কৰণ
उलट करण्यायोग्य चुंबकीय विकृती,উলটিব পৰা চুম্বকীয় বিকৃতি
"उलट करण्यायोग्य ऑपरेशन, उलट करण्यायोग्य ऑपरेशन","ৰিভাৰ্চিবল অপাৰেচন, ৰিভাৰ্চিবল অপাৰেচন"
उलट करता येणारा मार्ग,উলটিব পৰা পথ
अनाग्राम पेंडुलम,anagram পেণ্ডুলাম
उलट करता येणारे चुंबकत्व,উলটিব পৰা চুম্বকত্ব
उलट करण्यायोग्य प्रक्रिया,উলটিব পৰা প্ৰক্ৰিয়া
उलट करता येणारी प्रतिक्रिया,উলটিব পৰা বিক্ৰিয়া
उलट करता येण्याजोगा ट्रान्सड्यूसर,ৰিভাৰ্চিবল ট্ৰেন্সডুচাৰ
उलट थर,ওলোটা স্তৰ
उलट स्विच,ৰিভাৰ্ছ চুইচ
रोटेशन,ঘূৰ্ণন
परस्पर,পাৰস্পৰিক
फिरणे,ঘূৰ্ণনশীল
फिरणारे रजिस्टर,ঘূৰ্ণনশীল ৰেজিষ্টাৰ
फिरणारा अक्ष,ঘূৰ্ণনশীল অক্ষ
फिरणारा सिलेंडर,ঘূৰি থকা চিলিণ্ডাৰ
फिरणारा प्रवाह,ঘূৰ্ণনশীল প্ৰবাহ
फिरणारी रेषा,ঘূৰ্ণনশীল ৰেখা
फिरणारी नळी,ঘূৰ্ণনশীল নলী
पुन्हा कॉइलिंग,পুনৰ কইলিং
रेक्स,ৰেক্স
"रेनॉल्ड्स चाचणी, रेनॉल्ड्स चाचणी","ৰেইনল্ডছ পৰীক্ষা, ৰেইনল্ডছ পৰীক্ষা"
रेनॉल्ड्स समीकरण,ৰেইনল্ডছ সমীকৰণ
रेनॉल्ड्सचा सममितीचा नियम,ৰেইনল্ডছৰ ল অৱ চিমেট্ৰি
रेनॉल्ड्स क्रमांक,ৰেইনল্ডছ নম্বৰ
रेनॉल्ड्सचा ताण,ৰেইনল্ডছ ষ্ট্ৰেছ
रेडिओ वारंवारता,ৰেডিঅ&#39; কম্পাঙ্ক
रेडिओ वारंवारता वीज पुरवठा,ৰেডিঅ&#39; কম্পাঙ্ক শক্তি যোগান
रेडिओ वारंवारता प्रतिकार,ৰেডিঅ&#39; কম্পাঙ্ক ৰেজিষ্টেন্স
रेडिओ फ्रिक्वेन्सी सिग्नल जनरेटर,ৰেডিঅ&#39; কম্পাঙ্ক সংকেত উৎপাদক
रेडिओ फ्रिक्वेन्सी स्क्विड,ৰেডিঅ&#39; ফ্ৰিকুৱেন্সি স্কুইড
राईनबर्ग प्रदीपन,rhineberg আলোকসজ্জা
रेनिअम,ৰেনিয়াম
प्रवाह नियंत्रक,ষ্ট্ৰিম কন্ট্ৰ&#39;লাৰ
प्रवाह नियंत्रक नियंत्रण,ষ্ট্ৰিম কন্ট্ৰ&#39;লাৰ নিয়ন্ত্ৰণ
गवंडी रहा,ৰাজমিস্ত্ৰী হৈ থাকক
सर्वोत्तम अंतर ऑपरेटिंग सिस्टम,শ্ৰেষ্ঠ দূৰত্ব অপাৰেটিং চিষ্টেম
समभुज चौकोन,ৰম্বছ
समभुज चौकोन अँटेना,ৰম্বছ এন্টেনা
समभुज चौकोन क्रिस्टल,ৰম্বছ স্ফটিক
समभुज समुदाय,rhombus সম্প্ৰদায়
"त्रिकोणी, समांतर षटकोनी","ত্ৰিকোণীয়, সমান্তৰাল ষড়ভুজ"
"त्रिकोणी चौकोन, समांतर षटकोनी चौकोन","ত্ৰিকোণীয় বৰ্গ, সমান্তৰাল ষড়ভুজ বৰ্গ"
"त्रिगोनलॅक्स क्रिस्टल, समांतर हेक्सागोनल क्रिस्टल","ট্ৰাইগোনালেক্স স্ফটিক, সমান্তৰাল ষড়ভুজ স্ফটিক"
त्रिकोणीय सममिती,ত্ৰিকোণীয় প্ৰতিসমতা
त्रिस्मानताक्ष समुदाय,তৃষ্ণতাক্ষ সম্প্ৰদায়
"रोमबोइड प्रिझम, चतुर्भुज प्रिझम","ৰম্ব’ইড প্ৰিজম, চতুৰ্ভুজ প্ৰিজম"
रूमबॅट्रॉन,ৰুমবেট্ৰন
"ताल, ताल, ताल","ছন্দ, কেডেন্স, ছন্দ"
ताल नमुना,ছন্দৰ আৰ্হি
रिबन लाउडस्पीकर,ফিতাযুক্ত লাউডস্পীকাৰ
रिबन मायक्रोफोन,ফিতা মাইক্ৰ&#39;ফোন
तांदूळ तटस्थीकरण,ধান নিষ্ক্ৰিয়কৰণ
तांदूळ पद्धत,ধান পদ্ধতি
प्रवेगक ज्वलन,ত্বৰান্বিত দহন
रिचर्डसन नंबर,ৰিচাৰ্ডছন নম্বৰ
riecke आकृती,riecke ডায়াগ্ৰাম
रिमन फंक्शन,ৰিমেন ফাংচন
रिमन गृहीतक,ৰিমেনৰ অনুমান
रिमन इंटिग्रल,ৰিমেন অবিচ্ছেদ্য
रिमन भूमिती,ৰিমেন জ্যামিতি
विशेष हायड्रोजन बॉम्ब,বিশেষ হাইড্ৰজেন বোমা
रिगी लेड्यूक प्रभाव,ৰিগি লেডুক প্ৰভাৱ
"काटकोन, काटकोन","সোঁকোণ, সোঁকোণ"
दक्षिण पुरवठा,দক্ষিণ যোগান
घड्याळाच्या दिशेने कॉइल,ঘড়ীৰ কাঁটাৰ দিশত কইল
अनुलंब प्रिझम,উলম্ব প্ৰিজম
उजव्या हाताचा नियम,সোঁহাতৰ নিয়ম
घड्याळाच्या दिशेने,ঘড়ীৰ কাঁটাৰ দিশত
अनुलंब विभाग,উলম্ব অংশ
दक्षिण बाजूला,দক্ষিণ দিশ
समतुल्य प्रिझम,সমতুল্য প্ৰিজম
उजव्या कोन प्रिझम,সোঁকোণৰ প্ৰিজম
घड्याळाच्या दिशेने ध्रुवीयता,ঘড়ীৰ কাঁটাৰ দিশত মেৰুত্ব
घड्याळाच्या दिशेने स्क्रू,ঘড়ীৰ কাঁটাৰ দিশত স্ক্ৰু
घड्याळाच्या दिशेने समन्वय प्रणाली,ঘড়ীৰ কাঁটাৰ দিশত স্থানাংক ব্যৱস্থা
मजबूत,শক্তিশালী
घन शरीर,কঠিন শৰীৰ
शरीराची कठोर हालचाल,কঠিন শৰীৰৰ গতি
कठोर विस्थापन,কঠিন বিচ্যুতি
कठोर शरीर गतिशीलता,কঠিন শৰীৰৰ গতিশীলতা
मजबूत स्टँड,শক্তিশালী ষ্টেণ্ড
घन फ्रेम,কঠিন ফ্ৰেম
घन वस्तुमान,কঠিন ভৰ
कडक रोटर,কঠিন ৰোটাৰ
घन गोल नमुना,কঠিন ঘূৰণীয়া আৰ্হি
चिकाटी,অধ্যৱসায়
दृढता प्रमेय,স্থায়িত্ব উপপাদ্য
अचूक गणना,সঠিক গণনা
"अचूक पुरावा, अचूक पुरावा","সঠিক প্ৰমাণ, সঠিক প্ৰমাণ"
अचूक विश्लेषण,নিখুঁত বিশ্লেষণ
रिले प्रतिक्रिया,ৰিলে বিক্ৰিয়া
"nemi, धार, धार","নেমি, প্ৰান্ত, প্ৰান্ত"
रिम चालवलेले,ৰিম চালিত
रिंग रिंग,"আঙঠি, আঙঠি"
रिंग सर्किट,ৰিং চাৰ্কিট
रिंग कॅल्क्युलेटर,ৰিং কেলকুলেটৰ
रिंग डिस्क इलेक्ट्रोड,ৰিং ডিস্ক ইলেক্ট্ৰ&#39;ড
कंकणाकृती दोष,আনুলাৰ দোষ
रिंग दोष,ৰিং দোষ
"रिंग फ्लिप, रिंग फ्लिप","ৰিং ফ্লিপ, ৰিং ফ্লিপ"
रिंग मायक्रोमीटर,ৰিং মাইক্ৰমিটাৰ
ब्रिज मॉड्युलेटर,ব্ৰীজ মডুলেটৰ
बेल स्टॉप इंडिकेटर,ঘণ্টা বন্ধ সূচক
रिंग सोचा,ৰিং এচেলন
रिंग सीलबंद झडप,ৰিং ছীল কৰা ভালভ
रिंग सिद्धांत,ৰিং থিয়ৰী
आवाज वेळ,শব্দৰ সময়
अनामिका,ৰিং ফিংগাৰ
रिंग डक्ट,ৰিং ডাক্ট
खंडन की,rebuttal key
"आवाज, वाद्य","শব্দ, বাদ্যযন্ত্ৰ"
निनाद चोक,নিনাদ চোক
की खेळत आहे,কী খেলা
उर्मिका,উৰ্মিকা
बुक्कल प्रवाह,buccal ষ্ট্ৰিম
उर्मिका apod,উৰ্মিকা এপদ
उर्मिका फिल्टर,Urmica ফিল্টাৰ
फेमोरल व्हॉल्यूम,মেৰুদণ্ডৰ আয়তন
उर्मिका टाकी,উৰ্মিকা টেংক
पॉवर व्होल्टेज,শক্তি ভল্টেজ
वाढ,বৃদ্ধি
आनंदाचा दिवस,উত্থানৰ দিন
"एलिव्हेशन वेळ दुरुस्ती, प्रस्थान वेळ दुरुस्ती","উচ্চতাৰ সময় পুনৰীক্ষণ, প্ৰস্থানৰ সময় পুনৰীক্ষণ"
हस्तांतरण वेळ विकृती,স্থানান্তৰ সময়ৰ বিকৃতি
वेळ-नफा गुणोत्तर वाढणे,সময়-লাভৰ অনুপাত বৃদ্ধি
उगवता सूर्य मॅग्नेट्रॉन,উদয় হোৱা সূৰ্য্য magnetron
उगवता सूर्य,উদয় হোৱা সূৰ্য্য
रिजले प्रिझम सिस्टम,ৰিজলি প্ৰিজম ব্যৱস্থা
रिट्झ संयोजन सिद्धांत,ritz সংমিশ্ৰণ তত্ত্ব
ritz सूत्र,ritz সূত্ৰ
रॉबर्टसन वॉकर हल,ৰবাৰ্টছন ৱাকাৰ হাল
रोबो,ৰবো
प्रकाशमान प्रिझम,আলোকিতকাৰী প্ৰিজম
दोलन गती,দোলনৰ গতি
रॉकेट,ৰকেট
रॉकेट क्रिया,ৰকেটৰ ক্ৰিয়া
रॉकेट अडॅप्टर,ৰকেট এডাপ্টাৰ
रॉकेट विमान,ৰকেট বিমান
रॉकेट उड्डाण,ৰকেটৰ উৰণ
रॉकेट इंधन,ৰকেটৰ ইন্ধন
रॉकेट स्कॅव्हेंजर,ৰকেট স্কেভেঞ্জাৰ
रॉकेट-मोटर कार्यक्षमता,ৰকেট-মটৰৰ কাৰ্যক্ষমতা
रॉकेट समर्थित,ৰকেট চালিত
रॉकेट चालवलेले वाहन,ৰকেট চালিত বাহন
रॉकेट प्रक्षेपण,ৰকেট প্ৰজেক্টাইল
रॉकेट प्रणोदन,ৰকেট প্ৰপালচন
रॉकेट जहाज,ৰকেট জাহাজ
रॉकेट स्लेज,ৰকেট স্লেড
