Kannada,Tamil
ಪ್ರೋಲಾಗ್,முன்னுரை
p-rom,p-rom
"1.ಪ್ರಸರಣ, 2.ವರ್ಧನೆ","1. பரிமாற்றம், 2. பெருக்கம்"
ಸಾಧಿಸಬಹುದಾದ,அடையக்கூடிய
ಸಂರಕ್ಷಿತ ಕೀ,பாதுகாக்கப்பட்ட விசை
ರಕ್ಷಣೆ,பாதுகாப்பு
ಶಿಷ್ಟಾಚಾರ,நெறிமுறை
"1. ಪ್ರೋಟೋಕಾಲ್ ವರ್ಗಾವಣೆ, 2. ಪ್ರೋಟೋಕಾಲ್ ಅನುವಾದ, 3. ಪ್ರೋಟೋಕಾಲ್ ವ್ಯಾಖ್ಯಾನ","1. நெறிமுறை பரிமாற்றம், 2. நெறிமுறை மொழிபெயர்ப்பு, 3. நெறிமுறை விளக்கம்"
ಹುಸಿ ಕೋಡ್,போலி குறியீடு
"1.ಸಾರ್ವಜನಿಕ ಡೇಟಾ, 2.ಸಾರ್ವಜನಿಕ ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್","1.பொது தரவு, 2.பொது தரவு நெட்வொர்க்"
"1.ಸಾರ್ವಜನಿಕ ಡೊಮೇನ್, 2.ಸಾರ್ವಜನಿಕ ಡೊಮೈನ್","1.பொது டொமைன், 2.பொது டொமைன்"
ಸಾರ್ವಜನಿಕ ಕೀ ಗೂಢಲಿಪೀಕರಣ,பொது விசை குறியாக்கம்
ನಾಡಿಮಿಡಿತ,துடிப்பு
ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಶನ್,துடிப்பு குறியீடு பண்பேற்றம்
ಪಲ್ಸ್ ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್ (PDM),பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM)
ಸ್ಪಂದಾವಳಿ,ஸ்பந்தாவளி
ವಿರಾಮ ಚಿಹ್ನೆ,நிறுத்தற்குறி
"ಒತ್ತಡ, ಭರ್ತಿ","அழுத்தம், நிரப்பு"
ಸ್ವಯಂಚಾಲಿತ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,ஆட்டோமேட்டாவைப் பதிவிறக்கவும்
ಲಂಬ ಪಟ್ಟಿ,செங்குத்து பட்டியல்
ಚತುರ್ಭುಜ,நால்வகை
"1.ಅರ್ಹತೆ, 2.ಅರ್ಹತೆ","1.தகுதி, 2.தகுதி"
ಕ್ವಾಂಟಿಫೈಯರ್,அளவி
ಪ್ರಮಾಣೀಕರಿಸಲು,அளவிட
ಕ್ವಾಂಟಿಫೈಯರ್,அளவுகோல்
ಕ್ವಾಂಟಮ್,குவாண்டம்
ಕ್ವಾಂಟಮ್ ಗಡಿಯಾರ,குவாண்டம் கடிகாரம்
"1.ಕ್ವಾಂಟಮ್ ಕಪುಟಾನ್, 2.ಕ್ವಾಂಟಮ್ ಕಂಪ್ಯೂಟೇಶನ್","1.குவாண்டம் கபுடான், 2.குவாண்டம் கம்ப்யூட்டேஷன்"
ಉದಾಹರಣೆ ಪ್ರಶ್ನೆ,உதாரண வினவல்
"1. ವಿಚಾರಣೆ, 2. ವಿಚಾರಣೆ","1. விசாரணை, 2. விசாரணை"
ಪ್ರಶ್ನೆ ಭಾಷೆ,கேள்வி மொழி
ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ,வினவல் செயலாக்கம்
ಸಾಲು,வரிசை
ಸಾಲು ನಿರ್ವಹಣೆ,வரிசை மேலாண்மை
ಸಾಲು ನೋಂದಣಿ,வரிசை பதிவு
"1. ಸಾಲು ಜಾಲ, 2. ಸಾಲು ಜಾಲ","1. வரிசை நெட்வொர்க், 2. வரிசை நெட்வொர்க்"
ಸಾಲು ಸಿದ್ಧಾಂತ,வரிசை கோட்பாடு
ವೇಗದ ಪ್ರವೇಶ ಮೆಮೊರಿ,விரைவான அணுகல் நினைவகம்
ಕ್ವಾಟಿಯಂಟ್,அளவுகோல்
ರೇಡಿಯೋ ಫ್ರೀಕ್ವೆನ್ಸಿ ಇಂಟರ್‌ಫರೆನ್ಸ್ (RFI),ரேடியோ அலைவரிசை குறுக்கீடு (RFI)
ರಾಡಿಕ್ಸ್,ரேடிக்ஸ்
ರಾಂಡಮ್ ಆಕ್ಸೆಸ್ ಕಂಪ್ಯೂಟರ್ ಸಲಕರಣೆ (RACE),சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE)
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ (RAM),சீரற்ற அணுகல் நினைவகம் (RAM)
ಯಾದೃಚ್ಛಿಕ ಸ್ಕ್ಯಾನಿಂಗ್,சீரற்ற ஸ்கேனிங்
"1.ರಾಸ್ಟರ್, 2.ರಾಸ್ಟರ್","1.ராஸ்டர், 2.ராஸ்டர்"
ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನಿಂಗ್,ராஸ்டர் ஸ்கேனிங்
ಪುನರ್ನಿರ್ಮಾಣ,மறு பொறியியல்
ಪುನಶ್ಚೇತನ,புத்துயிர் பெறுதல்
"1. ಪ್ರವೇಶಿಸುವಿಕೆ, 2. ಪ್ರವೇಶಿಸುವಿಕೆ","1. அணுகல், 2. அணுகல்"
ಓದುವುದು,வாசிப்பு
ಓದುವ ತಲೆ,படிக்கும் தலை
"1. ಓದಲು ಮಾತ್ರ, 2. ಓದಲು ಮಾತ್ರ","1. படிக்க மட்டும், 2. படிக்க மட்டும்"
"1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம்"
ಓದುವ ಬರವಣಿಗೆ ತಲೆ,படிக்கும் எழுத்து தலை
"1. ಓದುವ ಚಕ್ರ, 2. ಬರೆಯುವ ಚಕ್ರ","1. வாசிப்பு சுழற்சி, 2. எழுதும் சுழற்சி"
"1. ಓದುವ ಸೈಕಲ್, 2. ಬರವಣಿಗೆ ತಲೆ","1. வாசிப்பு சுழற்சி, 2. எழுதும் தலை"
"1. ಓದುವ ಸ್ಮರಣೆ, 2. ಬರವಣಿಗೆಯ ಸ್ಮರಣೆ","1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்"
ಓದುಗ,வாசகர்
"ಓದುವುದು, ಓದುವುದು","வாசிப்பு, வாசிப்பு"
"1.ಓದಿ, 2.ಓದಿದ ನಂತರ","1.வாசிப்பு, 2.பின் வாசிப்பு"
ನಿಜವಾದ ಸಮಯ,உண்மையான நேரம்
"1. ತ್ವರಿತ ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರಕ್ರಿಯೆ, 2. ತಕ್ಷಣದ ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರಕ್ರಿಯೆ","1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்"
ರಿಸೀವರ್,பெறுபவர்
ಗುರುತಿಸುವಿಕೆ ತರ್ಕ,அங்கீகார தர்க்கம்
ರಿಪ್ರೋಗ್ರಾಮಿಂಗ್ ವರ್ಗಾವಣೆ,மறு நிரலாக்க பரிமாற்றம்
ದಾಖಲೆ,பதிவு
"1. ರೆಕಾರ್ಡಿಂಗ್ ಹೆಡ್, 2. ರೆಕಾರ್ಡಿಂಗ್ ಹೆಡ್","1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்"
ಸರಿಪಡಿಸಬಹುದಾದ ದೋಷ,சரிசெய்யக்கூடிய பிழை
ಈಡೇರಿದ,பூர்த்தி
ಮರುಕಳಿಸುವ ಪ್ರಮೇಯ,மறுநிகழ்வு தேற்றம்
ಮರುಬಳಕೆ,மீள் சுழற்சி
ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ,சுழல் செயல்பாடு
ಮಿನಿಯೇಚರೈಸ್ಡ್ ಇನ್‌ಸ್ಟ್ರಕ್ಷನ್ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC),மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC)
ಪುನರುಕ್ತಿ,பணிநீக்கம்
"1. ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್‌ಗಳ ಹೆಚ್ಚುವರಿ ಶ್ರೇಣಿ (ಕೆಂಪು)","1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)"
ಮರು ಪ್ರವೇಶ,மறு நுழைவு
ಮರು-ಪ್ರವೇಶ ಕೋಡ್,மறு நுழைவு குறியீடு
ಉಲ್ಲೇಖ,குறிப்பு
ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ,மேற்கோளிட்ட நேர்மை
ಪ್ರತಿಫಲನ,பிரதிபலிப்பு
ಪ್ರತಿಬಿಂಬ,பிரதிபலிப்பு
ವಕ್ರೀಭವನ,ஒளிவிலகல்
ರಿಫ್ರೆಶ್,புத்துணர்ச்சி
ಪುನರುತ್ಪಾದನೆ,மீளுருவாக்கம்
ನೋಂದಣಿ,பதிவு
ನಿಯಮಿತ ವ್ಯಾಕರಣ,வழக்கமான இலக்கணம்
ಸಂಬಂಧ,உறவு
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್,தொடர்புடைய தரவுத்தளம்
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
ಸಂಬಂಧಿತ ಮಾದರಿ,தொடர்புடைய மாதிரி
"1. ಸಂಬಂಧಿ, 2. ಸಂಬಂಧಿ","1. உறவினர், 2. உறவினர்"
ಸಂಬಂಧಿತ ವಿಳಾಸ,உறவினர் முகவரி
"1. ರಿಲೇ, 2. ಪ್ರಸರಣ","1. ரிலே, 2. பரிமாற்றம்"
ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾದರಿ,நம்பகத்தன்மை மாதிரி
ವಿಶ್ವಾಸಾರ್ಹ,நம்பகமானது
"1. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್, 2. ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಡೇಟಾ","1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு"
ದೂರದ,இதுவரை
ರಿಮೋಟ್ ಫೀಡರ್,தொலை ஊட்டி
ರಿಮೋಟ್ ಕೆಲಸದ ಪ್ರವೇಶ,தொலைதூர வேலை நுழைவு
"1.ರಿಮೋಟ್ ಸೆಶನ್ ಪ್ರಾರಂಭ, 2.ರಿಮೋಟ್ ಲಾಗಿನ್","1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு"
ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಆಹ್ವಾನ (RPC),தொலைநிலை நடைமுறை அழைப்பு (RPC)
ದೂರ ಸಂವೇದಿ,தொலை உணர்வு
ಮರುನಾಮಕರಣ,மறுபெயரிடுதல்
"1. ರೆಂಡರಿಂಗ್, 2. ಸಮರ್ಪಣೆ","1. வழங்குதல், 2. அர்ப்பணிப்பு"
ಪುನರಾವರ್ತಕ,ரிப்பீட்டர்
ಉತ್ತರ,பதில்
"1. ವಿನಂತಿ, 2. ವಿನಂತಿ","1. கோரிக்கை, 2. கோரிக்கை"
ಕಾಮೆಂಟ್ ವಿನಂತಿ (RFC),கருத்துக் கோரிக்கை (RFC)
"1. ವಿನಂತಿ ಪ್ರೋಟೋಕಾಲ್, 2. ಪ್ರತಿಕ್ರಿಯೆ ಪ್ರೋಟೋಕಾಲ್","1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை"
ಪುನರಾವರ್ತಿತ ಪ್ರೋಗ್ರಾಂ,சுழல் நிரல்
ಸಂಶೋಧನೆ,ஆராய்ச்சி
ಮರುಸ್ಥಾಪನೆ ಚಕ್ರ,மீட்டெடுப்பு சுழற்சி
ಸ್ಮರಣಾರ್ಥಿ,நினைவிடவாதி
ವ್ಯತ್ಯಾಸ,வேறுபாடு
ಸಂಪನ್ಮೂಲಗಳು,வளங்கள்
ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ,பதில் நேரம்
"1.ಮರುಪ್ರಾರಂಭಿಸಿ, 2.ಮರುಪ್ರಾರಂಭಿಸಿ","1.மறுதொடக்கம், 2.மறுதொடக்கம்"
ಪುನಃಸ್ಥಾಪನೆ,மறுசீரமைப்பு
ಮರು-ಜಾಡನ್ನು,மீண்டும் தடம்
"1. ಮರು-ರವಾನೆ, 2. ಮರು-ಸಂವಹನ","1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு"
ಚೇತರಿಕೆ,மீட்பு
ಮತ್ತೆ ಪ್ರಯತ್ನಿಸು,மீண்டும் முயற்சி செய்
"1. ಹಿಂಜರಿಕೆ, 2. ಹಿಂತಿರುಗಿ","1.பின்னடைவு, 2.திரும்புதல்"
ಹಿಂಜರಿತ ಕೋಡ್,பின்னடைவு குறியீடு
ರಿಗ್ರೆಶನ್ ಕೀ,பின்னடைவு விசை
ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
ಪುನಃ ಬರೆಯಬಹುದಾದ,மீண்டும் எழுதக்கூடியது
rgb ಮಾನಿಟರ್,rgb மானிட்டர்
ರಿಬ್ಬನ್,நாடா
ಅಧಿಕೃತ ಸಮಸ್ಯೆ,அதிகாரப்பூர்வ பிரச்சினை
"1.ರೋಬೋಟ್, 2.ಮೆಕ್ಯಾನಿಕ್, 3.ಮೆಕ್ಯಾನಿಸಂ","1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்"
"1.ಯಾಂತ್ರಿಕ ವಿಜ್ಞಾನ, 2.ಯಾಂತ್ರಿಕ ಮಾನವಶಾಸ್ತ್ರ","1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்"
"ಬಲವಾದ, ಬಲವಾದ","வலுவான, வலுவான"
ಪಾತ್ರ,பங்கு
ಮತ್ತೆ ಉರುಳುತ್ತಿದೆ,மீண்டும் உருளும்
ಆವರಿಸುವಿಕೆ,விழுங்குதல்
ಹೊರಹರಿವು,வெளியேற்றம்
"1. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ, 2. ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ (ROM)","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)"
ಮೂಲ,அசல்
ಮೂಲ ಡೈರೆಕ್ಟರಿ,பெற்றோர் அடைவு
ಅಂದಾಜು ದೋಷ,தோராய பிழை
"1.ರೂಟರ್, 2.ರೂಟರ್","1.ரௌட்டர், 2.ரவுட்டர்"
"ರೂಟಿಂಗ್, ರೂಟಿಂಗ್","வழிசெலுத்துதல், வழிசெலுத்துதல்"
RS232C ಇಂಟರ್ಫೇಸ್,RS232C இடைமுகம்
RSA ಗೂಢಲಿಪೀಕರಣ,RSA குறியாக்கம்
ಆರ್ಟಿಸಿ,ஆர்டிசி
ಕೆಲಸದ ವಿವರ ಕೋಡಿಂಗ್,பணியிட குறியீட்டு முறை
ಅಧಿಕಾರಾವಧಿ,பதவிக்காலம்
ರನ್ಟೈಮ್ ದೋಷ,இயக்க பிழை
"1. ಮಾದರಿ, 2. ಮಾದರಿ","1. மாதிரி, 2. மாதிரி"
ಮಾದರಿ,மாதிரி
"1.ಉಪಗ್ರಹ, 2.ಉಪಗ್ರಹ","1.செயற்கைக்கோள், 2.செயற்கைக்கோள்"
ಶುದ್ಧತ್ವ,செறிவூட்டல்
ಉಳಿಸಿ,சேமிக்க
"1. ಸ್ಕೇಲೆಬಿಲಿಟಿ, 2. ಸ್ಕೇಲೆಬಿಲಿಟಿ","1. அளவிடுதல், 2. அளவிடுதல்"
ಸ್ಕೇಲಾರ್,அளவுகோல்
ಸ್ಕ್ಯಾನಿಂಗ್,ஸ்கேனிங்
ಭೂದೃಶ್ಯ,நிலப்பரப்பு
ಶೆಡ್ಯೂಲರ್,திட்டமிடுபவர்
ಪರದೆಯ ಪ್ರತಿಫಲನ ಪ್ರೊಜೆಕ್ಟರ್,திரை பிரதிபலிப்பு ப்ரொஜெக்டர்
ಸ್ಕ್ರಿಪ್ಟ್,கையால் எழுதப்பட்ட தாள்
ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ,ஸ்கிரிப்டிங் மொழி
"1. ಸುರುಳಿ, 2. ಸ್ಕ್ರಾಲ್","1.சுருள், 2.சுருள்"
ಸಿಂಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ಕಂಟ್ರೋಲ್ (SDLC),ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC)
"1. ಅನ್ವೇಷಣೆ, 2. ಅನ್ವೇಷಣೆ","1.ஆய்வு, 2.கண்டுபிடிப்பு"
ಹುಡುಕಾಟ ಎಂಜಿನ್,தேடல் இயந்திரம்
ಹುಡುಕಾಟ ಮರ,தேடல் மரம்
"1. ಅನ್ವೇಷಿಸಿ, 2. ಅನ್ವೇಷಿಸಿ","1.ஆராய்தல், 2.கண்டுபிடித்தல்"
ದ್ವಿತೀಯ,இரண்டாம் நிலை
"1. ವಲಯ, 2. ವಲಯ","1.துறை, 2.துறை"
ಭದ್ರತಾ ನೀತಿ,பாதுகாப்பு கொள்கை
ಹುಡುಕಾಟ ಪದ,தேடல் சொல்
"1.ವಿಭಾಗ, 2.ವಿಭಾಗ","1.பிரிவு, 2.பிரிவு"
"1. ವಿಘಟನೆ, 2. ವಿಭಜನೆ","1. பிரித்தல், 2. பிரிவு"
ಆಯ್ಕೆ ವಿಂಗಡಣೆ,தேர்வு வரிசையாக்கம்
"1.ಸ್ವಯಂಪೂರ್ಣ, 2.ಸ್ವಯಂಪೂರ್ಣ","1.தன்னிரக்கம், 2.தன்னிரக்கம்"
"1.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್, 2.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್","1.சொற்பொருள், 2.சொற்பொருள்"
ಸೆಮಾಫೋರ್,செமாஃபோர்
ಅರೆವಾಹಕ,குறைக்கடத்தி
ಫ್ಯಾಂಟಸಿ ವೆಬ್,கற்பனை வலை
ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ,தொடர் அணுகல் முறை
ಸತತ,அடுத்தடுத்து
ಧಾರಾವಾಹಿ,தொடர்
"1.ಸರ್ವರ್, 2.ಸರ್ವರ್","1.சேவையகம், 2.சேவையகம்"
ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್,சர்வர் செயலிழப்பு
ಸರ್ವರ್ ಪರವಾನಗಿ,சர்வர் உரிமம்
ಸರ್ವೋ ಗುಣಕ,சர்வோ பெருக்கி
ಜೊತೆ,தொகுப்பு
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಬಿಂದು,குறிப்பிட்ட புள்ளி
ನಿರ್ವಹಣೆ,மேலாண்மை
ನೆರಳು,நிழல்
ಸಿನಿಮಾಟೋಗ್ರಫಿ,ஒளிப்பதிவு
ದೆವ್ವ,பேய்
ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ,கோப்பு பகிர்வு
ಹಂಚಿಕೆಯ ಪ್ರವೇಶ,பகிரப்பட்ட அணுகல்
ಹಂಚಿಕೆ,பகிர்தல்
"1. ಬ್ರಾಕೆಟ್ಗಳು, 2. ಆರ್ಮರ್, 3. ಶೆಲ್, 4. ಶೆಲ್","1. அடைப்புக்குறிகள், 2. கவசம், 3. ஷெல், 4. ஷெல்"
ಸ್ಥಳಾಂತರದ ಚಿಹ್ನೆ,இடப்பெயர்ச்சி சின்னம்
ಸಣ್ಣ ಮಾರ್ಗ,குறுகிய பாதை
ಸಣ್ಣ ಸೂಚನೆ,குறுகிய அறிவுறுத்தல்
ಒಡಹುಟ್ಟಿದವರು,உடன்பிறப்பு
"1. ಅಡ್ಡ ಪರಿಣಾಮ, 2. ಪ್ರತಿ ಪರಿಣಾಮ","1. பக்க விளைவு, 2. எதிர் விளைவு"
ಸೈನ್ ಬಿಟ್,அடையாளம் பிட்
ಸಿಗ್ನಲ್,சிக்னல்
ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,சமிக்ஞை செயலாக்கம்
ಸಂಕೇತ,குறிப்பீடு
"1.ಸಿಗ್ನಲ್-ಧ್ವನಿ ಅನುಪಾತ, 2.ಸಿಗ್ನಲ್-ಶಬ್ದ ಅನುಪಾತ","1.சிக்னல்-ஒலி விகிதம், 2.சிக்னல்-இரைச்சல் விகிதம்"
"1.ಸಹಿ, 2. ಸಹಿ","1.கையொப்பம், 2. கையொப்பம்"
ಮಾರ್ಕರ್ ಪರೀಕ್ಷೆ,மார்க்கர் சோதனை
ಗಮನಾರ್ಹ ಅಂಕಗಳು,குறிப்பிடத்தக்க மதிப்பெண்கள்
ಸಿಲಿಕಾನ್ ಚಿಪ್,சிலிக்கான் சிப்
ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
ಏಕ,ஒற்றை
"1. ಒಂದು ಸಿಗ್ನಲಿಂಗ್ ನೋಡ್, 2. ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್","1. ஒரு சமிக்ஞை முனை, 2. சிம்ப்ளக்ஸ் முனை"
ಸಿಮ್ಯುಲೇಶನ್,உருவகப்படுத்துதல்
ಅನುಕರಿಸುವವನು,பின்பற்றுபவர்
"1.ಏಕಕಾಲಿಕ, 2.ಸಿಂಕ್ರೊನಸ್","1.ஒரே நேரத்தில், 2.ஒரே நேரத்தில்"
ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ,ஒரே நேரத்தில் செயலாக்கம்
ಏಕವ್ಯಕ್ತಿ,தனி
"1.ಸೈಟ್ ಪರವಾನಗಿ, 2. ಸೈಟ್ ಪರವಾನಗಿ","1.தள உரிமம், 2.தள உரிமம்"
"1.ಗಾತ್ರ, 2.ಗಾತ್ರ","1.அளவு, 2.அளவு"
ಮಾಪನ,அளவீடு
"1. ವಿವರಣೆ, 2. ವಿವರಣೆ","1. உவமை, 2. உவமை"
ಪ್ಲುಟಿ,புளூட்டி
"1.ಪ್ಲೂಟಿ, 2.ಪ್ಲುಟಿಕಾರನ್","1.புளூட்டி, 2.புளூட்டிகாரன்"
"1.ಸ್ಲಾಷ್, 2.ಕಟ್","1. வெட்டு, 2. வெட்டு"
ಕಂಪ್ಯೂಟರ್ ಅಡಿಯಲ್ಲಿ,கணினியின் கீழ்
ಹಾವಿನ ಕಿಟಕಿ ಪ್ರೋಟೋಕಾಲ್,பாம்பு ஜன்னல் நெறிமுறை
"1. ಲೋಪ, 2. ಶರಣಾಗತಿ","1. புறக்கணிப்பு, 2. சரணடைதல்"
ಸ್ಲಾಟ್,ஸ்லாட்
SCSI (SCSI),SCSI (SCSI)
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,ஸ்மார்ட் கார்டு
ನಿಧಾನ ಅಂಚೆ,நத்தை அஞ்சல்
ಸ್ನ್ಯಾಪ್‌ಶಾಟ್,ஸ்னாப்ஷாட்
"1.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್","1.மென்மையான கணக்கீடு, 2.மென்மையான கணக்கீடு"
ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ,மென்மையான நகல்
ಸುಲಭವಾದ ಫಾಂಟ್,எளிதான எழுத்துரு
ಸಾಫ್ಟ್ವೇರ್,மென்பொருள்
ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್,மென்பொருள் பொறியியல்
ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ,மென்பொருள் உரிமம்
ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ,மென்பொருள் திருட்டு
ಸ್ಪೆಕ್ಟ್ರಮ್,ஸ்பெக்ட்ரம்
"1.ತಿರುಪು, 2.ಸುರುಳಿ","1.திருகு, 2.சுழல்"
"1.ವಿವರ ಹಾಳೆ, 2.ಸ್ಪ್ರೆಡ್‌ಶೀಟ್","1.விவர தாள், 2.விரிதாள்"
ಪ್ರಮಾಣಿತ,தரநிலை
ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕಪ್ ಭಾಷೆ (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
ಪ್ರಮಾಣೀಕರಣ,தரப்படுத்தல்
ಕಾಯುವ ಸಮಯ,காத்திருக்கும் நேரம்
ತಾರಕ್ ಲ್ಯಾನ್,தாரக் லன்
ನಕ್ಷತ್ರ ಸ್ಥಾನ,நட்சத்திர நிலை
ಆರಂಭದ ಬಿಟ್,ஆரம்ப பிட்
"1. ಕೊರತೆ, 2. ಕೊರತೆ, 3. ಕೊರತೆ ಬಿಕ್ಕಟ್ಟು","1. பற்றாக்குறை, 2. பற்றாக்குறை, 3. பற்றாக்குறை நெருக்கடி"
"1.ಸ್ಥಿರ ಸ್ಮರಣೆ, 2.ಸ್ಥಿರ ಸ್ಮರಣೆ","1.நிலை நினைவகம், 2.நிலை நினைவகம்"
ಸ್ಥಿತಿ ಚಾನಲ್,நிலை சேனல்
"1.ಹಂತದ ಗಾತ್ರ, 2.ಹಂತದ ಆಯಾಮಗಳು","1.படி அளவு, 2.படி அளவுகள்"
ವಿರಾಮ ಮತ್ತು ಕಾಯುವ ಪ್ರೋಟೋಕಾಲ್,இடைநிறுத்தம் மற்றும் காத்திருப்பு நெறிமுறை
ಬ್ರೇಕ್ ಕೋಡ್,முறிவு குறியீடு
ವಿರಾಮ ಕೀ,இடைநிறுத்த விசை
ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ,சேமிப்புத்திறன்
ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ,சேமிக்கப்பட்ட நிரல்
ಸರಣಿ ಡೇಟಾ,தொடர் தரவு
"1.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಕೋಡಿಂಗ್","1.கட்டமைக்கப்பட்ட குறியாக்கம், 2.கட்டமைக்கப்பட்ட குறியீட்டு முறை"
ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
"1. ಕರಪತ್ರದ ಹಾಳೆ, 2. ಶೈಲಿಯ ಪತ್ರ","1. சிற்றேடு, 2. பாணி கடிதம்"
ಉಪ ಡೈರೆಕ್ಟರಿ,துணை அடைவு
"1.ಸಬ್ನೆಟ್, 2.ಸಬ್ನೆಟ್","1.சப்நெட், 2.சப்நெட்"
ಉಪವೃಕ್ಷ,துணை மரம்
"1. ಸಂಕ್ಷೇಪಣ, 2. ಸಂಕ್ಷೇಪಣ","1. சுருக்கம், 2. சுருக்கம்"
"1. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್, 2. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್","1. சூப்பர் கம்ப்யூட்டர், 2. சூப்பர் கம்ப்யூட்டர்"
