Bengali,Malayalam
শচীন নম্বর,സച്ചിൻ നമ്പർ
তাত্পর্য স্তর,പ്രാധാന്യം ലെവൽ
তাৎপর্য পরীক্ষা,പ്രാധാന്യം പരിശോധന
উল্লেখযোগ্য চিহ্ন,കാര്യമായ മാർക്ക്
মার্ক পরীক্ষা,മാർക്ക് ടെസ്റ്റ്
প্রতীক ফাংশন,ചിഹ്ന പ്രവർത്തനം
অনুরূপ উপবৃত্তাকার,സമാനമായ ദീർഘവൃത്താകൃതി
সমজাতীয় চিত্র,ഏകതാനമായ രൂപം
"সাদৃশ্য, সাদৃশ্য","സാദൃശ്യം, സാമ്യം"
সমজাতীয় ম্যাট্রিক্স,ഏകതാനമായ മാട്രിക്സ്
সহজ বন্ধ বক্ররেখা,ലളിതമായ അടഞ്ഞ വക്രം
সহজ পারস্পরিক সম্পর্ক,ലളിതമായ പരസ്പരബന്ധം
সহজ সুরেলা গতি,ലളിതമായ ഹാർമോണിക് ചലനം
সহজ র্যান্ডম স্যাম্পলিং,ലളിതമായ റാൻഡം സാമ്പിൾ
"সেট, সিমপ্লেক্স, একতরফা, সরল","സെറ്റ്, സിംപ്ലക്സ്, ഏകപക്ഷീയമായ, ലളിതം"
একমুখী অ্যালগরিদম,വൺ-വേ അൽഗോരിതം
একক টেবিল,ഒറ്റ മേശ
সিম্পসনের এক তৃতীয়াংশ নিয়ম,സിംസന്റെ മൂന്നിലൊന്ന് നിയമം
সিমুলেশন পদ্ধতি,സിമുലേഷൻ രീതി
যুগপত ডিফারেনশিয়াল সমীকরণ,ഒരേസമയം ഡിഫറൻഷ്യൽ സമവാക്യം
যুগপত সমীকরণ,ഒരേസമയം സമവാക്യങ്ങൾ
"সাইন, সাইন","അടയാളം, സൈൻ"
"সাইন কার্ভ, সাইন কার্ভ","സൈൻ കർവ്, സൈൻ കർവ്"
একক,സോളോ
একঘেয়ে ফাংশন,ഏകതാനമായ പ്രവർത്തനം
অদ্ভুত অবিচ্ছেদ্য,വിചിത്രമായ അവിഭാജ്യ
"অদ্ভুততা, অদ্ভুততা","അപരിചിതത്വം, വിചിത്രത"
অপরিবর্তনীয় ম্যাট্রিক্স,മാറ്റമില്ലാത്ത മാട്രിക്സ്
অদ্ভুত সমাধান,വിചിത്രമായ പരിഹാരം
সাধারন মাপ,സാമ്പിൾ വലിപ്പം
বিজোড় বন্টন,വിചിത്രമായ വിതരണം
ভিন্নধর্মী হারমিটিয়ান ম্যাট্রিক্স,വൈവിധ്യമാർന്ന ഹെർമിഷ്യൻ മാട്രിക്സ്
বিপরীত,വൈരുദ്ധ്യം
বিজোড় প্রতিসম ম্যাট্রিক্স,വിചിത്രമായ സമമിതി മാട്രിക്സ്
ভেরিয়েবল মিনিমাইজ করা,വേരിയബിൾ ചെറുതാക്കുന്നു
"ঢাল, ঢাল, ঢাল","ചരിവ്, ചരിവ്, ചരിവ്"
ঢাল গ্রেডিয়েন্ট,ചരിവ് ഗ്രേഡിയന്റ്
"বন্ধনী, ছোট বাঁধাই","പരാൻതീസിസ്, ഹ്രസ്വ ബൈൻഡിംഗ്"
সোজা বক্ররেখা,നേരായ വക്രം
বিবিধ ফাংশন,പലവിധ പ്രവർത്തനം
সৌর জগৎ,സൗരയൂഥം
,
solenoidal ভেক্টর,സോളിനോയ്ഡൽ വെക്റ്റർ
"কঠিন, ভর, ঘনক","ഖര, പിണ്ഡം, ക്യൂബ്"
"কিউবিক জ্যামিতি, স্টেরিওস্কোপিক জ্যামিতি","ക്യൂബിക് ജ്യാമിതി, സ്റ്റീരിയോസ്കോപ്പിക് ജ്യാമിതി"
"সমাধান, টুল","പരിഹാരം, ഉപകരണം"
সিরিজ ফর্ম সমাধান,പരമ്പര രൂപം പരിഹാരം
সমাধান ম্যাট্রিক্স,പരിഹാരം മാട്രിക്സ്
ত্রিভুজের সমাধান,ത്രികോണത്തിന്റെ പരിഹാരം
সমাধান জনসংখ্যা,പരിഹാരം ജനസംഖ്യ
সোনাইন বহুপদী,സോണിൻ ബഹുപദം
"আকাশ, স্থান, স্থান, স্থান, স্থান","ആകാശം, ബഹിരാകാശം, സ്ഥലം, സ്ഥലം, സ്ഥലം"
আকাশ বক্ররেখা,ആകാശ വക്രം
অভিভাবক সেট,പാരന്റ് സെറ്റ്
স্থানীয় পারস্পরিক সম্পর্ক চিত্র,ലോക്കൽ കോറിലേഷൻ ഡയഗ്രം
নির্দিষ্ট লিনিয়ার গ্রুপ,നിർദ്ദിഷ്ട രേഖീയ ഗ്രൂപ്പ്
নির্দিষ্ট উল্লম্ব গ্রুপ,പ്രത്യേക ലംബ ഗ്രൂപ്പ്
"নির্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব","പ്രത്യേക സാന്ദ്രത, ആപേക്ഷിക സാന്ദ്രത"
মানব ম্যাপিং উপপাদ্য,മനുഷ്യ മാപ്പിംഗ് സിദ്ധാന്തം
ফাংশনের আদর্শ,പ്രവർത്തനത്തിന്റെ മാനദണ്ഡം
"গোলক, গোলক","ഗോളം, ഗോളം"
গোলাকার সমন্বয় ব্যবস্থা,ഗോളാകൃതിയിലുള്ള കോർഡിനേറ്റ് സിസ്റ്റം
গোলাকার মেরু স্থানাঙ্ক,ഗോളാകൃതിയിലുള്ള പോളാർ കോർഡിനേറ്റുകൾ
গোলাকার ত্রিভুজ,ഗോളാകൃതിയിലുള്ള ത്രികോണം
গোলাকার ত্রিকোণমিতি,ഗോളാകൃതിയിലുള്ള ത്രികോണമിതി
সর্পিল,സർപ്പിളമായ
বর্গ বর্গ,"ചതുരം, ചതുരം"
"গুরু, গুরুবন্ধনী","ഗുരുക്കൾ, ഗുരുബന്ധനി"
বর্গাকার অবিচ্ছেদ্য,സമചതുരം
বর্গ ম্যাট্রিক্স,ചതുര മാട്രിക്സ്
বর্গমূল,സ്ക്വയർ റൂട്ട്
নমুনা পর্যায়,സാമ്പിൾ ഘട്ടം
অনুক্রমিক ফাংশন,ശ്രേണിപരമായ പ്രവർത്തനം
আদর্শ চ্যুতি,സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ
স্ট্যান্ডার্ড ডিফারেনশিয়াল পণ্য,സ്റ്റാൻഡേർഡ് ഡിഫറൻഷ്യൽ ഉൽപ്പന്നം
ভারসাম্য,സന്തുലിതാവസ്ഥ
অসাড় বক্ররেখা,മരവിപ്പ് വക്രം
অসাড় বিন্দু,മരവിപ്പ് പോയിന്റ്
হতবাক মান,ഞെട്ടിച്ച മൂല്യം
"নমুনা, চিত্র","സാമ്പിൾ, ചിത്രം"
পরিসংখ্যানগত,സ്ഥിതിവിവരക്കണക്ക്
পরিসংখ্যানিক বিশ্লেষণ,സ്റ്റാറ്റിസ്റ്റിക്കൽ വിശകലനങ്ങൾ
পরিসংখ্যানগত বন্টন,സ്ഥിതിവിവരക്കണക്ക് വിതരണം
পরিসংখ্যানগত অনুমান,സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം
পরিসংখ্যানগত অনুমান,സ്ഥിതിവിവരക്കണക്ക് ഏകദേശം
পরিসংখ্যান মডেল,സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ
পরিসংখ্যান জনসংখ্যা,സ്ഥിതിവിവരക്കണക്ക് ജനസംഖ്യ
পরিসংখ্যানগত মান নিয়ন্ত্রণ,സ്റ്റാറ്റിസ്റ്റിക്കൽ ഗുണനിലവാര നിയന്ത്രണം
"পরিসংখ্যান, পরিসংখ্যান","സ്ഥിതിവിവരക്കണക്കുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ"
"অপরিবর্তনীয়, স্থির, স্থায়ী, স্থায়ী","മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ"
স্থায়ী রাষ্ট্র সমাধান,നിൽക്കുന്ന സംസ്ഥാന പരിഹാരം
আরো প্রবণ মাউন্ট,കൂടുതൽ സാധ്യതയുള്ള മൗണ്ട്
ঢাল-আরোহণের নকশা,ചരിവ്-കയറ്റം ഡിസൈൻ
খাড়া বংশদ্ভুত,കുത്തനെയുള്ള ഇറക്കം
ধাপ ফাংশন,"സ്റ്റെപ്പ്-ഫംഗ്ഷൻ, സ്റ്റെപ്പ്-ഫംഗ്ഷൻ"
স্টার্লিং পরিসীমা,സ്റ്റെർലിംഗ് ശ്രേണി
"stochastic, probabilistic","യാദൃശ്ചികമായ, സാധ്യതയുള്ള"
সম্ভাব্য ম্যাট্রিক্স,പ്രോബബിലിസ്റ്റിക് മാട്രിക്സ്
সম্ভাব্য মডেল,പ്രോബബിലിസ്റ്റിക് മോഡൽ
সম্ভাব্য প্রোগ্রামিং,പ്രോബബിലിസ്റ്റിക് പ്രോഗ്രാമിംഗ്
সম্ভাব্য পরিবর্তনশীল,പ്രോബബിലിസ്റ്റിക് വേരിയബിൾ
স্টোকস উপপাদ্য,സ്റ്റോക്സ് സിദ്ധാന്തം
"সরলরেখা, সরলরেখা, সরলরেখা","നേർരേഖ, നേർരേഖ, നേർരേഖ"
"লেভেল চার্ট, বার চার্ট","ലെവൽ ചാർട്ട്, ബാർ ചാർട്ട്"
"স্তরবিন্যাস, স্তরবিন্যাস","വർഗ്ഗീകരണം, വർഗ്ഗീകരണം"
স্তরযুক্ত নমুনা,ലേയേർഡ് സാമ്പിൾ
"প্রবাহ-রেখা, প্রবাহ-রেখা","ഫ്ലോ-ലൈൻ, സ്ട്രീം-ലൈൻ"
চাপ,സമ്മർദ്ദം
দৃঢ়ভাবে আনত ফাংশন,ശക്തമായി ചായ്വുള്ള പ്രവർത്തനം
ক্রমাগত হ্রাস পাচ্ছে,തുടർച്ചയായി കുറയുന്നു
ক্রমাগত বৃদ্ধি,തുടർച്ചയായ വർദ്ധനവ്
ক্রমাগত অর্ডিনেট ফাংশন,തുടർച്ചയായ ഓർഡിനേറ്റ് പ്രവർത്തനം
ছাত্র পরীক্ষা (ছাত্রের &#39;টি&#39; পরীক্ষা),വിദ്യാർത്ഥി പരീക്ഷ (സ്റ്റുഡന്റ് &#39;ടി&#39; ടെസ്റ്റ്)
উপসংগ্রহ,ഉപശേഖരം
উপ-নির্ধারক,ഉപ-നിർണ്ണയപരമായ
উপ-অঞ্চল,ഉപമേഖല
"subclass, subgroup, subgroup","ഉപവിഭാഗം, ഉപഗ്രൂപ്പ്, ഉപഗ്രൂപ്പ്"
অন্তর,ഇടവേള
"সাবম্যাট্রিক্স, সাবম্যাট্রিক্স","സബ്മാട്രിക്സ്, സബ്മാട്രിക്സ്"
"পাদটীকা, পাদটীকা, পাদটীকা","അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്"
উত্তরাধিকার,പിന്തുടർച്ച
উপসেট,ഉപഗണം
উপ-জনসংখ্যা,ഉപജനസംഖ്യ
প্রতিস্থাপন,മാറ്റിസ്ഥാപിക്കൽ
আধা স্পর্শকাতর,അർദ്ധ സ്പർശനം
"স্থানান্তর করা, স্থানান্তর করা","കൈമാറാൻ, കൈമാറ്റം ചെയ്യാൻ"
"বিয়োগ, বিয়োগ","കുറയ്ക്കുക, കുറയ്ക്കുക"
"বিয়োগ, বিয়োগ","കുറയ്ക്കൽ, കുറയ്ക്കൽ"
ধীরে ধীরে,ക്രമേണ
প্রগতিশীল পার্থক্য,പുരോഗമനപരമായ വ്യത്യാസം
প্রগতিশীল একীকরণ,പുരോഗമന സംയോജനം
পরেরটি,പിന്നീടുള്ളത്
সংযুক্ত,ഘടിപ്പിച്ചിരിക്കുന്നു
"যোগফল, যোগফল, যোগফল, যোগফল","തുക, തുക, തുക, ഫലം, തുക"
যোগফল ফাংশন,തുക പ്രവർത്തനം
সংকলনযোগ্য,സമാഹരിക്കാൻ കഴിയുന്നത്
যোগ ব্লক,യോഗ ബ്ലോക്ക്
সংকলন,സമാഹാരം
সংগ্রহ সম্মেলন,ശേഖരണ കൺവെൻഷൻ
সংকলন সূত্র,സമാഹാര ഫോർമുല
গ্রেড সংগ্রহ,ഗ്രേഡ് ശേഖരണം
সংকলন প্রতীক,സമാഹാര ചിഹ്നം
অসীম থেকে যোগব্যায়াম,യോഗ അനന്തതയിലേക്ക്
"idiot, idiot","വിഡ്ഢി, വിഡ്ഢി"
ওভারসেট,ഓവർസെറ്റ്
সুপারসনিক প্রবাহ,സൂപ്പർസോണിക് ഒഴുക്ക്
সম্পূরক কোণ,സപ്ലിമെന്ററി ആംഗിൾ
lacquered লোম সমতল,lacquered കമ്പിളി ഫ്ലാറ്റ്
ফাংশন সমর্থন,പ്രവർത്തനത്തിന്റെ പിന്തുണ
"কল্পনা করা, অনুমান করা","സങ്കൽപ്പിക്കുക, ഊഹിക്കുക"
উচ্চ,ഉയർന്ന
karni,കർണി
"পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ","ഉപരിതലം, ഉപരിതലം, ഉപരിതലം"
পৃষ্ঠীয় এলাকা,ഡോർസൽ ഏരിയ
পৃষ্ঠা অবিচ্ছেদ্য,പേജ് ഇന്റഗ്രൽ
আবরণ,മൂടുക
আবরণ,മൂടുക
কভার মানচিত্র,കവർ മാപ്പ്
চিহ্ন,അടയാളം
প্রতীকী যুক্তি,പ്രതീകാത്മക യുക്തി
প্রতীকী মডেল,പ്രതീകാത്മക മാതൃക
প্রতিসম,സമമിതി
আইসোমেট্রিক,ഐസോമെട്രിക്
"প্রতিসম নির্ধারক, প্রতিসম নির্ধারক","സിമെട്രിക് ഡിറ്റർമിനന്റ്, സിമെട്രിക് ഡിറ്റർമിനന്റ്"
প্রতিসম পার্থক্য,സമമിതി വ്യത്യാസം
প্রতিসম ম্যাট্রিক্স,സമമിതി മാട്രിക്സ്
সিস্টেম বিশ্লেষণ সিস্টেম বিশ্লেষণ,സിസ്റ്റം വിശകലനം സിസ്റ്റം വിശകലനം
সিরিয়াল স্যাম্পলিং,സീരിയൽ സാമ്പിൾ
"টেবিল, টেবিল","മേശ, മേശ"
"টেবিল, টেবিল","മേശ, മേശ"
অবিচ্ছেদ্য টেবিল,അവിഭാജ്യ പട്ടിക
"সারণী, সমতল","പട്ടിക, പരന്ന"
ট্যাবুলার ফর্ম,പട്ടിക രൂപം
"ট্যাবুলার লগারিদম, ট্যাবুলার লগারিদম","പട്ടിക ലോഗരിതം, പട്ടിക ലോഗരിതം"
সারণী,പട്ടികപ്പെടുത്തുക
সারণী মান,പട്ടിക മൂല്യങ്ങൾ
ট্যাবুলেশন,ടാബുലേഷൻ
"ট্যাবুলার, ট্যাবুলার মেশিন, ট্যাবুলার","പട്ടിക, പട്ടിക യന്ത്രം, പട്ടിക"
"tail, tail","വാൽ, വാൽ"
লেজ এলাকা (বন্টনের),വാൽ പ്രദേശം (വിതരണത്തിന്റെ)
স্পর্শ,സ്പർശിക്കുക
"স্পর্শক, স্পর্শক, স্পর্শক, স্পর্শক","സ്പർശം, സ്പർശം, സ്പർശം, സ്പർശം"
স্পর্শ ভেড়ার ফ্ল্যাট,രോമം ഫ്ലാറ്റ് സ്പർശിക്കുക
"স্পর্শকাতর, স্পর্শক","സ്പർശിക്കുന്ന, സ്പർശിക്കുന്ന"
স্পর্শক উপাদান,ടാൻജന്റ് ഘടകം
স্পর্শক কাটা,ടാൻജെന്റ് കട്ട്
স্পর্শক রেখা,ടാൻജെന്റ് ലൈൻ
"স্পর্শকাতর সমতল, স্পর্শকাতর সমতল","സ്പർശന തലം, സ്പർശന തലം"
স্পর্শ জনসংখ্যা,സ്പർശിക്കുന്ന ജനസംഖ്യ
টেপ পাঞ্চ,ടേപ്പ് പഞ്ച്
টেপ পাঠক,ടേപ്പ് റീഡർ
Taubry এর উপপাদ্য,ടൗബ്രിയുടെ സിദ്ധാന്തം
টেলর উপপাদ্য,ടെയ്ലർ സിദ്ധാന്തം
Shebyshev দূরত্ব,ഷെബിഷെവ് ദൂരം
টি-বন্টন,ടി-വിതരണം
আন্তঃপ্রজাতি সিরিজ,ഇന്റർ സ്പീഷീസ് സീരീസ്
অস্থায়ী স্থানাঙ্ক,താൽക്കാലിക കോർഡിനേറ്റുകൾ
সাময়িক সম্পর্ক,താൽക്കാലിക ബന്ധം
সময় পরিবর্তনশীল,സമയ വേരിയബിൾ
প্রসার্য শক্তি,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
"ক্ষেত্র, টেনসর","ഫീൽഡ്, ടെൻസർ"
ক্ষেত্র বিশ্লেষণ,ഫീൽഡ് വിശകലനം
ক্ষেত্রের পণ্য,ഫീൽഡ് ഉൽപ്പന്നം
অস্থায়ী কনফিগারেশন,താൽക്കാലിക കോൺഫിഗറേഷൻ
পোস্ট,പോസ്റ്റ്
শেষ নিষেধাজ্ঞা,നിരോധനം അവസാനിപ്പിക്കുക
চূড়ান্ত বেগ ডুব,അവസാന വേഗത ഡൈവ്
শেষ করা দশমিক,ദശാംശം അവസാനിപ്പിക്കുന്നു
র্যাঙ্ক মান,റാങ്ക് മൂല്യം
ধাপ পার্থক্য,സ്റ്റെപ്പ് ഡിഫറൻഷ്യൽ
ধাপে ধাপে ইন্টিগ্রেশন,ഘട്ടം ഘട്ടമായുള്ള സംയോജനം
"ত্রিভুজাকার, ত্রিভুজাকার","ത്രികോണാകൃതി, ത്രികോണാകൃതി"
পরীক্ষামূলক,ടെസ്റ്റിംഗ്
বৈচিত্র্যের একজাতীয়তার পরীক্ষা,വേരിയൻസ് ഹോമോജെനിറ്റിയുടെ പരിശോധന
পরীক্ষার ফাংশন,ടെസ്റ്റ് ഫംഗ്ഷൻ
প্রস্তাব টেস্টিং,അനുമാന പരിശോധന
তাৎপর্য পরীক্ষা,പ്രാധാന്യം പരിശോധന
পরিক্ষা মূলক নমুনা,ടെസ്റ്റ് സാമ്പിൾ
টেট্রাহেড্রাল,ടെട്രാഹെഡ്രൽ
টেট্রাহেড্রাল কোণ,ടെട്രാഹെഡ്രൽ കോൺ
চতুর্ভুজ,ചതുർഭുജം
উপপাদ্য,സിദ്ധാന്തം
অবশিষ্ট উপপাদ্য,അവശിഷ്ട സിദ്ധാന്തം
তাত্ত্বিক চাহিদা ফাংশন,സൈദ്ധാന്തിക ആവശ്യം പ്രവർത്തനം
তাত্ত্বিক বিচ্ছিন্ন বন্টন,സൈദ്ധാന്തികമായ തുടർച്ചയായ വിതരണം
তাত্ত্বিক ত্রুটি,സൈദ്ധാന്തിക പിശക്
তাত্ত্বিক সমন্বয়,സൈദ്ധാന്തിക ക്രമീകരണം
তাত্ত্বিক গঠন,സൈദ്ധാന്തിക രൂപീകരണം
তাত্ত্বিক ফ্রিকোয়েন্সি,സൈദ്ധാന്തിക ആവൃത്തി
"নীতিগতভাবে, নীতিগতভাবে","തത്വത്തിൽ, തത്വത്തിൽ"
তাত্ত্বিক মডেল,സൈദ്ധാന്തിക മാതൃക
তাত্ত্বিক গঠন,സൈദ്ധാന്തിക രൂപീകരണം
সমীকরণ তত্ত্ব,സമവാക്യ സിദ്ധാന്തം
ত্রুটি তত্ত্ব,പിശക് സിദ്ധാന്തം
মূল্যায়ন তত্ত্ব,വിലയിരുത്തൽ സിദ്ധാന്തം
ফাংশন তত্ত্ব,പ്രവർത്തന സിദ്ധാന്തം
খেলা তত্ত্ব,ഗെയിം സിദ്ധാന്തം
মহাকর্ষ তত্ত্ব,ഗുരുത്വാകർഷണ സിദ്ധാന്തം
তথ্য তত্ত্ব,വിവര സിദ്ധാന്തം
প্রতিস্থাপন নীতি,പകരംവയ്ക്കൽ തത്വം
সেটতত্ত্ব,സിദ്ധാന്തം സജ്ജമാക്കുക
সারি তত্ত্ব,വരി സിദ്ധാന്തം
তরঙ্গ তত্ত্ব,തരംഗ സിദ്ധാന്തം
থার্মোডাইনামিক,തെർമോഡൈനാമിക്
স্ক্রু চুড়ি,സ്ക്രൂ വള
স্টেরিওস্কোপিক,സ്റ്റീരിയോസ്കോപ്പിക്
স্টেরিওস্কোপিক ভেক্টর বিশ্লেষণ,സ്റ്റീരിയോസ്കോപ്പിക് വെക്റ്റർ വിശകലനം
ত্রয়ী শ্রেণীবিভাগ,ട്രൈഡ് വർഗ്ഗീകരണം
"অভিক্ষেপ, ড্রপ","പ്രൊജക്ഷൻ, ഡ്രോപ്പ്"
"খোঁচা, খোঁচা","തള്ളുക, തള്ളുക"
"সময়, সময়কাল, সময়কাল","സമയം, കാലയളവ്, ദൈർഘ്യം"
সময় অক্ষ,സമയ അക്ഷം
কালো নির্ভরতা,കറുത്ത ആശ്രിതത്വം
সময় নির্ভর কাঠামো সমীকরণ,സമയത്തെ ആശ്രയിച്ചുള്ള ഘടന സമവാക്യം
সময় নির্ভর প্রক্রিয়া,സമയത്തെ ആശ്രയിക്കുന്ന പ്രക്രിയ
পোস্ট বন্ধ সময়,തപാൽ സമയം
সময়ের ব্যবধান,സമയ ഇടവേള
সময় সিরিজ,സമയ പരമ്പര
সময় সিরিজ বিশ্লেষণ,സമയ ശ്രേണി വിശകലനം
সময় সিরিজ বিশ্বাস,സമയ പരമ്പര വിശ്വാസം
সময় ব্যবস্থা,സമയ സംവിധാനം
"toleration, toleration","സഹിഷ്ണുത, സഹിഷ്ണുത"
সমর্থন ব্যবধান,പിന്തുണ ഇടവേള
সমতল,കോ-ഫ്ലോർ
"সহনশীলতার সীমা, সহনশীলতার সীমা","സഹിഷ്ണുതയുടെ പരിധി, സഹിഷ്ണുതയുടെ പരിധി"
টপোলজিকাল,ഭൂപ്രകൃതി
টপোলজিকাল দ্বৈততা,ടോപ്പോളജിക്കൽ ദ്വൈതത
টপোলজিকাল গ্রুপ,ടോപ്പോളജിക്കൽ ഗ്രൂപ്പ്
টপোলজিকাল আইসোমরফিজম,ടോപ്പോളജിക്കൽ ഐസോമോർഫിസം
টপোলজিক্যাল লিনিয়ার স্পেস,ടോപ്പോളജിക്കൽ ലീനിയർ സ്പേസ്
টপোলজিক্যালি,സ്ഥലശാസ്ത്രപരമായി
টপোগ্রাফিক ম্যাপিং,ടോപ്പോഗ്രാഫിക് മാപ്പിംഗ്
টপোলজিকাল সম্পত্তি,ടോപ്പോളജിക്കൽ പ്രോപ്പർട്ടി
টপোলজিকাল জনসংখ্যা,ടോപ്പോളജിക്കൽ ജനസംഖ്യ
টপোলজিক্যাল ভেক্টর স্পেস,ടോപ്പോളജിക്കൽ വെക്റ്റർ സ്പേസ്
"টপোলজি, টপোলজি","ടോപ്പോളജി, ടോപ്പോളജി"
"খিঁচুনি, খিঁচুনি, খিঁচুনি","മലബന്ധം, രോഗാവസ്ഥ, വിറയൽ"
"বৃত্তাকার কঠিন-রিং, টরাস","വൃത്താകൃതിയിലുള്ള സോളിഡ്-റിംഗ്, ടോറസ്"
"মোট, যোগফল (s.), সমগ্র, সম্পূর্ণ (v.)","ആകെ, തുക (കൾ.), മുഴുവൻ, പൂർണ്ണം (വി.)"
সম্পূর্ণ ডেরিভেটিভ,പൂർണ്ണമായ ഡെറിവേറ്റീവ്
নিখুঁত পার্থক্য,തികഞ്ഞ വ്യത്യാസം
সম্পূর্ণ ডিফারেনশিয়াল সমীকরণ,സമ്പൂർണ്ണ ഡിഫറൻഷ്യൽ സമവാക്യം
পুঙ্খানুপুঙ্খ পরিদর্শন,സമഗ്രമായ പരിശോധന
সম্পূর্ণরূপে আবদ্ধ,പൂർണ്ണമായും ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
পুরোপুরি অর্ডার করা সেট,തികച്ചും ക്രമീകരിച്ച സെറ്റ്
সম্পূর্ণ সিরিয়ালাইজেশন,സമ്പൂർണ്ണ സീരിയലേഷൻ
"ট্রেস করা, ট্রেস করা (n.), ছিদ্র করা (n.), ট্রেস করা (v.)","കണ്ടെത്തുക, കണ്ടെത്തുക (n.), തുളയ്ക്കുക (n.), കണ്ടെത്തുക (v.)"
ম্যাট্রিক্স ট্রেস,മാട്രിക്സ് ട്രെയ്സ്
"ট্রেসিং, চিহ্নিত করা","കണ്ടെത്തൽ, അടയാളപ്പെടുത്തൽ"
নিয়ন্ত্রণ ফাংশন,നിയന്ത്രണ പ്രവർത്തനം
"trajectory, trajectory, trajectory","പാത, സഞ്ചാരപഥം, സഞ്ചാരപഥം"
অতীন্দ্রিয়,അതീന്ദ്രിയമായ
বীজগণিত সমীকরণ,ബീജഗണിത സമവാക്യം
বীজগণিতের ফাংশন,ബീജഗണിത പ്രവർത്തനം
বীজগণিত সংখ্যা,ബീജഗണിത സംഖ്യ
"স্থানান্তর, স্থানান্তর","കൈമാറ്റം, കൈമാറ്റം"
ডিফারেনশিয়াল ফাংশন,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
সীমিত আগমন,പരിമിതമായ വരവ്
অসীম সংখ্যা,അനന്തമായ സംഖ്യ
প্রকরণ,വ്യതിയാനം
রূপান্তর সূত্র,പരിവർത്തന ഫോർമുല
রূপান্তর ম্যাট্রিক্স,പരിവർത്തന മാട്രിക്സ്
স্থানাঙ্কের রূপান্তর,കോർഡിനേറ്റുകളുടെ പരിവർത്തനം
রূপান্তর ফাংশন,പരിവർത്തന പ്രവർത്തനം
রূপান্তরিত ম্যাট্রিক্স,രൂപാന്തരപ്പെട്ട മാട്രിക്സ്
শিপিং সমস্যা,ഷിപ്പിംഗ് പ്രശ്നം
ক্ষণস্থায়ী আচরণ,ക്ഷണികമായ പെരുമാറ്റം
ক্ষণস্থায়ী সমাধান,ക്ഷണികമായ പരിഹാരം
সংক্রমণ,അണുബാധ
রূপান্তর ম্যাট্রিক্স,സംക്രമണ മാട്രിക്സ്
সংক্রামক,പകരുന്ന
রূপান্তর নিয়ম,പരിവർത്തന നിയമം
সংক্রামক সম্পর্ক,പകർച്ചവ്യാധി ബന്ധം
সংক্রামকতা,പകർച്ചവ്യാധി
সংক্রামক সমষ্টি,സാംക്രമിക സംഗ്രഹം
স্থানান্তর,കൈമാറ്റം
পরিবহন খরচ,ഗതാഗത ചിലവുകൾ
পরিবহন সমস্যা,ഗതാഗത പ്രശ്നം
পরিবহন সময়,ഗതാഗത സമയം
অ্যাক্সেস সমীকরণ,ആക്സസ് സമവാക്യം
রূপান্তরিত ম্যাট্রিক্স,രൂപാന്തരപ്പെട്ട മാട്രിക്സ്
ম্যাট্রিক্স পরিবর্তনশীল,മാട്രിക്സ് വേരിയബിൾ
স্থানান্তর,സ്ഥാനമാറ്റം
অনুপ্রস্থ,തിരശ്ചീനമായ
তির্যক সীমাবদ্ধতা,തിരശ്ചീന നിയന്ത്രണം
"ট্রান্সভার্স, ট্রান্সভার্স","തിരശ്ചീന, തിരശ്ചീന"
তির্যক গতি,തിരശ്ചീന വേഗത
"trapezium, trapezium","ട്രപീസിയം, ട്രപീസിയം"
ট্র্যাপিজয়েড,ട്രപസോയിഡ്
ট্র্যাপিজিয়াম প্রিজম,ട്രപീസിയം പ്രിസം
"চিকিত্সা, চিকিত্সা","ചികിത്സ, ചികിത്സ"
গাছের নকশা,ട്രീ ഡയഗ്രം
"প্রবণতা, প্রবণতা","പ്രവണത, പ്രവണത"
উত্থান লাইন,ഉദയരേഖ
বর্ধিত মান,വർദ്ധിച്ചുവരുന്ന മൂല്യം
ত্রয়ী,ത്രയം
"পরীক্ষা, পরীক্ষা, পরীক্ষা","ടെസ്റ്റ്, ടെസ്റ്റ്, ടെസ്റ്റ്"
অভিযুক্ত ফাংশন,കുറ്റപ്പെടുത്തുന്ന പ്രവർത്തനം
"ত্রিভুজ, ত্রিভুজ","ത്രികോണം, ത്രികോണം"
ত্রিভুজ অসমতা,ത്രികോണ അസമത്വം
বেগ ত্রিভুজ,വേഗത ത്രികോണം
ত্রিভুজ প্রতীক,ത്രികോണ ചിഹ്നം
ত্রিভুজ সিস্টেম,ത്രികോണ സംവിധാനം
ত্রিভুজ,ത്രികോണം
"triangular, triangular, triangular","ത്രികോണ, ത്രികോണ, ത്രികോണാകൃതി"
