Marathi,Assamese
"प्रोफाइल कट, प्रोफाइल विभाग","প্ৰফাইল কাটি, প্ৰফাইল অংশ"
नफा,লাভ
नफा कार्य,লাভৰ কাৰ্য্য
नफा वाढवणे,লাভ সৰ্বাধিক কৰা
प्रोग्रामर,প্ৰগ্ৰেমাৰ
"प्रक्रिया, प्रोग्रामिंग, प्रोग्रामिंग","প্ৰচেছিং, প্ৰগ্ৰেমিং, প্ৰগ্ৰেমিং"
क्रमाक्रमाने,ক্ৰমান্বয়ে
"प्रक्षेपण, प्रक्षेपण, एक्स्ट्रापोलेशन","প্ৰক্ষেপণ, প্ৰক্ষেপণ, বহিৰ্প্ৰক্ষেপণ"
इंटरपोलेशन सूत्र,ইন্টাৰপলেচন সূত্ৰ
डायरेक्टर स्पेसमध्ये इंटरपोलेशन,পৰিচালকৰ স্থানত ইন্টাৰপলেচন
इंटरपोलेशन मॅट्रिक्स,ইন্টাৰপলেচন মেট্ৰিক্স
प्रक्षेपण सेट करा,চেট প্ৰজেকচন
प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन,প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন
वेक्टर प्रोजेक्शन,ভেক্টৰ প্ৰজেকচন
इंटरपोलेशन प्रमेय,ইন্টাৰপোলেচন উপপাদ্য
प्रोजेक्टिव्ह भूमिती,প্ৰক্ষেপণ জ্যামিতি
प्रक्षेपण विमान,প্ৰজেক্টাইল প্লেন
प्रक्षेपित परिवर्तन,প্ৰক্ষেপণীয় ৰূপান্তৰ
"पुरावा, पुरावा, पुरावा","প্ৰমাণ, প্ৰমাণ, প্ৰমাণ"
उत्पन्नाद्वारे पुरावा,উপাৰ্জনৰ দ্বাৰা প্ৰমাণ
प्रसारित त्रुटी,ট্ৰেন্সমিট ভুল
त्रुटी प्रसारण,ভুল সংক্ৰমণ
योग्य घटक,সঠিক কাৰক
"योग्य कार्य, योग्य कार्य","সঠিক কাৰ্য্য, সঠিক কাৰ্য্য"
वाजवी मध्यांतर,যুক্তিসংগত ব্যৱধান
पूर्णपणे समाविष्ट आहे,সম্পূৰ্ণৰূপে সন্নিৱিষ্ট কৰা হৈছে
योग्य उपसंच,সঠিক উপগোট
योग्य उपलोकसंख्या,সঠিক উপজনসংখ্যা
संरक्षण मालमत्ता,সুৰক্ষা সম্পত্তি
"योग्य मूल्य, eigen मूल्य","সঠিক মান, eigen মান"
योग्य वेक्टर,সঠিক ভেক্টৰ
"आनुपातिक, आनुपातिक","সমানুপাতিক, সমানুপাতিক"
आनुपातिक संबंध,আনুপাতিক সম্পৰ্ক
आनुपातिक नमुना,আনুপাতিক নমুনা সংগ্ৰহ কৰা
साध्य करण्यायोग्य,সাধনযোগ্য
छद्म कोड,ছ্যুডো ক&#39;ড
छद्म अंतर,ছদ্ম দূৰত্ব
छद्म-अंतर लोकसंख्या,ছদ্মদূৰত্বৰ জনসংখ্যা
छद्म मानक,ছ্যুডো ষ্টেণ্ডাৰ্ড
छद्म मानक स्थिती,ছদ্ম মানক অৱস্থান
"उत्तेजित होणे, उत्तेजित होणे, घृणा","বৃদ্ধি, বৃদ্ধি, বিদ্বেষ"
"कप्पी, कप्पी, टोपी","পুলি, পুলি, টুপি"
पंच केलेले कार्ड,পাঞ্চ কৰা কাৰ্ড
पंच कार्ड मशीन,পাঞ্চ কাৰ্ড মেচিন
पंचिंग मशीन,পাঞ্চিং মেচিন
शुद्ध बंधनकारक,বিশুদ্ধ বান্ধনি
शुद्ध दशांश,বিশুদ্ধ দশমিক
शुद्ध भूमिती,বিশুদ্ধ জ্যামিতি
निव्वळ आगमन,নেট আগমন
पूर्णपणे अजैविक,বিশুদ্ধভাৱে অজৈৱিক
शुद्ध गणित,বিশুদ্ধ গণিত
फक्त संख्यात्मक,কেৱল সংখ্যাগত
पर्यायी साधन,বৈকল্পিক ডিভাইচ
पिरॅमिड,পিৰামিড
पिरॅमिडल घन,পিৰামিডাল ঘনক
पिरॅमिड पृष्ठ,পিৰামিড পৃষ্ঠা
इति सिद्धम,ইতি সিধাম
चौकोन,চতুৰ্ভুজ
चतुर्भुज प्रिझम,চতুৰ্ভুজ প্ৰিজম
चतुर्थांश,চতুৰ্থাংশ
"चौरस, चतुर्भुज, दुहेरी समलंब","বৰ্গক্ষেত্ৰ, দ্বিঘাত, দ্বৈত ট্ৰেপেজ’ইড"
चतुर्भुज खर्च,দ্বিঘাত খৰচ
चतुर्भुज खर्च कार्य,দ্বিঘাত খৰচ ফলন
चौकोन वक्र,দ্বিঘাত বক্ৰ
चतुर्भुज समीकरण,দ্বিঘাত সমীকৰণ
चतुर्भुज अभिव्यक्ती,দ্বিঘাত প্ৰকাশ
चतुर्भुज चौकोन,দ্বিঘাত দ্বিঘাত
चतुर्भुज कार्य,দ্বিঘাত ফলন
चतुर्भुज कार्य,দ্বিঘাত ফলন
चतुर्भुज प्रक्षेपण,দ্বিঘাত আন্তঃপ্ৰক্ষেপণ
चतुर्भुज वस्तुनिष्ठ कार्य,দ্বিঘাত বস্তুনিষ্ঠ ফলন
quadratic programming quadratic programming,দ্বিঘাত প্ৰগ্ৰেমিং দ্বিঘাত প্ৰগ্ৰেমিং
चतुर्भुज उलटता नियम,দ্বিঘাত উলটিব পৰা নিয়ম
चतुर्भुज पृष्ठ,দ্বিঘাত পৃষ্ঠা
चतुर्भुज संज्ञा,দ্বিঘাত পদ
चतुर्भुज सूत्र,দ্বিঘাত সূত্ৰ
चतुर्भुज,চতুৰ্ভুজ
गुणात्मक विश्लेषण,গুণগত বিশ্লেষণ
गुणवत्ता नियंत्रण,গুণগত নিয়ন্ত্ৰণ
क्वांटम यांत्रिकी,কোৱাণ্টাম বলবিজ্ঞান
क्वांटम संख्या,কোৱাণ্টাম সংখ্যা
क्वांटम आकडेवारी,কোৱাণ্টাম পৰিসংখ্যা
"तिमाही, चतुर्थांश, तिमाही","চতুৰ্থাংশ, চতুৰ্থাংশ, চতুৰ্থাংশ"
चतुर्भुज,চতুৰ্ভুজ
चतुर्थांश,চতুৰ্থাংশ
रेखीय कन्स्ट्रक्टर समीकरण,ৰৈখিক নিৰ্মাতা সমীকৰণ
नियमित सायकल,নিয়মীয়া চক্ৰ
गप्पागोष्टी,আড্ডাবাজ
ओळ लांबी,ৰেখাৰ দৈৰ্ঘ্য
रेखा मॉडेल,লাইন মডেল
पंक्ती समस्या,শাৰীৰ সমস্যা
पंक्ती प्रक्रिया,শাৰী প্ৰক্ৰিয়াকৰণ
पंक्ती प्रणाली,শাৰী ব্যৱস্থা
रेखा सिद्धांत,ৰেখা তত্ত্ব
पंचमक,পঞ্চমক
पंचक,কুইন্টেট
"उद्धृत दर, किंमत उद्धृत","হাৰ উদ্ধৃত, মূল্য উদ্ধৃত"
"भाग, भागाकार","ভাগফল, বিভাজন"
विभाग क्षेत्र,বিভাগৰ এলেকা
विभाग गट,বিভাগৰ গোট
भागफल नियम,ভাগফল নিয়ম
विभाग संच,বিভাগৰ ছেট
विभाग लोकसंख्या,বিভাগৰ জনসংখ্যা
विभाग रचना,বিভাগৰ গাঁথনি
त्रिज्या,ব্যাসাৰ্ধ
रेडियन,ৰেডিয়েন
रेडियन माप,ৰেডিয়ান পৰিমাপ
करणी,কৰ্ণী
मूलाक्ष,মূলাক্ষ
वर्गीकरण,শ্ৰেণীবিভাজন
त्रिज्या,ব্যাসাৰ্ধ
अभिसरण त्रिज्या,অভিসৰণ ব্যাসাৰ্ধ
वक्रता त्रिज्या,বক্ৰতাৰ ব্যাসাৰ্ধ
ध्रुवीय रेखा,মেৰুত্ব ৰেখা
मूलांक,ৰেডিক্স
यादृच्छिक त्रुटी,যাদৃচ্ছিক ভুল
यादृच्छिक कार्य,ৰেণ্ডম ফাংচন
यादृच्छिकीकरण,ৰেণ্ডমাইজেচন
यादृच्छिक ब्लॉक,ৰেণ্ডম ব্লক
यादृच्छिक मॉडेल,ৰেণ্ডম মডেল
यादृच्छिक संख्या,যাদৃচ্ছিক সংখ্যা
यादृच्छिक नमुना,ৰেণ্ডম নমুনা সংগ্ৰহ
यादृच्छिक चल,ৰেণ্ডম চলকসমূহ
"श्रेणी, श्रेणी, श्रेणी, श्रेणी","ৰেঞ্জ, ৰেঞ্জ, ৰেঞ্জ, ৰেঞ্জ"
अभिसरण कॉम्प्लेक्स,অভিসৰণ জটিল
एकत्रीकरण परिसर,সংহতি চৌহদ
नातेसंबंध परिसर,সম্পৰ্ক চৌহদ
कॅम्पस लोकसंख्या,কেম্পাছৰ জনসংখ্যা
ग्रेड,শ্ৰেণী
रँक सहसंबंध,ৰেংক সম্পৰ্ক
मॅट्रिक्सचा दर्जा,মেট্ৰিক্সৰ গ্ৰেড
क्रमवारी नमुना,অৰ্ডাৰৰ নমুনা সজাওক
बदलण्याचे प्रमाण,পৰিৱৰ্তনৰ হাৰ
अभिसरण दर,অভিসৰণ হাৰ
अतुलनीय,অতুলনীয়
तर्कशुद्ध,যুক্তিকৰ
तर्कशुद्ध अभिव्यक्ती,যুক্তিসংগত প্ৰকাশ
तर्कसंगत क्षेत्र,যুক্তিসংগত ক্ষেত্ৰ
तर्कसंगत कार्य,যুক্তিসংগত ফলন
भाजकाचे तर्कसंगतीकरण,হৰৰ যুক্তিসংগতকৰণ
परिमेय संख्या,যুক্তিসংগত সংখ্যা
परिमेय संख्या फील्ड,যুক্তিসংগত সংখ্যাৰ ক্ষেত্ৰ
तर्कशुद्ध ऑपरेशन,যুক্তিসংগত কাৰ্য্য
विषम चाचणी,অসমতাপূৰ্ণ পৰীক্ষা
"प्राप्त केल्याप्रमाणे, प्रक्रिया न केलेले दत्ता","অপ্ৰচেছড দত্ত, লাভ কৰা অনুসৰি"
"रश्मी, किरण, पाख-अर, रे, शंकुश, अर्धरेखा, अर","ৰশ্মি, কিৰণ, পাখ-আৰ, ৰায়, শংকুষ, অৰ্ধেখা, আৰ"
बीम वेक्टर,ৰশ্মি ভেক্টৰ
वास्तविक,বাস্তৱ
वास्तविक अक्ष,বাস্তৱ অক্ষ
वास्तविक सातत्य,বাস্তৱ ধাৰাবাহিকতা
वास्तविक ओळ,বাস্তৱ ৰেখা
वास्तविक रेखीय वेक्टर जागा,বাস্তৱ ৰৈখিক ভেক্টৰ স্থান
वास्तविक मॅट्रिक्स,বাস্তৱ মেট্ৰিক্স
वास्तविक संख्या,বাস্তৱ সংখ্যা
वास्तविक संख्या फील्ड,বাস্তৱ সংখ্যাৰ ক্ষেত্ৰ
वास्तविक भाग,প্ৰকৃত অংশ
वास्तविक बहुपदी,বাস্তৱ বহুপদ
वास्तविक चतुर्भुज,বাস্তৱ দ্বিঘাত
वास्तविक मालू,বাস্তৱ মালু
वास्तविक लोकसंख्या,বাস্তৱ জনসংখ্যা
वास्तविक वेळ प्रणाली,বাস্তৱ সময়ৰ ব্যৱস্থা
वास्तविक मूल्य कार्य,বাস্তৱ মূল্যৰ ফলন
वास्तविक व्हेरिएबल,বাস্তৱ চলক
वास्तविक वेक्टर जागा,বাস্তৱ ভেক্টৰ স্থান
"व्यस्त, परस्पर, परस्पर","বিপৰীত, পাৰস্পৰিক, পাৰস্পৰিক"
व्यस्त मॅट्रिक्स,বিপৰীত মেট্ৰিক্স
आयत,আয়ত
"आयताकृती, काटकोन, काटकोन","আয়তাকাৰ, সোঁকোণীয়া, সোঁকোণীয়া"
आयताकृती टेबल,আয়তাকাৰ টেবুল
"काटकोन अक्ष, काटकोन समन्वय अक्ष","সোঁকোণৰ অক্ষ, সোঁকোণৰ স্থানাংক অক্ষ"
आयताकृती घनता कार्य,আয়তাকাৰ ঘনত্বৰ ফলন
काटकोन हायपरबोला,সোঁকোণীয়া হাইপাৰবোলা
आयताकृती मॅट्रिक्स,আয়তাকাৰ মেট্ৰিক্স
"आयत समांतरभुज चौकोन, काटकोन समांतरभुज चौकोन","আয়তাকাৰ সমান্তৰাল চতুৰ্ভুজ, সোঁকোণ সমান্তৰাল চতুৰ্ভুজ"
आर्क्युएट वक्र,আৰ্কুৱেট কাৰ্ভ
पुनरावृत्ती सूत्र,পুনৰাবৃত্তি সূত্ৰ
नियतकालिक दशांश,সময়কালীন দশমিক
टर्नअराउंड फॉर्म्युला,টাৰ্ণআউট সূত্ৰ
श्रेणीबद्ध फॉर्म,স্তৰভিত্তিক ৰূপ
विसंगत कामगिरी,অসামঞ্জস্যপূৰ্ণ পৰিৱেশন
"लॉगरिदम सूत्र, समतुल्य सूत्र","লগাৰিদম সূত্ৰ, সমতুল্যতা সূত্ৰ"
"संदर्भ ओळ, संदर्भ ओळ","ৰেফাৰেন্স লাইন, ৰেফাৰেন্স লাইন"
संदर्भ बिंदू संदर्भ बिंदू,ৰেফাৰেন্স পইণ্ট ৰেফাৰেন্স পইণ্ট
परावर्तित लहर,প্ৰতিফলিত তৰংগ
प्रतिबिंब,প্ৰতিফলন
समतुल्य नियम,সমতুল্য নিয়ম
अभिसरण प्रदेश,অভিসৰণ অঞ্চল
भिन्न प्रदेश,বিচ্ছিন্ন অঞ্চল
एकत्रीकरण क्षेत्र,সংহতি মণ্ডল
प्रतिगमन विश्लेषण,ৰিগ্ৰেছন বিশ্লেষণ
प्रतिगमन वक्र,ৰিগ্ৰেছন বক্ৰ
प्रतिगमन समीकरण,ৰিগ্ৰেছন সমীকৰণ
प्रतिगमन ओळ,ৰিগ্ৰেছন লাইন
प्रतिगमन मॉडेल,ৰিগ্ৰেছন মডেল
नियमित वक्र,নিয়মীয়া বক্ৰ
अगदी षटकोनी,আনকি ষড়ভুজ
नियमित मॅट्रिक्स,নিয়মীয়া মেট্ৰিক্স
समभुज,সমপক্ষীয়
सापेक्ष पूरक,আপেক্ষিক পৰিপূৰক
सापेक्ष सर्वोच्च,আপেক্ষিকভাৱে সৰ্বোচ্চ
सापेक्ष सर्वात कमी,আপেক্ষিকভাৱে সৰ্বনিম্ন
सापेक्ष संभाव्यता,আপেক্ষিক সম্ভাৱনা
सापेक्ष वेग,আপেক্ষিক বেগ
"सापेक्षता, सापेक्षता, सापेक्षता","আপেক্ষিকতা, আপেক্ষিকতা, আপেক্ষিকতা"
सापेक्षता सिद्धांत,আপেক্ষিকতাবাদ তত্ত্ব
विश्वसनीयता,নিৰ্ভৰযোগ্যতা
विश्वसनीयता समस्या,নিৰ্ভৰযোগ্যতাৰ সমস্যা
अवशिष्ट पोस्ट,অৱশিষ্ট পদ
उर्वरित प्रमेय,বাকী উপপাদ্য
पुनरावृत्ती मर्यादा,পুনৰাবৃত্তিমূলক সীমা
पुनरावृत्ती Riemann-अविभाज्य,পুনৰাবৃত্তিমূলক Riemann-অখণ্ড
प्रतिनिधित्व,প্ৰতিনিধিত্ব কৰা
"अवशिष्ट, अवशेष","অৱশিষ্ট, অৱশিষ্ট"
अनंतात राहते,অসীমত থাকে
"विघटन, खंडन, भिन्नता","বিসৰ্জন, খণ্ডন, পাৰ্থক্য"
सुटका,বিচ্ছিন্নতা
वेग समायोजन,বেগ সমন্বয়
परिणामी परिणाम,ফলাফলৰ ফলাফল
परिणामी शक्ती,ফলস্বৰূপ বল
परिणाम वेक्टर,ফলাফল ভেক্টৰ
सुधारित एकल पद्धत,পৰিৱৰ্তিত একক পদ্ধতি
समभुज चौकोन,ৰম্বছ
riemann-अविभाज्य,riemann-অখণ্ড
"काटकोन, काटकोन","সোঁকোণ, সোঁকোণ"
काटकोन त्रिकोण,সোঁকোণীয়া ত্ৰিভুজ
उजवा गोलाकार शंकू,সোঁফালৰ বৃত্তাকাৰ শঙ্কু
दक्षिण सेट,দক্ষিণ চেট
उजव्या गोलाकार सिलेंडर,সোঁফালৰ বৃত্তাকাৰ চিলিণ্ডাৰ
घड्याळाच्या दिशेने,ঘড়ীৰ কাঁটাৰ দিশত
दक्षिण व्यस्त,দক্ষিণৰ বিপৰীত
"अचूक पुरावा, अचूक पुरावा","সঠিক প্ৰমাণ, সঠিক প্ৰমাণ"
रिंग रिंग,"আঙঠি, আঙঠি"
पूर्णांक रिंग,পূৰ্ণসংখ্যাৰ আঙঠি
आर-अविभाज्य,R-অখণ্ড
"रूट, रूट","মূল, মূল"
वर्गमूळ मूळ,বৰ্গমূল মূল
बहुपदीचे मूळ,বহুপদৰ মূল
"फिरणे, फिरणे","ঘূৰণ, ঘূৰণ"
गोलाकार त्रुटी,ঘূৰণীয়া ত্ৰুটি
रांग,লানি পতা
पंक्ती-स्तंभ गुणाकार,শাৰী-স্তম্ভ গুণন
रेखा समतुल्यता,ৰেখা সমতুল্যতা
पंक्ती मॅट्रिक्स,শাৰী মেট্ৰিক্স
पंक्ती क्रम,শাৰী ক্ৰম
सुटलेला बिंदू,এস্কেপ পইণ্ট
"नमुना, नमुना","নমুনা, নমুনা"
नमुना सरासरी,নমুনাৰ গড়
नमुना बिंदू,নমুনা বিন্দু
नमुन्याचा आकार,নমুনাৰ আকাৰ
नमुना जागा,নমুনা স্থান
नमुना-मानक-विचलन,নমুনা-মানক-বিচ্যুতি
नमुना सर्वेक्षण,নমুনা জৰীপ
नमुना भिन्नता,নমুনা ভ্যাৰিয়েন্স
"नमुना (v.), नमुना (n.)","নমুনা (v.), নমুনা সংগ্ৰহ (n.)"
नमुना वितरण,নমুনা বিতৰণ কৰা
नमुना त्रुटी,নমুনা সংগ্ৰহৰ ভুল
नमुना अंतराल,নমুনা সংগ্ৰহৰ ব্যৱধান
नमुना पद्धत,নমুনা সংগ্ৰহ পদ্ধতি
नमुना तत्त्व,নমুনা সংগ্ৰহৰ নীতি
प्रतिस्थापनासह नमुना घेणे,প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা
"स्केलर, स्केलर","স্কেলাৰ, স্কেলাৰ"
स्केलर फील्ड,স্কেলাৰ ক্ষেত্ৰ
स्केलर मॅट्रिक्स,স্কেলাৰ মেট্ৰিক্স
स्केलर गुणाकार,স্কেলাৰ বহুগুণ
स्केलर गुणाकार,স্কেলাৰ গুণন
स्केलर उत्पादन,স্কেলাৰ উৎপাদন
स्केलर,স্কেলাৰ
स्केलर ट्रिपल उत्पादन,স্কেলাৰ ট্ৰিপল প্ৰডাক্ট
स्केलीन त्रिकोण,স্কেলিন ত্ৰিভুজ
स्कॅटर आकृती,স্কেটাৰ ডায়াগ্ৰাম
श्रोडिंगर समीकरण,শ্ৰডিংগাৰ সমীকৰণ
"हंगामी चढउतार, हंगामी चढउतार","ঋতুভিত্তিক উঠা-নমা, ঋতুভিত্তিক উঠা-নমা"
"penetrant, penetrating line, secant, inverse cosine","ভেদকাৰী, ভেদকাৰী ৰেখা, ছেকেণ্ট, বিপৰীত কোচাইন"
छेदन पद्धत,বিন্ধি পদ্ধতি
दुसरा,দ্বিতীয়
दुसरी ऑर्डर (दुसरा प्रकार),দ্বিতীয় ক্ৰম (দ্বিতীয় প্ৰকাৰ)
"विभाग, विभाग, विभाग, विभाग, विभाग","ছেকচন, ছেকচন, ছেকচন, ছেকচন, ছেকচন"
"उपविभाग, क्षेत्र, क्षेत्र","মহকুমা, খণ্ড, খণ্ড"
वक्र विभाग,বক্ৰ খণ্ড
स्वत: ची संलग्नता,আত্মসংলগ্নতা
स्वत: संलग्न ऑपरेटर,স্ব-সংলগ্ন অপাৰেটৰ
ऑटोझिगस,অটোজাইগাছ
अर्धा अक्ष,আধা অক্ষ
अर्धवर्तुळ,অৰ্ধবৃত্ত
ठोस मॅट्रिक्स,কংক্ৰিটৰ মেট্ৰিক্স
अविभाज्य चतुर्भुज,অখণ্ড দ্বিঘাত
समिसमुह,সমীসমুহ
अर्धा मध्यांतर,আধা ব্যৱধান
म्हणजे प्रमुख अक्ष,অৰ্থাৎ প্ৰধান অক্ষ
अर्ध किरकोळ अक्ष,অৰ্ধ ক্ষুদ্ৰ অক্ষ
विभक्त बहुपदी,পৃথক কৰিব পৰা বহুপদ
परिवर्तनीय पृथक्करण,চলক পৃথকীকৰণ
क्रम,ক্ৰম
अनुक्रमणिका तत्त्व,সূচীকৰণ নীতি
अनुक्रमिक विश्लेषण,ক্ৰমিক বিশ্লেষণ
अनुक्रमिक नमुना,ক্ৰমিক নমুনা সংগ্ৰহ কৰা
स्पष्ट सहसंबंध,শ্ৰেণীগত সম্পৰ্ক
"मालिका, मालिका, मालिका","শৃংখলা, শৃংখলা, শৃংখলা"
"एकूण, वाऱ्याची दिशा, प्रवाहाची दिशा, फ्रीझ, फ्रीझ (ver.)","aggregate, বতাহৰ দিশ, ধাৰা দিশ, জমা, জমা (ver.)"
सेक्संट,sextant
shewhart नियंत्रण चार्ट,শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট
"चिन्ह, रक्कम","চিহ্ন, পৰিমাণ"
मॅट्रिक्स मार्कर,মেট্ৰিক্স মাৰ্কাৰ
चतुर्भुज चौकोन चिन्ह,দ্বিঘাত দ্বিঘাত চিহ্ন
सचिनचा नंबर,শচীন নম্বৰ
महत्त्व पातळी,তাৎপৰ্য্যৰ স্তৰ
महत्त्व चाचणी,তাৎপৰ্য্য পৰীক্ষা
लक्षणीय गुण,উল্লেখযোগ্য নম্বৰ
मार्क चाचणी,নম্বৰ পৰীক্ষা
प्रतीक कार्य,চিহ্ন ফলন
समान लंबवर्तुळाकार,একেধৰণৰ উপবৃত্তাকাৰ
एकसंध आकृती,সমজাতীয় চিত্ৰ
"साम्य, साधर्म्य","সাদৃশ্য, উপমা"
एकसंध मॅट्रिक्स,সমজাতীয় মেট্ৰিক্স
साधे बंद वक्र,সহজ বন্ধ বক্ৰ
साधा सहसंबंध,সহজ সম্পৰ্ক
साधी हार्मोनिक गती,সহজ হাৰমনিক গতি
साधे यादृच्छिक नमुना,সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ
"सेट, सिम्प्लेक्स, एकतर्फी, साधे","set, simplex, একপক্ষীয়, সহজ"
एक-मार्ग अल्गोरिदम,একমুখী এলগৰিদম
एकच टेबल,একক টেবুল
सिम्पसनचा एक तृतीयांश नियम,simpson ৰ এক তৃতীয়াংশ নিয়ম
सिम्युलेशन पद्धत,চিমুলেচন পদ্ধতি
एकाचवेळी विभेदक समीकरणे,সমকালীন অৱভেদ্য সমীকৰণ
एकाचवेळी समीकरणे,একেলগে সমীকৰণ
"चिन्ह, साइन","চিহ্ন, sine"
"साइन वक्र, साइन वक्र","চাইন বক্ৰ, চাইন বক্ৰ"
सोलो,একক
नीरस कार्य,একঘেয়ামী কাৰ্য্য
विषम अविभाज्य,অদ্ভুত অখণ্ড
"विचित्रता, विचित्रता","অদ্ভুততা, অদ্ভুততা"
अपरिवर्तनीय मॅट्रिक्स,অপৰিৱৰ্তিত মেট্ৰিক্স
विचित्र उपाय,অদ্ভুত সমাধান
नमुन्याचा आकार,নমুনাৰ আকাৰ
विषम वितरण,অদ্ভুত বিতৰণ
विषम हर्मिटियन मॅट्रिक्स,বিষমজাতীয় হাৰ্মিটিয়ান মেট্ৰিক্স
कॉन्ट्रास्ट,বিষমতা
विषम सममित मॅट्रिक्स,অদ্ভুত প্ৰতিসম মেট্ৰিক্স
व्हेरिएबल कमी करत आहे,চলক নূন্যতম কৰা
"उतार, उतार, उतार","ঢাল, ঢাল, ঢাল"
उतार ग्रेडियंट,ঢালৰ গ্ৰেডিয়েণ্ট
"कंस, लहान बंधन","বন্ধনী, চুটি বান্ধনি"
सरळ वक्र,পোন বক্ৰ
विविध कार्य,বিবিধ কাৰ্য্য
सौर यंत्रणा,সৌৰজগত
,
solenoidal वेक्टर,ছ&#39;লেন&#39;ইডাল ভেক্টৰ
"घन, वस्तुमान, घन","কঠিন, ভৰ, ঘনক"
"घन भूमिती, स्टिरीओस्कोपिक भूमिती","ঘন জ্যামিতি, ষ্টেৰিঅ’স্কোপিক জ্যামিতি"
"उपाय, साधन","সমাধান, সঁজুলি"
मालिका फॉर्म समाधान,শৃংখলা গঠন সমাধান
समाधान मॅट्रिक्स,সমাধান মেট্ৰিক্স
त्रिकोणाचे समाधान,ত্ৰিভুজৰ সমাধান
समाधान लोकसंख्या,সমাধান জনসংখ্যা
सोनीन बहुपद,ছ&#39;নাইন বহুপদ
"आकाश, अवकाश, अवकाश, अवकाश, अवकाश","আকাশ, মহাকাশ, মহাকাশ, মহাকাশ, মহাকাশ"
आकाश वक्र,আকাশ বক্ৰ
पालक सेट,অভিভাৱক ছেট
स्थानिक सहसंबंध आकृती,স্থানীয় সম্পৰ্ক ডায়েগ্ৰাম
विशिष्ट रेखीय गट,নিৰ্দিষ্ট ৰৈখিক গোট
विशिष्ट अनुलंब गट,নিৰ্দিষ্ট উলম্ব গোট
"विशिष्ट घनता, सापेक्ष घनता","নিৰ্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব"
मानवी मॅपिंग प्रमेय,মানৱ মেপিং উপপাদ্য
कार्याचा आदर्श,কাৰ্য্যৰ নিয়ম
"गोल, गोल","গোলক, গোলক"
गोलाकार समन्वय प्रणाली,গোলাকাৰ স্থানাংক ব্যৱস্থা
गोलाकार ध्रुवीय समन्वय,গোলাকাৰ মেৰু স্থানাংক
गोलाकार त्रिकोण,গোলাকাৰ ত্ৰিভুজ
गोलाकार त्रिकोणमिती,গোলাকাৰ ত্ৰিকোণমিতি
सर्पिल,সৰ্পিল
"चौरस, चौरस","বৰ্গ, বৰ্গ"
"गुरु, गुरुबंधनी","গুৰু, গুৰুবন্ধনী"
चौरस अविभाज्य,বৰ্গ অখণ্ড
चौरस मॅट्रिक्स,বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স
वर्गमुळ,বৰ্গমূল
नमुना स्टेज,নমুনা সংগ্ৰহৰ পৰ্যায়
श्रेणीबद्ध कार्य,স্তৰভিত্তিক ফলন
प्रमाणित विचलन,মানক বিচ্যুতি
मानक भिन्न उत्पादन,ষ্টেণ্ডাৰ্ড ডিফাৰেন্সিয়েল প্ৰডাক্ট
समतोल,ভাৰসাম্যতা
सुन्न वक्र,অজ্ঞান বক্ৰ
सुन्न बिंदू,অজ্ঞান বিন্দু
धक्कादायक मूल्य,শ্বক কৰা মূল্য
"नमुना, आकृती","নমুনা, চিত্ৰ"
सांख्यिकीय,পৰিসংখ্যাগত
सांख्यिकीय विश्लेषणे,পৰিসংখ্যা বিশ্লেষণ
सांख्यिकीय वितरण,পৰিসংখ্যাগত বিতৰণ
सांख्यिकीय गृहीतक,পৰিসংখ্যাগত অনুমান
सांख्यिकीय अंदाजे,পৰিসংখ্যাগত আনুমানিককৰণ
सांख्यिकीय मॉडेल,পৰিসংখ্যাগত আৰ্হি
सांख्यिकीय लोकसंख्या,পৰিসংখ্যাগত জনসংখ্যা
सांख्यिकीय गुणवत्ता नियंत्रण,পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ
"आकडेवारी, आकडेवारी","পৰিসংখ্যা, পৰিসংখ্যা"
"न बदलणारा, स्थिर, स्थिर, कायम","অপৰিৱৰ্তিত, স্থিৰ, স্থিৰ, স্থায়ী"
स्थायी राज्य उपाय,ষ্টেণ্ডিং ষ্টেট সমাধান
अधिक प्रवण माउंट्स,অধিক প্ৰৱণ মাউন্ট
उतार-चढाई डिझाइन,ঢাল-আৰোহণ ডিজাইন
सर्वात उंच कूळ,ঠেকতম অৱতৰণ
चरण कार्य,"ষ্টেপ-ফাংচন, ষ্টেপ-ফাংচন"
स्टर्लिंग श्रेणी,ষ্টাৰলিং ৰেঞ্জ
"स्टॉकॅस्टिक, संभाव्य","ষ্ট&#39;কেষ্টিক, সম্ভাৱনাবাদী"
संभाव्य मॅट्रिक्स,সম্ভাৱনাবাদী মেট্ৰিক্স
संभाव्य मॉडेल,সম্ভাৱনাবাদী আৰ্হি
संभाव्य प्रोग्रामिंग,সম্ভাৱনামূলক প্ৰগ্ৰেমিং
संभाव्य चल,সম্ভাৱনাবাদী চলক
