Kannada,Telugu
ವೈಜ್ಞಾನಿಕ ಮನೋಭಾವ,శాస్త్రీయ వైఖరి
ವೈಜ್ಞಾನಿಕ ವರ್ಗೀಕರಣ,శాస్త్రీయ వర్గీకరణ
ವೈಜ್ಞಾನಿಕ ಅಧ್ಯಯನ,శాస్త్రీయ అధ్యయనం
ಸಣ್ಣ,స్కిల్లా
ಸಿಯಾನ್,సియోన్
ರಕ್ತಸಂಬಂಧಿ,సైనోఫైట్
ಗಂಡುಮಕ್ಕ,స్క్లెరా
ಕಾದ್ಯದ,స్క్లెరెయిడ్
ಸ್ಕೂಲ್,స్క్లెరైట్
ಪೆಡಸುಗಟ್ಟುವ,స్క్లెరోటిక్
ಪೆಡಸುಗಟ್ಟುವ,స్క్లెరోటిక్
ಸುಟ್ಟ ಎಲೆ ತುದಿ,కాలిపోయిన ఆకు చిట్కా
ಸ್ಕಾಟ್,స్కాటోపిక్
ತಿರುಪು,స్క్రూపైన్
ದೊಡ್ಡ,స్క్రోటమ్
ಸ್ಕ್ರಬ್ ಹಂತ,స్క్రబ్ స్టేజ్
ಚಿಮ್ಮು,స్క్రబ్బర్
ಚಿರತೆ,స్కుటెల్లమ్
ಸೀಸಫಾ,స్కైఫా
ಕಡಲ ವಾತಾವರಣ,సీ ఎనిమోన్
ಸಮುದ್ರ ಸೌತೆಕಾಯಿ,సముద్రపు దోసకాయ
ಕಡಲ ಕುದುರೆ,సీ హార్స్
ಕಡಲ ಲಿಲ್ಲಿ,సీ లిల్లీ
ಕಡಲ ಮೌಸ್,సీ మౌస్
ಕಡಲ ಪೆಟ್ಟು,సీ పెన్
ಕಡಲ ಚಿಪ್ಪು,సీ షెల్
ಕಡಲ ಚಿಳ್ಳೆ,సీ అర్చిన్
ಕಡಲ ಆಕ್ರೋಡು,సీ వాల్నట్
ಕಡಲ ಕಳೆ,సముద్రపు పాచి
ಕಡಲ ದಾಳಿ,సీ-ఫ్యాన్
ಸೆಬಾಸಿಯಸ್ ಗ್ರಂಥಿ,సేబాషియస్ గ్రంధులు
ನದಿಗೆ,సెబమ్
ಒಂದು ಬಗೆಯ ಸಿರೆ,సెకలే సెరిల్
ಎರಡನೆಯ ಆಂಟೆನಾ,రెండవ యాంటెన్నా
ಥರ್ಮೋಡೈನಾಮಿಕ್ಸ್ನ ಎರಡನೇ ನಿಯಮ,థర్మోడైనమిక్స్ యొక్క రెండవ చట్టం
ದ್ವಿತೀಯ,ద్వితీయ
ದ್ವಿತೀಯ ಕಾರ್ಟೆಕ್ಸ್,ద్వితీయ వల్కలం
ದ್ವಿತೀಯ ಲೈಸೋಸೋಮ್,ద్వితీయ లైసోజోమ్
ಸೆಕೆಂಡರಿ ಮೆರಿಸ್ಟಮ್,ద్వితీయ మెరిస్టెమ్
ದ್ವಿತೀಯ ಮಾಲಿನ್ಯಕಾರಕ,ద్వితీయ కాలుష్య కారకం
ದ್ವಿತೀಯ ಉತ್ಪಾದಕತೆ,ద్వితీయ ఉత్పాదకత
ಸ್ರವಿಸುವಿಕೆ,స్రావం
ಸ್ರವಿಸುವ,రహస్య
ನಿದ್ರಾಜನಕ,ఉపశమన
ಗಡಿ,సెడ్జ్
ಕೆಸರು,అవక్షేపం
ಕೆಸಸುವ,అవక్షేప
ಕೆಸರೊಗಲು,అవక్షేపణ రాక్
ಕೆಸರುಸಾಧನ ಗುಣಾಂಕ,అవక్షేపణ గుణకం
ಬೀಜ ಕೋಟ್,విత్తన కోటు
ಬೀಜ ತಿನ್ನುವುದು,విత్తన తినడం
ಬೀಜದ ಜರೀಗಿಡ,విత్తన ఫెర్న్
ಬೀಜ ಗುಣಾಕಾರ,విత్తన గుణకారం
ಮೊಳಕೆ,విత్తనాలు
ಪ್ರತ್ಯೇಕತೆ,వేరు చేయుట
ಸೇನಾಪಾ,సెహెమా
ಭೂಕಂಪನ,సీస్మోనాస్టీ
ರೋಗಗ್ರೀಪಕ,నిర్భందించదగినది
ಸೆಲಗಿನೆಲ್ಲಾ,సెలాజినెల్లా
ಆಯ್ಕೆ ಮಾಡಬಹುದಾದ ಮಾರ್ಕರ್,ఎంచుకోదగిన మార్కర్
ಆಯ್ಕೆ,ఎంపిక
ಆಯ್ದ ತಳಿ,సెలెక్టివ్ బ్రీడింగ్
ಆಯ್ದ ಪ್ರವೇಶಸಾಧ್ಯತೆ,సెలెక్టివ్ పారగమ్యత
ಆಯ್ದ ಪ್ರವೇಶಸಾಧ್ಯ,ఎంపిక చేసిన పారగమ్య
ಸೆಲೀನಿಯಂ,సెలీనియం
ಸ್ವಸಹಾಯ,స్వీయ ఉత్సాహం
ಸ್ವಯಂ ಫಲೀಕರಣ,స్వీయ ఫలదీకరణం
ಸ್ವಯಂ ಹೊಂದಿಕೊಳ್ಳದಿರುವಿಕೆ,స్వీయ అననుకూలత
ಸ್ವಯಂ ಹೊಂದಿಕೊಳ್ಳದಿರುವಿಕೆ,స్వీయ అననుకూలత
ಸ್ವಾಭಿಮಾನ,స్వీయ పరాగసంపర్కం
ಸ್ವಯಂ ಉತ್ಪಾದಿಸುವ ಅಣು,స్వీయ ఉత్పత్తి అణువు
ಸ್ವಯಂ -ನಿಯಂತ್ರಕ,స్వీయ నియంత్రణ
ಸ್ವಯಂ ಸಂತಾನಹೀನತೆ,స్వీయ స్టెరిలిటీ
ಸ್ವಾಭಾವ,స్వీయ నిలకడ
ಸ್ವಾಭಾವ,స్వీయ నిలకడ
ಸ್ವಸಾಧಾರ,స్వీయ పరాగసంపర్క పంట
ಅರೆ ಶುಷ್ಕ ಪ್ರದೇಶ,సెమీ శుష్క ప్రాంతం
ಅರ್ಧ ಸ್ವಯಂಪ್ರೇರಿತ ವಿಶ್ಲೇಷಕ,సెమీ ఆటోమేటెడ్ ఎనలైజర్
ಸಂಪ್ರದಾಯವಾದಿ,సెమీ కన్జర్వేటివ్
ಅರೆ ಸಂಪ್ರದಾಯವಾದಿ ಪುನರಾವರ್ತನೆ,సెమీ కన్జర్వేటివ్ రెప్లికేషన్
ಅರೆ ಕುಬ್ಜ ಸ್ವಭಾವ,సెమీ మరగుజ్జు ప్రకృతి
ಅರೆ ಕುಬ್ಜ ವೈವಿಧ್ಯ,సెమీ మరగుజ్జు రకం
ಅರೆ ನಿತ್ಯಹರಿದಾರ,సెమీ సతత హరిత అటవీ
ಅರೆ ನೈಸರ್ಗಿಕ ಸ್ಥಿತಿ,సెమీ సహజ పరిస్థితి
ಮೂಲ ಕೋಶಕ,సెమినల్ వెసికిల్
ಸೆಳೆತ ಕೊಳವೆ,సెమినిఫెరస్ ట్యూబ్
ಅರ್ಧ ಪರಾಕಾಷ್ಠೆ,సెమీ పారాసైట్
ಅರೆ ಪ್ರವೇಶಸಾಧ್ಯವಾದ,సెమీ పార్మెబుల్
ವೇಶ್ಯೆ,సెనెసెన్స్
ವೇಶ್ಯಾಗೃಹ,సెనెసెంట్
ಸಂವೇದನೆ,సంచలనం
ಇಂದ್ರಿಯ ಅಂಗ,సెన్స్ ఆర్గాన్
ಸೆನ್ಸ್ ಆರ್ಎನ್ಎ,సెన్స్ RNA
ಸೂಕ್ಷ್ಮ ಚಾರ್ಟ್ ರೆಕಾರ್ಡರ್,సున్నితమైన చార్ట్ రికార్డర్
ಸೂಕ್ಷ್ಮ ಜೀವಿ,సున్నితమైన జీవి
ಸಂವೇದನಾ ನರಕೋಶ,ఇంద్రియ న్యూరాన్
ಸಂವೇದನಾ ಸ್ವಾಗತ ಮತ್ತು ಸಂಸ್ಕರಣೆ,ఇంద్రియ రిసెప్షన్ మరియు ప్రాసెసింగ్
ಸಂವೇದನಾ ಗ್ರಹಣ,ఇంద్రియ సామ్రాజ్యం
ಸಂವೇದನಾ ಪಪಿಲ್ಲಾ,ఇంద్రియ పాపిల్లా
ಸೀಸಕ,సెపాల్
ನಾಸ್ತಿಕ,సెపలాయిడ్
ಬೇರ್ಪಡಿಸುವಿಕೆ,విభజన
ಬೇರ್ಪಡಿಸುವ ಗೋಡೆ,విభజన గోడ
ಏಳು,సెపియా
ಸೆಪ್ಟರಿ ನೆಫ್ರಿಡಿಯಾ,సెప్టల్ నెఫ్రిడియా
ಸೆಪ್ಟಾಲ್ ನೆಫ್ರಿಡಿಯಮ್,సెప్టల్ నెఫ్రిడియం
ಸಂಚಾರಿ,సెప్టం
ಅನುಕ್ರಮ ಟಿಪ್ಪಣಿ,సీక్వెన్స్ ఉల్లేఖనం
ಸೆರಲ್ ಸಮುದಾಯ,సెరాల్ కమ్యూనిటీ
ಸೆರಲ್ ಹಂತ,సెరాల్ దశ
ಸೇನೆಯ,సెరే
ರೇಷ್ಮೆನನೆ,సెరికల్చర్
ಸೀರಮ್ ಶಾಸ್ತ್ರ,సెరోలజీ
ಸಿರೊ-ಕರಡಿ ಗ್ರಂಥಿ,సెరో-మ్యూకస్ గ్రంథి
ಸಿರೋಸ,సెరోసా
ದಾಸ,సెరేట్
ಸೆರ್ಟೋಲಿ ಕೋಶ (ಪೋಷಕ ಕೋಶ),సెర్టోలి సెల్
ಸೀರಮ್,సీరం
ರಾಸಾಯನಿಕ,సెస్బేనియా
ಸಸಿಲ್,సెసిల్
ಒಂದು ಬಗೆಯ ಕಟಾವು,సెటా
ಒಂದು ಬಗೆಯ ಕಟಾವು,సెటా
ಚೂರುಪಾರು,సెటై
ತೀವ್ರ ಸಂಯೋಜಿತ ಇಮ್ಯುನೊ ಕೊರತೆ,తీవ్రమైన సంయుక్త ఇమ్యునో లోపం
ಒಳಚರಂಡಿ ಚಿಕಿತ್ಸೆ,మురుగునీటి చికిత్స
ಲಿಂಗ,సెక్స్
ಲೈಂಗಿಕ ವರ್ತನೆ,లైంగిక ప్రవర్తన
ಲೈಂಗಿಕ ವರ್ಣತಂತು,సెక్స్ క్రోమోజోమ్
ಲೈಂಗಿಕ ಹಾರ್ಮೋನ್,సెక్స్ హార్మోన్
ಲೈಂಗಿಕ ವಂಚನೆ,లైంగిక మోసం
ಲೈಂಗಿಕ ಬೆಳವಣಿಗೆ,లైంగిక అభివృద్ధి
ಲೈಂಗಿಕ ದ್ವಿಜಾತನೆ,లైంగిక డైమోర్ఫిజం
ಲೈಂಗಿಕ ಪರಿಪಕ್ವತೆ,లైంగిక పరిపక్వత
ಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,లైంగిక పునరుత్పత్తి
ಲೈಂಗಿಕವಾಗಿ ಹರಡುವ ರೋಗ (ಎಸ್‌ಟಿಡಿಗಳು),లైంగిక సంక్రమణ వ్యాధి (ఎస్టీడీలు)
ಶಾಫ್ಟ್,షాఫ్ట్
ಆಳವಿಲ್ಲದ ಮಣ್ಣು,నిస్సార నేల
ಶೆಲ್-ಕಡಿಮೆ ಮೊಟ್ಟೆ,షెల్-తక్కువ గుడ్డు
ಕುಪ್ಪಳಿಸಿದ ಮೊಟ್ಟೆ,షెల్డ్ గుడ్డు
ಚಿಪ್ಪಿನ ಮೀನು,షెల్ఫిష్
ಕುರುಬನ ಪರ್ಸ್,షెపర్డ్ పర్స్
ಶೆಟ್ಲ್ಯಾಂಡ್ ಕುದುರೆ,షెట్లాండ్ పోనీ
ಹಡಗು ಹುಳು,ఓడ పురుగు
ಆಘಾತಕಾರಿ,షాక్ ప్రొటియన్
ಚಿಗುರು ಅಕ್ಷ,షూట్ యాక్సిస్
ಚಿಗುರು ಕೊರೆಯುವವನು,షూట్ బోరర్
ಷೋರಿಯಾ ರೋಬಸ್ಟಾ,షోరియా రోబస్టా
ಸಣ್ಣ ದಿನ ಸಸ್ಯ,చిన్న రోజు మొక్క
ಸಣ್ಣ ನಿಲುವು,చిన్న పొట్టితనం
ಸಣ್ಣ ಟಂಡೆಮ್ ಪುನರಾವರ್ತನೆ,చిన్న టెన్డం రిపీట్
ಸಣ್ಣ ತರಂಗ ವಿಕಿರಣ,చిన్న తరంగ రేడియేషన్
ಶಾಟ್ಗನ್ ಉಂಡ,షాట్గన్ గుళిక
ಪೊದರು,పొద
ಪೊದೆಕಾರ್ಗ,పొద పొర
ಒಡಹುಟ್ಟಿದ,తోబుట్టువుల జాతులు
ಕುಡಗೋಲು,కొడవలి కణ రక్తహీనత
ಕುಡಾಸ,సికిల్ సెల్ జన్యువు
ಜರಡಿ ಕೊಳವೆ,జల్లెడ గొట్టం
ಜರಡಿ,జల్లెడ లాంటిది
ಸಿಗ್ಮಾ ಅಂಶ,సిగ్మా కారకం
ಸಿಗ್ಮೋಯಿಡ್ ಬೆಳವಣಿಗೆ,సిగ్మోయిడ్ పెరుగుదల
ಎಮ್ಆರ್ಎನ್ಎ ಮೌನ,MRNA నిశ్శబ్దం
ಮೌನ ವಲಯ,నిశ్శబ్ద జోన్
ಸಿಲಾಕಿಯ ಸ್ಪಿಕುಲ್,సిలిసియస్ స్పిక్యూల్
ಸಿಲಿಕಾನ್ ಡೈಆಕ್ಸೈಡ್,సిలికాన్ డయాక్సైడ్
ಸಿಲಿಕೋಸಿಸ್,సిలికోసిస్
ಸಿಲ್ಲಿಲ,సిలిక్వా
ರೇಷ್ಮೆ ಮರ,పట్టు పత్తి చెట్టు
ಹೂಳು,సిల్టేషన్
ಸಿಲೂರಿಯನ್ ಅವಧಿ,సిలురియన్ కాలం
ಸಿಲ್ವರ್ ಫರ್ (ಅಬೀಸ್ ಪಿಂಡ್ರೊ),సిల్వర్ ఫిర్
ಸರಳ ಬೈನರಿ ವಿದಳನ,సాధారణ బైనరీ విచ్ఛిత్తి
ಸರಳ ಎಪಿಥೀಲಿಯಂ,సాధారణ ఎపిథీలియం
ಸರಳ ಎಲ,సాధారణ ఆకు
ಸರಳ ಸೂಕ್ಷ್ಮದರ್ಶಕ,సాధారణ సూక్ష్మదర్శిని
ಸರಳ ಕೊಳವೆಯಾಕಾರದ ವ್ಯವಸ್ಥೆ,సాధారణ గొట్టపు వ్యవస్థ
ಸರಳವಾದ ಕೊಳವೆಯಾಕಾರದ ವಿಸರ್ಜನಾ ವ್ಯವಸ್ಥೆ,సరళముగాని గొట్టపు విసర్జన వ్యవస్థ
ವೇಷಭೂಷಣ,అనుకరణ
ಒಂದೇ ಬಂಡಿ,సింగిల్ బాండ్
ಒಂದೇ ಕೋಶ,సింగిల్ సెల్డ్
ಏಕ ಮೆಸೆಂಜರ್ ಆರ್ಎನ್ಎ,సింగిల్ మెసెంజర్ RNA
ಏಕ ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್ ಪಾಲಿಮಾರ್ಫಿಸಂ,సింగిల్ న్యూక్లియోటైడ్ పాలిమార్ఫిజం
ಏಕಮೂಲ,సింగిల్ స్ట్రాండెడ్
ಒಂದು ತಾಣ,సైనస్
ಸೈನಸ್ ವೆನೊಸಸ್,సైనస్ వెనోసస్
ಸೋದರಿ ಕ್ರೊಮ್ಯಾಟಿಡ್,సిస్టర్ క్రోమాటిడ్
ಜನಸಂಖ್ಯೆಯ ಗಾತ್ರ,జనాభా పరిమాణం
ಅಸ್ಥಿಪಂಜರದ ಫ್ಲೋರೋಸಿಸ್,అస్థిపంజర ఫ్లోరోసిస్
ಅಸ್ಥಿಪಂಜರದ ಸ್ನಾಯು,అస్థిపంజరపు కండరం
ಅಸ್ಥಿಪಂಜರದ ವ್ಯವಸ್ಥೆ,అస్థిపంజర వ్యవస్థ
ಚರ್ಮದ ಕ್ಯಾನ್ಸರ್,చర్మ క్యాన్సర్
ತಲೆಬುರುಡೆ,పుర్రె
ಕೃಷಿಯನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ,వ్యవసాయాన్ని తగ్గించి కాల్చండి
ಸ್ಲಾಟರ್ ಹೌಸ್ ತ್ಯಾಜ್ಯ,స్లాటర్ హౌస్ వేస్ట్
ನಿದ್ದೆ,నిద్ర అనారోగ్యం
ಜಿಗಿತದ ಸಿದ್ಧಾಂತ,స్లైడింగ్ ఫిలమెంట్ సిద్ధాంతం
ಸ್ವಲ್ಪ ಚಲಿಸಬಲ್ಲ,కొద్దిగా కదిలే
ಪದರಗಳು,బురద పొర
ಲೋಳಾದ ಅಚ್ಚು,బురద అచ్చు
ತೆಳ್ಳಗಿನ ದ್ರವ್ಯರಾಶಿ,సన్నని మాస్
ಹಿಂಜರಿತದ ಇಳಿಜಾರು,రిగ్రెషన్ యొక్క వాలు
ಕೆಸರು,బురద
ಕೆಸರು,ముద్ద
ಚಿಮ್ಮು,స్మాక్
ಸಣ್ಣ ಪೋಕ್ಸ್,చిన్న పాక్స్
ಮುಗುಳುನ,స్మిలాక్స్
ಹೊಗೆ,పొగమంచు
ಹೊಗೆ ರಾಶಿಗಳು,పొగ స్టాక్స్
ನಯವಾದ ಎರ್,స్మూత్ ఎర్
ಸುಗಮ ಸ್ನಾಯು,మృదువైన కండరం
ಚಾವಟಿ,స్మట్
ಸ್ನ್ಯಾಪ್ಡ್ರಗನ್ ಹೂವು,స్నాప్‌డ్రాగన్ ఫ్లవర్
ಗೊರಕೆ,గురక
ಹಿಮಿಮುಡಲು,మంచు అంధత్వం
ಹಿಮ ಮುಕ್ತ,మంచు ఉచితం
ಹಿಮಪಾತ,హిమపాతం
ಸಾಮಾಜಿಕ ಅರಣ್ಯ,సామాజిక అటవీ
ಮುಖಮಂಟಪ,సాకెట్
ಸೋಡಿಯಂ,సోడియం
ಸೋಡಿಯಂ ಅಜೈಡ್,సోడియం అజైడ్
ಮಣ್ಣು,నేల
ಭೂ ಮಾಲಿನ್ಯ,నేల కాలుష్యం
ಮಣ್ಣು ಪ್ರೊಫೈಲ್,నేల ప్రొఫైల్
ಮಣ್ಣಿನ ವಿನ್ಯಾಸ,నేల ఆకృతి
ಒಂದು ಬಗೆಯ ಲೇಪ,సోలనాసి
ಗಗನಯಾತ್ರೆ,సోలనం
ಶೃಂಗಸಭೆ,సోలనం ట్యూబెరోసమ్
ಸೌರ ಸ್ಥಿರ,సౌర స్థిరాంకం
ಸೌರಶಕ್ತಿ,సౌర శక్తి
ಸೌರ ನೀಹಾರಿಕೆ,సౌర నిహారిక
ಸೌರ ವಿಕಿರಣಗಳು,సౌర వికిరణం
ಸೌರ ವರ್ಣಪಟಲ,సౌర స్పెక్ట్రం
ಸೌರ ಮಂಡಲ,సౌర వ్యవస్థ
ಕಶೇರುಕದ,సోలేనోయిడ్
ಗಡಿ,సాలిడగో
ಏಕಾಂತ ಅಕ್ಷೀಯ,ఒంటరి ఆక్సిలరీ
ಕರಗಬಲ್ಲ,కరిగే
ಸಾವಯವ,కరిగే సేంద్రీయ పదార్థం
ಸಾವಯವ,కరిగే సేంద్రీయ పదార్థం
ದ್ರಾವಕ,ద్రావకం
ದ್ರಾವಕ ಏಕಾಗ್ರತೆ,ద్రావణ ఏకాగ్రత
ಪರಿಹಾರ,పరిష్కారం
ಪರಿಹಾರ ಸಂಭಾವ್ಯ,పరిష్కారం సంభావ్యత
ದ್ರಾವಕ,ద్రావకం
ಒಂದು ಬಗೆಯ ಕಲೆ,సోమాక్లోనల్ సేకరణ
ಪಂಥಿ,సోమాక్లోన్
ತಾರ್ಕಿಕ,సోమాటిక్
ಭ್ರೂಣ ಭ್ರೂಣ,సోమాటిక్ పిండం
ಸಮಾಯಾಸ್ಥ,సోమాటిక్ హైబ్రిడ్
ಭೀಕರವಾದ ಮಿಶ್ರಿತ,సోమాటిక్ హైబ్రిడైజేషన్
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,సోమాటోప్లాజమ్
ಸಮಾಟೊಸೆನ್ಸರಿ ಪ್ರದೇಶ,సోమాటోసెన్సరీ ప్రాంతం
ಒಂದು ಬಗೆಯ ಕಾರ್ಟೆಕ್ಸ್,సోమాటోసెన్సరీ కార్టెక్స్
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,సోమాటోస్టాటిన్
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,సోమాటోట్రోఫ్
ಏಕಾಗ್ರತೆ,సోనోగ్రఫీ
ಮಸಿ,మసి
ಸೊರಗು,సోసోసిస్
ಕಸ,సోరస్
ಉತ್ತಮ ಮಟ್ಟ,ధ్వని స్థాయి
ಧ್ವನಿ ನಿರೋಧಕ ನಿರೋಧಕ ಜಾಕೆಟ್,సౌండ్‌ప్రూఫ్ ఇన్సులేటింగ్ జాకెట్
ದಕ್ಷಿಣದ ಬ್ಲಾಟಿಂಗ್,సదరన్ బ్లాటింగ్
ಬಾಹ್ಯಾಕಾಶ ಪರಿಶೋಧನೆ ತಂತ್ರಜ್ಞಾನ,అంతరిక్ష అన్వేషణ సాంకేతికత
ಸ್ಥಳ,స్థలం
ಸ್ಥಳ,స్థలం
ಚಿರತೆ,స్పాడిక్స్
ಪ್ರಾದೇಶಿಕ ವಿತರಣೆ,ప్రాదేశిక పంపిణీ
ಪ್ರಾದೇಶಿಕ ಪ್ರಮಾಣ,ప్రాదేశిక స్కేల్
ಸ್ವಾರಸ್ಯಗೊಳಿಸು,స్పాట్యులేట్
ಮೊಟ್ಟೆಯಿಡುವುದು,మొలకెత్తడం
ಮೊಟ್ಟೆಯಿಡುವುದು,మొలకెత్తడం
ಈಟಿ ಹುಲ್ಲು,ఈటె గడ్డి
ವಿವರಣೆ,స్పెసియేషన్
ವಿಶೇಷ ಸೃಷ್ಟಿ,ప్రత్యేక సృష్టి
ಜಾತಿ,జాతులు
ಜಾತಿಗಳ ಸಂಯೋಜನೆ,జాతుల కూర్పు
ಜಾತಿಗಳ ವೈವಿಧ್ಯೀಕರಣ,జాతుల వైవిధ్యీకరణ
ಜಾತಿಗಳ ವೈವಿಧ್ಯತೆ,జాతుల వైవిధ్యం
ಜಾತಿಗಳ ಸಂವಹನ,జాతుల పరస్పర చర్య
ಜಾತಿಗಳ ಪರಸ್ಪರ ಅವಲಂಬನೆ,జాతుల పరస్పర ఆధారపడటం
ಜಾತಿಗಳ ದಾಸ್ತಾನು,జాతుల జాబితా
ಜಾತಿಗಳ ಸಮೃದ್ಧ,జాతుల గొప్పతనం
ನಿರ್ದಿಷ್ಟ ರಕ್ತನಾಳ,నిర్దిష్ట రక్త పాత్ర
ನಿರ್ದಿಷ್ಟ ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್,నిర్దిష్ట ఎండోన్యూకలీస్
ನಿರ್ದಿಷ್ಟ ಕಿಣ್ವ,నిర్దిష్ట ఎంజైమ్
ನಿರ್ದಿಷ್ಟ ಶಾಖ,నిర్దిష్ట వేడి
ನಿರ್ದಿಷ್ಟ ವಿನಾಯಿತಿ,నిర్దిష్ట రోగనిరోధక శక్తి
ನಿರ್ದಿಷ್ಟ ಅಣು,నిర్దిష్ట అణువు
ನಿರ್ದಿಷ್ಟ ಹೆಸರು,నిర్దిష్ట పేరు
ನಿರ್ದಿಷ್ಟ ಗ್ರಾಹಕ,నిర్దిష్ట గ్రాహకం
ನಿರ್ದಿಷ್ಟ ಗುರುತಿಸುವಿಕೆ ಅನುಕ್ರಮ,నిర్దిష్ట గుర్తింపు క్రమం
ನಿರ್ದಿಷ್ಟ ಗುರುತಿಸುವಿಕೆ ಸೈಟ್,నిర్దిష్ట గుర్తింపు సైట్
ಮಾದರಿಯ,నమూనా
ರೋಹಿತ,స్పెక్ట్రిన్
ಸ್ಪೀಚ್ ಮೋಟಾರ್ ಪ್ರದೇಶ,స్పీచ్ మోటార్ ప్రాంతం
ವೀರ್ಯಾಣೆ ಲೈಸಿನ್,స్పెర్మ్ లిసిన్
ವೀರ್ಯ,స్పెర్మ్
ವೀರ್ಯ,స్పెర్మాథెకా
ವೀರ್ಯ ಬಂಡಿ,స్పెర్మాటిక్ త్రాడు
ವೀರ್ಯಾಣು (ia),వీర్య కణము
ವೀರ್ಯಾಸ,స్పెర్మాటోసైట్
ವೀರ್ಯಾಣು ಜೀವಿ,స్పెర్మాటోసైటోజెనిసిస్
ವೀರ್ಯಾಣು ಪದಾರ್ಥ,స్పెర్మాటోజెనిసిస్
ವೀರ್ಯಜನಕ ಕೋಶ,స్పెర్మాటోజెనిక్ కణం
ವೀರ್ಯಾಣು,స్పెర్మాటోఫోర్
ವೀರ್ಯಾಣು,స్పెర్మాటోఫైట్
ವೀರ್ಯಜೋವಾ,స్పెర్మాటోజోవా
ವೀರ್ಯಾಣು,స్పెర్మియేషన్
ವೀರ್ಯಜನಕ,స్పెర్మియోజెనిసిస్
ಗೋಳ,స్పేరోసోమ్
ಗುಳ್ಳೆ,స్పాగ్నమ్
ಗೋಳಾಕಾರದ,స్పినోడాన్
ಗೋಳಾಕಾರದ,Sphenopsid
ಗೋಳು,స్పీనాప్సిడా
ಗೋಳಕದ,గోళాకార
ಕಟಾಪ್ರ,స్పింక్టర్
ಕಪಾಟು ಕೋಶ,స్పిక్యులర్ సెల్
ಚೂರು,స్పిక్యూల్
ಚೂರು,స్పిక్యూల్
ಏರಿಕೆ,స్పైక్
ಹುಲ್ಲುಗಾರ್ತಿ,స్పైక్లెట్
ಬೆನ್ನು ಹುರಿ,వెన్ను ఎముక
ಬೆನ್ನುಮೂಳೆಯ ನರ,వెన్నెముక నాడి
ಬೆನ್ನು,వెన్నెముక
ಬೆನ್ನು,వెన్నెముక
ಬೆನ್ನು,వెన్నెముక
ಬೆನ್ನು,వెన్నెముక
ಹುರಿದುಂಬಿ,స్పినస్
ನಡು,స్పిన్యూల్
ನದೆಗುಂದೆಯ,స్పిరాకిల్
ಸುರುಳಿಯಾಕಾರದ,మురి
ಸ್ಪಿರಾಲಿ,స్పిరిల్లినా
ಉಚ್ಚಾರಣಾ,స్పిరిలమ్
ನಾಳ,స్పిరోచేట్
ಸ್ಪಿರೋಗೈರಾ,స్పిరోజయోరా
ಹುಲ್ಲುಗಾವಲು,స్పిరులా
ಉಗುರು,స్పిరులినా
ಗುಲ್ಮ,ప్లీహము
ಸ್ಪ್ಲಿಸ್ ಸೈಟ್,స్ప్లైస్ సైట్
ಬಿಚ್ಚಿ,Spliceosome
ಜೋಡಣೆ,స్ప్లికింగ్
ಸ್ಪ್ಲಿಟ್ ಜೀನ್ (ಅಡ್ಡಿಪಡಿಸಲಾಗಿದೆ),స్ప్లిట్ జన్యువు (అంతరాయం)
ಚಂಚಲ,స్ప్లిటర్
ನೀರಿನ ವಿಭಜನೆ,నీటి విభజన
ಹಾಳು,పాడు
ಮಾತನಾಡುವ,స్పోక్
ಸ್ಪಂಜು,స్పాంజ్
ಕಣ್ಣುಹಾಯುಗಳು,స్పాంజిల్లా
ಕಟುಕ,స్పాంగిన్
ಕಶೇರು,స్పాంగోకోయెల్
ಸ್ಪಂಜಿನ ನಿಮಿರುವಿಕೆಯ ಅಂಗಾಂಶ,మెత్తటి అంగస్తంభన కణజాలం
ಸ್ಪಂಜಿ ಅಂಗಾಂಶ,స్పాంజి టిష్యూ
ಸ್ವಾಭಾವಿಕ ಉತ್ಪಾದನೆ,ఆకస్మిక తరం
ಸ್ವಾಭಾವಿಕ ರೂಪಾಂತರ,ఆకస్మిక మ్యుటేషన్
ಜೀವನದ ಸ್ವಾಭಾವಿಕ ಮೂಲ,జీవితం యొక్క ఆకస్మిక మూలం
ಸ್ವಾಭಾವಿಕ ಪ್ರತಿಕ್ರಿಯೆ,ఆకస్మిక ప్రతిచర్య
ಚಂಚಲವಾದ,స్పూలింగ్
ಚಿರತೆ,స్పోరాంగియా
ಬೀಜಕ,బీజాంశం
ಕಲೆಬಿಲಾದ ಎಲೆ,బీజాంశం మోసే ఆకు
ಚಿರತೆ,స్పోరోఫిల్
ಬಿರಡೆಕಾಯಿ,స్పోరోఫైట్
ಸ್ಪೊರೊಪೊಲೆನ್,స్పోరోపోలెనిన్
ಚೂರುಗ,స్పోరోజోవాన్
ಸ್ಪಾರ್ಜೊಯಿಟ್,స్పోరోజోయిట్
