Assamese,English
ৰেণ্ডম চলকৰ উৎপাদন,product of random variables
দুটা ৰূপান্তৰৰ উৎপাদন,product of two transformations
গুণন গোট,product set
"গুণন স্থান, গুণন আকাশ",product space
গুণনৰ অৱস্থান,product topology
"প্ৰফাইল কাটি, প্ৰফাইল অংশ",profile section
লাভ,profit
লাভৰ কাৰ্য্য,profit function
লাভ সৰ্বাধিক কৰা,profit maximization
প্ৰগ্ৰেমাৰ,programmer
"প্ৰচেছিং, প্ৰগ্ৰেমিং, প্ৰগ্ৰেমিং",programming
ক্ৰমান্বয়ে,progression
"প্ৰক্ষেপণ, প্ৰক্ষেপণ, বহিৰ্প্ৰক্ষেপণ",projection
ইন্টাৰপলেচন সূত্ৰ,projection formula
পৰিচালকৰ স্থানত ইন্টাৰপলেচন,projection into coordinate spaces
ইন্টাৰপলেচন মেট্ৰিক্স,projection matrix
চেট প্ৰজেকচন,projection of a set
প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন,projection of trend value
ভেক্টৰ প্ৰজেকচন,projection of vector
ইন্টাৰপোলেচন উপপাদ্য,projection theorem
প্ৰক্ষেপণ জ্যামিতি,projective geometry
প্ৰজেক্টাইল প্লেন,projective plane
প্ৰক্ষেপণীয় ৰূপান্তৰ,projective transformation
"প্ৰমাণ, প্ৰমাণ, প্ৰমাণ",proof
উপাৰ্জনৰ দ্বাৰা প্ৰমাণ,proof by induction
ট্ৰেন্সমিট ভুল,propagated error
ভুল সংক্ৰমণ,propagation of error
সঠিক কাৰক,proper factor
"সঠিক কাৰ্য্য, সঠিক কাৰ্য্য",proper function
যুক্তিসংগত ব্যৱধান,proper interval
সম্পূৰ্ণৰূপে সন্নিৱিষ্ট কৰা হৈছে,properly contained
সঠিক উপগোট,proper subset
সঠিক উপজনসংখ্যা,proper subspace
সুৰক্ষা সম্পত্তি,property of conservation
"সঠিক মান, eigen মান",proper value (=eigen value)
সঠিক ভেক্টৰ,proper vector
"সমানুপাতিক, সমানুপাতিক",proportional
আনুপাতিক সম্পৰ্ক,proportional relationship
আনুপাতিক নমুনা সংগ্ৰহ কৰা,proportional sampling
সাধনযোগ্য,proposition
ছ্যুডো ক&#39;ড,pseudocode
ছদ্ম দূৰত্ব,pseudometric
ছদ্মদূৰত্বৰ জনসংখ্যা,pseudometric space
ছ্যুডো ষ্টেণ্ডাৰ্ড,pseudonorm
ছদ্ম মানক অৱস্থান,pseudonorm topology
"বৃদ্ধি, বৃদ্ধি, বিদ্বেষ",pull
"পুলি, পুলি, টুপি",pulley
পাঞ্চ কৰা কাৰ্ড,punched card
পাঞ্চ কাৰ্ড মেচিন,punch card machine
পাঞ্চিং মেচিন,punching machine
বিশুদ্ধ বান্ধনি,pure bending
বিশুদ্ধ দশমিক,pure decimal
বিশুদ্ধ জ্যামিতি,pure geometry
নেট আগমন,pure induction
বিশুদ্ধভাৱে অজৈৱিক,purely transcendental
বিশুদ্ধ গণিত,pure mathematics
কেৱল সংখ্যাগত,pure number
বৈকল্পিক ডিভাইচ,pure strategy
পিৰামিড,pyramid
পিৰামিডাল ঘনক,pyramidal solid
পিৰামিড পৃষ্ঠা,pyramidal surface
ইতি সিধাম,Q.E.D.
চতুৰ্ভুজ,quadrangle
চতুৰ্ভুজ প্ৰিজম,quadrangular prism
চতুৰ্থাংশ,quadrant
"বৰ্গক্ষেত্ৰ, দ্বিঘাত, দ্বৈত ট্ৰেপেজ’ইড",quadratic
দ্বিঘাত খৰচ,quadratic cost
দ্বিঘাত খৰচ ফলন,quadratic cost function
দ্বিঘাত বক্ৰ,quadratic curve
দ্বিঘাত সমীকৰণ,quadratic equation
দ্বিঘাত প্ৰকাশ,quadratic expression
দ্বিঘাত দ্বিঘাত,quadratic form
দ্বিঘাত ফলন,quadratic function
দ্বিঘাত ফলন,quadratic functional
দ্বিঘাত আন্তঃপ্ৰক্ষেপণ,quadratic interpolation
দ্বিঘাত বস্তুনিষ্ঠ ফলন,quadratic objective function
দ্বিঘাত প্ৰগ্ৰেমিং দ্বিঘাত প্ৰগ্ৰেমিং,quadratic programming
দ্বিঘাত উলটিব পৰা নিয়ম,quadratic reciprocity
দ্বিঘাত পৃষ্ঠা,quadratic surface
দ্বিঘাত পদ,quadratic term
দ্বিঘাত সূত্ৰ,quadrature formula
চতুৰ্ভুজ,quadrilateral
গুণগত বিশ্লেষণ,qualitative analysis
গুণগত নিয়ন্ত্ৰণ,quality control
কোৱাণ্টাম বলবিজ্ঞান,quantum mechanics
কোৱাণ্টাম সংখ্যা,quantum number
কোৱাণ্টাম পৰিসংখ্যা,quantum statistics
"চতুৰ্থাংশ, চতুৰ্থাংশ, চতুৰ্থাংশ",quarter
চতুৰ্ভুজ,quartic
চতুৰ্থাংশ,quartile
ৰৈখিক নিৰ্মাতা সমীকৰণ,quasi linear constitutive equation
নিয়মীয়া চক্ৰ,quasi regular
আড্ডাবাজ,quaternion
ৰেখাৰ দৈৰ্ঘ্য,queue length
লাইন মডেল,queuing model
শাৰীৰ সমস্যা,queuing problem
শাৰী প্ৰক্ৰিয়াকৰণ,queuing process
শাৰী ব্যৱস্থা,queuing system
ৰেখা তত্ত্ব,queuing theory
পঞ্চমক,quintile
কুইন্টেট,quintuplet
"হাৰ উদ্ধৃত, মূল্য উদ্ধৃত",quotation
"ভাগফল, বিভাজন",quotient
বিভাগৰ এলেকা,quotient field
বিভাগৰ গোট,quotient group
ভাগফল নিয়ম,quotient law
বিভাগৰ ছেট,quotient set
বিভাগৰ জনসংখ্যা,quotient space
বিভাগৰ গাঁথনি,quotient topology
ব্যাসাৰ্ধ,radial
ৰেডিয়েন,radian
ৰেডিয়ান পৰিমাপ,radian measure
কৰ্ণী,radical
মূলাক্ষ,radical axis
শ্ৰেণীবিভাজন,radical sign
ব্যাসাৰ্ধ,radius
অভিসৰণ ব্যাসাৰ্ধ,radius of convergence
বক্ৰতাৰ ব্যাসাৰ্ধ,radius of curvature
মেৰুত্ব ৰেখা,radius vector
ৰেডিক্স,radix
যাদৃচ্ছিক ভুল,random error
ৰেণ্ডম ফাংচন,random function
ৰেণ্ডমাইজেচন,randomization
ৰেণ্ডম ব্লক,randomised blocks
ৰেণ্ডম মডেল,random model
যাদৃচ্ছিক সংখ্যা,random number
ৰেণ্ডম নমুনা সংগ্ৰহ,random sampling
ৰেণ্ডম চলকসমূহ,random variable
"ৰেঞ্জ, ৰেঞ্জ, ৰেঞ্জ, ৰেঞ্জ",range
অভিসৰণ জটিল,range of convergence
সংহতি চৌহদ,range of integration
সম্পৰ্ক চৌহদ,range of relation
কেম্পাছৰ জনসংখ্যা,range space
শ্ৰেণী,rank
ৰেংক সম্পৰ্ক,rank correlation
মেট্ৰিক্সৰ গ্ৰেড,rank of matrix
অৰ্ডাৰৰ নমুনা সজাওক,rank order statistics
পৰিৱৰ্তনৰ হাৰ,rate of change
অভিসৰণ হাৰ,rate of convergence
অতুলনীয়,Ratio
যুক্তিকৰ,Rational
যুক্তিসংগত প্ৰকাশ,rational expression
যুক্তিসংগত ক্ষেত্ৰ,rational field
যুক্তিসংগত ফলন,rational function
হৰৰ যুক্তিসংগতকৰণ,rationalisation of the denominator
যুক্তিসংগত সংখ্যা,rational number
যুক্তিসংগত সংখ্যাৰ ক্ষেত্ৰ,rational number field
যুক্তিসংগত কাৰ্য্য,rational operation
অসমতাপূৰ্ণ পৰীক্ষা,ratio test
"অপ্ৰচেছড দত্ত, লাভ কৰা অনুসৰি",raw data
"ৰশ্মি, কিৰণ, পাখ-আৰ, ৰায়, শংকুষ, অৰ্ধেখা, আৰ",ray
ৰশ্মি ভেক্টৰ,ray vector
বাস্তৱ,real
বাস্তৱ অক্ষ,real axis
বাস্তৱ ধাৰাবাহিকতা,real continuum
বাস্তৱ ৰেখা,real line
বাস্তৱ ৰৈখিক ভেক্টৰ স্থান,real linear vector space
বাস্তৱ মেট্ৰিক্স,real matrix
বাস্তৱ সংখ্যা,real number
বাস্তৱ সংখ্যাৰ ক্ষেত্ৰ,real number field
প্ৰকৃত অংশ,real part
বাস্তৱ বহুপদ,real polynomial
বাস্তৱ দ্বিঘাত,real quadratic
বাস্তৱ মালু,real root
বাস্তৱ জনসংখ্যা,real space
বাস্তৱ সময়ৰ ব্যৱস্থা,real time system
বাস্তৱ মূল্যৰ ফলন,real valued function
বাস্তৱ চলক,real variable
বাস্তৱ ভেক্টৰ স্থান,real vector space
"বিপৰীত, পাৰস্পৰিক, পাৰস্পৰিক",reciprocal
বিপৰীত মেট্ৰিক্স,reciprocal matrix
আয়ত,rectangle
"আয়তাকাৰ, সোঁকোণীয়া, সোঁকোণীয়া",rectangular
আয়তাকাৰ টেবুল,rectangular array
"সোঁকোণৰ অক্ষ, সোঁকোণৰ স্থানাংক অক্ষ",rectangular axis
আয়তাকাৰ ঘনত্বৰ ফলন,rectangular density function
সোঁকোণীয়া হাইপাৰবোলা,rectangular hyperbola
আয়তাকাৰ মেট্ৰিক্স,rectangular matrix
"আয়তাকাৰ সমান্তৰাল চতুৰ্ভুজ, সোঁকোণ সমান্তৰাল চতুৰ্ভুজ",rectangular parellelopiped   (cuboid)
আৰ্কুৱেট কাৰ্ভ,rectifiable curve
পুনৰাবৃত্তি সূত্ৰ,recurrence formula
সময়কালীন দশমিক,recurring decimal
টাৰ্ণআউট সূত্ৰ,recursion formula
স্তৰভিত্তিক ৰূপ,reduced echelon form
অসামঞ্জস্যপূৰ্ণ পৰিৱেশন,reductio-ad-absurdum
"লগাৰিদম সূত্ৰ, সমতুল্যতা সূত্ৰ",reduction formula
"ৰেফাৰেন্স লাইন, ৰেফাৰেন্স লাইন",reference line
ৰেফাৰেন্স পইণ্ট ৰেফাৰেন্স পইণ্ট,reference point
প্ৰতিফলিত তৰংগ,reflected wave
প্ৰতিফলন,reflection
সমতুল্য নিয়ম,reflexive law
অভিসৰণ অঞ্চল,region of convergence
বিচ্ছিন্ন অঞ্চল,region of divergence
সংহতি মণ্ডল,region of integration
ৰিগ্ৰেছন বিশ্লেষণ,regression analysis
ৰিগ্ৰেছন বক্ৰ,regression curve
ৰিগ্ৰেছন সমীকৰণ,regression equation
ৰিগ্ৰেছন লাইন,regression line
ৰিগ্ৰেছন মডেল,regression model
নিয়মীয়া বক্ৰ,regular curve
আনকি ষড়ভুজ,regular hexagon
নিয়মীয়া মেট্ৰিক্স,regular matrix
সমপক্ষীয়,regular tetrahedron
আপেক্ষিক পৰিপূৰক,relative complement
আপেক্ষিকভাৱে সৰ্বোচ্চ,relative maximum
আপেক্ষিকভাৱে সৰ্বনিম্ন,relative minimum
আপেক্ষিক সম্ভাৱনা,relative probability (conditional probability)
আপেক্ষিক বেগ,relative velocity
"আপেক্ষিকতা, আপেক্ষিকতা, আপেক্ষিকতা",Relativity
আপেক্ষিকতাবাদ তত্ত্ব,relativity theory
নিৰ্ভৰযোগ্যতা,reliability
নিৰ্ভৰযোগ্যতাৰ সমস্যা,reliability problem
অৱশিষ্ট পদ,remainder term
বাকী উপপাদ্য,remainder theorem
পুনৰাবৃত্তিমূলক সীমা,repeated limit
পুনৰাবৃত্তিমূলক Riemann-অখণ্ড,repeated Riemann integral
প্ৰতিনিধিত্ব কৰা,representation
"অৱশিষ্ট, অৱশিষ্ট",Residue
অসীমত থাকে,residue at a pole
"বিসৰ্জন, খণ্ডন, পাৰ্থক্য",resolution
বিচ্ছিন্নতা,resolution of forces
বেগ সমন্বয়,resolution of velocities
ফলাফলৰ ফলাফল,resultant
ফলস্বৰূপ বল,resultant force
ফলাফল ভেক্টৰ,resultant vector
পৰিৱৰ্তিত একক পদ্ধতি,revised simplex technique
ৰম্বছ,rhombus
riemann-অখণ্ড,Riemann integral
"সোঁকোণ, সোঁকোণ",right angle
সোঁকোণীয়া ত্ৰিভুজ,right angled triangle
সোঁফালৰ বৃত্তাকাৰ শঙ্কু,right circular cone
দক্ষিণ চেট,right coset
সোঁফালৰ বৃত্তাকাৰ চিলিণ্ডাৰ,right cylinder
ঘড়ীৰ কাঁটাৰ দিশত,right handed
দক্ষিণৰ বিপৰীত,right inverse
"সঠিক প্ৰমাণ, সঠিক প্ৰমাণ",rigorous proof
"আঙঠি, আঙঠি",ring
পূৰ্ণসংখ্যাৰ আঙঠি,ring of integers
R-অখণ্ড,R-integrable
"মূল, মূল",root
বৰ্গমূল মূল,root mean square
বহুপদৰ মূল,root of a polynomial
"ঘূৰণ, ঘূৰণ",rotation
ঘূৰণীয়া ত্ৰুটি,rounding error
লানি পতা,row
শাৰী-স্তম্ভ গুণন,row-by-column multiplication
ৰেখা সমতুল্যতা,row equivalence
শাৰী মেট্ৰিক্স,row matrix
শাৰী ক্ৰম,row rank
এস্কেপ পইণ্ট,saddle point
"নমুনা, নমুনা",sample
নমুনাৰ গড়,sample means
নমুনা বিন্দু,sample point
নমুনাৰ আকাৰ,sample size
নমুনা স্থান,sample space
নমুনা-মানক-বিচ্যুতি,sample standard deviation
নমুনা জৰীপ,sample survey
নমুনা ভ্যাৰিয়েন্স,sample variance
"নমুনা (v.), নমুনা সংগ্ৰহ (n.)",sampling
নমুনা বিতৰণ কৰা,sampling distribution
নমুনা সংগ্ৰহৰ ভুল,sampling error
নমুনা সংগ্ৰহৰ ব্যৱধান,sampling interval
নমুনা সংগ্ৰহ পদ্ধতি,sampling method
নমুনা সংগ্ৰহৰ নীতি,sampling theory
প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা,sampling with replacement
"স্কেলাৰ, স্কেলাৰ",scalar
স্কেলাৰ ক্ষেত্ৰ,scalar field
স্কেলাৰ মেট্ৰিক্স,scalar matrix
স্কেলাৰ বহুগুণ,scalar multiple
স্কেলাৰ গুণন,scalar multiplication
স্কেলাৰ উৎপাদন,scalar product
স্কেলাৰ,scalar quantity
স্কেলাৰ ট্ৰিপল প্ৰডাক্ট,scalar triple product
স্কেলিন ত্ৰিভুজ,scelene triangle
স্কেটাৰ ডায়াগ্ৰাম,scattered diagram
শ্ৰডিংগাৰ সমীকৰণ,Schrodinger equation
"ঋতুভিত্তিক উঠা-নমা, ঋতুভিত্তিক উঠা-নমা",seasonal fluctuation
"ভেদকাৰী, ভেদকাৰী ৰেখা, ছেকেণ্ট, বিপৰীত কোচাইন",secant
বিন্ধি পদ্ধতি,secant method
দ্বিতীয়,second derivative
দ্বিতীয় ক্ৰম (দ্বিতীয় প্ৰকাৰ),second order
"ছেকচন, ছেকচন, ছেকচন, ছেকচন, ছেকচন",section
"মহকুমা, খণ্ড, খণ্ড",sector
বক্ৰ খণ্ড,segment of a curve
আত্মসংলগ্নতা,self — adjoint
স্ব-সংলগ্ন অপাৰেটৰ,self adjoint operator
অটোজাইগাছ,self — conjugate
আধা অক্ষ,semiaxis
অৰ্ধবৃত্ত,semicircle
কংক্ৰিটৰ মেট্ৰিক্স,semi - definite matrix
অখণ্ড দ্বিঘাত,semi - definite quadratic form
সমীসমুহ,semigroup
আধা ব্যৱধান,semi - interval
অৰ্থাৎ প্ৰধান অক্ষ,semi major axis
অৰ্ধ ক্ষুদ্ৰ অক্ষ,semi minor axis
পৃথক কৰিব পৰা বহুপদ,separable polynomial
চলক পৃথকীকৰণ,separation of variables
ক্ৰম,sequence
সূচীকৰণ নীতি,sequencing theory
ক্ৰমিক বিশ্লেষণ,sequential analysis
ক্ৰমিক নমুনা সংগ্ৰহ কৰা,sequential sampling
শ্ৰেণীগত সম্পৰ্ক,serial correlation
"শৃংখলা, শৃংখলা, শৃংখলা",series
"aggregate, বতাহৰ দিশ, ধাৰা দিশ, জমা, জমা (ver.)",set
sextant,sextant
শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট,Shewhart control charts
"চিহ্ন, পৰিমাণ",sign
মেট্ৰিক্স মাৰ্কাৰ,signature of a matrix
দ্বিঘাত দ্বিঘাত চিহ্ন,signature of quadratic form
শচীন নম্বৰ,signed number
তাৎপৰ্য্যৰ স্তৰ,significance level
তাৎপৰ্য্য পৰীক্ষা,significance test
উল্লেখযোগ্য নম্বৰ,significant digit
নম্বৰ পৰীক্ষা,sign test
চিহ্ন ফলন,signum function
একেধৰণৰ উপবৃত্তাকাৰ,similar ellipses
সমজাতীয় চিত্ৰ,similar figures
"সাদৃশ্য, উপমা",similarity
সমজাতীয় মেট্ৰিক্স,similar matrices
সহজ বন্ধ বক্ৰ,simple closed curve
সহজ সম্পৰ্ক,simple correlation
সহজ হাৰমনিক গতি,simple harmonic motion
সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ,simple random sampling
"set, simplex, একপক্ষীয়, সহজ",simplex
একমুখী এলগৰিদম,simplex algorithm
একক টেবুল,simplex tableau
simpson ৰ এক তৃতীয়াংশ নিয়ম,Simpson's one - third rule
চিমুলেচন পদ্ধতি,simulation technique
সমকালীন অৱভেদ্য সমীকৰণ,simultaneous differential equations
একেলগে সমীকৰণ,simultaneous equations
"চিহ্ন, sine",sine
"চাইন বক্ৰ, চাইন বক্ৰ",sine curve
একক,singleton
একঘেয়ামী কাৰ্য্য,single valued function
অদ্ভুত অখণ্ড,singular integral
"অদ্ভুততা, অদ্ভুততা",singularity
অপৰিৱৰ্তিত মেট্ৰিক্স,singular matrix
অদ্ভুত সমাধান,singular solution
নমুনাৰ আকাৰ,size of sample
অদ্ভুত বিতৰণ,skewed distribution
বিষমজাতীয় হাৰ্মিটিয়ান মেট্ৰিক্স,skew-Hermitian matrix
বিষমতা,skewness
অদ্ভুত প্ৰতিসম মেট্ৰিক্স,skew symmetric matrix
চলক নূন্যতম কৰা,slack variable
"ঢাল, ঢাল, ঢাল",slope
ঢালৰ গ্ৰেডিয়েণ্ট,slope gradient
"বন্ধনী, চুটি বান্ধনি",small brackets
পোন বক্ৰ,smooth curve
বিবিধ কাৰ্য্য,smooth function
সৌৰজগত,smoothing of time series
,solar system
ছ&#39;লেন&#39;ইডাল ভেক্টৰ,solenoidal vector
"কঠিন, ভৰ, ঘনক",solid
"ঘন জ্যামিতি, ষ্টেৰিঅ’স্কোপিক জ্যামিতি",solid geometry
"সমাধান, সঁজুলি",solution
শৃংখলা গঠন সমাধান,solution in series
সমাধান মেট্ৰিক্স,solution matrix
ত্ৰিভুজৰ সমাধান,solution of a triangle
সমাধান জনসংখ্যা,solution space
ছ&#39;নাইন বহুপদ,Sonine polynomial
"আকাশ, মহাকাশ, মহাকাশ, মহাকাশ, মহাকাশ",space
আকাশ বক্ৰ,space curve
অভিভাৱক ছেট,spanning set
স্থানীয় সম্পৰ্ক ডায়েগ্ৰাম,spatial correlogram
নিৰ্দিষ্ট ৰৈখিক গোট,special linear group
নিৰ্দিষ্ট উলম্ব গোট,special orthogonal group
"নিৰ্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব",specific gravity
মানৱ মেপিং উপপাদ্য,spectral mapping theorem
কাৰ্য্যৰ নিয়ম,spectrum of a function
"গোলক, গোলক",sphere
গোলাকাৰ স্থানাংক ব্যৱস্থা,spherical coordinate system
গোলাকাৰ মেৰু স্থানাংক,spherical polar coordinate
গোলাকাৰ ত্ৰিভুজ,spherical triangle
গোলাকাৰ ত্ৰিকোণমিতি,spherical trigonometry
সৰ্পিল,spiral
"বৰ্গ, বৰ্গ",square
"গুৰু, গুৰুবন্ধনী",square brackets
বৰ্গ অখণ্ড,square integrable
বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স,square matrix
বৰ্গমূল,square root
নমুনা সংগ্ৰহৰ পৰ্যায়,stage of sampling
স্তৰভিত্তিক ফলন,staircase function
মানক বিচ্যুতি,standard deviation
ষ্টেণ্ডাৰ্ড ডিফাৰেন্সিয়েল প্ৰডাক্ট,standard inner product
ভাৰসাম্যতা,state of equilibrium
অজ্ঞান বক্ৰ,stationary curve
অজ্ঞান বিন্দু,stationary point
শ্বক কৰা মূল্য,stationary value
"নমুনা, চিত্ৰ",statistic
পৰিসংখ্যাগত,statistical
পৰিসংখ্যা বিশ্লেষণ,statistical data
পৰিসংখ্যাগত বিতৰণ,statistical distribution
পৰিসংখ্যাগত অনুমান,statistical hypothesis
পৰিসংখ্যাগত আনুমানিককৰণ,statistical inference
পৰিসংখ্যাগত আৰ্হি,statistical model
পৰিসংখ্যাগত জনসংখ্যা,statistical population
পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ,statistical quality control
"পৰিসংখ্যা, পৰিসংখ্যা",statistics
"অপৰিৱৰ্তিত, স্থিৰ, স্থিৰ, স্থায়ী",steady
ষ্টেণ্ডিং ষ্টেট সমাধান,steady state solution
অধিক প্ৰৱণ মাউন্ট,steep ascent (of a curve)
ঢাল-আৰোহণ ডিজাইন,steepest ascent design
ঠেকতম অৱতৰণ,steepest descent
"ষ্টেপ-ফাংচন, ষ্টেপ-ফাংচন",step function
ষ্টাৰলিং ৰেঞ্জ,Stirling series
"ষ্ট&#39;কেষ্টিক, সম্ভাৱনাবাদী",stochastic
সম্ভাৱনাবাদী মেট্ৰিক্স,stochastic matrix
সম্ভাৱনাবাদী আৰ্হি,stochastic model
সম্ভাৱনামূলক প্ৰগ্ৰেমিং,stochastic programming
সম্ভাৱনাবাদী চলক,stochastic variable
ষ্টোকছ উপপাদ্য,Stokes’ theorem
"সৰলৰেখা, সৰলৰেখা, সৰলৰেখা",straight line
"স্তৰৰ লেখচিত্ৰ, বাৰ লেখচিত্ৰ",strata chart
"স্তৰবিন্যাস, স্তৰবিন্যাস",stratification
স্তৰযুক্ত নমুনা সংগ্ৰহ কৰা,stratified sampling
"ফ্ল&#39;-লাইন, ষ্ট্ৰিম-লাইন",stream-line
চাপ,stress
শক্তিশালীভাৱে হেলনীয়া কাৰ্য্য,strictly convex function
নিৰন্তৰ হ্ৰাস পাই আহিছে,strictly decreasing
নিৰন্তৰ বৃদ্ধি,strictly increasing
অবিৰত অৰ্ডিনেট ফলন,strictly monotonic function
ছাত্ৰ পৰীক্ষা (ছাত্ৰ &#39;t&#39; পৰীক্ষা),"Student's test (Student's ""t"" test)"
উপসংগ্ৰহ,sub-collection
উপ-নিৰ্দিষ্টতাবাদী,sub determinant
উপ-অঞ্চল,subfield
"উপশ্ৰেণী, উপগোট, উপগোট",subgroup
ব্যৱধান,sub-interval
"উপমেট্ৰিক্স, উপমেট্ৰিক্স",submatrix
"ফুটনোট, ফুটনোট, ফুটনোট",subscript
উত্তৰাধিকাৰ,subsequence
উপগোট,subset
উপজনসংখ্যা,subspace
সলনি কৰা,substitution
অৰ্ধস্পৰ্শযোগ্য,subtangent
"স্থানান্তৰ কৰা, স্থানান্তৰ কৰা",subtend
"বিয়োগ, বিয়োগ",subtract
"বিয়োগ, বিয়োগ",subtraction
লাহে লাহে,successive
প্ৰগতিশীল পাৰ্থক্য,successive differentiation
প্ৰগতিশীল সংহতি,successive integration
পাছৰটো,successor
সংলগ্ন কৰা হৈছে,suffix
"যোগফল, যোগফল, যোগফল ফলাফল, যোগফল",sum
যোগফল ফলন,sum function
সংকলনযোগ্য,summable
যোগাসন ব্লক,summand
সংকলন,summation
সংগ্ৰহ সন্মিলন,summation convention
সংকলন সূত্ৰ,summation formula
গ্ৰেড সংগ্ৰহ,summation of series
সংকলন চিহ্ন,summation sign
যোগ অসীমলৈ,sum to infinity
"idiot, মূৰ্খ",superscript
অভাৰছেট,superset
ছুপাৰছনিক প্ৰবাহ,supersonic flow
পৰিপূৰক কোণ,supplementary angle
লেকৰ লোমৰ সমতল,supporting hyperplane
কাৰ্য্যৰ সমৰ্থন,support of function
"imagine, ধৰি লওক",suppose
ওখ,supremum
কৰ্ণী,surd
"পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ",surface
পৃষ্ঠীয় অংশ,surface area
পৃষ্ঠা অবিচ্ছেদ্য,surface integral
আৱৰণ,surjection
আৱৰণ,surjective
কভাৰ মেপ,surjective map
চিহ্ন,symbol
প্ৰতীকী যুক্তি,symbolic logic
প্ৰতীকী আৰ্হি,symbolic model
প্ৰতিসম,symmetric
সমমিতি,symmetrical
"প্ৰতিসম নিৰ্ণায়ক, প্ৰতিসম নিৰ্ণায়ক",symmetric determinant
প্ৰতিসম পাৰ্থক্য,symmetric difference
প্ৰতিসম মেট্ৰিক্স,symmetric matrix
ব্যৱস্থা বিশ্লেষণ ব্যৱস্থা বিশ্লেষণ,system analysis
ক্ৰমিক নমুনা সংগ্ৰহ,systematic sampling
"টেবুল, টেবুল",table
"টেবুল, টেবুল",tableau
অবিচ্ছেদ্য টেবুল,table of integrals
"টেবুলাৰ, সমতল",tabular
টেবুলাৰ ৰূপ,tabular form
"টেবুলাৰ লগাৰিদম, টেবুলাৰ লগাৰিদম",tabular logarithm
টেবুলত লিখা,tabulate
টেবুলাৰ মানসমূহ,tabulated value
টেবুলেচন,tabulation
"টেবুলাৰ, টেবুলাৰ মেচিন, টেবুলাৰ",tabulator
"ঠেং, ঠেং",tail
ঠেংৰ অঞ্চল (বিতৰণৰ),tail area (of distribution)
স্পৰ্শ,tangency
"স্পৰ্শক, স্পৰ্শক, স্পৰ্শক, স্পৰ্শক",tangent
লোম সমতল স্পৰ্শ কৰক,tangent hyperplane
"স্পৰ্শযোগ্য, স্পৰ্শক",tangential
স্পৰ্শক উপাদান,tangential component
স্পৰ্শক কাটি,tangential section
স্পৰ্শক ৰেখা,tangent line
"স্পৰ্শযোগ্য সমতল, স্পৰ্শযোগ্য সমতল",tangent plane
স্পৰ্শ জনসংখ্যা,tangent space
টেপ পাঞ্চ,tape punch
টেপ ৰিডাৰ,tape reader
টাউব্ৰিৰ উপপাদ্য,Tauberian theorem
টেইলৰ উপপাদ্য,Taylor's theorem
শ্বেবিশ্বেভৰ দূৰত্ব,Tchebychev metric
t-বিতৰণ,t-distribution
আন্তঃপ্ৰজাতিৰ শৃংখলা,telescopic series
টেম্প&#39;ৰেল স্থানাংক,temporal coordinates
লৌকিক সম্পৰ্ক,temporal relationship
সময়ৰ চলক,temporal variable
টান শক্তি,tensile strength
"ফিল্ড, টেনছৰ",tensor
ক্ষেত্ৰ বিশ্লেষণ,tensor analysis
ক্ষেত্ৰৰ উৎপাদন,tensor product
অস্থায়ী বিন্যাস,tentative formulation
ডাক,term
নিষেধাজ্ঞা শেষ কৰক,terminal condition
চূড়ান্ত বেগ ডুব,terminal velocity dive
দশমিক সমাপ্ত কৰা,terminating decimal
ৰেংক মূল্য,term values
ষ্টেপ পাৰ্থক্য,termwise differentiation
স্তৰভিত্তিক সংহতি,termwise integration
"ত্ৰিকোণীয়, ত্ৰিকোণীয়",ternary
পৰীক্ষা কৰা হৈছে,test
ভ্যাৰিয়েন্স একাকাৰীতাৰ পৰীক্ষা,test for homogeneity of variances
পৰীক্ষা কাৰ্য্য,test function
অনুমান পৰীক্ষণ,test of hypothesis
তাৎপৰ্য্য পৰীক্ষা,test of significance
পৰীক্ষাৰ নমুনা,test statistics
চতুৰ্ভুজ,tetrahedral
চতুৰ্ভুজ কোণ,tetrahedral angle
চতুৰ্ভুজ,tetrahedron
উপপাদ্য,theorem
অৱশিষ্ট উপপাদ্য,theorem of residues
তাত্ত্বিক চাহিদাৰ ফলন,theoretical demand function
তাত্ত্বিক বিচ্ছিন্ন বিতৰণ,theoretical discrete distribution
তাত্ত্বিক ভুল,theoretical error
তাত্ত্বিক সমন্বয়,theoretical fit
তাত্ত্বিক প্ৰণয়ন,theoretical formulation
তাত্ত্বিক কম্পাঙ্ক,theoretical frequency
"নীতিগতভাৱে, নীতিগতভাৱে",theoretically
তাত্ত্বিক আৰ্হি,theoretical model
তাত্ত্বিক প্ৰণয়ন,theoretical treatment
সমীকৰণ তত্ত্ব,theory of equations
ভুল তত্ত্ব,theory of errors
মূল্যায়ন তত্ত্ব,theory of estimation
ফাংচন তত্ত্ব,theory of functions
গেম তত্ত্ব,theory of games
