English,Telugu
Remote format  Item,రిమోట్ ఫార్మాట్  అంశం
Remote host,రిమోట్ హోస్ట్
Remote job entry,రిమోట్ జాబ్ ఎంట్రీ
Remote loop  Adapter,రిమోట్ లూప్  అడాప్టర్
Remote message  Processing,రిమోట్ సందేశం  ప్రాసెసింగ్
Remote order wire,రిమోట్ ఆర్డర్ వైర్
Remote power off,రిమోట్ పవర్ ఆఫ్
Remote printing,రిమోట్ ప్రింటింగ్
Remote program  Loader,రిమోట్ ప్రోగ్రామ్  లోడర్
Remote sensing,దూరం నుంచి నిర్ధారణ
Remote station,రిమోట్ స్టేషన్
Remote subset,రిమోట్ ఉపసమితి
Remote switch,రిమోట్ స్విచ్
Remote terminal,రిమోట్ టెర్మినల్
Remote trunk  Arrangement,రిమోట్ ట్రంక్  అమరిక
Reorder,క్రమాన్ని మార్చండి
Reorder tone,స్వరం క్రమాన్ని మార్చండి
Repagination,రీప్జినేషన్
Repair time,రిపేర్ సమయం
Repeatability  Measure,పునరావృతం  కొలత
Repeat action key,చర్య కీని పునరావృతం చేయండి
Required hyphen  Character,అవసరం హైఫన్  పాత్ర
Required space  Character,అవసరమైన స్థలం  పాత్ర
Requirements  Analysis,అవసరాలు  విశ్లేషణ
Rerun,పున un ప్రారంభం
Rerun mode,పున un ప్రారంభం మోడ్
Rerun point,పున un ప్రారంభం పాయింట్
Rerun program,పున un ప్రారంభం ప్రోగ్రామ్
Reserved word,రిజర్వు చేసిన పదం
Reset,రీసెట్
Reset cycle,రీసెట్ చక్రం
Reset mode,రీసెట్ మోడ్
Reset pulse,పల్స్ రీసెట్ చేయండి
Reset rate,రేటును రీసెట్ చేయండి
Reset to zero,సున్నాకి రీసెట్ చేయండి
Resident,నివాసి
Resident control  Program,నివాస నియంత్రణ  ప్రోగ్రామ్
Resident  Macroassembler,నివాసి  మాక్రోఅసెంబ్లర్
Resident program  Select list,నివాస కార్యక్రమం  జాబితాను ఎంచుకోండి
Resident program,నివాస కార్యక్రమం
Residual error,అవశేష లోపం
Residue arithmetic,అవశేషాలు అంకగణితం
Residue check,రెసిడ్యూ చెక్
Resisdent module,రెసిస్డెంట్ మాడ్యూల్
Resistor transistor  Logic,రెసిస్టర్ ట్రాన్సిస్టర్  లాజిక్
Resolution error,రిజల్యూషన్ లోపం
Resolver,రిసల్వర్
Resource access  Control facility,వనరుల ప్రాప్యత  నియంత్రణ సౌకర్యం
Resource  Allocation,వనరు  కేటాయింపు
Resource  Descriptor,వనరు  వివరణ
Resource  Management,వనరు  నిర్వహణ
Resource manager,రిసోర్స్ మేనేజర్
Resource sharing,వనరుల భాగస్వామ్యం
Resource sharing  Control,వనరుల భాగస్వామ్యం  నియంత్రణ
Response duration,ప్రతిస్పందన వ్యవధి
Response function,ప్రతిస్పందన ఫంక్షన్
Response time,ప్రతిస్పందన సమయం
Restart,పున art ప్రారంభం
Restart condition,పున art ప్రారంభం
Restart instruction,సూచనలను పున art ప్రారంభించండి
Restart point,పున art ప్రారంభం
Restore,పునరుద్ధరించండి
Retention period  Check,నిలువరించు కాలం  తనిఖీ
Retrofit,రెట్రోఫిట్
Retrofit testing,రెట్రోఫిట్ పరీక్ష
Retry,మళ్లీ ప్రయత్నించండి
Return,తిరిగి
Return address,తిరిగి చిరునామా
Return channel,రిటర్న్ ఛానెల్
Return character,రిటర్న్ క్యారెక్టర్
Return code,రిటర్న్ కోడ్
Return code  Register,రిటర్న్ కోడ్  రిజిస్టర్
Returned value,తిరిగి వచ్చిన విలువ
Return instruction,రిటర్న్ ఇన్స్ట్రక్షన్
Return loss,తిరిగి నష్టం
Return period,తిరిగి వచ్చే కాలం
Return-to  Reference  Recording,తిరిగి  సూచన  రికార్డింగ్
Return-to-zero  Recording,రిటర్న్-టు-జీరో  రికార్డింగ్
Reusable program,పునర్వినియోగ కార్యక్రమం
Reusable resource,పునర్వినియోగ వనరు
Reusable routine,పునర్వినియోగ దినచర్య
Reversal function,రివర్సల్ ఫంక్షన్
Reverse break,రివర్స్ బ్రేక్
Reverse capstan,రివర్స్ క్యాప్స్టాన్
Reverse channel,రివర్స్ ఛానెల్
Reverse channel  Capability,రివర్స్ ఛానెల్  సామర్ధ్యం
Reverse clipping,రివర్స్ క్లిప్పింగ్
Reverse code  Dictionary,రివర్స్ కోడ్  నిఘంటువు
Reverse direction  Flow,రివర్స్ డైరెక్షన్  ప్రవాహం
Reverse indexing,రివర్స్ ఇండెక్సింగ్
Reverse recovery  Time,రివర్స్ రికవరీ  సమయం
Reverse video,రివర్స్ వీడియో
Reversible counter,రివర్సిబుల్ కౌంటర్
Reversible  Magnetic process,రివర్సిబుల్  అయస్కాంత ప్రక్రియ
Reversible process,రివర్సిబుల్ ప్రక్రియ
Rewind key,రివైండ్ కీ
Rewind time,సమయం రివైండ్ చేయండి
Rewrite,తిరిగి వ్రాయడం
Right justify,కుడి సమర్థన
Right linear  Grammar,కుడి సరళ  వ్యాకరణం
Right shift,కుడి షిఫ్ట్
Right subtree,కుడి సబ్‌ట్రీ
Ring,రింగ్
Ring back tone,రింగ్ బ్యాక్ టోన్
Ring conductor,రింగ్ కండక్టర్
Ring counter,రింగ్ కౌంటర్
Ring down,రింగ్ డౌన్
Ring network,రింగ్ నెట్‌వర్క్
Ring shift (= cyclic  Shift),రింగ్ షిఫ్ట్ (= చక్రీయ  మార్పు)
Ring trip,రింగ్ ట్రిప్
Ripple carry adder  (= Ripple adder),అలల క్యారీ యాడర్  (= అలల అడెర్)
Ripple counter,అలల కౌంటర్
Rise time,లేచే సమయము
Risk assessment,ప్రమాదం యొక్క అంచనా
Role indicator,పాత్ర సూచిక
Roll back,వెనుకకు రోల్ చేయండి
Roll back routine,రోల్ బ్యాక్ రొటీన్
Roll in,వరుసలో
Roll out,విడుదల
Rotary dial,రోటరీ డయల్
Rotate instruction,బోధనను తిప్పండి
Rotational position  Sensing,భ్రమణ స్థానం  సెన్సింగ్
Rotational position  Sensor,భ్రమణ స్థానం  నమోదు చేయు పరికరము
Rounding error,రౌండింగ్ లోపం
Route segment,మార్గం విభాగం
Routine,దినచర్య
Routing,రౌటింగ్
Routing affinity,రౌటింగ్ అనుబంధం
Routing code,రౌటింగ్ కోడ్
Routing indicator,రౌటింగ్ సూచిక
Routing key,రౌటింగ్ కీ
Routing test,రౌటింగ్ పరీక్ష
Row binary,రో బైనరీ
Row column,వరుస కాలమ్
Row pitch,వరుస పిచ్
Row scanning,రో స్కానింగ్
Row vector,వరుస వెక్టర్
Run,రన్
Run book,రన్ బుక్
Run chart,రన్ చార్ట్
Run diagram,రన్ రేఖాచిత్రం
Run duration,రన్ వ్యవధి
Run locator,లొకేటర్‌ను రన్ చేయండి
Run mode,రన్ మోడ్
Running time,నడుస్తున్న సమయం
Run phase,దశ దశ
Run schedule,రన్ షెడ్యూల్
Run stream,రన్ స్ట్రీమ్
Run time  (= Execution   Time),రన్ సమయం  (= అమలు  సమయం)
Run unit,రన్ యూనిట్
Sampled data  System,నమూనా డేటా  వ్యవస్థ
Sampling,నమూనా
SAM (sequential access method),సామ్ (సీక్వెన్షియల్ యాక్సెస్ పద్ధతి)
Satellite computer,ఉపగ్రహ కంప్యూటర్
Satellite processor,ఉపగ్రహ ప్రాసెసర్
Satellite relay,ఉపగ్రహ రిలే
Satisfiability,సంతృప్తి
Satisfiability  Problem,సంతృప్తి  సమస్య
Saturation,సంతృప్తత
Saturation noise,సంతృప్త శబ్దం
Saturation testing,సంతృప్త పరీక్ష
Save area,ప్రాంతాన్ని సేవ్ చేయండి
Scalar,స్కేలార్
Scalar item,స్కేలార్ అంశం
Scalar variable,స్కేలార్ వేరియబుల్
Scalar factor,స్కేలార్ కారకం
Scaling,స్కేలింగ్
Scan,స్కాన్
Scanner,స్కానర్
Scanning limit,స్కానింగ్ పరిమితి
Scanning machine,స్కానింగ్ మెషిన్
Scanning method,స్కానింగ్ పద్ధతి
Scanning rate,స్కానింగ్ రేటు
Scanning unit,స్కానింగ్ యూనిట్
Scan period,స్కాన్ కాలం
Scatter format,స్కాటర్ ఫార్మాట్
Scatter gap,స్కాటర్ గ్యాప్
Scatter loading,స్కాటర్ లోడింగ్
Scatter read,స్కాటర్ చదవండి
Scheduled  Downtime,షెడ్యూల్ చేయబడింది  పనికిరాని సమయం
Scheduled  Maintenance,షెడ్యూల్ చేయబడింది  నిర్వహణ
Scheduled  Operation,షెడ్యూల్ చేయబడింది  ఆపరేషన్
Schedule job  (= Scheduler),షెడ్యూల్ ఉద్యోగం  (= షెడ్యూలర్)
Schedule  Maintenance,షెడ్యూల్  నిర్వహణ
Scheduler  (= Schedule job),షెడ్యూలర్  (= షెడ్యూల్ ఉద్యోగం)
Scheduler work  Area,షెడ్యూలర్ పని  ప్రాంతం
Scheduling  Algorithm,షెడ్యూలింగ్  అల్గోరిథం
Scheduling theory,షెడ్యూలింగ్ సిద్ధాంతం
Schema,స్కీమా
Schmidt trigger,ష్మిత్ ట్రిగ్గర్
Schonhage  Algorithm,స్కోన్‌హేజ్  అల్గోరిథం
Scientific  Instruction set,శాస్త్రీయ  ఇన్స్ట్రక్షన్ సెట్
Scientific notation,శాస్త్రీయ సంజ్ఞామానం
Scissoring,కత్తెర
Scored card,స్కోరు కార్డు
Scrambler,స్క్రాంబ్లర్
Scratch,స్క్రాచ్
Scratch pad,స్క్రాచ్ ప్యాడ్
Scratch tape,స్క్రాచ్ టేప్
Screen,స్క్రీన్
Screen attribute  Byte,స్క్రీన్ లక్షణం  బైట్
Screen editor,స్క్రీన్ ఎడిటర్
Screen generator,స్క్రీన్ జనరేటర్
Screen load,స్క్రీన్ లోడ్
Screen oriented  Program,స్క్రీన్ ఆధారిత  ప్రోగ్రామ్
Screen read,స్క్రీన్ రీడ్
Scroll,స్క్రోల్
Search and   Insertion  Algorithm,శోధన మరియు  చొప్పించడం  అల్గోరిథం
Search cycle,శోధన చక్రం
Searching,శోధిస్తోంది
Search key,శోధన కీ
Search language,శోధన భాష
Search time,శోధన సమయం
Search tree,శోధన చెట్టు
Search word,శోధన పదం
Secondary access,ద్వితీయ ప్రాప్యత
Secondary console,ద్వితీయ కన్సోల్
Secondary control  Point,ద్వితీయ నియంత్రణ  పాయింట్
Secondary  Destination,ద్వితీయ  గమ్యం
Secondary entry  Point,ద్వితీయ ప్రవేశం  పాయింట్
Secondary file,ద్వితీయ ఫైల్
Secondary key,ద్వితీయ కీ
Secondary logical  Unit key,ద్వితీయ తార్కిక  యూనిట్ కీ
Secondary memory,సెకండరీ మెమరీ
Secondary station,ద్వితీయ స్టేషన్
Secondary storage,ద్వితీయ నిల్వ
Secondary store,సెకండరీ స్టోర్
Second computer  Age,రెండవ కంప్యూటర్  వయస్సు
Second generation  Computer,రెండవ తరం  కంప్యూటర్
Second level  Addressing,రెండవ స్థాయి  చిరునామా
Second source,రెండవ మూలం
Sectional centre,సెక్షనల్ సెంటర్
Section header,విభాగం శీర్షిక
Section name,విభాగం పేరు
Section number,విభాగం సంఖ్య
Section text,విభాగం వచనం
Security,భద్రత
Security  Certification,భద్రత  ధృవీకరణ
Seek area,ప్రాంతాన్ని వెతకండి
Seek key,కీని వెతకండి
Seek time,సమయం వెతకండి
Segment mark,సెగ్మెంట్ మార్క్
Segment number,సెగ్మెంట్ సంఖ్య
Seizing signal,సిగ్నల్ స్వాధీనం
Select,ఎంచుకోండి
Selection check,ఎంపిక తనిఖీ
Selection ratio,ఎంపిక నిష్పత్తి
Selection-replacement approach,ఎంపిక-పునరుద్ధరణ విధానం
Selection signal,ఎంపిక సిగ్నల్
Selection sort,ఎంపిక క్రమబద్ధీకరణ
Selection time,ఎంపిక సమయం
Selective assembly,సెలెక్టివ్ అసెంబ్లీ
Selective calling,సెలెక్టివ్ కాలింగ్
Selective combiner,సెలెక్టివ్ కాంబినర్
Selective dump,సెలెక్టివ్ డంప్
Selective erase,సెలెక్టివ్ ఎరేస్
Selective fading,సెలెక్టివ్ ఫేడింగ్
Selective index,సెలెక్టివ్ ఇండెక్స్
Selective listing,సెలెక్టివ్ లిస్టింగ్
Selective ringing,సెలెక్టివ్ రింగింగ్
Selective trace,సెలెక్టివ్ ట్రేస్
Select line,పంక్తిని ఎంచుకోండి
Selector,సెలెక్టర్
Selector channel,సెలెక్టర్ ఛానెల్
Selector mode,సెలెక్టర్ మోడ్
Selector pen,సెలెక్టర్ పెన్
Self-adapting  Computer,స్వీయ-అనుకూల  కంప్యూటర్
Self-adapting  Process,స్వీయ-అనుకూల  ప్రక్రియ
Self-adapting  Program,స్వీయ-అనుకూల  ప్రోగ్రామ్
Self checking code,స్వీయ తనిఖీ కోడ్
Self-checking  Number,స్వీయ తనిఖీ  సంఖ్య
Self-compiling  Computer,స్వీయ పరిహారం  కంప్యూటర్
Self-complementing code,స్వీయ-పూర్తి కోడ్
Self defining,స్వీయ నిర్వచించడం
Self defining  Delimiter,స్వీయ నిర్వచించడం  డీలిమిటర్
Self defining term,స్వీయ నిర్వచించే పదం
Self demarking  Code,సెల్ఫ్ డిమార్కింగ్  కోడ్
Self-dual,స్వీయ-ద్వంద్వ
Self extending,స్వీయ విస్తరణ
Self learning,స్వంతగా నేర్చుకొనుట
Self learning process,స్వీయ అభ్యాస ప్రక్రియ
Self monitoring  System,స్వీయ పర్యవేక్షణ  వ్యవస్థ
Self organising  Computer,స్వీయ ఆర్గనైజింగ్  కంప్యూటర్
Self organising  Program,స్వీయ ఆర్గనైజింగ్  ప్రోగ్రామ్
Self organising  System,స్వీయ ఆర్గనైజింగ్  వ్యవస్థ
Self referent list,స్వీయ సూచన జాబితా
Self relative  Address,స్వీయ బంధువు  చిరునామా
Self relative  Addressing,స్వీయ బంధువు  చిరునామా
Self-relocating  Program,స్వీయ-సంబంధం  ప్రోగ్రామ్
Self-resetting loop (=self restoring loop),స్వీయ-పున est ప్రారంభం లూప్ (= స్వీయ పునరుద్ధరణ లూప్)
Self-restoring loop,స్వీయ పునరుద్ధరించే లూప్
Semantic matrix,సెమాంటిక్ మ్యాట్రిక్స్
Semantic network,సెమాంటిక్ నెట్‌వర్క్
Semantics,సెమాంటిక్స్
Semiconductor  Laser,సెమీకండక్టర్  లేజర్
Semi-conductor  Memory,సెమీ కండక్టర్  మెమరీ
Semi-group,సెమీ గ్రూప్
Semi-ring,సెమీ-రింగ్
Semi-thue system,సెమీ-త్యూ సిస్టమ్
Sender-receiver  Terminal,పంపినవారి-రిసీవర్  టెర్మినల్
Send-only service,పంపండి-మాత్రమే సేవ
Sense,సెన్స్
Sense amplifier,సెన్స్ యాంప్లిఫైయర్
Sense light,సెన్స్ లైట్
Sense switch,సెన్స్ స్విచ్
Sense winding,సెన్స్ వైండింగ్
Sensing element,సెన్సింగ్ ఎలిమెంట్
Sensing signal,సెన్సింగ్ సిగ్నల్
Sensing station,సెన్సింగ్ స్టేషన్
Sensor,నమోదు చేయు పరికరము
Sensor-based,సెన్సార్ ఆధారిత
Sensor-based computer,సెన్సార్ ఆధారిత కంప్యూటర్
Sensor-based  System,సెన్సార్ ఆధారిత  వ్యవస్థ
Senstivity analysis,సెన్స్టివిటీ విశ్లేషణ
Sentence,వాక్యం
Sentence key,వాక్య కీ
Sentence symbol,వాక్య చిహ్నం
Sentential form,సెంటెన్షియల్ ఫారం
Sentinel (= flag),సెంటినెల్ (= జెండా)
Separator,సెపరేటర్
Septenary number,సెప్టెనరీ సంఖ్య
Septet,సెప్టెట్
Sequence,సీక్వెన్స్
Sequence check,సీక్వెన్స్ చెక్
Sequence checking  Routine,సీక్వెన్స్ చెకింగ్  దినచర్య
Sequence  Computer,సీక్వెన్స్  కంప్యూటర్
Sequence control  Register,సీక్వెన్స్ కంట్రోల్  రిజిస్టర్
Sequence control  Tape,సీక్వెన్స్ కంట్రోల్  టేప్
Sequence counter,సీక్వెన్స్ కౌంటర్
Sequence error,సీక్వెన్స్ లోపం
Sequence  Generator,సీక్వెన్స్  జనరేటర్
Sequence monitor,సీక్వెన్స్ మానిటర్
Sequence packing,సీక్వెన్స్ ప్యాకింగ్
Sequencer,సీక్వెన్సర్
Sequence register,సీక్వెన్స్ రిజిస్టర్
Sequence symbol,సీక్వెన్స్ సింబల్
Sequence timer,సీక్వెన్స్ టైమర్
Sequencing,సీక్వెన్సింగ్
Sequencing  Criterion,సీక్వెన్సింగ్  ప్రమాణం
Sequencing key,సీక్వెన్సింగ్ కీ
Sequency,సీక్వెన్సీ
Sequential access,సీక్వెన్షియల్ యాక్సెస్
Sequential access  Method,సీక్వెన్షియల్ యాక్సెస్  విధానం
Sequential access  Storage,సీక్వెన్షియల్ యాక్సెస్  నిల్వ
Sequential  Algorithm,సీక్వెన్షియల్  అల్గోరిథం
Sequential batch  Processing,సీక్వెన్షియల్ బ్యాచ్  ప్రాసెసింగ్
Sequential circuit,సీక్వెన్షియల్ సర్క్యూట్
Sequential  Collating,సీక్వెన్షియల్  కొల్లాటింగ్
Sequential  Computer,సీక్వెన్షియల్  కంప్యూటర్
Sequential data set,సీక్వెన్షియల్ డేటా సెట్
Sequential file,సీక్వెన్షియల్ ఫైల్
Sequential file  Organization,సీక్వెన్షియల్ ఫైల్  సంస్థ
Sequential  Function,సీక్వెన్షియల్  ఫంక్షన్
Sequential logic  Element,సీక్వెన్షియల్ లాజిక్  మూలకం
Sequential  Machine,సీక్వెన్షియల్  యంత్రం
Sequential  Operation,సీక్వెన్షియల్  ఆపరేషన్
Sequential  Organisation,సీక్వెన్షియల్  సంస్థ
Sequential process,సీక్వెన్షియల్ ప్రాసెస్
Sequential  Processing,సీక్వెన్షియల్  ప్రాసెసింగ్
Sequential queue,సీక్వెన్షియల్ క్యూ
Sequential reading,సీక్వెన్షియల్ రీడింగ్
Sequential  Scheduling  System,సీక్వెన్షియల్  షెడ్యూలింగ్  వ్యవస్థ
Sequential search  Algorithm,సీక్వెన్షియల్ సెర్చ్  అల్గోరిథం
Sequential  Transducer,సీక్వెన్షియల్  ట్రాన్స్‌డ్యూసెర్
Serial access,సీరియల్ యాక్సెస్
Serial access  Memory,సీరియల్ యాక్సెస్  మెమరీ
Serial-access  Storage,సీరియల్-యాక్సెస్  నిల్వ
Serial adder,సీరియల్ యాడర్
Serial addition,సీరియల్ అదనంగా
Serial bit  Transmission,సీరియల్ బిట్  ప్రసార
Serial-by-bit,సీరియల్-బై-బిట్
Serial computer,సీరియల్ కంప్యూటర్
Serial data,సీరియల్ డేటా
Serial data  Controller,సీరియల్ డేటా  నియంత్రిక
Serial file,సీరియల్ ఫైల్
Serial flow,సీరియల్ ప్రవాహం
Serial-input-output,సీరియల్-ఇన్పుట్-అవుట్పుట్
Serial in serial out,సీరియల్ ఇన్ సీరియల్ అవుట్
Serial interface,సీరియల్ ఇంటర్ఫేస్
Serial operation,సీరియల్ ఆపరేషన్
Serial-parallel,సీరియల్-సమాంతర
Serial port,సీరియల్ పోర్ట్
Serial printer,సీరియల్ ప్రింటర్
Serial process,సీరియల్ ప్రక్రియ
Serial processing,సీరియల్ ప్రాసెసింగ్
Serial  Programming,క్రమ  ప్రోగ్రామింగ్
Serial sort,సీరియల్ సార్ట్
Serial storage,సీరియల్ స్టోరేజ్
Serial terminal,సీరియల్ టెర్మినల్
Serial-to-parallel  Converter,సీరియల్-టు-పారలెల్  కన్వర్టర్
Serial transfer,సీరియల్ బదిలీ
Serial transmission,సీరియల్ ట్రాన్స్మిషన్
Serial word  Operation,సీరియల్ పదం  ఆపరేషన్
Server,సర్వర్
Service bit,సేవా బిట్
Service bureau,సర్వీస్ బ్యూరో
Service circuit,సేవా సర్క్యూట్
Service code,సేవా కోడ్
Service  Engineering,సేవ  ఇంజనీరింగ్
Service order table,సేవా ఆర్డర్ పట్టిక
Service program,సేవా కార్యక్రమం
Service rate,సేవా రేటు
Service request  Interrupt,సేవ కోసం వినతి  అంతరాయం
Service routine,సేవా దినచర్య
Servo mechanism,సర్వో మెకానిజం
Servomultiplier,సర్వోమల్టిప్లియర్
Servo surface,సర్వో ఉపరితలం
Session control,సెషన్ నియంత్రణ
Session layer,సెషన్ పొర
Set algebra,బీజగణితం సెట్ చేయండి
Set break point,సెట్ బ్రేక్ పాయింట్
Set difference,వ్యత్యాసాన్ని సెట్ చేయండి
Set point,సెట్ పాయింట్
Set symbol,సెట్ చిహ్నం
Setting time,సమయం సెట్ చేస్తుంది
Set up,ఏర్పాటు
Set up diagram,రేఖాచిత్రాన్ని సెటప్ చేయండి
Seven-bit-byte,ఏడు-బిట్-బైట్
Seven-layer  Reference model,ఏడు పొరలు  రిఫరెన్స్ మోడల్
Seven-segment  Display,ఏడు సెగ్మెంట్  ప్రదర్శన
Severity code,తీవ్రత కోడ్
Sextet,సెక్స్‌టెట్
Shading,షేడింగ్
Shannon,షానన్
Shannon-Fano  Coding,షానన్-ఫానో  కోడింగ్
Shannon-Hartley  Law,షానన్-హార్ట్లీ  చట్టం
Shannon's  Diagram,షానన్  రేఖాచిత్రం
Shannon's model,షానన్ మోడల్
Shannon's theorem,షానన్ సిద్ధాంతం
Shaping network,నెట్‌వర్క్ ఆకృతి
Shared batch area,షేర్డ్ బ్యాచ్ ప్రాంతం
Shared disc,షేర్డ్ డిస్క్
Shared file,షేర్డ్ ఫైల్
Shared logic,షేర్డ్ లాజిక్
Shared logic  System,షేర్డ్ లాజిక్  వ్యవస్థ
Shared memory,షేర్డ్ మెమరీ
Shared resource,భాగస్వామ్య వనరు
Shared storage,భాగస్వామ్య నిల్వ
Shared system,షేర్డ్ సిస్టమ్
Shared virtual area,షేర్డ్ వర్చువల్ ఏరియా
Sharing,భాగస్వామ్యం
Sheet,షీట్
Sheet feeder,షీట్ ఫీడర్
Sheffer stroke,షెఫర్ స్ట్రోక్
Shell's method,షెల్ యొక్క పద్ధతి
Shell sort,షెల్ సార్ట్
Shift,మార్పు
Shift character,షిఫ్ట్ అక్షరం
Shift counter,షిఫ్ట్ కౌంటర్
Shift down modem,మోడెమ్ డౌన్ షిఫ్ట్
Shift-in character,షిఫ్ట్-ఇన్ అక్షరం
Shift instruction,షిఫ్ట్ సూచన
Shift keying,షిఫ్ట్ కీయింగ్
Shift out character,అక్షరాన్ని మార్చండి
Shift pulse,షిఫ్ట్ పల్స్
Shift reduce  Parsing,షిఫ్ట్ తగ్గించండి  పార్సింగ్
Shift register,షిఫ్ట్ రిజిస్టర్
Shooting method,షూటింగ్ పద్ధతి
Shop,అంగడి
Short block,చిన్న బ్లాక్
Short card,చిన్న కార్డు
Short code dialing,చిన్న కోడ్ డయలింగ్
Short dialing,చిన్న డయలింగ్
Shortest path  Algorithm,చిన్న మార్గం  అల్గోరిథం
Short instruction,చిన్న సూచన
Short term  Scheduling,తక్కువ సమయం  షెడ్యూలింగ్
Short term storage,స్వల్పకాలిక నిల్వ
Short word,చిన్న పదం
Shoulder tap,భుజం ట్యాప్
Shut off sequence,షట్ ఆఫ్ సీక్వెన్స్
Sibling,తోబుట్టువు
Side band,సైడ్ బ్యాండ్
Side circuit,సైడ్ సర్క్యూట్
Side effect,దుష్ప్రభావాన్ని
Side lobe,సైడ్ లోబ్
Sifting technique,జల్లెడ సాంకేతికత
Sight check,దృష్టి తనిఖీ
Sigma language,సిగ్మా భాష
Sigma memory,సిగ్మా మెమరీ
Sigma storage,సిగ్మా నిల్వ
Sigma tree,సిగ్మా చెట్టు
Sigma word,సిగ్మా పదం
Sign,సైన్
Signal,సిగ్నల్
Signal conditioning,సిగ్నల్ కండిషనింగ్
Signal conversion  Equipment,సిగ్నల్ మార్పిడి  పరికరాలు
Signal converter,సిగ్నల్ కన్వర్టర్
Signal distance,సిగ్నల్ దూరం
Signal distributor,సిగ్నల్ డిస్ట్రిబ్యూటర్
Signal element,సిగ్నల్ ఎలిమెంట్
Signal enabling,సిగ్నల్ ఎనేబుల్
Signal inhibiting,సిగ్నల్ ఇన్హిబిటింగ్
Signal level,సిగ్నల్ స్థాయి
Signalling rate,సిగ్నలింగ్ రేటు
Signal operation,సిగ్నల్ ఆపరేషన్
Signal processing,సిగ్నల్ ప్రాసెసింగ్
Signal processor,సిగ్నల్ ప్రాసెసర్
Signal ratio,సిగ్నల్ నిష్పత్తి
Signal  Regeneration,సిగ్నల్  పునరుత్పత్తి
Signal  Standardisation,సిగ్నల్  ప్రామాణీకరణ
Signal strength,సిగ్నల్ బలం
Signal to noise  Ratio,శబ్దానికి సిగ్నల్  నిష్పత్తి
Signal transfer  Point,సిగ్నల్ బదిలీ  పాయింట్
Signal  Transformation,సిగ్నల్  పరివర్తన
Signature analysis,సంతకం విశ్లేషణ
Signature testing,సంతకం పరీక్ష
Sign bit,సైన్ బిట్
Sign character,సైన్ క్యారెక్టర్
Sign condition,సైన్ కండిషన్
Sign digit,సంతకం అంకె
Signed binary,సంతకం చేసిన బైనరీ
Signed field,సంతకం చేసిన ఫీల్డ్
Signed magnitude  Representation,సంతకం చేసిన పరిమాణం  ప్రాతినిథ్యం
Signed packet  Decimal,సంతకం చేసిన ప్యాకెట్  దశాంశం
Significant digit,ముఖ్యమైన అంకె
Significant digit  Arithmetic,ముఖ్యమైన అంకె  అంకగణితం
Significant figure,ముఖ్యమైన సంఖ్య
Significant interval,ముఖ్యమైన విరామం
Sign magnitude,సంకేత పరిమాణం
Sign position,సైన్ స్థానం
Silicon chip,సిలికాన్ చిప్
Silicon gate,సిలికాన్ గేట్
Similar trees,ఇలాంటి చెట్లు
Simple buffering,సాధారణ బఫరింగ్
Simple condition,సాధారణ పరిస్థితి
Simple instruction,సాధారణ సూచన
Simple instruction  Multiple data,సాధారణ సూచన  బహుళ డేటా
Simple parameter,సాధారణ పరామితి
Simple parity  Check,సాధారణ సమానత్వం  తనిఖీ
Simplex channel,సింప్లెక్స్ ఛానల్
Simplex circuit,సింప్లెక్స్ సర్క్యూట్
Simplex code,సింప్లెక్స్ కోడ్
Simplex  Communication,సింప్లెక్స్  కమ్యూనికేషన్
Simplex method,సింప్లెక్స్ పద్ధతి
Simplex system,సింప్లెక్స్ సిస్టమ్
Simplex  Transmission,సింప్లెక్స్  ప్రసార
SIMSCRIPT,సిమ్‌స్క్రిప్ట్
Simulation  Language,అనుకరణ  భాష
Simulator,సిమ్యులేటర్
Simultaneous  Access,ఏకకాలంలో  యాక్సెస్
Simultaneous  Computer,ఏకకాలంలో  కంప్యూటర్
Simultaneous input  Output,ఏకకాల ఇన్పుట్  అవుట్పుట్
Simultaneous  Operation,ఏకకాలంలో  ఆపరేషన్
Simultaneous  Processing,ఏకకాలంలో  ప్రాసెసింగ్
Simultaneous  Transmission,ఏకకాలంలో  ప్రసార
Single address,ఒకే చిరునామా
Single address  Code,ఒకే చిరునామా  కోడ్
Single address  Instruction,ఒకే చిరునామా  సూచన
Single address  Message,ఒకే చిరునామా  సందేశం
Single assignment  Language,సింగిల్ అసైన్‌మెంట్  భాష
Single buffering,సింగిల్ బఫరింగ్
Single circuit,సింగిల్ సర్క్యూట్
Single cycle key,సింగిల్ సైకిల్ కీ
Single domain  Network,సింగిల్ డొమైన్  నెట్‌వర్క్
Single error,ఒకే లోపం
Single frequency  Signalling,సింగిల్ ఫ్రీక్వెన్సీ  సిగ్నలింగ్
Single instruction  Multiple data,ఒకే సూచన  బహుళ డేటా
Single length  Working,ఒకే పొడవు  పని
Single office  Exchange,ఒకే కార్యాలయం  మార్పిడి
Single operand  Addressing,సింగిల్ ఒపెరాండ్  చిరునామా
Single operand  Instruction,సింగిల్ ఒపెరాండ్  సూచన
Single operation,ఒకే ఆపరేషన్
Single pass  Program,సింగిల్ పాస్  ప్రోగ్రామ్
Single point  Ground,సింగిల్ పాయింట్  గ్రౌండ్
Single precision,ఒకే ఖచ్చితత్వం
Single set up,సింగిల్ సెటప్
Single sheet   Feeding,సింగిల్ షీట్  దాణా
Single shot circuit,సింగిల్ షాట్ సర్క్యూట్
