Hindi,English
प्रकाशीय युग्मक,Optocoupler
प्रकाशीय इलेक्ट्रॉनिकी,Optoelectronics
"ऑर गेट, OR गेट",OR gate
कक्षा,Orbit
दोलित्र,Oscillator
"दोलनलेख, ऑसिलोग्राम",Oscillogram
"दोलनलेखी, ऑसिलोग्राफ",Oscillograph
"दोलनदशब, ऑसिलोस्कोप",Oscilloscope
बाहरी अंतः पत्रक,Outer interleaver
"निर्गमनी फीडर, निर्गमनी प्रभरक",Outgoing feeder
निर्गम,Output
निर्गम स्तर,Output level
निर्गममापी,Output meter
निर्गम ट्रांसफार्मर,Output transformer
निर्गम वाल्व,Output valve
निर्गम तंरगरूप,Output waveform
बाह्य प्रसारण,Outside broadcast (OB)
अवन,Oven
अतियुग्मन,Over coupling
"अतिमॉडुलन, अधिमॉडुलन",Over modulation
अधिवोल्टता,Over voltage
समग्र क्षीणन,Overall attenuation
समग्र प्रसारण विश्वसनीयता,Overall broadcast reliability
समग्र दक्षता,Overall efficiency
समग्र अधिग्रहण विष्वसनीयता,Overall reception reliability
समग्र अनुक्रिया,Overall response
"समग्र प्रणाली, समग्र तंत्र",Overall system
ध्वनि-अतिअंतरण,Overdubbing
शिरोपरि लाइन,Overhead line
शिरोपरि तार,Overhead wire
अतिभार,Overload
अतिभार संरक्षण युक्ति,Overload protection devices
"अतिभार ट्रिप, अधिभार मोचन",Overload trip
अधिप्रतिचयन,Oversampling
"संकुलित, बंधा हुआ",Packed
पैकेट स्विचन,Packet switching
पैकेटीकरण,Packetization
पैकेटीकृत,Packetized
पैड,Pad
"पृष्ठन, पृष्ठीकरण",Paging
विस्तार स्क्रीन,Pan screen
"पैनल, नामिका",Panel
"पैनकरण, क्षैतिज प्रसर्पण",Panning
परि–ष्य,Panorama
परवलयाकार माइक्रोफोन,Parabolic microphone
"आमूल परिवर्तन, पैराडिम शिफ्ट",Paradigm shift
विरोधाभास,Paradox
"समांतर पोर्ट, संद्वार",Parallel port
प्राचल,Parameter
पराश्रयी हानि,Parasitic loss
पराश्रयी दोलन,Parasitic oscillation
"समता द्वयंक, समता बिट",Parity bit
समता परीक्षण,Parity testing
पारसेक,Parsec
" आंशिक विभेदन            , आंशिक विघटन",Partial resolution
"पारण बैंड, पासबैंड",Passband
निष्क्रिय,Passive
"निष्क्रिय जालक्रम, निष्क्रिय नेटवर्क",Passive network
पासवर्ड,Password
पैच,Patch
पैच कॉर्ड,Patch cord
पथ हानि,Path loss
प्रतिरूप,Pattern
लाद भार,Payload
शिखर तुंगता,Peak altitude
शिखर एनोड धारा,Peak anode current
शिखर सीमक,Peak limiter
"शिखर भार, शिखर लोड",Peak load
शिखर मान,Peak value
शिखरण,Peaking
"उच्च- निम्न शिखर वोल्टता, पीक-टू-पीक वोल्टता",Peak-to-peak voltage
"पीयर-टू-पीयर, समस्तर",Peer-to-peer
"अवगमी निदर्श, अवगमी मॉडल",Perceptional model
अनुबोधक निदर्श,Perceptual model
निष्पादन,Performance
उपभू,Perigee
आवतब परीक्षण,Periodic test
"परिधीय, उपांतीय",Peripheral
सह उपकरण,Peripherals
" पारगम्यता  , चुंबकशीलता",Permeability
" परावैद्युतांक  , विद्युतशीलता",Permittivity
"आभासी षक्ति प्रदाय, फैंटम पावर सप्लाई",Phantom power supply
"कला; प्रावस्था, फेज",Phase
फेज एकांतरण लाइन,Phase alteration line
"कला तुलनित्र, फेज तुलनित्र",Phase comparator
"कला विलंब, फेज विलंब",Phase delay
"कला विविक्तिकर, फेज विविक्तिकर",Phase discriminator
"कला पाशित लूप आवृत्ति, फेज पाशित लूप संष्लेषक",Phase locked loop frequency synthesizer
"कला मॉडुलन, फेज मॉडुलन",Phase modulation
"कला व्युत्क्रमण, व्युत्क्रमण",Phase reversal
"कला विस्थापन कुंजीयन, फेज विस्थापन कुंजीयन",Phase shift keying
फोन-कनसोल,Phone in console
फोन-कार्यक्रम,Phone in programme
"भौतिक परत, भौतिक स्तर",Physical layer
चित्रीय,Pictorial
"दाब वैद्युत्, पीजोइलेक्ट्रिक",Piezoelectric
पायलट जनित्र,Pilot generator
पायलट संकेत,Pilot signal
पथप्रदशब समस्वर,Pilot tone
"चौर्य, पायरेसी",Piracy
" अंतराल , तारत्व",Pitch
"चित्र तत्व, पिक्सेल, चित्र अवयव",Pixel
चित्र अवयवीकरण,Pixelization
संयंत्र,Plant
प्लाज्मा,Plasma
"प्लेटफार्म, पटल",Platform
"प्रतिश्रवण, प्ले-बैक; प्रस्तुति",Play back
प्ले-बैक प्रवर्धक,Play back amplifier
प्ले-बैक शीर्ष,Play back head
"प्लेलिस्ट, श्रवण सूची",Playlist
प्लेआउट,Playout
"प्लॉटर, आलेखक, अंकक",Plotter
प्लग,Plug
वातिल नियंत्रण तंत्र,Pneumatic control system
धुवीकरण,Polarisation
धुवता,Polarity
बहुभुज,Polygon
बहुपदीय,Polynomial
बहुप्रावस्था फिल्टर बैंक,Polyphase filter bank
"द्वारमंडप, पोर्च",Porch
सरंध्र अवशोषक,Porous absorber
"द्वार, पोर्ट",Port
धन शिखर,Positive peak
पष्च तुल्यकालन,Post synchronisation
विभवमापी,Potentiometer
"षक्ति, विद्युत्",Power
षक्ति प्रवर्धक,Power amplifier
षक्ति संयोजन,Power combining
षक्ति खपत,Power consumption
षक्ति नियंत्रण,Power control
षक्ति घनत्व,Power density
षक्ति वितरण,Power distribution
षक्ति भंग,Power failure
षक्ति लब्धि,Power gain
षक्ति सूचक,Power indicator
षक्ति अंतरापृष्ठ,Power interface
"विद्युत् प्रदाय, विद्युत् संभरण, षक्ति प्रदाय",Power supply
विद्युत् प्रदाय-योजनाबद्ध,Power supply- schematic
पावर स्विच,Power switch
पावर ट्रांसफार्मर,Power transformer
"पूर्वता प्रभाव, पूर्ववर्तिता",Precedence effect
प्रागुक्तीय कोडन,Predictive coding
"प्राक् प्रबलन, पूर्व प्रबलन",Pre-emphasis
पूर्व मिश्रण,Pre-mix
पूर्व अभिलेखित,Pre-recorded
परिरक्षण,Preservation
दाब बटन,Press button
दाब परीक्षण,Pressure testing
प्राथमिक वर्ण,Primary colour
प्राथमिक व्याप्ति,Primary coverage
आदि बहुपद,Primitive polynomial
"मुद्रित परिपथ पटल, मुद्रित परिपथ बोर्ड (पी सी बी)",Printed circuit board (PCB)
"प्रिंटर, मुद्रित्र",Printer
प्रक्रिया,Procedure
" प्रक्रम , प्रक्रिया",Process
" प्रक्रमण , प्रक्रिया",Processing
प्रक्रमक,Processor
"रूपरेखा, परिच्छेदिका",Profile
प्रोग्राम बहुसंकेतन,Program multiplexing
" प्रोग्राम, क्रमादेश  , कार्यक्रम",Programme (program)
"प्रोग्रामक, क्रमादेशक",Programmer
"परियोजना प्रबंधन, परियोजना प्रबंध",Project management
प्रचुरोद्भवन,Proliferation
"संचरण, प्रेषण, प्रसारण",Propagation
रेडियो तरंगों का संचरण,Propagation  of radio waves
संचरण वक्र,Propagation curve
गुणधर्म,Property
समानुपातिक,Proportional
संरक्षण अनुपात,Protection ratio
संरक्षी रिले,Protective relay
" संदेशाचार, प्रोटोकॉल",Protocol
"आदिरूप, प्रोटोटाइप",Prototype
"परोक्ष परिसेवक, परोक्ष सर्वर",Proxy server
"मनोध्वानिक कूटक, मनोध्वानिक कोडक",Psychoacoustic coder
मनोध्वानिक विधा,Psychoacoustic mode
मनोध्वानिक निदर्श,Psychoacoustic model
मनोध्वानिक परिघटना,Psychoacoustic phenomenon
मनोध्वानिकी,Psychoacoustics
मनोमितीय संचित्र,Psychometric chart
जन संबोधन प्रवर्धक,Public address amplifier
लोक प्रसारक,Public broadcaster
स्पंद,Pulse
स्पंद कोड मॉडुलन,Pulse code modulation
स्पंद जनित्र,Pulse generator
स्पंद मॉडुलन,Pulse modulation
स्पंद उत्कर्ष काल,Pulse rise time
"स्पंद विस्तार, स्पंद चौड़ाई",Pulse width
"छिद्रित कार्ड, छिद्रित पत्रक",Punched card
छिद्रण,Puncturing
दाब बटन,Push button
दाब-कर्ष षक्ति प्रवर्धक,Push pull power amplifier
चतुर्ध्वानिक,Quadraphonic
" समकोणांतर  , समकोणिक",Quadrature
गुणता,Quality
गुणता नियंत्रण,Quality control
गुणता कारक,Quality factor
"मात्रा, राशि, परिमाण",Quantity
"क्वांटमन, क्वांटमीकरण",Quantization
क्वांटमन त्रुटि,Quantization error
क्वांटमीकरण,Quantizing
" द्रुत क्षीणन, , द्रुत शीतन,",Quenching
विकिरित षक्ति,Radiated power
विकिरण,Radiation
विकिरण दक्षता,Radiation efficiency
रेडियो,Radio
रेडियोसक्रियता संकट,Radio activity hazards
रेडियो खगोलिकी,Radio astronomy
रेडियो आवृत्ति,Radio frequency
रेडियो आवृत्ति चालन,Radio frequency (RF) drive
"रेडियो आवृत्ति फीडर, रेडियो आवृत्ति प्रभरक",Radio frequency (RF) feeder
रेडियो आवृत्ति दोलित्र,Radio frequency (RF) oscillator
रेडियो आवृत्ति संश्लेषक,Radio frequency (RF) synthesizer
रेडियो व्यतिकरण,Radio interference
रेडियो स्थिति निर्धारण,Radio location
रेडियो नेटवर्किंग चैनल,Radio networking (RN) channel
रेडियो संचरण माध्यम,Radio propagation medium
रेडियो अभिग्राही,Radio receiver
रेडियो नियमन,Radio regulations
रेडियो संकेत,Radio signal
रेडियो स्पेक्ट्रम,Radio spectrum
"रेडियो अनुवर्तन, रेडियो अनुपथन",Radio tracking
"रेडियो प्रेषित्र, रेडियो ट्रांसमीटर",Radio transmitter
रेडियो तरंग,Radio wave
त्रिज्या,Radius
"रैम्प, ढलान",Ramp
या–च्छिक,Random
या–च्छिक आंकड़ा,Random data
या–च्छिक त्रुटि,Random error
या–च्छिक उच्चावचन,Random fluctuations
परास,Range
रास्टर,Raster
रास्टर प्रतिबिंब आरूप,Raster image format
दर नियंत्रण,Rate control
परिवर्तन-दर,Rate of change
"निर्धारित क्षमता, निर्धारित धारिता",Rated capacity
निर्धारित अश्वषक्ति,Rated horse power
निर्धारित षक्ति,Rated power
" निर्धारण , अनुमतांक",Rating
"आर सी युग्मन, R-C युग्मन",R-C coupling
प्रतिघात,Reactance
" प्रतिक्रिया  , अभिक्रिया",Reaction
प्रतिघाती घटक,Reactive component
"प्रतिघाती भार, प्रतिघाती लोड",Reactive load
अभिकर्मक निक्षारण,Reagent etching
वास्तविक काल संचरण,Real time transmission
पुनःप्रसारण,Rebroadcasting
अभिग्राही,Receiver
अभिग्राही ऐन्टेना,Receiving antenna
अभिग्राही केंद्र,Receiving centre
अभिग्रहण,Reception
अभिग्रहण रिपोर्ट,Reception report
अभिग्रहण सर्वेक्षण,Reception survey
व्युत्क्रम,Reciprocal
"पुनर्निर्माण फिल्टर, पुनर्निर्माण निस्यंदक",Reconstruction filter
अभिलेखनीय,Recordable
अभिलेखित,Recorded
अभिलेखित्र,Recorder
अभिलेखन,Recording
अभिलेखन बूथ,Recording booth
"अभिलेखन शीर्ष, अभिलेखन हेड",Recording head
डिस्क-अभिलेखन,Recording on disc
अभिलेखन कक्ष,Recording room
अभिलेखन पद्धति,Recording system
"अभिलेखन टेप, अभिलेखन फीता, अभिलेखन तंत्र",Recording tape
" दिष्टकरण  , परिशोधन",Rectification
दिष्टकारी संकेत,Rectified signal
" दिष्टकारी  , परिशोधक",Rectifier
पुनश्चक्र,Recycle
"अतिरेकता, अपेक्षाधिक्य",Redundancy
"अतिरिक्त, अपेक्षाधिक",Redundant
अतिरिक्त तत्व,Redundant element
"पुनःअभियांत्रिकीकरण, पुनर्विन्यास",Re-engineering
पुनर्वर्धन,Re-enlargement
संदर्भ आवृत्ति,Reference frequency
संदर्भ मान,Reference value
परावतब परत,Reflecting layer
परावतब माध्यम,Reflecting medium
परावतब पृष्ठ,Reflecting surface
परावर्तन,Reflection
परावर्तक,Reflector
ऐन्टेना परावर्तक,Reflector for antenna
अपवर्तन,Refraction
अपवर्तनांक,Refractive index
प्रशीतन,Refrigeration
पुनर्जनन,Regeneration
"रजिस्टर, पंजी",Register
नियामक वाल्व,Regulating valve
नियमन,Regulation
नियामक,Regulator
नियामक,Regulatory
प्रबलन,Reinforcement
संबंधपरक,Relational
" सापेक्ष विद्युत्शीलता,",Relative permittivity
"रिले, प्रतिसारण केंद्र",Relay
रिले केंद्र,Relay centre
मूक रिले,Relay muting
रिले प्रेषित्र,Relay transmitter
मोचन,Release
निर्वोल्टता मोचन,Release no volt
विष्वसनीयता,Reliability
विष्वसनीय,Reliable
"सुदूर, रिमोट",Remote
"सुदूर-नियंत्रण, रिमोट कंट्रोल",Remote control
सुदूर नियंत्रण एवं संचालन तंत्र,Remote control and navigation system
सुदूर नियंत्रण एकक,Remote control unit
सुदूर तंत्र,Remote system
सुदूर-नियंत्रित उपस्कर,Remotely controlled equipment
पुनरावतब कुंडली,Repeat coil
पुनरावर्तक,Repeater
प्रतिस्थापन,Replacement
पुनः पूर्ति,Replenishment
" पुनरुत्पादन  , पुनः प्रस्तुति",Reproduce
"पुनरुत्पादन, जनन",Reproduction
पुनः अभिलेखन,Re-recording
अनुसंधान एवं विकास,Research and development
"पुनर्नियोजन, पुनः नियोजन",Reset
अवशिष्ट पुनर्मिश्रण,Residual reshuffling
"अवशिष्ट, अवशेष",Residue
प्रतिरोध,Resistance
प्रतिरोध भार,Resistance load
प्रतिरोधक,Resistor
विभेदन,Resolution
अनुनाद,Resonance
अनुनाद आवृत्ति,Resonance frequency
अनुनादी,Resonant
अनुनादी लाइन,Resonant line
अनुनादक,Resonator
"संसाधन, साधन",Resource
संसाधन सहभागिता,Resource sharing
अनुक्रिया अवधि,Responding period
अनुक्रिया,Response
पुनः स्थापन,Restoration
परिणामी,Resultant
धारण,Retention
"पुनर्प्रेषण, पुनः संचार",Retransmission
"पुनःप्रापण, पुनःप्राप्ति",Retrieval
पुनःप्राप्ति इंजन,Retrieval engine
पुनः प्रयास,Retry
"प्रतिगम, वापसी",Return
वापसी पथ,Return path
अनुरणन,Reverberation
अनुरणन काल,Reverberation  time
विपरीत अभिनत डायोड,Reverse biased diode
प्रतीप धारा,Reverse current
परिक्रमी,Revolving
पुनः कुंडलन,Rewind
पुनः तारयोज्य फ्यूज,Rewirable fuse
पुनः तार स्थापन,Rewiring
"पुनः लेखनीय, पुनर्लेखनीय",Rewritable
"रेडियो आवृत्ति चालक, आर एफ ड्राइव",RF drive
"रेडियो आवृत्ति प्रभरक, आर एफ फीडर",RF feeder
रेडियो आवृत्ति संकट,RF hazards
"आर एफ संरक्षण अनुपात, रेडियो आवृति संरक्षण अनुपात",RF protection ratio
"धारा नियंत्रक, धारा नियामक",Rheostat
रिबन,Ribbon
रिवेट,Rivet
रिवेटित जोड़,Rivetted joint
रिवेट लगाना,Rivetting
"रेडियो नेटवर्क चैनल, आर एन चैनल, RN चैनल",RN channel
"रोबोट, यंत्र मानव",Robot
रोबोटिक्स,Robotics
अंतर्बेलन,Roll in
बहिर्बेलन,Roll out
मूल,Root
घूणब,Rotary
"घूर्णन, चक्रानुक्रम",Rotation
मार्ग,Route
"अनुमार्गक, राउटर",Router
"नेमी प्रचालन, सामान्य क्रियाएं",Routine operations
अनुमार्गन,Routing
कार्य अवधि,Run time
सुरक्षा व्यवस्था,Safety arrangement
सुरक्षा अंतःपाश,Safety interlock
"अवनमन, झोल",Sag
प्रमुख अभिलक्षण,Salient features
"नमूना, प्रतिदर्श",Sample
सैंपल ऐंड होल्ड परिपथ,Sample and hold circuit
"प्रतिदर्श आमाप, सैंपल साइज",Sample size
प्रतिचयित आंकड़ा,Sampled data
प्रतिचयन,Sampling
प्रतिचयन दर,Sampling rate
प्रतिचयन संतृप्ति,Sampling saturation
प्रतिचयन सिद्धांत/ प्रमेय,Sampling theory/theorem
उपग्रह,Satellite
उपग्रह संचार,Satellite communication
उपग्रह व्याप्ति,Satellite coverage
"उपग्रह अंकीय कड़ी, उपग्रह अंकीय लिंक",Satellite digital link
उपग्रह व्यतिकरण,Satellite interference
उपग्रह रेडियो,Satellite radio
"उपग्रह रेडियो संचरण, उपग्रह रेडियो प्रेषण",Satellite radio transmission
"उपग्रह संचरण,  उपग्रह प्रेषण",Satellite transmission
संतृप्त हवा,Saturated air
संतृप्ति धारा,Saturating current
संतृप्ति,Saturation
आरा दंती तरंग,Saw tooth wave
"अनुमापनीयता, विस्तार क्षमता",Scalability
"अनुमाप, पैमाना, मापनी",Scale
"माप गुणक, स्केल गुणक",Scale factor
"सोपानी, क्रम गणक, सोपानन",Scaling
क्रमवीक्षित किरणपुंज,Scanned beam
क्रमवीक्षक,Scanner
क्रमवीक्षण आवृत्ति,Scanning frequency
क्रमवीक्षण लाइन,Scanning line
प्रकीर्णन,Scattering
परि–श्य,Scenario
अनुसूचक,Scheduler
व्यवस्थात्मक,Schematic
शॉटकी रोधिका,Schottkey barrier
प्रस्फुरण,Scintillation
अस्फुटक,Scrambler
अस्फुटन,Scrambling
"स्क्रैप, क्षेप्य",Scrap
"खुरचन, टुकड़ा, खंड, स्क्रैप",Scraping
" खरोंच , खरखराहट",Scratch
"परदा, स्क्रीन",Screen
"स्क्रीन जलन, प्रपट्ट जलन",Screen burn
स्क्रीन उपमार्ग,Screen bypass
स्क्रीन धारा,Screen current
स्क्रीन ग्रिड,Screen grid
"स्क्रीन रक्षी, प्रपट्ट रक्षी",Screen saver
आवरित केबल,Screened cable
" विविक्तीकरण  , स्क्रीन प्रदर्शन , छानबीन , छानना",Screening
"स्क्रॉल, वलनी",Scroll
"स्क्रॉल बार, वलनी दंड",Scroll bar
"कुंडलन, स्क्रॉलन",Scrolling
"अन्वेषी इंजन, खोजी इंजन",Search engine
"द्वितीयक, गौण",Secondary
"द्वितीयक सेल,  संचायक सेल",Secondary cell
"सेक्टर, त्रिज्यखंड",Sector
"टुकड़ा, खंड",Segment
स्वतः नैदानिक,Self diagnostic
अर्धचालक,Semiconductor
प्रेषक,Sender
"संवेदनशीलता, सुग्राहिता",Sensitivity
"संवेदक, संवेदित्र, सुग्राही",Sensor
अनुक्रम,Sequence
" क्रमिक , धारावाहिक",Serial
क्रमिक अभिगम,Serial access
"क्रमिक संपर्कस्थल, क्रमिक द्वारक",Serial port
श्रेणी अनुनाद,Series resonance
"सर्वर, परिसेवक",Server
"व्यवस्था, व्यवस्थापन",Setup
"छायांकन, छायन, छादन",Shading
"छाया, प्रतिछाया",Shadow
शैनन प्रमेय,Shannon’s theorem
संरूपण,Shaping
सहभागिता सामग्री,Shareware
"आच्छद, आवरण",Sheath
" विस्थापन , पारी",Shift
विस्थापन,Shifting
प्रघात,Shock
लघु परिपथ,Short circuit
लघुपथ परीक्षण,Short circuit test
लघु तरंग,Short wave
लघु तरंग केंद्र,Short wave centre
" लघु पथ , सरल उपाय",Shortcut
" काम-बंद , विराम, शटडाउन",Shutdown
विराम संकेत,Shutdown signal
"पार्ष्व बैंड, पार्ष्व पट्ट",Side band
पार्ष्व बैंड षक्ति,Side band power
"संकेत, सिगनल",Signal
संकेत आयाम,Signal amplitude
संकेत प्रवाह ग्राफ,Signal flow graph
संकेत जनित्र,Signal generator
संकेत प्रकाश,Signal light
संकेत अनुमार्गन,Signal routing
संकेत सामर्थ्य,Signal strength
"संकेत-अप्रासंगिक वार्ता अनुपात, संकेत-क्रॉस वार्ता अनुपात, संकेत संकर वार्ता अनुपात",Signal to cross talk ratio
संकेत-रव अनुपात,Signal to noise ratio
संकेत-अभारित रव अनुपात,Signal to unweighted noise ratio
संकेतन और स्विचन,Signalling and switching
"संकेत द्वयंक, संकेत बिट",Signalling bit
"सार्थक पार्ष्वबैंड, सार्थक पार्ष्वपट्ट",Significant sidebands
"एकमुखी, सरल, एकधा, एक संकेतन",Simplex
अनुकरण,Simulation
"अनुकारक, अनुकारी",Simulator
समकालीन प्रसारण,Simulcast
समकालिक प्रच्छादन,Simultaneous masking
"ज्या घटक, साइन घटक",Sine component
"ज्या तरंग, साइन तरंग",Sine wave
एकल आवृत्ति जालक्रम,Single frequency network
एकल कला मोटर,Single phase motor
"स्थल, साइट",Site
"स्थल नक्शा, स्थल अभिन्यास",Site layout plan
कुशल प्रचालक,Skilled operator
प्लूति दूरी,Skip distance
व्योम तरंग,Sky wave
व्योम तरंग संचरण,Sky wave propagation
"पट्ट, स्लैब",Slab
तिर्यक् पथ,Slant path
"खांचा, नाली",Slot
स्मार्ट कार्ड,Smart card
सोडियम वाष्प लैम्प,Sodium vapour lamp
सुगम कुंजी,Soft key
सॉफ्टवेयर,Software
सौर सक्रियता,Solar activity
सौर ऊर्जा,Solar energy
सौर प्रज्वाल,Solar flares
सौर षक्तियुक्त,Solar powered
"ठोस अवस्था,  ठोसावस्था",Solid state
ठोस अवस्था भंडारण,Solid state storage
ठोस अवस्था प्रेषित्र,Solid state transmitter
छांटना,Sort
ध्वनि,Sound
ध्वनि अवशोषण,Sound absorption
ध्वनि संतुलन,Sound balance
ध्वनि संसूचक,Sound detector
ध्वनि मिश्रक,Sound mixer
ध्वनि परिप्रेक्ष्य,Sound perspective
ध्वनि षक्ति,Sound power
ध्वनिरोधी,Sound proof
ध्वनि अभिलेखन,Sound recording
ध्वनि परावर्तन,Sound reflection
ध्वनि संचरण हानि,Sound transmission loss
"साधन, स्रोत",Source
स्रोत कोडक,Source encoder
" आकाश ,अंतरिक्ष  , अंतराल",Space
"अंतरिक्ष विविधता, आकाशीय विविधता",Space diversity
अंतरिक्ष दूरप्रसारण,Space telecasting
अंतरिक्ष तरंग,Space wave
"अंतराल, अंतरण",Spacing
"स्पैम, अपसंदेश",Spam
"अपसंदेशन, स्पैमन",Spamming
"फैलाव, विस्तृति",Span
"अतिरिक्त द्वयंक, अतिरिक्त बिट",Spare bit
अतिरिक्त  पुर्जे,Spares
स्फुलिंग; स्फुलिंगन,Sparking
" आकाशीय , स्थानिक",Spatial
स्थानिक प्रभाव,Spatial effect
स्थानिक अतिरिक्त्ता,Spatial redundancy
"विशेष प्रभाव, विशेष आभास",Special effect
विशेष प्रभाव प्रवर्धक,Special effects amplifier
"विशिष्टता, विशिष्टीकरण; विशेषज्ञता",Specialization
विनिर्देश,Specification
स्पेक्ट्रमी अवशोषण,Spectral absorption
स्पेक्ट्रमी बैंड प्रतिकृति,Spectral band replication
स्पेक्ट्रमी वितरण,Spectral distribution
स्पेक्ट्रमी अतिरिक्तता,Spectral redundancy
"स्पेक्ट्रम प्रकाशमापी, स्पेक्ट्रोफोटोमीटर",Spectrophotometer
स्पेक्ट्रमदशब,Spectroscope
स्पेक्ट्रम,Spectrum
"स्पेक्ट्रम विष्लेषक, स्पेक्ट्रम विष्लेषत्र",Spectrum analyzer
स्पेक्ट्रम संरूपण,Spectrum shaping
वाक् उच्चारण,Speech articulation
वाक् चैनल,Speech channel
वाक् संपीडन,Speech compression
वाक् कोडन,Speech encoding
वाक् बोध,Speech recognition
प्रचक्रण,Spin
पेंचदार; सर्पिल,Spiral
संयोजन,Splicing
"विपाटक, स्प्लिटर",Splitter
"स्पूल, चरखी",Spool
कदाचनिक,Sporadic
"बिंदु किरणपुंज, स्थान किरणपुंज",Spot beams
"विस्तृतशीट, स्प्रेडशीट",Spread sheet
"भ्रामक और संनादी विकिरण, मिथ्या और संनादी विकिरण",Spurious and harmonic radiation
भ्रामक पार्ष्वबैंड आवृत्तियां,Spurious sideband frequencies
निष्पीडित वीडियो,Squeezed video
मुद्रांकन,Stamping
मानक सॉफ्टवेयर,Standard software
मानकीकरण,Standardization
आपातोपयोगी,Standby
आपातोपयोगी उपस्कर,Standby equipment
अप्रगामी तरंग,Standing wave
अप्रगामी तंरग अनुपात,Standing wave ratio
प्रवर्तन बल-आघूर्ण,Starting torque
आरंभ-विराम,Start-stop
"स्थिर, स्थैतिक",Static
सांख्यिकीय विधि,Statistical method
अवस्थिति,Status
"अवस्थिति संकेत, अवस्थिति चिह्न",Status indication
स्थिर,Steady
"त्रिविम, स्टीरियो",Stereo
"त्रिविम संतुलन, स्टीरियो संतुलन",Stereo balance
स्टीरियो कोडक,Stereo encoder
स्टीरियो जनित्र,Stereo generator
त्रिविम विधा,Stereo mode
"त्रिविम संचरण, स्टीरियो संचरण",Stereo transmission
त्रिविम ध्वनि पुनरुत्पादन,Stereophonic sound reproduction
"त्रिविम ध्वनि, स्टीरियोफोनी",Stereophony
"त्रिविमदशब, स्टीरियोदशब",Stereoscopy
स्थिर चित्र,Still picture
उद्दीपक,Stimulus
विराम बैंड,Stopband
भंडारण,Storage
संचायक बैटरी कक्ष,Storage battery room
संचायक युक्ति,Storage device
समतापमंडल,Stratosphere
धाराप्रवाह,Streaming
तनन,Stretch
" रस्सी, तार. , कड़ी",String
संरचित,Structured
"स्टूडियो ब्लॉक, स्टूडियो खंड",Studio block
स्टूडियो केंद्र,Studio centre
स्टूडियो प्रकाश व्यवस्था,Studio lighting
स्टूडियो मॉनीटर,Studio monitors
"स्टाइलस, सुई (ग्रामोफोन की)",Stylus
उपबैंड कोडन,Subband encoding
उपबैंड प्रच्छादन,Subband masking
"उपबैंड प्रतिदर्श, उपबैंड नमूना",Subband samples
उपजाल,Subnet
उप-प्रतिचयन,Subsampling
"अभिदाता, ग्राहक, उपभोक्ता",Subscriber
सहसा आयनमंडलीय क्षोभ,Sudden ionosphere disturbance
सूर्य धब्बा सक्रियता,Sun spot activity
अति-उच्च शक्ति प्रेषित्र,Super power transmitter
अति प्रतिचयन,Super sampling
सुपर सॉकेट,Super socket
अतितप्त वाष्प,Superheated vapour
"परासंकरण, सुपर हेटरोडाइन",Superheterodyne
परासंकरण परिवर्तक,Superheterodyne converter
परासंकरण ग्राही,Superheterodyne receiver
अध्यारोपित (धारा),Superimposed (current)
अध्यारोपण,Superimposition
"अध्यारोपण, अधिस्थापन",Superposition
पराध्वनिक,Supersonic
"सप्लाई डक्ट, आपूर्ति वाहिनी",Supply duct
निरोधी ग्रिड,Suppression grid
पृष्ठीय रव,Surface noise
पृष्ठीय तरंग,Surface wave
"नेट विचरण, सर्फिंग",Surfing
"प्रोत्कर्ष, महोर्मि",Surge
परिवेश,Surroundings
अनुक्रियता,Susceptance
सुग्राहिता,Susceptibility
निलंबित,Suspended
अदल-बदल,Swap
"प्रसर्प परिपथ, स्वीप सर्विट",Sweep circuit
स्विच,Switch
स्विच बोर्ड,Switch board
"स्विच ऑन कंट्रोल यूनिट, स्विच ऑन नियंत्रण इकाई",Switch on control unit
स्विचन,Switching
प्रतीक दर,Symbol rate
सममित,Symmetrical
"सिंक, तुल्यकालिक",Sync (synchronous)
"तुल्यकालिक स्पंद, सिंक पल्स",Sync pulse
सिंक अंतरण,Sync transfer
तुल्यकालन,Synchronization
तुल्यकालित,Synchronized
तुल्यकालिक,Synchronous
तुल्यकालिक मोटर,Synchronous motor
समन्वित,Synergic
सहक्रियाशील,Synergistic
सहक्रिया,Synergy
वाक्यात्मक,Syntactic
वाक्य-रचना,Syntax
"वाक्य-त्रुटि, सिन्टैक्स त्रुटि",Syntax error
संष्लेषक,Synthesizer
संष्लेषक कार्ड,Synthesizer cards
"प्रणाली, तंत्र, पद्धित",System
तंत्र वास्तुकला,System architecture
"तंत्र डिजाइन, तंत्र अभिकल्प",System design
तंत्र मेनू,System menu
"टैग, लेबल, चिह्न",Tag
टॉक बैक,Talk back
"टेप, फीता",Tape
"टेपरिकार्डर, टेप अभिलेखित्र",Tape recorder
"टेपयोजन, टेपसमायोजन",Tape slicing
शुंडाकार,Tapered
लक्ष्य,Target
"टेरिफ, प्रशुल्क",Tariff
कार्य दर्शिका,Task bar
तकनीकी,Technical
तकनीकी चुनौती,Technical challenge
"तकनीकी विशेषता, तकनीकी लक्षण",Technical features
"तकनीकी नियमावली, तकनीकी दिशा-निर्देश",Technical guidelines
तकनीकी प्राचल,Technical parameter
तकनीकी गुणता,Technical quality
"तकनीकी अड़चन, तकनीकी बाधा",Technical snag
तकनीक,Technique
