English,Hindi
Protogenic groove,आद्यजनिक खांच
Protrusion,बहिःसरण
Protuberance,प्रोद्वर्ध
Protuberant,प्रोद्वर्धी
Province (ecol),क्षेत्र
Psammogenic dune,बालुकृत टिब्बा
Pseudo-anaboly,आभासी ऐनाबोली
Pseudoanticline,कूट अपनति
Pseudo-archallaxis,आभासी आर्चेलैक्सिस
Pseudo-asymmetric,"स्यूडो असममित, छद्म असममित"
Pseudo atoll,"कूट अडल, कूटप्रवाल द्वीप वलय"
Pseudo-bedding,कूट संस्तरण
Pseudobocca,कूट रंध्रिका
Pseudo-deviation,आभासी विचलन
Pseudofossil,कूटजीवाश्म
Pseudofragment,खंडाभासी
Pseudogalothia,स्यूडोगेलोथिया
Pseudonon-conformable relationship,आभासी असमविन्यासी संबंध
Pseudo shield volcano,कूट गुंबदी ज्वालामुखी
Pseudo viscous flow,कूट विस्कासी प्रवाह
Pseudovolcanic,कूटज्वालामुखीय
Pseudovolcanic phenomenon,कूटज्वालामुखीय घटना
Pseudovolcano,कूट ज्वालामुखी
Pulp,"मज्जा, गूदा, लुगदी"
Pulp consistency,लुगदी गाढ़ता
Pulsating spring,"उष्णोत्स, गाइजर"
Pumiceous structure,झामकी संरचना
Puna,"पुना, उच्च बंजर पठार"
Punched card records,छिद्रित कार्ड अभिलेख
Punctate,बिन्दुकित
Purana group,पुराना शैलसंघ
Pyriform,नाखरूप
Pyriform appendage,नाखरूप अनुबंध
Pyrogenetic,अग्निजात
Pyrogenic,"उत्तापजनिक, अग्निजनिक"
Pyrogenous,"आग्नेय, उत्तापज"
Pyrognostics,ज्वालालक्षण
Pyrosphere,उत्तापमंडल
Quadrant,"चतुर्थांश, वृत्तपाद"
Quaking bog,कंपी दलदल
Quantitative system,"मात्रा पद्धति, परिणाम पद्धति"
Quantizing error,क्वान्टीकरण त्रुटि
Quartef,चतुष्क
Quick ground,अदृढ़ भूमि
Quiescent,शांत
Quiescent period,"शांतिकाल, शांत काल"
Quiescent volcano,शांत ज्वालामुखी
Quiet eruption,शांत उद्रार
Radial,अरीय
Radial consequent valley system,अरीय अनुवर्ती घाटी तंत्र
Radial line method,अरीय रेखा विधि
Radiation,विकिरण
Radicular,मूलवत
Radiogeology,रेडियो-भूविज्ञान
Radiography,विकिरणी चित्रण
Radius of influence,प्रभाव त्रिज्य दूरी
Rain channel,वर्षा-प्रणाल
Rainfall excess,वर्षा आधिक्य
Rainfall penetration,वर्षा प्रवेशन
Rain-intensity gradients,वर्षा तीव्रता प्रवणता
Rain lahar,वर्षा लाहार
Rain pillar,वर्षा स्तंभ
Rain wash,वृष्टि धावन
Raised,उत्थित
Raised beach,उत्थित पुलिन
Raised bog,उत्थित दलदल
Raised peat bog,उत्थित पीट दलदल
Ramifying veins,शाखी शिरा
Randannite,रैन्डेन्नाइट
Random,"यादृच्छिक, अनियमित"
Random flux,यादृच्छिक अभिवाह
Random fragmentation,यादृच्छिक खंडन
Randomised pair technique,यादृच्छिकीकृत युग्म तकनीक
Random stone,यादृच्छिक प्रस्तर
Random walk,यादृच्छिक भ्रमण
Randstand,रैन्डेस्टैंड
Range,"गोचर, चरागाह, रेन्ज,, परिसर, परास, माला, श्रेणी"
Range province,परिसर क्षेत्र
Rare,"दुर्लभ, विरल"
Ravinement,"खड्ड बनाना, खड्ड अपसमविन्यास"
Razor back,रेज़र बैक
Reach,अग्रांश
Readjustment,पुनःसमंजन
Reaming,छिद्रवर्धन
Recemented glacier,पुनर्योजित हिमनद
Recency,अभिनवता
Recent,अभिनव
Recent era,अभिनव महाकल्प
Recess,रिसेस
Recession,"प्रतिसार, प्रतिसरण, पश्च सरण"
Recessional moraine,प्रतिसारी हिमोढ़
Recessional stage,प्रतिसारी अवस्था
Recession of slopes,ढाल प्रतिसरण
Recombination coefficient,"पुनःसंयोजन गुणांक, पुनर्योजन गुणांक"
Reconnaissance,आवीक्षण
Reconnaissance mapping,आवीक्षी मानचित्रण
Reconstructed glacier,"पुनर्निर्मित हिमनद, पुनर्निर्मित हिमानी"
Record,"रिकॉर्ड, अभिलेख (सं0), दर्ज करना, अंकित
करना (क्रि0)"
Rectification,"परिशोधन, दिष्टकरण"
Rectifier,"दिष्टकारी, परिशोधक"
Recurrence horizon,पुनरावृत्ति स्तर
Recurved spit,प्रतिवक्रित स्पिट
Reddish brown,रक्ताभ भूरा
Reddish white,रक्ताभ श्वेत
Red-shortness,रक्तताप भंगुरता
Reef,"रीफ़, भित्ति, शैल-भित्ति, अंतर्धूमन"
Reef cluster,प्रवालभित्ति पुंज
Reef edge,प्रवालभित्ति कोर
Reef-facies,भित्ति संलक्षणी
Reef flat,रीफ अंचल
Reef front,भित्ति अग्र
Reefing,रीफ़ खनन
Reef knoll,भित्ति टेकरी
Reef wash,रीफ़ धौत
Reese river process,रीज़रिवर प्रक्रम
Reflected burried hill,प्रतिबिंबित अंतर्हित गिरि
Reflected burried structure,प्रतिबिंबित अंतर्हिच संरचना
Refecting baked enamel finish,परावर्ती भर्जित इनेमल परिसज्जा
Regelation,पुनर्हिमायन
Regime,"शासन, प्रवृत्ति"
Regimen of a stream,सरिता प्रवृत्ति
Region,"क्षेत्र, प्रदेश"
Regional geology,प्रादेशिक भूविज्ञान
Regional old age,प्रादेशिक जीर्णावस्था
Regolith,"आवरण प्रस्तर, रेगोलिथ"
Regradation,पुनस्संतुल तलन
Regression,"वक्री गति, पश्च गमन, समाश्रयण, प्रतिक्रमण"
Regressive evolution,प्रतिक्रामी विकास
Regressive sand wave,प्रतिक्रामी बालुका तरंग
Regur,रेगड़
Reh,रेह
Rejuvenated,"पुनर्युवनित, पुनरूद्भूत"
Rejuvenated fault scarp,पुनरूद्भूत भ्रंशकगार
Relative,"आपेक्षिक, सापेक्ष"
Relative gravity,आपेक्षिक गुरूत्व
Relative permeability,आपेक्षिक पारगम्यता
Relative sexuality,सापेक्ष लैंगिकता
Release mark,मोचन चिह्न
Relic,अवशेष
Relic lake,अवशेष झील
Relict,अवशिष्ट
Reliction,अवशिष्टण
Relict mass,अवशिष्ट पिंड
Relief,उच्चावच
Relief block,उच्चावच ब्लॉक
Relief displacement,उच्चावच विस्थापन
Relief holes,मोचन छिद्र
Relief index,उच्चावचांक
Relief intensity,उच्चावच तीव्रता
Relief inversion,उच्चावच उत्क्रमण
Remanie glacier,पुनःयोजित हिमनद
Reorientation,"पुनःअभिविन्यास, पुनर्दिकविन्यास"
Replacement,प्रतिस्थापन
Repose period,प्रसुप्तावधि
Requet,रिक्वेट
Resection,स्थिति-निर्धारण
Resedimenation,पुनरवसादन
Resequent,नवानुवर्ती
Resequent fault-line scarp,नवानुवर्ती भ्रंश रेखा कगार
Resequent river,नवानुवर्ती नदी
Residual feature,अवशिष्ट लक्षण
Residual hill,अवशिष्ट गिरि
Residual mountain,अवशिष्ट पर्वत
Residual soil,"अवशिष्ट मृदा, अवशिष्ट मिट्टी"
Resilience,"प्रत्यास्थता, प्रतिस्थितित्व"
Resource,"साधन, सम्पदा"
Resured landscape,पुनर्जीवित दृश्यस्थल
Resurgent erosion surface,पुनःप्रकटित अपरदन पृष्ठ
Retarder,मंदक
Retreat of beach,पुलिन निवर्तन
Retrogressive morphogenesis,प्रतिक्रामी संरचना विकास
Reversal,उत्क्रमण
Reverse,"उत्क्रम, प्रतिलोम, प्रतीप, रिवर्स"
Reverse bearing,पश्च दिक्मान
Reverse classification,उत्क्रमी वर्गीकरण
Reverse current classifier,प्रतिधारा वर्गीकर
Reversed profile,उत्क्रमित प्रोफाइल
Revet crag,रिवेट भृंग
Reviera,रेवीरा
Revived stream,पुनरूज्जीवित सरिता
Revolve,परिक्रमण करना
Rider arch,आरोही तोरण
Ridered,राइडरित
Rider hook,राइडर हुक
Ridge,कटक
Ridged fissure fumarole,कटकित विदर वाष्पमुख
Ridged wave guide,कटकयुक्त तरंग पथक
Ridge system,कटक तंत्र
Riding glacier,आरोही हिमानी
Riegal,रीगल
Riffle,"अवखातिका, रिफिल"
Riffle bank,रिफ़िल पुंज
Rift,"रिफ्ट, अनुपाट"
Rift valley,रिफ्ट घाटी
Right handed,दक्षिणावर्ती
Rill,रिल
Rill mark,धारानु चिह्न
Rimstone bar,रिमस्टोन रोधिका
Rimstone pool,रिमस्टोन कुंड
Rine pan,राइन पैन
Ring,"वलय, रिंग"
Ring complex,वलयी संमिश्र
Ring current,वलय धारा
Ring diagram,वलय-आरेख
Ring dyke,वलय डाइक
Ring dyke complex,वलय डाइक संमिश्र
Ringer,रिंगर
Ring fault,वलय भ्रंश
Ring pattern,वलय प्रतिमान
Ring spinning,वलय वयन
Ring stand,"वलय वाहिका, वलय स्टैंड"
Ring strapping,वलय संग्रंथन
Riparian,"नदतटीय, तटवर्ती"
Riparian rights,नदतटीय अधिकार
Ripe bog,परिपक्व दलदल
Ripple,ऊर्मिका
Ripple drift,ऊर्मिका अपोढ़
Ripple drift structure,ऊर्मिका-अपोढ़ संरचना
Riser,"संचमुख, राइज़र"
Risers,ऊर्ध्वगामी
Rising coast,"उभरता तट, उत्थानशील तट"
River,नदी
River bar,नदी रोधिका
River borne soil,नदोढ़ मृदा
River claim,"नदी अभ्यर्थना, नदी दावा"
River cliff,"नदी भृगु, नद-भृगु"
River drift,नदोढ़
River dune,नदी टिब्बा
River erosion,नदी अपरदन
River erosion lake,नदी अपरदन झील
River flood plain swamp,नदी बाढ़ अनूप
River floor,नदी सतह
River forecasting,नदी पूर्वानुमान
River front,नदी तटाग्र
River gauging,नदी प्रमापन
River grade,नदी-संतुलित तल
River ice,नदी बर्फ
Riverine,नदीय
River level,नदी तल
River mining,नदी तल-खनन
River mouth,नदी मुहाना
River-pebble,नद गुटिका
River piracy,नदी-अपहरण
River plain,नदी मैदान
River profile,"नदी-परिच्छेदिका, नदी प्रोफाइल"
River system,नदी तंत्र
River terrace,नदी वेदिका
River valley,नदी घाटी
Riverward boundary,अभिनद सीमांत
Rivulet,नदिका
Road section,मार्ग-परिच्छेद
Roaring fumarole,गर्जक वाष्पमुख
Roche moutonnees,"भेड़ पीठ शैल, रॉश मूटोने"
Rock avalanche,शैल अवधाव
Rock ball,शैल बॉल
Rock bed,शैल-संस्तर
Rock borer,शैल वेधक
Rocker,"संदोलित्र, रॉकर, संदोलनी"
Rock face,शैल पार्श्व
Rock fall,शैल पात
Rock flowage,शैल प्रवाह
Rock glacier,शैलखंड नदी
Rocking,"रॉकन, संदोलन, डोलन"
Rock outcrop,शैल दृश्यांश
Rock pendent,शैल प्रालम्ब
Rock riffle,रॉक रिफल
Rock rotting,शैल अपघटन
Rock rubble,शैल रबल
Rock slide,शैल स्खलन
Rock soap,रॉफ सोप
Rock-stratigraphic unit,शैल स्तरिक एकक
Rock stream,"शिलाधारा, शैल सरिता"
Rock surface,शैल पृष्ठ
Rock tank,अवतल कुंड
Rock trout,रॉक ट्राउट
Rock weathering,"शैल अपक्षय, शैल अपक्षयण"
Rocky barrier,शैलीय रोध
Rocky soil,पथरीली मिट्टी
Rodman,"रॉडमैन, दंडवाहक"
Rod proof,"संशलाका निदर्श, छड़-प्रूफ, छड़-नमूना"
Rod station,रॉड स्थान
Rod test (for temperature),छड़ निकष
Roll,"लोटन, रोल (सं0), गोल बनाना, बेलना (क्रि0)"
Roller function,रोलर फलन
Rolling strata,तरंगित स्तर
Rolling topography,ऊर्मिल स्थलाकृति
Roof of cavem,कंदरा छत
Roof pendent,"छाद प्रालंब, छत प्रालंब"
Root-holes,मूल विवर
Roots of mountains theory,गिरि मूल सिद्धांत
Root wedging,मूल फाननिवेशन
Ropy lava,रज्जुक लावा
Rose diagram,रोज़ आरेख
Rotation,"घूर्णन, आवर्तन"
Rotten ice,विगलित हिम
Rottenstone,विगलिताश्म
Rouge,रूजे
Rough,"रूक्ष, स्थूल"
Rounded,"गोल, गोलित"
Rounded orifice,गोल विवर
Roundness,"गोलाई, वर्तुलत्व"
Rounds,गोल शैल
Royal green,रॉयल हरित
Rubber clay,रबड़ मृत्तिका
Rubble,रबल
Rubble drift,रबल अपोढ़
Rubble ice,रबल हिम
Rudaceous,"गुटिकामय, गुटिकीय"
Rugose,"रूक्षपृष्ठी, वलित"
Ruiniform,ध्वस्तरूप
Ruinous intensity scale,नाशी तीव्रता मापनी
Rumple,"लघुवलन, कुंचन"
Run,"धाव, परम्परा"
Run-in,"अंतःप्रवेश, अंतःप्रवेशी जल"
Runnel,नदिका
Running ground,निपाती मृदा
Running sand,चोर रेत
Running time,कार्यावधि
Runoff,वाह
Runoff cycle,वाह चक्र
Runoff intensity,वाह तीव्रता
Rute,तंतुशिरा
Sabal,सैबल
Sabkha,सबखा
Saddle,"पल्याण, काठी, सैडिल"
Saddle back,पल्याण पृष्ठ
Saddle blanket,जीन कंबल
Saddle cake,सैडिल केक
Saddle reef,"पल्याण भित्ति, पल्याण ऱीफ"
Sag and swell,तरंगित टिल
Sag arch,अवनमन चाप
Sag dome,अवनमन गुंबद
Salient,बहिःक्षेपी
Salimeter,लवणमापी
Salina,लवणकच्छ
Saline,"नमकीन, लवणीय, खारा"
Saline dome,लवण गुंबद
Saline soil,लवण-मृदा
Salinity,"लवणता, खारापन"
Salinity current,लवणता धारा
Saller,कार्य मंच
Salse,साल्से
Saltation,"वल्गन, उत्परिवर्तन"
Salt spring,"लवण स्रोत, लवण झरना"
Salt tectonics,लवण विवर्तनिकी
Salt-water encroachment,लवणजल अतिक्रमण
Salt-water front,लवण जलाग्र
Salt works,लवण उद्योगशाला
Salty efflorescence,लवणीय उत्फुल्लन
Sand,"बालू, रेत, सिकता, रेणु"
Sand avalanche,बालुका अवधाव
Sand bar,बालू रोधिका
Sand binder,बालू-बंधक
Sand blasted,बालू-घर्षित
Sand conditions,बालू अवस्था
Sand crepe,"बालू क्रेप, सैंड क्रेप"
Sand drift,अपोढ़ बालू
Sand dune,बालू टिब्बा
Sand flag,पटिया बालुकाश्म
Sand flaw,बालू दरार
Sand flood,बालू बाढ़
Sand gall,बालूपूरित नाल
Sand hole,बालू छिद्र
Sand muller,बालुका मर्दित्र
Sand plain,बालुका मैदान
Sand reef,बालुकाभित्ति
Sand scratches,बालूकृत खाँच
Sand stalagmite,बालू स्टैलैग्माइट
Sand snow,चूर्ण हिम
Sandy loess,बालूमय लोएस
Sapropelic,"पूतपंकजीवी, पूतिपंकी"
Satellite,"उपग्रह, अनुषंगी, अनुगामी"
Saturate,संतृप्त करना
Saturation,"संतृप्ति, संतृप्तिकरण"
Saturation composition,संतृप्ति संघटन
Saturation level,संतृप्ति तल
Saturation line,संतृप्ति रेखा
Scalar property,अदिश गुण
Scalene triangle,विषमबाहु त्रिभुज
Scale size,स्केल साइज
Scale socket,शल्क गर्तिका
Scale wax,"स्केल मोम, शल्क मोम"
Scalloped upland,स्कैलपित अधित्यका
Scarcement,स्कार्सीमेंट
Scarp,कगार
Scarplet,कगारिका
Scarring,क्षतचिह्न
Scattered diagram device,प्रकीर्ण आरेख युक्ति
Schematic,"व्यवस्थित, योजनावत्"
Sccop,उद्गर्त
Scorched area,दग्ध क्षेत्र
Scour,"अभिमार्जन, निघर्षण"
Scourand fill,निर्घर्ष पूरण
Scour depression,निर्घर्षण गर्त
Scouring,निर्घर्षण
Scree,"स्क्री, ढालमलवा"
Scree material,ढाल मलबा पदार्थ
Screw washer,"पेंची धावित्र, पेंची वाशर"
Sea,"सागर, समुद्र"
Seabreeze front,समुद्र समीराग्र
Sea cliff,समुद्र भृगु
Sea erosion,"समुद्री अपरदन, सागरी अपरदन"
Sea-floor spreading,समुद्र अधस्तल विस्तारण
Sea knoll,समुद्र टेकरी
Sea-level magnetometer,समुद्रतल चुंबकत्वमापी
Sea mount,"समुद्री टीला, समुद्री गिरि"
Sea peak,समुद्र गिरि शिखर
Sea-peat,समुद्र पीट
Seaquake,समुद्री कंप
Sea scarp,समुद्र कगार
Sea-spray component,समुद्र-फुहार घटक
Seaward,अभिसमुद्र
Seaward boundary,अभिसमुद्र सीमांत
Secondary,"द्वितीयक, गौण"
Secondary constraints,गौण प्रतिबंध
Secondary feature,गौण लक्षण
Secondary fumarole,द्वितीयक वाष्पमुख
Secondary geosyncline,द्वितीयक भू-अभिनति
Secondary shore line,द्वितीयक तट रेखा
Secondary steam eruption,द्वितीयक भाप उद्गार
Secondary symptom,"द्वितीयक लक्षण, गौण लक्षण"
Second curve,द्वितीय वक्र
Section,"अनुभाग, खण्ड, परिच्छेद, काट, सेक्शन"
Secular,"दीर्घकालिक, चिरंतन"
Secular cooling,दीर्घकालिक शीतलन
Secular movements,चिरंतन गति
Secular variation,दीर्घकालिक विचरण
Seepage,"निस्यंदन, अवस्रवण, निस्यंद, अवस्राव"
Seepage spring,निस्यंदी झरना
Seeps,निस्यंद स्थल
Seiche,"सेश, सरतल दोलन"
Seif,सीफ़
Seif dune,सीफ़ टिब्बा
Seism,भूकंप
Seismic area,भूकंप क्षेत्र
Seismic focus,भूकंप उद्गमकेंद्र
Seismic seawave,"भूकंपी सागर तरंग,
भूकंपी समुद्र तरंग"
Seismic shadow zone,भूकंपी छाया प्रदेश
Seismogram,भूकंप अभिलेख
Seismograph,भूकंप-लेखी
Seismographic station,भूकंपलेखी केंद्र
Seismology,भूकंपविज्ञान
Seismometer period,भूकंपमापी अवधि
Seismometer spacing,भूकंपमापी अंतराल
Seismonastic,कंपानुकुंचनी
Selective diagram,वरणात्मक आरेख
Selective grinding,वरणात्मक पेषण
Selective weathering,वरणात्मक अपक्षय
Selenography,"चांद्रपृष्ठिकी, चंद्रभूगोल"
Selenology,चांद्रिकी
Selensulfur,सेलेनसल्फर
Semi annual tide,अर्धवार्षिक ज्वार-भाटा
Semi-arid,अर्धशुष्क
Semi automatic curve,अर्धस्वरेखित वक्र
Semi-diurnal,अर्धदैनिक
Semi-diurnal features,अर्धदैनिक लक्षण
Semidiurnal lunar potential,अर्धदैनिक चांद्र विभव
Semidiurnal luni-solar potential,अर्धदैनिक चांद्रसौर विभव
Semidiurna solar potential,अर्धदैनिक सौर विभव
Semifriable,"अंशतः चूर्णशील, अंशतः चूर्ण्य"
Semivolcanic eruption,कूटज्वालामुखीय विस्फोट
Senile,जीर्ण (अवस्था)
Senile river,जीर्ण नदी
Senile topography,जीर्णस्थलाकृति
Separation,"पृथकन, पृथक्करण, पार्थक्य, अंतराल"
Sequence,अनुक्रम
Sequent,अनुवर्ती
Sequential chronological scale,अनुक्रमिक कालानुक्रम मापनी
Sequential zone,अनुक्रमिक जोन
Serac,सिरेक
Series,"श्रेणी, माला, सीरीज (मानचित्र)"
Set,"समुच्चय, पवन दिशा, धारा दिशा, जम जाना, जमाना (क्रि)"
Severance,विभाजन
Sferics,स्फेरिक्स
Shallow,"उथली भूमि, गाध, अगभीर, छिछला, उथला"
Shallow dome,अगभीरस्थ गुंबद
Shallow-ground seepage,गाध भौम निस्यंदन
Shallow spring,अगभीर झरना
Shallow water,"उथला जल, गाध जल"
Shallow water biotope,गाध जलीय जैवस्थानिक
Shape,"आकृति, आकार"
Shape and position,स्वरूप और स्थिति
Shard,"लावा तंतु, ठीकरा, ठीकरी"
Shed line,जल विभाजक रेखा
Sheet,"चादर, आस्तर, परत, शीट, प्रकोश"
Sheet flood,"चादरीपूर, बाढ़ चादर"
Sheet ice,हिम चादर
Sheeting,"आस्तरी विभाजन, चादरी विभाजन, शीटिंग"
Sheet stalactite,चादरी स्टैक्टाइट
Shelf,"शेल्फ, उपतट, खाना"
Shelf edge,उपतट कोर
Shelf sea,शेल्फ समुद्र
Shell of flowage,सुघट्यता मंडल
Shelving bank,"मंदढाल तट, अल्प प्रवण तट"
Shield volcano,"शील्ड ज्वालामुखी, गुंबदी ज्वालामुखी"
Shifted junction,विस्थापित संगम
Shifting of volcanic vent,ज्वालामुखी मुख विस्थापन
Shifting planning horizon,स्थानांतरी आयोजना क्षितिज
Shimmer aggregate,शिमर समुच्चय
Shoe-string claim,सूत्रपट्टी दावा
Shoe string sands,सूत्री बालुकाश्म
Shooting star,उल्का
Shore,तट
Shoreface,तटाभिमुख
Shoreface terrace,तटाभिमुख वेदिका
Shore line,तटरेखा
Shoreline cycle,तटरेखा चक्र
Shoreline of depression,अवनमन तटरेखा
Shoreline of elevation,उन्नयन तटरेखा
Shoreline of emergence,उन्मज्जन तटरेखा
Shoreline of submergence,निमज्जन तटरेखा
Shore-line process,तटरेखा प्रक्रम
Shore line sand,तटीय बालू
Shore platform,तटवेदी
Shore profile,"तटपरिच्छेदिका, तट प्रोफाइल"
Short,"लघु, शीर्णक, अकर्ष्य"
Shoved moraine,आघात हिमोढ़
Showery precipitation,बौछारी वर्षण
Shred,"कतरन, शीर्षतंतु"
Shut-in,संकीर्ण अध्यासित खड्ड
Side,"पार्श्व, पक्ष, भुजा"
Side long reef,प्रलंबी कगार
Side payments,पार्श्व भुगतान
Siderography,लोहोत्कीर्णन कला
Sideromagnetic,अनुचुंबकीय
Sierozem (sierosem),सिरोज़ेम
Sieve,"चालनी, छन्नी"
Sight,"दृष्टि, लक्ष्यदर्शी, दृष्टि चिह्न, लक्ष्य बाँधना, अभिलक्षित करना,
     अभिसंधान करना"
Sigma tee,सिग्मा टी
Sikussak,सिकूसैक
Siliceous geyser,सिलिकामय उष्णोत्स
Siliceous sinter terraces,गाइज़राइट वेदिका
Siliceous xenolith,सिलिकी अपराश्म
Simple,"सरल, साधारण, सादा, सामान्य"
Simple caldera,एकस्फोटी ज्वालामुखी कुंड
Simple plate,सामान्य पट्ट
Singing sand,"निनादी बालू, गायक बालू"
Sinistral,वामावर्त
Sink,"अभिगम, धंसना, निमज्जन, विलय गर्त, सिंक, हौदी"
Sink hole,"घोल रंध्र, विलयन रंध्र"
Sinking coast,धंसता तट
Sinuate,"लहरदार, तरंगित"
Sinuosity,तरंगिलता
Siphogracile,साइफोग्रैसाइल
Size,"साइज, आमाप (सं), साइजन,, चिक्कण करना (क्रि)"
Skerry,स्केरी
Skerry coast,स्केरी तट
Sky blue,"आसमानी, नभोनील"
Slab,पट्ट
Slabby,"पट्टित, पट्टविदली"
Slide,"स्लाइड (सं), स्खलन होना, संघर्ष, सरकना, सर्पण (क्रि)"
Slide slope,सर्पण ढाल
Sliding angle,सर्पी कोण
Sliding of sedimentary cover,अवसादी आवरण सर्पण
Sliding theory,सर्पण सिद्धांत
Slight intensity scale,अल्प तीव्रता मापनी
Slip inhibitor,सर्पण संरोधक
Slip off slope,स्कंध ढाल
Slip-off terrace,स्कंध ढाल वेदिका
Slip-plane,सर्पण तल
Slip scraper,"स्लिप खुरचनी, स्लिप स्क्रेपर"
Slip scratch,सर्पण खरोंच
Slope,"ढलान, ढाल, प्रवणता"
Slope failure,ढाल क्षीणता
Slope map,ढाल मानचित्र
Slope stability,ढाल स्थायित्व
Small lunar elliptic potential,लघु चांद्र दीर्घवृत्तीय विभव
Small scale feature,लघुमान लक्षण
Smooth,"चिकना, मसृण"
Snow,"हिम, तुहिन, स्नो"
Snow and ice erosion,तुहिन-हिम अपरदन
Snow ball,"हिम कंदुक, (तुहिन कंदुक), स्नोबॉल"
Snow ball design,हिम कंदुक वर्गचित्र
Snowcreep,"हिम सर्पण, तुहिन सर्पण"
Snowdrift,"हिमापोढ़, वातोढ़हिम"
Snow flake,"हिमतूल, हिमलव, स्नोफ्लेक"
Snowline,"हिमरेखा, तुहिन रेखा"
Snow pattern,तुहिन पैटर्न
Soap rock,सेलखड़ी
Sod,"सतृण चप्पा, सतृण भूखंड"
Soil,"मिट्टी, मृदा, भूमि"
Soil bed,मृदा संस्तर
Soil climate,मृदा जलवायु
Soil creep,मृदा सर्पण
Soil deterioration,मृदा ह्लास
Soil erosion,"मृदा अपरदन, मिट्टी का कटाव"
Soil formation,मृदा रचना
Soil group,मृदा वर्ग
Soil mechanics,मृदा यांत्रिकी
Soil moisture,मृदा आर्द्रता
Soil profile,"मृदा परिच्छेदिका, मृदा प्रोफाइल"
Soil proper,वास्तविक मृदा
Solar chromosphere,सौर वर्णमंडल
Solar chromospheric eruption,सौर वर्णमंडली उद्गार
Solar constant,सौर ऊष्मांक
Solar ejecta,सौर निष्कास
Solar flare,सौर प्रज्वाल
Solar hour angle,सौर होरा कोण
Solar indices,सौर सूचकांक
Solar oil,सोलर तेल
Solar particle emission,सौर कण उत्सर्जन
Solar stream,सौर धारा
Solar system,सौर परिवार
Solar tide,सौर ज्वारभाटा
Sole,"तली, सोल, घर्षकलक, सोल"
Solfatara,गैसमोची ज्वालामुखी
Solfatara field,गैसमोची ज्वालामुखी क्षेत्र
Solfataric acitivity,गैसमोचीय सक्रियता
Solid,"ठोस, पिंड, घनाकृति"
Solid flow,ठोस प्रवाह
Solid geology,यथार्थ भूविज्ञान
Solifluction,मृदासर्पण
Soligenous,वर्षा-स्रावजनित
Soller (saller),कार्यमंच
Solum,"सोलम, संमृदा"
Solution valley,विलय घाटी
Solvent,विलायक
Solvent medium,विलायक माध्यम
Somma,सोमा
Somma crater,सोमा क्रेटर
Somma volcano,सोमा ज्वालामुखी
Sounding,"गहराई नापना, गभीरतामापन, परिज्ञान"
Source,"उद्गम, स्रोत"
Source of energy,ऊर्जा स्रोत
Source of river,"नदी उद्गम, नदी स्रोत"
South seeking pole,"दक्षिणोन्मुखी ध्रुव, दक्षिणमुखी ध्रुव"
Space problem,स्थान समस्या
Space smoothing,दिक्-मसृणीकरण
Space utilization,स्थान सदुपयोग
Space varying part,स्थानावर्ती भाग
Spall,"शल्क खंड, समुत्खंड, स्पाल"
Spalling,"उत्खंड, स्पालन, शल्क खंडन"
Spatial,"आकाशीय, स्थानिक"
Spatial modal,"त्रिविम क्षेत्र, आकाशीय मॉडल"
Spatter cone,लावालव शंकु
Spatter rampart,लावालव प्राचीर
Special property,"विशिष्ट गुणधर्म, विशिष्ट संपत्ति"
Specific humidity,विशिष्ट आर्द्रता
Specimen,"प्रतिदर्श, नमूना"
Spelean,गुहीय
Speleogen,गुहाद्रव्यज
Speleologist,गुहावैज्ञानिक
Speleology,गुहाविज्ञान
Spew,स्प्यू
Spewing,उत्स्वेदन
Spherical,"गोलाकार, गोलीय"
Spherical harmonic analysis,गोलीय प्रसंवादी विश्लेषण
Spheroidal jointing,गोलाभ संधि
Spheroidal parting,गोलाभ विभाज
Spheroidal symmetry,गोलाभ संममिति
Spheroidal weathering,गोलाभ अपक्षय
Spheroids,गोलाभक
Spiral,सर्पिल
Spiral nebula,सर्पिल नीहारिका
Spitzkasten,स्पिट्सकास्टेन
Spliced,समबद्ध
Splicing,समबंधन
Split,"विपाटित, विभक्त (वि0),
विपाट, विपाटन (सं0)"
Split cavity block,विपाटित कोटर पिंडक
Sporadic,"कदाचनिक, यत्रतात्रिक"
Spotted,"चित्तीदार, पृषत्"
Spouting spring,उद्रेकी झरना
Spray zone,फुहार क्षेत्र
Spring,"कमानी, स्प्रिंग, स्रोत, झरना, सोता, बसंत"
Spring line,स्रोत रेखा
Spring rolls,"स्प्रिंग बेलन, स्प्रिंग रोल"
Spur,"लोष्ठक, स्पर, शुंडिका, पर्वतस्कंध"
Square,"वर्ग, स्क्वेयर, चौक"
Square set,स्क्वेयर सेट
Squaring correction,वर्गन संशोधन
Stability,स्थायित्व
Stabilization circuit,स्थायीकरण परिपथ
Stable,"स्थायी, स्थिर"
Stack,"स्तंभ, चिति, स्टैक"
Stadial moraine,स्टेडियल मोरेन
Stage,"अवस्था, चरण, पद, समुदाय, स्टेज"
Stage floatation,क्रमोत्प्लवन
Stage hold-up,चरण-निगृहीत
Staggered,सांतरित
Staggered arrangement,सांतरित विन्यास
Stalagmite,स्टैलैग्माइट
Stalagmite barrier,स्टैलैग्माइट रोध
Standard section,मानक काट
Starter,"प्रवर्तक, आरंभक, स्फोटक"
Static head,स्थिर शिर्ष
Static margin,स्थैतिक उपांत
