Marathi,English
दक्षिण-विस्थापन रजिस्टर,Right shift register
घड्याळाच्या दिशेने ध्रुवीकरण,Right-handed polarisation
रिंग काउंटर,Ring counter
रिंग चुंबक,Ring magnet
रिंग टोपोग्राफी,Ring topology
निनाद कुंडली,Ringing coil
ध्वनी प्रवाह,Ringing current
उर्मी बँड विस्तार,Ripple bandwidth
ऊर्जा कॅल्क्युलेटर,Ripple counter
उर्मी रद्द,Ripple rejection
उर्मी रुंदी,Ripple width
धोका,RISC (reduced instruction set computer)
उदय कालावधी,Rise time
उंची संवेदनशीलता,Rise-time sensitivity
वाढणारा कोर,Rising edge
RLC फिल्टर,RLC-filter
स्क्वेअर-मीन-रूट अल्टरनेटिंग करंट पोटेंशियोमीटर,RMS AC-voltmeter
स्क्वेअर-मीन रूट डिटेक्टर,RMS detector
रोबोटिक्स,Robotics
रोशेल ग्लायकोकॉलेट,Rochelle salt
विषम लांबीचा अँटेना,Rhombic antenna
उत्थान,Roll off
वेलक कोटिंग,Roller coating
vellac टिन हस्तांतरण,Rolling timing
विक्षेपण घटक,Roll-off factor
खोलीचे तापमान,Room temperature
मूळ स्थान,Root locus
वजा एक वर्गमूळ,"Root of minus one (I, j)"
वर्ग-मीन मूळ मूल्य,Root-mean-square value
फिरणारा,Rotar
रोटेशनल अॅटेन्युएटर,Rotary attenuator
रोटेशनल सूचना,Rotate instruction
रोटेशनल वेक्टर,Rotating vector
जवळपास त्रुटी,Round off error
राउटर,Router
मार्ग चाचणी,Routh test
रुथ-हारविज अॅरे,Routh-Hurwitz array
नोमी चाचणी,Routine test
आर पॅरामीटर,R-parameter
आरएस-पूरक (रेडिक्स पूरक),Rs-complement (radix complement)
आर एस. फ्लिप-फ्लॉप,RS-Flip-flop
RTD (रेझिस्टन्स हीट डिटेक्टर),RTD (resistance temperature detector)
रुबी लेजर,Ruby laser
रॉड-स्ट्रीम,Rung current
सुटका,Runway
Radberg च्या स्थिर,Rydberg constant
rz-कोड,Rz-code
सुरक्षित क्षेत्र,Safe operating area
"सुरक्षित गुणक, सुरक्षा निर्देशांक",Safety factor
सेलेनचे फिल्टर,Sallen and key filter
नमुना आणि धरून ठेवा,Sample and hold
नमुना आणि होल्ड सर्किट,Sample and hold circuit
नमुना डेटा,Sample data
CRO सॅम्पलिंग,Sampling CRO
सॅम्पलिंग फंक्शन,Sampling function
ऑसिलोस्कोपचे नमुने घेणे,Sampling oscilloscope
नमुना प्रमेय,Sampling theorem
सॅम्पलिंग व्होल्टमीटर,Sampling voltmeter
उपग्रह,Satellite
उपग्रह प्रसारण,Satellite broad casting
उपग्रह संप्रेषण,Satellite communication
सॅटेलाइट ट्रान्समिशन विंडो,Satellite communication window
उपग्रह स्टेशन,Satellite station
उपग्रह टीव्ही,Satellite television
संतृप्त तर्क,Saturated logic
संपृक्तता,Saturation
संपृक्तता विलंब,Saturation delay
संपृक्तता फ्लक्स घनता,Saturation flux density
संपृक्तता बिंदू,Saturation point
संपृक्तता व्होल्टेज,Saturation voltage
सुगंधी फिल्टर,Saw filter
डेंट जनरेटर पाहिले,Saw tooth generator
aridanti wave form,Saw tooth waveform
स्केलर,Scalar
स्केल गुणक,Scale factor
स्कॅनिंग मार्ग,Scan path
स्कॅनर,Scanner
स्कॅनिंग,Scanning
विखुरलेले प्रसारण,Scatter propagation
पसरवणारा,Scatterrer
पद्धतशीर कॅप्चर,Scherratic capture
स्मिथ ट्रिगर,Schmitt trigger
स्कॉटकी डायोड,Schottky diode
शमन प्रतिसाद,Schumann response
सूज चेंबर,Scintilation chamber
तेजस्वी,Scintillator
अस्पष्ट,Scrambling
स्क्रीन डिस्प्ले,Screen display
कव्हर,Screening
सिंक्रोनस डायनॅमिक रॅम (SDRAM),SDRAM
सिकम कोडक,SECAM coder
secant नियम,Secant law
दुसरा अंदाज,Second approximation
दुसरा क्रॅक,Second breakdown
दुसरा हार्मोनिक,Second harmony
दुसरा ऑर्डर लूप,Second order loop
दुय्यम सेल (माध्यमिक सेल),Secondary cell
दुय्यम उत्सर्जन,Secondary emission
दुय्यम कॉइल,Secondary winding
रेडियल हॉर्न,Sectoral horn
विभाजन घटक,Sectoring format
शोध कालावधी,Seek time
ब्लॉक रजिस्टर,Segment register
निवड प्रक्रिया,Selection process
निवडक उच्चारण,Selective fading
निवडक ऑक्सीकरण,Selective oxidation
"निवडकता, निवडकता",Selectivity
वारंवारता निवडकता,Selectivity frequency
सेलेनियम रेक्टिफायर,Selenium rectifier
स्वयं संरेखित गेट,Self aligned gate
स्वत: ची विशेषता,Self bias
ऑटोमोटिव्ह,Self inductance
आत्म-विसर्जन,Self-discharge
स्व-लंबवर्तुळाकार कोड,Self-orthogonal code
अर्ध लॉगरिदमिक स्केल,Semi log scale
सेमीकंडक्टर,Semiconductor
सेमीकंडक्टर लेसर डायोड,Semiconductor laser diode
सेन्सिंग टर्मिनल,Sense terminal
सेन्सर,Senser
संवेदनशीलता,Sensitivity
सेन्सर,Sensor
अनुक्रमिक प्रवेश,Sequential access
अनुक्रमिक सर्किट,Sequential circuit
अनुक्रमिक एन्कोडिंग,Sequential decoding
अनुक्रमित मेमरी,Sequential memory
वर्ग प्रवेश,Serial access
वर्ग जोडणारा,Serial adder
अनुक्रम डेटा पोर्ट,Serial data port
वर्ग बंदर,Serial port
श्रेणी प्रिंटर,Serial printer
श्रेणीबद्ध हस्तांतरण,Serial shift
श्रेणी सेल,Series cell
ग्रेड डिग्रेडेशन रजिस्टर,Series damping register
श्रेणी रिचार्ज,Series feedback
श्रेणी ओममीटर,Series ohmmeter
मालिका समांतर सर्किट,Series parallel circuit
वर्ग नियामक,Series regulator
श्रेणी अनुनाद,Series resonance
मालिका ट्यून सर्किट,Series tuned circuit
रेंज व्होल्टेज रेग्युलेटर,Series voltage regulator
"सर्व्हर, सर्व्हर",Server
सर्वो एम्पलीफायर,Servo amplifier
सर्वो यांत्रिक पद्धत,Servo mechanism
सर्वो रेकॉर्डर,Servo recorder
सजावट वेळ,Set up time
समायोजन कालावधी,Setting time
अष्टकोनी डीकोडर,Seven segment decoder
सप्तखंड प्रदर्शन,Seven segment display
सावलीचे आवरण; सावली मुखवटा,Shadow mask
सावली स्मृती,Shadow memory
शॅननचे प्रमेय,Shannon's theorem
स्टोरेज वय,Shelf life
संरक्षक,Shield
हस्तांतरण काउंटर,Shift counter
विस्थापन रजिस्टर,Shift register
शॉक उत्तेजना,Shock excitation
शॉक संकट,Shock hazard
लहान मार्ग प्रवाह,Short circuit current
शॉर्ट सर्किट संरक्षण,Short circuit protection
लहान प्रभाव,Short effect
"खडखडाट, गोळीबाराचा आवाज",Short noise
लहान विलंब रेषा,Shorted delay line
शॉट आवाज,Shot noise
बाजूचा मार्ग,Shunt
फुटपाथ चालू,Shunt current
शंट डिव्हाइस,Shunt device
शंट रिचार्ज,Shunt feedback
शंट मीटर,Shunt meter
साइड सर्किट,Shunt resistance
शंट वर्ग जोडपे,Shunt series pair
साइड बँड,Side band
साइड बँड आवाज,Side band noise
बाजूकडील वाहक वारंवारता,Side carrier frequencies
"पार्श्व शिफ्ट, पार्श्व लव",Side lobe
व्होकल कॉर्ड,Side tone
सीमेन्स,Siemens
प्रतीक बॉक्स,Sign bit
चिन्हाचा आकार,Sign magnitude
व्हॉल्यूम क्रमांक चिन्हांकित करा,Sign magnitude number
सिग्नल विश्लेषण,Signal analysis
सिग्नल डिटेक्टर,Signal detector
सिग्नल जनरेटर,Signal generator
सिग्नल ध्रुवीय पृथक्करण,Signal polarity separator
सिग्नल परिमाणीकरण,Signal quantization
सिग्नलची तीव्रता,Signal strength
सिग्नल-टू-बेअर गुणोत्तर,Signal to noise ratio
सिलिकॉन नियंत्रित रेक्टिफायर,Silicon controlled rectifier
सिलिकॉन नियंत्रित स्विच,Silicon controlled switch
सिलिकॉन डाय ऑक्साईड,Silicon dioxide
सिलिकॉन गेट,Silicon gate
सिलिकॉन नायट्राइड,Silicon nitride
सिलिकॉन-ऑक्साइड पद्धत,Silicon-oxide system
सिलिकॉन ट्रान्झिस्टर,Silicon transistor
सिलिकॉन बफर,Silicon wafer
रेशीम आवरण,Silk screening
सिम्प्लेक्स कोड,Simplex code
एकच दुवा,Simplex link
सिम्युलेटेड इंड्युसर,Simulated inductor
सिम्युलेशन पद्धत,Simulation
एमुलेटर,Simulator
साइन फलन जनरेटर,Sine function generator
साइन इंटिग्रल,Sine integral
साइन स्क्वेअर वेव्ह कनवर्टर,Sine to square wave converter
साइन वेव्ह संश्लेषण,Sine wave synthesis
साइन-स्क्वेअर वेव्ह जनरेटर,Sine-square wave generator
सिंगल बोर्ड संगणक,Single board computer
सिंगल कॅपेसिटन्स भरपाई,Single capacitor compensation
सिंगल चिप मायक्रोप्रोसेसर,Single chip microprocessor
एकल घनता डिस्क,Single density disk
एकल शिरा आउटपुट,Single ended output
सिंगल-पोल बायप्रोजेक्ट स्विच,Single pole double thermo switch
सोलो प्लेबॅक बँड (SSB),Single side band (SSB)
सिंगल साइड डिस्क,Single side disk
सिंगल प्रोन एडीसी,Single slop ADC
सिंगल स्टेज एक्झिक्यूशन,Single step execution
सिंगल सप्लाय ऑपरेशनल एम्पलीफायर,Single supply op-amp
एकल पुरवठा ऑपरेशन,Single supply operation
विसर्जन,Sink
साइनसॉइडल प्रतिसाद,Sinusoidal response
साइनसॉइडल लाट,Sinusoidal wave
स्क्यू घड्याळ,Skew clock
पृष्ठभाग प्रभाव,Skim effect
व्हॉल्यूम वेव्ह,Sky wave
आकाश लहर प्रसार,Sky wave propagation
दुय्यम,Slave
निष्क्रिय मोड,Sleep mode
स्टेप मोटर,Sleeper motor
स्लुइस दर,Slew rate
प्रवण शोधक,Slope detector
स्लॉटेड लाइन,Slotted line
मंद फ्यूज,Slow blow fuse
मंद स्कॅनिंग दूरदर्शन,Slow scan television
स्मॉल इंटिग्रेशन (SSI),Small scale integration (SSI)
लहान सिग्नल विश्लेषण,Small signal analysis
लहान सिग्नल मॉडेल,Small signal model
स्मार्ट कार्ड,Smart card
स्मार्ट चाहता,Smart fan
smectic क्रिस्टल,Smectic crystal
स्मिथ चार्ट,Smith chart
स्मोक डिटेक्टर,Smoke detector
मिटवणे,Smoothing
बर्फाचा प्रभाव,Snow effect
धक्के शोषून घेणारा,Snubber
शॉक शोषक सर्किट,Snubber circuit
शॉक करंट,Snubber current
सॉकेट,Socket
सॉफ्ट कॉपी,Soft copy
मऊ परतावा,Soft return
मऊ संपृक्तता,Soft saturation
मऊ सुरुवात,Soft start
सॉफ्टवेअर,Software
सौर सेल,Solar cell
सौरपत्रे,Solar panel
सोल्डर,Solder
सोल्डर ब्रिज,Solder bridge
solenoid,Solenoid
सॉलिड स्टेट डिटेक्टर,Solid state detector
सॉलिड स्टेट डिव्हाइस,Solid state device
सॉलिड स्टेट रिले,Solid state relay
सोनार,SONAR
SOS,SOS
आवाज सक्रिय स्विच,Sound activated switch
ध्वनी जनरेटर,Sound generator
मूळ सांकेतिक शब्दकोश,Source code
स्त्रोत कोडिंग,Source coding
स्रोत जोडले,Source coupled pair
स्त्रोत डिस्क,Source disk
स्रोत मागे,Source follower
स्रोत प्रतिबिंब कोडिंग,Source image coding
"जागा, जागा, जागा, आकाश",Space
स्पेस बार,Space bar
इंटरस्टिशियल आवेग,Space charge
मल्टीप्लेक्सर कॅपेसिटन्स/स्टिरीओसेगमेंटेशन,Space division multiplexing
अंतराल विभाजित मल्टिप्लेक्सिंग,Space division multiplexing
कव्हरेज उच्च प्रमाण,Space height ratio
अंतराळ लहर,Space wave
स्पार्किंग मध्यांतर,Spark gap
spdt स्विच,SPDT switch
वक्ता,Speaker
तपशील पत्रक,Specification sheet
"वर्णपट, वर्णपट",Spectrum
वर्णक्रमीय विश्लेषक,Spectrum analyser
"भाषण संश्लेषण, आवाज संश्लेषण",Speech synthesis
चालू कॅपेसिटर,Speed up capacitor
पोटशूळ विरोधी,Spike suppressor
सायकल स्थिरीकरण,Spin stabilization
खंडित-कला कोडिंग,Split phase encoding
तुटलेला उर्जा स्त्रोत,Split power supply
स्प्लिटर,Splitter
"गुंडाळणे, स्पूल करणे",Spooling
SPST स्विच,SPST switch
आभासी (स्यूडो) मेमरी लेखन,Spurious memory write
दिशाभूल करणारा प्रतिसाद,Spurious response
आभासी सिग्नल,Spurious signal
इंजेक्शन,Sputtering
वर्ग नियम सूचक,Square law detector
वर्ग नियम साधन,Square law device
वर्गमुळ,Square rooter
चौरस लहर,Square wave
स्क्वेअर वेव्ह ऑसिलेटर,Square wave oscillator
स्थिरता घटक,Stability factor
शाश्वतता पुनर्गुंतवणूक,Stability feedback
स्थिरीकरण,Stabilization
स्टॅबिलायझर नेटवर्क,Stabilizing network
"स्टॅक, स्टॅक",Stack
मनाचा दिग्दर्शक,Stack pointer
चरण कार्यक्षमता,Stage efficiency
समांतर वेळ,Stagger timing
मानक मोठेपणा मॉड्यूलेशन,Standard amplitude modulation
मानक सेल,Standard cell
प्रमाणित विचलन,Standard deviation
मानक TTL,Standard T.T.L.
आपत्कालीन उर्जा प्रणाली,Standby power system
स्थिर लहर,Standing wave
स्थिर लहर प्रमाण,Standing wave ratio
अंतर गुणोत्तर,Stand-off ratio
थोडा प्रारंभ करा,Start bit
सुरुवातीची नाडी,Start up pulse
स्थिती आकृती,State diagram
स्थिती-संक्रमण आकृती,State transition diagram
परिवर्तनीय फिल्टर,State variable filter
स्थिर वर्ण,Static characteristic
स्थिर वीज,Static electricity
कायमस्वरूपी मेमरी सेल,Static memory cell
स्थिर यादृच्छिक प्रवेश मेमरी,Static random access memory (SRAM)
स्थिती नोंदवही,Statuo register
स्थिती चिन्ह,Status flag
POS टर्मिनल,Statusterminal
सुकाणू तर्क,Steering logic
टायर्ड जंक्शन,Step graded junction
चरण सूचक प्रोफाइल,Step index profile
चरण प्रतिसाद,Step response
श्रेणीबद्ध,Step-graded
स्टेपर मोटर,Stepper motor
स्टिरिओ समभुज,Stereo equilizer
स्टिरिओ रिसीव्हर वारंवारता,Stereo receiver frequency
घट्ट जोडणी,Stiff coupling
खंडित बँड,Stop band
स्टोरेज विलंब,Storage delay time
स्टोरेज मेमरी,Storage memory
"स्टोरेज वेळ, वेळ",Storage time
स्ट्रेन गेज,Strain gauge
अवांछित धारण,Stray capacitance
स्ट्रिंग,String
स्टोरेज CRO,Storage CRO
स्ट्रोब,Strobe
स्ट्रोब सर्किट,Strobe circuit
प्रेरक नाडी,Strobe pulse
स्ट्रोक टर्मिनल,Strobe terminal
स्ट्रोबोस्कोपिक गोल युनिट,Stroboscopic flash unit
स्टब,Stub
लॉक केलेले,Stuck
स्थिर गाळणे,Stuck mode
हादरले,Stylus
वाहक,Sub carrier
उपनियम,Subroutine
व्याकरणात्मक वर्ण मिश्रण,Subtractive colour mixing
अधीनस्थ,Subtractor
"अंडरले, सब्सट्रेट",Substrate
हात वजाबाकी,Subtraction with carry
वजा केले,Subtrahend
प्रगतीशील अंदाजे,Successive approximation
कालक्रमानुसार अंदाजे adc,Successive approximation ADC
अचानक वातावरणाचा गोंधळ,Sudden atmospheric disturbance
अॅडर अॅम्प्लिफायर,Summing amplifier
सुपर बीटा ट्रान्झिस्टर,Super beta transistor
अंतिम संगणक,Super computer
सुपर कंडक्टर,Super conductor
हायपरहायब्रिड रिसीव्हर,Super heterodyne receiver
सुपर हेटरोडायन सिद्धांत,Super heterodyne principle
ओव्हरपाइप लाइन प्रोसेसर,Super pipe line processor
सुपर स्केलर प्रोसेसर,Super scalar processor
आरोप प्रमेय,Superposition theorem
फीड व्होल्टेज अपवर्जन प्रमाण,Supply voltage rejection ratio
सहाय्यक चिप,Support chip
वाहक मॉड्यूलेशन थांबवा,Suppressed carrier modulation
पृष्ठभाग ध्वनी लहरी,Surface acoustic wave
पृष्ठ अडथळा,Surface barrier
पृष्ठ बार डिटेक्टर,Surface barrier detector
पृष्ठ शुल्क,Surface charge
पृष्ठ चरण प्रवाह,Surface leakage current
स्थापित साधन,Surface mount device
पृष्ठ स्थापित तंत्रज्ञान,Surface mounted technology
लाट,Surge
लाट प्रवाह,Surge current
लाट प्रतिबाधा,Surge impedance
लाट संरक्षक,Surge protector
वाढ नोंदवही,Surge register
शामक,Surge suppressor
लाट व्होल्टेज,Surge voltage
प्रतिसाद,Susceptance
संवेदनशीलता,Susceptibility
रेझिस्टर व्होल्टेज,Sustaining voltage
सोयुझ टर्मिनल,Swage terminal
फॅन जनरेटर,Sweep generator
तयारी युनिट,Sweep unit
दोलन,Swing
डोलन चोक,Swinging choke
स्विच ब्रेकर,Switch debuncher
स्विच केलेले कॅपेसिटर,Switched capacitor
स्विच केलेले गेन अॅम्प्लीफायर,Switched gain amplifier
स्विचिंग,Switching
बीजगणित बदलणे,Switching algebra
स्विचिंग सर्किट,Switching circuit
वीज पुरवठा स्विच करणे,Switching power supply
स्विचिंग रेग्युलेटर,Switching regulator
स्विचिंग वेव्हफॉर्म,Switching wave form
प्रोग्राम करण्यायोग्य टाइमर स्विच केला,Switched programmable timer
सही करा,Symbol
प्रतीक कालावधी,Symbol period
प्रतीकात्मक लेबल,Symbolic label
समकालिक विभाजक,Synchro separator
सिंक्रोनस सर्किट,Synchronising circuit
सिंक्रोनस सिग्नल,Synchronization signal
सिंक्रोनायझर,Synchronizer
सिंक्रोनस कॅल्क्युलेटर,Synchronous counter
सिंक्रोनस डिटेक्टर,Synchronous detector
सिंक्रोनस ट्रान्समिशन,Synchronous transmission
समकालिक ओळख,Synchronous detection
वाक्य निर्मिती,Syntax
वारंवारता सिंथेसाइझर,Synthesizer frequency
"शरीर रचना, प्रणाली डिझाइन",System design
टी-पाई रूपांतरणे,T-transformation
"टॅकोमीटर, रोटेशनल व्होल्टमीटर",Tachometer
शेपटीचा प्रवाह,Tail current
टाकी सर्किट,Tank circuit
टॅंटलम कॅपेसिटर,Tantalum capacitor
हकालपट्टी,Tap
टेप रीप्ले,Tape reply
"रिमूव्हर, एक्स्ट्रॅक्टर",Tapper
tarbel पृष्ठ,Tarbell interface
टी-कनेक्टर,T-connector
टेलिडेल्टस पेपर,Teledeltos paper
फेरफटका मापन,Telemetering
"टेलिफोनी, टेलिफोनी",Telephony
टेलिग्राफर,Teleprinter
"दूरदर्शन, दूरदर्शन",Television
दूरदर्शन कॅमेरा,Television camera
दूरदर्शन रिसीव्हर,Television receiver
टेलिगॉन प्रमेय,Tellegen theorem
टेट्रोड,Tetrode
उष्णता भरपाई,Temperature compensation
"rava, क्रिस्टल",Temperature conditioning crystal
उष्णता-व्होल्टेज कनवर्टर,Temperature to voltage converter
तात्पुरती डेटा रजिस्टर,Temporary data register
टर्मिनल,Terminal
चाचणी आघाडी,Test lead
चाचणी सिग्नल,Test signal
चतुर्थांश अणू,Tetravalent atoms
थर्मल प्रवाह,Thermal drift
थर्मल अलगाव,Thermal isolation
"थर्मल आवाज, थर्मल आवाज",Thermal noise
थर्मल ऑक्सीकरण,Thermal oxidation
थर्मल प्रतिकार,Thermal resistance
थर्मल एस्केप,Thermal runway
उष्णता खंडित,Thermal shutdown
थर्मल स्थिरता,Thermal stability
थर्मिओनिक उत्सर्जन,Thermionic emission
उष्णता प्रतिरोध,Thermoresistor
थर्मोकूपल,Thermocouple
थर्मल प्रभाव,Thermoelectric effect
उष्णता नियंत्रक,Thermostat
थेवेनिन प्रमेय,Thevenin's theorem
पातळ पडदा,Thin film
पातळ पडदा कॅपेसिटर,Thin film capacitor
पातळ पडदा प्रतिकार,Thin filmregister
थोरियम लेपित टंगस्टन कॅथोड,Thoriated tungsten cathode
शक्ती नियम,Three halves (3/2) power law (3/2)
तिहेरी सर्किट,Three phase circuit
त्रि-राज्य राम,Three-state RMA
ट्राय-एंड रेग्युलेटर,Three-terminal regulator
सिल डिटेक्टर,Threshold detector
खिडकीच्या चौकटीचा खालचा आडवा व्होल्टेज,Threshold voltage
थायरट्रॉन ट्यूब,Thyratron tube
"पुनर्गुंतवणूक, अल्पायुषी",Tickler
टिकलर ऑसिलेटर,Tickler oscillator
घट्ट जोडणी,Tight coupling
तिरपा,Tilt
वेळ आधारित सर्किट,Time base circuit
टाइमर जनरेटर,Time base generator
वेळ बेस व्होल्टेज,Time base voltage
कॉल विलंब,Time delay
टाइम झोन परावर्तकता,Time domain reflectometry (TDR)
वेळ मार्कर जनरेटर,Time marker generator
काळ भागी,Time sharing
वेळ विंडो,Time window
टाइमिंग मोड स्विचिंग,Time-mode switching timer
"वेळ नियंत्रक, वेळ नियंत्रक",Timer
कंट्रोलर मोटरवर कॉल करा,Timer motor
वेळ सेट आकृती,Timing diagram
वेळ समायोजन गोंधळ,Timing jitter
क्रोनोमीटर मार्कर जनरेटर,Timing marker generator
कॉल समायोजक नेटवर्क,Timing network
टी-नेटवर्क,T-network
टॉगल स्विच,Toggle switch
टोकन बस नेटवर्क,Token bus network
टोकन नेटवर्क,Token ring network
स्वीकार्य बदल,Tolerance
व्होकल ब्लास्ट जनरेटर,Tone burst generator
toroid,Toroid
टॉरस अँटेना,Torus antenna
संपूर्ण हार्मोनिक विकृती,Total harmonic distortion
टोटेम पोल,Totem pole
टोटेम-पोल ट्रान्झिस्टर,Totem pole transistor
स्पर्श स्विच,Touch switch
स्पर्शिक स्वरीकरण,Touch tone signaling
टी-पॅड,T-pad
तिप्पट,Trable
"ट्रेसिंग, ट्रेसिंग",Trace
"ट्रॅक बॉल, ट्रॅक बॉल",Track balls
अनुपालन,Tracking
ट्रॅकिंग आणि कंट्रोल सर्किट,Tract and hold circuit
"मागील कोर, अनुगामी कोर",Trailing edge
प्रशिक्षक,Trainer
अनुपालन,Tracking
परस्पर,Transadmittance
इंटरकंडक्टिव्हिटी,Transconductance
ट्रान्सड्यूसर,Transducer
हस्तांतरण वैशिष्ट्ये,Transfer characteristics
हस्तांतरण कार्य,Transfer function
नफा हस्तांतरित करा,Transfer gain
रूपांतरण,Transformation
"ट्रान्सफॉर्मर, ट्रान्सफॉर्मर",Transformer
ट्रान्सफॉर्मर जोडलेले अॅम्प्लिफायर,Transformer coupled amplifier
ट्रान्सफॉर्मर कपलिंग,Transformer coupling
परिवर्तनीय कार्यक्षमता,Transformer efficiency
क्षणिक,Transient
क्षणिक उल्लंघन,Transient overshoot
क्षणिक प्रतिसाद,Transient response
क्षणिक मंद,Transient suppressor
ट्रान्झिस्टर ब्लॉक,Transistor chopper
ट्रान्झिस्टर चालू लाभ,Transistor current gain
ट्रान्झिस्टर स्विच,Transistor switch
ट्रान्झिस्टर,Transistor
ट्रान्झिस्टरचा आवाज,Transistor noise
ट्रान्झिस्टर नियामक,Transistor regulator
प्रस्थानाची वेळ,Transit time
संक्रमण कॅपेसिटर,Transition capacitance
संक्रमण घटक,Transition factor
संक्रमण वारंवारता,Transition frequency
संक्रमण क्षेत्र,Transition region
हस्तांतरण बफर,Translation network
ट्रान्समिशन नुकसान,Transmission loss
पारगम्यता,Transmittance
"पाठवणारा, पाठवणारा",Transmitter
वारंवारता ट्रान्समीटर,Transmitter frequency
पारदर्शक कुंडी,Transparent latch
ट्रान्सपॉन्डर,Transponder
वाहतूक गुणक,Transport factor
स्पष्ट कारण,Transrectification
क्रॉस प्रतिकार,Transresistance
आडवा लहर,Transverse electric wave
ट्रान्सविच,Transwitch
नेट,Trap
ट्रॅपेझॉइडल लाट,Trapezoidal wave
प्रगतीशील लहरी ट्यूब,Travelling wave tube
चर वेगळे करणे,Trench isolation
triac,Triac
त्रिकोणी स्क्वेअर वेव्ह कनवर्टर,Triangular square wave converter
त्रिकोणी-साइन वेव्ह कनवर्टर,Triangular to sine wave converter
त्रिकोणी लहर जनरेटर,Triangular wave generator
ट्रिगर,Trigger
ट्रिगर डायोड,Trigger diode
ट्रिगर नाडी,Trigger pulse
ट्रान्झिस्टर,Trigistor
"सूक्ष्म समायोजन, ट्रिम",Trim
सूक्ष्म समायोजक,Trimmer
triode,Triode
विभाजन पत्रिका,Trip coil
तिहेरी अचूक संख्या,Triple precision number
तीन स्टेज बफर,Tristate buffer
त्रिकूट तर्क,Tristate logic
ट्रोकोट्रॉन,Trochotron
गोंधळ विखुरलेला दुवा,Tropo-scatter link
ट्रोपोस्फियर,Troposphere
समस्यानिवारक,Trouble shooting
वास्तविक शक्ती कनवर्टर,True power converter
खरे वर्ग-मीन रूट व्होल्टमीटर,True RMS voltage
सत्य सारणी,Truth table
टी-राज्य,T-state
TTL,TTL (transistor-transistor logic)
ट्यूबलर कॅपेसिटर,Tubular capacitor
ट्यून केलेले अॅम्प्लीफायर,Tuned amplifier
ट्यून केलेले कलेक्टर ऑसिलेटर,Tuned collector oscillator
ट्यून केलेला ड्रेन ऑसिलेटर,Tuned drain oscillator
व्होकल कोर,Tuning core
ट्यूनिंग नेटवर्क,Tuning network
व्होकल कॉर्ड,Tuning stub
"टनेल डायोड, टनेल डायोड",Tunnel diode
"टनेलिंग इफेक्ट, टनेलिंग इफेक्ट",Tunneling effect
टर्बाइन फ्लोमीटर,Turbine flowmeter
संक्रमण कालावधी,Turnaround time
निवास वेळ,Turn off time
सुरवातीची वेळ,Turn on time
टर्नस्टाइल अँटेना ट्वीटर,Turnstile antenna
twitter,Tweater
यमल आगरक,Twin head
ट्विन-टी नॉच फिल्टर,Twin-T notch filter
yaml चहा oscillator,Twin-T oscillator
वळलेली जोडी,Twisted pair
ट्विस्टेड रिंग काउंटर,Twisted ring counter
twisted-nematic द्रव,Twisted-nematic liquid
द्वि-मार्ग नेटवर्क,Two port network
ट्विस्ट्रॉन,Twystron
"u-art, u-sart","U-art, U-sart"
अल्ट्रासोनिक फॉल्ट डिटेक्टर,Ultrasonic flaw detector
प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी) वारंवारता,Ultrasonic frequency
अल्ट्राव्हायोलेट प्रकाश स्रोत/दिवा,Ultraviolet lamp
अतिनील विकिरण,Ultraviolet radiation
युमॅटिक,U-matic
असंतुलित भार (फुगवटा),Unbalanced load
अविरत स्ट्रेन गेज,Unbonded strain gauge
बिनशर्त उसळी,Unconditional jump
undamped oscillation,Undamped oscillation
प्रजनन,Under coupling
वश,Under damp
कमी ओलसर दोलन,Under damped oscillation
पाण्याखालील कॅमेरा,Under water camera
आंतर जमीन नेटवर्क,Underground network
अपवर्तक,Undertone
पाण्याखालील मायक्रोफोन (व्हॉइस क्लायंट),Underwater microphone
एकतर्फी संपादन,Unidirectional load
सिंगल अँटेना,Unidirectional antenna
घरगुती रजिस्टर,Unidirectional register
जंक्शन ट्रान्झिस्टर,Unijunction transistor
एकतर्फीकरण,Unilaterlisation
एकध्रुवीय उपकरण,Unipolar device
एकल परिशिष्ट,Uniselector
सिंगल सिलेक्टर (Tel),Uniselector (telephone)
युनिट थ्रस्ट/आवेग,Unit impulse
माहिती युनिट,Unit of information
युनिट पायरी,Unit step
एकल व्हायब्रेटर,Unit vibrator
युनिट गेन एम्पलीफायर,Unity gain amplifier
युनिट गेन बँड विस्तार,Unity gain band width
युनिट पॉवर फॅक्टर,Unity power factor
सार्वत्रिक फिल्टर,Universal filter
सार्वत्रिक गेट,Universal gate
उभयचर मोटर,Universalmotor
"सार्वत्रिक शंट, पार्श्व मार्ग",Universal shunt
युनिव्हर्सल ट्रंक सर्किट,Universaltrunk circuit (telephone)
सार्वत्रिक कॉइलिंग,Universal winding
अनियमित वीज पुरवठा,Unregulated power supply
असुरक्षित केबल,Unscreened cables
असुरक्षित वायर,Unshielded wire
न वळलेला ट्रान्सफॉर्मर,Untuned transformer
अनुलंब कनवर्टर,Up converter
अपडाउन कॅल्क्युलेटर,Updown counter
"अपलिंक, अपलिंक",Uplink
ओव्हरहेड वारंवारता,Upper cut off frequency
उच्च प्लेबॅक वारंवारता,Upper side frequency
ओव्हरहेड ट्रिप पॉइंट,Upper trip point (UTP)
अनुप्रयोग घटक,Utilization factor
