Kannada,Malayalam
ಸಿಸ್ಟಮ್ ಉತ್ಪಾದನೆ  ಸಾಧನ,സിസ്റ്റം .ട്ട്പുട്ട്  ഉപായം
ಸಿಸ್ಟಮ್ ಉತ್ಪಾದನೆ  ಬರಹಗಾರ,സിസ്റ്റം .ട്ട്പുട്ട്  എഴുത്തുകാരി
ವ್ಯವಸ್ಥೆ  ಉತ್ಪಾದಕತೆ,ഏര്പ്പാട്  ഉത്പാദനക്ഷമത
ವ್ಯವಸ್ಥೆಯ ಕಾರ್ಯಕ್ರಮ,സിസ്റ്റം പ്രോഗ്രാം
ವ್ಯವಸ್ಥೆ  ಪ್ರಾಂತ್ಯ,ഏര്പ്പാട്  പ്രോഗ്രാമർ
ವ್ಯವಸ್ಥೆ  ಪ್ರೋಗ್ರಾಮಿಂಗ್  ಭಾಷೆ,ഏര്പ്പാട്  പ്രോഗ്രാമിംഗ്  ഭാഷ
ಸಿಸ್ಟಮ್ ಕ್ವೈಸ್,സിസ്റ്റം ക്വിസ്സെ
ಸಿಸ್ಟಮ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,സിസ്റ്റം വിശ്വാസ്യത
ವ್ಯವಸ್ಥೆಯ ವಾಸ  ಪರಿಮಾಣ,സിസ്റ്റം റെസിഡൻസ്  വ്യാപ്തം
ವ್ಯವಸ್ಥೆಯ ವ್ಯವಸ್ಥಾಪಕ,സിസ്റ്റം താമസക്കാരൻ
ವ್ಯವಸ್ಥೆಯ ವ್ಯವಸ್ಥಾಪಕ  ಸಾಫ್ಟ್ವೇರ್,സിസ്റ്റം താമസക്കാരൻ  സോഫ്റ്റ്വെയർ
ವ್ಯವಸ್ಥಿತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,സിസ്റ്റം പ്രതിരോധം
ವ್ಯವಸ್ಥೆಯ ಸಂಪನ್ಮೂಲ,സിസ്റ്റം റിസോഴ്സ്
ವ್ಯವಸ್ಥೆಯ ಸಂಪನ್ಮೂಲ  ವ್ಯವಸ್ಥಾಪಕ,സിസ്റ്റം ഉറവിടം  നിര്വാഹകന്
ವ್ಯವಸ್ಥೆಯ ಪ್ರತಿಕ್ರಿಯೆ,സിസ്റ്റം പ്രതികരണം
ವ್ಯವಸ್ಥೆಯ ಪ್ರತಿಕ್ರಿಯೆ  ಹೊಲತು,സിസ്റ്റം പ്രതികരണം  വയല്
ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ,സിസ്റ്റം പുനരാരംഭിക്കുക
ವ್ಯವಸ್ಥೆಗಳ ವಿಧಾನ,സിസ്റ്റംസ് സമീപനം
ವ್ಯವಸ್ಥೆಗಳ ವಿನ್ಯಾಸ,സിസ്റ്റങ്ങളുടെ രൂപകൽപ്പന
ವ್ಯವಸ್ಥೆಯ ಸುರಕ್ಷತೆ,സിസ്റ്റം സുരക്ഷ
ವ್ಯವಸ್ಥೆಗಳ ಹರಿವಿನ ಚಾರ್ಟ್,സിസ്റ്റങ്ങളുടെ ഫ്ലോ ചാർട്ട്
ವ್ಯವಸ್ಥೆಗಳ ಉತ್ಪಾದನೆ,സിസ്റ്റം ജനറേഷൻ
ವ್ಯವಸ್ಥಿತ ಸ್ಥಗಿತ,സിസ്റ്റം ഷട്ട്ഡ .ൺ
ಸಿಸ್ಟಮ್ ಸಿಮ್ಯುಲೇಶನ್,സിസ്റ്റം സിമുലേഷൻ
ಸಿಸ್ಟಮ್ ನಿಧಾನವಾಗುತ್ತದೆ,സിസ്റ്റം മന്ദഗതിയിലാക്കുന്നു
ಸಿಸ್ಟಮ್ ಸಾಫ್ಟ್‌ವೇರ್,സിസ്റ്റം സോഫ്റ്റ്വെയർ
ವ್ಯವಸ್ಥೆ  ನಿರ್ದಿಷ್ಟತೆ,ഏര്പ്പാട്  സവിശേഷത
ವ್ಯವಸ್ಥೆಯ ಕಾರ್ಯಕ್ರಮ,സിസ്റ്റംസ് പ്രോഗ്രാം
ವ್ಯವಸ್ಥೆಗಳು  ಪ್ರಾಂತ್ಯ,സിസ്റ്റങ്ങൾ  പ്രോഗ്രാമർ
ವ್ಯವಸ್ಥೆಗಳು  ಪ್ರೋಗ್ರಾಮಿಂಗ್,സിസ്റ്റങ്ങൾ  പ്രോഗ്രാമിംഗ്
ವ್ಯವಸ್ಥೆಗಳು,സിസ്റ്റംസ് സബ്റൂട്ടിൻ
ವ್ಯವಸ್ಥೆಯ ಮಾನದಂಡ,സിസ്റ്റം സ്റ്റാൻഡേർഡ്
ವ್ಯವಸ್ಥೆಯ ಅಂಕಿಅಂಶಗಳು,സിസ്റ്റം സ്ഥിതിവിവരക്കണക്കുകൾ
ವ್ಯವಸ್ಥೆಯ ರಚನೆ,സിസ്റ്റം ഘടന
ವ್ಯವಸ್ಥೆಯ ಅಧ್ಯಯನ,സിസ്റ്റം പഠനം
ವ್ಯವಸ್ಥೆಯ ಮೇಲ್ವಿಚಾರಕ,സിസ്റ്റം സൂപ്പർവൈസർ
ವ್ಯವಸ್ಥೆಯ ಮೇಜು,സിസ്റ്റം പട്ടിക
ವ್ಯವಸ್ಥೆಯ ಕಾರ್ಯ,സിസ്റ്റം ചുമതല
ಸಿಸ್ಟಂ ಟರ್ಮಿನಲ್,സിസ്റ്റം ടെർമിനൽ
ಸಿಸ್ಟಂ ಪರೀಕ್ಷೆ,സിസ്റ്റം പരിശോധന
ವ್ಯವಸ್ಥನಾ ಸಿದ್ಧಾಂತ,സിസ്റ്റം തിയറി
ವ್ಯವಸ್ಥೆಯ ಉಪಯುಕ್ತತೆ,സിസ്റ്റം യൂട്ടിലിറ്റി
ವ್ಯವಸ್ಥೆಯ ಉಪಯುಕ್ತತೆ  ಸಾಧನ,സിസ്റ്റം യൂട്ടിലിറ്റി  ഉപായം
ವ್ಯವಸ್ಥೆಯ ಉಪಯುಕ್ತತೆ  ಕಾರ್ಯಕ್ರಮ,സിസ്റ്റം യൂട്ടിലിറ്റി  കാരപരിപാടി
ಸಿಸ್ಟಮ್ ವೇರಿಯಬಲ್  ಚಿಹ್ನೆ,സിസ്റ്റം വേരിയബിൾ  പതീകം
ಮೇಜಿನ ಅಂಶ,പട്ടിക ഘടകം
ಮೇಜಿನ ಕಾರ್ಯ,പട്ടിക പ്രവർത്തനം
ಮೇಜಿನ ನೋಟ,പട്ടിക ലുക്ക്-അപ്പ്
ಕೋಷ್ಟಕ  ಸಂಯೋಜನೆ,പട്ടിക  സമ്മിശണം
ಮೇಜು ಸಿಮ್ಯುಲೇಟರ್,പട്ടിക സിമുലേറ്റർ
ಟ್ಯಾಬ್ಲೆಟ್,ചെറുതകിട്
ಕೋಷ್ಟಕ ಭಾಷೆ,തബലാ ഭാഷ
ಲೇಪನ  ಪಾತ್ರ,അവസഹമായ  കഥാപാതം
ಟ್ಯಾಗ್ ಪರಿವರ್ತನೆ  ಸಾಧನ,ടാഗ് പരിവർത്തനം ചെയ്യുന്നു  ഉപായം
Tagಾಯಿತ  ವಾಸ್ತುಶಿಲ್ಪಿ,ടാഗുചെയ്തു  വാസ്തുവിദ
ಟ್ಯಾಗ್ ವಿಂಗಡಣೆ,ടാഗ് അടുക്കുക
ಟಂಡೆಮ್ ಕಂಪ್ಯೂಟರ್,കമ്പ്യൂട്ടർ ടാൻഡം
ಟಂಡೆಮ್ ಡೇಟಾ  ಸುತ್ತಾಟ,ടാൻഡം ഡാറ്റ  സഞ്ചാരം
ಉಂಗುರ ಕಚೇರಿ,ടാൻഡെം ഓഫീസ്
ಟಂಡೆಮ್ ಸ್ವಿಚಿಂಗ್,ടാൻഡം സ്വിച്ചിംഗ്
ಒಟ್ಟುಗೂಡಿಸುವ ವ್ಯವಸ್ಥೆ,ടാൻഡെം സിസ്റ്റം
ಟಂಡೆಮ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ടാൻഡം ട്രാൻസ്പോർട്ട്
ಕಾಂಡದ ಕಾಂಡ,ടാൻഡം ട്രങ്ക്
ಟೇಪ್ ಬೌಂಡ್  ಟ್ಯೂರ್ ಯಂತ್ರ,ടേപ്പ് അതിർത്തി  ട്യൂറിംഗ് മെഷീൻ
ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,ടേപ്പ് കാട്രിഡ്ജ്
ಟೇಪ್ ಪಾತ್ರ,ടേപ്പ് പ്രതീകം
ಟೇಪ್ ಕೋಡ್,ടേപ്പ് കോഡ്
ಟೇಪ್ ಡ್ರೈವ್,ടേപ്പ് ഡ്രൈവ്
ಟೇಪ್ ಫೈಲ್,ടേപ്പ് ഫയൽ
ಟೇಪ್ ಸ್ವರೂಪ,ടേപ്പ് ഫോർമാറ്റ്
ಟೇಪ್ ಇನ್ಪುಟ್,ടേപ്പ് ഇൻപുട്ട്
ಟೇಪ್ ಲೇಬಲ್,ടേപ്പ് ലേബൽ
ಟೇಪ್ ಗ್ರಂಥಾಲಯ,ടേപ്പ് ലൈബ്രറി
ಟೇಪ್ ಮಚಲಿಸಂ,ടേപ്പ് മാച്ചാനിസം
ಟೇಪ್ ಗುರುತಕ,ടേപ്പ് മാർക്കർ
ಟೇಪ್ ಸಂಗ್ರಹಣೆ,ടേപ്പ് സംഭരണം
ಟೇಪ್ ಘಟಕ,ടേപ്പ് യൂണിറ്റ്
ಟಾರ್ಗೆಟ್ ಕಂಪ್ಯೂಟರ್,ടാർഗെറ്റ് കമ്പ്യൂട്ടർ
ಭಾಷೆ,ലക്ഷ്യ ഭാഷ
ಗುರಿ ಕಾರ್ಯಕ್ರಮ,ടാർഗെറ്റ് പ്രോഗ്രാം
ಗುರಿ ವೇರಿಯಬಲ್,ടാർഗെറ്റ് വേരിയബിൾ
ಕಾರ್ಯ ನಿಯಂತ್ರಣ ನಿರ್ಬಂಧ,ടാസ്ക് നിയന്ത്രണ ബ്ലോക്ക്
ಕಾರ್ಯ ನಿರ್ವಹಣೆ,ടാസ്ക് മാനേജുമെന്റ്
ಕಾರ್ಯ ಹೆಸರು,ടാസ്ക് പേര്
ಕಾರ್ಯ ಕ್ಯೂ,ടാസ്ക് ക്യൂ
ಕಾರ್ಯ ವೇಳಾಪಟ್ಟಿ,ടാസ്ക് ഷെഡ്യൂളർ
ಕಾರ್ಯ ಸ್ವಿಚ್,ടാസ്ക് സ്വിച്ച്
ಕಾರ್ಯದ ಕಾರ್ಯ  ಸಂವಹನ,ചുമതലയിലേക്കുള്ള ചുമതല  വാര്ത്താവിനിമയം
ಕಾರ್ಯ ವೇರಿಯಬಲ್,ടാസ്ക് വേരിയബിൾ
ತಂತ್ರ  ಫ್ಲೋಚಾರ್ಟ್,സന്വദായം  തടിച്ച
ದೂರಸಂಪರ್ಕ,ടെലികോൺഫറൻസിംഗ്
ಜಗೆ,ടെലിനെറ്റ്
ಟೆಲಿಪ್ರೀಂಟರ್,ടൊലിപ്ർൻറ്
ದೂರಸಂಪರ್ಕ  ಜಾಲ,ടെലിപ്രോസെസിംഗ്  നെറ്റ്വർക്ക്
ದೂರದರ್ಶಕ,ടെലിസ്ക്രീൻ
ಜೀಲಿನ ಪರೀಕ್ಷೆ,ടെലിടെക്സ്റ്റ്
ಟೆಲಿಟೆಕ್ಸ್ಟ್ ಸೇವೆ,ടെലിടെക്സ്റ്റ് സേവനം
ಟೆಲಿಟೈಪ್ ಕೋಡ್,ടെലിടൈപ്പ് കോഡ്
ಟೆಲಿಟೈಪ್ ಬರಹಗಾರ,ടെലിടൈപ്പ് എഴുത്തുകാരൻ
ಹತ್ತಾರು ಪೂರಕ,ടെൻസ് പൂരകമാണ്
ಅಂತಿಮ,അതിതീവ്രമായ
ಟರ್ಮಿನಲ್ ಪ್ರದೇಶ,ടെർമിനൽ ഏരിയ
ಟರ್ಮಿನಲ್ ಕ್ಲಸ್ಟರ್,ടെർമിനൽ ക്ലസ്റ്റർ
ಅಂತಿಮ  ಅಂಶ,അതിതീവ്രമായ  ഘടകം
ಅಂತಿಮ  ಸಂರಚನೆ  ಸೌಲಭ್ಯ,അതിതീവ്രമായ  കോൺഫിഗറേഷൻ  സൗകര്യം
ಟರ್ಮಿನಲ್ ನಿಯಂತ್ರಕ,ടെർമിനൽ കൺട്രോളർ
ಟರ್ಮಿನಲ್ ಕರ್ಸರ್,ടെർമിനൽ കഴ്സർ
ಟರ್ಮಿನಲ್ ಸಂಪಾದಿಸು  ಕಾರ್ಯಾಚರಣೆ,ടെർമിനൽ എഡിറ്റ്  ശസ്തകിയ
ಟರ್ಮಿನಲ್ ಪ್ರವೇಶ,ടെർമിനൽ എൻട്രി
ಅಂತಿಮ ಉಪಕರಣ,അതിതീവ്രമായ സജ്ജീകരണം
ಅಂತಿಮ  ಅನುಸ್ಥಾಪನ,അതിതീവ്രമായ  പതിഷ്ഠാപനം
ಟರ್ಮಿನಲ್ ವಿನಿಮಯ,ടെർമിനൽ ഇന്റർചേഞ്ച്
ಟರ್ಮಿನಲ್ ಕೆಲಸ,ടെർമിനൽ ജോലി
ಟರ್ಮಿನಲ್ ಮೋಡ್,ടെർമിനൽ മോഡ്
ಟರ್ಮಿನಲ್ ಮಾನಿಟರ್  ಕಾರ್ಯಕ್ರಮ,ടെർമിനൽ മോണിറ്റർ  കാരപരിപാടി
ಟರ್ಮಿ,ടെർമിനൽ നോഡ്
ಟರ್ಮಿನಲ್ ಪೋರ್ಟ್,ടെർമിനൽ പോർട്ട്
ಟರ್ಮಿನಲ್ ರಿಪೀಟರ್,ടെർമിനൽ റിപ്പയർ
ಅಂತಿಮ ಕೊಠಡಿ,ടെർമിനൽ റൂം
ಟರ್ಮಿನಲ್ ಅಧಿವೇಶನ,ടെർമിനൽ സെഷൻ
ಟರ್ಮಿನಲ್ ಚಿಹ್ನೆ,ടെർമിനൽ ചിഹ്നം
ಟರ್ಮಿನಲ್ ಘಟಕ,ടെർമിനൽ യൂണിറ്റ്
ಟರ್ಮಿನಲ್ ಬಳಕೆದಾರ,ടെർമിനൽ ഉപയോക്താവ്
ಮುಕ್ತಾಯ,അവസാനിപ്പിക്കല്
ಟರ್ಮಿನೇಟರ್/  ಆರಂಭಕಾರ,ടെർമിനേറ്റർ /  ഇനീഷ്യേറ്റര്
ಪರಿಭಾಷೆ ಬ್ಯಾಂಕ್,ടെർമിനോളജി ബാങ്ക്
ಭಾಷಾ ಭಾಷೆ,ടേം ഭാഷ
ತ್ರಿಜ್ಯಾಧಿಕಾರಿ,ടെർനറി കോഡ്
ತ್ರಿಜ್ಯದ ತರ್ಕ,ടെർണറി ലോജിക്
ತ್ರಿ ಆಯ್ಕೆ  ದ್ವಾರ,ടെർനറി സെലക്ടർ  ഗേറ്റ്
ತ್ರಿಶೂಲ  ದ್ವಾರ,ടെർനാറി പരിധി  ഗേറ്റ്
ಪರೀಕ್ಷೆ ಮತ್ತು ಹೊಂದಿಸಿ,പരീക്ഷിച്ച് സജ്ജമാക്കുക
ಪರೀಕ್ಷಾ ಹಾಸಿಗೆ,ടെസ്റ്റ് ബെഡ്
ಡೇಟಾ ಜನರೇಟರ್ ಪರೀಕ್ಷಿಸಿ,ടെസ്റ്റ് ഡാറ്റ ജനറേറ്റർ
ಪರೀಕ್ಷೆ,പരിശോധന
ಪರೀಕ್ಷಾ ಸಂಖ್ಯಾತ್ಮಕ,ടെസ്റ്റ് സം കുറവ്
ಪರೀಕ್ಷಾ ಕಾರ್ಯಕ್ರಮ,ടെസ്റ്റ് പ്രോഗ്രാം
ಪರೀಕ್ಷಾ ದಿನಚರಿ,ടെസ്റ്റ് പതിവ്
ಪರೀಕ್ಷಾ ಓಟ,പരീക്ഷണ ഓട്ടം
ಪಠ್ಯ ಪ್ರದರ್ಶನ  ಸೂಚನಾ,ടെക്സ്റ്റ് ഡിസ്പ്ലേ  നിര്ദ്ദേശം
ಪಠ್ಯ ಸಂಪಾದಕ,ടെക്സ്റ്റ് എഡിറ്റർ
ಪಠ್ಯ,ടെക്സ്റ്റ് ഫോർമാറ്റർ
ಪಠ್ಯ,ടെക്സ്റ്റ് പ്രവർത്തനം
ಪಠ್ಯ ಸಂಸ್ಕರಣೆ,ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്
ಪಠ್ಯ ವಿಭಾಗ,ടെക്സ്റ്റ് വിഭാഗം
ಪಠ್ಯ ವಿಭಾಗ,ടെക്സ്റ്റ് സെഗ്മെന്റ്
ಪಠ್ಯ  ತಿದ್ದುಪಡಿ,ടെക്സ്റ്റ് സ്ട്രിംഗ്  തിരുത്ത്
ಪಠ್ಯ ಸ್ಟ್ರಿಂಗ್ ಹುಡುಕಾಟ,ടെക്സ്റ്റ് സ്ട്രിംഗ് തിരയൽ
ಟಿ-ಫ್ಲೈಸ್,ടി-ഫ്ലിപ്പ്ഫ്ലോപ്പ്
ಟಿ ಗೇಟ್ (ತ್ರಯಾತ್ಮಕ  ಸೆಲೆಕ್ಟರ್ ಗೇಟ್),ടി ഗേറ്റ് (ടെർനറി  സെലക്ടർ ഗേറ്റ്)
ಆಟಗಳ ಪ್ರಮೇಯ,ഗെയിമുകളുടെ സിദ്ധാന്തം
ಪ್ರಕಾರಗಳ ಪ್ರಮೇಯ,തരങ്ങളുടെ സിദ്ധാന്തം
ಪ್ರಮೇಯ ಸಾಬೀತುಪಡಿಸುವುದು,സിദ്ധാന്തം തെളിയിക്കുന്നു
ಉಷ್ಣ ಬೆಳಕು,താപ പ്രകാശം
ಉಷ್ಣ ಕಾಗದ,താപ പേപ്പർ
ಉಷ್ಣ ಮುದ್ರಕ,താപ പ്രിന്റർ
ಉಷ್ಣ ವರ್ಗಾವಣೆ  ಮುದ್ರಕ,താപ കൈമാറ്റം  പ്രിന്റർ
ದಟ್ಟ ಚಿತ್ರ,കട്ടിയുള്ള ഫിലിം
ದಪ್ಪ ಫಿಲ್ಮ್ ಮೆಮೊರಿ,കട്ടിയുള്ള ഫിലിം മെമ്മറി
ತೆಳುವಾದ ಚಿತ್ರ,നേർത്ത ഫിലിം
ತೆಳುವಾದ ಫಿಲ್ಮ್ ಮೆಮೊರಿ,നേർത്ത ഫിലിം മെമ്മറി
ತೆಳುವಾದ ಕಿಟಕಿ  ಪ್ರದರ್ಶನ,നേർത്ത വിൻഡോ  പദര്ശനം
ಮೂರನೆಯ ವ್ಯಕ್ತಿ  ಕಂಪ್ಯೂಟರ್,മൂന്നാം തലമുറ  കന്വൂട്ടര്
ಥ್ರೆಡ್ ಮಾಡಿದ ಪಟ್ಟಿ,ത്രെഡുചെയ്ത പട്ടിക
ಒಂದು ಬಗೆಯ ಮರ,ത്രെഡ് ട്രീ
ಎಳೆಯುವುದು,ത്രെഡിംഗ്
ಮೂರು ವಿಳಾಸ  ಸೂಚನಾ,മൂന്ന് വിലാസം  നിര്ദ്ദേശം
ಮೂರು ಆಯಾಮ  ರಂಗ,മൂന്ന് ഡൈമൻഷണൽ  ശേണി
ಮೂರು ರಾಜ್ಯ ಬಫರ್,മൂന്ന് സ്റ്റേറ്റ് ബഫർ
ಮೂರು ರಾಜ್ಯ ಉತ್ಪಾದನೆ,മൂന്ന് സംസ്ഥാന ഉത്പാദനം
ಮೂರು ದಾರಿ  ಕೈಚೀಲ,മൂന്ന് വഴി  ഹസ്താഭിവാദം
ಮಿತಿ,പരിധി ഘടകം
ಮಿತಿ,ത്രെഷോൾഡ് ഗേറ്റ്
ಥ್ಯೂ ಸಿಸ್ಟಮ್,തിയു സിസ്റ്റം
ಬಿಗಿಯಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,കർശനമായി ചേർത്തു
ಸಮಯದ ಸಂಕೀರ್ಣತೆ,സമയ സങ്കീർണ്ണത
ಸಮಯ ವಿಳಂಬ ಸರ್ಕ್ಯೂಟ್,സമയ കാലതാമസം സർക്യൂട്ട്
ಸಮಯ ವಿಭಾಗ,സമയ ഡിവിഷൻ
ಸಮಯ ವಿಭಾಗ  ತಿರುಗಿಸು,സമയ ഡിവിഷൻ  മാറുക
ಸಮಯಪಂಥೀಯ,സമയ ഡൊമെയ്ൻ
ಕಾಲಮಿತಿಯೊಳಗೆ,ടൈം ഫ്രെയിം
ಸಮಯದ ಮಟ್ಟ,സമയ നില
ದಿನದ ಗಡಿಯಾರದ ಸಮಯ,ദിവസത്തെ ക്ലോക്ക്
ಕಾಲಾವಧಿ,ടൈം ഔട്ട്
ಸಮಯ ನಾಡಿ  ವಿತರಣೆ,സമയ പൾസ്  വിതരണ
ಸಮಯದ ಪ್ರಮಾಣೀಕರಣ,സമയ ക്വാണ്ടൈസേഷൻ
ಟೈಮರ್ ಗಡಿಯಾರ,ടൈമർ ക്ലോക്ക്
ಸಮಯ ನೋಂದಣಿ  (= ಟೈಮರ್),സമയ രജിസ്റ്റർ  (= ടൈമർ)
ಸಮಯ ಪ್ರತಿಕ್ರಿಯೆ,സമയ പ്രതികരണം
ಸಮಯದ ಪ್ರಮಾಣ,സമയ സ്കെയിൽ
ಸಮಯ ಹಂಚಿಕೆ,സമയ പങ്കിടൽ
ಸಮಯ ಹಂಚಿಕೆ  ವ್ಯವಸ್ಥೆ,സമയ പങ്കിടൽ  ഏര്പ്പാട്
ಸಮಯ ಸ್ಲೈಸಿಂಗ್,സമയ സ്ലിസിംഗ്
ಸಮಯ ಮಾದರಿ,സമയ സാമ്പിൾ
ಸಮಯ ರೇಖಾಚಿತ್ರ,സമയ രേഖാചിത്രം
ಸಮಯ ಸಂಕೇತ,ടൈമിംഗ് സിഗ്നൽ
ತುದಿ ನೋಡಿಸು,ടിപ്പ് നോഡ്
ಟಾಗ್ಲಿಂಗ್ ವೇಗ,വേഗത്തിൽ
ಟೋಕನ್ ರಿಂಗ್,ടോക്കൺ റിംഗ്
ಮೇಲಕ್ಕೆ  ಅಭಿವೃದ್ಧಿ,ടോപ്പ് ഡൗൺ  വികസനം
ಟಾಪ್ ಡೌನ್ ಪಾರ್ಸಿಂಗ್,മുകളിൽ നിന്ന് താഴേക്ക് പാഴ്സിംഗ്
ಒಟ್ಟು ಕಾರ್ಯ,ആകെ പ്രവർത്തനം
ಸಂಪೂರ್ಣವಾಗಿ ಆದೇಶಿಸಲಾಗಿದೆ  ರಚನೆ,പൂർണ്ണമായും ഓർഡർ ചെയ്തു  ഘടന
ಪತ್ತೆ ಡೀಬಗ್ ಮಾಡುವುದು,ട്രെയ്സ് ഡീബഗ്ഗിംഗ്
ಪತ್ತೆ ಕಾರ್ಯಕ್ರಮ,ട്രെയ്സ് പ്രോഗ്രാം
ವಾಡಿಕೆಯ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,ട്രെയ്സിംഗ് ദിനചര്യ
ಟ್ರ್ಯಾಕ್,പാത
ವ್ಯಾಪಾರ ರಹಸ್ಯ,വ്യാപാര രഹസ്യം
ಸಂಚಾರ ನಿಯಂತ್ರಣ,ഗതാഗത നിയന്ത്രണം
ಜಾಡು ವಿಭಜಕ,നടപ്പാത തിരിച്ചുവരവ്
ಟ್ರೈಲರ್ ಲೇಬಲ್,ട്രെയിലർ ലേബൽ
ಟ್ರೈಲರ್ ರೆಕಾರ್ಡ್,ട്രെയിലർ റെക്കോർഡ്
ರೈಲು ಮುದ್ರಕ,ട്രെയിൻ പ്രിന്റർ
ವಹಿವಾಟು,ഇടപാട് ഫയൽ
ವ್ಯವಹಾರ  ಸಂಸ್ಕರಣೆ,ഇടപാട്  നടപടി
ಟ್ರಾನ್ಸ್ಬೋರ್ಡ್  ದತ್ತಾಂಶ ಹರಿವು,പകർച്ചവ്ബർ  ഡാറ്റാഫ്ലോ
ಪ್ರತಿಲೇಖನ ಡೇಟಾ,ട്രാൻസ്ക്രിപ്റ്റ് ഡാറ്റ
ಸಂಜ್ಞಾಪರಿತ್ರಿ,പിരിവ്
ವರ್ಗಾವಣೆ ಸರ್ಕ್ಯೂಟ್,ട്രാൻസ്ഫർ സർക്യൂട്ട്
ವರ್ಗಾವಣೆ ಕಾರ್ಯಾಚರಣೆ,കൈമാറ്റം പ്രവർത്തനം
ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ,കൈമാറ്റ നിരക്ക്
ವರ್ಗಾವಣೆ ಸಮಯ,സമയം കൈമാറുക
ವರ್ಗಾವಣೆ  ತಂತ್ರ,വെക്റ്റർ കൈമാറുക  സന്വദായം
ವರ್ಗಾಯಿಸು,മാരന്റ
ಪರಿವರ್ತನೆಯ  ಶಬ್ದಾರ್ಥ,പരിവർത്തനക്ഷാകമാനം  ദാതാപസ്
ರೂಪಾಂತರ  ಮೊನಚಾದ,രൂപാന്തരം  മോണോയിൾ
ರೂಪಾಂತರ  ವಿಗ್ರಹ,രൂപാന്തരം  സെമിഗ്രൂപ്പ്
ರೂಪಾಂತರ,ഡൊമെയ്ൻ പരിവർത്തനം ചെയ്യുക
ಅಸ್ಥಿರ ಪ್ರದೇಶ,ക്ഷണികമായ ഏരിയ
ಅಸ್ಥಿರ ದೋಷ,ക്ഷണിക പിശക്
ಅಸ್ಥಿರ ದಿನಚರಿ,ക്ഷണിക പതിവ്
ಟ್ರಾನ್ಸಿಸ್ಟರ್-  ಟ್ರಾನ್ಸಿಸ್ಟರ್ ತರ್ಕ,ട്രാൻസിസ്റ്റോർ-  ട്രാൻസിസ്സ്റ്റർ ലോജിക്
ಪರಿವರ್ತನೆ ಚೀಟಿ,സംക്രമണ കാർഡ്
ಉಚ್ಚಾರಣಾ,ട്രാൻസിറ്റീവ് അടയ്ക്കൽ
ಅನುವಾದಿಸು ಅವಧಿಯನ್ನು ಅನುವಾದಿಸಿ,വിവർത്തനം ദൈർഘ്യം
ಭಾಷಾಂತರ,വിവർത്തനം
ಅನುವಾದ ಕೋಷ್ಟಕ,വിവർത്തന പട്ടിക
ಅನುವಾದಕ ಕಾರ್ಯಕ್ರಮ,വിവർത്തക പ്രോഗ്രാം
ಅನುವಾದಕ ದಿನಚರಿ,വിവർത്തകൻ പതിവ്
ಅನುವಾದಕ ಬರವಣಿಗೆ  ವ್ಯವಸ್ಥೆ,വിവർത്തക എഴുത്ത്  ഏര്പ്പാട്
ಲಿಪ್ಯಂತರಣ,ലിപ്യന്തരണം
ಪ್ರಸರಣ ಬ್ಲಾಕ್  ಪಾತ್ರ,ട്രാൻസ്മിഷൻ ബ്ലോക്ക്  കഥാപാതം
ರೋಗ ಪ್ರಸಾರ  ಚಾನಲ್,പകർച്ച  ചാനല്
ಪ್ರಸರಣ ಸಂಹಿತೆ,ട്രാൻസ്മിഷൻ കോഡ്
ರೋಗ ಪ್ರಸಾರ  ನಿಯಂತ್ರಣ ಅಕ್ಷರ,പകർച്ച  പ്രതീകം നിയന്ത്രിക്കുക
ರೋಗ ಪ್ರಸಾರ  ವಿಚಲನ,പകർച്ച  വതിചലനം
ರೋಗ ಪ್ರಸಾರ  ವಿಸ್ತಾರ,പകർച്ച  മറുഫോണ്
ರೋಗ ಪ್ರಸಾರ  ಸೌಲಭ್ಯ,പകർച്ച  സൗകര്യം
ರೋಗ ಪ್ರಸಾರ  ಅಂತರಸಂಪರ,പകർച്ച  ഇന്റർഫേസ്
ರೋಗ ಪ್ರಸಾರ  ಅಡಚಣೆ,പകർച്ച  തടസ്സം
ಪ್ರಸರಣ ಮಟ್ಟ,ട്രാൻസ്മിഷൻ ലെവൽ
ಪ್ರಸರಣ ಮಟ್ಟ  ಬಿಂದು,ട്രാൻസ്മിഷൻ ലെവൽ  ബിന്ദു
ಪ್ರಸರಣ ಮಾರ್ಗ,ട്രാൻസ്മിഷൻ ലൈൻ
ಪ್ರಸರಣ ಲಿಂಕ್,ട്രാൻസ്മിഷൻ ലിങ്ക്
ಪ್ರಸರಣ ನಷ್ಟ,പ്രക്ഷേപണ നഷ്ടം
ರೋಗ ಪ್ರಸಾರ  ಮಾಧ್ಯಮ,പകർച്ച  മധസ്ഥാനം
