English,Tamil
Silicon nitride,சிலிக்கான் நைட்ரைடு
Silicon-oxide system,சிலிக்கான்-ஆக்சைடு முறை
Silicon transistor,சிலிக்கான் டிரான்சிஸ்டர்
Silicon wafer,சிலிக்கான் தாங்கல்
Silk screening,பட்டு உறை
Simplex code,சிம்ப்ளக்ஸ் குறியீடு
Simplex link,ஒற்றை இணைப்பு
Simulated inductor,உருவகப்படுத்தப்பட்ட ஊக்கி
Simulation,உருவகப்படுத்துதல் முறை
Simulator,முன்மாதிரி
Sine function generator,சைன் ஃபலன் ஜெனரேட்டர்
Sine integral,சைன் ஒருங்கிணைந்த
Sine to square wave converter,சைன் சதுர அலை மாற்றி
Sine wave synthesis,சைன் அலை தொகுப்பு
Sine-square wave generator,சைன்-சதுர அலை ஜெனரேட்டர்
Single board computer,ஒற்றை பலகை கணினி
Single capacitor compensation,ஒற்றை கொள்ளளவு இழப்பீடு
Single chip microprocessor,ஒற்றை சிப் நுண்செயலி
Single density disk,ஒற்றை அடர்த்தி வட்டு
Single ended output,ஒற்றை நரம்பு வெளியீடு
Single pole double thermo switch,ஒற்றை-துருவ இருதிட்டம் சுவிட்ச்
Single side band (SSB),சோலோ பிளேபேக் பேண்ட் (SSB)
Single side disk,ஒற்றை பக்க வட்டு
Single slop ADC,ஒற்றை வாய்ப்புள்ள adc
Single step execution,ஒற்றை நிலை செயல்படுத்தல்
Single supply op-amp,ஒற்றை விநியோக செயல்பாட்டு பெருக்கி
Single supply operation,ஒற்றை விநியோக செயல்பாடு
Sink,மூழ்குதல்
Sinusoidal response,சைனூசாய்டல் பதில்
Sinusoidal wave,சைனூசாய்டல் அலை
Skew clock,வளைவு கடிகாரம்
Skim effect,மேற்பரப்பு விளைவு
Sky wave,தொகுதி அலை
Sky wave propagation,வான அலை பரிமாற்றம்
Slave,கீழ்நிலை
Sleep mode,செயலற்ற முறை
Sleeper motor,படி மோட்டார்
Slew rate,sluice rate
Slope detector,ப்ரோன் டிடெக்டர்
Slotted line,துளையிடப்பட்ட கோடு
Slow blow fuse,மங்கலான உருகி
Slow scan television,மெதுவாக ஸ்கேன் செய்யும் தொலைக்காட்சி
Small scale integration (SSI),சிறிய ஒருங்கிணைப்பு (SSI)
Small signal analysis,குறுகிய சமிக்ஞை பகுப்பாய்வு
Small signal model,குறுகிய சமிக்ஞை மாதிரி
Smart card,ஸ்மார்ட் கார்டு
Smart fan,புத்திசாலி ரசிகர்
Smectic crystal,ஸ்மெடிக் படிக
Smith chart,ஸ்மித் விளக்கப்படம்
Smoke detector,புகை கண்டறிதல்
Smoothing,அழிக்கும்
Snow effect,பனி விளைவு
Snubber,அதிர்ச்சி உறிஞ்சும் கருவி
Snubber circuit,அதிர்ச்சி உறிஞ்சும் சுற்று
Snubber current,அதிர்ச்சி மின்னோட்டம்
Socket,சாக்கெட்
Soft copy,மென்மையான நகல்
Soft return,மென்மையான திரும்புதல்
Soft saturation,மென்மையான செறிவு
Soft start,மென்மையான தொடக்கம்
Software,மென்பொருள்
Solar cell,சூரிய மின்கலம்
Solar panel,சோலார் பேனல்கள்
Solder,சாலிடர்
Solder bridge,சாலிடர் பாலம்
Solenoid,சோலனாய்டு
Solid state detector,திட நிலை கண்டறிதல்
Solid state device,திட நிலை சாதனம்
Solid state relay,திட நிலை ரிலே
SONAR,சோனார்
SOS,SOS
Sound activated switch,குரல் செயல்படுத்தப்பட்ட சுவிட்ச்
Sound generator,ஒலி ஜெனரேட்டர்
Source code,மூல குறியீடு
Source coding,மூல குறியீட்டு முறை
Source coupled pair,மூல இணைக்கப்பட்டது
Source disk,மூல வட்டு
Source follower,மூலப் பின்னல்
Source image coding,மூல பிரதிபலிப்பு குறியீட்டு முறை
Space,"விண்வெளி, விண்வெளி, விண்வெளி, வானம்"
Space bar,ஸ்பேஸ் பார்
Space charge,இடைநிலை உந்துதல்
Space division multiplexing,மல்டிபிளக்சர் ஸ்பேஸ்/ஸ்டீரியோ பிரிவு
Space division multiplexing,இடைவெளி வகுக்கப்பட்ட மல்டிபிளெக்சிங்
Space height ratio,கவரேஜ் உயர் விகிதம்
Space wave,விண்வெளி அலை
Spark gap,தீப்பொறி இடைவெளி
SPDT switch,spdt சொடுக்கி
Speaker,பேச்சாளர்
Specification sheet,விவரக்குறிப்பு தாள்
Spectrum,"ஸ்பெக்ட்ரம், ஸ்பெக்ட்ரம்"
Spectrum analyser,நிறமாலை பகுப்பாய்வி
Speech synthesis,"பேச்சு தொகுப்பு, குரல் தொகுப்பு"
Speed up capacitor,இயங்கும் மின்தேக்கி
Spike suppressor,கோலிக் எதிர்ப்பு
Spin stabilization,சுழற்சி நிலைப்படுத்தல்
Split phase encoding,துண்டாக்கப்பட்ட-கலை குறியீட்டு முறை
Split power supply,உடைந்த சக்தி ஆதாரம்
Splitter,பிரிப்பான்
Spooling,"மடக்குதல், ஸ்பூலிங்"
SPST switch,SPST சொடுக்கி
Spurious memory write,மெய்நிகர் (போலி) நினைவக எழுத்து
Spurious response,தவறான பதில்
Spurious signal,மெய்நிகர் சமிக்ஞை
Sputtering,ஊசி
Square law detector,வர்க்க விதி காட்டி
Square law device,வர்க்க விதி சாதனம்
Square rooter,சதுர வேர்
Square wave,சதுர அலை
Square wave oscillator,சதுர அலை ஆஸிலேட்டர்
Stability factor,நிலைத்தன்மை காரணி
Stability feedback,நிலைத்தன்மை மறு முதலீடு
Stabilization,நிலைப்படுத்துதல்
Stabilizing network,நிலைப்படுத்தி நெட்வொர்க்
Stack,"அடுக்கு, அடுக்கு"
Stack pointer,மன இயக்குனர்
Stage efficiency,படி திறன்
Stagger timing,இணையான நேரம்
Standard amplitude modulation,நிலையான அலைவீச்சு பண்பேற்றம்
Standard cell,நிலையான செல்
Standard deviation,நிலையான விலகல்
Standard T.T.L.,நிலையான TTL
Standby power system,அவசர சக்தி அமைப்பு
Standing wave,நிலையான அலை
Standing wave ratio,நிலையான அலை விகிதம்
Stand-off ratio,தூர விகிதம்
Start bit,தொடக்க பிட்
Start up pulse,தொடக்க துடிப்பு
State diagram,நிலை வரைபடம்
State transition diagram,நிலை-மாற்ற வரைபடம்
State variable filter,மாற்றக்கூடிய வடிகட்டி
Static characteristic,நிலையான தன்மை
Static electricity,நிலையான மின்சாரம்
Static memory cell,நிரந்தர நினைவக செல்
Static random access memory (SRAM),நிலையான சீரற்ற அணுகல் நினைவகம்
Statuo register,நிலை பதிவு
Status flag,நிலை குறி
Statusterminal,பிஓஎஸ் முனையம்
Steering logic,திசைமாற்றி தர்க்கம்
Step graded junction,அடுக்கு சந்திப்பு
Step index profile,படி காட்டி சுயவிவரம்
Step response,படி பதில்
Step-graded,படிநிலை
Stepper motor,படிநிலை மின்நோடி
Stereo equilizer,ஸ்டீரியோ சமபக்க
Stereo receiver frequency,ஸ்டீரியோ ரிசீவர் அதிர்வெண்
Stiff coupling,இறுக்கமான இணைப்பு
Stop band,முறிவு இசைக்குழு
Storage delay time,சேமிப்பு தாமதம்
Storage memory,சேமிப்பு நினைவகம்
Storage time,"சேமிப்பு நேரம், நேரம்"
Strain gauge,விகாரமானி
Stray capacitance,தேவையற்ற பிடிப்பு
String,லேசான கயிறு
Storage CRO,சேமிப்பு CRO
Strobe,ஸ்ட்ரோப்
Strobe circuit,ஸ்ட்ரோப் சுற்று
Strobe pulse,தூண்டல் துடிப்பு
Strobe terminal,பக்கவாதம் முனையம்
Stroboscopic flash unit,ஸ்ட்ரோபோஸ்கோபிக் கோள அலகு
Stub,குட்டை
Stuck,தேங்கி நிற்கும்
Stuck mode,தேங்கி நிற்கும் வடிகட்டி
Stylus,குலுக்கியது
Sub carrier,கேரியர்
Subroutine,subroutine
Subtractive colour mixing,இலக்கண எழுத்து கலவை
Subtractor,துணை
Substrate,"அடியில், அடி மூலக்கூறு"
Subtraction with carry,கை கழித்தல்
Subtrahend,கழிக்கப்பட்டது
Successive approximation,முற்போக்கான தோராயம்
Successive approximation ADC,காலவரிசை தோராயமான adc
Sudden atmospheric disturbance,திடீர் வளிமண்டல இடையூறு
Summing amplifier,சேர்ப்பான் பெருக்கி
Super beta transistor,சூப்பர் பீட்டா டிரான்சிஸ்டர்
Super computer,இறுதி கணினி
Super conductor,சூப்பர் கண்டக்டர்
Super heterodyne receiver,ஹைப்பர்ஹைப்ரிட் ரிசீவர்
Super heterodyne principle,சூப்பர் ஹீட்டோரோடைன் கோட்பாடு
Super pipe line processor,ஓவர்பைப் லைன் செயலி
Super scalar processor,சூப்பர் ஸ்கேலர் செயலி
Superposition theorem,கணிப்பு தேற்றம்
Supply voltage rejection ratio,ஊட்ட மின்னழுத்த விலக்கு விகிதம்
Support chip,துணை சிப்
Suppressed carrier modulation,கேரியர் பண்பேற்றத்தை நிறுத்து
Surface acoustic wave,மேற்பரப்பு ஒலி அலை
Surface barrier,பக்கம் தடை
Surface barrier detector,பக்க பட்டை கண்டறிதல்
Surface charge,பக்க கட்டணம்
Surface leakage current,பக்க படி ஸ்ட்ரீம்
Surface mount device,நிறுவப்பட்ட சாதனம்
Surface mounted technology,பக்கம் நிறுவப்பட்ட தொழில்நுட்பம்
Surge,எழுச்சி
Surge current,எழுச்சி மின்னோட்டம்
Surge impedance,மின்தடையை அதிகரிக்கும்
Surge protector,எழுச்சி பாதுகாப்பு
Surge register,வளர்ச்சி பதிவு
Surge suppressor,மயக்க மருந்து
Surge voltage,எழுச்சி மின்னழுத்தம்
Susceptance,பதிலளிக்கும் தன்மை
Susceptibility,உணர்திறன்
Sustaining voltage,மின்தடை மின்னழுத்தம்
Swage terminal,சோயுஸ் டெர்மினல்
Sweep generator,பரவலான ஜெனரேட்டர்
Sweep unit,தயாரிப்பு அலகு
Swing,அலைவு
Swinging choke,டோலன் மூச்சுத் திணறல்
Switch debuncher,சுவிட்ச் பிரேக்கர்
Switched capacitor,மாறிய மின்தேக்கி
Switched gain amplifier,மாறியது ஆதாய பெருக்கி
Switching,மாறுதல்
Switching algebra,இயற்கணிதம் மாறுதல்
Switching circuit,மாற்று சுற்று
Switching power supply,மின் வழங்குதல் மாற்றப்படுகிறது
Switching regulator,மாறுதல் சீராக்கி
Switching wave form,மாறுதல் அலைவடிவம்
Switched programmable timer,நிரல்படுத்தக்கூடிய டைமர் மாற்றப்பட்டது
Symbol,கையெழுத்து
Symbol period,சின்னக் காலம்
Symbolic label,குறியீட்டு முத்திரை
Synchro separator,ஒத்திசைவான பிரிப்பான்
Synchronising circuit,ஒத்திசைவு சுற்று
Synchronization signal,ஒத்திசைவான சமிக்ஞை
Synchronizer,ஒத்திசைப்பான்
Synchronous counter,ஒத்திசைவான கால்குலேட்டர்
Synchronous detector,ஒத்திசைவு கண்டறிதல்
Synchronous transmission,ஒத்திசைவான பரிமாற்றம்
Synchronous detection,ஒத்திசைவான கண்டறிதல்
Syntax,வாக்கிய உருவாக்கம்
Synthesizer frequency,அதிர்வெண் சின்தசைசர்
System design,"உடல் வடிவமைப்பு, அமைப்பு வடிவமைப்பு"
T-transformation,டி-பை மாற்றம்
Tachometer,"டேகோமீட்டர், சுழற்சி மின்னழுத்தமானி"
Tail current,வால் ஸ்ட்ரீம்
Tank circuit,தொட்டி சுற்று
Tantalum capacitor,டான்டலம் மின்தேக்கி
Tap,வெளியேற்றம்
Tape reply,டேப் ரீப்ளே
Tapper,"நீக்கி, பிரித்தெடுத்தல்"
Tarbell interface,டார்பெல் பக்கம்
T-connector,டி-கனெக்டர்
Teledeltos paper,டெலிடெல்டஸ் காகிதம்
Telemetering,சுற்றுப்பயண அளவீடு
Telephony,"தொலைபேசி, தொலைபேசி"
Teleprinter,தந்தி
Television,"தொலைக்காட்சி, தூர்தர்ஷன்"
Television camera,தொலைக்காட்சி கேமரா
Television receiver,தொலைக்காட்சி பெறுதல்
Tellegen theorem,டெலிகான் தேற்றம்
Tetrode,டெட்ரோட்
Temperature compensation,வெப்ப இழப்பீடு
Temperature conditioning crystal,"ரவா, படிகம்"
Temperature to voltage converter,வெப்ப மின்னழுத்த மாற்றி
Temporary data register,தற்காலிக தரவு பதிவு
Terminal,முனையத்தில்
Test lead,சோதனை முன்னணி
Test signal,சோதனை சமிக்ஞை
Tetravalent atoms,நான்காம் அணு
Thermal drift,வெப்ப ஓட்டம்
Thermal isolation,வெப்ப தனிமை
Thermal noise,"வெப்ப இரைச்சல், வெப்ப இரைச்சல்"
Thermal oxidation,வெப்ப ஆக்சிஜனேற்றம்
Thermal resistance,வெப்ப எதிர்ப்பு
Thermal runway,வெப்ப தப்பித்தல்
Thermal shutdown,வெப்ப முறிவு
Thermal stability,வெப்ப நிலைத்தன்மை
Thermionic emission,தெர்மோனிக் உமிழ்வுகள்
Thermoresistor,வெப்ப தடுப்பு
Thermocouple,தெர்மோகப்பிள்
Thermoelectric effect,வெப்ப விளைவு
Thermostat,வெப்ப கட்டுப்படுத்தி
Thevenin's theorem,தெவெனின் தேற்றம்
Thin film,மெல்லிய சவ்வு
Thin film capacitor,மெல்லிய சவ்வு மின்தேக்கி
Thin filmregister,மெல்லிய சவ்வு எதிர்ப்பு
Thoriated tungsten cathode,தோரியம் பூசப்பட்ட டங்ஸ்டன் கத்தோட்
Three halves (3/2) power law (3/2),அதிகார ஆட்சி
Three phase circuit,மூன்று சுற்று
Three-state RMA,மூன்று மாநில ராம்
Three-terminal regulator,ட்ரை-எண்ட் ரெகுலேட்டர்
Threshold detector,சில் டிடெக்டர்
Threshold voltage,சன்னல் மின்னழுத்தம்
Thyratron tube,தைராட்ரான் குழாய்
Tickler,"மறு முதலீடு, குறுகிய காலம்"
Tickler oscillator,டிக்லர் ஆஸிலேட்டர்
Tight coupling,இறுக்கமான இணைப்பு
Tilt,சாய்வு
Time base circuit,நேரம் சார்ந்த சுற்று
Time base generator,டைமர் ஜெனரேட்டர்
Time base voltage,நேர அடிப்படை மின்னழுத்தம்
Time delay,அழைப்பு தாமதம்
Time domain reflectometry (TDR),நேர மண்டல பிரதிபலிப்பு
Time marker generator,நேரம் மார்க்கர் ஜெனரேட்டர்
Time sharing,கால் பாகி
Time window,நேர சாளரம்
Time-mode switching timer,நேர முறை மாறுதல்
Timer,"நேரக் கட்டுப்படுத்தி, நேரக் கட்டுப்படுத்தி"
Timer motor,அழைப்பு கட்டுப்படுத்தி மோட்டார்
Timing diagram,நேர தொகுப்பு வரைபடம்
Timing jitter,நேர சரிசெய்தல் நடுக்கம்
Timing marker generator,க்ரோனோமீட்டர் மார்க்கர் ஜெனரேட்டர்
Timing network,அழைப்பு சரிசெய்தல் நெட்வொர்க்
T-network,டி-நெட்வொர்க்
Toggle switch,மாற்று சுவிட்ச்
Token bus network,டோக்கன் பஸ் நெட்வொர்க்
Token ring network,டோக்கன் நெட்வொர்க்
Tolerance,ஏற்றுக்கொள்ளக்கூடிய மாற்றம்
Tone burst generator,குரல் வெடிப்பு ஜெனரேட்டர்
Toroid,டொராய்டு
Torus antenna,டோரஸ் ஆண்டெனா
Total harmonic distortion,முழு ஹார்மோனிக் விலகல்
Totem pole,டோட்டெம் கம்பம்
Totem pole transistor,டோட்டெம்-போல் டிரான்சிஸ்டர்
Touch switch,தொடு சுவிட்ச்
Touch tone signaling,தொட்டுணரக்கூடிய குரல்
T-pad,டி-பேட்
Trable,மும்மடங்கு
Trace,"தடமறிதல், தடமறிதல்"
Track balls,"தட பந்து, தட பந்து"
Tracking,இணக்கம்
Tract and hold circuit,கண்காணிப்பு மற்றும் கட்டுப்பாட்டு சுற்று
Trailing edge,"பின் கோர், பின் கோர்"
Trainer,பயிற்சியாளர்
Tracking,இணக்கம்
Transadmittance,பரஸ்பரம்
Transconductance,கடத்துத்திறன்
Transducer,மின்மாற்றி
Transfer characteristics,பரிமாற்ற பண்புகள்
Transfer function,பரிமாற்ற செயல்பாடு
Transfer gain,பரிமாற்ற லாபம்
Transformation,மாற்றம்
Transformer,"மின்மாற்றி, மின்மாற்றி"
Transformer coupled amplifier,மின்மாற்றி இணைந்த பெருக்கி
Transformer coupling,மின்மாற்றி இணைப்பு
Transformer efficiency,மாறி திறன்
Transient,தற்காலிகமானது
Transient overshoot,தற்காலிக மீறல்
Transient response,தற்காலிக பதில்
Transient suppressor,நிலையற்ற பின்னடைவு
Transistor chopper,டிரான்சிஸ்டர் தொகுதி
Transistor current gain,டிரான்சிஸ்டர் தற்போதைய ஆதாயம்
Transistor switch,டிரான்சிஸ்டர் சுவிட்ச்
Transistor,டிரான்சிஸ்டர்
Transistor noise,டிரான்சிஸ்டர் சத்தம்
Transistor regulator,டிரான்சிஸ்டர் சீராக்கி
Transit time,புறப்படும் நேரம்
Transition capacitance,மாற்றம் மின்தேக்கி
Transition factor,மாற்றம் காரணி
Transition frequency,மாறுதல் அதிர்வெண்
Transition region,மாற்றம் மண்டலம்
Translation network,பரிமாற்ற இடையக
Transmission loss,பரிமாற்ற இழப்பு
Transmittance,ஊடுருவக்கூடிய தன்மை
Transmitter,"அனுப்புபவர், அனுப்புபவர்"
Transmitter frequency,அதிர்வெண் டிரான்ஸ்மிட்டர்
Transparent latch,வெளிப்படையான தாழ்ப்பாளை
Transponder,டிரான்ஸ்பாண்டர்
Transport factor,போக்குவரத்து பெருக்கி
Transrectification,தெளிவான காரணம்
Transresistance,குறுக்கு எதிர்ப்பு
Transverse electric wave,குறுக்கு அலை
Transwitch,மாற்றி மாற்றி
Trap,நிகர
Trapezoidal wave,trapezoidal அலை
Travelling wave tube,முற்போக்கான அலை குழாய்
Trench isolation,பள்ளம் பிரிப்பு
Triac,முக்கோண
Triangular square wave converter,முக்கோண சதுர அலை மாற்றி
Triangular to sine wave converter,முக்கோண-சைன் அலை மாற்றி
Triangular wave generator,முக்கோண அலை ஜெனரேட்டர்
Trigger,தூண்டுதல்
Trigger diode,தூண்டுதல் டையோடு
Trigger pulse,தூண்டுதல் துடிப்பு
Trigistor,டிரான்சிஸ்டர்
Trim,"நுட்பமான சரிசெய்தல், டிரிம்"
Trimmer,மைக்ரோ அட்ஜஸ்டர்
Triode,முக்கோணம்
Trip coil,பிளவு ஜாதகம்
Triple precision number,மூன்று துல்லிய எண்
Tristate buffer,மூன்று நிலை தாங்கல்
Tristate logic,முக்கூட்டு தர்க்கம்
Trochotron,ட்ரோகோட்ரான்
Tropo-scatter link,குழப்பம் சிதறிய இணைப்பு
Troposphere,வெப்ப மண்டலம்
Trouble shooting,சரிசெய்தல்
True power converter,உண்மையான சக்தி மாற்றி
True RMS voltage,உண்மையான சதுர சராசரி ரூட் வோல்ட்மீட்டர்
Truth table,உண்மை அட்டவணை
T-state,டி-நிலை
TTL (transistor-transistor logic),TTL
Tubular capacitor,குழாய் மின்தேக்கி
Tuned amplifier,டியூன் செய்யப்பட்ட பெருக்கி
Tuned collector oscillator,டியூன் செய்யப்பட்ட சேகரிப்பான் ஆஸிலேட்டர்
Tuned drain oscillator,டியூன் செய்யப்பட்ட வடிகால் ஆஸிலேட்டர்
Tuning core,குரல் கோர்
Tuning network,டியூனிங் நெட்வொர்க்
Tuning stub,குரல் நாண்கள்
Tunnel diode,"டன்னல் டையோடு, டன்னல் டையோடு"
Tunneling effect,"சுரங்கப்பாதை விளைவு, சுரங்கப்பாதை விளைவு"
Turbine flowmeter,விசையாழி ஓட்டமானி
Turnaround time,நிலைமாற்ற காலம்
Turn off time,வசிக்கும் நேரம்
Turn on time,ஆரம்பிக்கும் நேரம்
Turnstile antenna,டர்ன்ஸ்டைல் ஆண்டெனா ட்வீட்டர்
Tweater,ட்விட்டர்
Twin head,யமல் அகாரக்
Twin-T notch filter,ட்வின்-டி நாட்ச் வடிகட்டி
Twin-T oscillator,yaml டீ ஆஸிலேட்டர்
Twisted pair,முறுக்கப்பட்ட ஜோடி
Twisted ring counter,முறுக்கப்பட்ட மோதிர கவுண்டர்
Twisted-nematic liquid,முறுக்கப்பட்ட-நெமடிக் திரவம்
Two port network,இருவழி நெட்வொர்க்
Twystron,முறுக்கு
"U-art, U-sart","u-art, u-sart"
Ultrasonic flaw detector,மீயொலி பிழை கண்டறிதல்
Ultrasonic frequency,மீயொலி அதிர்வெண்
Ultraviolet lamp,புற ஊதா ஒளி மூல/விளக்கு
Ultraviolet radiation,புற ஊதா கதிர்வீச்சு
U-matic,eumatic
Unbalanced load,சமநிலையற்ற சுமை (குண்டு)
Unbonded strain gauge,தடையில்லா திரிபு அளவுகோல்
Unconditional jump,நிபந்தனையற்ற துள்ளல்
Undamped oscillation,தணியாத அலைவு
Under coupling,இனவிருத்தி
Under damp,அடிபணிந்தது
Under damped oscillation,குறைந்த ஈரப்பதமான அலைவு
Under water camera,நீருக்கடியில் கேமரா
Underground network,நிலங்களுக்கு இடையேயான நெட்வொர்க்
Undertone,பயனற்ற
Underwater microphone,நீருக்கடியில் ஒலிவாங்கி (குரல் கிளையன்ட்)
Unidirectional load,ஒருதலைப்பட்ச கையகப்படுத்தல்
Unidirectional antenna,ஒற்றை ஆண்டெனா
Unidirectional register,உள்நாட்டு பதிவு
Unijunction transistor,ஒரு சந்திப்பு டிரான்சிஸ்டர்
Unilaterlisation,ஒருதலைப்பட்சமாக்கல்
Unipolar device,ஒருமுனை சாதனம்
Uniselector,ஒற்றை இணைப்பு
Uniselector (telephone),ஒற்றை தேர்வாளர் (தொலைபேசி)
Unit impulse,அலகு உந்துதல் / உந்துதல்
Unit of information,தகவல் அலகு
Unit step,அலகு படி
Unit vibrator,ஒற்றை அதிர்வு
Unity gain amplifier,அலகு ஆதாய பெருக்கி
Unity gain band width,யூனிட் கெயின் பேண்ட் விரிவாக்கம்
Unity power factor,அலகு சக்தி காரணி
Universal filter,உலகளாவிய வடிகட்டி
Universal gate,உலகளாவிய வாயில்
Universalmotor,நீர்வீழ்ச்சி மோட்டார்
Universal shunt,"உலகளாவிய shunt, பக்கவாட்டு பாதை"
Universaltrunk circuit (telephone),உலகளாவிய தண்டு சுற்று
Universal winding,உலகளாவிய சுருள்
Unregulated power supply,ஒழுங்கற்ற மின்சாரம்
Unscreened cables,கவசமற்ற கேபிள்
Unshielded wire,கவசமற்ற கம்பி
Untuned transformer,முறுக்கப்படாத மின்மாற்றி
Up converter,செங்குத்து மாற்றி
Updown counter,மேல்நோக்கி கால்குலேட்டர்
Uplink,"அப்லிங்க், அப்லிங்க்"
Upper cut off frequency,மேல்நிலை அதிர்வெண்
Upper side frequency,உயர் பின்னணி அதிர்வெண்
Upper trip point (UTP),மேல்நிலை பயண புள்ளி
Utilization factor,பயன்பாட்டு காரணி
V channel switching,வி-சேனல் மாறுதல்
V modulator,வி-மாடுலேட்டர்
V/F converter (voltage/frequency),V-F (மின்னழுத்தம்/அதிர்வெண் மாற்றி)
Vacuo-thermo junction,வெற்றிட வெப்ப சந்திப்பு
Vaccum enclosed electrostatic voltmeter,வெற்றிட பிணைப்பு மின்னியல் மின்னழுத்தமானி
Vacuum gauge,வெற்றிட அளவி
Vacuum tube,வெற்றிட குழாய்
Vacuum tube sweep circuit,வெற்றிட குழாய் சுற்று
Vacuum tube volt meter(VTVM),வெற்றிட குழாய் வோல்ட்மீட்டர் (VTVM)
Valence band,வேலன்ஸ் இசைக்குழு
Valence electron,வேலன்ஸ் எலக்ட்ரான்
Valley current,இறக்கும் புள்ளி
Valve rectifier,வால்வு திருத்தி
Vapour phase degresser,நீராவி கட்ட கரைப்பான்
Varactor diode,திசையன் டையோடு
Varactor diode modulator,திசையன் டையோடு மாடுலேட்டர்
Varactor tuner,திசையன் ட்யூனர்
Variable capacitor,மாறி மின்தேக்கி
Variable inductor,மாறி தூண்டி
Variable module divider,மாறி மாடுலஸ் பிரிப்பான்
Variable persistence,மாறி பின்னொளி
Variable reactance,மாறி எதிர்வினை
Variable resistance,மாறி எதிர்ப்பு
Variable transformer,"மாறி மின்மாற்றி, மாறக்கூடிய மின்மாற்றி"
Variac,மாறுபாடு
Varicap,varicap
Varistor,varistor
Varley loop test,வார்லி லூப் சோதனை
Varmeter (reactive powermeter),வேரோமீட்டர் (எதிர்வினை பொட்டென்டோமீட்டர்)
VAX,மெழுகு
VBE multiplier,VBE பெருக்கி
VCP (video cassette player),வி.சி.பி (வீடியோ கேசட் பிளேயர்)
VCR (video cassette recorder),விசிஆர் (வீடியோ கேசட் ரெக்கார்டர்)
V-demodulator,v-மாடுலேட்டர்
Vector,திசையன்
Vector display,திசையன் காட்சி
Vector graphics,திசையன் வரைகலை
Vector impedance meter,திசையன் மின்மறுப்பு மீட்டர்
Vector instruction,திசையன் அறிவுறுத்தல்
Vector network analyser,வெக்டர் நெட்வொர்க் பகுப்பாய்வி
Vector scope,திசையன் பார்வையாளர்
Vectored interrupt,திசையன் குறுக்கீடு
Vending machine,பொருள் வழங்கும் இயந்திரம்
Ventilation,காற்றோட்டம்
Vernier counter,வெர்னியர் கால்குலேட்டர்
Vernier interpolation,வெர்னியர் இடைச்செருகல்
Vernier potentiometer,வெர்னியர் பொட்டென்டோமீட்டர்
Vertical antenna,செங்குத்து ஆண்டெனா
Vertical blanking,செங்குத்து புறக்கணிப்பு
Vertical colour strip,பிரகாசமான வண்ண இசைக்குழு
Vertical frequency,செங்குத்து அதிர்வெண்
Vertical gain,தீவிர ஆதாயம்
Vertical hold control,செங்குத்து கட்டுப்படுத்தி
Vertical horizontal hold control,ஹொரைசன் கன்ட்ரோலர்
Vertical horizontal trace,கிடைமட்ட சுவடு
Vertical interval,செங்குத்து இடைவெளி
Vertical interval reference signal (VIRS),முன்னோக்கி இடைவெளி அறிவுறுத்தல்
Vertical interval test signal (VITS),செங்குத்து இடைவெளி சோதனை சமிக்ஞை
Vertical polarisation,செங்குத்து துருவமுனைப்பு
Vertical programming,செங்குத்து நிரலாக்க
Vertical programming,செங்குத்து நிரலாக்க
Vertical resolution,செங்குத்து தீர்மானம்
Vertical retrace,செங்குத்து சுவடு
Vertical roll of picture,செங்குத்து படம் உருளை
Vertical scanning,விரைவான ஸ்கேனிங்
Vertical synchronization,செங்குத்து ஒத்திசைவு
Vertical trace,செங்குத்து சுவடு
Vertical transistor,செங்குத்து டிரான்சிஸ்டர்
Vertical-horizontal scanning,கிடைமட்ட ஸ்கேனிங்
Very high density format,அதி உயர் அடர்த்தி வடிவம்
Very high density system (VHD),மிக அதிக அடர்த்தி உடல்
Very high frequency (VHF),மிக அதிக அதிர்வெண் (VHF)
Very high speed integrated circuit (VHSIC),அல்ட்ரா ஹை ஸ்பீட் இன்டகிரேட்டட் சர்க்யூட் (VHSIC)
Very large scale integration (VLSI),பெரிய ஒருங்கிணைப்பு (VLSI)
Very low frequency (VLF),மிகக் குறைந்த அதிர்வெண் (VLF)
Very low frequency propagation,மிக குறைந்த அதிர்வெண் பரிமாற்றம்
Vestigial side band,மீதமுள்ள பக்க இசைக்குழு
VHDL,வி.எச்.டி.எல்
VHF tuner,ஹார்மனி விஎச்எஃப்
Vibration galvanometer (VHS),அதிர்வு கால்வனோமீட்டர் (VHS)
Vibrational galvanometer,தடுமாறிய கால்வனோமீட்டர்
Video ADC,வீடியோ ADC
Video amplifier,"வீடியோ பெருக்கி, காட்சி பெருக்கி"
Video attribute,வீடியோ பண்புகள்
Video back up,வீடியோ சப்ளையர்
Video bandwidth,வீடியோ அலைவரிசை அகலம்
Video cassette,"வீடியோ கேசட், காட்சி கேசட்"
Video cassette recorder (VCR),வீடியோ கேசட் ரெக்கார்டர்
Video controller,வீடியோ கட்டுப்படுத்தி
Video data terminal,வீடியோ தரவு முனையம்
Video detector,வீடியோ டிடெக்டர்
Video disk,வீடியோ டிஸ்க்
Video disk system,வீடியோ வட்டு அமைப்பு
Video display (VD),வீடியோ காட்சி
Video display unit (VDU),வீடியோ காட்சி அலகு (VDU)
Video electronic standard association (VESA),வீடியோ எலக்ட்ரானிக் ஸ்டாண்டர்ட்ஸ் அசோசியேஷன் (VESA)
Video frequency,வீடியோ அதிர்வெண்
